gene_symbol,AnCg_DLPFC_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
DEFB107A,++,0.5827717896667721,0.4008350463952926,0.7532051476266267,1,0.8016700927905852
DEFB107B,++,0.5639358632180984,0.3921004848526602,0.758054915784212,1,0.7842009697053204
DEFB108B,-+,0.29515364050120013,0.7236665996928271,0.2968631704356011,-1,0.5937263408712022
DEFB108P1,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFB108P2,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFB108P3,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFB108P4,++,0.4177578090208313,0.31901865786251926,0.7934703212238601,1,0.6380373157250385
DEFB109P1,-+,0.13988032900719297,0.7944959267231092,0.16050451523818557,-1,0.32100903047637114
DEFB109P1B,++,0.36447926147846244,0.30928114252919375,0.774762037459993,1,0.6185622850583875
DEFB109P3,-+,0.10126058613139448,0.16868525957794628,0.5214613431293009,1,0.33737051915589256
DEFB110,++,0.9112465124054744,0.5386475145911601,0.6524007546511877,1,1.0772950291823202
DEFB112,-+,0.15128025189854857,0.7811385768045727,0.17378797817999095,-1,0.3475759563599819
DEFB113,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFB114,+-,0.09296157661048662,0.1343406708271819,0.710118715380476,1,0.2686813416543638
DEFB115,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFB116,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFB117,+-,0.6863495914076527,0.6603058251414773,0.5002249661515558,-1,1.0004499323031115
DEFB118,-+,0.40928482199766786,0.3866412602432266,0.6687500816194548,1,0.7732825204864532
DEFB119,-+,0.5639358632180984,0.4297655117559782,0.7094557876252007,1,0.8595310235119564
DEFB121,+-,0.6863495914076527,0.6603058251414773,0.5002249661515558,-1,1.0004499323031115
DEFB122,--,0.19510349663726667,0.8829770983726356,0.16009246806755675,-1,0.3201849361351135
DEFB123,++,0.8277448621562443,0.478472800109923,0.7063062513920285,1,0.956945600219846
DEFB124,+-,0.43458998757654976,0.4189681586374338,0.6256035750916753,1,0.8379363172748676
DEFB125,+-,0.0460860498063501,0.09795373377173491,0.39953951656367703,1,0.19590746754346983
DEFB126,++,0.230363332472701,0.1425154492179606,0.9248036650749387,1,0.2850308984359212
DEFB127,+-,0.5575156128192249,0.4858688171921568,0.6098703016272928,1,0.9717376343843136
DEFB128,-+,0.9007670824456954,0.5884376725977309,0.5988359706012759,1,1.1768753451954619
DEFB129,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFB130,++,0.1526584677690415,0.15024157648665432,0.8518278756221553,1,0.30048315297330863
DEFB131,-+,0.8126371933259209,0.5310505111364275,0.6527604205010143,1,1.062101022272855
DEFB132,--,0.6863495914076527,0.7161354431222793,0.45496132310906,-1,0.90992264621812
DEFB133,++,0.20779585477328655,0.19174077147012455,0.8379794244402491,1,0.3834815429402491
DEFB134,-+,0.21829135055372043,0.8039977221337564,0.21400956104728458,-1,0.42801912209456916
DEFB135,+-,0.2710542629629193,0.293186800824312,0.6911453622521859,1,0.586373601648624
DEFB136,++,0.10345821085611039,0.1157501450111391,0.8446824174351468,1,0.2315002900222782
DEFB4A,-+,0.4597240724017657,0.7141244887658041,0.3877011261482627,-1,0.7754022522965254
DEFB4B,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFT1P,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEFT1P2,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DEGS1,-+,0.2713578108702311,0.270665963116941,0.7506761142122562,1,0.541331926233882
DEGS2,--,0.026936668404340593,0.9855004785066745,0.014887812736177623,-1,0.029775625472355245
DEK,--,0.09614684538782024,0.8528756940664961,0.10732935875670946,-1,0.21465871751341892
DENND1A,+-,0.12166464892208531,0.17763084317693312,0.6346402045407123,1,0.35526168635386624
DENND1B,++,0.1792105621180635,0.08465774526950662,0.9633203965534664,1,0.16931549053901324
DENND1C,--,0.5675294531474071,0.8159841482656806,0.335159406488715,-1,0.67031881297743
DENND2A,--,0.49842834729603547,0.7970518070326131,0.3412869969103893,-1,0.6825739938207785
DENND2C,--,0.5714774690281634,0.7703684750760682,0.382905184865991,-1,0.765810369731982
DENND2D,++,0.17285225415089073,0.08953057587340495,0.9582635554437382,1,0.1790611517468099
DENND3,++,0.2282502956556348,0.14621683749205167,0.9202704877879436,1,0.29243367498410333
DENND4A,-+,0.1044011669719754,0.12712478778028663,0.8048465507201044,1,0.25424957556057326
DENND4B,++,0.20095420080594137,0.17073432436187047,0.8702011575353729,1,0.34146864872374094
DENND4C,++,0.020447392051187476,0.015396502715394039,0.9740453816537188,1,0.030793005430788077
DENND5A,-+,0.016865619756957356,0.5571979325613023,0.03942871675159229,-1,0.07885743350318458
DENND5B,++,0.08371068489399675,0.09054128126726327,0.8756709730406949,1,0.18108256253452654
DENND6A,++,0.360282072051444,0.29010450103141355,0.8021733557339472,1,0.5802090020628271
DENND6B,+-,0.1499550786157724,0.23616045969943145,0.4388689045550522,1,0.4723209193988629
DENR,++,0.13791804958607032,0.08172813854776974,0.955343550560306,1,0.16345627709553948
DEPDC1,--,0.32417373439817,0.9279965671345785,0.15979425763794328,-1,0.31958851527588655
DEPDC1B,+-,0.2921259204383952,0.7346792055649878,0.2903828764041763,-1,0.5807657528083526
DEPDC4,+-,0.6279706832291787,0.640282871503019,0.49622264745578487,-1,0.9924452949115697
DEPDC5,++,0.4866532228735757,0.33915186869724157,0.7959231081137184,1,0.6783037373944831
DEPDC7,--,9.467759757011945e-4,0.9971546567567513,3.946333380491077e-4,-1,7.892666760982154e-4
DEPTOR,-+,0.0027034906119561904,0.38169354412621725,0.009167179542927091,-1,0.018334359085854183
DERA,-+,0.1334866769152643,0.740988561277238,0.16893898569159224,-1,0.3378779713831845
DERL1,-+,0.3297092110662438,0.4586109476820125,0.4006828599576092,-1,0.8013657199152184
DERL2,-+,0.44598569738112903,0.40239416539770195,0.6750644063041894,1,0.8047883307954039
DERL3,-+,0.5968256908413689,0.5508742472254041,0.5306079844163062,-1,1.0612159688326124
DES,-+,0.09495757472053389,0.13585496628810767,0.714159792710911,1,0.27170993257621534
DESI1,++,0.3042076130411886,0.1308683410516844,0.945102859646239,1,0.2617366821033688
DESI2,-+,0.2433010384468977,0.29602766550620513,0.6105689087693259,1,0.5920553310124103
DET1,++,0.44410447683853754,0.3414153054599434,0.7759547940666014,1,0.6828306109198868
DEXI,+-,0.006986739194594152,0.649803778679947,0.017325244307360144,-1,0.03465048861472029
DFFA,--,0.4613291130278552,0.8811070191521106,0.2415832055845264,-1,0.4831664111690528
DFFB,--,0.4908132408375523,0.7851393133562186,0.34952187408594176,-1,0.6990437481718835
DFFBP1,--,0.34379413644292395,0.9359908157998158,0.14901248992671629,-1,0.29802497985343257
DFNA5,-+,0.4251977609766495,0.4334583520376376,0.5738858324057636,1,0.8669167040752752
DFNB59,+-,0.4094215944188723,0.4315406063080311,0.5511820158650643,1,0.8630812126160622
DGAT1,+-,0.09894757072441522,0.4767593269815255,0.1702404597124247,-1,0.3404809194248494
DGAT2,++,0.021555712942577982,0.0011806213226618057,0.9997658756615273,1,0.0023612426453236113
DGAT2L6,++,0.26339594234771146,0.12940412332301732,0.9427558925627676,1,0.25880824664603463
DGAT2L7P,+-,0.27393627473328586,0.5424821371957159,0.3374739866122586,-1,0.6749479732245172
DGCR14,+-,0.21756587578584166,0.6675471166863842,0.26016214684613936,-1,0.5203242936922787
DGCR2,+-,0.32869561123963476,0.3308260070891914,0.6913241990504967,1,0.6616520141783828
DGCR5,--,0.006520140049292676,0.9995946846895665,8.536822495012562e-4,-1,0.0017073644990025123
DGCR6,--,0.21489215488948962,0.9412874877835493,0.12047670092559762,-1,0.24095340185119524
DGCR6L,+-,0.01779313928319817,0.667327694462278,0.0375000435407635,-1,0.075000087081527
DGCR8,--,0.6056391558631085,0.7331354648922557,0.42338712093059067,-1,0.8467742418611813
DGKA,++,0.047961685736938646,0.007315895268813703,0.9980868780205456,1,0.014631790537627407
DGKB,-+,0.34919639270133557,0.31704311938485685,0.7471536968460699,1,0.6340862387697137
DGKD,--,0.16748615980114165,0.9325173440509483,0.11275570102771906,-1,0.22551140205543813
DGKE,-+,0.846514885164355,0.5862863530239647,0.5911225579250975,1,1.1725727060479294
DGKG,++,0.021892171300299842,0.0034099993463001968,0.9989389688182797,1,0.0068199986926003936
DGKH,++,0.5090763289922146,0.25920384854866524,0.8709323081490543,1,0.5184076970973305
DGKI,-+,0.08165294452213569,0.49151698003364763,0.14589135268889428,-1,0.29178270537778855
DGKK,-+,0.10492506441440613,0.19596468905237568,0.24924061241089124,1,0.39192937810475137
DGKQ,+-,0.16141441574726764,0.22237684919282572,0.6125404877419616,1,0.44475369838565143
DGKZ,+-,0.008160469936338132,0.5322208715864898,0.021779451549003164,-1,0.04355890309800633
DGKZP1,++,0.37877047725069,0.2847137026034499,0.8200489771594685,1,0.5694274052068998
DGUOK,+-,0.22288414665429263,0.36095545313181654,0.32372287438044256,-1,0.6474457487608851
DHCR24,++,0.3899455417730624,0.20425213456413924,0.9025625908944523,1,0.4085042691282785
DHCR7,++,0.0840941907658484,0.018921482431176858,0.9943353133880932,1,0.037842964862353716
DHDDS,++,0.31894965089224026,0.20123336089389127,0.8928900062996934,1,0.40246672178778253
DHDH,+-,0.34969795530721137,0.604254630086062,0.3758938930585399,-1,0.7517877861170797
DHFR,--,0.03336965325809472,0.9855509942062881,0.01758887002388391,-1,0.03517774004776782
DHFRL1,+-,0.727660491079327,0.6357550034912296,0.5282845732830235,-1,1.056569146566047
DHFRP1,-+,0.6091078441263011,0.5369076174536879,0.5487347918919323,1,1.0738152349073757
DHFRP2,--,0.015278270922693111,0.9992979167971432,0.0021387542806117796,-1,0.004277508561223559
DHH,-+,0.05060202855923317,0.11545794142224328,0.13509486109484614,1,0.23091588284448655
DHODH,--,0.9063071488950307,0.6312695861338429,0.5598272383208074,-1,1.1196544766416148
DHPS,+-,0.34123780451093,0.560242307321262,0.3836491295164862,-1,0.7672982590329724
DHRS1,+-,0.3266997883938453,0.5340271641669201,0.3803594892895644,-1,0.7607189785791288
DHRS11,+-,0.15527230924839414,0.2532570057103201,0.3384864611511336,1,0.5065140114206402
DHRS12,+-,0.5703446942012158,0.49988536655890065,0.5924684745300977,1,0.9997707331178013
DHRS13,++,0.49241885254833284,0.23446347182914642,0.8869466081894765,1,0.46892694365829285
DHRS2,--,0.2965522158010766,0.8237184665680997,0.24733930168513893,-1,0.49467860337027786
DHRS3,++,0.21113133739229292,0.1844238646890436,0.855751582845656,1,0.3688477293780872
DHRS4,+-,0.220011985613892,0.7494627746592615,0.23664210405131528,-1,0.47328420810263055
DHRS4L1,--,0.860784794582165,0.6454100793252988,0.5430804833730469,-1,1.0861609667460939
DHRS4L2,--,0.045167430212449185,0.8932513959025439,0.05278309507858322,-1,0.10556619015716644
DHRS7,-+,0.44685602754116643,0.47226616228869944,0.49492213087021647,1,0.9445323245773989
DHRS7B,+-,0.25381796708177257,0.2589691390216067,0.7517187176616434,1,0.5179382780432134
DHRS7C,-+,0.46537998602709196,0.6565851111320253,0.4208653466304479,-1,0.8417306932608958
DHRS9,--,0.0036296643050583908,0.9995664914000968,5.448989917830649e-4,-1,0.0010897979835661298
DHRSX,++,0.26966504763682025,0.14973781700650526,0.9280720181224771,1,0.29947563401301053
DHTKD1,+-,0.42102237513868573,0.3580191614976931,0.7359200059791461,1,0.7160383229953862
DHX15,-+,0.048780711163692266,0.08156578729867836,0.7082812368374437,1,0.16313157459735672
DHX16,++,0.331373199149345,0.2333117158874303,0.8626930400146429,1,0.4666234317748606
DHX29,-+,0.15580106407554611,0.4456748391908106,0.2419263663715262,-1,0.4838527327430524
DHX30,+-,0.2528966478824022,0.27072295131400825,0.7190546572594725,1,0.5414459026280165
DHX32,++,0.02794711983584725,0.012693201895997822,0.9903576516598978,1,0.025386403791995645
DHX33,++,0.05304414358177194,0.027377922839274295,0.9823356134614253,1,0.05475584567854859
DHX34,--,0.07363525506177712,0.9931957470515699,0.02021944219467141,-1,0.04043888438934282
DHX35,++,0.2736658394802593,0.13189222266477124,0.9421886227726198,1,0.2637844453295425
DHX36,++,0.37465824248941787,0.1730431281911995,0.9226138887103962,1,0.346086256382399
DHX37,+-,0.207838949390529,0.23590887946552466,0.7244836701245393,1,0.4718177589310493
DHX38,++,0.20923713739316163,0.17817551691896,0.8650254827502933,1,0.35635103383792
DHX40,-+,0.04392614520143936,0.08740928025332832,0.535395142954229,1,0.17481856050665665
DHX40P1,--,0.018928334753306148,0.9961671697384578,0.006029951523391199,-1,0.012059903046782398
DHX57,++,0.07759849938060734,0.015170651175339436,0.99569762365824,1,0.030341302350678872
DHX58,++,0.08970061943184923,0.04332333666119529,0.978339851830468,1,0.08664667332239058
DHX8,++,0.04620995889622648,0.022310903813995062,0.9857890914139373,1,0.044621807627990125
DHX9,-+,0.07789264684388612,0.1204358294525392,0.6875082493940825,1,0.2408716589050784
DHX9P1,-+,0.3664779506191883,0.31229009256245066,0.7712690533033061,1,0.6245801851249013
DIABLO,++,0.3561538340995845,0.2741790104972903,0.8225606918016921,1,0.5483580209945806
DIAPH1,++,0.2827619341030329,0.10512038908349305,0.9585834119466651,1,0.2102407781669861
DIAPH2,-+,0.1339672727529113,0.15385723622130104,0.8005414714787327,1,0.3077144724426021
DIAPH3,--,0.14980561726435485,0.8942273300936558,0.12881279459444203,-1,0.25762558918888406
DICER1,-+,0.08855357509593657,0.17589505378321174,0.18151081937533092,1,0.3517901075664235
DIDO1,--,0.20582146959554554,0.8521487896666953,0.18336603600410967,-1,0.36673207200821933
DIEXF,++,0.3015254014419473,0.13090497934312975,0.9449529492104856,1,0.2618099586862595
DIMT1,-+,0.041361797297397376,0.06198174703137923,0.8044676874492711,1,0.12396349406275846
DIO1,--,0.0897411770252553,0.9329719791219605,0.0737931225621057,-1,0.1475862451242114
DIO2,++,0.017388591557859986,0.005376715233059377,0.9965307448921157,1,0.010753430466118754
DIO3,+-,0.2624553112824868,0.5545376744996648,0.32529383362752806,-1,0.6505876672550561
DIP2A,--,0.005091549359234174,0.9518793839055448,0.006097559812010345,-1,0.01219511962402069
DIP2B,-+,0.05775930970065013,0.12345833601847384,0.26430291972547537,1,0.24691667203694767
DIP2C,-+,0.2943354668531901,0.28626660518332736,0.7472361150688129,1,0.5725332103666547
DIRAS1,+-,0.2989674578971511,0.3892963405305936,0.3897124791716494,1,0.7785926810611872
DIRAS2,-+,0.37649115631890323,0.34091366195256056,0.7281797601482177,1,0.6818273239051211
DIRAS3,++,0.1962488470200287,0.09044677288145563,0.9616419458721363,1,0.18089354576291125
DIRC1,++,0.8241001267796344,0.5017714989745938,0.6846944763558251,1,1.0035429979491877
DIRC2,-+,0.03134932970663118,0.05869369594086165,0.6847367103581011,1,0.1173873918817233
DIRC3,+-,0.37274326385116774,0.42627479520042694,0.4847451333783399,1,0.8525495904008539
DIS3,++,0.050475014172369874,0.01874107834203612,0.9911592569275934,1,0.03748215668407224
DIS3L,++,0.07061772188077317,0.03456544712647151,0.9811159344541552,1,0.06913089425294303
DIS3L2,++,0.37451765881899024,0.20834871739343908,0.8976803739902992,1,0.41669743478687815
DIS3L2P1,+-,0.02076456128056335,0.44782466981135305,0.050139613357326814,-1,0.10027922671465363
DISC1,++,0.18232592117889446,0.15776672040714967,0.8749728761947959,1,0.31553344081429935
DISP1,++,0.4125727970921109,0.23492054740953802,0.8814455811818276,1,0.46984109481907604
DISP2,++,0.7268649896350943,0.4045670325581268,0.7672305960428072,1,0.8091340651162536
DISP3,--,0.3929414286838092,0.8613310628098017,0.25305962378334584,-1,0.5061192475666917
DIXDC1,--,0.007299601092534371,0.865889317314493,0.012616040204331064,-1,0.02523208040866213
DKC1,+-,0.453480407332324,0.3701711544633509,0.7387129949752271,1,0.7403423089267018
DKK1,++,0.04635963842798492,0.020204967375517226,0.9884652617415837,1,0.04040993475103445
DKK2,--,0.039606513297522634,0.9688169164115727,0.02844123004863673,-1,0.05688246009727346
DKK3,++,0.2995179437452971,0.23694863146833883,0.8416877515294856,1,0.47389726293667767
DKK4,--,0.4204097752916613,0.9055126331677849,0.2028456749454768,-1,0.4056913498909536
DKKL1,+-,0.31665018147372026,0.7406102431304871,0.30237647613087804,-1,0.6047529522617561
DKKL1P1,+-,0.67920179503043,0.5577177919516045,0.5630513090960848,1,1.115435583903209
DLAT,++,0.22344605449975452,0.1997126229790367,0.8402096809920474,1,0.3994252459580734
DLC1,-+,0.12015469378153383,0.20901508211379505,0.3505238267201608,1,0.4180301642275901
DLD,++,0.14388094182872663,0.044415902917320796,0.9847887962779867,1,0.08883180583464159
DLEC1,+-,0.24630035071760353,0.7703406400826137,0.24643230829032944,-1,0.4928646165806589
DLEC1P1,-+,0.2068950577137897,0.7307604582114943,0.23320996549244144,-1,0.4664199309848829
DLEU1,--,0.2090477755469592,0.9630899884728206,0.09048202599360457,-1,0.18096405198720913
DLEU7,-+,0.7411736933269522,0.6429542055997229,0.5261968801115388,-1,1.0523937602230775
DLG1,-+,0.07514178080501664,0.6495379428302623,0.12173864482443011,-1,0.24347728964886023
DLG2,++,0.1788078170440542,0.18233839628598789,0.8168185170076505,1,0.36467679257197577
DLG3,++,0.4157017174103078,0.20056581468016021,0.9068015124160508,1,0.40113162936032043
DLG4,+-,0.35357035170056056,0.4087660454753745,0.49981467730905876,1,0.817532090950749
DLG5,+-,0.6536871954829369,0.6234880659631001,0.5150182087836497,-1,1.0300364175672994
DLGAP1,-+,0.5646664062010769,0.4260018964423884,0.7150860102644452,1,0.8520037928847768
DLGAP2,-+,0.5087340986203253,0.3979908016982657,0.7283884052142229,1,0.7959816033965313
DLGAP3,+-,0.06400923923007096,0.7942164157830028,0.08925126376786241,-1,0.17850252753572482
DLGAP4,+-,0.4965208706726125,0.4533608873907932,0.6195894485444629,1,0.9067217747815864
DLGAP5,+-,0.5032172411928078,0.6165984825215935,0.4579547221557411,-1,0.9159094443114822
DLGAP5P1,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DLK1,++,0.038757051326281516,0.04495595870633969,0.9029950187027503,1,0.08991191741267938
DLK2,+-,0.0024434687374596713,0.8192582704183584,0.005462586540596541,-1,0.010925173081193082
DLL1,--,0.20625385141171962,0.8552346632682915,0.18197076216579494,-1,0.3639415243315899
DLL3,+-,0.37195375087146365,0.6342103889577114,0.3795043278883796,-1,0.7590086557767592
DLL4,++,0.17694083069187688,0.16568295442575962,0.8528650086167102,1,0.33136590885151923
DLST,++,0.020595299749938123,0.003010364161757575,0.9990867041796304,1,0.00602072832351515
DLX1,--,0.04414103359152033,0.9407786745118619,0.040784404412019436,-1,0.08156880882403887
DLX2,--,0.25567236479371763,0.9290266546238073,0.14521693707778144,-1,0.2904338741555629
DLX3,+-,0.3696956748585159,0.5084311168782888,0.4179358729925845,-1,0.835871745985169
DLX4,++,0.007343294087198905,0.005028726423717619,0.9854497760278778,1,0.010057452847435238
DLX5,+-,0.07243454244964306,0.6800338496317792,0.1147882621817494,-1,0.2295765243634988
DLX6,+-,0.8575634501559319,0.6276872100647526,0.5586912452244363,-1,1.1173824904488725
DMAP1,+-,0.11727193944319893,0.22158876064263405,0.21468913858265032,-1,0.42937827716530064
DMBT1,-+,0.025502140250662275,0.5494975278737141,0.0557765572355161,-1,0.1115531144710322
DMBT1P1,--,0.1814330319900452,0.9388412289044087,0.11255079193619544,-1,0.22510158387239088
DMBX1,+-,0.050575124881947216,0.39416691071554133,0.10569421778015803,-1,0.21138843556031606
DMC1,+-,0.7146822849092228,0.535107656065497,0.6209021081991711,1,1.070215312130994
DMD,-+,0.22499424415274272,0.3198706014300677,0.4029973205225881,1,0.6397412028601354
DMGDH,-+,0.0839495625449138,0.12864509823934325,0.6795455750274364,1,0.2572901964786865
DMKN,+-,0.04565530965118028,0.39503530812242704,0.09742939237607626,-1,0.19485878475215251
DMP1,-+,0.1375203337584847,0.1534585423674491,0.8114571070910281,1,0.3069170847348982
DMPK,--,0.07669964283648764,0.9268689719057752,0.06821705781492371,-1,0.13643411562984742
DMRT1,+-,0.50870940789988,0.4073060821351678,0.7142747598066305,1,0.8146121642703356
DMRT2,--,0.0027820996036709796,0.935517374187158,0.0040513615864908,-1,0.0081027231729816
DMRT3,++,0.06476855968640417,0.043301836966625415,0.9654648229169661,1,0.08660367393325083
DMRTA1,+-,0.18237929911519743,0.27309717111170573,0.42801652299820464,1,0.5461943422234115
DMRTA2,--,0.013358564927757843,0.9918750223152789,0.006460800576944867,-1,0.012921601153889734
DMRTB1,-+,0.230363332472701,0.23563986637738066,0.7711608715813816,1,0.4712797327547613
DMRTC1,++,0.16615497616545788,0.056770565467032214,0.9795774619051508,1,0.11354113093406443
DMRTC1B,++,0.015483516283439523,0.013975228450312013,0.9643812583176714,1,0.027950456900624025
DMRTC2,+-,0.5025737632129814,0.404309400294546,0.7153354443359278,1,0.808618800589092
DMTF1,-+,0.43656225638365614,0.4439337255053856,0.5631478283257356,1,0.8878674510107712
DMTN,+-,0.033700329505338425,0.4525266860207218,0.07424941491113295,-1,0.1484988298222659
DMWD,+-,0.05928578097705341,0.4444171119167085,0.1168550146321014,-1,0.2337100292642028
DMXL1,++,0.09792925813234639,0.10199463813563504,0.8750833939546765,1,0.2039892762712701
DMXL2,++,0.30204976765542,0.2152922869143729,0.8716933622044221,1,0.4305845738287458
DNA2,-+,0.4162878823668139,0.39625228098049164,0.6555910803038053,1,0.7925045619609833
DNAAF1,+-,0.052024231199200174,0.07016931174949986,0.8330862799863208,1,0.14033862349899973
DNAAF2,--,0.28199569835415184,0.8238552441724685,0.24011891406344404,-1,0.4802378281268881
DNAAF3,--,0.4169993028203657,0.8852020913479283,0.23091963326711576,-1,0.4618392665342315
DNAAF5,++,0.9200417239900673,0.5487323846180283,0.6428983604234355,1,1.0974647692360566
DNAH1,+-,0.5951520443946047,0.6770953780039612,0.4619073593067626,-1,0.9238147186135252
DNAH10,++,0.02678203713276195,0.007059810438983948,0.9968670392630105,1,0.014119620877967896
DNAH10OS,++,0.05862411022625028,0.013730926302695526,0.99564738393377,1,0.02746185260539105
DNAH11,--,0.1184654671593902,0.986466786139325,0.03843068185929805,-1,0.0768613637185961
DNAH12,-+,0.31450492513985234,0.3578967176347539,0.5836516348800291,1,0.7157934352695078
DNAH14,+-,0.7008838896871676,0.6185370297034488,0.5327441573931837,-1,1.0654883147863674
DNAH17,-+,0.016201017598095797,0.7070958678567331,0.03318522569090326,-1,0.06637045138180651
DNAH2,+-,0.27124685472019855,0.4082679703402029,0.36201559847273046,-1,0.7240311969454609
DNAH3,--,0.29323273041304865,0.9317973077206322,0.1497237761312669,-1,0.2994475522625338
DNAH5,-+,0.07139880246870589,0.7214122128192774,0.10825398923721653,-1,0.21650797847443307
DNAH6,--,0.33970195160580025,0.8144492720575025,0.2730265247932531,-1,0.5460530495865062
DNAH7,-+,0.5199134809513117,0.5779193129611986,0.4831053743974665,-1,0.966210748794933
DNAH8,++,0.15955797876982017,0.12520440236217656,0.9098326723745657,1,0.2504088047243531
DNAH9,++,0.307384967965213,0.16512147493311893,0.9221115699994674,1,0.33024294986623787
DNAI1,++,0.22875519832780866,0.08773495930554974,0.9661045139885106,1,0.17546991861109948
DNAI2,-+,0.07751453336706095,0.7482537890420468,0.11131188320335796,-1,0.2226237664067159
DNAJA1,-+,0.1054782020987047,0.7256631236794495,0.14492859665771068,-1,0.28985719331542137
DNAJA1P1,-+,0.5827717896667721,0.43911272593902073,0.7046127414779717,1,0.8782254518780415
DNAJA1P2,-+,0.0706398768865095,0.5898168809101441,0.12214385383491902,-1,0.24428770766983804
DNAJA1P3,-+,0.11438130728177395,0.17625130568635708,0.5891072142571396,1,0.35250261137271416
DNAJA1P4,-+,0.2005178002333666,0.3048564566075452,0.3279043189532399,1,0.6097129132150904
DNAJA1P5,++,0.5451581697530681,0.2997380933445325,0.8430281848748202,1,0.599476186689065
DNAJA1P6,-+,0.30398727591967534,0.3417286749717006,0.612911434496843,1,0.6834573499434012
DNAJA2,++,0.3074280318524205,0.24883839879343414,0.8292910779081049,1,0.4976767975868683
DNAJA3,++,0.14891565355276204,0.040445286925177466,0.9867589157361292,1,0.08089057385035493
DNAJA4,-+,0.06125423901919203,0.7879427589821968,0.08718543652921946,-1,0.17437087305843893
DNAJB1,-+,0.4686490012792327,0.5746742835873279,0.4578519403147506,-1,0.9157038806295013
DNAJB11,--,0.017303695005495074,0.9997621283346746,0.0011504583919607085,-1,0.002300916783921417
DNAJB12,++,0.032615074530632726,0.009872413375440217,0.9954247055397456,1,0.019744826750880434
DNAJB13,--,0.325696307310152,0.7833061045047984,0.28553398120947454,-1,0.5710679624189491
DNAJB14,++,0.07360809503150813,0.08654243444021191,0.8577554952685258,1,0.17308486888042382
DNAJB1P1,-+,0.4014275108550534,0.617496828562429,0.4034494351655027,-1,0.8068988703310054
DNAJB2,--,0.0759120925339857,0.970385097317869,0.04520368303664578,-1,0.09040736607329156
DNAJB3,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DNAJB4,-+,0.059412378060262,0.467061076116212,0.11564435932916078,-1,0.23128871865832157
DNAJB5,--,0.018837594410846575,0.9131320980142639,0.023786402267743725,-1,0.04757280453548745
DNAJB5P1,+-,0.49667834972533464,0.4896664341442447,0.529990218027303,1,0.9793328682884894
DNAJB6,--,0.07774963342298317,0.9965878419325406,0.012685178466057167,-1,0.025370356932114334
DNAJB7,--,0.5570089036146963,0.7698453185558256,0.38010739530981064,-1,0.7602147906196213
DNAJB8,+-,0.07604734091920527,0.4553946629716409,0.1409457987549154,-1,0.2818915975098308
DNAJB9,-+,0.02823574814227592,0.04422061074575985,0.8185936048162201,1,0.0884412214915197
DNAJC1,--,0.35177055995587536,0.887334793943982,0.2156556764260927,-1,0.4313113528521854
DNAJC10,++,0.2638946447252616,0.16972161672398997,0.9079817000244601,1,0.33944323344797994
DNAJC11,++,0.0939835369582682,0.03696410067083061,0.9847024219533738,1,0.07392820134166123
DNAJC12,++,0.15341264787313788,0.10608763268086849,0.93345096917283,1,0.21217526536173698
DNAJC13,-+,0.15600983183959966,0.18613796723081816,0.7515711267029411,1,0.3722759344616363
DNAJC14,++,0.685988804404654,0.4329859889991813,0.739139486162262,1,0.8659719779983626
DNAJC15,-+,0.044339749588659313,0.07118805409324448,0.7542017172616189,1,0.14237610818648896
DNAJC16,-+,0.19681628249573885,0.29464935876877196,0.3795233174780349,1,0.5892987175375439
DNAJC17,--,0.37464179979785484,0.7868736106011613,0.30632627674602697,-1,0.6126525534920539
DNAJC18,++,0.08059255164205434,0.07033526436633937,0.9279519920169143,1,0.14067052873267874
DNAJC19,++,0.49700854253848203,0.23956315255216715,0.8837426673236738,1,0.4791263051043343
DNAJC19P1,++,0.13963189983242025,0.13680686474158818,0.8628692936097401,1,0.27361372948317636
DNAJC19P2,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DNAJC19P3,++,0.9007670824456954,0.5301978982315096,0.6602256867256722,1,1.0603957964630193
DNAJC19P4,+-,0.40381260492517235,0.3494017030524523,0.737229868679329,1,0.6988034061049045
DNAJC19P5,+-,0.2615498090123051,0.6961724852814751,0.2847883821413505,-1,0.569576764282701
DNAJC19P6,--,0.24787946265241487,0.8158115234471601,0.22630714571251723,-1,0.45261429142503445
