gene_symbol,nAcc.F_nAcc.M,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
SLC25A33,-+,0.13481679663784776,0.33393703594620333,0.22898593660628772,-1,0.45797187321257543,0.21901557063822505,0.20300022815423227,0.40600045630846454
TMEM201,+-,0.8837079161155657,0.6097355700285335,0.5772304325195362,-1,1.1544608650390724,0.5275195345919124,0.46526351813826144,0.9305270362765229
PIK3CD,-+,0.008393663952842266,0.02236158964428857,0.5286599994672494,1,0.04472317928857714,0.011921058635637692,0.007072377801859351,0.014144755603718702
CLSTN1,+-,0.5645366303685784,0.5164931725025002,0.5495592353742387,1,1.0329863450050003,0.49612137805156287,0.43535048194832604,0.8707009638966521
CTNNBIP1,++,0.30448517767729333,0.22774467268322568,0.8572419623376922,1,0.45548934536645136,0.21731690622861055,0.2015057320481378,0.4030114640962756
LZIC,--,0.6971952448410872,0.7075628976062568,0.4645742581485392,-1,0.9291485162970784,0.4583357098043689,0.40023956194387406,0.8004791238877481
NMNAT1,-+,0.1851334965666006,0.2894255926683153,0.31718232793820705,1,0.5788511853366306,0.28673283139402234,0.2607654137911367,0.5215308275822734
RBP7,-+,0.08091967767916405,0.14967939183073817,0.43114731977321313,1,0.29935878366147634,0.1318731462468629,0.12353847031312383,0.24707694062624766
UBE4B,+-,0.13658672001964284,0.7626781080777585,0.16642759986824696,-1,0.3328551997364939,0.15063024011863343,0.14042892995665068,0.28085785991330137
KIF1B,+-,0.054547530030134794,0.724780059129632,0.08733399223230011,-1,0.17466798446460022,0.06981121314093423,0.06011864020077572,0.12023728040155145
PGD,+-,0.30543226518248806,0.38142817221962916,0.45883737930166174,1,0.7628563444392583,0.38438284280173396,0.3403296640620544,0.6806593281241088
APITD1,++,0.11770526691254421,0.1180333622656945,0.8714027257824456,1,0.236066724531389,0.0987337440109514,0.09074317002224377,0.18148634004448755
APITD1-CORT,-+,0.16719790542385612,0.6285972930298904,0.22488464294645819,-1,0.44976928589291637,0.2143386756402213,0.19860825918320785,0.3972165183664157
CORT,-+,0.09211525815775874,0.39975730518422614,0.16770252486042192,-1,0.33540504972084384,0.1515998403011464,0.141854893908282,0.283709787816564
DFFA,-+,0.12269866414312469,0.17136286158698952,0.6779715017040607,1,0.34272572317397904,0.15560118640200776,0.14561113329150743,0.29122226658301487
PEX14,++,0.28693818502495066,0.1788645253734309,0.9058537570486287,1,0.3577290507468618,0.16392881587953456,0.1525694404836594,0.3051388809673188
CASZ1,+-,0.7131249129963813,0.5325159337480911,0.6241554962456756,1,1.0650318674961823,0.5067305498516997,0.4456738721268465,0.891347744253693
