gene_symbol,sex,nAcc_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
RP11-613M10.9,female,-,0.27463468982014505,0.8626826550899275,0.13731734491007253,-1,0.27463468982014505
RP11-613M5.1,female,+,0.7783111321544403,0.3891555660772201,0.6108444339227799,1,0.7783111321544403
RP11-613M5.2,female,+,0.5858539101740223,0.29292695508701116,0.7070730449129888,1,0.5858539101740223
RP11-614F17.1,female,-,0.48649255539769487,0.7567537223011526,0.24324627769884744,-1,0.48649255539769487
RP11-615I16.1,female,-,0.4962740820630688,0.7518629589684656,0.2481370410315344,-1,0.4962740820630688
RP11-615I2.3,female,-,0.21412074907953205,0.892939625460234,0.10706037453976602,-1,0.21412074907953205
RP11-615J4.4,female,+,0.22526634195546916,0.11263317097773458,0.8873668290222655,1,0.22526634195546916
RP11-616K22.1,female,-,0.29225720715892756,0.8538713964205362,0.14612860357946378,-1,0.29225720715892756
RP11-616K6.1,female,-,0.0796372242024718,0.9601813878987642,0.0398186121012359,-1,0.0796372242024718
RP11-616L12.4,female,+,0.5651121793358956,0.2825560896679478,0.7174439103320522,1,0.5651121793358956
RP11-616M17.1,female,-,0.9639844246942744,0.5180077876528628,0.4819922123471372,-1,0.9639844246942744
RP11-616M22.10,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-616M22.9,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-617J18.1,female,-,0.7788836029844866,0.6105581985077567,0.3894418014922433,-1,0.7788836029844866
RP11-617O8.1,female,-,0.7282343208665663,0.6358828395667169,0.3641171604332831,-1,0.7282343208665663
RP11-618I10.1,female,-,0.6512934299164383,0.6743532850417808,0.3256467149582192,-1,0.6512934299164383
RP11-618I10.2,female,-,0.4762762829051925,0.7618618585474037,0.23813814145259626,-1,0.4762762829051925
RP11-618I10.3,female,-,0.6640006305902642,0.6679996847048679,0.3320003152951321,-1,0.6640006305902642
RP11-618I10.4,female,+,0.8435630255686446,0.4217815127843223,0.5782184872156777,1,0.8435630255686446
RP11-618K16.4,female,+,0.4935711912656011,0.24678559563280056,0.7532144043671994,1,0.4935711912656011
RP11-618M23.1,female,+,0.7937241222894251,0.39686206114471256,0.6031379388552874,1,0.7937241222894251
RP11-618N24.1,female,+,0.6362840523781568,0.3181420261890784,0.6818579738109216,1,0.6362840523781568
RP11-618P13.1,female,+,0.14913540085507604,0.07456770042753802,0.925432299572462,1,0.14913540085507604
RP11-618P17.4,female,-,0.18883062008240104,0.9055846899587995,0.09441531004120052,-1,0.18883062008240104
RP11-619A10.1,female,+,0.30233830489906444,0.15116915244953222,0.8488308475504678,1,0.30233830489906444
RP11-61D1.2,female,-,0.6640006305902642,0.6679996847048679,0.3320003152951321,-1,0.6640006305902642
RP11-61D1.3,female,+,0.7682307614818273,0.38411538074091367,0.6158846192590863,1,0.7682307614818273
RP11-61F5.1,female,-,0.7282343208665663,0.6358828395667169,0.3641171604332831,-1,0.7282343208665663
RP11-61G24.1,female,-,0.2892114391680095,0.8553942804159953,0.14460571958400475,-1,0.2892114391680095
RP11-61K20.1,female,-,0.15181259955328574,0.9240937002233571,0.07590629977664287,-1,0.15181259955328574
RP11-61L23.2,female,+,0.7449651679797326,0.3724825839898663,0.6275174160101338,1,0.7449651679797326
RP11-61N20.3,female,-,0.03946778724198879,0.9802661063790057,0.019733893620994394,-1,0.03946778724198879
RP11-621H8.1,female,-,0.13842939247412953,0.9307853037629352,0.06921469623706476,-1,0.13842939247412953
RP11-621H8.2,female,+,0.4935711912656011,0.24678559563280056,0.7532144043671994,1,0.4935711912656011
RP11-621K7.1,female,-,0.020297155516088464,0.9898514222419558,0.010148577758044232,-1,0.020297155516088464
RP11-622A1.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-622C24.1,female,-,0.23307483041743493,0.8834625847912825,0.11653741520871747,-1,0.23307483041743493
RP11-622J9.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-622O11.5,female,-,0.9760743157815186,0.5119628421092407,0.4880371578907593,-1,0.9760743157815186
RP11-624D20.1,female,+,0.8502609949835038,0.4251304974917519,0.5748695025082481,1,0.8502609949835038
RP11-624J6.2,female,-,0.5990145474940956,0.7004927262529522,0.2995072737470478,-1,0.5990145474940956
RP11-624L12.1,female,+,0.20207019222917688,0.10103509611458844,0.8989649038854115,1,0.20207019222917688
RP11-626A5.2,female,-,0.2222420991977229,0.8888789504011386,0.11112104959886145,-1,0.2222420991977229
RP11-626I20.1,female,+,0.20036709788243878,0.10018354894121939,0.8998164510587806,1,0.20036709788243878
RP11-626I20.2,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-626K17.2,female,+,0.560380318625723,0.2801901593128615,0.7198098406871385,1,0.560380318625723
RP11-626K17.5,female,+,0.40087803647527037,0.20043901823763519,0.7995609817623648,1,0.40087803647527037
RP11-627D16.2,female,-,0.021654886879824958,0.9891725565600875,0.010827443439912479,-1,0.021654886879824958
RP11-627K11.1,female,-,0.03538052982034214,0.982309735089829,0.01769026491017107,-1,0.03538052982034214
RP11-627K11.3,female,-,0.5669909005982824,0.7165045497008589,0.2834954502991412,-1,0.5669909005982824
RP11-627K11.5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-628J14.1,female,+,0.021329687076307047,0.010664843538153524,0.9893351564618466,1,0.021329687076307047
RP11-629B11.4,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-629F19.1,female,-,0.5169765083833187,0.7415117458083407,0.25848825419165933,-1,0.5169765083833187
RP11-629O1.3,female,+,0.36120975062149907,0.18060487531074954,0.8193951246892505,1,0.36120975062149907
RP11-629O1.4,female,-,0.18050591488548676,0.9097470425572567,0.09025295744274338,-1,0.18050591488548676
RP11-629O19.1,female,-,0.7228810089813804,0.6385594955093098,0.3614405044906902,-1,0.7228810089813804
RP11-629O4.1,female,-,0.5654171835768573,0.7172914082115713,0.28270859178842866,-1,0.5654171835768573
RP11-629P16.1,female,-,0.23693832287829678,0.8815308385608517,0.11846916143914839,-1,0.23693832287829678
RP11-62C3.10,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-62C3.8,female,+,0.9968650108364534,0.4984325054182267,0.5015674945817733,1,0.9968650108364534
RP11-62E14.2,female,-,0.4686396478264411,0.7656801760867795,0.23431982391322054,-1,0.4686396478264411
RP11-62G11.1,female,+,0.5989158397468082,0.2994579198734041,0.7005420801265959,1,0.5989158397468082
RP11-62H7.2,female,-,0.7363906106496139,0.6318046946751931,0.36819530532480693,-1,0.7363906106496139
RP11-62H7.3,female,-,0.05741735298853284,0.9712913235057337,0.02870867649426642,-1,0.05741735298853284
RP11-62J1.3,female,+,0.7543790350195236,0.3771895175097618,0.6228104824902382,1,0.7543790350195236
RP11-62L10.1,female,+,0.22526634195546916,0.11263317097773458,0.8873668290222655,1,0.22526634195546916
RP11-630D6.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-630H24.3,female,+,0.3202413377422095,0.16012066887110474,0.8398793311288952,1,0.3202413377422095
RP11-630H24.4,female,-,0.7282343208665663,0.6358828395667169,0.3641171604332831,-1,0.7282343208665663
RP11-630I5.1,female,-,0.8566529328224474,0.5716735335887764,0.4283264664112237,-1,0.8566529328224474
RP11-631M21.7,female,-,0.08881608052950288,0.9555919597352486,0.04440804026475144,-1,0.08881608052950288
RP11-631M6.2,female,-,0.7699858378042661,0.615007081097867,0.38499291890213305,-1,0.7699858378042661
RP11-631M6.3,female,-,0.5860311928291302,0.7069844035854349,0.2930155964145651,-1,0.5860311928291302
RP11-632C17__A.1,female,-,0.332454347526784,0.833772826236608,0.166227173763392,-1,0.332454347526784
RP11-632K20.2,female,-,0.4467222061839944,0.7766388969080028,0.2233611030919972,-1,0.4467222061839944
RP11-632K20.6,female,-,6.823780874719534e-4,0.999658810956264,3.411890437359767e-4,-1,6.823780874719534e-4
RP11-632K20.7,female,-,0.9147594533212213,0.5426202733393893,0.45737972666061066,-1,0.9147594533212213
RP11-632K20.8,female,+,0.27162245465368795,0.13581122732684398,0.8641887726731561,1,0.27162245465368795
RP11-632K21.3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-632K21.6,female,+,0.4917215767469777,0.24586078837348885,0.7541392116265111,1,0.4917215767469777
RP11-632K21.7,female,+,0.6085712250368913,0.30428561251844566,0.6957143874815543,1,0.6085712250368913
RP11-633G11.1,female,+,0.4917215767469777,0.24586078837348885,0.7541392116265111,1,0.4917215767469777
RP11-635N19.2,female,-,0.2793225019001683,0.8603387490499159,0.13966125095008414,-1,0.2793225019001683
RP11-635O16.1,female,+,0.29200757122654697,0.14600378561327348,0.8539962143867266,1,0.29200757122654697
RP11-636N17.1,female,-,0.2222420991977229,0.8888789504011386,0.11112104959886145,-1,0.2222420991977229
RP11-637O19.3,female,-,0.44088978906975773,0.7795551054651211,0.22044489453487887,-1,0.44088978906975773
RP11-638D14.1,female,+,0.08755175843333819,0.043775879216669096,0.956224120783331,1,0.08755175843333819
RP11-638I2.10,female,-,0.05433134339593978,0.9728343283020301,0.02716567169796989,-1,0.05433134339593978
RP11-638I8.1,female,-,0.9446530172937677,0.5276734913531161,0.47232650864688386,-1,0.9446530172937677
RP11-638L3.2,female,-,0.31276906173333113,0.8436154691333344,0.15638453086666557,-1,0.31276906173333113
RP11-638L3.4,female,+,0.7738017937047321,0.38690089685236606,0.6130991031476339,1,0.7738017937047321
RP11-638O6.1,female,+,0.22526634195546916,0.11263317097773458,0.8873668290222655,1,0.22526634195546916
RP11-639E23.1,female,+,0.6663922923132826,0.3331961461566413,0.6668038538433587,1,0.6663922923132826
RP11-639F1.1,female,+,0.780518846401678,0.390259423200839,0.609740576799161,1,0.780518846401678
RP11-639F1.2,female,+,0.03073628474544505,0.015368142372722524,0.9846318576272775,1,0.03073628474544505
RP11-639F1.3,female,-,0.9760743157815186,0.5119628421092407,0.4880371578907593,-1,0.9760743157815186
RP11-63A23.2,female,-,0.6618353311609162,0.6690823344195419,0.3309176655804581,-1,0.6618353311609162
RP11-63E16.1,female,+,0.3192836105859849,0.15964180529299246,0.8403581947070076,1,0.3192836105859849
RP11-63E5.1,female,+,0.12346638606950748,0.06173319303475374,0.9382668069652463,1,0.12346638606950748
RP11-63K6.1,female,-,0.8299431966164927,0.5850284016917536,0.41497159830824637,-1,0.8299431966164927
RP11-63K6.4,female,+,0.4770676747661874,0.2385338373830937,0.7614661626169064,1,0.4770676747661874
RP11-63K6.5,female,+,0.5775294725336835,0.28876473626684174,0.7112352637331583,1,0.5775294725336835
RP11-63N3.2,female,-,0.6643844724748066,0.6678077637625968,0.3321922362374033,-1,0.6643844724748066
RP11-63P12.2,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-640A1.4,female,+,0.7883810710483824,0.3941905355241912,0.6058094644758087,1,0.7883810710483824
RP11-640B6.1,female,-,0.10815614085950667,0.9459219295702467,0.054078070429753336,-1,0.10815614085950667
RP11-640I15.2,female,+,0.6543234168075349,0.32716170840376746,0.6728382915962325,1,0.6543234168075349
RP11-640M9.4,female,+,0.6918983217613612,0.3459491608806806,0.6540508391193194,1,0.6918983217613612
RP11-640N20.1,female,-,0.8219859177482921,0.5890070411258539,0.41099295887414605,-1,0.8219859177482921
RP11-640N20.5,female,+,0.18401397019027418,0.09200698509513709,0.9079930149048628,1,0.18401397019027418
RP11-640N20.6,female,-,0.16857625580578528,0.9157118720971074,0.08428812790289264,-1,0.16857625580578528
RP11-640N20.8,female,+,0.2263029965790569,0.11315149828952845,0.8868485017104716,1,0.2263029965790569
RP11-640N20.9,female,+,0.036807924013922605,0.018403962006961302,0.9815960379930386,1,0.036807924013922605
RP11-641A6.5,female,-,0.8634157774251896,0.5682921112874052,0.4317078887125948,-1,0.8634157774251896
RP11-641A6.8,female,+,0.3271372840080575,0.16356864200402876,0.8364313579959712,1,0.3271372840080575
RP11-641C17.1,female,+,0.6065780864205328,0.3032890432102664,0.6967109567897336,1,0.6065780864205328
RP11-641C17.2,female,-,0.16322232315055932,0.9183888384247204,0.08161116157527966,-1,0.16322232315055932
RP11-641C17.3,female,+,0.30514456836962606,0.15257228418481303,0.8474277158151869,1,0.30514456836962606
RP11-641C17.4,female,+,0.09808674550140238,0.04904337275070119,0.9509566272492987,1,0.09808674550140238
RP11-641D5.1,female,-,0.0945740087507442,0.952712995624628,0.0472870043753721,-1,0.0945740087507442
RP11-642D6.1,female,-,0.09823737045014251,0.9508813147749288,0.049118685225071256,-1,0.09823737045014251
RP11-642E20.2,female,-,0.5938994388305415,0.7030502805847292,0.29694971941527076,-1,0.5938994388305415
RP11-642E20.3,female,-,0.6654816522961546,0.6672591738519227,0.3327408261480773,-1,0.6654816522961546
RP11-642E20.5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-643A5.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-643G16.3,female,-,0.5481210708833548,0.7259394645583226,0.2740605354416774,-1,0.5481210708833548
RP11-643G16.4,female,-,0.18164160791945416,0.9091791960402729,0.09082080395972708,-1,0.18164160791945416
RP11-643N23.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-643N23.2,female,+,0.3202413377422095,0.16012066887110474,0.8398793311288952,1,0.3202413377422095
RP11-644F5.10,female,+,0.968899605347587,0.4844498026737935,0.5155501973262064,1,0.968899605347587
RP11-644F5.12,female,-,0.8817869369439344,0.5591065315280328,0.4408934684719672,-1,0.8817869369439344
RP11-644F5.15,female,-,0.04081196995273477,0.9795940150236326,0.020405984976367385,-1,0.04081196995273477
RP11-644F5.17,female,-,0.6640006305902642,0.6679996847048679,0.3320003152951321,-1,0.6640006305902642
RP11-645C24.4,female,+,0.4096156593374264,0.2048078296687132,0.7951921703312868,1,0.4096156593374264
RP11-645C24.6,female,-,0.05531848950416399,0.9723407552479181,0.027659244752081993,-1,0.05531848950416399
RP11-646D13.1,female,-,0.6952119692439194,0.6523940153780403,0.3476059846219597,-1,0.6952119692439194
RP11-646E18.3,female,-,0.6123491649764027,0.6938254175117986,0.30617458248820134,-1,0.6123491649764027
RP11-646I19.1,female,+,0.5654466496933064,0.2827233248466532,0.7172766751533468,1,0.5654466496933064
RP11-646I6.3,female,-,0.14461243156813164,0.9276937842159342,0.07230621578406582,-1,0.14461243156813164
RP11-646J21.7,female,+,0.39651810007486993,0.19825905003743496,0.8017409499625651,1,0.39651810007486993
RP11-647O20.1,female,+,0.4790183114910209,0.23950915574551046,0.7604908442544895,1,0.4790183114910209
RP11-647P12.2,female,+,0.612853475117515,0.3064267375587575,0.6935732624412425,1,0.612853475117515
RP11-648L3.1,female,+,0.12077794693001111,0.060388973465005553,0.9396110265349945,1,0.12077794693001111
RP11-648M2.1,female,+,0.08037004951161304,0.04018502475580652,0.9598149752441935,1,0.08037004951161304
RP11-648O15.1,female,+,0.8961198191160067,0.44805990955800334,0.5519400904419967,1,0.8961198191160067
RP11-649E7.8,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-64B16.2,female,+,0.9013933480905176,0.4506966740452588,0.5493033259547412,1,0.9013933480905176
RP11-64C12.3,female,+,0.9655057928961058,0.4827528964480529,0.517247103551947,1,0.9655057928961058
RP11-64C12.7,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-64C12.9,female,+,0.17502434336613107,0.08751217168306553,0.9124878283169345,1,0.17502434336613107
RP11-64D22.1,female,-,0.26674054769871397,0.866629726150643,0.13337027384935699,-1,0.26674054769871397
RP11-64D22.5,female,+,0.47876949159574544,0.23938474579787272,0.7606152542021273,1,0.47876949159574544
RP11-64K10.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-64K12.1,female,-,0.03644360679469845,0.9817781966026508,0.018221803397349225,-1,0.03644360679469845
RP11-64K7.1,female,-,0.5304988340299541,0.7347505829850229,0.26524941701497706,-1,0.5304988340299541
RP11-651H2.1,female,+,0.3202413377422095,0.16012066887110474,0.8398793311288952,1,0.3202413377422095
RP11-651J20.1,female,+,0.23337143564550344,0.11668571782275172,0.8833142821772483,1,0.23337143564550344
RP11-651K21.1,female,-,0.7002452180142942,0.6498773909928529,0.3501226090071471,-1,0.7002452180142942
RP11-651P23.2,female,+,0.8484995873359759,0.42424979366798793,0.5757502063320121,1,0.8484995873359759
RP11-651P23.4,female,-,0.8263766271057353,0.5868116864471323,0.41318831355286767,-1,0.8263766271057353
RP11-652G5.1,female,-,0.15327603462236974,0.9233619826888152,0.07663801731118487,-1,0.15327603462236974
RP11-652G5.2,female,+,0.9847310187126141,0.4923655093563071,0.5076344906436929,1,0.9847310187126141
RP11-654C22.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-654E17.2,female,-,0.3985809570042337,0.8007095214978832,0.19929047850211684,-1,0.3985809570042337
RP11-654F3.1,female,-,0.6911505579915829,0.6544247210042086,0.34557527899579144,-1,0.6911505579915829
RP11-655B23.1,female,-,0.42662182105669333,0.7866890894716534,0.21331091052834666,-1,0.42662182105669333
RP11-655G22.2,female,-,0.8308401921173089,0.5845799039413455,0.41542009605865443,-1,0.8308401921173089
RP11-655M14.14,female,+,0.428940558176328,0.214470279088164,0.785529720911836,1,0.428940558176328
RP11-655M14.4,female,-,0.2038964275402895,0.8980517862298553,0.10194821377014475,-1,0.2038964275402895
RP11-656A10.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-656G20.1,female,+,0.211418141473262,0.105709070736631,0.894290929263369,1,0.211418141473262
RP11-657G5.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-659G9.1,female,+,0.8435630255686446,0.4217815127843223,0.5782184872156777,1,0.8435630255686446
RP11-659P15.2,female,+,0.7266017935110538,0.3633008967555269,0.6366991032444731,1,0.7266017935110538
RP11-65B23.3,female,-,0.5533775714565199,0.72331121427174,0.27668878572825994,-1,0.5533775714565199
RP11-65B23.5,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-65B7.2,female,+,0.8808574831552465,0.44042874157762324,0.5595712584223768,1,0.8808574831552465
RP11-65E10.1,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-65E22.2,female,-,0.19195045501845956,0.9040247724907703,0.09597522750922978,-1,0.19195045501845956
RP11-65J3.6,female,+,0.5728605598463365,0.2864302799231683,0.7135697200768317,1,0.5728605598463365
RP11-65N13.6,female,+,0.9514552727716754,0.4757276363858377,0.5242723636141623,1,0.9514552727716754
RP11-662B19.1,female,-,0.09035801726064274,0.9548209913696786,0.04517900863032137,-1,0.09035801726064274
RP11-662I13.1,female,+,0.36707265889748686,0.18353632944874343,0.8164636705512566,1,0.36707265889748686
RP11-665C14.1,female,-,0.7145995397558866,0.6427002301220567,0.3572997698779433,-1,0.7145995397558866
RP11-665C16.1,female,-,0.6366311633791962,0.6816844183104018,0.3183155816895981,-1,0.6366311633791962
RP11-665C16.8,female,-,0.21537495842179197,0.892312520789104,0.10768747921089598,-1,0.21537495842179197
RP11-665C16.9,female,-,0.11765469915895,0.941172650420525,0.058827349579475,-1,0.11765469915895
RP11-665E10.1,female,-,0.7282343208665663,0.6358828395667169,0.3641171604332831,-1,0.7282343208665663
RP11-665E10.3,female,-,0.38687936230687886,0.8065603188465605,0.19343968115343943,-1,0.38687936230687886
RP11-665E10.5,female,+,0.5722226955370632,0.2861113477685316,0.7138886522314685,1,0.5722226955370632
RP11-666A1.4,female,-,0.5833646262521324,0.7083176868739338,0.2916823131260662,-1,0.5833646262521324
RP11-666A1.7,female,-,0.6618353311609162,0.6690823344195419,0.3309176655804581,-1,0.6618353311609162
RP11-666A20.3,female,+,0.5213024321346613,0.26065121606733066,0.7393487839326693,1,0.5213024321346613
RP11-666A8.11,female,-,0.9661703543737825,0.5169148228131087,0.48308517718689126,-1,0.9661703543737825
RP11-666F17.2,female,+,0.9968650108364534,0.4984325054182267,0.5015674945817733,1,0.9968650108364534
RP11-666O2.1,female,-,0.29644776022194447,0.8517761198890278,0.14822388011097223,-1,0.29644776022194447
RP11-666O2.4,female,+,0.9744695202692535,0.48723476013462674,0.5127652398653733,1,0.9744695202692535
RP11-666O2.5,female,-,0.7059936312853892,0.6470031843573054,0.3529968156426946,-1,0.7059936312853892
RP11-667F9.1,female,+,0.2620177447416897,0.13100887237084485,0.8689911276291551,1,0.2620177447416897
RP11-667K14.8,female,+,0.6860120652721817,0.34300603263609086,0.6569939673639091,1,0.6860120652721817
RP11-667M19.1,female,+,0.5507998007240642,0.2753999003620321,0.7246000996379679,1,0.5507998007240642
RP11-667M19.4,female,-,0.34038630723370944,0.8298068463831453,0.17019315361685472,-1,0.34038630723370944
RP11-667M19.5,female,-,0.33479499738272994,0.832602501308635,0.16739749869136497,-1,0.33479499738272994
RP11-667M19.9,female,-,0.09837951332014182,0.950810243339929,0.04918975666007091,-1,0.09837951332014182
RP11-668G10.2,female,-,0.05473499964196661,0.9726325001790167,0.027367499820983306,-1,0.05473499964196661
RP11-669B18.1,female,+,0.24187054750903383,0.12093527375451692,0.8790647262454832,1,0.24187054750903383
RP11-669M2.2,female,+,0.3378879144849738,0.1689439572424869,0.8310560427575131,1,0.3378879144849738
RP11-66B24.3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-66C24.1,female,-,0.5654171835768573,0.7172914082115713,0.28270859178842866,-1,0.5654171835768573
RP11-66N11.6,female,-,0.7242955438152081,0.637852228092396,0.36214777190760405,-1,0.7242955438152081
RP11-66N5.2,female,+,0.2613988815263223,0.13069944076316115,0.8693005592368388,1,0.2613988815263223
RP11-670E13.3,female,-,0.7955709993456848,0.6022145003271576,0.3977854996728424,-1,0.7955709993456848
RP11-670N15.2,female,+,0.1799752009842142,0.0899876004921071,0.9100123995078929,1,0.1799752009842142
RP11-671E7.1,female,-,0.6462998787182912,0.6768500606408544,0.3231499393591456,-1,0.6462998787182912
RP11-671M22.4,female,-,0.1805159444529142,0.9097420277735428,0.0902579722264571,-1,0.1805159444529142
RP11-672A2.7,female,-,0.9607467496763538,0.5196266251618231,0.4803733748381769,-1,0.9607467496763538
RP11-672F9.1,female,-,0.13438644036861885,0.9328067798156906,0.06719322018430943,-1,0.13438644036861885
RP11-672L10.5,female,+,0.4312002087063064,0.2156001043531532,0.7843998956468468,1,0.4312002087063064
RP11-673C5.1,female,-,0.532136934502184,0.733931532748908,0.266068467251092,-1,0.532136934502184
RP11-673D15.7,female,-,0.15181259955328574,0.9240937002233571,0.07590629977664287,-1,0.15181259955328574
RP11-673D15.8,female,-,0.44768495604025643,0.7761575219798718,0.22384247802012822,-1,0.44768495604025643
RP11-673D15.9,female,-,0.0791012144015224,0.9604493927992388,0.0395506072007612,-1,0.0791012144015224
RP11-673E1.3,female,+,0.44460722637368355,0.22230361318684178,0.7776963868131582,1,0.44460722637368355
RP11-674E16.1,female,+,0.49682733385273437,0.24841366692636718,0.7515863330736328,1,0.49682733385273437
RP11-674I16.1,female,-,0.5784272029121774,0.7107863985439113,0.2892136014560887,-1,0.5784272029121774
RP11-674I16.2,female,-,0.6434852557366308,0.6782573721316846,0.3217426278683154,-1,0.6434852557366308
RP11-676B18.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-676F20.2,female,+,0.33429690618652386,0.16714845309326193,0.8328515469067381,1,0.33429690618652386
RP11-676M6.1,female,-,0.025739521220834415,0.9871302393895828,0.012869760610417207,-1,0.025739521220834415
RP11-677M14.5,female,-,0.4489763352048996,0.7755118323975502,0.2244881676024498,-1,0.4489763352048996
RP11-677M14.6,female,+,0.15419796008542394,0.07709898004271197,0.922901019957288,1,0.15419796008542394
RP11-677N16.1,female,+,0.496439280726905,0.2482196403634525,0.7517803596365475,1,0.496439280726905
RP11-677O4.4,female,+,0.24844145518437968,0.12422072759218984,0.8757792724078102,1,0.24844145518437968
RP11-677O4.5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-678B3.1,female,+,0.07051176489255778,0.03525588244627889,0.9647441175537211,1,0.07051176489255778
RP11-678D18.1,female,-,0.1402141386375274,0.9298929306812362,0.0701070693187637,-1,0.1402141386375274
RP11-678G14.5,female,-,0.18650155718232436,0.9067492214088378,0.09325077859116218,-1,0.18650155718232436
RP11-678G14.6,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-678L1.1,female,-,0.4627001037552999,0.7686499481223501,0.23135005187764995,-1,0.4627001037552999
RP11-679I18.4,female,-,0.9997669321734146,0.5001165339132927,0.4998834660867073,-1,0.9997669321734146
RP11-67H24.1,female,+,0.6214626735188619,0.31073133675943093,0.6892686632405691,1,0.6214626735188619
RP11-67P15.1,female,+,0.6053902676165468,0.3026951338082734,0.6973048661917266,1,0.6053902676165468
RP11-680E19.1,female,-,0.8068761301611043,0.5965619349194479,0.40343806508055213,-1,0.8068761301611043
RP11-680E19.2,female,+,0.5867604247458073,0.2933802123729036,0.7066197876270963,1,0.5867604247458073
RP11-680G24.1,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-680G24.4,female,-,0.8461655328881094,0.5769172335559454,0.4230827664440547,-1,0.8461655328881094
RP11-680G24.7,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-680H20.1,female,+,0.25294422204564393,0.12647211102282196,0.873527888977178,1,0.25294422204564393
RP11-680L20.1,female,+,0.6923697266338255,0.3461848633169127,0.6538151366830873,1,0.6923697266338255
RP11-681H10.1,female,-,0.38687936230687886,0.8065603188465605,0.19343968115343943,-1,0.38687936230687886
RP11-681L4.1,female,+,0.7217586756622252,0.3608793378311126,0.6391206621688874,1,0.7217586756622252
RP11-681L4.2,female,+,0.09466304582094714,0.04733152291047357,0.9526684770895264,1,0.09466304582094714
RP11-681N23.1,female,-,0.7282343208665663,0.6358828395667169,0.3641171604332831,-1,0.7282343208665663
RP11-683L23.6,female,+,0.18401397019027418,0.09200698509513709,0.9079930149048628,1,0.18401397019027418
RP11-684B2.3,female,-,0.9472718823461891,0.5263640588269054,0.47363594117309454,-1,0.9472718823461891
RP11-684B2.5,female,-,0.30418953146472094,0.8479052342676395,0.15209476573236047,-1,0.30418953146472094
RP11-684B20.1,female,+,0.560380318625723,0.2801901593128615,0.7198098406871385,1,0.560380318625723
RP11-685B14.1,female,+,0.908209037659591,0.4541045188297955,0.5458954811702045,1,0.908209037659591
RP11-685B14.3,female,+,0.087821087740183,0.0439105438700915,0.9560894561299085,1,0.087821087740183
RP11-686D22.10,female,+,0.8773779282137655,0.43868896410688274,0.5613110358931173,1,0.8773779282137655
RP11-686D22.2,female,+,0.7487538718012183,0.37437693590060916,0.6256230640993908,1,0.7487538718012183
RP11-686D22.3,female,-,0.6315199481959626,0.6842400259020187,0.3157599740979813,-1,0.6315199481959626
RP11-686D22.6,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-686D22.7,female,-,0.8200648976948939,0.5899675511525531,0.41003244884744694,-1,0.8200648976948939
RP11-686G8.1,female,-,0.11033860698530826,0.9448306965073459,0.05516930349265413,-1,0.11033860698530826
RP11-686N4.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
