gene_symbol,AnCg_nAcc_DLPFC_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
CCDC93,+-+,0.25036055970824755,0.6329819296817824,0.42707851852055584,-1,0.8541570370411117,0.3977642160497348,0.38535249828884327,0.7707049965776865
CCDC94,++-,0.10955959239499607,0.15431736185718017,0.7289888029766838,1,0.30863472371436035,0.1314738763404061,0.12616209433639422,0.25232418867278844
CCDC96,++-,0.14864694786532442,0.5722112551885414,0.34467619874036176,-1,0.6893523974807235,0.326127873153482,0.3130846452201688,0.6261692904403376
CCDC97,+--,0.6965332280949439,0.698649406012521,0.5685352726704738,-1,1.1370705453409475,0.4874237152797582,0.473077800593201,0.946155601186402
CCER1,++-,0.3983117173433163,0.3477958784562051,0.8051235956799978,1,0.6955917569124102,0.3293976728268309,0.31557634175554666,0.6311526835110933
CCER2,-+-,0.049741827949973956,0.4132753087522502,0.1510914280433088,-1,0.3021828560866176,0.12770204756744424,0.12274697695642255,0.2454939539128451
CCHCR1,-+-,0.10595990999798025,0.84850628300549,0.14785470242681364,-1,0.2957094048536273,0.12462214110534421,0.11915354779831167,0.23830709559662333
CCIN,---,0.2925466084703574,0.9150133228924706,0.22280190971299355,-1,0.4456038194259871,0.20487081503450635,0.19581336983801048,0.39162673967602096
CCK,++-,0.5735490054056381,0.6070894698126725,0.6116383566786069,1,1.214178939625345,0.5012548482774355,0.4851993383904637,0.9703986767809274
CCKAR,--+,0.0970818615454478,0.8190050988521761,0.15571799807644737,-1,0.31143599615289475,0.1334055780528147,0.12748117727583846,0.25496235455167693
CCKBR,+--,0.24348521079860336,0.3793675801407611,0.6993950406610822,1,0.7587351602815222,0.35592060232717315,0.345234700279473,0.690469400558946
CCL1,+-+,0.11026508699727594,0.1728846067405513,0.7849380056453232,1,0.3457692134811026,0.1502966005019393,0.14372896823133519,0.28745793646267037
CCL11,-++,0.31766755661054585,0.29250302427084224,0.8163744608023564,1,0.5850060485416845,0.2749828884325804,0.2627616494610164,0.5255232989220328
CCL13,+++,0.018499940475703778,0.009231715886621477,0.9700479576156649,1,0.018463431773242955,0.007243896874287018,0.0038784007300519023,0.007756801460103805
CCL14,++-,0.6949827634802366,0.4741107531551724,0.792841553600785,1,0.9482215063103449,0.43588866073465665,0.42171904408829064,0.8434380881765813
CCL15,+++,0.03099999117328581,0.007108175971686295,0.9985055013693136,1,0.01421635194337259,0.005989048596851471,0.00307990646210004,0.00615981292420008
CCL16,-+-,0.2647003736297775,0.6782402622486927,0.34030768518836163,-1,0.6806153703767233,0.3221354018137227,0.3091489847136664,0.6182979694273328
CCL17,-+-,0.033160242752210405,0.7098609784417851,0.09734872567562244,-1,0.1946974513512449,0.07671248502823248,0.0715833903718914,0.1431667807437828
CCL18,-++,0.46949436553467716,0.4878435229014999,0.735951927914046,1,0.9756870458029998,0.4446155601186402,0.4309587634745908,0.8619175269491816
CCL19,-++,0.1584313913240732,0.16508237110727897,0.8015765908390884,1,0.33016474221455794,0.14225416381473877,0.1360862373809388,0.2721724747618776
CCL2,---,0.06270034098248008,0.9212653742548518,0.08719833542219918,-1,0.17439667084439836,0.06827125990988422,0.06194387405886379,0.12388774811772758
CCL20,-+-,0.49323121807483883,0.7671414237037831,0.46386660648630856,-1,0.9277332129726171,0.42804996292705183,0.4149555099247091,0.8299110198494182
CCL21,+--,0.07715922235589745,0.9081445048856421,0.10340773204133591,-1,0.20681546408267182,0.08258712142816403,0.07711613050422085,0.1542322610084417
CCL22,-++,0.11207595192776762,0.20268113686498251,0.8095785590059643,1,0.40536227372996503,0.18349304129591604,0.17675240974163006,0.3535048194832601
CCL23,++-,0.2144972557989207,0.347700912593835,0.5525692854502229,1,0.69540182518767,0.3293406342687657,0.3154622711458393,0.6309245422916786
CCL24,++-,0.0744424531692141,0.09917343983141415,0.9114056145831697,1,0.1983468796628283,0.07859913301391741,0.0731192608224491,0.1462385216448982
CCL25,-+-,0.003715782764097447,0.81918232661087,0.011659938269557503,-1,0.023319876539115006,0.009296754691153824,0.005247547342003194,0.010495094684006388
CCL26,-+-,0.34197059400779484,0.46835806626150145,0.6499184061270099,1,0.9367161325230029,0.4307551905087839,0.41749843152911653,0.8349968630582331
CCL27,++-,0.39383568238527944,0.45804780658266303,0.6034297838193109,1,0.9160956131653261,0.4235683321925622,0.4108823361660868,0.8217646723321737
CCL28,+++,0.09183290389669083,0.0927202518975503,0.9536828689974146,1,0.1854405037951006,0.07221081451060918,0.06752980094678607,0.13505960189357213
CCL3,-+-,0.010948126860823604,0.9328647035697315,0.01393076503933035,-1,0.0278615300786607,0.010893743227057549,0.006274241387177732,0.012548482774355465
CCL4,---,0.08826992456987041,0.9621875101340707,0.06756588436750591,-1,0.13513176873501181,0.05059031540523584,0.04306411133926534,0.08612822267853068
CCL5,-+-,0.04859085396046981,0.18367285175257045,0.4573121690924869,1,0.3673457035051409,0.16244581336983802,0.15587748816517424,0.3117549763303485
CCL7,+--,0.6167148153828647,0.6792802625553893,0.547019999632385,-1,1.09403999926477,0.47789881936918954,0.4633242071640429,0.9266484143280858
CCL8,+++,0.4441269885648834,0.26118029831823847,0.9208454535539778,1,0.5223605966364769,0.2450946840063883,0.23150630240118633,0.46301260480237266
CCM2,++-,0.07007890905609777,0.12014390132049452,0.7380309586978604,1,0.24028780264098903,0.09804928131416837,0.09302458221639194,0.18604916443278388
CCM2L,+++,0.0015444009438538085,0.0034511892876037975,0.9601677955229495,1,0.006902378575207595,0.0032511978097193705,0.0013688473164889066,0.002737694632977813
CCNA1,+--,0.23477848409202598,0.5750438512040421,0.3131952158962333,-1,0.6263904317924666,0.2962984087149946,0.2835386721423682,0.5670773442847364
CCNA2,---,0.24225449933506324,0.9246096356293132,0.19260312509708932,-1,0.38520625019417865,0.17236069126789483,0.1661533196440794,0.3323066392881588
CCNB1,+--,0.07633788174117717,0.45598617042382034,0.1567697351361723,-1,0.3135394702723446,0.13500256658871843,0.1286219484371435,0.257243896874287
CCNB1IP1,++-,0.5126073986334954,0.4329255415745871,0.7717604568388053,1,0.8658510831491742,0.40263518138261467,0.39012148519933837,0.7802429703986767
CCNB2,---,0.40124151844872125,0.8987261062457782,0.2622695683930506,-1,0.5245391367861012,0.2462784463582958,0.23266027834816336,0.4653205566963267
CCNC,--+,0.36208969483970355,0.5943736710195492,0.4444168202084393,-1,0.8888336404168786,0.4118519363485998,0.39921286789869953,0.7984257357973991
CCND1,-+-,0.24624389970171012,0.4754682359163526,0.512979094875874,1,0.9509364718327052,0.43680127766370064,0.4226316089659499,0.8452632179318998
CCND2,+-+,0.6072159261646408,0.5914899154444262,0.6321128838644329,1,1.1829798308888524,0.4962924937257586,0.4811498317458507,0.9622996634917014
CCND3,+--,0.19399329800985746,0.3783897596675277,0.5683163478398018,1,0.7567795193350554,0.3554072553045859,0.3443221354018137,0.6886442708036274
CCNDBP1,++-,0.020249994770455606,0.06389320589028884,0.8121019416198209,1,0.12778641178057767,0.04682865617157198,0.04003878400730052,0.08007756801460104
CCNE1,+-+,0.03491877843842474,0.06490243027891629,0.823553034789706,1,0.12980486055783258,0.048254620123203286,0.04095134888495979,0.08190269776991958
CCNE2,---,0.13529234232854798,0.9798899518844354,0.05241598014136765,-1,0.1048319602827353,0.03775737181315234,0.031200091261692903,0.062400182523385805
CCNF,+-+,0.24133160473651158,0.2681161026806688,0.8066839089790502,1,0.5362322053613376,0.2517681953000228,0.2388638567273142,0.4777277134546284
CCNG1,+--,0.2840690391186547,0.7558730374328708,0.31264387957705336,-1,0.6252877591541067,0.2954999144470427,0.2829112480036505,0.565822496007301
CCNG2,+-+,0.06718819054207988,0.23458130476519887,0.2804057247480938,1,0.46916260953039773,0.2176020990189368,0.20760850966748418,0.41521701933496835
CCNH,---,0.008509108480223853,0.9918885905345767,0.006654989016419608,-1,0.013309978032839216,0.005703530485370444,0.0029089664613278577,0.005817932922655715
CCNI,+++,0.05476722094077534,0.00837484182900078,0.9961532984672664,1,0.01674968365800156,0.006559434177503993,0.003479153596075971,0.006958307192151942
CCNI2,++-,0.3500822544413167,0.3663035662342159,0.6795584546103868,1,0.7326071324684318,0.3456536618754278,0.33285803912621914,0.6657160782524383
CCNJ,--+,0.06683221677731949,0.40093356633887245,0.15095108959568102,-1,0.30190217919136203,0.12758797695773683,0.12257586128222679,0.24515172256445358
CCNJL,++-,0.20227675081840654,0.19663409923252262,0.8170776912136973,1,0.39326819846504524,0.17670545288615103,0.1707637027319911,0.3415274054639822
CCNK,+--,0.3185391179217901,0.7795477916106341,0.3368540435073667,-1,0.6737080870147334,0.31934067187589116,0.30544147843942504,0.6108829568788501
CCNL1,--+,0.033833193852086905,0.9465681578694525,0.0226449390215271,-1,0.0452898780430542,0.01568470883476872,0.010723248916267396,0.021446497832534793
CCNL2,-++,0.272426530183716,0.3104030427894715,0.7804859665456747,1,0.620806085578943,0.29306411133926535,0.2810699823190555,0.562139964638111
CCNO,+++,0.002225110852362659,0.0023518409376772904,0.9867191390319379,1,0.004703681875354581,0.0022815423226100846,7.984942679518622e-4,0.0015969885359037243
CCNT1,--+,0.07479141780418005,0.689955168547628,0.17324314967172164,-1,0.34648629934344327,0.15068727542348714,0.1441364362308921,0.2882728724617842
CCNT2,+-+,0.02846249671217655,0.4531625057550582,0.13059819569874173,-1,0.26119639139748346,0.1079107967832088,0.10227013461099703,0.20454026922199406
CCNY,+-+,0.2587220608053654,0.349892502708722,0.5437597192306399,1,0.699785005417444,0.3315080994752453,0.3171733302914504,0.6343466605829008
CCNYL1,-+-,0.3636652100421697,0.8398521622534593,0.2886659658540258,-1,0.5773319317080516,0.27171619232304794,0.2590691307323751,0.5181382614647502
CCP110,---,0.4753764087999266,0.8597909613675023,0.3581909320026427,-1,0.7163818640052854,0.33839046369702847,0.32449235683321925,0.6489847136664385
CCPG1,-+-,0.29453737541068953,0.7114586188571055,0.3704424544901132,-1,0.7408849089802264,0.3494553128386471,0.33641341546885695,0.6728268309377139
CCR1,-+-,0.21809117414769377,0.3195989065776069,0.7820473575781359,1,0.6391978131552138,0.3027606662103582,0.28962527804711113,0.5792505560942223
CCR10,-+-,0.03466344181725762,0.14070812485287942,0.564941783536224,1,0.28141624970575885,0.11749942961441935,0.11247362117150517,0.22494724234301033
CCR2,+++,0.33387060146190517,0.22267169451456062,0.9278259004618575,1,0.44534338902912124,0.2047113848961898,0.19563109564820624,0.3912621912964125
CCR3,---,0.15359534676725564,0.9899303694308323,0.05012094943666859,-1,0.10024189887333718,0.03604631266754121,0.029603011635865845,0.05920602327173169
CCR4,-+-,0.19162522956485384,0.6738352762234074,0.2811393240697923,-1,0.5622786481395846,0.2643586379969201,0.25079853981291356,0.5015970796258271
CCR5,-+-,0.20676627001697034,0.8020492945550618,0.26382685025329894,-1,0.5276537005065979,0.2477043289796384,0.2341432808578599,0.4682865617157198
CCR6,-++,0.4065100240661741,0.47622336769937273,0.6076477035479234,1,0.9524467353987455,0.43765685603467946,0.42308789140477954,0.8461757828095591
CCR7,--+,0.005510011344758116,0.8488766603939084,0.019363985130252906,-1,0.03872797026050581,0.013802543774596476,0.00889801505817933,0.01779603011635866
CCR8,++-,0.19707647036329526,0.30372733393540924,0.6761785065406513,1,0.6074546678708185,0.2862194843714351,0.27422574573661096,0.5484514914732219
CCR9,+++,0.3897155584586033,0.3127218351471888,0.8818414383153027,1,0.6254436702943776,0.29557380789413645,0.28295214737922775,0.5659042947584555
CCRL2,+--,0.11065648203981976,0.682504764179922,0.2338919597978716,-1,0.4677839195957432,0.21650601722466206,0.20693588866073465,0.4138717773214693
CCS,-+-,0.12122773880142056,0.3185580347518627,0.41454500815273027,1,0.6371160695037253,0.30179101072324893,0.28837050134032965,0.5767410026806593
CCSAP,+-+,0.04073612989647056,0.18901751436314354,0.20249215030354226,1,0.3780350287262871,0.1676933607118412,0.16192323047966692,0.32384646095933384
CCSER1,+-+,0.1198855860309138,0.1545633338558885,0.8710916593591927,1,0.309126667711777,0.1318731462468629,0.12621912964124793,0.25243825928249586
CCSER2,---,0.42407519612168,0.8426189779703781,0.3712190550609393,-1,0.7424381101218785,0.34996863058233046,0.33715491672370523,0.6743098334474105
CCT2,+--,0.08552955068644669,0.5948675234139512,0.1724540910614634,-1,0.3449081821229268,0.14966063993612047,0.1431667807437828,0.2863335614875656
CCT3,+--,0.09441366915360239,0.4687627555940028,0.10598349121269349,-1,0.21196698242538697,0.08475446301260481,0.07934063426876568,0.15868126853753137
CCT4,+--,0.0318768203444889,0.61646690991035,0.1119020593736161,-1,0.2238041187472322,0.08994467575429191,0.08447410449463838,0.16894820898927676
CCT5,+--,0.021232387840266098,0.6581575585505282,0.07698582645902216,-1,0.15397165291804432,0.06000114070609707,0.05230435774583619,0.10460871549167237
CCT6A,+--,0.3341668388394563,0.6059262009889899,0.4457896937117617,-1,0.8915793874235234,0.4130496777505276,0.4005247547342003,0.8010495094684006
CCT6B,-+-,0.3334961843263218,0.543282722146751,0.49471147008388466,-1,0.9894229401677693,0.44869674328409287,0.43457677389915583,0.8691535477983117
CCT7,+--,0.0671336509781112,0.2891482330675989,0.2266833086828322,-1,0.4533666173656644,0.20880625106941197,0.19946383755418662,0.39892767510837324
CCT8,+--,0.13188913918370518,0.6201652875902378,0.23221786546223402,-1,0.46443573092446805,0.21485199338390465,0.2047113848961898,0.4094227697923796
CCT8L2,--+,0.3302168520741935,0.5694635154850092,0.4224178829010393,-1,0.8448357658020786,0.3936576741002681,0.38221537759525437,0.7644307551905087
CCZ1,---,0.09663710418742719,0.9880926798685188,0.04718458218560704,-1,0.09436916437121408,0.03399304169280785,0.02726443075519051,0.05452886151038102
CD101,+--,0.45054391081227896,0.5565537087781876,0.627055950982588,1,1.113107417556375,0.4823180469997718,0.46797467632464496,0.9359493526492899
CD109,-+-,0.5466665406777497,0.7619533819715558,0.43006214388046676,-1,0.8601242877609335,0.4004448753778589,0.38774811772758383,0.7754962354551677
CD14,++-,0.5173216218806576,0.5482483162611274,0.6567805589150061,1,1.0964966325222547,0.47826830937713893,0.46375406376547085,0.9275081275309417
CD151,++-,0.019188987172206056,0.03654408149151373,0.7706990755158972,1,0.07308816298302746,0.026009582477754964,0.019449038955113216,0.03889807791022643
CD160,-++,0.5866118943362786,0.7260397918276498,0.5350203102855511,-1,1.0700406205711022,0.47173900644498945,0.4574492356833219,0.9148984713666438
CD164,---,0.28493524781323304,0.9422244747423548,0.16531733275838603,-1,0.33063466551677206,0.1425882621342611,0.13620807665982204,0.2724161533196441
CD164L2,-++,0.1836147586277453,0.5558425162301203,0.3622764137503169,-1,0.7245528275006338,0.3415274054639822,0.3293406342687657,0.6586812685375314
CD177,+-+,0.004167589664045522,0.012543172925603118,0.7874933563412686,1,0.025086345851206237,0.009696554871092859,0.005475389265955626,0.010950778531911252
CD180,-++,0.10679380615209223,0.13434921477942832,0.6676341522080514,1,0.26869842955885664,0.11156741957563313,0.10585752580847545,0.2117150516169509
CD19,++-,0.10144347584860505,0.06554918510778782,0.9396728405493922,1,0.13109837021557563,0.0487109285877253,0.041179490104374605,0.08235898020874921
CD1A,+-+,0.23798829121393952,0.2715438514710524,0.7909572572915938,1,0.5430877029421048,0.255418663016199,0.24205783379912166,0.4841156675982433
CD1B,+++,0.5610675716126368,0.4098421044806147,0.8330143965095617,1,0.8196842089612294,0.3827857631759069,0.3719842582558604,0.7439685165117208
CD1C,-+-,0.5647616692565716,0.6136595559511091,0.6089537987731418,-1,1.2179075975462836,0.5016825414931843,0.485968514715948,0.971937029431896
CD1D,-++,0.014248537619983364,0.03865304545119549,0.8872719448284989,1,0.07730609090239098,0.02737850787132101,0.02081788627160212,0.04163577254320424
CD1E,-++,0.12695718456637684,0.10459829506281754,0.9130242534057903,1,0.20919659012563507,0.0838466803559206,0.07859465008840472,0.15718930017680943
CD2,-++,0.20691408151904872,0.26883703604897513,0.8272929303429065,1,0.5376740720979503,0.25279488934519734,0.23943420977585125,0.4788684195517025
CD200,+-+,0.05289864972175174,0.07522530556361318,0.27715878118573534,1,0.15045061112722635,0.05783709787816564,0.05059031540523584,0.10118063081047168
CD200R1,+-+,0.2291185694255361,0.5065357430910133,0.46182430635900923,-1,0.9236486127180185,0.4265670450008555,0.4133013917408168,0.8266027834816336
CD200R1L,++-,0.15933170765209187,0.19004517160973294,0.8739737049446269,1,0.3800903432194659,0.16951859456992927,0.1629498659670336,0.3258997319340672
CD207,+-+,0.06430493377664072,0.08990696682407134,0.7284824519453552,1,0.1798139336481427,0.07004334930412959,0.0642217532652712,0.1284435065305424
