gene_symbol,t,P.Value,target_region
THAP3,-0.6794081890098582,0.5269957412817663,DLPFC
DNAJC11,1.96771561424583,0.0939835369582682,AnCg
DNAJC11,1.276968733810903,0.2575963490432131,DLPFC
DNAJC11,1.1770260289496728,0.2861960808041758,nAcc
CAMTA1,0.7048930333639689,0.5122895361579536,DLPFC
CAMTA1,0.12953723018008118,0.901402345590514,nAcc
CAMTA1,0.01930318060768733,0.9851912703708299,AnCg
VAMP3,-1.6948238242077185,0.13828163607863553,AnCg
VAMP3,-0.7707252524887286,0.47173576100229697,nAcc
VAMP3,0.20258718453561952,0.8474283282156152,DLPFC
PER3,0.32698568014743606,0.7568990840989616,DLPFC
PER3,-0.3223952754002127,0.7574996435023746,AnCg
PER3,0.14628165015171293,0.8887575431844239,nAcc
UTS2,2.57887078762662,0.03974851260262545,AnCg
UTS2,0.9453331266850397,0.38781621487841117,DLPFC
UTS2,-0.7684136561205949,0.4730031913869104,nAcc
TNFRSF9,-2.321914604923745,0.06779045964856865,DLPFC
TNFRSF9,-0.6896531719252074,0.5176106674796113,nAcc
TNFRSF9,0.32959559782915115,0.7523022798132142,AnCg
PARK7,-1.6661677166824056,0.1564447504980919,DLPFC
PARK7,1.2070430605258857,0.27042471717657446,AnCg
PARK7,0.5599521421839233,0.5969086210502352,nAcc
ERRFI1,2.2030981149031086,0.0786808276626127,DLPFC
ERRFI1,0.8212032686021958,0.44124869329766525,AnCg
ERRFI1,-0.004060728809424126,0.9968990120325727,nAcc
SLC45A1,1.6164608799984437,0.15436791378024595,AnCg
SLC45A1,-1.6044363261906434,0.16941040818181377,DLPFC
SLC45A1,1.1627458466949725,0.29149842641907925,nAcc
RERE,0.8621517703974445,0.4235432763994505,nAcc
RERE,0.04900972860013591,0.9624161489210827,AnCg
RERE,0.03658214402173291,0.9722311266313912,DLPFC
ENO1,2.11898220373424,0.07583275480216793,AnCg
ENO1,0.37765473003375033,0.7194100808928199,nAcc
ENO1,-0.30375685104866706,0.7735243433867907,DLPFC
CA6,-1.003295989193729,0.3616871355879374,DLPFC
CA6,0.46065624070403616,0.6603935810925918,AnCg
CA6,-0.38989842567699046,0.7108265160749295,nAcc
SLC2A7,1.2200851162755235,0.2767346291057993,DLPFC
SLC2A7,-0.3302365831188601,0.7530731229064215,nAcc
SLC2A7,0.2722244443602404,0.7940813440933734,AnCg
SLC2A5,2.5162894224184043,0.05332266183189941,DLPFC
SLC2A5,-0.4809782443517763,0.6466493645631337,AnCg
SLC2A5,0.383394385884199,0.7153804818132208,nAcc
GPR157,-1.335159858845323,0.23927738375552637,DLPFC
GPR157,0.49893433216135435,0.634629288258219,AnCg
GPR157,-0.09069582051911428,0.9308511154524421,nAcc
H6PD,-1.6928583960021664,0.13866475278036725,AnCg
H6PD,0.583936855388891,0.5817174334459735,nAcc
H6PD,-0.4465413255002303,0.6738473838670113,DLPFC
SPSB1,3.610910902405076,0.015314181649361488,DLPFC
SPSB1,-0.8337667410725376,0.43463267972360187,AnCg
SPSB1,0.7181747068979223,0.5011393149493526,nAcc
SLC25A33,-1.742953090714797,0.13481679663784776,nAcc
SLC25A33,-1.1148178765568941,0.31553205036288046,DLPFC
SLC25A33,-0.744658410209335,0.4831034741351006,AnCg
TMEM201,-1.1471555432286666,0.3031334716241628,DLPFC
TMEM201,0.4514231588277631,0.6666862427574817,AnCg
TMEM201,0.09139869184428637,0.9303169725062606,nAcc
PIK3CD,-1.4754492218679005,0.20000102584149732,DLPFC
PIK3CD,-0.8888349092221491,0.4101927341838497,nAcc
PIK3CD,-0.7872311698522401,0.4594978665526456,AnCg
CLSTN1,0.7500030129236471,0.48009532011630174,AnCg
CLSTN1,0.6115205670727796,0.5645366303685784,nAcc
CLSTN1,0.49257300105975316,0.6431411535229186,DLPFC
CTNNBIP1,1.5059285937529712,0.18008490361459875,AnCg
CTNNBIP1,0.2884190913996273,0.7832718098181413,nAcc
CTNNBIP1,0.22988851249423503,0.8272701909446163,DLPFC
LZIC,1.0045385536826459,0.36114324149212496,DLPFC
LZIC,-0.946817957201392,0.37833642806503637,AnCg
LZIC,-0.060395464307831465,0.9539116235993725,nAcc
NMNAT1,-1.5978843623735715,0.17084744295437007,DLPFC
NMNAT1,-1.4204101416008232,0.2080389364671359,nAcc
NMNAT1,-0.6049496142729639,0.566178952722233,AnCg
RBP7,-2.3601988412574038,0.053941797021459036,AnCg
RBP7,-1.6422010631220079,0.16135730853400437,DLPFC
RBP7,-1.1173856452139879,0.30890340022349233,nAcc
UBE4B,1.1997671162047001,0.2838754037193495,DLPFC
UBE4B,-0.47470996669581456,0.6508730232841096,AnCg
UBE4B,0.19833412423907387,0.8496986134233107,nAcc
KIF1B,0.9719830388154527,0.3756178742452525,DLPFC
KIF1B,0.3567852568783399,0.7341454397052649,nAcc
KIF1B,-0.07318524825531575,0.9439087280000911,AnCg
PGD,2.514220233993731,0.043484561310120254,AnCg
PGD,2.0556323376996737,0.0948501194145798,DLPFC
PGD,1.1262550113966487,0.30543226518248806,nAcc
APITD1,-3.3321540445237083,0.020669132979000405,DLPFC
APITD1,1.8431105041200637,0.11770526691254421,nAcc
APITD1,-0.44153065431713073,0.6734610267595373,AnCg
APITD1-CORT,-1.5836255775501296,0.16719790542385612,nAcc
APITD1-CORT,-1.2214662978408983,0.27625511201020453,DLPFC
APITD1-CORT,-0.0010341047939942366,0.9992066138662268,AnCg
CORT,-2.4028505922141226,0.05080722886479998,AnCg
CORT,-2.024129008214828,0.09211525815775874,nAcc
CORT,-1.9302133741915692,0.11134766357444838,DLPFC
DFFA,-0.7838750271333784,0.4613291130278552,AnCg
DFFA,-0.6236533514561639,0.5601487903635519,DLPFC
DFFA,-0.449843624754951,0.6694976489372566,nAcc
PEX14,1.8567089175208402,0.11000815012843587,AnCg
PEX14,-1.367991308136693,0.22948243629577275,DLPFC
PEX14,1.1750137367378233,0.28693818502495066,nAcc
CASZ1,2.125935999887362,0.07508908764458665,AnCg
CASZ1,0.3866134790614392,0.7131249129963813,nAcc
CASZ1,-0.2743088358260238,0.7947990295146817,DLPFC
C1orf127,-1.6906295080811353,0.13910045717947842,AnCg
C1orf127,0.473075026005139,0.6560543732192956,DLPFC
C1orf127,-0.23551332142344583,0.8220800690960204,nAcc
TARDBP,0.35182110918307863,0.7376693742181555,nAcc
TARDBP,-0.1423157255705156,0.8912371588941345,AnCg
TARDBP,0.1036040416448732,0.9215033079438724,DLPFC
MASP2,-1.7307523330708399,0.13145490627227957,AnCg
MASP2,-0.8207889608012005,0.44487742174288686,nAcc
MASP2,-0.1580510601669012,0.8805898616624817,DLPFC
SRM,2.4802491846683012,0.04559352913989131,AnCg
SRM,-2.533562540504582,0.05220965662407224,DLPFC
SRM,1.35369399875223,0.22727267011991478,nAcc
EXOSC10,1.4065290689907701,0.2065468615323918,AnCg
EXOSC10,-0.12250472491793593,0.9072619951998072,DLPFC
EXOSC10,0.11360999657694003,0.9134599850308439,nAcc
MTOR,1.0696060703994585,0.33360108337677574,DLPFC
MTOR,0.9403017235274472,0.3814232568652053,AnCg
MTOR,0.8211231809431516,0.444701927006399,nAcc
ANGPTL7,0.9933617623728455,0.3609942864003511,nAcc
ANGPTL7,-0.7335518733742953,0.4893954915446579,AnCg
ANGPTL7,-0.31106896167541626,0.7682755538956685,DLPFC
UBIAD1,0.8757815667116133,0.42114835185701155,DLPFC
UBIAD1,-0.6038453828198553,0.5668687391410072,AnCg
UBIAD1,0.3110724670330554,0.7668563988274637,nAcc
DISP3,-0.9163373798506976,0.3929414286838092,AnCg
DISP3,-0.40703787644292855,0.7007881869048374,DLPFC
DISP3,-0.15339817970102818,0.8833941299234254,nAcc
FBXO2,-3.1625626722499853,0.02495592495372708,DLPFC
FBXO2,0.9215733408989516,0.3904025260431878,AnCg
FBXO2,0.3025463390550649,0.7730195352032108,nAcc
FBXO44,-4.199873934702221,0.00845467728791871,DLPFC
FBXO44,0.9454281977007318,0.3789931598957561,AnCg
FBXO44,0.815857080440451,0.4474729736815383,nAcc
FBXO6,1.2269559284917535,0.26335399730191417,AnCg
FBXO6,-0.5005049375536957,0.6379281326639699,DLPFC
FBXO6,0.41930004638268326,0.6904075320050331,nAcc
MAD2L2,-1.5003221104104691,0.19371225628723676,DLPFC
MAD2L2,-0.4192625505728064,0.688832167808651,AnCg
MAD2L2,-0.13583523646340215,0.8966423140137131,nAcc
DRAXIN,-1.6850797450060044,0.1526737115750417,DLPFC
DRAXIN,-1.103443789954129,0.3098648606585994,AnCg
DRAXIN,-0.21975084681179666,0.8337573576960479,nAcc
AGTRAP,-1.095482776628145,0.317618423438146,nAcc
AGTRAP,-0.7248525069684234,0.49436218908513785,AnCg
AGTRAP,-0.44772398286938614,0.6730490271991849,DLPFC
C1orf167,1.2829133474216945,0.24433320341897066,AnCg
C1orf167,-1.0431482453741134,0.3445791025647947,DLPFC
C1orf167,-0.8023563645222479,0.45463447911184274,nAcc
MTHFR,-0.9018181468225115,0.40004708583565285,AnCg
MTHFR,0.7469386917209774,0.48865208256514053,DLPFC
MTHFR,0.14240142904979677,0.89168467168557,nAcc
CLCN6,1.1985250587029603,0.27837074351780305,nAcc
CLCN6,0.6967273866527954,0.5169706363324087,DLPFC
CLCN6,0.3441374504076612,0.7418486310446906,AnCg
NPPA,2.154015538638805,0.07216068604432341,AnCg
NPPA,0.2078449424515374,0.8426090963396753,nAcc
NPPA,0.08359713009801502,0.9366144255849623,DLPFC
NPPB,1.554216711763156,0.17394585034881302,nAcc
NPPB,0.46836905271709917,0.659191808613004,DLPFC
NPPB,0.35483043379322454,0.7341995031764894,AnCg
KIAA2013,-1.128486788475089,0.2999155038704254,AnCg
KIAA2013,-0.7874193850792987,0.46663856398404807,DLPFC
KIAA2013,-0.7360102930081497,0.49102174314072544,nAcc
PLOD1,-1.9530457977858646,0.10813549687816566,DLPFC
PLOD1,-1.8323044533479664,0.11387741663595698,AnCg
PLOD1,-0.6572530329140998,0.5367527871573075,nAcc
MFN2,1.1254687980179907,0.301100286728792,AnCg
MFN2,0.5789611261443931,0.5876705404271518,DLPFC
MFN2,0.3850645513408941,0.7142098226907687,nAcc
MIIP,1.350228732948003,0.22305632058715208,AnCg
MIIP,-0.6135539277526297,0.5662954906636638,DLPFC
MIIP,0.25287370140641374,0.8092774330584562,nAcc
TNFRSF8,4.187692730212975,0.006520424483882969,nAcc
TNFRSF8,0.5445256165224229,0.6046521520233493,AnCg
TNFRSF8,-0.5301054887925077,0.6186841829745309,DLPFC
TNFRSF1B,2.056679626816229,0.09472365815266119,DLPFC
TNFRSF1B,0.9741196101965307,0.3656123585980246,AnCg
TNFRSF1B,0.6186056171284925,0.5601745086613672,nAcc
VPS13D,1.2285338489343032,0.2738130859182468,DLPFC
VPS13D,0.8013528624043437,0.4551700833501816,nAcc
VPS13D,0.19088843477815137,0.8545676873125164,AnCg
DHRS3,-2.4858677406083327,0.049713605202948,nAcc
DHRS3,1.4332129701059062,0.21113133739229292,DLPFC
DHRS3,0.19459473433494742,0.8517844447619222,AnCg
AADACL4,1.3459982350698785,0.22434338404388462,AnCg
AADACL4,0.873391225566032,0.4178803738622758,nAcc
AADACL4,0.059622445261172774,0.9547616712359985,DLPFC
AADACL3,1.705312363326913,0.13625424780508288,AnCg
AADACL3,0.8617038153058681,0.4281598855094296,DLPFC
AADACL3,0.33149419084306475,0.75217207620694,nAcc
C1orf158,-0.2786750065938773,0.7893437124438734,AnCg
C1orf158,-0.2666513057058112,0.8003654143167162,DLPFC
C1orf158,0.1496600548400034,0.8862105539993244,nAcc
PRAMEF12,1.8573514855874904,0.11545477168757418,nAcc
PRAMEF12,0.37518953604052496,0.7197273337931134,AnCg
PRAMEF12,0.1311415213397011,0.9007670824456954,DLPFC
PRAMEF1,-2.4565309693075505,0.04712917474760121,AnCg
PRAMEF1,-0.13993863383943841,0.8941606495786155,DLPFC
PRAMEF1,0.06483306185224699,0.9505306331832892,nAcc
PRAMEF2,1.7543004203190746,0.13963189983242025,DLPFC
PRAMEF2,0.890003037471352,0.4096156593374264,nAcc
PRAMEF2,0.11598192793266725,0.9112465124054744,AnCg
LRRC38,1.5181980086880034,0.17704451512028666,AnCg
LRRC38,1.551226625138731,0.18143293345574724,DLPFC
LRRC38,-0.4959651183393533,0.6385415524523568,nAcc
PDPN,4.563522495394417,0.006008729458778288,DLPFC
PDPN,2.002508664670653,0.08945575928310893,AnCg
PDPN,0.5959152678961663,0.5742180692508383,nAcc
PRDM2,0.6502024622316318,0.540978300495713,nAcc
PRDM2,-0.4648864143643079,0.6615187828320414,DLPFC
PRDM2,-0.2832915677403274,0.7859590281731947,AnCg
KAZN,-1.3588982813540655,0.22043932551135015,AnCg
KAZN,-0.8228005626018043,0.448001036057596,DLPFC
