gene_symbol,AnCg_DLPFC_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
ABCF2,++,0.14132079687883117,0.048464297925645605,0.9825489549275742,1,0.09692859585129121
ABCF3,+-,0.10033271236502982,0.6305621786406912,0.15440663570344493,-1,0.30881327140688986
ABCG1,-+,0.032584556796069315,0.5474509028047603,0.0681944549288606,-1,0.1363889098577212
ABCG2,--,0.007539265027145923,0.99944548418733,0.0011221875042857314,-1,0.002244375008571463
ABCG4,++,0.13831150674472112,0.047878418575173116,0.98266255880797,1,0.09575683715034623
ABCG5,-+,0.5493285912291898,0.5169449504992031,0.5302617925482654,1,1.0338899009984062
ABCG8,++,0.19318766326276562,0.08873138981422804,0.9624344719638026,1,0.17746277962845608
ABHD1,+-,0.12879473072673578,0.767295249408505,0.1583457063368357,-1,0.3166914126736714
ABHD10,++,0.11381314368372304,0.09134965971851934,0.9258471431342614,1,0.18269931943703868
ABHD11,+-,0.011771841184711834,0.7964156081907189,0.02224265850441144,-1,0.04448531700882288
ABHD12,+-,0.3455814332347618,0.37916062760103064,0.5853580754485529,1,0.7583212552020613
ABHD12B,+-,0.2655528672328717,0.6371518644820201,0.30628181938156435,-1,0.6125636387631287
ABHD13,++,0.07978918326773718,0.037455231198273015,0.9811298389793013,1,0.07491046239654603
ABHD14A,+-,0.10943445887961585,0.1988338560295729,0.2993975796435679,1,0.3976677120591458
ABHD14B,+-,0.19030571470658303,0.22173957041829734,0.7257306436192641,1,0.4434791408365947
ABHD15,-+,0.14106293074077672,0.752192554194751,0.17304506529907207,-1,0.34609013059814414
ABHD16A,+-,0.160112198305409,0.6851829823675983,0.20622822095339816,-1,0.4124564419067963
ABHD16B,--,0.22486348577326973,0.8766148303164589,0.17900523482811947,-1,0.35801046965623895
ABHD17A,--,0.03102357172459156,0.9951483484412402,0.009819042702603524,-1,0.019638085405207048
ABHD17B,-+,0.07096601811375255,0.14788843122279943,0.19670146140430494,1,0.29577686244559886
ABHD17C,++,0.08996680044298722,0.02390008871572688,0.9922903337699962,1,0.04780017743145376
ABHD18,++,0.6066956844736338,0.330446634175569,0.8224411899763403,1,0.660893268351138
ABHD2,++,0.07766018459617015,0.03857741994342929,0.9792867355396926,1,0.07715483988685858
