gene_symbol,AnCg.F_nAcc.F_DLPFC.F_AnCg.M_nAcc.M_DLPFC.M,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
FCAMR,+++++-,0.08613834957362647,0.057717433750182165,0.9504420219736776,1,0.11543486750036433,0.042664841432808576,0.055210175098385904,0.08532968286561715
FCAR,----+-,0.25010707213060374,0.46791695739314754,0.540882456124514,1,0.9358339147862951,0.41826374629249374,0.40363885244966635,0.8072777048993327
FCER1A,++++--,0.5363199810128148,0.673311219211599,0.4989344222403121,-1,0.9978688444806242,0.44316431871328354,0.4280743782797171,0.8561487565594342
FCER1G,-++-+-,0.049282627979123826,0.1252375180293681,0.8055673841552008,1,0.2504750360587362,0.09833447410449464,0.10756858495408658,0.19666894820898928
FCER2,-+--++,0.02067746064849285,0.03655524502288616,0.8750588850407551,1,0.07311049004577232,0.02726443075519051,0.03559003022871157,0.05452886151038102
FCF1,----+-,0.4781985089865446,0.6489077323107433,0.5508218710558004,-1,1.1016437421116008,0.47835510180801916,0.4618982432124116,0.9237964864248231
FCGBP,-+--+-,0.24945153462754868,0.4353965233373705,0.5781672109882114,1,0.870793046674741,0.3893451973534109,0.376490047339303,0.752980094678606
FCGR2A,-++-+-,0.18824926208438333,0.5005023574254395,0.39585997875165974,-1,0.7917199575033195,0.3533907488735527,0.343885466575405,0.68777093315081
FCGR2B,+-+-++,0.07963054763167032,0.1469543743842077,0.8108398728666198,1,0.2939087487684154,0.11681496691763632,0.12553470598300348,0.23362993383527264
FCGR2C,----+-,0.3860323663384432,0.7278334971183245,0.3797912975886235,-1,0.759582595177247,0.33719272229510067,0.3291124800365047,0.6582249600730093
FCGR3A,+++-++,0.10428468055378919,0.07616058813555893,0.958299936156009,1,0.15232117627111785,0.05612594113620808,0.06815718930017681,0.11225188227241616
FCGR3B,+-++++,0.3008360907613704,0.28427528868131213,0.8796579563059352,1,0.5685505773626243,0.2474903034451289,0.24228597501853646,0.48457195003707293
FCGRT,----+-,0.41192878906167907,0.6599635176657157,0.40579000678451804,-1,0.8115800135690361,0.3631437860035362,0.3528405201916496,0.7056810403832992
FCHO1,----+-,0.3553588613941885,0.8477343461588307,0.32370812645216407,-1,0.6474162529043281,0.2831802885986426,0.277378507871321,0.554757015742642
FCHO2,-++-++,0.154630963844433,0.27103136251080645,0.7729198163090879,1,0.5420627250216129,0.23277435546429387,0.23025152569440482,0.46050305138880965
FCHSD1,-++-+-,0.2557714176860161,0.47401611903175694,0.43893998038463217,-1,0.8778799607692643,0.3925740033080477,0.3795916039242528,0.7591832078485056
FCHSD2,--++-+,0.254196615376167,0.6600517963943857,0.4114507918498816,-1,0.8229015836997632,0.3682199281355159,0.35694729637234773,0.7138945927446955
FCMR,-++---,0.31840584379971704,0.6400656143396839,0.3243681612742369,-1,0.6487363225484738,0.28386471225688703,0.27800593201003876,0.5560118640200775
FCN1,----+-,0.08757201679267583,0.24607458484077263,0.5926846233687317,1,0.49214916968154526,0.20921743098334475,0.20874921576455827,0.41749843152911653
FCN2,+-+--+,0.1218530461388872,0.2769249269435721,0.6336864302910203,1,0.55384985388714425,0.23979009810631988,0.23555580904579934,0.4711116180915987
FCN3,+-+++-,0.06917632067033966,0.03098985320140162,0.9784994748862101,1,0.06197970640280324,0.02275838466803559,0.030742029316146696,0.04551676933607118
FCRL1,----+-,0.406542617113143,0.5055229841162611,0.6306451223770073,1,1.0110459682325221,0.4483230663928816,0.4328979638396167,0.8657959276792334
FCRL2,----++,0.18978136955286506,0.33353994934126513,0.6929109684773109,1,0.6670798986825303,0.2925507643166781,0.28671647749957224,0.5734329549991445
FCRL3,--+-++,0.3721918338392638,0.21568169425682882,0.9189139228452297,1,0.43136338851365763,0.17898699520876113,0.1807448810813894,0.35797399041752226
FCRL4,-++++-,0.20108106650945887,0.28532752724234856,0.7561632594817386,1,0.5706550544846971,0.24863107460643394,0.24359778703017168,0.48719557406034336
FCRL5,+++-++,0.17672942565907954,0.23330875692717137,0.833833861353903,1,0.46661751385434275,0.19689710244125028,0.1975132607083785,0.39379420488250055
FCRL6,-++---,0.15430105926699297,0.9418027062713299,0.139872386209683,-1,0.279744772419366,0.11076256202589403,0.11926762491444216,0.22152512405178806
FCRLA,-+----,0.2594211005596067,0.883966762912343,0.2358504325143429,-1,0.4717008650286858,0.19928135515884332,0.19980606890257815,0.39856271031768664
FCRLB,++++++,0.18175627106422623,0.05041352560752079,0.9904267608800961,1,0.10082705121504158,0.03684690851015286,0.04865111504020989,0.07369381702030572
FDCSP,++----,0.0350704311788517,0.9198318111509496,0.04149669585380051,-1,0.08299339170760102,0.030799064621000398,0.04021218343600274,0.061598129242000796
FDFT1,+++---,0.6218117290181149,0.6949737977917894,0.5619193977944412,-1,1.1238387955888824,0.4844578794273655,0.4682865617157198,0.9365731234314396
FDPS,++-++-,0.15462045860525273,0.14025215617538034,0.886680934046359,1,0.2805043123507607,0.11093999543691535,0.11971710488792563,0.2218799908738307
FDX1,++-+-+,0.30797157065720837,0.3209659435070823,0.6827515806186565,1,0.6419318870141646,0.2807437827971709,0.2745109222608795,0.549021844521759
FDX2,+--++-,0.10594658498658321,0.2338844508393169,0.4299456535421934,1,0.4677689016786338,0.19752452657996805,0.19791250784235442,0.3950490531599361
FDXACB1,--+--+,0.2439959176767222,0.4920218214488162,0.43695970628250613,-1,0.8739194125650123,0.3904636970284606,0.37782340862423,0.75564681724846
FDXR,+--++-,0.2848883717866769,0.35617192040377793,0.7361446242868097,1,0.7123438408075559,0.31542322610084417,0.30713511663719845,0.6142702332743969
FECH,--++-+,0.1510764907585602,0.6827510607012186,0.16188714799411627,-1,0.32377429598823254,0.12992642445673871,0.13677846224047457,0.25985284891347743
FEM1A,-+--+-,0.22890763011000745,0.9289557813582595,0.12651441117766976,-1,0.2530288223553395,0.09929846575029944,0.10871549167237052,0.19859693150059887
FEM1B,++++-+,0.20134011329852744,0.6077659659664563,0.3926408131783998,-1,0.7852816263567995,0.3500827011920379,0.3405201916495551,0.6810403832991102
FEM1C,+-++--,0.20934801394891453,0.22514323887352725,0.6025743028303769,1,0.4502864777470545,0.18874058863791923,0.18987052985798208,0.37748117727583846
FEN1,++++--,0.22137425757237572,0.7544884643679125,0.2263516113591953,-1,0.4527032227183906,0.1902127416871043,0.19085101528633355,0.3804254833742086
FER,+-+--+,0.22799951320428466,0.7174062903814191,0.3278213085139453,-1,0.6556426170278906,0.28717275993840186,0.28085785991330137,0.5617157198266027
FER1L5,+---+-,0.3297890363863075,0.8842095828410907,0.2657337221339407,-1,0.5314674442678814,0.2273427251468659,0.2261578827287246,0.4523157654574492
FER1L6,-++-++,0.11345705570759604,0.25602515469414927,0.3704121307291279,1,0.5120503093882985,0.2189139858544376,0.21781782923629728,0.43563565847259456
FERD3L,++++++,0.03510222949121537,0.051658980094398885,0.9489876160405213,1,0.10331796018879777,0.03770248688113165,0.0500199623566988,0.0754049737622633
FERMT1,-+---+,0.09008279108731086,0.9811210461155143,0.041169691843423825,-1,0.08233938368684765,0.03057092340158558,0.039869952087611224,0.06114184680317116
FERMT2,--+---,0.49136416905891867,0.7412017144662255,0.46815917207746044,-1,0.9363183441549209,0.4183539611019221,0.4037189139858544,0.8074378279717088
FERMT3,------,0.18795270698844574,0.9039809848633621,0.16319631540332136,-1,0.3263926308066427,0.13123823646837393,0.1378051562856491,0.26247647293674786
FES,+++++-,0.023190305354078,0.005434011867615379,0.9537906535049467,1,0.010868023735230757,0.004734200319415925,0.005475389265955626,0.00946840063883185
FETUB,--+-+-,0.25966563751769595,0.46316984966714947,0.4540457915837358,-1,0.9080915831674716,0.40512177037586267,0.39231120237280404,0.7846224047456081
FEV,++++--,0.1445392445251789,0.2841461420606414,0.6724211602531387,1,0.5682922841212829,0.24737622632899842,0.24222893971368276,0.4844578794273655
FEZ1,----+-,0.12218317300226401,0.9814975164239075,0.04644586969481004,-1,0.09289173938962007,0.03444932413163748,0.04460415240702715,0.06889864826327496
FEZ2,-++++-,0.3639622367728401,0.20889428402111115,0.9393336593064683,1,0.4177885680422223,0.1728268309377139,0.17538356242514117,0.3456536618754278
FEZF1,+++---,0.3173579170557255,0.9674886130380278,0.1361345148592088,-1,0.2722690297184176,0.10716933782011065,0.11670088980150582,0.2143386756402213
FEZF2,+---+-,0.40576274488764497,0.9079530795447388,0.25538031543353146,-1,0.5107606308670629,0.21844521758968802,0.21720282911248004,0.4344056582249601
FFAR1,----+-,0.009139569647662526,0.9333013652962912,0.00951424283185393,-1,0.01902848566370786,0.007414589630981578,0.009582477754962354,0.014829179261963156
FFAR2,----+-,0.12710422170541522,0.3714101944761623,0.3907413263377196,1,0.7428203889523246,0.32922655715263516,0.3211658016312097,0.6423316032624194
FFAR3,-+----,0.02473547946853128,0.989804651920352,0.007363259052719934,-1,0.014726518105439868,0.005874636399931557,0.007643166780743783,0.011749272799863115
FFAR4,+--+++,0.19521417144267883,0.09024366183833755,0.9687952764963401,1,0.1804873236766751,0.06861738535249828,0.07939314435635658,0.13723477070499657
FGA,++++--,0.07898486570817685,0.16855026774351892,0.5741399033709927,1,0.33710053548703783,0.13552361396303902,0.1423601209148463,0.27104722792607805
FGB,-+++-+,0.21616867297042702,0.1867793375905373,0.927974254857556,1,0.3735586751810746,0.1528062970568104,0.15753151200593168,0.3056125941136208
FGD2,-+--++,0.020045380900300783,0.055174494704053695,0.49882958673817174,1,0.11034898940810739,0.04072553045859001,0.053099868818798836,0.08145106091718002
FGD3,-+--+-,0.10140153896570968,0.7793446006425668,0.09486742163505675,-1,0.1897348432701135,0.07283408429818057,0.08316221765913757,0.14566816859636114
FGD4,-++--+,0.299910579803792,0.627832142137857,0.3395990744860791,-1,0.6791981489721582,0.2980094678606057,0.291181838923112,0.582363677846224
FGD5,---++-,0.09135679785725305,0.1796487915768619,0.5651712315788046,1,0.3592975831537238,0.14630390143737165,0.15177094621570753,0.2926078028747433
FGD6,---+-+,0.20379366187163264,0.7743608282604687,0.29959777143369243,-1,0.5991955428673849,0.26253350824160154,0.2557038558065252,0.5114077116130504
FGF1,--+-+-,0.11038038241015005,0.9103621005643995,0.13481166924207433,-1,0.26962333848414866,0.10602863172303656,0.1159023499885923,0.21205726344607312
FGF10,-++-+-,0.2383271788867498,0.846495210863755,0.19565871962538495,-1,0.3913174392507699,0.16146694804083728,0.16467031713438285,0.32293389608167455
FGF11,+-+---,0.6090205928017304,0.5807728387787807,0.674054209240715,1,1.1615456775575614,0.4939539128450833,0.47641590144299323,0.9528318028859865
FGF12,-+++-+,0.4594673570801433,0.7125452009059379,0.4750266805707803,-1,0.9500533611415606,0.4236012091484629,0.40993611681496694,0.8198722336299339
FGF14,++++-+,0.33555079786987074,0.3481819594376181,0.6111809955852282,1,0.6963639188752362,0.30720967373944785,0.30006273883533907,0.6001254776706781
FGF17,+---++,0.5731873572412803,0.4165022321515723,0.8308224992135054,1,0.8330044643031446,0.3730321697467488,0.36171790338219356,0.7234358067643871
FGF18,++++++,0.03164926788221252,0.011795342037447096,0.9957530567641465,1,0.023590684074894192,0.00889801505817933,0.011863343409570523,0.01779603011635866
FGF19,++++-+,0.11776618730371334,0.029488553626137833,0.9916054485920887,1,0.058977107252275666,0.021674652064795803,0.029088005475389266,0.043349304129591607
FGF2,+++--+,0.35058793893969886,0.3170000703598379,0.8295602865650683,1,0.6340001407196758,0.276694045174538,0.2718872982376091,0.5437745964752182
FGF20,---+++,0.5293929460029415,0.5646118103848037,0.6449139069918491,1,1.1292236207696074,0.486196668948209,0.4694005589459876,0.9388011178919752
FGF21,+++++-,0.2016001059613216,0.20155121656832306,0.8130189673083364,1,0.4031024331366461,0.1661533196440794,0.1695659613300633,0.3323066392881588
FGF22,+---+-,0.3049656539538173,0.4164275085413903,0.6854475568351923,1,0.8328550170827806,0.37297513118868353,0.36171790338219356,0.7234358067643871
FGF23,++--++,0.06797609347996764,0.0529785515856954,0.9479060904680462,1,0.1059571031713908,0.03924252794889345,0.0512747390634803,0.0784850558977869
FGF3,-++++-,0.12819860520286552,0.328274915424193,0.38683240466128693,1,0.656549830848386,0.2875313712069359,0.2814121941481777,0.5628243882963554
FGF4,+-++++,0.44695808151139094,0.2823231152459897,0.9017027772583013,1,0.5646462304919794,0.24520876112251883,0.24040380995836422,0.48080761991672843
FGF5,+-++++,0.2488872494266783,0.10180587704910928,0.9768184752966609,1,0.20361175409821855,0.07797170887519964,0.08851879313294929,0.15594341775039927
FGF6,----++,0.14198641203198714,0.43647100560934426,0.36939788109569033,-1,0.7387957621913807,0.3273826498602635,0.3195300022815423,0.6390600045630846
