gene_symbol,AnCg.F_nAcc.F_DLPFC.F_AnCg.M_nAcc.M_DLPFC.M,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
MXRA8,-+--+-,0.05003149964835406,0.7490601897043685,0.16250521144777832,-1,0.32501042289555665,0.19859693150059887,0.18805612594113622,0.37611225188227243
AURKAIP1,++-++-,0.006572571191632131,0.5337520816611371,0.060150262693635034,-1,0.12030052538727007,0.07893686191752695,0.08755418663016198,0.1578737238350539
CCNL2,+---++,0.1957685477661136,0.9479354772414377,0.1470124251098654,-1,0.2940248502197308,0.18348257571436719,0.17510837326032397,0.35021674652064794
MRPL20,+--++-,0.03397494536624483,0.804558312983622,0.07486752377191185,-1,0.1497350475438237,0.09735926538527348,0.10204198037873602,0.19471853077054696
ANKRD65,---++-,0.06149581796606111,0.9159341609462027,0.01575877247000587,-1,0.03151754494001174,0.020133462613357668,0.03074378279717089,0.040266925226715336
TMEM88B,----+-,0.0037138134058313913,0.6986688986970635,0.00324007646110621,-1,0.00648015292221242,0.005247248046540809,0.01055213324207164,0.010494496093081618
VWA1,----+-,0.06246875056861426,0.5664889504256351,0.13206117860715572,-1,0.26412235721431143,0.16671419608737809,0.1606776180698152,0.3213552361396304
ATAD3C,----+-,0.09096637248859533,0.8318471193134351,0.04216275626661594,-1,0.08432551253323188,0.055267210403239606,0.06684919005247547,0.11053442080647921
ATAD3B,+---++,0.06625182573510838,0.7870410075446348,0.092860692935113745,-1,0.1857213858702275,0.1194889636685108,0.12063655030800821,0.2389779273370216
ATAD3A,+--++-,0.05233802832159298,0.4403311975636182,0.301333767187047,-1,0.602667534374094,0.3305195916272172,0.29785535021674653,0.5957107004334931
TMEM240,++-++-,0.041144584328227464,0.5793422668057006,0.15445998085678256,-1,0.3089199617135651,0.19061198882108024,0.18155373032169747,0.36310746064339494
SSU72,++-++-,0.06782345920121881,0.4934448696420638,0.12688941927512443,-1,0.25377883855024885,0.16009810072434838,0.15577230207620352,0.31154460415240703
CDK11A,----+-,0.007131600333936872,0.901487739922509,6.611725922126437e-4,-1,0.0013223451844252875,0.0011407060970740888,0.003992699064567648,0.0022814121941481776
SLC35E2,----+-,0.046113154679942765,0.876462456534847,0.06033224161308903,-1,0.12066448322617807,0.07910796783208807,0.087782340862423,0.15821593566417613
NADK,---++-,0.2869775532514874,0.9386177454088247,0.34545942069805124,-1,0.6909188413961025,0.3693035989277363,0.3301391740816792,0.6602783481633584
GNB1,++-+-+,0.1277653263952756,0.6962409625021309,0.3996703268834939,-1,0.7993406537669878,0.40768835909427936,0.3643623089208305,0.728724617841661
CALML6,+---+-,0.11269853352124556,0.7518693992383996,0.16051233406904947,-1,0.32102466813809893,0.19671476644042662,0.1864020077572439,0.3728040155144878
TMEM52,+--+++,0.21715768680320804,0.9449103256066986,0.1573831952119098,-1,0.3147663904238196,0.19329264814920435,0.1837782340862423,0.3675564681724846
CFAP74,----+-,0.032340246353419456,0.8665827886309102,0.10519352391990162,-1,0.21038704783980325,0.134888495979011,0.13409765001140772,0.26819530002281544
PRKCZ,++-++-,0.017602113783202422,0.6614409405105066,0.12474420981057996,-1,0.24948841962115992,0.15764558261563907,0.1540041067761807,0.3080082135523614
FAAP20,----+-,0.021922244152685726,0.9652054573863698,0.018841457049225546,-1,0.03768291409845109,0.02412593395311698,0.03593429158110883,0.04825186790623396
SKI,-+-+--,0.11189513918890805,0.50688243966051,0.4845253005622909,-1,0.9690506011245817,0.4578223920606856,0.41392881587953456,0.8278576317590691
MORN1,++-++-,0.268755605846707,0.49851119235260277,0.7247600910534419,1,0.9970223847052055,0.46600501939310973,0.42109165573489993,0.8421833114697999
RER1,-+-++-,0.3697196265008142,0.9186381067560528,0.3089769015968161,-1,0.6179538031936322,0.33679347516112473,0.304072553045859,0.608145106091718
