gene_symbol,AnCg_nAcc_DLPFC_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
IL1RL1,+++,0.009708589056240564,0.0031306647981713506,0.9970766322959927,1,0.006261329596342701,0.007757243896874287,0.9853981291352955,0.015514487793748574
IL1RL2,-+-,0.11617937740368069,0.8254732159029888,0.20089528998979614,-1,0.4017905799795923,0.7824549395391285,0.24600730093543235,0.4920146018708647
IL1RN,-+-,0.11211154535689936,0.5189108470078996,0.21671809966574748,-1,0.43343619933149496,0.5500228154232261,0.2590691307323751,0.5181382614647502
IL2,+++,0.05999777795708717,0.08728446903373939,0.9298047922742889,1,0.17456893806747878,0.14516313027606662,0.8366986082591832,0.29032626055213323
IL20,-++,0.06573344565054075,0.08086012407799259,0.9121189123768235,1,0.16172024815598518,0.1356376910791695,0.8116016427104723,0.271275382158339
IL20RA,+++,0.18606908297599165,0.12377097452960513,0.9583679787244983,1,0.24754194905921026,0.19518594569929273,0.8832991101984942,0.39037189139858547
IL20RB,+++,0.0860414525043153,0.10155695840089886,0.9370473829318581,1,0.20311391680179772,0.16563997262149213,0.8487337440109514,0.33127994524298426
IL21,-++,0.11267856437359138,0.0943973541365128,0.9262541822324921,1,0.1887947082730256,0.15480264658909423,0.831222906684919,0.30960529317818847
IL21R,+--,0.35590842088476976,0.7905613135900496,0.3924985347658622,-1,0.7849970695317244,0.7523956194387406,0.39345197353410905,0.7869039470682181
IL22,---,0.3125107425103026,0.9703303480744768,0.12806550662505614,-1,0.2561310132501123,0.9286447638603696,0.1799566506958704,0.3599133013917408
IL22RA1,++-,0.03486133475166243,0.06511418655976618,0.20985322502670994,1,0.13022837311953236,0.11316449920146018,0.25444900752908967,0.22632899840292037
IL22RA2,-++,0.08922522237822607,0.14275468789571655,0.832551377104261,1,0.2855093757914331,0.2202258726899384,0.721937029431896,0.4404517453798768
IL23A,-++,0.11639598173000328,0.2654323710325796,0.3811306670171537,1,0.5308647420651592,0.34827743554642937,0.38586584531143053,0.6965548710928587
IL23R,+--,0.662652273379702,0.6476515896603804,0.6053801981380692,-1,1.2107603962761384,0.6483002509696555,0.5413529545973078,1
IL24,+-+,0.19264503665585192,0.34314446545893124,0.6710116193025696,1,0.6862889309178625,0.41575404973762264,0.5880104950946841,0.8315080994752453
IL25,+-+,0.1443760038009992,0.5802691714039921,0.3340597760598823,-1,0.6681195521197646,0.5975929728496464,0.35141455624001827,0.7028291124800365
IL26,+--,0.31250477694284395,0.7361592984442754,0.3367772858040182,-1,0.6735545716080364,0.7120693588866074,0.3531827515400411,0.7063655030800822
IL27,++-,0.07778893606944207,0.21398624159549165,0.39390525315570457,1,0.4279724831909833,0.29568788501026694,0.39407939767282685,0.5913757700205339
IL27RA,++-,0.22074709454410785,0.773367279006651,0.32760963641402185,-1,0.6552192728280437,0.7389915582934063,0.3456536618754278,0.6913073237508556
IL2RA,+--,0.30325306255025264,0.6916092427618035,0.24760897353977998,-1,0.49521794707955996,0.6805270362765229,0.28479352041980377,0.5695870408396075
IL2RB,---,0.13515426892754087,0.9778832061818279,0.07829889838744948,-1,0.15659779677489896,0.9401095140314852,0.13215833903718913,0.26431667807437825
IL3,--+,0.6053525828279218,0.7842933608800104,0.47934290385560785,-1,0.9586858077112157,0.7470910335386721,0.4552247319187771,0.9104494638375542
IL31,--+,0.11857435159160323,0.6799658040893366,0.21596353387145278,-1,0.43192706774290557,0.6717430983344741,0.2586128222678531,0.5172256445357062
IL31RA,+-+,0.4326444326776585,0.3307003433774361,0.8042067805156601,1,0.6614006867548722,0.4057723020762035,0.6946155601186402,0.811544604152407
IL32,++-,0.24199887970625936,0.43298857491536363,0.4663675436399322,1,0.8659771498307273,0.4843714350901209,0.4465548710928588,0.8931097421857176
IL33,+-+,0.053633164295737244,0.17616756266854858,0.25553344046940896,1,0.35233512533709715,0.2568446269678303,0.29101072324891625,0.5136892539356606
IL34,-+-,0.004754366832838652,0.8777308237324032,0.013626546995114595,-1,0.02725309399022919,0.8288843258042436,0.04146703171343828,0.08293406342687656
IL36A,+-+,0.13963189983242025,0.2609429886978552,0.7342675597065181,1,0.5218859773957104,0.34354323522701347,0.6364932694501483,0.6870864704540269
IL36B,-+-,0.38273226514748154,0.6751202887943584,0.4749957764174665,-1,0.949991552834933,0.6677503992699064,0.45254391968971025,0.9050878393794205
IL36G,+-+,0.16508973039624308,0.3003660476746745,0.6034112355643803,1,0.600732095349349,0.37976271959844854,0.5400410677618069,0.7595254391968971
IL36RN,++-,0.08507819252887742,0.1911294725364787,0.49488569947789945,1,0.3822589450729574,0.2727013461099703,0.465833903718914,0.5454026922199406
IL37,++-,0.10934542596914,0.7486819501417621,0.2318299736752732,-1,0.4636599473505464,0.7209103353867214,0.27253023043577457,0.5450604608715491
IL4,-+-,0.3272802514915937,0.5830855240688871,0.39445914798958415,-1,0.7889182959791683,0.5994182067077344,0.3943075519050878,0.7886151038101756
IL4I1,+++,0.256153954319172,0.13390720838414139,0.9611640608119456,1,0.26781441676828277,0.20916039242527948,0.8882614647501711,0.41832078485055896
IL4R,+++,0.009719903302108188,0.005949029753111354,0.9876868752817551,1,0.011898059506222709,0.012605521332420716,0.9533424595026238,0.02521104266484143
IL5,+--,0.2655730052147503,0.4277694854238144,0.6562190692183405,1,0.8555389708476288,0.4802076203513575,0.5771731690622861,0.960415240702715
IL5RA,---,0.42029869026194594,0.9374930445991567,0.22109559397856768,-1,0.44219118795713536,0.8859228838694958,0.2629477526808122,0.5258955053616244
IL6,-++,0.34669205187529806,0.3237192394466892,0.8438151495521102,1,0.6474384788933784,0.3999543691535478,0.7332877024868811,0.7999087383070956
IL6R,-+-,0.305513818833243,0.8714988273457169,0.26635517704644307,-1,0.5327103540928861,0.8227812000912617,0.2997376226328998,0.59947524526579965
IL6ST,-++,0.03395756304905819,0.09611741114099544,0.654065198993479,1,0.19223482228199087,0.15725530458590006,0.5758612822267853,0.3145106091718001
IL7,-++,0.08323531070396745,0.18788341004234504,0.622192385123138,1,0.3757668200846901,0.2691079169518595,0.5529317818845539,0.538215833903719
IL7R,---,0.29096330242816476,0.9345204770123043,0.20543001384484355,-1,0.4108600276896871,0.8825005703855806,0.249771845767739,0.499543691535478
IL9,-++,0.10554776039356176,0.4049127646073563,0.31660768298258324,-1,0.6332153659651665,0.46206935888660733,0.3368126853753137,0.6736253707506275
ILDR1,---,0.2484578702361929,0.9396993609038,0.17898535906942345,-1,0.3579707181388469,0.8891170431211499,0.22792607802874743,0.45585215605749485
ILDR2,--+,0.32054071588640287,0.5498528911563659,0.47171506603515595,-1,0.9434301320703119,0.5738078941364362,0.4500912616929044,0.9001825233858088
ILF2,+-+,0.4530416153294323,0.4183725691486717,0.775577933929942,1,0.8367451382973434,0.4718799908738307,0.6707734428473648,0.9437599817476614
ILF3,+++,0.35041505551932406,0.2136263759929069,0.9357151014452502,1,0.4272527519858138,0.29557380789413645,0.8468514715947981,0.5911476157882729
ILK,+-+,0.21544901743189934,0.47958916182591527,0.45749088170732616,-1,0.9149817634146523,0.5190508783937942,0.43988135979922427,0.8797627195984485
ILKAP,---,0.14677392683537688,0.9952632450008704,0.032839228539476344,-1,0.06567845707895269,0.9768993839835729,0.07266712297513118,0.14533424595026237
ILVBL,-+-,0.2923402696780879,0.8168020703539894,0.3076794463929004,-1,0.6153588927858008,0.7743554642938627,0.32962582705909194,0.6592516541181839
IMMP1L,-+-,0.4669933410321854,0.7955646633805729,0.4289167705080921,-1,0.8578335410161843,0.7570727812000912,0.41894820898927676,0.8378964179785535
IMMP2L,-+-,0.49045820226574055,0.7648849177317045,0.39312774542754875,-1,0.7862554908550975,0.731462468628793,0.39379420488250055,0.7875884097650011
IMMT,+++,0.05686124882085588,0.01270900697394555,0.9838363004179715,1,0.0254180139478911,0.024526579968058407,0.9418206707734429,0.049053159936116815
IMP3,++-,0.1339778792360548,0.3963894651746596,0.3807518413537776,-1,0.7615036827075552,0.4563655030800821,0.3856947296372348,0.7713894592744696
IMP4,++-,0.21931260022928792,0.20809371606722635,0.7250736313699058,1,0.4161874321344527,0.291181838923112,0.6295916039242528,0.582363677846224
IMPA1,+++,0.3757260061360524,0.277076245817674,0.9021288455467248,1,0.554152491635348,0.35877253023043576,0.7983686972393338,0.7175450604608715
IMPA2,+--,0.25099696652918185,0.516981962742715,0.39083199629698834,-1,0.7816639925939767,0.54865389002966,0.3921971252566735,0.784394250513347
IMPACT,+++,0.29015888104102866,0.2298624743232534,0.9025775525236703,1,0.4597249486465068,0.3119438740588638,0.7991672370522473,0.6238877481177276
IMPAD1,+++,0.1884119555373856,0.15405405147999682,0.9180237640092132,1,0.30810810295999363,0.23266027834816336,0.8193018480492813,0.4653205566963267
IMPDH1,++-,0.06183396320843271,0.16243745096364362,0.28235668381119705,1,0.32487490192728724,0.2419005247547342,0.31080310289755875,0.4838010495094684
IMPDH2,+-+,0.528187145587077,0.4763914225525071,0.7602483685912819,1,0.9527828451050142,0.5171686059776409,0.6589094227697924,1
IMPG1,-++,0.36182570881248577,0.4966220285294364,0.5476252070728865,1,0.9932440570588728,0.5327401323294547,0.5017111567419575,1
IMPG2,+--,0.18951501980188618,0.9373233588305235,0.09766989213504493,-1,0.19533978427008986,0.8856376910791696,0.15189368012776636,0.3037873602555327
INA,+++,0.32230237073952467,0.12330516880499372,0.972904872051492,1,0.24661033760998743,0.19444444444444445,0.9141569701117955,0.3888888888888889
INAFM1,---,0.06318657383745939,0.958889137166573,0.06038507646452275,-1,0.1207701529290455,0.9125028519279033,0.11031257129819758,0.22062514259639515
INCA1,++-,0.16740334380925562,0.2481014267742761,0.8157027984852592,1,0.4962028535485522,0.33099475245265797,0.7067077344284737,0.6619895049053159
INCENP,++-,0.3859709704361363,0.4573941649490269,0.7106071441635659,1,0.9147883298980538,0.5032511978097194,0.6196668948208989,1
INF2,---,0.015198328009397919,0.9918668596877528,0.005929805521476197,-1,0.011859611042952394,0.9667465206479581,0.025039926990645677,0.050079853981291354
ING1,+-+,0.5023384780473713,0.4444644771015816,0.7949229720182664,1,0.8889289542031632,0.493896874287018,0.6864590463153092,0.987793748574036
ING2,---,0.2329228008478589,0.953753782298434,0.14302029607397929,-1,0.28604059214795857,0.9046885694729637,0.19393109742185718,0.38786219484371437
ING3,+-+,0.13231071115459642,0.21223141098170292,0.7876833226051867,1,0.42446282196340585,0.2945471138489619,0.6798996121378051,0.5890942276979237
ING4,+-+,0.36677418659635996,0.47674152579925494,0.6254517430512792,1,0.9534830515985099,0.5172256445357062,0.5553844398813598,1
ING5,---,0.13105746639818003,0.9646923513267216,0.0946983345233685,-1,0.189396669046737,0.9202030572667123,0.14955509924709104,0.2991101984941821
INHA,+++,5.09914685922281e-4,6.584279619294978e-5,0.9997771860723071,1,1.3168559238589957e-4,3.992699064567648e-4,0.9985169974903034,7.985398129135296e-4
INHBA,-+-,0.10865128341596123,0.8921498024079629,0.14229553149094734,-1,0.2845910629818947,0.8410335386721424,0.19313255760894366,0.3862651152178873
INHBB,--+,0.08202281068031196,0.6357843844642959,0.17757102001778122,-1,0.35514204003556243,0.6386036960985626,0.22650011407711612,0.45300022815423224
INHBC,+-+,0.03391644659142674,0.014029920117095956,0.7791195183766713,1,0.02805984023419191,0.026579968058407483,0.6730549851699749,0.053159936116814965
INHBE,++-,0.3776629010776887,0.4535748822111297,0.638017310842837,1,0.9071497644222594,0.5003992699064568,0.5638261464750172,1
INIP,+++,0.24520411331232597,0.23324227751011367,0.902730742238183,1,0.46648455502022734,0.31587953456536616,0.7992813141683778,0.6317590691307323
INMT,-+-,0.4085325885800182,0.8532682298939418,0.33645274704029027,-1,0.6729054940805805,0.8060689025781428,0.35295459730778006,0.7059091946155601
INO80,-++,0.3818706397381954,0.37360118831007505,0.787893272669948,1,0.7472023766201501,0.439824321241159,0.6801277663700661,0.879648642482318
INO80B,++-,0.03287783448272933,0.23045194907317135,0.1782396767589556,-1,0.3564793535179112,0.31291352954597307,0.22729865389002965,0.4545973077800593
INO80C,---,0.23857989053922493,0.9294302990114707,0.19631134743369447,-1,0.39262269486738893,0.8774811772758385,0.24235683321925622,0.48471366643851244
INO80D,-++,0.0615122005300257,0.1353341993585074,0.8241015081349162,1,0.2706683987170148,0.21109970339949807,0.7140086698608259,0.42219940679899615
INO80E,---,0.2036240076379731,0.9940357865670608,0.041491334884550146,-1,0.08298266976910029,0.973305954825462,0.08521560574948665,0.1704312114989733
INPP1,--+,0.13372742419902206,0.7518657526238599,0.18922932441479273,-1,0.37845864882958546,0.7227355692448095,0.23591147615788272,0.47182295231576543
INPP4A,-++,0.35528845354475885,0.2558112964130915,0.8704500771459145,1,0.511622592826183,0.3383527264430755,0.7620351357517682,0.676705452886151
INPP4B,-++,0.4341691170135221,0.5675568675705673,0.5809275256606268,1,1.1351137351411347,0.588238649326945,0.5240702715035364,1
INPP5A,+++,0.05579937675423593,0.058827082691502955,0.963230533960866,1,0.11765416538300591,0.10318275154004107,0.8931097421857176,0.20636550308008214
INPP5B,---,0.14958485994965415,0.9927677765882068,0.03987434198751481,-1,0.07974868397502961,0.9693702943189596,0.08304814054300708,0.16609628108601415
INPP5E,---,0.17488980639599727,0.8740150983534902,0.2212850903202942,-1,0.4425701806405884,0.8251197809719371,0.26317590691307324,0.5263518138261465
INPP5F,-++,0.25019366298752477,0.2187891965378461,0.8955559330319213,1,0.4375783930756922,0.3008213552361396,0.79072553045859,0.6016427104722792
INPP5J,+++,0.2323188672413178,0.11759897080004039,0.9531965631624648,1,0.23519794160008078,0.1875998174766142,0.8747433264887063,0.3751996349532284
INPP5K,++-,0.07624295078356592,0.12894534225931628,0.8576510551762623,1,0.25789068451863256,0.20174537987679672,0.7477754962354551,0.40349075975359344
INPPL1,+-+,0.11721850622052431,0.2594378991710883,0.5405701990098805,1,0.5188757983421766,0.3417180013689254,0.4971480720967374,0.6834360027378508
INS,---,0.08323850385921734,0.9628694018295738,0.07574764570189732,-1,0.15149529140379464,0.9177503992699064,0.128964179785535,0.25792835957107
INS-IGF2,---,2.458261293222708e-4,0.9987040399142837,1.020085188656103e-5,-1,2.040170377312206e-5,0.9897900981063199,1.1407711613050422e-4,2.2815423226100844e-4
INSC,--+,0.8025866138859579,0.6571828188181198,0.6340166232525329,-1,1.2680332465050659,0.6551448779374858,0.5612594113620808,1
INSIG1,+++,0.02466879848377657,0.014862820010740779,0.9717858400755177,1,0.029725640021481557,0.028633356148756558,0.9117043121149897,0.057266712297513116
INSIG2,+++,0.03607758321363988,0.017277811123036297,0.9892533721979406,1,0.034555622246072594,0.033139402235911476,0.9584188911704312,0.06627880447182295
INSL3,+--,0.14643111861409014,0.8523887882877921,0.21333852276695184,-1,0.4266770455339037,0.8050422085329683,0.25701574264202603,0.5140314852840521
INSL4,---,0.34874674570543945,0.9754054619954764,0.11934244639189226,-1,0.23868489278378452,0.9356034679443304,0.17311202372804016,0.3462240474560803
INSL5,++-,0.5963940638631842,0.6201507673741034,0.6024662681351628,-1,1.2049325362703256,0.6274811772758385,0.5394136436230892,1
INSL6,-++,0.5735110250115774,0.5081907673190498,0.7057034550338317,1,1.0163815346380995,0.5424366872005476,0.6153890029660051,1
INSM1,-+-,0.04419067589922543,0.7873062765314564,0.01584351644751,-1,0.03168703289502,0.7499429614419347,0.04603011635865845,0.0920602327173169
INSM2,-+-,0.3192897844973909,0.706922043953746,0.40865706736906193,-1,0.8173141347381239,0.6903947068218116,0.40417522245037646,0.8083504449007529
INSR,--+,0.1102809940187455,0.6329537681044829,0.2046565561011072,-1,0.4093131122022144,0.6364932694501483,0.24903034451289072,0.49806068902578143
INSRR,-++,0.4518960235708107,0.7391845007985314,0.4800997837444597,-1,0.9601995674889194,0.7138375541866302,0.4555669632671686,0.9111339265343372
INTS1,++-,0.2559289246951001,0.43346366236262424,0.5079733403839723,1,0.8669273247252485,0.48494182067077346,0.4751311886835501,0.9502623773671002
INTS10,+++,0.06141201444127602,0.020164394634620206,0.9933365504285689,1,0.04032878926924041,0.0378736025553274,0.9715947980835045,0.0757472051106548
INTS12,--+,0.25138325791820054,0.41327639297438584,0.6527889870386407,1,0.8265527859487717,0.4685717545060461,0.5748345881816108,0.9371435090120922
INTS2,-++,0.12314286920575003,0.23796421682690286,0.48289362689447074,1,0.4759284336538057,0.32124115902349987,0.45767738991558293,0.6424823180469997
INTS3,+-+,0.6762681542818458,0.6052025826735135,0.6504734247303633,1,1.210405165347027,0.6169290440337668,0.5729523157654575,1
INTS4,--+,0.09248315648537193,0.20594177970295988,0.7520362131672581,1,0.41188355940591975,0.28924252794889344,0.6529203741729409,0.5784850558977869
INTS5,+++,0.2603550308021397,0.07484741973346315,0.9865813077328325,1,0.1496948394669263,0.12788044718229524,0.9494067989961213,0.2557608943645905
INTS6,---,0.19573162561954655,0.9015941758181162,0.20549051792336367,-1,0.41098103584672735,0.84947524526579965,0.24982888432580425,0.4996577686516085
INTS7,-++,0.12921854800157306,0.24960594385412924,0.6030119080661146,1,0.4992118877082585,0.33276294775268084,0.539812913529546,0.6655258955053617
INTS8,--+,0.26059787922570005,0.8962719186046465,0.21743457116828654,-1,0.4348691423365731,0.8450832762947753,0.2596395163130276,0.5192790326260552
INTS9,+-+,0.05206703219999376,0.03515974743320345,0.9225863385565191,1,0.0703194948664069,0.06525211042664841,0.8259753593429158,0.13050422085329683
INTU,+-+,0.5290462102351101,0.47589506657677855,0.7332161492752776,1,0.9517901331535571,0.5168263746292494,0.6356376910791696,1
INVS,--+,0.3923873684775508,0.6036987927354532,0.4555101991492214,-1,0.9110203982984428,0.6155601186402008,0.43811316449920146,0.8762263289984029
IP6K1,+++,0.011761064052599813,0.002883530047429527,0.9972664063808527,1,0.005767060094859054,0.00730093543235227,0.986196668948209,0.01460187086470454
IP6K2,+++,0.49680307549914293,0.26356566611432736,0.9210980773966526,1,0.5271313322286547,0.34582477754962354,0.8239219712525667,0.6916495550992471
IP6K3,--+,0.10505791613568985,0.46440457835558885,0.08352049517070038,-1,0.16704099034140077,0.5086698608259184,0.1374629249372576,0.2749258498745152
IPCEF1,+++,0.2394463530182476,0.1516325822511475,0.9490530763448186,1,0.303265164502295,0.22969427332877024,0.8669290440337668,0.4593885466575405
IPMK,+++,0.01286750374051021,0.004772663823287371,0.9966430063805909,1,0.009545327646574743,0.01055213324207164,0.9837440109514032,0.02110426648414328
IPO11,-++,0.09705943318429093,0.1820058446995767,0.8109551607025077,1,0.3640116893991534,0.26351813826146475,0.7023157654574492,0.5270362765229295
IPO13,--+,0.15486229088401413,0.3536990863461558,0.36589944388807133,1,0.7073981726923116,0.4240246406570842,0.3756559434177504,0.7513118868355008
IPO4,+++,0.0079203804821609,0.0056178224795872325,0.9933928108202355,1,0.011235644959174465,0.01186402007757244,0.971708875199635,0.02372804015514488
IPO5,-++,0.31323061952863257,0.31608272945448357,0.82663538901216,1,0.6321654589089671,0.3939653205566963,0.716974674880219,0.7879306411133926
IPO7,-++,0.16015720647625928,0.19869871739852543,0.8627520736548617,1,0.39739743479705086,0.28114305270362766,0.7542208532968286,0.5622861054072553
IPO8,+++,0.27191381530703335,0.1514307760598447,0.9511341218115481,1,0.3028615521196894,0.22958019621263975,0.8706935888660735,0.4591603924252795
IPO9,+++,0.1340969749202689,0.06367498631700003,0.9807292187489929,1,0.12734997263400005,0.11088295687885011,0.9336071184120466,0.22176591375770022
IPP,-++,0.2984164226144355,0.4213141171036205,0.5905956973648964,1,0.842628234207241,0.4750171115674196,0.5310860141455624,0.9500342231348392
IPPK,+++,0.09153210990293405,0.09479367707416958,0.9518905117271208,1,0.18958735414833916,0.15525895505361625,0.8718343600273785,0.3105179101072325
IQCA1,+-+,0.08693822648565562,0.2390503933203049,0.33760676245319354,1,0.4781007866406098,0.3224389687428702,0.35369609856262835,0.6448779374857404
IQCA1L,---,0.06873899544268106,0.974503756630207,0.05442457189579701,-1,0.10884914379159402,0.9340063883185034,0.10272644307551905,0.2054528861510381
IQCB1,+++,0.00916980566453753,0.01665227529769327,0.9523650392562266,1,0.03330455059538654,0.03199863107460643,0.8730892083048141,0.06399726214921286
IQCC,+--,0.14163127646581777,0.7592935381371103,0.22842870188744843,-1,0.45685740377489686,0.7274127310061602,0.2690508783937942,0.5381017567875884
IQCD,++-,0.7208083034477959,0.5365018207564654,0.7490964175163817,1,1.0730036415129307,0.5634839151266255,0.6504106776180698,1
IQCE,++-,0.08653168911658653,0.6905612510728187,0.22100423342866252,-1,0.44200846685732503,0.6797284964636094,0.262890714122747,0.525781428245494
IQCF1,-+-,0.07946856801923342,0.6881745365608498,0.10794319009781803,-1,0.21588638019563605,0.6778462240474561,0.162217659137577,0.324435318275154
IQCF2,+-+,0.5944378828907411,0.4840569434249528,0.7776375713886905,1,0.9681138868499056,0.5228724617841661,0.6720282911248003,1
IQCF3,-+-,0.23582679618303756,0.8531427338720112,0.2719039149119788,-1,0.5438078298239576,0.8057266712297513,0.3031028975587497,0.6062057951174994
IQCF5,+++,0.4469207322741301,0.31008115106523193,0.870885759923127,1,0.6201623021304639,0.38837554186630163,0.7625484827743555,0.7767510837326033
IQCF6,++-,0.3202413377422095,0.3950220513488415,0.7638364893784582,1,0.790044102697683,0.4552817704768423,0.6613620807665982,0.9105635409536846
IQCG,-+-,0.3299789313460589,0.8746188105150229,0.23646693087807166,-1,0.4729338617561433,0.8256331279945243,0.27623773671001595,0.5524754734200319
IQCH,+-+,0.6447497597889729,0.5568441226661741,0.7159958588098263,1,1.1136882453323482,0.5803673283139402,0.6236595938854665,1
IQCJ,---,0.07209292136317715,0.996507870580789,0.018838281363774977,-1,0.037676562727549955,0.9812913529545974,0.051106548026465894,0.10221309605293179
IQCJ-SCHIP1,-+-,0.07184525652576165,0.2874648287954582,0.2831238430195324,-1,0.5662476860390648,0.3679557380789414,0.3117157198266028,0.6234314396532056
IQCK,-+-,0.2632668074183274,0.8693993668516349,0.22911890448755706,-1,0.4582378089751141,0.8202715035363906,0.26973534109057723,0.5394706821811545
IQGAP1,---,0.015722679427247713,0.9977118640691682,0.00458456820764836,-1,0.00916913641529672,0.9854551676933607,0.020990189368012776,0.04198037873602555
IQGAP2,---,0.3120165317596826,0.9788500378301391,0.10477588113046211,-1,0.20955176226092423,0.9414214008669861,0.15930869267624914,0.3186173853524983
IQGAP3,++-,0.08523775808319646,0.13352688352083553,0.6123677788238355,1,0.26705376704167105,0.20836185261236595,0.5460301163586585,0.4167237052247319
IQSEC1,+++,0.15630325867603628,0.09682437623797256,0.9571141409384263,1,0.19364875247594512,0.15833903718913986,0.8810746064339493,0.3166780743782797
IQSEC3,++-,0.1494394308605763,0.10551467733389674,0.8852367517992517,1,0.2110293546677935,0.1706593657312343,0.7790326260552133,0.3413187314624686
IQUB,-++,0.18843886235973872,0.23170429373668286,0.7015651699209682,1,0.4634085874733657,0.3141683778234086,0.6117955738078942,0.6283367556468172
IRAK1BP1,--+,0.30599253673697524,0.6915891337073424,0.4108159791015977,-1,0.8216319582031953,0.6804699977184577,0.4057723020762035,0.811544604152407
IRAK2,--+,0.05544469806494201,0.22375353277173857,0.3066303670693029,1,0.44750706554347713,0.3061829796942733,0.3290554414784394,0.6123659593885467
IRAK3,-++,0.3656243248094658,0.3351036270059787,0.8428508535259545,1,0.6702072540119574,0.40896646132785763,0.7319187770933151,0.8179329226557153
IRAK4,--+,0.29675396125094355,0.4250715800745975,0.6830907792718619,1,0.850143160149195,0.47804015514487797,0.5970225872689938,0.9560803102897559
IREB2,-++,0.12253168853280037,0.24482207896580627,0.6549642041531076,1,0.48964415793161253,0.3278576317590691,0.5763175906913073,0.6557152635181382
IRF1,+-+,0.7558238997395532,0.6600987341794353,0.6287764008791557,-1,1.2575528017583113,0.6573693817020305,0.5576659822039699,1
IRF2,--+,0.30529478165831464,0.9054484688697597,0.19887066815582347,-1,0.39774133631164693,0.8530686744239105,0.2445242984257358,0.4890485968514716
IRF2BP1,++-,0.10550340231580403,0.5197333127650119,0.287872697372303,-1,0.575745394744606,0.5507072781200091,0.31519507186858314,0.6303901437371663
IRF2BP2,---,0.16974980812076507,0.9309909043959127,0.16277057135802261,-1,0.32554114271604523,0.8788501026694046,0.21275382158339037,0.42550764316678075
IRF2BPL,-+-,0.24112880509296167,0.6125531744722331,0.25240389257491236,-1,0.5048077851498247,0.6220054757015743,0.28815879534565364,0.5763175906913073
IRF3,---,0.08153860736320045,0.9652749187415905,0.07330043740938699,-1,0.14660087481877399,0.9208304814054301,0.1256559434177504,0.2513118868355008
IRF4,+++,0.3038533307662622,0.22675133687018262,0.9080764017396885,1,0.45350267374036524,0.3092060232717317,0.8068104038329911,0.6184120465434634
IRF5,-+-,0.22151885190048265,0.8641664465670238,0.18255017201138804,-1,0.3651003440227761,0.8156513803331051,0.23026465890942277,0.46052931781884554
IRF6,-+-,0.006214324107758416,0.883563528839256,0.00513777529816313,-1,0.01027555059632626,0.8337326032397901,0.022986538900296602,0.045973077800593204
IRF7,+++,0.6633818418790993,0.40604024732905813,0.8462465822780408,1,0.8120804946581163,0.4630960529317819,0.735512206251426,0.9261921058635638
IRF8,-++,0.09281886251995805,0.7745145873493776,0.19923401077694622,-1,0.39846802155389244,0.7399041752224503,0.2446383755418663,0.4892767510837326
IRF9,+-+,0.19949562310980018,0.3125176272196348,0.6414242273181993,1,0.6250352544392695,0.3905430070727812,0.5660506502395619,0.7810860141455624
IRGC,--+,0.15829636323487972,0.573459945207556,0.11864674157640022,-1,0.23729348315280044,0.5928587725302304,0.17237052247319187,0.34474104494638375
IRGM,+-+,0.12003077839475279,0.2522396899716524,0.3608312178041288,1,0.5044793799433048,0.3353867214236824,0.371720282911248,0.6707734428473648
IRGQ,+++,0.38337607069583296,0.30646182988320764,0.8810108756968181,1,0.6129236597664153,0.3851813826146475,0.7739561943874059,0.770362765229295
IRS1,-++,0.27054393446899244,0.5111729402278424,0.4638684797684801,-1,0.9277369595369602,0.5447182295231576,0.4455281770476842,0.8910563540953684
IRS2,-+-,0.30153000634645105,0.5227419001894251,0.45162044088903364,-1,0.9032408817780673,0.5532740132329454,0.4352041980378736,0.8704083960757472
IRX1,---,0.06596423261589622,0.9637220597824645,0.06695786596816845,-1,0.1339157319363369,0.9186059776408853,0.11881131644992014,0.23762263289984029
IRX2,---,0.03997793982428989,0.984637347017678,0.024570549525354427,-1,0.049141099050708854,0.9510038786219485,0.059776408852384215,0.11955281770476843
IRX3,---,0.01370903101942076,0.9975546256262672,0.003579550570637397,-1,0.007159101141274794,0.98505589778690394,0.017853068674423912,0.035706137348847825
IRX4,---,0.13626229557559746,0.9511788379212855,0.08844402677899414,-1,0.17688805355798828,0.9015514487793749,0.14265343372119552,0.28530686744239103
IRX5,-+-,0.017285040460680905,0.8489957892978769,0.0038643369770409945,-1,0.007728673954081989,0.8015058179329226,0.01865160848733744,0.03730321697467488
IRX6,++-,0.0814032795815989,0.1509581560210579,0.8322553097718607,1,0.3019163120421158,0.22918092630618297,0.7216518366415697,0.45836185261236595
ISCA1,+++,0.3355402646361568,0.22033997535829272,0.9204277077959592,1,0.44067995071658544,0.3024184348619667,0.823066392881588,0.6048368697239334
ISCA2,+--,0.3566598050536596,0.7254960446971902,0.4367156420049718,-1,0.8734312840099436,0.7036846908510153,0.4238535249828884,0.8477070499657768
ISCU,++-,0.07152455906128596,0.4650061695840228,0.24372830903625511,-1,0.48745661807251023,0.5091832078485056,0.2814282454939539,0.5628564909879078
ISG15,---,0.00197878300514643,0.9997696517030912,2.783044577805791e-4,-1,5.566089155611582e-4,0.9966917636322153,0.0027378507871321013,0.0054757015742642025
ISG20,--+,0.34562428052244,0.6169465358043196,0.3509493479165085,-1,0.701898695833017,0.6253707506274241,0.36413415468856947,0.7282683093771389
