gene_symbol,AnCg_nAcc_DLPFC_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
BICDL1,+--,0.39294088131099997,0.4854335057468945,0.6867354313208776,1,0.970867011493789,0.5242984257357974,0.6000456308464522,1
BICDL2,-+-,0.041256770770739505,0.8148808335692,0.10337843491211347,-1,0.20675686982422695,0.7727013461099703,0.15765457449235684,0.3153091489847137
BID,+++,0.09929308650405218,0.030152151173725907,0.9936545741382776,1,0.060304302347451814,0.05595482546201232,0.9727926078028748,0.11190965092402463
BIK,+++,0.012378669891221963,0.0026507227844447105,0.9805323071183187,1,0.005301445568889421,0.006730549851699749,0.9326374629249372,0.013461099703399497
BIN1,---,0.018359953986593232,0.9969887274717277,0.006547753188785554,-1,0.013095506377571108,0.9834017796030117,0.026808122290668493,0.053616244581336986
BIN2,-+-,0.01378805404697936,0.9328142413956143,0.007050392660697525,-1,0.01410078532139505,0.8811886835500798,0.02754962354551677,0.05509924709103354
BIN3,+--,0.13248852495357807,0.34151560017326926,0.33302396911897264,-1,0.6660479382379453,0.41427104722792607,0.3503878621948437,0.7007757243896874
BIRC2,-++,0.06380320596498087,0.11193658511148454,0.7047985415107516,1,0.22387317022296907,0.1797284964636094,0.6141911932466347,0.3594569929272188
BIRC3,-++,0.3815487903044013,0.35840013330436005,0.7464663207093111,1,0.7168002666087201,0.42813141683778233,0.6469883641341547,0.8562628336755647
BIRC5,+--,0.050811262473570214,0.7116789774899228,0.14260622685865956,-1,0.2852124537173191,0.6939881359799225,0.1934177503992699,0.3868355007985398
BIRC6,--+,0.0753161050898569,0.3033899226139915,0.1989642943447788,-1,0.3979285886895576,0.38261464750171115,0.24458133698380105,0.4891626739676021
BIRC7,+-+,0.1648418354380351,0.2322469148347523,0.4899403995206865,1,0.4644938296695046,0.3147958019621264,0.4623545516769336,0.6295916039242528
BIRC8,+++,0.33079566134455773,0.16986193389827486,0.9514163105938758,1,0.33972386779654973,0.24994296144193476,0.8712069358886607,0.4998859228838695
BIVM,+--,0.6894502636316183,0.6247065876360965,0.6471312325689091,1,1.249413175272193,0.6299908738307095,0.5699863107460643,1
BIVM-ERCC5,--+,0.23210826940878637,0.6575574595893925,0.2283078632145159,-1,0.4566157264290318,0.6555441478439425,0.26899383983572894,0.5379876796714579
BLCAP,++-,0.2886241750448788,0.22530424222318418,0.8277154893991623,1,0.45060848444636836,0.3076659822039699,0.7182865617157198,0.6153319644079398
BLK,+--,0.048231181594633486,0.3594780915654261,0.1477364561529857,-1,0.2954729123059714,0.4288729180926306,0.19826602783481634,0.3965320556696327
BLM,-+-,0.18857003915411405,0.7726622007822457,0.25869456989025924,-1,0.5173891397805185,0.7385352498288843,0.2932922655715264,0.5865845311430528
BLMH,+++,0.4146913079129418,0.22355050171126284,0.9346223015094146,1,0.4471010034225257,0.3059548254620123,0.8448551220625142,0.6119096509240246
BLNK,---,0.040770202555137705,0.9827668929388289,0.021120417222428044,-1,0.04224083444485609,0.9480949121606206,0.05430070727812001,0.10860141455624002
BLOC1S1,---,0.04360846328515152,0.975461293472946,0.0287907437538956,-1,0.0575814875077912,0.9357175450604609,0.06707734428473648,0.13415468856947296
BLOC1S2,+++,0.5661551143958665,0.4236642182106047,0.8274974647714723,1,0.8473284364212094,0.4768993839835729,0.7180013689253936,0.9537987679671458
BLOC1S3,++-,0.45768428185523863,0.5590545328898457,0.5763559539625064,1,1.1181090657796915,0.5818503308236368,0.5204768423454255,1
BLOC1S4,---,0.39108075343839127,0.8668755388004306,0.31592461741937067,-1,0.6318492348387413,0.8177618069815195,0.3363563769107917,0.6727127538215834
BLOC1S5,--+,0.18980927421039853,0.3208270821180639,0.7344504182218867,1,0.6416541642361278,0.3978439425051335,0.6366643851243441,0.795687885010267
BLOC1S6,+-+,0.14928728472324831,0.18701816399894297,0.8821751343602823,1,0.37403632799788594,0.2684804928131417,0.7754962354551677,0.5369609856262834
