gene_symbol,nAcc.F_nAcc.M,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
FCRL3,-+,0.4794844579488182,0.7950198645372897,0.3379222250568688,-1,0.6758444501137376,0.7511978097193703,0.34046315309148983,0.6809263061829797
FCRL4,++,0.3147082937674489,0.39040753618276264,0.4515283946763787,1,0.7808150723655253,0.40177960301163584,0.4329226557152635,0.8035592060232717
FCRL5,++,0.29699698784579076,0.7788672565977992,0.2727418811148528,-1,0.5454837622297056,0.7345425507643166,0.28410905772302075,0.5682181154460415
FCRL6,+-,0.4034857557178504,0.2723014642415703,0.8443817173344752,1,0.5446029284831406,0.3048710928587725,0.7659707962582706,0.609742185717545
FCRLA,+-,0.19099009431408928,0.17019716944181687,0.8609450236163825,1,0.34039433888363374,0.2117841660962811,0.782112708190737,0.4235683321925622
FCRLB,++,0.5771482433551044,0.5214477705255399,0.5516470522306612,1,1.0428955410510798,0.5088980150581793,0.5140885238421172,1
FDCSP,+-,0.2493445834949631,0.14921385358912886,0.9238717236291181,1,0.29842770717825773,0.19028062970568105,0.863791923340178,0.3805612594113621
FDFT1,+-,0.8155481055987098,0.46933850999499604,0.7141463907719541,1,0.9386770199899921,0.4648642482318047,0.6441934747889574,0.9297284964636094
FDPS,++,0.14957642440710897,0.7664427350957455,0.17660329253404722,-1,0.35320658506809444,0.7225644535706137,0.19273328770248688,0.38546657540497375
FDX1,+-,0.851384365771932,0.5088052946771451,0.6792452806228477,1,1.0176105893542902,0.4978325347935204,0.6140200775724389,0.9956650695870408
FDX2,-+,0.039298766766152446,0.8599554214874257,0.052473197975500215,-1,0.10494639595100043,0.8211841204654347,0.05966233173625371,0.11932466347250742
FDXACB1,--,0.42069185459410713,0.48424407299144856,0.4588310192515964,-1,0.9176620385031928,0.47672826830937715,0.43851243440565824,0.8770248688113165
FDXR,-+,0.1669260091812372,0.9402118571363629,0.10603053062159135,-1,0.2120610612431827,0.9177503992699064,0.11841204654346338,0.23682409308692676
FECH,--,0.21565044543963233,0.2580478055141211,0.6696024699921345,1,0.5160956110282422,0.2914670317134383,0.6047798311658681,0.5829340634268766
FEM1A,++,0.4398526615506,0.41053474787410327,0.6514239585524502,1,0.8210694957482065,0.41655258955053615,0.5906342687656856,0.8331051791010723
FEM1B,+-,0.04338736765488892,0.022618642889170027,0.9838653556350615,1,0.045237285778340054,0.022245037645448322,0.9788386949577915,0.044490075290896644
FEM1C,--,0.052245539663481326,0.07103405165702048,0.829085958307778,1,0.14206810331404096,0.09930412959160392,0.7515970796258271,0.19860825918320785
FEN1,+-,0.3060871660960122,0.25872905400319884,0.8126511681027747,1,0.5174581080063977,0.2926648414328086,0.7345995893223819,0.5853296828656172
FER,--,0.6755080668913029,0.5648014879322097,0.5554740146553828,-1,1.1109480293107656,0.5451745379876797,0.5173967602099019,1
FER1L5,-+,0.1957094493361341,0.8401099878891105,0.18336418970123516,-1,0.36672837940247033,0.7996805840748346,0.19980606890257815,0.3996121378051563
FER1L6,++,0.3977772968235803,0.6542289539965567,0.3866601623383746,-1,0.7733203246767492,0.6204083960757472,0.3819872233629934,0.7639744467259868
FERD3L,++,0.16747910575019329,0.17511461083500704,0.8147114193614416,1,0.3502292216700141,0.21777321469313254,0.73642482318047,0.4355464293862651
FERMT1,+-,0.03737318526313838,0.023994816803282124,0.9764488803507604,1,0.04798963360656425,0.023899155829340633,0.9637805156285649,0.047798311658681265
FERMT2,--,0.4303510145075723,0.4095664798176771,0.6423639195847981,1,0.8191329596353542,0.4160392425279489,0.5834474104494638,0.8320784850558978
FERMT3,--,0.5792918013549795,0.6800307475260893,0.454675718690838,-1,0.909351437381676,0.642539356605065,0.4358316221765914,0.8716632443531828
FES,++,0.05789884924038401,0.5635840157065843,0.10666252094872718,-1,0.21332504189745435,0.5440337668263746,0.11909650924024641,0.23819301848049282
FETUB,-+,0.4343851528947186,0.8007648081335123,0.31925516264487236,-1,0.6385103252897447,0.757700205338809,0.32517681953000227,0.6503536390600045
FEV,+-,0.055940421875564084,0.06607018796518685,0.8771047217938702,1,0.1321403759303737,0.09166096281086014,0.8009354323522702,0.18332192562172028
FEZ1,-+,0.2586901430941437,0.8980021864144494,0.17708733758208997,-1,0.35417467516417994,0.8643052703627653,0.19324663472507414,0.3864932694501483
FEZ2,++,0.4242380788363237,0.7301464511421494,0.3628056969018066,-1,0.7256113938036132,0.6874287018024184,0.36133926534337213,0.7226785306867443
FEZF1,+-,0.794149095664005,0.4503900841631532,0.7301484100353968,1,0.9007801683263064,0.4480378736025553,0.6589664613278576,0.8960757472051106
FEZF2,-+,0.22884409078152146,0.8745962490683112,0.1822478501680037,-1,0.3644957003360074,0.8380104950946841,0.1986652977412731,0.3973305954825462
FFAR1,-+,0.053920403988575595,0.9728047414459375,0.033900126221982026,-1,0.06780025244396405,0.9637805156285649,0.035991330139174084,0.07198266027834817
FFAR2,-+,0.14687790760098596,0.9158498179298643,0.11494956872073013,-1,0.22989913744146026,0.8854665754049738,0.12856490987907826,0.2571298197581565
FFAR3,+-,0.48411701604095514,0.3251497131739843,0.8107082841349633,1,0.6502994263479686,0.34770704996577684,0.7328884325804244,0.6954140999315537
FFAR4,-+,0.1308405142817816,0.8868850698258948,0.12072652220993002,-1,0.24145304441986004,0.8519849418206707,0.1342117271275382,0.2684234542550764
FGA,+-,0.738619140301753,0.4672813468985326,0.7112642972702652,1,0.9345626937970652,0.46275382158339035,0.6417978553502167,0.9255076431667807
FGB,+-,0.2952819739005518,0.2596189871269262,0.8017846826934871,1,0.5192379742538524,0.29317818845539584,0.7237052247319188,0.5863563769107917
FGD2,++,0.02441481878507691,0.7244653710583979,0.04565116158691045,-1,0.0913023231738209,0.6826374629249372,0.05065023956194387,0.10130047912388775
FGD3,++,0.15402803351279493,0.6611310531068233,0.20569782242239115,-1,0.4113956448447823,0.6263974446725987,0.22250741501254848,0.44501483002509695
FGD4,+-,0.16443710711112075,0.16721037593842147,0.8298124353360908,1,0.33442075187684295,0.20927446954141,0.7521674652064796,0.41854893908282
FGD5,-+,0.016831379923404804,0.8714981853678812,0.025253151158255778,-1,0.050506302316511556,0.8342459502623774,0.025838466803559206,0.05167693360711841
FGD6,--,0.4016993147139625,0.567130344185356,0.4215050890427003,-1,0.8430101780854006,0.5471708875199635,0.40885238421172715,0.8177047684234543
FGF1,-+,0.4019237027026878,0.8981015847227793,0.2118634111929997,-1,0.4237268223859994,0.8644193474788957,0.22843942505133472,0.45687885010266943
FGF10,++,0.6886230699984213,0.4793131663308105,0.6882482955344811,1,0.958626332661621,0.4722222222222222,0.6215491672370522,0.9444444444444444
FGF11,--,0.47528662912396846,0.703542351283232,0.4004952142459089,-1,0.8009904284918178,0.6641569701117955,0.3921971252566735,0.784394250513347
FGF12,+-,0.17480752576681258,0.06292278714716526,0.976772930392399,1,0.12584557429433052,0.08635637691079169,0.9643509012092174,0.17271275382158338
FGF14,+-,0.1397681427650495,0.08064085546112344,0.9571933682679354,1,0.16128171092224688,0.11173853524982888,0.9240816792151494,0.22347707049965776
FGF17,-+,0.35654000934342117,0.9043208782388145,0.19684207340067328,-1,0.39368414680134656,0.8722336299338352,0.21372347707049966,0.4274469541409993
FGF18,++,0.385433736508323,0.5373320260647446,0.4204349586577101,-1,0.8408699173154202,0.5221309605293178,0.40754049737622633,0.8150809947524527
FGF19,+-,0.5248767068534537,0.3933526610980663,0.7426020055030141,1,0.7867053221961327,0.4038900296600502,0.668320784850559,0.8077800593201004
FGF2,+-,0.20223955372061825,0.15419201309312214,0.8974701663283784,1,0.3083840261862443,0.19621263974446726,0.8263746292493725,0.3924252794889345
FGF20,-+,0.16198687711616758,0.9102165860136398,0.12619640621973005,-1,0.2523928124394601,0.8786789869952087,0.1402007757243897,0.2804015514487794
FGF21,++,0.47630998524175394,0.4721048135475252,0.5477016373751742,1,0.9442096270950504,0.4672598676705453,0.5107232489162674,0.9345197353410906
FGF22,-+,0.07657633973973481,0.9369157993643588,0.06397683819116583,-1,0.12795367638233165,0.9137006616472736,0.07243896874287017,0.14487793748574035
FGF23,++,0.006464383969949198,0.8247445915424534,0.012596153523205969,-1,0.025192307046411937,0.7818845539584759,0.012491444216290212,0.024982888432580425
FGF3,++,0.3924488655998452,0.3645343824862355,0.6971617504489301,1,0.729068764972471,0.38113164499201463,0.629648642482318,0.7622632899840293
FGF4,-+,0.2764041376467421,0.8882186299201857,0.1919743339657124,-1,0.3839486679314248,0.8534679443303673,0.20881816107688797,0.41763632215377594
FGF5,-+,0.3861732382450248,0.9117644383007187,0.19071189127706414,-1,0.3814237825541283,0.8812457221081451,0.20773442847364817,0.41546885694729635
FGF6,-+,0.355792386333314,0.8147012315710856,0.27965381772408576,-1,0.5593076354481715,0.7711042664841433,0.2891854893908282,0.5783709787816564
FGF7,+-,0.07084899533164311,0.05751046908844891,0.9436408267572998,1,0.11502093817689782,0.07768651608487337,0.8998973305954825,0.15537303216974674
FGF8,-+,0.4925697086604707,0.7827129880398817,0.3520498328433883,-1,0.7040996656867766,0.7387063655030801,0.35192790326260553,0.7038558065252111
FGF9,+-,0.5633977998423065,0.4123695476984369,0.7329183571410719,1,0.8247390953968738,0.4183778234086242,0.6613620807665982,0.8367556468172485
FGFBP1,++,0.443432034121337,0.383440745275643,0.70895838299688,1,0.766881490551286,0.39658909422769795,0.6395163130276067,0.7931781884553959
FGFBP2,-+,0.5283958323338384,0.7798986988778238,0.3642043946134315,-1,0.728408789226863,0.735512206251426,0.3625941136208077,0.7251882272416154
FGFBP3,-+,0.22447079225265076,0.8563363400471735,0.1913339926636964,-1,0.3826679853273928,0.81787588409765,0.20836185261236595,0.4167237052247319
FGFR1,--,0.4524078257757468,0.6344120572425312,0.424638731362571,-1,0.849277462725142,0.6034679443303673,0.41204654346338127,0.8240930869267625
FGFR1OP,--,0.575528580750097,0.5504867324291821,0.521203855311835,-1,1.04240771062367,0.5337668263746292,0.48790782569016655,0.9758156513803331
FGFR1OP2,+-,0.20903532017494553,0.15578322541046563,0.89958356534655,1,0.31156645082093126,0.19792379648642483,0.8291124800365047,0.39584759297284966
FGFR2,--,0.12136716579696064,0.780519203054644,0.14840400378049667,-1,0.29680800756099335,0.736196668948209,0.16409993155373032,0.32819986310746063
FGFR3,--,0.10090772893991613,0.7503351433495967,0.1356047639078825,-1,0.271209527815765,0.7056810403832992,0.1501825233858088,0.3003650467716176
FGFR4,-+,0.020560944655399958,0.9989997381231132,0.003169588239527413,-1,0.006339176479054826,0.9989733059548255,0.0027948893451973534,0.005589778690394707
FGFRL1,--,0.7634136221800156,0.6577532566151221,0.5190736742071511,-1,1.0381473484143022,0.6233744010951403,0.48574036048368696,0.9714807209673739
FGG,+-,0.33154120845476054,0.21210757400256894,0.8856387646210735,1,0.4242151480051379,0.2521674652064796,0.8116586812685376,0.5043349304129592
FGGY,-+,0.14736992784254185,0.8393298347287546,0.15143090736991338,-1,0.30286181473982676,0.7987679671457906,0.16632443531827515,0.3326488706365503
FGL1,-+,0.752890660659622,0.7101185524091739,0.4700207336403255,-1,0.940041467280651,0.6696326716860598,0.44741044946383757,0.8948208989276751
FGL2,++,0.6642617945469955,0.5421275727283981,0.5823729965851283,1,1.0842551454567961,0.5261236595938855,0.5378736025553273,1
FGR,++,0.02369413068121254,0.8242895854624248,0.03782383686157727,-1,0.07564767372315453,0.7815423226100844,0.04095368469085101,0.08190736938170202
FH,+-,0.11850091218883634,0.06884102117312896,0.961782904774384,1,0.13768204234625792,0.0958818161076888,0.9335500798539813,0.1917636322153776
FHAD1,++,0.41241298213573574,0.4065930875095002,0.6257253680010649,1,0.8131861750190004,0.4137577002053388,0.5718115446041524,0.8275154004106776
FHDC1,+-,0.1404633572859821,0.04850636145782763,0.9824666493363047,1,0.09701272291565526,0.06262833675564682,0.9765001140771161,0.12525667351129363
FHIT,++,0.3752733614176791,0.7623955583561635,0.3216195095249498,-1,0.6432390190498996,0.7191991786447639,0.32740132329454713,0.6548026465890943
FHL2,++,0.013568568117333455,0.8257778739470121,0.023662704040443083,-1,0.047325408080886165,0.7835386721423683,0.024184348619666896,0.04836869723933379
FHL3,++,0.008148486492987207,0.7282323849079859,0.018074410269255898,-1,0.036148820538511796,0.6856605065023956,0.0189368012776637,0.0378736025553274
FHL5,-+,0.1486114107952489,0.8399723163793795,0.1520819384428649,-1,0.3041638768857298,0.7995094684006389,0.16706593657312344,0.33413187314624687
FHOD1,++,0.5231661990596659,0.5452155298779228,0.4979793219497777,-1,0.9959586438995554,0.5285763175906913,0.4697125256673511,0.9394250513347022
FHOD3,++,0.37463374315883835,0.3161129968912522,0.7711823562055464,1,0.6322259937825044,0.34046315309148983,0.6953000228154232,0.6809263061829797
FIBCD1,+-,0.3131296625271801,0.12867791681380625,0.9466801124300156,1,0.2573558336276125,0.16883413187314625,0.90497376226329,0.3376682637462925
FIBIN,+-,0.34173922100407184,0.19537751373044407,0.9032003199772667,1,0.39075502746088814,0.23602555327401323,0.8342459502623774,0.47205110654802646
FIBP,++,0.18810012643891938,0.7163780184431624,0.22263102762777873,-1,0.44526205525555745,0.675336527492585,0.2379648642482318,0.4759297284964636
FICD,--,0.4086725981093249,0.4444212774498979,0.50747803260347,1,0.8888425548997958,0.4433607118412047,0.47644307551905085,0.8867214236824094
FIG4,+-,0.05389012227710071,0.018927989111715993,0.9917016273626842,1,0.03785597822343199,0.016940451745379878,0.9921857175450605,0.033880903490759756
FIGLA,-+,0.7282343208665663,0.7241309821686345,0.4532469235939367,-1,0.9064938471878734,0.682352270134611,0.43451973534109056,0.8690394706821811
FIGN,--,0.2795437830823029,0.5105108284756741,0.3492824281314577,-1,0.6985648562629154,0.49948665297741274,0.3495322838238649,0.6990645676477298
FIGNL1,+-,0.009286944863492208,0.004875757967679295,0.9914064167031948,1,0.00975151593535859,0.0014259639516313028,0.9917864476386037,0.0028519279032626055
FIGNL2,--,0.4286798274393103,0.4402830564436248,0.5602286448512095,1,0.8805661128872496,0.44016655258955056,0.521047227926078,0.8803331051791011
FILIP1,+-,0.4568604752657479,0.23462016949721304,0.8857868598188468,1,0.4692403389944261,0.2715605749486653,0.8119438740588638,0.5431211498973306
FILIP1L,-+,0.27147860439166294,0.9537246011527398,0.11340791266301721,-1,0.22681582532603442,0.9365160848733745,0.1270819073693817,0.2541638147387634
FIP1L1,+-,0.06146240109634559,0.04204049525921047,0.9647553687174119,1,0.08408099051842094,0.05201916495550993,0.9387405886379192,0.10403832991101986
FIS1,-+,0.07094040842514472,0.9135094057069326,0.0689728379503905,-1,0.137945675900781,0.8832420716404289,0.07797170887519964,0.15594341775039927
FITM1,++,0.09735605656214649,0.4371467091647579,0.17174739998057484,-1,0.3434947999611497,0.4377138945927447,0.18765685603467944,0.3753137120693589
FITM2,--,0.37515038012261304,0.3744452772029427,0.6522561180358025,1,0.7488905544058854,0.3890029660050194,0.5917750399269907,0.7780059320100388
FIZ1,++,0.22220222015981214,0.7281979029375334,0.2455475923206986,-1,0.4910951846413972,0.6856034679443304,0.2593543235227013,0.5187086470454026
FJX1,++,0.677830287564035,0.4913845761299603,0.6693915635289783,1,0.9827691522599206,0.48323066392881586,0.6045516769336071,0.9664613278576317
FKBP10,-+,0.08586362250943819,0.98476480690703,0.03501469927928378,-1,0.07002939855856756,0.980321697467488,0.03736025553274013,0.07472051106548026
FKBP11,+-,0.2083113935311785,0.14207662500518156,0.9167554517505069,1,0.2841532500103631,0.18280857859913302,0.8537531371206936,0.36561715719826604
FKBP14,--,0.6085492449973856,0.485007016396903,0.6477607869504368,1,0.970014032793806,0.47746976956422543,0.5878393794204883,0.9549395391284509
FKBP15,+-,0.36731103966823875,0.23647045897381352,0.8711549052814156,1,0.47294091794762705,0.2733287702486881,0.7934063426876569,0.5466575404973762
FKBP1A,+-,0.039914245466808856,0.022999920960372462,0.980832090240574,1,0.045999841920744924,0.022815423226100844,0.9731918777093315,0.04563084645220169
FKBP1B,-+,0.4425448294831071,0.8558859384024393,0.2700610170348381,-1,0.5401220340696762,0.817419575633128,0.28154232261008444,0.5630846452201689
FKBP2,++,0.03209425271068175,0.5545404355959145,0.06702864084702947,-1,0.13405728169405895,0.5363335614875656,0.07597535934291581,0.15195071868583163
FKBP3,++,0.3276032860790671,0.6928272943349505,0.3295489663921302,-1,0.6590979327842604,0.6538900296600502,0.3333333333333333,0.6666666666666666
FKBP4,--,0.18813526839933395,0.2838104866055446,0.3927499235715681,1,0.5676209732110892,0.3141683778234086,0.3863221537759525,0.6283367556468172
FKBP5,+-,0.18865716779960148,0.16119764541686327,0.875164971126086,1,0.32239529083372653,0.2034565366187543,0.797969427332877,0.4069130732375086
FKBP6,+-,0.688581665463013,0.4441375895957382,0.728139979315501,1,0.8882751791914764,0.44313255760894366,0.656798996121378,0.8862651152178873
FKBP7,-+,0.2780602421748019,0.8773445244885404,0.20161070778760765,-1,0.4032214155752153,0.8410905772302076,0.21811544604152408,0.43623089208304816
FKBP8,++,0.16304187608554485,0.3601991989999432,0.26001071714394153,-1,0.52002143428788306,0.3769678302532512,0.2733287702486881,0.5466575404973762
FKBP9,-+,0.23787514068191076,0.9448040975724586,0.12175397178287142,-1,0.24350794356574285,0.9237394478667579,0.1354095368469085,0.270819073693817
FKRP,++,0.5322734857408522,0.4679449038367593,0.6237745681772623,1,0.9358898076735186,0.4633242071640429,0.5703855806525211,0.9266484143280858
FKTN,+-,0.05795090186303241,0.05440553587887144,0.9290736514133726,1,0.10881107175774288,0.0727812000912617,0.8721195528177048,0.1455624001825234
FLAD1,++,0.3129602817996628,0.6504032903356094,0.3359146391585116,-1,0.6718292783170232,0.6169860825918321,0.3388660734656628,0.6777321469313256
FLCN,--,0.07656745856970971,0.7172361847105437,0.11484789661704563,-1,0.22969579323409126,0.6764772986538901,0.12845083276294775,0.2569016655258955
FLG,-+,0.5352509723521273,0.7700019181106103,0.37455772969375545,-1,0.7491154593875109,0.7263289984029204,0.3716062057951175,0.743212411590235
FLG2,-+,0.3736430641413663,0.8673506756995576,0.24196967345589995,-1,0.4839393469117999,0.8296828656171572,0.256559434177504,0.513118868355008
FLI1,++,0.04934430229105256,0.8261801997381568,0.06831856160500499,-1,0.13663712321000998,0.7840520191649555,0.0772872461784166,0.1545744923568332
FLII,++,0.7616287628011801,0.5357859990084421,0.6361293802313747,1,1.0715719980168843,0.520590919461556,0.5795117499429614,1
FLNB,-+,0.6315418184804789,0.7693729746945424,0.39467028610137594,-1,0.7893405722027519,0.7255874971480721,0.3878051562856491,0.7756103125712982
FLNC,-+,0.5742859026115912,0.7986494597440299,0.35537599081892163,-1,0.7107519816378433,0.7549623545516769,0.3552931781884554,0.7105863563769108
FLOT1,++,0.1582730437130074,0.722194831517356,0.19577427290995666,-1,0.39154854581991333,0.6811544604152407,0.2124686287930641,0.4249372575861282
FLOT2,+-,0.22888446296999357,0.2068125201554578,0.8325736809536635,1,0.4136250403109156,0.24709103353867215,0.7545060460871549,0.4941820670773443
FLRT1,+-,0.7245654911652233,0.4641916035594671,0.7125986743515431,1,0.9283832071189342,0.459730778005932,0.6431667807437828,0.919461556011864
FLRT2,--,0.3590445488490649,0.4234020590255212,0.45604696937021916,1,0.8468041180510424,0.426705452886151,0.43657312343143967,0.853410905772302
FLRT3,--,0.06353337926745538,0.13008746058375875,0.3255173299716321,1,0.2601749211675175,0.17054528861510382,0.3304814054300707,0.34109057723020764
FLT1,-+,0.7124784336874745,0.7196879545470937,0.4557167666126789,-1,0.9114335332253578,0.6787588409765001,0.43645904631530913,0.8729180926306183
FLT3,--,0.43477134961314134,0.740213352675728,0.36146074541460255,-1,0.7229214908292051,0.6968971024412502,0.36048368697239336,0.7209673739447867
FLT3LG,-+,0.013222303165299577,0.9305753777593864,0.016129461675706704,-1,0.03225892335141341,0.9053159936116815,0.016826374629249373,0.033652749258498746
FLT4,++,0.11420273950826862,0.3322312658284596,0.20275291631370915,-1,0.4055058326274183,0.3532397900981063,0.21965548710928587,0.43931097421857174
FLVCR1,++,0.6905424267305016,0.5082848764318103,0.6505813881473461,1,1.0165697528636206,0.4974903034451289,0.5897216518366416,0.9949806068902578
FLVCR2,-+,0.12449572465717146,0.9711054412217749,0.06138393465293685,-1,0.1227678693058737,0.9609856262833676,0.06935888660734657,0.13871777321469314
FLYWCH1,++,0.395273019777982,0.3350615388582589,0.7552227164460626,1,0.6701230777165178,0.3563769107916952,0.6804129591603925,0.7127538215833904
FLYWCH2,++,0.08425151542493485,0.5361545135263643,0.14534868124616124,-1,0.2906973624923225,0.5209901893680128,0.16107688797627195,0.3221537759525439
FMN1,-+,0.4407266246984206,0.8836098310766051,0.23608928472673754,-1,0.4721785694534751,0.8481633584302989,0.2509696554871093,0.5019393109742186
FMN2,+-,0.5034442308338057,0.3742780117414192,0.7588965844106659,1,0.7485560234828385,0.3888318503308236,0.68440565822496,0.7776637006616473
FMNL1,++,0.43987028736173395,0.5227524986852902,0.45939808693908296,-1,0.9187961738781659,0.5104380561259412,0.438911704312115,0.87782340862423
FMNL2,--,0.682408473659218,0.5486446198120367,0.5820615323908526,1,1.0972892396240734,0.5323979009810632,0.5377024868811316,1
FMNL3,-+,0.2387410119181836,0.8886787769252384,0.17679261421279563,-1,0.35358522842559126,0.8540953684690851,0.1929614419347479,0.3859228838694958
FMO1,--,0.5455511213807491,0.42362534851282013,0.7095311119783281,1,0.8472506970256403,0.42704768423454254,0.640257814282455,0.8540953684690851
FMO2,+-,0.8102469580370306,0.4619777102466727,0.7204230955952123,1,0.9239554204933454,0.45762035135751766,0.6502395619438741,0.9152407027150353
FMO3,-+,0.04806730146030665,0.9894525676502688,0.019827965513581708,-1,0.039655931027163416,0.98642482318047,0.020704996577686516,0.04140999315537303
FMO4,--,0.7882941774037485,0.5958547721139336,0.5707263643917124,-1,1.1414527287834249,0.5716404289299567,0.5294318959616701,1
FMO5,--,0.20049257534224899,0.21839559373233514,0.76104003125136,1,0.43679118746467027,0.257243896874287,0.6864020077572439,0.514487793748574
FMOD,-+,0.26892117063577303,0.87085422088228015,0.2029080185050889,-1,0.4058160370101778,0.8334474104494638,0.21994067989961213,0.43988135979922427
FN1,-+,0.7205410424700132,0.7119526720904735,0.4642516697970905,-1,0.928503339594181,0.6708304814054301,0.44313255760894366,0.8862651152178873
FN3K,++,0.44710377413332514,0.6183830187015381,0.4287273880220227,-1,0.8574547760440454,0.590520191649555,0.4152977412731006,0.8305954825462012
FN3KRP,++,0.2521064769749375,0.4605952790728449,0.33573492015284784,-1,0.6714698403056957,0.45682181154460416,0.338694957791467,0.677389915582934
FNBP1,-+,0.20162798064290968,0.8891392527935595,0.15950834710600462,-1,0.31901669421200923,0.8548368697239334,0.17573579739904174,0.3514715947980835
FNBP1L,+-,0.20800098272260933,0.12223166816090061,0.9378504313958229,1,0.24446333632180123,0.16153319644079397,0.8893451973534109,0.32306639288158795
FNBP4,++,0.48970732762245706,0.7059402750571995,0.405067489793061,-1,0.810134979586122,0.6660962810860142,0.39556240018252337,0.7911248003650467
FNDC1,+-,0.7581223294464452,0.4957116749297015,0.6838247579249755,1,0.991423349859403,0.48659593885466573,0.6180698151950719,0.9731918777093315
FNDC3A,+-,0.010314997466413452,0.01572610785105019,0.889546766847582,1,0.03145221570210038,0.012491444216290212,0.8167921514944102,0.024982888432580425
FNDC3B,+-,0.3143259811977629,0.27368790979747115,0.794118842238126,1,0.5473758195949423,0.30612594113620806,0.716062057951175,0.6122518822724161
FNDC4,++,0.4548119441661945,0.5668945192727116,0.45309174979469574,-1,0.9061834995893915,0.5468856947296372,0.4342345425507643,0.8684690851015286
FNDC5,-+,0.4393907207368083,0.9080365074835302,0.1995207204148101,-1,0.3990414408296202,0.8757129819758156,0.216290212183436,0.432580424366872
FNDC7,++,0.646596923352355,0.461748280744769,0.6980437012826176,1,0.923496561489538,0.45756331279945245,0.6303901437371663,0.9151266255989049
FNDC8,+-,0.48546716589375394,0.24904624936913267,0.877103020156037,1,0.49809249873826533,0.2838238649326945,0.8008783937942049,0.567647729865389
FNDC9,+-,0.09307969421872893,0.04016218119793106,0.9820291467753307,1,0.08032436239586212,0.04893908281998631,0.9754163814738763,0.09787816563997262
FNIP1,+-,0.05931431480799432,0.07378417262594619,0.8548219249939006,1,0.14756834525189239,0.10284052019164955,0.7763518138261465,0.2056810403832991
FNIP2,--,0.5150529155049444,0.42685487605524103,0.6864920934942987,1,0.8537097521104821,0.4300136892539357,0.6202372804015515,0.8600273785078714
FNTA,-+,0.10593303860926721,0.8763053814909348,0.10763698346162447,-1,0.21527396692324893,0.839835728952772,0.12012320328542095,0.2402464065708419
FNTB,+-,0.42518425380145597,0.3306957357417743,0.7811416435235106,1,0.6613914714835486,0.35198494182067075,0.704083960757472,0.7039698836413415
FOCAD,+-,0.0791935674955389,0.052323378230176694,0.9620058139408749,1,0.10464675646035339,0.06833219256217203,0.934177503992699,0.13666438512434406
FOLH1,-+,0.12340478211635225,0.8593214009573324,0.1266089010554213,-1,0.2532178021108426,0.8206137348847821,0.1408852384211727,0.2817704768423454
FOLH1B,-+,0.1319115545694824,0.9754842787900144,0.05784101300636699,-1,0.11568202601273397,0.96720282911248,0.06599361168149669,0.13198722336299337
FOLR1,-+,0.820519115640121,0.711050945780605,0.4729586885945695,-1,0.945917377189139,0.6701460187086471,0.4498060689025781,0.8996121378051563
FOLR2,-+,0.13899275599568647,0.8887104039042388,0.12506081720730983,-1,0.25012163441461965,0.8541524070271503,0.13900296600501938,0.27800593201003876
FOLR3,++,0.40012875137282794,0.44450059875044423,0.48703042292954246,1,0.8890011975008885,0.4434177503992699,0.46047227926078027,0.8868355007985398
FOPNL,+-,0.49307569157366793,0.3091222546923145,0.8288655045764779,1,0.618244509384629,0.33453114305270365,0.7513118868355008,0.6690622861054073
FOS,+-,0.21606595778044568,0.08284699325057768,0.968157770014338,1,0.16569398650115535,0.114704540269222,0.9464978325347935,0.229409080538444
FOSB,+-,0.1662598243210041,0.09517948492874809,0.951392383448473,1,0.19035896985749617,0.1309034907597536,0.9141569701117955,0.2618069815195072
FOSL1,+-,0.3790566085533108,0.31549318155659234,0.7754554369034854,1,0.6309863631131847,0.3398927675108373,0.6995779146703172,0.6797855350216746
FOSL2,+-,0.18900615060036624,0.16298486851690244,0.8723005166195903,1,0.3259697370338049,0.2052247319187771,0.7949463837554187,0.4104494638375542
FOXA1,-+,0.36776984684202485,0.8396193634412932,0.2652514884522339,-1,0.5305029769044678,0.7990531599361168,0.27732146931325574,0.5546429386265115
FOXA2,-+,0.13446712247101214,0.917686100877979,0.10728785649022557,-1,0.21457571298045114,0.8883755418663016,0.11983801049509468,0.23967602099018936
FOXA3,++,0.09679651696549774,0.7704680141655365,0.12752030922589824,-1,0.2550406184517965,0.7268993839835729,0.14151266255989048,0.28302532511978096
FOXB1,++,0.05449737236469177,0.39519935263511474,0.11204582106512356,-1,0.22409164213024713,0.4053159936116815,0.1255418663016199,0.2510837326032398
FOXB2,+-,0.3645698352698455,0.22055050285615968,0.8856277164666961,1,0.44110100571231936,0.25958247775496235,0.8116016427104723,0.5191649555099247
FOXC1,-+,0.013646345032350293,0.983569323435284,0.009002734280066819,-1,0.018005468560133638,0.9786105407255304,0.00889801505817933,0.01779603011635866
FOXD1,++,0.1452951346329788,0.7755349885671117,0.17045909939752588,-1,0.34091819879505175,0.7315195071868583,0.18645904631530916,0.3729180926306183
FOXD2,-+,0.010818144835587764,0.8505962613007877,0.018420408252524976,-1,0.03684081650504995,0.8113734884782112,0.019393109742185718,0.038786219484371436
FOXD3,++,0.09894069851511016,0.7143619292762702,0.14009612535125004,-1,0.2801922507025001,0.6732831394022359,0.1555441478439425,0.311088295687885
