gene_symbol,AnCg_DLPFC_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
NPTN,+-,0.02074795634166496,0.03530829345258955,0.8036972526513968,1,0.0706165869051791
NPTX1,++,0.34707115152933044,0.22868309733073194,0.8733064503590845,1,0.4573661946614639
NPTX2,--,0.22885945324400914,0.9619887914270207,0.09495055160933576,-1,0.1899011032186715
NPTXR,--,0.6988366544630662,0.7293526704120565,0.4444305191282635,-1,0.888861038256527
NPVF,++,0.08960025359549004,0.10002322061788797,0.8594051657295008,1,0.20004644123577595
NPW,--,0.2613565898795581,0.9616363731794476,0.09833666693657818,-1,0.19667333387315636
NPY,--,0.5823671148966088,0.7813741849832536,0.37453598211589767,-1,0.7490719642317953
NPY1R,++,0.397353671093167,0.3238802200900977,0.77475061319358,1,0.6477604401801954
NPY2R,--,0.5869169174868316,0.8048119791523138,0.35033170547587356,-1,0.7006634109517471
NPY5R,++,0.19974986834653047,0.1296058165505169,0.9274007957377347,1,0.2592116331010338
NQO1,--,0.4546204400861341,0.8317035990311341,0.29783748954416794,-1,0.5956749790883359
NQO2,+-,0.6803591430939187,0.6012857154323176,0.536998124634496,-1,1.073996249268992
NR0B2,--,0.19757583129468775,0.9391438719837186,0.11765819814151031,-1,0.23531639628302062
NR1D1,++,0.022002363914407762,0.004252312217313203,0.9984372974851845,1,0.008504624434626407
NR1D2,++,0.03469557627742349,0.010613885900771731,0.9951588687710048,1,0.021227771801543463
NR1H2,+-,0.4551408673194044,0.4519550134573864,0.5704852968886256,1,0.9039100269147728
NR1H3,--,0.513984362305479,0.8759120141271104,0.25193486770732554,-1,0.5038697354146511
NR1H4,-+,0.5519348978378256,0.5603520648185147,0.5059987251185584,-1,1.0119974502371167
NR1I2,++,0.3885371198397104,0.22658657524129835,0.8847811774739909,1,0.4531731504825967
NR1I3,+-,0.49152769703195687,0.43265091452012144,0.6575525968423911,1,0.8653018290402429
NR2C1,-+,0.1412221540147955,0.16605124319364772,0.7790363459473273,1,0.33210248638729545
NR2C2,++,0.23272240533871646,0.14614965025804771,0.9218886460116238,1,0.29229930051609543
NR2C2AP,--,0.6048750405913468,0.7214524065713974,0.43271257590675954,-1,0.8654251518135191
NR2E1,++,0.4958210892792668,0.3198860333472601,0.8189457594441089,1,0.6397720666945202
NR2E3,++,0.37522304151068786,0.2994416615387359,0.7976490661761713,1,0.5988833230774718
NR2F1,++,0.43601679537069904,0.2529875709776899,0.8697318639523044,1,0.5059751419553798
NR2F2,++,0.23657215208987126,0.14909562762253745,0.9201516110808297,1,0.2981912552450749
NR2F6,+-,0.6495770630539179,0.5006488630432867,0.6443902951993545,1,1.0012977260865734
NR3C1,++,0.2174017152776978,0.1596575696012101,0.8993054213304903,1,0.3193151392024202
NR3C2,++,0.3739216372025942,0.18472465578276992,0.9149895392087992,1,0.36944931156553984
NR4A1,--,0.42196347819020164,0.9147317152345728,0.18798707039022317,-1,0.37597414078044633
NR4A2,--,0.12563139010133417,0.9878894737247255,0.03642361555191984,-1,0.07284723110383969
NR4A3,--,0.07152810245974865,0.9744709305460922,0.04040059139738399,-1,0.08080118279476799
NR5A1,+-,0.32927093900242776,0.6503539155784278,0.34672486891828785,-1,0.6934497378365757
NR5A2,+-,0.6899725830179901,0.5453755624911847,0.5922984408441069,1,1.0907511249823694
NR6A1,-+,0.1868655996830426,0.1956910167216037,0.7967881391459245,1,0.3913820334432074
NRAP,++,0.20071922123128463,0.1590140182762171,0.8892131572916875,1,0.3180280365524342
NRAS,--,0.8846778342194419,0.63665792583403,0.5532595253208339,-1,1.1065190506416678
NRBF2,+-,0.11028740926070739,0.17451964527084288,0.5659340882117236,1,0.34903929054168575
NRBP1,+-,0.02772447184758489,0.05288179971827613,0.6884203685037849,1,0.10576359943655227
NRBP2,--,0.370377874618829,0.8621231852328921,0.246147922606881,-1,0.492295845213762
NRCAM,++,0.5150306943815383,0.24813868358523586,0.8783736040889847,1,0.4962773671704717
NRDC,++,0.37868008362456906,0.2731662671136307,0.8345575109219275,1,0.5463325342272614
NRDE2,--,0.35415983666286965,0.8326994730072359,0.26582751539351973,-1,0.5316550307870395
NREP,++,0.06132864755875236,0.07332885736967258,0.8664741910431307,1,0.14665771473934516
NRF1,-+,0.34375360911514574,0.3215836816192514,0.7321772295317853,1,0.6431673632385028
NRG1,+-,0.7484838634802684,0.6136135666389446,0.5489153383459997,-1,1.0978306766919994
NRG2,--,0.6455211402206534,0.7353146141420273,0.43008592277983526,-1,0.8601718455596705
NRG3,++,0.31178295558513275,0.27197488090769567,0.7948716156043492,1,0.5439497618153913
NRG4,++,0.019833814696229038,0.0037985293542546887,0.9985535144668173,1,0.007597058708509377
NRGN,+-,0.07826706958826724,0.14947387501017464,0.3794259825445511,1,0.2989477500203493
NRIP1,-+,0.4086435429677364,0.35385833098666836,0.7333144626274573,1,0.7077166619733367
NRIP2,+-,0.3258856074142542,0.3959301864799606,0.4667196355393422,1,0.7918603729599212
NRIP3,++,0.1910520495364375,0.1273047786279784,0.9262933518228693,1,0.2546095572559568
NRL,+-,0.24332471029407593,0.7847983844542655,0.23831629758920087,-1,0.47663259517840173
NRM,+-,0.012501970754211772,0.02878605436771882,0.6354868996976615,1,0.05757210873543764
NRN1,++,0.3893657815964663,0.2986641352039514,0.8067224260841122,1,0.5973282704079028
NRN1L,--,0.2296659496178656,0.9633316380961527,0.09275451027425291,-1,0.18550902054850582
NRP1,+-,0.39786281371499677,0.3373089771912081,0.7534121002235903,1,0.6746179543824162
NRP2,-+,0.3581488693775884,0.32571017777830397,0.7393767096851025,1,0.6514203555566079
NRROS,++,0.48072386115410304,0.29976710145152824,0.835414031829151,1,0.5995342029030565
NRSN1,++,0.0445116991037199,0.005062789332517638,0.9987952204768271,1,0.010125578665035277
NRSN2,+-,0.11627527499185265,0.1928581034713367,0.4694818833846637,1,0.3857162069426734
NRTN,-+,0.44076958968590574,0.6434871367878577,0.41457487461560405,-1,0.8291497492312081
NRXN1,++,0.3775551486362465,0.2633200684053175,0.8457001487093747,1,0.526640136810635
NRXN2,+-,0.6206737124520575,0.49924871817343863,0.6310422046172696,1,0.9984974363468773
NRXN3,++,0.6496795252095231,0.34657198361275887,0.8112087421303994,1,0.6931439672255177
NSA2,+-,0.6420145892868658,0.5023366444910201,0.637919872483798,1,1.0046732889820402
NSD1,++,0.5366546057192236,0.27561091997023923,0.8603332819256908,1,0.5512218399404785
NSF,++,0.18298519203517122,0.13823187582090396,0.9075044705971166,1,0.2764637516418079
NSFL1C,+-,0.47426277620750246,0.45708020806806426,0.5843936629701236,1,0.9141604161361285
NSG1,++,0.0092350637460128,0.01590542985480848,0.8551267872426246,1,0.03181085970961696
NSL1,--,0.4501254060211921,0.8915568545761898,0.22576695110144726,-1,0.4515339022028945
NSMAF,++,0.08557109875697155,0.04406372477564116,0.9762272461923414,1,0.08812744955128232
NSMCE1,--,0.09373847873846368,0.9310813200101735,0.07708343021133451,-1,0.15416686042266903
NSMCE2,--,0.5551573208359828,0.794597464493892,0.356290604694383,-1,0.712581209388766
NSMCE3,+-,0.4673457200872022,0.5681915718288932,0.45959897951260953,-1,0.9191979590252191
NSMCE4A,--,0.49719699793339067,0.8106359378711108,0.32835463907432216,-1,0.6567092781486443
NSRP1,--,0.22652029697171386,0.9127133971837019,0.15246022619415817,-1,0.30492045238831633
NSUN2,--,0.24899808051430372,0.9423656887274545,0.12725038201900463,-1,0.25450076403800925
NSUN3,--,0.9678225621629849,0.6077678234866942,0.585123438344591,-1,1.170246876689182
NSUN4,+-,0.2510676858587937,0.721198918526662,0.2686812290274679,-1,0.5373624580549358
NSUN5,+-,0.32305686756614294,0.6940416103053484,0.32626043526376425,-1,0.6525208705275285
NSUN6,--,0.33974409381947845,0.8931881966813059,0.2063614623932273,-1,0.4127229247864546
NSUN7,--,0.13540502702816573,0.8306921588296882,0.14558649685704875,-1,0.2911729937140975
NT5C,--,0.4113557462473495,0.7951742803519388,0.3154017541885969,-1,0.6308035083771938
NT5C1A,++,0.5387445088886618,0.29525360078271085,0.8460787210034213,1,0.5905072015654217
NT5C1B,-+,0.7459358105002932,0.5400953908091876,0.6253931069794232,1,1.0801907816183751
NT5C1B-RDH14,+-,0.3198323709698873,0.3680589538907804,0.5611993596612381,1,0.7361179077815608
NT5C2,--,0.5059301290224933,0.8455639964013739,0.2924206530796405,-1,0.584841306159281
NT5C3A,++,0.242095618744342,0.13862293541849402,0.9317148772954095,1,0.27724587083698804
NT5C3B,+-,0.16270896761073386,0.194297766844179,0.7424321150022364,1,0.388595533688358
NT5DC1,--,0.3915687548101213,0.9124126866468296,0.19022028045896522,-1,0.38044056091793044
NT5DC2,+-,0.1831550397482673,0.4121190716620171,0.27602297999629427,-1,0.5520459599925885
NT5DC3,++,0.2419672635759161,0.1453098605573327,0.9255382880100992,1,0.2906197211146654
NT5E,--,0.15792098999838752,0.8930054852931587,0.1341273023733748,-1,0.2682546047467496
NT5M,+-,0.11995903010459531,0.20054002110618807,0.4392105896533981,1,0.40108004221237614
NTAN1,+-,0.37404368203957217,0.34535498732365594,0.7167785593494934,1,0.6907099746473119
NTF3,+-,0.27373709629525717,0.25979234684850083,0.7782350858566578,1,0.5195846936970017
NTF4,-+,0.23801686411586712,0.2713069009807121,0.6845633047211208,1,0.5426138019614242
NTHL1,+-,0.22771641179819563,0.557192506301233,0.29513234856180426,-1,0.5902646971236085
NTM,+-,0.6580925935052725,0.6929958825086129,0.46851641461024585,-1,0.9370328292204917
NTMT1,+-,0.22939958538800864,0.7086098385424788,0.25729264064528884,-1,0.5145852812905777
NTN1,--,0.410769030075259,0.8863167721239127,0.228569839823292,-1,0.457139679646584
NTN4,+-,0.2731129822193212,0.6267643662722412,0.31498523881907753,-1,0.6299704776381551
NTN5,++,0.6835188621533539,0.44110176202166007,0.7305039369251651,1,0.8822035240433201
NTNG1,++,0.1286115672513215,0.14145224699247316,0.8271131613535063,1,0.2829044939849463
NTNG2,--,0.3571276148554515,0.9336216499464679,0.15372546397616502,-1,0.30745092795233003
NTPCR,+-,0.18399331939127817,0.238261382193479,0.6393475628161868,1,0.476522764386958
NTRK1,--,0.24822881465557894,0.9064113166038922,0.16590212534699605,-1,0.3318042506939921
NTRK2,-+,0.8441669938825449,0.5826181177707312,0.5954672978349138,1,1.1652362355414625
NTRK3,++,0.2902516514866994,0.14547753217071122,0.9345087021190163,1,0.29095506434142243
NTS,++,0.5261449555588571,0.36059277229574205,0.783333795845129,1,0.7211855445914841
NTSR1,++,0.1399205623264198,0.03403874474912046,0.9892688573090035,1,0.06807748949824093
NTSR2,--,0.32113844836773625,0.8998792208928875,0.19444045554377118,-1,0.38888091108754236
NUAK1,++,0.3602680482374294,0.21583057138042994,0.8889875476248248,1,0.4316611427608599
NUAK2,--,0.3276557973537284,0.9211805305336437,0.16988920632810026,-1,0.3397784126562005
NUB1,+-,0.7565431274217929,0.5750860771341734,0.5764004065153694,1,1.1501721542683467
NUBP1,+-,0.1673081263155393,0.2570384360295051,0.42672586602220464,1,0.5140768720590102
NUBP2,+-,0.24963646872214423,0.7799547949138921,0.2444030813380193,-1,0.4888061626760386
NUBPL,-+,0.08074889675530426,0.8059599431026208,0.10450633999814156,-1,0.20901267999628312
NUCB1,+-,0.1550914185468751,0.21242490784625337,0.632314847994775,1,0.42484981569250674
NUCB2,--,0.7553521011718467,0.6807925663059003,0.4980171004751319,-1,0.9960342009502638
NUCKS1,-+,0.7292334701481367,0.5684734412825292,0.5739458625178158,1,1.1369468825650584
NUDC,+-,0.16904005273672326,0.22526917489955145,0.6353468348192625,1,0.4505383497991029
NUDCD1,-+,0.5857932024468593,0.43998214939950614,0.7046890839159651,1,0.8799642987990123
NUDCD2,++,0.9076810031369443,0.5624163037043265,0.6286510808414426,1,1.124832607408653
NUDCD3,+-,0.04106730403028345,0.07132084580993131,0.7055027350304135,1,0.14264169161986262
NUDT1,+-,0.49936422669738467,0.4963606968268569,0.51510631007932,1,0.9927213936537138
NUDT12,-+,0.5741584524337646,0.6769584208359408,0.45486729538440784,-1,0.9097345907688157
NUDT13,-+,0.05662209370232317,0.2284150310107924,0.12295407416385774,-1,0.2459081483277155
NUDT14,--,0.1450584674495069,0.8302120018182885,0.15305379222938198,-1,0.30610758445876396
NUDT15,++,0.5560866237979667,0.3192501445013191,0.8283008899033094,1,0.6385002890026382
NUDT16,+-,0.36247807738162596,0.40233211708312455,0.5464687630344259,1,0.8046642341662491
NUDT16L1,+-,0.3353620232774268,0.7174278530506736,0.32370422931456816,-1,0.6474084586291363
NUDT17,--,0.19211118689583345,0.8438861119196268,0.17935137189578088,-1,0.35870274379156175
NUDT18,--,0.23961457278120105,0.85368902847973,0.20077835001575747,-1,0.40155670003151495
NUDT19,-+,0.7209865680987542,0.6498255405371479,0.5164433249338068,-1,1.0328866498676137
NUDT2,+-,0.30465477502700045,0.3340034513605473,0.6391073837471712,1,0.6680069027210946
NUDT21,++,0.4882347685318197,0.3443872212150481,0.7903556627227128,1,0.6887744424300962
NUDT22,+-,0.18968438827841988,0.6393312077207977,0.2433908997992027,-1,0.4867817995984054
NUDT3,++,0.4431332860940771,0.21306013190347356,0.8996970595565215,1,0.4261202638069471
NUDT4,++,0.27864225223258937,0.2513192171610365,0.800743338935889,1,0.502638434322073
NUDT5,+-,0.21474039115884433,0.677453240550416,0.2551604132818458,-1,0.5103208265636916
NUDT6,-+,0.8231251975347683,0.5601212586622418,0.6198664159557963,1,1.1202425173244837
NUDT7,-+,0.5497026936391365,0.6363133069349501,0.46902819590884287,-1,0.9380563918176857
NUDT8,+-,0.3707262904614417,0.6110871843056559,0.3871281688670028,-1,0.7742563377340056
NUDT9,+-,0.2706752351276888,0.3458959684269227,0.4916327102904665,1,0.6917919368538454
NUF2,-+,0.5167092345900596,0.5971781078313655,0.47320349463016304,-1,0.9464069892603261
NUFIP1,--,0.4726482076427999,0.8532031535522969,0.2784961873560897,-1,0.5569923747121794
NUFIP2,-+,0.6871309988166977,0.48563328485935076,0.6799022941126758,1,0.9712665697187015
NUGGC,--,0.3143670277471507,0.8990354354636305,0.19359024788267185,-1,0.3871804957653437
NUMA1,--,0.13711673864571838,0.9519829081690789,0.08443603393409942,-1,0.16887206786819883
NUMB,+-,0.6720151190523265,0.469106681448019,0.6963214547417644,1,0.938213362896038
NUMBL,+-,0.6369219046916812,0.7072261661845353,0.4521184540950908,-1,0.9042369081901817
NUP107,++,0.7418036941553983,0.4745792273696664,0.7041351449682525,1,0.9491584547393328
NUP133,-+,0.920724805638301,0.6182956687574578,0.573014007613705,-1,1.14602801522741
NUP153,-+,0.77599556968313,0.521599848525579,0.6573429791242288,1,1.043199697051158
NUP155,-+,0.5994222402812484,0.43449837647015893,0.7173250721090102,1,0.8689967529403179
NUP160,--,0.21997587645393468,0.8182020493502113,0.2086320017029314,-1,0.4172640034058628
NUP188,+-,0.7033016704271766,0.48395788000123935,0.6863416674141412,1,0.9679157600024787
NUP205,-+,0.788844478288101,0.6154831957934874,0.5569250858865037,-1,1.1138501717730074
NUP210,--,0.6553546481714531,0.7396455145655318,0.4278398852984756,-1,0.8556797705969512
NUP210L,--,0.14404212828755666,0.9886961217034234,0.03558485819279944,-1,0.07116971638559888
NUP214,--,0.6365956668262808,0.7890246972181969,0.37370654865526215,-1,0.7474130973105243
NUP35,++,0.49216252188499277,0.28339409585612335,0.85151294835264,1,0.5667881917122467
NUP37,++,0.675231274893124,0.4100787242147433,0.7599034296120163,1,0.8201574484294866
NUP43,--,0.11886161878249121,0.9123655299024405,0.10127314724648277,-1,0.20254629449296555
NUP50,++,0.5770275493194872,0.37334832558641307,0.7815797306800029,1,0.7466966511728261
NUP54,++,0.4817777444707947,0.3361430013768531,0.7978327178202471,1,0.6722860027537062
NUP58,++,0.3149254858723631,0.23914222569755747,0.847693750991731,1,0.47828445139511494
NUP62,+-,0.3368578623019367,0.3004161855728673,0.7665699169935212,1,0.6008323711457346
NUP85,+-,0.7706071833954694,0.6311459228421467,0.5414388591552689,-1,1.0828777183105378
NUP88,+-,0.7880026035571275,0.5740376562906795,0.5908756602704086,1,1.148075312581359
NUP93,--,0.20809413042185626,0.8151542506641453,0.20257161331662354,-1,0.4051432266332471
NUP98,-+,0.7946418735686481,0.5717214784489764,0.5965362136735077,1,1.1434429568979527
NUPL2,--,0.34062105753842264,0.8830857775415603,0.2172060947096422,-1,0.4344121894192844
NUPR1,--,0.5967705685169492,0.807780356658188,0.3479887603960049,-1,0.6959775207920098
NUPR2,--,0.27711240046363333,0.8928442103817882,0.18817603012734332,-1,0.37635206025468665
NUS1,++,0.09912707985861724,0.02010207414723676,0.9941700565349804,1,0.04020414829447352
NUSAP1,-+,0.3373530447512494,0.4901024387935729,0.39926112257703644,-1,0.7985222451540729
NUTF2,+-,0.25425184292109604,0.3325618906708169,0.48758043274642915,1,0.6651237813416337
NUTM1,++,0.8215961902103494,0.5010050316649167,0.6852866007725448,1,1.0020100633298334
NUTM2A,--,0.23759132837623498,0.9711175553445812,0.07824826018427947,-1,0.15649652036855893
NUTM2F,+-,0.3258513983776632,0.6030879846278316,0.36013443218012364,-1,0.7202688643602473
NUTM2G,-+,0.025318673213310255,0.7162782132121988,0.04752194682191631,-1,0.09504389364383262
NVL,-+,0.3171458116922739,0.6350930300778325,0.3439033916613247,-1,0.6878067833226494
NWD1,++,0.38833713167429196,0.1810916980562244,0.9181317270501919,1,0.3621833961124488
NWD2,-+,0.6723539356315713,0.5979491631369476,0.5362784024082667,-1,1.0725568048165335
NXF1,++,0.6280423465386427,0.3767457960631178,0.7856052579296837,1,0.7534915921262356
NXN,+-,0.31738729753558154,0.28180341057110225,0.7823707238926927,1,0.5636068211422045
NXNL1,--,0.8065829881951283,0.6789033506370006,0.5061752161547258,-1,1.0123504323094517
NXNL2,-+,0.29563977644655326,0.396847615948089,0.3852048811427766,-1,0.7704097622855532
NXPE1,--,0.23237237046396364,0.9488477756666982,0.11524907955424323,-1,0.23049815910848645
NXPE2,++,0.7500746325346485,0.453512317836029,0.7258136284284142,1,0.907024635672058
NXPE3,+-,0.2822413919561101,0.7539938125568415,0.27596583759756205,-1,0.5519316751951241
NXPE4,++,0.47255501920586485,0.333220935349049,0.7981957448938821,1,0.666441870698098
NXPH1,++,0.3810822275993657,0.1926295352621982,0.9100887510497396,1,0.3852590705243964
NXPH2,++,0.22322505189206385,0.10309075320182723,0.956276053778836,1,0.20618150640365446
NXPH3,+-,0.1940373233733272,0.7861264819020091,0.20476829197291876,-1,0.40953658394583753
NXPH4,--,0.559000779945261,0.7771042702783431,0.37395484333699675,-1,0.7479096866739935
NXT1,++,0.3004221711913161,0.20860733112286364,0.8788717698587759,1,0.4172146622457273
NYAP1,+-,0.3387005654525953,0.7144327584076532,0.32696638505207354,-1,0.6539327701041471
NYAP2,-+,0.5947446622321511,0.5444493878526638,0.5324993731018682,-1,1.0649987462037365
NYNRIN,++,0.24319657049333696,0.13046924273556076,0.9388649106701932,1,0.26093848547112153
OAF,+-,0.6233321713408189,0.6628409618655896,0.4803850589901282,-1,0.9607701179802564
OARD1,--,0.5881815802663322,0.7698720332505866,0.3868238249190312,-1,0.7736476498380624
OAS1,+-,0.2078906591724232,0.20722605872188804,0.8040483396817029,1,0.4144521174437761
OAS2,+-,0.0637583660659108,0.09795848217161171,0.7307862432353694,1,0.19591696434322342
OAS3,--,0.5917279741878885,0.7786448675211912,0.3789229550944841,-1,0.7578459101889682
OASL,++,0.2005189079887019,0.17121061266766427,0.8689530485445605,1,0.34242122533532854
OAT,+-,0.14786078117964443,0.2167032436180357,0.5646179228448499,1,0.4334064872360714
OAZ1,+-,0.6387602877353429,0.5618617617742984,0.5430283701217299,-1,1.0860567402434598
OAZ2,+-,0.07410047933281524,0.1462602300326204,0.3302875772665036,1,0.2925204600652408
OAZ3,++,0.11507917485647742,0.09816588785660779,0.9140621077015049,1,0.19633177571321558
OBFC1,+-,0.1807919397372376,0.7607657420537105,0.20355321294210818,-1,0.40710642588421636
OBP2A,-+,0.6921705570232025,0.6246965250370894,0.5262328392701121,-1,1.0524656785402242
OBP2B,++,0.47610096780597333,0.27724991346198763,0.8547158340213361,1,0.5544998269239753
OBSCN,+-,0.7886000852384192,0.5201107915286765,0.6613904282279702,1,1.040221583057353
OBSL1,+-,0.42508705756544873,0.6270345657672681,0.41316801914397366,-1,0.8263360382879473
OC90,+-,0.4482325474161559,0.45617937758676674,0.5475500242839644,1,0.9123587551735335
OCA2,-+,0.4262609712969673,0.577117576052655,0.4329375010621465,-1,0.865875002124293
OCEL1,+-,0.16106234349900192,0.4196655851214259,0.2509946285180658,-1,0.5019892570361316
OCIAD1,++,0.06571275310329042,0.06964843682731904,0.897665621863725,1,0.13929687365463808
OCIAD2,++,0.26413844808461573,0.22846606802739047,0.8281727408136077,1,0.45693213605478095
OCLM,--,0.5471436387387874,0.7928858120426141,0.35641665198187766,-1,0.7128333039637553
OCLN,--,0.5390337967087829,0.773983236822252,0.37208033852592354,-1,0.7441606770518471
OCM,-+,0.8585712674875781,0.5966718707169535,0.584195859728575,-1,1.16839171945715
OCM2,++,0.024358849615940478,0.026077677331702895,0.9356925322282992,1,0.05215535466340579
OCSTAMP,+-,0.3581220950773395,0.7507636715307098,0.3197440876495538,-1,0.6394881752991076
ODAM,++,0.10104496499535093,0.056789019079256056,0.9681676297670438,1,0.11357803815851211
ODC1,++,0.01336612614408177,0.021162892142821157,0.8655537559584834,1,0.042325784285642314
ODF1,-+,0.8487525226473394,0.5786093027589079,0.6017834094646816,1,1.1572186055178157
ODF2,+-,0.574775703310374,0.4923640867271116,0.6114651878649356,1,0.9847281734542233
ODF2L,-+,0.5432471369254026,0.6402796616031939,0.46423117465144004,-1,0.9284623493028801
ODF3,-+,0.25533024304815005,0.7697938673930071,0.25240996129248094,-1,0.5048199225849619
ODF3B,--,0.2792506682466982,0.9403100021578616,0.1354800364371556,-1,0.2709600728743112
ODF3L1,-+,0.22093775945733368,0.24950590897173974,0.7130529156210128,1,0.4990118179434795
ODF3L2,-+,0.5261450485969597,0.6886238551118419,0.42995026644321405,-1,0.8599005328864281
ODF4,--,0.5560477184927591,0.747432998360232,0.39886785574922595,-1,0.7977357114984519
OFCC1,-+,0.4176929601505266,0.6668511163984194,0.39196342033835396,-1,0.7839268406767079
OGDH,+-,0.4379309437822059,0.35955753497704795,0.7454333865981463,1,0.7191150699540959
OGDHL,++,0.029589757461444974,0.036156396424114966,0.9027063597997982,1,0.07231279284822993
OGFOD1,+-,0.637713763861979,0.4546176950895516,0.7043182381461481,1,0.9092353901791032
OGFOD2,+-,0.6659279762033026,0.6053544197045588,0.529842192662421,-1,1.059684385324842
OGFOD3,+-,0.35344038969751856,0.36872511397849156,0.6322262027583558,1,0.7374502279569831
OGFR,+-,0.43359792458815727,0.6824820946514706,0.39264599221532936,-1,0.7852919844306587
OGFRL1,-+,0.7736987447296879,0.5549329684956863,0.6136484813112341,1,1.1098659369913726
OGG1,-+,0.18560582079145008,0.7986567413769052,0.19409446723708704,-1,0.3881889344741741
OGN,+-,0.11439121362889562,0.1356246148781628,0.8063393853047391,1,0.2712492297563256
OIP5,--,0.7526663120677402,0.7099407894430714,0.47017529097100597,-1,0.9403505819420119
OIT3,++,0.5721115287996315,0.3390842939063332,0.8130693251455821,1,0.6781685878126664
OLA1,+-,0.06635836669452443,0.10158033555827505,0.7267922005661994,1,0.2031606711165501
OLAH,++,0.24997652262441603,0.1386763427165515,0.9334101225755846,1,0.277352685433103
OLFM1,++,0.022291017761181864,0.029946053366590453,0.8909578748028197,1,0.059892106733180905
OLFM2,+-,0.3842295332089831,0.40800234358579046,0.5746891455612297,1,0.8160046871715809
OLFM3,++,0.31456963732931925,0.15432401757296385,0.9308677345085934,1,0.3086480351459277
OLFM4,++,0.036783960775591304,0.020218342783121596,0.9833998811918475,1,0.04043668556624319
OLFML1,+-,0.3661939152222128,0.5205751753690475,0.41220445790749366,-1,0.8244089158149873
OLFML2A,+-,0.4688495509559195,0.42012798261970197,0.6614799379502733,1,0.8402559652394039
OLFML2B,--,0.28569116862938176,0.9523454591256365,0.11693323023482335,-1,0.2338664604696467
OLFML3,+-,0.6584577188960425,0.5623314200120536,0.5504220386309496,-1,1.1008440772618993
OLIG1,--,0.3487474226336471,0.928312426502339,0.1619999308490348,-1,0.3239998616980696
OLIG2,--,0.511180365417768,0.8239596820174631,0.31773863909962324,-1,0.6354772781992465
OLIG3,++,0.6118704809255952,0.3610745905431401,0.7978804153151011,1,0.7221491810862802
OLR1,--,0.20995183989670577,0.9761007312227793,0.0667387543759088,-1,0.1334775087518176
OMA1,-+,0.6657538229494142,0.5388084708370785,0.5894238722684406,1,1.077616941674157
OMD,+-,0.27782861425335986,0.26569838089115505,0.7707966297057655,1,0.5313967617823101
OMG,+-,0.3635104176097941,0.7193318743191824,0.33850326300355854,-1,0.6770065260071171
OMP,-+,0.09050110813178028,0.14142239662338116,0.6414921938793688,1,0.2828447932467623
ONECUT1,-+,0.28472918734155866,0.5850718161241504,0.3353603699458665,-1,0.670720739891733
ONECUT2,++,0.14967579630509684,0.09530542280511378,0.9449698045520185,1,0.19061084561022756
ONECUT3,--,0.5580455741177173,0.8572957038978584,0.28052716506366515,-1,0.5610543301273303
OOEP,++,0.01455807481759256,0.023746758514049022,0.8496110121994362,1,0.047493517028098044
OOSP2,+-,0.2231089605157126,0.2281425798590512,0.7777452671545069,1,0.4562851597181024
OPA1,+-,0.4318504445254937,0.3620680440238727,0.7371369148767127,1,0.7241360880477454
OPA3,--,0.579206403750747,0.7451254395604585,0.40686287301297186,-1,0.8137257460259437
OPALIN,--,0.2164516788156742,0.9415003387084031,0.12065794126747513,-1,0.24131588253495026
OPCML,++,0.3394866126655809,0.21474475998760673,0.8851988422391421,1,0.42948951997521345
OPLAH,--,0.4340598629958651,0.8807886763797961,0.23897744704235543,-1,0.47795489408471087
OPN1SW,+-,0.17622567548156867,0.7667209141597278,0.1981073273858073,-1,0.3962146547716146
OPN3,+-,0.07725515206690171,0.10448268640608857,0.7873651623704572,1,0.20896537281217714
OPN4,--,0.7118105498844403,0.7271100993038558,0.4483366109781193,-1,0.8966732219562386
OPN5,+-,0.34184259717658627,0.3811365193728745,0.5703221785399876,1,0.762273038745749
OPRD1,+-,0.37335497784838445,0.35874515942132174,0.6871989236365896,1,0.7174903188426435
OPRK1,++,0.3113325852452479,0.1239065131330361,0.9492466164957408,1,0.2478130262660722
OPRL1,++,0.0036489657668825103,0.0025959154859059226,0.9870246024885738,1,0.005191830971811845
OPRM1,-+,0.18749370472093874,0.19532024378780127,0.798959219991138,1,0.39064048757560255
OPRPN,++,0.3056462915374575,0.13857724332827195,0.9405011909006218,1,0.2771544866565439
OPTC,++,0.18224736875866776,0.1327716773401748,0.9147130186135239,1,0.2655433546803496
OPTN,++,0.3110677039850339,0.26975818831648746,0.7981220571186788,1,0.5395163766329749
OR10A2,-+,0.456396287522543,0.47737896993815077,0.4972293666536607,1,0.9547579398763015
OR10A4,++,0.2809012752082344,0.21587421691907965,0.8601057784390812,1,0.4317484338381593
OR10A5,++,0.1446088654765106,0.05848431606302179,0.9768235168094382,1,0.11696863212604358
OR10A6,+-,0.17587588189923317,0.2545908660548162,0.5090322715285418,1,0.5091817321096324
OR10A7,++,0.1122705555157527,0.10265859560929337,0.9004869748246442,1,0.20531719121858674
OR10AD1,+-,0.7003374811596756,0.6508248847979589,0.5106551837572914,-1,1.0213103675145827
OR10AG1,++,0.06050437832704271,0.036568946167208544,0.9733532249892611,1,0.07313789233441709
OR10C1,++,0.26690753912678333,0.20449728216074523,0.8675119623660548,1,0.40899456432149045
OR10G2,++,0.012563772012327567,0.01135420406918593,0.966896798270339,1,0.02270840813837186
