gene_symbol,AnCg_DLPFC_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
A1BG,--,0.07589951276646215,0.87203419076953,0.08501620147944487,-1,0.17003240295888974
A1CF,--,0.09231247280072072,0.9752533411504574,0.04722802081707926,-1,0.09445604163415852
A3GALT2,-+,0.16045679596626053,0.23431975981469727,0.536646325654089,1,0.46863951962939454
A4GALT,+-,0.27281219921072913,0.3424327328429035,0.5164334850607285,1,0.684865465685807
A4GNT,--,0.019539888534523916,0.8794433572624506,0.027910970309212912,-1,0.055821940618425825
AAAS,--,0.37623054294740177,0.8251280819010763,0.2798643665678839,-1,0.5597287331357678
AACS,+-,0.37547654084300186,0.35285776264749624,0.7027037937015991,1,0.7057155252949925
AADAC,++,0.43761540330182125,0.25749797524164925,0.8661436846893833,1,0.5149959504832985
AADACL2,++,0.32861224871654204,0.12685074352009776,0.9478988638343224,1,0.2537014870401955
AADACL3,-+,0.30631503506685254,0.426601408150648,0.3886248630091007,-1,0.7772497260182014
AADACL4,+-,0.3885723725392003,0.41655745969725344,0.556696617728605,1,0.8331149193945069
AADAT,++,0.18936398148616346,0.094919857569547,0.9572281400268414,1,0.189839715139094
AAED1,--,0.7489469756512483,0.6901037753418164,0.48866984651750883,-1,0.9773396930350177
AAGAB,+-,0.29222196563325015,0.30560696372740326,0.6965294190068855,1,0.6112139274548065
AAK1,++,0.19018643176517053,0.1195170983112022,0.9346824121249222,1,0.2390341966224044
AAMDC,--,0.23154706948899834,0.8421341309968631,0.20318435554030337,-1,0.40636871108060674
AAMP,+-,0.11981663855618191,0.1731394181229744,0.6501181362336723,1,0.3462788362459488
AANAT,++,0.4086245842320485,0.2367677225389663,0.8793501725228329,1,0.4735354450779326
AAR2,+-,0.04574919268733729,0.7965860332257028,0.06817456369724162,-1,0.13634912739448324
AARD,++,0.4315996721033799,0.2526240757046058,0.8694011409590938,1,0.5052481514092116
AARS,+-,0.05732496500215642,0.10566504201937564,0.5657710535197977,1,0.21133008403875128
AARS2,--,0.1845167649119522,0.9471645797800885,0.10527472516389698,-1,0.21054945032779396
AARSD1,+-,0.09599543496713644,0.16714551219425788,0.4686174698943936,1,0.33429102438851577
AASDH,-+,0.06170669934830647,0.8045540274157509,0.08510816244300697,-1,0.17021632488601393
AASDHPPT,++,0.19647592069662723,0.16014510337254478,0.8840508628099991,1,0.32029020674508957
AASS,-+,0.019583963525883784,0.796410020582498,0.03410879808188219,-1,0.06821759616376438
AATF,+-,0.01972559729582704,0.7520367602105245,0.03686212581683651,-1,0.07372425163367302
AATK,--,0.37734178751012404,0.8452416980631868,0.2636535384138983,-1,0.5273070768277967
ABAT,++,0.3297345676392768,0.2550052309151603,0.8342964249068998,1,0.5100104618303206
ABCA1,-+,0.30211889029873934,0.7062824162698444,0.308265439632506,-1,0.616530879265012
ABCA10,--,0.6541486424622319,0.7248033375018189,0.4411942828519283,-1,0.8823885657038566
ABCA12,--,0.7133938413474528,0.70434297627235265,0.4702237907027631,-1,0.9404475814055262
ABCA13,-+,0.2783521450342804,0.73022073890359,0.28353843152113106,-1,0.5670768630422621
ABCA3,+-,0.3497947740575127,0.30599173628980353,0.7682813650952658,1,0.6119834725796071
ABCA4,--,0.6263251446508589,0.7189077596188117,0.44011858574226775,-1,0.8802371714845355
ABCA5,-+,0.5302560945133541,0.47887586029248724,0.5988285805993506,1,0.9577517205849745
ABCA6,-+,0.3227806874074216,0.7184686001878466,0.3158894800168822,-1,0.6317789600337644
ABCA7,--,0.6090906089321979,0.8060559903593283,0.3511889864805095,-1,0.702377972961019
ABCA8,--,0.06085287358393843,0.9909515473867743,0.02141591589340136,-1,0.04283183178680272
ABCA9,-+,0.6066053726853895,0.4874685037295779,0.6425373756264032,1,0.9749370074591558
ABCB1,++,0.1230481750310358,0.11999051141395506,0.8761842979842343,1,0.23998102282791012
ABCB10,-+,0.7573944302435923,0.5800264961732121,0.5730981323809928,-1,1.1461962647619857
ABCB11,-+,0.5139966741107002,0.44737811253530013,0.6484694599559595,1,0.8947562250706003
ABCB4,++,0.09332231114101844,0.1106941313197515,0.8311044230129465,1,0.221388262639503
ABCB5,-+,0.3089198920432058,0.38128764114883934,0.4726935996145597,1,0.7625752822976787
ABCB6,+-,0.2649384116180145,0.7015613986862849,0.2853017152370896,-1,0.5706034304741792
ABCB8,--,0.33391145501700015,0.9430872396397905,0.13602313352143025,-1,0.2720462670428605
ABCB9,+-,0.2820440222839199,0.7133261181948981,0.2925595433497561,-1,0.5851190866995122
ABCC1,+-,0.7173003695470812,0.5113751439162894,0.65545497667033,1,1.0227502878325787
ABCC10,--,0.3027621703662101,0.9358833397741567,0.14535367633061733,-1,0.29070735266123465
ABCC11,++,0.6369976291896136,0.4050417144451881,0.759994802562262,1,0.8100834288903762
ABCC12,+-,0.2939946704618454,0.37968727260101154,0.41957798547738856,1,0.7593745452020231
ABCC2,++,0.405446326431932,0.27767057776425913,0.839150810378801,1,0.5553411555285183
ABCC3,--,0.30805215784803924,0.8999881070416245,0.19088207244621164,-1,0.3817641448924233
ABCC4,-+,0.17272954028568754,0.8003937612804348,0.184141029543842,-1,0.368282059087684
ABCC5,++,0.2067928103636139,0.09650478358932013,0.9587916316034417,1,0.19300956717864026
ABCC6,++,0.09126659501479939,0.017833517851809574,0.9949126839519512,1,0.03566703570361915
ABCC8,++,0.16151473531535648,0.07759420894893011,0.9656429435484588,1,0.15518841789786023
ABCC9,-+,0.3404656282364654,0.6550751396495387,0.35218325204494527,-1,0.7043665040898905
ABCD2,++,0.5776887550893004,0.294133721717115,0.8481480764796216,1,0.58826744343423
ABCD3,++,0.8850609521312891,0.5461078388096635,0.6441452685319702,1,1.092215677619327
ABCD4,--,0.055786177580558705,0.8980433899921938,0.06123674664552685,-1,0.1224734932910537
ABCE1,+-,0.8256930069890869,0.5461129850234052,0.6374387209801686,1,1.0922259700468104
ABCF1,++,0.7337108204607071,0.4941120004275647,0.6811592873923984,1,0.9882240008551294
ABCF2,+-,0.03415517252588887,0.05324172495265325,0.8030686920776364,1,0.1064834499053065
ABCF3,+-,0.35064888582266207,0.4049893212081569,0.5063453338496744,1,0.8099786424163138
ABCG1,--,0.21241225334933364,0.8885858225990703,0.16506393661186047,-1,0.33012787322372095
ABCG2,++,0.1664036695095616,0.152828223698166,0.8661739901514784,1,0.305656447396332
ABCG4,+-,0.05226897053570824,0.09983413079089996,0.5429736131989329,1,0.19966826158179993
ABCG5,+-,0.30779330409441746,0.4860574407729495,0.3774602835510754,-1,0.7549205671021508
ABCG8,+-,0.32052236297415304,0.29182400544441384,0.7666074791841706,1,0.5836480108888277
ABHD1,-+,0.1292784231098122,0.74063374496066825,0.1651254040832373,-1,0.3302508081664746
ABHD10,+-,0.34279524070351153,0.36648159676383235,0.618874524900344,1,0.7329631935276647
ABHD11,+-,0.30344642148146855,0.7422722917361936,0.2939139434046915,-1,0.587827886809383
ABHD12,+-,0.12230436212726166,0.20264517025514422,0.44679602083094966,1,0.40529034051028845
ABHD12B,+-,0.20046452513429558,0.24266317981032495,0.680373301687695,1,0.4853263596206499
ABHD13,++,0.13738101318130577,0.08710915965179321,0.9489623075735045,1,0.17421831930358642
ABHD14A,+-,0.014696518100295122,0.027689088845966107,0.7780646890903229,1,0.055378177691932214
ABHD14B,++,0.351254487329711,0.2810879966276258,0.8098582370510289,1,0.5621759932552516
ABHD15,+-,0.4433373014857295,0.7359504321608482,0.3676940672988218,-1,0.7353881345976436
ABHD16A,+-,0.13471577604545953,0.16866899758490497,0.7468772587966361,1,0.33733799516980995
ABHD16B,--,0.7465730737893841,0.6865574752799797,0.4915208454838598,-1,0.9830416909677197
ABHD17A,+-,0.7486349679737907,0.5944087634688122,0.561644500512633,-1,1.123289001025266
ABHD17B,--,0.5747886879818094,0.7944798019936876,0.3598644686801307,-1,0.7197289373602614
ABHD17C,++,0.1849290480342429,0.11133114951809787,0.9413591531500252,1,0.22266229903619575
ABHD18,-+,0.06327352155079705,0.6554021372774514,0.10593610117907472,-1,0.21187220235814944
ABHD2,++,0.4501090580901286,0.2692315547116898,0.8579024008292553,1,0.5384631094233796
ABHD3,--,0.48680501500459217,0.7603860050707338,0.36771696530213405,-1,0.7354339306042681
ABHD4,--,0.14992755007086678,0.852782794249946,0.147981797481097,-1,0.295963594962194
ABHD5,--,0.20920196831353427,0.8466445632071673,0.1881893072962647,-1,0.3763786145925294
ABHD6,+-,0.3790842006810051,0.4232301405713455,0.5127379545950096,1,0.846460281142691
ABHD8,+-,0.28445568983994474,0.3097944344674945,0.6698329825814872,1,0.619588868934989
ABI1,++,0.5018873384236598,0.2607773633444088,0.8695668097280975,1,0.5215547266888176
ABI2,++,0.2819186692884631,0.19692883800192498,0.8847699632147047,1,0.39385767600384997
ABI3,+-,0.21441810183091747,0.7027817105450932,0.2476327994038106,-1,0.4952655988076212
ABI3BP,-+,0.14733152191214113,0.7435156407799968,0.1807713309725694,-1,0.3615426619451388
ABL1,--,0.38739811286803705,0.9273526397671401,0.16556809059398966,-1,0.33113618118797933
ABL2,++,0.44923080579425556,0.25501318252829863,0.8697692369656291,1,0.5100263650565973
ABLIM1,++,0.3800508127622716,0.2977174632045719,0.8029865302738002,1,0.59543492640914375
ABLIM2,+-,0.3399820016515226,0.372570866229456,0.5943043640143225,1,0.745141732458912
ABLIM3,+-,0.6836707548564296,0.5100654320899366,0.6453428906561973,1,1.0201308641798732
ABO,-+,0.2248081514076255,0.735300329316504,0.24505285609365896,-1,0.4901057121873179
ABR,+-,0.28937484081779996,0.2637887916082591,0.788139913687913,1,0.5275775832165182
ABRA,--,0.25652858973556236,0.8728013687772258,0.19616500570935155,-1,0.3923300114187031
ABRACL,++,0.6701471044129597,0.3972638806715593,0.7710383271973802,1,0.7945277613431186
ABT1,++,0.09674206783681463,0.10453291572765831,0.8640530958771518,1,0.20906583145531663
ABTB1,+-,0.24139667163585138,0.3280679876428545,0.4489927261223176,1,0.656135975285709
ABTB2,--,0.126613708190067,0.9832295399072549,0.045246379304928495,-1,0.09049275860985699
ACAA1,+-,0.03992701252720662,0.739785307805287,0.06678083630969493,-1,0.13356167261938987
ACAA2,--,0.728843146904164,0.701925359506055,0.4748498242201896,-1,0.9496996484403792
ACACA,++,0.696093625077338,0.42874257270689176,0.744472258435056,1,0.8574851454137835
ACACB,--,0.29755872313267673,0.851905596563932,0.22888310742439036,-1,0.4577662148487807
ACAD10,--,0.23829680340272794,0.8805573276169597,0.1825462260218603,-1,0.3650924520437206
ACAD11,--,0.12052713005651045,0.9451672923036278,0.08284096671553264,-1,0.16568193343106527
ACAD8,+-,0.23153191532906647,0.24267220293542296,0.7550995572639385,1,0.48534440587084593
ACAD9,+-,0.1830821078742574,0.226029490953222,0.6877698518399429,1,0.452058981906444
ACADL,-+,0.3914694425608489,0.6453737775791094,0.38672386099071004,-1,0.7734477219814201
ACADM,++,0.19028798937445107,0.06446348121796683,0.9766995523693673,1,0.12892696243593366
ACADS,++,0.6766930662010423,0.45466885199886914,0.7144974850657815,1,0.9093377039977383
ACADSB,++,0.49792403459323153,0.256109994170382,0.872687477783971,1,0.512219988340764
ACADVL,+-,0.732275169729099,0.6647131611457814,0.5074493689601914,-1,1.0148987379203829
ACAN,++,0.5203717482639896,0.3575843088205174,0.7850859296386341,1,0.7151686176410348
ACAP1,-+,0.43373487071856953,0.6184137090255819,0.42145717950333844,-1,0.8429143590066769
ACAP2,-+,0.14116809117057266,0.5013259124704205,0.21841221243907097,-1,0.43682442487814194
ACAP3,--,0.7994150251747049,0.7200200544632706,0.4623257425743133,-1,0.9246514851486266
ACAT1,+-,0.29117256087578164,0.2670381040115861,0.7837432562707625,1,0.5340762080231722
ACAT2,+-,0.2838700021957727,0.6098824533944164,0.32788484598159506,-1,0.6557696919631901
ACBD3,--,0.5588200878191367,0.8252949088743328,0.32317342871576465,-1,0.6463468574315293
ACBD4,--,0.5712096296013557,0.7298619551216078,0.4169651289252984,-1,0.8339302578505968
ACBD5,+-,0.5411960939451295,0.4703644951879961,0.6267602815809692,1,0.9407289903759922
ACBD6,+-,0.6645235015738982,0.5538199377057579,0.5601211951736633,1,1.1076398754115158
ACBD7,++,0.4901799511760011,0.25916345867973106,0.8701346045007431,1,0.5183269173594621
ACCS,-+,0.5754862105571006,0.5289265203879463,0.531917044138662,1,1.0578530407758926
ACCSL,-+,0.7565453284073744,0.5221305309475712,0.6523870371486213,1,1.0442610618951425
ACD,+-,0.5254218635105639,0.5176867815620939,0.509465388940882,-1,1.018930777881764
ACE,++,0.05615698457970753,0.03616699349345875,0.9706747880527601,1,0.0723339869869175
ACER1,-+,0.23876081889150075,0.31283472344689445,0.5184478035284916,1,0.6256694468937889
ACER2,+-,0.387665158421986,0.708731292357696,0.35643303015455197,-1,0.7128660603091039
ACER3,--,0.17440247460340028,0.9565473962322999,0.09196051402927756,-1,0.18392102805855512
ACHE,+-,0.12860271424065228,0.20507350883134393,0.49255513684617436,1,0.41014701766268785
ACIN1,--,0.15176757487771056,0.9621375736161976,0.07926615568134952,-1,0.15853231136269905
ACKR1,+-,0.2016003105031767,0.6427120266101227,0.2530943829240126,-1,0.5061887658480252
ACKR2,--,0.2040155107168945,0.9401302746748694,0.11862448585716012,-1,0.23724897171432024
ACKR3,--,0.26984809758565764,0.9326300042535536,0.14415439133562183,-1,0.28830878267124366
ACKR4,++,0.7411278128403949,0.47436338340949563,0.7042692059110857,1,0.9487267668189913
ACLY,+-,0.4147394839729661,0.3828971937567813,0.68298882330630994,1,0.7657943875135625
ACMSD,--,0.7773217536095403,0.6965185374824867,0.4860569492084861,-1,0.9721138984169722
ACO1,++,0.08709013071088162,0.08352043373222776,0.9053621654429231,1,0.1670408674644555
ACO2,++,0.24971503443493295,0.20985227940277368,0.8471766643238736,1,0.41970455880554736
ACOD1,++,0.3470032072263113,0.27880534737517587,0.8105421909995376,1,0.5576106947503517
ACOT1,++,0.3230038650957018,0.2067570855320237,0.8885602285281566,1,0.4135141710640474
ACOT11,-+,0.3562514554562439,0.48843025784612065,0.4135694494863819,-1,0.8271388989727638
ACOT12,--,0.5174611734858584,0.7667666198509575,0.3723504408978752,-1,0.7447008817957504
ACOT13,+-,0.2621594800565804,0.24697517731370802,0.7908316084225108,1,0.49395035462741604
ACOT2,++,0.2559900271058871,0.22990897014417858,0.8176373212131756,1,0.45981794028835715
ACOT4,+-,0.37977672549737285,0.5451558851590284,0.4143551270260422,-1,0.8287102540520844
ACOT6,-+,0.4788055680328476,0.4186194627392074,0.6734839193262591,1,0.8372389254784148
ACOT7,+-,0.09469197207645597,0.1610098180324305,0.5150370886088232,1,0.322019636064861
ACOT8,+-,0.2660587352484021,0.3642441156792465,0.3657406551198438,1,0.728488231358493
ACOX1,++,0.5904751857287114,0.42246830205688285,0.7295807002907615,1,0.8449366041137657
ACOX2,--,0.34649402303346344,0.8985761508567744,0.20183725753506498,-1,0.40367451507012997
ACOX3,--,0.7751283205889818,0.7423140418015683,0.43565871782912197,-1,0.8713174356582439
ACOXL,++,0.8577254988005193,0.5145885656694863,0.6739850746143317,1,1.0291771313389726
ACP1,+-,0.4014141020577394,0.3313501373740305,0.7657497699115514,1,0.662700274748061
ACP2,+-,0.1120248980828643,0.1673710900147737,0.6327165894655844,1,0.3347421800295474
ACP5,-+,0.4962272728441789,0.49606944466921454,0.5108802849255875,1,0.9921388893384291
ACP6,--,0.297609679722496,0.9241716009021835,0.16058366917478192,-1,0.32116733834956385
ACPP,-+,0.23090376744777188,0.5331467286150087,0.3029078204147963,-1,0.6058156408295926
ACPT,--,0.8284176700033341,0.6785244941551937,0.5083440207739262,-1,1.0166880415478523
ACR,+-,0.09093814023479703,0.13972921576907607,0.6580992762531886,1,0.27945843153815214
ACRBP,-+,0.31060088200198804,0.6819964666660521,0.3230470688437246,-1,0.6460941376874492
ACRV1,++,0.043811231887166915,0.039875839460333184,0.9430809717580095,1,0.07975167892066637
ACSBG1,--,0.6916396404002515,0.7405729304498242,0.4322594894598147,-1,0.8645189789196294
ACSBG2,-+,0.7399621363773845,0.6711871516911802,0.5036635015909912,-1,1.0073270031819823
ACSF2,--,0.4665447878221113,0.8264987043197953,0.30578849460562374,-1,0.6115769892112475
ACSF3,+-,0.03534360944714844,0.8355788452825725,0.051187362555345776,-1,0.10237472511069155
ACSL1,--,0.4281766341555179,0.912510613916134,0.19184457710306096,-1,0.38368915420612193
ACSL3,++,0.3069795619056871,0.25799484785439697,0.8145636649601096,1,0.5159896957087939
ACSL5,++,0.2170812830401744,0.20441385338540877,0.8233849551830135,1,0.40882770677081753
ACSL6,++,0.3898145266976718,0.26763330002539415,0.8451136909887682,1,0.5352666000507883
ACSM1,+-,0.36254486960887033,0.7021144612298165,0.3460229148484425,-1,0.692045829696885
ACSM2A,-+,0.09214543713552745,0.14445048203924782,0.6331860949055159,1,0.28890096407849564
ACSM2B,-+,0.24480190809046573,0.32611932041958586,0.47731198602835917,1,0.6522386408391717
ACSM3,-+,0.2507501497757494,0.7218848696308805,0.26821412641886305,-1,0.5364282528377261
ACSM5,-+,0.07915489449503675,0.13504283054703942,0.5731137162685441,1,0.27008566109407883
ACSM6,++,0.7590377937428715,0.49794974571962425,0.6814905799581695,1,0.9958994914392485
ACSS1,++,0.554666201675903,0.3575746574858042,0.7932195804607379,1,0.7151493149716084
ACSS2,--,0.12223629372254365,0.8411432339924445,0.13193558364759056,-1,0.2638711672951811
ACSS3,++,0.7345370195289087,0.470563095715753,0.7073402190738951,1,0.941126191431506
ACTA1,++,0.3691554357402489,0.17575687662475456,0.9206290517200919,1,0.3515137532495091
ACTA2,+-,0.6275269154408469,0.5177683338350412,0.6026201211943392,1,1.0355366676700823
ACTB,+-,0.3996388115882634,0.7156805652674361,0.3590220154834517,-1,0.7180440309669034
ACTBL2,+-,0.6371514956333224,0.5636252068688207,0.5415314176696775,-1,1.083062835339355
ACTC1,+-,0.39125097196414704,0.4102607484126921,0.5812499163310618,1,0.8205214968253842
ACTG1,--,0.5052742860247785,0.7867811623110357,0.3521602113988915,-1,0.704320422797783
ACTG2,+-,0.7190484798438646,0.6720992060665699,0.4988069097436458,-1,0.9976138194872916
ACTL10,-+,0.3521396817775633,0.5875377012575961,0.382900940728214,-1,0.765801881456428
ACTL6A,--,0.4797876612703903,0.87766759551554685,0.2478678968609861,-1,0.4957357937219722
ACTL6B,+-,0.2014775540451203,0.3013268273431041,0.3653093978143827,1,0.6026536546862082
ACTL7A,++,0.555674983132049,0.2759218329355851,0.8603694901946928,1,0.5518436658711702
ACTL7B,++,0.01069400034661003,5.761579844701822e-4,0.9998834022189219,1,0.0011523159689403645
ACTL8,+-,0.14834153781879994,0.6199355298951608,0.207976455099211,-1,0.415952910198422
ACTL9,+-,0.2295690642446699,0.7553372034948742,0.24122741749818127,-1,0.48245483499636255
ACTN1,++,0.5045908591277539,0.30065073041498525,0.8383977888180139,1,0.6013014608299705
ACTN2,++,0.32203562467393354,0.13337075007758004,0.9443018429105845,1,0.26674150015516007
ACTN3,+-,0.08161636312718334,0.16458830761797894,0.1975926725233045,1,0.32917661523595787
ACTN4,--,0.2647795177026601,0.8090756273983383,0.23930060653539512,-1,0.47860121307079023
ACTR10,+-,0.2912048470930999,0.28278634723243756,0.750825643889768,1,0.5655726944648751
ACTR1A,+-,0.10314203599678391,0.43586181995687706,0.17948838840981687,-1,0.35897677681963375
ACTR1B,+-,0.06413463129592052,0.10078676023980039,0.7116377709401889,1,0.20157352047960078
ACTR2,++,0.22739583193005267,0.15410880953914222,0.9111907983198714,1,0.30821761907828443
ACTR3,++,0.5100541666601888,0.33944049722497516,0.8021395158796912,1,0.6788809944499503
ACTR3B,+-,0.4603118778354697,0.4078271405008402,0.6778561848835504,1,0.8156542810016804
ACTR3C,-+,0.06517332699614181,0.10009779226144991,0.7273117046376794,1,0.20019558452289982
ACTR5,++,0.5514066596908702,0.3817086363705054,0.7664875778010424,1,0.7634172727410108
ACTR6,--,0.8366347931746027,0.6515552244144722,0.5350216826272027,-1,1.0700433652544055
ACTR8,++,0.3009732159494315,0.183481586652025,0.9051741872956778,1,0.36696317330405
ACTRT2,+-,0.6342591912404638,0.7073575377535597,0.451357285114065,-1,0.90271457022813
ACTRT3,++,0.4865458703713619,0.36461179491563644,0.7644299043131217,1,0.7292235898312729
ACVR1,++,0.02747146966360508,0.04099884659190961,0.8425510438421636,1,0.08199769318381922
ACVR1B,++,0.01877234858588822,0.014109336279266572,0.9750154102958686,1,0.028218672558533144
ACVR1C,++,0.45754959803027395,0.34409012507992387,0.7787475365437393,1,0.6881802501598477
ACVR2A,-+,0.13790581333219804,0.17341107288660773,0.7391636637683809,1,0.34682214577321546
ACVR2B,-+,0.09094892841122568,0.11198059048706434,0.8167060588652035,1,0.22396118097412868
ACVRL1,+-,0.13920652556408541,0.19975882247159538,0.6131447140498993,1,0.39951764494319075
ACY1,+-,0.19576289035035832,0.8001031054781116,0.20065308078555374,-1,0.4013061615711075
ACY3,++,0.6297073570006295,0.4114098838449971,0.752235851066154,1,0.8228197676899942
ACYP1,++,0.6681384840252551,0.4460229216335636,0.7223996938872721,1,0.8920458432671272
ACYP2,+-,0.5933675394774625,0.44148930224902266,0.7057398962530952,1,0.8829786044980453
ADA,--,0.6924505918709711,0.7763792084342058,0.3923810499331718,-1,0.7847620998663436
ADAD1,++,0.4248653059258931,0.22524670896016963,0.8902929667380814,1,0.45049341792033926
ADAD2,--,0.708429788603844,0.7749054494013894,0.3946737172920114,-1,0.7893474345840228
ADAL,+-,0.790660965580063,0.5460553058536026,0.6303409048216735,1,1.0921106117072052
ADAM10,--,0.5214989118830444,0.8233951640711392,0.32015367176211734,-1,0.6403073435242347
ADAM11,+-,0.3470514388285364,0.41267499213519265,0.4639438067709001,1,0.8253499842703853
ADAM12,-+,0.4750991346482454,0.6401917265004027,0.4334059982038098,-1,0.8668119964076196
ADAM15,--,0.36124592946074097,0.8679904022265432,0.2379051302918314,-1,0.4758102605836628
ADAM17,-+,0.606176582212987,0.5464067946491398,0.5366767515495527,-1,1.0733535030991055
ADAM18,++,0.5127249073478783,0.3540854458466599,0.7868272138651908,1,0.7081708916933198
ADAM19,--,0.7889902806794007,0.6895451547824202,0.49408371625560876,-1,0.9881674325112175
ADAM2,++,0.38025121616669233,0.2411075614643933,0.869901688169414,1,0.4822151229287866
ADAM20,-+,0.69188534176158,0.6360171954139743,0.5186866006200539,-1,1.0373732012401078
ADAM21,-+,0.49809953504659843,0.6799645850326381,0.4235869707821199,-1,0.8471739415642398
ADAM22,++,0.25763706234234574,0.11477318748493573,0.9519896754694899,1,0.22954637496987146
ADAM23,+-,0.08589441231980555,0.1095854612572784,0.8057564170516659,1,0.2191709225145568
ADAM28,-+,0.12069357761500991,0.505514853599858,0.1941960907540448,-1,0.3883921815080896
ADAM29,--,0.40192693637424837,0.9130199386183379,0.19002633016962722,-1,0.38005266033925444
ADAM30,+-,0.17130600137387916,0.2409238897638763,0.5640028502790476,1,0.4818477795277526
ADAM32,-+,0.3806509161124665,0.641285166000902,0.3820240537847123,-1,0.7640481075694247
ADAM33,-+,0.9102720600517118,0.5644786468823387,0.6266509637726926,1,1.1289572937646775
ADAM7,++,0.8168780875722316,0.4787621259172958,0.7058709119643979,1,0.9575242518345916
ADAM8,--,0.38544131814955396,0.927256118360064,0.16570362047523288,-1,0.33140724095046575
ADAM9,-+,0.5391960726356286,0.4078427687106064,0.7290750248153627,1,0.8156855374212127
ADAMDEC1,++,0.2319523369797266,0.20252125356033068,0.8437298728079738,1,0.40504250712066137
ADAMTS1,--,0.035499529873486216,0.9971670590174908,0.00806143940671291,-1,0.01612287881342582
ADAMTS10,++,0.7475512701384166,0.4951765239569116,0.682619604869754,1,0.9903530479138232
ADAMTS12,-+,0.2865908001411284,0.594722843948826,0.334164022499198,-1,0.668328044998396
ADAMTS13,--,0.43001503872829483,0.888414074701415,0.2283881825693616,-1,0.4567763651387232
ADAMTS14,--,0.46154077253098336,0.8277309451074928,0.30338830982572706,-1,0.6067766196514541
ADAMTS15,--,0.22045757397536528,0.9444378721499935,0.11824226474029097,-1,0.23648452948058193
ADAMTS16,++,0.16340269333937196,0.13721085536956,0.8929939149782785,1,0.27442171073912
ADAMTS17,++,0.7496477136363316,0.4671795561124573,0.7126105886051722,1,0.9343591122249146
ADAMTS18,++,0.468851511127502,0.35551497111650554,0.7686315462574791,1,0.7110299422330111
ADAMTS19,--,0.1548062367737719,0.8596841813791563,0.14836680705701005,-1,0.2967336141140201
ADAMTS2,++,0.05295426266231461,0.05033736739616299,0.9303696377329174,1,0.10067473479232598
ADAMTS20,++,0.22166577202177443,0.08271651926806206,0.9684978610310686,1,0.16543303853612412
ADAMTS3,-+,0.7409623813420219,0.6263783714215131,0.5381937434514522,-1,1.0763874869029044
ADAMTS4,--,0.09703825006410874,0.9920987738841482,0.024978383334857367,-1,0.049956766669714735
ADAMTS5,++,0.06557573188484751,0.043607254466151726,0.9656218879111156,1,0.08721450893230345
ADAMTS6,++,0.16818773433616102,0.13893441311343138,0.894571184497194,1,0.27786882622686276
ADAMTS7,-+,0.5958657513980747,0.7165308710803024,0.43413375588288877,-1,0.8682675117657775
ADAMTS8,--,0.5139226234087242,0.7668272779932377,0.37127147910667446,-1,0.7425429582133489
ADAMTS9,--,0.5030298781003548,0.8838589522531124,0.23943939555851496,-1,0.4788787911170299
ADAMTSL1,--,0.34074348446340186,0.8084555151388941,0.2774515480352285,-1,0.554903096070457
ADAMTSL2,+-,0.3151952802913896,0.2796532989371299,0.7842273047632278,1,0.5593065978742598
ADAMTSL3,--,0.239115990905594,0.9193762429486028,0.15067663955781815,-1,0.3013532791156363
ADAMTSL4,--,0.2706216288881257,0.8207689515724015,0.236076537198119,-1,0.472153074396238
ADAP1,--,0.49344958273911343,0.7782583983033979,0.3559645789647963,-1,0.7119291579295925
ADAP2,--,0.0742869900950634,0.8652327552342431,0.0853445404761934,-1,0.1706890809523868
ADAR,++,0.2513913337021277,0.10660169639266354,0.9565629352493044,1,0.21320339278532707
ADARB1,++,0.0702065402996734,0.07668293412940841,0.8853674901555557,1,0.15336586825881682
ADARB2,--,0.20580508363656388,0.9794247620978969,0.05909009706903443,-1,0.11818019413806886
ADAT1,++,0.25620996413952235,0.12109890876175039,0.9477069025817646,1,0.24219781752350078
ADAT2,-+,0.10128710610296325,0.15716114007367082,0.6183793861642491,1,0.31432228014734165
ADAT3,--,0.32948297123003556,0.9423111586435308,0.1372641662095844,-1,0.2745283324191688
ADCK1,--,0.210140304860026,0.825855365667777,0.19899009294098458,-1,0.39798018588196915
ADCK2,+-,0.18505429477821322,0.21396034931512825,0.7378284557580653,1,0.4279206986302565
ADCK3,+-,0.13858316127372974,0.1949490195680778,0.6373118417078671,1,0.3898980391361556
ADCK4,--,0.10454955814678006,0.943988878627654,0.07595685844461929,-1,0.15191371688923858
ADCK5,+-,0.8382479962976733,0.5824769401632941,0.5941876780034195,1,1.1649538803265882
ADCY1,++,0.1564356170334011,0.05752505765491854,0.9785484421096332,1,0.11505011530983708
ADCY10,--,0.7025906231276313,0.7455583150013076,0.4282663067192312,-1,0.8565326134384624
ADCY2,++,0.3061924220775001,0.18540792694464425,0.9046650044378916,1,0.3708158538892885
ADCY3,+-,0.5915454895527567,0.43904225003262065,0.7083483030038059,1,0.8780845000652413
ADCY4,++,0.2146249270758628,0.1564205384198885,0.902011424825034,1,0.312841076839777
ADCY5,++,0.7974496452736535,0.49652834849746,0.6878742095642896,1,0.99305669699492
ADCY6,++,0.7139887222065618,0.4026978187969959,0.7685393683022879,1,0.8053956375939918
ADCY7,++,0.4583665645841217,0.28582268340728834,0.844289184041479,1,0.5716453668145767
