gene_symbol,nAcc.F_nAcc.M,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AICDA,-+,0.27175235455956,0.35413818800641556,0.45450068373783187,1,0.7082763760128311
AIDA,+-,0.03650798870524645,0.5934868994586862,0.07225005446213807,-1,0.14450010892427614
AIF1,++,0.08680250049572326,0.07552583756495478,0.9251262799668104,1,0.15105167512990955
AIF1L,-+,0.04822917832627597,0.582506116200765,0.09105159425537229,-1,0.18210318851074458
AIFM1,+-,0.726513420711788,0.5621055928034918,0.5833649169818269,1,1.1242111856069836
AIFM1P1,--,0.5433303661831461,0.7739949588614273,0.37313339662261924,-1,0.7462667932452385
AIFM2,++,0.5951393621309744,0.37702662535327025,0.781095545757931,1,0.7540532507065405
AIFM3,-+,0.1035708796036108,0.19393696833678337,0.2513736779011107,1,0.38787393667356673
AIG1,-+,0.8645841661484442,0.5815123176971848,0.6013229570285342,1,1.1630246353943696
AIG1P1,+-,0.3571956947578928,0.643508599819186,0.366956577269314,-1,0.733913154538628
AIM1,++,0.5915894286018919,0.4118929222181285,0.7427751414366291,1,0.823785844436257
AIM1L,++,0.12366835597337339,0.048264132132234835,0.9810235899270584,1,0.09652826426446967
AIM2,-+,0.9219212600648499,0.5772002054774239,0.6138799335672763,1,1.1544004109548478
AIMP1,++,0.2037610537316857,0.19653607313352114,0.8224939095654501,1,0.3930721462670423
AIMP1P1,-+,0.2115202276836403,0.2941172378684622,0.4834294689513587,1,0.5882344757369244
AIMP1P2,-+,0.8203986212251819,0.5701652212526755,0.6061801944195357,1,1.140330442505351
AIMP2,++,0.43545217528906666,0.34111722476988704,0.7718457980059017,1,0.6822344495397741
AIP,-+,0.03096381049847397,0.05658708808043693,0.7080882142508852,1,0.11317417616087386
AIPL1,-+,0.19045314355905288,0.24004811474965584,0.656685364132457,1,0.4800962294993117
AIRE,--,0.13424135759667105,0.8303962447367271,0.14478960795754794,-1,0.2895792159150959
AJ239318.1,-+,0.8536073939859707,0.6259123137039578,0.5597218800046714,-1,1.1194437600093428
AJ239321.3,-+,0.4835750615519028,0.5618359774158941,0.4708376689797721,-1,0.9416753379595442
AJAP1,+-,0.1160056334611412,0.4215851932249097,0.19733247426357567,-1,0.39466494852715134
AJUBA,-+,0.3193629900902449,0.2960987592820083,0.7569098952057897,1,0.5921975185640166
AK1,++,0.18395938066402426,0.1800474595877321,0.8308611347541077,1,0.3600949191754642
AK2,-+,0.3053870383284037,0.6787513050117405,0.3208444639111464,-1,0.6416889278222928
AK2P2,+-,0.2867514063313377,0.5368218282234047,0.3490910105159082,-1,0.6981820210318164
AK3,--,0.4829236066104222,0.8248848141807948,0.31112410191215917,-1,0.6222482038243183
AK3P2,++,0.4887468073866894,0.37345956588154605,0.7534318654163685,1,0.7469191317630921
AK3P3,--,0.5672764753469459,0.8191306232899525,0.3314508235066825,-1,0.662901647013365
AK3P4,++,0.3378879144849738,0.2584387496129377,0.8341121839853614,1,0.5168774992258754
AK3P5,--,0.19016405372591066,0.9824988757546406,0.051603638827379075,-1,0.10320727765475815
AK4,+-,0.16626713886852756,0.7878922603927838,0.18355342945673211,-1,0.36710685891346423
AK4P1,--,0.20869332037044347,0.9745860774833286,0.06990032265425238,-1,0.13980064530850475
AK4P2,+-,0.6882040914974727,0.4942210680004482,0.6690510525983125,1,0.9884421360008964
AK4P3,+-,0.6435301896103455,0.6829874837148767,0.47234803831853317,-1,0.9446960766370663
AK4P4,-+,0.580256230863452,0.5452502745090432,0.5256043768265224,-1,1.0512087536530448
AK4P5,--,0.5784307188953693,0.7732459883161844,0.38167269100746115,-1,0.7633453820149223
AK4P6,++,0.649902220566678,0.41582650312508374,0.7511592789655385,1,0.8316530062501675
AK5,+-,0.0721891328335835,0.22540964899158478,0.1486048406369785,-1,0.297209681273957
AK6,-+,0.5455945032437997,0.4234679696604301,0.7097849879140069,1,0.8469359393208602
AK6P1,-+,0.5401020046765267,0.7113963302234448,0.4204954925525977,-1,0.8409909851051954
AK6P2,+-,0.4356508805785918,0.37870710623061704,0.7110925251748013,1,0.7574142124612341
AK7,+-,0.10973755492189226,0.15086998668911886,0.7171808115492782,1,0.3017399733782377
AK8,+-,0.49660440458173116,0.5479011461656149,0.483081052567634,-1,0.966162105135268
AK9,++,0.6085906575923525,0.42468026524316405,0.7324346423583236,1,0.8493605304863281
AKAIN1,++,0.06273332338876443,0.03134068020191472,0.9817442246353631,1,0.06268136040382943
AKAP1,+-,0.7857788334324397,0.6038225806765134,0.5646235118355736,-1,1.1292470236711472
AKAP10,+-,0.15142400339946696,0.6624283193835915,0.20293188527814707,-1,0.40586377055629413
AKAP11,+-,0.049945213746242334,0.3804173249469617,0.10530454222513443,-1,0.21060908445026885
AKAP12,--,0.6348360042722383,0.722683625014489,0.4389504415243654,-1,0.8779008830487308
AKAP13,+-,0.0967574008481619,0.1562652584083393,0.5824824170317892,1,0.3125305168166786
AKAP14,--,0.6131083219321818,0.7812834117899872,0.37957731795922833,-1,0.7591546359184567
AKAP17A,++,0.9491375526401048,0.5732594379801726,0.619333336709309,1,1.1465188759603453
AKAP17BP,--,0.6942527726062159,0.7506520677842794,0.42198745781233177,-1,0.8439749156246635
AKAP2,++,0.3134466507154098,0.19725822303986287,0.8952713150760649,1,0.39451644607972575
AKAP3,--,0.4372643148065042,0.8442758069665783,0.28117816493961273,-1,0.5623563298792255
AKAP4,--,0.14064390983847544,0.9200714312999124,0.10913099469944383,-1,0.21826198939888766
AKAP5,+-,0.10749131942202397,0.19839550104565185,0.2669585269826021,1,0.3967910020913037
AKAP6,+-,0.08596790566248962,0.6787523412612897,0.1311096996006526,-1,0.2622193992013052
AKAP7,-+,0.28774690230245986,0.5229040882012387,0.35314641399095126,-1,0.7062928279819025
AKAP8,++,0.5926479536280826,0.3968663931544733,0.7600947755639598,1,0.7937327863089466
AKAP8L,++,0.6487066359038147,0.34247248057992796,0.8142080029306894,1,0.6849449611598559
AKAP8P1,++,0.4189622994627732,0.23158720267434357,0.884903293570387,1,0.46317440534868715
AKAP9,--,0.5181943451019908,0.8119278461684571,0.331607235356236,-1,0.663214470712472
AKIP1,++,0.4295565462524955,0.3265469322118725,0.7890837583448387,1,0.653093864423745
AKIRIN1,+-,0.4320824210730002,0.6202415483229825,0.41980379160206416,-1,0.8396075832041283
AKIRIN1P1,-+,0.3204491051017254,0.6409034921164491,0.3441854428553849,-1,0.6883708857107698
AKIRIN1P2,-+,0.788157076404078,0.6358030111996388,0.5413017477187557,-1,1.0826034954375114
AKIRIN2,+-,0.26953434027496276,0.3219289150413475,0.5913546224700474,1,0.643857830082695
AKIRIN2P1,++,0.19409935609253062,0.09447543560704899,0.9583951481195487,1,0.18895087121409798
AKNA,+-,0.0997501609747522,0.14034020175454542,0.7179464030084309,1,0.28068040350909085
AKNAD1,-+,0.20073144544663274,0.28410186010084765,0.4805116945771899,1,0.5682037202016953
AKR1A1,++,0.2376409724430855,0.1388338940778691,0.930425033704382,1,0.2776677881557382
AKR1B1,+-,0.44023060490998667,0.5304662176040693,0.457139035562729,-1,0.914278071125458
AKR1B10,--,0.02400738979666237,0.8876303198752736,0.032221051038000714,-1,0.06444210207600143
AKR1B10P1,++,0.34657973296057654,0.17151547180475024,0.9219014094884399,1,0.3430309436095005
AKR1B10P2,++,0.04427753396024387,0.03860384610110152,0.9483329578907354,1,0.07720769220220304
AKR1B15,-+,0.4830645230533819,0.6835946451243903,0.41508853934871265,-1,0.8301770786974253
AKR1B1P1,+-,0.24963428866815443,0.4890347423419121,0.32821672602445695,-1,0.6564334520489139
AKR1B1P2,--,0.6263584163016878,0.7450163096094318,0.41752553684199517,-1,0.8350510736839903
AKR1B1P4,--,0.4482599963401999,0.7867203722137792,0.334866582916978,-1,0.669733165833956
AKR1B1P6,++,0.612853475117515,0.3231616833679892,0.8279835707648364,1,0.6463233667359785
AKR1B1P7,++,0.4070292836759657,0.28361325455757314,0.833023595821692,1,0.5672265091151463
AKR1B1P8,-+,0.2892114391680095,0.563222296485588,0.34451143173534743,-1,0.6890228634706949
AKR1C1,-+,0.08816594845244838,0.20428309214228638,0.17421568963975856,-1,0.3484313792795171
AKR1C2,-+,0.3959241508826238,0.36027495817171895,0.7095474172861259,1,0.7205499163434379
AKR1C3,-+,0.052614259561304236,0.5305728394736221,0.10118584726674672,-1,0.20237169453349343
AKR1C4,++,0.46422981183564227,0.30787090915681453,0.8237684546211531,1,0.6157418183136291
AKR1C5P,--,0.7282343208665663,0.7463835744068479,0.42940172727886833,-1,0.8588034545577367
AKR1C6P,--,0.3088005940417271,0.7978099410227967,0.2687935752525424,-1,0.5375871505050848
AKR1C7P,--,0.3607542438957324,0.7933327857554555,0.29609565324694453,-1,0.5921913064938891
AKR1C8P,-+,0.3240517027710784,0.3148010184694211,0.7226565950618262,1,0.6296020369388422
AKR1D1,-+,0.7448881773089306,0.5643458148276198,0.588488786191298,1,1.1286916296552396
AKR1D1P1,+-,0.012826431708797515,0.2109237505643849,0.03703424590802083,-1,0.07406849181604166
AKR1E2,++,0.4625102357383508,0.30107970561802183,0.8303175028406806,1,0.6021594112360437
AKR7A2,-+,0.18997428637120709,0.25528834190471494,0.584145075051194,1,0.5105766838094299
AKR7A2P1,++,0.5119511888954466,0.35435306826740764,0.7862945046371792,1,0.7087061365348153
AKR7A3,-+,0.16981266442169596,0.22547190807160591,0.637898209419274,1,0.45094381614321183
AKR7L,-+,0.14543012453896148,0.18033522131560906,0.7385440974392237,1,0.3606704426312181
AKT1,++,0.8134708050924165,0.4954728163310272,0.6901504743664951,1,0.9909456326620544
AKT1S1,-+,0.5506043022506278,0.4132681103804188,0.7265890759841295,1,0.8265362207608375
AKT2,-+,0.412575029878845,0.5614444628739255,0.4301222278046845,-1,0.860244455609369
AKT3,+-,0.3329439598307472,0.3809930176577176,0.5486928076537875,1,0.7619860353154352
AKTIP,++,0.6607624328914607,0.4471341177405854,0.7195474219880351,1,0.8942682354811708
AL008723.1,-+,0.8348636294798737,0.5931651097999032,0.5825835883101643,-1,1.1651671766203286
AL021546.6,+-,0.2907405976013148,0.38267753432419876,0.3872378359762585,1,0.7653550686483975
AL022067.1,--,0.018283842052924527,0.9400206562861078,0.019966448688951373,-1,0.039932897377902746
AL022237.3,+-,0.5447043648956174,0.45397719595883235,0.660056600386591,1,0.9079543919176647
AL022344.2,++,0.41107667872807696,0.20655973451810886,0.9025610957983439,1,0.4131194690362177
AL022345.10,-+,0.32087911404996533,0.47090032254305814,0.391109114300422,-1,0.782218228600844
AL022345.11,+-,0.07217112959132409,0.2283230287243689,0.1484455968419145,-1,0.296891193683829
AL022345.7,+-,0.4917215767469777,0.4307576913450749,0.6614046925204573,1,0.8615153826901498
AL022397.1,+-,0.4732074438840661,0.6528430485221667,0.4264479921130763,-1,0.8528959842261526
AL022578.1,--,0.43640838166271645,0.8259835788814949,0.2984831085085813,-1,0.5969662170171626
AL023806.1,--,0.3976863161137528,0.8733593127094548,0.24148724263314572,-1,0.48297448526629144
AL023875.1,-+,0.21379885689309117,0.2968066420315463,0.48043930445183963,1,0.59361328406309255
AL031601.4,++,0.35215708976341425,0.15852070811915633,0.9306292150026978,1,0.31704141623831267
AL031601.5,-+,0.6115478009012121,0.6874939743497713,0.45997604160299643,-1,0.9199520832059929
AL031664.1,+-,0.5130714119669557,0.4656089816239812,0.6101555938011083,1,0.9312179632479624
AL034550.1,+-,0.36756292829009596,0.7633160209043198,0.31743858288810817,-1,0.6348771657762163
AL049758.2,--,0.09984935509093859,0.9311234092374445,0.08063587340601978,-1,0.16127174681203957
AL049794.1,-+,0.19171713201133628,0.24384102522601026,0.6452663987316232,1,0.4876820504520205
AL049829.1,+-,0.0472508489638208,0.7656410120670203,0.07363227784039336,-1,0.14726455568078672
AL049872.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL050303.11,++,0.82134870380883,0.5137183369451094,0.6725378233169025,1,1.0274366738902188
AL050303.12,--,0.7387379942386423,0.7312360756003423,0.44681609875829165,-1,0.8936321975165833
AL078584.1,+-,0.2970388176813553,0.36913839755639055,0.4847879955850526,1,0.7382767951127811
AL109923.1,--,0.18859008954303388,0.8639662177425429,0.16722721033697188,-1,0.33445442067394376
AL109927.1,-+,0.6468113821099957,0.5575618856344274,0.5482938222778492,-1,1.0965876445556983
AL121578.5,--,0.11780316530764275,0.8366533658253905,0.12984660907878587,-1,0.25969321815757174
AL121578.7,--,0.057563616579940684,0.9773361980910393,0.032695976505358486,-1,0.06539195301071697
AL121657.4,--,0.5699285961003653,0.8066324202890423,0.34605755498858365,-1,0.6921151099771673
AL132640.1,-+,0.11096418542208507,0.19777642180871954,0.3410259531500764,1,0.3955528436174391
AL133244.1,++,0.22969612389181324,0.19509106778025462,0.8546220812609933,1,0.39018213556050924
AL133247.3,-+,0.5826465423051416,0.4975863124039685,0.607593317627666,1,0.995172624807937
AL133335.1,-+,0.36884403007404576,0.6115241994980197,0.38578974340156247,-1,0.7715794868031249
AL133475.1,-+,0.6640006305902642,0.6809467185343442,0.47923981344855926,-1,0.9584796268971185
AL135745.1,+-,0.5679467684659192,0.46176630041390826,0.6620708186856108,1,0.9235326008278165
AL135787.1,+-,0.012313970673489091,0.5307732389043452,0.03087275640014682,-1,0.06174551280029364
AL135791.1,--,0.7986468982702256,0.6729836722109153,0.5109675915904696,-1,1.0219351831809391
AL135842.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL136097.1,-+,0.08310336693981636,0.13789498610381848,0.5946869964431722,1,0.27578997220763696
AL137164.1,-+,0.36186181550039515,0.7367389242402295,0.3289910665701084,-1,0.6579821331402168
AL137860.1,-+,0.3582648431550022,0.3333366556086273,0.7241784956062859,1,0.6666733112172546
AL138479.3,++,0.45299326333565704,0.3314271966484122,0.7931268633930395,1,0.6628543932968244
AL138706.1,-+,0.6643844724748066,0.6590505885709298,0.4952140958343377,-1,0.9904281916686754
AL138751.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL139333.1,+-,0.1914427109807002,0.24675492028872753,0.6313651100048642,1,0.49350984057745506
AL158839.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL161905.1,++,0.82134870380883,0.5279806467223939,0.6573911191738794,1,1.0559612934447877
AL162151.3,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL162426.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL353662.1,-+,0.06743568313383856,0.11880686863601429,0.5789181136403707,1,0.23761373727202859
AL353898.1,-+,0.44126234140808873,0.5475571543783524,0.45208228769683473,-1,0.9041645753936695
AL353997.11,-+,0.03362781467767715,0.6288226978390723,0.06563458502943693,-1,0.13126917005887387
AL354822.1,--,0.08245542918064257,0.9034783767487635,0.08083184944382506,-1,0.16166369888765011
AL354828.1,-+,0.09097894961985206,0.1201501195547837,0.7784007304147009,1,0.2403002391095674
AL354828.2,++,0.06362451678203622,0.06330741717779036,0.9140136924220169,1,0.1266148343555807
AL355480.1,++,0.3012972845781431,0.23896264511509963,0.8398974251248816,1,0.47792529023019925
AL355480.2,+-,0.5784307188953693,0.6513305718697734,0.4720153455191403,-1,0.9440306910382806
AL355480.3,-+,0.37280741003324813,0.6648736943770053,0.3679618663093526,-1,0.7359237326187053
AL355480.4,-+,0.16255480020621027,0.39524810964155815,0.2555514776613373,-1,0.5111029553226746
AL356053.1,++,0.19555059175718936,0.18668366092610797,0.8327589620903639,1,0.37336732185221594
AL356135.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL356289.1,-+,0.12651370436365048,0.3893618586438489,0.2135688150751503,-1,0.4271376301503006
AL356585.1,+-,0.1027343001600879,0.1630163144655962,0.5862351051262634,1,0.3260326289311924
AL356585.2,+-,0.1027343001600879,0.1630163144655962,0.5862351051262634,1,0.3260326289311924
AL356806.3,-+,0.8759664478983764,0.6351999136472671,0.5539095417060171,-1,1.1078190834120343
AL357140.1,-+,0.28944091446925024,0.6299423161606761,0.3260938953790519,-1,0.6521877907581038
AL358113.1,+-,0.24831816831239267,0.7274729006227176,0.264507685766487,-1,0.529015371532974
AL358852.1,-+,0.8296804352547916,0.5844686239664648,0.5891442057686663,1,1.1689372479329296
AL360294.1,-+,0.2893484521271228,0.31007663452818707,0.6788345772553184,1,0.6201532690563741
AL365181.1,++,0.5118377966624377,0.3634520365701713,0.7756322459348333,1,0.7269040731403426
AL365202.1,-+,0.17434789264127404,0.22902926056336337,0.6411296365963253,1,0.45805852112672674
AL365273.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL445183.1,++,0.28969672863192925,0.11049006001791793,0.9559373736240424,1,0.22098012003583586
AL450992.6,-+,0.04508692055713737,0.06911675603518098,0.7818962035555734,1,0.13823351207036197
AL513122.1,-+,0.014969604685171597,0.5680209801619001,0.035413440195520236,-1,0.07082688039104047
AL513122.2,--,0.13243396310859246,0.9861301150270064,0.040650023005200035,-1,0.08130004601040007
AL513412.1,+-,0.2123737989214212,0.3592080539182866,0.3133469813931886,-1,0.6266939627863772
AL513523.1,-+,0.38818698479145697,0.4826269619556095,0.437567638578438,-1,0.875135277156876
AL513523.2,-+,0.38818698479145697,0.4826269619556095,0.437567638578438,-1,0.875135277156876
AL589743.1,-+,0.6124691248607261,0.5765997551378153,0.525276796177976,-1,1.050553592355952
AL590235.1,-+,0.3707779698907073,0.4292309516009732,0.46732382861782273,1,0.8584619032019464
AL590762.10,--,0.013931409017819148,0.9979841617142022,0.003465322357219312,-1,0.006930644714438624
AL590762.11,--,0.6937022145338145,0.7190900352641852,0.4534840940920048,-1,0.9069681881840096
AL590762.6,++,0.5757509261298958,0.34269930360761325,0.8103081262257459,1,0.6853986072152265
AL590762.7,++,0.43130915079305887,0.1982113720077429,0.9087280575725336,1,0.3964227440154858
AL590763.16,--,0.4432016351435231,0.8460803851125054,0.28069063456366583,-1,0.5613812691273317
AL590763.5,-+,0.3469052481902508,0.40299460247393165,0.5035321343124319,1,0.8059892049478633
AL591704.7,++,0.8139817619261543,0.4661419542071191,0.7168867012246596,1,0.9322839084142382
AL591704.9,--,0.845146950654276,0.6969423187431283,0.48927369906339196,-1,0.9785473981267839
AL591806.1,-+,0.14099245732343638,0.20129981471212022,0.6150300311985367,1,0.40259962942424043
AL592183.1,++,0.09173628945665635,0.04618953067311345,0.9761260836104355,1,0.0923790613462269
AL596220.1,-+,0.24157568533894067,0.7745504137312733,0.24161775901025942,-1,0.48323551802051884
AL645728.1,-+,0.16033973935424914,0.21346093240808847,0.6526623483593544,1,0.42692186481617694
AL645922.1,++,0.82134870380883,0.5133810565408221,0.672884715045698,1,1.0267621130816442
AL662852.1,+-,0.3202413377422095,0.35028363555288405,0.6220299197752014,1,0.7005672711057681
AL672296.1,-+,0.688344972347315,0.6715633767316868,0.49235420412969205,-1,0.9847084082593841
AL691477.1,-+,0.06676252960921797,0.09207113150684447,0.7951628926686132,1,0.18414226301368894
AL772307.1,++,0.2426895195095097,0.20824948899121207,0.8437552300485298,1,0.41649897798242413
AL928654.7,-+,0.272351255736386,0.36360398601048205,0.4046949044151116,1,0.7272079720209641
AL929561.1,+-,0.3202413377422095,0.35028363555288405,0.6220299197752014,1,0.7005672711057681
ALAD,++,0.43340261263689395,0.30213663547984476,0.8209234525883198,1,0.6042732709596895
ALAS1,+-,0.13760073728299071,0.45302690130942425,0.22024944705339372,-1,0.44049889410678744
ALAS2,++,0.191296562935826,0.1109872721210691,0.9437094264463193,1,0.2219745442421382
ALB,+-,0.30791852080712045,0.37484270153962995,0.49809269386556493,1,0.7496854030792599
ALCAM,+-,0.047618586800927606,0.7087367573700879,0.0799733695929426,-1,0.1599467391858852
ALDH16A1,-+,0.2784663023835449,0.274130391335399,0.7529122811564867,1,0.548260782670798
ALDH18A1,+-,0.0415446843551024,0.714055596223843,0.07125580785306045,-1,0.1425116157061209
ALDH1A1,-+,0.09940149818703861,0.4575068543442248,0.17263079634309508,-1,0.34526159268619017
ALDH1A2,+-,0.4978104888527519,0.5391236763756982,0.4869776210041956,-1,0.9739552420083912
ALDH1A3,+-,0.11467174583015838,0.17851128449730852,0.5747444548048231,1,0.35702256899461704
ALDH1B1,-+,0.04412307580884187,0.7411131692336652,0.0722237428124625,-1,0.144447485624925
ALDH1L1,++,0.7058530871432359,0.44142575836759534,0.7332569059301541,1,0.8828515167351907
ALDH1L2,-+,0.8536989720317245,0.6393272103458101,0.5479664142753734,-1,1.0959328285507468
ALDH2,-+,0.6390560326546328,0.5591880324763553,0.5444431948723807,-1,1.0888863897447614
ALDH3A1,++,0.8271019771352766,0.4940550351279159,0.6921981693772512,1,0.9881100702558318
ALDH3A2,+-,0.1622643305026845,0.39133155733224817,0.255674002921455,-1,0.51134800584291
ALDH3B1,-+,0.15532044454427965,0.4440028520079875,0.24159604733234138,-1,0.48319209466468277
ALDH3B2,+-,0.38531087790058927,0.35501951129604453,0.7091132075999745,1,0.7100390225920891
ALDH4A1,-+,0.19054803780890242,0.5459392239274999,0.2630186277200964,-1,0.5260372554401928
ALDH5A1,+-,0.10744760209324761,0.4772420906679305,0.18105753159577587,-1,0.36211506319155173
ALDH6A1,--,0.35641161672268007,0.9371963353258423,0.14734703426339,-1,0.29469406852678
ALDH7A1,-+,0.490947252538226,0.4509325317518093,0.6189702607724148,1,0.9018650635036186
ALDH7A1P1,++,0.2798886763451498,0.18559899997267854,0.896711474174851,1,0.37119799994535707
ALDH7A1P2,+-,0.0887950766311317,0.15960086461082126,0.44431766596544525,1,0.3192017292216425
ALDH7A1P3,++,0.22526634195546916,0.12061705561649336,0.943446745981581,1,0.24123411123298671
ALDH7A1P4,++,0.4437980760012117,0.3094248115602788,0.816078773040593,1,0.6188496231205576
ALDH8A1,--,0.047094099788334,0.9855705889436063,0.022788407803923317,-1,0.045576815607846634
ALDH9A1,-+,0.4056639990285219,0.6869151191033677,0.37632974961935056,-1,0.7526594992387011
ALDOA,++,0.3657210419290683,0.22991552166744247,0.8771618388018733,1,0.45983104333488495
ALDOAP1,+-,0.1933844422659987,0.6816715671839102,0.23638133762051028,-1,0.47276267524102056
ALDOAP2,-+,0.005003288852584207,0.7331007441493497,0.01180811914735348,-1,0.02361623829470696
ALDOB,+-,0.06622973303847218,0.4322161311743514,0.1281864967331114,-1,0.2563729934662228
ALDOC,-+,0.4518322444933251,0.7053375233165919,0.389240031757615,-1,0.77848006351523
ALG1,++,0.5472126996036784,0.40875692794110574,0.7312851728177779,1,0.8175138558822115
ALG10,+-,0.2518471081832187,0.48156264722622605,0.33160268796367315,-1,0.6632053759273463
ALG10B,+-,0.04411968414543252,0.3157280246967651,0.09802329316100042,-1,0.19604658632200084
ALG11,--,0.5422417104776062,0.8279101244843918,0.31811015482217997,-1,0.6362203096443599
ALG12,+-,0.1224887992573162,0.7113710246221354,0.1648237663871831,-1,0.3296475327743662
ALG13,--,0.03079776846250851,0.9504526746381959,0.028365751064048976,-1,0.05673150212809795
ALG14,-+,0.44337598993983984,0.4453138227757817,0.5703707815896673,1,0.8906276455515634
ALG1L,-+,0.25695245226489405,0.25243243526524856,0.7720764594255674,1,0.5048648705304971
ALG1L10P,+-,0.6455193587334018,0.5381985709960726,0.5767359929953841,1,1.0763971419921452
ALG1L11P,--,0.11675645345948017,0.9378156810415327,0.08593194678245669,-1,0.17186389356491338
ALG1L12P,+-,0.4632078516373598,0.6259668283486761,0.43391856460928596,-1,0.8678371292185719
ALG1L13P,+-,0.3268425513062586,0.43950569138178786,0.40254181909421627,-1,0.8050836381884325
ALG1L14P,-+,0.0796144446109827,0.15875696741377246,0.25446032056014645,1,0.3175139348275449
ALG1L15P,-+,0.08008676881321877,0.12392745625443044,0.6807605175012337,1,0.24785491250886088
ALG1L2,--,0.4947492465638723,0.8041711721108542,0.33386500098742017,-1,0.6677300019748403
ALG1L3P,++,0.7790878846130835,0.46443021843933996,0.717465234581731,1,0.9288604368786799
ALG1L5P,-+,0.7850687849392469,0.5989887569167904,0.567819466820011,-1,1.135638933640022
ALG1L6P,--,0.16659113415668006,0.9709963654687669,0.07126701220344506,-1,0.14253402440689011
ALG1L7P,++,0.12045163430457145,0.09806881116780486,0.9203295097128187,1,0.19613762233560972
ALG1L8P,+-,0.02617550485699204,0.7848700509143363,0.04424554890605283,-1,0.08849109781210567
ALG1L9P,+-,0.23031529933434317,0.7482071304619045,0.24439313762544987,-1,0.48878627525089974
ALG2,--,0.20202000508598425,0.8746957779450055,0.1686831252543692,-1,0.3373662505087384
ALG3,++,0.7961787815722265,0.47409383873532684,0.7094004823109653,1,0.9481876774706537
ALG3P1,--,0.1415567713072973,0.873405917447053,0.13366626190915296,-1,0.2673325238183059
ALG5,++,0.2810894042481742,0.25097941334139395,0.803860944353638,1,0.5019588266827879
ALG6,+-,0.22163376721553887,0.6851835379146257,0.25846752787367117,-1,0.5169350557473423
ALG8,+-,0.2752470066873898,0.6846595808142075,0.2983411672574643,-1,0.5966823345149286
ALG9,+-,0.0596076251871537,0.5019368415853779,0.11363788386255033,-1,0.22727576772510066
ALK,--,0.3349475689803919,0.8207217044342985,0.26672858593789806,-1,0.5334571718757961
ALKBH1,+-,0.06463764355456103,0.6565512487066635,0.10759484126048025,-1,0.2151896825209605
ALKBH2,++,0.6471518606021788,0.4342727419744848,0.7310289093344371,1,0.8685454839489696
ALKBH3,+-,0.041738645075209885,0.0661335044625811,0.7709414147251759,1,0.1322670089251622
ALKBH4,++,0.23725253248701,0.21380212979234164,0.8282952280083011,1,0.4276042595846833
ALKBH5,+-,0.08360780383061892,0.21310754794786577,0.1669020944243832,-1,0.3338041888487664
ALKBH6,-+,0.39362937582105584,0.38144517765390046,0.6610563460986767,1,0.7628903553078009
ALKBH7,++,0.10690835035366009,0.10416647198217792,0.8877529703905351,1,0.20833294396435584
ALKBH8,+-,0.2786678184685019,0.587391518102439,0.33008198304226344,-1,0.6601639660845269
ALLC,-+,0.6505291316631391,0.46439157665643094,0.6959049414475266,1,0.9287831533128619
ALMS1,+-,0.6783191074096981,0.5289073576733554,0.6137166302812523,1,1.0578147153467108
ALMS1P1,--,0.1645933140377225,0.9382268015182595,0.10685987780265316,-1,0.21371975560530632
ALOX12,-+,0.03786080259974765,0.3697959381609909,0.08486586184158663,-1,0.16973172368317327
ALOX12B,+-,0.14069169039745413,0.18049896245324978,0.7196746384908657,1,0.36099792490649957
ALOX12P1,-+,0.3990558956112251,0.41866879393380774,0.5707073979867976,1,0.8373375878676155
ALOX12P2,--,0.2765561973248953,0.7972619475551885,0.25199098230318384,-1,0.5039819646063677
ALOX15,--,0.15129396491664376,0.9075065166294072,0.12228180376368956,-1,0.24456360752737913
ALOX15B,++,0.10172297444702635,0.07563145062667642,0.942126106888027,1,0.15126290125335284
ALOX15P2,-+,0.3030494396220744,0.2926544316856968,0.7445449167141626,1,0.5853088633713937
ALOX5,++,0.08202311308296341,0.05673350300310305,0.9570752182658525,1,0.1134670060062061
ALOX5AP,++,0.28320222486864305,0.1471893939913504,0.9323415216464748,1,0.2943787879827008
ALOXE3,+-,0.23620363986651943,0.2512263425859476,0.740786128974877,1,0.5024526851718952
ALPI,++,0.4860659810339084,0.32040155746265153,0.8161998299086134,1,0.6408031149253031
ALPK1,-+,0.8655544758799059,0.6169864016263276,0.5688395588938614,-1,1.1376791177877228
ALPK2,++,0.5791615210550332,0.32344231981591093,0.8265976484390702,1,0.6468846396318219
ALPK3,++,0.6361400348691338,0.39464506357275686,0.7700055339459874,1,0.7892901271455137
ALPL,-+,0.11573471534110563,0.4301119454902978,0.19617052686924732,-1,0.39234105373849465
ALPP,-+,0.15345791197633407,0.24985610995621146,0.3511625707627778,1,0.49971221991242293
