gene_symbol,AnCg.F_DLPFC.F_AnCg.M_DLPFC.M,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
FILIP1L,++--,0.5101189272611182,0.8575569319829146,0.27777436880010653,-1,0.5555487376002131,0.23281811441282155,0.24349760438056126,0.4656362288256431
FIP1L1,++--,0.44059961685225213,0.7750903293353166,0.34075495656687643,-1,0.6815099131337529,0.2952147379227742,0.30173397216518366,0.5904294758455484
FIS1,----,0.29911538498739293,0.9454077693499958,0.12993777888164026,-1,0.25987555776328053,0.0950778531911253,0.11356376910791695,0.1901557063822506
FITM1,---+,0.7440637211019738,0.5146840711481571,0.6586348928987009,1,1.0293681422963141,0.4556810403832991,0.4542862031597559,0.9085724063195117
FITM2,+++-,0.38045713151503646,0.31188852263708106,0.782143662021,1,0.6237770452741621,0.2668834131873146,0.27667826384532024,0.5337668263746292
FIZ1,+-+-,0.44629965568304397,0.46149752563018254,0.5282590379908696,1,0.9229950512603651,0.40999315537303216,0.4127645012262591,0.8199863107460643
FJX1,+-+-,0.49196588453237466,0.7555057244369883,0.3730479748494069,-1,0.7460959496988138,0.3261849084583357,0.33139402235911475,0.6523698169166714
FKBP10,++--,0.6706044807382979,0.42139350892588306,0.7485905683634229,1,0.8427870178517661,0.3742299794661191,0.375919694290766,0.7484599589322382
FKBP11,++-+,0.3680906195166195,0.836223876452123,0.2681390509208304,-1,0.5362781018416608,0.22317914789254548,0.23516997490303446,0.44635829578509095
FKBP14,++--,0.4831223017898624,0.4151589115805252,0.683512438237614,1,0.8303178231610504,0.3682409308692676,0.369930987281127,0.7364818617385352
FKBP15,++--,0.38744837005764154,0.9196029925867288,0.1786760251762876,-1,0.3573520503525752,0.13774026122169622,0.15571526351813827,0.27548052244339244
FKBP1A,+++-,0.2968496537787086,0.21443014841447305,0.8703864163736645,1,0.4288602968289461,0.17128678986995208,0.1861632350424913,0.34257357973990415
FKBP1B,+-++,0.19128755484672258,0.13840612884118136,0.9125063582991964,1,0.27681225768236273,0.10329682865617157,0.12051559915587749,0.20659365731234314
FKBP2,+-+-,0.22366666656456496,0.6851507303310581,0.26007310651270305,-1,0.5201462130254061,0.21525124051788055,0.22752680812229067,0.4305024810357611
FKBP3,--+-,0.5235976930931396,0.4437502835999255,0.6629671535824405,1,0.887500567199851,0.3949920146018709,0.3965094393429533,0.7899840292037418
FKBP4,--+-,0.3625673700969375,0.4586225742859631,0.42538202586624174,-1,0.8507640517324835,0.37854331831403637,0.37999087383070956,0.7570866366280727
FKBP5,+++-,0.23913007837805597,0.12822868759713138,0.939917652883333,1,0.25645737519426276,0.09377138945927448,0.11207437403752923,0.18754277891854895
FKBP6,+--+,0.43232718627875033,0.35882041183919006,0.7428275103759296,1,0.7176408236783801,0.31177275838466806,0.3186562482176467,0.6235455167693361
FKBP7,--++,0.8667729845821526,0.5654058507122854,0.621201456279006,1,1.1308117014245709,0.48973305954825463,0.48753778588946556,0.9750755717789311
FKBP8,+-+-,0.300769214290576,0.37682380203845206,0.46279042914469976,1,0.7536476040769041,0.330766598220397,0.3349113101009525,0.661533196440794
FKBP9,++++,0.31860093851790755,0.3273053363046805,0.6842823976593027,1,0.654610672609361,0.2820556696326717,0.28911196030342784,0.5641113392653434
FKRP,++++,0.4587189985638529,0.2861414542682045,0.8440579249330369,1,0.572282908536409,0.24207164042892995,0.2512975531854218,0.4841432808578599
FKTN,-+++,0.09981473298609245,0.13494185122387994,0.7480322800380501,1,0.2698837024477599,0.1000456308464522,0.11766383391319227,0.2000912616929044
FLAD1,+-+-,0.22139229155957196,0.6160544922001417,0.2764505642432404,-1,0.5529011284864808,0.23162037301089375,0.2422427561031257,0.4632407460217875
FLCN,----,0.33546772159520744,0.8189950535000867,0.2681277098958926,-1,0.5362554197917851,0.22317914789254548,0.2351129363449692,0.44635829578509095
FLG,++++,0.23116138530864427,0.12073209260030841,0.9444632678999907,1,0.24146418520061683,0.0878964179785535,0.10580049050362174,0.175792835957107
FLG2,+---,0.481016568454684,0.8196845307224525,0.31584209669551766,-1,0.6316841933910353,0.2708606627502424,0.2798882044261921,0.5417213255004848
FLI1,--++,0.6762722427174004,0.5243834124267374,0.6200284613692131,1,1.0487668248534747,0.4642938626511522,0.4605600866936634,0.9211201733873268
FLII,+-+-,0.17640875513760362,0.8545906107474832,0.16454210765292518,-1,0.32908421530585036,0.1255917412878572,0.14276751083732603,0.2511834825757144
FLNB,----,0.22633385575201762,0.9231788301813755,0.14279920738456922,-1,0.28559841476913844,0.10734044373467176,0.1243440565822496,0.21468088746934352
FLNC,----,0.01732163148778961,0.9995084446529099,0.0018764012166296317,-1,0.0037528024332592635,0.001425882621342611,0.0015970796258270592,0.002851765242685222
FLOT1,+-+-,0.041804112394881035,0.08562518501420717,0.5057935873424225,1,0.17125037002841434,0.05715263518138262,0.07614213197969544,0.11430527036276524
FLOT2,+++-,0.04249004131384321,0.09660955439238916,0.27317392887689296,1,0.19321910878477833,0.06656399726214922,0.08549592197570297,0.13312799452429844
FLRT1,----,0.08670124211863145,0.9950580418766126,0.017271161300255886,-1,0.03454232260051177,0.009182684081446416,0.017681953000228155,0.01836536816289283
FLRT2,-+++,0.32334578934585756,0.16828922503992383,0.9218489298491953,1,0.33657845007984766,0.128964179785535,0.1462385216448982,0.25792835957107
FLRT3,++++,0.358055990355836,0.1440014121498884,0.9390182026931276,1,0.2880028242997768,0.10877253023043577,0.12542063537329606,0.21754506046087155
FLT1,-++-,0.44808987879123197,0.6313940572357687,0.4237131288982536,-1,0.8474262577965072,0.376490047339303,0.3783937942048825,0.752980094678606
FLT3,++++,0.697009442407503,0.519382508287397,0.6370888582718119,1,1.038765016574794,0.46013004791238876,0.4571379684024411,0.9142759368048822
FLT3LG,+---,0.5500683651002818,0.8008368039180362,0.34901523357498643,-1,0.6980304671499729,0.30354189243141505,0.30926306182979696,0.6070837848628301
FLT4,--+-,0.35597928438061377,0.4091341014455479,0.505117423453725,1,0.8182682028910958,0.3625370750627424,0.3645126333200251,0.7250741501254848
FLVCR1,++-+,0.3414667534619321,0.18552144071288795,0.9111115369580722,1,0.3710428814257759,0.14385124344056582,0.16260765413791137,0.28770248688113165
FLVCR2,--+-,0.25312024118460835,0.7869920861804487,0.24337807180367124,-1,0.4867561436073425,0.19962356698796554,0.2118982432124116,0.3992471339759311
FLYWCH1,+-+-,0.5109255345841784,0.5943431334748974,0.47164801968202685,-1,0.9432960393640537,0.4212057263446073,0.4216290212183436,0.8424114526892146
FLYWCH2,+-+-,0.19059642304177793,0.35047030659483736,0.2916220811251669,-1,0.5832441622503338,0.24713397593110134,0.256103125712982,0.4942679518622027
FMN1,-++-,0.5801301639836879,0.7377210604277621,0.41319357904066334,-1,0.8263871580813267,0.36605258655107514,0.3682979694273329,0.7321051731021503
FMN2,+++-,0.4013796636787953,0.5955784424446859,0.4115075972366884,-1,0.8230151944733768,0.3645126333200251,0.36664385124344057,0.7290252666400502
FMNL1,+-+-,0.27505964175729636,0.8320342404696768,0.23174309586541778,-1,0.46348619173083555,0.1885587178463469,0.20191649555099248,0.3771174356926938
FMNL2,-+--,0.04071835975219004,0.9731004390372738,0.02722393862474673,-1,0.05444787724949346,0.014544002737694633,0.027492584987451517,0.029088005475389266
FMNL3,---+,0.5898277885027925,0.8135869861575464,0.3403997050063988,-1,0.6807994100127976,0.29498659670335936,0.30139174081679215,0.5899731934067187
FMO1,-+++,0.2553708983099675,0.2674680322322882,0.7325432979065076,1,0.5349360644645764,0.22256445357061375,0.23435806764387154,0.4451289071412275
FMO2,--++,0.6167833653308707,0.7270652468697821,0.43111140641974416,-1,0.8622228128394883,0.3836194604460161,0.385067305498517,0.7672389208920322
FMO3,--+-,0.3132400894072859,0.766156576926861,0.2881114248889407,-1,0.5762228497778814,0.24433924599326984,0.25268081222906685,0.4886784919865397
FMO4,----,0.11015287178804622,0.9658478079207293,0.062154327345577395,-1,0.12430865469115479,0.0398676780927394,0.058464522016883416,0.0797353561854788
FMO5,-+-+,0.29787072451170227,0.868726958079903,0.21615860352693878,-1,0.43231720705387755,0.1734443620601152,0.18799908738307095,0.3468887241202304
FMOD,+++-,0.17662470959636528,0.22189091884373519,0.6817210315524793,1,0.44378183768747037,0.1787588409765001,0.19243711857639878,0.3575176819530002
FN1,--+-,0.41419745068672176,0.7544358521592041,0.3439096935963023,-1,0.6878193871926046,0.2983516796897279,0.30464293862651154,0.5967033593794558
FN3K,+-+-,0.23479158604069827,0.660340834615944,0.2759256954322093,-1,0.5518513908644186,0.23099298465750298,0.24161533196440793,0.46198596931500596
FN3KRP,+-+-,0.16446791571825606,0.2064776856722797,0.7009612544039145,1,0.4129553713445594,0.16455624001825234,0.18028859864255975,0.3291124800365047
FNBP1,----,0.18788369038898106,0.9818510584064797,0.05315665005741536,-1,0.10631330011483071,0.032909370900587466,0.05076431667807438,0.06581874180117493
FNBP1L,-+-+,0.2062216473559329,0.2653478481995799,0.6070441255069442,1,0.5306956963991598,0.2205681040383299,0.2325899731934067,0.4411362080766598
FNBP4,+--+,0.288469584534096,0.6790180620449479,0.309413200687376,-1,0.618826401374752,0.2645297439114812,0.2751540041067762,0.5290594878229624
FNDC1,---+,0.3542758010971394,0.7579253804683008,0.3139433365977314,-1,0.6278866731954628,0.269206638909485,0.27817704768423457,0.53841327781897
FNDC3A,-+-+,0.43380673165733175,0.644939073967934,0.41027754633910213,-1,0.8205550926782043,0.3634859978326584,0.36556011864020077,0.7269719956653168
FNDC3B,-+-+,0.6088621708459081,0.5211728647036463,0.5819649200523845,1,1.0423457294072926,0.4622404745608031,0.4582216391946615,0.916443278389323
FNDC4,+-+-,0.06737857655793451,0.14359696310846376,0.15676159723335809,1,0.2871939262169275,0.10837326032397901,0.12507842354417384,0.21674652064795802
FNDC5,+-++,0.20459615014892518,0.27508329859741465,0.5527174350867942,1,0.5501665971948293,0.23020762035135753,0.24080305709234015,0.46041524070271506
FNDC7,---+,0.06184760854201607,0.8625489819676886,0.07464492046402707,-1,0.14928984092805414,0.049848856442137685,0.06827515400410678,0.09969771288427537
FNDC8,---+,0.5966510866741104,0.35875544804666104,0.7984009094565367,1,0.7175108960933221,0.3117157198266028,0.3185421776079393,0.6234314396532056
FNDC9,+-++,0.6727730698272798,0.630653204075397,0.5166143156903794,-1,1.0332286313807588,0.45742314492670966,0.45579511749942964,0.9115902349988593
FNIP1,-+-+,0.33516557484058807,0.46821419832635647,0.4027258651674925,-1,0.805451730334985,0.3568699024696287,0.3588866073465663,0.7137398049392574
FNIP2,-+++,0.14901850256176566,0.11923051606449868,0.9106178763189091,1,0.23846103212899736,0.08635637691079169,0.10443164318713284,0.17271275382158338
FNTA,-+--,0.1785530407488915,0.9558965134112742,0.09383673776939452,-1,0.18767347553878905,0.06399361204585638,0.08287702486881132,0.12798722409171276
FNTB,-+--,0.11589312691875099,0.9900788348883254,0.03093070158412683,-1,0.06186140316825366,0.016255061883305767,0.031371206935888664,0.03251012376661153
FOCAD,++++,0.5584057937025557,0.3430640352869014,0.8078095950894806,1,0.6861280705738028,0.297513118868355,0.30354189243141505,0.59502623773671
FOLH1,----,0.04706577276463708,0.9866113587102611,0.021969438056717295,-1,0.04393887611343459,0.012034449324131637,0.022359114761578827,0.024068898648263275
FOLH1B,--+-,0.37233428666093826,0.4214877293196525,0.5020131473548354,1,0.842975458639305,0.37440109514031483,0.3760908002053271,0.7488021902806297
FOLR1,+--+,0.5280826050024263,0.3763888948446356,0.7655129758973755,1,0.7527777896892712,0.33025325119780974,0.33468316888153765,0.6605065023956195
FOLR2,----,0.2364694745510742,0.9171193118517512,0.15197356000618334,-1,0.3039471200123667,0.11549649232875149,0.1312457221081451,0.23099298465750298
FOLR3,-+++,0.03448224957167004,0.043583795587168454,0.88607148541114,1,0.08716759117433691,0.02543919689710244,0.04283351394513204,0.05087839379420488
FOPNL,++++,0.1478211878911774,0.11352079438133068,0.9189148040431632,1,0.22704158876266137,0.08093771389459274,0.10049620715222723,0.16187542778918548
FOS,----,0.2754562010826753,0.8997411108892408,0.18131148529798893,-1,0.36262297059597787,0.14030684994011294,0.15776865160848733,0.2806136998802259
FOSB,----,0.4865491151066904,0.722725775653008,0.39344032589617023,-1,0.7868806517923405,0.34837164204642673,0.34976043805612594,0.6967432840928535
FOSL1,++--,0.4575827967238282,0.42725753220035356,0.6345057119508632,1,0.8545150644007071,0.3802190280629706,0.38156618947128274,0.7604380561259412
FOSL2,++--,0.5071363152736479,0.6012026754837859,0.4667870849598133,-1,0.9335741699196266,0.4157303370786517,0.4170088980150582,0.8314606741573034
FOXA1,-+++,0.005556271086159292,0.006318675426576704,0.9563263745656837,1,0.012637350853153408,0.0032511978097193705,0.006730165972737124,0.006502395619438741
FOXA2,-++-,0.41377854259647473,0.8656776952896674,0.25339035511312924,-1,0.5067807102262585,0.2091484628985342,0.22085329682865618,0.4182969257970684
FOXA3,-+++,0.5830252360460264,0.3091864754358701,0.8375738555421453,1,0.6183729508717402,0.26425963951631304,0.2748531340900017,0.5285192790326261
FOXB1,-+++,0.5357489048714961,0.3920234181443501,0.748749223403093,1,0.7840468362887002,0.3469655487109286,0.34859978326584157,0.6939310974218572
FOXB2,-+--,0.22830313580186806,0.9653268276373905,0.08910377408757521,-1,0.17820754817515042,0.05988707009638967,0.0784850558977869,0.11977414019277934
FOXC1,--+-,0.40686894446287925,0.561822572460529,0.4264754481487351,-1,0.8529508962974702,0.37962698910625675,0.38084645220168833,0.7592539782125135
FOXD1,--+-,0.5042590557235961,0.809772537301166,0.3307957094722593,-1,0.6615914189445186,0.28551873609764444,0.29203741729409083,0.5710374721952889
FOXD2,+-++,0.38283859402960974,0.37726754921920413,0.6563733439487502,1,0.7545350984384083,0.33133698380104953,0.3353675925397821,0.6626739676020991
FOXD3,+-++,0.25912646940399053,0.09143640155516565,0.9650748415109045,1,0.1828728031103313,0.062114989733059546,0.08041977984372327,0.12422997946611909
FOXE1,---+,0.42339743782743045,0.5409637205414204,0.4434973194347868,-1,0.8869946388695736,0.39451320367307363,0.39630390143737165,0.7890264073461473
FOXE3,+---,0.5455141497531738,0.45502174280091656,0.6587825308374561,1,0.9100434856018331,0.40417522245037646,0.40751725317971826,0.8083504449007529
FOXF1,-+--,0.7456030723955821,0.7344129993845098,0.4438510731331132,-1,0.8877021462662265,0.395026521416757,0.3967602099018937,0.790053042833514
FOXF2,--++,0.8740269315931757,0.6777411022737833,0.5109306585482926,-1,1.0218613170965851,0.4528603205384133,0.45134610997033997,0.9026922199406799
FOXG1,---+,0.5103372383842075,0.818468924943377,0.3233508045756179,-1,0.6467016091512358,0.27810414646666287,0.2864476386036961,0.5562082929333257
FOXH1,+-+-,0.019137370752407942,0.03746497729171504,0.7213954981276963,1,0.07492995458343008,0.02081907369381702,0.036958877545200476,0.04163814738763404
FOXI1,+-++,0.2781977027511226,0.19219869261842007,0.8887070005051053,1,0.38439738523684014,0.15001140771161306,0.1679689727941596,0.3000228154232261
FOXI2,+-+-,0.1804671898437591,0.8498501577462201,0.16930151852115954,-1,0.3386030370423191,0.1296982832373239,0.14687428701802419,0.2593965664746478
FOXI3,+---,0.10615860402929002,0.967076140906229,0.05961139240946184,-1,0.11922278481892368,0.03775737181315234,0.05589778690394707,0.07551474362630468
FOXJ1,---+,0.5952624710083929,0.797529757384225,0.35955268656246403,-1,0.7191053731249281,0.31289568242742255,0.31947296372347705,0.6257913648548451
FOXJ3,+++-,0.33844681307504787,0.2975479938334012,0.7732841960076069,1,0.5950959876668024,0.2537075062742414,0.26236240232704044,0.5074150125484828
FOXK1,-+--,0.11472608393469183,0.9409354667619398,0.08294153579569696,-1,0.16588307159139393,0.05543831631780072,0.07375085557837098,0.11087663263560144
FOXK2,+++-,0.7038355003950052,0.5670925905060605,0.5641434745333431,-1,1.1282869490666863,0.48947698625449154,0.48682409308692676,0.9736481861738535
FOXL1,--+-,0.42121123946854044,0.8363379530008201,0.284746382498789,-1,0.569492764997578,0.24046084526321793,0.24971480720967373,0.48092169052643585
FOXL2,--++,0.8847467027418109,0.5731390910681091,0.6146572471398337,1,1.1462781821362182,0.493440565822496,0.4915302572292249,0.9830605144584498
FOXL2NB,---+,0.7409788983945866,0.592179025397329,0.5609395071884702,-1,1.1218790143769404,0.4880511036331489,0.48459958932238195,0.9691991786447639
FOXM1,+---,0.8111884046433858,0.6446766348387026,0.5378525637870191,-1,1.0757051275740381,0.4736211715051617,0.46982660278348165,0.9396532055669633
FOXN1,++++,0.18481502225331503,0.19670780989888095,0.7899988410844261,1,0.3934156197977619,0.1540041067761807,0.17230365596304112,0.3080082135523614
FOXN2,-+--,0.034527225486359545,0.9576678115852912,0.029106832538976193,-1,0.058213665077952385,0.015342497005646496,0.029374857403604838,0.03068499401129299
FOXN3,-++-,0.29866816581468053,0.884217273660316,0.2032832779829296,-1,0.4065665559658592,0.16118177151656876,0.17727583846680356,0.3223635430331375
FOXN4,++++,0.16980671826041452,0.045325475541916675,0.9849807213394781,1,0.09065095108383335,0.026922199406798995,0.0436320082130839,0.05384439881359799
FOXO1,-+--,0.5128207913907835,0.8462914528970542,0.2924014483429106,-1,0.5848028966858212,0.2476472936747847,0.25707278120009125,0.4952945873495694
FOXO3,++++,0.2531157797153151,0.1725954427974548,0.9008324970676904,1,0.3451908855949096,0.13227241615331964,0.1500028517652427,0.2645448323066393
FOXO6,---+,0.4081537913168173,0.8082592210579309,0.3043943322037334,-1,0.6087886644074668,0.25968174299891633,0.2691649555099247,0.5193634859978327
FOXP1,++++,0.5144123415759618,0.251067538615762,0.8764817962546654,1,0.502135077231524,0.20659365731234314,0.21844521758968802,0.4131873146246863
FOXP2,++++,0.31454016206892355,0.1981301288131509,0.8947188833085145,1,0.3962602576263018,0.15525895505361625,0.17355843266982263,0.3105179101072325
FOXP4,+---,0.3435905537645282,0.7083278027183624,0.3324953971910945,-1,0.664990794382189,0.28774311298693894,0.2932352270134611,0.5754862259738779
FOXQ1,--++,0.7020809238915269,0.5148329493675062,0.6455951341788475,1,1.0296658987350125,0.4559091946155601,0.4542862031597559,0.9085724063195117
FOXR1,-+++,0.7737082437892422,0.4652362885453168,0.716425760013037,1,0.9304725770906336,0.41427104722792607,0.4160155136029202,0.8285420944558521
FOXRED1,+-+-,0.03897648607174205,0.08483246381061715,0.42085434966562735,1,0.1696649276212343,0.05652521104266484,0.07540067301659728,0.11305042208532969
FOXRED2,+---,0.5990391969185531,0.7775086622451428,0.3813152069641881,-1,0.7626304139283762,0.33565276906405067,0.33880903490759756,0.6713055381281013
FOXS1,--+-,0.11193071194808582,0.9753308881815385,0.05305171049168858,-1,0.10610342098337716,0.032795300290880056,0.05070727812000913,0.06559060058176011
FPGS,+---,0.8961871232407297,0.5932131960371403,0.5925077017370747,-1,1.1850154034741494,0.5004848000912565,0.49828884325804246,0.9965776865160849
FPGT,-+--,0.1319731454554713,0.9311084223196195,0.09778612877255173,-1,0.19557225754510346,0.06758683625163976,0.08652749258498744,0.13517367250327952
FPGT-TNNI3K,-+-+,0.30562654011767615,0.8192977347897632,0.25442021635915574,-1,0.5088404327183115,0.20988992186163236,0.22159479808350446,0.4197798437232647
FPR1,++--,0.49938551720454105,0.61696831333223,0.4559433992093578,-1,0.9118867984187156,0.4046084526321793,0.40845311430527037,0.8092169052643586
FPR2,++--,0.7757012133330257,0.6964772782359183,0.4859348236258647,-1,0.9718696472517294,0.43324017566873896,0.43235227013461097,0.8647045402692219
FPR3,++++,0.15488457136611158,0.06567363048044342,0.9732970963186968,1,0.13134726096088684,0.04260780287474333,0.061541093937147094,0.08521560574948665
FRA10AC1,+--+,0.6586816558396185,0.576116803626915,0.5434299454420465,-1,1.086859890884093,0.4771003251012377,0.4739333789641798,0.9478667579283596
FRAS1,-+++,0.5791630033410171,0.48355913688235364,0.6314379942115428,1,0.9671182737647073,0.43098334474104494,0.43044544573090743,0.8608908914618149
FRAT1,++++,0.10690625772571624,0.03650523747893871,0.9866234675221507,1,0.07301047495787742,0.020134610997033994,0.03616038327724862,0.04026922199406799
FRAT2,+-++,0.13963644086496696,0.035991487991871275,0.9884757542631228,1,0.07198297598374255,0.019678302532511977,0.03541892431415046,0.039356605065023954
FREM1,---+,0.2739713554210009,0.9103187553888125,0.17050637519203934,-1,0.3410127503840787,0.13066788341983687,0.14778690394706823,0.26133576683967374
FREM2,-+-+,0.10824383911481252,0.7938081862477907,0.13328666413534634,-1,0.2665733282706927,0.09895625392117721,0.11601642710472279,0.19791250784235442
FREM3,++++,0.43856815632835,0.2914576081580538,0.834148639513111,1,0.5829152163161077,0.24697695642254164,0.25603148348827925,0.4939539128450833
FRG1,---+,0.4903885510744561,0.5652541322680429,0.4731622940751215,-1,0.946324588150243,0.42274567957565734,0.4223705224731919,0.8447410449463838
FRK,+---,0.505348078795099,0.8440963176177717,0.29410012053413764,-1,0.5882002410682753,0.250099811783494,0.2590691307323751,0.500199623566988
FRMD1,+---,0.3019219115266278,0.7140248901493489,0.3050405358770893,-1,0.6100810717541786,0.2603091313523071,0.27002053388090347,0.5206182627046142
FRMD3,++--,0.5477405622120398,0.3929915342602215,0.7518697029745466,1,0.785983068520443,0.34793520419803786,0.3492271716192323,0.6958704083960757
FRMD4A,---+,0.24804206033882853,0.9371503783694398,0.1336989859000128,-1,0.2673979718000256,0.09918439514059203,0.11670088980150582,0.19836879028118407
FRMD4B,-+--,0.026227521631180716,0.9990005864550233,0.0036496959877908353,-1,0.007299391975581671,0.0021103062795870646,0.003080082135523614,0.004220612559174129
FRMD5,-+--,0.34961048318856025,0.8654031766836926,0.23687473422262498,-1,0.47374946844524995,0.19300747162493584,0.20625142596395163,0.3860149432498717
FRMD6,--++,0.7875810780244996,0.6795559006988174,0.5035242564228966,-1,1.007048512845793,0.4476130724918725,0.44564225416381475,0.8912845083276295
FRMD8,----,0.07809325863756236,0.8012895410717729,0.10276520451487027,-1,0.20553040902974054,0.07175041350596019,0.09137577002053388,0.14350082701192038
FRMPD1,-+++,0.1875656814639439,0.1770295578528859,0.8428101220962148,1,0.3540591157057718,0.13655030800821355,0.15388125249529458,0.2731006160164271
FRMPD2,+-++,0.2594255904922827,0.14627406873222895,0.9289250632713143,1,0.2925481374644579,0.11025553274013233,0.1271316945189072,0.22051106548026467
FRRS1,---+,0.36977147453541526,0.7872976095470896,0.30392963074216034,-1,0.6078592614843207,0.259168425255233,0.26853753137120695,0.518336850510466
FRRS1L,++++,0.07342066131679602,0.04764109322786718,0.9651366080765885,1,0.09528218645573436,0.029260780287474333,0.04597045571208578,0.058521560574948665
FRS2,++--,0.6760652711454047,0.683315763113696,0.480382476735319,-1,0.960764953470638,0.42816403353675925,0.42813141683778233,0.8562628336755647
FRS3,+-+-,0.2870908701651478,0.7020987788670832,0.30013699101842495,-1,0.6002739820368499,0.25586037757371816,0.2652292950034223,0.5117207551474363
FRY,-+++,0.858913566560181,0.5400467302407431,0.6484657245078275,1,1.0800934604814862,0.4750171115674196,0.4713397593110135,0.942679518622027
FRYL,-+--,0.0399143047408411,0.9199703327083913,0.042608569260275855,-1,0.08521713852055171,0.02452518108709291,0.04186630161989505,0.04905036217418582
FRZB,--+-,0.22615747465658242,0.8623083575897221,0.1886748482974647,-1,0.3773496965949294,0.1463525922546056,0.1650695870408396,0.2927051845092112
FSBP,+-+-,0.7006712183807062,0.7797891821832238,0.38837721717526424,-1,0.7767544343505285,0.34272514686591,0.3451973534109058,0.68545029373182
FSCB,--++,0.7663672108483295,0.42881815221633296,0.7478870333622658,1,0.8576363044326659,0.38181610768879765,0.38304910739747905,0.7636322153775953
FSCN1,----,0.306853416428874,0.9479438299702232,0.12608528330679022,-1,0.25217056661358045,0.09285347630183083,0.11019849418206708,0.18570695260366166
FSCN2,----,0.057904598788353155,0.9746349081580902,0.034610521151920606,-1,0.06922104230384121,0.01859350938230765,0.03428017339721652,0.0371870187646153
FSCN3,----,0.30721598576165304,0.6979463166956679,0.3147796687601016,-1,0.6295593375202032,0.27000513317743685,0.2788615103810176,0.5400102663548737
FSD1,+-+-,0.21889751995140347,0.3448595609664845,0.3218302210184735,-1,0.643660442036947,0.2762790167113443,0.2853639060004563,0.5525580334226886
FSD1L,++++,0.4308290471860484,0.2709336755866058,0.85278298585874035,1,0.5418673511732116,0.22564453570613735,0.23766611532538642,0.4512890714122747
FSD2,+--+,0.42857243689531177,0.2747240602737034,0.8486112387205074,1,0.5494481205474068,0.2297513118868355,0.24040380995836422,0.459502623773671
FSHB,----,0.08405929600137048,0.7890741079368404,0.11112474904618684,-1,0.22224949809237368,0.07876575600296584,0.09844855122062514,0.15753151200593168
FSHR,++++,0.27581106609267725,0.0945117322351142,0.9637119396985984,1,0.1890234644702284,0.0646817248459959,0.08367079222038441,0.1293634496919918
FSIP1,---+,0.6034109178434804,0.734217473998996,0.4219460223267769,-1,0.8438920446535538,0.3747219528888382,0.3766255989048597,0.7494439057776764
FSIP2,-+-+,0.3943723652459099,0.6329677140990297,0.39334536653166446,-1,0.7866907330633289,0.34831460674157305,0.3495322838238649,0.6966292134831461
FST,-+++,0.06315307684030848,0.03762716477859326,0.9735033430383094,1,0.07525432955718651,0.020933150809947523,0.037244054069469,0.04186630161989505
FSTL1,+++-,0.10782463700429648,0.04303139140653803,0.9824582819248348,1,0.08606278281307606,0.024754734200319414,0.042377231506302404,0.04950946840063883
FSTL3,++--,0.5276916453972773,0.26554519984054115,0.867052701283475,1,0.5310903996810823,0.22085329682865618,0.23281811441282155,0.44170659365731235
FSTL4,+++-,0.5313725864642058,0.507601950057366,0.5310512731467296,1,1.015203900114732,0.45100387862194846,0.44841156675982435,0.8968231335196487
FSTL5,-+++,0.7887671173796794,0.6186078115330558,0.5546004292833595,-1,1.109200858566719,0.4841156675982433,0.4809491216062058,0.9618982432124116
FTCD,----,0.2535697390669949,0.8882952171121836,0.1832051291000696,-1,0.3664102582001392,0.14196087378087036,0.15953684690851017,0.2839217475617407
FTH1,--+-,0.8351778828223284,0.5188399463394952,0.6684797217944153,1,1.0376798926789903,0.45944558521560575,0.4571379684024411,0.9142759368048822
FTL,----,0.8156599150152843,0.6912639079892239,0.49445502491972726,-1,0.9889100498394545,0.43945702389779273,0.43896874287018023,0.8779374857403605
FTO,-+++,0.7405166463669656,0.5062341855797395,0.6682067511483123,1,1.012468371159479,0.4497490303445129,0.4476130724918725,0.895226144983745
FTSJ3,-+--,0.21271918871093404,0.7397953726412934,0.23465458846505632,-1,0.46930917693011265,0.19106827125990988,0.2043691535477983,0.38213654251981977
FUBP1,-+-+,0.5088856187554256,0.4044432014547446,0.718789392780698,1,0.8088864029094892,0.3584873374401095,0.35994980893172873,0.716974674880219
FUBP3,++--,0.35964363082718775,0.9011392316424625,0.20138374338773765,-1,0.4027674867754753,0.15884332401756687,0.175792835957107,0.31768664803513375
FUCA1,++++,0.17903371619894626,0.06547232464813067,0.9756306771671918,1,0.13094464929626135,0.04243668720054757,0.06131295271773227,0.08487337440109514
FUCA2,-+--,0.13623339445905322,0.9761459865131515,0.05785937011955775,-1,0.1157187402391155,0.03655963041122455,0.054928131416837785,0.0731192608224491
FUK,----,0.2797526367801227,0.9616112878505623,0.09894683654777113,-1,0.19789367309554226,0.06849940112929903,0.08772530230435775,0.13699880225859806
FUOM,+-+-,0.29599782480364034,0.37144432702019275,0.4699425731588464,1,0.7428886540403855,0.324435318275154,0.3293218502252895,0.648870636550308
FURIN,+-+-,0.1318816939631043,0.6068389907934788,0.1930356855720272,-1,0.3860713711440544,0.15102948725260937,0.1688911704312115,0.30205897450521874
FUS,+-++,0.6658805425417292,0.5579649489214485,0.5554133323871567,-1,1.1108266647743135,0.48468602064678035,0.4816906228610541,0.9633812457221081
