gene_symbol,AnCg.F_DLPFC.F_AnCg.M_DLPFC.M,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
ABCC10,+---,0.3027621703662101,0.2397653746977653,0.8432313947719537,1,0.4795307493955306,0.24104494638375543,0.2374950094108253,0.4749900188216506
ABCC11,++++,0.012156159759854717,0.04537913982852107,0.8235394376414367,1,0.09075827965704214,0.04260780287474333,0.04944960930816175,0.08521560574948665
ABCC12,+-+-,0.02121557569198715,0.5464017990668555,0.08711995579632785,-1,0.1742399115926557,0.08247305081845663,0.09211727127538216,0.16494610163691326
ABCC2,--++,0.22772946502124808,0.9815341231705457,0.101626216462544,-1,0.203252432925088,0.09804368904351794,0.10631987223362993,0.19608737808703589
ABCC3,----,0.13591953908928342,0.5560457058342888,0.32266647008381394,-1,0.6453329401676279,0.3217931899846005,0.3125142596395163,0.6250285192790326
ABCC4,++-+,0.11851422628139031,0.10267152536370543,0.9262880617432143,1,0.20534305072741085,0.09924709103353867,0.10762562025894028,0.19849418206707733
ABCC5,++++,0.2067928103636139,0.5056339300477657,0.34981327282174085,-1,0.6996265456434817,0.3453487708891804,0.33641341546885695,0.6728268309377139
ABCC6,+-++,0.09126659501479939,0.8996594631006978,0.03214686804270381,-1,0.06429373608540762,0.030856099925854103,0.035706137348847825,0.061712199851708206
ABCC8,++++,0.16151473531535648,0.459771019555289,0.3232722687914653,-1,0.6465445375829306,0.3221924371185764,0.3127994524298426,0.6255989048596852
ABCC9,++-+,0.03621607444544264,0.04521944203329468,0.941083984937056,1,0.09043888406658936,0.04232261008441707,0.04927850339360064,0.08464522016883413
ABCD2,-+++,0.030188058001159025,0.21688437832165636,0.5509329367895569,1,0.4337687566433127,0.21868583162217659,0.2171904408829065,0.434380881765813
ABCD3,-+++,0.010249558875799978,0.094097189142426,0.6385716105669065,1,0.188194378284852,0.09000684462696783,0.0988421833114698,0.18001368925393565
ABCD4,----,0.055786177580558705,0.1746346706660809,0.8437988135955691,1,0.3492693413321618,0.1742527948893452,0.17589688016882452,0.3485055897786904
ABCE1,-++-,0.039045480223841765,0.17590385778301212,0.770925263900395,1,0.35180771556602425,0.1756787588409765,0.1769235156561912,0.351357517681953
ABCF1,+-++,0.577621184647435,0.6575575110610745,0.6739073974033477,1,1.315115022122149,0.5040497376226329,0.49335538698454345,0.9867107739690869
