gene_symbol,female_Nac_female_Subic_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
SPATA5,-+++,0.298554748,0.6207156664217885,0.4815390910344284,-1,0.9630781820688568,0.4214731948278367,0.45143479840174355,0.8429463896556734
SPRY1,-+--,0.00679569,0.15735376189965944,0.13818196005802172,-1,0.27636392011604344,0.13635042859218363,0.14573192880494007,0.27270085718436726
ANKRD50,---+,0.327952697,0.700204054570829,0.3914422668544411,-1,0.7828845337088822,0.3635769286648264,0.3904104613149292,0.7271538573296528
FAT4,++--,0.089785125,0.04996392839037422,0.9904872248403112,1,0.09992785678074843,0.04206320377769706,0.048888566032253375,0.08412640755539412
INTU,-+--,0.063173674,0.07772066286680322,0.9288835575770649,1,0.15544132573360644,0.07032328369051943,0.07838151968618336,0.14064656738103887
HSPA4L,-+--,0.216293886,0.29868546041703425,0.6434651412584257,1,0.5973709208340685,0.2873955684707592,0.3074240883335755,0.5747911369415184
PLK4,-+++,0.088299785,0.3873798818878583,0.5152111109806969,1,0.7747597637757166,0.3607700690156193,0.3863867499636786,0.7215401380312386
MFSD8,+++-,0.176952209,0.09718846556321724,0.9587235333270299,1,0.19437693112643448,0.09153650563022157,0.09784977480749674,0.18307301126044315
ABHD18,+++-,0.055008784,0.6750540398659646,0.2526381729161079,-1,0.5052763458322158,0.2453145430771466,0.2632037776970578,0.4906290861542932
LARP1B,+-++,0.180015939,0.9410086460747968,0.12788444803262355,-1,0.2557688960652471,0.12450966148481767,0.13367235742826009,0.24901932296963533
PGRMC2,-+--,0.128226119,0.10209747642906167,0.9272429367493494,1,0.20419495285812334,0.09676716309480567,0.1035159087607148,0.19353432618961133
JADE1,--++,0.16444425,0.992979566126384,0.05479933146969196,-1,0.10959866293938392,0.04591021356966439,0.05419542317471849,0.09182042713932878
SCLT1,-+++,0.168909348,0.9409342759208861,0.121812537451068,-1,0.243625074902136,0.11746331541479006,0.12517253904831094,0.23492663082958012
C4orf33,-+--,0.313212329,0.6739416535807758,0.5461229608170198,-1,1.0922459216340397,0.45343600174342585,0.4865237922266618,0.9068720034868517
PCDH10,--++,0.068294702,0.9834487114451189,0.04956160086808705,-1,0.0991232017361741,0.04191486270521575,0.04823828550671994,0.0838297254104315
PABPC4L,+-++,0.172828787,0.9585426628613771,0.10146848208668127,-1,0.20293696417336254,0.09603370623274735,0.1028695968034871,0.1920674124654947
PCDH18,-+++,0.087462674,0.8585329965075897,0.21690099364239862,-1,0.43380198728479724,0.21371494987650733,0.22898656011623683,0.42742989975301465
SLC7A11,-+--,0.158604502,0.11912740602293578,0.9425740243618538,1,0.23825481204587157,0.11427533599709408,0.12218509370913845,0.22855067199418816
NOCT,-+--,0.035661546,0.08738809861470431,0.7442592079336332,1,0.17477619722940863,0.08063930257900472,0.08847886096178992,0.16127860515800943
ELF2,++++,0.171034825,0.45546590969689954,0.44990780607479436,-1,0.8998156121495887,0.4044747929681825,0.43109335270613874,0.808949585936365
MGARP,-+++,0.100421971,0.8919043403500501,0.09903649725128508,-1,0.19807299450257015,0.09349121022809821,0.09981837994914639,0.18698242045619642
NDUFC1,-++-,0.328058169,0.46912357235136765,0.768006344836957,1,0.9382471447027353,0.4154013803123865,0.4444283016126689,0.830802760624773
NAA15,++--,0.148590625,0.2151522225215403,0.9201072332483137,1,0.4303044450430806,0.2124228114783872,0.22802557024553247,0.4248456229567744
RAB33B,-+-+,0.186001059,0.6406891884038468,0.3606302460815772,-1,0.7212604921631544,0.34134824930989394,0.3648383581547403,0.6826964986197879
SETD7,++--,0.254852188,0.05635155437236531,0.9952401472148724,1,0.11270310874473062,0.047729749364329825,0.05600755484527096,0.09545949872865965
MGST2,++++,0.405243804,0.740180667966289,0.5293301584484368,-1,1.0586603168968736,0.44609908470143833,0.47816926988739555,0.8921981694028767
MAML3,++--,0.061935465,0.00906347782133119,0.9971161808627416,1,0.01812695564266238,0.00624772974936433,0.007046346070027605,0.01249545949872866
SCOC,-+--,0.00547285,0.016065099427360913,0.852373852194723,1,0.03213019885472183,0.011914275335997095,0.013947406654075258,0.02382855067199419
CLGN,--++,0.399873816,0.9171108353554686,0.28953515952218944,-1,0.5790703190443789,0.27923870405346507,0.2980748274609517,0.5584774081069301
ELMOD2,+++-,0.131632183,0.12937209330235194,0.9298796852738135,1,0.2587441866047039,0.12691609153650563,0.13540607293331397,0.25383218307301125
TBC1D9,-++-,0.338896583,0.7069581617882749,0.49637649072465334,-1,0.9927529814493067,0.42997239575766383,0.4608063930257901,0.8599447915153277
RNF150,---+,0.447188274,0.794093814318621,0.49611148976022806,-1,0.9922229795204561,0.4297544675286939,0.4605158009444243,0.8595089350573878
ZNF330,-+-+,0.050536245,0.41458928718680943,0.27280722071718955,-1,0.5456144414343791,0.2636205143106204,0.28325463131129675,0.5272410286212408
IL15,-+--,0.3308756,0.4223383487310055,0.7536280356960143,1,0.844676697462011,0.38612422811478386,0.41253813744006973,0.7722484562295677
INPP4B,---+,0.502632369,0.883556222809309,0.34562733441256677,-1,0.6912546688251335,0.3273281999128287,0.3503087540864511,0.6546563998256574
USP38,-+--,0.240303575,0.3344379554176828,0.6970851679763356,1,0.6688759108353656,0.3180530330548493,0.3395321807351446,0.6361060661096986
GAB1,++++,0.021304517,0.09125461438325581,0.8280418517401973,1,0.18250922876651163,0.08492553577915002,0.09218364085427866,0.16985107155830004
SMARCA5,++-+,0.367723945,0.550525839020352,0.6303673037548571,1,1.101051678040704,0.4549945513984744,0.4888856603225338,0.9099891027969488
FREM3,---+,0.236206474,0.6694617822495121,0.31278025674193943,-1,0.6255605134838789,0.29819845997384864,0.32103160188884855,0.5963969199476973
HHIP,++++,0.043826091,0.18805486726064294,0.6157776845451804,1,0.3761097345212859,0.18815837268434435,0.1996949004794421,0.3763167453686887
ANAPC10,-+-+,0.259850033,0.4072405411274095,0.6387273795030232,1,0.814481082254819,0.3743552488194697,0.40149644050559347,0.7487104976389394
ABCE1,-+--,0.189925636,0.13199642576621623,0.9616368155685675,1,0.26399285153243246,0.13011260443152925,0.13816649716693302,0.2602252088630585
OTUD4,+-+-,0.219844623,0.4313504970099761,0.6307574653873755,1,0.8627009940199521,0.39222666182346533,0.4184948423652477,0.7844533236469307
SMAD1,-++-,0.212281623,0.7549791946753658,0.25665613352971683,-1,0.5133122670594337,0.24894668022664534,0.2667635306937886,0.4978933604532907
MMAA,-+--,0.070479771,0.21378411210147133,0.44790650695913786,1,0.42756822420294266,0.21133309117326554,0.22686328635769287,0.4226661823465311
ZNF827,---+,0.05675459,0.9251623178974012,0.050412064448039647,-1,0.10082412889607929,0.042496004649135555,0.049400653832183075,0.08499200929827111
LSM6,++--,0.028280207,0.06429998797756985,0.9539455749605175,1,0.1285999759551397,0.055938975662913185,0.06407089931715822,0.11187795132582637
SLC10A7,++++,0.183281619,0.7353282241320251,0.3271077889321071,-1,0.6542155778642142,0.31018451256719454,0.333817653468943,0.6203690251343891
TTC29,+++-,0.1387715,0.3275572693391267,0.5283653186986219,1,0.6551145386782534,0.31086087904104615,0.3341566177538864,0.6217217580820923
EDNRA,+-++,0.039804482,0.939485807605893,0.042773094252441045,-1,0.08554618850488209,0.03465058840621822,0.04119142753359971,0.06930117681243644
TMEM184C,----,0.217152114,0.3447731137411419,0.6396961218611973,1,0.6895462274822838,0.32662549945513986,0.3494115937817812,0.6532509989102797
PRMT9,-+--,0.005901125,0.3524705548406082,0.08318009983205377,-1,0.16636019966410753,0.07649280836844399,0.08390846349436978,0.15298561673688799
ARHGAP10,--+-,0.114602382,0.7530825399871122,0.27885846991840624,-1,0.5577169398368125,0.26892343454888856,0.28942971304031967,0.5378468690977771
NR3C2,-+--,0.004508685,0.007126971674867504,0.9508355425441923,1,0.014253943349735008,0.004431529240828187,0.005302920238268197,0.008863058481656375
DCLK2,+++-,0.287610246,0.28522365800380733,0.7942746720682505,1,0.5704473160076147,0.2748274609516891,0.2943483945953799,0.5496549219033782
LRBA,--++,0.168361234,0.971328527139165,0.08625975721666135,-1,0.1725195144333227,0.07947116083103298,0.08732292045041773,0.15894232166206596
RPS3A,-+++,0.609456879,0.7405724459247662,0.570108020200738,-1,1.140216040401476,0.4621531309022229,0.4959680348710498,0.9243062618044458
SH3D19,+-++,0.0546646,0.3715915396587365,0.1306908399828049,-1,0.2613816799656098,0.1285050123492663,0.13665092626225936,0.2570100246985326
FAM160A1,--+-,0.001171402,0.7982991485039831,0.006721525294713564,-1,0.013443050589427128,0.004140636350428592,0.004867417362876862,0.008281272700857184
GATB,++++,0.651406988,0.6046013350359918,0.7200556352710792,1,1.2092026700719836,0.47272066836178717,0.5068284178410577,0.9454413367235743
FBXW7,---+,0.213531741,0.8616235416055407,0.18459065615011513,-1,0.36918131230023027,0.18458520993752725,0.19585906284053758,0.3691704198750545
TMEM154,++++,0.099450143,0.3092539350712464,0.6007814620084101,1,0.6185078701424928,0.29582273883036686,0.31846578526805175,0.5916454776607337
TIGD4,++++,0.006802064,0.018284328789800148,0.8906512425975983,1,0.036568657579600296,0.013948419905557573,0.01641725991573442,0.027896839811115147
ARFIP1,+++-,0.112311669,0.16023945405567608,0.9009285794259243,1,0.32047890811135216,0.15895386850708318,0.1679500217928229,0.31790773701416636
FHDC1,++++,0.308625046,0.8100241912148463,0.3908740465597518,-1,0.7817480931195036,0.36321371494987653,0.3896839811115147,0.7264274298997531
TRIM2,++--,0.137016678,0.04242333020269937,0.9950832753921217,1,0.08484666040539875,0.034435161641845256,0.040752578817376144,0.06887032328369051
MND1,-+++,0.328320805,0.8291931303179834,0.33136363835337,-1,0.66272727670674,0.31461571988958303,0.3367235742826008,0.6292314397791661
TMEM131L,--++,0.10842648,0.9748602112892425,0.05809428406344488,-1,0.11618856812688975,0.04990556443411303,0.05782782419179077,0.09981112886822606
TLR2,+++-,0.01997047,0.05318378201123734,0.925344172065824,1,0.10636756402247469,0.0446785325099891,0.05244806043876217,0.0893570650199782
RNF175,-+++,0.134490404,0.70793712014777,0.11816822156170119,-1,0.23633644312340238,0.11339532180735144,0.12095895386850708,0.22679064361470289
SFRP2,+++-,0.127082388,0.07691881802118872,0.9351163099819909,1,0.15383763604237743,0.0693062114057392,0.07750980677030364,0.1386124228114784
DCHS2,----,0.088653408,0.17628579611874287,0.3480700982930219,1,0.35257159223748574,0.17522702506356702,0.18625599302629667,0.35045405012713404
PLRG1,-+--,0.115069106,0.13348218380151822,0.8303625643623151,1,0.26696436760303643,0.1320741009807483,0.1399825657416824,0.2641482019614966
LRAT,----,0.174387546,0.3903156236987196,0.6839171812323043,1,0.7806312473974392,0.3628042135851798,0.3890745314543077,0.7256084271703596
NPY2R,-+--,0.06490803,0.09425765894464493,0.47967759388501613,1,0.18851531788928985,0.08841264075553941,0.09545256428882755,0.17682528151107882
MAP9,-+--,0.062432235,0.2106422395599348,0.41443675489833726,1,0.4212844791198696,0.20849981837994916,0.2238849338951039,0.4169996367598983
GUCY1A1,++++,0.641292161,0.8025693963513113,0.5345073446072551,-1,1.0690146892145103,0.4482783669911376,0.4807845986196876,0.8965567339822752
GUCY1B1,-+--,0.086749031,0.5958167705082391,0.3508450485490362,-1,0.7016900970980724,0.332340549179137,0.355830003632401,0.664681098358274
TPH2,----,0.034126153,0.2464665628014387,0.20723060612041846,-1,0.41446121224083693,0.20485253523173036,0.22041409371594625,0.4097050704634607
CTSO,-+--,0.513888116,0.6857340384269612,0.6355519640679419,-1,1.2711039281358838,0.47842510533197735,0.5132582637123139,0.9568502106639547
PDGFC,-+--,0.285003418,0.21455994470463674,0.8646706539014315,1,0.4291198894092735,0.21198692335633854,0.22751707104460264,0.42397384671267707
GLRB,-++-,0.252728744,0.44056195335752196,0.6192304912471053,1,0.8811239067150439,0.39876498365419544,0.4245241900334157,0.7975299673083909
GRIA2,-+--,0.073129222,0.23802148785851981,0.45474587115051834,1,0.47604297571703963,0.23218307301126045,0.24894668022664534,0.4643661460225209
GASK1B,++--,0.038927535,0.017798962399695507,0.9877736534462426,1,0.035597924799391015,0.0135125317835089,0.016126688943774517,0.0270250635670178
TMEM144,+++-,0.021784796,0.033600630499412594,0.9078522450959461,1,0.06720126099882519,0.027097711587359245,0.03123637948568938,0.05419542317471849
RXFP1,---+,0.152101123,0.6661062837653486,0.08918873686803686,-1,0.1783774737360737,0.08237687055063199,0.090301489284417,0.16475374110126398
C4orf46,+---,0.090948292,0.19138641489414748,0.8454339399604343,1,0.38277282978829497,0.19150018162005086,0.20332703762894086,0.3830003632401017
ETFDH,+++-,0.193017828,0.3242707288767831,0.8458502386961015,1,0.6485414577535662,0.30773701416636395,0.3313235507772774,0.6154740283327279
PPID,++--,0.289348087,0.22438845248190192,0.9383924325052686,1,0.44877690496380385,0.22012350163458047,0.23601627197442976,0.44024700326916094
FNIP2,+---,0.035121073,0.0370366234320526,0.9556393346684624,1,0.0740732468641052,0.02949509625862695,0.034214731948278364,0.0589901925172539
RAPGEF2,----,0.225430658,0.3981804404275263,0.6585534314153867,1,0.7963608808550526,0.368543407192154,0.3951038791224757,0.737086814384308
FSTL5,---+,0.264245172,0.658946294381993,0.34084554191911054,-1,0.6816910838382211,0.32355077727735,0.3457319288049401,0.6471015545547
NAF1,-++-,0.350563728,0.5426174063920883,0.65110839162547,1,1.0852348127841767,0.4516527424627679,0.4846723812291152,0.9033054849255358
NPY1R,-++-,0.235277409,0.7114850686514853,0.38519117435516553,-1,0.7703823487103311,0.35900043585645797,0.3848165637486379,0.7180008717129159
NPY5R,-++-,0.040544432,0.6429741067294856,0.13485932149300867,-1,0.26971864298601733,0.1335173616155746,0.1416636396658191,0.2670347232311492
TMA16,-++-,0.258027574,0.33908286408765387,0.8207667439191391,1,0.6781657281753077,0.32183073011260444,0.3438181025715531,0.6436614602252089
MARCH1,++-+,0.288513574,0.29271059760286816,0.866093786639379,1,0.5854211952057363,0.2820196149654922,0.3012494551794276,0.5640392299309844
ANP32C,+-+-,0.443602554,0.7284780897582206,0.479469104329736,-1,0.958938208659472,0.420601481911957,0.45049037413730475,0.841202963823914
FAM218A,--++,0.047556683,0.8724794421167166,0.14869448048655437,-1,0.29738896097310874,0.14630248438181026,0.1559752996730839,0.2926049687636205
TMEM192,-+-+,0.155999051,0.18418355599354624,0.8876208989256583,1,0.3683671119870925,0.1839447875045405,0.19490047944210373,0.367889575009081
KLHL2,-++-,0.023677659,0.060276042653244925,0.32766787105642825,1,0.12055208530648985,0.05216127860515801,0.0600029057097196,0.10432255721031602
MSMO1,++--,0.090244135,0.04031624717198064,0.9922316362998129,1,0.08063249434396128,0.032618961133309116,0.03813744006973703,0.06523792226661823
CPE,-+--,0.015957946,0.007310568112269283,0.9843331086345519,1,0.014621136224538566,0.00472212132219397,0.005520848467238123,0.00944424264438794
TLL1,-+--,0.204574197,0.18241706810607383,0.937946708862425,1,0.36483413621214766,0.18176534689429713,0.19279383989539445,0.36353069378859426
SPOCK3,+++-,0.091347505,0.08823691820088946,0.9223006240206745,1,0.1764738364017789,0.08158372684344352,0.08898736016271974,0.16316745368688704
DDX60,++++,0.247478896,0.427118338869967,0.5927898305459451,1,0.854236677739934,0.38975662913185616,0.4158797036176086,0.7795132582637123
DDX60L,++++,0.075185897,0.5769687514515273,0.21799931462309804,-1,0.4359986292461961,0.21436873456341712,0.23007628042135853,0.42873746912683425
PALLD,+++-,0.19754826,0.21387193491204295,0.9221368052935586,1,0.4277438698240859,0.21147838721394843,0.22686328635769287,0.42295677442789686
CBR4,++--,0.078390744,0.07511027368207913,0.9754815842794335,1,0.15022054736415827,0.0675626589175445,0.07605695191050414,0.135125317835089
SH3RF1,----,0.031335984,0.13436195362174055,0.22794002444806866,1,0.2687239072434811,0.13301852524518706,0.14085427865756212,0.2660370504903741
NEK1,++++,0.082816201,0.4606674318944612,0.26066317698872177,-1,0.5213263539774435,0.25279674560511406,0.2719941881583727,0.5055934912102281
CLCN3,-+--,0.044122084,0.016846305191513422,0.9628430525804925,1,0.033692610383026844,0.012931347620777333,0.015037047798924888,0.025862695241554667
HPF1,++--,0.133486238,0.1321155826546886,0.9668791673436139,1,0.2642311653093772,0.13054849255357792,0.138239139909923,0.26109698510715584
MFAP3L,++--,0.206664286,0.0590350363882699,0.9923506679037493,1,0.1180700727765398,0.050926262259353434,0.05905855005084992,0.10185252451870687
AADAT,+-++,0.154990549,0.7706296932176167,0.27841447087766624,-1,0.5568289417553325,0.26863286357692867,0.28899382491827097,0.5372657271538573
GALNTL6,---+,0.029752263,0.7614618405315496,0.09317168373705215,-1,0.1863433674741043,0.08717129158797036,0.09451507446422085,0.17434258317594073
GALNT7,++++,0.083075865,0.4496967249699709,0.11983387160680752,-1,0.23966774321361503,0.1152840331250908,0.12292045041772612,0.2305680662501816
HMGB2,++++,0.496388141,0.7093110139793728,0.5102865650460525,-1,1.020573130092105,0.4378178120005811,0.4683617871413004,0.8756356240011622
SAP30,+++-,0.171670631,0.17179030252266278,0.9282565677537307,1,0.34358060504532556,0.17021431166000728,0.18102571553101846,0.34042862332001456
SCRG1,++++,0.030551727,0.19530621850677446,0.19992986357761755,1,0.3906124370135489,0.1949146385760988,0.2076856022083394,0.3898292771521976
FBXO8,++--,0.116964623,0.05764656677903619,0.9900091557006752,1,0.11529313355807239,0.049400653832183075,0.05767833793404039,0.09880130766436615
CEP44,++++,0.168515532,0.5268373905290501,0.4200191971441228,-1,0.8400383942882456,0.3843527531599593,0.41046131492916815,0.7687055063199186
HPGD,----,0.053374797,0.2298004458094187,0.368759990809139,1,0.4596008916188374,0.22440973483472576,0.2415371204416679,0.4488194696694515
GLRA3,---+,0.35943474,0.7905759455657153,0.32335496593690205,-1,0.6467099318738041,0.3071335173616156,0.3300399564111878,0.6142670347232312
ADAM29,-+++,0.285984084,0.937804956090201,0.20992206200053673,-1,0.41984412400107346,0.20783088769431934,0.22281147838721393,0.4156617753886387
GPM6A,----,0.064945591,0.12866344987741296,0.7049710763613726,1,0.2573268997548259,0.12582637123138393,0.13453436001743427,0.25165274246276786
WDR17,--+-,0.11896485,0.8607272147739381,0.19078598448802953,-1,0.38157196897605905,0.19097777132064506,0.2025426807119506,0.3819555426412901
SPATA4,-++-,0.293668988,0.5443683379996157,0.6304762757735132,1,1.0887366759992314,0.4523065746458409,0.48547145140200493,0.9046131492916818
ASB5,++-+,0.084967815,0.5220971140199014,0.3792992221000953,-1,0.7585984442001906,0.3560220833938689,0.3804576825281511,0.7120441667877379
SPCS3,-+--,0.363552074,0.38106428164964107,0.8250395405206407,1,0.7621285632992821,0.3570650199782056,0.38173761441232024,0.7141300399564112
VEGFC,+-++,0.2873089,0.7019089898773292,0.3063064482810706,-1,0.6126128965621412,0.2930408252215604,0.31507446422085,0.5860816504431208
AGA,+++-,0.13383188,0.21668351878565087,0.5621643917485436,1,0.43336703757130174,0.21358517980385033,0.22889728316141217,0.42717035960770067
TENM3,----,0.568718911,0.6130028690961576,0.6801933552349375,1,1.2260057381923153,0.47446422084998185,0.5091529856167369,0.9489284416999637
DCTD,-+++,0.308473933,0.8326250338407135,0.3790576590670034,-1,0.7581153181340068,0.355876797907889,0.3802397384671268,0.711753595815778
WWC2,+-++,0.157016777,0.5704128345218298,0.2999521922985122,-1,0.5999043845970244,0.2885369751561819,0.30868143843080276,0.5770739503123637
CDKN2AIP,--+-,0.160259887,0.6336462509862525,0.2990548769744742,-1,0.5981097539489484,0.2876652622403022,0.3075917181256811,0.5753305244806044
ING2,----,0.057489518,0.824565545202856,0.11610613596289628,-1,0.23221227192579255,0.11128868226064216,0.11863421721758081,0.22257736452128432
RWDD4,++--,0.060627162,0.026599185696126206,0.983810367032019,1,0.05319837139225241,0.020922629858336362,0.024698532616591603,0.041845259716672724
TRAPPC11,-++-,0.192623722,0.39482225825636247,0.37351686254482463,-1,0.7470337250896493,0.3515908760714805,0.37573556120595714,0.703181752142961
STOX2,-+--,0.345945475,0.3629207044455003,0.8122361841810328,1,0.7258414088910006,0.34289865601162367,0.3666279238704053,0.6857973120232473
ENPP6,-+--,0.121330111,0.1442526149420228,0.7266332295927829,1,0.2885052298840456,0.14173628768616056,0.15225918930698823,0.2834725753723211
IRF2,+++-,0.014455317,0.05650649408068678,0.8561752066588868,1,0.11301298816137356,0.04794769342535416,0.056225483074240884,0.09589538685070832
CASP3,-+--,0.07309381,0.08889043417273099,0.9290662292959972,1,0.17778086834546197,0.08209226298583364,0.0900043585645794,0.16418452597166727
PRIMPOL,+++-,0.166605235,0.20531522883012315,0.843150343142077,1,0.4106304576602463,0.2031965128950236,0.21836408542786576,0.4063930257900472
CENPU,+++-,0.059161865,0.10987646926393983,0.5752825855910113,1,0.21975293852787967,0.10483109335270614,0.11303210809240156,0.20966218670541228
ACSL1,+++-,0.193611292,0.1224502932449236,0.9642164201342073,1,0.2449005864898472,0.11805303305484925,0.1258898736016272,0.2361060661096985
SLC25A4,-++-,0.076050823,0.7542464993517284,0.20311573501930444,-1,0.4062314700386089,0.20114775533924162,0.21576462041409372,0.40229551067848324
CFAP97,-+--,0.105961843,0.24011540755384972,0.8532553833281153,1,0.48023081510769944,0.23443516164184525,0.2509080342873747,0.4688703232836905
SNX25,--++,0.166826758,0.9446311988362296,0.1622333719649619,-1,0.3244667439299238,0.1609036757227953,0.17035960770069017,0.3218073514455906
LRP2BP,+-+-,0.338882672,0.6198970441807711,0.5553235194359927,-1,1.1106470388719853,0.4569954961499346,0.49102796948783145,0.9139909922998692
ANKRD37,+---,0.035825254,0.025610123611310067,0.8195897857243104,1,0.051220247222620134,0.019978205593897565,0.023681534214731948,0.03995641118779513
UFSP2,-+++,0.410353194,0.6134858677696674,0.6277467397738861,1,1.2269717355393348,0.47453686887032326,0.5092256283597268,0.9490737377406465
C4orf47,+++-,0.006705623,0.1300691632385064,0.11482771348693976,-1,0.22965542697387953,0.10998111288682261,0.1173265528514348,0.21996222577364521
CCDC110,-+--,0.047495215,0.6105568088871705,0.24459809177980335,-1,0.4891961835596067,0.23768705506319918,0.2556483835815474,0.47537411012639835
PDLIM3,++--,0.028004348,0.070576788472738,0.933728536219234,1,0.141153576945476,0.06269524155466763,0.07111724538718582,0.12539048310933526
SORBS2,+-++,0.015167353,0.9131980284863258,0.043678924269571075,-1,0.08735784853914215,0.035304373093128,0.04162731565564838,0.070608746186256
TLR3,-+--,0.169281552,0.19711113723242538,0.9246861258230578,1,0.39422227446485075,0.19585906284053758,0.2096469562690687,0.39171812568107517
FAM149A,--++,0.189429444,0.9364848112370411,0.21959040465043841,-1,0.43918080930087683,0.21567630393723666,0.23131129676716308,0.4313526078744733
CYP4V2,+++-,0.088361221,0.08857690286854109,0.93778531566033,1,0.17715380573708217,0.08172902288412641,0.08964114484962953,0.16345804576825282
KLKB1,+++-,0.140244915,0.12477777123503976,0.7712273887171959,1,0.24955554247007952,0.12059571376679985,0.129449368008136,0.2411914275335997
F11,++++,0.107366627,0.23542881723626924,0.24050795837292646,1,0.4708576344725385,0.22949509625862696,0.24684004067993606,0.4589901925172539
FAT1,----,0.424233666,0.5776118397261352,0.6395475869553449,1,1.1552236794522703,0.4643661460225209,0.4992009298271103,0.9287322920450418
FRG1,++++,0.004949529,0.01869878273771771,0.01856305022467721,-1,0.03712610044935442,0.014455905855005086,0.016636396658191065,0.02891181171001017
PLEKHG4B,+-+-,0.029506098,0.5087564986856647,0.04824018978954673,-1,0.09648037957909346,0.04031672235943629,0.046204140937159466,0.08063344471887259
CCDC127,---+,0.073488312,0.8694013958563359,0.09939302942586087,-1,0.19878605885172174,0.09392706668603806,0.1003269160915365,0.18785413337207613
SDHA,++++,0.598830703,0.7038993099234319,0.6078989869601602,-1,1.2157979739203204,0.473558041551649,0.5073011260443153,0.947116083103298
PDCD6,-+++,0.073363485,0.5863818549858978,0.20884395455973792,-1,0.41768790911947584,0.20645067557750982,0.22106792589901925,0.41290135115501964
AHRR,+-+-,0.480468403,0.6763480097674415,0.6256305722730561,-1,1.2512611445461121,0.47660903675722793,0.5118053033054849,0.9532180735144559
EXOC3,--++,0.171842127,0.9847224994464339,0.07748700170904688,-1,0.15497400341809375,0.07002760424233619,0.07809662186705413,0.14005520848467237
CEP72,--++,0.321233641,0.9707890744000478,0.15192878423817865,-1,0.3038575684763573,0.14964405055934912,0.1588085724664003,0.29928810111869825
TPPP,+-++,0.067358765,0.5358092471477538,0.054588993042131814,-1,0.10917798608426363,0.04583757082667442,0.0540501271340356,0.09167514165334884
ZDHHC11B,++++,0.062015281,0.2666450408120044,0.2470070856519644,-1,0.4940141713039288,0.23986633735289845,0.25775517617144933,0.4797326747057969
ZDHHC11,++--,0.024473989,0.05249645065915089,0.9477661001636875,1,0.10499290131830177,0.04416999636759898,0.05157634752288246,0.08833999273519796
BRD9,--++,0.304111478,0.9581483811001418,0.16192445503908126,-1,0.3238489100781625,0.16068574749382536,0.16970577551761715,0.3213714949876507
TRIP13,-+--,0.097456019,0.37124221786896877,0.4406997146093702,1,0.7424844357379375,0.349800217944061,0.3740374836553828,0.699600435888122
SLC12A7,+-++,0.46752956,0.7455055710454355,0.4557299632197217,-1,0.9114599264394434,0.4079616446317013,0.4353069378859426,0.8159232892634026
CLPTM1L,-++-,0.149737512,0.44009739979060786,0.5216891738489103,1,0.8801947995812157,0.39832909553214674,0.42430626180444575,0.7966581910642935
LPCAT1,-+--,0.225843751,0.2233806283335465,0.6909203647394806,1,0.446761256667093,0.21946966945150745,0.23528984454453,0.4389393389030149
MRPL36,-+-+,0.715714892,0.6655396293781358,0.6849813434387988,1,1.3310792587562716,0.4817290228841264,0.5158361179718146,0.9634580457682528
NDUFS6,++-+,0.430287676,0.37527732188882296,0.8646617769215204,1,0.7505546437776459,0.35263349073737743,0.3775243353189016,0.7052669814747549
ADAMTS16,----,0.094011308,0.18428276570548252,0.7369926594660571,1,0.36856553141096504,0.18416273156556484,0.19504576492808368,0.3683254631311297
ICE1,-+--,0.323159799,0.3781041458438598,0.8185570054981828,1,0.7562082916877196,0.35524881946966946,0.3796309748656109,0.7104976389393389
MED10,-+--,0.274006055,0.3044278375958708,0.8941642651808298,1,0.6088556751917416,0.29146385760988014,0.31272700857184366,0.5829277152197603
UBE2QL1,-+--,0.05968018,0.04719090639096483,0.7764062431323151,1,0.09438181278192966,0.03915728296403923,0.04576492808368444,0.07831456592807846
NSUN2,-++-,0.226867333,0.4761254083851017,0.5457148448823347,1,0.9522508167702034,0.41867054122775155,0.44900479442103736,0.8373410824555031
SRD5A1,-+--,0.263098354,0.28685648604724984,0.6929031012383411,1,0.5737129720944997,0.27606247729749367,0.29551067848321955,0.5521249545949873
TENT4A,----,0.12644835200000001,0.8475495167088605,0.2529826057080696,-1,0.5059652114161391,0.24604097050704635,0.26378496185978934,0.4920819410140927
ADCY2,---+,0.395466245,0.7860610436948354,0.3477773527286988,-1,0.6955547054573976,0.32921691123056807,0.35263349073737743,0.6584338224611361
C5orf49,+-+-,0.030150649,0.5151114684925736,0.11923411368406205,-1,0.2384682273681241,0.11448496295220108,0.12226661823465311,0.22896992590440216
MTRR,-++-,0.216673347,0.42138097573191374,0.6859565053094985,1,0.8427619514638275,0.3852524518706865,0.41166642452419006,0.770504903741373
FASTKD3,-++-,0.237864514,0.481353220996666,0.505812842918766,1,0.962706441993332,0.42135851798038504,0.4514020049397065,0.8427170359607701
SEMA5A,+--+,0.38994192,0.42670488734246736,0.759959014498772,1,0.8534097746849347,0.38932074100980746,0.4155164899026587,0.7786414820196149
ATPSCKMT,++-+,0.350107512,0.34109811143810653,0.7881268413490783,1,0.6821962228762131,0.3236469306211406,0.3460700276042423,0.6472938612422812
CCT5,-+--,0.16292081,0.22163906797649893,0.6566295814256036,1,0.44327813595299786,0.21758082092262987,0.23340113322679065,0.43516164184525974
