gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
MAB21L1,+-+--+-+-+-+,0.042910306,0.5320361315674276,0.20506107910104643,-1,0.41012215820209286
VSTM2A,-+++-+++++++,0.079225042,0.20507496280594759,0.945552420061742,1,0.41014992561189517
AC007255.8,+++-++------,0.028906451,0.7138958155858184,0.20514093328372504,-1,0.4102818665674501
TXNDC15,++++-+++-++-,0.082447311,0.2051721017707264,0.9606579450737232,1,0.4103442035414528
EMILIN3,------++++-+,0.093005555,0.8944619218603196,0.20517215276743053,-1,0.41034430553486106
DENND1B,-++--+++--+-,0.097467592,0.7205999025219232,0.20521173425487751,-1,0.41042346850975503
AC004453.8,++----++++-+,0.030568518,0.20522282394363672,0.836872909533006,1,0.41044564788727345
CRHR2,+-++--++-+-+,0.021608173,0.2052235063729852,0.4893773191737194,1,0.4104470127459704
SMOC2,------++++++,0.054668184,0.22556248249278607,0.20531650014028993,-1,0.41063300028057986
FAM57A,-++---++--+-,0.054163931,0.8176867426018112,0.2053755589357049,-1,0.4107511178714098
PARD6G-AS1,------+---+-,0.213780785,0.9647722060043293,0.20539600210089884,-1,0.4107920042017977
RP11-212D19.5,+++-++-----+,0.067650788,0.5425169119265624,0.20540032443137202,-1,0.41080064886274403
FERMT2,++++++------,0.041659448,0.47774340278800764,0.2054265903275411,-1,0.4108531806550822
CHAMP1,--+-+-+-++++,0.001582752,0.7222963704203961,0.20543399406492388,-1,0.41086798812984776
TTLL4,+-+-+++---++,0.102398459,0.20544031306326685,0.9268467946951201,1,0.4108806261265337
NSD2,+-----++++++,0.054201028,0.20544448465367468,0.6317003052125326,1,0.41088896930734936
RNU6-986P,+-+-+-------,0.062240185,0.8137327034358146,0.20547702172602555,-1,0.4109540434520511
RANBP6,++++-+------,0.026609498,0.2055052268962761,0.7793994225697081,1,0.4110104537925522
ARMCX5,++++++----+-,0.10182649,0.2055065237112979,0.6739254148209228,1,0.4110130474225958
DEGS1,--++-+-+--+-,0.072616463,0.7513367310573775,0.205527991674643,-1,0.411055983349286
PLXDC2,++++++------,0.109663625,0.7162608606599157,0.20554938287712018,-1,0.41109876575424037
SUB1P1,-+++---+--++,0.043473377,0.3846061408747761,0.20559073140746698,-1,0.41118146281493395
ZFP64,----+--+++++,0.01323194,0.20561569705128363,0.2560171921454528,1,0.41123139410256726
SOCS6,++++++------,0.037979443,0.205620957212476,0.6692810080848426,1,0.411241914424952
MSRA,----+-+++-+-,0.035892833,0.33118775732436173,0.20564130256264254,-1,0.4112826051252851
CNTN4,++-+----+--+,0.084873105,0.20568473703527348,0.8053685560857375,1,0.41136947407054697
SNURF,++--++++--+-,0.017747797,0.7989971116983028,0.20569372627811647,-1,0.41138745255623294
ZNF236,+-----++-+++,0.061336706,0.20574433634696307,0.6009168946735977,1,0.41148867269392614
FZD5,+-+-+-----+-,0.0568901,0.586032302390721,0.20577843081385544,-1,0.4115568616277109
HNRNPA1P7,--+---+-++-+,0.045132119,0.5854860685242937,0.20580595025319579,-1,0.41161190050639157
CALM1,++-+-+++++--,0.105797477,0.20582863360913506,0.8214756605881215,1,0.4116572672182701
SDF2L1,++++-++-+-+-,0.055086282,0.20585930581917625,0.8954174867964578,1,0.4117186116383525
ZNF205-AS1,----++++++--,0.039514118,0.9034094993121438,0.20586138060383155,-1,0.4117227612076631
PCDH19,-----++++---,0.105476059,0.725615795226187,0.20589967279935986,-1,0.4117993455987197
PALMD,+-----++-+--,0.006827647,0.2059165932804466,0.795575482123935,1,0.4118331865608932
TAB3-AS2,+----+-+++--,0.033073502,0.2059180290547402,0.21833079626026497,1,0.4118360581094804
CEP290,++--+-+---++,0.054702138,0.2059382027158441,0.7521787689336773,1,0.4118764054316882
HSP90AA1,+-++++------,0.068265705,0.5802334683200515,0.20596963055063844,-1,0.4119392611012769
SSR1,++++++------,0.008281468,0.20597199684602416,0.24778403272502902,1,0.4119439936920483
SEMA6B,------+++++-,0.008465538,0.20597545989762314,0.6279031720163946,1,0.4119509197952463
ZNF506,-++-+++---+-,0.075938256,0.8777154149346651,0.20610130480972136,-1,0.4122026096194427
DYNLL1,++-+-+-++---,0.008443544,0.8120843058201987,0.20612354384533546,-1,0.4122470876906709
NOP14,+---+-++-+++,0.014757005,0.20613193530485524,0.5273317239949777,1,0.4122638706097105
RP11-263K19.6,+----+-+++-+,0.021666148,0.9183587160427443,0.20616381363420472,-1,0.41232762726840944
TMEM106A,--+-+++-++++,0.098845852,0.20621633343993268,0.96640334884154655,1,0.41243266687986535
NMNAT2,---+---+++--,0.073978527,0.9490477367211063,0.20628159447879255,-1,0.4125631889575851
ADARB2,--+++-++-+++,0.123118352,0.20632912882045637,0.8635978251494942,1,0.41265825764091274
MAP7D1,--+++---++++,0.074177095,0.20643449382043744,0.6172739511138645,1,0.4128689876408749
ZNF182,+++-+++---+-,0.075564135,0.20644310442965844,0.668531025901874,1,0.41288620885931687
SWT1,+++--+++-+++,0.090827167,0.20659802919643705,0.8187656602110356,1,0.4131960583928741
MAGIX,+-+---++++--,0.077519127,0.6109106448574428,0.20660621538000726,-1,0.4132124307600145
RP1-122P22.2,+-+-++++-++-,0.075612529,0.20663156109285016,0.7807409402089375,1,0.4132631221857003
BEST3,--+-+-----+-,0.016523519,0.9550732454883377,0.20666536993476586,-1,0.4133307398695317
CACNB4,-+-+------++,0.154873389,0.8618570200091896,0.2066711330266163,-1,0.4133422660532326
NAV2-IT1,-----+-+--++,0.014553127,0.6129751928017813,0.20669027684540348,-1,0.41338055369080695
EFHC1,+++-+--+--+-,0.037542817,0.49535236924908427,0.206693136405272,-1,0.413386272810544
NRSN2,--++----++-+,0.020352871,0.4481302019461005,0.20670695385575036,-1,0.4134139077115007
SV2B,-+-+----+---,0.142808617,0.8818372447603179,0.20672267979278264,-1,0.4134453595855653
CEP170B,----+-++++-+,0.008611966,0.26526665131710514,0.2067333722783598,-1,0.4134667445567196
SPOPL,-+++++------,0.061918357,0.829541785219644,0.20678110554128126,-1,0.4135622110825625
ITGA6,++++++------,0.015037597,0.20681052524255006,0.40066071947239057,1,0.4136210504851001
NDUFS4,-+-+-+++++++,0.195821167,0.2069292742358907,0.9736815815364247,1,0.4138585484717814
MEGF6,+++-+-++++++,0.056024383,0.20694154978976897,0.9146571082731855,1,0.41388309957953795
ANAPC10,-++--+-----+,0.084729429,0.9151091550916441,0.2069968922656136,-1,0.4139937845312272
UTP3,+--+-++-----,0.095483719,0.9636935953200803,0.20703581492554066,-1,0.4140716298510813
ASCC3,+++---------,0.120057492,0.9231219067189239,0.20709455913147967,-1,0.41418911826295934
CFAP206,+++-++-+--+-,0.043388478,0.20713537124047615,0.8634291911393013,1,0.4142707424809523
EXOC1,+++++++---+-,0.05245619,0.20717319904972212,0.7887782653147116,1,0.41434639809944424
BRD3OS,-+-+--++++-+,0.036952624,0.2861881021002748,0.20718358933912542,-1,0.41436717867825085
TERB1,-++--++--+-+,0.011456175,0.505060166686414,0.20722352326633858,-1,0.41444704653267717
FNIP2,-+-++---+---,0.035121073,0.2072371594683508,0.5968481514637034,1,0.4144743189367016
PLGLB1,+++-++----++,0.043969611,0.2072837675054795,0.5760253486787618,1,0.414567535010959
MIER1,++++++----+-,0.024035521,0.5694704377536856,0.2072851689158146,-1,0.4145703378316292
TMC5,+---+-+++---,0.117430175,0.8462156880706811,0.20734352957700372,-1,0.41468705915400744
EIF2B4,+----+++-+++,0.037951807,0.2073566535226849,0.8280399225977765,1,0.4147133070453698
B3GNT10,+++++++----+,0.112148945,0.20736044161213799,0.8480200774885923,1,0.41472088322427597
CAVIN3,--++-+-++--+,0.002398712,0.20736589248626555,0.5770447435560256,1,0.4147317849725311
H2AFY2,--+-----++++,0.080946769,0.6467787396546852,0.20737258149832896,-1,0.4147451629966579
CAMK2G,-++----+++-+,0.057595185,0.7675727442112189,0.20741338267693626,-1,0.41482676535387253
DPY19L1P2,++-----+-+-+,0.101824393,0.8721030679432383,0.2074134571606034,-1,0.4148269143212068
SRPRB,++++-+------,0.114963395,0.7870559822687675,0.20748097872846327,-1,0.41496195745692654
CENPQ,++-+++-+--++,0.076915205,0.2074845899744314,0.9041740789291741,1,0.4149691799488628
RBX1,+++--+++-++-,0.083046358,0.20753172459585206,0.9311367680797265,1,0.4150634491917041
LRRC59,------++++-+,0.085187246,0.5628614601520843,0.2075320227994384,-1,0.4150640455988768
EFHC2,+++++--+--+-,0.06800719,0.2075393039221583,0.6598469052828674,1,0.4150786078443166
SNORD113-5,-+---+-+--+-,0.07727719,0.6575447197680414,0.20763097492523672,-1,0.41526194985047343
SDC3,--+---++-+-+,0.07028091,0.7738027930724432,0.2076591978913545,-1,0.415318395782709
CPQ,++++++------,0.083914999,0.2077020011149601,0.8684928640827206,1,0.4154040022299202
FANCC,--+-++---++-,0.021280109,0.7769507622084483,0.20772788329723357,-1,0.41545576659446715
RN7SL617P,++++--+-++--,0.066402714,0.2078275191699168,0.6403989038704602,1,0.4156550383398336
MIR370,+-+--++-----,0.059266157,0.813340167024883,0.20783802564753928,-1,0.41567605129507856
IL6R,-+++++---+-+,0.028470094,0.20784636011587637,0.9182663993965897,1,0.41569272023175274
XPO4,-++--+++----,0.035290605,0.8345749826546154,0.20784695544505238,-1,0.41569391089010477
TRAIP,+++--++---+-,0.098334497,0.20787409040326407,0.737131129071577,1,0.41574818080652814
DNAJB2,+++-+-+-++++,0.075155434,0.20788495101135077,0.977893647512898,1,0.41576990202270153
DPAGT1,+-+--++++++-,0.057287422,0.20791381269624787,0.9505656801601434,1,0.41582762539249574
JSRP1,++-----+++--,0.009480883,0.20791859455877837,0.5117875626879,1,0.41583718911755674
ARMCX3,++++-+++-+--,0.114044495,0.20799333169995884,0.9367587387430338,1,0.4159866633999177
SERTM1,++-+-+++++--,0.037978797,0.20807730713377975,0.5803065014500943,1,0.4161546142675595
SNORD114-14,+-+-+-+++-+-,0.005809427,0.4853066827976777,0.20819445516956497,-1,0.41638891033912995
ENTPD6,+-++-+-++++-,0.083563033,0.2082004808492997,0.8717763098874131,1,0.4164009616985994
MOCOS,-+++++++++-+,0.049416426,0.20820217636933336,0.9755151522322804,1,0.4164043527386667
CRYAB,++++++---++-,0.091006354,0.20824438345691998,0.862231456422995,1,0.41648876691383996
SDCBPP2,+-++++-++---,0.134241778,0.20826235765293516,0.7621804900004346,1,0.4165247153058703
GABPAP,+++-+++-----,0.043255251,0.20832983475093575,0.7775215266187274,1,0.4166596695018715
RNF207,------++++++,0.022925021,0.556078023473114,0.2083866024648652,-1,0.4167732049297304
SEC13,--+---+-+++-,0.091512197,0.8561746371808783,0.20839092099107354,-1,0.41678184198214707
LMO4,-+-+---++---,0.034249398,0.8367934924279579,0.20840733811319237,-1,0.41681467622638474
MED20,--+--+------,0.056161408,0.9372395928418594,0.20842089966624827,-1,0.41684179933249654
SLC24A2,--++++----++,0.025095962,0.7233765014746114,0.20850400469542224,-1,0.4170080093908445
PRPF4,++++-+-+----,0.103380689,0.9188786031537359,0.2085215276265655,-1,0.417043055253131
RP11-1129I3.1,+++++++-----,0.020297152,0.20852997234201603,0.5395981784126087,1,0.41705994468403207
ZDHHC12,--------++--,0.074489232,0.6793798693873853,0.20853368026524716,-1,0.4170673605304943
FRRS1L,-+-+-+------,0.174018314,0.9177018375461478,0.20856946778243712,-1,0.41713893556487425
CTB-129P6.11,+++++++-+-+-,0.019631631,0.20858344221971853,0.538660246986568,1,0.41716688443943706
RP11-407P18.1,+---+-+---++,0.053517821,0.794194306898,0.20860903922156798,-1,0.41721807844313596
CCNA1,-+++---++++-,0.145390263,0.20861271876178772,0.8674796464779478,1,0.41722543752357544
MRM3,-++--+--+++-,0.059845534,0.20870438143760367,0.7994280622820003,1,0.41740876287520734
NUDT1,+-+--+++--++,0.057406071,0.2087065872574997,0.874348637937094,1,0.4174131745149994
TPD52,-+-+-+-+++--,0.007635434,0.2087803830115007,0.3232164308968753,1,0.4175607660230014
PLB1,-+---+++++++,0.109864024,0.208805863122121,0.9653440404900118,1,0.417611726244242
GUCD1,++++--------,0.046485082,0.699828695869471,0.20880713642717078,-1,0.41761427285434155
OGFOD3,--+-+-++++-+,0.031203913,0.20883499929748658,0.7917700484440086,1,0.41766999859497317
PROS1,+++++-+---+-,0.030886329,0.22250725327567686,0.2088615137759094,-1,0.4177230275518188
TLE1,----+-+++++-,0.076869895,0.6839637761679489,0.20886296709069038,-1,0.41772593418138076
IMPG2,-+---+-----+,0.043307365,0.9187787531929138,0.2089495870756914,-1,0.4178991741513828
RN7SL230P,+-++-++-++--,0.019193043,0.2089770462804762,0.49605034835696454,1,0.4179540925609524
SNORD116-6,--+--+-++---,0.090124105,0.7382160449470352,0.20899874196605886,-1,0.4179974839321177
SLC15A4,+++-+-------,0.017816053,0.20903013759517913,0.25668797814805655,1,0.41806027519035827
SYNGR3,++++---+++-+,0.097959644,0.20907764908833207,0.6494713621881552,1,0.41815529817666414
CCRL2,--+-+-+----+,0.013352026,0.9155404833027314,0.2090972897344339,-1,0.4181945794688678
ZNF567,-++---------,0.108486593,0.9733871030888056,0.20911753263001032,-1,0.41823506526002063
MARCH1,++++++-----+,0.019131817,0.2091450619869817,0.5596518586124678,1,0.4182901239739634
SREBF2-AS1,++--++--+--+,0.149207357,0.9037992570252139,0.20915742486329117,-1,0.41831484972658234
KAZALD1,--+-+++-++--,0.022468043,0.20927408405646292,0.7752242122206242,1,0.41854816811292583
HSP90B1,+-++-++---+-,0.043719277,0.7126477103921348,0.20929322274409068,-1,0.41858644548818136
ATXN2,+---+-+--+++,0.059068903,0.555605783713838,0.2092959612164855,-1,0.418591922432971
FPGT,++++++------,0.056613366,0.2093533278263037,0.4720177050008135,1,0.4187066556526074
CAVIN2,----+-++---+,0.035128006,0.9430628623575803,0.20935519000407027,-1,0.41871038000814054
FSTL1,+++-+-----+-,0.052908301,0.6711494462930354,0.2094128705405379,-1,0.4188257410810758
LINC01829,++++-+-----+,0.028477474,0.20941800084788662,0.42827472275675427,1,0.41883600169577323
RP11-64B16.2,--+-+-+--+++,0.010445605,0.2095006401867693,0.26513494870885385,1,0.4190012803735386
DPYSL4,--+-+-+++++-,0.021637064,0.2095332616039654,0.8798016559124414,1,0.4190665232079308
CCDC15,-++-+++---++,0.060700696,0.20954704314408484,0.9304114907650822,1,0.4190940862881697
RPS3AP12,+-+-+-+-----,0.032264969,0.20958023854915617,0.43487883853283804,1,0.41916047709831233
CTB-111F10.1,-++-++-+--++,0.050796836,0.2096158443020074,0.7333417429433172,1,0.4192316886040148
SSUH2,+++-+++-+-+-,0.150114634,0.2096244515859278,0.8421840738101779,1,0.4192489031718556
CTD-2083E4.4,+++-+--++-+-,0.013607674,0.20967906680190526,0.2397168952648795,1,0.4193581336038105
C9orf43,+-+-++++-+-+,0.073588329,0.20968420743955216,0.799269600435916,1,0.4193684148791043
CFAP53,+++-+-+---+-,0.084858962,0.2096989545663751,0.6011981145140338,1,0.4193979091327502
MCM3AP-AS1,+++++++---+-,0.093141797,0.20971452850327296,0.8794135444931234,1,0.4194290570065459
HCG11,++++-+------,0.030649041,0.22249687152846898,0.20980593459148747,-1,0.41961186918297494
RP11-119H12.1,+-----+----+,0.018561937,0.940300716452485,0.20981945737962446,-1,0.4196389147592489
CCAR2,+---+-++++++,0.067247101,0.20982656308799116,0.7249506460907538,1,0.4196531261759823
DYRK1B,------+-++++,0.054900245,0.6957558435714677,0.20982825736083327,-1,0.41965651472166654
MARVELD2,+++++-++-++-,0.097045888,0.20984198839558035,0.9538468832947726,1,0.4196839767911607
RP11-705C15.2,-++--++---++,0.035368604,0.20984461012628855,0.9439821942893237,1,0.4196892202525771
PCDH9-AS4,----++-++---,0.032468315,0.5743826318325668,0.20984585120615187,-1,0.41969170241230375
TEKT1,+++-+----++-,0.005337493,0.20995335798172748,0.48544541486179876,1,0.41990671596345497
MTSS1L,------++++++,0.026896138,0.3742378813081189,0.20998186432047444,-1,0.4199637286409489
CTB-58E17.5,+++-+-+++-+-,0.126231811,0.21001932081554084,0.8589723331970338,1,0.4200386416310817
UBE2A,++---++++-+-,0.054694998,0.21007289101474208,0.9569106383087483,1,0.42014578202948416
ERGIC2,++++-+------,0.01367936,0.24839501639271774,0.21008286561979045,-1,0.4201657312395809
ABHD16A,--+--++-+-++,0.0269911,0.3672960378162906,0.21008957250752383,-1,0.42017914501504766
LANCL3,+++-++++----,0.047678226,0.21012425806721996,0.6759493697869621,1,0.4202485161344399
RAP1B,+++--++-----,0.032497644,0.8290063095492299,0.21014774131634864,-1,0.4202954826326973
GCFC2,+++-++++--++,0.104489903,0.21020954571392572,0.7974587157355095,1,0.42041909142785144
SLITRK6,-++--+-+-+-+,0.010617081,0.7516330023060369,0.21022003681732834,-1,0.4204400736346567
RAB18,++++-+++----,0.063180894,0.21022502685033218,0.7781707232082662,1,0.42045005370066435
RP11-486G15.1,+-+-++-+--+-,0.10113935,0.21025067538700173,0.8474374016827732,1,0.42050135077400347
FMO4,++++++------,0.046501057,0.21026568262054193,0.29678639889781594,1,0.42053136524108387
TTC30A,++++-+------,0.046190921,0.35052379180794957,0.21033654570395613,-1,0.42067309140791226
CTD-2014B16.3,+-+++-+-----,0.042721928,0.2104109319133004,0.5319515689550042,1,0.4208218638266008
SLIT3,----+-+-+++-,0.121431508,0.9559502687295047,0.2104294525191293,-1,0.4208589050382586
ANKRD11,----+-+-++++,0.034973475,0.808562248451794,0.2104349126393371,-1,0.4208698252786742
GPR149,--+----+--++,0.034457387,0.3929499058979928,0.21046874891289996,-1,0.4209374978257999
PLRG1,+++--++-----,0.041760005,0.6603019959767245,0.21046905709156125,-1,0.4209381141831225
C9orf153,--+-++----++,0.06811422,0.8356680045864592,0.21052074308502253,-1,0.42104148617004505
SIGMAR1,--++-----+++,0.056777204,0.8627245769394236,0.21056144321665562,-1,0.42112288643331125
TAF4B,++-++-++++++,0.127428371,0.21060862392360422,0.966696291526559,1,0.42121724784720843
FAM13A,++-++++++-+-,0.10405742,0.21062097986035655,0.7591912734497517,1,0.4212419597207131
ANKRD26P3,------++++--,0.046975193,0.7703533863305563,0.2106292562121168,-1,0.4212585124242336
WBP4,++++-++-----,0.049258222,0.21063155628022395,0.6880760233713905,1,0.4212631125604479
CAMKK2,-+-++-++++++,0.036785527,0.21070239742724017,0.9096803131151017,1,0.42140479485448035
SLC14A2,+++-------++,0.069951206,0.7708373282467568,0.21074303440736017,-1,0.42148606881472034
SRRM1,+---+-+--+++,0.040885369,0.34453776884561765,0.21075132261621576,-1,0.4215026452324315
PDE8B,------++++--,0.044597134,0.6570958030182679,0.21081291576789096,-1,0.4216258315357819
THSD4,++-+--++-++-,0.192539338,0.2108272114056588,0.9589517695203976,1,0.4216544228113176
VSTM5,+-+--+-+++++,0.05091944,0.2108628187886375,0.9438591461435458,1,0.421725637577275
GPR89B,--++-------+,0.187339806,0.9504735707870909,0.21086904801556353,-1,0.42173809603112705
OTULIN,--+-+-----++,0.108134893,0.8775614054535694,0.21087319712862687,-1,0.42174639425725374
AP3S2,-+++-+------,0.144299784,0.9632307003501671,0.21088364326228928,-1,0.42176728652457857
PRR13P5,+-++++-+-+-+,0.084515803,0.21088639613392285,0.9254795020614413,1,0.4217727922678457
GSK3B,---+-+------,0.292020633,0.9883367508623653,0.21093766504617048,-1,0.42187533009234096
LRMDA,+++--+----++,0.037660974,0.9092338529670282,0.21096532449002653,-1,0.42193064898005306
FAM181A-AS1,--++-++---+-,0.112235394,0.7182723167726388,0.2109656518678731,-1,0.4219313037357462
ZNF768,+-+-+--+++++,0.021067075,0.21096756690714857,0.7631399322068135,1,0.42193513381429715
RELA,+-+-+++-+++-,0.08265317,0.21100262879537673,0.9444279568560595,1,0.42200525759075347
RNASEH2C,-++-+-+-++--,0.061209174,0.21106883603947507,0.7836282642794068,1,0.42213767207895014
PLPP1,++++++-+-+--,0.053194711,0.2111044689438981,0.9385061922501163,1,0.4222089378877962
BUD13P1,+-++++----++,0.03377688,0.21110574665274948,0.6279013608798647,1,0.42221149330549895
CTA-357J21.1,--+---+--+++,0.064162047,0.6847728418666146,0.2111284977830619,-1,0.4222569955661238
IL7,--++-++++---,0.041762249,0.21113039473182507,0.7978625706303744,1,0.42226078946365014
PYCR1,-+++--+++-++,0.099255703,0.21115471273308803,0.9184115740837564,1,0.42230942546617606
RP5-864K19.4,+-+-+-+---++,0.008206559,0.7833058290312602,0.21116328711665922,-1,0.42232657423331843
UPF3B,+-+++++---++,0.019805961,0.21123598121872564,0.29870898050222033,1,0.4224719624374513
COMMD5,+++-+-++++-+,0.07075673,0.21123682634972502,0.9567946903306415,1,0.42247365269945003
FRAS1,+++---+++-++,0.030471064,0.21123754319995214,0.7853999285774919,1,0.4224750863999043
RP11-223I10.1,-+--+-++----,0.11348254,0.8957098378870886,0.21134059077855655,-1,0.4226811815571131
RP11-885B4.2,+-+-+++---+-,0.030452119,0.2113447085767882,0.22347996804679482,1,0.4226894171535764
CRIP3,+-+-+-++-+++,0.018141322,0.21135595989289327,0.7723981449964402,1,0.42271191978578654
DIS3,++++-++---+-,0.006293786,0.21142198867879985,0.5234664400335924,1,0.4228439773575997
AC013460.1,----++++++++,0.067152983,0.21147330930845498,0.8257831567636498,1,0.42294661861690996
ADAMTS19-AS1,+---+-+-+-++,0.035725111,0.21147896580456027,0.4211117397675079,1,0.42295793160912054
TMEM201,----+-+-++++,0.066446226,0.7746419472248118,0.2115783866441247,-1,0.4231567732882494
CDK6,-++++-----++,0.03465912,0.5636092810319809,0.21159907691308402,-1,0.42319815382616804
TIMP4,+------+-++-,0.008277324,0.2116584569648877,0.3641973221387567,1,0.4233169139297754
PABPN1,+-+-+-+++-++,0.059609514,0.21166285682477232,0.5488468387847432,1,0.42332571364954463
AC073109.2,+-+-+-+-+--+,0.023501164,0.8314861751051966,0.2117346542450207,-1,0.4234693084900414
RAB34,+++--+----++,0.010734403,0.21178356983386853,0.6500319882929031,1,0.42356713966773707
RP11-238K6.1,+---+----+-+,0.068271056,0.8272020488830737,0.21182442068642687,-1,0.42364884137285375
P2RY12,+++--+++++-+,0.163345535,0.21186386257921336,0.9669239118564701,1,0.4237277251584267
HAS2,+++-+-+-----,0.078078039,0.6990177224729768,0.21186638789545353,-1,0.42373277579090707
CABYR,---++-+-++--,0.053528321,0.9431892299410766,0.21187511408271031,-1,0.42375022816542063
PON2,+++-++-----+,0.050971887,0.7565992704289373,0.21194245337911413,-1,0.42388490675822826
CAB39L,++-+--+++++-,0.092904616,0.2119572809926343,0.7657021781858079,1,0.4239145619852686
DENND4C,+++--+++--++,0.059319416,0.21197386799378878,0.7815525482874628,1,0.42394773598757757
ARNTL2,------+++---,0.030924584,0.5813157295907784,0.21205612158770795,-1,0.4241122431754159
CTU2,-+-----++++-,0.060566123,0.5458312663699343,0.21206527139937748,-1,0.42413054279875495
BTBD10,++++-++-++++,0.060370224,0.21208447372865588,0.9715014879983295,1,0.42416894745731176
RP11-458N5.1,----+-++-++-,0.140027428,0.8123831970195046,0.21209866431036525,-1,0.4241973286207305
CUL3,-+-+-+------,0.192915253,0.8895096752285484,0.21213898987959015,-1,0.4242779797591803
SIGLEC10,+-+--+++++++,0.186301933,0.21218174348318927,0.9917859967353747,1,0.42436348696637854
TANC1,++++++---++-,0.046056882,0.21220443789781734,0.7664121880586906,1,0.4244088757956347
AC005037.3,++-+---++---,0.005663505,0.21225992337679214,0.7070209349705241,1,0.4245198467535843
ACVR2B-AS1,-+++-+-++-++,0.10846733,0.21229455315145293,0.891629555114899,1,0.42458910630290586
GJA1,+++-++-----+,0.054087868,0.5313539805324473,0.21229830889626042,-1,0.42459661779252084
ZNF602P,--+-+-+--+++,0.101529903,0.21235171300572084,0.8929975151824014,1,0.4247034260114417
TMEM127,--+----+--++,0.053427102,0.9496561725801643,0.2123589639328401,-1,0.4247179278656802
SPICE1,+-+-++++--+-,0.073518689,0.21243299019070044,0.5735520891931422,1,0.4248659803814009
TRIM8,--+------+++,0.075393867,0.7560545364672542,0.21250780362562208,-1,0.42501560725124415
TERF1,+-+-+++-----,0.018365672,0.6180568984963015,0.21251536220320963,-1,0.42503072440641926
RPS3AP22,+---+-----+-,0.012400406,0.6213827362789623,0.21254705686233416,-1,0.4250941137246683
LINC00639,++++++---+++,0.080692498,0.2125783568368678,0.6408277779806983,1,0.4251567136737356
XIAP,++++-++++---,0.074466539,0.21265185199331696,0.9359708198768593,1,0.4253037039866339
AL357673.1,+-++++++++++,0.119133216,0.21278175802101829,0.9929143811497844,1,0.42556351604203657
TMEM14A,++++-+-++++-,0.081459507,0.21284907411268605,0.9306883115409843,1,0.4256981482253721
PEX14,+---+-++++-+,0.040482479,0.21292425745263927,0.31911351559192186,1,0.42584851490527853
PSMG1,++++++--+---,0.058084169,0.21295278951179386,0.9450221859902855,1,0.4259055790235877
RP11-766H1.1,--+-+++--+++,0.019633378,0.6834685068074194,0.2130415126316386,-1,0.4260830252632772
BBIP1,-++-++----+-,0.101733142,0.8672920352347335,0.21307633484957783,-1,0.42615266969915566
FAS,+---+-++++++,0.126254954,0.2130834031803372,0.9223696741382259,1,0.4261668063606744
SBF2,+---+++---+-,0.016374419,0.7071991018004878,0.21308969758026464,-1,0.4261793951605293
TTC13,+++--++---+-,0.03578272,0.7686210761960903,0.21311972702091153,-1,0.42623945404182306
ING1,++--+-+-+---,0.040597671,0.21315215873567514,0.6716193032484596,1,0.4263043174713503
TAS2R30,+++-++----++,0.055368813,0.43487460893924873,0.2131824309561026,-1,0.4263648619122052
RP11-472B18.1,+++-+++-+-+-,0.017237968,0.21318353707138496,0.8527794204908943,1,0.4263670741427699
CHMP4B,------++++++,0.014015235,0.2132336432810684,0.5809482624668745,1,0.4264672865621368
LINC01896,+++-++-+---+,0.059051752,0.21326834219090274,0.7916926489816712,1,0.4265366843818055
GSTZ1,+++-++++--++,0.141384876,0.21329747887699765,0.9187706333199059,1,0.4265949577539953
PRKD2,------++++++,0.022626649,0.2910889512159528,0.21331656908217383,-1,0.42663313816434767
LRRC40,++-+-+-+----,0.00834482,0.21337916740203097,0.6868718841458703,1,0.42675833480406195
ANKRD9,+++++---+--+,0.055157653,0.21338676781388152,0.8790734095950149,1,0.42677353562776305
IMPACT,++++-+-+----,0.063649468,0.21343427655421857,0.7417580477328818,1,0.42686855310843713
PDE11A,-++++++--+--,0.009964339,0.21346465387078079,0.38680564519806965,1,0.42692930774156157
GLI4,+++-+--+++-+,0.119374299,0.21349341509257033,0.8697981705559514,1,0.42698683018514066
MAOB,+++--+-+-++-,0.072008292,0.21353934880632383,0.9621666876384781,1,0.42707869761264766
POLR2M,-++--+-+-+++,0.026276514,0.21355570232913654,0.7938972220316971,1,0.4271114046582731
TBX15,++-++-+-+++-,0.08004125,0.21359230018084524,0.8736764093874126,1,0.4271846003616905
DUSP28,++---+++++++,0.088181769,0.2136101767942088,0.7985790980914369,1,0.4272203535884176
BTBD10P2,+-+-+-+---+-,0.062293981,0.837833852468201,0.21361390887492965,-1,0.4272278177498593
CTD-2308G16.1,+++-+-+---++,0.04273124,0.349946248378638,0.21361926141146353,-1,0.42723852282292707
HIPK3,+++--+++-+--,0.016399413,0.21364212399921614,0.9371405915104675,1,0.4272842479984323
DDX50P1,+-+-++----++,0.044121146,0.5060502751985412,0.2136877313518392,-1,0.4273754627036784
RP11-420L9.5,+++++--+--+-,0.060559743,0.21376814350788648,0.8290416093978031,1,0.42753628701577295
ANKRD16,+++-++---++-,0.040280797,0.21379386418791224,0.49224928855130323,1,0.4275877283758245
