gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
DUSP5,------------,2.21995e-4,0.9999992537666259,1.802764028371886e-12,-1,3.605528056743772e-12
TMEM161B-AS1,++++++++-+++,6.41068e-4,7.663699851073823e-12,0.9999984429183297,1,1.5327399702147647e-11
ZBTB21,------------,0.004106003,0.9999999999999645,1.4197565775195067e-11,-1,2.8395131550390134e-11
NR4A3,------------,0.001118376,0.9999999999960898,1.0087548713983291e-10,-1,2.0175097427966582e-10
NBPF2P,++++++++++++,8.59296e-5,1.4554530353804665e-10,0.9999999999997924,1,2.910906070760933e-10
ETV3,-----------+,1.62732e-4,0.999989097917217,1.8346713119303893e-10,-1,3.6693426238607785e-10
EGR2,------------,0.001319323,0.999999996030362,1.9373609142452364e-10,-1,3.874721828490473e-10
RP11-667K14.3,------+-----,2.20278e-4,0.9999791821838963,2.54031633987956e-10,-1,5.08063267975912e-10
NEDD9,-----------+,1.23189e-4,0.9999911197587446,4.859222693880551e-10,-1,9.718445387761102e-10
NR4A1,------------,7.75511e-5,0.9999998782222462,8.04066361474874e-10,-1,1.608132722949748e-9
NPAS4,-----------+,2.11793e-4,0.9999928766381316,1.1364126018561093e-9,-1,2.2728252037122187e-9
RP11-426C22.6,+++++-++++++,0.001143498,1.6463821914351767e-9,0.9996983206321689,1,3.2927643828703533e-9
SIK1,------------,0.001941142,0.9999999794940462,1.792142625840588e-9,-1,3.584285251681176e-9
RP11-677M14.7,++++++---+--,3.33182e-4,2.312370502169532e-9,0.7352005984713987,1,4.624741004339064e-9
ZNF331,------------,0.001591073,0.9999999992253372,2.5707748975229677e-9,-1,5.141549795045935e-9
CCN1,----+-------,9.6745e-4,0.9999954739009145,2.787476076067572e-9,-1,5.574952152135144e-9
ARC,-------+----,7.60893e-4,0.9999976978002936,3.3964888248769107e-9,-1,6.7929776497538215e-9
FAM118A,------------,0.0042653430000000004,0.9999999999998459,8.63193415911832e-9,-1,1.726386831823664e-8
LINC00473,-----------+,9.24745e-4,0.9999084699622655,9.426595756004842e-9,-1,1.8853191512009683e-8
FRG1,++++++++++++,0.004949529,9.92459838786388e-9,0.9999999999827232,1,1.984919677572776e-8
EGR1,----+-------,0.001833689,0.9999956416493111,1.2106747402649507e-8,-1,2.4213494805299014e-8
DDT,+-+++++++++-,5.17889e-4,1.8106383681567284e-8,0.9999927711316855,1,3.621276736313457e-8
LRRC8C,------------,0.002213602,0.9999999826665619,1.9048081469222006e-8,-1,3.809616293844401e-8
MMAB,++++++++++++,0.004444297,2.882758852433255e-8,0.9999999999804046,1,5.76551770486651e-8
AGBL5,+++---++++-+,1.31829e-4,3.2564014787074765e-8,0.9671089414651785,1,6.512802957414953e-8
LINC00471,+++++++--+++,3.19741e-4,4.0392413207264116e-8,0.9946803191871783,1,8.078482641452823e-8
NOL6,------+-+---,4.95106e-4,0.9997031121125458,4.179989219041227e-8,-1,8.359978438082454e-8
EGR4,------------,0.002035188,0.9999999597402935,4.350511005169547e-8,-1,8.701022010339095e-8
GPX4,++++++++++-+,8.7679e-4,5.034144093268006e-8,0.9999992702427859,1,1.0068288186536011e-7
TCFL5,++++++---+++,0.003414279,6.086212391444919e-8,0.9871472289336821,1,1.2172424782889838e-7
TMEM44-AS1,++++++++++++,0.007036187,6.997835975797235e-8,0.9999999989033247,1,1.399567195159447e-7
ANKRD37,-+-++-------,0.001004973,0.9834377629411494,8.21610707784351e-8,-1,1.643221415568702e-7
TRIB1,-----------+,0.001304623,0.9996906103061758,8.563123922850641e-8,-1,1.7126247845701282e-7
HERC6,++++++++++++,0.00288934,8.741733606588718e-8,0.9999999992051569,1,1.7483467213177436e-7
PCDHB4,-----+------,6.68832e-4,0.9999873307556023,9.052431504609245e-8,-1,1.810486300921849e-7
PDE4D,-+----------,3.30356e-4,0.9999998772270062,1.184956551176583e-7,-1,2.369913102353166e-7
GBP3,++++++++--++,0.002975392,1.2244356082018576e-7,0.9951309205024409,1,2.448871216403715e-7
KCTD21-AS1,+++++++----+,6.52656e-4,1.529280116739356e-7,0.9952947710803866,1,3.058560233478712e-7
MISP3,+++-+-++++++,1.94462e-4,1.769213790709552e-7,0.9743845933835515,1,3.538427581419104e-7
AP003068.23,++++++++++++,0.010226513,1.8128599656162902e-7,0.9999999995413913,1,3.6257199312325804e-7
LAMTOR4,+++-++++++++,7.60347e-4,2.1837677944261939e-7,0.9999776542854063,1,4.3675355888523877e-7
RP11-343N15.5,----+-------,0.006770923,0.9999982926070129,2.5562284984959815e-7,-1,5.112456996991963e-7
JUNB,------------,0.001521794,0.999999842974109,3.227853291658862e-7,-1,6.455706583317724e-7
NDUFA2,++++-++++++-,6.12726e-5,3.3001273816290514e-7,0.99368101665115,1,6.600254763258103e-7
LINC00667,++++++++-+++,0.008639795,3.324275806303183e-7,0.9999999882602474,1,6.648551612606367e-7
SRPK3,+-++++++++++,0.006612763,3.5369080096818166e-7,0.9999983702060145,1,7.073816019363633e-7
RPS28,+++---++++++,4.3403e-4,4.857224785478107e-7,0.7580668263768744,1,9.714449570956214e-7
SPTY2D1,------------,0.002723638,0.9999980222315923,4.906898072160549e-7,-1,9.813796144321098e-7
RP11-298D21.1,++++++---+++,2.84568e-4,4.925112252337682e-7,0.9081772806404989,1,9.850224504675364e-7
VEGFA,+-+-+-------,0.003807741,0.9952939988344982,5.170791123181998e-7,-1,1.0341582246363996e-6
SDIM1,----------++,0.001109434,0.9994766061843312,5.31296582099918e-7,-1,1.062593164199836e-6
DNAJB5,------------,4.07769e-4,0.999998400823641,5.906093268585115e-7,-1,1.181218653717023e-6
SPRED2,--------+--+,0.002121304,0.9961941299594803,5.985870787783745e-7,-1,1.197174157556749e-6
QPRT,++++++++++++,6.52847e-5,6.244499727581246e-7,0.9999997486536383,1,1.2488999455162491e-6
AC012370.2,----+-----++,0.001005752,0.9883877020510011,7.085962886030402e-7,-1,1.4171925772060804e-6
MTCO1P12,++++++++++++,0.002870475,7.300936467779991e-7,0.999997502135435,1,1.4601872935559981e-6
AC092168.2,----+-----+-,0.001067823,0.9994481548038681,7.427268074615688e-7,-1,1.4854536149231377e-6
TET3,------+-----,0.001737538,0.9999842091664377,7.774172156375398e-7,-1,1.5548344312750797e-6
ZNF10,-----+------,0.003490946,0.9999998976381833,7.786056758663715e-7,-1,1.557211351732743e-6
SPRY2,-----------+,0.00653533,0.9999973998004588,7.823448437397304e-7,-1,1.5646896874794609e-6
ARL5B,-+----------,0.002460311,0.999995585313359,8.562308096514372e-7,-1,1.7124616193028743e-6
DUSP4,------------,0.007261581,0.9999999259807655,9.732213509013013e-7,-1,1.9464427018026026e-6
INAFM2,-+-------+--,0.001927182,0.9939181419368721,9.786917322943316e-7,-1,1.957383464588663e-6
TSGA10,++++++++-+++,1.63682e-4,9.961762121372665e-7,0.9996218246988869,1,1.992352424274533e-6
NHP2,+++++++++++-,2.40017e-4,1.0555300091774848e-6,0.9999750336289988,1,2.1110600183549695e-6
RPS14,+++-++++++++,1.74313e-4,1.2535378871113053e-6,0.99970675435399,1,2.5070757742226105e-6
MDGA2,-----------+,0.002616667,0.9999985058680182,1.2723922861815425e-6,-1,2.544784572363085e-6
RN7SL278P,++--++++++-+,5.12758e-5,1.2807487322242658e-6,0.995971565142752,1,2.5614974644485315e-6
CCDC18-AS1,+++++++---++,0.002335536,1.4011582008645466e-6,0.9405762169483356,1,2.8023164017290933e-6
RNU1-67P,+++--+++++++,0.002863373,1.540416938907237e-6,0.9999818962830447,1,3.080833877814474e-6
ILF3-DT,++++++++++++,0.007944985,1.568820573451813e-6,0.9999999808650423,1,3.137641146903626e-6
ZNF30,++++++++-+++,0.00207997,1.5911634678615177e-6,0.9989094702965154,1,3.1823269357230354e-6
YPEL5,++++-+++++--,0.001303795,1.6818536992885894e-6,0.9600156409214087,1,3.363707398577179e-6
GPR3,--------+---,0.001015085,0.9999881703525311,1.7062709381695952e-6,-1,3.4125418763391903e-6
DUSP1,------------,0.002136191,0.9999998232585838,1.8170954685587989e-6,-1,3.6341909371175977e-6
CYTH4,++++++++++++,0.002469272,1.9958788904001736e-6,0.9999989539432687,1,3.991757780800347e-6
RP4-630C24.3,++++++----++,0.002103501,2.0436491156386215e-6,0.9053539699983011,1,4.087298231277243e-6
LMO2,+++++++++++-,0.001281322,2.095930100380606e-6,0.999939556834043,1,4.191860200761212e-6
SMG1P5,------+---++,0.001556786,0.9737171499356472,2.2802121750057564e-6,-1,4.560424350011513e-6
SLC2A3,------------,0.00435446,0.9999978916728798,2.3264301154178324e-6,-1,4.652860230835665e-6
GPR19,-------+----,0.00199779,0.9986005800285236,2.5344120050115367e-6,-1,5.068824010023073e-6
MRPL4,++-++-++++-+,4.65164e-4,2.5668923332398725e-6,0.998174581905163,1,5.133784666479745e-6
COPS9,+++++++++++-,2.72445e-4,2.578294004428419e-6,0.9998474860711937,1,5.156588008856838e-6
RNVU1-13,-----+++++++,0.001172075,2.6022644931880446e-6,0.45350709718454507,1,5.204528986376089e-6
ERRFI1,-------+----,0.017079355,0.9999994744392263,2.6044666375400913e-6,-1,5.208933275080183e-6
TRIB2,--------+--+,0.012802278,0.9800564771858417,2.7289385279617262e-6,-1,5.4578770559234524e-6
LINC00269,++++++++++++,0.001913277,2.7733926919461716e-6,0.9999840462295847,1,5.546785383892343e-6
BLVRB,++++-+++++++,0.001006611,2.783541207177351e-6,0.9997263268817187,1,5.567082414354702e-6
ATXN7,----------++,0.002090582,0.9999245200574233,2.8554179965007293e-6,-1,5.710835993001459e-6
CLUL1,------------,0.011649265,0.9999999978985096,2.8642216522153452e-6,-1,5.7284433044306905e-6
FOSB,----------+-,0.001839652,0.9999792688168931,3.0012079245924306e-6,-1,6.002415849184861e-6
SOX17,++++++++++++,0.00124281,3.0744230109681358e-6,0.9999960273442122,1,6.1488460219362715e-6
RGS2,-------++---,0.005417929,0.9994895400836092,3.0925147180573685e-6,-1,6.185029436114737e-6
REX1BD,+++++--+++-+,1.43341e-5,3.104501912273535e-6,0.9978406636632411,1,6.20900382454707e-6
HDDC3,++++++-+++++,0.00210592,3.1287114378077375e-6,0.9999984825305924,1,6.257422875615475e-6
HLA-A,++++++++++-+,0.00774014,3.2049809508693056e-6,0.9981983604545484,1,6.409961901738611e-6
BTN2A3P,+-++++++++++,8.1132e-4,3.322476285106728e-6,0.9999276156714634,1,6.644952570213456e-6
RPL8,++++--++++-+,2.1357e-5,3.4634774751225785e-6,0.9945747867862452,1,6.926954950245157e-6
KLF4,----------+-,2.45318e-4,0.9999727030162127,3.4985955628176676e-6,-1,6.997191125635335e-6
LINC01992,++++++++-+++,0.023443111,3.5140371419769967e-6,0.9999947167065723,1,7.028074283953993e-6
UFC1,++++-+++++++,0.009203424,3.584070882126755e-6,0.9993495652088921,1,7.16814176425351e-6
RP11-700J17.2,-+-++-------,0.00283464,0.9971319468488492,3.620812447500694e-6,-1,7.241624895001388e-6
ESYT1,++++++++++++,0.002725509,3.6678008764397546e-6,0.9999989870176965,1,7.335601752879509e-6
RGPD1,+++-++++++++,0.036956918,3.7342026253126783e-6,0.9999999147697527,1,7.4684052506253565e-6
RPL10A,+++--+++++++,2.61478e-4,3.952608789518703e-6,0.9915549160280307,1,7.905217579037406e-6
EEF2,-+----++++++,8.97529e-5,4.466209901590655e-6,0.6188031069353701,1,8.93241980318131e-6
CCZ1B,++++++++++++,0.030889243,4.652337677135985e-6,0.9999999972482292,1,9.30467535427197e-6
PTGS2,--------+---,2.67881e-4,0.9999095286189671,4.947852421778286e-6,-1,9.895704843556572e-6
ITPR3,++--+-++++++,0.001833984,4.990324660809433e-6,0.9971143767955997,1,9.980649321618865e-6
PRDX5,++++--++++++,1.42607e-6,5.024971548597978e-6,0.9992648713444319,1,1.0049943097195956e-5
ERCC2,++++++++++++,0.001112135,5.078985549438746e-6,0.9999994589651807,1,1.0157971098877492e-5
FOS,------------,0.019294293,0.9999999224331286,5.1331074993421e-6,-1,1.02662149986842e-5
HLA-C,++++++++++++,0.007461564,5.162091685459528e-6,0.9999998860271153,1,1.0324183370919057e-5
NDUFB9,++++++++++++,0.001398063,5.328726966023686e-6,0.999940637829611,1,1.0657453932047371e-5
XXbac-BPG299F13.17,++++++++++-+,7.71997e-4,5.373698430466303e-6,0.9999713505412836,1,1.0747396860932606e-5
MRPL2,+-+-++++++++,0.003019543,5.3997054343096034e-06,0.9679813189013934,1,1.0799410868619207e-5
ITGB2-AS1,+++++++++++-,0.001172534,5.400782041700095e-6,0.9997485972959398,1,1.080156408340019e-5
HCG22,------++++++,0.001276075,0.16579523046264483,5.462917956491599e-6,-1,1.0925835912983197e-5
C7orf50,-++++-++++++,1.35065e-4,5.614892028098017e-6,0.9956908699301016,1,1.1229784056196033e-5
ITGAX,++++++++++++,0.004399138,5.686007620381206e-6,0.9999999728620589,1,1.1372015240762412e-5
NPIPB13,------+---++,1.36492e-4,0.9707812764123733,5.882709792048247e-6,-1,1.1765419584096495e-5
DUSP6,--------+--+,0.00841003,0.9999782850682696,6.0351946994713355e-6,-1,1.2070389398942671e-5
RP4-564F22.5,+++++++-----,0.002343153,6.0757295915574785e-6,0.9251743725881945,1,1.2151459183114957e-5
NBPF14,+-+--+++++++,0.009537749,6.219454341261933e-6,0.9634283322123579,1,1.2438908682523866e-5
NDUFS6,++++++++++-+,0.002055551,6.226746798250494e-6,0.9999547002071958,1,1.2453493596500987e-5
MRPL36,++++-+++++-+,7.38268e-6,6.638742660096359e-6,0.9991840755806753,1,1.3277485320192718e-5
CR848007.2,-----------+,0.030817612,0.9999997789629212,6.67407262357594e-6,-1,1.334814524715188e-5
INHBA,------+++---,1.88165e-4,0.9933853633403108,6.795832872157396e-6,-1,1.3591665744314791e-5
KLHDC9,-++---++++++,4.84111e-6,6.843207048226987e-6,0.9765360680681843,1,1.3686414096453974e-5
RBM24,------------,0.012052711,0.9999977972906312,7.035526987250834e-6,-1,1.4071053974501668e-5
RP11-667K14.4,-------++++-,0.00110034,0.972311680625937,7.1074586893746805e-6,-1,1.4214917378749361e-5
CD27-AS1,++++++++++++,0.001944034,7.1322855413418534e-6,0.9999990475860252,1,1.4264571082683707e-5
RPL23AP53,++----++++++,1.87404e-4,7.163332496291216e-6,0.9854635689261362,1,1.4326664992582431e-5
RP11-153M7.3,++++++-++++-,4.68644e-4,7.225693543439582e-6,0.999911329341639,1,1.4451387086879164e-5
DDX55,+++-++++++++,1.07752e-4,7.4230316935698766e-6,0.9994875925660626,1,1.4846063387139753e-5
COX6B1,++++-+++++-+,1.16734e-4,7.71436659991866e-6,0.9918416109832242,1,1.542873319983732e-5
ASB4,++++++----+-,0.001065553,7.880737353497473e-6,0.5584987251423849,1,1.5761474706994945e-5
HECTD2,------------,0.003155724,0.9999998078537422,7.978037788238103e-6,-1,1.5956075576476207e-5
CCNH,----------+-,0.005131359,0.9999975931240496,8.276299802451602e-6,-1,1.6552599604903204e-5
IRF2BP2,-+----------,0.012098605,0.999987452008187,8.459262624184479e-6,-1,1.6918525248368958e-5
LONRF1,----+-------,0.004010672,0.9999987013818219,8.461031577788396e-6,-1,1.6922063155576792e-5
PTPRE,------------,0.013984058,0.9999994625381221,8.822805039539229e-6,-1,1.7645610079078457e-5
ANKRD20A7P,------------,0.023080317,0.99999998396899,9.026260178578822e-6,-1,1.8052520357157644e-5
RPS21,+++--+++++-+,0.004426264,9.149583253874185e-6,0.9990903357368743,1,1.829916650774837e-5
GRASP,--------+-++,0.00157049,0.980131258770269,9.346200859466937e-6,-1,1.8692401718933875e-5
DHRS9,++++++++++++,0.003274032,9.450018066634403e-6,0.9999773112718989,1,1.8900036133268807e-5
C1orf43,+++---++++-+,0.001660319,9.52804852943638e-6,0.9785517962028992,1,1.905609705887276e-5
CRIP2,++-+--++++-+,3.67915e-6,9.53076509038875e-6,0.9826993991048389,1,1.90615301807775e-5
MIF,++-++-+++++-,5.35398e-4,1.010776708669258e-5,0.9885896095557453,1,2.021553417338516e-5
NDUFB7,++++-+++++++,7.87668e-5,1.0174326114491409e-5,0.9999318092076945,1,2.0348652228982817e-5
APOBEC3G,++++++++++-+,0.005256815,1.0202481531653193e-5,0.9999956093688183,1,2.0404963063306386e-5
NDUFB4,+++-++++++--,4.69955e-5,1.025944031131566e-5,0.9984444194426841,1,2.051888062263132e-5
PI16,++++++++-+++,0.005665047,1.1250149496381002e-5,0.9999696896407135,1,2.2500298992762005e-5
LSP1P4,------------,0.023440137,0.9999985768319669,1.1293943158601972e-5,-1,2.2587886317203945e-5
HSD11B1,++++++-++++-,0.003603646,1.149730499486107e-5,0.998748335288504,1,2.299460998972214e-5
PTCHD1,----+------+,0.002725473,0.9924091445692814,1.1702624717800366e-5,-1,2.340524943560073e-5
RP11-82L18.2,----+-+-+-++,6.06573e-4,0.9592519483126289,1.185881075217783e-5,-1,2.371762150435566e-5
RP11-726G1.1,------+++++-,0.005159632,0.9745526446042582,1.2164507177962418e-5,-1,2.4329014355924835e-5
NFIL3,--------++--,0.004388214,0.999818278859134,1.2388945185287023e-5,-1,2.4777890370574046e-5
IRF3,++++++++++++,0.00722052,1.2503273792104675e-5,0.9999992314337786,1,2.500654758420935e-5
LINC01515,++++++++-+++,0.010862695,1.2643938485965157e-5,0.9999033206995267,1,2.5287876971930313e-5
RPL36,+++---++++++,2.28312e-4,1.2897987736431141e-5,0.9947372680044871,1,2.5795975472862282e-5
RP11-597D13.8,+++++++++--+,3.32513e-4,1.294289639938983e-5,0.9982674188493375,1,2.588579279877966e-5
PRPSAP2,++++++++-+--,2.27577e-4,1.3389655667138604e-5,0.9960752152015508,1,2.677931133427721e-5
AC002480.3,+++++++-++++,0.001300163,1.3790463541692925e-5,0.999016805736413,1,2.758092708338585e-5
MIR503HG,+++-++++++++,0.003687713,1.3797048490068862e-5,0.9999921305945915,1,2.7594096980137724e-5
CRY1,-++-+-------,0.001297082,0.9926977387526277,1.383691127728063e-5,-1,2.767382255456126e-5
SH3BGRL2,+++++++++++-,1.95883e-4,1.4077447921703418e-5,0.9997309777056468,1,2.8154895843406837e-5
SPRY4,-----------+,0.004499285,0.9999247492925198,1.452240791837797e-5,-1,2.904481583675594e-5
NOS3,++--+-++++++,8.2228e-4,1.4755328480308465e-5,0.9993715050774489,1,2.951065696061693e-5
RP11-295P9.3,--+-+-----++,0.00623001,0.9972507598957233,1.4803863953878543e-5,-1,2.9607727907757087e-5
SNORA73B,+---+-++++++,5.04551e-4,1.4927482166179184e-5,0.943528611595594,1,2.9854964332358367e-5
RN7SKP204,+++++++++--+,0.001054388,1.5017236869151696e-5,0.9986635911382318,1,3.003447373830339e-5
SCUBE1,---------+-+,3.81305e-4,0.9893334876431469,1.5592004257306424e-5,-1,3.118400851461285e-5
CCDC85B,+++++--+++-+,1.76488e-5,1.5654256975907638e-5,0.9973097445662158,1,3.1308513951815276e-5
CCDC124,+-----++++++,9.17799e-7,1.5672340525081977e-5,0.578281734066818,1,3.1344681050163954e-5
LINC01725,----+-----+-,0.007077561,0.9995943389241848,1.5817226687551686e-5,-1,3.163445337510337e-5
SURF1,++++--++++++,0.007982506,1.587140709998719e-5,0.9992988857626656,1,3.174281419997438e-5
RPL15,++++-+++++-+,0.001276514,1.620425213719161e-5,0.9850852398480007,1,3.240850427438322e-5
FAM160A1,------+---+-,0.001171402,0.9995184178305746,1.654054985759136e-5,-1,3.308109971518272e-5
CITED2,-------+++-+,0.004709407,0.80641998239781,1.6671133963485524e-5,-1,3.334226792697105e-5
LYPLAL1,++++++++-+++,8.96139e-4,1.6824890095444877e-5,0.996307189479497,1,3.3649780190889754e-5
BTG2,------------,0.034984151,0.9999992941329849,1.6984482792784116e-5,-1,3.396896558556823e-5
TCEANC,++++++-++-++,9.60066e-4,1.7324804305604857e-5,0.9991888201559622,1,3.4649608611209715e-5
NR1D1,++++++++++++,0.007710126,1.745331871544528e-5,0.9999997474671267,1,3.490663743089056e-5
ZNF304,------------,0.03180612,0.999999985694791,1.7544941296458605e-5,-1,3.508988259291721e-5
CPSF1P1,------++++++,5.43687e-4,1.761001874997941e-5,8.679414547969225e-4,1,3.522003749995882e-5
CTB-131B5.2,----------+-,0.001253795,0.9999633804862769,1.772281531544259e-5,-1,3.544563063088518e-5
SPRED1,-+----------,0.002482216,0.9999763861484741,1.7760314717957535e-5,-1,3.552062943591507e-5
RAI2,--------++-+,0.001165,0.9981488752911117,1.7945496839534424e-5,-1,3.589099367906885e-5
RN7SL3,--+-++++++++,0.001306509,1.8334188701012906e-5,0.9996038255839507,1,3.666837740202581e-5
RP11-354P17.15,+++++++---++,8.55922e-4,1.8913423101621457e-5,0.9375355064023341,1,3.7826846203242914e-5
RPL7A,++++--++++++,1.14484e-4,1.916618243061503e-5,0.9942520460932471,1,3.833236486123006e-5
GABPB1-AS1,++++++----+-,0.001669497,1.932074902198146e-5,0.6444058530809712,1,3.864149804396292e-5
NLRP1,++-+++-+++--,3.34038e-4,1.952317149320079e-5,0.9940653292129253,1,3.904634298640158e-5
XPOT,++++++-+----,3.48571e-4,1.98494318058534e-5,0.7858817935850084,1,3.96988636117068e-5
UBE2M,-+----++++++,4.9052e-5,1.9961720242092113e-5,0.669262094215674,1,3.992344048418423e-5
STAT6,-------+++++,4.06613e-5,0.7480750865711152,2.0331228603568196e-5,-1,4.066245720713639e-5
SEL1L3,-----------+,0.003823645,0.9999872491970925,2.0394989026963783e-5,-1,4.0789978053927566e-5
FLVCR1-DT,++++++-+-+++,0.008790234,2.1154000234314915e-5,0.99973609659953,1,4.230800046862983e-5
ANAPC11,+++-++++++-+,5.37486e-5,2.3028136467490923e-5,0.9983523096580761,1,4.605627293498185e-5
C8orf33,++++++-+-+--,4.21041e-4,2.3295062331976806e-5,0.8447893778446973,1,4.659012466395361e-5
CSRNP1,----+-----+-,0.004429018,0.9999040649527955,2.398576828671106e-5,-1,4.797153657342212e-5
BCL11A,-----------+,0.007064712,0.9999566054304846,2.4020735250330207e-5,-1,4.8041470500660415e-5
FOSL2,------------,0.016231813,0.9999991023994916,2.433348668771203e-5,-1,4.866697337542406e-5
CPEB4,------------,0.001845536,0.9999883594747112,2.456652583785785e-5,-1,4.91330516757157e-5
GABRG3,-----------+,0.001534699,0.9999861253836799,2.505431208980709e-5,-1,5.010862417961418e-5
RPS2,++++--++++++,6.73894e-4,2.5062991097121732e-5,0.9973757629214406,1,5.0125982194243464e-5
AC005789.11,-----------+,0.010013097,0.999985269606669,2.5104786404693432e-5,-1,5.0209572809386864e-5
CCDC28A,++++-+--+++-,2.76058e-4,2.51325011654567e-5,0.9227009828952502,1,5.02650023309134e-5
DRAP1,++++--++++-+,4.96972e-5,2.5271149084214e-5,0.995712516413014,1,5.0542298168428e-5
CARM1P1,------++++++,1.44946e-4,2.5947327774496168e-5,0.04232899157252752,1,5.1894655548992336e-5
PCCB,++++++-+----,5.58917e-4,2.5968487641084985e-5,0.8443970505332834,1,5.193697528216997e-5
AC083799.1,----------+-,0.004333211,0.9929680007024735,2.625299111437688e-5,-1,5.250598222875376e-5
BCL6,-----------+,0.026456644,0.9999763120613373,2.653152566732946e-5,-1,5.306305133465892e-5
SNU13,++++-+++++-+,6.21323e-4,2.6703118619740107e-5,0.9688220005670095,1,5.3406237239480214e-5
DCTN3,++-+-+++++++,5.09701e-4,2.7185190029108607e-5,0.992921786970158,1,5.4370380058217214e-5
FNBP1L,----+-----++,0.001051041,0.9732014591229391,2.7250630150716294e-5,-1,5.450126030143259e-5
SIAH3,------+-+---,0.001398796,0.9931148831245412,2.727023994365095e-5,-1,5.45404798873019e-5
SNORD113-1,------------,0.009069973,0.9999987124354923,2.8147809149551578e-5,-1,5.6295618299103156e-5
XRRA1,------+++++-,0.005265531,0.69290354583336,2.828848635714862e-5,-1,5.657697271429724e-5
CLTCL1,++++++---+++,0.001117366,2.830096293961157e-5,0.9339556890038091,1,5.660192587922314e-5
LRRC37A2,------------,0.022311314,0.9999999131347506,2.8385453770304504e-5,-1,5.677090754060901e-5
AC016747.3,++++++-+++--,0.005676415,2.8560568622268006e-5,0.9916569004178055,1,5.712113724453601e-5
DBP,++++++++++++,0.03491466,2.8583254620619596e-5,0.9999999210283103,1,5.716650924123919e-5
SLCO4C1,-------++--+,0.001876387,0.9936408783850479,2.8746291228787707e-5,-1,5.7492582457575414e-5
SOCS5,------------,0.013140496,0.999997269008825,2.9372219761381733e-5,-1,5.8744439522763466e-5
BACH2,-----------+,0.024064661,0.9999861872515052,3.0310896543155626e-5,-1,6.062179308631125e-5
NR4A2,------------,0.019463351,0.9999993857150805,3.0498029704400955e-5,-1,6.099605940880191e-5
EXOC3-AS1,++++++++++++,0.002937688,3.086427485121837e-5,0.9999961663524091,1,6.172854970243674e-5
PALM2,-+----------,0.017933334,0.9999951933624829,3.0978564485708245e-5,-1,6.195712897141649e-5
SORBS2,----+-+-+-++,0.001787139,0.9670387274410825,3.155732172535008e-5,-1,6.311464345070016e-5
LIPG,+++++++++++-,0.048137989,3.220661484889191e-5,0.9999896999097755,1,6.441322969778382e-5
EGR3,------+-----,0.006875591,0.9998696936727429,3.2837062542489224e-5,-1,6.567412508497845e-5
AC131025.8,+-+-++++++++,0.008932791,3.2920141125420096e-5,0.9995093016669663,1,6.584028225084019e-5
CCDC115,++++++++++++,0.00926366,3.2963093628203405e-5,0.999953897303841,1,6.592618725640681e-5
RCN1P2,+++-++------,0.002682252,0.9675673345739835,3.313357558888273e-5,-1,6.626715117776546e-5
CCDC25,++++++++++++,0.057155901,3.366289223007765e-5,0.9999999944333925,1,6.73257844601553e-5
CLDN1,----+-------,0.002607686,0.9993832013000997,3.372004684326168e-5,-1,6.744009368652336e-5
GADD45GIP1,++++--++++++,1.26471e-6,3.373908144116625e-5,0.8081455227778871,1,6.74781628823325e-5
HECW1-IT1,----+-+---++,0.00102506,0.9953210868369006,3.4268013068033354e-5,-1,6.853602613606671e-5
MYLK2,+-++++++++++,0.031270442,3.471158447635553e-5,0.99999933286905,1,6.942316895271106e-5
FAM43B,--+-+-----+-,0.003739818,0.9439023393270419,3.559429752817539e-5,-1,7.118859505635078e-5
ERP44,-+--+-------,7.58422e-4,0.9949822581512535,3.5644041898002896e-5,-1,7.128808379600579e-5
MRPL51,++++-+++++++,0.00270936,3.566647314280435e-5,0.9999742493464923,1,7.13329462856087e-5
RN7SL151P,+++++-+++++-,9.92778e-5,3.581264694916773e-5,0.9995149579299462,1,7.162529389833546e-5
SCAND1,+-+++--++++-,7.81571e-7,3.736222997975009e-5,0.7108954823690476,1,7.472445995950019e-5
OSBPL6,----+---+---,0.001862636,0.9998357771315287,3.7645233796960236e-5,-1,7.529046759392047e-5
GCDH,-------+-+++,1.25616e-4,0.9966246662568895,3.778206114616788e-5,-1,7.556412229233576e-5
CCNT1,++++-+------,3.6569e-4,0.7331005997063788,3.8121990214843535e-5,-1,7.624398042968707e-5
NMRAL1,++++-++++++-,0.003247795,3.933662455677956e-5,0.999844326760109,1,7.867324911355912e-5
RPL9,++++++++++-+,0.012730986,3.96318351532032e-5,0.999980861129471,1,7.92636703064064e-5
RNF157-AS1,-+-----+---+,0.005328348,0.999752777441432,4.0149545653709626e-5,-1,8.029909130741925e-5
FAU,--++-+++++++,1.41275e-4,4.018469497614578e-5,0.9930255492307164,1,8.036938995229156e-5
CCBE1,+--+++------,2.96795e-4,0.9399131636501701,4.050019366707246e-5,-1,8.100038733414492e-5
RPL18,+++---++++++,0.004467738,4.096032183449328e-5,0.9839642083597694,1,8.192064366898656e-5
LINC00499,++++++++++++,0.007517867,4.1208765615744904e-5,0.9999994527423455,1,8.241753123148981e-5
