gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
FRG1,++++++++++++,0.004949529,0.0029662594538933146,0.02812976680554697,1,0.005932518907786629,0.055285143479840176,0.15335997094079187,0.11057028695968035
EGR1,----+-------,0.001833689,0.5387405988082312,8.186290930242578e-6,-1,1.6372581860485156e-5,0.5196512895023611,0.004867417362876862,0.009734834725753724
DDT,+-+++++++++-,5.17889e-4,0.03327908624198342,0.0014874796940144938,-1,0.0029749593880289875,0.15081729022884127,0.048819469669451505,0.09763893933890301
LRRC8C,------------,0.002213602,0.0022965911151815494,0.03940378697804779,1,0.004593182230363099,0.049400653832183075,0.17341082455503087,0.09880130766436615
MMAB,++++++++++++,0.004444297,0.006506446639442265,0.028199058972284027,1,0.01301289327888453,0.07838721394841991,0.15365056302215765,0.15677442789683982
AGBL5,+++---++++-+,1.31829e-4,0.7524759023993486,2.9583722048899875e-7,-1,5.916744409779975e-7,0.6335633853977479,0.0010170722847802397,0.0020341445695604794
NOL6,------+-+---,4.95106e-4,0.21177087290301586,9.36452317771562e-5,-1,1.872904635543124e-4,0.328441699963676,0.015474028332727933,0.030948056665455866
EGR4,------------,0.002035188,0.5866607492969291,3.437464810399402e-5,-1,6.874929620798804e-5,0.542462767889575,0.009081002542680712,0.018162005085361425
GPX4,++++++++++-+,8.7679e-4,0.05598788814231508,0.0022724856200319636,-1,0.004544971240063927,0.18677806029785687,0.058191064293498004,0.11638212858699601
TCFL5,++++++---+++,0.003414279,1.76556772131862e-7,0.9427611552150537,1,3.53113544263724e-7,9.44424264438794e-4,0.78532509989102794,0.001888848528877588
ANKRD37,-+-++-------,0.001004973,2.758506409341406e-8,0.9981747494650796,1,5.517012818682812e-8,4.3588812204867417e-4,0.9313476207773338,8.717762440973483e-4
TRIB1,-----------+,0.001304623,0.6650946166711926,1.003519857013199e-5,-1,2.007039714026398e-5,0.5829277152197603,0.005158009444242644,0.010316018888485289
HERC6,++++++++++++,0.00288934,0.01524488441548586,0.023298157997264552,1,0.03048976883097172,0.11013439883763168,0.14377043225572103,0.22026879767526336
PCDHB4,-----+------,6.68832e-4,6.383279704239643e-5,0.46646288987778356,1,1.2766559408479287e-4,0.009298946603705048,0.4797675263349074,0.018597893207410097
PDE4D,-+----------,3.30356e-4,0.0027089321977325203,0.09212920666114931,1,0.005417864395465041,0.052742462767889575,0.24126407555394117,0.10548492553577915
GBP3,++++++++--++,0.002975392,1.1941399887696305e-7,0.9953848302333519,1,2.388279977539261e-7,7.991282237559027e-4,0.9086814384308027,0.0015982564475118053
LAMTOR4,+++-++++++++,7.60347e-4,0.4315496108209505,1.5389310326602065e-4,-1,3.077862065320413e-4,0.46284053759535054,0.019832909553214675,0.03966581910642935
JUNB,------------,0.001521794,0.4514384377982598,3.686858080682988e-4,-1,7.373716161365976e-4,0.47453686887032326,0.029858336360334182,0.059716672720668364
NDUFA2,++++-++++++-,6.12726e-5,0.5554080675268914,2.271963321456942e-5,-1,4.543926642913884e-5,0.5263349073737741,0.007555394115510352,0.015110788231020704
RPS28,+++---++++++,4.3403e-4,0.9911324695578295,2.446579139463089e-8,-1,4.893158278926178e-8,0.8857973120232474,2.9059208136578276e-4,5.811841627315655e-4
SPTY2D1,------------,0.002723638,0.8357191950931155,4.480944537805129e-5,-1,8.961889075610258e-5,0.6894297130403196,0.010388666908826734,0.020777333817653468
VEGFA,+-+-+-------,0.003807741,1.312260865195871e-6,0.9745204004308733,1,2.624521730391742e-6,0.0017435524881946967,0.8414820196149655,0.0034871049763893934
DNAJB5,------------,4.07769e-4,0.7599404896944123,9.039899860985576e-5,-1,1.8079799721971152e-4,0.6390846349436978,0.015328732292045042,0.030657464584090084
SPRED2,--------+--+,0.002121304,0.9518148741726815,2.644446722575982e-6,-1,5.288893445151964e-6,0.7997820559389757,0.0027606247729749364,0.005521249545949873
QPRT,++++++++++++,6.52847e-5,0.10741451678099294,0.007411166571817772,-1,0.014822333143635544,0.244823828550672,0.0937885942608064,0.1875771885216128
TET3,------+-----,0.001737538,0.8662427899121781,3.9317054448195034e-5,-1,7.863410889639007e-5,0.7141300399564112,0.009662186705412277,0.019324373410824554
ZNF10,-----+------,0.003490946,0.013585237128277566,0.08027687139631551,1,0.02717047425655513,0.10577551761714493,0.2292771521976026,0.21155103523428986
SPRY2,-----------+,0.00653533,0.7157364612616259,1.4171848597926623e-4,-1,2.8343697195853246e-4,0.6117689792953142,0.019106429349800218,0.038212858699600435
ARL5B,-+----------,0.002460311,0.00377959372049006,0.16585004174827395,1,0.00755918744098012,0.06218670541227751,0.3060661096985107,0.12437341082455503
DUSP4,------------,0.007261581,0.22841569100544085,0.0038038874579141785,-1,0.007607774915828357,0.3397021431166001,0.07279331638212859,0.14558663276425718
INAFM2,-+-------+--,0.001927182,2.4806011488473576e-4,0.319160515786581,1,4.961202297694715e-4,0.016926988739556847,0.4030512168543407,0.033853977479113694
TSGA10,++++++++-+++,1.63682e-4,0.008220752099406283,0.058203370590512796,1,0.016441504198812566,0.08579731202324736,0.20363240101707228,0.17159462404649473
NHP2,+++++++++++-,2.40017e-4,0.15649826612169443,0.003813859139497112,-1,0.007627718278994224,0.28797675263349076,0.07293861242281148,0.14587722484562296
RPS14,+++-++++++++,1.74313e-4,0.6029246761743303,1.674559664029947e-4,-1,3.349119328059894e-4,0.5510352342898656,0.02055938975662913,0.04111877951325826
MDGA2,-----------+,0.002616667,0.0017571243947282784,0.3370390013495081,1,0.0035142487894565567,0.04300762804213585,0.4122048674173629,0.0860152560842717
ZNF30,++++++++-+++,0.00207997,2.7742751819122367e-4,0.47945170213985683,1,5.548550363824473e-4,0.01758082092262986,0.48637849618597895,0.03516164184525972
YPEL5,++++-+++++--,0.001303795,7.031745271223629e-4,0.13344497134637,1,0.0014063490542447258,0.02746095168906647,0.27889575009081,0.05492190337813294
GPR3,--------+---,0.001015085,0.7469573741825414,1.907713245912852e-4,-1,3.815426491825704e-4,0.6301489284417,0.02179440610243371,0.04358881220486742
DUSP1,------------,0.002136191,0.4746381297457674,0.00139963627674076,-1,0.00279927255348152,0.4889211768979295,0.04794769342535416,0.09589538685070832
CYTH4,++++++++++++,0.002469272,0.008902850071475645,0.16148066972237762,1,0.01780570014295129,0.0893570650199782,0.3019251725390483,0.1787141300399564
LMO2,+++++++++++-,0.001281322,2.4046390513093044e-4,0.6871496866457643,1,4.809278102618609e-4,0.01670904467853251,0.5954231747184889,0.03341808935706502
GPR19,-------+----,0.00199779,0.22276190519385183,0.0018592293519518867,-1,0.0037184587039037734,0.3362876861605521,0.05325099891027969,0.10650199782055939
MRPL4,++-++-++++-+,4.65164e-4,0.5997690794291879,1.9096095307661906e-4,-1,3.8192190615323813e-4,0.5490010897203051,0.021867054122775155,0.04373410824555031
COPS9,+++++++++++-,2.72445e-4,0.2157989711223371,0.003417803060378012,-1,0.006835606120756024,0.3313476207773338,0.06988739556847076,0.13977479113694152
ERRFI1,-------+----,0.017079355,0.3062436382278124,0.004210833127214191,-1,0.008421666254428382,0.38924809298946605,0.07569923719578642,0.15139847439157283
TRIB2,--------+--+,0.012802278,0.33063373132143653,3.2309240421543817e-4,-1,6.461848084308763e-4,0.4042135851798038,0.028405375953505268,0.056810751907010536
BLVRB,++++-+++++++,0.001006611,0.08188368366006717,0.012561566993839523,-1,0.025123133987679045,0.2191064293498002,0.11587359244460589,0.23174718488921178
ATXN7,----------++,0.002090582,0.3879293048276813,0.0014421022469374388,-1,0.0028842044938748776,0.4382128586996004,0.04831093352706139,0.09662186705412278
CLUL1,------------,0.011649265,0.2561579351169204,0.009174828181269553,-1,0.018349656362539105,0.3586632764257174,0.10257900472212132,0.20515800944424264
FOSB,----------+-,0.001839652,0.758728546821579,2.6956743690443e-4,-1,5.3913487380886e-4,0.6380675626589175,0.026443879404286233,0.052887758808572466
SOX17,++++++++++++,0.00124281,0.026620074276989092,0.07844370646274619,1,0.053240148553978184,0.13795859062840538,0.22746095168906647,0.27591718125681075
RGS2,-------++---,0.005417929,0.9794521308352337,1.4733880942270125e-5,-1,2.946776188454025e-5,0.850853614239012,0.006175081729022884,0.012350163458045769
REX1BD,+++++--+++-+,1.43341e-5,0.47988913499260044,4.0210201390765096e-4,-1,8.042040278153019e-4,0.4921903378132946,0.031093352706138756,0.06218670541227751
HDDC3,++++++-+++++,0.00210592,0.09940394705681617,0.022546737820615528,-1,0.045093475641231055,0.23675989829277153,0.14246276788957501,0.28492553577915003
HLA-A,++++++++++-+,0.00774014,6.108466600936718e-6,0.9918454220500976,1,1.2216933201873435e-5,0.0027606247729749364,0.8907373774064656,0.005521249545949873
RPL8,++++--++++-+,2.1357e-5,0.8007732534005244,5.213755790368093e-5,-1,1.0427511580736186e-4,0.6645114420632038,0.011768979295314203,0.023537958590628405
KLF4,----------+-,2.45318e-4,0.731135470299609,3.4577367365719677e-4,-1,6.915473473143935e-4,0.6199055575735561,0.029131856156919725,0.05826371231383945
UFC1,++++-+++++++,0.009203424,0.1870520486786978,0.004039610497186922,-1,0.008079220994373843,0.3111514711224119,0.07381038866690882,0.14762077733381765
ESYT1,++++++++++++,0.002725509,0.005705462791943474,0.2898144599627548,1,0.011410925583886948,0.07322920450417726,0.38750454050127137,0.14645840900835452
RPL10A,+++--+++++++,2.61478e-4,0.992098796092,3.823777497878711e-6,-1,7.647554995757422e-6,0.8904467853250999,0.0034871049763893934,0.006974209952778787
EEF2,-+----++++++,8.97529e-5,0.9999947141389665,1.0670963389057962e-8,-1,2.1341926778115924e-8,0.9941155103523429,1.4529604068289138e-4,2.9059208136578276e-4
PTGS2,--------+---,2.67881e-4,0.8785046477301788,1.4098907262421963e-4,-1,2.8197814524843926e-4,0.7246640029059208,0.019033781329458772,0.038067562658917545
ITPR3,++--+-++++++,0.001833984,0.9696459332232993,1.6767974923243424e-5,-1,3.353594984648685e-5,0.8282600799128224,0.006320377769705775,0.01264075553941155
PRDX5,++++--++++++,1.42607e-6,0.7338640143434472,2.251547405634624e-4,-1,4.503094811269248e-4,0.6218670541227752,0.024046494733018526,0.04809298946603705
ERCC2,++++++++++++,0.001112135,0.4514554605692159,0.0033101841197851326,-1,0.006620368239570265,0.4746095168906647,0.06857973120232473,0.13715946240464946
FOS,------------,0.019294293,0.32679101847606296,0.007548356391891215,-1,0.01509671278378243,0.4015982564475118,0.09436977842353796,0.1887395568470759
HLA-C,++++++++++++,0.007461564,0.0043251751804143064,0.42869813569358284,1,0.008650350360828613,0.06632764257173993,0.46044315292408283,0.13265528514347985
NDUFB9,++++++++++++,0.001398063,0.8569323807779696,1.9555469993436374e-4,-1,3.911093998687275e-4,0.706429349800218,0.022375590265165276,0.04475118053033055
MRPL2,+-+-++++++++,0.003019543,0.5521675604650532,1.2899035854999647e-4,-1,2.5798071709999293e-4,0.5254631311296767,0.01837994914638576,0.03675989829277152
C7orf50,-++++-++++++,1.35065e-4,0.9671787030633305,1.6849396842998367e-5,-1,3.3698793685996735e-5,0.8244097348347258,0.006393025790047221,0.012786051580094443
ITGAX,++++++++++++,0.004399138,0.0063704864917322615,0.3886375140561941,1,0.012740972983464523,0.07707954958227388,0.44024700326916094,0.15415909916454776
DUSP6,--------+--+,0.00841003,0.8853146910640122,2.1012696549519935e-4,-1,4.202539309903987e-4,0.7306937885942608,0.02295677442789684,0.04591354885579368
NDUFS6,++++++++++-+,0.002055551,0.21597648222075036,0.008544591544511253,-1,0.017089183089022505,0.3314202687976753,0.09923719578641482,0.19847439157282964
MRPL36,++++-+++++-+,7.38268e-6,0.428574901320209,0.0013788457292395772,-1,0.0027576914584791544,0.4617508172902288,0.04751180530330548,0.09502361060661096
INHBA,------+++---,1.88165e-4,0.9258528587417402,3.151753534034783e-5,-1,6.303507068069567e-5,0.7703596077006901,0.0086451144206320385,0.017290228841264077
KLHDC9,-++---++++++,4.84111e-6,0.07702666795988623,0.006616226762891247,-1,0.013232453525782494,0.21380312386487468,0.08972030512168544,0.17944061024337088
RBM24,------------,0.012052711,0.5832665690228234,0.0019640599499029577,-1,0.003928119899805915,0.5410098074827461,0.05463131129676716,0.10926262259353432
DDX55,+++-++++++++,1.07752e-4,0.9647838481144448,4.8394587877860966e-5,-1,9.678917575572193e-5,0.8197602615328732,0.011042499091899746,0.02208499818379949
COX6B1,++++-+++++-+,1.16734e-4,0.7338803572221275,1.397914097930332e-4,-1,2.795828195860664e-4,0.622012350163458,0.018961133309117327,0.037922266618234654
ASB4,++++++----+-,0.001065553,1.2811353539213868e-8,0.9999962640850445,1,2.5622707078427737e-8,1.4529604068289138e-4,0.9941155103523429,2.9059208136578276e-4
HECTD2,------------,0.003155724,0.1371532435895775,0.03506899037146066,-1,0.07013798074292132,0.27228478023973846,0.16672720668361787,0.33345441336723575
CCNH,----------+-,0.005131359,0.20343576624835402,0.017030452186138457,-1,0.034060904372276914,0.32255721031601886,0.12865964402470031,0.25731928804940063
IRF2BP2,-+----------,0.012098605,0.04102497376530653,0.08844378197104173,1,0.08204994753061307,0.16541954231747186,0.23748637849618598,0.3308390846349437
LONRF1,----+-------,0.004010672,0.015308829767793799,0.23082869597523994,1,0.030617659535587597,0.11027969487831457,0.3505993461678169,0.22055938975662914
PTPRE,------------,0.013984058,0.13155586057093907,0.03648120239072512,-1,0.07296240478145025,0.26698147475481293,0.16905194333454412,0.33810388666908825
RPS21,+++--+++++-+,0.004426264,0.8530838091643871,1.7037936412339936e-4,-1,3.407587282467987e-4,0.7030875408645114,0.020704685797312022,0.041409371594624045
GRASP,--------+-++,0.00157049,0.9798524690254214,9.425318254882006e-6,-1,1.885063650976401e-5,0.8519433345441336,0.005085361423901199,0.010170722847802398
DHRS9,++++++++++++,0.003274032,0.0016171768494140258,0.6081019950035185,1,0.0032343536988280516,0.041264075553941154,0.5522702506356701,0.08252815110788231
C1orf43,+++---++++-+,0.001660319,0.28088050875858744,0.0012880631439074592,-1,0.0025761262878149184,0.3743552488194697,0.04627678895750091,0.09255357791500182
MIF,++-++-+++++-,5.35398e-4,0.08162303834916672,0.01153463302680002,-1,0.02306926605360004,0.21881583726843443,0.11173265528514348,0.22346531057028696
NDUFB7,++++-+++++++,7.87668e-5,0.6750995747353381,0.0010167994289502393,-1,0.0020335988579004787,0.5883763167453687,0.04300762804213585,0.0860152560842717
APOBEC3G,++++++++++-+,0.005256815,7.596491228559886e-4,0.8070737069152021,1,0.0015192982457119771,0.028478023973846713,0.6674900108972031,0.056956047947693426
NDUFB4,+++-++++++--,4.69955e-5,0.46238893497281436,0.0013965346922611816,-1,0.002793069384522363,0.48180167090446785,0.04780239738467127,0.09560479476934254
PI16,++++++++-+++,0.005665047,0.010943350987130007,0.2568873313098208,1,0.021886701974260014,0.096331274972757,0.3675989829277152,0.192662549945514
HSD11B1,++++++-++++-,0.003603646,1.2814296297473284e-4,0.9007527366404755,1,2.562859259494657e-4,0.012786051580094443,0.7403559752996731,0.025572103160188885
NFIL3,--------++--,0.004388214,0.981012531042611,7.056535278671993e-5,-1,1.4113070557343987e-4,0.8543407192154013,0.013875771885216128,0.027751543770432256
IRF3,++++++++++++,0.00722052,0.28226345545130815,0.015774389082451993,-1,0.031548778164903986,0.3751543770432256,0.12611696331274974,0.2522339266254995
RPL36,+++---++++++,2.28312e-4,0.9506864156340555,4.661833148147909e-5,-1,9.323666296295819e-5,0.7981837994914639,0.01082455503087541,0.02164911006175082
PRPSAP2,++++++++-+--,2.27577e-4,1.5399424375084857e-5,0.994569396005887,1,3.0798848750169714e-5,0.004576825281511079,0.9038140210679259,0.009153650563022158
CRY1,-++-+-------,0.001297082,2.0310016511163246e-5,0.9845888325792908,1,4.062003302232649e-5,0.005593897566291319,0.8656738103886669,0.011187795132582638
SH3BGRL2,+++++++++++-,1.95883e-4,0.0023344920932022077,0.5057280744111395,1,0.0046689841864044155,0.0497638939338903,0.4996730839084635,0.0995277878677806
SPRY4,-----------+,0.004499285,0.7792416914864452,7.747058524379309e-4,-1,0.0015494117048758618,0.6525245187068652,0.03922993098438068,0.07845986196876135
NOS3,++--+-++++++,8.2228e-4,0.9308047003095106,1.454309324014662e-4,-1,2.908618648029324e-4,0.7752996730839085,0.019469669451507448,0.038939338903014896
SCUBE1,---------+-+,3.81305e-4,0.9328826852134483,5.1582311617578816e-5,-1,1.0316462323515763e-4,0.777333817653469,0.01147838721394842,0.02295677442789684
CCDC85B,+++++--+++-+,1.76488e-5,0.12231212495314565,0.01587639033172136,-1,0.03175278066344272,0.25920813657827824,0.12626225935343263,0.25252451870686526
CCDC124,+-----++++++,9.17799e-7,0.9986042167793681,1.333852794846427e-7,-1,2.667705589692854e-7,0.938394478750454,7.991282237559027e-4,0.0015982564475118053
SURF1,++++--++++++,0.007982506,0.12465140415082787,0.02208935297249676,-1,0.04417870594499352,0.26109698510715584,0.1413003995641119,0.2826007991282238
RPL15,++++-+++++-+,0.001276514,0.3167924226053735,0.0019498232454042248,-1,0.0038996464908084495,0.39513258263712314,0.05448601525608427,0.10897203051216854
FAM160A1,------+---+-,0.001171402,0.5018733233964126,0.002380753445269208,-1,0.004761506890538416,0.5021431166000726,0.05935343261896113,0.11870686523792226
CITED2,-------+++-+,0.004709407,0.9998752741154341,2.98631005617029e-7,-1,5.97262011234058e-7,0.9768252815110788,0.0010897203051216855,0.002179440610243371
LYPLAL1,++++++++-+++,8.96139e-4,2.883908160620696e-5,0.9881297365551751,1,5.767816321241392e-5,0.007046857973120232,0.8768616055212496,0.014093715946240464
BTG2,------------,0.034984151,0.32410064178549336,0.015938170499997236,-1,0.03187634099999447,0.39978205593897564,0.1265528514347984,0.2531057028695968
NR1D1,++++++++++++,0.007710126,0.7484407282382588,0.0023440701435252054,-1,0.004688140287050411,0.6309480566654558,0.05884489647657101,0.11768979295314203
ZNF304,------------,0.03180612,0.009046167264852445,0.5111662188446229,1,0.01809233452970489,0.09001089720305122,0.5029422448238285,0.18002179440610244
SPRED1,-+----------,0.002482216,0.014050287893674835,0.2797381864484714,1,0.02810057578734967,0.10737377406465674,0.3816926988739557,0.2147475481293135
RPL7A,++++--++++++,1.14484e-4,0.945208009787133,7.14194572181098e-5,-1,1.428389144362196e-4,0.7911369415183436,0.014021067925899019,0.028042135851798038
NLRP1,++-+++-+++--,3.34038e-4,0.0822151804514667,0.023788841881995548,-1,0.047577683763991095,0.21954231747184888,0.14507809662186705,0.2901561932437341
XPOT,++++++-+----,3.48571e-4,1.4453003561659597e-7,0.9999974064577681,1,2.8906007123319194e-7,8.717762440973483e-4,0.9953505266981475,0.0017435524881946967
UBE2M,-+----++++++,4.9052e-5,0.9986338564349444,2.994925064265729e-7,-1,5.989850128531458e-7,0.9389030148928442,0.001162368325463131,0.002324736650926262
STAT6,-------+++++,4.06613e-5,0.9997146520146977,3.0557751190158413e-7,-1,6.111550238031683e-7,0.9662913185615692,0.0012350163458045768,0.0024700326916091537
SEL1L3,-----------+,0.003823645,0.0060711510144602614,0.4833817497881275,1,0.012142302028920523,0.07548129313476208,0.48768616055212494,0.15096258626952416
C8orf33,++++++-+-+--,4.21041e-4,8.861860110879067e-6,0.9415638134546651,1,1.7723720221758134e-5,0.003341808935706502,0.7838721394841991,0.006683617871413004
CSRNP1,----+-----+-,0.004429018,0.646007729522015,0.0023196464768866286,-1,0.004639292953773257,0.572466400290592,0.05869960043588812,0.11739920087177624
BCL11A,-----------+,0.007064712,0.8314843272783652,9.731300841160094e-4,-1,0.0019462601682320188,0.686887032328369,0.04257173992008718,0.08514347984017435
FOSL2,------------,0.016231813,0.31218305719894146,0.02171851309794703,-1,0.04343702619589406,0.3920813657827824,0.1407192154013803,0.2814384308027606
CPEB4,------------,0.001845536,0.26006549171106275,0.022109449767210566,-1,0.04421889953442113,0.36127860515800947,0.14144569560479478,0.28289139120958956
GABRG3,-----------+,0.001534699,0.5711968200865138,0.004729311956972888,-1,0.009458623913945776,0.5345441336723574,0.07998547039593171,0.15997094079186341
RPS2,++++--++++++,6.73894e-4,0.8940057164231685,2.2129358798576095e-4,-1,4.425871759715219e-4,0.7394115510352343,0.02375590265165274,0.04751180530330548
CCDC28A,++++-+--+++-,2.76058e-4,1.460631101980175e-5,0.9607222449919457,1,2.92126220396035e-5,0.0045041772611696335,0.813367235742826,0.009008354522339267
PCCB,++++++-+----,5.58917e-4,4.580319582655121e-7,0.9999730257387799,1,9.160639165310242e-7,0.0013803123864874682,0.9849618597893207,0.0027606247729749364
BCL6,-----------+,0.026456644,0.46242585464144215,0.00757680467705876,-1,0.01515360935411752,0.48194696694515077,0.0944424264438794,0.1888848528877588
SNU13,++++-+++++-+,6.21323e-4,0.35315638281705747,0.001645549163437256,-1,0.003291098326874512,0.41692698873955686,0.0507083181983291,0.1014166363966582
DCTN3,++-+-+++++++,5.09701e-4,0.6552641596002493,7.286967903513363e-4,-1,0.0014573935807026725,0.5776244097348348,0.03843080276062477,0.07686160552124954
FNBP1L,----+-----++,0.001051041,0.012365821331019636,0.10488693259029143,1,0.024731642662039272,0.1014166363966582,0.25412277515437703,0.2028332727933164
SIAH3,------+-+---,0.001398796,0.36823638397316155,0.003165753173167845,-1,0.00633150634633569,0.42695241554667634,0.06669088267344715,0.1333817653468943
XRRA1,------+++++-,0.005265531,0.9999991380384781,9.702271628854111e-8,-1,1.9404543257708222e-7,0.9975299673083908,7.26480203414457e-4,0.001452960406828914
CLTCL1,++++++---+++,0.001117366,3.506814805726812e-4,0.5572950152192223,1,7.013629611453624e-4,0.019469669451507448,0.5270613875771886,0.038939338903014896
DBP,++++++++++++,0.03491466,0.03980229895387667,0.25666593467740606,1,0.07960459790775334,0.1636033418089357,0.36716309480566656,0.3272066836178714
SLCO4C1,-------++--+,0.001876387,0.6629318895646659,7.704172756044186e-4,-1,0.0015408345512088373,0.5819832909553214,0.03908463494369779,0.07816926988739557
SOCS5,------------,0.013140496,0.08634916230708718,0.10957297284942835,1,0.17269832461417436,0.22455503087540865,0.2591354885579368,0.4491100617508173
BACH2,-----------+,0.024064661,0.4163551935272984,0.01129720322610454,-1,0.02259440645220908,0.4548492553577915,0.11057028695968035,0.2211405739193607
NR4A2,------------,0.019463351,0.35536749389272504,0.021402692580991894,-1,0.04280538516198379,0.41837994914638577,0.13970214311660006,0.2794042862332001
PALM2,-+----------,0.017933334,0.08398615760108052,0.11054052781767833,1,0.16797231520216105,0.22157646204140938,0.26037050490374136,0.44315292408281876
SORBS2,----+-+-+-++,0.001787139,0.9363088671472736,5.146241232719185e-5,-1,1.029248246543837e-4,0.7815474028332728,0.011333091173265529,0.022666182346531057
LIPG,+++++++++++-,0.048137989,0.025508395292870276,0.27267522168509234,1,0.05101679058574055,0.13577915001816201,0.37733381765346896,0.27155830003632403
EGR3,------+-----,0.006875591,0.9610799380554294,2.992782515478114e-4,-1,5.985565030956228e-4,0.8132219397021431,0.02767889575009081,0.05535779150018162
CCDC115,++++++++++++,0.00926366,0.15349827631649726,0.04650330606297218,-1,0.09300661212594435,0.28608790410461316,0.187286596440247,0.374573192880494
CCDC25,++++++++++++,0.057155901,0.16282399848237022,0.0912937602256326,-1,0.1825875204512652,0.2930621140573919,0.24046494733018525,0.4809298946603705
CLDN1,----+-------,0.002607686,0.08074501532982435,0.06322239943182824,-1,0.12644479886365648,0.21772611696331276,0.21038866690882674,0.4207773338176535
GADD45GIP1,++++--++++++,1.26471e-6,0.9173146991030905,1.3354252666565136e-5,-1,2.6708505333130273e-5,0.7603341808935706,0.005666545586632764,0.011333091173265529
MYLK2,+-++++++++++,0.031270442,0.2487871539804348,0.040635027231875245,-1,0.08127005446375049,0.3537232110424991,0.17617144932800582,0.35234289865601165
FAM43B,--+-+-----+-,0.003739818,0.3006428221216798,0.0019933435277290053,-1,0.003986687055458011,0.3861968761351253,0.05506719941881584,0.11013439883763168
ERP44,-+--+-------,7.58422e-4,3.137004334922298e-4,0.8620176592952918,1,6.274008669844596e-4,0.018670541227751542,0.7083908463494369,0.037341082455503084
MRPL51,++++-+++++++,0.00270936,0.09572192396723671,0.0891226760841145,-1,0.178245352168229,0.23276425717399202,0.2382855067199419,0.46552851434798403
SCAND1,+-+++--++++-,7.81571e-7,0.3432631214261485,2.9489984219528025e-4,-1,5.897996843905605e-4,0.41162368325463133,0.02731565564838358,0.05463131129676716
OSBPL6,----+---+---,0.001862636,0.07398881019334433,0.09296399795175031,1,0.14797762038668866,0.20980748274609518,0.24191790773701416,0.41961496549219035
GCDH,-------+-+++,1.25616e-4,0.9843784266899114,7.672819221957243e-5,-1,1.5345638443914485e-4,0.8625499455139848,0.014602252088630585,0.02920450417726117
CCNT1,++++-+------,3.6569e-4,2.254589200575934e-7,0.9999952629963386,1,4.509178401151868e-7,0.001162368325463131,0.9936069742099528,0.002324736650926262
NMRAL1,++++-++++++-,0.003247795,0.7087959837515843,0.002365499634563757,-1,0.004730999269127514,0.6075553941155104,0.059280784598619685,0.11856156919723937
RPL9,++++++++++-+,0.012730986,0.011584944428927968,0.4466142823060376,1,0.023169888857855935,0.09909189974573193,0.4694515074464221,0.19818379949146386
FAU,--++-+++++++,1.41275e-4,0.99218255900068,4.236741532184582e-5,-1,8.473483064369164e-5,0.8911006175081729,0.010170722847802398,0.020341445695604796
