gene_symbol,male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
RTP4,++++++,0.163477758,0.067770299944319,0.9891905301933875,1,0.135540599888638,0.21278605158009445,0.8714130039956411,0.4255721031601889
FAM107B,---++-,0.107993191,0.9647022071138803,0.06779393844675248,-1,0.13558787689350496,0.8655285143479841,0.13410824555030876,0.2682164911006175
PPA2,+-----,0.042110052,0.9699751768148082,0.06780447213663263,-1,0.13560894427326525,0.8754812931347621,0.1341808935706502,0.2683617871413004
FRRS1L,------,0.174018314,0.9948020197680442,0.06784732308657812,-1,0.13569464617315624,0.941155103523429,0.13425354159099165,0.2685070831819833
COL10A1,+++-++,0.06609466,0.06787101820252443,0.9036160483026895,1,0.13574203640504887,0.21285869960043588,0.6924082818743189,0.42571739920087176
C8orf44,+---+-,0.061530974,0.8257706370761595,0.06787265247398118,-1,0.13574530494796236,0.7311296767163095,0.13432618961133308,0.26865237922266616
IFRD2,+++++-,0.05417043,0.06792186977269611,0.9544612137117012,1,0.13584373954539222,0.21293134762077734,0.7712313839447875,0.4258626952415547
YWHAE,+-++-+,0.028482307,0.0679337035557186,0.8870031466185387,1,0.1358674071114372,0.21300399564111877,0.6733018525245187,0.42600799128223754
MED30,--+---,0.061597075,0.8937740492740549,0.06795783942445874,-1,0.13591567884891748,0.7852524518706865,0.13439883763167454,0.2687976752633491
SIRT3,+++++-,0.136198332,0.06802733222151942,0.9893158812199634,1,0.13605466444303885,0.21307664366146023,0.8725027243007628,0.42615328732292046
HTR1A,+-+---,0.010840156,0.06804597592421806,0.8208427718021793,1,0.13609195184843612,0.21314929168180166,0.6100254268071195,0.4262985833636033
XRRA1,+++++-,0.21002344,0.06808866162049886,0.9882124867695105,1,0.1361773232409977,0.21322193970214312,0.8666908826734472,0.42644387940428624
NUP35,++--+-,0.004149913,0.5047063682917481,0.06813455981359616,-1,0.13626911962719232,0.5363603341808936,0.13447148565201597,0.26894297130403194
TAF1D,++++++,0.063101751,0.06818437302756353,0.9852743118673662,1,0.13636874605512705,0.21329458772248455,0.852161278605158,0.4265891754449691
MYO3A,+---+-,0.01685834,0.7278646103972528,0.06818868241985475,-1,0.1363773648397095,0.6656011623683254,0.13454413367235743,0.26908826734471486
ZNF821,-+++++,0.082770908,0.06822043771132023,0.9853435907887916,1,0.13644087542264047,0.213367235742826,0.8524518706865238,0.426734471485652
LYRM2,------,0.129501018,0.9889137776316512,0.06827357634016352,-1,0.13654715268032705,0.918343625136215,0.13461678169269886,0.2692335633853977
FAF1,++++++,0.168294592,0.06833716842005721,0.9926737448794279,1,0.13667433684011443,0.21343988376316744,0.8920450417726117,0.4268797675263349
ID2,-++---,0.029967385,0.9204463588147604,0.0683426831253984,-1,0.1366853662507968,0.8098074827460952,0.13468942971304032,0.26937885942608064
PSMD11,----+-,0.064511626,0.9742142358021869,0.06835574174151962,-1,0.13671148348303924,0.8835452233926625,0.13476207773338175,0.2695241554667635
NUMBL,+++++-,0.082198738,0.068355791405260255,0.9772536066859976,1,0.1367115828105205,0.2135125317835089,0.8273883036687251,0.4270250635670178
EIF5B,----++,0.049162331,0.8687727552083486,0.06838423311584685,-1,0.1367684662316937,0.7648383581547403,0.1348347257537232,0.2696694515074464
EMP1,----+-,0.057663214,0.9668457596591395,0.068434523342127615,-1,0.13686904668425523,0.8687250272430076,0.13490737377406467,0.26981474754812934
C10orf131,---+-+,0.034405311,0.7647371419807582,0.06846433880097358,-1,0.13692867760194716,0.6884126407555394,0.1349800217944061,0.2699600435888122
PDE1B,++++++,0.195100203,0.06856030594868356,0.9934226931534109,1,0.13712061189736713,0.21358517980385033,0.8970577551761715,0.42717035960770067
SF3B2,++++++,0.091631912,0.06856320102748663,0.9880582622814238,1,0.13712640205497326,0.2136578278241918,0.8660370504903742,0.4273156556483836
C11orf49,++++++,0.154510413,0.06856517814560337,0.9931477463428455,1,0.13713035629120673,0.21373047584453322,0.895023610606611,0.42746095168906645
ULK1,++++++,0.08785212,0.06856741303740164,0.9901900824168967,1,0.1371348260748033,0.21380312386487468,0.8785325099891028,0.42760624772974937
SGPP1,----+-,0.041980261,0.9789076900882625,0.06858815257613045,-1,0.1371763051522609,0.8935706501997821,0.13505266981474756,0.2701053396294951
EIF6,-++++-,0.025956389,0.0685916231121411,0.3138005884639383,1,0.1371832462242822,0.21387577188521611,0.30134398837631676,0.42775154377043223
CDH18,+++--+,0.054389376,0.06861725131190025,0.6179518223059619,1,0.1372345026238005,0.21394841990555757,0.46988739556847076,0.42789683981111515
DOC2B,++++--,0.032821469,0.06875976530870624,0.7633702841767593,1,0.13751953061741248,0.214021067925899,0.5655648383581547,0.428042135851798
TMEM50B,----+-,0.017882573,0.9576897557101093,0.06877137809161397,-1,0.13754275618322795,0.8536868870323284,0.135125317835089,0.270250635670178
TRIM46,++++++,0.086700303,0.06877625651505716,0.9893817080229005,1,0.13755251303011432,0.21409371594624046,0.8730839084634944,0.42818743189248093
NRIP3,++++--,0.082548603,0.0687934262578585,0.7357461091270725,1,0.137586852515717,0.21416636396658192,0.5466763530693789,0.42833272793316385
TWSG1,------,0.128872998,0.9943932523584107,0.06882284714963141,-1,0.13764569429926282,0.9389756629131856,0.13519796585543045,0.2703959317108609
SLC22A4,++-++-,0.101271255,0.06883208023661115,0.42896065918723775,1,0.1376641604732223,0.21423901198692336,0.3638939338903015,0.4284780239738467
LAMC3,+--+++,0.033745025,0.06885642942427575,0.9581112650843349,1,0.1377128588485515,0.21431166000726481,0.7786414820196149,0.42862332001452963
IWS1,----++,0.078294033,0.7450940970768818,0.06887835415255446,-1,0.13775670830510892,0.6753359970940792,0.13527061387577188,0.27054122775154377
TFDP2,++-+++,0.051789378,0.06892610485725627,0.9136099331172363,1,0.13785220971451254,0.21438430802760625,0.7054849255357791,0.4287686160552125
FAM167A,-+---+,0.07833275,0.9675019635914084,0.06893155501753209,-1,0.13786311003506418,0.8703232836905195,0.13534326189611334,0.2706865237922267
IFT140,+++++-,0.181074006,0.06906738238259257,0.9865915960228618,1,0.13813476476518513,0.2144569560479477,0.8582637123138395,0.4289139120958954
ITIH2,-+----,0.070560913,0.9589975754140523,0.0690682977966681,-1,0.1381365955933362,0.856084271703596,0.13541590991645477,0.27083181983290955
GAPVD1,----+-,0.089124437,0.9828849843809634,0.06911956629976662,-1,0.13823913259953324,0.9012713403559753,0.13548855793679623,0.27097711587359247
GFOD1,-+++--,0.040410595,0.8454507497336372,0.06914468428560804,-1,0.13828936857121607,0.7450780966218671,0.13556120595713766,0.27112241191427533
VTI1B,++++++,0.097799025,0.06915083982954759,0.9869734969095081,1,0.13830167965909518,0.21452960406828914,0.8600072648020342,0.4290592081365783
C12orf49,-+-+-+,0.020238083,0.5904367388162818,0.06920317183298728,-1,0.13840634366597457,0.5854703959317109,0.13563385397747912,0.27126770795495825
JAKMIP1,++++++,0.096924538,0.06921882573091158,0.9937086539329043,1,0.13843765146182316,0.2146022520886306,0.8983654195423175,0.4292045041772612
THYN1,++++--,0.062408791,0.06925921472730087,0.9496647321893925,1,0.13851842945460174,0.21467490010897203,0.7623683254631312,0.42934980021794406
TCIRG1,--++++,0.021170053,0.0692653267188065,0.8540984883044578,1,0.138530653437613,0.2147475481293135,0.6392299309843806,0.429495096258627
REEP4,+-++++,0.026298291,0.06927126134558359,0.8483453435853836,1,0.13854252269116718,0.21482019614965492,0.6336360334180894,0.42964039229930984
C4orf46,-+-+--,0.090120576,0.9263606671029632,0.0693234943335796,-1,0.1386469886671592,0.8162005085361423,0.13570650199782056,0.2714130039956411
CCDC159,++++++,0.200039905,0.069333955297536,0.9951449262716572,1,0.138667910595072,0.21489284416999638,0.9101343988376317,0.42978568833999276
TMEM200C,------,0.056633811,0.9862760651434509,0.06933767118993821,-1,0.13867534237987642,0.9104976389393389,0.13577915001816201,0.27155830003632403
PFKFB2,+-----,0.048249918,0.9725909868284178,0.06933868931971682,-1,0.13867737863943363,0.8801307664366146,0.13585179803850345,0.2717035960770069
ZNF470,-----+,0.167942396,0.9819242959499169,0.06938889002128582,-1,0.13877778004257163,0.8995277878677806,0.1359244460588449,0.2718488921176898
PRTG,++-+++,0.136710351,0.0693934594748494,0.8772767229593152,1,0.1387869189496988,0.2149654921903378,0.6636396658191064,0.4299309843806756
FNTB,-+--+-,0.087733451,0.9587254521596615,0.06939665283187377,-1,0.13879330566374753,0.8554304395205231,0.13599709407918634,0.2719941881583727
RING1,-+++++,0.044912336,0.06941923156934765,0.9717786803962467,1,0.1388384631386953,0.21503814021067927,0.8122775154377043,0.43007628042135854
FXYD6,--++-+,0.026103147,0.06949148713475035,0.926658890360179,1,0.1389829742695007,0.2151107882310207,0.7250998910279695,0.4302215764620414
TDRP,++-++-,0.01288567,0.06954488948780288,0.8214761927188582,1,0.13908977897560576,0.21518343625136216,0.6103886669088268,0.4303668725027243
USO1,---++-,0.043974642,0.96284054400271335,0.06954530202201911,-1,0.13909060404403822,0.8624772974936433,0.1360697420995278,0.2721394841990556
MYH11,++++++,0.100575384,0.06957385013102652,0.9917444417026469,1,0.13914770026205303,0.2152560842717036,0.886378496185979,0.4305121685434072
WNT10B,+-++++,0.105344201,0.06957684882394309,0.9794055201476705,1,0.13915369764788618,0.21532873229204505,0.8325463131129677,0.4306574645840901
KCMF1,-+++--,0.009914701,0.06958056478117201,0.7665284429399062,1,0.13916112956234403,0.21540138031238648,0.5682528151107882,0.43080276062477296
PLA2G6,-+++++,0.11031007,0.06964555014562053,0.9873026544608002,1,0.13929110029124106,0.21547402833272794,0.862114057391936,0.4309480566654559
ZCCHC14,----+-,0.024970882,0.9639322625218643,0.06966185672146041,-1,0.13932371344292083,0.8641482019614966,0.13614239011986923,0.27228478023973846
GRAMD2A,+---++,0.003287459,0.0696752493245046,0.8347794827634099,1,0.1393504986490092,0.21554667635306937,0.6219397021431166,0.43109335270613874
FRAT1,++-++-,0.014866221,0.06977413412786285,0.8496140453697171,1,0.1395482682557257,0.21561932437341083,0.6345078096621867,0.43123864874682166
PDK1,----+-,0.044453448,0.9378618360351334,0.0699323825638932,-1,0.1398647651277864,0.829349800217944,0.1362150381402107,0.2724300762804214
SEPT7,-----+,0.099414853,0.9710619349400799,0.06994534989981788,-1,0.13989069979963575,0.877588085724664,0.13628768616055212,0.27257537232110424
MBNL1,------,0.143749777,0.9934440077531739,0.0699540379738703,-1,0.1399080759477406,0.9341808935706502,0.13636033418089358,0.27272066836178716
MON1A,-++++-,0.008909656,0.06995443036292734,0.6869261843065227,1,0.13990886072585468,0.21569197239375226,0.5143479840174355,0.4313839447875045
ERAL1,-+++-+,0.063330842,0.06997908897473722,0.9480081633147438,1,0.13995817794947443,0.21576462041409372,0.7591718125681075,0.43152924082818744
HARBI1,----+-,0.083246538,0.9660280908623189,0.070069159772743,-1,0.140138319545486,0.8678532509989103,0.136432982201235,0.27286596440247
LTBP4,+-++++,0.181668464,0.07010416229591733,0.9879708085652809,1,0.14020832459183466,0.21583726843443515,0.8654558663276426,0.4316745368688703
WNK2,++++++,0.159698094,0.07013434799508592,0.9936691447721103,1,0.14026869599017183,0.2159099164547766,0.8980021794406102,0.4318198329095532
MAX,++-+++,0.082245845,0.07013869988759261,0.981187619861504,1,0.14027739977518522,0.21598256447511804,0.8384308027606248,0.4319651289502361
NPPC,++++-+,0.051088169,0.07020615546722186,0.9700734700234284,1,0.14041231093444373,0.2160552124954595,0.8076280421358518,0.432110424990919
DOP1B,++++++,0.223811376,0.07020642074597858,0.9945348204242206,1,0.14041284149195715,0.21612786051580093,0.9057028695968035,0.43225572103160187
FBN3,++++++,0.144563634,0.0702084268751688,0.9898059372997241,1,0.1404168537503376,0.2162005085361424,0.8754812931347621,0.4324010170722848
EPHB3,-+++-+,0.005306582,0.07030175878321818,0.8960912548019135,1,0.14060351756643635,0.21627315655648383,0.6837631674536869,0.43254631311296765
ARFGAP3,+---+-,0.046931654,0.9606218824758828,0.07031198047972799,-1,0.14062396095945598,0.8589175444969125,0.13650563022157647,0.27301126044315294
CCDC158,+-+---,0.091409882,0.8731918263441824,0.07032843853393711,-1,0.14065687706787422,0.7683254631311297,0.1365782782419179,0.2731565564838358
IMPDH2,++++++,0.166952318,0.07036074636788833,0.9949747229908897,1,0.14072149273577667,0.21634580457682528,0.9087540864511442,0.43269160915365057
REST,------,0.155566945,0.9944828319569662,0.07036116300063829,-1,0.14072232600127657,0.9393389030148929,0.13665092626225936,0.2733018525245187
DEF6,+-++++,0.065710528,0.07041373183018607,0.9761740180210161,1,0.14082746366037213,0.21641845259716672,0.82411914275336,0.43283690519433343
PLXDC1,++++++,0.184625901,0.07041624039525528,0.9944897771385952,1,0.14083248079051056,0.21649110061750818,0.9052669814747548,0.43298220123501635
PC,++++++,0.112785734,0.07042089871902772,0.9919861765296226,1,0.14084179743805544,0.2165637486378496,0.8875408645114421,0.4331274972756992
SHC4,-----+,0.095649587,0.9764295275416197,0.07043189092923689,-1,0.14086378185847379,0.8889211768979295,0.1367235742826008,0.2734471485652016
B4GALT3,-++++-,0.039088773,0.07052606023497651,0.8922009545896412,1,0.14105212046995302,0.21663639665819107,0.6789683981111515,0.43327279331638213
ASB13,-++++-,0.033938958,0.07054040398861951,0.9335459138924328,1,0.14108080797723901,0.2167090446785325,0.7346894297130403,0.433418089357065
RCL1,++-+++,0.141729804,0.07054562410629127,0.9600091869818292,1,0.14109124821258254,0.21678169269887396,0.7835088993824918,0.4335633853977479
F11,+++-++,0.107366627,0.07058590511155943,0.9874381883627316,1,0.14117181022311887,0.2168543407192154,0.862913185615692,0.4337086814384308
SYNGAP1,+++++-,0.168543318,0.07071009392398937,0.978543870755615,1,0.14142018784797875,0.21692698873955685,0.8302215764620414,0.4338539774791137
TRMU,++++++,0.23750517,0.07071621521653969,0.9959563898752861,1,0.14143243043307938,0.21699963675989828,0.9172539048310934,0.43399927351979656
ADAR,++++++,0.120244368,0.07071892510498465,0.9944755045011275,1,0.1414378502099693,0.21707228478023974,0.9050490374137304,0.4341445695604795
KIF24,----+-,0.153685386,0.9703653285234218,0.07073281116630878,-1,0.14146562233261756,0.8762077733381766,0.13679622230294225,0.2735924446058845
ARHGAP32,+++-++,0.107815374,0.07076381322314813,0.9722296478679348,1,0.14152762644629627,0.2171449328005812,0.8134398837631674,0.4342898656011624
POC1B,----++,0.024376415,0.9452104080829415,0.07079319506220068,-1,0.14158639012440136,0.8372684344351616,0.13686887032328368,0.27373774064656736
DENND2C,++++++,0.145075818,0.07079649335044727,0.9950198782907725,1,0.14159298670089454,0.21721758082092263,0.9092626225935343,0.43443516164184526
TMEM116,+-----,0.017453012,0.9048817848669709,0.0708056337927508,-1,0.1416112675855016,0.7961496549219034,0.13694151834362514,0.2738830366872503
ZMAT3,-+----,0.124119821,0.9846685460480628,0.07081240767183312,-1,0.14162481534366625,0.9058481656374864,0.13701416636396657,0.27402833272793314
CFAP300,+---+-,0.108648135,0.8791242811661022,0.07082379322608987,-1,0.14164758645217973,0.7725390483109336,0.13708681438430803,0.27417362876861606
NMD3,----++,0.005011841,0.818936211766534,0.07083076283400987,-1,0.14166152566801973,0.7260443152924083,0.13715946240464946,0.2743189248092989
TMEM163,-++-++,0.11079259,0.07086919008238056,0.955362010259853,1,0.14173838016476112,0.2172902288412641,0.7729749364329822,0.4345804576825282
P2RY1,-----+,0.042665085,0.972229996651692,0.07087013855521686,-1,0.14174027711043372,0.8796948783145659,0.13723211042499092,0.27446422084998184
PRB2,++++++,0.099939597,0.07087280932721265,0.9909980210391619,1,0.1417456186544253,0.21736287686160552,0.8823828550671994,0.43472575372321104
DCAF13,+---+-,0.051945847,0.9729107983754484,0.07088060726914147,-1,0.14176121453828294,0.8812204867417363,0.13730475844533235,0.2746095168906647
A1BG,--+---,0.018094414,0.9228665215438455,0.07090038735312054,-1,0.14180077470624108,0.8122775154377043,0.1373774064656738,0.2747548129313476
TRMT61A,-++-+-,0.022484129,0.07096700181036726,0.8495891361074652,1,0.14193400362073452,0.21743552488194698,0.6343625136215039,0.43487104976389396
AKR1C3,------,0.178496507,0.9949771045371185,0.0710074251873019,-1,0.1420148503746038,0.9419542317471848,0.13745005448601524,0.2749001089720305
TMEM161A,+++-+-,0.028946322,0.07119487067920187,0.865423662043356,1,0.14238974135840374,0.2175081729022884,0.6509262622593535,0.4350163458045768
ZFP36L2,-----+,0.048792723,0.9704176318245523,0.07122889090718737,-1,0.14245778181437474,0.8764983654195423,0.1375227025063567,0.2750454050127134
N4BP2L2,+---++,0.005410055,0.533119054442494,0.07130264703855864,-1,0.14260529407711728,0.5516164184525971,0.13759535052669813,0.27519070105339627
RANBP10,++-+-+,0.074230034,0.07137758543569817,0.9769813636070175,1,0.14275517087139633,0.21758082092262987,0.8265891754449691,0.43516164184525974
TMEM108,+-+--+,0.028819018,0.7509713712842965,0.07138757934219798,-1,0.14277515868439597,0.6800581184162732,0.1376679985470396,0.2753359970940792
ZMYM6,-+--+-,0.026078887,0.635602467851146,0.07140305731519209,-1,0.14280611463038417,0.611405739193607,0.13774064656738103,0.27548129313476205
FRMPD2,++-+++,0.166764905,0.07142577607846122,0.9119360601330373,1,0.14285155215692244,0.2176534689429713,0.7033054849255358,0.4353069378859426
SLC25A39,-+++++,0.101905654,0.07143759124772099,0.946743318252301,1,0.14287518249544198,0.21772611696331276,0.7571376679985471,0.4354522339266255
CCDC167,++++-+,0.086264899,0.07154790625159978,0.9593775705470892,1,0.14309581250319955,0.2177987649836542,0.7822012350163458,0.4355975299673084
KLHL35,+-++++,0.135556998,0.07160588240286796,0.9914080896960192,1,0.14321176480573591,0.21787141300399565,0.8844896476571014,0.4357428260079913
SCRN3,----+-,0.168664359,0.9884993053793871,0.07170678198366146,-1,0.1434135639673229,0.9168906647293861,0.13781329458772248,0.27562658917544497
CDKL3,----++,0.033547566,0.8684810271789394,0.07170729851465042,-1,0.14341459702930084,0.7644024700326916,0.13788594260806394,0.2757718852161279
RAD18,----+-,0.083710305,0.9249976769571965,0.07171733628223215,-1,0.1434346725644643,0.8148928441699964,0.13795859062840538,0.27591718125681075
METTL6,+++++-,0.17232482,0.07179641986968828,0.984910678517338,1,0.14359283973937656,0.21794406102433708,0.8509989102796949,0.43588812204867416
SIN3A,+---+-,0.039263032,0.8825164102142867,0.07180623908741778,-1,0.14361247817483555,0.7753723211042499,0.13803123864874683,0.27606247729749367
PPP2CB,-+++--,0.079977075,0.0718100202541413,0.820004532828785,1,0.1436200405082826,0.21801670904467854,0.6094442426443879,0.4360334180893571
LRRC59,++++-+,0.148401045,0.07187583186130359,0.9331193421684746,1,0.14375166372260717,0.21808935706501997,0.7339629495096258,0.43617871413003995
SWAP70,-----+,0.039264355,0.7043396869580427,0.07187741216276262,-1,0.14375482432552525,0.6516527424627679,0.13810388666908827,0.27620777333817653
RABGAP1,++-+++,0.132735976,0.07188104624742098,0.9555988490674856,1,0.14376209249484195,0.21816200508536143,0.7735561205957138,0.43632401017072286
NEFL,++++-+,0.107282733,0.07190378084422105,0.9605738786709346,1,0.1438075616884421,0.21823465310570286,0.7845986196876135,0.4364693062114057
C5orf15,----+-,0.114764178,0.9694727451653532,0.07192980890715406,-1,0.14385961781430812,0.8745368688703233,0.13817653468942973,0.27635306937885945
UBA3,------,0.029893862,0.9803113742211894,0.07193850095889884,-1,0.14387700191779768,0.8960406828913912,0.13824918270977116,0.2764983654195423
TMEM8A,-+++-+,0.085377675,0.07194255541917396,0.9109397051256904,1,0.14388511083834793,0.21830730112604432,0.7015619324373411,0.43661460225208865
SP100,++++++,0.271446112,0.07195299747436415,0.996765537952219,1,0.1439059949487283,0.21837994914638575,0.9242281147838721,0.4367598982927715
TPRG1L,-+++-+,0.057279365,0.07197198158501905,0.9632468267213061,1,0.1439439631700381,0.2184525971667272,0.7911369415183436,0.4369051943334544
ARF5,+++---,0.005732509,0.07200677672959069,0.7864874643173774,1,0.14401355345918138,0.21852524518706865,0.5835088993824918,0.4370504903741373
CDH3,+++-+-,0.098656681,0.0720084677812232,0.7502782468370743,1,0.1440169355624464,0.2185978932074101,0.5569197239375226,0.4371957864148202
RASD1,------,0.167452531,0.9942303766191087,0.07218005121144057,-1,0.14436010242288114,0.9382491827097712,0.13832183073011262,0.27664366146022523
SERINC3,------,0.130986241,0.9924864562224387,0.07224562390535554,-1,0.14449124781071107,0.9301852524518707,0.13839447875045405,0.2767889575009081
CDCA5,-+++-+,0.008578052,0.07227731425538092,0.5967438939091517,1,0.14455462851076184,0.21867054122775154,0.45702869596803486,0.43734108245550307
TMEM192,---+-+,0.015738861,0.9311597948675004,0.0723102191710207,-1,0.1446204383420414,0.8223029422448238,0.1384671267707955,0.276934253541591
GNPTAB,--+-+-,0.047565287,0.9517160726286237,0.0723512563923147,-1,0.1447025127846294,0.8449691245913549,0.13853977479113694,0.2770795495822739
RPAIN,+---++,0.018650413,0.28837503091790906,0.07240808353763992,-1,0.14481616707527983,0.4010897203051217,0.1386124228114784,0.2772248456229568
TMEM246,------,0.186950208,0.9928923170584044,0.0724228499300984,-1,0.1448456998601968,0.9317835088993824,0.13868507083181983,0.27737014166363966
ARCN1,------,0.134605385,0.9923466240429307,0.07243071099747282,-1,0.14486142199494564,0.9296040682891391,0.1387577188521613,0.2775154377043226
SETD6,+---+-,0.074736711,0.9445468782575869,0.07244845684792908,-1,0.14489691369585816,0.83617871413004,0.13883036687250272,0.27766073374500544
FAM111A,++--++,0.081696438,0.072464850683803525,0.9224167437195178,1,0.14492970136760705,0.218743189248093,0.7195059934616782,0.437486378496186
ATXN2L,++++++,0.26658341,0.07249837218206533,0.9954954852707283,1,0.14499674436413065,0.21881583726843443,0.9131856156919724,0.43763167453686885
TMEM179,++++--,0.007187019,0.0725609692588498,0.8485726549154403,1,0.1451219385176996,0.21888848528877589,0.6337813294587723,0.43777697057755177
MITF,---++-,0.039926015,0.9504986672618121,0.07260933841643377,-1,0.14521867683286754,0.8432982201235016,0.13890301489284418,0.27780602978568836
LONRF2,------,0.21343607,0.9889062785760686,0.07261302894827817,-1,0.14522605789655635,0.9181983290955321,0.1389756629131856,0.2779513258263712
AJUBA,++++++,0.099951833,0.07263226795988333,0.986766320767752,1,0.14526453591976665,0.21896113330911732,0.8593534326189611,0.43792226661823463
ZNF142,+-++++,0.06093222,0.07269629802200724,0.969816744983912,1,0.14539259604401447,0.21903378132945878,0.8069742099527788,0.43806756265891755
IL10RB,+---+-,0.030925867,0.9568840536324689,0.07277649723839567,-1,0.14555299447679135,0.8525245187068652,0.13904831093352707,0.27809662186705414
DPYSL2,------,0.025210755,0.9685438803412407,0.07282526644716314,-1,0.14565053289432628,0.8724300762804214,0.1391209589538685,0.278241917907737
STAMBP,----++,0.088959496,0.9768571617413001,0.07282890742522719,-1,0.14565781485045437,0.8897929531420269,0.13919360697420996,0.2783872139484199
EXOC8,------,0.113770546,0.992458060683711,0.0728674138762434,-1,0.1457348277524868,0.9299673083908464,0.1392662549945514,0.2785325099891028
WDR5B,------,0.147107991,0.9932847177225549,0.07296928794958417,-1,0.14593857589916834,0.9334544133672358,0.13933890301489285,0.2786778060297857
EPHB2,--+---,0.135571822,0.9911122791587601,0.07298569286350967,-1,0.14597138572701934,0.9255357791500182,0.13941155103523428,0.27882310207046856
COX7A2L,+++++-,0.013440571,0.07301275922721502,0.9128752265099301,1,0.14602551845443004,0.2191064293498002,0.7047584453323646,0.4382128586996004
NT5C2,+---+-,0.042077527000000003,0.8374076925040611,0.07301913260443099,-1,0.14603826520886198,0.7386850708318198,0.13948419905557574,0.2789683981111515
CFAP221,++--+-,0.032887,0.07309006644108092,0.7089285354425165,1,0.14618013288216183,0.21917907737014167,0.5282964039229932,0.43835815474028333
CCDC88A,+---++,0.038947342,0.5376384633264979,0.07314560511749098,-1,0.14629121023498196,0.5543770432255721,0.13955684707591717,0.27911369415183435
NPAS3,-+---+,0.017206888,0.9306938749842174,0.07316223906824444,-1,0.14632447813648888,0.8217217580820922,0.13962949509625863,0.27925899019251726
ALKBH1,++----,0.070962732,0.7398335107973328,0.0731897091036456,-1,0.1463794182072912,0.6722847802397385,0.13970214311660006,0.2794042862332001
TSNAXIP1,+++++-,0.085134222,0.07320347172925552,0.9793976545942245,1,0.14640694345851105,0.2192517253904831,0.8324736650926262,0.4385034507809662
FAM217B,++++-+,0.048168148,0.07322857016915602,0.7223550076065688,1,0.14645714033831203,0.21932437341082456,0.536432982201235,0.4386487468216491
SLC9C2,-+--+-,0.066068372,0.7009023595507959,0.07338051502576852,-1,0.14676103005153704,0.6501271340355975,0.13977479113694152,0.27954958227388305
GCNT1,-++-+-,0.03391574,0.8493906885766511,0.07338540735283175,-1,0.1467708147056635,0.7477660733745005,0.13984743915728295,0.2796948783145659
FAM221A,----+-,0.090542996,0.9867067243981886,0.07339431609407347,-1,0.14678863218814694,0.9117326552851435,0.1399200871776244,0.2798401743552488
C4orf36,------,0.081949461,0.9931001976724598,0.07341172629452881,-1,0.14682345258905763,0.9327279331638213,0.13999273519796585,0.2799854703959317
INAVA,++++-+,0.10982367,0.07345800035927914,0.9778727984874116,1,0.1469160007185583,0.219397021431166,0.8289865601162368,0.438794042862332
PIK3CD,-+++++,0.021336637,0.0734618063917209,0.945478238193502,1,0.1469236127834418,0.21946966945150745,0.7552488194696695,0.4389393389030149
MTERF2,++-+++,0.101076782,0.07349956599022268,0.7920965201507586,1,0.14699913198044537,0.21954231747184888,0.5872139484199056,0.43908463494369776
FTL,++++++,0.275740132,0.07360496114830307,0.9959476894637497,1,0.14720992229660615,0.21961496549219034,0.9171086087904105,0.4392299309843807
OSBPL9,+---+-,0.028978899,0.9034975345707309,0.07361070127061695,-1,0.1472214025412339,0.7952778786778061,0.1400653832183073,0.2801307664366146
NAA25,+---+-,0.039414915,0.8505052464942171,0.07362113875167135,-1,0.1472422775033427,0.7489284416999636,0.14013803123864874,0.28027606247729747
PSME4,----++,0.104281947,0.8766560893054914,0.0736685677490434,-1,0.1473371354980868,0.7710134398837631,0.1402106792589902,0.2804213585179804
CCAR1,+---++,0.035167872,0.744241151974433,0.07376219357654454,-1,0.14752438715308908,0.6749001089720306,0.14028332727933163,0.28056665455866325
TRMT13,----+-,0.05009233,0.9739558453986986,0.07376409588110233,-1,0.14752819176220466,0.8831819832909553,0.14035597529967309,0.28071195059934617
SCN1B,-+++-+,0.058016497,0.07377132947876013,0.9490437290946849,1,0.14754265895752025,0.21968761351253177,0.761205957137668,0.43937522702506354
MANBAL,++++++,0.182996341,0.07379271148248753,0.9923709842042551,1,0.14758542296497507,0.21976026153287323,0.8903741373047585,0.43952052306574646
NUP93,++--+-,0.057058577,0.07381073900746773,0.6328212298330156,1,0.14762147801493547,0.21983290955321466,0.47911369415183436,0.4396658191064293
TTC9,++++++,0.061495083,0.07382979542501818,0.9908002068040417,1,0.14765959085003635,0.21990555757355612,0.8812204867417363,0.43981111514711224
RELL2,++++-+,0.158683343,0.07382997435186234,0.9900954843733354,1,0.14765994870372467,0.21997820559389758,0.8774427896839812,0.43995641118779516
EMC6,--++--,0.003097882,0.07388016706259502,0.8020927623589825,1,0.14776033412519005,0.220050853614239,0.5949872865964403,0.440101707228478
CPVL,---++-,0.02151896,0.9504327534722551,0.07394299530145483,-1,0.14788599060290966,0.8431529240828187,0.14042862332001452,0.28085724664002903
QRICH2,++++++,0.116560141,0.07394419271545093,0.9918354385543514,1,0.14788838543090185,0.22012350163458047,0.8869596803487105,0.44024700326916094
RABGGTA,++++++,0.21010572,0.07402227237016497,0.9955674199252841,1,0.14804454474032994,0.2201961496549219,0.913766799854704,0.4403922993098438
