gene_symbol,female_Nac_female_Subic_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
DNAJC27,-+--,0.191979147,0.8465606415760165,0.13390722295646187,-1,0.26781444591292375,0.16947551939561237,0.1054122775154377,0.2108245550308754
EFR3B,+++-,0.390660111,0.4396430531684419,0.7632410797613807,1,0.8792861063368838,0.4583363603341809,0.3528984454453,0.7057968908906
DNMT3A,--++,0.350146871,0.4510871300847521,0.705698993334896,1,0.9021742601695042,0.4659644024700327,0.3611070754031672,0.7222141508063344
DTNB,--+-,0.55596015,0.6614936018021393,0.6645893924996175,1,1.3229872036042787,0.5521976026153287,0.44457358709864886,0.8891471741972977
ASXL2,-+-+,0.777967845,0.6740156950548477,0.7008909564244505,1,1.3480313901096954,0.553214674900109,0.4453726572715386,0.8907453145430771
KIF3C,----,0.357210375,0.9375098531276602,0.2562939703981433,-1,0.5125879407962866,0.2967456051140491,0.20864511442063205,0.4172902288412641
RAB10,++--,0.091471734,0.5412854943356519,0.15533486331761748,-1,0.31066972663523496,0.19410140926921401,0.12255721031601889,0.24511442063203778
GAREM2,-+++,0.432608829,0.508779039172626,0.7063603414131259,1,1.017558078345252,0.5018525245187069,0.394159523463606,0.788319046927212
HADHA,+++-,0.229203736,0.3818519212310005,0.777399644294867,1,0.763703842462001,0.4124954594987287,0.31105622548307427,0.6221124509661485
HADHB,++--,0.098958912,0.29912298595617676,0.5173616348790865,1,0.5982459719123535,0.3391209589538685,0.24298997530146738,0.48597995060293475
ADGRF3,++--,0.06297787,0.6483703596720235,0.2158412532743105,-1,0.431682506548621,0.25417695772192356,0.17508172902288413,0.35016345804576826
SELENOI,-+--,0.099728221,0.541639611814374,0.1480653383409055,-1,0.296130676681811,0.18523899462443702,0.11645477660733745,0.2329095532146749
OTOF,--++,0.053906135,0.7991361034307833,0.04774166800201357,-1,0.09548333600402714,0.06457939851808804,0.0337086814384308,0.0674173628768616
KCNK3,--++,0.150776989,0.5306994605786541,0.20828677248487465,-1,0.4165735449697493,0.24582304227807641,0.16926988739556847,0.33853977479113695
SLC35F6,+-++,0.204711935,0.7089569125699098,0.44596526076147913,-1,0.8919305215229583,0.4623710591311928,0.3573556120595714,0.7147112241191428
DPYSL5,+-++,0.389832809,0.4750014619369984,0.7063617599402799,1,0.9500029238739968,0.48209226298583363,0.37454598285631263,0.7490919657126253
MAPRE3,-+++,0.462166015,0.6444594455570828,0.637820417585042,-1,1.275640835170084,0.5496876362051432,0.44155466763530693,0.8831093352706139
TMEM214,--++,0.041536592,0.20935746101352257,0.5084964528491583,1,0.41871492202704513,0.2475118053033055,0.17020194682551212,0.34040389365102425
AGBL5,---+,0.084443906,0.3751292751360832,0.3704572347367902,-1,0.7409144694735804,0.402949295365393,0.3020704685797312,0.6041409371594624
OST4,-+-+,0.423756499,0.600707770490443,0.6303424853594035,1,1.201415540980886,0.5425354159099165,0.4341130321080924,0.8682260642161848
EMILIN1,++-+,0.036590594,0.09314402311681694,0.8965322655447642,1,0.18628804623363387,0.12074100980748274,0.06995496149934621,0.13990992299869243
KHK,+-+-,0.324943921,0.6472129214089467,0.49711217016536435,-1,0.9942243403307287,0.49564143542060146,0.3874318924809299,0.7748637849618598
CGREF1,----,0.183276804,0.9821292237899187,0.06416227260900927,-1,0.12832454521801853,0.08680807787302049,0.04664002905920814,0.09328005811841628
ABHD1,++++,0.190016359,0.17174986412650273,0.9509881779006241,1,0.34349972825300545,0.20995277878677807,0.13635042859218363,0.27270085718436726
PREB,-+-+,0.18969925,0.4302701967801866,0.6964476341727319,1,0.8605403935603732,0.45143479840174355,0.347014383263112,0.694028766526224
SLC5A6,+---,0.134100686,0.4705389327842619,0.41110609332366305,-1,0.8222121866473261,0.4367281708557315,0.3332364693062114,0.6664729386124228
ATRAID,-++-,0.174353994,0.40700438805326233,0.6157457787788665,1,0.8140087761065247,0.43443516164184526,0.32950748220252796,0.6590149644050559
CAD,++++,0.337950697,0.2092279834836743,0.9596587880526988,1,0.4184559669673486,0.2473665092626226,0.16998401859654222,0.33996803719308444
MPV17,+++-,0.158507181,0.36170748606057,0.5296837060821826,1,0.72341497212114,0.3940428623320015,0.2947842510533198,0.5895685021066396
GTF3C2,+-+-,0.169800316,0.18743023510271264,0.7175783323516822,1,0.3748604702054253,0.22491827097711586,0.14920819410140926,0.2984163882028185
EIF2B4,-+++,0.413109136,0.4204795536902468,0.778497058760715,1,0.8409591073804936,0.44395205230657464,0.3395321807351446,0.6790643614702891
SNX17,+++-,0.354638181,0.4368309063377869,0.8025000265339624,1,0.8736618126755737,0.4561569197239375,0.3509370913845707,0.7018741827691414
ZNF513,+-++,0.333945103,0.43763633686184555,0.6871759513503803,1,0.8752726737236911,0.4566654558663276,0.35166351881447044,0.7033270376289409
PPM1G,+++-,0.111610786,0.36143548131580533,0.4904616567469693,1,0.7228709626316107,0.39324373410824554,0.29456632282434986,0.5891326456486997
NRBP1,--+-,0.258719961,0.9158925945388015,0.2056392048324434,-1,0.4112784096648868,0.24371640273136713,0.1667998547039593,0.3335997094079186
