gene_symbol,female_Nac_female_Subic_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
STX17-AS1,----,0.035047844,0.977014989627096,0.04508783586682984,-1,0.09017567173365967
WDFY4,++-+,0.028960744,0.045099142973929335,0.9567336138375607,1,0.09019828594785867
ST7-OT4,++++,0.03241597,0.04510224783374317,0.9592916685804516,1,0.09020449566748634
TRPC5,-+--,0.021581802,0.9190975011625633,0.04511246873036192,-1,0.09022493746072384
ZNF595,++++,0.123088168,0.04511668463143331,0.9950362525524379,1,0.09023336926286663
CTD-2651B20.1,+-++,0.054106433,0.045138305885712625,0.4446372794083682,1,0.09027661177142525
DDX27,----,0.025440763,0.9628775378388427,0.04521645496158506,-1,0.09043290992317012
FGF7,-+++,0.066644933,0.045223029483127515,0.8976490716495603,1,0.09044605896625503
INHBA,----,0.045678862,0.9834826278468677,0.045228015630183,-1,0.090456031260366
IRAK2,+-++,0.128723396,0.04522806107216479,0.9215773970362231,1,0.09045612214432958
MOSMO,----,0.046592051,0.9799055320339118,0.04526006408665623,-1,0.09052012817331247
RP11-473I1.10,-+--,0.059691267,0.9540087218516906,0.04529067543385355,-1,0.0905813508677071
CHMP4A,++++,0.051228954,0.04536375626427986,0.9818045586769866,1,0.09072751252855972
SHISA6,-+--,0.05714588,0.5557971809353967,0.04539248174122511,-1,0.09078496348245021
WASHC2C,+-++,0.073145264,0.045393869075986935,0.8493164964056348,1,0.09078773815197387
CAPS,+++-,0.054615585,0.04540566875169131,0.841877851211469,1,0.09081133750338262
ERMARD,++++,0.09843296,0.0454340474891254,0.9896563767569777,1,0.0908680949782508
RBM25,++++,0.044298898,0.04544471107775828,0.9774650172321173,1,0.09088942215551656
DEFB131E,--+-,0.034918681,0.8039816657124781,0.04545443411248869,-1,0.09090886822497737
ZDHHC23,----,0.101636234,0.9812201133957448,0.045475360391819555,-1,0.09095072078363911
RNF220,++++,0.09026685,0.045508611701108315,0.9870236475504002,1,0.09101722340221663
DDX60L,++++,0.075185897,0.04552646556348076,0.9915861239402382,1,0.09105293112696151
BCAS1,++++,0.10258456,0.0455447848312932,0.9830635551223802,1,0.0910895696625864
TTC27,++++,0.168380381,0.045581006064931755,0.9950004814150799,1,0.09116201212986351
MIR22HG,----,0.099184956,0.9902451975324529,0.04561844769652556,-1,0.09123689539305112
ANO4,++++,0.091530091,0.04566603615886224,0.993206121930168,1,0.09133207231772449
BTBD6,---+,0.07463268,0.9660771701824294,0.045684561712326634,-1,0.09136912342465327
HCG17,+-++,0.087534241,0.045686960485578416,0.9585657929852383,1,0.09137392097115683
SNORD114-31,----,0.079812764,0.9883540367297338,0.04569580584185335,-1,0.0913916116837067
AC062021.1,--++,0.004583871,0.549454932975043,0.04575362860262902,-1,0.09150725720525804
CCDC73,-+-+,0.014067999,0.04578271132242871,0.8561797385465293,1,0.09156542264485742
LINC00852,+++-,0.013887193,0.04579727651083288,0.9322783173332251,1,0.09159455302166576
ACD,--+-,0.008884518,0.8791455306546465,0.04583303244149539,-1,0.09166606488299078
RBM41,++++,0.092890722,0.04586812389167679,0.9740338383578242,1,0.09173624778335358
RP11-25K19.1,---+,0.057549265,0.896247501603346,0.04587116328502897,-1,0.09174232657005794
DNAJC9,+-+-,0.006951694,0.045882045023627444,0.8023385616849797,1,0.09176409004725489
LYPD1,-+--,0.052204785,0.43555555874201435,0.0459061165777194,-1,0.0918122331554388
DOCK1,++++,0.063950479,0.04593091222020216,0.986122439774309,1,0.09186182444040432
RP5-894A10.6,++++,0.18024455,0.045936116178589254,0.9931631149169708,1,0.09187223235717851
STXBP3,++--,0.046015923,0.045943133301967164,0.7846388778999224,1,0.09188626660393433
PPM1L,---+,0.012025494,0.4802180361427213,0.045962183476954646,-1,0.09192436695390929
CTC-550B14.7,--++,0.00439437,0.04603233348903095,0.3324699666003695,1,0.0920646669780619
ADORA2B,---+,0.01347285,0.9107533511484432,0.04608345613150267,-1,0.09216691226300534
INO80,+-++,0.03727321,0.04610012797759857,0.7622257221601915,1,0.09220025595519714
PLEKHB1,++++,0.073525472,0.04611403160418765,0.984667986740747,1,0.0922280632083753
AFAP1,--+-,0.031110169,0.9614503239757279,0.04611585230672005,-1,0.0922317046134401
ITGB2,++++,0.050059511,0.04612761785400722,0.9770593055051912,1,0.09225523570801444
HMBOX1,++++,0.067842303,0.04614749852873004,0.990090017954972,1,0.09229499705746008
MAD1L1,+-++,0.077337085,0.04615443903197325,0.8731965385724638,1,0.0923088780639465
CENPU,+++-,0.059161865,0.04617876861703075,0.8608382147671295,1,0.0923575372340615
LYSMD2,-+--,0.029383752,0.9111119134724852,0.04619158185776147,-1,0.09238316371552294
RP11-705C15.2,-+++,0.035368604,0.046193129556252696,0.9421950647046151,1,0.09238625911250539
GSTM4,++++,0.06645982,0.04620736039478141,0.9845388610418205,1,0.09241472078956282
TMEM156,++++,0.06434278,0.04622507733847445,0.989976520739065,1,0.0924501546769489
GPAT2,+-++,0.012029468,0.04628353478037652,0.898059729354284,1,0.09256706956075304
GRAMD1B,----,0.117077821,0.9918099031014127,0.04632789048235002,-1,0.09265578096470004
DDX51,----,0.044471214,0.985020263701338,0.04632850523331313,-1,0.09265701046662626
SH3BP1,++-+,0.102421271,0.046384489880679836,0.9695963381320446,1,0.09276897976135967
USP32P2,--++,0.017747343,0.6701542869511138,0.046423857849200174,-1,0.09284771569840035
MESP1,----,0.054110159,0.9883880340157991,0.046439241544757474,-1,0.09287848308951495
NIP7,-++-,0.0163578,0.8369526789834704,0.046491696680173625,-1,0.09298339336034725
SEMA3G,+-++,0.029786069,0.04651380984910466,0.9505483372544704,1,0.09302761969820932
RP11-103C16.2,+---,0.029839227,0.9478365554374305,0.04653854317796755,-1,0.0930770863559351
TMEM205,-++-,0.004337866,0.17991342669786656,0.04654561650576902,-1,0.09309123301153804
PTPDC1,+++-,0.039269351,0.04654859963084532,0.8598425066899426,1,0.09309719926169065
RASEF,--+-,0.021300179,0.9515502707920669,0.046552818219632815,-1,0.09310563643926563
RP11-296O14.2,++++,0.046707478,0.046569058458153526,0.9647394666067457,1,0.09313811691630705
ACTL6A,+++-,0.142918363,0.046589052554006666,0.9436700598026235,1,0.09317810510801333
GS1-293C5.1,++--,0.004421965,0.04658937891044309,0.4771584676685177,1,0.09317875782088618
ZNRD1,----,0.046219945,0.9732733434070325,0.046621392805396074,-1,0.09324278561079215
ERICH1,+-++,0.075680562,0.04666903184579455,0.9479505525530932,1,0.0933380636915891
EXOSC10,+-++,0.074022428,0.04667826867457538,0.9285176146577018,1,0.09335653734915075
NUDT16P1,----,0.053555881,0.9874082171265757,0.046708941393574295,-1,0.09341788278714859
USP54,+-++,0.028499477,0.04671445960759803,0.9599054835897861,1,0.09342891921519605
RP5-1021I20.6,+-++,0.086333436,0.04678797689159585,0.9544495556146406,1,0.0935759537831917
PLCG2,++++,0.209603113,0.04681214025358588,0.9962938719783893,1,0.09362428050717175
CLDN1,+---,0.03035538,0.687808056820266,0.04682608841320532,-1,0.09365217682641064
RP11-147I3.1,++++,0.08861108,0.046858343256386034,0.9876715768446844,1,0.09371668651277207
OGN,-++-,0.01543577,0.8497444112613997,0.04686044179682109,-1,0.09372088359364218
SLC25A25,----,0.066402971,0.9868289289014341,0.04687446582759402,-1,0.09374893165518804
CDH6,+-++,0.094577375,0.04689168233289461,0.9518425078135622,1,0.09378336466578922
SEM1,++++,0.041334244,0.04689256187458334,0.9754015271645697,1,0.09378512374916669
ADPGK-AS1,-+--,0.049182379,0.8670337678279549,0.04690283480581524,-1,0.09380566961163048
DLGAP1-AS2,+++-,0.019022201,0.04690515458758045,0.9126312858129279,1,0.0938103091751609
SLC2A14,-+--,0.105276949,0.9650994242039281,0.04691064950274315,-1,0.0938212990054863
ZNF132,----,0.066363546,0.9880313585720171,0.046922667832439466,-1,0.09384533566487893
RP11-395P17.11,-+-+,0.059443169,0.04693165043094221,0.7588962970668329,1,0.09386330086188442
APOBR,-+-+,0.031117231,0.04695102123787025,0.5156578678389885,1,0.0939020424757405
RP11-324I22.4,+-++,0.061580595,0.046951509323828085,0.8082028013653865,1,0.09390301864765617
RP11-87F15.2,----,0.144658313,0.9948631306906317,0.0470377264996397,-1,0.0940754529992794
LINC01141,++++,0.062289937,0.047045864707170336,0.9884313960955391,1,0.09409172941434067
SMURF1,--++,0.005186436,0.7038811847037039,0.04712427845169664,-1,0.09424855690339327
PMP2,++-+,0.016540105,0.04715014576112167,0.7834545405366742,1,0.09430029152224334
AP001462.6,++++,0.128461459,0.04715016307178147,0.9842264714734555,1,0.09430032614356294
TMEM203,-+-+,0.009718688,0.7096385801919209,0.047250234605681826,-1,0.09450046921136365
NUDT2,++++,0.099722167,0.04729613775126111,0.9840990473263739,1,0.09459227550252222
NCOA2,----,0.01832289,0.9491108302129553,0.047330575124853884,-1,0.09466115024970777
RP11-723O4.2,++++,0.129496435,0.04736488656640518,0.9807300230335836,1,0.09472977313281036
CECR7,+-++,0.062435263,0.04737308643507363,0.9504831036715986,1,0.09474617287014726
NRXN1,---+,0.030829089,0.8893938838563662,0.04737445052233118,-1,0.09474890104466235
RP11-477N3.1,++++,0.090948444,0.04739060365989714,0.9777058322689539,1,0.09478120731979428
BOD1L1,+-++,0.054424512,0.04741623504596568,0.8897631196578957,1,0.09483247009193135
PRKAA2,---+,0.024633677,0.9162765893324097,0.04742147595270485,-1,0.0948429519054097
ZNF146,++++,0.046963754,0.047437520337997044,0.9821808922880728,1,0.09487504067599409
TPD52,-+--,0.051027041,0.8683600244315592,0.04743892147050692,-1,0.09487784294101384
DNAH12,+++-,0.07974003,0.04744067234305618,0.7774500791547668,1,0.09488134468611235
CRYZL2P-SEC16B,++++,0.191637722,0.04745189456238645,0.9959534749329125,1,0.0949037891247729
NET1,+-++,0.042639472,0.04745782875668011,0.929055346518859,1,0.09491565751336022
ZBED3,++-+,0.033022802,0.047461267491666556,0.9239630194098651,1,0.09492253498333311
TMEM139,+++-,0.029059815,0.04746735862004934,0.9307102455374463,1,0.09493471724009868
SUGT1,-+--,0.022018164,0.8273680365380613,0.04746898148859853,-1,0.09493796297719706
AC011995.1,---+,0.023795801,0.7344332266815518,0.04752731228558979,-1,0.09505462457117958
RP11-274B21.10,++++,0.073279315,0.0475724332925696,0.9852714628043951,1,0.0951448665851392
TBX19,+++-,0.061207849,0.047589250522129443,0.792384260080621,1,0.09517850104425889
ZNF799,+++-,0.014986474,0.04759156948523589,0.23814041263619093,1,0.09518313897047179
BMP5,-+--,0.01477762,0.9310334116965149,0.04759327991652175,-1,0.0951865598330435
RIMS4,--+-,0.051132166,0.9268156883748933,0.04760126641213903,-1,0.09520253282427805
PPIL3,+++-,0.03605663,0.04764002838861143,0.8529600034178111,1,0.09528005677722286
DISC1FP1,++-+,0.110746301,0.04765805987822609,0.9152634511473176,1,0.09531611975645218
RIN3,++-+,0.079958198,0.047740998864170284,0.9644859177343265,1,0.09548199772834057
OTOF,--++,0.053906135,0.7991361034307833,0.04774166800201357,-1,0.09548333600402714
RP11-680F8.4,+-+-,0.01854968,0.04778658976687489,0.7670094266758284,1,0.09557317953374977
KRT8P12,-+++,0.115763011,0.047787013960716315,0.9564664722375948,1,0.09557402792143263
SIGLEC9,++--,0.014157307,0.047798644543412566,0.6419010438114373,1,0.09559728908682513
C6orf163,+++-,0.108349106,0.04782308582373949,0.8402088130352816,1,0.09564617164747898
C3,++-+,0.022852725,0.04782497754352107,0.9431949402788754,1,0.09564995508704215
NECTIN3,-+--,0.053183892,0.9584905332359162,0.04783347937770693,-1,0.09566695875541387
PARP12,++++,0.184337771,0.047865675465827345,0.995372459116979,1,0.09573135093165469
FAM118B,-+--,0.022823762,0.9335674669184187,0.047870428556913966,-1,0.09574085711382793
MKRN3,++++,0.024773282,0.047876771718517376,0.9679105644621506,1,0.09575354343703475
RP11-480A16.1,++++,0.087749367,0.04789376529989624,0.9916070727517354,1,0.09578753059979248
TEX10,-+--,0.06528772,0.8732006646255563,0.04794730407564681,-1,0.09589460815129362
DNAJC22,++++,0.071457898,0.04796082362581594,0.9875779909095325,1,0.09592164725163188
ATCAY,---+,0.055091723,0.8290008884530888,0.047969378508379935,-1,0.09593875701675987
DNAH10,+++-,0.049597337,0.047993225001475265,0.8451916033577475,1,0.09598645000295053
CD34,+-++,0.039689082,0.04799596922762109,0.9080976577588907,1,0.09599193845524218
PPP1R26-AS1,--+-,0.061304307,0.9320886657072407,0.047998938258248455,-1,0.09599787651649691
CHORDC1,+---,0.021432455,0.833099007114566,0.04801158453628867,-1,0.09602316907257734
NCAPH,+++-,0.001654325,0.21548584444217023,0.04806737153837829,-1,0.09613474307675658
SYAP1,----,0.173006637,0.9851871768065507,0.048070055282630385,-1,0.09614011056526077
WDR5B,++--,0.045988346,0.048096907548038144,0.6423221424020922,1,0.09619381509607629
TRPC3,+-++,0.010762747,0.0481119005200144,0.8145016296263677,1,0.0962238010400288
RP11-556H2.3,+++-,0.073750818,0.04811838505515294,0.9197847993561263,1,0.09623677011030587
RP11-958J22.1,---+,0.064845342,0.952580662014662,0.04811911714409942,-1,0.09623823428819885
MMS22L,+++-,0.089538167,0.04814009984427592,0.9042320047331677,1,0.09628019968855184
RP11-332H14.2,+++-,0.021460893,0.04814823558746432,0.8065860738099727,1,0.09629647117492864
AC083899.3,++++,0.183462029,0.04815489359383374,0.9933716715417973,1,0.09630978718766749
ANKRD34C,-+-+,0.039485559,0.7807685150894219,0.04823705743813112,-1,0.09647411487626224
PLVAP,++--,0.053038329,0.04824899759301447,0.8825955028768749,1,0.09649799518602895
JPX,++++,0.090923881,0.04825996185227437,0.9668837918638933,1,0.09651992370454875
RPSAP14,++++,0.03184517,0.04830372610620768,0.9671321510907293,1,0.09660745221241536
MACF1,++++,0.101984797,0.048339697715231625,0.9927623225997626,1,0.09667939543046325
GBE1,+++-,0.081802018,0.04834309357869787,0.5925034961275831,1,0.09668618715739574
FGL1,-+-+,0.008663744,0.0483826877569693,0.6476916474527799,1,0.0967653755139386
HSPD1P4,++++,0.072846543,0.048388681199103764,0.9899690183949998,1,0.09677736239820753
SPTBN2,--++,0.029767171,0.7229001342840671,0.04842500708850487,-1,0.09685001417700974
AC019181.2,+-++,0.023694273,0.048524443533170786,0.39717046327457534,1,0.09704888706634157
SYDE2,-+--,0.0395038,0.87445535683521,0.048558226482277304,-1,0.09711645296455461
SYNRG,++++,0.033733164,0.0486235499003719,0.9671006993488309,1,0.0972470998007438
BAZ1B,+-++,0.084967741,0.04864491890111028,0.8423015998933064,1,0.09728983780222056
AL590452.1,+-++,0.100741394,0.0486780048817352,0.9090699904791248,1,0.0973560097634704
AC079466.1,++++,0.11724392,0.04870321952218832,0.9912461102909165,1,0.09740643904437664
ALKBH3,-++-,0.055527515,0.04870619435357679,0.8949421134925084,1,0.09741238870715357
TIPIN,+++-,0.076081472,0.04871491308824759,0.976681886150653,1,0.09742982617649518
ANKRD44,++++,0.108822448,0.04872830167257317,0.9932833773728146,1,0.09745660334514634
PARD6B,--+-,0.017390715,0.905710307790928,0.048735735241427575,-1,0.09747147048285515
MAU2,+-++,0.083786066,0.04875757246069889,0.9521755494127369,1,0.09751514492139778
RP11-723O4.9,--++,0.009298816,0.04876460309314615,0.7236148516274772,1,0.0975292061862923
P2RX7,++++,0.036970982,0.048790279421869004,0.9749045311185374,1,0.09758055884373801
AC079610.1,++--,0.008357511,0.04879584303646336,0.4842285395084874,1,0.09759168607292672
RP4-548D19.3,----,0.039577819,0.9587050872420233,0.04880643866933097,-1,0.09761287733866195
ETFRF1,++--,0.002677596,0.04884694145335912,0.39804116969300096,1,0.09769388290671824
RP5-971N18.3,++--,0.06233437,0.9292500759946438,0.048883278712049186,-1,0.09776655742409837
LINC00476,++++,0.030783638,0.048892718030638806,0.9753351404816363,1,0.09778543606127761
CTC-251D13.1,+-++,0.034535784,0.04891227300512838,0.9592696945410305,1,0.09782454601025677
HGD,+++-,0.11869264,0.048921024665593234,0.9689162110688019,1,0.09784204933118647
SLC22A15,++++,0.06831142,0.048924770366521916,0.9784666862376858,1,0.09784954073304383
SLC16A7,----,0.085555822,0.9895581685992554,0.04893095388248333,-1,0.09786190776496666
TTC31,++++,0.117869656,0.04898740890787501,0.9804288237050847,1,0.09797481781575001
CEP295NL,+-++,0.052577654,0.04900349387612415,0.9015518694348607,1,0.0980069877522483
PAK2,++++,0.112335722,0.049008018429456804,0.9792789664089481,1,0.09801603685891361
USHBP1,+-++,0.079553556,0.04906398545446614,0.8875408737375962,1,0.09812797090893229
CTC-563A5.4,+--+,0.014261266,0.049087711394784676,0.7255376939514887,1,0.09817542278956935
GPR83,-+--,0.06390702,0.46251757773899377,0.04912010680986312,-1,0.09824021361972624
RECK,+++-,0.07814891,0.04912898083273587,0.8019203554785592,1,0.09825796166547174
HYKK,++--,0.005175798,0.04913025655129645,0.6208977445002779,1,0.0982605131025929
SCML4,---+,0.039835354,0.6147506601275811,0.04914352081334399,-1,0.09828704162668798
P4HA2,+---,0.040844545,0.9120135575211888,0.04916450976759878,-1,0.09832901953519756
AL512652.1,--+-,0.009628772,0.8315375399300295,0.049186791022828136,-1,0.09837358204565627
FRMD4B,++++,0.054649856,0.04921856832578947,0.9838485926949513,1,0.09843713665157894
ILDR2,---+,0.079191371,0.9576605824399804,0.04923764190569915,-1,0.0984752838113983
MYO19,+-++,0.044207369,0.04924426237996902,0.9577569287382866,1,0.09848852475993804
RP11-20I23.13,----,0.085365518,0.9856596799029698,0.04924680532248321,-1,0.09849361064496642
TESMIN,-+++,0.078533922,0.049299999889295544,0.8455685226760239,1,0.09859999977859109
CBX1P1,++++,0.038923762,0.04934103945346721,0.9603354820773048,1,0.09868207890693442
CYSTM1,----,0.05263968,0.9766916800694735,0.04934430149708839,-1,0.09868860299417678
RP11-556O9.4,++++,0.103948857,0.04935531126598679,0.9820354403722891,1,0.09871062253197357
NMB,++++,0.063335821,0.04937004657077557,0.9874326228926,1,0.09874009314155115
ANKRD20A7P,----,0.072763941,0.9885227436664927,0.04937154545824095,-1,0.0987430909164819
ITPKB-IT1,+++-,0.084832444,0.0493807689699358,0.7452097421814288,1,0.0987615379398716
HORMAD2,++--,0.011456801,0.04940478687129117,0.7542539717641392,1,0.09880957374258234
DHRS9,++++,0.013178421,0.04941593744711078,0.9253294168651224,1,0.09883187489422156
BACH2,---+,0.024064661,0.8966877811832704,0.04945030255328704,-1,0.09890060510657409
IL27RA,--+-,0.013367262,0.22496798751451955,0.049472314894854284,-1,0.09894462978970857
DAAM2,++++,0.12126324,0.04949745454549278,0.993785716649773,1,0.09899490909098556
KL,--+-,0.052655525,0.9622943167046809,0.049530965270617754,-1,0.09906193054123551
POLR2G,+++-,0.056286881,0.049555134322300395,0.8862705120707917,1,0.09911026864460079
RP11-641C17.3,+++-,0.037655859,0.04957730123373102,0.9559194474025556,1,0.09915460246746204
SEC23IP,+++-,0.029028818,0.049582557966377255,0.8543115461849109,1,0.09916511593275451
RP11-762I7.5,----,0.091157174,0.9849231674898825,0.04961779404211347,-1,0.09923558808422694
RP11-386O9.2,+-+-,0.009784531,0.7554689568429851,0.04963702571865806,-1,0.09927405143731612
RASD1,----,0.037643659,0.9615408808675244,0.0496372476174924,-1,0.0992744952349848
ATP9B,-+++,0.044991478,0.04964783293765582,0.726729740748739,1,0.09929566587531163
TAS2R12,++++,0.106876883,0.0496804433286035,0.9923103810332001,1,0.099360886657207
FCGR2C,-+++,0.024175115,0.04968393189110435,0.9304830289336791,1,0.0993678637822087
DND1,++++,0.176152256,0.04968974778562278,0.9943588622649074,1,0.09937949557124556
LINC02649,+++-,0.01435248,0.04969969187152541,0.7926431957088502,1,0.09939938374305082
RPS2P46,---+,0.101233216,0.9335384463349451,0.04972359797864091,-1,0.09944719595728183
PRKCQ,++++,0.03229494,0.04972705396085276,0.9662004494199276,1,0.09945410792170552
RP3-426I6.5,--++,0.018150337,0.8554289365739738,0.04978946570980643,-1,0.09957893141961285
LA16c-380H5.5,+-++,0.041171298,0.04983741628437715,0.9139773743007069,1,0.0996748325687543
DTX2,+-+-,0.030494625,0.04988479297084067,0.9044863861088226,1,0.09976958594168134
ABHD16A,-+++,0.0269911,0.04989915939572406,0.5806985971703288,1,0.09979831879144813
HHIP,++++,0.043826091,0.04991199590822197,0.9805111266684934,1,0.09982399181644394
AOAH,-+++,0.07187346,0.04994125976964775,0.8532528555510149,1,0.0998825195392955
FAM229B,++++,0.065771769,0.049965811962071456,0.9890465322889843,1,0.09993162392414291
CNKSR3,++++,0.056379431,0.04999344543541028,0.9813200384868347,1,0.09998689087082056
NMRK1,++++,0.044086482,0.05001844476462566,0.9737538310368006,1,0.10003688952925131
PDCD5,++++,0.052872727,0.05002387957579886,0.9604671333632425,1,0.10004775915159772
PAX7,-+++,0.158289737,0.05003152752996043,0.9725565102033237,1,0.10006305505992086
RPS3AP22,+-+-,0.012400406,0.05005892726669346,0.8139692444435482,1,0.10011785453338692
MOBP,++++,0.070375181,0.050085641028039,0.9819609064089151,1,0.100171282056078
SPRY4,---+,0.040734819,0.8623878817881734,0.050085796110168904,-1,0.10017159222033781
UBL4A,---+,0.10009174,0.9019022494182505,0.05010835892184684,-1,0.10021671784369368
NCAPD2,+++-,0.048666531,0.05014385305333679,0.9667710934134959,1,0.10028770610667358
ADAMTS4,++++,0.019784139,0.050185249693756026,0.9473906419281317,1,0.10037049938751205
RP11-618N24.1,+-++,0.03207516,0.050193736944937464,0.8347753383237391,1,0.10038747388987493
ZNF708,++--,0.00917503,0.05022395426558437,0.8265601995197401,1,0.10044790853116874
PAK6,--++,0.014783348,0.6583839999953622,0.050307227652818,-1,0.100614455305636
THUMPD2,+-+-,0.023777265,0.05032955821493818,0.5577659725075748,1,0.10065911642987636
PAH,+-++,0.012507218,0.05034717373919303,0.32432602603057764,1,0.10069434747838606
RP11-486G15.1,+++-,0.10113935,0.050366428166780185,0.9469267927286921,1,0.10073285633356037
GABRA1,---+,0.064275225,0.7960095492645689,0.05045564047397959,-1,0.10091128094795918
EIF1B,-+-+,0.010541761,0.48400275005855076,0.05046051906946486,-1,0.10092103813892972
POLR2F,++++,0.144835775,0.05046458374097005,0.9925417971956098,1,0.1009291674819401
TFB1M,++++,0.158471912,0.050473849196307666,0.9944467714401389,1,0.10094769839261533
RPL10P3,++++,0.159091545,0.05048038197504204,0.9950376076257286,1,0.10096076395008408
MRPS6,----,0.044141921,0.9779664607372425,0.05048248449765065,-1,0.1009649689953013
KANSL3,++++,0.099794881,0.05051380157954888,0.9835735289901436,1,0.10102760315909776
SNORA16B,++++,0.22792052,0.05054473990898021,0.9956719560651115,1,0.10108947981796042
ZC4H2,+-++,0.058793515,0.050567593461277045,0.9383194873013273,1,0.10113518692255409
KLHL33,-+++,0.043130448,0.05057822345860087,0.6295929477256449,1,0.10115644691720174
NOTCH4,++++,0.085067718,0.05059634972213893,0.9832826527050722,1,0.10119269944427786
CYTH1,+-++,0.046120217,0.0505990077857954,0.9121539468801242,1,0.1011980155715908
EML2,+-++,0.037544816,0.05060368039673509,0.9612754016836345,1,0.10120736079347017
PEG10,-+--,0.071810916,0.9644191901475863,0.0506083481153919,-1,0.1012166962307838
CTD-2192J16.20,++++,0.038436408,0.050639040982302264,0.9735619588707598,1,0.10127808196460453
AC005220.3,++--,0.00378076,0.6502950496069266,0.05065420088101376,-1,0.10130840176202752
PRMT5,----,0.023055341,0.9607456955460465,0.05065820046771709,-1,0.10131640093543418
AJAP1,----,0.057637155,0.9845191418972743,0.050667726764776794,-1,0.10133545352955359
AIMP1P1,+-+-,0.006540671,0.050667890961501864,0.20071482288735465,1,0.10133578192300373
ENO1P3,-+++,0.05198739,0.05067796198767037,0.9511396279943615,1,0.10135592397534074
CORO1B,++++,0.087853194,0.05069713686593691,0.9913708242500234,1,0.10139427373187382
BCL7B,--++,0.057150492,0.7300412684405542,0.050782932356782544,-1,0.10156586471356509
PCDHA5,--++,0.005902507,0.6388140896245247,0.05078305207937335,-1,0.1015661041587467
TMEM218,++++,0.062087323,0.05079618098430146,0.9851114060012268,1,0.10159236196860293
ZNF787,--+-,0.028292527,0.9130356681252656,0.05084589109734828,-1,0.10169178219469656
KIAA1324,--+-,0.063314138,0.9682810088920075,0.05090262576293015,-1,0.1018052515258603
TLN1,++++,0.185191157,0.05090972541815413,0.9859160255868531,1,0.10181945083630826
OSMR,++++,0.036971214,0.05092570130715324,0.97088162228296,1,0.10185140261430647
AKT3-IT1,+++-,0.100102831,0.05094722117684097,0.9105697586320604,1,0.10189444235368195
RP1-8B1.4,+-++,0.068765292,0.050965315812403274,0.9517648992698123,1,0.10193063162480655
CCDC51,----,0.062360762,0.9851758336725751,0.05097122224678338,-1,0.10194244449356676
TP73-AS1,+++-,0.030091967,0.05100667658068854,0.9118163975877651,1,0.10201335316137708
RP11-762I7.4,++++,0.110015451,0.05102783111048901,0.9898184341864888,1,0.10205566222097802
CYP2C8,+-++,0.075455906,0.051080910757475256,0.9694110621201636,1,0.10216182151495051
OR2L8,++++,0.089894696,0.05110481286246455,0.9902170733882798,1,0.1022096257249291
MMAA,-+--,0.070479771,0.9207999158031781,0.0511402885651353,-1,0.1022805771302706
UTP3,-+--,0.095483719,0.9596975563802704,0.05115225308953603,-1,0.10230450617907207
TSPAN19,+++-,0.031953327,0.051187037991213734,0.7463028541382308,1,0.10237407598242747
ID2-AS1,++-+,0.078520942,0.051213868885919195,0.9373653944678346,1,0.10242773777183839
AFF2,-+--,0.057378607,0.45971562226397894,0.05124149761932245,-1,0.1024829952386449
XPOT,++--,0.040789091,0.051250286034008545,0.7366863899222007,1,0.10250057206801709
SHQ1,+-++,0.082733545,0.051251437909180374,0.9385641312808435,1,0.10250287581836075
ANKRD30BL,+++-,0.060987244,0.0512864566272751,0.9557950967674699,1,0.1025729132545502
AOAH-IT1,++++,0.03019797,0.05130339689779361,0.9578029874760849,1,0.10260679379558722
RP11-727A23.5,+++-,0.07394478,0.051310558437075764,0.9200314539224118,1,0.10262111687415153
RP1-292B18.1,++++,0.168072585,0.05135699829512191,0.9917813346464099,1,0.10271399659024381
GPC5,-+-+,0.019750168,0.05141915916600156,0.830557345525131,1,0.10283831833200312
AC140912.1,--++,0.018001289,0.05144016510856667,0.704663931190228,1,0.10288033021713335
B4GALT4,+++-,0.032177827,0.05145396569364166,0.9320406591212858,1,0.10290793138728332
RP11-98D18.1,++++,0.062031295,0.051460784880202864,0.9807174809337342,1,0.10292156976040573
RP11-118B22.4,++--,0.02656809,0.05147237409222558,0.8409264767035032,1,0.10294474818445117
SLC19A2,----,0.051465361,0.9820679150609903,0.05152308647104145,-1,0.1030461729420829
AC074367.1,++++,0.082063023,0.051539727806538385,0.9775088317036897,1,0.10307945561307677
TSC22D4,++++,0.166601075,0.051552988416054525,0.9877015142086452,1,0.10310597683210905
ST13P5,-+--,0.052142166,0.9056667273979205,0.05155679257384119,-1,0.10311358514768237
ZSWIM9,+-++,0.066423005,0.05157165118978354,0.9222404982126686,1,0.10314330237956708
SPC25,++++,0.093245051,0.05158146736846744,0.9728956186498694,1,0.10316293473693489
CYP2C19,++-+,0.062423074,0.05163777951223976,0.9378767743457526,1,0.10327555902447952
ST7-AS1,++++,0.158748208,0.05163786199855002,0.9919315251553511,1,0.10327572399710004
EWSAT1,+-+-,0.04680104,0.051646575390781685,0.4798553962951256,1,0.10329315078156337
FER1L6-AS2,+-++,0.091945187,0.05166274126575575,0.8738535047099506,1,0.1033254825315115
OR2X1P,++++,0.029668355,0.05167038777287537,0.9406696854408138,1,0.10334077554575075
RP11-114H24.2,++++,0.20244866,0.05171054530017544,0.9932287421539236,1,0.10342109060035087
RXFP2,---+,0.031975039,0.43393799375620673,0.05177977017112131,-1,0.10355954034224261
