gene_symbol,female_Nac_female_Subic_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
NPAS4,---+,2.11793e-4,0.9813441338230392,2.9834289129852023e-4,-1,5.966857825970405e-4
MMAB,++++,0.008893318,3.032404505704289e-4,0.9999128894063177,1,6.064809011408579e-4
CARD14,+++-,0.001777061,3.04383888141504e-4,0.9815942239882665,1,6.08767776283008e-4
PARP15,++++,0.008462392,3.418342918681571e-4,0.9998690089395015,1,6.836685837363142e-4
LRRFIP2,++++,0.003901368,3.4828785950880974e-4,0.9940396519165398,1,6.965757190176195e-4
ZBTB21,----,0.004311606,0.9999012481433964,3.522419572314542e-4,-1,7.044839144629084e-4
ZNF30,++++,0.00207997,3.5461561572320156e-4,0.9981871621244832,1,7.092312314464031e-4
GCDH,--++,1.25616e-4,0.9240867318556528,3.6253967948605785e-4,-1,7.250793589721157e-4
GANC,++++,5.87023e-4,3.6442508262375125e-4,0.9963193094348904,1,7.288501652475025e-4
FOSL2,----,0.023749959,0.9999896717216605,3.7325077289083374e-4,-1,7.465015457816675e-4
USP9Y,++++,4.94686e-4,3.7917428868383706e-4,0.996947180031849,1,7.583485773676741e-4
NOL6,----,0.002443757,0.9992476123707872,4.067998894372151e-4,-1,8.135997788744301e-4
CCBE1,++--,2.96795e-4,0.5916367722956934,4.492221594011768e-4,-1,8.984443188023536e-4
GBP3,++++,0.002975392,4.5375856845629854e-4,0.9652082766437782,1,9.075171369125971e-4
