gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
DUSP5,--------,2.21995e-4,0.9996459019878005,6.586287708276844e-10,-1,1.3172575416553688e-9
ETV3,--------,1.62732e-4,0.9999999727757974,9.72919264855983e-10,-1,1.945838529711966e-9
NR4A3,--------,0.001118376,0.9999999974813771,1.0847309169024175e-9,-1,2.169461833804835e-9
ZBTB21,--------,0.004106003,0.9999999999744014,2.766963293276255e-9,-1,5.53392658655251e-9
AGBL5,+++-++++,1.31829e-4,2.8696757551804906e-9,0.9983675156477043,1,5.739351510360981e-9
NBPF2P,++++++++,8.59296e-5,8.787880663986936e-9,0.9999999995865366,1,1.757576132797387e-8
GPX4,++++++++,8.7679e-4,1.0007063748233335e-8,0.9999999989714188,1,2.001412749646667e-8
DDT,+-++++++,5.17889e-4,1.0079054254900288e-8,0.999986272260262,1,2.0158108509800576e-8
NEDD9,--------,1.23189e-4,0.9999483733755743,1.0920692053756278e-8,-1,2.1841384107512555e-8
CCN1,--------,9.6745e-4,0.9999997282525531,1.1548535530980338e-8,-1,2.3097071061960676e-8
EGR2,--------,0.001319323,0.9999999501547238,2.0997033316459917e-8,-1,4.199406663291983e-8
RP11-426C22.6,++++++++,0.001143498,2.1171524792741632e-8,0.9999980921543548,1,4.2343049585483265e-8
NDUFA2,++++++++,6.12726e-5,3.093380377820801e-8,0.9998982444041906,1,6.186760755641602e-8
SIK1,--------,0.0058867,0.9999999906239811,3.413947796999737e-8,-1,6.827895593999474e-8
LINC00473,--------,9.24745e-4,0.9999986835787167,5.634057774465492e-8,-1,1.1268115548930985e-7
AC012370.2,--------,0.001005752,0.9998701235474379,6.075435343613721e-8,-1,1.2150870687227442e-7
TRIB1,--------,0.001304623,0.9999852783710794,1.0421728926006095e-7,-1,2.084345785201219e-7
ARC,-----+--,7.60893e-4,0.9996055942118608,1.0970059103704976e-7,-1,2.1940118207409952e-7
NHP2,++++++++,2.40017e-4,1.1888663077553584e-7,0.9999998505806579,1,2.3777326155107168e-7
RPS28,+++-++++,4.3403e-4,1.304590521400648e-7,0.8131113491677535,1,2.609181042801296e-7
EGR1,--------,0.002214409,0.9999978595116612,1.3836612405968402e-7,-1,2.7673224811936803e-7
LAMTOR4,+++-++++,7.60347e-4,2.43916846891738e-7,0.999619991793546,1,4.87833693783476e-7
RPL8,++++++++,2.1357e-5,2.779241956726342e-7,0.9999563377611562,1,5.558483913452684e-7
NPAS4,--------,0.00108715,0.9999107136010212,2.950464822640244e-7,-1,5.900929645280488e-7
PRDX5,++++++++,1.42607e-6,3.100288475591341e-7,0.9999478787942684,1,6.200576951182682e-7
BLVRB,++++++++,0.001006611,3.123720076112197e-7,0.9999873423515317,1,6.247440152224393e-7
ZNF331,--------,0.001591073,0.9999990874835247,3.15438619056139e-7,-1,6.30877238112278e-7
CRIP2,++-+++++,3.67915e-6,3.2791093560856827e-7,0.9992994995053912,1,6.558218712171365e-7
C1orf43,+++-++++,0.001660319,3.37813831363474e-7,0.9990354685016362,1,6.75627662726948e-7
NR4A1,--------,0.00447965,0.9999966165072333,3.395422590432873e-7,-1,6.790845180865746e-7
MRPL36,++++++++,7.38268e-6,3.828528825322037e-7,0.9999658815823381,1,7.657057650644074e-7
YPEL5,++++++++,0.001303795,3.89420188164978e-7,0.9999977679144398,1,7.78840376329956e-7
EGR4,--------,0.002035188,0.999997602920862,4.025613348270762e-7,-1,8.051226696541524e-7
COX6B1,++++++++,1.16734e-4,4.1461581356086366e-7,0.9999332517496174,1,8.292316271217273e-7
MISP3,+++-++++,1.94462e-4,4.318351256293292e-7,0.8880449874056855,1,8.636702512586584e-7
UFC1,++++++++,0.009203424,4.832705167507903e-7,0.9999993641866296,1,9.665410335015806e-7
ANKRD37,-+-+----,0.001004973,0.9221498646254696,4.844706246661973e-7,-1,9.689412493323945e-7
EEF2,-+--++++,8.97529e-5,5.036585287955888e-7,0.8313657508740617,1,1.0073170575911776e-6
PCDHB4,--------,6.68832e-4,0.9999964045338572,5.069493154111368e-7,-1,1.0138986308222736e-6
RPS14,+++-++++,1.74313e-4,5.929513566026426e-7,0.9970797907240145,1,1.1859027132052852e-6
QPRT,++++++++,6.52847e-5,6.034611794718038e-7,0.9999990712955964,1,1.2069223589436077e-6
TMEM161B-AS1,++++++-+,9.8031e-4,6.141135978905476e-7,0.9991771403939553,1,1.2282271957810953e-6
RN7SL278P,++--++++,5.12758e-5,6.292370782047626e-7,0.9947366749978417,1,1.2584741564095251e-6
RPL10A,+++-++++,2.61478e-4,7.274207693865449e-7,0.9984834454682869,1,1.4548415387730899e-6
KLHDC9,-++-++++,4.84111e-6,7.321817614161031e-7,0.9899741343820929,1,1.4643635228322062e-6
SURF1,++++++++,0.007982506,7.781260820917653e-7,0.9999999754517037,1,1.5562521641835306e-6
ATXN7,--------,0.002090582,0.9999997557532283,8.403136882616094e-7,-1,1.6806273765232189e-6
ZNF10,--------,0.003490946,0.9999999968785377,8.851791040971061e-7,-1,1.7703582081942122e-6
FNBP1L,--------,0.001051041,0.9999813023638099,8.857248368476069e-7,-1,1.7714496736952137e-6
LRRC8C,--------,0.002213602,0.9999990651495416,1.0215051214781106e-6,-1,2.0430102429562213e-6
NDUFS6,++++++++,0.002055551,1.073806790381313e-6,0.9999893541232602,1,2.147613580762626e-6
AC092168.2,--------,0.001067823,0.999998697696991,1.0856190100905164e-6,-1,2.171238020181033e-6
MDGA2,--------,0.002616667,0.9999992663849985,1.0991382882669005e-6,-1,2.198276576533801e-6
RPL7A,++++++++,1.14484e-4,1.152843563043814e-6,0.9998293739259267,1,2.305687126087628e-6
RP11-295P9.3,--+-----,0.00623001,0.9998896635343433,1.2242773420679948e-6,-1,2.4485546841359895e-6
COPS9,++++++++,2.72445e-4,1.303825050982925e-6,0.9999797752354341,1,2.60765010196585e-6
RPL36,+++-++++,2.28312e-4,1.3097266514549564e-6,0.9986681155936619,1,2.6194533029099127e-6
FAM118A,--------,0.0042653430000000004,0.999999997355038,1.420921113982928e-6,-1,2.841842227965856e-6
MIF,++-+++++,5.35398e-4,1.4527841426188424e-6,0.9938058472514573,1,2.905568285237685e-6
REX1BD,++++-+++,1.43341e-5,1.460724987860208e-6,0.9996762660715021,1,2.921449975720416e-6
HERC6,++++++++,0.00288934,1.4727844377577386e-6,0.9999995448082611,1,2.9455688755154772e-6
RPS2,++++++++,6.73894e-4,1.5285924120618568e-6,0.9999633274422609,1,3.0571848241237135e-6
SPRED2,------+-,0.002121304,0.995709842985885,1.5691779939467948e-6,-1,3.1383559878935897e-6
MRPL4,++-+++++,4.65164e-4,1.6287358999824204e-6,0.9989002227259396,1,3.257471799964841e-6
ILF3-DT,++++++++,0.007944985,1.7095802793478034e-6,0.9999999674344213,1,3.419160558695607e-6
TET3,----+---,0.001737538,0.9997956573851432,1.7753334584954167e-6,-1,3.5506669169908333e-6
RPL15,++++++++,0.001276514,1.7924092607587422e-6,0.9999931654913604,1,3.5848185215174843e-6
RNU1-67P,+++-++++,0.002863373,1.9063490371964566e-6,0.9999201087923475,1,3.812698074392913e-6
CCDC124,+---++++,9.17799e-7,1.912283467574574e-6,0.8502075666443552,1,3.824566935149148e-6
SNU13,++++++++,6.21323e-4,1.958915083889701e-6,0.9999988427981528,1,3.917830167779402e-6
UBE2M,-+--++++,4.9052e-5,1.987083731889262e-6,0.9453407997482175,1,3.974167463778524e-6
SPRY2,--------,0.00653533,0.9999802568432513,2.1709102576893727e-6,-1,4.341820515378745e-6
DRAP1,++++++++,4.96972e-5,2.179956957717791e-6,0.9995597639101742,1,4.359913915435582e-6
SDIM1,--------,0.001109434,0.9999398148950331,2.2021480482357177e-6,-1,4.404296096471435e-6
RPL10,-++-++++,5.81313e-6,2.23920453303621e-6,0.9356956749676701,1,4.47840906607242e-6
NDUFB7,++++++++,7.87668e-5,2.2719905421534415e-6,0.9999942328748155,1,4.543981084306883e-6
RPS21,+++-++++,0.004426264,2.496353730899614e-6,0.9998193871428102,1,4.992707461799228e-6
LINC01725,--------,0.007077561,0.999999923274709,2.775070834197009e-6,-1,5.550141668394018e-6
C7orf50,-+++++++,1.35065e-4,3.0445218898907978e-6,0.9982636249428086,1,6.0890437797815956e-6
RP11-677M14.7,++++---+,4.04204e-4,3.375736228547786e-6,0.5052990844608748,1,6.751472457095572e-6
NLRP1,++-+-+++,3.34038e-4,3.4424564749010427e-6,0.9980880492609971,1,6.884912949802085e-6
MICOS13,+++-++++,1.45234e-5,3.569845832512391e-6,0.996106687934928,1,7.139691665024782e-6
NDUFB9,++++++++,0.001398063,3.659621730260697e-6,0.9999387467506704,1,7.319243460521394e-6
RPL23AP53,++--++++,1.87404e-4,3.7581500730602235e-6,0.9934041251183404,1,7.516300146120447e-6
RPL18,+++-++++,0.004467738,3.759817405029528e-6,0.9973704146275589,1,7.519634810059056e-6
TMEM44-AS1,++++++++,0.007036187,3.7748353765253174e-6,0.999999325810216,1,7.549670753050635e-6
RP11-82L18.2,----+-+-,6.06573e-4,0.9991134375798748,3.920003616243605e-6,-1,7.84000723248721e-6
GPR3,------+-,0.001015085,0.9994243981782229,3.948052121074461e-6,-1,7.896104242148922e-6
SCAND1,+-++-+++,7.81571e-7,4.054931754266397e-6,0.9255345682937326,1,8.109863508532793e-6
MTCO1P12,++++++++,0.002870475,4.056852900382215e-6,0.9999976688131377,1,8.11370580076443e-6
COA3,++++++++,0.001297349,4.057559164152799e-6,0.9999839582115839,1,8.115118328305598e-6
ELOF1,++--++++,9.19193e-5,4.359147032377123e-6,0.9866759696126592,1,8.718294064754245e-6
DEAF1,++--++++,0.001223482,4.59870284403715e-6,0.9409352558638954,1,9.1974056880743e-6
OST4,++++++++,5.97486e-4,4.770193849350016e-6,0.9999955698645621,1,9.540387698700031e-6
GADD45GIP1,++++++++,1.26471e-6,4.775354632215884e-6,0.9998332589857984,1,9.550709264431768e-6
AC083799.1,--------,0.004333211,0.9999624607347272,5.044879972995821e-6,-1,1.0089759945991641e-5
LONRF1,--------,0.004010672,0.9999996455412923,5.062137933977415e-6,-1,1.012427586795483e-5
PTCHD1,--------,0.002725473,0.9996419065964135,5.1150963050223075e-6,-1,1.0230192610044615e-5
AC006946.17,----+--+,5.35026e-4,0.9566685698696783,5.186754929187924e-6,-1,1.0373509858375848e-5
NPIPB13,----+---,1.36492e-4,0.9998350116217196,5.1919915477619234e-6,-1,1.0383983095523847e-5
FAM43B,--+-----,0.003739818,0.9995179407517755,5.334336062708354e-6,-1,1.0668672125416708e-5
CCDC85B,++++-+++,1.76488e-5,5.492522345124817e-6,0.9975976742012227,1,1.0985044690249633e-5
NDUFB4,+++-++++,4.69955e-5,5.636186256775207e-6,0.9987020664993225,1,1.1272372513550413e-5
KLF4,--------,2.45318e-4,0.9999689706173929,5.827392870037432e-6,-1,1.1654785740074864e-5
RP11-344A5.1,--------,0.00265749,0.9999998354471389,5.876014444268442e-6,-1,1.1752028888536884e-5
IMP4,-++-++++,4.99604e-4,5.999855340988679e-6,0.9783411829718626,1,1.1999710681977358e-5
DCTN3,++-+++++,5.09701e-4,6.016227814101473e-6,0.9991674573585605,1,1.2032455628202947e-5
LINC00343,------+-,0.012981825,0.9999905628469724,6.613153222735441e-6,-1,1.3226306445470882e-5
HECW1-IT1,----+---,0.00102506,0.9999280442634455,6.7457359527550134e-6,-1,1.3491471905510027e-5
LINC00269,++++++++,0.001913277,6.841544865170167e-6,0.9999012989469198,1,1.3683089730340335e-5
SPTY2D1,--------,0.002723638,0.9998582310841527,7.207380858988075e-6,-1,1.441476171797615e-5
LSP1P4,--------,0.023440137,0.9999998025182586,7.2265915788450375e-6,-1,1.4453183157690075e-5
RP11-867G23.10,--------,7.61855e-5,0.9999871685129388,7.323506692109912e-6,-1,1.4647013384219824e-5
RP11-397O4.1,----+---,0.004264672,0.99994706253844,7.382882123868105e-6,-1,1.476576424773621e-5
ERP44,-+------,7.58422e-4,0.9857751986581502,7.3950897698062654e-6,-1,1.4790179539612531e-5
RP11-667K14.3,----+---,0.002520926,0.9972952843489071,7.4543146095529184e-6,-1,1.4908629219105837e-5
MMAB,++++++++,0.004444297,7.783652435090886e-6,0.9999999445819905,1,1.556730487018177e-5
STAT6,-----+++,4.06613e-5,0.5191757422164388,7.884653848912243e-6,-1,1.5769307697824486e-5
OSBPL6,------+-,0.001862636,0.999890487772766,8.148919969454412e-6,-1,1.6297839938908824e-5
DNAJB5,--------,4.07769e-4,0.9999441180298689,8.444006154604327e-6,-1,1.6888012309208653e-5
PROCR,++++++++,0.007670732,8.489205283919933e-6,0.9999996933213819,1,1.6978410567839867e-5
NOL6,----+-+-,4.95106e-4,0.9854386276941433,8.63444327321409e-6,-1,1.726888654642818e-5
RN7SL151P,++++++++,9.92778e-5,8.644929030121684e-6,0.9999760319428798,1,1.728985806024337e-5
LMO2,++++++++,0.001281322,8.680094736019073e-6,0.999952751326256,1,1.7360189472038146e-5
RP11-153M7.3,++++-+++,4.68644e-4,8.706594909672547e-6,0.9996927236639793,1,1.7413189819345095e-5
P2RX6P,----++++,2.74791e-4,8.82663991245684e-6,0.4949583642409697,1,1.765327982491368e-5
HDDC3,++++-+++,0.00210592,9.100154105686473e-6,0.9999581691414836,1,1.8200308211372946e-5
FAM220A,++++-+++,0.014461234,9.215983668397485e-6,0.9999624395898169,1,1.843196733679497e-5
NMRAL1,++++++++,0.003247795,9.366900336918896e-6,0.999985844977487,1,1.8733800673837793e-5
FKBP8,+++--+++,4.35437e-6,9.468521256878518e-6,0.9797145163142701,1,1.8937042513757036e-5
DUSP1,--------,0.002136191,0.999999723862864,9.741848489546319e-6,-1,1.9483696979092638e-5
RINL,++++++++,0.001930082,1.0619028319976846e-5,0.9999804272471323,1,2.1238056639953692e-5
RP11-645C24.5,--------,2.08551e-4,0.9998382301457862,1.0820860890422902e-5,-1,2.1641721780845804e-5
CR848007.2,--------,0.030817612,0.9999999897581242,1.1256545159773014e-5,-1,2.2513090319546028e-5
COPZ1,++++++++,2.97504e-4,1.1386306457832444e-5,0.9999365147667565,1,2.277261291566489e-5
VEGFA,+-+-----,0.003993285,0.9893340329042998,1.147220436800231e-5,-1,2.294440873600462e-5
CTB-131B5.2,--------,0.001253795,0.9999844373819485,1.237074462773824e-5,-1,2.474148925547648e-5
BCL6,--------,0.026456644,0.9999997768166105,1.2590131751728928e-5,-1,2.5180263503457856e-5
CCNH,--------,0.005131359,0.9999986567456332,1.2807559980379972e-5,-1,2.5615119960759945e-5
SAMD4A,--------,7.16375e-4,0.9995902696203883,1.2826521804648119e-5,-1,2.5653043609296238e-5
RP11-700J17.2,-+-+----,0.00283464,0.9827600399835159,1.2908551210324855e-5,-1,2.581710242064971e-5
TRMT9B,--+-----,0.004323589,0.9999273065489399,1.3121535974033885e-5,-1,2.624307194806777e-5
ERCC1,-++-++++,2.64684e-4,1.3179694842275879e-5,0.9629845669629076,1,2.6359389684551757e-5
SNORA73B,+---++++,5.04551e-4,1.3271613249042116e-5,0.8568497105755708,1,2.654322649808423e-5
SCUBE1,-------+,3.81305e-4,0.9938644003633859,1.3693846115593431e-5,-1,2.7387692231186862e-5
ESYT1,++++++++,0.002725509,1.373843300887436e-5,0.9999847150609896,1,2.747686601774872e-5
CKB,++--++++,1.82118e-5,1.3872594635122375e-5,0.9521993122107764,1,2.774518927024475e-5
SH3BGRL2,++++++++,1.95883e-4,1.4033924487507338e-5,0.999866789213148,1,2.8067848975014676e-5
GRASP,------+-,0.00157049,0.9930478880208696,1.4335640549549931e-5,-1,2.8671281099099862e-5
BTG2,--------,0.034984151,0.9999998728579109,1.4447109602626782e-5,-1,2.8894219205253563e-5
EIF3K,++++++++,0.001011124,1.4477592344438133e-5,0.9999599641957322,1,2.8955184688876266e-5
SLCO4C1,-----++-,0.001876387,0.9915132600504656,1.4869793089356659e-5,-1,2.9739586178713317e-5
CCDC28A,++++--++,2.76058e-4,1.5092617511764867e-5,0.9966501528051344,1,3.0185235023529734e-5
STARD13-IT1,--------,3.61505e-4,0.9999679911904786,1.5494610687903198e-5,-1,3.0989221375806396e-5
AIP,+++-++++,8.51329e-4,1.574212220914999e-5,0.9974817403325286,1,3.148424441829998e-5
PDE4D,-+------,3.30356e-4,0.9998906831397002,1.5883786634668235e-5,-1,3.176757326933647e-5
RPL5,++++++++,0.002390898,1.5909023739071824e-5,0.9999878697058512,1,3.181804747814365e-5
CTB-78F1.2,--------,7.1943e-4,0.9999456135765565,1.597500347525691e-5,-1,3.195000695051382e-5
INHBA,----+++-,1.88165e-4,0.9379316464334452,1.6410007470269067e-5,-1,3.282001494053813e-5
B4GALNT4,----++++,1.57781e-4,1.656017634562993e-5,0.6582349089494519,1,3.312035269125986e-5
SMG1P5,----+---,0.001556786,0.9962273774424669,1.6620462875846085e-5,-1,3.324092575169217e-5
SOX17,++++++++,0.00124281,1.7117980129798448e-5,0.9999835446054114,1,3.4235960259596895e-5
LDLRAD4,--------,0.003274262,0.9997468805671061,1.7299616351393726e-5,-1,3.459923270278745e-5
CCZ1B,++++++++,0.030889243,1.753680118237783e-5,0.9999999678111479,1,3.507360236475566e-5
RN7SL396P,-+--++++,0.003780281,1.7679343859961922e-5,0.9945204973887772,1,3.5358687719923844e-5
CPSF1P1,----++++,5.43687e-4,1.7727776883582498e-5,0.004320815342923095,1,3.5455553767164996e-5
ORAI1,++++++++,0.009650818,1.8036622412681346e-5,0.99999933365964,1,3.607324482536269e-5
RP11-343N15.5,--------,0.006770923,0.9999940555466948,1.8230306048174362e-5,-1,3.6460612096348725e-5
RP11-685N10.1,+-+-----,8.29325e-4,0.9836570767654136,1.832282225530957e-5,-1,3.664564451061914e-5
JUNB,--------,0.013079518,0.999996036902408,1.8323876098004518e-5,-1,3.6647752196009035e-5
SOD1,++++++++,0.004808796,1.835074044273788e-5,0.9999995649130544,1,3.670148088547576e-5
EIF3I,++++++++,0.002014523,1.893483196789676e-5,0.9997439799125701,1,3.786966393579352e-5
FIS1,++++++++,0.008277055,1.9410166345764588e-5,0.9999412114992787,1,3.8820332691529176e-5
ANAPC11,+++-++++,5.37486e-5,1.9442648920640094e-5,0.9923140400885881,1,3.888529784128019e-5
RP11-688I9.4,--------,0.005164656,0.9999300482231687,1.959394215121913e-5,-1,3.918788430243826e-5
CRY1,-++-----,0.001297082,0.9863042733957553,2.0220241315873364e-5,-1,4.044048263174673e-5
ANKRD20A7P,--------,0.023080317,0.9999999708109024,2.025310043913316e-5,-1,4.050620087826632e-5
MRPL41,-+--++++,6.87836e-5,2.0343639394630325e-5,0.42607519077610423,1,4.068727878926065e-5
DCAF11,++-+++++,0.0025305,2.0351816450869283e-5,0.9984492443012137,1,4.0703632901738565e-5
RP11-298D21.1,++++---+,2.84568e-4,2.0804597953715957e-5,0.5965321074690064,1,4.160919590743191e-5
ITPR3,++--++++,0.001833984,2.0834476578991237e-5,0.9924811880427957,1,4.1668953157982475e-5
EXOC3-AS1,++++++++,0.002937688,2.1012363462039994e-5,0.9999881150076521,1,4.202472692407999e-5
DHRS9,++++++++,0.003274032,2.126279126302628e-5,0.9999814378669146,1,4.252558252605256e-5
NAA38,+++-++++,9.04149e-4,2.1375561128731626e-5,0.9998818076030551,1,4.275112225746325e-5
HLA-A,++++++++,0.00774014,2.211067721430207e-5,0.9985083978282882,1,4.422135442860414e-5
R3HDM2,------+-,2.67589e-4,0.9952177558246609,2.2112254341616037e-5,-1,4.4224508683232074e-5
SELENOW,+++-++++,0.002793305,2.2117056707876972e-5,0.9931608187471475,1,4.4234113415753945e-5
GBP3,++++++--,0.004561531,2.3132710440452383e-5,0.9640923947884551,1,4.6265420880904765e-5
SORBS2,----+-+-,0.001787139,0.9890733105771777,2.3231716255375382e-5,-1,4.6463432510750764e-5
GUK1,-+--++++,5.48489e-4,2.326343747958149e-5,0.8634010711907789,1,4.652687495916298e-5
MAGI2-IT1,-+------,9.8666e-5,0.9994055567740199,2.364933053376644e-5,-1,4.729866106753288e-5
PQBP1,+-++++++,0.00312298,2.379549781549004e-5,0.9974357099537438,1,4.759099563098008e-5
PITHD1,++++++++,0.01079795,2.41375756551233e-5,0.999999341710774,1,4.82751513102466e-5
C8orf33,++++-+-+,4.21041e-4,2.4690015970287846e-5,0.9540038963223662,1,4.938003194057569e-5
NOS3,++--++++,8.2228e-4,2.5217727589685887e-5,0.9957992563029816,1,5.0435455179371775e-5
LCOR,-+------,0.001961434,0.999878916716427,2.5997283991633133e-5,-1,5.1994567983266265e-5
SNORD45,------+-,6.98476e-4,0.9996901116950718,2.6202826461971824e-5,-1,5.240565292394365e-5
LINC02024,--------,7.81641e-4,0.9999473649946159,2.6333245624537498e-5,-1,5.2666491249074995e-5
RBBP9,++++++--,2.26421e-4,2.6495124699762482e-5,0.9483615378233842,1,5.2990249399524964e-5
AC144833.1,--------,0.004908663,0.9999635413043754,2.6659612130968127e-5,-1,5.3319224261936253e-5
RP11-138A9.1,--------,0.015653795,0.9999989743573616,2.6668631176967066e-05,-1,5.333726235393413e-5
RNU4-2,+-+-++++,2.49044e-4,2.6691631418794992e-5,0.8939010418994422,1,5.3383262837589984e-5
MAPK1IP1L,--------,0.037330675,0.999997308869985,2.687853441397658e-5,-1,5.375706882795316e-5
CCDC115,++++++++,0.00926366,2.7318559984946334e-5,0.999973408885159,1,5.463711996989267e-5
PTPRE,--------,0.013984058,0.9999913958257399,2.744264813065009e-5,-1,5.488529626130018e-5
AC113189.5,+++-++++,0.003013626,2.755907693098521e-5,0.9992136173537126,1,5.511815386197042e-5
MRPL51,++++++++,0.00270936,2.758012267167736e-5,0.9999883241254793,1,5.516024534335472e-5
BCL11A,--------,0.007064712,0.9999159519712792,2.7584976351310783e-5,-1,5.5169952702621566e-5
RP11-509P12.1,--------,0.007233803,0.9999932288746672,2.7673490283781985e-5,-1,5.534698056756397e-5
LINC01182,--------,9.88159e-4,0.9999738512484588,2.771802571822966e-5,-1,5.543605143645932e-5
KCTD21-AS1,+++++---,6.52656e-4,2.7846162101929486e-5,0.9772073416040084,1,5.569232420385897e-5
RP11-195B21.3,--------,0.005934291,0.9999908920512715,2.8548407700548345e-5,-1,5.709681540109669e-5
ERCC2,++++++++,0.001112135,2.8662620498810212e-5,0.9999507435311484,1,5.7325240997620424e-5
MARCH2,-++-++++,1.74212e-4,2.8761103418804937e-5,0.8405466958834591,1,5.7522206837609874e-5
RNF5,++++++++,0.015069626,2.8824575040126834e-5,0.9999992739576218,1,5.764915008025367e-5
ITPA,-+++++++,0.002905959,2.91357146697789e-5,0.9991303047128786,1,5.82714293395578e-5
OAZ1,-+--++++,0.00423757,2.9184634956365807e-5,0.9876463325634184,1,5.836926991273161e-5
RP11-374A22.1,--------,0.002358574,0.9999926707515339,2.9330350270626874e-5,-1,5.866070054125375e-5
LAMTOR2,++++++++,0.006408072,2.963683951069534e-5,0.999983592644451,1,5.927367902139068e-5
ARL5B,-+------,0.002460311,0.9992936161853824,2.9729180667360635e-5,-1,5.945836133472127e-5
RPL14,+-+-++++,0.001688182,2.999707013719787e-5,0.7904710624001169,1,5.999414027439574e-5
CSRNP1,--------,0.004429018,0.9999966660692773,3.0469224271393834e-5,-1,6.093844854278767e-5
SNORD113-1,--------,0.009069973,0.9999975631633186,3.054098845814718e-5,-1,6.108197691629435e-5
RP11-266O8.1,-----+--,5.01055e-4,0.999027944696414,3.140829092046152e-5,-1,6.281658184092303e-5
MCRS1,-++-++++,0.001828229,3.141746294069254e-5,0.9958890796697163,1,6.283492588138509e-5
NCS1,+---++++,5.09994e-4,3.1543566338873306e-5,0.8841702168850982,1,6.308713267774661e-5
CHCHD10,+---++++,7.98659e-4,3.167410067397944e-5,0.8901835645881506,1,6.334820134795889e-5
TEK,++--++++,3.77471e-4,3.1680657317696206e-5,0.9973259744744306,1,6.336131463539241e-5
HCG22,----++++,0.001381474,0.15591180113827025,3.220586983271499e-5,-1,6.441173966542998e-5
HLA-C,++++++++,0.007461564,3.2521187258844264e-5,0.9999994276341426,1,6.504237451768853e-5
PALM2,-+------,0.017933334,0.9999866048144492,3.2596136296531506e-5,-1,6.519227259306301e-5
SPRY4,--------,0.004499285,0.9999858475266185,3.3353948832297736e-5,-1,6.670789766459547e-5
C3orf18,++++++++,0.011239099,3.4264936219405924e-5,0.9999858140860408,1,6.852987243881185e-5
MEA1,++++++++,3.31177e-4,3.50223444246923e-5,0.9998611680730396,1,7.00446888493846e-5
MZT2B,++++++++,3.5281e-4,3.5180511965167504e-5,0.999542238943654,1,7.036102393033501e-5
RN7SL434P,--+-+---,4.7316e-5,0.9770349287892408,3.5437362282015435e-5,-1,7.087472456403087e-5
COPRS,++++++++,9.94745e-4,3.5998550658780445e-5,0.9999923535664597,1,7.199710131756089e-5
GABRG3,--------,0.001534699,0.9999678996178157,3.785608384074902e-5,-1,7.571216768149804e-5
ASAP2,--------,0.012309429,0.9999907294816073,3.8987156622042536e-5,-1,7.797431324408507e-5
SETP21,----+-+-,0.00115469,0.8370563685493634,3.90788447964047e-5,-1,7.81576895928094e-5
RN7SL1,-++-++++,8.13864e-5,3.920849712335938e-5,0.9950427945259755,1,7.841699424671876e-5
LINC00471,+++++--+,3.21159e-4,3.923759549093998e-5,0.920078303926842,1,7.847519098187997e-5
RPS7,+++-++++,0.005129765,4.0265920492111016e-5,0.9984091064564512,1,8.053184098422203e-5
SPATC1L,++++++++,0.001343689,4.039706366788202e-5,0.9989519900824699,1,8.079412733576404e-5
OXSR1,+-------,0.004242959,0.9989039071680946,4.053226322557384e-5,-1,8.106452645114769e-5
PSME4,--------,0.012233025,0.9999995091042111,4.082809796064062e-5,-1,8.165619592128124e-5
RBM24,--------,0.012052711,0.9999984967272351,4.0863469790831886e-5,-1,8.172693958166377e-5
RP11-727A23.10,--------,0.003356512,0.999982210812157,4.118263295728078e-5,-1,8.236526591456156e-5
XXbac-BPG299F13.17,++++++++,7.71997e-4,4.1205741126595515e-05,0.9998977471758586,1,8.241148225319103e-5
RP11-116O11.2,--------,0.041245341,0.9999999757301071,4.1521312740442915e-5,-1,8.304262548088583e-5
KLF7,--------,0.055251243,0.9999998934734021,4.174399098680044e-5,-1,8.348798197360088e-5
NPAP1,--------,0.002353525,0.9999807528148723,4.186946040720022e-5,-1,8.373892081440044e-5
FRG1,++++++++,0.028499879,4.271175087850482e-5,0.9999996054040716,1,8.542350175700964e-5
RPL29,+-+-++++,0.00166316,4.2871723158897324e-5,0.9845706009068411,1,8.574344631779465e-5
COMMD9,++++++++,0.013983813,4.33801544104539e-5,0.9999978118750228,1,8.67603088209078e-5
UST,--+-----,0.002246584,0.9987123967621132,4.37103095687947e-5,-1,8.74206191375894e-5
CARM1P1,----++++,1.44946e-4,4.399134073760784e-5,0.23096036043701465,1,8.798268147521568e-5
METTL26,++--++++,0.002201584,4.4005649405076016e-5,0.9930012335201563,1,8.801129881015203e-5
RPPH1,+-++++++,2.85864e-4,4.4114844367760306e-5,0.9976981427105123,1,8.822968873552061e-5
BEX3,++++++++,0.013674381,4.4365107093394665e-5,0.9999969086573829,1,8.873021418678933e-5
GPR6,+++++-++,0.004299997,4.470808241920888e-5,0.9989786291883053,1,8.941616483841776e-5
RP11-158G18.1,--------,0.004412897,0.999948596225423,4.476267449445185e-5,-1,8.95253489889037e-5
MRPL34,+-++-+++,1.75295e-4,4.53513798984482e-5,0.9793620135519145,1,9.07027597968964e-5
FAU,--++++++,1.41275e-4,4.540621870733833e-5,0.9683798222354804,1,9.081243741467666e-5
XPOT,++++-+--,3.48571e-4,4.5622719508356234e-5,0.6615521533979729,1,9.124543901671247e-5
