gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
NCAPG,+---+---,0.159862909,0.8847548278556991,0.20495684614773502,-1,0.40991369229547003
VDAC2,--++-++-,0.060585612,0.20498183852146776,0.9220013261885618,1,0.4099636770429355
NT5C,+-+-+++-,0.031383623,0.2049951193496454,0.7584342394748447,1,0.4099902386992908
AATF,+-++---+,0.022478555,0.35086746934523927,0.205045285532736,-1,0.410090571065472
NDST1,----+--+,0.140516656,0.8502034815391625,0.20508351386686616,-1,0.4101670277337323
UVSSA,--+-+-++,0.02705432,0.5786536179983429,0.20509622402871033,-1,0.41019244805742067
RN7SL775P,+-+-+-+-,0.006927167,0.3047486531164451,0.20511134516667365,-1,0.4102226903333473
ZGLP1,+---+-+-,0.124798207,0.8280514312447986,0.20515096279712527,-1,0.41030192559425055
GUCA1A,----++++,0.058886006,0.20522291067895385,0.5924851637896436,1,0.4104458213579077
RPS26P42,+---+-+-,0.157954046,0.7811378285395196,0.20523043371409497,-1,0.41046086742818993
DTX1,----++++,0.014879487,0.228369500465852,0.2052732860678488,-1,0.4105465721356976
CTC-338M12.5,+++----+,0.035410796,0.2052850516329683,0.8925206028316839,1,0.4105701032659366
ASGR2,-++-++++,0.159084409,0.20528569758693394,0.9316030781976385,1,0.41057139517386787
CYP26B1,-----+++,0.166206781,0.8579432719547749,0.20529114603948245,-1,0.4105822920789649
RPS6KC1,++-++-+-,0.070580079,0.2052946993492297,0.9053400373265599,1,0.4105893986984594
SEMA6A-AS1,--+--+-+,0.0957065,0.758021583568919,0.2053313861587281,-1,0.4106627723174562
FYTTD1P1,+++-+++-,0.225244651,0.20536112289753083,0.9103134765373861,1,0.41072224579506167
RP11-343N15.2,+-+++---,0.002883768,0.21686380111563833,0.20539835830094816,-1,0.4107967166018963
ARFGEF3,---+----,0.225987307,0.957718749463292,0.20546718754849477,-1,0.41093437509698955
ANKRD18DP,++--++++,0.098497987,0.20552184191634776,0.8911866524046194,1,0.4110436838326955
RARB,-++---+-,0.049857048,0.7497652046600456,0.20561967668915618,-1,0.41123935337831236
SPCS2P4,-++-++-+,0.131768317,0.20562103739491466,0.6946219118438772,1,0.4112420747898293
TMEM60,++-+-+--,0.020011313,0.20564715012306686,0.35804782191950874,1,0.4112943002461337
CCDC66,+++-+---,0.081806886,0.20565369111972132,0.6300265945378087,1,0.41130738223944263
RP11-108O10.2,---+----,0.207570639,0.9791904456671479,0.20566964720496173,-1,0.41133929440992345
MAP3K21,+---++++,0.035740689,0.205710129278829,0.5564766194654194,1,0.411420258557658
FAM120C,-++-----,0.069389393,0.9453457212735713,0.20574216406220672,-1,0.41148432812441343
DMWD,----++++,0.03417157,0.20583208300280909,0.31899693967897336,1,0.41166416600561817
SUSD1,----++++,0.064119434,0.20585599031719226,0.5029070706993575,1,0.4117119806343845
RP1-59D14.5,-----+-+,0.042795611,0.4843834824560415,0.20586350166435963,-1,0.41172700332871925
PDCD1LG2,++++++++,0.228797214,0.2058859948971951,0.9859515054687119,1,0.4117719897943902
BCAS4,-+-+++++,0.072999963,0.2059745821896477,0.8224409459907154,1,0.4119491643792954
CHAF1B,+-++-+++,0.058042379,0.20598874558725797,0.8505023646339585,1,0.41197749117451593
DCAF13,+++-+---,0.051945847,0.7842640936690344,0.20604488572209156,-1,0.41208977144418313
NWD2,----+-+-,0.095312715,0.7322905294811553,0.20606089413544684,-1,0.4121217882708937
MAGI1,+---++++,0.061630835,0.2060651003136588,0.4687496439199212,1,0.4121302006273176
GPC2,+---++++,0.027833641,0.2060674858157082,0.5259472567365469,1,0.4121349716314164
XAF1,+++-+++-,0.283203362,0.20608266788968152,0.9795928322876022,1,0.41216533577936304
TRIM72,----+-++,0.01937289,0.2061914963952394,0.5224511240948624,1,0.4123829927904788
SUN3,-+++-+-+,0.021332999,0.20628314391344538,0.7032467294771934,1,0.41256628782689075
IFITM3,--+-++++,0.050830724,0.2063127031899794,0.44634709694645486,1,0.4126254063799588
RP11-497E19.1,------+-,0.267290938,0.9679725268344016,0.2063220732754988,-1,0.4126441465509976
ZGRF1,+++++++-,0.064924625,0.20633656317507115,0.9674663989136865,1,0.4126731263501423
AC010642.1,--+-+-++,0.010236755,0.6681733526719298,0.20638549609952772,-1,0.41277099219905544
RAD17,++++----,0.055895496,0.20639380707891666,0.6512556521545688,1,0.4127876141578333
SLC38A2,-+++----,0.111058047,0.6386256574471423,0.20640798500927318,-1,0.41281597001854636
RP4-799P18.5,----+-++,0.043625215,0.6434052897676571,0.2064748147783834,-1,0.4129496295567668
RP11-586D19.2,+++-+-++,0.115642347,0.20650011832760543,0.909119764335748,1,0.41300023665521085
PRKAR1B,+-++-+++,0.036956861,0.20651670029506977,0.8551066540381497,1,0.41303340059013954
RP11-499E18.1,+++-+---,0.035962494,0.20651985746650245,0.7142542461485504,1,0.4130397149330049
COPG1,--++-+++,0.128267728,0.20653111869058938,0.9252164253036558,1,0.41306223738117875
ZDHHC8P1,----++++,0.050084318,0.6190452120970552,0.20653945168545515,-1,0.4130789033709103
EMBP1,+---++++,0.113419714,0.20659447349371454,0.6703880492758,1,0.4131889469874291
PHKG1,-++--+--,0.068544237,0.9094563642886504,0.2065948074284986,-1,0.4131896148569972
LZIC,++++---+,0.136061832,0.2066842099422385,0.8398014946874149,1,0.413368419884477
NLK,-+-++++-,0.107829122,0.20670193442909449,0.8721567047803,1,0.41340386885818897
ZNF808,-+--+---,0.081238371,0.9322261163640054,0.20675049720513256,-1,0.4135009944102651
RGS22,+++-++--,0.065068824,0.20676143414056034,0.6992627772782563,1,0.41352286828112067
C19orf24,--+--+++,0.083841013,0.20683785547368216,0.5167409641860413,1,0.41367571094736433
HIST1H2BE,--+-++++,0.015444112,0.20684956156547857,0.3305808766016644,1,0.41369912313095714
HEXD,++-+++-+,0.156293727,0.2068806224709669,0.9718451351279744,1,0.4137612449419338
SPAG17,--+--+-+,0.165379895,0.8931181978556594,0.20693433842558845,-1,0.4138686768511769
FLJ00418,++---+-+,0.019913669,0.20694215565159438,0.3779705673158866,1,0.41388431130318876
WWC2,+---+---,0.097245217,0.7713888349930599,0.20695853546484955,-1,0.4139170709296991
NAT9,+++--+-+,0.06775855,0.2069890852835097,0.8633700948463383,1,0.4139781705670194
VWA5B2,--+-++++,0.039967259,0.2070212224941732,0.5391420003696804,1,0.4140424449883464
C1orf21,+---+++-,0.159391397,0.6304479466066193,0.2070404986518169,-1,0.4140809973036338
FAM66D,+++--++-,0.126063752,0.207059539573012,0.9521031871177956,1,0.414119079146024
RP11-482M8.3,----++++,0.015001565,0.2546753791754306,0.20708613965211256,-1,0.4141722793042251
ATG4D,-+---+++,0.086607198,0.4896947486876628,0.20708717544723984,-1,0.4141743508944797
RPL10P3,++---++-,0.048725884,0.20712506046039122,0.5187132844819268,1,0.41425012092078245
SCGB1B2P,---+++++,0.125527191,0.20712622097692415,0.8963322737061866,1,0.4142524419538483
SVEP1,++++--++,0.296752778,0.20713743029633377,0.9187468283989066,1,0.41427486059266755
RP11-195C7.3,-+--+---,0.055312927,0.5379279128444886,0.20713932617199957,-1,0.41427865234399913
DUOX1,++-+-+-+,0.010566226,0.20715075634805916,0.7989246808170319,1,0.4143015126961183
FTH1P20,-+-----+,0.131330285,0.7657718156946838,0.20716485811022284,-1,0.4143297162204457
PAX7,-+-++-++,0.062459908,0.20718198426716403,0.8912292979647507,1,0.41436396853432805
ELOCP19,++--+-++,0.02209616,0.2072390685080294,0.32126554081317765,1,0.4144781370160588
CLVS1,-++++++-,0.041625141,0.207301932680351,0.8413295658368375,1,0.414603865360702
ARHGAP22-IT1,+-+-++--,0.014645406,0.20731719907859683,0.3605199063900053,1,0.41463439815719366
RAPGEF4-AS1,+++--+--,0.084478627,0.20731903715148953,0.792418430358336,1,0.41463807430297905
RETREG2,-+++-+++,0.143669896,0.20732539858257404,0.9569017393491465,1,0.4146507971651481
SRPX2,--+-++++,0.05146148,0.20733133232126652,0.6785280105970999,1,0.41466266464253304
LHX4,+--+-++-,0.022403312,0.25546856406658713,0.20735619624300708,-1,0.41471239248601416
TSPYL2,+--+++-+,0.012541715,0.4427012243702842,0.20735884018311596,-1,0.4147176803662319
PTPRJ,----+-+-,0.080848759,0.7602232038317855,0.2074167812530039,-1,0.4148335625060078
NAP1L6,-+-+----,0.11335041,0.9523308552720141,0.2074375477545864,-1,0.4148750955091728
DNAJA1,+-+++-++,0.147948491,0.20744148434860982,0.8255164056548903,1,0.41488296869721963
MGMT,--+--+--,0.057246266,0.8493916630471922,0.20746206517902824,-1,0.4149241303580565
NRP2,+-++++--,0.101011505,0.2074761010597804,0.7633435707632943,1,0.4149522021195608
CABCOCO1,-++++--+,0.060847513,0.20747851769977554,0.8742039149793419,1,0.4149570353995511
TPRN,++++-+++,0.236093458,0.20748083967340547,0.9537307354498779,1,0.41496167934681094
HAPLN2,++++---+,0.034800339,0.20750030126877805,0.48442282989341795,1,0.4150006025375561
MUPP,+---+---,0.121818417,0.8625600159711153,0.20750268987227866,-1,0.4150053797445573
PAPOLA,++--+---,0.072514344,0.8054825538678483,0.20769696747193503,-1,0.41539393494387006
NPM1P25,--++++++,0.197387483,0.20774647111836514,0.973886480063583,1,0.4154929422367303
TYRO3P,+-+-+--+,0.03360762,0.5466562874039913,0.20785457404293392,-1,0.41570914808586784
ZNF263,-+++-++-,0.17548993,0.2078969216230315,0.887030213237113,1,0.415793843246063
TUB-AS1,+---+---,0.186728329,0.9015254844467139,0.2080167563566917,-1,0.4160335127133834
ZNF34,+---++++,0.016974849,0.20801819497585455,0.24783054546759883,1,0.4160363899517091
POP1,+++-++--,0.019710975,0.7668677533164798,0.2080382157749219,-1,0.4160764315498438
STEAP1B,+-++----,0.087677181,0.6343986342255546,0.20804034591450976,-1,0.4160806918290195
RP11-213G2.3,+++-++-+,0.22272817,0.20804842943928378,0.9358626965340984,1,0.41609685887856757
RANBP17,-+--++-+,0.031398544,0.4425573319913008,0.2080708786787709,-1,0.4161417573575418
C11orf49,+-+-++++,0.154510413,0.2080896968152469,0.8463040488685712,1,0.4161793936304938
N4BP1,----++--,0.174467318,0.9662312963269846,0.2080899768005981,-1,0.4161799536011962
SLC9A9,++++-+-+,0.045475635,0.20809840547147826,0.8603835597389584,1,0.4161968109429565
EFHB,++++++-+,0.229626201,0.20811752737171732,0.9615162182332895,1,0.41623505474343464
TFE3,----++++,0.063642361,0.2081569168612898,0.44240694719390483,1,0.4163138337225796
NDUFV3,+-+-++++,0.047249057,0.20816573347078252,0.5359173037478346,1,0.41633146694156503
KCTD10,-+------,0.157711704,0.9630287254126073,0.20820821395876182,-1,0.41641642791752365
WDR92,+++++---,0.159108299,0.2082207305935539,0.8740055422102171,1,0.4164414611871078
ADTRP,+---++++,0.022335369,0.20827573161006147,0.4212372471615747,1,0.41655146322012293
TFDP2,-+--++-+,0.051789378,0.2083273619098862,0.3489835373146925,1,0.4166547238197724
SRRM2-AS1,+-+-+--+,0.060877962,0.20838855866202746,0.30875223426724924,1,0.4167771173240549
RNU6-365P,+-+-+---,0.080612772,0.6739233176981931,0.20841064899983344,-1,0.4168212979996669
PTPN12,-+--++-+,0.09904713,0.5977860477945698,0.20846764612404678,-1,0.41693529224809356
ARHGAP11B,--+-+-++,0.014495056,0.20857123392252436,0.34443144183436647,1,0.4171424678450487
CACNG7,+---+-++,0.061325486,0.3175844546013272,0.20859787507354446,-1,0.41719575014708893
RP11-736K20.5,++-+++-+,0.208289093,0.20863356556265236,0.9763180891408338,1,0.4172671311253047
NCOA5,+-+-+-++,0.048907732,0.7460453155748211,0.2086630481464811,-1,0.4173260962929622
ACTN4,--+-++++,0.155117083,0.20869944061988246,0.9053958812526541,1,0.41739888123976493
RPLP1,+-+-++++,0.102526129,0.20871996885781668,0.757939133522472,1,0.41743993771563337
HIST3H2A,++++-++-,0.065478829,0.20872726990431179,0.8494183011813585,1,0.41745453980862357
CYFIP1,+++-++++,0.176459441,0.20873136310001256,0.9776287491152288,1,0.4174627262000251
TTC31,--+-+--+,0.008381104,0.5418552892065572,0.20873305966573236,-1,0.4174661193314647
GSTM2,+-+-++-+,0.114182327,0.208782227083755,0.8770884092127285,1,0.41756445416751
ZNF677,+-+-----,0.049085624,0.8751330714028578,0.20878631742125683,-1,0.41757263484251367
CECR2,+-+++--+,0.074576854,0.8386013491705588,0.208786549882339,-1,0.417573099764678
OGFRL1,++++----,0.041684238,0.4530142859876943,0.20880488339180509,-1,0.41760976678361017
SYNGR2,++++---+,0.1555653,0.20884755107628733,0.7566954806287551,1,0.41769510215257466
CLEC14A,+++-+-++,0.192168472,0.20892297276059335,0.9450187326076646,1,0.4178459455211867
HIST1H1E,-+++--+-,0.011454281,0.20893933634798953,0.45971995758508133,1,0.41787867269597906
ASIC3,--+-+--+,0.046026823,0.7237413977277574,0.20894915679792084,-1,0.4178983135958417
LENG8-AS1,+-+-++-+,0.148624042,0.2089637445426428,0.529566930835656,1,0.4179274890852856
STAC3,+---++--,0.043692615,0.7753326710722491,0.2090325192539096,-1,0.4180650385078192
GCOM2,+-+-+--+,0.064322328,0.7857157737057798,0.20903546653759722,-1,0.41807093307519444
DDX43,-++-++++,0.075911753,0.20916280567719048,0.914706904851345,1,0.41832561135438096
IL17D,+++--+--,0.044797511,0.20917604431480813,0.6385176148128844,1,0.41835208862961626
CKAP5,++++----,0.05168702,0.20918962913047384,0.5542701891312052,1,0.4183792582609477
LINC01990,+-++---+,0.024420686,0.20921418389467583,0.8481876124675259,1,0.41842836778935166
AC006978.6,+++-----,0.15538652,0.8719271968745816,0.20928040444097729,-1,0.41856080888195457
SORD,-+++++-+,0.108646895,0.20932983594832055,0.9448185714662845,1,0.4186596718966411
GSTO2,--------,0.252560129,0.9848718683349105,0.20933448814668226,-1,0.4186689762933645
ATP6V1FNB,+-----++,0.097638985,0.7441729375811847,0.20940886030081254,-1,0.4188177206016251
VKORC1,+-++-++-,0.104111259,0.20941116650942104,0.9455238106500485,1,0.4188223330188421
HSPD1P4,+-+++--+,0.037717803,0.33170089974233186,0.20941658310800151,-1,0.41883316621600303
PPIL2,----++++,0.056494193,0.20944970155256065,0.2722155061564401,1,0.4188994031051213
RANBP10,----++-+,0.022759862,0.39923171157516096,0.2094543893084711,-1,0.4189087786169422
RP1-224A6.9,-+--+---,0.057023909,0.8895631838484761,0.20948245180954822,-1,0.41896490361909644
ANKS3,----++++,0.014896423,0.36891093224423355,0.20951265983580247,-1,0.41902531967160495
LINC01569,--+---++,0.013648129,0.20955081540048667,0.253770215433938,1,0.41910163080097335
TMEM72-AS1,+---++++,0.090709588,0.6884894581214394,0.20957993724717644,-1,0.4191598744943529
AC007128.1,+++-+---,0.093346708,0.20966885662072335,0.7359434635608286,1,0.4193377132414467
ASH1L-IT1,----++-+,0.067550032,0.6074049809334379,0.2096708063723249,-1,0.4193416127446498
ZNF70,----++++,0.05746378,0.6597672756248787,0.20967497081692094,-1,0.41934994163384187
TDRKH,++--+-++,0.184655061,0.20967670660880178,0.9584750692227821,1,0.41935341321760355
NIPAL4,++++----,0.02918666,0.27507712380694876,0.20968103615057662,-1,0.41936207230115324
AC004466.1,+-++++-+,0.14674603,0.20974326816119324,0.9152116505739871,1,0.41948653632238647
ZDHHC17,++++----,0.078948088,0.41970558580330475,0.20976873191043888,-1,0.41953746382087775
EEF1GP1,-+--+-++,0.0429337,0.5985922312783161,0.20980816594040794,-1,0.4196163318808159
ARHGEF18,-+-+++++,0.087284864,0.2099139150986499,0.9337638836989443,1,0.4198278301972998
CTC-366B18.4,+++-----,0.14361603,0.7279180134933063,0.20994671758858954,-1,0.4198934351771791
AL356776.1,+---++--,0.111773544,0.9182452567717581,0.20997694762087318,-1,0.41995389524174637
MTR,+-+-+---,0.124043912,0.8836188669628501,0.20998585904358283,-1,0.41997171808716566
AC005618.6,+-+-+---,0.108421345,0.7703585475936666,0.2099875993326996,-1,0.4199751986653992
RP11-1212A22.1,+++++--+,0.153098849,0.20999263555682116,0.9587387972146857,1,0.4199852711136423
CGREF1,-++-++++,0.09926361,0.21005749624824183,0.7603788546149646,1,0.42011499249648365
CPOX,++++----,0.0672201,0.21009656556318274,0.4905560705731796,1,0.42019313112636547
LINC02296,+++-+++-,0.055294099,0.21011835717419228,0.7877019862591315,1,0.42023671434838455
TRMT11,+++-+-+-,0.066896023,0.2101265337447984,0.8049483410367646,1,0.4202530674895968
RP11-428J1.4,++-++-++,0.114834048,0.21013705715743,0.7736056407141108,1,0.42027411431486
FLNA,----++++,0.017735086,0.38887072411568463,0.21015323493622518,-1,0.42030646987245035
DIRAS2,-+++--+-,0.015434882,0.6668836510615024,0.21016426307736352,-1,0.42032852615472704
RP11-1102P16.1,+-+-----,0.044287488,0.8562074445056437,0.21018757758315404,-1,0.4203751551663081
CTC-575N7.1,+---++--,0.108334802,0.7452768688630227,0.21019448368859125,-1,0.4203889673771825
GATSL2,----++++,0.017603913,0.2102070168439816,0.38157768209253795,1,0.4204140336879632
CT55,++++--++,0.066087403,0.210219081524606,0.9203280024725498,1,0.420438163049212
AC018685.1,----+++-,0.021860232,0.4357812706449167,0.21026256934538817,-1,0.42052513869077635
PSD3,++-++-+-,0.073411352,0.21027095610274935,0.6889102757205843,1,0.4205419122054987
MAGI2,----++++,0.110359274,0.2103227680164803,0.466618884574221,1,0.4206455360329606
ZNF768,+-+--+++,0.021067075,0.21037794007682345,0.6867514955754417,1,0.4207558801536469
CITED1,--+-++++,0.024835359,0.2103862934397605,0.7456670370113152,1,0.420772586879521
SEC22A,-+---+--,0.070541284,0.7645110002233049,0.21047382675874116,-1,0.4209476535174823
CTD-2049O4.1,-++++--+,0.084366158,0.21049382970247812,0.73405735955603,1,0.42098765940495625
FGL2,-+++++++,0.324202521,0.21058320966668223,0.9846373606005406,1,0.42116641933336446
ZNF557,-+++++-+,0.179528017,0.21060772482627418,0.9618476724104749,1,0.42121544965254837
ZNF281,-+++----,0.054912327,0.5608985103017052,0.21061804102707812,-1,0.42123608205415625
CEP76,+++--++-,0.062578923,0.21068620772316596,0.6578989758007474,1,0.4213724154463319
RP11-342K6.2,+-++----,0.008366476,0.210784674747504,0.4302661495064579,1,0.421569349495008
CKS1B,+-++---+,0.032683232,0.21079270352003682,0.8996317991565316,1,0.42158540704007363
CTC-471J1.10,-+++----,0.059392711,0.21080006607518428,0.4476392970941064,1,0.42160013215036857
GPR39,+--+++--,0.079717089,0.21080583861105148,0.8773512273884598,1,0.42161167722210297
CD4,+++++++-,0.074616328,0.21082150563323834,0.9664734658295973,1,0.4216430112664767
NBN,++++++--,0.128606935,0.21088456738142788,0.8235859784998566,1,0.42176913476285577
CSNK1E,----++++,0.025623476,0.21088457853151288,0.5965057832977081,1,0.42176915706302576
RBPMS,+-+--+-+,0.103879934,0.6529233237587129,0.21089048275561645,-1,0.4217809655112329
DARS-AS1,++-+----,0.110635334,0.6447538067664257,0.2109249363876701,-1,0.4218498727753402
LHFPL5,------+-,0.307024504,0.9884698610229807,0.2109337489942109,-1,0.4218674979884218
RP4-673D20.6,++------,0.174088722,0.9814098726005329,0.21094795997221874,-1,0.4218959199444375
SDHAF2,--+-++-+,0.195147759,0.9620309618169574,0.21097455938264062,-1,0.42194911876528124
LILRA1,--+-++++,0.073482566,0.2109889700980114,0.9319465673792997,1,0.4219779401960228
TMEM81,++++----,0.077099589,0.21101559457399552,0.3183535374366981,1,0.42203118914799104
KRT8P42,----+-++,0.038016201,0.7403270077286261,0.21108309007459325,-1,0.4221661801491865
CTSA,--+-++-+,0.012723112,0.6464169034300169,0.21110912299476065,-1,0.4222182459895213
ADIPOR1,-+-+-+--,0.109316801,0.5847438842522465,0.21113424350218354,-1,0.4222684870043671
CASP8AP2,++--+--+,0.034156556,0.904842714526938,0.21113655377288906,-1,0.4222731075457781
AC004019.13,+----+-+,0.12677329,0.520521226779054,0.21115537138369436,-1,0.4223107427673887
TMED3,++++--+-,0.118276929,0.2111561648059518,0.8930654748558728,1,0.4223123296119036
CEACAM19,+---+---,0.096885184,0.9577026570492313,0.21116222583473,-1,0.42232445166946
SMARCC1,--+-+--+,0.059671628,0.616614957929525,0.21120935570952223,-1,0.42241871141904447
DNM1P35,------+-,0.126079476,0.9277732118113401,0.21122651701386336,-1,0.4224530340277267
RNF214,+-+++--+,0.003581792,0.31971728350226153,0.2112535224446016,-1,0.4225070448892032
AC006116.19,+-+--+--,0.011408736,0.7463353165097066,0.21134257389321867,-1,0.42268514778643734
MT1F,+-+-++++,0.133870062,0.2114399247112378,0.946719907991435,1,0.4228798494224756
TASOR2,-++-++--,0.093018275,0.7697352999576825,0.21144450425185754,-1,0.4228890085037151
C16orf86,+-++--+-,0.011491101,0.21146502887954327,0.5636108598097553,1,0.42293005775908654
AL357673.1,+-++++++,0.119133216,0.21149978679989245,0.9734550079835411,1,0.4229995735997849
MED20,--+-----,0.056161408,0.9283133907652398,0.21150453714477446,-1,0.4230090742895489
PSMD11,+-++----,0.064511626,0.8357260288312267,0.21150505067698452,-1,0.42301010135396905
ERLIN1,++--+---,0.06771507,0.7424341243319964,0.21150717614194361,-1,0.42301435228388723
ZNF75A,----+--+,0.219795452,0.9378448028183579,0.21150813403673083,-1,0.42301626807346165
MAP1A,+--+++++,0.034133697,0.21157470612361018,0.3908476460393481,1,0.42314941224722036
HSD17B1,+-++---+,0.108981634,0.2115929366111136,0.8891233264720656,1,0.4231858732222272
UTP18,++-++-++,0.159884122,0.21162053581239784,0.9550582147260166,1,0.4232410716247957
RAB3IP,+------+,0.201371603,0.9422582635649611,0.21162282499613339,-1,0.42324564999226677
OMA1,++++++--,0.076672201,0.21168263963369627,0.7254153682113933,1,0.42336527926739254
NEFH,--++---+,0.098805725,0.8225466870048949,0.21174343817694383,-1,0.42348687635388765
RP11-45A16.4,-+---++-,0.077783032,0.8016997919937012,0.2117442814940937,-1,0.4234885629881874
MTDHP1,++--+-++,0.133902328,0.21183220218014037,0.8102516422028069,1,0.42366440436028074
SUMO4,-++-+---,0.103565441,0.5233146377667697,0.21184548243371018,-1,0.42369096486742036
CXCL16,+-+++++-,0.157896768,0.2118469411571725,0.9677832268930951,1,0.423693882314345
RP11-508N22.13,++-+-+++,0.037688766,0.21193393170501904,0.6907917902422305,1,0.42386786341003807
BLM,-+--++--,0.026047507,0.6791757530297389,0.21201866495282876,-1,0.4240373299056575
RPS4XP16,--+-----,0.079802477,0.7949774951862981,0.21203024175974378,-1,0.42406048351948755
TDO2,++-+--+-,0.074692508,0.5257373491906129,0.212064266916868,-1,0.424128533833736
MCCC1,+++-++++,0.128744934,0.21213790953002393,0.928833186024262,1,0.42427581906004785
GRM8,----+---,0.233573961,0.9837284602247007,0.21218174909561338,-1,0.42436349819122676
IGFBP5,+-++++-+,0.150414039,0.212185777434641,0.9718198766766016,1,0.424371554869282
SUMF2,++++-+++,0.310114363,0.2121863047092659,0.9634919485921428,1,0.4243726094185318
FAM78A,-+++-+++,0.036838784,0.21224403768707473,0.8855903019509714,1,0.42448807537414945
ABHD12,++++--++,0.170850629,0.2122772982871845,0.9571071506296902,1,0.424554596574369
AC006538.1,----+-++,0.040545441,0.5875568377893676,0.21230718263830578,-1,0.42461436527661156
CTD-2623N2.3,-++-+---,0.162746506,0.9364805381836278,0.21231610876946047,-1,0.42463221753892094
SSH3,+-++++++,0.282540786,0.21236538917891193,0.9742726700460723,1,0.42473077835782386
DSG2,+++-----,0.011702146,0.23843176160310323,0.212387461623798,-1,0.424774923247596
CCDC22,----++++,0.136983392,0.2123989036263015,0.6634184496713706,1,0.424797807252603
RP11-383C5.3,----++++,0.066220467,0.2124152834420166,0.865478264179114,1,0.4248305668840332
RP11-174F8.1,++------,0.154642004,0.9015701930843487,0.21243093122492515,-1,0.4248618624498503
CSNK1D,----+-++,0.069909687,0.7726711563817531,0.21250290494837068,-1,0.42500580989674136
SMARCA5,++-++---,0.044724864,0.2126463095889789,0.6601307534095672,1,0.4252926191779578
MAPRE1,--------,0.266832897,0.985458466396585,0.2126465680391066,-1,0.4252931360782132
GAL3ST4,+-+++-++,0.140451488,0.2126740139961901,0.9265757055572286,1,0.4253480279923802
SHLD3,++++----,0.038376592,0.21267424776033175,0.8018908866696399,1,0.4253484955206635
HS3ST3B1,--++--+-,0.096742154,0.8242968858037386,0.21268206842588905,-1,0.4253641368517781
RING1,-+---+++,0.044912336,0.21272063770353764,0.23777399582401257,1,0.42544127540707527
TMEM245,-+++----,0.004839487,0.2127254918953303,0.2881022771186103,1,0.4254509837906606
PRKAB2,++++--++,0.054285724,0.21273939705282588,0.9157584067446544,1,0.42547879410565176
SERTAD3,-+++----,0.088868759,0.631250893752058,0.21278611422842642,-1,0.42557222845685283
KLHL18,-++-+---,0.152655292,0.8924146934582959,0.21279202387078294,-1,0.4255840477415659
CTD-2058B24.3,+---+---,0.095999839,0.9193909878070363,0.21280773624298252,-1,0.42561547248596504
CSF1R,++++--++,0.162075142,0.21280824350139735,0.9550882122574443,1,0.4256164870027947
MIR548V,++-+++-+,0.191569472,0.21293608660463456,0.9303679415165723,1,0.4258721732092691
PDK1,++++----,0.033142359,0.41166890831428804,0.21301471411035072,-1,0.42602942822070144
SLC33A1,-+---+--,0.025189755,0.7807434268935729,0.2130188273138113,-1,0.4260376546276226
RNF39,+----+++,0.036476606,0.28384084582601854,0.21303599567344625,-1,0.4260719913468925
AC005562.1,---+-+--,0.072937259,0.8074468940000629,0.2131854538944423,-1,0.4263709077888846
RNF169,++-+++--,0.020418212,0.21320240730997092,0.48185848594358077,1,0.42640481461994184
NLRP9P1,-+--+-+-,0.078501633,0.5809304105578117,0.21321171616365267,-1,0.42642343232730534
COMMD4,+++++--+,0.235573411,0.21321832696949128,0.9723172831735576,1,0.42643665393898256
RP11-295G20.2,------++,0.117937113,0.9523547280506812,0.2132218542330896,-1,0.4264437084661792
GFOD1-AS1,+--++++-,0.101260606,0.21326536163030282,0.5189042501967863,1,0.42653072326060565
GASK1A,+++--+--,0.07421336,0.21326915318780312,0.5381884952887935,1,0.42653830637560625
ANKRD16,+++----+,0.040280797,0.21327107065479917,0.23990689481359131,1,0.42654214130959833
SFRP1,++++----,0.138020083,0.696337573525007,0.2132807243981053,-1,0.4265614487962106
RPS6KA2,--++++++,0.084069475,0.21328314657164762,0.8519882021424352,1,0.42656629314329525
ZIC1,-++-++-+,0.027699266,0.5213687244684421,0.21332840987918292,-1,0.42665681975836584
GDAP1,+++++-++,0.210544916,0.21341841683161075,0.97974435487635,1,0.4268368336632215
CAMSAP2,++-++---,0.054050029,0.21341863487131288,0.8345141712743569,1,0.42683726974262576
ZNF385D,----+++-,0.093798001,0.8992445164174795,0.2134550255478175,-1,0.426910051095635
SERPINE2,-+-++---,0.075402024,0.8770477386220467,0.2134651119718511,-1,0.4269302239437022
RP11-138A9.2,++---+--,0.101397864,0.8485949448175738,0.21346837655251977,-1,0.42693675310503953
UBA2,++++++--,0.083867033,0.21347479008684928,0.8362921529092819,1,0.42694958017369855
EBAG9,++-+++--,0.012323506,0.4237739809759605,0.21360673048281995,-1,0.4272134609656399
SETD4,+++-+---,0.159734503,0.21375095514235837,0.9249399967145755,1,0.42750191028471674
SNORA47,--++++++,0.037391183,0.21377976056735512,0.5087954120736544,1,0.42755952113471024
RP11-409C19.2,+++-++-+,0.134580468,0.21379687241772288,0.837369662124364,1,0.42759374483544577
SPAG4,-++--+++,0.13533581,0.21379850567994033,0.7250300987883416,1,0.42759701135988065
ATG14,-+---+--,0.14266885,0.9640396542961033,0.21389525032770154,-1,0.4277905006554031
INTS4L2,--++-+++,0.092821896,0.21390282221370147,0.8718666538573843,1,0.42780564442740293
