gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
STEAP2,++-++-+-,0.009476954,0.04975534786255491,0.6498330071434963,1,0.09951069572510982,0.2028480092996222,0.10722847802397385,0.2144569560479477
NNT,+++--++-,0.005549172,0.04977227928865503,0.8653859859273942,1,0.09954455857731007,0.20292066259808195,0.10722847802397385,0.2144569560479477
SLC35E2A,+---+--+,0.035602625,0.8558421325689245,0.04977230747697956,-1,0.09954461495395912,0.20297856883399928,0.10723626852659111,0.21447253705318223
VXN,++-++-+-,0.042520337,0.049813262581208974,0.8918071270825756,1,0.09962652516241795,0.2029933158965417,0.1073011260443153,0.2146022520886306
LSM6,++++----,0.022696502,0.0498191142062491,0.7176386262176742,1,0.0996382284124982,0.20306596919500144,0.1073011260443153,0.2146022520886306
TFPI,+++-+++-,0.114382126,0.04985254619123811,0.9912752418301107,1,0.09970509238247623,0.2031386224934612,0.1073011260443153,0.2146022520886306
TASP1,-+--++++,0.06568874,0.04992077649666998,0.8432583838588552,1,0.09984155299333997,0.20321127579192094,0.1073011260443153,0.2146022520886306
BBX,++++----,0.033007854,0.22406737171481841,0.04997917116077233,-1,0.09995834232154466,0.20326916091536507,0.10730892182505086,0.21461784365010173
ZNF430,+++-----,0.002043603,0.049993007620548084,0.23803267030446507,1,0.09998601524109617,0.2032839290903807,0.10737377406465674,0.2147475481293135
LRCH1,+---+++-,0.008542024,0.7783637344198372,0.0499952480779964,-1,0.0999904961559928,0.2033418089357065,0.10738157512351061,0.21476315024702122
PFKFB4,-++-++-+,0.038400092,0.04999525721209887,0.8474524277009575,1,0.09999051442419774,0.20335658238884044,0.10744642208499819,0.21489284416999638
PFKFB2,+++++---,0.034737472,0.05000524580267544,0.47942309376472253,1,0.10001049160535087,0.2034292356873002,0.10744642208499819,0.21489284416999638
KCTD6,++-++---,0.00424545,0.4379707596909551,0.05000919004851837,-1,0.10001838009703674,0.2034871049763894,0.10745422842197036,0.21490845684394072
OSBPL1A,++++-++-,0.047143507,0.05001099247017763,0.9804768140957323,1,0.10002198494035526,0.20350188898575997,0.10751907010533963,0.21503814021067927
PLPBP,++++++++,0.041645443,0.05001431201639181,0.9874377375543089,1,0.10002862403278362,0.2035745422842197,0.10751907010533963,0.21503814021067927
C6orf52,++-+++--,0.075149701,0.05003090861631479,0.9341686603369055,1,0.10006181723262958,0.20364719558267946,0.10751907010533963,0.21503814021067927
HSPG2,--+-++++,0.080882066,0.050038560002623605,0.94176685461856,1,0.10007712000524721,0.2037198488811392,0.10751907010533963,0.21503814021067927
UFM1,++++++-+,0.077585343,0.05013113427022671,0.9961921666284262,1,0.10026226854045342,0.20379250217959896,0.10751907010533963,0.21503814021067927
CNBP,++++++++,0.096323643,0.050168285725160376,0.9981686642361894,1,0.10033657145032075,0.2038651554780587,0.10751907010533963,0.21503814021067927
INTS14,+++++--+,0.009929789,0.05022334330489739,0.8813864322993841,1,0.10044668660979478,0.20393780877651846,0.10751907010533963,0.21503814021067927
SNRPE,++++++++,0.09912884,0.050236128997241745,0.9973308922650347,1,0.10047225799448349,0.2040104620749782,0.10751907010533963,0.21503814021067927
STK38L,++++----,0.048964061,0.7572037520719999,0.05023795259015559,-1,0.10047590518031119,0.20406828913912095,0.10752688172043011,0.21505376344086022
TBC1D24,------+-,0.06978222,0.9754053015816233,0.05025016157250946,-1,0.10050032314501892,0.20406828913912095,0.10759953501888986,0.21519907003777972
PCDHB12,----+---,0.059175015,0.9929540372289976,0.05027091805069271,-1,0.10054183610138542,0.20406828913912095,0.10767218831734961,0.21534437663469921
LRRC4,------+-,0.059135582,0.9047342159143953,0.05033118858070006,-1,0.10066237716140013,0.20406828913912095,0.10774484161580936,0.2154896832316187
MED23,++--++--,0.031217037,0.7719746103794982,0.050347834683633796,-1,0.10069566936726759,0.20406828913912095,0.1078174949142691,0.2156349898285382
ADGRG1,----+--+,0.017399218,0.9575987496342827,0.0503628939554887,-1,0.1007257879109774,0.20406828913912095,0.10789014821272885,0.2157802964254577
PCDHGA8,+-+-+---,0.065599392,0.9700471271603015,0.0504251950591733,-1,0.1008503901183466,0.20406828913912095,0.1079628015111886,0.2159256030223772
CACNA1G,----++++,0.037660558,0.23589999089002903,0.05048052090099159,-1,0.10096104180198318,0.20406828913912095,0.10803545480964835,0.2160709096192967
GRB2,-+++-+++,0.075197373,0.05054495501265502,0.968766776818469,1,0.10108991002531004,0.20408311537343796,0.1081002542680712,0.2162005085361424
GABRG1,+++-----,0.045188169,0.8239246413311102,0.0505567224992247,-1,0.1011134449984494,0.2041409371594624,0.10810810810810811,0.21621621621621623
RFX5,+++++++-,0.05150352,0.050559110430673584,0.9936837769462006,1,0.10111822086134717,0.2041557686718977,0.10817290228841264,0.21634580457682528
AGL,+++-----,0.018960268,0.8734292244957057,0.05056813052993693,-1,0.10113626105987386,0.20421358517980384,0.10818076140656786,0.21636152281313573
GOLGA7,++++-+-+,0.046036583,0.05059005559275146,0.8930560008122951,1,0.10118011118550292,0.20422842197035745,0.10824555030875409,0.21649110061750818
TMEM240,-+---+++,0.001889215,0.05059715124798207,0.7755133255314526,1,0.10119430249596414,0.20430107526881722,0.10824555030875409,0.21649110061750818
GALC,++++----,0.070975561,0.05060318833969673,0.7384209383380903,1,0.10120637667939346,0.20437372856727695,0.10824555030875409,0.21649110061750818
SS18,+++-----,0.048388104,0.9351194022412997,0.05060373434842412,-1,0.10120746869684824,0.2044315292408282,0.10825341470502761,0.21650682941005522
HTR5A,++++++++,0.084740864,0.05063041742243208,0.9965905057876441,1,0.10126083484486416,0.20444638186573671,0.10831819832909553,0.21663639665819107
MZT1,++++++++,0.129842604,0.05070052486977056,0.9985075367296409,1,0.10140104973954112,0.20451903516419645,0.10831819832909553,0.21663639665819107
NKAIN2,---+----,0.038112897,0.9789537414381417,0.05072025654881458,-1,0.10144051309762916,0.20457682528151108,0.10832606800348736,0.21665213600697472
DUSP14,----+-+-,0.042595186,0.8142759135649138,0.0507214479273155,-1,0.101442895854631,0.20457682528151108,0.10839872130194711,0.21679744260389422
PSMG4,----+---,0.034178207,0.9730960740251754,0.05075790968681363,-1,0.10151581937362726,0.20457682528151108,0.10847137460040686,0.21694274920081372
GALNT12,+++-++-+,0.007072287,0.050758766421755086,0.38204409285468904,1,0.10151753284351017,0.2045916884626562,0.10853614239011987,0.21707228478023974
DGKZ,----++++,0.004105846,0.05077113328108761,0.052375783576126815,1,0.10154226656217522,0.20466434176111595,0.10853614239011987,0.21707228478023974
GP6,+++-----,0.089817483,0.8771704514342603,0.05080118027313493,-1,0.10160236054626987,0.20472212132219397,0.10854402789886661,0.21708805579773321
PPP2R2B,++++-+++,0.049307806,0.05080803301299537,0.994129294693253,1,0.10161606602599074,0.2047369950595757,0.10860879041046131,0.21721758082092263
ZNF576,-++--+++,0.105478101,0.05090893320851468,0.9746732028740133,1,0.10181786641702936,0.20480964835803545,0.10860879041046131,0.21721758082092263
KATNBL1,+++-----,0.027970977,0.7614606853118433,0.05092263388867857,-1,0.10184526777735714,0.20486741736287686,0.10861668119732636,0.2172333623946527
TMOD1,-+-+++++,0.044147567,0.05095000091198886,0.9244336895617012,1,0.10190000182397772,0.2048823016564952,0.10868143843080276,0.21736287686160552
GPR88,-+++++-+,0.007208553,0.05098012038535153,0.8952395056421908,1,0.10196024077070306,0.20495495495495494,0.10868143843080276,0.21736287686160552
MAGEF1,+++++-++,0.110905712,0.051008890602813266,0.9877341386788979,1,0.10201778120562653,0.2050276082534147,0.10868143843080276,0.21736287686160552
MRPL3,+++++++-,0.044740441,0.05105791887442969,0.9943747747697378,1,0.10211583774885938,0.20510026155187447,0.10868143843080276,0.21736287686160552
PTH2R,-++++++-,0.01039819,0.05108232189078923,0.8624752405607828,1,0.10216464378157845,0.2051729148503342,0.10868143843080276,0.21736287686160552
TTBK1,----++++,0.002352998,0.09520495013477982,0.05108337668421065,-1,0.1021667533684213,0.20523065746458408,0.1086893344957861,0.2173786689915722
TGFB2,++++----,0.026513468,0.8969669679985066,0.05112201242450507,-1,0.10224402484901014,0.20523065746458408,0.10876198779424585,0.2175239755884917
RBM17,+-+-----,0.010670237,0.3060131910324108,0.051122050107409896,-1,0.10224410021481979,0.20523065746458408,0.1088346410927056,0.2176692821854112
GRIN2C,----++++,0.004434158,0.8566974248960892,0.051136378407286125,-1,0.10227275681457225,0.20523065746458408,0.10890729439116537,0.21781458878233073
PTRH2,+++++--+,0.041913557,0.05115831471631098,0.9883826085533195,1,0.10231662943262196,0.20524556814879397,0.10897203051216854,0.21794406102433708
USE1,-++-++++,0.030153815,0.05119602652513752,0.9724676507024932,1,0.10239205305027504,0.2053182214472537,0.10897203051216854,0.21794406102433708
MTURN,++++--++,0.064605573,0.05120296077865379,0.97504097544523,1,0.10240592155730759,0.20539087474571346,0.10897203051216854,0.21794406102433708
CENPW,----+-+-,0.081122757,0.9826597677152867,0.051211219295018706,-1,0.10242243859003741,0.20544860152560843,0.10897994768962511,0.21795989537925023
BTBD9,----++++,0.029928851,0.05123528459439009,0.709505994134252,1,0.10247056918878018,0.2054635280441732,0.10904467853250999,0.21808935706501997
CREG1,++++-+--,0.014739458,0.051239867990736175,0.7057825064515553,1,0.10247973598147235,0.20553618134263296,0.10904467853250999,0.21808935706501997
ANGPT1,++++++-+,0.014392849,0.05127485417005304,0.939615381274429,1,0.10254970834010609,0.2056088346410927,0.10904467853250999,0.21808935706501997
NAA35,++--+---,0.069961019,0.5455514788507057,0.051280538340653804,-1,0.10256107668130761,0.20566654558663278,0.10905260098808486,0.21810520197616973
CDPF1,++++--+-,0.143757442,0.05128406293388127,0.987468335419406,1,0.10256812586776254,0.20568148793955246,0.10911732655285143,0.21823465310570286
CACNB1,-----+++,0.027227552,0.5877733748932391,0.051287388441387576,-1,0.10257477688277515,0.2057391936069742,0.10912525428654461,0.21825050857308922
YARS2,++++-+--,0.003029794,0.051311099279785104,0.9356370627711227,1,0.10262219855957021,0.2057541412380122,0.10918997457319288,0.21837994914638575
EBNA1BP2,++-+++++,0.077252986,0.05138829417714021,0.9761274795419477,1,0.10277658835428043,0.20582679453647196,0.10918997457319288,0.21837994914638575
LRRC55,--+-----,0.070440034,0.9427607570585552,0.051395104237647184,-1,0.10279020847529437,0.2058844896476571,0.10919790758500436,0.21839581517000872
UCK1,+++-+-++,0.090551643,0.051422146532910114,0.9273733832718141,1,0.10284429306582023,0.2058994478349317,0.10926262259353432,0.21852524518706865
AMN1,++++-++-,0.078970795,0.051428716010306845,0.9840213340397435,1,0.10285743202061369,0.20597210113339146,0.10926262259353432,0.21852524518706865
METTL8,--+-----,0.081745454,0.991887722535789,0.05147232697099398,-1,0.10294465394198796,0.20602978568834,0.10927056088346411,0.21854112176692822
DAB2IP,----++++,0.016430927,0.12433878960682915,0.05147378412028385,-1,0.1029475682405677,0.20602978568834,0.10934321418192386,0.21868642836384772
CEP192,+++-++-+,0.051152844,0.051585710015812594,0.776687900143266,1,0.10317142003162519,0.20604475443185122,0.10940791863421721,0.21881583726843443
LASP1,----++++,0.001358288,0.0515863434506922,0.1017801102218029,1,0.1031726869013844,0.20611740773031095,0.10940791863421721,0.21881583726843443
ADH5,++++++--,0.017871179,0.05161951443728147,0.9228227944553702,1,0.10323902887456295,0.20619006102877072,0.10940791863421721,0.21881583726843443
SLC48A1,-+++----,0.002511511,0.8171611214632521,0.051632565068183665,-1,0.10326513013636733,0.20624772974936434,0.10941586748038361,0.21883173496076722
SNHG28,-----+++,0.003389342,0.12513123104277166,0.05163772455547216,-1,0.10327544911094431,0.20624772974936434,0.10948852077884336,0.2189770415576867
TNIK,+----+--,0.055648824,0.9197239854848871,0.051651490732424435,-1,0.10330298146484887,0.20624772974936434,0.1095611740773031,0.2191223481546062
HBEGF,-++-----,0.088853948,0.9885919787086935,0.05165487074299051,-1,0.10330974148598102,0.20624772974936434,0.10963382737576285,0.2192676547515257
GPX8,+-++++-+,0.038825336,0.05169812065500529,0.9488428958932448,1,0.10339624131001059,0.20626271432723045,0.109698510715583,0.219397021431166
UGT8,++++---+,0.04524876,0.051722453652922655,0.4529870215439828,1,0.10344490730584531,0.2063353676256902,0.109698510715583,0.219397021431166
CCDC65,+---++-+,0.012818774,0.05173285661669545,0.6279409201500188,1,0.1034657132333909,0.20640802092414995,0.109698510715583,0.219397021431166
NT5C1A,++++-+++,0.049803165,0.05174993332784829,0.9853496857630016,1,0.10349986665569658,0.2064806742226097,0.109698510715583,0.219397021431166
CTNNBIP1,----++++,0.01809901,0.05178082823587701,0.7487161769071043,1,0.10356165647175403,0.20655332752106945,0.109698510715583,0.219397021431166
SFSWAP,+-+-+--+,0.007324361,0.9218045001049077,0.05179395747799387,-1,0.10358791495598774,0.20661096985107155,0.1097064806742226,0.2194129613484452
PFDN2,+---++++,0.05590352,0.05181287909498599,0.653731610696735,1,0.10362575818997198,0.2066259808195292,0.10977115873592444,0.21954231747184888
CRIM1,+--+----,0.068455962,0.9723724143029557,0.05181763859786023,-1,0.10363527719572047,0.206683617871413,0.10977913397268237,0.21955826794536473
ITGAE,+++-+--+,0.03282579,0.05183013600047348,0.7792888037285473,1,0.10366027200094696,0.20669863411798894,0.10984380675626589,0.21968761351253177
MN1,----+---,0.116764307,0.9846340070962198,0.05183980176772598,-1,0.10367960353545196,0.20675626589175444,0.10985178727114212,0.21970357454228423
VWC2,----+++-,0.036128528,0.8808773030526471,0.05185427618211002,-1,0.10370855236422004,0.20675626589175444,0.10992444056960186,0.21984888113920373
ETNPPL,++------,0.055006545,0.9754346974065635,0.05188366576448884,-1,0.10376733152897769,0.20675626589175444,0.10999709386806161,0.21999418773612323
ZNF784,+-+-+--+,0.030013328,0.05191429238696715,0.7293036021298525,1,0.1038285847739343,0.2067712874164487,0.11006175081729024,0.22012350163458047
GLA,-+-+----,0.042806471,0.9781505430560591,0.05193443169787316,-1,0.10386886339574632,0.2068289139120959,0.11006974716652136,0.22013949433304272
FBLN2,+---+++-,0.019158835,0.05200166032482875,0.5149937311863383,1,0.1040033206496575,0.20684394071490847,0.11013439883763168,0.22026879767526336
PGM3,++++----,0.014995668,0.05204060069747467,0.34058460247424455,1,0.10408120139494934,0.2069165940133682,0.11013439883763168,0.22026879767526336
WNT7B,----+-++,0.02894001,0.7208992834494072,0.05209808532723923,-1,0.10419617065447846,0.2069742099527788,0.11014240046498111,0.22028480092996222
CCDC173,+++++--+,0.06166045,0.05209923100318791,0.9569045570404604,1,0.10419846200637582,0.20698924731182797,0.11020704685797313,0.22041409371594625
KIAA0586,++-++---,0.017112536,0.7380091293162954,0.05211147157151072,-1,0.10422294314302144,0.20704685797312022,0.11021505376344086,0.22043010752688172
TRIM71,+---+---,0.063731011,0.9847258112662983,0.05215129096554615,-1,0.1043025819310923,0.20704685797312022,0.11028770706190061,0.22057541412380122
ADAP2,+++-+-++,0.039316441,0.0521642861885789,0.9665321767969883,1,0.1043285723771578,0.2070619006102877,0.11035234289865602,0.22070468579731203
FLAD1,+++--+++,0.063842449,0.05217068042507641,0.9709513123847942,1,0.10434136085015282,0.20713455390874747,0.11035234289865602,0.22070468579731203
SRARP,-+++-+-+,0.011461197,0.05217709771152425,0.8839622916831065,1,0.1043541954230485,0.2072072072072072,0.11035234289865602,0.22070468579731203
HIBADH,+++-++--,0.021187292,0.05224456760804224,0.7864389247056341,1,0.10448913521608448,0.20727986050566696,0.11035234289865602,0.22070468579731203
MINDY4,-++-+---,0.026272112,0.9305677745887087,0.05227080299866027,-1,0.10454160599732054,0.207337450054486,0.11036036036036036,0.22072072072072071
ADGRE2,++++---+,0.010520218,0.05232276365976205,0.3029752938096894,1,0.1046455273195241,0.2073525138041267,0.11042499091899746,0.22084998183799492
ABCE1,++++----,0.0200376,0.05234275715595302,0.4886963325714607,1,0.10468551431190604,0.20742516710258646,0.11042499091899746,0.22084998183799492
ZNF777,+-+-++++,0.003389223,0.05236744834847941,0.8440806066531134,1,0.10473489669695882,0.2074978204010462,0.11042499091899746,0.22084998183799492
BTBD6,-+--++++,0.046776037,0.052386106598956525,0.9221600624147184,1,0.10477221319791305,0.20757047369950596,0.11042499091899746,0.22084998183799492
NUP160,----+---,0.090224847,0.956493596910906,0.05239736892731338,-1,0.10479473785462676,0.2076280421358518,0.1104330136588201,0.2208660273176402
NBAS,++-+++++,0.054082181,0.05244742143645766,0.9904709056015107,1,0.10489484287291533,0.20764312699796572,0.11049763893933891,0.22099527787867781
KIF1B,+-------,0.108130389,0.9955135428439155,0.052451259591022426,-1,0.10490251918204485,0.20770069015619325,0.11050566695727986,0.2210113339145597
AQP9,---+--+-,0.071023649,0.9178095832563068,0.052498770306871015,-1,0.10499754061374203,0.20770069015619325,0.1105783202557396,0.2211566405114792
PLAA,---+----,0.061076324,0.9732544264191919,0.05250611405924574,-1,0.10501222811849148,0.20770069015619325,0.11065097355419937,0.22130194710839873
PSME3,+-++++++,0.034108551,0.052514524143767706,0.769732981945951,1,0.10502904828753541,0.20771578029642546,0.11071558300036324,0.2214311660007265
JPH4,----++++,0.0044075,0.1554786837906813,0.052520763772901026,-1,0.10504152754580205,0.20777333817653468,0.11072362685265912,0.22144725370531823
EPHX4,++++++++,0.142794515,0.05254999515492432,0.9960188050879086,1,0.10509999030984864,0.20778843359488522,0.11078823102070469,0.22157646204140938
GTF3C4,---+----,0.108810079,0.9907480991952079,0.05259663812539348,-1,0.10519327625078696,0.20784598619687614,0.11079628015111886,0.22159256030223773
GRM2,+---+-+-,0.087407819,0.7576789220943454,0.052601329913283125,-1,0.10520265982656625,0.20784598619687614,0.11086893344957861,0.22173786689915723
ZNF451,++++----,0.023257903,0.816632549326969,0.052667346581977185,-1,0.10533469316395437,0.20784598619687614,0.11094158674803836,0.22188317349607672
ROM1,+++-++++,0.093348216,0.05268535482990074,0.9263327069393146,1,0.10537070965980148,0.20786108689334495,0.11100617508172902,0.22201235016345805
PAK2,--+-----,0.028537743,0.986037876019485,0.05270316147208192,-1,0.10540632294416384,0.20791863421721757,0.11101424004649811,0.22202848009299622
ENHO,-+--++++,8.0034e-4,0.056093319806628884,0.052737162754410725,-1,0.10547432550882145,0.20791863421721757,0.11108689334495786,0.22217378668991572
NQO2,----++++,0.018516529,0.05273732969624862,0.8265424679996046,1,0.10547465939249724,0.20793374019180472,0.11115147112241192,0.22230294224482383
XRCC5,++++----,0.007173884,0.05275596070988979,0.8940473780925624,1,0.10551192141977958,0.20800639349026445,0.11115147112241192,0.22230294224482383
NUP188,--+-----,0.107107763,0.9932732870782738,0.05276553817819936,-1,0.10553107635639872,0.20806393025790046,0.11115954664341761,0.22231909328683522
BRF2,++++-++-,0.087991702,0.05278907364400124,0.9212917257720235,1,0.10557814728800248,0.20807904678872421,0.11122411914275336,0.22244823828550672
USP43,++--++++,0.040794943,0.052876386958310165,0.9901837173186173,1,0.10575277391662033,0.20815170008718395,0.11122411914275336,0.22244823828550672
SLC4A1AP,++++++++,0.134221087,0.052903311928976134,0.9969758694641584,1,0.10580662385795227,0.2082243533856437,0.11122411914275336,0.22244823828550672
FRAT1,++++++-+,0.014866221,0.052931064438214076,0.9630043027176839,1,0.10586212887642815,0.20829700668410345,0.11122411914275336,0.22244823828550672
PIPOX,+++-----,0.05062208,0.7489454218516891,0.05297734143589281,-1,0.10595468287178562,0.20835452233926627,0.11123219994187736,0.22246439988375472
PPARD,+---+-++,0.013481975,0.05299774285775595,0.4858752822082173,1,0.1059954857155119,0.2083696599825632,0.1112967671630948,0.2225935343261896
EFCC1,+-+-+-++,0.011649811,0.05300739711111309,0.7615632628866482,1,0.10601479422222618,0.20844231328102295,0.1112967671630948,0.2225935343261896
SPEG,----++++,0.006936185,0.053038907096844126,0.42159669674640854,1,0.10607781419368825,0.2085149665794827,0.1112967671630948,0.2225935343261896
AGGF1,+++++++-,0.028107336,0.0530541219001405,0.9742684980377476,1,0.106108243800281,0.20858761987794247,0.1112967671630948,0.2225935343261896
TEX10,-+---+--,0.003582129,0.9408044640843972,0.05305566038381563,-1,0.10611132076763126,0.20864511442063205,0.1113048532403371,0.2226097064806742
TSPAN13,++-+-+++,0.007675678,0.0530567382588198,0.9374525625990179,1,0.1061134765176396,0.2086602731764022,0.11136941518343625,0.2227388303668725
TRNAU1AP,+++-++++,0.169520155,0.05306645870765438,0.9811009530295998,1,0.10613291741530877,0.20873292647486197,0.11136941518343625,0.2227388303668725
MEGF10,++++----,0.038273025,0.5569826455811165,0.05308087726407261,-1,0.10616175452814522,0.20879041046131494,0.11137750653879686,0.2227550130775937
ANKRD6,----+-+-,0.036411077,0.9101412480790297,0.05308367005763148,-1,0.10616734011526296,0.20879041046131494,0.11145015983725662,0.22290031967451324
ZNF71,----+---,0.111228344,0.9912404130604792,0.05309647633311947,-1,0.10619295266623895,0.20879041046131494,0.11152281313571637,0.22304562627143273
ABAT,-++-++-+,0.010951783,0.053103560684077844,0.8306167037112069,1,0.10620712136815569,0.2088055797733217,0.11158735924446059,0.22317471848892118
GPR75,-++-----,0.042330781,0.9639774671988276,0.053122602213962734,-1,0.10624520442792547,0.20886305848165637,0.11159546643417612,0.22319093286835223
WDR33,+++--+--,0.023100521,0.8786517238722813,0.05315137548087159,-1,0.10630275096174319,0.20886305848165637,0.11166811973263586,0.22333623946527173
CDK6,-+++----,0.03465912,0.8006853776507489,0.0531661937854208,-1,0.1063323875708416,0.20886305848165637,0.11174077303109561,0.22348154606219123
ZNF558,-+++----,0.004259386,0.053207133491455484,0.38366696476889317,1,0.10641426698291097,0.20887823307178147,0.11180530330548492,0.22361060661096985
PREX2,+++-----,0.027090902,0.9528667607031396,0.053259670232270157,-1,0.10651934046454031,0.20893570650199783,0.11181342632955536,0.22362685265911073
PRELID3B,++++-+--,0.0127597,0.053270353256972436,0.8777982557585788,1,0.10654070651394487,0.2089508863702412,0.11187795132582637,0.22375590265165274
UBXN10,++++++-+,0.067881844,0.05327078957779033,0.9913651233069459,1,0.10654157915558066,0.20902353966870096,0.11187795132582637,0.22375590265165274
PCSK7,--+-+--+,0.016280641,0.889392694235811,0.05327232509780646,-1,0.10654465019561292,0.20908100254268072,0.11188607962801511,0.22377215925603022
RFTN2,++++----,0.039374167,0.7182958956184113,0.05331739855523629,-1,0.10663479711047258,0.20908100254268072,0.11195873292647486,0.22391746585294972
DPH2,----++++,0.00199513,0.05331745297580266,0.679130701027,1,0.10663490595160532,0.2090961929671607,0.11202324736650926,0.22404649473301852
MRPL20,+++-++++,0.156027884,0.053331029071753425,0.9950449320889416,1,0.10666205814350685,0.20916884626562046,0.11202324736650926,0.22404649473301852
USP46,++-+-+--,0.001270629,0.053334861354798736,0.7193460294029705,1,0.10666972270959747,0.2092414995640802,0.11202324736650926,0.22404649473301852
CALB1,++++++-+,0.009145034,0.053348396538538234,0.9788771837510528,1,0.10669679307707647,0.20931415286253996,0.11202324736650926,0.22404649473301852
ADAM21,+++-++++,0.00903452,0.05336772445162744,0.9697011689178432,1,0.10673544890325488,0.20938680616099972,0.11202324736650926,0.22404649473301852
CFL2,++++---+,0.015449971,0.05336816992591399,0.6632277708016031,1,0.10673633985182798,0.20945945945945946,0.11202324736650926,0.22404649473301852
RGS18,+++-++++,0.071525032,0.05345220114915931,0.9932080984375233,1,0.10690440229831862,0.20953211275791922,0.11202324736650926,0.22404649473301852
EBF1,-++-++++,0.029845205,0.05347838964084995,0.7912296556211604,1,0.1069567792816999,0.20960476605637895,0.11202324736650926,0.22404649473301852
CYBA,++++++++,0.111672871,0.0534890665743696,0.998338554461071,1,0.1069781331487392,0.20967741935483872,0.11202324736650926,0.22404649473301852
PPIE,+++-++++,0.085446946,0.05356134708651534,0.9892861962459669,1,0.10712269417303068,0.20975007265329845,0.11202324736650926,0.22404649473301852
TMTC3,++++-+--,0.011791875,0.05356799898881197,0.639211113048877,1,0.10713599797762394,0.20982272595175822,0.11202324736650926,0.22404649473301852
STAT4,+++++++-,0.013848909,0.05357114897372883,0.9722349188456788,1,0.10714229794745767,0.20989537925021795,0.11202324736650926,0.22404649473301852
PRKAR1A,++++-+++,0.110695325,0.05358503154354819,0.9952179037125577,1,0.10717006308709638,0.2099680325486777,0.11202324736650926,0.22404649473301852
FAM20B,++-+++++,0.094962845,0.05365224527058563,0.9935139614038905,1,0.10730449054117126,0.21004068584713745,0.11202324736650926,0.22404649473301852
LEAP2,+++-----,0.017106418,0.7830039461085847,0.05366192925419284,-1,0.10732385850838567,0.21009807482746096,0.11203138622493461,0.22406277244986922
C3orf38,++------,0.012117534,0.6173277107544064,0.05368735595890457,-1,0.10737471191780915,0.21009807482746096,0.11210403952339436,0.22420807904678872
HERPUD2,-+------,0.043990234,0.763094334427709,0.05368753410174224,-1,0.10737506820348448,0.21009807482746096,0.11217669282185411,0.22435338564370821
CD9,++++---+,0.049639784,0.05372058905608486,0.8763690491022225,1,0.10744117811216972,0.2101133391455972,0.1122411914275336,0.2244823828550672
MVP,+++++-++,0.07188312,0.05378075009257182,0.960505610414336,1,0.10756150018514364,0.21018599244405697,0.1122411914275336,0.2244823828550672
CYB5D2,++++-+++,0.049052895,0.053781386018744465,0.9947195211910929,1,0.10756277203748893,0.2102586457425167,0.1122411914275336,0.2244823828550672
PNPLA6,--+-++++,0.031998169,0.05382440331986591,0.7697403840265749,1,0.10764880663973182,0.21033129904097647,0.1122411914275336,0.2244823828550672
TRDMT1,-++-++--,0.046197941,0.8751862403264429,0.053827218067803544,-1,0.10765443613560709,0.21038866690882674,0.11224934612031386,0.2244986922406277
G6PC3,+++----+,0.049912172,0.05383836671759691,0.9402522183767578,1,0.10767673343519382,0.2104039523394362,0.11231383944787504,0.22462767889575008
TUBA1A,+-++--+-,0.012570106,0.05391801014958948,0.7471541502384969,1,0.10783602029917896,0.21047660563789597,0.11231383944787504,0.22462767889575008
RGS5,+---++++,0.020373192,0.05393423888046193,0.5792163729191635,1,0.10786847776092386,0.2105492589363557,0.11231383944787504,0.22462767889575008
APC,--------,0.087333962,0.9977995421899949,0.05399246289415805,-1,0.1079849257883161,0.21060661096985106,0.11232199941877362,0.22464399883754724
TMEM204,+-++++++,0.203294365,0.05399905778451322,0.9960274849133239,1,0.10799811556902644,0.21062191223481547,0.11238648746821649,0.22477297493643297
PLXNA1,----++++,0.042730441,0.46941972108206353,0.05402126832744705,-1,0.1080425366548941,0.21067925899019252,0.11239465271723337,0.22478930543446674
DNAH7,+++-++--,0.021705594,0.05403969342075769,0.5692095828000402,1,0.10807938684151538,0.2106945655332752,0.11245913548855793,0.22491827097711586
MAP6D1,++++---+,0.020301733,0.054054584603211046,0.8310186365804029,1,0.10810916920642209,0.21076721883173496,0.11245913548855793,0.22491827097711586
ARPC5L,+--+++++,0.007474072,0.05406065286619602,0.92910425680794,1,0.10812130573239204,0.2108398721301947,0.11245913548855793,0.22491827097711586
ATG12,++++----,0.027519001,0.05410580561594523,0.794182072088417,1,0.10821161123189046,0.21091252542865446,0.11245913548855793,0.22491827097711586
OTX1,--+---+-,0.060409343,0.9931613810889004,0.05416592455018202,-1,0.10833184910036404,0.2109698510715583,0.11246730601569312,0.22493461203138623
GNLY,++++++++,0.087572315,0.054263470196283844,0.9952925586185806,1,0.10852694039256769,0.2109851787271142,0.11253178350889938,0.22506356701779875
CDHR3,+-------,0.174468773,0.9846696241965707,0.05427276135860348,-1,0.10854552271720697,0.21104249909189973,0.11253995931415287,0.22507991862830573
PDIA2,++--++++,0.087854049,0.05429075585593128,0.9872436134987539,1,0.10858151171186256,0.21105783202557396,0.11260443152924082,0.22520886305848165
