gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
TBX3,-+--+-,0.169891571,0.5732685599553623,0.3779415798220304,-1,0.7558831596440608
LINC02355,+++---,0.144164998,0.37804675442272806,0.5334369710638874,1,0.7560935088454561
RP6-24A23.7,+-+-+-,0.169651043,0.7667624981006211,0.37806537989717964,-1,0.7561307597943593
SLU7,++++--,0.142324405,0.37816827217859034,0.8047442699316867,1,0.7563365443571807
TTC38,++++++,0.363803632,0.3782802751804386,0.94066346587524,1,0.7565605503608772
COL21A1,+++--+,0.349576755,0.37831067171022337,0.8456513013678558,1,0.7566213434204467
ADGRG6,+++-+-,0.373941966,0.37832501671731206,0.9064758047676511,1,0.7566500334346241
DSG1,-++---,0.215757633,0.7189656316367855,0.37834654766495956,-1,0.7566930953299191
NOXA1,-++---,0.127134455,0.62188325383931,0.37835260778681423,-1,0.7567052155736285
XXbac-BPGBPG55C20.3,++--++,0.049959561,0.4211869107922443,0.3783615134524556,-1,0.7567230269049112
RP11-477D19.2,+-+-++,0.183388167,0.378384087522503,0.8687239561945035,1,0.756768175045006
RNF215,++----,0.138143268,0.6599817547437079,0.37844467435388174,-1,0.7568893487077635
OVCH1,+++--+,0.161340583,0.3784527521505696,0.5598936997929245,1,0.7569055043011392
TMEM161A,-++-+-,0.134790547,0.7111836678744228,0.37846806739704675,-1,0.7569361347940935
RP11-1006G14.4,-+-+++,0.086399111,0.37855935558470283,0.6930429359239498,1,0.7571187111694057
RNGTT,-+---+,0.232311887,0.7544812901067481,0.37856748441881993,-1,0.7571349688376399
RTL8A,--+++-,0.117599152,0.5608315998544631,0.37866468128469133,-1,0.7573293625693827
LUC7L3,+-+-+-,0.135216132,0.3786702576631596,0.45306543889401807,1,0.7573405153263192
NCAPD3,++--++,0.078964123,0.3786783525351259,0.5480902410752766,1,0.7573567050702518
NUDT9,++++--,0.131370453,0.7613625276260626,0.37868972158984704,-1,0.7573794431796941
PARPBP,++-+-+,0.142123981,0.3787222313636579,0.8449835903873608,1,0.7574444627273158
CYP4F35P,+-+-++,0.174567168,0.7428823118372072,0.37899766292740195,-1,0.7579953258548039
FAM133A,++-+--,0.092692289,0.668002617289067,0.379062434451822,-1,0.758124868903644
RP11-214K3.19,-+--+-,0.079169439,0.3791275943845047,0.4667337217367069,1,0.7582551887690094
CTC-447K7.1,+++-+-,0.179215634,0.379181836577057,0.7341172061962737,1,0.758363673154114
NFE2L3,-+-++-,0.307301766,0.37920327765428763,0.8489689117731498,1,0.7584065553085753
LRCH4,+-+-+-,0.130029245,0.37921309149781646,0.47700247979235416,1,0.7584261829956329
TMEM88,-+-++-,0.14275227,0.5859264415823621,0.37921815289987415,-1,0.7584363057997483
INO80B,+---+-,0.044222323,0.3793087200982555,0.4891161530077492,1,0.758617440196511
SBDSP1,--++-+,0.25458110900000003,0.37935287788349953,0.8427602526664086,1,0.7587057557669991
PPP1R3D,-+++-+,0.221036386,0.3794179063787113,0.800512856651692,1,0.7588358127574226
OPLAH,+++-++,0.10221758,0.37957963015406865,0.6219905378123363,1,0.7591592603081373
MAPKAPK5,-++-+-,0.055198418,0.5338997776584706,0.3796332072745013,-1,0.7592664145490026
LMOD1,++++--,0.35339474,0.3796546162215072,0.9156073433539792,1,0.7593092324430144
PLCL2,-+----,0.163338286,0.7140245417337264,0.37979924014447464,-1,0.7595984802889493
DDX59,++++--,0.330059948,0.3799320811437585,0.9128200116882544,1,0.759864162287517
DNAH6,++---+,0.086294497,0.7559256683681127,0.37996431230767463,-1,0.7599286246153493
TPH1,+-+--+,0.123025798,0.7491258377567113,0.3799777875146901,-1,0.7599555750293802
RN7SKP105,++----,0.284930496,0.8006173367848275,0.38003680240901916,-1,0.7600736048180383
SNORD14E,+---++,0.165295226,0.6686760722862382,0.3800591306960924,-1,0.7601182613921847
AC010980.2,----++,0.135194706,0.7327687372378506,0.38017336495608717,-1,0.7603467299121743
OGG1,+-+-++,0.041953572,0.41598951705430764,0.3803081334672813,-1,0.7606162669345626
RP11-114I8.4,-++-+-,0.108326427,0.7281706515645061,0.3803920181599243,-1,0.7607840363198486
TMEM63B,--+++-,0.237706227,0.8578873802596856,0.3804457998051972,-1,0.7608915996103944
AC064850.4,+-++++,0.14854506,0.38049796376461753,0.8574037060631936,1,0.7609959275292351
DAGLB,-+++--,0.110911476,0.5591243134777218,0.38051738946046326,-1,0.7610347789209265
RP11-379K22.3,++-+-+,0.166411456,0.3806024178632873,0.6365639986523699,1,0.7612048357265746
RP11-762H8.4,+----+,0.137348309,0.6629358510592618,0.38062913746133886,-1,0.7612582749226777
FOXP1,---+--,0.378305305,0.8736089746670949,0.3806835441165602,-1,0.7613670882331204
ZNF667,++++-+,0.332063019,0.38072158806064355,0.8791943905835186,1,0.7614431761212871
PEX16,++++--,0.139582862,0.3807488927467757,0.6958340037289514,1,0.7614977854935514
ACHE,+-+-++,0.387296833,0.3808673936569258,0.912541522945313,1,0.7617347873138516
ZNF334,+-+-++,0.182009305,0.3809642422059037,0.771672545465097,1,0.7619284844118074
EEF1A1P9,+++---,0.237566792,0.3810040316416148,0.7676254991954302,1,0.7620080632832296
SERPINE3,-+-+++,0.175617213,0.38106449934291076,0.4886023460782373,1,0.7621289986858215
SGCB,-+-+-+,0.088750249,0.43220160647347206,0.3810701025360518,-1,0.7621402050721036
CTSD,+-+++-,0.128876092,0.3810982931293505,0.49972866590199483,1,0.762196586258701
DPP7,+++-+-,0.153556168,0.3811375305166988,0.6089849102440494,1,0.7622750610333976
NUDT10,++-+--,0.047913761,0.39702604216700976,0.38119003581509886,-1,0.7623800716301977
SLC7A1,--+++-,0.118266956,0.5006784700333239,0.38125575455354016,-1,0.7625115091070803
LTB4R,--+-+-,0.159077413,0.7028862206410027,0.38141631760669586,-1,0.7628326352133917
SHF,++----,0.228318367,0.8149872311969236,0.38141825002971375,-1,0.7628365000594275
GPD2,++---+,0.134672795,0.3814520546493488,0.6714747784450987,1,0.7629041092986976
NPIPA5,++-+++,0.252084803,0.3814525695587335,0.8161598535169836,1,0.762905139117467
LINC00535,+++---,0.284953569,0.699044437831347,0.3814693510858946,-1,0.7629387021717892
HHIP-AS1,++---+,0.18575725,0.3815075908744747,0.8684199426532202,1,0.7630151817489494
RP11-521L9.2,+-+-+-,0.088421096,0.7479809073516103,0.38157922518970877,-1,0.7631584503794175
OLA1P1,++---+,0.106559173,0.3815950697498453,0.48989956268633295,1,0.7631901394996906
SOGA3,+----+,0.16866205,0.6211192795580553,0.3816346139065341,-1,0.7632692278130682
TRMT61A,+++-+-,0.379418185,0.3816414888107651,0.9082681086515388,1,0.7632829776215302
ARF3,+-++--,0.085275591,0.7006269052787824,0.38175165098586794,-1,0.7635033019717359
SMIM7,+-+-++,0.094816898,0.3817806124518595,0.7498798075808373,1,0.763561224903719
ZNF284,+-+-++,0.181930408,0.3819150855570928,0.8464976027968963,1,0.7638301711141856
ZFP91,-++++-,0.205127074,0.3819212932952848,0.8999760213538895,1,0.7638425865905696
ARHGEF18,-+-++-,0.092522205,0.6436946359280997,0.3820023782984869,-1,0.7640047565969738
KCNE2,-----+,0.319715547,0.8724258343829765,0.3820343284707147,-1,0.7640686569414294
GLCE,-++---,0.156746696,0.6020587684818053,0.38209969596319826,-1,0.7641993919263965
ARHGEF25,+----+,0.29259089,0.7687194934920936,0.38210924478355673,-1,0.7642184895671135
ZNF350,+++-+-,0.340015819,0.38220368130767146,0.9115851085403677,1,0.7644073626153429
NICN1-AS1,++---+,0.149149946,0.5234734186356501,0.382211594841374,-1,0.764423189682748
RP11-173M1.8,+-+--+,0.073955484,0.4744738380746073,0.3822457933606262,-1,0.7644915867212524
SLC30A7,-+---+,0.050289517,0.3822611898379115,0.66947894985572165,1,0.764522379675823
HOOK1,-+-+--,0.067094851,0.48516816025147774,0.3823519826942966,-1,0.7647039653885932
SCAND2P,+-+-++,0.073839086,0.7852026153282605,0.3823578117831698,-1,0.7647156235663396
RP11-356J5.12,+-++++,0.329886286,0.38238195680236253,0.8941667527365309,1,0.7647639136047251
C9orf24,++++--,0.071009119,0.38238204544477733,0.43423638857468455,1,0.7647640908895547
ABCD1,--+-+-,0.180426853,0.63927885262293,0.38242875863089587,-1,0.7648575172617917
FAM110B,++++--,0.090388591,0.6874147190196895,0.3824661509364419,-1,0.7649323018728837
SNX24,-+--++,0.121822835,0.3824904888580925,0.7433184244850426,1,0.764980977716185
BZW1P2,-+--++,0.08975143,0.3825117933223637,0.7227810768337866,1,0.7650235866447274
CAMKK1,-+----,0.215975795,0.7965563245333146,0.3825748203162003,-1,0.7651496406324007
PCDHB16,--+++-,0.170436709,0.38258272622127515,0.6228644019473675,1,0.7651654524425503
RBM6,+-+-+-,0.182257256,0.3825983668098305,0.5947728710855205,1,0.765196733619661
AIFM2,++----,0.167076196,0.7757710870481296,0.3826057165363085,-1,0.765211433072617
SMC4,++-+++,0.468541225,0.3826640002937179,0.9386392988620458,1,0.7653280005874358
NEXN,+-+++-,0.12183332,0.3826682881992667,0.6191639216736342,1,0.7653365763985334
ELOB,++++--,0.361626543,0.3827236252847995,0.9127605784985265,1,0.765447250569599
RP11-73M18.6,+-+-++,0.154513082,0.38273442731421875,0.640279185255862,1,0.7654688546284375
PNMA6F,+-++-+,0.090946028,0.7380123571430873,0.38274348155376076,-1,0.7654869631075215
ZFP37,+++--+,0.31924304,0.38279715388435137,0.7791371606017267,1,0.7655943077687027
MUS81,+-+-+-,0.126537539,0.6409259607646616,0.38284792143304447,-1,0.7656958428660889
ZNF565,-+--++,0.200375366,0.3829440598062228,0.6787893530586298,1,0.7658881196124456
SOWAHA,++-+--,0.095101963,0.5239361441218269,0.38295483512575096,-1,0.7659096702515019
FOXG1-AS1,+-+-+-,0.126843978,0.7006008307862888,0.383008949453708,-1,0.766017898907416
RP13-941N14.1,+++---,0.046304259,0.390045690770709,0.3830446750750367,-1,0.7660893501500734
BET1L,--+-+-,0.178927688,0.7576922333217351,0.38306596642179275,-1,0.7661319328435855
RP11-214K3.18,-+--+-,0.333889755,0.8767880626993676,0.38309120063422053,-1,0.7661824012684411
LRRC66,-++-++,0.246266248,0.38312806873898214,0.8614192460100173,1,0.7662561374779643
PYGM,+-+-++,0.143600479,0.3832225814873548,0.6958778548819067,1,0.7664451629747095
SEC61A1,-++---,0.123462653,0.38330188757231737,0.6043132309001129,1,0.7666037751446347
AC005013.5,+-+-+-,0.16871276,0.3833335041753277,0.7328427005719605,1,0.7666670083506554
PUSL1,---++-,0.295915428,0.8517852109798739,0.38334624848813137,-1,0.7666924969762627
NEUROD6,-+----,0.288726988,0.8875642305940108,0.3833578869271477,-1,0.7667157738542953
PEX5,-++-+-,0.162021713,0.7925816971440127,0.3834146421638368,-1,0.7668292843276736
BTBD19,+++-+-,0.13435005,0.38347384728586476,0.5360357134158527,1,0.7669476945717295
RAB3IL1,+++-+-,0.234079558,0.3834931335224795,0.8336333649570393,1,0.766986267044959
ZNF28,-++--+,0.186968284,0.3836455811088715,0.799451142405729,1,0.767291162217743
HRH3,++--+-,0.185625009,0.7022249281959971,0.38371950125968846,-1,0.7674390025193769
PIGZ,+---+-,0.272250798,0.8758267622716477,0.3837488516297707,-1,0.7674977032595414
TUBE1,+++--+,0.164877814,0.3838140094978321,0.7903610211532501,1,0.7676280189956642
ZNRF2P2,+----+,0.251821137,0.9024224016768202,0.3838498630507761,-1,0.7676997261015522
RP4-775C13.1,+-+++-,0.312938559,0.38386610121113146,0.7953582858201026,1,0.7677322024222629
MYH14,--+-+-,0.288270792,0.7721351032401534,0.3839101460636672,-1,0.7678202921273344
RP5-896L10.1,+++--+,0.160954614,0.3840405855557391,0.8292032637817376,1,0.7680811711114782
CCSAP,-+-+--,0.108450369,0.45127291140079867,0.38423895081937726,-1,0.7684779016387545
RBPMS,+-+-++,0.103879934,0.3842442841136511,0.5992922884645479,1,0.7684885682273022
TIMM44,--+---,0.255129364,0.8994492141707965,0.38424548782823537,-1,0.7684909756564707
LINC02150,---++-,0.290684287,0.9181938179679766,0.3842830669064924,-1,0.7685661338129848
SLC16A3,-++++-,0.325376195,0.384313189761675,0.8290489285740361,1,0.76862637952335
PART1,---+--,0.20861048,0.9115787530002148,0.38432156016893815,-1,0.7686431203378763
PKNOX1,+-+-++,0.102538888,0.38440697099684984,0.597915739497468,1,0.7688139419936997
COLCA1,--+-+-,0.445329763,0.8762540045464366,0.3844915560853646,-1,0.7689831121707292
UPF1,----+-,0.453112868,0.9393459109160197,0.38457597907369406,-1,0.7691519581473881
GLB1,-++-++,0.153609084,0.8480776083766579,0.38457934441429076,-1,0.7691586888285815
TAB3-AS2,+----+,0.245305419,0.7819905788904218,0.3845930972272032,-1,0.7691861944544064
OSBPL8,-+++-+,0.227288285,0.3847007203564118,0.7939890219950794,1,0.7694014407128236
BMPR2,++-+-+,0.108879291,0.38470257177026396,0.7947320239436011,1,0.7694051435405279
GTPBP8,-+---+,0.227354681,0.6687156378163869,0.38481730788416096,-1,0.7696346157683219
ADHFE1,+-+-++,0.142011484,0.38484931934014766,0.658922214205945,1,0.7696986386802953
C3orf67,++++-+,0.378390622,0.38487917284783457,0.9315646535501414,1,0.7697583456956691
TGFB2,++++++,0.361685564,0.3848916481182779,0.9388767829995909,1,0.7697832962365558
MKRN5P,+-+-++,0.152134255,0.3849081399549869,0.5126344245485572,1,0.7698162799099738
RCN3,+-++++,0.360572366,0.3849719004893734,0.8595178473282222,1,0.7699438009787468
RAMP2,-++-+-,0.179770533,0.5764467077870751,0.38501600000030967,-1,0.7700320000006193
CHIC2,-+----,0.203384459,0.7481568668746117,0.38505245614420286,-1,0.7701049122884057
WFS1,-++---,0.321568732,0.8201608216455054,0.3851275059490398,-1,0.7702550118980795
ROBO3,+-+---,0.109691922,0.6786397452718114,0.38520812467486504,-1,0.7704162493497301
RMST,++--++,0.153898245,0.38520950324453357,0.6934319155770136,1,0.7704190064890671
SH3KBP1,+---+-,0.254847911,0.8276178933952317,0.38521282227366066,-1,0.7704256445473213
YEATS2,+-+-+-,0.19310844,0.38521677871165083,0.8098150692298628,1,0.7704335574233017
LARP7,++++++,0.423333117,0.38549242522176336,0.9456803681908836,1,0.7709848504435267
C1orf226,+++-++,0.204642835,0.3854974881762528,0.7658305317897995,1,0.7709949763525056
NKAPD1,-++---,0.052356483,0.38553660465654244,0.6731561129304254,1,0.7710732093130849
RSAD2,++++--,0.333443702,0.38556589065301433,0.8319547673406631,1,0.7711317813060287
HLA-H,+-+--+,0.238283717,0.3858029112323084,0.8632166677928323,1,0.7716058224646168
LINC00630,++---+,0.085510156,0.47512308617278287,0.385835291113014,-1,0.771670582226028
AC012074.1,---++-,0.131682892,0.44173434956254115,0.3859740662436186,-1,0.7719481324872371
CPLANE1,++--+-,0.1291376,0.6396278732112843,0.3859858078011132,-1,0.7719716156022264
RP5-1085F17.3,-+--+-,0.368286983,0.8299411544182482,0.3860267892435773,-1,0.7720535784871546
LFNG,--+--+,0.176944304,0.7094369724899745,0.3861308032607008,-1,0.7722616065214016
LRRC49,-+---+,0.101340522,0.6502528843362461,0.3865020882508788,-1,0.7730041765017576
MSRB3,+++---,0.076588803,0.3865376842388389,0.6449168969993194,1,0.7730753684776778
TRNP1,+++-++,0.179796378,0.38654987060042917,0.8648447396633827,1,0.7730997412008583
RP11-284N8.3,+----+,0.182899834,0.702749264529497,0.38662212557666004,-1,0.7732442511533201
SFMBT1,-++-+-,0.110522912,0.7284840039801386,0.3866713275360138,-1,0.7733426550720276
RP3-509I19.6,+--++-,0.232356616,0.6716070686658275,0.3867293446825739,-1,0.7734586893651478
RP11-395N3.2,+--+-+,0.120517514,0.3868688527020924,0.5626879370685286,1,0.77373770540418485
SNORD114-21,-+----,0.283224096,0.8164310692612661,0.38689615544079725,-1,0.7737923108815945
RNU2-61P,+-++++,0.255900831,0.38694490509879464,0.9187934243989256,1,0.7738898101975893
FERMT1,--+-++,0.278518684,0.38695319697911623,0.8669515430745532,1,0.7739063939582325
RP11-158K1.3,---+-+,0.094980472,0.3870426843690178,0.592681858565259,1,0.7740853687380356
CAP2,+--+--,0.225711626,0.7749787080610487,0.38709936143212054,-1,0.7741987228642411
SKA2,+++-++,0.480178429,0.3871718479803373,0.9325764349208155,1,0.7743436959606746
TOX,+-----,0.437641177,0.9180334722895258,0.3872315906213973,-1,0.7744631812427946
PURA,----+-,0.342235265,0.8928301210348144,0.38727747538334567,-1,0.7745549507666913
CRIP2,++-+--,0.15654418,0.3873146254330328,0.7022873890814325,1,0.7746292508660656
DCDC2,+--++-,0.077841628,0.7124204995765966,0.38743262693920727,-1,0.7748652538784145
SPDYA,--+-++,0.110406807,0.45828843452795937,0.3874353537039193,-1,0.7748707074078386
RP11-157L3.6,+---+-,0.395952715,0.8428158481776844,0.38754712257144636,-1,0.7750942451428927
ZNF511,++--+-,0.15642474,0.5773739148820786,0.38754941866633585,-1,0.7750988373326717
GID8,+++---,0.248295948,0.38755031693060116,0.7744874688479618,1,0.7751006338612023
HCFC1R1,-++---,0.061123839,0.5188913419048276,0.387567780443656,-1,0.775135560887312
KAZALD1,--+-++,0.106335677,0.38758269054190875,0.6011124287865642,1,0.7751653810838175
SGCD,+++-+-,0.170797214,0.38759117312865915,0.7933665080484151,1,0.7751823462573183
ST13P15,-+-+++,0.111438756,0.38759152479530506,0.6797844943464083,1,0.7751830495906101
RP11-22A3.2,-+--+-,0.205940924,0.8183200772966082,0.3876037650404413,-1,0.7752075300808826
TLL1,+-+--+,0.204574197,0.38764727816125144,0.844880146910745,1,0.7752945563225029
PRKAB1,+-+-++,0.093442849,0.3876703950952597,0.7698321281513868,1,0.7753407901905194
M1AP,---+--,0.372226987,0.9294808095758048,0.3877526573060472,-1,0.7755053146120944
CTC-525D6.2,++--+-,0.144792196,0.6973409308145601,0.3877874496506309,-1,0.7755748993012618
GPR75-ASB3,+++-++,0.288273235,0.387899280210277,0.8068936065406238,1,0.775798560420554
WBP11,+-++++,0.032640319,0.5351938994695504,0.3880713533544898,-1,0.7761427067089796
ZFP1,-+++-+,0.067021396,0.5438358970448854,0.38810689268819537,-1,0.7762137853763907
PACS2,--+-+-,0.297217505,0.7801632533260803,0.38819201255997793,-1,0.7763840251199559
CUL3,-+-+-+,0.192915253,0.3882332461812507,0.5875109230092163,1,0.7764664923625014
RNU2-6P,--+-+-,0.275832657,0.7621834586720332,0.3882487115845869,-1,0.7764974231691738
USP53,-++--+,0.187508501,0.8361117434929111,0.3882833093590504,-1,0.7765666187181008
CCDC18,+++-++,0.135777908,0.38828864971536114,0.666241578947135,1,0.7765772994307223
FXR2,-++--+,0.170107102,0.38832041677932083,0.7341450276277475,1,0.7766408335586417
CD14,++++-+,0.46996467,0.3883335345617636,0.9415635692628197,1,0.7766670691235272
ST6GAL1,-++-++,0.384558569,0.38838543901774036,0.89515970389185,1,0.7767708780354807
CYP3A5,++--+-,0.094503049,0.388388636531425,0.47927031476804327,1,0.77677727306285
GGT5,--+---,0.407935738,0.9151548292791262,0.3884071650173515,-1,0.776814330034703
ITGA9,-+--++,0.094984186,0.6638559791242227,0.38840838383096793,-1,0.7768167676619359
KARS,+++---,0.071781821,0.559917540917997,0.3884217020299147,-1,0.7768434040598294
WDR76,-++-+-,0.08222986,0.595992114127092,0.38848172879750104,-1,0.7769634575950021
INA,++++--,0.173579868,0.38849956739312735,0.8750813716509209,1,0.7769991347862547
PIK3CB,-+-+-+,0.151446244,0.3885111128441672,0.7792366205106994,1,0.7770222256883343
RP4-539M6.20,+++--+,0.098785289,0.38855684543098523,0.5565421298371667,1,0.7771136908619705
IFIT2,-++++-,0.300396243,0.3885791151240099,0.9039288657879727,1,0.7771582302480198
UTP11,++---+,0.123528427,0.8223549561876885,0.3886515982731168,-1,0.7773031965462336
DVL3,+-+++-,0.139616832,0.6139379768371345,0.38865314209199714,-1,0.7773062841839943
ZNF581,+++--+,0.35990274,0.3886566520375166,0.9083634180300848,1,0.7773133040750332
RP11-30K9.6,------,0.427311368,0.9404131629224117,0.3886797560621119,-1,0.7773595121242238
HMGN4,+++---,0.123092344,0.8264076394968127,0.38869059550790425,-1,0.7773811910158085
WASF3,++--+-,0.176548139,0.8200420077420585,0.38871957773359456,-1,0.7774391554671891
AC087294.2,--+-++,0.214009868,0.3887729640459088,0.6752097804377786,1,0.7775459280918176
RNU6-255P,++-++-,0.235358978,0.38887752973483597,0.8538562775977532,1,0.7777550594696719
NAA35,++--++,0.138504964,0.38891601837213363,0.6662158473794842,1,0.7778320367442673
ACTR3,-+-+-+,0.237368444,0.38897287745886816,0.7213987817802696,1,0.7779457549177363
SHISA5,+++---,0.149155306,0.38897611714054825,0.5480938147445821,1,0.7779522342810965
KITLG,-+-+--,0.155182952,0.45421345530037094,0.38908211230396655,-1,0.7781642246079331
ZNF785,+++---,0.128015262,0.38908988695720903,0.5808397054545864,1,0.7781797739144181
IFT81,+++---,0.266549678,0.38910025703002965,0.8384306638108426,1,0.7782005140600593
DLD,++-+-+,0.232014067,0.38910224418727496,0.8390360137383408,1,0.7782044883745499
RP11-5N19.3,+---+-,0.163548881,0.6250592995054224,0.3891615679036254,-1,0.7783231358072508
MCUB,-----+,0.312148109,0.8343418335914391,0.3893267097093089,-1,0.7786534194186178
