gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
HRK,--------+---,0.057020484,0.9892567843859483,0.010795315640824123,-1,0.021590631281648245,0.0944424264438794,0.04460912525428654,0.08921825050857309
RGPD3,++-+++++++++,0.039676136,0.010804150651319561,0.9993162092038369,1,0.021608301302639122,0.09444928799767509,0.0446785325099891,0.0893570650199782
ANKRD35,+++-++++++-+,0.046127582,0.010809505334536068,0.9992226601764476,1,0.021619010669072136,0.09452194129613485,0.0446785325099891,0.0893570650199782
LDB3,++++++---+++,0.004711598,0.010837544276051679,0.6924087671803631,1,0.021675088552103358,0.0945945945945946,0.0446785325099891,0.0893570650199782
ST18,++++++---++-,0.028097748,0.010852577759561076,0.7865427246662452,1,0.021705155519122152,0.09466724789305435,0.0446785325099891,0.0893570650199782
SLC35B3,++++++++--+-,0.003101081,0.010855519964485002,0.8946310669503892,1,0.021711039928970003,0.0947399011915141,0.0446785325099891,0.0893570650199782
HYPK,--+-+-+---++,0.02004751,0.8303658593946781,0.010865030712831571,-1,0.021730061425663142,0.09480566654558663,0.04468177855274629,0.08936355710549258
TRPM6,++++++---+++,0.014996979,0.010903111712330769,0.9881658576384915,1,0.021806223424661538,0.09481255448997385,0.04475118053033055,0.0895023610606611
CHCHD7,++++-+++++++,0.081370632,0.010913037396641357,0.9996404546106289,1,0.021826074793282715,0.0948852077884336,0.04475118053033055,0.0895023610606611
CTTNBP2NL,----+------+,0.016062668,0.9965591526261597,0.01092294916898836,-1,0.02184589833797672,0.09495096258626952,0.04475443185120605,0.0895088637024121
RGS14,+++---+++++-,0.026342872,0.0109311510300038,0.9354277079468764,1,0.0218623020600076,0.09495786108689334,0.044823828550672,0.089647657101344
LRP3,++--+-++++-+,2.46158e-4,0.010938056494023213,0.7497418285954554,1,0.021876112988046426,0.0950305143853531,0.044823828550672,0.089647657101344
BCR,------+++++-,0.023951843,0.7166317785988805,0.010963388539274496,-1,0.02192677707854899,0.09509625862695241,0.044827085149665796,0.08965417029933159
RNASEK,++--+-++++++,0.025010658,0.010973912544699224,0.971382699881193,1,0.021947825089398448,0.09510316768381284,0.04489647657101344,0.08979295314202689
AKNAD1,+++-+++++++-,0.009915071,0.010985149366868896,0.9775656080257618,1,0.021970298733737792,0.09517582098227259,0.04489647657101344,0.08979295314202689
PIP4K2A,++++++---+++,0.049250632,0.01100422235072779,0.965757944745321,1,0.02200844470145558,0.09524847428073234,0.04489647657101344,0.08979295314202689
STN1,++++-+++--++,0.019643685,0.011013112416642486,0.9863819977451019,1,0.022026224833284973,0.09532112757919209,0.04489647657101344,0.08979295314202689
NFKBIB,+-+-++++++++,0.028461556,0.011020797117493994,0.9971859822598808,1,0.02204159423498799,0.09539378087765185,0.04489647657101344,0.08979295314202689
PRLR,+-+-------+-,0.063658728,0.9900857317297892,0.011024129979262732,-1,0.022048259958525464,0.09545949872865965,0.044899738448125545,0.08979947689625109
SYNE2,+++-+-+++++-,0.010993082,0.011030069604317665,0.9504625714028004,1,0.02206013920863533,0.0954664341761116,0.04496912459135489,0.08993824918270978
PTPN22,++++-+++--+-,0.026827497,0.011070599777298289,0.9649279906187702,1,0.022141199554596577,0.09553908747457135,0.04496912459135489,0.08993824918270978
DMAC2,+++++-++++-+,0.0624959,0.011085143786798392,0.9826505015268007,1,0.022170287573596785,0.0956117407730311,0.04496912459135489,0.08993824918270978
C1orf115,++-+--++++-+,0.027784836,0.01109392601382842,0.6895904083129516,1,0.02218785202765684,0.09568439407149085,0.04496912459135489,0.08993824918270978
ADRA1B,--------+--+,0.025944116,0.9910961535353994,0.01111550220139978,-1,0.02223100440279956,0.09575009081002543,0.044972391746585294,0.08994478349317059
LAMTOR3,++++-+-+++--,0.002703582,0.011124885373454645,0.994116606935443,1,0.02224977074690929,0.0957570473699506,0.04504177261169633,0.09008354522339267
UBA52,------++++++,0.008313431,0.011146678259294435,0.5876876787587378,1,0.02229335651858887,0.09582970066841034,0.04504177261169633,0.09008354522339267
TNFAIP3,+++++++-+-++,0.041102435,0.011148809168912345,0.9967769692528096,1,0.02229761833782469,0.0959023539668701,0.04504177261169633,0.09008354522339267
CDCA7L,-+--------++,0.018380488,0.9941170957511215,0.011156018519517178,-1,0.022312037039034355,0.09596803487104977,0.04504504504504504,0.09009009009009009
BTAF1,----++----+-,0.044962944,0.9887390872184011,0.011157653020277998,-1,0.022315306040555996,0.09596803487104977,0.04511769834350479,0.09023539668700958
RCBTB1,++++++---+-+,0.014251293,0.011159125377607548,0.7357296163471203,1,0.022318250755215097,0.09597500726532984,0.045187068652379224,0.09037413730475845
LYRM9,-+----++++++,0.022830124,0.01117137178594575,0.6298939434660347,1,0.0223427435718915,0.09604766056378959,0.045187068652379224,0.09037413730475845
NFKBIZ,+-+--+----+-,0.022532556,0.9494074460209934,0.011191641781900224,-1,0.022383283563800448,0.09611333091173266,0.04519035164196455,0.0903807032839291
KIAA0895L,+---+-++++++,0.015929332,0.011201735304112207,0.5450476311717086,1,0.022403470608224414,0.09612031386224934,0.04525971667272067,0.09051943334544134
SDAD1,++++-++++++-,0.001599166,0.011216038611985807,0.931464816837126,1,0.022432077223971614,0.0961929671607091,0.04525971667272067,0.09051943334544134
GTF2F1,+-+---++++++,4.86012e-4,0.01125628339169856,0.508818162843923,1,0.02251256678339712,0.09626562045916885,0.04525971667272067,0.09051943334544134
SGIP1,-----+------,0.037415407,0.9993493228452328,0.011266235305170154,-1,0.02253247061034031,0.096331274972757,0.045263004940424297,0.09052600988084859
NDUFA11,+---++++++-+,0.021496293,0.011275028962312349,0.9807515044163028,1,0.022550057924624698,0.0963382737576286,0.045332364693062115,0.09066472938612423
GATD3A,-++--+++++++,0.013597887,0.01128549610187569,0.9157075766695121,1,0.02257099220375138,0.09641092705608835,0.045332364693062115,0.09066472938612423
TFRC,-----------+,0.070433095,0.9965833989226841,0.011288932108144923,-1,0.022577864216289847,0.09647657101343989,0.045335658238884045,0.09067131647776809
PPP2CB,+++--+-+++--,0.055811746,0.011303976164129804,0.9655384764650997,1,0.022607952328259608,0.0964835803545481,0.04540501271340356,0.09081002542680712
HDAC5,------++++-+,0.003715657,0.011307283896020058,0.1103937988570008,1,0.022614567792040116,0.09655623365300785,0.04540501271340356,0.09081002542680712
NFIC,----+--+++++,0.008100859,0.8680591883448303,0.011307652052257903,-1,0.022615304104515805,0.09662186705412278,0.045408311537343794,0.09081662307468759
BRINP3,-----------+,0.039510131,0.9839487769197566,0.011310596123519671,-1,0.022621192247039342,0.09662186705412278,0.04548096483580354,0.09096192967160709
PLEKHG5,------+++++-,0.005666393,0.01131284374220552,0.17768810618640332,1,0.02262568748441104,0.0966288869514676,0.04555030875408645,0.0911006175081729
UBXN6,-+--+--+++++,0.002634779,0.011325433342371807,0.523726926171166,1,0.022650866684743615,0.09670154024992735,0.04555030875408645,0.0911006175081729
PTPN9,--------+---,0.052569972,0.9999106316958293,0.011342436502944435,-1,0.02268487300588887,0.09676716309480567,0.0455536181342633,0.0911072362685266
PPP1R15A,------------,0.070919616,0.999846843037066,0.011358671000528453,-1,0.022717342001056906,0.09676716309480567,0.04562627143272305,0.0912525428654461
TUBA1B,+++++--+++-+,0.004724403,0.011366891792178044,0.967477033012042,1,0.02273378358435609,0.0967741935483871,0.04569560479476934,0.09139120958953868
CCDC85A,++++-+++++++,0.007713821,0.01136846579047784,0.9954193969213001,1,0.02273693158095568,0.09684684684684684,0.04569560479476934,0.09139120958953868
CMPK2,++++-+-+++++,0.004615058,0.011369812517757861,0.9706993476266814,1,0.022739625035515722,0.09691950014530659,0.04569560479476934,0.09139120958953868
NUDT12,++++++------,0.001181641,0.011381219238421754,0.6659586397491589,1,0.02276243847684351,0.09699215344376634,0.04569560479476934,0.09139120958953868
MYL9,+---+-++++++,0.046725102,0.011386033570467061,0.9216497413131423,1,0.022772067140934122,0.0970648067422261,0.04569560479476934,0.09139120958953868
EXOC6B,++++-+++-+++,0.039715624,0.011403920567993131,0.9952600101234895,1,0.022807841135986263,0.09713746004068585,0.04569560479476934,0.09139120958953868
ETFA,++++-+++-++-,0.021834942,0.011406748801121726,0.9905722406561702,1,0.02281349760224345,0.0972101133391456,0.04569560479476934,0.09139120958953868
DDX11,------++-+-+,0.046929581,0.9973614386290008,0.011417196881203937,-1,0.022834393762407874,0.09727569923719578,0.0456989247311828,0.0913978494623656
NDUFA4L2,+---+-++++++,3.4907e-4,0.01142863582474435,0.8000472311030381,1,0.0228572716494887,0.09728276663760535,0.04576825281511079,0.09153650563022157
HSD17B13,-+--+----+-+,0.003951384,0.9755310032373518,0.011458117168411665,-1,0.02291623433682333,0.09734834725753723,0.045771578029642546,0.09154315605928509
GJB2,++++-+-----+,0.008164727,0.6578890936610187,0.011464343244243268,-1,0.022928686488486536,0.09734834725753723,0.045844231328102295,0.09168846265620459
GOLGA8B,------+---++,0.041612585,0.9733573339666607,0.011467449028332757,-1,0.022934898056665515,0.09734834725753723,0.04591688462656204,0.09183376925312409
DOK4,------+++--+,0.016060961,0.7707368555147488,0.011470126175081388,-1,0.022940252350162775,0.09734834725753723,0.0459895379250218,0.0919790758500436
ZNF653,+-+---++++++,0.008535785,0.011477458732472407,0.37336857761762515,1,0.022954917464944814,0.0973554199360651,0.04605884489647657,0.09211768979295314
BICD1,----++-----+,0.03023116,0.9704512697336377,0.011483207983211108,-1,0.022966415966422217,0.09742099527787867,0.04606219122348155,0.0921243824469631
VGLL4,--+-+-----+-,0.08607673,0.9987017465671069,0.011489950855674053,-1,0.022979901711348106,0.09742099527787867,0.0461348445219413,0.0922696890438826
SEMA6D,-++-+-----++,0.00427009,0.9032690567930005,0.01150486518368658,-1,0.02300973036737316,0.09742099527787867,0.046207497820401046,0.09241499564080209
MED21,++++-+-+++--,0.001339293,0.011511931187796016,0.9357408545657641,1,0.023023862375592032,0.09742807323452485,0.04627678895750091,0.09255357791500182
HNRNPC,+++++++++++-,0.072264862,0.011522166220696645,0.989902144619344,1,0.02304433244139329,0.0975007265329846,0.04627678895750091,0.09255357791500182
POLG2,+-+-++++--+-,0.042159284,0.011524247425042133,0.9742830122929135,1,0.023048494850084266,0.09757337983144435,0.04627678895750091,0.09255357791500182
APC,-----+------,0.041342087,0.9997492673823632,0.011550232660800625,-1,0.02310046532160125,0.09763893933890301,0.046280151118860795,0.09256030223772159
ST8SIA1,-++-++-----+,0.006458779,0.7551236262025813,0.011551999451643088,-1,0.023103998903286176,0.09763893933890301,0.046352804417320544,0.09270560883464109
MAP10,-+++-++++++-,0.003193917,0.011558164795369802,0.9696312529766931,1,0.023116329590739604,0.0976460331299041,0.0464220849981838,0.0928441699963676
RPS27L,+++-++++-++-,0.049540868,0.011563695391738397,0.990577114296958,1,0.023127390783476795,0.09771868642836384,0.0464220849981838,0.0928441699963676
TRIM2,++++++------,0.001176011,0.011563795504430608,0.34938400163651256,1,0.023127591008861217,0.09779133972682359,0.0464220849981838,0.0928441699963676
METTL27,-+-----++-++,0.010064884,0.011578646852666357,0.28095451308871017,1,0.023157293705332715,0.09786399302528334,0.0464220849981838,0.0928441699963676
ARHGEF25,+----+++++--,0.00242952,0.011592872187822295,0.7900145362762481,1,0.02318574437564459,0.0979366463237431,0.0464220849981838,0.0928441699963676
FRMD4A,------+-++++,0.001780324,0.6664952373108379,0.011597793970904621,-1,0.023195587941809242,0.09800217944061024,0.0464254577157803,0.0928509154315606
SYNPO2,----+-----+-,0.029304775,0.9681582410994729,0.01160323684442023,-1,0.02320647368884046,0.09800217944061024,0.04649811101424005,0.0929962220284801
FUS,----+-+--+++,0.003913007,0.8394074288590323,0.011622309548976924,-1,0.023244619097953848,0.09800217944061024,0.0465707643126998,0.0931415286253996
TIGD1,+-++++++-++-,0.001305933,0.011627262073442914,0.9822766051708021,1,0.02325452414688583,0.09800929962220285,0.04664002905920814,0.09328005811841628
PPIE,+++--+++++++,0.085446946,0.011628041983642352,0.9991480920181677,1,0.023256083967284704,0.0980819529206626,0.04664002905920814,0.09328005811841628
SOD2,++++-+-+++--,0.038834351,0.011631023997611126,0.9907193572015267,1,0.023262047995222253,0.09815460621912235,0.04664002905920814,0.09328005811841628
PSAP,++++-+----+-,0.023789559,0.011686366350011896,0.9338300281443073,1,0.023372732700023793,0.0982272595175821,0.04664002905920814,0.09328005811841628
KCTD1,----+-+-+-+-,0.035410952,0.9725721858207393,0.011689012250897524,-1,0.023378024501795047,0.09829277152197603,0.046643417611159546,0.09328683522231909
ALKBH2,++++++--+--+,0.031265792,0.011692042747930701,0.9949650937882831,1,0.023384085495861403,0.09829991281604185,0.04671267707954958,0.09342535415909917
WNT7A,--------+--+,0.025964754,0.9967785660975426,0.011700778581350638,-1,0.023401557162701276,0.09836541954231748,0.046716070909619295,0.09343214181923859
TOPORS,++-+-+------,0.002378517,0.8954713587635019,0.011718245814091728,-1,0.023436491628183457,0.09836541954231748,0.046788724208079044,0.09357744841615809
C3orf52,----+---+--+,0.011513369,0.9827457823136921,0.011724330007758984,-1,0.02344866001551797,0.09836541954231748,0.0468613775065388,0.0937227550130776
ING4,++++++++++++,0.035286785,0.011733973113781673,0.999495111568832,1,0.023467946227563347,0.0983725661145016,0.04693062114057392,0.09386124228114784
CSF3R,+-+-++++++++,0.058087077,0.01173932643429094,0.9990803645901702,1,0.02347865286858188,0.09844521941296135,0.04693062114057392,0.09386124228114784
ZDHHC11,+++++++-----,0.024473989,0.011759443979461224,0.9581177084387609,1,0.023518887958922447,0.0985178727114211,0.04693062114057392,0.09386124228114784
S100PBP,++++++----+-,0.025309064,0.0117938281026536,0.506199530252733,1,0.0235876562053072,0.09859052600988084,0.04693062114057392,0.09386124228114784
ATP2C1,-----+------,0.01003212,0.9994750175954572,0.011796564894703007,-1,0.023593129789406014,0.09865601162368326,0.04693403080499855,0.0938680616099971
UNC5CL,++++++++-+++,0.011083071,0.011800940177619875,0.9255464289467404,1,0.02360188035523975,0.09866317930834059,0.047003269160915365,0.09400653832183073
LACC1,++++++---+++,0.020278595,0.011827848205914392,0.9622956004741544,1,0.023655696411828783,0.09873583260680036,0.047003269160915365,0.09400653832183073
ANGPT1,++++++++-++-,0.014392849,0.011829765213692486,0.9522893836060593,1,0.023659530427384973,0.0988084859052601,0.047003269160915365,0.09400653832183073
RNF13,++++++------,0.008330908,0.011830660800744833,0.6349185435779661,1,0.023661321601489666,0.09888113920371985,0.047003269160915365,0.09400653832183073
B3GALT1,-+-+-+----+-,0.017821607,0.9875918163493472,0.011831102227760492,-1,0.023662204455520985,0.09894660370504904,0.0470066841034583,0.0940133682069166
MTURN,++++++--++++,0.026367046,0.011853280402499606,0.9973969939438235,1,0.02370656080499921,0.0989537925021796,0.04707591718125681,0.09415183436251362
GPR37,++++++---+++,0.035581501,0.011915459271355813,0.9242670948237353,1,0.023830918542711625,0.09902644580063935,0.04707591718125681,0.09415183436251362
KLHDC8B,+++---+-++-+,0.019282394,0.011917039985538528,0.8807337032883433,1,0.023834079971077057,0.0990990990990991,0.04707591718125681,0.09415183436251362
ZNF607,++++++------,0.004069526,0.011921757229912318,0.39303554308124294,1,0.023843514459824636,0.09917175239755885,0.04707591718125681,0.09415183436251362
OSTF1,++++--++++++,0.022381028,0.011935937587767908,0.9938157536017663,1,0.023871875175535816,0.0992444056960186,0.04707591718125681,0.09415183436251362
TSPO,+++++-+++--+,0.019820541,0.011945921036273701,0.9852332111293153,1,0.023891842072547402,0.09931705899447835,0.04707591718125681,0.09415183436251362
SNRPG,+++-+++++++-,0.004369268,0.011951421674180972,0.9948069253959357,1,0.023902843348361943,0.0993897122929381,0.04707591718125681,0.09415183436251362
POT1,++++++++---+,0.009111239,0.01195221668656848,0.8822209806962633,1,0.02390443337313696,0.09946236559139784,0.04707591718125681,0.09415183436251362
MAFB,----+-++++++,9.01787e-4,0.21373915407067617,0.011958836868376848,-1,0.023917673736753697,0.0995277878677806,0.047079337401918046,0.09415867480383609
OLFML3,++++-+++++-+,0.05092242,0.011966448376147106,0.9995618811719595,1,0.02393289675229421,0.0995350188898576,0.047148565201598255,0.09429713040319651
FASTKD5,-+----------,0.032914406,0.9994705452358059,0.011970580007784358,-1,0.023941160015568716,0.09960043588812205,0.047151990700377795,0.09430398140075559
PPM1H,++-+++++++--,0.011067789,0.011989003275749758,0.9965349711830469,1,0.023978006551499516,0.09960767218831736,0.0472212132219397,0.0944424264438794
GPR132,+-++-+++++++,0.004110871,0.012019554110297733,0.9855135099398645,1,0.024039108220595466,0.0996803254867771,0.0472212132219397,0.0944424264438794
PRDM2,------+-++-+,0.006566176,0.732147458349462,0.012024674504904338,-1,0.024049349009808676,0.09974573192880494,0.047224643998837544,0.09444928799767509
SLC15A3,++++++++++-+,0.013461563,0.012054619452036421,0.999436139836193,1,0.024109238904072842,0.09975297878523685,0.047293861242281146,0.09458772248456229
DGKZ,------++++--,0.004105846,0.2673183812027887,0.012062085144198506,-1,0.02412417028839701,0.09981837994914639,0.0472972972972973,0.0945945945945946
TMEM208,+++-+++++++-,0.055494516,0.012065511075121804,0.9973736565203625,1,0.024131022150243608,0.0998256320836966,0.04736650926262259,0.09473301852524518
GSTM1,------------,0.039055411,0.999765822303993,0.012082186441283452,-1,0.024164372882566905,0.09989102796948783,0.04736995059575705,0.0947399011915141
CHST2,--+--+-+--+-,0.026458493,0.982623074537117,0.012083486734816032,-1,0.024166973469632064,0.09989102796948783,0.0474426038942168,0.0948852077884336
TESMIN,++++-+++++++,0.020031997,0.012099471408730248,0.9956615501653195,1,0.024198942817460496,0.09989828538215635,0.04751180530330548,0.09502361060661096
UQCRB,+-++-+++++++,0.024924465,0.012102127958598509,0.9992752649040195,1,0.024204255917197017,0.0999709386806161,0.04751180530330548,0.09502361060661096
NHSL1,-----+------,0.037931982,0.999750125329701,0.012118401108598192,-1,0.024236802217196384,0.10003632401017072,0.04751525719267655,0.0950305143853531
FARSB,++++-++++++-,0.034955081,0.012118683426800617,0.9980578944380015,1,0.024237366853601235,0.10004359197907585,0.04758445332364693,0.09516890664729385
MYBPC1,+++--+++-+-+,0.003470595,0.01212238225850855,0.8442655029754605,1,0.0242447645170171,0.1001162452775356,0.04758445332364693,0.09516890664729385
TMPRSS5,+++-+++++-++,0.04708383,0.012131536821217766,0.9994586303277179,1,0.02426307364243553,0.10018889857599535,0.04758445332364693,0.09516890664729385
SH3TC1,++++++++++++,0.057188356,0.012146511328579081,0.9998912129543462,1,0.024293022657158162,0.1002615518744551,0.04758445332364693,0.09516890664729385
PPIL6,++++-+++--+-,0.010226476,0.012150994841867333,0.7558612682686738,1,0.024301989683734666,0.10033420517291484,0.04758445332364693,0.09516890664729385
PDE10A,-++-+-----+-,0.003420034,0.9673757816214757,0.012157059038960132,-1,0.024314118077920263,0.10039956411187795,0.047587910491136295,0.09517582098227259
ACAA1,+++-++++++++,0.034191044,0.012170102762366268,0.9630668398012114,1,0.024340205524732535,0.1004068584713746,0.04765710134398838,0.09531420268797676
KATNB1,------++++--,4.04912e-4,0.012170578562940028,0.2756493768190724,1,0.024341157125880055,0.10047951176983436,0.04765710134398838,0.09531420268797676
LY96,+++++++-++-+,0.075703851,0.012187890605061404,0.9996360624243067,1,0.024375781210122807,0.1005521650682941,0.04765710134398838,0.09531420268797676
PPP2R1B,----------++,0.070630309,0.9980407504181383,0.012197008518086125,-1,0.02439401703617225,0.10061750817290228,0.047660563789596044,0.09532112757919209
CD74,++++++++++-+,0.037217825,0.012200924258511487,0.9976448670071209,1,0.024401848517022973,0.10062481836675385,0.047729749364329825,0.09545949872865965
ZNF772,+++--+------,0.030771294,0.9291808914393528,0.012202788707006687,-1,0.024405577414013373,0.10069015619324373,0.0477332170880558,0.0954664341761116
GLT8D1,+++-+++++-+-,0.010632215,0.012208986579915286,0.9756348467423638,1,0.02441797315983057,0.1006974716652136,0.04780239738467127,0.09560479476934254
RSPH3,--+---+-----,0.010298342,0.9979677470252807,0.012209939689658285,-1,0.02441987937931657,0.10076280421358517,0.04780587038651555,0.0956117407730311
ATRIP,+++---++++++,0.01106423,0.012212968194464357,0.6873596000213741,1,0.024425936388928714,0.10077012496367335,0.047875045405012716,0.09575009081002543
FAF2,-++--+----+-,0.005664731,0.9765473899175388,0.012219492576360316,-1,0.02443898515272063,0.10083545223392662,0.0478785236849753,0.0957570473699506
TOMM7,+-+--+++++++,0.033454494,0.012237848074386352,0.9905272190244293,1,0.024475696148772704,0.1008427782621331,0.04794769342535416,0.09589538685070832
RPS6KA5,++++++-+-++-,0.009146689,0.012251805937952468,0.7704233665601141,1,0.024503611875904937,0.10091543156059285,0.04794769342535416,0.09589538685070832
PAAF1,+++---++++++,0.02587986,0.01225869757134546,0.8967997336145519,1,0.02451739514269092,0.1009880848590526,0.04794769342535416,0.09589538685070832
CYP51A1,++++++-++---,0.001721632,0.01226868573324955,0.7433793909569462,1,0.0245373714664991,0.10106073815751235,0.04794769342535416,0.09589538685070832
CBX6,------++++++,0.007153003,0.01227661154174696,0.5245112021597113,1,0.02455322308349392,0.1011333914559721,0.04794769342535416,0.09589538685070832
RAB3GAP2,++++-+------,0.044184696,0.9815610165836215,0.01230910484584969,-1,0.02461820969169938,0.10119869233563386,0.04795117698343505,0.0959023539668701
RBM12B,+++-++------,0.011283738,0.7961881590434958,0.012313959294701863,-1,0.024627918589403726,0.10119869233563386,0.048023830281894796,0.09604766056378959
ENHO,-+----++++-+,8.0034e-4,0.08274930597590552,0.012328806181872244,-1,0.02465761236374449,0.10119869233563386,0.04809648358035455,0.0961929671607091
SKP2,-+----------,0.022522031,0.9982334577856298,0.012339863066574284,-1,0.024679726133148568,0.10119869233563386,0.0481691368788143,0.0963382737576286
INTS13,++++++------,0.008160615,0.748834967637203,0.012346240530414249,-1,0.024692481060828497,0.10119869233563386,0.04824179017727405,0.0964835803545481
SPC25,-+--++++++++,0.026258257,0.012346718004350804,0.9366561619113626,1,0.024693436008701608,0.10120604475443185,0.04831093352706139,0.09662186705412278
XPR1,-+++-+------,0.008609753,0.9812531087632435,0.012356318213904318,-1,0.024712636427808635,0.1012713403559753,0.0483144434757338,0.0966288869514676
TAS2R14,----+-----++,0.012525118,0.9012271636138224,0.012363138258969337,-1,0.024726276517938673,0.1012713403559753,0.04838709677419355,0.0967741935483871
CHCHD5,++++-+--++++,0.039134892,0.01236409698187169,0.9941107683439335,1,0.02472819396374338,0.10127869805289161,0.04845622956774428,0.09691245913548856
TTC30B,++++++++--+-,0.037850141,0.012372309839806346,0.9819160433542268,1,0.02474461967961269,0.10135135135135136,0.04845622956774428,0.09691245913548856
TK2,++++++++++++,0.069583245,0.012373833190775068,0.9998928194200452,1,0.024747666381550137,0.1014240046498111,0.04845622956774428,0.09691245913548856
NIPAL3,++++++---+++,0.054896439,0.012394968044954796,0.8396917828979135,1,0.024789936089909592,0.10149665794827085,0.04845622956774428,0.09691245913548856
COG5,++-++++++---,0.006179483,0.012395713395149761,0.8848881516109403,1,0.024791426790299522,0.1015693112467306,0.04845622956774428,0.09691245913548856
LSM3,++++-++++++-,0.063192128,0.0123983691256069,0.9867296154188769,1,0.0247967382512138,0.10164196454519035,0.04845622956774428,0.09691245913548856
SH3BP5L,++-++-++++-+,0.007526526,0.012400799752204674,0.9918146532568465,1,0.024801599504409348,0.1017146178436501,0.04845622956774428,0.09691245913548856
UQCRQ,+-+++++++++-,0.003687193,0.012404497809216753,0.874375888926414,1,0.024808995618433506,0.10178727114210985,0.04845622956774428,0.09691245913548856
ACO2,+-----++++-+,0.003453384,0.012431218614991992,0.7501919596628632,1,0.024862437229983984,0.1018599244405696,0.04845622956774428,0.09691245913548856
EIF4B,++++--++++++,0.019628813,0.012442744503973101,0.9980098024803861,1,0.024885489007946203,0.10193257773902935,0.04845622956774428,0.09691245913548856
SMAD6,+++++-+++++-,0.042099781,0.012473866196341096,0.9957200274560206,1,0.024947732392682193,0.1020052310374891,0.04845622956774428,0.09691245913548856
CDKN1B,++++++------,0.003219881,0.012485228737513317,0.7912755127533716,1,0.024970457475026634,0.10207788433594885,0.04845622956774428,0.09691245913548856
ZNF419,++++++--+--+,0.008693921,0.012499718871841894,0.8579461514720694,1,0.024999437743683788,0.10215053763440861,0.04845622956774428,0.09691245913548856
BRINP1,---+--------,0.026485548,0.9992132137398025,0.012513644447303242,-1,0.025027288894606484,0.1022157646204141,0.048459750072653296,0.09691950014530659
RNF135,-++-++++-+++,0.023342497,0.01255523836497465,0.9808710515006797,1,0.0251104767299493,0.10222319093286836,0.048528877588085724,0.09705775517617145
SDHD,+++++++++++-,0.036476272,0.012565549709292266,0.9994583031706311,1,0.025131099418584532,0.1022958442313281,0.048528877588085724,0.09705775517617145
RIOK2,++++-+++--+-,0.001211681,0.01256708810954947,0.9705072766976763,1,0.02513417621909894,0.10236849752978786,0.048528877588085724,0.09705775517617145
RNPEPL1,+++-+-++++++,0.039566503,0.012576999991026743,0.9576413023918573,1,0.025153999982053487,0.1024411508282476,0.048528877588085724,0.09705775517617145
ZKSCAN2,-++------+-+,0.065656813,0.9854696833311318,0.01257726771852578,-1,0.02515453543705156,0.10250635670177988,0.04853240337111305,0.0970648067422261
ANAPC4,+++-+++---++,0.053473656,0.012585346848373362,0.9536209734917943,1,0.025170693696746724,0.10251380412670735,0.04860152560842717,0.09720305121685434
NINJ1,+++--+++++-+,0.021382179,0.012586494650397552,0.992416075703619,1,0.025172989300795104,0.1025864574251671,0.04860152560842717,0.09720305121685434
NDUFA12,+++-+++++++-,0.028210692,0.012595360544398197,0.9957340208264678,1,0.025190721088796393,0.10265911072362685,0.04860152560842717,0.09720305121685434
TSHZ3,-------++--+,0.034016444,0.9227277221287205,0.012608109964363186,-1,0.02521621992872637,0.10272430076280421,0.0486050566695728,0.0972101133391456
FOXJ3,----+++-+-+-,8.76389e-4,0.9555616004886365,0.012608353073773493,-1,0.025216706147546987,0.10272430076280421,0.04867770996803255,0.0973554199360651
PSMB1,+++--++++++-,0.021180368,0.012637704564118009,0.9853780754263755,1,0.025275409128236018,0.1027317640220866,0.04874682164911006,0.09749364329822012
SHROOM3,------+++--+,0.012339214,0.8222295586275289,0.01264104548092358,-1,0.02528209096184716,0.10279694878314566,0.0487503632664923,0.0975007265329846
NKIRAS1,++++-+-+++--,0.069008993,0.012641070688313943,0.9865820502858776,1,0.025282141376627886,0.10280441732054635,0.048819469669451505,0.09763893933890301
PLA2G15,++++-+-++++-,0.005216953,0.012642994558458654,0.9740020565700451,1,0.025285989116917307,0.1028770706190061,0.048819469669451505,0.09763893933890301
ZFP69,-+++-+------,0.006090375,0.9661221196083623,0.0126637655264507,-1,0.0253275310529014,0.10294224482382855,0.04882301656495205,0.0976460331299041
STAT1,++++++++--++,0.027627535,0.012667571323714733,0.9977992267202148,1,0.025335142647429466,0.10294972391746585,0.04889211768979295,0.0977842353795859
CEP152,+++++++--+++,0.002803222,0.012705283767980842,0.9164698949125318,1,0.025410567535961683,0.10302237721592561,0.04889211768979295,0.0977842353795859
NAT8L,------++++++,9.85477e-4,0.012715222012487587,0.3784776164819541,1,0.025430444024975175,0.10309503051438536,0.04889211768979295,0.0977842353795859
CDH23,--+-++++-+++,0.044941054,0.012721261616058022,0.9562840796587865,1,0.025442523232116043,0.1031676838128451,0.04889211768979295,0.0977842353795859
ZNF550,++++++------,0.002906723,0.01273683536467508,0.8269300336606029,1,0.02547367072935016,0.10324033711130486,0.04889211768979295,0.0977842353795859
PTGER3,+----+--+---,0.038042032,0.9908763619269864,0.012767360420106165,-1,0.02553472084021233,0.10330548492553578,0.048895669863411796,0.09779133972682359
