gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
DUSP5,--------,2.21995e-4,0.7789595346551255,1.7925271385312036e-8,-1,3.585054277062407e-8
ETV3,--------,1.62732e-4,0.15455980566481703,3.6113740042184083e-6,-1,7.2227480084368166e-6
NR4A3,--------,0.001118376,0.08590471782697527,1.1178622813184171e-5,-1,2.2357245626368342e-5
ZBTB21,--------,0.004106003,0.002927218020033945,0.0017448243994264356,-1,0.003489648798852871
AGBL5,+++-++++,1.31829e-4,0.4668887022366547,2.8761384291797834e-7,-1,5.752276858359567e-7
NBPF2P,++++++++,8.59296e-5,5.52332825668661e-4,0.01895967235606398,1,0.001104665651337322
GPX4,++++++++,8.7679e-4,0.033041083079060785,3.059342703003488e-4,-1,6.118685406006976e-4
DDT,+-++++++,5.17889e-4,0.038110642328749784,1.5189862321838405e-4,-1,3.037972464367681e-4
NEDD9,--------,1.23189e-4,0.7705720203406389,4.0061174056526225e-7,-1,8.012234811305245e-7
CCN1,--------,9.6745e-4,0.4519942751021839,3.776984862340182e-6,-1,7.553969724680364e-6
EGR2,--------,0.001319323,0.21721764027927853,3.2399678220255286e-5,-1,6.479935644051057e-5
RP11-426C22.6,++++++++,0.001143498,0.508311745326563,4.312289319764827e-6,-1,8.624578639529654e-6
NDUFA2,++++++++,6.12726e-5,0.5624039923382974,2.9713830824542666e-6,-1,5.942766164908533e-6
SIK1,--------,0.0058867,0.10481324696451894,1.7332730256501628e-4,-1,3.4665460513003257e-4
LINC00473,--------,9.24745e-4,0.3021657322435011,3.550103904086639e-5,-1,7.100207808173278e-5
AC012370.2,--------,0.001005752,0.8628695114823647,1.010300481332249e-6,-1,2.020600962664498e-6
TRIB1,--------,0.001304623,0.6501742403689219,7.773569095686049e-6,-1,1.5547138191372098e-5
ARC,-----+--,7.60893e-4,0.8954667825291966,1.1374494559452668e-6,-1,2.2748989118905336e-6
NHP2,++++++++,2.40017e-4,0.14141466506921174,2.936314411630258e-4,-1,5.872628823260516e-4
RPS28,+++-++++,4.3403e-4,0.9123241544236587,6.119037765862497e-8,-1,1.2238075531724994e-7
EGR1,--------,0.002214409,0.47471821302950606,2.937812406231696e-5,-1,5.875624812463392e-5
LAMTOR4,+++-++++,7.60347e-4,0.49475094695391675,2.3453924021854092e-5,-1,4.6907848043708184e-5
RPL8,++++++++,2.1357e-5,0.599651005673536,2.2127732460444334e-5,-1,4.425546492088867e-5
NPAS4,--------,0.00108715,0.8220582256460024,6.477873917989274e-6,-1,1.2955747835978548e-5
PRDX5,++++++++,1.42607e-6,0.5012121810772447,3.8973559854917655e-5,-1,7.794711970983531e-5
BLVRB,++++++++,0.001006611,0.02713720358667439,0.004186591216980579,-1,0.008373182433961159
ZNF331,--------,0.001591073,0.5001134743062051,5.9039167088727316e-5,-1,1.1807833417745463e-4
CRIP2,++-+++++,3.67915e-6,0.766691562923066,6.8373380401588565e-6,-1,1.3674676080317713e-5
C1orf43,+++-++++,0.001660319,0.10460449706681221,4.386585784331906e-4,-1,8.773171568663812e-4
NR4A1,--------,0.00447965,0.519342343238284,5.1908354004193294e-5,-1,1.0381670800838659e-4
MRPL36,++++++++,7.38268e-6,0.28191183885834425,1.6975419678953797e-4,-1,3.3950839357907594e-4
YPEL5,++++++++,0.001303795,0.0018127175226063284,0.07104612383179208,1,0.0036254350452126567
EGR4,--------,0.002035188,0.5371193940563364,5.7302917692312537e-5,-1,1.1460583538462507e-4
COX6B1,++++++++,1.16734e-4,0.6568213944798591,2.295078420816392e-5,-1,4.590156841632784e-5
MISP3,+++-++++,1.94462e-4,0.7132132723812405,1.307419211329185e-6,-1,2.61483842265837e-6
UFC1,++++++++,0.009203424,0.083855933225649,0.0019000116921120264,-1,0.0038000233842240528
ANKRD37,-+-+----,0.001004973,8.359211415682401e-8,0.998283395086301,1,1.6718422831364802e-7
EEF2,-+--++++,8.97529e-5,0.9997399860030526,2.6845599460616883e-8,-1,5.3691198921233766e-8
PCDHB4,--------,6.68832e-4,4.6274884425061947e-4,0.20805282431866987,1,9.254976885012389e-4
RPS14,+++-++++,1.74313e-4,0.41653538603024215,5.032719198610563e-5,-1,1.0065438397221126e-4
QPRT,++++++++,6.52847e-5,0.11353502237047772,0.0014831471780467162,-1,0.0029662943560934325
TMEM161B-AS1,++++++-+,9.8031e-4,1.0835389736772381e-4,0.3411436382812456,1,2.1670779473544763e-4
RN7SL278P,++--++++,5.12758e-5,0.889184577179853,3.3401896881770325e-6,-1,6.680379376354065e-6
RPL10A,+++-++++,2.61478e-4,0.9437101569301793,3.302321961927459e-6,-1,6.604643923854918e-6
KLHDC9,-++-++++,4.84111e-6,0.009021644193334117,0.008332385734086454,-1,0.01666477146817291
SURF1,++++++++,0.007982506,0.027033915762295684,0.012338615898264625,-1,0.02467723179652925
ATXN7,--------,0.002090582,0.12863469823862705,0.0017795274377625009,-1,0.0035590548755250018
ZNF10,--------,0.003490946,0.0159108930121674,0.024688482568164194,1,0.0318217860243348
FNBP1L,--------,0.001051041,0.0012831780752995646,0.1332890722285071,1,0.002566356150599129
LRRC8C,--------,0.002213602,0.0010313213492049807,0.19659571742553933,1,0.0020626426984099613
NDUFS6,++++++++,0.002055551,0.19894788984629608,8.727474848726725e-4,-1,0.001745494969745345
AC092168.2,--------,0.001067823,0.13830247706419163,0.001805179182988356,-1,0.003610358365976712
MDGA2,--------,0.002616667,1.988303494103979e-4,0.4889113798843827,1,3.976606988207958e-4
RPL7A,++++++++,1.14484e-4,0.824730922704643,2.123422310632882e-5,-1,4.246844621265764e-5
RP11-295P9.3,--+-----,0.00623001,5.625356811165511e-4,0.2363703420446632,1,0.0011250713622331023
COPS9,++++++++,2.72445e-4,0.4073060000524918,2.63791074821549e-4,-1,5.27582149643098e-4
RPL36,+++-++++,2.28312e-4,0.8008819226236614,1.83170282598401e-5,-1,3.66340565196802e-5
FAM118A,--------,0.0042653430000000004,0.07063326324639935,0.007131929092621992,-1,0.014263858185243984
MIF,++-+++++,5.35398e-4,0.06842146089466337,0.0017203726026644053,-1,0.0034407452053288106
REX1BD,++++-+++,1.43341e-5,0.2499198894415098,0.00050577042510440665,-1,0.0010115408502088133
HERC6,++++++++,0.00288934,0.014937063448303946,0.03182488316898113,1,0.029874126896607893
RPS2,++++++++,6.73894e-4,0.7089060660306199,6.532429231492094e-5,-1,1.3064858462984188e-4
SPRED2,------+-,0.002121304,0.8848707288353757,9.020483559620406e-6,-1,1.804096711924081e-5
MRPL4,++-+++++,4.65164e-4,0.4274761022947692,1.5509073337336828e-4,-1,3.1018146674673656e-4
ILF3-DT,++++++++,0.007944985,0.006181580173578875,0.08393915320164635,1,0.01236316034715775
TET3,----+---,0.001737538,0.7780955000827926,4.0802017423334477e-5,-1,8.160403484666895e-5
RPL15,++++++++,0.001276514,0.269599706573206,8.581430824558219e-4,-1,0.0017162861649116438
RNU1-67P,+++-++++,0.002863373,0.594472385990787,1.262519765899598e-4,-1,2.525039531799196e-4
CCDC124,+---++++,9.17799e-7,0.9786361851649675,4.769959679315403e-7,-1,9.539919358630806e-7
SNU13,++++++++,6.21323e-4,0.2704562181685455,0.0010576943490510074,-1,0.0021153886981020147
UBE2M,-+--++++,4.9052e-5,0.970830953240946,1.3589951084606037e-6,-1,2.7179902169212073e-6
SPRY2,--------,0.00653533,0.6143205829087184,1.5408028843101498e-4,-1,3.0816057686202996e-4
DRAP1,++++++++,4.96972e-5,0.8821103007416548,2.240826763953905e-5,-1,4.48165352790781e-5
SDIM1,--------,0.001109434,0.6990069684777206,9.067771925251254e-5,-1,1.8135543850502508e-4
RPL10,-++-++++,5.81313e-6,0.9770195567298332,1.207150771150318e-6,-1,2.414301542300636e-6
NDUFB7,++++++++,7.87668e-5,0.4878655893540288,3.300230684203551e-4,-1,6.600461368407102e-4
RPS21,+++-++++,0.004426264,0.6716793994198322,9.922626217118475e-5,-1,1.984525243423695e-4
LINC01725,--------,0.007077561,0.04681437277653172,0.01730634282863903,-1,0.03461268565727806
C7orf50,-+++++++,1.35065e-4,0.8639334120693426,2.5906555252152446e-5,-1,5.181311050430489e-5
RP11-677M14.7,++++---+,4.04204e-4,2.7767797370853877e-8,0.9998480170658031,1,5.5535594741707753e-8
NLRP1,++-+-+++,3.34038e-4,0.13047552241815805,0.002061487254098866,-1,0.004122974508197732
MICOS13,+++-++++,1.45234e-5,0.153341786821303,0.001406791475297069,-1,0.002813582950594138
NDUFB9,++++++++,0.001398063,0.7168202857109199,1.331594619006663e-4,-1,2.663189238013326e-4
RPL23AP53,++--++++,1.87404e-4,0.9413367005512439,1.0920121841118612e-5,-1,2.1840243682237225e-5
RPL18,+++-++++,0.004467738,0.33216009592653783,4.518455203534386e-4,-1,9.036910407068772e-4
TMEM44-AS1,++++++++,0.007036187,0.022306472941963116,0.04184318714265049,1,0.04461294588392623
RP11-82L18.2,----+-+-,6.06573e-4,0.7797450768259845,6.472114302676536e-5,-1,1.2944228605353073e-4
GPR3,------+-,0.001015085,0.8269888215250005,5.4355068756840496e-5,-1,1.0871013751368099e-4
SCAND1,+-++-+++,7.81571e-7,0.38892127285598915,8.452894168751798e-5,-1,1.6905788337503595e-4
MTCO1P12,++++++++,0.002870475,6.886173543259731e-4,0.4588906044548848,1,0.0013772347086519461
COA3,++++++++,0.001297349,0.09018330082999615,0.007825069626377664,-1,0.015650139252755327
ELOF1,++--++++,9.19193e-5,0.9314568872496574,1.0729484452648773e-5,-1,2.1458968905297547e-5
DEAF1,++--++++,0.001223482,0.9325451623501552,5.045958841351516e-6,-1,1.0091917682703032e-5
OST4,++++++++,5.97486e-4,0.2684620609279905,0.0020990160492930115,-1,0.004198032098586023
GADD45GIP1,++++++++,1.26471e-6,0.6058998905402345,2.5111813425675387e-4,-1,5.022362685135077e-4
AC083799.1,--------,0.004333211,0.002483310244652306,0.22014333614001855,1,0.004966620489304612
LONRF1,--------,0.004010672,0.01190333168135934,0.09149574068956429,1,0.02380666336271868
PTCHD1,--------,0.002725473,5.0620006683547894e-5,0.8880405770921336,1,1.0124001336709579e-4
AC006946.17,----+--+,5.35026e-4,0.0656352296554301,0.0024814191189125572,-1,0.0049628382378251144
NPIPB13,----+---,1.36492e-4,0.785790680533286,1.1184812028987812e-4,-1,2.2369624057975624e-4
FAM43B,--+-----,0.003739818,0.10492648116877187,0.00526700268067965,-1,0.0105340053613593
CCDC85B,++++-+++,1.76488e-5,0.07706498675042273,0.00580958840373702,-1,0.01161917680747404
NDUFB4,+++-++++,4.69955e-5,0.7950544229279213,7.69976643939165e-5,-1,1.53995328787833e-4
KLF4,--------,2.45318e-4,0.5164125623582553,5.711173571868328e-4,-1,0.0011422347143736657
RP11-344A5.1,--------,0.00265749,0.016151713527476273,0.08052076154370538,1,0.032303427054952545
IMP4,-++-++++,4.99604e-4,0.9852761647634826,5.017565762968748e-6,-1,1.0035131525937497e-5
DCTN3,++-+++++,5.09701e-4,0.348429742424217,8.207105354279822e-4,-1,0.0016414210708559644
LINC00343,------+-,0.012981825,0.05817895335422754,0.020106336764206575,-1,0.04021267352841315
HECW1-IT1,----+---,0.00102506,0.5216518315305244,5.741478335519905e-4,-1,0.001148295667103981
LINC00269,++++++++,0.001913277,0.184250292353789,0.003757633898609939,-1,0.007515267797219878
SPTY2D1,--------,0.002723638,0.7711185304034149,1.687650170356174e-4,-1,3.375300340712348e-4
LSP1P4,--------,0.023440137,0.14211288411139358,0.009282433490315626,-1,0.018564866980631253
RP11-867G23.10,--------,7.61855e-5,0.4370246696482102,0.00111916113690077,-1,0.00223832227380154
RP11-397O4.1,----+---,0.004264672,0.16152263877234735,0.0052237695794592025,-1,0.010447539158918405
ERP44,-+------,7.58422e-4,6.393249841840477e-5,0.7385344748523406,1,1.2786499683680954e-4
RP11-667K14.3,----+---,0.002520926,0.9676804683312756,1.9827442079387263e-5,-1,3.9654884158774525e-5
MMAB,++++++++,0.004444297,0.03516458941127683,0.05008328754564624,1,0.07032917882255366
STAT6,-----+++,4.06613e-5,0.9995273180796425,9.151867618334893e-8,-1,1.8303735236669785e-7
OSBPL6,------+-,0.001862636,0.04698943148738497,0.023444879219713628,-1,0.046889758439427255
DNAJB5,--------,4.07769e-4,0.7803337619485005,2.1244544435157812e-4,-1,4.2489088870315624e-4
PROCR,++++++++,0.007670732,0.14739420151599789,0.00985143156376386,-1,0.01970286312752772
NOL6,----+-+-,4.95106e-4,0.6894616447647258,9.406846291479071e-5,-1,1.8813692582958142e-4
RN7SL151P,++++++++,9.92778e-5,0.4881829504499569,9.555710154371046e-4,-1,0.0019111420308742092
LMO2,++++++++,0.001281322,7.391548575528437e-4,0.5278093417948145,1,0.0014783097151056875
RP11-153M7.3,++++-+++,4.68644e-4,2.293526675137107e-4,0.720988645833557,1,4.587053350274214e-4
P2RX6P,----++++,2.74791e-4,0.9998803415013802,6.969514632745843e-8,-1,1.3939029265491686e-7
HDDC3,++++-+++,0.00210592,0.032894123627027275,0.04054718374986965,1,0.06578824725405455
FAM220A,++++-+++,0.014461234,0.05214006049507548,0.02579802414929501,-1,0.05159604829859002
NMRAL1,++++++++,0.003247795,0.48777010752834216,0.001085702085564942,-1,0.002171404171129884
FKBP8,+++--+++,4.35437e-6,0.9149082615770674,2.242217227126764e-5,-1,4.484434454253528e-5
DUSP1,--------,0.002136191,0.25472616392026715,0.005009589336357916,-1,0.010019178672715833
RINL,++++++++,0.001930082,0.48116398211179723,0.0012117186499621178,-1,0.0024234372999242357
RP11-645C24.5,--------,2.08551e-4,0.5305787565591142,7.546462582051095e-4,-1,0.001509292516410219
CR848007.2,--------,0.030817612,0.06221251183950495,0.038665488766388645,-1,0.07733097753277729
COPZ1,++++++++,2.97504e-4,0.0018729367634328139,0.3763919527148812,1,0.0037458735268656278
VEGFA,+-+-----,0.003993285,2.1750220244521964e-5,0.9595637696833744,1,4.350044048904393e-5
CTB-131B5.2,--------,0.001253795,0.29122024212528946,0.003711404778056496,-1,0.007422809556112992
BCL6,--------,0.026456644,0.21244862939069425,0.008256909162197314,-1,0.01651381832439463
CCNH,--------,0.005131359,0.091733023232823,0.022686742609942297,-1,0.045373485219884595
SAMD4A,--------,7.16375e-4,0.33090002161188425,0.0020153688450215462,-1,0.0040307376900430925
RP11-700J17.2,-+-+----,0.00283464,4.4694841261022456e-5,0.8759266543714677,1,8.938968252204491e-5
TRMT9B,--+-----,0.004323589,0.0016594976778855392,0.4225701273328242,1,0.0033189953557710783
ERCC1,-++-++++,2.64684e-4,0.9116163239728159,2.3494492971167352e-5,-1,4.6988985942334704e-5
SNORA73B,+---++++,5.04551e-4,0.9996042889289728,1.0266710287591427e-6,-1,2.0533420575182854e-6
SCUBE1,-------+,3.81305e-4,0.8808374269595127,6.794088607318965e-5,-1,1.358817721463793e-4
ESYT1,++++++++,0.002725509,0.0026795479436897934,0.36862819272835623,1,0.005359095887379587
CKB,++--++++,1.82118e-5,0.9741417381507036,9.815714615408023e-6,-1,1.9631429230816047e-5
SH3BGRL2,++++++++,1.95883e-4,0.0060794510626980365,0.1948363093525678,1,0.012158902125396073
GRASP,------+-,0.00157049,0.8520658956829813,8.294341953190789e-5,-1,1.6588683906381579e-4
BTG2,--------,0.034984151,0.17923940580689512,0.012057641539446658,-1,0.024115283078893317
EIF3K,++++++++,0.001011124,0.7219628677733154,4.91312537836692e-4,-1,9.82625075673384e-4
SLCO4C1,-----++-,0.001876387,0.4913637765297775,4.911864996429933e-4,-1,9.823729992859867e-4
CCDC28A,++++--++,2.76058e-4,4.614529789823814e-5,0.9529827044755562,1,9.229059579647628e-5
STARD13-IT1,--------,3.61505e-4,0.39797869021028637,0.0023829810392780463,-1,0.0047659620785560925
AIP,+++-++++,8.51329e-4,0.7664632805582157,2.0203174454267277e-4,-1,4.0406348908534554e-4
PDE4D,-+------,3.30356e-4,0.010935782492482416,0.13977187073641015,1,0.02187156498496483
RPL5,++++++++,0.002390898,0.3025194559823542,0.004411748144469607,-1,0.008823496288939215
CTB-78F1.2,--------,7.1943e-4,0.25272330674258275,0.005097514391980082,-1,0.010195028783960164
INHBA,----+++-,1.88165e-4,0.9983137200651788,3.6014829172684806e-6,-1,7.202965834536961e-6
B4GALNT4,----++++,1.57781e-4,0.99999274320034,2.2407058896456005e-7,-1,4.481411779291201e-7
SMG1P5,----+---,0.001556786,0.9161264439589862,7.210147092699734e-5,-1,1.4420294185399468e-4
SOX17,++++++++,0.00124281,0.0269348774390491,0.08206736377691494,1,0.0538697548780982
LDLRAD4,--------,0.003274262,6.60919914950565e-4,0.6384553791543334,1,0.00132183982990113
CCZ1B,++++++++,0.030889243,0.07547944351098135,0.04198278710199963,-1,0.08396557420399926
RN7SL396P,-+--++++,0.003780281,0.6378994126738434,3.370749308725954e-4,-1,6.741498617451908e-4
CPSF1P1,----++++,5.43687e-4,0.9999999999999368,1.847919562771416e-11,-1,3.695839125542832e-11
ORAI1,++++++++,0.009650818,0.018401607227548654,0.13994094824483477,1,0.03680321445509731
RP11-343N15.5,--------,0.006770923,0.010467959252550417,0.19319195947688642,1,0.020935918505100834
RP11-685N10.1,+-+-----,8.29325e-4,8.791441607457854e-5,0.8283339508598332,1,1.758288321491571e-4
JUNB,--------,0.013079518,0.5288314465783096,0.0018303227076306976,-1,0.0036606454152613953
SOD1,++++++++,0.004808796,0.08235666424456879,0.035636690114699915,-1,0.07127338022939983
EIF3I,++++++++,0.002014523,0.2319527573683979,0.005487783290954125,-1,0.01097556658190825
FIS1,++++++++,0.008277055,0.06294654145766279,0.035168145798066396,-1,0.07033629159613279
ANAPC11,+++-++++,5.37486e-5,0.7676162028350406,1.7500925074952054e-4,-1,3.500185014990411e-4
RP11-688I9.4,--------,0.005164656,0.31275663851633656,0.004143705388996581,-1,0.008287410777993161
CRY1,-++-----,0.001297082,3.154308980826612e-5,0.9654102851020583,1,6.308617961653224e-5
ANKRD20A7P,--------,0.023080317,0.1358112229689331,0.023875967443885832,-1,0.047751934887771665
MRPL41,-+--++++,6.87836e-5,0.9992552360138158,1.6520537321124584e-7,-1,3.304107464224917e-7
DCAF11,++-+++++,0.0025305,0.46639500930021816,0.0011837910968231522,-1,0.0023675821936463043
RP11-298D21.1,++++---+,2.84568e-4,4.003951340394385e-7,0.9994342147794911,1,8.00790268078877e-7
ITPR3,++--++++,0.001833984,0.9635004782948714,4.215663380974054e-5,-1,8.431326761948108e-5
EXOC3-AS1,++++++++,0.002937688,0.05617735714414468,0.04827695414420621,-1,0.09655390828841243
DHRS9,++++++++,0.003274032,0.0034831622808961546,0.3880240117763598,1,0.006966324561792309
NAA38,+++-++++,9.04149e-4,0.4875955456132898,0.0017690025759675107,-1,0.0035380051519350213
HLA-A,++++++++,0.00774014,6.8998008501574125e-05,0.966192790909461,1,1.3799601700314825e-4
R3HDM2,------+-,2.67589e-4,0.9827335280390693,3.5925563526136134e-5,-1,7.185112705227227e-5
SELENOW,+++-++++,0.002793305,0.2320641525337316,0.0030974445092355352,-1,0.0061948890184710705
GBP3,++++++--,0.004561531,1.7069479504451196e-5,0.9801916573822212,1,3.413895900890239e-5
SORBS2,----+-+-,0.001787139,0.8021513539273257,1.51453160326306e-4,-1,3.02906320652612e-4
GUK1,-+--++++,5.48489e-4,0.7924161247149161,3.619171686709478e-5,-1,7.238343373418956e-5
MAGI2-IT1,-+------,9.8666e-5,0.001852575674111545,0.44145999157094246,1,0.00370515134822309
PQBP1,+-++++++,0.00312298,0.35311180768832323,0.002112729168249475,-1,0.00422545833649895
PITHD1,++++++++,0.01079795,0.15221704077940237,0.020757604105399806,-1,0.04151520821079961
C8orf33,++++-+-+,4.21041e-4,1.416958022158391e-4,0.696155538026642,1,2.833916044316782e-4
NOS3,++--++++,8.2228e-4,0.894434290531432,1.2501206861746417e-4,-1,2.5002413723492834e-4
LCOR,-+------,0.001961434,0.0013411878703454643,0.5880502861444672,1,0.0026823757406909286
SNORD45,------+-,6.98476e-4,0.6249388046454354,9.931304653465712e-4,-1,0.0019862609306931425
LINC02024,--------,7.81641e-4,0.00228607551632034,0.4945549818356357,1,0.00457215103264068
RBBP9,++++++--,2.26421e-4,1.0719632324495607e-5,0.9921614020003795,1,2.1439264648991214e-5
AC144833.1,--------,0.004908663,0.08455435356712111,0.03385464776239181,-1,0.06770929552478362
RP11-138A9.1,--------,0.015653795,0.0904768920615712,0.04052574287641371,-1,0.08105148575282742
RNU4-2,+-+-++++,2.49044e-4,0.9895466092044171,7.075331604720238e-6,-1,1.4150663209440475e-5
MAPK1IP1L,--------,0.037330675,0.2342257174610141,0.011503555303393828,-1,0.023007110606787656
CCDC115,++++++++,0.00926366,0.21438814519602428,0.011004596496954814,-1,0.02200919299390963
PTPRE,--------,0.013984058,0.22671897567172064,0.011257985059297579,-1,0.022515970118595158
AC113189.5,+++-++++,0.003013626,0.008269385838334866,0.19189223854296777,1,0.01653877167666973
MRPL51,++++++++,0.00270936,0.08310158955131008,0.03900111329053343,-1,0.07800222658106686
BCL11A,--------,0.007064712,0.6659528660076233,0.001050046289819883,-1,0.002100092579639766
RP11-509P12.1,--------,0.007233803,0.029319124138870115,0.11110221348995186,1,0.05863824827774023
LINC01182,--------,9.88159e-4,0.44423710612066003,0.003245795293331891,-1,0.006491590586663782
KCTD21-AS1,+++++---,6.52656e-4,1.628774197228123e-5,0.9938948936216299,1,3.257548394456246e-5
RP11-195B21.3,--------,0.005934291,0.04395497909962653,0.07749275429204998,1,0.08790995819925305
ERCC2,++++++++,0.001112135,0.7025451091834989,9.834890063682743e-4,-1,0.0019669780127365487
MARCH2,-++-++++,1.74212e-4,0.49302307864288625,1.7009951771054503e-4,-1,3.4019903542109007e-4
RNF5,++++++++,0.015069626,0.11322282814174985,0.03391623241677913,-1,0.06783246483355826
ITPA,-+++++++,0.002905959,0.8133752147295131,3.604066562529081e-4,-1,7.208133125058162e-4
OAZ1,-+--++++,0.00423757,0.621361260968929,4.3951471589131114e-4,-1,8.790294317826223e-4
RP11-374A22.1,--------,0.002358574,0.23485329111181866,0.011429321799362803,-1,0.022858643598725605
LAMTOR2,++++++++,0.006408072,0.04182784810649861,0.07980275141459635,1,0.08365569621299722
ARL5B,-+------,0.002460311,0.00596159605419333,0.25236919430059096,1,0.01192319210838666
RPL14,+-+-++++,0.001688182,0.99364846303977294,3.2888390169841755e-6,-1,6.577678033968351e-6
CSRNP1,--------,0.004429018,0.43242174068152595,0.004456059875645986,-1,0.008912119751291973
SNORD113-1,--------,0.009069973,0.016828119581733,0.1935551481603037,1,0.033656239163466
RP11-266O8.1,-----+--,5.01055e-4,0.5432641080078705,0.0013637722383150958,-1,0.0027275444766301916
MCRS1,-++-++++,0.001828229,0.6585535703767247,5.71146407960223e-4,-1,0.001142292815920446
NCS1,+---++++,5.09994e-4,0.9985250089256705,4.161102720689254e-6,-1,8.322205441378508e-6
CHCHD10,+---++++,7.98659e-4,0.9995995942406765,3.2655740293812184e-6,-1,6.531148058762437e-6
TEK,++--++++,3.77471e-4,0.6504317384918271,6.72088661237498e-4,-1,0.001344177322474996
HCG22,----++++,0.001381474,0.9999999803801918,1.0683844299232024e-8,-1,2.1367688598464048e-8
HLA-C,++++++++,0.007461564,0.015958841393866264,0.22147336605169402,1,0.03191768278773253
PALM2,-+------,0.017933334,0.06565455729375021,0.0558697202983788,-1,0.1117394405967576
SPRY4,--------,0.004499285,0.5958073946068998,0.002078028306054061,-1,0.004156056612108122
C3orf18,++++++++,0.011239099,0.17031394134254002,0.01919512887727439,-1,0.03839025775454878
MEA1,++++++++,3.31177e-4,0.5253950430161711,0.0022647070179725916,-1,0.004529414035945183
MZT2B,++++++++,3.5281e-4,0.5843393169322605,0.001453567166727222,-1,0.002907134333454444
RN7SL434P,--+-+---,4.7316e-5,0.005240705737661225,0.1605987787365937,1,0.01048141147532245
COPRS,++++++++,9.94745e-4,0.3651103105562796,0.006613445103999183,-1,0.013226890207998367
GABRG3,--------,0.001534699,0.3032706183967247,0.008299644830612346,-1,0.016599289661224693
ASAP2,--------,0.012309429,0.10461511621197171,0.03969677703556455,-1,0.0793935540711291
SETP21,----+-+-,0.00115469,0.9931002947243195,5.942387020532535e-6,-1,1.188477404106507e-5
RN7SL1,-++-++++,8.13864e-5,0.972979757935963,7.721588629787529e-5,-1,1.5443177259575057e-4
LINC00471,+++++--+,3.21159e-4,2.6450633787250643e-5,0.9559014072159469,1,5.290126757450129e-5
RPS7,+++-++++,0.005129765,0.6122810502454896,0.0011299938988467196,-1,0.0022599877976934393
SPATC1L,++++++++,0.001343689,0.8047516981298085,4.942485283921345e-4,-1,9.88497056784269e-4
OXSR1,+-------,0.004242959,4.77492021317165e-4,0.8098244861147165,1,9.5498404263433e-4
PSME4,--------,0.012233025,0.2740850627168367,0.01410630428091223,-1,0.02821260856182446
RBM24,--------,0.012052711,0.2778190097929044,0.012975527078693917,-1,0.025951054157387833
RP11-727A23.10,--------,0.003356512,0.018882055240046228,0.18945189744143187,1,0.037764110480092455
XXbac-BPG299F13.17,++++++++,7.71997e-4,0.00828313832385304,0.29264935031119804,1,0.01656627664770608
RP11-116O11.2,--------,0.041245341,0.06483485736866015,0.09032783234860786,1,0.1296697147373203
KLF7,--------,0.055251243,0.02649091532428456,0.18663723302952057,1,0.05298183064856912
NPAP1,--------,0.002353525,0.15682843198618163,0.024332581401937885,-1,0.04866516280387577
FRG1,++++++++,0.028499879,0.02344340012184113,0.19857768265846842,1,0.04688680024368226
RPL29,+-+-++++,0.00166316,0.9566884440336691,7.170423370233863e-5,-1,1.4340846740467725e-4
COMMD9,++++++++,0.013983813,0.10161277149824363,0.048782686673642536,-1,0.09756537334728507
UST,--+-----,0.002246584,0.06792478211433035,0.03905228237199264,-1,0.07810456474398528
CARM1P1,----++++,1.44946e-4,0.9999428501994776,6.232282202266839e-8,-1,1.2464564404533677e-7
METTL26,++--++++,0.002201584,0.7019013467545298,5.429087160394765e-4,-1,0.001085817432078953
RPPH1,+-++++++,2.85864e-4,0.8953427338185123,2.5175599590511954e-4,-1,5.035119918102391e-4
BEX3,++++++++,0.013674381,0.3260796936255998,0.010245996902467415,-1,0.02049199380493483
GPR6,+++++-++,0.004299997,0.0010183135822162115,0.6782763138785697,1,0.002036627164432423
RP11-158G18.1,--------,0.004412897,0.09763154025106503,0.04104698750068888,-1,0.08209397500137776
MRPL34,+-++-+++,1.75295e-4,0.2066337960687528,0.004688235591880995,-1,0.00937647118376199
FAU,--++++++,1.41275e-4,0.9693030860493579,4.470303855527763e-5,-1,8.940607711055526e-5
XPOT,++++-+--,3.48571e-4,9.509730558887389e-7,0.9998910259299281,1,1.9019461117774778e-6
RP11-227D13.1,++++-+++,3.11017e-4,4.873148401474595e-4,0.7541450726354533,1,9.74629680294919e-4
SOCS5,--------,0.013140496,0.04271544682208157,0.10033632652573282,1,0.08543089364416313
ELOB,++++++++,1.7197e-4,0.8115131938216733,7.015849691212097e-4,-1,0.0014031699382424194
TSTA3,-++-++++,9.53332e-5,0.8848879743113027,1.940903396570894e-4,-1,3.881806793141788e-4
CCNT1,++++----,3.6569e-4,6.628704835538404e-7,0.9999685966056402,1,1.3257409671076809e-6
AP2S1,+++-++++,0.001044232,0.7548026969724523,7.955125515983183e-4,-1,0.0015910251031966366
HINT2,++++++++,0.00703562,0.3734815287757264,0.008904635606963645,-1,0.01780927121392729
HECTD2,--------,0.003155724,0.08788227445164157,0.051525847023581525,-1,0.10305169404716305
AC009245.3,+-++-+++,3.72407e-5,0.546279164992063,1.8586916776643317e-5,-1,3.7173833553286634e-5
MALAT1,----+---,5.3868e-4,0.14985199874536823,0.015204801753454612,-1,0.030409603506909223
