gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AFAP1-AS1,---+----,0.003185304,0.06291638860889497,0.9170621707777185,1,0.12583277721778993
PPP4R3A,++--+---,0.040100051,0.13422691004110077,0.7537011564080426,1,0.26845382008220153
TMEM258,+++-++++,0.147605065,0.7191177436235281,0.2363552805356044,-1,0.4727105610712088
RP11-156L14.1,++++----,0.00744085,0.0015215229505870205,0.9997797029211226,1,0.003043045901174041
HIKESHI,++++++++,0.025704225,0.21742090048690121,0.7514907427625632,1,0.43484180097380243
ZWILCH,++++--++,0.011320241,0.03644104421202934,0.9622414144640385,1,0.07288208842405867
LRIG2,+++-----,0.008648872,0.004932424582494869,0.992645018133145,1,0.009864849164989737
KAT8,+++-+++-,0.010278163,0.7551798719219245,0.11466603236920148,-1,0.22933206473840295
UFL1,++++----,0.011455453,4.625378946515841e-5,0.9999993498010379,1,9.250757893031683e-5
RP11-565F19.2,+-+-++-+,0.004919896,0.7297371345320112,0.04018264611611734,-1,0.08036529223223468
FAM181A,+++-+-++,0.07287595,0.4919696292172837,0.38253060769711533,-1,0.7650612153942307
AC022007.5,+-+--++-,0.034412,0.19817291886159635,0.3863587558213668,1,0.3963458377231927
GMNN,++------,0.014122918,0.03969335476959672,0.9633953118164523,1,0.07938670953919344
WIZ,----++++,0.002325038,0.9999741548730371,4.627412044981283e-5,-1,9.254824089962566e-5
ZNF395,--------,0.039640172,0.09585987832556511,0.9020993715824686,1,0.19171975665113022
SLC25A27,+++++-+-,0.037032214,0.04407768671265784,0.9412480252516884,1,0.08815537342531568
NIFK-AS1,+++-+--+,0.051235175,0.0676331748443842,0.795685899125416,1,0.1352663496887684
AC092162.1,--+---+-,0.018856596,0.0995900259949873,0.8424433553324719,1,0.1991800519899746
CHCHD3,+++++++-,0.057534321,0.3401972032012612,0.5121211871556337,1,0.6803944064025224
RP11-173A16.2,+-+--+--,0.021622154,0.07648838832564334,0.7983318934351129,1,0.15297677665128667
RNF20,+-++----,0.024251701,0.0049030245434355715,0.9802565035565711,1,0.009806049086871143
MIR568,++++----,0.003521202,5.611519536090595e-4,0.9997072047416964,1,0.001122303907218119
FAM171B,++++----,0.009590907,2.3481452477128555e-4,0.9999554646238492,1,4.696290495425711e-4
S100A1,+-+-++++,0.019415371,0.31893039324770406,0.4117682587446183,1,0.6378607864954081
MRPS36,++++++++,0.069520072,0.4213732730944103,0.48326997164649926,1,0.8427465461888206
SMIM32,++++--++,0.026870275,0.19889834987034682,0.5297783595990294,1,0.39779669974069365
ZNF600,++++++++,0.182901124,0.5593031128265196,0.4203883776176015,-1,0.840776755235203
RP11-422P24.11,+++++-+-,0.13058438,0.1484559106383617,0.7907509670832852,1,0.2969118212767234
CIAPIN1,-+++-++-,0.037783467,0.19050584533900128,0.5783013013971173,1,0.38101169067800256
HELB,++++++-+,0.037712066,0.13851091639504892,0.7909109333225283,1,0.27702183279009784
RP11-468I15.1,----+---,0.011255633,0.6015809060621602,0.19925525686835746,-1,0.3985105137367149
RP11-305O6.3,+-+-----,0.069110954,0.06372937425353523,0.9233846711044618,1,0.12745874850707045
RRP1,++--++++,0.014052506,0.9039908338104015,0.07035589811215308,-1,0.14071179622430616
GPATCH8,----+---,0.051354919,0.9297231107738733,0.07719971916450803,-1,0.15439943832901606
MFSD12,--+-++++,0.026169028,0.9947961051262852,0.011162012123409108,-1,0.022324024246818217
DNAJC19P9,++++--++,0.087327784,0.06161171858605472,0.8226456886767822,1,0.12322343717210944
AC011816.1,-++-+---,0.03683593,0.016448385320673903,0.9300176226748025,1,0.03289677064134781
KYNU,-++++-++,0.067972359,0.24008675098159823,0.6346225840581969,1,0.48017350196319647
LRRC8A,-----+-+,0.084893066,0.6757358339570867,0.20456048660170828,-1,0.40912097320341656
ANKMY2,+++++++-,0.104860313,0.20431027622892745,0.7473705935934768,1,0.4086205524578549
LINC00683,+-----+-,0.122545514,0.4655455967862026,0.41558323133484437,-1,0.8311664626696887
RP11-770J1.5,++-+-+++,0.036723918,0.7123510267813566,0.09258473588025405,-1,0.1851694717605081
ATF7IP2,----+-+-,0.079463992,0.937329198320529,0.043593555720075394,-1,0.08718711144015079
RCOR1,-+--+---,0.039244392,0.25418765956800926,0.522351795950141,1,0.5083753191360185
HSD17B12,++++----,0.001391285,1.690219603091517e-5,0.9999626755901264,1,3.380439206183034e-5
THAP12P2,--------,0.055755371,0.3790553892163141,0.5688956665312667,1,0.7581107784326282
MTCO3P11,-------+,0.156897837,0.6339308283439024,0.3268852577257002,-1,0.6537705154514004
THRA,+-+-++++,0.02346805,0.9826361479457149,0.028950100032773426,-1,0.05790020006554685
UOX,-++-----,0.057686202,0.1822178696606533,0.6606131423898061,1,0.3644357393213066
LINC00649,-+--++++,0.055424407,0.8519419813559452,0.03077936604773543,-1,0.06155873209547086
RABGEF1,--+-+---,0.021377059,0.6829436395651779,0.1598897111316659,-1,0.3197794222633318
SRRM1,+---+--+,0.040885369,0.5587404567981432,0.20267614226760172,-1,0.40535228453520344
ASL,-++-+-++,0.011202931,0.9334349935016677,0.004813540201327466,-1,0.009627080402654932
CLDN5,++++++++,0.141517647,0.7543151100573849,0.26772652975943956,-1,0.5354530595188791
C20orf204,--+----+,0.005661905,0.44327065911621133,0.20975012429924084,-1,0.4195002485984817
RAB11FIP1,++--+++-,0.011567694,0.8180463521203856,0.09284002552336584,-1,0.1856800510467317
IL10RB,+++++---,0.006862391,0.001049212724357529,0.9981251083028138,1,0.002098425448715058
AGPAT5,++++----,0.011332655,8.141754903450134e-6,0.9999999604848564,1,1.6283509806900268e-5
LLPH,+-++--++,0.089911329,0.04435159273884934,0.7787335749260998,1,0.08870318547769868
SNHG18,++++++--,0.018306801,0.017643146910406818,0.9647811996908402,1,0.035286293820813636
POU5F2,++--+---,0.032445513,0.13040775184928047,0.8270868174881649,1,0.26081550369856094
FKBP1A,----++++,0.008941136,0.9999891435035277,1.5082739463696603e-4,-1,3.0165478927393207e-4
CPPED1,-+++-+-+,0.025519223,0.0813680429477127,0.46294681929505965,1,0.1627360858954254
CRYBB2P1,--------,0.054260432,0.6997217854242865,0.23068348948823733,-1,0.46136697897647466
MT-TI,+-+-++++,0.031016962,0.5814968858959896,0.17541581181645885,-1,0.3508316236329177
IGFBP7,++++-+--,0.016493747,0.0014086764486011749,0.9987858677601638,1,0.0028173528972023497
FBXL5,++++++--,0.006080101,0.05504753208020921,0.9344185396986527,1,0.11009506416041842
AC021860.1,--------,0.038691814,0.7000736940302128,0.24544317027132942,-1,0.49088634054265884
RP11-809N8.5,---+++++,0.016856699,0.9891023268826111,0.0019574580497664145,-1,0.003914916099532829
SLC12A8,+++-++++,0.044887499,0.9203458452125912,0.07924067099512826,-1,0.1584813419902565
STIP1,++++++++,0.160809399,0.6380770746132279,0.3687141983760672,-1,0.7374283967521345
WDR35,++++----,0.005592214,2.5489045788399555e-4,0.9999962345986759,1,5.097809157679911e-4
AP001816.1,++-+++++,0.079375709,0.6899898920704437,0.14234962383741154,-1,0.2846992476748231
CYP51A1-AS1,++++-++-,0.036246156,0.11647393762595142,0.6248478042739393,1,0.23294787525190283
NKIRAS2,+++-++++,0.070095535,0.7025164370414959,0.10389109679910893,-1,0.20778219359821787
LIN7A,++-+++++,0.126333744,0.738962052086727,0.23432587778165012,-1,0.46865175556330024
RP11-462B18.3,+--+----,0.024115548,0.08058766619985402,0.9274727186221422,1,0.16117533239970805
PLAT,+++-++++,0.131398601,0.7671397085045042,0.21500841318792788,-1,0.43001682637585575
PLCH2,----++++,0.03238748,0.9998691553998424,0.0012882511394583743,-1,0.0025765022789167487
RP6-24A23.3,+++--+-+,0.042049717,0.2231556653775525,0.36147855920881705,1,0.446311330755105
RP11-316M1.12,++++-+-+,0.018776797,0.03770708356004929,0.657451703371948,1,0.07541416712009857
DDX50P1,+-+-----,0.044121146,0.08530723345008924,0.8258546841435259,1,0.17061446690017848
ADAM19,----++++,0.041629012,0.9999561471739867,8.041910202212436e-4,-1,0.0016083820404424872
ATG101,++-+-+++,0.048202876,0.4972204887084052,0.3459936386106517,-1,0.6919872772213034
EIF3F,--+-----,0.147885282,0.23750987528272985,0.6570452632024466,1,0.4750197505654597
SLC35F1,---+----,0.003968608,0.1116833671835112,0.8146687918161692,1,0.2233667343670224
RRP9,++++--++,0.044579868,0.12784895493423806,0.8503613260435807,1,0.2556979098684761
CACYBP,++++++++,0.124273231,0.24609166400830915,0.7552232850143494,1,0.4921833280166183
PDZD2,----++++,0.047304763,0.9996687674954687,0.0033651388481250833,-1,0.006730277696250167
ABR,----++++,0.032256739,0.9997274702034732,0.003233262428016398,-1,0.006466524856032796
NLN,+++++---,0.004869616,0.02690722961131868,0.9804118307889652,1,0.05381445922263736
ZFX,-++-+---,0.009459395,0.07223702157620518,0.8242566441818324,1,0.14447404315241036
LINC01844,----+++-,0.075975815,0.829701796259735,0.10165948045722759,-1,0.20331896091445517
SGPP2,++++--++,0.069459114,0.0496161215282512,0.967667190690802,1,0.0992322430565024
CERS3,----+--+,0.067361804,0.8750572657532569,0.09235977239190658,-1,0.18471954478381317
ITGBL1,++++++-+,0.085041246,0.21262790991074118,0.6439373075957758,1,0.42525581982148236
TDRD5,++++++++,0.065281705,0.10349286957601857,0.9217492557266695,1,0.20698573915203713
RNF11,-+-+-+++,0.017834,0.287984356207162,0.4520857723153885,1,0.575968712414324
C8orf34-AS1,-----+--,0.013169092,0.765512577058995,0.049844523566258195,-1,0.09968904713251639
PRMT5-AS1,+--+-+-+,0.014919989,0.5355717031592655,0.02937179300221648,-1,0.05874358600443296
PCSK1,------+-,0.081522309,0.4747222614342562,0.3358977630161139,-1,0.6717955260322278
SLC25A21-AS1,++++++-+,0.084948474,0.11626253153822527,0.8072292219221433,1,0.23252506307645054
OLFM4,++-++++-,0.055471378,0.37219129648132165,0.4394661138439775,1,0.7443825929626433
RPL23AP2,--+----+,0.004979293,0.8472374797446955,0.05713729266613071,-1,0.11427458533226142
PMVK,+---++++,0.127895174,0.950826365016492,0.03770790294440963,-1,0.07541580588881926
CDK4,++++++++,0.087493352,0.2108686999250672,0.7751453938530479,1,0.4217373998501344
NLRP2,----++++,0.017582536,0.999826514735226,0.0019649583367684054,-1,0.003929916673536811
FICD,-+++----,0.04642046,0.005820888127602522,0.9991178147535007,1,0.011641776255205044
GPT2,--+-----,0.074217558,0.27072108309540166,0.6539593798677008,1,0.5414421661908033
UNC45A,+++-++++,0.072909998,0.8455623088081332,0.0987749699980539,-1,0.1975499399961078
COL4A5,++++----,0.03547285,5.061004628425001e-4,0.9999794186947484,1,0.0010122009256850002
PTPRM,+++-++++,0.018328507,0.9151913519199657,0.07404778366982506,-1,0.14809556733965012
TECR,+-++++++,0.033888103,0.7731316960830188,0.13116637559764185,-1,0.2623327511952837
NCF4,++++++++,0.103721758,0.4136426163478323,0.52607765974498,1,0.8272852326956646
SLC30A4,-+++--+-,0.003685736,0.007915666410381023,0.9909309492558355,1,0.015831332820762045
SNRNP40,++++----,0.00171835,0.003856664232314278,0.9972770545691125,1,0.007713328464628556
UTP23,--+-+---,0.06399313,0.1710581984457402,0.6911761019479061,1,0.3421163968914804
RP5-867C24.1,----+---,0.051685154,0.4298104306284429,0.39822606838496716,-1,0.7964521367699343
RNF31,--+-++++,0.020602286,0.9903805074852107,0.0032061526039444672,-1,0.0064123052078889345
LINC00507,+++++++-,0.028903058,0.6982729997955505,0.16872351435243557,-1,0.33744702870487114
NFIX,----+--+,0.028966723,0.9453734859017141,0.03575040357297128,-1,0.07150080714594256
RGS9BP,++++++++,0.11110553,0.3598978293563674,0.5923816047258827,1,0.7197956587127348
COX10-AS1,--+-++--,0.010169388,0.9830406730402756,0.002718033612503422,-1,0.005436067225006844
PDK4,--------,0.051294732,0.26819752391614865,0.7341766669644778,1,0.5363950478322973
AGO2,----+---,0.027766518,0.9736950274919237,0.04637524334893396,-1,0.09275048669786792
RP11-440L14.4,--+++--+,0.051624766,0.11568732137337658,0.15702704846265975,1,0.23137464274675315
CHCHD3P2,-+--+---,0.007142755,0.8243816908692284,0.11832636331022145,-1,0.2366527266204429
TAMM41,+-------,0.026978371,0.1423620286320735,0.7519059659652061,1,0.284724057264147
PALLD,-++-----,0.023799134,0.10888153064546523,0.8137292373069888,1,0.21776306129093045
LINC01605,--+++-++,0.007118487,0.28858778575518074,0.14965368569956405,-1,0.2993073713991281
RP11-1060G2.2,+-+--+--,0.008678349,0.2934764786269688,0.22635280580605008,-1,0.45270561161210016
RFC2,+++-++++,0.01440535,0.9082155398830887,0.10173915037443104,-1,0.20347830074886208
ARHGDIB,+-++++++,0.09591957,0.6739677604437543,0.28668208194640876,-1,0.5733641638928175
PEX26,----++++,0.01659038,0.9999993682420031,9.721374403286713e-5,-1,1.9442748806573426e-4
TEX261,--+-----,0.066297569,0.4313931090927853,0.4136178063599788,-1,0.8272356127199576
RRM1,++++---+,0.018326118,9.592570386210989e-4,0.9993066561447246,1,0.0019185140772421977
DCAKD,++++-+-+,0.081294422,0.017136035153056117,0.9918226507496115,1,0.034272070306112234
CTD-2349P21.5,+---++-+,0.012328011,0.9444455137659987,0.017307253226914874,-1,0.03461450645382975
GOLGA6L5P,+-+---+-,0.039280823,0.4053378355892178,0.2040239379767988,-1,0.4080478759535976
MT-RNR2,++-+++-+,0.031832612,0.516596837839034,0.252576227374716,-1,0.505152454749432
INPP1,--+----+,0.082944405,0.2700116633514336,0.56181331778463806,1,0.5400233267028672
RUSC2,----++++,0.007805288,0.9997018531902906,0.0010159226432551946,-1,0.002031845286510389
PCDHB5,+-+-+---,0.071251587,0.19223103242087428,0.7002249218330066,1,0.38446206484174855
RP5-991G20.1,+---+---,0.013080824,0.16517860471780763,0.4381617458429356,1,0.33035720943561525
GAPDHP1,+++++-+-,0.003442426,0.14469369395259263,0.3409873599258086,1,0.28938738790518526
RTCA,+++++-++,0.033855304,0.17992486224303922,0.7985738817458347,1,0.35984972448607844
CTD-2196E14.9,-+-+++++,0.01419632,0.4472015315205422,0.23189395183237013,-1,0.46378790366474026
PRMT2,+++-+-++,0.078934006,0.16078428585435106,0.7641024894634906,1,0.3215685717087021
GTPBP1,--+++-++,0.018894051,0.9167736774915609,0.0181668801648697,-1,0.0363337603297394
IL15,++------,0.010703024,0.04280618179507892,0.9537652155346318,1,0.08561236359015784
ATXN2,+---+--+,0.059068903,0.7439214939571451,0.08178004869305285,-1,0.1635600973861057
ZMAT5,+-+-++++,0.106222015,0.9016197627144806,0.050193675517230134,-1,0.10038735103446027
ACPP,--++++++,0.09659338,0.9740256578780808,0.05233043456109138,-1,0.10466086912218275
TAF13,+-+++-++,0.099203875,0.3575967178598448,0.2917271811924559,-1,0.5834543623849118
LINC01534,+++-++++,0.108126676,0.8066597032004534,0.16391902304245248,-1,0.32783804608490497
IGFBP6,++++++++,0.073502427,0.5397824768640352,0.40484311499183767,-1,0.8096862299836753
ZDHHC4,-++--+++,0.019866403,0.11015309553341138,0.7206634108600558,1,0.22030619106682275
ACTR5,++++++--,0.018927625,0.15101512935019734,0.63820672203479,1,0.3020302587003947
DTNB,+---++++,0.005381977,0.9838084566336,0.005186500558062106,-1,0.010373001116124212
LAMP5,++++++-+,0.011469911,0.7183873042655773,0.2007652735233099,-1,0.4015305470466198
ZNF667-AS1,+++-++++,0.101276527,0.715456223219435,0.28184517990936686,-1,0.5636903598187337
DOK1,+++++-++,0.061059548,0.39197349765068146,0.5002529960294144,1,0.7839469953013629
MPV17L2,++++-+++,0.082877528,0.4242834611966607,0.5135509654532453,1,0.8485669223933214
OPTN,+--+++++,0.070858399,0.8343433616954616,0.1262748010786169,-1,0.2525496021572338
HIST4H4,+-+-++++,0.016814226,0.4955811930413703,0.09663585206196225,-1,0.1932717041239245
CCDC125,--+-++--,0.013511887,0.7673582132264953,0.11081885178239861,-1,0.22163770356479723
NR3C1,-+-+----,0.028358563,0.011403252060295873,0.9894905939271134,1,0.022806504120591747
ACY3,++++-++-,0.060191003,0.10779013313779441,0.8703217525111795,1,0.21558026627558882
MRPL20-AS1,+++--+++,0.088095594,0.6201220328933404,0.17656303247725705,-1,0.3531260649545141
SH2D3C,----++++,0.028355962,0.9999884704018793,2.8609102650680194e-4,-1,5.721820530136039e-4
RP11-320H14.1,-+-+----,0.030781608,0.005322820851647022,0.9948930566736522,1,0.010645641703294044
RPLP0P2,+++++-++,0.004019509,0.8425793897913819,0.10439323642911146,-1,0.2087864728582229
TNFSF15,-+--++++,0.064062314,0.9902425047852194,0.03444757272579485,-1,0.0688951454515897
TPRKB,+++++--+,0.04942418,0.03902930168945518,0.9127438493803344,1,0.07805860337891037
CENPH,++++--++,0.049246685,0.10649679151464252,0.6622531386699808,1,0.21299358302928503
LRRTM3,-+------,0.076935516,0.157514468585284,0.7177270045873357,1,0.315028937170568
MON1A,+-+--+++,0.008909656,0.5275200459297015,0.12642323688690524,-1,0.2528464737738105
KCNE2,-------+,0.037905531,0.2853940774230662,0.6480551171070079,1,0.5707881548461324
CUBN,+-+-----,0.122111059,0.02262208411950426,0.9686989939332091,1,0.04524416823900852
IL6R-AS1,---+--+-,0.043489322,0.27808735757144415,0.5117071854854304,1,0.5561747151428883
RP13-216E22.4,+-+-++--,0.047844537,0.23598276308860647,0.4571110633781586,1,0.47196552617721294
HIST1H4I,-+++++++,0.05401157,0.8428351746004956,0.12957766047554287,-1,0.25915532095108573
TLE3,----+-+-,0.110742509,0.8645612338293063,0.1482348512184662,-1,0.2964697024369324
ZC3H8,++-++++-,0.02608782,0.6018029539640575,0.22725837265591575,-1,0.4545167453118315
ARMC1,++++--+-,0.008546468,0.006480834635599072,0.998875013047138,1,0.012961669271198144
ABLIM1,+-+--+--,0.035740842,0.23169258040896934,0.6397570689235142,1,0.4633851608179387
SNAPC3,++++++--,0.028185544,0.11417417057025521,0.7943967069044641,1,0.22834834114051042
CARNMT1,-+--+---,0.059509759,0.6679284203077678,0.17136044579441734,-1,0.3427208915888347
CDC34,--+-+-++,0.004747549,0.9777959315047969,0.015767654734644646,-1,0.03153530946928929
AFDN,+-------,0.063222317,0.275251768409183,0.643813901296675,1,0.550503536818366
SPC25,-+--++++,0.026258257,0.9985878590442587,0.004268636157221538,-1,0.008537272314443076
SRSF6,--+-+---,0.012835979,0.8259519189055536,0.07455048396974029,-1,0.14910096793948058
RP11-75L1.2,+++-++++,0.045461228,0.26517771555852826,0.4954887932538677,1,0.5303554311170565
RP11-562A8.1,----+-+-,0.071405689,0.6195039897715453,0.20232303192698803,-1,0.40464606385397606
RP11-550F7.1,----+++-,0.03458588,0.947177460417618,0.010036800897363819,-1,0.020073601794727638
CEP72,-++-+-++,0.005581357,0.9324673717259799,0.030519776785241644,-1,0.06103955357048329
RNU1-100P,+-+-+++-,0.017497923,0.3426188105838744,0.19827947036175775,-1,0.3965589407235155
USP22,++-+++++,0.064522701,0.9102791388426585,0.09544582710832777,-1,0.19089165421665555
ATF7IP,----+---,0.075922899,0.6716437535653615,0.2348910711103887,-1,0.4697821422207774
PI4KAP1,+-+-++++,0.192079442,0.8774625559008379,0.1379707077093935,-1,0.275941415418787
HSF2,+++++---,0.045957916,0.015682513194349455,0.9961865063639868,1,0.03136502638869891
BMS1P15,-+---+--,0.009436237,0.8525411235478472,0.08375841183594461,-1,0.16751682367188922
RP11-171I2.3,++------,0.063888895,0.048806699057932335,0.9630968312375275,1,0.09761339811586467
CTPS2,+++-+---,0.001885331,0.004070952433524096,0.9864250350891107,1,0.008141904867048192
BBS9,+++-++-+,0.103851788,0.4583039289382189,0.2832425744252884,-1,0.5664851488505768
RP11-380P13.1,----+-+-,0.102123957,0.746660640732238,0.08837269573810602,-1,0.17674539147621204
LSM14A,-------+,0.121598548,0.6818505730123111,0.20555851682173013,-1,0.41111703364346025
FBXW4P1,--+-++++,0.002328875,0.9912389263425937,0.007390223053313284,-1,0.014780446106626568
ADGRB1,----++++,0.011597955,0.9999980175174665,5.772807052916098e-5,-1,1.1545614105832197e-4
USP9X,++-+----,0.044766862,5.034851819523437e-4,0.999726367904771,1,0.0010069703639046875
NUP62,--+---++,0.010236714,0.5103481265003532,0.05731310240431474,-1,0.11462620480862948
RP11-766H1.1,--+-+--+,0.019633378,0.35989225771523575,0.35132405517264165,-1,0.7026481103452833
SNORD116-2,----++++,0.007925402,0.9922532582159466,0.002916806981812684,-1,0.005833613963625368
RP11-817O13.8,+++--++-,0.056353517,0.49258089187593346,0.2639833078797039,-1,0.5279666157594078
NDC1,-+++--+-,0.02197444,0.004235061804455539,0.9957449501082583,1,0.008470123608911077
ENDOD1,++++----,0.050431517,4.1757335037794505e-5,0.9999997246692578,1,8.351467007558901e-5
ENOX1,-+--++--,0.006141602,0.6363523227498036,0.09309162949527,-1,0.18618325899054
RP11-168O16.1,--++----,0.025844422,0.014027625172122847,0.992603942850614,1,0.028055250344245695
ANKRD29,-++-++-+,0.048690967,0.6976702533571164,0.1504237546433521,-1,0.3008475092867042
LINC01792,++++----,0.026366378,2.0612714455417542e-4,0.9999571158855617,1,4.1225428910835084e-4
GLYR1,---+++++,0.005285637,0.9957975601190255,0.006609018021804008,-1,0.013218036043608015
IMPDH1,-+++-+++,0.008896303,0.8048970658269213,0.09719788341117948,-1,0.19439576682235896
PIAS2,-+------,0.034180679,0.24626243714080004,0.6427057088599637,1,0.4925248742816001
FBLN7,-+--++++,0.020162913,0.9911254446869514,0.0022930787327346074,-1,0.004586157465469215
NCL,+-++---+,0.00315869,0.17660128763597038,0.27261754312205283,1,0.35320257527194077
AKR1B1,-++--+-+,0.012326172,0.3373031854550988,0.17007583382689534,-1,0.3401516676537907
ZNF618,--+-++-+,0.006780196,0.990651098227564,0.001595586273742574,-1,0.003191172547485148
TNNC2,+---++++,0.026897574,0.9761679757566651,0.027757545463841005,-1,0.05551509092768201
MIR4461,+----+++,0.016033652,0.9544366096371142,0.0022607847412596882,-1,0.0045215694825193765
UGP2,++--++++,0.03214956,0.841339217999268,0.10242122907438751,-1,0.20484245814877503
RPL12P21,----++--,0.00738802,0.9892827736065507,0.011596530923692921,-1,0.023193061847385843
ARID2,+++-----,0.046287792,0.011039852090515521,0.994600895054859,1,0.022079704181031043
CTA-217C2.2,+----+--,0.053619956,0.4169409759507184,0.2878501768603949,-1,0.5757003537207898
PNPLA7,----++++,0.010187998,0.9999991852731182,4.045087268029396e-5,-1,8.090174536058792e-5
TCP1,++++-++-,0.105270284,0.11315201946337307,0.9100917654788688,1,0.22630403892674614
PTPN1,----+++-,0.111727994,0.9878456799922383,0.03354156970253325,-1,0.0670831394050665
BCOR,--------,0.201176921,0.4480805276846326,0.5537858327608056,1,0.8961610553692652
TESMIN,++++++++,0.020031997,0.6918097710672522,0.24165637298806766,-1,0.4833127459761353
BDP1,+---+-+-,0.018324866,0.9564161327034736,0.01113281206601433,-1,0.02226562413202866
ERI2,+++++---,0.014595576,0.008678531116255933,0.9969305480626085,1,0.017357062232511867
RP11-577H5.1,+++++++-,0.028358313,0.5694777864981014,0.34312373668311924,-1,0.6862474733662385
DNAJB12,-----++-,0.054640466,0.9403238881399754,0.06911762031190795,-1,0.1382352406238159
MDH1B,++++++-+,0.045794979,0.5785914009784324,0.31786652802422927,-1,0.6357330560484585
TAB2,-++-----,0.074240763,0.12895054065875142,0.8884770906852326,1,0.25790108131750283
FAM168B,++++++++,0.071091033,0.6654334422926728,0.2838512402653299,-1,0.5677024805306597
RP11-546B8.3,----+---,0.013094274,0.811104238935008,0.08422957485287069,-1,0.16845914970574138
PODXL2,-+-+-+++,0.013658318,0.8625859722316559,0.08290008440396969,-1,0.16580016880793938
GGCT,++-+++++,0.051214516,0.6523164566891866,0.31006995091254386,-1,0.6201399018250877
LINC00842,+++++---,0.012979331,0.013619675424720772,0.9780655897963135,1,0.027239350849441544
RP11-445H22.3,+-+-+-++,0.039235571,0.7568420903670272,0.07138408687115834,-1,0.14276817374231668
GAPDHP23,----++++,0.001379827,0.9999525751711723,1.1380497730051399e-4,-1,2.2760995460102798e-4
RP1-309F20.3,-+++----,0.002872885,3.9704088403502507e-4,0.9901055327498962,1,7.940817680700501e-4
CTD-2006H14.2,+--+-+--,0.002603906,0.008755680147954767,0.9036413089507678,1,0.017511360295909533
FGF22,+++--++-,0.043536754,0.3281528564690319,0.3179467707539514,-1,0.6358935415079028
RAB13,+-+-+---,0.045770746,0.44719718463507896,0.19761169725311162,-1,0.39522339450622324
PKN1,+-+-++++,0.066280505,0.949050685662536,0.06909313636339419,-1,0.13818627272678838
CALY,++++++++,0.028038714,0.6464816427965592,0.3170584738988107,-1,0.6341169477976214
XKR7,------++,0.107642322,0.9621364471826711,0.047467008750175455,-1,0.09493401750035091
OCLN,----+---,0.067812292,0.47194746050157327,0.40182319139212447,-1,0.8036463827842489
AC123886.2,----+--+,0.115279018,0.9719407137348107,0.04432340870644014,-1,0.08864681741288027
PVALB,--+-++++,0.042333025,0.9862477764741502,0.010947268434815659,-1,0.021894536869631318
SRCAP,----+-++,0.017767396,0.9990328250773532,0.003460857773714653,-1,0.006921715547429306
TCEAL5,+--++-++,0.021790634,0.6987974775237531,0.028665643482593504,-1,0.05733128696518701
NUDT6,+++-++--,0.008649483,0.027436889401487436,0.9367922535333232,1,0.05487377880297487
FNDC4,-+--++++,0.05088798,0.9882394923853715,0.012034879004533067,-1,0.024069758009066133
NOL7,++++++++,0.199437759,0.27474657649162737,0.7484105555227881,1,0.5494931529832547
TMC6,++++---+,0.046304726,0.015711033458370542,0.9930323856421638,1,0.031422066916741084
MEIS1,++++----,0.030559847,0.0011979181528548113,0.999944424608387,1,0.0023958363057096227
MTMR10,++++----,0.03038804,8.868404607791403e-4,0.9999880934786068,1,0.0017736809215582806
ICAM1,++++++--,0.055197062,0.1094465082559214,0.87473801725873,1,0.2188930165118428
DTX3,--+-++++,0.014520061,0.9998667200301778,9.199808095591461e-4,-1,0.0018399616191182922
SEPSECS,++++++--,0.044033824,0.010758117637405695,0.9926828601091363,1,0.02151623527481139
RPGRIP1,+++-++++,0.013174284,0.71119275448043,0.15570185168877942,-1,0.31140370337755885
FAM222B,-------+,0.071797405,0.9775801575522728,0.054415322279999616,-1,0.10883064455999923
ZNF100,++++++++,0.129608002,0.5983950697613506,0.39343104693428166,-1,0.7868620938685633
PMP2,++++----,0.012178469,6.2763313159391e-4,0.9999530419716967,1,0.00125526626318782
CHRM2,--+----+,0.019608725,0.2759192183094804,0.493245016796097,1,0.5518384366189608
ARHGEF26,+++-----,0.073084875,0.07851073623746017,0.9011104307523,1,0.15702147247492035
VPS52,+-+++-++,0.129707669,0.27959800302703364,0.3708326888722252,1,0.5591960060540673
PSMB2,++++-+++,0.075557243,0.5406813593493517,0.3283047378866874,-1,0.6566094757733748
KLK6,++++---+,0.043284445,0.0016242471777330506,0.9984678993415588,1,0.003248494355466101
C4orf47,+-+++---,0.018863989,0.007348369604948685,0.9827249668412934,1,0.01469673920989737
C9orf153,--+-----,0.06811422,0.21689075826227583,0.7399311914029381,1,0.43378151652455166
SLCO2A1,----+++-,0.04787926,0.997939966093022,0.0017259550710026366,-1,0.0034519101420052733
QARS,++++++++,0.158116371,0.6130956338346021,0.37865305830897755,-1,0.7573061166179551
RP13-52K8.1,++++----,0.024539664,0.0037787259563586426,0.999145955009685,1,0.007557451912717285
RND3,----++++,0.049685545,0.9998450503029997,0.003277839485529454,-1,0.006555678971058908
MIR378D2HG,+----++-,0.009979513,0.8820981539290291,0.07598388360323054,-1,0.15196776720646107
SPATA9,++++----,0.003783339,7.201177046830831e-4,0.9999336361087515,1,0.0014402354093661662
