gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
TTC9B,+---++++,2.17879e-4,0.9980043372908795,2.7343662571115336e-4,-1,5.468732514223067e-4,0.9481293134762078,0.02208499818379949,0.04416999636759898
NFKBID,--------,0.060719742,0.5691178471345146,0.08193806865959441,-1,0.16387613731918882,0.5557573556120595,0.2239738467126771,0.4479476934253542
TMEM42,++++-+++,0.024523215,0.015273090325398546,0.7286432553188299,1,0.030546180650797092,0.1004722121322194,0.6220849981837995,0.2009444242644388
CELF2,--------,0.035818179,0.6835029908346837,0.05201957115268463,-1,0.10403914230536926,0.6230294224482383,0.18612422811478388,0.37224845622956776
NIT1,++++++++,0.008236002,0.13787982360054404,0.35454320640413906,1,0.2757596472010881,0.2753359970940792,0.41990555757355613,0.5506719941881584
SIGIRR,-++-++++,0.022405922,0.953030828334491,0.0057882114438957315,-1,0.011576422887791463,0.8289865601162368,0.07649836541954232,0.15299673083908463
ARRB2,----++++,0.001218337,0.9989958699614315,3.818418775906231e-5,-1,7.636837551812462e-5,0.9585179803850346,0.007918634217217582,0.015837268434435163
MFNG,++++++++,0.018360893,0.14582630157620927,0.3583247730441448,1,0.29165260315241853,0.283617871413004,0.4221576462041409,0.567235742826008
NSA2,++++++++,0.030015509,0.8604625835560964,0.021381859125558948,-1,0.042763718251117896,0.7375953505266981,0.13047584453323646,0.2609516890664729
JTB,++++++++,0.02624003,0.7045329957715605,0.038353750457882446,-1,0.07670750091576489,0.6353069378859426,0.1648383581547403,0.3296767163094806
TMEM175,--+-++++,0.002199186,0.968403502116346,4.433977590225239e-4,-1,8.867955180450478e-4,0.8532509989102797,0.02687976752633491,0.05375953505266982
GMPR2,-+++++++,0.021174395,0.2596449162439406,0.21525460891326062,-1,0.43050921782652124,0.3704322557210316,0.3340355975299673,0.6680711950599346
RGR,----+---,0.011554608,0.7758549864162368,0.022629054884079514,-1,0.04525810976815903,0.6792589901925172,0.13330911732655285,0.2666182346531057
RGS1,----+--+,0.020471955,0.8240046509554343,0.022169884665999222,-1,0.044339769331998444,0.714420632037777,0.1320741009807483,0.2641482019614966
BASP1,+--+-+++,0.001784353,0.6231004773720692,0.0022927931415694,-1,0.0045855862831388,0.5885216127860515,0.05375953505266982,0.10751907010533963
ETS2,------+-,0.055563497,0.46904825759861424,0.06692950211852836,-1,0.1338590042370567,0.5004722121322194,0.206683617871413,0.413367235742826
GHRL,++++++++,0.015087278,0.37696636163592634,0.1471703490159293,-1,0.2943406980318586,0.4432982201235016,0.283617871413004,0.567235742826008
CPSF6,--------,0.079958189,0.2522458736275787,0.2543864965577224,1,0.5044917472551574,0.3651289502361061,0.3609880130766437,0.7219760261532874
EIF4A3,--------,0.025604322,0.5209811810706136,0.1016736479309179,-1,0.2033472958618358,0.529095532146749,0.24431529240828187,0.48863058481656374
C3orf52,------+-,0.011513369,0.5189298662124775,0.07704881061946915,-1,0.1540976212389383,0.5279331638212859,0.21830730112604432,0.43661460225208865
USF1,++++++++,0.024833009,0.29165152287631807,0.19499352538484443,-1,0.38998705076968887,0.39193606974209955,0.31994188158372683,0.6398837631674537
SAT2,++--++++,0.023398365,0.9508687235685619,0.0016085496067355818,-1,0.0032170992134711637,0.8261532873229205,0.04569560479476934,0.09139120958953868
CHORDC1,+-------,0.012360092,0.019513257034871355,0.822500348221237,1,0.03902651406974271,0.11420268797675263,0.6822375590265165,0.22840537595350527
HNRNPA0,-----+--,0.016671442,0.7788772729319774,0.027168411157484102,-1,0.054336822314968204,0.6814384308027607,0.14246276788957501,0.28492553577915003
PPP2R3C,++++++++,0.038298832,0.2378837118353442,0.29761560293602846,1,0.4757674236706884,0.3549582273883037,0.38859426080639303,0.7099164547766074
CDH24,-------+,0.001917409,0.7883626323286985,0.012648172601668662,-1,0.025296345203337324,0.687540864511442,0.10584816563748638,0.21169633127497275
CTXN1,+---++++,4.17563e-4,0.9986507403598731,7.556616810337583e-5,-1,1.5113233620675165e-4,0.9544496912459135,0.012132219397021431,0.024264438794042862
HNRNPAB,+-+++-++,0.011138457,0.10013872070240065,0.06490538985534527,-1,0.12981077971069055,0.2361060661096985,0.20326916091536507,0.40653832183073013
FRMD6,------+-,0.019312644,0.7384935406084516,0.026214332307306628,-1,0.052428664614613256,0.6557210316018889,0.14035597529967309,0.28071195059934617
RPS20,+++-++++,0.016090482,0.8948027844358488,0.009640853731748694,-1,0.01928170746349739,0.767889575009081,0.09509625862695241,0.19019251725390482
GAP43,+-++++++,0.014679654,0.7151562160436828,0.03289522651584706,-1,0.06579045303169412,0.6414820196149655,0.15415909916454776,0.3083181983290955
MX2,-+++-+++,0.003329921,0.90481837466332,0.004725242438354413,-1,0.009450484876708826,0.776679985470396,0.07039593171086088,0.14079186342172176
PKIG,----++++,0.003167699,0.997109075346614,0.0010733529028660773,-1,0.0021467058057321547,0.9404286233200145,0.03864874682164911,0.07729749364329822
AKT1,+++-++++,0.002979595,0.7840080164428594,0.009080102839857515,-1,0.01816020567971503,0.6847075917181257,0.09262622593534327,0.18525245187068654
ARMC10,+++++++-,0.002755961,0.011868283145641739,0.9010464555977232,1,0.023736566291283477,0.08921176897929531,0.7490010897203051,0.17842353795859062
NSFL1C,+---++++,0.00296874,0.9997677210639246,5.9569030548466085e-5,-1,1.1913806109693217e-4,0.9769705775517618,0.010679258990192517,0.021358517980385034
UBE2E1,++++++++,0.0220498,0.4937394233381807,0.11731478125248455,-1,0.2346295625049691,0.5128950236106066,0.2573919360697421,0.5147838721394842
FOXJ3,----+-+-,8.76389e-4,0.7782079140591209,0.014465062742116086,-1,0.028930125484232173,0.6808572466400291,0.11202324736650926,0.22404649473301852
TMEM108,----+-+-,0.028819018,0.6261057222165185,0.02897689941146595,-1,0.0579537988229319,0.5897566291318561,0.1468942971304032,0.2937885942608064
GSTP1,+++-++++,0.013955267,0.14496823552075472,0.3327411275483907,1,0.28993647104150944,0.2826007991282238,0.40820922629858336,0.5652015982564476
VPS54,-+--+---,0.001686946,0.02571979409955163,0.42812104096289844,1,0.05143958819910326,0.12858699600435888,0.45986196876135127,0.25717399200871777
MTPAP,----+---,0.013998149,0.9242410425742869,0.011231144106368905,-1,0.02246228821273781,0.796585543043952,0.09989102796948783,0.19978205593897566
EIF4B,++++++++,0.019628813,0.29158088566857826,0.19985102717576742,-1,0.39970205435153483,0.39179077370141663,0.3235742826007991,0.6471485652015982
THOP1,-+--++++,0.009645612,0.9112862454253793,0.006495444397796079,-1,0.012990888795592157,0.783363603341809,0.08027606247729749,0.16055212495459498
CMPK2,++++-+++,0.004615058,0.0756945847497393,0.4097697730639121,1,0.1513891694994786,0.2082818743189248,0.4494006538321831,0.4165637486378496
ZNF550,++++----,0.002906723,1.4558664373893123e-4,0.9999374577532509,1,2.9117328747786246e-4,0.009589538685070832,0.9867780602978569,0.019179077370141663
FBN2,+++-++-+,0.002580165,0.7449844997187128,0.02053151649866042,-1,0.04106303299732084,0.6597166727206684,0.12873229204504177,0.25746458409008355
DYNLRB1,+--+++++,0.011277442,0.860462347895531,0.002843731214323814,-1,0.005687462428647628,0.7375227025063567,0.058481656374863786,0.11696331274972757
ZFAND2B,+++-++++,0.024668183,0.7191730514256095,0.03353578846809212,-1,0.06707157693618424,0.643370868143843,0.1556120595713767,0.3112241191427534
CLDN12,--------,0.049156741,0.07209345680912417,0.618229048667456,1,0.14418691361824834,0.20406828913912095,0.5616418452597167,0.4081365782782419
ST8SIA1,-++-----,0.006458779,0.0010641498217476893,0.954230222334118,1,0.0021282996434953787,0.02666182346531057,0.8112604431529241,0.05332364693062114
GIMAP6,++++++++,0.018659911,0.27184702771903907,0.24369566404282386,-1,0.4873913280856477,0.3795132582637123,0.3540138031238649,0.7080276062477298
UBXN7,-+------,0.002223326,0.0031586326312314198,0.9576752693777824,1,0.0063172652624628395,0.04656738103886669,0.8167090446785326,0.09313476207773339
ADCK5,-++-++++,0.010717345,0.730454575992473,0.03000059820811085,-1,0.0600011964162217,0.6507083181983291,0.14878314565928077,0.29756629131856155
LRRIQ3,++++----,0.006741096,3.964060828613495e-5,0.9999936955204363,1,7.92812165722699e-5,0.004940065383218307,0.9962949509625862,0.009880130766436615
PTGS2,------+-,0.028673116,0.9734576772506699,0.005468190424288948,-1,0.010936380848577896,0.8633490737377406,0.07446422084998183,0.14892844169996367
FLRT2,--------,0.011085289,0.11520185168615149,0.4876084518990283,1,0.23040370337230298,0.25165274246276786,0.4921903378132946,0.5033054849255357
ZNF493,--------,0.036307473,0.055812796052709904,0.5934507749130454,1,0.11162559210541981,0.1822012350163458,0.5487831456592808,0.3644024700326916
CPSF2,++++----,0.016079405,2.9036618649660865e-7,0.9999999999088285,1,5.807323729932173e-7,5.085361423901198e-4,1,0.0010170722847802397
ZNF638,+++-+---,0.001959458,6.268684683459959e-4,0.9857143112493837,1,0.0012537369366919919,0.019542317471848893,0.8751907010533962,0.03908463494369779
CERK,-++-++++,0.035364245,0.9151138932060239,0.01186471162486007,-1,0.02372942324972014,0.787286596440247,0.10308754086451144,0.20617508172902288
INTS13,++++----,0.008160615,2.4837285876297226e-4,0.9997711482685157,1,4.967457175259445e-4,0.012931347620777333,0.9752270250635671,0.025862695241554667
TAOK1,++-+----,0.005214149,1.4698502422082267e-4,0.9997941267554374,1,2.9397004844164534e-4,0.009662186705412277,0.9762440973483473,0.019324373410824554
THAP4,--+-++++,0.001238506,0.9949500258092431,2.7624076862410037e-4,-1,5.524815372482007e-4,0.9261896113330912,0.022157646204140936,0.04431529240828187
TIE1,++++++++,0.046109936,0.8713959207699343,0.02104755312775268,-1,0.04209510625550536,0.7463857609880131,0.1298946603705049,0.2597893207410098
EAPP,++++++++,0.015688095,0.44302609894107586,0.14228660282160557,-1,0.28457320564321115,0.4853614239011987,0.27904104613149294,0.5580820922629859
PPP2R1B,--------,0.070630309,0.3911930783707077,0.14695607290158427,-1,0.29391214580316855,0.45339629495096256,0.2833272793316382,0.5666545586632764
COMMD6,++++++++,0.002591044,0.06912709826010477,0.579698057923621,1,0.13825419652020954,0.20021794406102433,0.540355975299673,0.40043588812204867
RACK1,-++-++++,0.036366632,0.916866616408669,0.003725652074404249,-1,0.007451304148808498,0.7894660370504903,0.06451144206320378,0.12902288412640756
YBEY,++++++++,0.075472413,0.4942894999889243,0.13053594622423145,-1,0.2610718924484629,0.5131856156919724,0.2691609153650563,0.5383218307301126
IARS2,++++++++,0.005794141,0.028694781023196617,0.7731801644729336,1,0.057389562046393235,0.13541590991645477,0.6494733018525245,0.27083181983290955
TIMMDC1,+++-++-+,7.61204e-4,0.00949411548025134,0.8630493321268892,1,0.01898823096050268,0.08143843080276063,0.7150018162005085,0.16287686160552126
PURG,+-------,0.004210172,0.030395777031156916,0.7535600485691143,1,0.06079155406231383,0.1384671267707955,0.637486378496186,0.276934253541591
TNFRSF13C,++++++++,0.051229696,0.15543060195904262,0.37998308570955375,1,0.31086120391808525,0.29219033781329457,0.4335633853977479,0.5843806756265891
MRPS21,++++++++,0.012823962,0.8179057480698981,0.0305379493590018,-1,0.0610758987180036,0.7098438067562659,0.15016345804576825,0.3003269160915365
STARD13,--------,0.060423092,0.427787834932256,0.13841421481874253,-1,0.27682842963748505,0.47577188521612784,0.27591718125681075,0.5518343625136215
SNX3,++++++++,0.066686198,0.3908429825855275,0.15839273585028893,-1,0.31678547170057786,0.4532509989102797,0.2928441699963676,0.5856883399927352
ANKRD24,----++++,0.002183442,0.9999973131818838,1.262671046558904e-5,-1,2.525342093117808e-5,0.9965128950236106,0.004576825281511079,0.009153650563022158
TTC6,+++++++-,0.002300537,0.4384392878954723,0.08139208645387305,-1,0.1627841729077461,0.4826734471485652,0.22353795859062842,0.44707591718125683
SSU72,+--+++++,0.00102002,0.9638141392056395,0.0011669488498821873,-1,0.0023338976997643746,0.8452597166727207,0.039738467126770795,0.07947693425354159
ZC3H7B,----++++,0.002809492,0.9998689572146774,1.0448183418617317e-4,-1,2.0896366837234634e-4,0.9817653468942972,0.014093715946240464,0.02818743189248093
RPL34,++--++++,0.005492571,0.9571564525706698,0.004600363791677032,-1,0.009200727583354064,0.8344351616418453,0.06988739556847076,0.13977479113694152
PSMB6,++++++++,0.041874473,0.4405675693695938,0.15174406058753073,-1,0.30348812117506146,0.4839084634943698,0.287686160552125,0.57537232110425
RPL27,+++-++++,0.012964086,0.3745880416983976,0.08038499149132804,-1,0.16076998298265607,0.44199055575735563,0.22208499818379948,0.44416999636759896
TSPAN18,-------+,0.073838607,0.25713281179991376,0.19874869057598846,-1,0.3974973811519769,0.36847075917181255,0.3231383944787505,0.646276788957501
ZNF587B,----+---,0.007812065,0.6309094296524237,0.038753890164075495,-1,0.07750778032815099,0.592008717762441,0.16556483835815475,0.3311296767163095
SELENOH,--+++++-,0.002668892,0.3411171482615724,0.06981394410752574,-1,0.13962788821505148,0.42084998183799494,0.21009807482746096,0.4201961496549219
PLEKHO1,----++++,0.005384238,0.9998167317836334,6.26322410876669e-5,-1,1.252644821753338e-4,0.9787141300399564,0.011042499091899746,0.02208499818379949
NUDT12,++++----,0.001181641,1.5449269082988223e-4,0.9993553673193717,1,3.0898538165976446e-4,0.010170722847802398,0.9617871413003996,0.020341445695604796
ZSWIM4,----+-+-,0.029131353,0.8875429429433532,0.010052654378714698,-1,0.020105308757429396,0.7607700690156193,0.09647657101343989,0.19295314202687977
NUDC,+---++++,0.005211966,0.9901000233983467,3.0213803316865844e-4,-1,6.042760663373169e-4,0.9053396294950963,0.023392662549945514,0.04678532509989103
CD2BP2,++++--++,0.005205236,0.15552440979235735,0.28516243374114697,1,0.3110488195847147,0.292262985833636,0.38082092262985834,0.584525971667272
HSPB6,--+-+-+-,9.61192e-4,0.6919697193403263,0.0059083007582086625,-1,0.011816601516417325,0.6275335997094079,0.07715219760261532,0.15430439520523065
NCBP1,+-+-----,0.003438202,0.00394376241601589,0.9720716889695077,1,0.00788752483203178,0.05252451870686524,0.8421358517980385,0.10504903741373048
PHF5A,++++++++,0.009700549,0.047660815816572694,0.7070555675107694,1,0.09532163163314539,0.1689792953142027,0.6095168906647294,0.3379585906284054
PA2G4,+-++-+++,1.81207e-4,0.7648272995397445,0.010189420539582886,-1,0.020378841079165773,0.6717762440973484,0.09691245913548856,0.19382491827097711
COX8A,-+--++++,0.010834067,0.8809816144317648,0.0016829397753840851,-1,0.0033658795507681702,0.754522339266255,0.04649473301852525,0.0929894660370505
PHF21B,+---+---,0.006210897,0.44412273952380416,0.05128419693168376,-1,0.10256839386336752,0.48616055212495457,0.18525245187068654,0.37050490374137307
CCDC91,++++++-+,0.02686565,0.26083296647003157,0.21659328480941478,-1,0.43318656961882956,0.37115873592444604,0.3348347257537232,0.6696694515074464
RFC4,-+++++++,0.030712504,0.1957551453000426,0.266320535850369,1,0.3915102906000852,0.3245913548855794,0.3694878314565928,0.6491827097711588
ARPC1B,+++-++++,0.060791438,0.5257714501479119,0.09438211464287229,-1,0.18876422928574457,0.5320741009807483,0.23748637849618598,0.47497275699237196
MSTO1,+++-++-+,0.016895783,0.7523428366243502,0.010987357166403961,-1,0.021974714332807923,0.6644387940428623,0.09909189974573193,0.19818379949146386
TMED7,++++----,3.26372e-4,9.75831343154052e-6,0.9999835284744812,1,1.951662686308104e-5,0.002179440610243371,0.9938975662913185,0.004358881220486742
CBX4,+-++++++,0.062860742,0.35736622975080057,0.10460744859229734,-1,0.20921489718459468,0.43080276062477296,0.2475118053033055,0.495023610606611
PLD4,++++++++,0.016603621,0.22836460373138961,0.28615615728316535,1,0.45672920746277923,0.34856520159825644,0.3818379949146386,0.6971304031965129
ELAVL1,-------+,0.013862945,0.8933905034518668,0.015197748787575958,-1,0.030395497575151916,0.7663639665819106,0.11471122411914275,0.2294224482382855
LYRM9,-+--++++,0.022830124,0.9992981863163259,2.5058993447522177e-4,-1,5.011798689504435e-4,0.9638212858699601,0.021140573919360698,0.042281147838721396
YIPF3,++++-+++,0.049836203,0.11043755021809303,0.33118161904634763,1,0.22087510043618605,0.24685797312023247,0.40726480203414456,0.49371594624046494
ZFAT,----+-+-,0.011016323,0.9823799297645486,0.001293689959721362,-1,0.002587379919442724,0.881656374863785,0.041264075553941154,0.08252815110788231
MX1,++++++++,0.054017506,0.41675944482463956,0.15121517911864807,-1,0.30243035823729614,0.4693062114057392,0.28710497638939336,0.5742099527787867
POLR2K,+++-++++,0.040617537,0.6764786297634897,0.04249094052833069,-1,0.08498188105666138,0.618743189248093,0.17144932800581184,0.34289865601162367
SLC35F5,++------,0.001116404,6.629558630602062e-4,0.9912664269562333,1,0.0013259117261204124,0.02005085361423901,0.8958227388303669,0.04010170722847802
TBC1D32,++--+---,0.005572566,0.002790172540540816,0.9022396145790957,1,0.005580345081081632,0.04416999636759898,0.7500908100254268,0.08833999273519796
RNF103,++-+----,7.41884e-4,0.0013396358316889458,0.9847525118971878,1,0.0026792716633778917,0.030657464584090084,0.8727206683617872,0.06131492916818017
LETMD1,+++-++++,0.039048621,0.7658726549029257,0.030708806586088707,-1,0.061417613172177414,0.6726480203414457,0.15059934616781692,0.30119869233563384
SNTB2,------+-,0.041270002,0.6417631858564234,0.04898303943029616,-1,0.09796607886059232,0.5982564475118053,0.1811115147112241,0.3622230294224482
INSYN1,+---++++,8.37758e-4,0.9948341491451776,0.0010727782017628498,-1,0.0021455564035256997,0.9258263712313839,0.03857609880130766,0.07715219760261532
KRT10,-+++++++,0.008508431,0.8065409403812481,0.02838430258484867,-1,0.05676860516969734,0.7007628042135852,0.14522339266254994,0.2904467853250999
NDUFA3,-++-++++,0.018523475,0.9320080265766918,0.00853197277334592,-1,0.01706394554669184,0.8050127134035597,0.0895023610606611,0.1790047221213222
FOXF2,++--++++,4.58726e-4,0.8665863861488123,0.002892788811607001,-1,0.005785577623214002,0.7420995277878678,0.05877224845622957,0.11754449691245913
PALM,----++++,2.2065e-4,0.9999987270916082,1.2514219459739025e-6,-1,2.502843891947805e-6,0.9978205593897567,0.0010170722847802397,0.0020341445695604794
AMOTL1,-----+-+,0.025433736,0.7108600541763026,0.0303599483781982,-1,0.0607198967563964,0.638794042862332,0.14980021794406104,0.2996004358881221
MRI1,+++-++++,0.045414572,0.1497168264087764,0.37606584249082525,1,0.2994336528175528,0.28732292045041774,0.4311660007264802,0.5746458409008355
CYSLTR2,+++-++++,0.026963241,0.6177135234023869,0.06485476792887525,-1,0.1297095358577505,0.5848892117689793,0.2031965128950236,0.4063930257900472
CIAO3,-++-++++,0.013144447,0.7410647200917234,0.024806063916405326,-1,0.04961212783281065,0.6574645840900836,0.1373774064656738,0.2747548129313476
RUNX1T1,------+-,0.016056196,0.6917464285433516,0.04035337532076552,-1,0.08070675064153104,0.6272430076280421,0.16839811115147113,0.33679622230294226
FN3KRP,++++++++,0.055103918,0.34604424091813013,0.20762417427176327,-1,0.41524834854352655,0.42404649473301853,0.32858699600435887,0.6571739920087177
RBM42,++++++++,0.010102066,0.5976937522663551,0.07286075986790155,-1,0.1457215197358031,0.5721031601888849,0.21329458772248455,0.4265891754449691
SETBP1,----++++,0.013396429,0.9999056679643346,1.031973669852067e-4,-1,2.063947339704134e-4,0.9847439157282964,0.013948419905557573,0.027896839811115147
MACROD1,++++++++,0.067332013,0.10828846139830156,0.515380264057865,1,0.21657692279660312,0.24460588448964765,0.5081002542680711,0.4892117689792953
MICOS10,-++-++++,0.009576649,0.994316604550687,6.247430303402265e-4,-1,0.001249486060680453,0.9226298583363604,0.03123864874682165,0.0624772974936433
KCTD17,----++++,0.002294672,0.9980597647812639,6.032710056948964e-4,-1,0.0012065420113897929,0.9485652015982564,0.030802760624772975,0.06160552124954595
CPNE7,++-++++-,0.009754364,0.23674242546493812,0.16723680962784546,-1,0.3344736192556909,0.35408645114420634,0.2996004358881221,0.5992008717762441
UBA7,+++-++++,0.022622014,0.8655048212246202,0.02028763600998661,-1,0.04057527201997322,0.741663639665819,0.12822375590265164,0.2564475118053033
MCFD2,++++++++,0.031407507,0.06883843822483515,0.6519077119498335,1,0.1376768764496703,0.19963675989829277,0.5780602978568834,0.39927351979658554
YWHAE,+-+++-++,0.025757616,0.21931942870912177,0.0551460169193665,-1,0.110292033838733,0.342462767889575,0.1915728296403923,0.3831456592807846
PRDM8,----++++,0.00238633,0.9999846111385524,6.169548513335783e-6,-1,1.2339097026671565e-5,0.9927351979658554,0.0032691609153650564,0.006538321830730113
AGO4,--+-+---,0.028706972,0.06705628036273359,0.38155863606286433,1,0.13411256072546718,0.1968034871049764,0.43443516164184526,0.3936069742099528
KIF17,-+--++++,0.002484718,0.9959338192386611,0.0011296213863113181,-1,0.0022592427726226363,0.9324373410824555,0.03930257900472212,0.07860515800944425
GPR132,+-++++++,0.004110871,0.7964050591313705,0.017361897857967833,-1,0.03472379571593567,0.6934253541590991,0.12103160188884853,0.24206320377769705
PLEKHM1,----+-++,0.001673561,0.9978656737545546,8.504853668245047e-4,-1,0.0017009707336490094,0.9470395931710861,0.0354522339266255,0.070904467853251
CCM2,-+++++++,0.0039711,0.9793206940124543,0.0028929213673867665,-1,0.005785842734773533,0.8745368688703233,0.05884489647657101,0.11768979295314203
COG5,++-++++-,0.006179483,0.05404679819660292,0.3246542485977995,1,0.10809359639320584,0.17922266618234653,0.40385034507809664,0.35844533236469306
SNX25,--+-----,0.03432083,0.33536456913615814,0.1721780159001192,-1,0.3443560318002384,0.41721758082092264,0.30337813294587723,0.6067562658917545
CFH,-+++++++,0.082792949,0.712332533542468,0.05602444786970545,-1,0.1120488957394109,0.6395931710860879,0.19280784598619688,0.38561569197239376
TPST2,-+-+++++,0.0271148,0.7807681931552968,0.01718244671527926,-1,0.03436489343055852,0.6828187431892481,0.12023247366509263,0.24046494733018525
ZNF605,----+---,0.001775304,0.07471214257431316,0.4140276821870506,1,0.14942428514862632,0.2074827460951689,0.45237922266618236,0.4149654921903378
FAM241B,+-+-++++,0.010606664,0.8712930809674895,0.012719004459667956,-1,0.02543800891933591,0.7461678169269887,0.10628405375953505,0.2125681075190701
ESF1,+-++----,0.009147316,0.002014056742658941,0.8506451977403302,1,0.004028113485317882,0.038067562658917545,0.7038140210679259,0.07613512531783509
CDH1,++++---+,0.005030868,2.13689329454659e-4,0.9990392098960901,1,4.27378658909318e-4,0.012132219397021431,0.9545949872865964,0.024264438794042862
DYRK3,--------,0.023707255,0.3268919828128783,0.1846057925232562,-1,0.3692115850465124,0.4117689792953142,0.31311296767163094,0.6262259353432619
ODC1,++++++++,0.003506759,0.1362894433601024,0.40547885981637594,1,0.2725788867202048,0.27366509262622596,0.4470032691609154,0.5473301852524519
RPRD1A,++++++++,0.025473453,0.13382799611603255,0.45062727462824076,1,0.2676559922320651,0.2714130039956411,0.4723574282600799,0.5428260079912822
DDOST,+++++-++,0.035170244,0.04248798409585806,0.6671922484799664,1,0.08497596819171611,0.1601162368325463,0.5865601162368326,0.3202324736650926
IFI44,+++-++++,0.058745803,0.5861349979207467,0.08016181639151672,-1,0.16032363278303344,0.5646930621140573,0.2217944061024337,0.4435888122048674
SLC8A3,----++++,0.003421707,0.9998480489049404,1.7547150032948177e-4,-1,3.5094300065896354e-4,0.9803850345078097,0.01888848528877588,0.03777697057755176
ADCY4,+---++++,0.024461555,0.996595573577805,7.351086555364466e-4,-1,0.0014702173110728931,0.9371594624046494,0.03363603341808936,0.06727206683617871
AFAP1L2,++++++++,0.015157977,0.9037729730476249,0.018288708573565876,-1,0.03657741714713175,0.77588085724664,0.12350163458045768,0.24700326916091536
CHCHD6,++--++++,0.011915161,0.4668413575789808,0.06170945883707796,-1,0.12341891767415591,0.49894660370504906,0.19949146385760988,0.39898292771521976
SPIDR,+---++++,0.012936018,0.9948102453860078,0.001016030909850024,-1,0.002032061819700048,0.9256810751907011,0.0379949146385761,0.0759898292771522
TSR3,+++--+++,0.003036394,0.5257421224674448,0.04500865708606691,-1,0.09001731417213382,0.5320014529604068,0.17617144932800582,0.35234289865601165
TEAD1,--+-----,0.045816203,0.024668225869317172,0.8564744831171054,1,0.049336451738634345,0.12604431529240828,0.7092626225935343,0.25208863058481656
PTGES2,++++++++,0.01958802,0.934955537020801,0.013981085209528753,-1,0.027962170419057505,0.8080639302579005,0.11057028695968035,0.2211405739193607
PSD,-+--++++,0.003752796,0.9990433111013659,3.477803927409469e-4,-1,6.955607854818938e-4,0.9596803487104977,0.024337086814384307,0.048674173628768615
RALB,++-+++++,0.021575572,0.7711154819945414,0.03609850223147029,-1,0.07219700446294058,0.6765710134398838,0.16062477297493644,0.32124954594987287
SNRPA,+-+++-++,0.040462653,0.14078499754803134,0.28671448900710717,1,0.2815699950960627,0.27816926988739554,0.3822012350163458,0.5563385397747911
TEF,++-+++++,0.020223351,0.22642706793498105,0.25974255039909316,1,0.4528541358699621,0.34711224119142753,0.36556483835815473,0.6942244823828551
LAMTOR1,++++-+++,0.04420049,0.193249130979548,0.31884804928672367,1,0.386498261959096,0.3226298583363603,0.3996367598982928,0.6452597166727206
ABHD14B,++++++-+,0.039522916,0.10764090000787731,0.46821303263418906,1,0.21528180001575462,0.24366146022520888,0.4818743189248093,0.48732292045041775
ZNF521,+-+-----,0.014652428,0.009070125461412578,0.8984447974701509,1,0.018140250922825157,0.07991282237559026,0.7468216491100618,0.15982564475118052
CYP51A1,++++-++-,0.001721632,0.12660818949077748,0.09659686140263758,-1,0.19319372280527516,0.2634217217580821,0.2397384671267708,0.4794769342535416
POLR3C,++++++++,0.094827551,0.23310820131272073,0.3085005014930895,1,0.46621640262544145,0.3515437704322557,0.3940428623320015,0.7030875408645114
ST8SIA5,----+-++,0.011568644,0.9933205934841687,6.710983235445722e-4,-1,0.0013421966470891443,0.9177624409734835,0.03225572103160189,0.06451144206320378
NFIC,-----+++,0.008100859,0.992860420378132,0.0023927814619821835,-1,0.004785562923964367,0.9152924082818743,0.05463131129676716,0.10926262259353432
AKR1C2,--+-++++,0.01018392,0.9943226179639413,0.0020392602630888435,-1,0.004078520526177687,0.9227025063567018,0.050780966218670544,0.10156193243734109
SOD2,++++-+++,0.038834351,0.02819409793450006,0.8542263972821103,1,0.05638819586900012,0.13425354159099165,0.7067199418815837,0.2685070831819833
IMP3,++++-+++,0.036078357,0.4383792543373942,0.1178609287072137,-1,0.2357218574144274,0.48260079912822373,0.2578278241917908,0.5156556483835816
PHOSPHO2,++--+---,0.003044658,0.015980890426865457,0.7312550058807615,1,0.031961780853730914,0.10308754086451144,0.6232473665092626,0.20617508172902288
RPL41,+-++++++,0.008272681,0.8344231554298879,0.00897620640258194,-1,0.01795241280516388,0.7208136578278241,0.09204504177261169,0.18409008354522338
MFAP3L,-++-----,0.018380803,0.004478843223192064,0.9822414001795743,1,0.008957686446384129,0.055793679622230294,0.8659644024700327,0.11158735924446059
HIVEP1,----+++-,0.037466869,0.9085283370698364,0.0029476437257911986,-1,0.005895287451582397,0.7801670904467853,0.05920813657827824,0.11841627315655648
CKLF,++------,0.005335351,0.04684835997314629,0.5025215710168294,1,0.09369671994629258,0.1680348710497639,0.501561932437341,0.3360697420995278
SLC25A11,++++++++,0.006577035,0.5190339194195125,0.10812751645918622,-1,0.21625503291837245,0.5280784598619688,0.24954594987286596,0.4990918997457319
PLD5,----++--,9.87995e-4,0.12363002304811942,0.167296383733902,1,0.24726004609623883,0.26087904104613147,0.2998183799491464,0.5217580820922629
FAF2,-++-----,0.005664731,0.003036221280127485,0.9797416020434103,1,0.00607244256025497,0.04584090083545223,0.8586996004358881,0.09168180167090446
CAPNS1,+-++++++,0.00252779,0.927621773269648,0.006217650524530933,-1,0.012435301049061867,0.8007264802034144,0.07882310207046858,0.15764620414093716
