gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
CYTH4,++++++,0.002469272,3.842636722668973e-5,0.9992232738263028,1,7.685273445337946e-5,0.005811841627315656,0.007046346070027605,0.011623683254631312
ASXL3,------,0.002256491,0.9996173669847829,3.935979818357716e-5,-1,7.871959636715433e-5,0.005884062182188,0.007046857973120232,0.011768124364376
LRRC4,------,0.00586899,0.9999741861521426,4.001668877036431e-5,-1,8.003337754072862e-5,0.005884062182188,0.007119505993461678,0.011768124364376
PER3,++++++,0.005688337,4.1112421242661374e-5,0.9999982905034632,1,8.222484248532275e-5,0.005884489647657101,0.007191631556007555,0.011768979295314203
SHANK1,------,0.010933975,0.9999955887334396,4.111395264486485e-5,-1,8.22279052897297e-5,0.005956704925177974,0.007192154013803124,0.011913409850355949
MMACHC,++++++,0.002141633,4.136401938400133e-5,0.9999158429033643,1,8.272803876800265e-5,0.0059571376679985475,0.00726427429899753,0.011914275335997095
GANC,++++++,5.87023e-4,4.171114404314455e-5,0.9998576575128125,1,8.34222880862891e-5,0.006029785688339993,0.00726427429899753,0.012059571376679986
BTD,++++++,2.71108e-4,4.1898039762175016e-5,0.9999689636603024,1,8.379607952435003e-5,0.006102433708681438,0.00726427429899753,0.012204867417362876
STK3,++++++,0.012562367,4.201639760185974e-5,0.999998504066003,1,8.403279520371948e-5,0.006175081729022884,0.00726427429899753,0.012350163458045769
CCN2,------,0.008882238,0.9999868373784524,4.268708740582531e-5,-1,8.537417481165061e-5,0.006247275897137876,0.00726480203414457,0.012494551794275752
CCDC102B,++++++,0.005527404,4.331081847379977e-5,0.9999792554645743,1,8.662163694759955e-5,0.00624772974936433,0.007336917041987506,0.01249545949872866
TSPAN3,++++++,0.004209717,4.336702101336135e-5,0.9999216027930009,1,8.67340420267227e-5,0.006320377769705775,0.007336917041987506,0.01264075553941155
NMRK1,++++++,0.005411011,4.460782139491427e-5,0.9999962404679106,1,8.921564278982854e-5,0.006393025790047221,0.007336917041987506,0.012786051580094443
ITGA2,++++++,0.00597956,4.466432627832202e-5,0.9999901667755756,1,8.932865255664404e-5,0.006465673810388667,0.007336917041987506,0.012931347620777333
SLC44A5,------,0.004353812,0.999994932816717,4.566013889115064e-5,-1,9.132027778230128e-5,0.006537846869097777,0.007337450054486015,0.013075693738195554
MDGA1,----+-,0.001472792,0.9972544437574975,4.7181710603083464e-5,-1,9.436342120616693e-5,0.006537846869097777,0.007410098074827461,0.013075693738195554
TMEM98,++++++,0.009183869,4.766952135192221e-5,0.9999176698250208,1,9.533904270384442e-5,0.006538321830730113,0.007482202527967456,0.013076643661460226
PARP14,++++++,0.011203247,4.7747417382535735e-5,0.9999985137363776,1,9.549483476507147e-5,0.006610969851071558,0.007482202527967456,0.013221939702143116
CLTCL1,++++++,0.001117366,4.7761882762703314e-5,0.999988998331792,1,9.552376552540663e-5,0.006683617871413004,0.007482202527967456,0.013367235742826007
TMEM144,++++++,0.021784796,4.8181346768119426e-5,0.9999993668895044,1,9.636269353623885e-5,0.00675626589175445,0.007482202527967456,0.0135125317835089
PLEKHO1,------,0.005384238,0.9999887055716465,4.82861675194528e-5,-1,9.65723350389056e-5,0.006828417841057678,0.007482746095168907,0.013656835682115356
TSPAN8,++++++,0.001756774,4.8656315455891684e-5,0.999720681522925,1,9.731263091178337e-5,0.006828913912095895,0.007554845270957431,0.01365782782419179
TMEM94,------,0.010157431,0.9999977472300929,4.8971581004781926e-5,-1,9.794316200956385e-5,0.006901060584047654,0.007555394115510352,0.013802121168095307
SLFN11,++++++,0.026029852,4.8996895598232325e-5,0.9999997060011458,1,9.799379119646465e-5,0.006901561932437341,0.007627488013947407,0.013803123864874683
ARL4D,------,0.018639628,0.9999990134371664,4.932382781442897e-5,-1,9.864765562885795e-5,0.006973703327037629,0.007628042135851798,0.013947406654075258
SLC31A2,++++++,0.010391349,4.995010734065561e-5,0.999993813245469,1,9.990021468131122e-5,0.006974209952778787,0.007700130756937382,0.013948419905557573
NPAS2,------,0.002164429,0.9999232292639232,5.0566024434128796e-5,-1,1.0113204886825759e-4,0.007046346070027605,0.007700690156193244,0.01409269214005521
PLEKHM2,-+----,0.00651143,0.9918387480617663,5.158938444175189e-5,-1,1.0317876888350377e-4,0.007046346070027605,0.007773338176534689,0.01409269214005521
SAMD5,------,0.001158159,0.9990039248620888,5.1627057888205384e-5,-1,1.0325411577641077e-4,0.007046346070027605,0.007845986196876134,0.01409269214005521
SAMD4A,------,7.16375e-4,0.9979362558489404,5.2077188991327975e-5,-1,1.0415437798265595e-4,0.007046346070027605,0.007918634217217582,0.01409269214005521
COL13A1,----+-,6.29313e-4,0.9960305640161305,5.305567381436837e-5,-1,1.0611134762873674e-4,0.007046346070027605,0.007991282237559027,0.01409269214005521
TRIQK,++++-+,2.30034e-4,5.458006352343493e-5,0.9869187950321275,1,1.0916012704686986e-4,0.007046857973120232,0.008063344471887259,0.014093715946240464
MPI,++++-+,0.008880714,5.4743836657299737e-5,0.9995314892645183,1,1.0948767331459947e-4,0.007119505993461678,0.008063344471887259,0.014239011986923357
CERCAM,++++++,0.017415909,5.585081417306207e-5,0.9999969988804438,1,1.1170162834612413e-4,0.007192154013803124,0.008063344471887259,0.014384308027606247
ZNF680,++++++,0.003373585,5.609718765882407e-5,0.9999447955061668,1,1.1219437531764814e-4,0.00726480203414457,0.008063344471887259,0.01452960406828914
LAIR1,++++++,0.008695494,5.632962365038181e-5,0.9999946463012066,1,1.1265924730076361e-4,0.007337450054486015,0.008063344471887259,0.01467490010897203
SPA17,++++++,0.014658167,5.6711328241328764e-5,0.999997999874939,1,1.1342265648265753e-4,0.007410098074827461,0.008063344471887259,0.014820196149654921
ZNF429,++++++,0.008647396,5.679899175124863e-5,0.9999859380864129,1,1.1359798350249726e-4,0.007482746095168907,0.008063344471887259,0.014965492190337814
MFGE8,------,0.001141599,0.9999610778123531,5.680424965352131e-5,-1,1.1360849930704263e-4,0.007554845270957431,0.008063930257900472,0.015109690541914862
CARF,++++++,0.020889504,5.912629248658873e-5,0.9999995716380237,1,1.1825258497317746e-4,0.007555394115510352,0.008135987214877233,0.015110788231020704
SPP1,++++++,0.01637118,6.0720589178712506e-5,0.9999937495883199,1,1.2144117835742501e-4,0.007628042135851798,0.008135987214877233,0.015256084271703597
TRIM2,++++++,0.001176011,6.203206881649529e-5,0.9999411034632419,1,1.2406413763299057e-4,0.007700690156193244,0.008135987214877233,0.015401380312386487
TAPBP,------,0.011458482,0.9999987983875077,6.228981311354622e-5,-1,1.2457962622709244e-4,0.0077727734999273575,0.008136578278241918,0.015545546999854715
ZNF25,++++-+,0.001383087,6.294747361468136e-5,0.9970496091072907,1,1.2589494722936272e-4,0.007773338176534689,0.00820862995786721,0.015546676353069378
SLC45A3,++++++,0.002723077,6.512005596036944e-5,0.9999908296626909,1,1.3024011192073887e-4,0.007845986196876134,0.00820862995786721,0.01569197239375227
FANCF,++++-+,0.002084837,6.712067337505014e-5,0.9706153206362661,1,1.342413467501003e-4,0.007918634217217582,0.00820862995786721,0.015837268434435163
C4orf3,++++-+,0.002552763,6.744465649994958e-5,0.9966564767479689,1,1.3488931299989915e-4,0.007991282237559027,0.00820862995786721,0.015982564475118054
HERC6,++++++,0.00288934,6.764013017110465e-5,0.999995885071761,1,1.352802603422093e-4,0.008063930257900472,0.00820862995786721,0.016127860515800944
TCEANC2,++++++,6.81081e-4,6.780983055516598e-5,0.9998011106774293,1,1.3561966111033197e-4,0.008136578278241918,0.00820862995786721,0.016273156556483835
FOLH1,++++++,0.022190536,6.865984773443501e-5,0.9999916530488677,1,1.3731969546887002e-4,0.008209226298583363,0.00820862995786721,0.01641725991573442
ST6GALNAC3,++++++,0.012152303,7.187190283362105e-5,0.9999985892650498,1,1.437438056672421e-4,0.00828187431892481,0.00820862995786721,0.01641725991573442
BCL6,------,0.026456644,0.9999428313958634,7.25739336352964e-5,-1,1.451478672705928e-4,0.00835391544384716,0.008209226298583363,0.016418452597166726
MED31,++++++,0.009926077,7.642773901207731e-5,0.9999843395357141,1,1.5285547802415463e-4,0.008354522339266255,0.008281272700857184,0.016562545401714368
TLR2,++++++,0.01997047,7.648728332800353e-5,0.9999881426547279,1,1.5297456665600706e-4,0.0084271703596077,0.008281272700857184,0.016562545401714368
SOBP,------,0.008799453,0.9999974192220314,7.680383749963902e-5,-1,1.5360767499927804e-4,0.00849920092982711,0.00828187431892481,0.01656374863784962
AHSA2P,+++-++,0.001588407,7.691207814130522e-5,0.9985240529241524,1,1.5382415628261044e-4,0.008499818379949146,0.00835391544384716,0.01670783088769432
PLEKHM1,----+-,0.001673561,0.9982819806477529,7.812004682760526e-5,-1,1.5624009365521052e-4,0.008571843672817086,0.008354522339266255,0.01670904467853251
ZNF549,------,0.002778519,0.9999311633560835,7.894368690036727e-5,-1,1.5788737380073453e-4,0.008571843672817086,0.0084271703596077,0.0168543407192154
RNF212,------,0.00238637,0.9999876440037464,8.094331302873622e-5,-1,1.6188662605747244e-4,0.008571843672817086,0.008499818379949146,0.016999636759898292
REXO4,------,0.008529158,0.9997365056842054,8.121046522154736e-5,-1,1.6242093044309473e-4,0.008571843672817086,0.008572466400290591,0.017143687345634172
TAP2,++++++,0.00745949,8.215444650249508e-5,0.9999569541859924,1,1.6430889300499016e-4,0.008572466400290591,0.00864448641580706,0.017144932800581183
ITGB2,++++++,0.004160569,8.236022366305514e-5,0.9999946993866096,1,1.6472044732611027e-4,0.0086451144206320385,0.00864448641580706,0.01728897283161412
ADSS,++++++,0.015975677,8.677417631230527e-5,0.9999880805907386,1,1.7354835262461054e-4,0.008717762440973484,0.00864448641580706,0.01728897283161412
GMEB1,------,0.004226325,0.9998256788513227,8.976018601690584e-5,-1,1.7952037203381168e-4,0.008789771901787011,0.0086451144206320385,0.017290228841264077
DIPK1A,++++++,0.002925319,9.000503787131065e-5,0.9996922503984326,1,1.800100757426213e-4,0.00879041046131493,0.008717129158797037,0.017434258317594074
ORC5,++++-+,0.001623184,9.110006189447592e-5,0.99668704270824,1,1.8220012378895184e-4,0.008863058481656375,0.008717129158797037,0.017434258317594074
PYCR2,++++++,7.5907e-4,9.114462742902201e-5,0.9995904458282364,1,1.8228925485804401e-4,0.00893570650199782,0.008717129158797037,0.017434258317594074
EXOSC8,++++++,0.019860245,9.339823129460837e-5,0.999997943308039,1,1.8679646258921675e-4,0.009008354522339267,0.008717129158797037,0.017434258317594074
LRRIQ3,++++++,0.006741096,9.410640882351577e-5,0.999917295476858,1,1.8821281764703154e-4,0.009081002542680712,0.008717129158797037,0.017434258317594074
MLKL,++++++,0.025299669,9.417809899398156e-5,0.9999995248107508,1,1.883561979879631e-4,0.009153650563022158,0.008717129158797037,0.017434258317594074
MAG,++++++,0.011380765,9.449618300878163e-5,0.9999052217863427,1,1.8899236601756326e-4,0.009226298583363603,0.008717129158797037,0.017434258317594074
PEX7,++++-+,6.55589e-4,9.573016762367866e-5,0.9988058722609505,1,1.914603352473573e-4,0.009298946603705048,0.008717129158797037,0.017434258317594074
RNF145,++++-+,0.002652861,9.663948748406644e-5,0.999194493979526,1,1.9327897496813288e-4,0.009371594624046495,0.008717129158797037,0.017434258317594074
SQLE,++++++,0.023540825,9.683166837353101e-5,0.9999982576576568,1,1.9366333674706202e-4,0.00944424264438794,0.008717129158797037,0.017434258317594074
CABLES1,------,0.011777331,0.999991634672887,9.706881036916112e-5,-1,1.9413762073832225e-4,0.009516199331686764,0.008717762440973484,0.017435524881946968
TRIM59,++++++,0.007869366,9.733016659207772e-5,0.9999843503842526,1,1.9466033318415543e-4,0.009516890664729386,0.008789771901787011,0.017579543803574023
ATP8A1,++++-+,0.004230372,9.79600413185748e-5,0.9980821734331474,1,1.959200826371496e-4,0.009589538685070832,0.008789771901787011,0.017579543803574023
MCM6,++++++,0.010518411,9.97272789302021e-5,0.999861976670583,1,1.994545578604042e-4,0.009662186705412277,0.008789771901787011,0.017579543803574023
ITGB3BP,++++++,0.022849509,1.0118366746705219e-4,0.9999991734978261,1,2.0236733493410439e-4,0.009734834725753724,0.008789771901787011,0.017579543803574023
FAM43B,--+-+-,0.003739818,0.9752569614650568,1.0144112704666809e-4,-1,2.0288225409333617e-4,0.009806770303646666,0.00879041046131493,0.01758082092262986
ERI2,++++++,0.014595576,1.0410669825229708e-4,0.9999473259507168,1,2.0821339650459417e-4,0.00980748274609517,0.008862414644776986,0.017724829289553972
CTNNAL1,------,0.001753674,0.9986817990854353,1.0481666761155298e-4,-1,2.0963333522310595e-4,0.00987941304663664,0.008863058481656375,0.01772611696331275
RPL9,++++++,0.012730986,1.0493137767309553e-4,0.9996448433189896,1,2.0986275534619106e-4,0.009880130766436615,0.008935057387766962,0.017870114775533925
ENHO,-+----,8.0034e-4,0.9861324780260454,1.0579119691086483e-4,-1,2.1158239382172966e-4,0.009952055789626617,0.00893570650199782,0.01787141300399564
ZNF607,++++++,0.004069526,1.0631530740269549e-4,0.9999877504464173,1,2.1263061480539098e-4,0.00995277878677806,0.009007700130756937,0.018015400261513874
EPC2,------,0.00442118,0.9999056739253958,1.0784360721686409e-4,-1,2.1568721443372818e-4,0.010024698532616592,0.009008354522339267,0.018016709044678534
CDH19,++++++,0.039400251,1.0883104882249718e-4,0.9999989474856013,1,2.1766209764499436e-4,0.010025426807119505,0.009080342873746913,0.018160685747493827
PI16,++++++,0.005665047,1.1028986824880137e-4,0.999731003967682,1,2.2057973649760275e-4,0.010098074827460952,0.009080342873746913,0.018160685747493827
RNF13,++++++,0.008330908,1.1147201802477076e-4,0.9999978429984544,1,2.229440360495415e-4,0.010170722847802398,0.009080342873746913,0.018160685747493827
PPIF,+++-++,0.007678372,1.12922466981703e-4,0.9992126869862187,1,2.25844933963406e-4,0.010243370868143843,0.009080342873746913,0.018160685747493827
DNAJC22,++++++,0.009355087,1.1447606764716637e-4,0.9999792078146359,1,2.2895213529433274e-4,0.010316018888485289,0.009080342873746913,0.018160685747493827
BTG2,------,0.034984151,0.9999467852715838,1.1813761971459255e-4,-1,2.362752394291851e-4,0.010387912247566468,0.009081002542680712,0.018162005085361425
TMEM140,++++++,0.001415761,1.1834308439352091e-4,0.999330256469992,1,2.3668616878704183e-4,0.010388666908826734,0.009152985616736888,0.018305971233473776
MAFB,----+-,9.01787e-4,0.9750616775549398,1.1852799871129659e-4,-1,2.3705599742259318e-4,0.010460554990556443,0.009153650563022158,0.018307301126044315
XKR9,++++++,3.36587e-4,1.1887671766049572e-4,0.9991319346809625,1,2.3775343532099144e-4,0.010461314929168181,0.009225628359726862,0.018451256719453725
ANKRD42,++++-+,0.014227852,1.2091391084397929e-4,0.9960096170078362,1,2.4182782168795857e-4,0.010533962949509626,0.009225628359726862,0.018451256719453725
TP53I11,------,0.008008719,0.9999709573397346,1.2152701087469347e-4,-1,2.4305402174938694e-4,0.010605840476536394,0.009226298583363603,0.018452597166727206
SIAH3,------,0.001398796,0.9997390544677884,1.2276954412625084e-4,-1,2.455390882525017e-4,0.010605840476536394,0.009298946603705048,0.018597893207410097
MTRF1L,++++++,0.010770377,1.2331464015258924e-4,0.9993925269378092,1,2.466292803051785e-4,0.010606610969851072,0.009370913845706813,0.018741827691413627
CARNS1,++++++,0.010547019,1.2333243140513794e-4,0.9999435279543969,1,2.4666486281027587e-4,0.010679258990192517,0.009370913845706813,0.018741827691413627
RBP7,++++++,0.004711863,1.233618385277519e-4,0.9999956891403627,1,2.467236770555038e-4,0.010751907010533962,0.009370913845706813,0.018741827691413627
ZNF230,++++++,2.58881e-4,1.242254993136562e-4,0.9987468349989548,1,2.484509986273124e-4,0.01082455503087541,0.009370913845706813,0.018741827691413627
ENPEP,------,0.005778523,0.9998580346588499,1.2507030126714108e-4,-1,2.5014060253428217e-4,0.010896411448496296,0.009371594624046495,0.01874318924809299
BACH2,------,0.024064661,0.9999797218353048,1.256133346646307e-4,-1,2.512266693292614e-4,0.010896411448496296,0.00944424264438794,0.01888848528877588
SSBP3,------,0.018414115000000002,0.9999927862048938,1.273558345092194e-4,-1,2.547116690184388e-4,0.010896411448496296,0.009516890664729386,0.019033781329458772
COPZ1,++++-+,2.97504e-4,1.283532580509748e-4,0.7455754992174339,1,2.567065161019496e-4,0.010897203051216855,0.009588842074676739,0.019177684149353478
CAMK2N1,------,0.009156328,0.9999919566960873,1.285520134426338e-4,-1,2.571040268852676e-4,0.01096905419148627,0.009589538685070832,0.019179077370141663
SFTPD,------,0.004603362,0.9989755827963711,1.2889383739111764e-4,-1,2.577876747822353e-4,0.01096905419148627,0.009662186705412277,0.019324373410824554
RAPGEF5,++++++,0.002704249,1.3043295922033737e-4,0.9992859163067624,1,2.6086591844067474e-4,0.0109698510715583,0.00973412756065669,0.01946825512131338
ZSWIM4,------,0.029131353,0.9999978485838321,1.3222049001712503e-4,-1,2.6444098003425005e-4,0.011041696934476247,0.009734834725753724,0.019469669451507448
FAM43A,------,0.011558407,0.9999782207454673,1.3237772978443426e-4,-1,2.647554595688685e-4,0.011041696934476247,0.00980748274609517,0.01961496549219034
NUDT12,++++++,0.001181641,1.347295026554786e-4,0.9998902151696551,1,2.694590053109572e-4,0.011042499091899746,0.00987941304663664,0.01975882609327328
MOG,++++++,0.009318355,1.3522709440983886e-4,0.9997120580384984,1,2.704541888196777e-4,0.011115147112241191,0.00987941304663664,0.01975882609327328
RMDN1,++++++,0.045980575,1.3528448033051977e-4,0.9999991937390686,1,2.7056896066103954e-4,0.011187795132582638,0.00987941304663664,0.01975882609327328
KLF5,------,0.01478886,0.999979975258096,1.3596690531292668e-4,-1,2.7193381062585336e-4,0.011259625163446172,0.009880130766436615,0.01976026153287323
ZMYND8,------,0.003004373,0.9997303809566352,1.3888975171474357e-4,-1,2.7777950342948714e-4,0.011259625163446172,0.00995277878677806,0.01990555757355612
HAMP,++++++,0.009482876,1.391904009857063e-4,0.99996938234611,1,2.783808019714126e-4,0.011260443152924083,0.010024698532616592,0.020049397065233183
C17orf58,++++-+,0.00110281,1.3934413579434827e-4,0.9429605456225026,1,2.7868827158869655e-4,0.011333091173265529,0.010024698532616592,0.020049397065233183
KIAA1549,----+-,0.018175062,0.9980159988006246,1.411486025674794e-4,-1,2.822972051349588e-4,0.011404910649426123,0.010025426807119505,0.02005085361423901
