gene_symbol,male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
RP11-426C22.6,++++++,0.001143498,1.3973288405177923e-10,0.9999999999958473,1,2.7946576810355847e-10
ANKRD37,------,0.001004973,0.9999999999442445,2.4723496109117055e-10,-1,4.944699221823411e-10
RNVU1-13,++++++,0.001172075,1.3572026297528386e-9,0.9999999984689454,1,2.714405259505677e-9
AGBL5,++++-+,1.31829e-4,3.1633782191050963e-9,0.9994874082170495,1,6.3267564382101925e-9
EEF2,++++++,8.97529e-5,3.748075066480928e-9,0.9999926603000213,1,7.496150132961857e-9
RPS28,++++++,4.3403e-4,4.062755785095503e-9,0.9999997917733116,1,8.125511570191006e-9
CPSF1P1,++++++,5.43687e-4,4.728585709677865e-9,0.999999998691984,1,9.45717141935573e-9
VEGFA,------,0.003807741,0.999999998320277,1.032091244309468e-8,-1,2.064182488618936e-8
MISP3,++++++,1.94462e-4,1.8276895815775842e-8,0.9999950427133324,1,3.6553791631551684e-08
CARM1P1,++++++,1.44946e-4,1.9274339266311013e-8,0.999999792326017,1,3.8548678532622026e-8
RPL10A,++++++,2.61478e-4,4.2173702683306086e-8,0.9999977034702148,1,8.434740536661217e-8
NBPF14,++++++,0.009537749,4.271390170487308e-8,0.9999999999758377,1,8.542780340974616e-8
CCDC124,++++++,9.17799e-7,6.713957876914873e-8,0.9998395899667927,1,1.3427915753829745e-7
CCNT1,------,3.6569e-4,0.999999980777707,6.78269690482213e-8,-1,1.356539380964426e-7
RPL23AP53,++++++,1.87404e-4,8.331738071267962e-8,0.9999944508149552,1,1.6663476142535924e-7
UBE2M,++++++,4.9052e-5,1.0604145990052293e-7,0.9999679442905602,1,2.1208291980104587e-7
SNORA73B,++++++,5.04551e-4,1.0812562897936354e-7,0.9999990392199956,1,2.1625125795872708e-7
RP11-700J17.2,------,0.00283464,0.9999993137122711,1.1254775548746961e-7,-1,2.2509551097493923e-7
NDUFA2,+++++-,6.12726e-5,1.2211794629698028e-7,0.9954752541595158,1,2.4423589259396057e-7
RCN1P2,------,0.002682252,0.999999998175391,1.415723156025639e-7,-1,2.831446312051278e-7
PCDHB4,------,6.68832e-4,0.9999995343590276,1.4435717148075032e-7,-1,2.8871434296150063e-7
SLC5A4-AS1,++++++,0.002395309,1.486310427902337e-7,0.999999997675606,1,2.972620855804674e-7
TMEM41B,------,0.001655023,0.9999999903421488,1.5486789877537267e-7,-1,3.0973579755074534e-7
ITPR3,++++++,0.001833984,1.7227656109861028e-7,0.9999999906372579,1,3.4455312219722055e-7
C7orf50,++++++,1.35065e-4,1.813269964166236e-7,0.9999986778933995,1,3.626539928332472e-7
ZNF603P,------,0.001626167,0.9999995544403076,2.0631995448761998e-7,-1,4.1263990897523996e-7
P4HA1,------,0.004772669,0.9999999911082664,2.2836732944875623e-7,-1,4.5673465889751245e-7
B4GALNT4,++++++,1.57781e-4,2.66490157656454e-7,0.9999075093918086,1,5.32980315312908e-7
MYBBP1A,++++++,9.25225e-4,2.7159400756872787e-07,0.9999980214601472,1,5.431880151374557e-7
CRY1,------,0.001297082,0.9999939971783958,2.806021946718188e-7,-1,5.612043893436376e-7
CKB,++++++,1.82118e-5,2.810709664733924e-7,0.9998865227720667,1,5.621419329467848e-7
IMP4,++++-+,4.99604e-4,2.889528649649541e-7,0.9965032419720014,1,5.779057299299082e-7
DDX55,++++++,1.07752e-4,2.963404967486724e-7,0.9999998922483357,1,5.926809934973448e-7
RPL8,++++-+,2.1357e-5,3.2979191968117375e-7,0.9961308754888927,1,6.595838393623475e-7
PTCHD1,-----+,0.002725473,0.9911013586451369,3.618615278909214e-7,-1,7.237230557818428e-7
CCBE1,------,2.96795e-4,0.9999622293497945,3.636359084562245e-7,-1,7.27271816912449e-7
RPL10,++++++,5.81313e-6,3.8559308894380776e-7,0.9987741656269594,1,7.711861778876155e-7
LAMTOR4,++++++,7.60347e-4,4.103147630029054e-7,0.9999811665151996,1,8.206295260058108e-7
CRIP2,++++-+,3.67915e-6,4.169591748264947e-7,0.997165129338293,1,8.339183496529894e-7
SRPK3,++++++,0.006612763,4.270479881978418e-7,0.9999999181685019,1,8.540959763956836e-7
ZNF654,------,1.10049e-4,0.9999947793782602,4.6927755732931207e-7,-1,9.385551146586241e-7
KLHL7-DT,------,0.01091405,0.9999999987941208,4.97032378363074e-7,-1,9.94064756726148e-7
RP11-120K24.3,------,8.97775e-4,0.9999946469004501,5.3096129181583e-7,-1,1.06192258363166e-6
RPL36,++++++,2.28312e-4,5.57119232591679e-7,0.9999514090761277,1,1.114238465183358e-6
RN7SL278P,++++-+,5.12758e-5,5.59195787625255e-7,0.9795380109240728,1,1.11839157525051e-6
CHCHD10,++++-+,7.98659e-4,5.734474645273884e-7,0.9997356788585531,1,1.1468949290547769e-6
RNU1-67P,++++++,0.002863373,6.059294787061285e-7,0.9999993103942865,1,1.211858957412257e-6
PILRB,++++++,0.002967031,6.066249476798907e-7,0.999999967542125,1,1.2132498953597814e-6
NDUFB9,++++++,0.001398063,6.572729388800291e-7,0.9999546557756706,1,1.3145458777600583e-6
RPL7A,++++++,1.14484e-4,7.178132240632783e-7,0.9993176877930949,1,1.4356264481265565e-6
DRAP1,++++-+,4.96972e-5,7.297379045981099e-7,0.9989020570529811,1,1.4594758091962198e-6
FAU,++++++,1.41275e-4,7.406461760004028e-7,0.9999988529288466,1,1.4812923520008056e-6
MRPL41,++++-+,6.87836e-5,7.599529913349063e-7,0.9950541719917009,1,1.5199059826698126e-6
FKBP8,-+++++,4.35437e-6,7.644601727184458e-7,0.9976248069436422,1,1.5289203454368916e-6
ELOF1,++++++,9.19193e-5,7.68244671433302e-7,0.9997627705588411,1,1.536489342866604e-6
DEAF1,++++++,0.001223482,8.560408862177689e-7,0.9999455453094261,1,1.7120817724355378e-6
RN7SL3,++++++,0.001306509,8.933919312311444e-7,0.9999996768552557,1,1.7867838624622889e-6
STK17A,-----+,0.002774788,0.9853672635099611,9.219154533251244e-7,-1,1.843830906650249e-6
RPS14,++++++,1.74313e-4,9.265154899830329e-7,0.999983419260374,1,1.8530309799660658e-6
MRPL21,++++++,6.72138e-4,9.36228591951123e-7,0.9999998552491874,1,1.872457183902246e-6
RP11-421L21.3,------,0.010219546,0.9999999826669705,9.453071832058429e-7,-1,1.8906143664116857e-6
EHBP1L1,++++++,0.006129588,9.730102092500248e-7,0.9999999083581602,1,1.9460204185000495e-6
PRDX5,++++++,1.42607e-6,1.0382178905963035e-6,0.9982623393058483,1,2.076435781192607e-6
NOS3,++++++,8.2228e-4,1.0964581391910583e-6,0.9999956329090691,1,2.1929162783821166e-6
RPS21,++++-+,0.004426264,1.125104063294534e-6,0.9998231913840411,1,2.250208126589068e-6
NRG4,++++++,0.003636789,1.1393300585273267e-6,0.9999999854662249,1,2.2786601170546535e-6
COX6B1,++++-+,1.16734e-4,1.2164189559198271e-6,0.992698304253808,1,2.4328379118396542e-6
MRPL4,++++-+,4.65164e-4,1.2632211794809767e-6,0.9986036041839194,1,2.5264423589619535e-6
RPL14,++++++,0.001688182,1.3879338161610431e-6,0.9999775800940931,1,2.7758676323220863e-6
MPND,++++++,4.67658e-4,1.462117653607141e-6,0.9999364625075129,1,2.924235307214282e-6
REX1BD,-+++-+,1.43341e-5,2.0259582237958314e-6,0.9872438839991928,1,4.051916447591663e-6
GADD45GIP1,++++++,1.26471e-6,2.096149208575688e-6,0.9991124709105256,1,4.192298417151376e-6
RPS2,++++++,6.73894e-4,2.100270333116695e-6,0.9994390092017277,1,4.20054066623339e-6
RPL32,++++++,8.79551e-4,2.1021037857970866e-6,0.9999554962680552,1,4.204207571594173e-6
HSD17B6,------,1.4783e-4,0.9999994262206764,2.1568910186585362e-6,-1,4.3137820373170724e-6
ABHD11,++++++,0.002229753,2.1700943968829325e-6,0.9999999607588669,1,4.340188793765865e-6
INAFM2,---+--,0.001927182,0.9937548993776635,2.2453651918547665e-6,-1,4.490730383709533e-6
AC131025.8,++++++,0.008932791,2.2870277029784503e-6,0.9999999517993456,1,4.574055405956901e-6
GPNMB,++++++,0.014694136,2.3056944212244504e-6,0.9999998534930725,1,4.611388842448901e-6
NUFIP2,------,0.006423197,0.9999999435452434,2.6065492165591143e-6,-1,5.213098433118229e-6
RPL29,++++++,0.00166316,2.7203397234101395e-6,0.9999973151166965,1,5.440679446820279e-6
ZNF81,------,1.07546e-4,0.9999858419537715,2.8152145199489907e-6,-1,5.6304290398979815e-6
INO80E,++++++,0.003972043,2.878083696320814e-6,0.9999998309163589,1,5.756167392641628e-6
RP11-343N15.5,------,0.006770923,0.9999999335421154,2.9392156598414416e-6,-1,5.878431319682883e-6
SAMD8,------,5.94461e-4,0.9999985963866358,3.2099161952195712e-6,-1,6.4198323904391424e-6
SUGT1,------,0.007355833,0.9999991346737636,3.365323360447823e-6,-1,6.730646720895646e-6
TTC16,++++++,0.001186609,3.4716063466758915e-6,0.9999196487830143,1,6.943212693351783e-6
FAM98C,++++++,0.00700334,3.6311530348523944e-6,0.999998644279764,1,7.262306069704789e-6
DDT,+++++-,5.17889e-4,3.651287792591403e-6,0.998146025173992,1,7.302575585182806e-6
MIR145,++++++,0.001384401,3.672138405947067e-6,0.999999274689374,1,7.344276811894134e-6
KLHL15,------,0.00109153,0.9999963995044923,3.6826849920482924e-6,-1,7.365369984096585e-6
SPTLC1,------,0.001247492,0.9999997263047565,3.820955709170808e-6,-1,7.641911418341616e-6
MDGA2,-----+,0.002616667,0.99907253642050875,3.965437328783875e-6,-1,7.93087465756775e-6
RGPD8,++++++,0.011761116,4.058714310853834e-6,0.9999999598789924,1,8.117428621707668e-6
AP1G1,------,0.001502811,0.9999889838012865,4.05913819770897e-6,-1,8.11827639541794e-6
ERP44,------,7.58422e-4,0.999018576503943,4.12187810535086e-6,-1,8.24375621070172e-6
TSTA3,+++++-,9.53332e-5,4.350224738010712e-6,0.9885879898482194,1,8.700449476021423e-6
ZBTB21,------,0.00525223,0.9999995067800367,4.473605169979997e-6,-1,8.947210339959994e-6
PIK3CA,------,0.002521271,0.9999800883040013,4.627988685427451e-6,-1,9.255977370854902e-6
EDF1,++++++,2.97582e-4,4.67681824496704e-6,0.9999819465023909,1,9.35363648993408e-6
NDUFB7,++++++,7.87668e-5,4.704964403883655e-6,0.9996310217821519,1,9.40992880776731e-6
LRRC8C,------,0.002213602,0.9999476794690698,4.7405902952647436e-6,-1,9.481180590529487e-6
NCS1,++++--,5.09994e-4,4.749894545664125e-6,0.9845737387767444,1,9.49978909132825e-6
GPX4,++++-+,8.7679e-4,4.783606263262817e-6,0.998705456436987,1,9.567212526525634e-6
ANKRD24,++++++,0.002183442,5.4864449904663675e-6,0.9999980589986394,1,1.0972889980932735e-5
SNORD115-8,++++++,0.001548802,5.518070649676873e-6,0.9999972438992046,1,1.1036141299353746e-5
TMED5,------,8.06631e-4,0.9999996346434894,5.553914769069964e-6,-1,1.1107829538139928e-5
TMEM33,------,0.001588586,0.9999997425617675,5.560270451437763e-6,-1,1.1120540902875526e-5
LINC00882,+++++-,0.007828962,5.664527946856274e-6,0.9997804525432101,1,1.1329055893712548e-5
MRPL2,++++++,0.003019543,5.682159070242383e-6,0.9998332989268073,1,1.1364318140484766e-5
RNU4-2,+++++-,2.49044e-4,5.7191308539045634e-6,0.9955392384217646,1,1.1438261707809127e-5
RPL27A,++++++,0.001389884,5.726288878455206e-6,0.9999943476609922,1,1.1452577756910412e-5
ATP9B,++++++,0.003208123,5.756291422106716e-6,0.9999998764647727,1,1.1512582844213432e-5
RP5-1092A3.4,------,9.6354e-4,0.9999771370623571,5.93943486969023e-6,-1,1.187886973938046e-5
FBXL19,+++++-,6.51407e-4,5.979260682444139e-6,0.9964977432109098,1,1.1958521364888278e-5
WBP2,++++++,1.74752e-4,6.015979605442614e-6,0.9959411933701066,1,1.2031959210885228e-5
UBQLN4,++++++,0.001285136,6.118149544895947e-6,0.9998434956868345,1,1.2236299089791893e-5
RN7SL1,++++-+,8.13864e-5,6.256090711639943e-6,0.995958906658094,1,1.2512181423279885e-5
MAP3K10,++++++,8.37482e-4,6.542938908564269e-6,0.9997078054248751,1,1.3085877817128539e-5
ANAPC11,++++-+,5.37486e-5,7.082660364352191e-6,0.9985025945759958,1,1.4165320728704382e-5
ERCC1,+++++-,2.64684e-4,7.104772074856757e-6,0.9955213243935838,1,1.4209544149713514e-5
SNORA60,++++-+,1.44106e-4,8.100469267357115e-6,0.999164546714466,1,1.620093853471423e-5
NDUFB4,++++--,4.69955e-5,8.174535557680126e-6,0.9821962034890616,1,1.6349071115360253e-5
PDE4D,------,3.30356e-4,0.9999900103995757,8.391209618525111e-6,-1,1.6782419237050223e-5
MRPL36,++++-+,7.38268e-6,8.560124469532448e-6,0.993311275427562,1,1.7120248939064897e-5
SCAND1,-++++-,7.81571e-7,8.602600377014165e-6,0.6146399154757006,1,1.720520075402833e-5
RPLP2,++++++,0.005080981,8.739587848339402e-6,0.99999990965685015,1,1.7479175696678804e-5
AES,++++-+,2.76229e-4,8.768309477917858e-6,0.998963638625603,1,1.7536618955835715e-5
MTCL1,++++++,0.009754643,8.995342854915536e-6,0.9999999319432744,1,1.799068570983107e-5
RP11-685N10.1,------,8.29325e-4,0.9998848171578696,9.122646369061175e-6,-1,1.824529273812235e-5
AGRN,++++++,1.77111e-4,9.364531413870396e-6,0.9999412153008127,1,1.8729062827740792e-5
NR1D1,++++++,0.007710126,9.381584487404525e-6,0.9999999484076274,1,1.876316897480905e-5
CROCCP2,++++++,0.001635012,9.484178825647767e-6,0.9999962554280253,1,1.8968357651295534e-5
AKR1C2,++++++,0.01018392,9.679646892772178e-6,0.9999942443290684,1,1.9359293785544356e-5
POGLUT1,------,3.16374e-4,0.9999882170650836,9.769625634768209e-6,-1,1.9539251269536418e-5
DDX41,++++-+,0.005890925,1.0199733483309604e-5,0.9992481195287791,1,2.0399466966619207e-5
RPL35,++++++,0.002585066,1.039235719624199e-5,0.999998335060135,1,2.078471439248398e-5
KLHL28,------,4.32442e-4,0.9999946764490228,1.0500118016586967e-5,-1,2.1000236033173935e-5
PDZD4,++++++,0.001776573,1.0688596591908957e-5,0.998626148892506,1,2.1377193183817913e-5
SEMA3G,++++++,0.01806958,1.100382492909323e-5,0.9999996184157659,1,2.200764985818646e-5
SPATC1L,++++++,0.001343689,1.1367969879581468e-5,0.9991851855904771,1,2.2735939759162935e-5
RN7SL752P,++++-+,8.0012e-5,1.1602772147860889e-5,0.9919428934384612,1,2.3205544295721777e-5
ABLIM3,++++++,0.01513121,1.1630734358866628e-5,0.9999997509911921,1,2.3261468717733256e-5
TTLL11,++++++,0.007048079,1.185192771748055e-5,0.9999621803210028,1,2.37038554349611e-5
SHARPIN,++++++,0.003023448,1.261082860845453e-5,0.9999873398162631,1,2.522165721690906e-5
RSBN1,------,0.005439128,0.9999956223151649,1.2798365856435828e-5,-1,2.5596731712871656e-5
AIP,++++++,8.51329e-4,1.279857299389835e-5,0.9996577736689652,1,2.55971459877967e-5
ALS2CL,++++++,0.001439797,1.2871136729917806e-5,0.9999985417508637,1,2.5742273459835612e-5
GUK1,++++-+,5.48489e-4,1.2938279980176149e-5,0.9927178539912601,1,2.5876559960352298e-5
NHP2,+++++-,2.40017e-4,1.3182449476076054e-5,0.9939126074153353,1,2.6364898952152108e-5
MICALL2,++++++,0.005340717,1.3282484397530273e-5,0.9999972250512713,1,2.6564968795060547e-5
PRRX1,------,0.005571028,0.9999989811098193,1.3288496024234914e-5,-1,2.657699204846983e-5
ERCC2,++++++,0.001112135,1.3307411927287887e-5,0.9999885100087396,1,2.6614823854575773e-5
COPS9,+++++-,2.72445e-4,1.336647226927725e-5,0.9846909212049285,1,2.67329445385545e-5
PRPF31,++++++,0.003767644,1.5352056766624402e-5,0.9999966871518289,1,3.0704113533248804e-5
GUF1,------,0.012553861,0.9999996622990104,1.5468120517441514e-5,-1,3.093624103488303e-5
SSSCA1,++++++,0.001210416,1.6099740770357154e-5,0.999890718898627,1,3.219948154071431e-5
LINC00269,++++++,0.001913277,1.616618937987727e-5,0.9999400323902448,1,3.233237875975454e-5
ITPA,+++++-,0.002905959,1.647892332235855e-5,0.9995536367112441,1,3.29578466447171e-5
INTS1,++++++,1.36703e-4,1.6486729057519113e-5,0.9998397713845073,1,3.2973458115038225e-5
NEURL4,++++++,0.003755728,1.6840087429896647e-5,0.9998635098500589,1,3.3680174859793294e-5
MYO1C,-+++++,0.003119416,1.6863901702609323e-5,0.9973660905650382,1,3.3727803405218645e-5
SH2B2,++++++,0.001523392,1.690151856183034e-5,0.9999798177029492,1,3.380303712366068e-5
RP11-156E6.1,------,0.010539576,0.9999999279351157,1.6959785743728774e-5,-1,3.391957148745755e-5
APRT,++++++,0.00110347,1.7013238988445456e-5,0.9998130983809921,1,3.402647797689091e-5
SLC9A3R2,++++++,0.003973199,1.7022572215021142e-5,0.9999977916926253,1,3.4045144430042284e-5
CARMN,++++++,0.013016591,1.7254959803742182e-5,0.9999969591470861,1,3.4509919607484364e-5
WDR13,++++++,7.29676e-6,1.7356929747161036e-5,0.9970786222479376,1,3.471385949432207e-5
RPS6KA4,++++++,2.40346e-4,1.7837912999592235e-5,0.9999057601158294,1,3.567582599918447e-5
CLCN3,------,0.002810463,0.9999990222407665,1.803074552656175e-5,-1,3.60614910531235e-5
RP11-403B2.7,------,0.00377502,0.999990076385639,1.821213480096118e-5,-1,3.642426960192236e-5
NMRAL1,+++++-,0.003247795,1.830822507025771e-5,0.9996122843506369,1,3.661645014051542e-5
RPL4,+++++-,0.00471706,1.9323614368983358e-5,0.9988314215234925,1,3.8647228737966716e-5
BAP1,+++++-,7.89107e-4,2.0100683061335362e-5,0.9967880575604353,1,4.0201366122670725e-5
NBPF2P,++++++,0.018764084,2.0215625072268768e-5,0.9999999534274233,1,4.0431250144537536e-5
SOCS4,------,5.17462e-4,0.9999720120589272,2.032360873028608e-5,-1,4.064721746057216e-5
DCTN3,++++++,5.09701e-4,2.0354446131984246e-5,0.9999153602545062,1,4.070889226396849e-5
TMED7,------,3.26372e-4,0.9999946048256975,2.0386523233198953e-5,-1,4.0773046466397906e-5
RPL6,++++++,0.00453247,2.0417855178821117e-5,0.999572103743307,1,4.0835710357642233e-5
OXSR1,------,0.004242959,0.9999202547098112,2.1673201402916653e-5,-1,4.3346402805833306e-5
ADCY4,++++++,0.024461555,2.1697918286207707e-5,0.9999999330599478,1,4.3395836572415413e-5
USP37,------,0.004584095,0.9999678167054847,2.172246081867401e-5,-1,4.344492163734802e-5
RINL,++++++,0.001930082,2.1760874045968362e-5,0.9995541837001223,1,4.3521748091936724e-5
ARL5B,------,0.002460311,0.9999858531259239,2.1937575184005185e-5,-1,4.387515036801037e-5
GAREM1,------,5.08029e-4,0.9998701984730174,2.2110990642534306e-5,-1,4.422198128506861e-5
YPEL3,++++++,2.52184e-4,2.2729189476769224e-5,0.9985304744663677,1,4.545837895353845e-5
RP11-723O4.2,++++++,2.0077e-4,2.279565149573412e-5,0.9999121219982208,1,4.559130299146824e-5
TMEM44-AS1,++++++,0.016623964,2.287780503740518e-5,0.999999344297897,1,4.575561007481036e-5
PAXX,++++++,0.001766646,2.3092215920041868e-5,0.9999437760162915,1,4.6184431840083736e-5
TBX2,++++++,0.018914857,2.3302722501961862e-05,0.9999998579756197,1,4.6605445003923723e-05
CBX7,++++++,0.008582432,2.3324435543090264e-5,0.9999949349346907,1,4.664887108618053e-5
TAOK1,------,0.005214149,0.9999994337282361,2.3607400648127057e-5,-1,4.7214801296254114e-5
RP1-111D6.3,------,3.48617e-4,0.9992118031296716,2.471857650123835e-5,-1,4.94371530024767e-5
LRRC58,------,5.81324e-4,0.9999887216203907,2.524235183427738e-5,-1,5.048470366855476e-5
SLC5A4,++++++,0.00147793,2.5314775920524943e-5,0.9999582092558896,1,5.0629551841049886e-5
YOD1,------,0.006846365,0.9999986896883264,2.5341334851526068e-5,-1,5.0682669703052136e-5
RPL18,++++++,0.004467738,2.540935683176926e-5,0.9998367489733245,1,5.081871366353852e-5
FBXO30,------,0.002150127,0.9998923489068632,2.542023021448279e-5,-1,5.084046042896558e-5
QPRT,++++++,6.52847e-5,2.6732956007320133e-5,0.9996004812564265,1,5.3465912014640265e-5
TEK,++++++,3.77471e-4,2.7017761125266887e-5,0.9997878961728958,1,5.4035522250533774e-5
MAP3K7,------,0.017856927,0.9999982897643461,2.718911636172485e-5,-1,5.43782327234497e-5
SPIDR,++++++,0.012936018,2.787756504195297e-5,0.9999997103992254,1,5.575513008390594e-5
SESN3,------,0.001293481,0.9996543566378556,2.788499679353174e-5,-1,5.576999358706348e-5
RPL13,++++++,0.001804768,2.797990014427511e-5,0.9998578064594015,1,5.595980028855022e-5
FLYWCH2,-+++++,0.005700617,2.989624718701775e-5,0.9940888882180066,1,5.97924943740355e-5
CPSF1,++++++,0.006458765,3.032001425926671e-5,0.999996793937667,1,6.064002851853342e-5
TPM2,++++++,0.016394646,3.042270136021087e-5,0.9999685036575469,1,6.084540272042174e-5
CAND2,++++++,0.009275163,3.0538923967390674e-5,0.9999979114569446,1,6.107784793478135e-5
RIF1,----+-,0.003727931,0.9939350925060564,3.0630759577198946e-5,-1,6.126151915439789e-5
MED13,------,0.005020675,0.9999970296307331,3.073777698503962e-5,-1,6.147555397007924e-5
ARID4A,------,0.001366282,0.9998834088993227,3.212230476977353e-5,-1,6.424460953954705e-5
RN7SL396P,++++++,0.003780281,3.234025007406213e-5,0.9997782597099263,1,6.468050014812426e-5
NAA15,------,0.002721547,0.9981400768209164,3.250540183959742e-5,-1,6.501080367919484e-5
RPS8,++++++,0.007266848,3.262431944640005e-5,0.9999715147505386,1,6.52486388928001e-5
SEL1L3,-----+,0.003823645,0.9990424514302162,3.283151708005054e-5,-1,6.566303416010108e-5
TINAGL1,++++++,0.012516564,3.2917732148610744e-5,0.9999997712709359,1,6.583546429722149e-5
LCOR,-----+,0.001961434,0.9986285901978689,3.323006368631317e-5,-1,6.646012737262635e-5
MCRS1,++++++,0.001828229,3.357720340672882e-5,0.9996012694732793,1,6.715440681345764e-5
NSFL1C,++++-+,0.00296874,3.373270823213419e-5,0.998538417740516,1,6.746541646426838e-5
C1orf43,++++-+,0.001660319,3.374564698098834e-5,0.9873726317434474,1,6.749129396197668e-5
EIF3K,+++++-,0.001011124,3.374824287262091e-5,0.9964470796815721,1,6.749648574524182e-5
ST6GALNAC1,++++++,0.015975231,3.377273491058906e-5,0.9999899308061341,1,6.754546982117811e-5
RPL13A,++++++,0.01279658,3.409134851434631e-5,0.9998888498335099,1,6.818269702869262e-5
C9orf16,++++--,8.81537e-5,3.4127060640117785e-5,0.7045999946400081,1,6.825412128023557e-5
PQLC1,++++++,0.004284092,3.435914366306576e-5,0.9989756478765413,1,6.871828732613152e-5
MLLT6,++++++,0.001018653,3.532930280353583e-5,0.9998464688934332,1,7.065860560707167e-5
GAK,++++++,0.001036429,3.5579199746964235e-5,0.9999602728645403,1,7.115839949392847e-5
HDGFL2,++++++,1.67956e-5,3.567524127348597e-5,0.998959394467451,1,7.135048254697194e-5
VPS51,-+++++,4.71832e-4,3.585520347848297e-5,0.9861690620940852,1,7.171040695696595e-5
ELOB,++++++,1.7197e-4,3.678044680235327e-5,0.9990630937282723,1,7.356089360470654e-5
RP11-159G9.5,------,0.010197929,0.9999374651204165,3.710202123360756e-5,-1,7.420404246721512e-5
PM20D2,+-----,6.04546e-4,0.9981391904924797,3.7819317977911476e-5,-1,7.563863595582295e-5
LIG4,------,0.033818071,0.9999997265803587,3.969457275244899e-5,-1,7.938914550489797e-5
OSGEP,++++++,0.005154894,3.9994813835250435e-5,0.9999981192302383,1,7.998962767050087e-5
DDA1,++++-+,9.74717e-5,4.1007863476867145e-5,0.9961929552372176,1,8.201572695373429e-5
CSNK2B,++++++,0.005124814,4.133246576342987e-5,0.9999957414992731,1,8.266493152685974e-5
RPL26,++++++,0.001198507,4.167493605366047e-5,0.9999860304613337,1,8.334987210732093e-5
RPL31,++++++,0.006640981,4.205683413540888e-5,0.9999897367614338,1,8.411366827081776e-5
GRK2,++++++,0.002734511,4.214670277548688e-5,0.9999327676860046,1,8.429340555097376e-5
DDR2,------,0.01287957,0.999995164439806,4.2339169219589346e-5,-1,8.467833843917869e-5
TNK2,++++++,9.67811e-5,4.2462328470496246e-5,0.9991413623508588,1,8.492465694099249e-5
TNXB,++++++,0.011525708,4.295217189613131e-5,0.9999692204691764,1,8.590434379226263e-5
ZNF304,------,0.03180612,0.9999998921324611,4.549703806607343e-5,-1,9.099407613214685e-5
NDUFS6,++++-+,0.002055551,4.576780377222723e-5,0.9928607049845528,1,9.153560754445447e-5
MGAT4C,------,0.002131326,0.9999637434940591,4.740550584001446e-5,-1,9.481101168002892e-5
PLXND1,++++++,0.002791069,4.7468473965101074e-5,0.9999693211632532,1,9.493694793020215e-5
CTBP1,++++-+,7.86831e-4,4.760066778585561e-5,0.9799832504438896,1,9.520133557171122e-5
XIST,+++++-,0.005680608,4.7662988516544464e-5,0.9989474319305541,1,9.532597703308893e-5
EPB41L4A-AS1,++++++,0.009270441,4.8330209243521774e-5,0.9995759993137896,1,9.666041848704355e-5
COX5A,++++-+,0.002034375,4.883997438592016e-5,0.9523786391241423,1,9.767994877184032e-5
RPL15,++++-+,0.001276514,4.9077789830063126e-5,0.9898273097572321,1,9.815557966012625e-5
RP11-342K6.1,------,0.00517952,0.999983177007048,4.971569774273343e-5,-1,9.943139548546686e-5
WTIP,++++++,0.002954427,5.026552446466126e-5,0.9993250359893868,1,1.0053104892932252e-4
TMEM106B,------,2.16239e-4,0.9999314023335821,5.0447702294880894e-5,-1,1.0089540458976179e-4
CEP78,----+-,0.008329126,0.9947102852815378,5.139243740402807e-5,-1,1.0278487480805614e-4
SUGP1,++++++,0.004983004,5.182542697458452e-5,0.9999949099088692,1,1.0365085394916904e-4
SNU13,++++-+,6.21323e-4,5.203157908505854e-5,0.979759829420429,1,1.0406315817011708e-4
CASQ1,++++-+,0.003184041,5.226479672472549e-5,0.9964753387704178,1,1.0452959344945099e-4
TOMM22,++++++,0.001412414,5.226948993753662e-5,0.9999395979443959,1,1.0453897987507323e-4
HDAC5,++++-+,0.003715657,5.244190089361267e-5,0.9796094295668302,1,1.0488380178722534e-4
FGD3,++++++,0.011945044,5.3520992199352514e-5,0.999982345428707,1,1.0704198439870503e-4
RTL8C,++++++,2.25236e-4,5.388653262162478e-5,0.9970459625321477,1,1.0777306524324956e-4
AP003068.23,++++++,0.010226513,5.4218703905129946e-5,0.9999990386180649,1,1.0843740781025989e-4
RN7SL151P,+++++-,9.92778e-5,5.616933030796676e-5,0.9901299101102727,1,1.1233866061593352e-4
NET1,++++++,0.018908372,5.665883472893232e-5,0.9999857115583156,1,1.1331766945786465e-4
MAP3K2,------,0.004374298,0.9999759600532063,5.669667082428798e-5,-1,1.1339334164857596e-4
ZNF418,++++++,0.004992152,5.735182353015372e-5,0.9999712393079062,1,1.1470364706030744e-4
TBKBP1,++++-+,0.001220055,5.7599612786375084e-5,0.950452920273171,1,1.1519922557275017e-4
RPPH1,++++--,2.85864e-4,5.810779210394398e-5,0.9383848368333139,1,1.1621558420788796e-4
TUG1,-----+,0.004429352,0.9981314684061825,5.8469242418649504e-5,-1,1.1693848483729901e-4
ZNF358,++++++,5.27303e-4,5.8580516299069854e-5,0.9991709894847893,1,1.1716103259813971e-4
RP11-725P16.2,------,0.002112689,0.9999949649910236,5.8720406355888764e-5,-1,1.1744081271177753e-4
USP38,------,0.008177139,0.9999783411338555,5.920808703868874e-5,-1,1.1841617407737748e-4
HERC2P2,------,0.040359377,0.9999985139791273,5.925811452861959e-5,-1,1.1851622905723917e-4
