gene_symbol,male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
ZNF252P-AS1,+---+-,0.076500679,0.9063585811653142,0.21731856669228689,-1,0.43463713338457377
DHDH,-+++++,0.202565583,0.21736876006282332,0.9495950703092747,1,0.43473752012564665
COL16A1,++++++,0.219109289,0.21737943184781253,0.9731258338055082,1,0.43475886369562505
HMGB1,+-++++,0.298912905,0.21740266114274226,0.9701301727868035,1,0.4348053222854845
PDE7B,++--++,0.024588316,0.4145333111678466,0.21743051744890313,-1,0.43486103489780625
RAD1,++-++-,0.130235594,0.21743071848814133,0.9038808623396898,1,0.43486143697628266
RP3-417G15.1,+++-+-,0.192951229,0.21747182174433616,0.8851965139089694,1,0.4349436434886723
DNAH11,++--+-,0.10000706,0.21755246288575347,0.4187165392983643,1,0.43510492577150695
TAPT1,------,0.178087432,0.9697815276919038,0.2175623364600362,-1,0.4351246729200724
RAD52,+----+,0.116117872,0.8972885378881446,0.2175898413192798,-1,0.4351796826385596
TIA1,+---+-,0.194684534,0.8592944281371815,0.2176358351861021,-1,0.4352716703722042
HIST1H4F,++++++,0.192940829,0.21772216657007762,0.963008200353336,1,0.43544433314015524
FRMD4B,---+++,0.082213186,0.7840712576536831,0.21775832498399103,-1,0.43551664996798206
ACTG1,-+++--,0.181527373,0.21782306138336052,0.822436502879172,1,0.43564612276672104
ESRRG,-----+,0.138053314,0.7180871929286184,0.21791430739545806,-1,0.4358286147909161
HLA-F-AS1,++-+++,0.044772551,0.2179152243694199,0.5418342147325104,1,0.4358304487388398
MZT1,+++++-,0.214741005,0.21797264541997163,0.8970463329351541,1,0.43594529083994327
RP11-115H15.2,----++,0.110788227,0.6535743332074502,0.2180054167139594,-1,0.4360108334279188
LTA4H,----+-,0.208173434,0.9201364378430342,0.218124549210883,-1,0.436249098421766
TNFAIP1,--+--+,0.173323596,0.8396447823563293,0.21813380014929773,-1,0.43626760029859546
GAL3ST4,+-++--,0.140451488,0.21814630355289452,0.8257449054051655,1,0.43629260710578904
SP2,+-++-+,0.107206997,0.21817170020086682,0.9185153566133861,1,0.43634340040173364
NNAT,-+-++-,0.088784435,0.8589849916946906,0.21818074403333254,-1,0.4363614880666651
RPS15AP3,-----+,0.241910324,0.9530174376465587,0.2181860133777256,-1,0.4363720267554512
SLC4A8,----+-,0.354645233,0.9761383395121577,0.21820463870610696,-1,0.4364092774122139
ATL1,--+---,0.326493999,0.969050188482841,0.21822041783166676,-1,0.4364408356633335
RP11-383G6.3,++--+-,0.105331929,0.6764439885581441,0.21822657765635176,-1,0.4364531553127035
KCTD9P1,+---+-,0.159364324,0.7928181409740213,0.21823916028740228,-1,0.43647832057480457
MTDHP1,+-++++,0.280170406,0.21826437013123653,0.9611908485274602,1,0.43652874026247307
CCDC180,++--++,0.054202671,0.34610530863991656,0.2183534851257101,-1,0.4367069702514202
SLC25A41,++-+-+,0.056546061,0.6707723723959993,0.2184012629511016,-1,0.4368025259022032
RP11-146N23.1,+--+++,0.078061738,0.21843105311880884,0.6223608059594137,1,0.4368621062376177
SLC25A53,+---++,0.096803065,0.8252568620038206,0.21844913206767394,-1,0.4368982641353479
RP11-279L11.1,+---+-,0.215056842,0.8676446989282696,0.21851664727032025,-1,0.4370332945406405
TENT5C,-+-++-,0.03805685,0.21852838127861315,0.5330652756142199,1,0.4370567625572263
MYOT,---+++,0.114639685,0.4987493186028253,0.21857226860220158,-1,0.43714453720440316
SLC7A4,--+---,0.215757538,0.8838413460849471,0.2186496093700456,-1,0.4372992187400912
DTYMK,+--+-+,0.016606283,0.3463285587132139,0.21865391791102842,-1,0.43730783582205685
RP11-30K9.4,----+-,0.166077575,0.9480696959708909,0.21865426096303786,-1,0.4373085219260757
PDE3B,+++-++,0.203335835,0.218686187466139,0.8284092019381011,1,0.437372374932278
SLC38A6,++--++,0.052498593,0.5767679500288653,0.21873847154351736,-1,0.4374769430870347
WDR43,+---+-,0.144908867,0.8872060790484605,0.2187685367924376,-1,0.4375370735848752
F11R,++--+-,0.052196441,0.2188252794859801,0.5142842730497581,1,0.4376505589719602
LARGE1,-++++-,0.073698076,0.21885873824819435,0.8306965669350903,1,0.4377174764963887
TNFAIP8L2,++++-+,0.313761529,0.21888816388802254,0.966178126649452,1,0.4377763277760451
RN7SL760P,----+-,0.066156822,0.6458870441849232,0.21891485296879704,-1,0.43782970593759407
CBR1,----+-,0.142353638,0.9249720206859836,0.21893405494508397,-1,0.43786810989016794
COQ5,-----+,0.245013925,0.9561158703203557,0.21897551644857424,-1,0.4379510328971485
LAPTM5,++++-+,0.202173981,0.21897838911488884,0.9144248218773835,1,0.4379567782297777
NDUFS2,-++++-,0.205602183,0.21898837517259176,0.842053571510483,1,0.4379767503451835
LRRK2,+-+-++,0.088973875,0.21899204092033348,0.6863844747511264,1,0.43798408184066695
RNF114,---+-+,0.225590731,0.862812389591881,0.21901306932367837,-1,0.43802613864735673
PACSIN2,++-+--,0.170219547,0.2190156020007016,0.6706341566669978,1,0.4380312040014032
ATXN1L,--+--+,0.192121833,0.9135735199519914,0.2190327929519384,-1,0.4380655859038768
RP13-941N14.1,---+--,0.058372013,0.8135613211649656,0.21907705607370376,-1,0.4381541121474075
BICRAL,++++++,0.228951221,0.2190791913247481,0.9693276779513965,1,0.4381583826494962
KIF12,-++-++,0.193080139,0.21912529243456152,0.9510649403685418,1,0.43825058486912305
RP11-197M22.2,--+-++,0.021321469,0.21912755691843414,0.34842432772182946,1,0.43825511383686827
TRIM27,+++-+-,0.040535389,0.8312081288732626,0.21915710925345688,-1,0.43831421850691377
MAGOHB,++---+,0.015855578,0.5969267331545377,0.21916405573670952,-1,0.43832811147341905
ITFG1-AS1,-+++--,0.012605989,0.2191754312192961,0.3843390454679816,1,0.4383508624385922
CASP6,+---+-,0.107946305,0.872638678954788,0.21931011246409435,-1,0.4386202249281887
AC003104.1,+----+,0.114805706,0.6784133897758349,0.21934296899337252,-1,0.43868593798674504
SLC22A9,-++--+,0.117021109,0.21938321318603568,0.6716393840599146,1,0.43876642637207136
DLG1,----++,0.142136109,0.8812968460810768,0.21946207760508812,-1,0.43892415521017625
SRP54-AS1,++-+++,0.128526785,0.21947584163228223,0.917469153749041,1,0.43895168326456446
RP2,------,0.204698365,0.9665687250451154,0.21952970625944088,-1,0.43905941251888175
CACNB1,-+++--,0.027227552,0.2195599894819127,0.7676167323589961,1,0.4391199789638254
TNS3,-----+,0.198721844,0.9091304990515237,0.21960088022882968,-1,0.43920176045765935
API5,--+---,0.276417225,0.9732977972076636,0.21961193902764958,-1,0.43922387805529917
SEMA7A,--+-++,0.072664477,0.8127282625137116,0.21961355071427066,-1,0.4392271014285413
Z98256.1,++---+,0.093729384,0.8550024512507449,0.2196175658444624,-1,0.4392351316889248
RP11-429B14.4,++--++,0.031108314,0.21968112832107686,0.33678367811335624,1,0.4393622566421537
FXN,---++-,0.07487157,0.8805767741115856,0.2197518030203662,-1,0.4395036060407324
ZNF280D,+---++,0.02841628,0.6251944457639144,0.2197842447032392,-1,0.4395684894064784
AC007618.3,+-+-+-,0.164854312,0.7451513592150631,0.2197906594885903,-1,0.4395813189771806
NAB2,-++-+-,0.190414466,0.7876370094824756,0.21982273086970386,-1,0.4396454617394077
ANKRD9,--+--+,0.055157653,0.21991760816805214,0.5697652410210817,1,0.4398352163361043
FUCA2,------,0.215221621,0.9682169833300681,0.2199195099805265,-1,0.439839019961053
C1orf35,---+++,0.076187752,0.2199987927143158,0.916926273471865,1,0.4399975854286316
CHRNA7,+++--+,0.101157332,0.220010382174751,0.6187295040032825,1,0.440020764349502
FOXN3,-----+,0.212605985,0.8257929456259354,0.22001549825256841,-1,0.44003099650513683
RN7SL431P,+---+-,0.052283643,0.7149457022751832,0.22003264408313042,-1,0.44006528816626084
EIF5A2,-+++-+,0.163098012,0.22007658529742832,0.914070663603126,1,0.44015317059485665
TCEA1P2,---+++,0.069615318,0.2959716698937115,0.22014027772050854,-1,0.4402805554410171
MED6,+---+-,0.04315961,0.7834705713948386,0.2201827211733044,-1,0.4403654423466088
FOLR2,-++++-,0.247294982,0.22035001640405638,0.9394979388658636,1,0.44070003280811276
SMPDL3B,+--++-,0.038011044,0.880347683593576,0.22035553082212245,-1,0.4407110616442449
BRD3,++-+++,0.184135525,0.22044403861924522,0.938989385364217,1,0.44088807723849044
SFR1,+--+--,0.130129572,0.8957311733054877,0.2204515919971174,-1,0.4409031839942348
LINC02062,++++++,0.312814763,0.2204713506384398,0.9805159217001316,1,0.4409427012768796
RP4-630C24.3,----++,0.137291114,0.7454720198467102,0.22055318681720343,-1,0.44110637363440686
ANTXR2,++-++-,0.150595686,0.22057635809605963,0.8729232483087013,1,0.44115271619211927
PPT2-EGFL8,++-+--,0.05710424,0.22064510925443415,0.6308924426051457,1,0.4412902185088683
ZSWIM5,+--+++,0.139817658,0.22065884186750745,0.8966121692223217,1,0.4413176837350149
YBX1,-+-++-,0.075548118,0.22071197667880532,0.7791619158677412,1,0.44142395335761064
CDH26,+--+++,0.035440078,0.22071407709152163,0.5955639196247313,1,0.44142815418304326
RNF2,-+----,0.238213409,0.9388755694900478,0.22072679602424194,-1,0.4414535920484839
PUM3,+++-++,0.100220934,0.22083533175168218,0.9444813762185413,1,0.44167066350336437
TMEM202-AS1,----++,0.094543134,0.889267131433743,0.2208637971473261,-1,0.4417275942946522
SETMAR,-++++-,0.082790054,0.22087727339090432,0.8700353044948455,1,0.44175454678180864
CYP4F29P,++++++,0.398004833,0.22089665656419147,0.9779271522181264,1,0.44179331312838294
RP11-73M18.7,---+++,0.062935538,0.7784226054355838,0.22096025390955737,-1,0.44192050781911474
TSC1,+---++,0.116987085,0.6438200844914435,0.2209602808923982,-1,0.4419205617847964
RNU6-272P,+-+--+,0.056530657,0.5736261770612245,0.22097510206935417,-1,0.44195020413870834
ZNF671,+-+-+-,0.201011385,0.2209757064433973,0.9192777732469568,1,0.4419514128867946
SMARCB1,+++++-,0.215074758,0.22099664590865375,0.9619030809745893,1,0.4419932918173075
ATG12,----+-,0.325863527,0.9703832777529698,0.22104319766370487,-1,0.44208639532740973
CSRNP3,-+----,0.301415249,0.9640064837025695,0.22104575787323247,-1,0.44209151574646494
PSMG4,+---++,0.034178207,0.7732127536202169,0.22105705675322782,-1,0.44211411350645563
ARAF,-++-++,0.13633316,0.2210736822378087,0.9303312122121419,1,0.4421473644756174
AC012507.3,++-+++,0.229416188,0.22107400879932645,0.9196093311946132,1,0.4421480175986529
PES1,+-++++,0.147501556,0.22108534494168597,0.9486041973996115,1,0.44217068988337194
RP11-138A9.2,-+--+-,0.101397864,0.6918657220654334,0.22112358718842223,-1,0.44224717437684447
RP11-516C1.1,-+-++-,0.007635174,0.2447673423899591,0.221155332991968,-1,0.442310665983936
RP11-527H14.4,--+-++,0.02527372,0.2211568670685743,0.7441384876006893,1,0.4423137341371486
MANEAL,--+---,0.171714143,0.9448881648951141,0.22135332350498904,-1,0.4427066470099781
LSM6,------,0.19273514,0.9741602926051316,0.22140583624874896,-1,0.4428116724974979
RP11-53B2.2,+---++,0.14276729,0.22151518602398948,0.840304612138075,1,0.44303037204797896
CTB-129O4.1,++++-+,0.302312522,0.2215515197074096,0.9474651492075341,1,0.4431030394148192
MIR648,+--++-,0.058891948,0.6617037846316551,0.2216014200792935,-1,0.443202840158587
NDFIP1,------,0.350803517,0.9775396007274827,0.22173202585541033,-1,0.44346405171082065
ZNF30-AS1,+--+-+,0.034960946,0.5076100488256423,0.2217321901741908,-1,0.4434643803483816
MDFIC,------,0.250977147,0.9689328425373975,0.2217643077882479,-1,0.4435286155764958
RP11-1007O24.2,+---+-,0.082151314,0.6360134931526455,0.22181638210389445,-1,0.4436327642077889
CPSF3,-+--+-,0.083449677,0.8997137708730634,0.22182406192991347,-1,0.44364812385982694
DDX42,++--++,0.197565349,0.22182692067350177,0.8328274999287733,1,0.44365384134700353
LOXHD1,+++-++,0.309447858,0.2218982215653722,0.9569066233690745,1,0.4437964431307444
STARD4,----+-,0.247647484,0.89636057114405,0.22190936515883203,-1,0.44381873031766406
SLC24A3,++-+--,0.059414958,0.26678791776498406,0.22192732174067883,-1,0.44385464348135767
MORF4L2,++++--,0.071512232,0.2219850388351476,0.6928382972604238,1,0.4439700776702952
NMT1,+++++-,0.072182677,0.22212207678143048,0.9137830929628237,1,0.44424415356286096
PPP1R15A,------,0.358525816,0.9792893489923338,0.2221638520226959,-1,0.4443277040453918
PCYOX1,-+----,0.172500123,0.956466949968925,0.22221486846578375,-1,0.4444297369315675
RPL7P29,+-+-+-,0.03433269,0.5423990875473951,0.22222474901139638,-1,0.44444949802279277
RGMA,---+++,0.124992276,0.22224124069041207,0.8429095913550867,1,0.44448248138082413
PCSK7,+--+++,0.164882469,0.2222412439536528,0.9186730344928604,1,0.4444824879073056
RP4-565E6.1,+-++++,0.273542141,0.22228376014615095,0.9749820321799335,1,0.4445675202923019
NAP1L3,++++-+,0.196426045,0.22228823445637094,0.879383252612478,1,0.4445764689127419
RPL36A,+---+-,0.033960362,0.2695580922847895,0.2223016435039494,-1,0.4446032870078988
RP11-5L12.1,-----+,0.173380106,0.936419014144958,0.22237650731149936,-1,0.4447530146229987
OAT,-+----,0.208270761,0.9557120578113418,0.22238922688797183,-1,0.44477845377594366
MASTL,-+--+-,0.151787375,0.8404594466126557,0.2224036668417516,-1,0.4448073336835032
RPSAP21,++--++,0.071564807,0.2224199035857023,0.88270846000372,1,0.4448398071714046
RBM15B,-++++-,0.231313858,0.2224519735705634,0.9470522728592041,1,0.4449039471411268
CGN,+--+++,0.149123441,0.22247175591638318,0.8863597961078125,1,0.44494351183276637
RARRES2,+++-++,0.207051271,0.2224776630141317,0.9388921014035776,1,0.4449553260282634
PIGV,----+-,0.231280095,0.9574128874125861,0.22248738766795098,-1,0.44497477533590196
AC006538.1,+-++-+,0.040545441,0.22249357730572109,0.6943244205838823,1,0.44498715461144217
RNF44,++++++,0.227954289,0.22254700591815696,0.9710831115277677,1,0.4450940118363139
POLDIP2,+++--+,0.113493253,0.2225978878144133,0.9060095765424229,1,0.4451957756288266
AC020907.2,-+++++,0.178353727,0.22260222440380825,0.9639139331616356,1,0.4452044488076165
DOCK2,++++-+,0.273796969,0.22260571317833847,0.9657408336969037,1,0.44521142635667693
HIST4H4,++++--,0.170052362,0.2226725945369968,0.8688698999492237,1,0.4453451890739936
SNTA1,-++-++,0.233857818,0.2226971027967469,0.9388578530118006,1,0.4453942055934938
OLR1,--+---,0.166876406,0.9616593594436617,0.2227491315815172,-1,0.4454982631630344
SCEL,++---+,0.035418868,0.2227940411596607,0.7333379269338107,1,0.4455880823193214
INHCAP,+++-+-,0.140358904,0.22281659794581454,0.8109945360416373,1,0.4456331958916291
LIN9,++--++,0.18280341,0.22285554985563857,0.8848119408093047,1,0.44571109971127715
EXOC1,+---+-,0.059184282,0.8869459928848125,0.22287772104966416,-1,0.4457554420993283
ZFYVE27,+++++-,0.212815669,0.22288338543144684,0.9416328108422304,1,0.4457667708628937
SPATA6L,++--+-,0.076033517,0.2744778757790924,0.22290722151045464,-1,0.4458144430209093
EIF4E1B,--++-+,0.087230666,0.2229681325021577,0.439581086237409,1,0.4459362650043154
CIR1,+-++++,0.079026092,0.22298104887058032,0.7165616799859758,1,0.44596209774116063
PDHX,--+---,0.198327455,0.9401145278137591,0.22298436693090992,-1,0.44596873386181984
PCDHGA5,----++,0.103094079,0.7509469952222854,0.22300960550772508,-1,0.44601921101545017
BNIP3P1,-++---,0.113138357,0.6694823522294954,0.22302406154054294,-1,0.4460481230810859
KRBOX4,+++++-,0.231824574,0.2230774356041028,0.9516870177862231,1,0.4461548712082056
OR7E7P,++--++,0.111764923,0.2230998748562085,0.7327844836116646,1,0.446199749712417
KLRD1,+-----,0.142496472,0.9271051782687285,0.2232029217498355,-1,0.446405843499671
ZBTB14,----++,0.037081143,0.7774893926692503,0.22328340728384113,-1,0.44656681456768227
CORIN,+-++-+,0.007927964,0.36473463077683405,0.2232872800221765,-1,0.446574560044353
RP11-111M22.4,+---+-,0.228115256,0.8713912714969722,0.2232973353504512,-1,0.4465946707009024
CTA-373H7.7,-++--+,0.023564131,0.2233288113263182,0.7620285117327608,1,0.4466576226526364
VWA5A,-+--++,0.116419591,0.223358221705405,0.7227947929501191,1,0.44671644341081
RTCA-AS1,+--+++,0.103747932,0.2233615778972146,0.6196926951913004,1,0.4467231557944292
CNOT2,++--+-,0.089960116,0.8646493752303857,0.22337715418425405,-1,0.4467543083685081
UBE2J1,-+----,0.135103423,0.9176660903071217,0.22340332851593742,-1,0.44680665703187483
KCTD15,+++---,0.079740969,0.22341019486689373,0.7261073332363591,1,0.44682038973378746
AC021860.1,------,0.360555961,0.9778489985039347,0.22343343232226953,-1,0.44686686464453906
RMND5B,--+--+,0.079995849,0.22346379367279373,0.5667726664081874,1,0.44692758734558746
LILRB4,++++-+,0.150532687,0.22347314590653947,0.948675766414323,1,0.44694629181307893
PSMC6,----+-,0.197529384,0.9351347147756821,0.22354479456484447,-1,0.44708958912968894
STARD9,+--+++,0.112029428,0.2235668101448419,0.775727456107701,1,0.4471336202896838
LINC02208,+-+++-,0.198329322,0.22360270319587502,0.8799952728817781,1,0.44720540639175005
CTD-2196E14.9,+++++-,0.120005932,0.22364221096222658,0.9247250098625546,1,0.44728442192445317
KDM4A-AS1,++--+-,0.116107969,0.22368150542933524,0.2991717839623482,1,0.4473630108586705
CTD-2245F17.3,--+-+-,0.129896164,0.8833073398008124,0.22372493495890702,-1,0.44744986991781405
LA16c-329F2.1,----+-,0.213456659,0.9513342798045583,0.22373118991342258,-1,0.44746237982684517
PLCXD2,-+++-+,0.12671936,0.22374260932701034,0.4293545546554069,1,0.4474852186540207
RP11-1246C19.1,+--+++,0.093954459,0.22376562384472792,0.473389593024442,1,0.44753124768945585
ABRAXAS2,--+-+-,0.166283139,0.7283728166741796,0.22378078951376779,-1,0.44756157902753557
RP11-56B16.2,+--+-+,0.030714666,0.8253288708506804,0.22378110172334148,-1,0.44756220344668296
TEX261,----+-,0.080350317,0.8282531213631875,0.223812459033213,-1,0.447624918066426
SDF2,---++-,0.209613466,0.9225903131473875,0.22382065268874568,-1,0.44764130537749136
NORAD,--++--,0.18929225,0.9550952946461903,0.22386061396348825,-1,0.4477212279269765
PRELID3B,-+----,0.314594109,0.9325735574705625,0.22387144348355706,-1,0.4477428869671141
SPIN4,----++,0.094207529,0.8236165204445405,0.22391769436673406,-1,0.4478353887334681
PPP1R3G,-----+,0.229416835,0.9351245940920967,0.22393811098815317,-1,0.44787622197630633
RP5-1061H20.4,+++-++,0.061597097,0.22394946691297027,0.914206183754464,1,0.44789893382594054
RP11-707P17.2,-+-+--,0.145778707,0.8338276512132828,0.22398927828122517,-1,0.44797855656245034
RP11-802O23.3,+--++-,0.041801716,0.8535810383579321,0.2239895199000377,-1,0.4479790398000754
RP11-872J21.3,---+--,0.074972089,0.6095621627521932,0.22399055181218044,-1,0.4479811036243609
RP11-359B20.1,+-+-++,0.196324133,0.2240390628143226,0.8319932687524232,1,0.4480781256286452
LINC02280,+--+++,0.245505167,0.22404664078240877,0.9191067230683342,1,0.44809328156481754
ABHD14A,--++--,0.020444802,0.22405416960815772,0.6227883893278787,1,0.44810833921631543
LINC00488,+-+--+,0.066048699,0.22408805402690435,0.6268363935796668,1,0.4481761080538087
RP11-766H1.1,+--+++,0.019633378,0.6400705373533772,0.22410593840211757,-1,0.44821187680423513
UBE3B,+-++++,0.183532849,0.22414328489939866,0.8840691880803161,1,0.44828656979879733
TEX14,---+--,0.144781526,0.8899908454391059,0.22415513121899105,-1,0.4483102624379821
RP11-123O10.3,++--+-,0.040391099,0.6715722724233664,0.22420237215112895,-1,0.4484047443022579
RP11-1049H7.2,+-+---,0.126216304,0.7340026641339685,0.22421011206355682,-1,0.44842022412711363
FAM24B,+---+-,0.139238411,0.7477927785352223,0.2242526008976451,-1,0.4485052017952902
MARK1,--+--+,0.072157576,0.8974163244799646,0.22429336790211332,-1,0.44858673580422664
KIT,+---+-,0.059896321,0.48375453175314065,0.22430006571163502,-1,0.44860013142327004
ELMO2,----+-,0.094797587,0.7858902355133607,0.22430089702839745,-1,0.4486017940567949
ZNF329,--+---,0.288182627,0.9199430078851268,0.22432425120996607,-1,0.44864850241993215
RRNAD1,+--+-+,0.096074298,0.2243592162390061,0.6780341963637729,1,0.4487184324780122
GAS2L2,+--++-,0.094337451,0.22436822445511614,0.5345995069010027,1,0.4487364489102323
RP11-351D16.3,--+--+,0.137586183,0.8722569729019419,0.22442242255759057,-1,0.44884484511518113
PITPNA,+-++-+,0.121231881,0.22442337616808705,0.8942363451542042,1,0.4488467523361741
ASS1P2,+-+-+-,0.074991492,0.2244376162623162,0.6246985831447995,1,0.4488752325246324
PAK3,+++---,0.047348729,0.6030076638198101,0.2244616341846754,-1,0.4489232683693508
ANO10,++-+-+,0.147827925,0.22455289631401118,0.9088674013811713,1,0.44910579262802236
RPL13AP2,--+-++,0.056050462,0.22458804837307633,0.4002458487413194,1,0.44917609674615266
KCNMA1,--+---,0.075707782,0.845243713697182,0.22462900113231726,-1,0.4492580022646345
RAB6B,++++-+,0.164203324,0.22472404585894104,0.884288043308855,1,0.4494480917178821
FLAD1,-++++-,0.063842449,0.2247488695202857,0.8474031591100395,1,0.4494977390405714
AC007560.2,++---+,0.053361448,0.8196602593661736,0.224749905961736,-1,0.449499811923472
PHC2,-+-+++,0.102233617,0.22478093365734675,0.8846229396850198,1,0.4495618673146935
DDX25,+---+-,0.103370145,0.9120420815800075,0.22480241491402786,-1,0.4496048298280557
CTC-304I17.5,-+-+++,0.193658567,0.22480841827764153,0.9530607063263161,1,0.44961683655528306
ZNF593,-++-++,0.066732752,0.22483060309435032,0.7856878290194231,1,0.44966120618870065
CTD-2293H3.2,++--+-,0.040856985,0.22483566640470867,0.39696277196954255,1,0.44967133280941735
LINC01119,----++,0.020151743,0.22485744413832343,0.32360066253922154,1,0.44971488827664685
RAB3C,-++---,0.099797914,0.8365672937102937,0.2248634854524278,-1,0.4497269709048556
RP11-909M7.3,-+----,0.241069811,0.9305696687026644,0.22496094273899547,-1,0.44992188547799095
CYP2G1P,----++,0.128020107,0.7715515733528466,0.2249983987061614,-1,0.4499967974123228
RBCK1,++++++,0.403907258,0.22501418059899364,0.9824442240075298,1,0.4500283611979873
RP4-561L24.3,++++-+,0.147892922,0.22501837407313752,0.82733344205455,1,0.45003674814627503
NMB,+-+-++,0.063335821,0.22505783053860404,0.8465659636458664,1,0.4501156610772081
LDB2,+-+-+-,0.042526268,0.6328661484405214,0.2251213009866899,-1,0.4502426019733798
RP11-98J23.2,---+-+,0.059622555,0.6970190248069914,0.22529065512811938,-1,0.45058131025623877
CNTN4,--+--+,0.084873105,0.22534898178395937,0.7183518184347872,1,0.45069796356791875
ZNF787,-++++-,0.109680433,0.22541295543207734,0.8573066422256184,1,0.4508259108641547
PNPLA2,+-++-+,0.094615999,0.22554546130720576,0.8264872445873522,1,0.4510909226144115
CTD-2560C21.1,-+--++,0.080113707,0.8999754482500874,0.2256117796069882,-1,0.4512235592139764
STXBP4,+---+-,0.208488957,0.9367819073758722,0.22565684412851778,-1,0.45131368825703555
RP5-890E16.2,----+-,0.375564224,0.9187513595338141,0.22567308740282915,-1,0.4513461748056583
SERPINA1,+-++--,0.092151507,0.22569399754760194,0.8627196066079061,1,0.4513879950952039
AC005943.5,-++++-,0.046376336,0.2257141313453137,0.758290018549481,1,0.4514282626906274
RP13-514E23.2,+++++-,0.259988166,0.22571878391330136,0.8757462444502906,1,0.4514375678266027
GON7,-++++-,0.085977526,0.2257200992582336,0.9279035914185855,1,0.4514401985164672
NKRF,-+----,0.215774561,0.9144050314949489,0.22572977467162034,-1,0.4514595493432407
CTD-2547L24.3,+++-++,0.07848917,0.22573792286869554,0.9042058511430409,1,0.4514758457373911
MINDY1,---+++,0.197537625,0.9326526574692281,0.22575434253891483,-1,0.45150868507782965
DDHD2,+++++-,0.187334674,0.22576952359311156,0.9603640521757405,1,0.4515390471862231
SNX18P9,++++++,0.339383494,0.22578297641414583,0.9795698625510099,1,0.45156595282829165
RMDN2,++--+-,0.080868194,0.6691172425634642,0.2257906973121843,-1,0.4515813946243686
C1orf174,+-++-+,0.139556654,0.22584136858247825,0.8101321791601628,1,0.4516827371649565
UCKL1,++++++,0.216454772,0.22589458695997564,0.9621136263249973,1,0.45178917391995127
TMEM45A,---++-,0.15287948,0.6585812528317561,0.22589849676378637,-1,0.45179699352757274
EIF4E2,--++++,0.047273473,0.22591524088176249,0.8333254000453547,1,0.45183048176352497
LRRFIP1P1,+----+,0.163667142,0.9201135916577157,0.22613846813753974,-1,0.4522769362750795
FOLH1,---++-,0.128614954,0.8820454456408817,0.22621340292892445,-1,0.4524268058578489
INKA2-AS1,-++-+-,0.078558913,0.22627139769244942,0.876276114865585,1,0.45254279538489883
RP11-731D1.4,-+--+-,0.182501868,0.9065222330973451,0.226293534316357,-1,0.452587068632714
NGFR,---+++,0.063495401,0.22633178350450464,0.3764451218041342,1,0.4526635670090093
RN7SL177P,+-+-+-,0.030755112,0.2992210123292405,0.22635497248693265,-1,0.4527099449738653
WDR11-AS1,+---++,0.018209284,0.5290313004592081,0.2264415693612643,-1,0.4528831387225286
CTD-2033D15.1,++-++-,0.113871834,0.226452016299247,0.7201407303226313,1,0.452904032598494
YIPF2,+++++-,0.142113575,0.22645209418156428,0.7744829146924612,1,0.45290418836312857
APOE,-----+,0.217224263,0.848925317142421,0.22651246254040444,-1,0.4530249250808089
ZNF197,-----+,0.188294512,0.9509911713947249,0.22651698236011053,-1,0.45303396472022106
ATXN1,--+--+,0.128903613,0.7257682160524279,0.22653677690332877,-1,0.45307355380665754
PRPSAP1,+---++,0.075744265,0.6571253954629972,0.22655468281955818,-1,0.45310936563911636
LINC00970,-+---+,0.073933767,0.6705557125568538,0.226563355351414,-1,0.453126710702828
ASPN,++-+--,0.086067149,0.2265663449687645,0.8336231813558381,1,0.453132689937529
SLC26A6,+++++-,0.1655837,0.22671309275163995,0.7926765027442465,1,0.4534261855032799
ZBTB8OS,++-++-,0.175295626,0.2267347460421748,0.9501006596822216,1,0.4534694920843496
GTF3C5,+++++-,0.276447574,0.2267697452809907,0.966004076418311,1,0.4535394905619814
CETN2,-++++-,0.026779246,0.22677944962833263,0.41217071767513563,1,0.45355889925666526
PIAS3,++-+++,0.349008748,0.2267801543075575,0.9611717570764078,1,0.453560308615115
EXTL2,----++,0.188505099,0.9543192348999837,0.22683489187828307,-1,0.45366978375656614
PPP2CA,++++--,0.028671544,0.22683611817509053,0.6727057061320838,1,0.45367223635018106
LINC02328,+++--+,0.081834612,0.22691297543036038,0.9310056002624806,1,0.45382595086072075
RP11-864J10.2,----++,0.21572901,0.8776127758126054,0.2269148384161966,-1,0.4538296768323932
GLRX3,++-++-,0.223545927,0.22693923429183813,0.8073793878227689,1,0.45387846858367625
TRIOBP,+--+++,0.074760524,0.22704544439810806,0.5886219571593259,1,0.4540908887962161
DCC,-+--+-,0.088550193,0.6361637709595024,0.22707015423617422,-1,0.45414030847234843
TRIM26,+--+++,0.01789476,0.2270836183319679,0.5697370019023138,1,0.4541672366639358
FOPNL,+++++-,0.100108619,0.22716253273620832,0.8606798201616743,1,0.45432506547241663
EP400P1,+-++++,0.222742818,0.22718821655708057,0.9447253410464891,1,0.45437643311416115
RP11-4K3__A.3,+---++,0.104311097,0.7229883475205717,0.22722202287629367,-1,0.45444404575258734
TMEM237,----++,0.120331911,0.7598035983732258,0.22729009433704772,-1,0.45458018867409544
