gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
DUSP5,------------,2.21995e-4,0.439355704413893,5.4707137835480075e-9,-1,1.0941427567096015e-8
TMEM161B-AS1,++++++++-+++,6.41068e-4,1.9140719449740004e-7,0.16376099938974337,1,3.828143889948001e-7
ZBTB21,------------,0.004106003,0.0030131181645663115,2.8036283684328844e-4,-1,5.607256736865769e-4
NR4A3,------------,0.001118376,0.054625167151447614,3.1834734979928156e-5,-1,6.366946995985631e-5
NBPF2P,++++++++++++,8.59296e-5,5.706802592467914e-4,0.007883835945238317,1,0.0011413605184935828
ETV3,-----------+,1.62732e-4,0.4397791217978704,2.69629692234548e-7,-1,5.39259384469096e-7
EGR2,------------,0.001319323,0.1752878715043168,5.687582516288594e-6,-1,1.1375165032577189e-5
RP11-667K14.3,------+-----,2.20278e-4,0.7379734836038361,5.011391605651856e-8,-1,1.0022783211303712e-7
NEDD9,-----------+,1.23189e-4,0.759997589896052,9.385883236937738e-8,-1,1.8771766473875475e-7
NR4A1,------------,7.75511e-5,0.6491288385736559,5.580105937033357e-7,-1,1.1160211874066714e-6
NPAS4,-----------+,2.11793e-4,0.9123007232010811,5.950183994704052e-8,-1,1.1900367989408105e-7
RP11-426C22.6,+++++-++++++,0.001143498,0.8123192298551086,9.168620319051405e-8,-1,1.833724063810281e-7
SIK1,------------,0.001941142,0.2026949080383052,2.6897156572204183e-5,-1,5.379431314440837e-5
RP11-677M14.7,++++++---+--,3.33182e-4,8.60894137192327e-12,0.9999896827739827,1,1.721788274384654e-11
ZNF331,------------,0.001591073,0.4621920139317783,7.375385755009569e-6,-1,1.4750771510019138e-5
CCN1,----+-------,9.6745e-4,0.43463274535982444,3.95177291969358e-6,-1,7.90354583938716e-6
ARC,-------+----,7.60893e-4,0.7829429081428059,6.26108284151081e-7,-1,1.252216568302162e-6
FAM118A,------------,0.0042653430000000004,0.03275768494653656,0.002550642327473947,-1,0.005101284654947894
LINC00473,-----------+,9.24745e-4,0.6453810758048101,1.964627092833676e-6,-1,3.929254185667352e-6
FRG1,++++++++++++,0.004949529,0.0029662594538933146,0.02812976680554697,1,0.005932518907786629
EGR1,----+-------,0.001833689,0.5387405988082312,8.186290930242578e-6,-1,1.6372581860485156e-5
DDT,+-+++++++++-,5.17889e-4,0.03327908624198342,0.0014874796940144938,-1,0.0029749593880289875
LRRC8C,------------,0.002213602,0.0022965911151815494,0.03940378697804779,1,0.004593182230363099
MMAB,++++++++++++,0.004444297,0.006506446639442265,0.028199058972284027,1,0.01301289327888453
AGBL5,+++---++++-+,1.31829e-4,0.7524759023993486,2.9583722048899875e-7,-1,5.916744409779975e-7
LINC00471,+++++++--+++,3.19741e-4,1.4385225508891872e-7,0.9583193495368931,1,2.8770451017783744e-7
NOL6,------+-+---,4.95106e-4,0.21177087290301586,9.36452317771562e-5,-1,1.872904635543124e-4
EGR4,------------,0.002035188,0.5866607492969291,3.437464810399402e-5,-1,6.874929620798804e-5
GPX4,++++++++++-+,8.7679e-4,0.05598788814231508,0.0022724856200319636,-1,0.004544971240063927
TCFL5,++++++---+++,0.003414279,1.76556772131862e-7,0.9427611552150537,1,3.53113544263724e-7
TMEM44-AS1,++++++++++++,0.007036187,0.04146621778716004,0.0067880384134853125,-1,0.013576076826970625
ANKRD37,-+-++-------,0.001004973,2.758506409341406e-8,0.9981747494650796,1,5.517012818682812e-8
TRIB1,-----------+,0.001304623,0.6650946166711926,1.003519857013199e-5,-1,2.007039714026398e-5
HERC6,++++++++++++,0.00288934,0.01524488441548586,0.023298157997264552,1,0.03048976883097172
PCDHB4,-----+------,6.68832e-4,6.383279704239643e-5,0.46646288987778356,1,1.2766559408479287e-4
PDE4D,-+----------,3.30356e-4,0.0027089321977325203,0.09212920666114931,1,0.005417864395465041
GBP3,++++++++--++,0.002975392,1.1941399887696305e-7,0.9953848302333519,1,2.388279977539261e-7
KCTD21-AS1,+++++++----+,6.52656e-4,3.6799036153962197e-7,0.9770307824593584,1,7.359807230792439e-7
MISP3,+++-+-++++++,1.94462e-4,0.831201378520596,1.0389946663000841e-6,-1,2.0779893326001683e-6
AP003068.23,++++++++++++,0.010226513,0.04489117543378387,0.01286891500739318,-1,0.02573783001478636
LAMTOR4,+++-++++++++,7.60347e-4,0.4315496108209505,1.5389310326602065e-4,-1,3.077862065320413e-4
RP11-343N15.5,----+-------,0.006770923,8.182030455881091e-4,0.24797292419598593,1,0.0016364060911762182
JUNB,------------,0.001521794,0.4514384377982598,3.686858080682988e-4,-1,7.373716161365976e-4
NDUFA2,++++-++++++-,6.12726e-5,0.5554080675268914,2.271963321456942e-5,-1,4.543926642913884e-5
LINC00667,++++++++-+++,0.008639795,0.04548984331331295,0.016501840673280005,-1,0.03300368134656001
SRPK3,+-++++++++++,0.006612763,0.5409544243014266,1.9118878423861555e-4,-1,3.823775684772311e-4
RPS28,+++---++++++,4.3403e-4,0.9911324695578295,2.446579139463089e-8,-1,4.893158278926178e-8
SPTY2D1,------------,0.002723638,0.8357191950931155,4.480944537805129e-5,-1,8.961889075610258e-5
RP11-298D21.1,++++++---+++,2.84568e-4,4.68640421478001e-8,0.9977548798537033,1,9.37280842956002e-8
VEGFA,+-+-+-------,0.003807741,1.312260865195871e-6,0.9745204004308733,1,2.624521730391742e-6
SDIM1,----------++,0.001109434,0.9206437388525758,7.316874877562124e-6,-1,1.4633749755124247e-5
DNAJB5,------------,4.07769e-4,0.7599404896944123,9.039899860985576e-5,-1,1.8079799721971152e-4
SPRED2,--------+--+,0.002121304,0.9518148741726815,2.644446722575982e-6,-1,5.288893445151964e-6
QPRT,++++++++++++,6.52847e-5,0.10741451678099294,0.007411166571817772,-1,0.014822333143635544
AC012370.2,----+-----++,0.001005752,0.8756759412076696,4.44343101441344e-6,-1,8.88686202882688e-6
MTCO1P12,++++++++++++,0.002870475,1.1801968909281823e-4,0.7375696066890287,1,2.3603937818563646e-4
AC092168.2,----+-----+-,0.001067823,0.328267211143454,4.12469395926353e-4,-1,8.24938791852706e-4
TET3,------+-----,0.001737538,0.8662427899121781,3.9317054448195034e-5,-1,7.863410889639007e-5
ZNF10,-----+------,0.003490946,0.013585237128277566,0.08027687139631551,1,0.02717047425655513
SPRY2,-----------+,0.00653533,0.7157364612616259,1.4171848597926623e-4,-1,2.8343697195853246e-4
ARL5B,-+----------,0.002460311,0.00377959372049006,0.16585004174827395,1,0.00755918744098012
DUSP4,------------,0.007261581,0.22841569100544085,0.0038038874579141785,-1,0.007607774915828357
INAFM2,-+-------+--,0.001927182,2.4806011488473576e-4,0.319160515786581,1,4.961202297694715e-4
TSGA10,++++++++-+++,1.63682e-4,0.008220752099406283,0.058203370590512796,1,0.016441504198812566
NHP2,+++++++++++-,2.40017e-4,0.15649826612169443,0.003813859139497112,-1,0.007627718278994224
RPS14,+++-++++++++,1.74313e-4,0.6029246761743303,1.674559664029947e-4,-1,3.349119328059894e-4
MDGA2,-----------+,0.002616667,0.0017571243947282784,0.3370390013495081,1,0.0035142487894565567
RN7SL278P,++--++++++-+,5.12758e-5,0.49193705067407456,1.3548030303067168e-4,-1,2.7096060606134336e-4
CCDC18-AS1,+++++++---++,0.002335536,1.6523278030178514e-6,0.9284316657971079,1,3.304655606035703e-6
RNU1-67P,+++--+++++++,0.002863373,0.7230513188689134,1.862172519089676e-4,-1,3.724345038179352e-4
ILF3-DT,++++++++++++,0.007944985,0.012049364744765778,0.14400087342854134,1,0.024098729489531557
ZNF30,++++++++-+++,0.00207997,2.7742751819122367e-4,0.47945170213985683,1,5.548550363824473e-4
YPEL5,++++-+++++--,0.001303795,7.031745271223629e-4,0.13344497134637,1,0.0014063490542447258
GPR3,--------+---,0.001015085,0.7469573741825414,1.907713245912852e-4,-1,3.815426491825704e-4
DUSP1,------------,0.002136191,0.4746381297457674,0.00139963627674076,-1,0.00279927255348152
CYTH4,++++++++++++,0.002469272,0.008902850071475645,0.16148066972237762,1,0.01780570014295129
RP4-630C24.3,++++++----++,0.002103501,1.754113427168483e-7,0.9983398146526944,1,3.508226854336966e-7
LMO2,+++++++++++-,0.001281322,2.4046390513093044e-4,0.6871496866457643,1,4.809278102618609e-4
SMG1P5,------+---++,0.001556786,0.9946700149968395,9.392948863488198e-7,-1,1.8785897726976397e-6
SLC2A3,------------,0.00435446,0.7852744586918428,2.5658504624171644e-4,-1,5.131700924834329e-4
GPR19,-------+----,0.00199779,0.22276190519385183,0.0018592293519518867,-1,0.0037184587039037734
MRPL4,++-++-++++-+,4.65164e-4,0.5997690794291879,1.9096095307661906e-4,-1,3.8192190615323813e-4
COPS9,+++++++++++-,2.72445e-4,0.2157989711223371,0.003417803060378012,-1,0.006835606120756024
RNVU1-13,-----+++++++,0.001172075,0.9999999124888888,1.1594558683507016e-9,-1,2.318911736701403e-9
ERRFI1,-------+----,0.017079355,0.3062436382278124,0.004210833127214191,-1,0.008421666254428382
TRIB2,--------+--+,0.012802278,0.33063373132143653,3.2309240421543817e-4,-1,6.461848084308763e-4
LINC00269,++++++++++++,0.001913277,0.3157122285644011,0.002765487275027477,-1,0.005530974550054954
BLVRB,++++-+++++++,0.001006611,0.08188368366006717,0.012561566993839523,-1,0.025123133987679045
ATXN7,----------++,0.002090582,0.3879293048276813,0.0014421022469374388,-1,0.0028842044938748776
CLUL1,------------,0.011649265,0.2561579351169204,0.009174828181269553,-1,0.018349656362539105
FOSB,----------+-,0.001839652,0.758728546821579,2.6956743690443e-4,-1,5.3913487380886e-4
SOX17,++++++++++++,0.00124281,0.026620074276989092,0.07844370646274619,1,0.053240148553978184
RGS2,-------++---,0.005417929,0.9794521308352337,1.4733880942270125e-5,-1,2.946776188454025e-5
REX1BD,+++++--+++-+,1.43341e-5,0.47988913499260044,4.0210201390765096e-4,-1,8.042040278153019e-4
HDDC3,++++++-+++++,0.00210592,0.09940394705681617,0.022546737820615528,-1,0.045093475641231055
HLA-A,++++++++++-+,0.00774014,6.108466600936718e-6,0.9918454220500976,1,1.2216933201873435e-5
BTN2A3P,+-++++++++++,8.1132e-4,0.10170148706208032,0.01396994930252547,-1,0.02793989860505094
RPL8,++++--++++-+,2.1357e-5,0.8007732534005244,5.213755790368093e-5,-1,1.0427511580736186e-4
KLF4,----------+-,2.45318e-4,0.731135470299609,3.4577367365719677e-4,-1,6.915473473143935e-4
LINC01992,++++++++-+++,0.023443111,0.004086828351930225,0.3080871092878666,1,0.00817365670386045
UFC1,++++-+++++++,0.009203424,0.1870520486786978,0.004039610497186922,-1,0.008079220994373843
RP11-700J17.2,-+-++-------,0.00283464,1.31792285141096e-5,0.9663650680575229,1,2.63584570282192e-5
ESYT1,++++++++++++,0.002725509,0.005705462791943474,0.2898144599627548,1,0.011410925583886948
RGPD1,+++-++++++++,0.036956918,0.03777078383060322,0.08670981796096727,1,0.07554156766120644
RPL10A,+++--+++++++,2.61478e-4,0.992098796092,3.823777497878711e-6,-1,7.647554995757422e-6
EEF2,-+----++++++,8.97529e-5,0.9999947141389665,1.0670963389057962e-8,-1,2.1341926778115924e-8
CCZ1B,++++++++++++,0.030889243,0.05108047607830978,0.08959293325118188,1,0.10216095215661956
PTGS2,--------+---,2.67881e-4,0.8785046477301788,1.4098907262421963e-4,-1,2.8197814524843926e-4
ITPR3,++--+-++++++,0.001833984,0.9696459332232993,1.6767974923243424e-5,-1,3.353594984648685e-5
PRDX5,++++--++++++,1.42607e-6,0.7338640143434472,2.251547405634624e-4,-1,4.503094811269248e-4
ERCC2,++++++++++++,0.001112135,0.4514554605692159,0.0033101841197851326,-1,0.006620368239570265
FOS,------------,0.019294293,0.32679101847606296,0.007548356391891215,-1,0.01509671278378243
HLA-C,++++++++++++,0.007461564,0.0043251751804143064,0.42869813569358284,1,0.008650350360828613
NDUFB9,++++++++++++,0.001398063,0.8569323807779696,1.9555469993436374e-4,-1,3.911093998687275e-4
XXbac-BPG299F13.17,++++++++++-+,7.71997e-4,0.0012507435351430398,0.5539772898226795,1,0.0025014870702860796
MRPL2,+-+-++++++++,0.003019543,0.5521675604650532,1.2899035854999647e-4,-1,2.5798071709999293e-4
ITGB2-AS1,+++++++++++-,0.001172534,0.007137617776933718,0.18380150545508198,1,0.014275235553867435
HCG22,------++++++,0.001276075,0.9999999995984032,1.3913117769187707e-10,-1,2.7826235538375413e-10
C7orf50,-++++-++++++,1.35065e-4,0.9671787030633305,1.6849396842998367e-5,-1,3.3698793685996735e-5
ITGAX,++++++++++++,0.004399138,0.0063704864917322615,0.3886375140561941,1,0.012740972983464523
NPIPB13,------+---++,1.36492e-4,0.9617306121020153,7.10732279953532e-6,-1,1.421464559907064e-5
DUSP6,--------+--+,0.00841003,0.8853146910640122,2.1012696549519935e-4,-1,4.202539309903987e-4
RP4-564F22.5,+++++++-----,0.002343153,1.9553552370556884e-7,0.9999848844177288,1,3.910710474111377e-7
NBPF14,+-+--+++++++,0.009537749,0.9983333404648091,1.277845988811871e-6,-1,2.555691977623742e-6
NDUFS6,++++++++++-+,0.002055551,0.21597648222075036,0.008544591544511253,-1,0.017089183089022505
MRPL36,++++-+++++-+,7.38268e-6,0.428574901320209,0.0013788457292395772,-1,0.0027576914584791544
CR848007.2,-----------+,0.030817612,0.164358331594428,0.024305780212105967,-1,0.048611560424211935
INHBA,------+++---,1.88165e-4,0.9258528587417402,3.151753534034783e-5,-1,6.303507068069567e-5
KLHDC9,-++---++++++,4.84111e-6,0.07702666795988623,0.006616226762891247,-1,0.013232453525782494
RBM24,------------,0.012052711,0.5832665690228234,0.0019640599499029577,-1,0.003928119899805915
RP11-667K14.4,-------++++-,0.00110034,0.9774569516614308,6.223808658760232e-6,-1,1.2447617317520464e-5
CD27-AS1,++++++++++++,0.001944034,0.003117248223947816,0.5091955944732153,1,0.006234496447895632
RPL23AP53,++----++++++,1.87404e-4,0.9919655609397342,5.243443352666906e-6,-1,1.0486886705333811e-5
RP11-153M7.3,++++++-++++-,4.68644e-4,2.0340650811133225e-4,0.8770017557789078,1,4.068130162226645e-4
DDX55,+++-++++++++,1.07752e-4,0.9647838481144448,4.8394587877860966e-5,-1,9.678917575572193e-5
COX6B1,++++-+++++-+,1.16734e-4,0.7338803572221275,1.397914097930332e-4,-1,2.795828195860664e-4
ASB4,++++++----+-,0.001065553,1.2811353539213868e-8,0.9999962640850445,1,2.5622707078427737e-8
HECTD2,------------,0.003155724,0.1371532435895775,0.03506899037146066,-1,0.07013798074292132
CCNH,----------+-,0.005131359,0.20343576624835402,0.017030452186138457,-1,0.034060904372276914
IRF2BP2,-+----------,0.012098605,0.04102497376530653,0.08844378197104173,1,0.08204994753061307
LONRF1,----+-------,0.004010672,0.015308829767793799,0.23082869597523994,1,0.030617659535587597
PTPRE,------------,0.013984058,0.13155586057093907,0.03648120239072512,-1,0.07296240478145025
ANKRD20A7P,------------,0.023080317,0.26412497792382317,0.018421786928304887,-1,0.036843573856609774
RPS21,+++--+++++-+,0.004426264,0.8530838091643871,1.7037936412339936e-4,-1,3.407587282467987e-4
GRASP,--------+-++,0.00157049,0.9798524690254214,9.425318254882006e-6,-1,1.885063650976401e-5
DHRS9,++++++++++++,0.003274032,0.0016171768494140258,0.6081019950035185,1,0.0032343536988280516
C1orf43,+++---++++-+,0.001660319,0.28088050875858744,0.0012880631439074592,-1,0.0025761262878149184
CRIP2,++-+--++++-+,3.67915e-6,0.9058348892341334,3.3407072655794006e-5,-1,6.681414531158801e-5
MIF,++-++-+++++-,5.35398e-4,0.08162303834916672,0.01153463302680002,-1,0.02306926605360004
NDUFB7,++++-+++++++,7.87668e-5,0.6750995747353381,0.0010167994289502393,-1,0.0020335988579004787
APOBEC3G,++++++++++-+,0.005256815,7.596491228559886e-4,0.8070737069152021,1,0.0015192982457119771
NDUFB4,+++-++++++--,4.69955e-5,0.46238893497281436,0.0013965346922611816,-1,0.002793069384522363
PI16,++++++++-+++,0.005665047,0.010943350987130007,0.2568873313098208,1,0.021886701974260014
LSP1P4,------------,0.023440137,0.3389522672059971,0.010065668849503705,-1,0.02013133769900741
HSD11B1,++++++-++++-,0.003603646,1.2814296297473284e-4,0.9007527366404755,1,2.562859259494657e-4
PTCHD1,----+------+,0.002725473,5.813630165617514e-5,0.9122889180960847,1,1.1627260331235027e-4
RP11-82L18.2,----+-+-+-++,6.06573e-4,0.9468767600390312,1.451827202104024e-5,-1,2.903654404208048e-5
RP11-726G1.1,------+++++-,0.005159632,0.9998908056131568,1.4602601191430684e-6,-1,2.920520238286137e-6
NFIL3,--------++--,0.004388214,0.981012531042611,7.056535278671993e-5,-1,1.4113070557343987e-4
IRF3,++++++++++++,0.00722052,0.28226345545130815,0.015774389082451993,-1,0.031548778164903986
LINC01515,++++++++-+++,0.010862695,7.378967775786203e-4,0.7576845446313756,1,0.0014757935551572407
RPL36,+++---++++++,2.28312e-4,0.9506864156340555,4.661833148147909e-5,-1,9.323666296295819e-5
RP11-597D13.8,+++++++++--+,3.32513e-4,4.35742600327229e-5,0.9764576810898578,1,8.71485200654458e-5
PRPSAP2,++++++++-+--,2.27577e-4,1.5399424375084857e-5,0.994569396005887,1,3.0798848750169714e-5
AC002480.3,+++++++-++++,0.001300163,7.774312361969853e-5,0.9608357834169573,1,1.5548624723939707e-4
MIR503HG,+++-++++++++,0.003687713,0.007466120949080445,0.38893428719206197,1,0.01493224189816089
CRY1,-++-+-------,0.001297082,2.0310016511163246e-5,0.9845888325792908,1,4.062003302232649e-5
SH3BGRL2,+++++++++++-,1.95883e-4,0.0023344920932022077,0.5057280744111395,1,0.0046689841864044155
SPRY4,-----------+,0.004499285,0.7792416914864452,7.747058524379309e-4,-1,0.0015494117048758618
NOS3,++--+-++++++,8.2228e-4,0.9308047003095106,1.454309324014662e-4,-1,2.908618648029324e-4
RP11-295P9.3,--+-+-----++,0.00623001,0.006707604165065599,0.21665363647295835,1,0.013415208330131198
SNORA73B,+---+-++++++,5.04551e-4,0.9980452485591941,2.3779304676975556e-6,-1,4.755860935395111e-6
RN7SKP204,+++++++++--+,0.001054388,0.009080682083462967,0.20533386353629934,1,0.018161364166925934
SCUBE1,---------+-+,3.81305e-4,0.9328826852134483,5.1582311617578816e-5,-1,1.0316462323515763e-4
CCDC85B,+++++--+++-+,1.76488e-5,0.12231212495314565,0.01587639033172136,-1,0.03175278066344272
CCDC124,+-----++++++,9.17799e-7,0.9986042167793681,1.333852794846427e-7,-1,2.667705589692854e-7
LINC01725,----+-----+-,0.007077561,0.16044447333867035,0.017851485417621046,-1,0.03570297083524209
SURF1,++++--++++++,0.007982506,0.12465140415082787,0.02208935297249676,-1,0.04417870594499352
RPL15,++++-+++++-+,0.001276514,0.3167924226053735,0.0019498232454042248,-1,0.0038996464908084495
FAM160A1,------+---+-,0.001171402,0.5018733233964126,0.002380753445269208,-1,0.004761506890538416
CITED2,-------+++-+,0.004709407,0.9998752741154341,2.98631005617029e-7,-1,5.97262011234058e-7
LYPLAL1,++++++++-+++,8.96139e-4,2.883908160620696e-5,0.9881297365551751,1,5.767816321241392e-5
BTG2,------------,0.034984151,0.32410064178549336,0.015938170499997236,-1,0.03187634099999447
TCEANC,++++++-++-++,9.60066e-4,9.01261707222178e-5,0.9677208326850867,1,1.802523414444356e-4
NR1D1,++++++++++++,0.007710126,0.7484407282382588,0.0023440701435252054,-1,0.004688140287050411
ZNF304,------------,0.03180612,0.009046167264852445,0.5111662188446229,1,0.01809233452970489
CPSF1P1,------++++++,5.43687e-4,1,7.009610934161856e-14,-1,1.4019221868323712e-13
CTB-131B5.2,----------+-,0.001253795,0.5860156857178914,0.00284088777016476,-1,0.00568177554032952
SPRED1,-+----------,0.002482216,0.014050287893674835,0.2797381864484714,1,0.02810057578734967
RAI2,--------++-+,0.001165,0.9901404777644357,3.6338291019062727e-5,-1,7.267658203812545e-5
RN7SL3,--+-++++++++,0.001306509,0.9628195888654617,1.2790734913359955e-4,-1,2.558146982671991e-4
RP11-354P17.15,+++++++---++,8.55922e-4,5.386463229274629e-6,0.9911343908748458,1,1.0772926458549258e-5
RPL7A,++++--++++++,1.14484e-4,0.945208009787133,7.14194572181098e-5,-1,1.428389144362196e-4
GABPB1-AS1,++++++----+-,0.001669497,1.1903298009659299e-7,0.9998769109779664,1,2.3806596019318598e-7
NLRP1,++-+++-+++--,3.34038e-4,0.0822151804514667,0.023788841881995548,-1,0.047577683763991095
XPOT,++++++-+----,3.48571e-4,1.4453003561659597e-7,0.9999974064577681,1,2.8906007123319194e-7
UBE2M,-+----++++++,4.9052e-5,0.9986338564349444,2.994925064265729e-7,-1,5.989850128531458e-7
STAT6,-------+++++,4.06613e-5,0.9997146520146977,3.0557751190158413e-7,-1,6.111550238031683e-7
SEL1L3,-----------+,0.003823645,0.0060711510144602614,0.4833817497881275,1,0.012142302028920523
FLVCR1-DT,++++++-+-+++,0.008790234,5.27554750671019e-4,0.8495223688921896,1,0.001055109501342038
ANAPC11,+++-++++++-+,5.37486e-5,0.7220300947128141,7.507750760921849e-4,-1,0.0015015501521843699
C8orf33,++++++-+-+--,4.21041e-4,8.861860110879067e-6,0.9415638134546651,1,1.7723720221758134e-5
CSRNP1,----+-----+-,0.004429018,0.646007729522015,0.0023196464768866286,-1,0.004639292953773257
BCL11A,-----------+,0.007064712,0.8314843272783652,9.731300841160094e-4,-1,0.0019462601682320188
FOSL2,------------,0.016231813,0.31218305719894146,0.02171851309794703,-1,0.04343702619589406
CPEB4,------------,0.001845536,0.26006549171106275,0.022109449767210566,-1,0.04421889953442113
GABRG3,-----------+,0.001534699,0.5711968200865138,0.004729311956972888,-1,0.009458623913945776
RPS2,++++--++++++,6.73894e-4,0.8940057164231685,2.2129358798576095e-4,-1,4.425871759715219e-4
AC005789.11,-----------+,0.010013097,0.9072749831109098,6.765343565378935e-4,-1,0.001353068713075787
CCDC28A,++++-+--+++-,2.76058e-4,1.460631101980175e-5,0.9607222449919457,1,2.92126220396035e-5
DRAP1,++++--++++-+,4.96972e-5,0.9576230314278636,8.732630499981185e-5,-1,1.746526099996237e-4
CARM1P1,------++++++,1.44946e-4,0.999999961790075,9.545873612179085e-11,-1,1.909174722435817e-10
PCCB,++++++-+----,5.58917e-4,4.580319582655121e-7,0.9999730257387799,1,9.160639165310242e-7
AC083799.1,----------+-,0.004333211,0.017010586228449483,0.1236976157080732,1,0.034021172456898965
BCL6,-----------+,0.026456644,0.46242585464144215,0.00757680467705876,-1,0.01515360935411752
SNU13,++++-+++++-+,6.21323e-4,0.35315638281705747,0.001645549163437256,-1,0.003291098326874512
DCTN3,++-+-+++++++,5.09701e-4,0.6552641596002493,7.286967903513363e-4,-1,0.0014573935807026725
FNBP1L,----+-----++,0.001051041,0.012365821331019636,0.10488693259029143,1,0.024731642662039272
SIAH3,------+-+---,0.001398796,0.36823638397316155,0.003165753173167845,-1,0.00633150634633569
SNORD113-1,------------,0.009069973,0.025297904358060803,0.2971745043464155,1,0.050595808716121606
XRRA1,------+++++-,0.005265531,0.9999991380384781,9.702271628854111e-8,-1,1.9404543257708222e-7
CLTCL1,++++++---+++,0.001117366,3.506814805726812e-4,0.5572950152192223,1,7.013629611453624e-4
LRRC37A2,------------,0.022311314,0.5193397459108432,0.01124463332495941,-1,0.02248926664991882
AC016747.3,++++++-+++--,0.005676415,1.3523979678697328e-5,0.9986890856188207,1,2.7047959357394656e-5
DBP,++++++++++++,0.03491466,0.03980229895387667,0.25666593467740606,1,0.07960459790775334
SLCO4C1,-------++--+,0.001876387,0.6629318895646659,7.704172756044186e-4,-1,0.0015408345512088373
SOCS5,------------,0.013140496,0.08634916230708718,0.10957297284942835,1,0.17269832461417436
BACH2,-----------+,0.024064661,0.4163551935272984,0.01129720322610454,-1,0.02259440645220908
NR4A2,------------,0.019463351,0.35536749389272504,0.021402692580991894,-1,0.04280538516198379
EXOC3-AS1,++++++++++++,0.002937688,0.07445267932549308,0.12594291054597415,1,0.14890535865098617
PALM2,-+----------,0.017933334,0.08398615760108052,0.11054052781767833,1,0.16797231520216105
SORBS2,----+-+-+-++,0.001787139,0.9363088671472736,5.146241232719185e-5,-1,1.029248246543837e-4
LIPG,+++++++++++-,0.048137989,0.025508395292870276,0.27267522168509234,1,0.05101679058574055
EGR3,------+-----,0.006875591,0.9610799380554294,2.992782515478114e-4,-1,5.985565030956228e-4
AC131025.8,+-+-++++++++,0.008932791,0.9548704954888534,2.4065899948602553e-4,-1,4.8131799897205106e-4
CCDC115,++++++++++++,0.00926366,0.15349827631649726,0.04650330606297218,-1,0.09300661212594435
RCN1P2,+++-++------,0.002682252,3.953631851791823e-6,0.9998242380792806,1,7.907263703583645e-6
CCDC25,++++++++++++,0.057155901,0.16282399848237022,0.0912937602256326,-1,0.1825875204512652
CLDN1,----+-------,0.002607686,0.08074501532982435,0.06322239943182824,-1,0.12644479886365648
GADD45GIP1,++++--++++++,1.26471e-6,0.9173146991030905,1.3354252666565136e-5,-1,2.6708505333130273e-5
HECW1-IT1,----+-+---++,0.00102506,0.7718582289828422,5.646079848342977e-4,-1,0.0011292159696685955
MYLK2,+-++++++++++,0.031270442,0.2487871539804348,0.040635027231875245,-1,0.08127005446375049
FAM43B,--+-+-----+-,0.003739818,0.3006428221216798,0.0019933435277290053,-1,0.003986687055458011
ERP44,-+--+-------,7.58422e-4,3.137004334922298e-4,0.8620176592952918,1,6.274008669844596e-4
MRPL51,++++-+++++++,0.00270936,0.09572192396723671,0.0891226760841145,-1,0.178245352168229
RN7SL151P,+++++-+++++-,9.92778e-5,0.4231671618144743,0.006650407455310199,-1,0.013300814910620398
SCAND1,+-+++--++++-,7.81571e-7,0.3432631214261485,2.9489984219528025e-4,-1,5.897996843905605e-4
OSBPL6,----+---+---,0.001862636,0.07398881019334433,0.09296399795175031,1,0.14797762038668866
GCDH,-------+-+++,1.25616e-4,0.9843784266899114,7.672819221957243e-5,-1,1.5345638443914485e-4
CCNT1,++++-+------,3.6569e-4,2.254589200575934e-7,0.9999952629963386,1,4.509178401151868e-7
NMRAL1,++++-++++++-,0.003247795,0.7087959837515843,0.002365499634563757,-1,0.004730999269127514
RPL9,++++++++++-+,0.012730986,0.011584944428927968,0.4466142823060376,1,0.023169888857855935
RNF157-AS1,-+-----+---+,0.005328348,0.5886817289142519,0.00390078178325768,-1,0.00780156356651536
FAU,--++-+++++++,1.41275e-4,0.99218255900068,4.236741532184582e-5,-1,8.473483064369164e-5
CCBE1,+--+++------,2.96795e-4,7.576710166278023e-6,0.996926862549752,1,1.5153420332556046e-5
RPL18,+++---++++++,0.004467738,0.6838321874737305,6.255488911100244e-4,-1,0.0012510977822200488
LINC00499,++++++++++++,0.007517867,0.060991539553471814,0.20275471524282648,1,0.12198307910694363
GPR6,++++--+-++++,0.004299997,0.015625263587312636,0.24348255367683885,1,0.03125052717462527
MAPK1IP1L,------------,0.037330675,0.32244789007299685,0.027548971668040014,-1,0.05509794333608003
MYBBP1A,----+-++++++,9.25225e-4,0.9991267253686483,8.660771581372369e-7,-1,1.7321543162744738e-6
LINC00909,++++++--+-++,4.98452e-4,3.505247044341204e-5,0.9959418894640413,1,7.010494088682408e-5
SYT15,++++++++++++,0.020798505,0.1606119406319054,0.08305657393430696,-1,0.16611314786861392
KLHL15,-+-+--------,0.00109153,2.4506770465792973e-4,0.9366578137845992,1,4.901354093158595e-4
COA3,++++-+++++--,0.001297349,0.1407787223303087,0.038404177779236534,-1,0.07680835555847307
PROCR,+++++++++++-,0.007670732,0.22602142935377859,0.03499229934333558,-1,0.06998459868667116
NPTX2,-------++---,0.009780972,0.4273689547807257,0.005842921161681197,-1,0.011685842323362394
