gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p
GALNT15,-+--,-+++++-+,++-+-+,0.987432083304021,4.377387147529847e-12,-,8.75e-12,0.004911423,2.36e-9,1.54e-7
GALNT15,-+--,-+++++-+,++-+++,0.987432083304021,4.377387147529847e-12,-,8.75e-12,0.004911423,2.36e-9,1.54e-7
GALNT15,-+--,-+++++-+,--++++,0.987432083304021,4.377387147529847e-12,-,8.75e-12,0.004911423,2.36e-9,1.54e-7
RPS26,--++,--+-++++,------,0.9944774289644578,3.565147505947052e-8,-,7.13e-8,0.003046322,1.92e-5,0.00126
TMED5,-+++,++++----,-+----,8.880966326715645e-8,0.7874631810850787,+,1.78e-7,8.06631e-4,4.78e-5,0.00313
IP6K3,-+--,++++----,NA,1.1238437746674886e-7,0.9088141157030429,+,2.25e-7,0.004055764,6.05e-5,0.00396
KLK1,-++-,++++---+,---+++,1.4854802963836523e-7,7.824391697584477e-5,+,2.97e-7,0.009705337,7.99e-5,0.00523
KLK1,-++-,++++---+,+++---,1.4854802963836523e-7,7.824391697584477e-5,+,2.97e-7,0.009705337,7.99e-5,0.00523
KLK1,-++-,+--+++++,---+++,1.4854802963836523e-7,7.824391697584477e-5,+,2.97e-7,0.009705337,7.99e-5,0.00523
KLK1,-++-,+--+++++,+++---,1.4854802963836523e-7,7.824391697584477e-5,+,2.97e-7,0.009705337,7.99e-5,0.00523
PILRB,---+,----++++,+-+-++,0.9289319406557274,1.8056165915940152e-7,-,3.61e-7,0.002967031,9.71e-5,0.00636
RPS28,--+-,+++-++++,++----,0.3404203702861528,3.2226932157091155e-7,-,6.45e-7,4.3403e-4,1.73e-4,0.0114
SEL1L,-+++,++++----,+-----,3.907731693565803e-7,0.44205706204179007,+,7.82e-7,6.01311e-4,2.1e-4,0.0138
FAM101B,-+++,------++,+++-+-,0.25859176635396064,3.953387170827351e-7,-,7.91e-7,1.3169669318966625e-4,2.13e-4,0.0139
VSTM2L,+-+-,---+-+++,+++---,4.6494803404816124e-7,0.4924998248667519,+,9.3e-7,1.43539e-4,2.5e-4,0.0164
RPL13,--+-,-++-++++,--++++,0.996811770414231,5.019139049512987e-7,-,1e-6,0.001804768,2.7e-4,0.0177
ASB4,++-+,++++----,NA,7.870557764778675e-7,0.9816795145360585,+,1.57e-6,0.001065553,4.23e-4,0.0277
CA4,--+-,----++++,-----+,0.8914118015650898,8.051712542596999e-7,-,1.61e-6,0.005919834512648399,4.33e-4,0.0284
SPRED2,+-+-,------+-,++--+-,0.16613165897736518,8.306775291455981e-7,-,1.66e-6,6.85e-5,4.47e-4,0.0293
SLCO1A2,----,++++---+,---+++,0.21054542314218597,8.952814946613938e-7,-,1.79e-6,3.41573e-4,4.82e-4,0.0315
ANKRD37,++++,-+-+----,++---+,9.280754237662593e-7,0.3792853551609686,+,1.86e-6,6.06648e-4,4.99e-4,0.0327
C1orf43,-+++,+++-++++,----++,0.5541510561793367,9.919988757194493e-7,-,1.98e-6,0.001660319,5.34e-4,0.0349
P4HA1,-+--,++++----,+----+,1.377644455618016e-6,0.12076231265256972,+,2.76e-6,7.94288e-4,7.41e-4,0.0485
MANEA,-+-+,++++----,---+-+,1.655460044377068e-6,0.03775168731578603,+,3.31e-6,7.71466e-4,8.91e-4,0.0583
CPSF2,++--,++++----,--++++,1.762369874608443e-6,0.3657258102423559,+,3.52e-6,0.016079405,9.48e-4,0.0621
EEF2,+-+-,-+--++++,+++-+-,0.5437115870097823,1.8461039174335217e-6,-,3.69e-6,8.97529e-5,9.93e-4,0.065
UBE2M,+-+-,-+--++++,+---++,0.9530613630567552,1.9019159847483442e-6,-,3.8e-6,4.9052e-5,0.00102,0.067
DUSP5,+---,--------,+--++-,0.7702418696282923,1.971241077580554e-6,-,3.94e-6,2.21995e-4,0.00106,0.0694
STAT6,+-+-,-----+++,+-----,0.08018022139008077,2.5203393757394234e-6,-,5.04e-6,4.06613e-5,0.00136,0.0888
PHLDB2,--++,----++++,NA,0.9994173611525577,2.7368359840178905e-6,-,5.47e-6,0.001950897,0.00147,0.0964
PM20D2,++-+,+++-+---,++++++,2.8127526839484397e-6,0.47916664746216936,+,5.63e-6,3.32678e-4,0.00151,0.0991
LBH,--+-,----++++,------,0.4100177001525051,3.7569041980766507e-6,-,7.51e-6,0.0010815023559854458,0.00202,0.132
SOCS4,+++-,-++-----,++++--,3.818383630246287e-6,0.2678786119905675,+,7.64e-6,5.17462e-4,0.00205,0.134
SOCS4,+++-,-++-----,---+--,3.818383630246287e-6,0.2678786119905675,+,7.64e-6,5.17462e-4,0.00205,0.134
B4GALNT4,+---,----++++,++++-+,0.527351595922285,3.844933648142005e-6,-,7.69e-6,1.57781e-4,0.00207,0.135
MPND,+-+-,----++++,-+----,0.6513469745308527,3.877609347527641e-6,-,7.76e-6,4.67658e-4,0.00209,0.137
SAMD14,+-+-,----++++,+-+-++,0.7437860112282313,3.978138858434148e-6,-,7.96e-6,7.85112e-4,0.00214,0.14
CITED2,--+-,-----+++,+---+-,0.9731058052574537,4.544070097119936e-6,-,9.09e-6,0.004709407,0.00244,0.16
FMNL1,+-+-,----++++,+---+-,0.6689794502557738,5.734034188811656e-6,-,1.15e-5,0.001258154,0.00308,0.202
RPS21,--+-,+++-++++,------,0.7497861224906411,5.881671240644559e-6,-,1.18e-5,7.553565144445032e-4,0.00316,0.207
EIF1,-++-,-++-++++,----++,0.9560068726554438,6.137981398829183e-6,-,1.23e-5,8.09082e-4,0.0033,0.216
AGBL5,+-+-,+++-++++,++----,0.06464090043048114,6.681252996997706e-6,-,1.34e-5,1.31829e-4,0.00359,0.235
ARRB2,+-++,----++++,----++,0.9907506223427827,7.157230911364846e-6,-,1.43e-5,0.001218337,0.00385,0.252
HSD17B6,-+--,++++----,+---++,7.321681585144071e-6,0.6743670185540642,+,1.46e-5,1.4783e-4,0.00394,0.258
ECT2,++-+,++++----,++-++-,7.646046446319051e-6,0.9827099451883918,+,1.53e-5,1.74409e-4,0.00411,0.269
CFH,-++-,-+++++++,-+-+-+,0.9906205929407614,7.768500933763338e-6,-,1.55e-5,0.002341199,0.00418,0.274
CFH,-++-,-+++++++,-+--++,0.9906205929407614,7.768500933763338e-6,-,1.55e-5,0.002341199,0.00418,0.274
ARC,----,-----+--,+++---,0.0524052525547121,8.049521053714856e-6,-,1.61e-5,7.60893e-4,0.00433,0.284
PLEKHM2,+-+-,-+--++++,+-----,0.35907667799374093,8.463725075315639e-6,-,1.69e-5,0.003242619,0.00455,0.298
SLC9A3R2,+-+-,+-++++++,---+-+,0.9948803079665365,8.778374387012426e-6,-,1.76e-5,7.81086e-4,0.00472,0.309
SESN1,++++,+++++---,+++---,8.79342252587387e-6,0.7367500157289281,+,1.76e-5,0.005077528,0.00473,0.31
SLURP1,+++-,-+-+----,NA,8.843661844522175e-6,0.9921858096939048,+,1.77e-5,0.0012349109060917098,0.00476,0.311
EPHB3,+-+-,-----+++,+++-+-,0.2460132084777239,9.398649330777304e-6,-,1.88e-5,0.0014442643637351503,0.00506,0.331
INHBA,--+-,----+++-,NA,0.9825677907336967,9.893843958347726e-6,-,1.98e-5,1.88165e-4,0.00532,0.348
LZTS2,----,++++----,---+++,0.015955916561484637,1.0278638431056575e-5,-,2.06e-5,0.004275579558707603,0.00553,0.362
PPAT,++-+,++++--+-,++++--,1.0564234166792196e-5,0.9983064247652174,+,2.11e-5,4.28602e-4,0.00568,0.372
CCDC124,+-+-,+---++++,++-++-,0.6803641842852945,1.0837845325188154e-5,-,2.17e-5,9.17799e-7,0.00583,0.382
NPAS4,+---,--------,++-+--,0.12356317613178505,1.1056656729034261e-5,-,2.21e-5,6.063085790285896e-4,0.00595,0.389
SHANK2,++++,----+++-,+++---,1.1436267962914251e-5,0.14361123083845165,+,2.29e-5,5.34925e-4,0.00615,0.403
NR4A3,----,--------,NA,0.10576537783200612,1.1450459956891126e-5,-,2.29e-5,0.001118376,0.00616,0.403
NCS1,+-++,+---++++,+---+-,0.6429134806169262,1.1619199063372035e-5,-,2.32e-5,5.09994e-4,0.00625,0.409
C18orf54,-+--,++++----,NA,1.2658844392452704e-5,0.9988820409045054,+,2.53e-5,0.0012623854899758377,0.00681,0.446
PRKD2,--++,----++++,---+++,0.9999987397166281,1.3164251450899573e-5,-,2.63e-5,0.017864344080784647,0.00708,0.464
MPZ,---+,+-+-+---,-+----,0.8880874622992921,1.3400675656756879e-5,-,2.68e-5,0.019370225,0.00721,0.472
MPZ,---+,+-+-+---,---+++,0.8880874622992921,1.3400675656756879e-5,-,2.68e-5,0.019370225,0.00721,0.472
BRSK1,+-++,----++++,+-++++,0.9974324094953897,1.3462761276298992e-5,-,2.69e-5,0.005403006,0.00724,0.474
FA2H,----,++++---+,---+++,0.05584775831013504,1.3532987116854807e-5,-,2.71e-5,1.9055863334777843e-4,0.00728,0.477
MLLT6,--+-,+---++++,------,0.9949518889487503,1.3996373304913316e-5,-,2.8e-5,0.001018653,0.00753,0.493
RPL10A,--+-,+++-++++,------,0.7868318930506386,1.4178269735674952e-5,-,2.84e-5,2.61478e-4,0.00763,0.499
NDUFA2,+-+-,++++++++,+----+,0.6206687490153049,1.4609302884407166e-5,-,2.92e-5,6.12726e-5,0.00786,0.515
SLC5A4,--++,----++++,NA,0.9997529735181151,1.4845000302778638e-5,-,2.97e-5,0.007531233950523735,0.00799,0.523
RGS10,---+,+++-++++,---+++,0.979794606813569,1.5368719712551603e-5,-,3.07e-5,4.305647467464804e-4,0.00827,0.541
KMT2B,+---,NA,-++++-,1.5519389910229597e-5,0.9960489547047197,+,3.1e-5,0.017954026,0.00835,0.547
KMT2B,+---,NA,+++---,1.5519389910229597e-5,0.9960489547047197,+,3.1e-5,0.017954026,0.00835,0.547
IGIP,++++,++++----,NA,1.6258869967542476e-5,0.7971512194321749,+,3.25e-5,0.001897794,0.00875,0.573
NRG4,++++,----++++,NA,0.8282631205651728,1.6309371717791648e-5,-,3.26e-5,0.019833814696229038,0.00877,0.574
GALK2,++--,+++++---,+--+-+,1.6498334266135174e-5,0.6458653894242775,+,3.3e-5,0.001603277,0.00888,0.581
XPOT,++++,++++-+--,---+++,1.684745983361165e-5,0.40769422290993695,+,3.37e-5,3.48571e-4,0.00906,0.593
CHCHD10,+-+-,+---++++,NA,0.5969541390158755,1.742871651957542e-5,-,3.49e-5,7.98659e-4,0.00938,0.614
ELMOD2,++++,++++----,NA,1.8775255313682524e-5,0.808033849058421,+,3.76e-5,0.006006846,0.0101,0.661
THAP2,-+-+,++++----,NA,1.995090624992391e-5,0.6768863578812901,+,3.99e-5,0.001534369,0.0107,0.703
RPL36,--+-,+++-++++,-+----,0.5924761011161105,2.046801900921783e-5,-,4.09e-5,2.28312e-4,0.011,0.721
DEAF1,+-++,++--++++,-+---+,0.4688133859109322,2.0522030384257902e-5,-,4.1e-5,0.001223482,0.011,0.723
C6orf106,++++,----++++,-+--++,0.6467246058276563,2.0655394330551364e-5,-,4.13e-5,0.002620127,0.0111,0.728
C1orf115,+-++,++-+++++,+++--+,2.1898765740503587e-5,0.38758065003313935,+,4.38e-5,1.26498e-4,0.0118,0.771
NEURL4,+-+-,+---++++,NA,0.9232898959794873,2.1967733756506765e-5,-,4.39e-5,0.003755728,0.0118,0.774
FAM98C,----,----++++,+-----,0.8157028887202213,2.235927288021626e-5,-,4.47e-5,0.00700334,0.012,0.788
VEGFA,-+--,+-+-----,-----+,2.250629620183665e-5,0.24325908858712175,+,4.5e-5,0.001792509,0.0121,0.793
CCNT1,-+-+,++++----,--++++,2.281960660138431e-5,0.73178723732352835,+,4.56e-5,3.6569e-4,0.0123,0.804
CLCA4,----,++++---+,---+++,0.03858116790037354,2.2992171109292194e-5,-,4.6e-5,0.002883052,0.0124,0.81
RPL32,--+-,+---++++,++----,0.7731210587777106,2.3445719732520774e-5,-,4.69e-5,8.79551e-4,0.0126,0.826
RIF1,-+--,++++----,-+-+-+,2.3819877074817742e-5,0.040203701057902656,+,4.76e-5,0.003727931,0.0128,0.839
NR4A1,----,--------,-+----,0.24065960717907403,2.43310026750689e-5,-,4.87e-5,0.003887937416103675,0.0131,0.857
EGR2,----,--------,+-----,0.13535009375723375,2.4348017788733422e-5,-,4.87e-5,3.649272842769828e-4,0.0131,0.858
STK17A,-+++,+++-----,NA,2.6394623937335844e-5,0.9369666977616085,+,5.28e-5,0.002774788,0.0142,0.93
CPSF1,--+-,----++++,--+--+,0.9312750804942838,2.6410525927050543e-5,-,5.28e-5,0.006458765,0.0142,0.93
XRRA1,----,----++++,NA,0.9430851596179249,2.7071739316556677e-5,-,5.41e-5,0.005265531,0.0146,0.954
INSL6,-+-+,++++----,-+-+-+,2.7213986859731878e-5,0.0772757022582329,+,5.44e-5,0.003727931,0.0146,0.959
NECAB3,+-+-,-+--++++,------,0.9406432066534773,2.8400554988919227e-5,-,5.68e-5,0.001434312,0.0153,1
TMEM41B,-+-+,-+++----,----++,2.8734153360672567e-5,0.033467507426502646,+,5.75e-5,0.001655023,0.0155,1
FBXL19,+-+-,----++++,+--+--,0.6974991603566132,2.897280451618929e-5,-,5.79e-5,6.51407e-4,0.0156,1
GRIK1,---+,----++++,---+++,0.999811126602317,3.1259701176451164e-5,-,6.25e-5,0.005527175,0.0168,1
HK2,-+--,++++----,NA,3.1899663012843636e-5,0.999680228839633,+,6.38e-5,0.0031564839996182834,0.0172,1
SAMD8,-+++,-+-+----,NA,3.2142129569086476e-5,0.9263440628714441,+,6.43e-5,5.94461e-4,0.0173,1
EGR1,----,--------,++----,0.07307383027001821,3.245052789053457e-5,-,6.49e-5,0.002214409,0.0175,1
SCUBE1,-+--,-------+,NA,0.8324246219512197,3.306901789827169e-5,-,6.61e-5,3.81305e-4,0.0178,1
UNC5B,----,--++----,---+++,0.22236142101322787,3.319377459461584e-5,-,6.64e-5,0.0010902470541897958,0.0179,1
PALM,+-+-,----++++,+-+---,0.5017165115779759,3.337711219559163e-5,-,6.68e-5,2.2065e-4,0.018,1
UBE4A,-+++,-+++-+--,+-++--,3.3590061863061015e-5,0.9793764876311772,+,6.72e-5,6.42624e-4,0.0181,1
MEGF9,++--,-+++----,+--+-+,3.3795054369505586e-5,0.29229892782058764,+,6.76e-5,0.007617522141769065,0.0182,1
MRPL21,--+-,-++-++++,+-----,0.11526117874854849,3.5059640606016595e-5,-,7.01e-5,6.72138e-4,0.0189,1
HINT1,--+-,+++-++++,+---++,0.9936159654704673,3.603280164713743e-5,-,7.21e-5,4.20037e-4,0.0194,1
SERPINA5,++--,NA,NA,3.6215578301958077e-5,0.9999911568903701,+,7.24e-5,0.0037290565012853324,0.0195,1
TMF1,-+--,+-++----,+++---,3.646267753367082e-5,0.9998539383661758,+,7.29e-5,0.011129869,0.0196,1
PLEKHG5,+-+-,----++++,+++---,0.22942351340812295,3.741988868083274e-5,-,7.48e-5,0.005666393,0.0201,1
DSP,--+-,--+-++++,NA,0.999784010055448,3.748260553572583e-5,-,7.5e-5,2.4807645554551875e-4,0.0202,1
RPH3AL,--++,----++++,NA,0.9996987914303583,3.765289921521994e-5,-,7.53e-5,0.003718706,0.0203,1
NEDD9,++--,--------,+++-+-,0.028345165545729613,3.7710230092103495e-5,-,7.54e-5,1.23189e-4,0.0203,1
GNB1,+-++,----++++,----++,0.9984977476277527,3.839295592230355e-5,-,7.68e-5,0.009050843,0.0207,1
SEMA3G,--+-,++++++++,+--++-,0.9833252719885003,3.8512094977192404e-5,-,7.7e-5,6.126447033197101e-4,0.0207,1
IMP4,+-+-,-++-++++,++----,0.7605100894189348,3.901629307383634e-5,-,7.8e-5,4.99604e-4,0.021,1
PTP4A3,+++-,+-+-++++,+++---,3.9940553112440086e-5,0.37350862614199004,+,7.99e-5,0.00220354,0.0215,1
RPL8,--+-,++++++++,++--++,0.8701493967209277,4.018251975316213e-5,-,8.04e-5,2.1357e-5,0.0216,1
AP1G1,-+++,++++----,+-----,4.193618967201699e-5,0.6607438119916824,+,8.39e-5,0.001502811,0.0226,1
OMG,-++-,++++-+--,---+++,4.214772446925674e-5,0.06729021047759962,+,8.43e-5,0.002655239,0.0227,1
SESTD1,-+--,++++----,++++++,4.2188462594302684e-5,0.7033405359027423,+,8.44e-5,0.007387462,0.0227,1
SFPQ,----,----+---,+--+-+,0.796999992395099,4.245994858039531e-5,-,8.49e-5,0.001122515,0.0228,1
EFS,----,++++---+,---+++,0.3351857721427956,4.2633564626485245e-5,-,8.53e-5,0.002433855713712995,0.0229,1
SLC2A13,-+++,++-+--+-,+++---,4.3204725312009016e-5,0.9019475182386224,+,8.64e-5,0.004617041,0.0232,1
ETV3,-+--,--------,NA,0.19224838350672804,4.3565826273553085e-5,-,8.71e-5,1.62732e-4,0.0234,1
RPL27A,--+-,+-+-++++,---+++,0.9959129460052335,4.4187799112898516e-5,-,8.84e-5,0.001389884,0.0238,1
ADGRE2,++--,++++---+,NA,4.496325885209781e-5,0.9999897190949619,+,8.99e-5,0.010520218,0.0242,1
RBBP9,++++,++++++--,------,4.511059108797422e-5,0.9520840591372793,+,9.02e-5,2.26421e-4,0.0243,1
FOLH1,----,++++---+,---+++,0.011270561401562702,4.566608690598458e-5,-,9.13e-5,0.002427807386375163,0.0246,1
HAP1,+++-,----++--,++---+,4.589538361138217e-5,0.6994903468791407,+,9.18e-5,5.094659661746408e-4,0.0247,1
SECISBP2L,-+--,++++----,NA,4.641909380285806e-5,0.7850897223186084,+,9.28e-5,0.011828947,0.025,1
TNC,++--,-++++--+,NA,4.697384764407064e-5,0.9738138882826242,+,9.39e-5,0.001667914097392927,0.0253,1
RPL31,--+-,++--++++,+--+-+,0.996407301976099,4.797070851239927e-5,-,9.59e-5,0.005337559716722759,0.0258,1
LAMTOR4,--+-,+++-++++,NA,0.6707345830071165,4.812350179316821e-5,-,9.62e-5,7.60347e-4,0.0259,1
UBXN11,+-++,----++++,NA,0.9631035974389457,5.015037096174236e-5,-,1e-4,0.01775839838905882,0.027,1
PRRX1,++-+,++++----,+---+-,5.015972035946542e-5,0.6501988827975822,+,1e-4,0.005571028,0.027,1
CHPT1,++--,+++--+--,+-++--,5.023534970191609e-5,0.9993483007711169,+,1e-4,0.004313296,0.027,1
TNK2,+-+-,----++++,++++--,0.32165368815519974,5.072986394745452e-5,-,1.01e-4,9.67811e-5,0.0273,1
AES,+-+-,+--+++++,--++-+,0.9418492800223834,5.254979457903247e-5,-,1.05e-4,2.76229e-4,0.0283,1
BSPRY,+++-,++++----,NA,5.3662681765794815e-5,0.964850916529561,+,1.07e-4,0.005409271,0.0289,1
GPR3,+---,------+-,NA,0.6184221396429934,5.499930456153785e-5,-,1.1e-4,0.001015085,0.0296,1
C7orf50,+-+-,-+++++++,+++-+-,0.03565499818675953,5.5038952434360374e-5,-,1.1e-4,1.35065e-4,0.0296,1
CDK10,+---,----+-++,+++---,5.530515247781255e-5,0.13307132708106398,+,1.11e-4,0.00687397,0.0298,1
PPM1A,++++,-+++-+--,---+++,0.35058207433604904,5.573776739324692e-5,-,1.11e-4,0.003844569,0.03,1
HDAC5,+-+-,----++++,+-----,0.8041487338795541,5.6413504058165396e-5,-,1.13e-4,0.003715657,0.0304,1
NSFL1C,+-+-,+---++++,-++-++,0.8901457411902843,5.6832928230330314e-5,-,1.14e-4,0.00296874,0.0306,1
RPL26,--++,+-++++++,NA,0.9776461954265545,5.711453775962301e-5,-,1.14e-4,0.001198507,0.0307,1
DOCK10,----,+++++---,---+++,0.09462686853259322,5.771827263922631e-5,-,1.15e-4,0.0011969377038520182,0.0311,1
KCNIP3,--+-,-----+++,--+---,0.1686618230970991,5.783411766735071e-5,-,1.16e-4,0.00229084,0.0311,1
TMEM106B,-+-+,++++----,---+-+,5.7972495771037714e-5,0.01055547224002323,+,1.16e-4,2.16239e-4,0.0312,1
INTS1,+-+-,----++++,+++---,0.24089983628413542,6.217993914530665e-5,-,1.24e-4,1.36703e-4,0.0335,1
MAF,--++,--+-++++,-----+,0.7374259454846279,6.393037401590705e-5,-,1.28e-4,0.001806367,0.0344,1
RAMP2,--+-,-++-++++,---++-,0.9738532825269028,6.518570421129063e-5,-,1.3e-4,0.001559395,0.0351,1
SMIM5,----,-+++---+,NA,6.53278722204903e-5,0.8263871505189195,+,1.31e-4,0.006367172,0.0351,1
ERMP1,-+--,++++----,+--+++,6.621646156336156e-5,0.10856276532964701,+,1.32e-4,0.006184434,0.0356,1
PIGF,-+++,++++----,---+++,6.667829166143319e-5,0.08042838261183106,+,1.33e-4,0.010831869,0.0359,1
MYBBP1A,+-+-,----++++,-++--+,0.5637410048127436,6.718256355752116e-5,-,1.34e-4,9.25225e-4,0.0361,1
ERCC1,+-+-,-++-++++,---+--,0.8421264632184592,6.757494845744262e-5,-,1.35e-4,2.64684e-4,0.0364,1
MIS12,++-+,++++----,----++,6.844133797864199e-5,0.20418141679854043,+,1.37e-4,0.005850567,0.0368,1
RPL6,--+-,+++-++++,++--++,0.9616800918936727,6.850381659680522e-5,-,1.37e-4,0.0033906498390738893,0.0369,1
AGA,----,++++++-+,------,0.1632744355941599,6.878281822484512e-5,-,1.38e-4,2.84925e-4,0.037,1
FUT8,-+--,-++----+,---+++,0.3408097786200912,6.899097283537578e-5,-,1.38e-4,0.001759456294704613,0.0371,1
TRIM59,-+--,++++----,NA,6.907814716952778e-5,0.2799162361202658,+,1.38e-4,0.004708426872757775,0.0372,1
HSPA12B,--++,++++++++,---+++,0.995757084977542,6.945064171034981e-5,-,1.39e-4,0.0032038410689174644,0.0374,1
RPL35,----,--+-++++,++----,0.7195125457288025,7.1138736289019e-5,-,1.42e-4,0.002585066,0.0383,1
LRRIQ3,+---,++++----,NA,7.117294519722605e-5,0.9987716870487189,+,1.42e-4,0.006741096,0.0383,1
C10orf90,-+--,-+++----,---+++,0.020106066766872592,7.179822176093509e-5,-,1.44e-4,0.002580431,0.0386,1
CYR61,+-+-,--------,++-+++,0.6252437672566509,7.377837993764646e-5,-,1.48e-4,9.6745e-4,0.0397,1
ASUN,-+--,++++----,NA,7.409404895205062e-5,0.7898523003605165,+,1.48e-4,0.008160615,0.0399,1
TESK1,+-+-,+-++++++,+++---,7.428528630834574e-5,0.2278182739405978,+,1.49e-4,0.00667191,0.04,1
ZNF654,++-+,-+-+----,-+++++,7.495880303509911e-5,0.45775065323630426,+,1.5e-4,1.10049e-4,0.0403,1
ABHD11,+-+-,----++++,+-+---,0.6300660163960328,7.530340112992746e-5,-,1.51e-4,0.002229753,0.0405,1
KLHL5,-+-+,+++-----,---+++,0.5061407298992294,7.589421991411592e-5,-,1.52e-4,0.008627247,0.0408,1
TMED7,-+--,++++----,----++,7.726361989640165e-5,0.04752666212976019,+,1.55e-4,3.26372e-4,0.0416,1
ANAPC5,---+,+++-----,---+++,0.2274168945665044,7.785438874403383e-5,-,1.56e-4,0.007747191,0.0419,1
AGAP3,+-+-,----++++,NA,0.8109850107916197,7.85332071146988e-5,-,1.57e-4,0.001262594,0.0423,1
HLA-DRB5,++++,++++----,NA,7.892833812604561e-5,0.9254061190757732,+,1.58e-4,0.001867568,0.0425,1
SLC25A34,+---,+++-+--+,+++---,7.917430606108568e-5,0.9356776206786503,+,1.58e-4,0.002468446,0.0426,1
SELPLG,---+,--+-++++,+---+-,0.9791690215693069,8.06319821382723e-5,-,1.61e-4,0.0015143133484206645,0.0434,1
INS-IGF2,--+-,NA,NA,0.92357535371738,8.06780111478232e-5,-,1.61e-4,2.458261293222708e-4,0.0434,1
ANKRD24,+-+-,----++++,++-+--,0.40229522308354937,8.117973554071287e-5,-,1.62e-4,0.002183442,0.0437,1
MOG,----,++++---+,---+++,0.015667265324761252,8.4010463536273e-5,-,1.68e-4,0.0037824636542395473,0.0452,1
RPL13A,--+-,+-+-++++,-+---+,0.8796195421649068,8.468838802592907e-5,-,1.69e-4,0.0020329188932070993,0.0456,1
RCSD1,--+-,-++-++++,---++-,0.9991040848234473,8.751449298497788e-5,-,1.75e-4,0.006164825672800914,0.0471,1
CKB,+-+-,++--++++,-++-+-,0.5275334127005564,8.761792081411185e-5,-,1.75e-4,1.82118e-5,0.0471,1
DDT,+-++,+-++++++,-+---+,0.20902658519135736,8.764297690540252e-5,-,1.75e-4,5.17889e-4,0.0472,1
CD55,-+--,++++----,---+++,0.0698087958183424,8.83035520444003e-5,-,1.77e-4,0.001054213,0.0475,1
RNASE1,----,++++-+-+,---+-+,0.05587632869908854,8.924439742129843e-5,-,1.78e-4,0.0026220746677592843,0.048,1
CAMK2N1,+-++,----++++,++---+,0.6147685882569962,8.97441528785647e-5,-,1.79e-4,0.009156328,0.0483,1
APH1B,-+++,++++----,++++++,8.981822007306559e-5,0.48104822322365043,+,1.8e-4,0.011822047,0.0483,1
LGR4,++-+,++++----,NA,9.001866539537251e-5,0.9979954676618596,+,1.8e-4,0.003349343,0.0484,1
ZYX,+-+-,----++++,--+++-,0.9294341149261054,9.069600649378846e-5,-,1.81e-4,4.33333e-4,0.0488,1
INTS2,-+-+,++++----,--++-+,9.097615476091967e-5,0.8902332467073799,+,1.82e-4,0.01964451,0.0489,1
NDUFB9,--+-,++++++++,NA,0.9175986872362326,9.20829523568078e-5,-,1.84e-4,0.001398063,0.0495,1
ASXL3,-+-+,----+++-,+++--+,0.292124043838135,9.292220359617021e-5,-,1.86e-4,0.002256491,0.05,1
RBBP4,-+++,+++++---,++++--,9.704038881553331e-5,0.9848753924432189,+,1.94e-4,0.006441011,0.0522,1
ENHO,+-++,-+--++++,NA,0.9979831834752287,9.718146000926326e-5,-,1.94e-4,8.0034e-4,0.0523,1
P2RY12,---+,+++-++++,---+++,0.9913481208151256,9.739147057234878e-5,-,1.95e-4,0.005457428713355311,0.0524,1
ROGDI,--+-,++++-+++,----++,0.9482563042879075,9.936900169019e-5,-,1.99e-4,0.001490499,0.0535,1
RSBN1,-+++,-+-+----,+++++-,9.963218276732827e-5,0.5736337631957139,+,1.99e-4,0.005439128,0.0536,1
NTRK3,++++,----+++-,+++---,1.0006737613127904e-4,0.2489500452115965,+,2e-4,0.003217697,0.0538,1
FRMD4A,---+,----+-++,+-++-+,0.5314919252864031,1.0009858918233076e-4,-,2e-4,0.001780324,0.053900000000000003,1
UGT8,-+--,++++---+,---+++,0.007483537949889089,1.0279348471201636e-4,-,2.06e-4,1.0200605864689112e-4,0.0553,1
FBXL18,---+,----++++,--+---,0.085050437830429,1.046489079395094e-4,-,2.09e-4,0.00826264,0.0563,1
PPP1R9B,+-+-,+---++++,+----+,0.7823134573589148,1.0534962165054187e-4,-,2.11e-4,0.002292779,0.0567,1
EHBP1L1,----,+-+-++++,NA,0.9592182055905663,1.0579928216856593e-4,-,2.12e-4,0.006129588,0.0569,1
ICMT,+++-,-+++-+--,+++---,1.0892784030675834e-4,0.9279540489266827,+,2.18e-4,0.015164737,0.0586,1
EGR4,+---,--------,++----,0.012105398094933018,1.0913444827223487e-4,-,2.18e-4,4.34036144487673e-4,0.0587,1
ZNF514,--++,+++-++++,---+++,0.7800202635048956,1.0961543489373471e-4,-,2.19e-4,7.00094e-4,0.059,1
ARPP21,+++-,----+---,+++---,1.1007361107965042e-4,0.024993554664272853,+,2.2e-4,0.001519169,0.0592,1
AMACR,++++,++++-+--,NA,1.1080258071497089e-4,0.8259691432746035,+,2.22e-4,0.003676632,0.0596,1
DGKZ,+-+-,----++++,+-+---,0.09079456514863225,1.1082428191235558e-4,-,2.22e-4,0.004105846,0.0596,1
MTMR10,-+--,++++----,-+----,1.1103212537390862e-4,0.7151538544788829,+,2.22e-4,0.002472004,0.0597,1
EPB41L4B,++++,----+++-,+++---,1.1475342822947867e-4,0.024508359025325478,+,2.3e-4,0.003397753,0.0617,1
