gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC_male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
KCNMA1,+++++-++,0.052999438,0.006351571144450431,0.9285874510202253,1,0.012703142288900862,0.05136289666395443,0.07718905725617818,0.10272579332790886
TRIM46,++++--++,0.024025375,0.006369671442285229,0.9621806367729276,1,0.012739342884570458,0.05146460537021969,0.07718905725617818,0.10292921074043938
GCC2,----+---,0.08728427,0.9994879184023291,0.006370574364297174,-1,0.012741148728594349,0.051561069866775146,0.07719690805532954,0.10312213973355029
HAGH,++----+-,0.008280056,0.9421820358065883,0.006380101129443422,-1,0.012760202258886844,0.051561069866775146,0.07729861676159479,0.10312213973355029
CMTM7,++++++++,0.105355243,0.0063910343051845,0.9999135079423295,1,0.012782068610369,0.051566314076484945,0.0773924539814909,0.10313262815296989
RAVER1,++++-++-,0.01911161,0.006396592508505248,0.8690855075431628,1,0.012793185017010496,0.051668022782750206,0.0773924539814909,0.10333604556550041
DGAT1,++-+----,7.54963e-4,0.4559509904075258,0.006417917549094542,-1,0.012835835098189084,0.05176446659208787,0.07740032546786005,0.10352893318417573
VPS41,-+--++-+,0.002224813,0.006432263476548528,0.07897698411326465,1,0.012864526953097056,0.05176973148901546,0.07749415234414726,0.10353946297803092
CHST6,--+++--+,2.58333e-4,0.006437057411214635,0.021248843213243027,1,0.01287411482242927,0.05187144019528071,0.07749415234414726,0.10374288039056143
SERP2,-+-+--+-,0.005734644,0.2844945420162646,0.006439286888991583,-1,0.012878573777983167,0.05196786331740059,0.07750203417412531,0.10393572663480118
C8orf55,++-++---,4.5515e-4,0.08943006546549287,0.006441677000095143,-1,0.012883354000190287,0.05196786331740059,0.07760374288039056,0.10393572663480118
CXCL12,-------+,0.033307397,0.9990269221633032,0.006468377575716212,-1,0.012936755151432423,0.05196786331740059,0.07770545158665582,0.10393572663480118
MITF,--+-+-+-,0.002081648,0.647126719469238,0.006499353093279975,-1,0.01299870618655995,0.05196786331740059,0.07780716029292108,0.10393572663480118
NTAN1,++-+--++,0.004131929,0.006508019828625287,0.7911175931199756,1,0.013016039657250573,0.051973148901545974,0.0779009457947727,0.10394629780309195
AP4M1,-+--+---,0.009537172,0.9910538505124463,0.006518236736467405,-1,0.01303647347293481,0.05206956168005695,0.07790886899918634,0.1041391233601139
PLEC1,+++-+-+-,5.6264e-4,0.006530803814075252,0.436257416992179,1,0.013061607628150503,0.05207485760781123,0.07800264415742907,0.10414971521562245
BTBD10,-+------,0.015901592,0.9817828151018565,0.006532004248930179,-1,0.013064008497860357,0.05217126004271331,0.07801057770545158,0.10434252008542662
ZADH2,+++--+-+,0.008744288,0.006533084565588403,0.9567548639151059,1,0.013066169131176806,0.05217656631407649,0.07810434252008543,0.10435313262815298
USP47,++++++-+,0.046785581,0.006534772241426511,0.997380836705915,1,0.013069544482853022,0.05227827502034174,0.07810434252008543,0.10455655004068348
PDCD6,++----+-,0.00990309,0.48754984133327506,0.006537954130122848,-1,0.013075908260245695,0.05237465676802604,0.07811228641171684,0.10474931353605207
GRASP,++------,0.023382022,0.9894430201081805,0.0065402909905533544,-1,0.013080581981106709,0.05237465676802604,0.0782139951179821,0.10474931353605207
IMMT,-+-++-+-,0.00173633,0.7114502559298381,0.006548011342612833,-1,0.013096022685225667,0.05237465676802604,0.07831570382424735,0.10474931353605207
LARP6,--+-++--,0.006326404,0.9355675406913031,0.006579619880263101,-1,0.013159239760526202,0.05237465676802604,0.07841741253051261,0.10474931353605207
EEF1D,+-++--++,0.00116133,0.006581920500156782,0.43197806727396276,1,0.013163841000313564,0.052379983726606995,0.07851113597071087,0.10475996745321399
USP46,++++++-+,0.028334738,0.0065823603306210295,0.9942560650602177,1,0.013164720661242059,0.052481692432872255,0.07851113597071087,0.10496338486574451
MOG,--+-++-+,0.005836049,0.12435434732458599,0.006592681001545524,-1,0.013185362003091047,0.05257805349333876,0.07851912123677787,0.10515610698667752
EXT1,+++++--+,0.033149532,0.006598372513162296,0.9705835382295623,1,0.013196745026324593,0.05258340113913751,0.07861283433336723,0.10516680227827502
SQSTM1,-------+,0.042538577,0.9908793148362649,0.00661599015935621,-1,0.01323198031871242,0.05267975185599512,0.07862082994304312,0.10535950371199024
SCRN3,+----+++,0.00173221,0.5685337138460844,0.0066266263343201385,-1,0.013253252668640277,0.05267975185599512,0.07872253864930838,0.10535950371199024
GHITM,-+---+-+,0.002629869,0.6982733267752697,0.006636990046109259,-1,0.013273980092218519,0.05267975185599512,0.07882424735557364,0.10535950371199024
NDUFB8,++-+----,0.003676592,0.42076780001911485,0.006648252245174534,-1,0.013296504490349068,0.05267975185599512,0.07892595606183889,0.10535950371199024
IPO7,+++-++++,7.86e-5,0.006667069371601344,0.5920098164022887,1,0.013334138743202687,0.05268510984540277,0.07901962778399267,0.10537021969080554
HBQ1,------+-,0.003101779,0.9884720600880097,0.0066738930356910475,-1,0.013347786071382095,0.05278145021865148,0.07902766476810415,0.10556290043730296
PHF17,++++---+,0.03008324,0.006702023891696153,0.5898230392103849,1,0.013404047783392306,0.05278681855166802,0.07912132614664905,0.10557363710333605
ACSL6,-+---+-+,0.008326311,0.08250151492472199,0.006705613005650061,-1,0.013411226011300122,0.05288314858130784,0.07912937347436941,0.10576629716261568
SNX25,-+-----+,0.001398221,0.5883750764134658,0.0067160319576068835,-1,0.013432063915213767,0.05288314858130784,0.07923108218063467,0.10576629716261568
KIAA0427,++++--+-,0.009136798,0.006728186564448739,0.7211282271340937,1,0.013456373128897478,0.05288852725793328,0.07932472287196177,0.10577705451586655
HSPD1,+------+,0.001734082,0.025959573852169553,0.0067307167306368924,-1,0.013461433461273785,0.0529848469439642,0.07933279088689991,0.1059696938879284
KCNF1,--------,0.061530431,0.9991606225146552,0.0067588501010738865,-1,0.013517700202147773,0.0529848469439642,0.07943449959316518,0.1059696938879284
SF1,++++++-+,0.026858427,0.0067684336333803975,0.9911358049732182,1,0.013536867266760795,0.05299023596419854,0.07952811959727449,0.10598047192839707
MAP3K11,+-++++-+,0.021164326,0.006768710151362606,0.7964841953562485,1,0.013537420302725213,0.05309194467046379,0.07952811959727449,0.10618388934092758
RHEBL1,-+----+-,0.015771255,0.7714904007039551,0.0067690141174924735,-1,0.013538028234984947,0.05318824366927692,0.07953620829943044,0.10637648733855384
NEFH,++-+----,9.50187e-4,0.40791378151546803,0.006774703178342494,-1,0.013549406356684989,0.05318824366927692,0.07963791700569568,0.10637648733855384
ZNF652,+-++++--,0.004738483,0.006775831038013863,0.39730642353868934,1,0.013551662076027727,0.05319365337672905,0.07973151632258721,0.1063873067534581
DDX23,++++-+--,3.35e-5,0.006787414761853349,0.4560591735824448,1,0.013574829523706698,0.053295362082994305,0.07973151632258721,0.10659072416598861
PSMA5,-+-----+,0.005439419,0.946045617092116,0.006792342244288301,-1,0.013584684488576602,0.05339164039458965,0.07973962571196094,0.1067832807891793
CDRT4,+++++++-,0.01832191,0.006793441158935108,0.9973749400041528,1,0.013586882317870216,0.05339707078925956,0.07983321468524357,0.10679414157851912
AKAP10,+---+-+-,0.011964419,0.8929245436969098,0.006812427817934959,-1,0.013624855635869917,0.05349333875724601,0.0798413344182262,0.10698667751449202
SYMPK,++++--+-,0.032857303,0.006813973109423416,0.7538992009413694,1,0.013627946218846831,0.05349877949552482,0.07993491304789993,0.10699755899104964
HMGCLL1,-+-----+,0.020336142,0.7076963699779201,0.006824756177689491,-1,0.013649512355378982,0.05359503711990237,0.07994304312449145,0.10719007423980474
PWP2,--++----,0.057908146,0.9719720796203362,0.0068352905907559285,-1,0.013670581181511857,0.05359503711990237,0.08004475183075671,0.10719007423980474
MAPK13,++-+--+-,0.008912921,0.8729506899114948,0.006842633139097136,-1,0.013685266278194271,0.05359503711990237,0.08014646053702197,0.10719007423980474
SMUG1,-+-----+,0.001625094,0.9731141465370652,0.006850760711576564,-1,0.013701521423153128,0.05359503711990237,0.08024816924328723,0.10719007423980474
GPR177,+-+--+++,0.006049719,0.006852927361064189,0.5327678475750786,1,0.013705854722128378,0.05360048820179007,0.08034170649852537,0.10720097640358014
C9orf30,--------,0.036340918,0.9985460604751274,0.006873182423964242,-1,0.013746364847928483,0.05369673548255873,0.08034987794955248,0.10739347096511746
UBE2N,------++,0.003178371,0.9229154036621213,0.0068774089342813795,-1,0.013754817868562759,0.05369673548255873,0.08045158665581774,0.10739347096511746
RGS10,----++-+,0.025106554,0.9413193480613742,0.006885482784699357,-1,0.013770965569398714,0.05369673548255873,0.080553295362083,0.10739347096511746
CIAO1,+++-++-+,1.52434e-4,0.006896516853375819,0.06997995358276811,1,0.013793033706751638,0.05370219690805533,0.08064680158649445,0.10740439381611067
PPFIA4,+++++-+-,0.005925281,0.006896650156408579,0.9497529334560277,1,0.013793300312817157,0.05380390561432059,0.08064680158649445,0.10760781122864117
TMF1,++++--+-,0.011129869,0.006914557901984643,0.4365704781206697,1,0.013829115803969286,0.05390561432058584,0.08064680158649445,0.10781122864117168
COMT,++++++-+,0.008394757,0.00695711927789827,0.9926266244117481,1,0.01391423855579654,0.0540073230268511,0.08064680158649445,0.1080146460537022
PTPN3,+-------,0.012955899,0.9907418077622757,0.006962550067428293,-1,0.013925100134856585,0.054103528933184174,0.08065500406834825,0.10820705786636835
USP48,--++-+--,0.015556554,0.37546821732304747,0.006999925274259265,-1,0.01399985054851853,0.054103528933184174,0.0807567127746135,0.10820705786636835
UQCRH,-+----++,0.022629775,0.9453846103448492,0.007008011043207491,-1,0.014016022086414982,0.054103528933184174,0.08085842148087877,0.10820705786636835
VPS29,-+----++,0.003591105,0.4931336977824811,0.007018595044034648,-1,0.014037190088069296,0.054103528933184174,0.08096013018714401,0.10820705786636835
EEF2K,++-++-+-,0.001107303,0.007031035066595153,0.6495081513167689,1,0.014062070133190305,0.054109031733116354,0.0810535950371199,0.10821806346623271
MAPK11,+++-----,0.011026311,0.5206689611684723,0.00703288607269232,-1,0.01406577214538464,0.054205227295840534,0.08106183889340927,0.10841045459168107
ARIH1,-------+,0.011139326,0.8881313234566628,0.007038430205809823,-1,0.014076860411619646,0.054205227295840534,0.08116354759967453,0.10841045459168107
ABHD12,++++-++-,0.0030647,0.007040700653727377,0.9532094553821631,1,0.014081401307454755,0.05421074043938161,0.08125699176243263,0.10842148087876322
KCNK1,-------+,0.023648034,0.8699506643396415,0.007049865875705056,-1,0.014099731751410112,0.054306925658496895,0.0812652563059398,0.10861385131699379
SULT1A1,---+--+-,0.01963324,0.9020092894378594,0.007051436304365175,-1,0.01410287260873035,0.054306925658496895,0.08136696501220504,0.10861385131699379
GPR153,-+-+----,0.05643015,0.9513697997821619,0.007054335752032258,-1,0.014108671504064516,0.054306925658496895,0.0814686737184703,0.10861385131699379
PTP4A2,--++++-+,0.001042322,0.0070646898298114495,0.029969541853352905,1,0.014129379659622899,0.05431244914564687,0.08156208685040171,0.10862489829129374
GNA13,+-+---+-,0.005506367,0.48168256874333715,0.007084760692154081,-1,0.014169521384308163,0.05440862402115326,0.08157038242473556,0.10881724804230652
TNK2,+++++-+-,0.006400936,0.007089164024885565,0.9149217095683193,1,0.01417832804977113,0.05441415785191212,0.08166378521305807,0.10882831570382424
FAM38B,-++-++--,0.00352397,0.007111472344090905,0.2639809998311644,1,0.01422294468818181,0.05451586655817738,0.08166378521305807,0.10903173311635476
DSEL,-+++++++,0.002595693,0.007120465250164228,0.9836732772044136,1,0.014240930500328456,0.054617575264442636,0.08166378521305807,0.10923515052888527
MRPS23,-+----++,0.007508708,0.9542137868747512,0.007121961096263024,-1,0.014243922192526048,0.054713719109122344,0.08167209113100081,0.10942743821824469
JRK,--++--+-,0.006893352,0.7387378049050877,0.007122005494470896,-1,0.014244010988941793,0.054713719109122344,0.08177379983726607,0.10942743821824469
MED27,-+------,0.03930927,0.9985399938413624,0.0071275926182618144,-1,0.014255185236523629,0.054713719109122344,0.08187550854353133,0.10942743821824469
PMPCB,----++-+,0.003216667,0.661618842456104,0.007139901387007271,-1,0.014279802774014543,0.054713719109122344,0.08197721724979658,0.10942743821824469
BFSP1,++++++--,0.008542697,0.007147700201059265,0.9004712216932107,1,0.01429540040211853,0.05471928397070789,0.08207057866368352,0.10943856794141578
SRD5A3,--+----+,0.021293258,0.9666111022091894,0.007149564358932524,-1,0.014299128717865048,0.054815417471778705,0.08207892595606184,0.10963083494355741
GULP1,-+---+-+,0.001965543,0.6900628011768757,0.007151763556172623,-1,0.014303527112345246,0.054815417471778705,0.0821806346623271,0.10963083494355741
ZCWPW1,++++-+++,0.001999813,0.0071616456614526265,0.9613880728292546,1,0.014323291322905253,0.05482099267697315,0.08227397538899624,0.1096419853539463
C1orf95,--+---+-,0.002040918,0.9053241177751431,0.007180448331334823,-1,0.014360896662669646,0.054917115834435065,0.082282343368592345,0.10983423166887013
EIF4E3,------++,0.024504588,0.9535076257234093,0.007184390427267112,-1,0.014368780854534224,0.054917115834435065,0.0823840520748576,0.10983423166887013
MTERFD2,-+++---+,0.001656367,0.18483692237590704,0.007186044296019744,-1,0.014372088592039488,0.054917115834435065,0.08248576078112287,0.10983423166887013
TMEM121,-+--+---,0.003185112,0.9417476223998462,0.00718988736647846,-1,0.01437977473295692,0.054917115834435065,0.08258746948738813,0.10983423166887013
SC5DL,-----+-+,7.50281e-4,0.5196120325008168,0.007209266387573947,-1,0.014418532775147893,0.054917115834435065,0.08268917819365337,0.10983423166887013
DNAH1,+++++-++,0.028159738,0.007236093020615739,0.7944109146968344,1,0.014472186041231478,0.054922701383238404,0.08278246720227804,0.10984540276647681
MRPS15,+--+----,0.016047285,0.9835673644009327,0.007251348203156322,-1,0.014502696406312644,0.055018814197091426,0.08279088689991863,0.11003762839418285
BCAT1,-----+-+,0.002043258,0.6889577237364398,0.007259699937333537,-1,0.014519399874667074,0.055018814197091426,0.0828925956061839,0.11003762839418285
TIA1,----++++,0.00147294,0.17238992277685714,0.007273627359270107,-1,0.014547254718540214,0.055018814197091426,0.08299430431244914,0.11003762839418285
RND1,+-+----+,0.005449251,0.8542173570250448,0.007281938464619525,-1,0.01456387692923905,0.055018814197091426,0.0830960130187144,0.11003762839418285
FBXO21,-+------,0.015923783,0.9527582287041434,0.0072864414189114475,-1,0.014572882837822895,0.055018814197091426,0.08319772172497966,0.11003762839418285
IPO13,--++++--,9.11049e-4,0.007300322856067745,0.3106001516322919,1,0.01460064571213549,0.055024410089503664,0.08329095901555984,0.11004882017900733
C3orf57,-+-+----,0.025258052,0.9726512973753729,0.0073077520765486735,-1,0.014615504153097347,0.055120512559747786,0.08329943043124491,0.11024102511949557
TRIB1,+++++-++,0.023088483,0.007311483443497274,0.9684799420097441,1,0.014622966886994548,0.05512611879576892,0.08339265737821622,0.11025223759153784
ATP6V1E1,-+-----+,0.004559925,0.8982974671514916,0.00731710536825299,-1,0.01463421073650598,0.05522221092240415,0.08340113913751017,0.1104444218448083
SNF8,-------+,0.009535206,0.9934979202156561,0.007319776388389657,-1,0.014639552776779315,0.05522221092240415,0.08350284784377543,0.1104444218448083
SORL1,-+++-++-,0.002078371,0.007321214245662486,0.5684714510486119,1,0.014642428491324973,0.05522782750203417,0.08359605410352894,0.11045565500406834
ASB2,+++-----,0.020416948,0.32421943590981733,0.007323915128288551,-1,0.014647830256577102,0.05532390928506051,0.08360455655004069,0.11064781857012101
PCSK5,+-+++-++,0.011337453,0.007326237064753455,0.44683884030537363,1,0.01465247412950691,0.05532953620829943,0.0836977524661853,0.11065907241659886
NR1D2,++++++++,0.053351311,0.007333368083687015,0.9996124745311049,1,0.01466673616737403,0.055431244914564685,0.0836977524661853,0.11086248982912937
NGF,+-+--+--,0.001124532,0.3686083391945054,0.007337589796400062,-1,0.014675179592800123,0.055527306010373235,0.08370626525630594,0.11105461202074647
GSTA4,------++,0.031535206,0.9911002529100963,0.0073473737799060945,-1,0.014694747559812189,0.055527306010373235,0.0838079739625712,0.11105461202074647
ANKRD13A,--+++--+,0.001799438,0.02420285481684372,0.0073613812798734935,-1,0.014722762559746987,0.055527306010373235,0.08390968266883646,0.11105461202074647
COBLL1,+-+----+,0.0078974720000000009,0.37977765265054475,0.007380871754223472,-1,0.014761743508446943,0.055527306010373235,0.0840113913751017,0.11105461202074647
GTPBP5,-+++++++,0.037779494,0.007395148597682608,0.9986635575422396,1,0.014790297195365216,0.055532953620829946,0.08410454591681074,0.11106590724165989
EPN1,++-+----,0.001930993,0.4883745749156721,0.00739631056804589,-1,0.01479262113609178,0.055629004373029596,0.08411310008136696,0.11125800874605919
ARFGAP1,++++--+-,2.66386e-4,0.007396649833539469,0.5080747440301301,1,0.014793299667078938,0.0556346623270952,0.0842062442794671,0.1112693246541904
RRM1,+++++-++,0.052776966,0.007417500138196203,0.9027345422857042,1,0.014835000276392406,0.05573637103336045,0.0842062442794671,0.1114727420667209
HLA-C,--+-+++-,0.00113221,0.34536176113079603,0.007433304714421633,-1,0.014866609428843266,0.05583240109834232,0.08421480878763223,0.11166480219668463
FAM100B,--+-----,0.004905431,0.5956323998660288,0.007442344038643127,-1,0.014884688077286254,0.05583240109834232,0.08431651749389747,0.11166480219668463
TRADD,-+++++-+,0.006692603,0.007452770750004609,0.4302207088538104,1,0.014905541500009218,0.055838079739625714,0.08440964100477982,0.11167615947925143
COPG2,+++++++-,0.0252353,0.007459169254950255,0.9940024337042319,1,0.01491833850990051,0.05593978844589097,0.08440964100477982,0.11187957689178193
FOXJ3,+---+-+-,0.003746723,0.9576402470972387,0.007461801184346342,-1,0.014923602368692683,0.05603579782365504,0.08441822620016273,0.11207159564731008
PPM1E,-+-----+,0.003615543,0.6074562898984719,0.0074650437077168185,-1,0.014930087415433637,0.05603579782365504,0.084519934906428,0.11207159564731008
C21orf33,--+-----,0.003202247,0.9665287806747761,0.007471909886409295,-1,0.01494381977281859,0.05603579782365504,0.08462164361269324,0.11207159564731008
CNTN2,--+-++-+,0.001029775,0.3689936300925275,0.007487843250659267,-1,0.014975686501318534,0.05603579782365504,0.0847233523189585,0.11207159564731008
MTERF,+-----++,0.020737172,0.6747624331899125,0.007490755586612819,-1,0.014981511173225638,0.05603579782365504,0.08482506102522376,0.11207159564731008
AJAP1,+--+--++,0.003712828,0.23559036423096677,0.007494465382961287,-1,0.014988930765922575,0.05603579782365504,0.08492676973148902,0.11207159564731008
SFRS2,+----+-+,0.002494757,0.6739787711468239,0.007499550400772869,-1,0.014999100801545737,0.05603579782365504,0.08502847843775427,0.11207159564731008
PAX6,--+----+,0.002175936,0.9658164040247773,0.007507945516350718,-1,0.015015891032701435,0.05603579782365504,0.08513018714401953,0.11207159564731008
HAVCR2,-----+--,0.003194757,0.971307043328786,0.007511464296812053,-1,0.015022928593624106,0.05603579782365504,0.08523189585028479,0.11207159564731008
DNM1L,-+--+--+,0.005263951,0.3665831292943894,0.007522001654417038,-1,0.015044003308834077,0.05603579782365504,0.08533360455655004,0.11207159564731008
MANBA,++-+-+++,0.007054963,0.007544786578708002,0.972259693071738,1,0.015089573157416004,0.05604149715215623,0.08542662463134343,0.11208299430431246
MSX1,--++-+++,0.003069663,0.0075481662415010885,0.967508143402267,1,0.015096332483002177,0.05614320585842148,0.08542662463134343,0.11228641171684296
U2AF2,+---+---,0.01772912,0.7512023904111094,0.007550041590349505,-1,0.01510008318069901,0.05623919454896776,0.0854353132628153,0.11247838909793552
KPNA1,+--+---+,0.019282491,0.4097889823573465,0.007550840139586606,-1,0.015101680279173212,0.05623919454896776,0.08553702196908056,0.11247838909793552
TTYH1,+-++-++-,0.018887921,0.007565507054294623,0.9639440280170858,1,0.015131014108589245,0.056244914564686735,0.08563002135665616,0.11248982912937347
SLC27A1,--+++-++,0.004655899,0.007565951399867696,0.36737676718308393,1,0.015131902799735392,0.056346623270951995,0.08563002135665616,0.11269324654190399
EIF4G1,+-+++-++,0.041793352,0.007585781477164409,0.9855806431576861,1,0.015171562954328819,0.05644833197721725,0.08563002135665616,0.1128966639544345
ZBTB41,-+-+++++,0.006699719,0.00758769704594421,0.9847428348460722,1,0.01517539409188842,0.05655004068348251,0.08563002135665616,0.11310008136696502
ADCY2,++++-+++,0.029928558,0.007592204112085301,0.9844370541985172,1,0.015184408224170602,0.05665174938974776,0.08563002135665616,0.11330349877949553
CBX7,++++-+-+,0.008335206,0.0075955954492275225,0.8682718393801026,1,0.015191190898455045,0.05675345809601302,0.08563002135665616,0.11350691619202603
QDPR,--+-+--+,0.052705899,0.7719752167191386,0.007605132863588201,-1,0.015210265727176401,0.05684938472490593,0.0856387306753458,0.11369876944981186
VPS13A,++++--++,0.001919476,0.007616286938187714,0.2349027598659581,1,0.015232573876375428,0.05685516680227828,0.08573171971931252,0.11371033360455655
PAFAH1B3,-+----+-,0.040891386,0.9428814441841138,0.007636709724771051,-1,0.015273419449542101,0.05695108308756229,0.08574043938161106,0.11390216617512458
NELL2,-+-----+,0.006181929,0.7296136644656457,0.007645501478225409,-1,0.015291002956450818,0.05695108308756229,0.08584214808787632,0.11390216617512458
SLC7A6,+-+---+-,0.004330899,0.5974761093973604,0.007645579163536774,-1,0.015291158327073548,0.05695108308756229,0.08594385679414158,0.11390216617512458
CADM3,++++----,0.005146723,0.007662553452611928,0.46259728355509,1,0.015325106905223856,0.05695687550854353,0.0860368148072816,0.11391375101708706
MRPS14,-----+++,0.002063015,0.22328961422518298,0.007681850003797732,-1,0.015363700007595463,0.05705278145021865,0.08604556550040683,0.1141055629004373
YY1AP1,++-++-++,0.012945037,0.007705735483792981,0.8511676038077455,1,0.015411470967585963,0.057058584214808784,0.08613851316993797,0.11411716842961757
LONRF2,+--+--++,0.00102603,0.579869661102035,0.007722735364917551,-1,0.015445470729835101,0.05715447981287501,0.08614727420667209,0.11430895962575002
GORASP1,-+++----,0.0102353,0.53979040449991,0.00773720566435667,-1,0.01547441132871334,0.05715447981287501,0.08624898291293735,0.11430895962575002
NEK1,++-+++-+,0.055146629,0.007741892296808263,0.9866087263972276,1,0.015483784593616526,0.057160292921074045,0.08634190989525069,0.11432058584214809
ABLIM2,+-++----,0.034016199,0.5751899068421319,0.007742378019894467,-1,0.015484756039788935,0.05725617817553137,0.0863506916192026,0.11451235635106274
ZNF664,++++++--,0.00170927,0.007767253722747006,0.20924449147130414,1,0.015534507445494013,0.0572620016273393,0.08644360825790705,0.1145240032546786
NNT,-----+-+,0.011050375,0.486367965347902,0.007769817641395299,-1,0.015539635282790598,0.05735787653818773,0.08645240032546786,0.11471575307637547
MRPL37,++----++,0.007756554,0.8818932433068407,0.007770523728862922,-1,0.015541047457725844,0.05735787653818773,0.08655410903173312,0.11471575307637547
ZMIZ2,-+++-++-,0.010677528,0.007781369973843313,0.8064324539922816,1,0.015562739947686626,0.05736371033360456,0.08664700498321977,0.11472742066720912
PICALM,+-+-++-+,0.013107491,0.007782108681993365,0.17136281080909396,1,0.01556421736398673,0.05746541903986981,0.08664700498321977,0.11493083807973963
DHRS1,--------,0.007933801,0.996990965067746,0.007786843798273913,-1,0.015573687596547826,0.05756127326350046,0.08665581773799837,0.11512254652700092
UPF1,+++++-++,0.01273324,0.007798770715933375,0.9934453242489395,1,0.01559754143186675,0.057567127746135066,0.08674870334587613,0.11513425549227013
SERTAD4,----++--,0.004576311,0.7042832215809491,0.0077990910564643525,-1,0.015598182112928705,0.05766297162615682,0.08675752644426363,0.11532594325231364
TTLL3,--+---+-,0.011961236,0.7331968966644751,0.007804087441619406,-1,0.015608174883238813,0.05766297162615682,0.08685923515052889,0.11532594325231364
KIAA1967,-++-+---,1.18352e-4,0.007804669364197541,0.15612063312462068,1,0.015609338728395082,0.05766883645240033,0.08695210007118885,0.11533767290480065
RASSF5,-++-----,0.041072097,0.7960827636734126,0.007830869904281657,-1,0.015661739808563314,0.05776466998881318,0.08696094385679415,0.11552933997762636
ESRRG,-+--+---,0.004561798,0.9586846477676574,0.007841115778355402,-1,0.015682231556710804,0.05776466998881318,0.0870626525630594,0.11552933997762636
WRNIP1,++-+---+,0.005051873,0.32199201207580064,0.007844039908901857,-1,0.015688079817803714,0.05776466998881318,0.08716436126932466,0.11552933997762636
C7orf27,++-++-+-,0.010615449,0.007844098513972669,0.700114997779222,1,0.015688197027945338,0.05777054515866558,0.08725719515915793,0.11554109031733116
PRSS3,++------,0.075712828,0.9591715413923663,0.007870959278741383,-1,0.015741918557482765,0.05786636835146954,0.08726606997558992,0.11573273670293908
RAB31,+-++-+++,0.05856573,0.00790604852937216,0.9667435685645799,1,0.01581209705874432,0.05787225386493084,0.0873588935218143,0.11574450772986168
SMPDL3A,-+------,0.042467135,0.9976122455521548,0.007911597472394678,-1,0.015823194944789357,0.0579680667141259,0.08736777868185516,0.1159361334282518
RAPH1,-+-+--+-,0.02456882,0.6253314348949405,0.007912647104278317,-1,0.015825294208556634,0.0579680667141259,0.08746948738812042,0.1159361334282518
CABP4,+++-++++,0.001130805,0.007935260664704772,0.972391942144814,1,0.015870521329409543,0.057973962571196094,0.08756229024712703,0.11594792514239219
EEF1E1,-+--+--+,0.002946442,0.6157212806310457,0.007936331652211017,-1,0.015872663304422035,0.058069765076782263,0.08757119609438568,0.11613953015356453
RORB,+-+-++++,0.039003652,0.007959030559831517,0.9124452360996113,1,0.015918061119663034,0.05807567127746135,0.08766398860978339,0.1161513425549227
SNX1,--++-++-,4.13858e-4,0.09340010157509594,0.007960214246128132,-1,0.015920428492256264,0.058171463439438624,0.08767290480065093,0.11634292687887725
UNKL,+++++--+,0.041385581,0.0079664370810337,0.8514514100231263,1,0.0159328741620674,0.05817737998372661,0.08776568697243975,0.11635475996745322
SMARCD2,--++--+-,1.69288e-4,0.0079701024717918,0.28164411751976604,1,0.0159402049435836,0.05827908868999186,0.08776568697243975,0.11655817737998372
LRRC4,++------,0.042823034,0.9033739490446594,0.007983621872791885,-1,0.01596724374558377,0.058374860164751345,0.08777461350691619,0.11674972032950269
GTF3C6,+++--+++,0.005374532,0.008012441747889504,0.7568111197809654,1,0.01602488349577901,0.05838079739625712,0.08786738533509611,0.11676159479251425
TSC2,--+++---,0.010526217,0.6635233246941856,0.008022711889275284,-1,0.016045423778550567,0.058476558527407706,0.08787632221318145,0.11695311705481541
SAPS2,-+-+----,0.008393539,0.47148157070902735,0.008029912451546101,-1,0.016059824903092202,0.058476558527407706,0.0879780309194467,0.11695311705481541
SLC23A2,+-+-++-+,0.017108989,0.00803352130621376,0.4438428512997827,1,0.01606704261242752,0.058482506102522376,0.08807078206040883,0.11696501220504475
SDC4,+-++++++,8.37547e-4,0.008065075941132246,0.9875468421345116,1,0.016130151882264493,0.05858421480878763,0.08807078206040883,0.11716842961757526
ERCC1,----+-+-,0.03512294,0.9523105389697623,0.00810946799754749,-1,0.01621893599509498,0.058679955252720434,0.08807973962571196,0.11735991050544087
OCEL1,-+----+-,0.050507491,0.9971672168262388,0.008118434609162343,-1,0.016236869218324686,0.058679955252720434,0.08818144833197722,0.11735991050544087
C1QBP,-+----++,3.02996e-4,0.7371939332751071,0.008134467124195955,-1,0.01626893424839191,0.058679955252720434,0.08828315703824248,0.11735991050544087
POFUT2,---+---+,0.025105337,0.8778364492075352,0.008140974430793901,-1,0.016281948861587802,0.058679955252720434,0.08838486574450773,0.11735991050544087
LPHN1,++++--+-,0.002319382,0.008142918060669978,0.4279285522554648,1,0.016285836121339957,0.05868592351505289,0.08847757551103427,0.11737184703010578
PAIP2,-----+++,0.008574438,0.20173515508577344,0.008161029436414207,-1,0.016322058872828414,0.058781653615376794,0.08848657445077299,0.11756330723075359
SMCR7L,++------,0.011509551,0.7203627864783234,0.0081634369674087,-1,0.0163268739348174,0.058781653615376794,0.08858828315703825,0.11756330723075359
