gene_symbol,female_ACC.1_female_ACC.2_female_DLPFC_male_ACC.1_male_ACC.2_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
SLC45A4,++++--,0.039574064,0.021192304178307943,0.8618434676937156,1,0.04238460835661589,0.131014138948225,0.15185109845402767,0.26202827789645
CKAP4,-+++-+,0.031298876,0.26120721444947814,0.17767769410124534,-1,0.3553553882024907,0.3603539462978031,0.3534737056250636,0.7069474112501272
ARRDC2,+-+++-,0.017994288,0.20209826077066853,0.24148460012735062,1,0.40419652154133706,0.37808971620384496,0.3700162733930024,0.7400325467860048
PLCD3,+++-++,0.04749691,0.02377023465519254,0.9100640214299303,1,0.04754046931038508,0.1392533821584783,0.1596826688364524,0.2785067643169566
SEC31B,--+++-,7.50655e-4,0.01822225225769834,0.4652976432130671,1,0.03644450451539668,0.1215542671142305,0.14178193653376728,0.243108534228461
CDK6,-+++-+,0.003631929,0.16065395079589534,0.03243498367842144,-1,0.06486996735684288,0.1657851912123678,0.18075475536568,0.3315703824247356
TPPP3,---+-+,0.009795225,0.9834364876005154,0.00571958367630948,-1,0.01143916735261896,0.0661106590724166,0.08086664632285627,0.1322213181448332
PARVA,+-++++,0.036199345,0.8883450601507251,0.007206455401217588,-1,0.014412910802435177,0.07679007323026851,0.09083511341674295,0.15358014646053703
GPRIN1,+++---,0.011039419,5.445875836556423e-4,0.9997943345595609,1,0.0010891751673112846,0.014952700640830027,0.023189585028478437,0.029905401281660055
DDX11,-++++-,0.031982584,0.0613182236449824,0.059317131833695864,-1,0.11863426366739173,0.2211147274206672,0.23090224799104872,0.4422294548413344
STK40,++----,0.007303558,0.005747996058143359,0.9712907892717015,1,0.011495992116286718,0.06632082188993998,0.08136696501220504,0.13264164377987997
PGLS,++++++,0.088992884,0.47582090496863694,0.22205210915837695,-1,0.4441042183167539,0.391273393002441,0.38114128776319806,0.7622825755263961
ZNF77,---+--,0.020029963,0.20855316216254957,0.41283713424019214,1,0.41710632432509914,0.3832773878547452,0.3739829129373474,0.7479658258746948
ARPC4,+--+--,0.010369944,0.14157838974629383,0.2710413153787224,1,0.28315677949258766,0.3269250330586919,0.3245524816924329,0.6491049633848658
PPFIBP2,---+-+,0.001311985,0.7725605595745988,9.93993125888596e-4,-1,0.001987986251777192,0.023189585028478437,0.03316041094496999,0.046379170056956874
KCTD2,+++--+,0.026782022,4.904698326479068e-4,0.9992922692928052,1,9.809396652958136e-4,0.01444410538093785,0.02166395443449959,0.0288882107618757
ZFP2,-++-++,0.003111517,0.015300111060173717,0.7976875228925168,1,0.030600222120347433,0.11026345234462415,0.1305939788445891,0.2205269046892483
MXD3,-++++-,0.008406742,0.4437387770754966,0.12458220183617426,-1,0.24916440367234852,0.3093978844589097,0.3092259180144441,0.6184518360288882
ZDHHC21,---++-,0.014756273,0.4793875848751162,0.06131824598277735,-1,0.1226364919655547,0.22406427990235964,0.2345641338622724,0.4481285598047193
SIAH2,+-----,0.01890721,0.16582323989346326,0.3123871552795314,1,0.3316464797869265,0.34920150544196926,0.3440805532953621,0.6881611065907242
STK11,+-----,0.124383801,0.1668671103444987,0.511214812748945,1,0.3337342206889974,0.3499135388058183,0.3444873881204231,0.6889747762408462
C5orf30,+++--+,0.011198221,0.013592564517000385,0.8351177387319104,1,0.02718512903400077,0.10477062353778863,0.12418633034987794,0.20954124707557725
EIF2AK2,-+-+++,0.012272378,0.9691282412280673,0.002277091656883228,-1,0.004554183313766456,0.03722538649308381,0.04994405452141186,0.07445077298616762
PRKAB2,+--+++,0.00237706,0.926800004933768,0.017003699274306682,-1,0.034007398548613364,0.11665988608624898,0.13660868680703897,0.23331977217249797
PRPF39,---+--,0.016497097,0.08891582140853016,0.6469908491475599,1,0.17783164281706032,0.2648764113518462,0.2716639544344996,0.5297528227036924
PLEKHG3,---++-,0.005269663,0.9907017795530089,1.8550401583872415e-4,-1,3.710080316774483e-4,0.00823840520748576,0.013020038653239752,0.01647681041497152
WDR5B,+++++-,0.043747191,0.24118895592127326,0.33828458044518234,1,0.4823779118425465,0.4037229173024107,0.3909682668836452,0.7819365337672904
STAC3,+-----,0.061219663,0.08649760072478908,0.7255548173663763,1,0.17299520144957817,0.26182483979249316,0.2686126932465419,0.5236496795849863
STX10,++-+--,0.004646629,0.013195291946854478,0.9058043261439387,1,0.026390583893708956,0.10334655681009053,0.1224572823433686,0.20669311362018106
TMEM123,---+++,0.003692978,0.9999572163973405,2.5694555328419403e-4,-1,5.138911065683881e-4,0.010272579332790887,0.015257857796765334,0.020545158665581775
ZBED5,------,0.05368427,0.7159958285497297,0.10888749661449755,-1,0.2177749932289951,0.2909886086248983,0.29325602685382973,0.5819772172497966
CXADR,---+-+,0.002217884,0.9879230433201162,0.005191650195648159,-1,0.010383300391296318,0.06224572823433686,0.07771335571152477,0.12449145646867373
KCNH8,---+++,0.006811236,0.9996990041557977,1.729064793862763e-4,-1,3.458129587725526e-4,0.007526444263628967,0.012714881497304445,0.015052888527257934
MT1G,++----,0.013639888,0.00906070112523753,0.6349343109227015,1,0.01812140225047506,0.08646119418167023,0.10292921074043938,0.17292238836334045
MAP3K7,++----,0.00360309,0.26557455714538564,0.19139398338798402,-1,0.38278796677596805,0.3701179820992677,0.36262842030312276,0.7252568406062455
GEMIN7,++-+--,0.032809831,0.06397263103567558,0.3863965977549361,1,0.12794526207135115,0.22846099074356627,0.238100081366965,0.45692198148713253
RAB10,+--+++,0.014238109,0.9601383789814113,0.003911138588013864,-1,0.007822277176027728,0.05319365337672905,0.06662597904587529,0.1063873067534581
SFRS12,---+-+,0.051531554,0.8943754068174287,0.014307384800855815,-1,0.02861476960171163,0.10760781122864117,0.12664021971315229,0.21521562245728235
PHB,----++,0.01089382,0.8966865409012768,0.0016853480320075354,-1,0.003370696064015071,0.03112286411716843,0.04353575424677042,0.06224572823433686
LONP2,+++--+,0.004020974,0.04380728432285906,0.2840578195169431,1,0.08761456864571812,0.1913335367714373,0.20240032546786005,0.3826670735428746
GRASP,++----,0.023382022,0.03991289787802084,0.8168960631010639,1,0.07982579575604168,0.1824839792493134,0.19680634662327096,0.3649679584986268
CHPT1,+-++--,0.004313296,5.583468664451932e-4,0.9285867199050718,1,0.0011166937328903864,0.015461295900722205,0.02339300244100895,0.03092259180144441
KCNJ3,++-+-+,0.016688951,0.2983694334882295,0.045303863124012134,-1,0.09060772624802427,0.19487388120423108,0.20526904689248296,0.38974776240846215
HHATL,---+-+,0.005389607,0.32957933305146975,0.0504681952142272,-1,0.1009363904284544,0.20524816924328723,0.21493235683043435,0.41049633848657446
RAD51C,-+---+,0.002073689,0.6480978235740958,0.011345774569345518,-1,0.022691549138691036,0.09621643612693247,0.11331502390397721,0.19243287225386493
POLN,+--+--,0.075823689,0.2097429321867811,0.42603230614341586,1,0.4194858643735622,0.3841928593225511,0.3742880390561432,0.7485760781122864
STK19,+-++-+,0.026934644,0.3229364732154113,0.13181647643682884,-1,0.2636329528736577,0.31682262001627337,0.3163462516529346,0.6326925033058692
EIF3B,-++---,0.021661704,0.01390237825007461,0.7217478385738116,1,0.02780475650014922,0.10629640931746516,0.12540683482506101,0.21259281863493032
KIFC2,+-+---,0.002802903,6.351056940842465e-4,0.9890339189757967,1,0.001270211388168493,0.01739395788831248,0.024918633034987796,0.03478791577662496
TBC1D9,++---+,0.004196067,0.06374964742456896,0.051618576246308466,-1,0.10323715249261693,0.20809601301871442,0.21798392838978742,0.41619202603742883
UHRF2,-+-+-+,0.009584551,0.3106755543021437,0.13384192752844248,-1,0.26768385505688497,0.31916192026037427,0.31838063269250333,0.6367612653850067
ATXN10,-+---+,0.001708333,0.5763604631189473,0.037892535493588925,-1,0.07578507098717785,0.1775834011391375,0.19235072729122166,0.355166802278275
TLCD1,+--+--,0.009714607,0.10796847445091028,0.23135903992801216,1,0.21593694890182055,0.2896958600345845,0.2928193653376729,0.579391720069169
MPP5,---+-+,0.00810721,0.498448550952467,0.00487371021847262,-1,0.00974742043694524,0.0605166802278275,0.0746617841521717,0.121033360455655
VTA1,+----+,0.01496985,0.04770668847878086,0.07574881756265515,1,0.09541337695756172,0.20058997050147492,0.20901139137510172,0.40117994100294985
CBLN4,++---+,0.004112079,0.08187553132934823,0.03126776241284849,-1,0.06253552482569698,0.16181855166802278,0.1787203743261113,0.32363710333604556
LUC7L,+-+---,0.018055899,0.0023469882507982922,0.886656387571177,1,0.0046939765015965845,0.0380429254399349,0.05044751830756713,0.0760858508798698
ARHGEF3,+++---,0.006276124,8.529740816023617e-6,0.9999995783241404,1,1.7059481632047233e-5,0.001627504831654969,0.0017290480065093572,0.003255009663309938
SLC35E1,+++--+,0.028679869,0.04265664600950893,0.6071941422110781,1,0.08531329201901786,0.18807852710812736,0.20046786004882017,0.3761570542162547
UBE2J2,-+----,0.041226311,0.04027334074685271,0.8580160641660984,1,0.08054668149370542,0.183094293561184,0.19711147274206672,0.366188587122368
SMG5,--++--,0.042791105,0.32422112660255664,0.2610336578360876,-1,0.5220673156721752,0.41619202603742883,0.4025022886786695,0.805004577357339
ELOF1,--++--,0.008079494,0.01047285668057597,0.935508387995791,1,0.02094571336115194,0.09205574204048418,0.10933685923515053,0.18411148408096836
LITAF,---+-+,0.014072004,0.5211940770771408,0.006987576205096588,-1,0.013975152410193176,0.07506102522375915,0.08951276574102329,0.1501220504475183
PAAF1,--++++,0.033026873,0.5255342414565055,0.11026424774804672,-1,0.22052849549609344,0.29220911310008135,0.29539212694537686,0.5844182262001627
AKT3,--++++,0.027836236,0.8054375507619531,0.0012168131255965125,-1,0.002433626251193025,0.02644426362896664,0.03712745397212898,0.05288852725793328
ABCC5,+++---,0.015487172,2.192946232632433e-4,0.9999900070717043,1,4.385892465264866e-4,0.0091547146780592,0.013832384052074858,0.0183094293561184
ARHGAP23,---++-,0.02536339,0.9973470949123198,0.0012264219852974238,-1,0.0024528439705948477,0.02644426362896664,0.03753433018004272,0.05288852725793328
ST7,-++++-,0.006514232,0.06607697470509366,0.5888256173271561,1,0.13215394941018732,0.2325297528227037,0.2418633034987795,0.4650595056454074
ADARB2,---+++,0.003788296,0.9991943647980581,6.785040095117488e-4,-1,0.0013570080190234977,0.018002441008950366,0.026040077306479503,0.03600488201790073
ERGIC1,+-+---,0.014578558,0.042726489426095415,0.8287506811406078,1,0.08545297885219083,0.18818024616010579,0.2006712774613507,0.37636049232021157
GDI2,---+++,0.006901592,0.9996101143988644,0.00036236048272845855,-1,7.247209654569171e-4,0.0121033360455655,0.017800834096226223,0.024206672091131
DCUN1D1,----++,0.028993446,0.9989081481731658,0.001069635784523608,-1,0.002139271569047216,0.023901545972335233,0.03417760146475435,0.047803091944670466
RPL4,+++--+,0.00845412,0.04219366161516646,0.8799480487587689,1,0.08438732323033292,0.18726477469229988,0.19965419039869814,0.37452954938459976
KIAA1191,+++-++,0.134662266,0.13609335612094323,0.6616839847467741,1,0.27218671224188645,0.32143220425185637,0.3202807160292921,0.6405614320585842
IGF1,------,0.140748502,0.5009532462177556,0.24687982556341379,-1,0.49375965112682757,0.40703824247355574,0.3947716407283084,0.7895432814566168
SCP2,---+++,0.005688858,0.9998825465763064,6.87330375402834e-4,-1,0.001374660750805668,0.018002441008950366,0.02614179635845794,0.03600488201790073
CAMK2B,+++---,0.024622191,5.1715265641289166e-5,0.9999954642857999,1,1.0343053128257833e-4,0.0033567287152883735,0.006102522375915379,0.006713457430576747
AKR1D1,------,0.105473221,0.1946957899673786,0.5778144665847297,1,0.3893915799347572,0.37239344929305257,0.3656427990235964,0.7312855980471928
LSM6,+----+,0.047335955,0.34945236717077666,0.10823742467720461,-1,0.21647484935440922,0.29017493897477625,0.2929508696978944,0.5803498779495525
COL11A1,-+++++,0.00223118,0.6574318223645468,0.0019877231832823583,-1,0.003975446366564717,0.03458096013018715,0.04760451632590784,0.0691619202603743
ATF6,--+-+-,0.001781273,0.026775768487045947,0.26986852369904635,1,0.053551536974091894,0.14820465873258062,0.1689381611065907,0.29640931746516125
PRKAR2A,+++--+,0.018246067,0.01968099372367622,0.8680696230960814,1,0.03936198744735244,0.1261316244532601,0.14646053702196907,0.2522632489065202
PINX1,+-----,0.069017135,0.15722566648561356,0.4988891177497453,1,0.3144513329712271,0.3411657003356729,0.33767290480065093,0.6753458096013019
NME7,-+---+,0.004430618,0.3753437382235252,0.14072239697566305,-1,0.2814447939513261,0.32628152969894225,0.3237717424473604,0.6475434848947208
EP400,+-+-+-,0.010942041,0.013313607064290672,0.1637978580130292,1,0.026627214128581343,0.1038551520699827,0.12306753458096013,0.2077103041399654
GLDC,+++++-,0.002082116,0.009364042245129394,0.9455614550242062,1,0.018728084490258787,0.08758010375343302,0.10435313262815298,0.17516020750686603
SYNGR2,+--++-,9.60581e-4,0.9745138576961008,2.445765325509555e-4,-1,4.89153065101911e-4,0.01017087062652563,0.01464754348489472,0.02034174125305126
GPR85,---+-+,0.002800281,0.8886039003400167,0.011642838266664044,-1,0.023285676533328088,0.09692839707078926,0.11453565252771844,0.19385679414157853
MAP1LC3A,+-+---,0.01579382,0.010527174625494025,0.9408252941829544,1,0.02105434925098805,0.09246261824839792,0.10984540276647681,0.18492523649679585
C5orf33,++++-+,0.00927191,0.01067461837315218,0.6269889405115541,1,0.02134923674630436,0.09276777540433323,0.1103539462978031,0.18553555080866646
EFNA1,--++-+,0.003937547,0.02335517719761795,0.18833752496040143,1,0.0467103543952359,0.13772759637880175,0.15815703824247357,0.2754551927576035
TGFBR3,+----+,0.005877809,0.20526092910407326,0.27645455370149963,1,0.4105218582081465,0.38022581629539215,0.37205044751830757,0.7441008950366151
SDK2,--++-+,0.010989232,0.14032153341254036,0.09029075748918965,-1,0.1805815149783793,0.2672904800650936,0.27311565456209946,0.5345809601301872
AP3S2,+++-++,0.056982303,0.10802464506956129,0.2919410818432087,1,0.21604929013912258,0.2898992981385414,0.2928193653376729,0.5797985962770827
TMEM169,++-++-,0.001474532,0.06058205972446669,0.6434737967220855,1,0.12116411944893338,0.2233750381446445,0.23342148087876322,0.446750076289289
AARS2,---+-+,0.014697097,0.9514963731105865,0.014409664483451575,-1,0.02881932896690315,0.1080146460537022,0.12684365781710916,0.2160292921074044
MRPS2,-++---,0.060635955,0.0507898549719256,0.7478090392670875,1,0.1015797099438512,0.20638795646424576,0.2160292921074044,0.41277591292849153
DDX19A,+++-++,0.061379213,0.04581887005362947,0.8475612281523703,1,0.09163774010725893,0.1962160512664022,0.2060618388934093,0.3924321025328044
DSCC1,++---+,0.003920974,0.05414147245800287,0.3889456235291565,1,0.10828294491600574,0.2124910995829519,0.22243694060211555,0.4249821991659038
ZSCAN21,+--+--,0.020557959,0.03446031078616623,0.36917668388450486,1,0.06892062157233246,0.17037941206387958,0.1850081366965012,0.34075882412775915
OCEL1,-+----,0.061463202,0.18999344577870478,0.5167078332187315,1,0.37998689155740956,0.3689350015257858,0.36187957689178196,0.7237591537835639
BAD,------,0.101203745,0.12175226424337274,0.7312353877913143,1,0.24350452848674548,0.3066829417149832,0.30644833197721727,0.6128966639544345
MAP3K5,+++-+-,0.071224906,0.038338066207831555,0.876237833432521,1,0.07667613241566311,0.17841521717017597,0.19304312449145647,0.35683043434035194
NUMB,++++++,0.112597846,0.3531158848896955,0.344832117130041,-1,0.689664234260082,0.4571806346623271,0.43688332824738074,0.8737666564947615
DUS3L,-+----,0.023266386,0.05853401519137459,0.7688864510361296,1,0.11706803038274918,0.2197131522734208,0.229759967453214,0.4394263045468416
MTP18,---+-+,0.018041105,0.688276059467785,0.03090322209564788,-1,0.06180644419129576,0.16080146460537023,0.17770318380632694,0.32160292921074046
ADD3,+---+-,4.03558e-4,0.029087126658679532,0.10914251420167304,1,0.058174253317359065,0.1550198352151358,0.17453213995117983,0.3100396704302716
LY86,---+++,0.007672378,0.9902823820712016,0.007940828728167166,-1,0.015881657456334332,0.08116354759967453,0.09571762791170786,0.16232709519934907
RRM1,++++-+,0.052776966,0.04895074313148546,0.46548934391990127,1,0.09790148626297092,0.2025226324890652,0.21185923515052887,0.4050452649781304
ECT2,++-++-,0.01193221,0.017921078131224705,0.7156329884056905,1,0.03584215626244941,0.12053707659444614,0.1403580146460537,0.24107415318889228
MEMO1,+--+--,0.004272191,0.6657612961020046,0.05855531214956093,-1,0.11711062429912186,0.2197925142392189,0.22978333841928594,0.4395850284784378
ZNF286A,-+-+-+,0.007023876,0.26768036241613397,0.0957836449749034,-1,0.1915672899498068,0.27379983726607,0.2791170786288272,0.54759967453214
NP,---+-+,0.015027715,0.4408818710733849,0.020677056068827963,-1,0.04135411213765593,0.12906834825061025,0.1504424778761062,0.2581366965012205
TUBGCP2,+-----,0.059104401,0.08937044968406911,0.7275635087644545,1,0.17874089936813822,0.26528328755975994,0.27207078925956063,0.5305665751195199
TBC1D5,----++,0.003815262,0.8597854619283323,0.009784534105556913,-1,0.019569068211113826,0.08930024410089504,0.10660156647340047,0.1786004882017901
SYT13,-+--++,0.012937921,0.5162262779477478,0.038261017696057914,-1,0.07652203539211583,0.1780919446704638,0.19285932255111382,0.3561838893409276
REM1,------,0.032598783,0.19897476054911892,0.5339932070875758,1,0.39794952109823784,0.37595361611229783,0.3679820992676973,0.7359641985353946
KLF12,+-++--,0.003692135,0.0038116570200888984,0.9242714637413361,1,0.007623314040177797,0.05248703082087275,0.06600895036615134,0.1049740616417455
STBD1,++--+-,0.003445412,0.11145055598811777,0.1978948569032155,1,0.22290111197623555,0.2938663411657003,0.29617575264442636,0.5877326823314006
GCAT,++++-+,0.004791667,0.026487390677068158,0.9313776474712374,1,0.052974781354136316,0.14749262536873156,0.16792107404393816,0.2949852507374631
CALU,+---++,0.015172004,0.709512433238231,0.01144600887345486,-1,0.02289201774690972,0.09641985353946297,0.11382361916386939,0.19283970707892595
CABP7,--++--,0.044332116,0.3195413867878955,0.08572613281632958,-1,0.17145226563265917,0.26088283157038245,0.26752110670328555,0.5217656631407649
CARS,-++--+,0.005972846,0.034716645460328766,0.6815624775626759,1,0.06943329092065753,0.17119316447970706,0.18561838893409277,0.3423863289594141
CCNDBP1,-+--++,0.001809082,0.7897293050620997,0.008196340757876914,-1,0.016392681515753828,0.0821806346623271,0.09734513274336283,0.1643612693246542
ABCC1,-++---,0.012346536,0.0396979542281718,0.4906651509540105,1,0.0793959084563436,0.18207710304139965,0.19629780309194467,0.3641542060827993
SMURF2,--+--+,0.001600562,0.04640865780295566,0.1946487727990606,1,0.09281731560591132,0.19723324178618656,0.2069772172497966,0.39446648357237313
POP5,-+----,0.08283324,0.303894744013744,0.3197883854984344,1,0.607789488027488,0.43871427118299255,0.4217860048820179,0.8435720097640358
ATP8B1,--++++,8.41386e-4,0.09102296828956456,0.23929494961397482,1,0.18204593657912913,0.26833485911911303,0.2743083807973963,0.5366697182382261
ACTR10,-+--++,0.00143839,0.7274584595924343,0.013512753201799026,-1,0.027025506403598052,0.10465825874694874,0.1235886481537992,0.20931651749389749
ZNF341,--+---,0.022184831,0.027081987020463768,0.8166258099372647,1,0.054163974040927536,0.14922184925236498,0.169446704637917,0.29844369850472996
DIXDC1,---+-+,0.003186142,0.9974631405799502,3.132317824952414e-5,-1,6.264635649904828e-5,0.0024410089503661514,0.0045773573390296,0.004882017900732303
RPA3,-+---+,0.008659831,0.15864936134813604,0.11999396684916305,-1,0.2399879336983261,0.30451586655817736,0.3046485606754145,0.6090317331163547
IRF8,----+-,0.033239607,0.7343062871826022,0.09582115470139857,-1,0.19164230940279714,0.2740032546786005,0.2793205167327841,0.548006509357201
FGF14,-+---+,0.020408052,0.09343157432283229,0.37315340260334784,1,0.18686314864566458,0.2708778354185739,0.27685109845402767,0.5417556708371478
OSBPL8,+-++++,0.098230805,0.5401285106984381,0.18362341484990682,-1,0.36724682969981365,0.36371033360455657,0.3574407486522226,0.7148814973044452
FXC1,-----+,0.003479869,0.7455865434349014,0.013083815016089838,-1,0.026167630032179676,0.10303091944670464,0.1218594242701658,0.2060618388934093
DTX2,+-----,0.027595412,0.09312634433268933,0.6889441216852001,1,0.18625268866537867,0.2705726782626386,0.2766476810414972,0.5411453565252772
CAPZA1,+--++-,0.001636423,0.8786581603376024,0.0011956965586276428,-1,0.0023913931172552857,0.026037428803905614,0.036517139660258366,0.05207485760781123
HACL1,-+----,0.024504213,0.43091042907792126,0.2031848927908223,-1,0.4063697855816446,0.37876322213181446,0.3708676635133761,0.7417353270267522
DOCK3,++----,0.029975094,0.1123631581516047,0.5016963876327911,1,0.2247263163032094,0.2956972841013122,0.29739625711960943,0.5913945682026244
RIF1,-+-+-+,0.004775562,0.3242386087357109,0.00422795835893853,-1,0.00845591671787706,0.05512611879576892,0.06876207913742244,0.11025223759153784
TRIM17,-+-+--,0.015276311,0.12002724773960505,0.3966775750525047,1,0.2400544954792101,0.3046485606754145,0.3047192839707079,0.609297121350829
DDX18,+--+-+,0.001970506,0.4678227530179611,0.007710436124790735,-1,0.01542087224958147,0.07953620829943044,0.0943952802359882,0.15907241659886087
CD9,---+++,0.034813951,0.9994530288899606,6.473383220977504e-4,-1,0.0012946766441955008,0.017697314890154598,0.025328043942630454,0.035394629780309196
TMF1,+++---,0.011129869,1.4236115534591636e-4,0.9999610389022586,1,2.847223106918327e-4,0.006306581222663005,0.011594792514239219,0.01261316244532601
CSRP2,---+++,0.023409457,0.9985424249581669,0.003491499363723164,-1,0.006982998727446328,0.04932872253864931,0.062455497914759434,0.09865744507729862
KIAA0430,+---++,0.008585581,0.22240369697791648,0.03394004698887159,-1,0.06788009397774318,0.16924328722538648,0.1839080459770115,0.33848657445077296
ZKSCAN1,+-++++,0.037034176,0.9308831288449346,0.016921681720003006,-1,0.03384336344000601,0.11645646867371846,0.1364052487030821,0.23291293734743693
PCDH7,-++++-,0.058451311,0.09751144097149451,0.09652485193230963,-1,0.19304970386461925,0.27471521562245726,0.27993083104465466,0.5494304312449145
HERC1,+-+---,0.015536236,0.0011526378616337851,0.9924632307729961,1,0.0023052757232675703,0.025022886786695148,0.03559804719283971,0.050045773573390295
DCPS,++----,0.044072846,0.02349349712198238,0.6361674179698575,1,0.04698699424396476,0.1384396297426508,0.1587672904800651,0.2768792594853016
HSDL1,--++++,0.009157022,0.8784957510157859,0.03472508732927754,-1,0.069450174658555075,0.1712774613506916,0.1856372698606449,0.3425549227013832
GIMAP6,+---+-,0.025055056,0.7606152401148998,0.04320471998832316,-1,0.08640943997664632,0.18978844589096827,0.20170888007323773,0.37957689178193654
LRP12,-+---+,0.034903933,0.4881430257884861,0.02383535306606233,-1,0.04767070613212466,0.13944263628966638,0.15969891160614383,0.27888527257933277
SNX32,+-++-+,0.012632959,0.07194475337949642,0.689883460479986,1,0.14388950675899284,0.24036211982504324,0.2507119609438568,0.4807242396500865
GSTZ1,+--+--,0.021573783,0.28418935074681195,0.11290419551499527,-1,0.22580839102999054,0.2965825874694874,0.29844369850472996,0.5931651749389748
GAMT,---+-+,0.050005712,0.826666791183407,0.03497048789617057,-1,0.06994097579234114,0.17168429617575265,0.18604414606855865,0.3433685923515053
TRIM62,--+---,0.015213109,0.039379844114123555,0.9069512389744737,1,0.07875968822824711,0.18146678872952904,0.19589096826688365,0.3629335774590581
ACYP1,-+-+--,0.060199625,0.5266032595578637,0.11429713455573008,-1,0.22859426911146016,0.29871847030105775,0.2997660461804496,0.5974369406021155
NPLOC4,-+----,0.007240449,0.042073315427641235,0.892105257591594,1,0.08414663085528247,0.18695961753636456,0.19945077298616762,0.3739192350727291
RPL28,-++---,0.006609831,0.007405677779869218,0.9895271336414617,1,0.014811355559738436,0.07761163665954633,0.09224979658258747,0.15522327331909266
MCFD2,+++-++,0.029532116,0.2503351663513595,0.25489598687676407,1,0.500670332702719,0.40911402705726785,0.39707078925956063,0.7941415785191213
RNF41,+----+,0.029445693,0.1332940214206206,0.15013699141597478,1,0.2665880428412412,0.31848235174448175,0.3174328722538649,0.6348657445077298
INPP5F,-+++++,0.016283333,0.5108304113077552,0.0752678579779802,-1,0.1505357159559604,0.24684703010577705,0.25480622520598106,0.4936940602115541
SEC63,+--+++,0.025658989,0.9377898908044308,0.007531580941617249,-1,0.015063161883234498,0.07841741253051261,0.09358152782016071,0.15683482506102522
CHM,-+----,0.043124625,0.21910263106437408,0.3714886137574778,1,0.43820526212874816,0.3893805309734513,0.37906834825061025,0.7581366965012205
TOP3A,+-+-+-,0.00843736,0.18728249316457987,0.12210579545713286,-1,0.24421159091426572,0.3070585842148088,0.3065812226630048,0.6131624453260096
HN1,-+---+,0.005121067,0.23522934679115462,0.15576053904158818,-1,0.31152107808317636,0.34011391375101707,0.33648662394466483,0.6729732478893297
TMCC3,+--+-+,0.010304775,0.35677279853697424,0.005708124414737759,-1,0.011416248829475518,0.0661106590724166,0.08076492727087783,0.1322213181448332
C7orf51,------,0.081653464,0.3588069991322005,0.3728263463174257,1,0.717613998264401,0.4636354389177093,0.44070382424735555,0.8814076484947111
FLYWCH2,+-----,0.07198324,0.18652888258437475,0.41623509004468356,1,0.3730577651687495,0.36598514901841117,0.3596419853539463,0.7192839707078926
ACTN2,++++-+,0.017311985,0.306682776411041,0.13193092144127394,-1,0.2638618428825479,0.3169243287225387,0.31644797070491304,0.6328959414098261
PDE7B,++----,0.017469288,0.012490290199051624,0.7631244700274354,1,0.024980580398103247,0.1007018614586512,0.11879576891781937,0.2014037229173024
CALCOCO1,+-+++-,0.031028277,0.15777600617805604,0.3807719153045109,1,0.3155520123561121,0.34147085749160816,0.3379780309194467,0.6759560618388935
FBXL5,++++++,0.137309925,0.4005394960773616,0.31175482352220985,-1,0.6235096470444197,0.44283970707892595,0.4255925134777744,0.8511850269555488
GRK6,-++---,0.003156367,0.0011512576640599597,0.9975830637459465,1,0.0023025153281199195,0.024921167734716712,0.03559804719283971,0.049842335469433424
CDRT4,+++++-,0.01832191,0.07043284959196944,0.7698454720919453,1,0.14086569918393888,0.23842945783745295,0.24847436940602116,0.4768589156749059
NTRK2,+++-++,0.052849438,0.20800394546867498,0.44789449890073296,1,0.41600789093734997,0.38287051164683145,0.37357607811228644,0.7471521562245729
SIPA1L1,+++---,0.010142697000000001,1.189027454120285e-4,0.9999957471629976,1,2.37805490824057e-4,0.005391109754857085,0.0104759967453214,0.01078221950971417
C10orf28,---+++,0.002816011,0.9988700042965231,3.6177153701092855e-4,-1,7.235430740218571e-4,0.0121033360455655,0.017699115044247787,0.024206672091131
C10orf128,---++-,0.028956273,0.9682408939209461,0.013679557287753753,-1,0.027359114575507507,0.10526851098454028,0.12440240056962669,0.21053702196908056
C2CD2L,+++---,0.037249251,1.7071494176691985e-4,0.9999979832162683,1,3.414298835338397e-4,0.007222052690468925,0.012713588283157039,0.01444410538093785
SNRPB,-+---+,0.006451498,0.710859211695751,0.01941164070145844,-1,0.03882328140291688,0.12530512611879577,0.14606855864103346,0.25061025223759154
HNRNPD,+---++,0.003055899,0.8546674487403866,0.0023477017138016105,-1,0.004695403427603221,0.03814076484947111,0.05045264978130404,0.07628152969894222
ST13,----++,0.004896536,0.994963905977508,7.974948852253659e-5,-1,1.5949897704507318e-4,0.004475183075671277,0.00803580510629641,0.008950366151342554
PAK7,+++--+,0.03706161,0.007480684974541873,0.977347160784997,1,0.014961369949083746,0.07791679381548164,0.09306346623270952,0.15583358763096328
ZCCHC7,+-++++,0.05196236,0.4074414151967662,0.06728381344987319,-1,0.13456762689974638,0.23403173311635475,0.24402400569626692,0.4680634662327095
CNTN4,-++---,0.006568446,0.006670615925479449,0.9370336180239486,1,0.013341231850958897,0.07252568406062455,0.08767290480065093,0.1450513681212491
USP6,--+-+-,0.020237079,0.4320618549003878,0.04281627733277819,-1,0.08563255466555637,0.18846623270951993,0.20089512765741024,0.37693246541903985
