gene_symbol,female_ACC.1_female_ACC.2_female_DLPFC_male_ACC.1_male_ACC.2_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
ZNF280D,-+-+--,0.062255337,0.9377789641187688,0.01622979325429225,-1,0.0324595865085845,0.07149394894742195,0.10954027664768104,0.1429878978948439
BTG1,--++++,0.016027622,0.01623674662988783,0.8635190819882377,1,0.03247349325977566,0.07150122050447519,0.10963083494355741,0.14300244100895038
RSC1A1,-+++--,0.004061798,0.01624289642661381,0.7204795677362343,1,0.03248579285322762,0.07160292921074043,0.10963083494355741,0.14320585842148087
ALOX5AP,------,0.033966199,0.9942994733309776,0.01626410976177044,-1,0.03252821952354088,0.07169734567273467,0.1096419853539463,0.14339469134546934
SLC4A7,----+-,0.053759176,0.9682158001993618,0.016290424934994982,-1,0.032580849869989964,0.07169734567273467,0.10974369406021156,0.14339469134546934
ZBTB20,--+--+,0.019438577,0.9173137265114004,0.016311677023169234,-1,0.03262335404633847,0.07169734567273467,0.10984540276647681,0.14339469134546934
PSMD9,--++++,0.022691667,0.016325346537741783,0.9236704760487271,1,0.032650693075483565,0.0717046379170057,0.10993593003152649,0.1434092758340114
COPG2,+++++-,0.0252353,0.01633724705511991,0.9830706709834225,1,0.03267449411023982,0.07180634662327096,0.10993593003152649,0.1436126932465419
WDR74,-+----,0.107865356,0.9833707262333534,0.016341670756879898,-1,0.032683341513759796,0.07190074239804739,0.10994711147274207,0.14380148479609478
C1orf159,+-+---,6.88858e-4,0.2550978250799878,0.016344915545639,-1,0.032689831091278,0.07190074239804739,0.11004882017900733,0.14380148479609478
KCNAB1,---+++,0.004390356,0.10468823915525621,0.016352857631638008,-1,0.032705715263276015,0.07190074239804739,0.11015052888527258,0.14380148479609478
TAF9,-+---+,0.036264326,0.6147936176188507,0.016375307597611292,-1,0.032750615195222585,0.07190074239804739,0.11025223759153784,0.14380148479609478
EXOC4,++---+,0.023857959,0.016403392704129112,0.4518169214788244,1,0.032806785408258224,0.0719080553295362,0.11034272348215193,0.1438161106590724
C2orf56,++++++,0.010072566,0.01641309411749724,0.9941506254211547,1,0.03282618823499448,0.07200976403580146,0.11034272348215193,0.14401952807160293
C18orf22,--+--+,0.006893914,0.13695710326762334,0.01641439634097603,-1,0.03282879268195206,0.07210413912336011,0.1103539462978031,0.14420827824672022
RANBP3,--+---,0.055416199,0.9000484459852698,0.01642992026175231,-1,0.03285984052350462,0.07210413912336011,0.11045565500406834,0.14420827824672022
FAM108B1,---+-+,0.022530805,0.7684414058586313,0.01644003256775197,-1,0.03288006513550394,0.07210413912336011,0.1105573637103336,0.14420827824672022
SEMA3B,--+-+-,0.012360768,0.6648495393063034,0.01644714324545694,-1,0.03289428649091388,0.07210413912336011,0.11065907241659886,0.14420827824672022
BNIP1,-++---,0.043625749,0.9140813094404986,0.01647042899345625,-1,0.0329408579869125,0.07210413912336011,0.11076078112286411,0.14420827824672022
THTPA,------,0.10586779,0.9957497119553788,0.0164775756995649,-1,0.0329551513991298,0.07210413912336011,0.11086248982912937,0.14420827824672022
ABLIM1,+++--+,0.013207959,0.016498798589838493,0.8817915936078339,1,0.032997597179676985,0.07211147274206672,0.11095291365809011,0.14422294548413345
SPHK2,++----,0.034695693,0.42324176487636417,0.016507149917731584,-1,0.03301429983546317,0.07220583748601647,0.11096419853539463,0.14441167497203294
FARSA,+----+,0.009544101,0.49791974114681503,0.01651271247523344,-1,0.03302542495046688,0.07220583748601647,0.11106590724165989,0.14441167497203294
SETD4,++-+-+,0.020472191,0.016549125525099073,0.8046102444215194,1,0.033098251050198146,0.07221318144833198,0.11115631038340283,0.14442636289666397
DEAF1,-+---+,0.009895974,0.8612498013896951,0.016559327940674815,-1,0.03311865588134963,0.07230753584867283,0.11116761594792514,0.14461507169734567
MEIS1,---++-,0.005466386,0.2246604339055053,0.016560398158478606,-1,0.03312079631695721,0.07230753584867283,0.1112693246541904,0.14461507169734567
BRD9,+++++-,0.003694569,0.016586670050935906,0.9683965366023269,1,0.03317334010187181,0.07231489015459723,0.11135970710871555,0.14462978030919446
BCAN,-++--+,0.00326236,0.08407348274579673,0.016591988101812286,-1,0.03318397620362457,0.0724092342113292,0.11137103336045566,0.1448184684226584
ZNF254,--++-+,0.004160581,0.17037807618330317,0.01659854588726168,-1,0.03319709177452336,0.0724092342113292,0.1114727420667209,0.1448184684226584
PPP1R9A,++++++,0.026641573,0.016630777316532737,0.9969163554312979,1,0.033261554633065474,0.07241659886086249,0.11156310383402827,0.14483319772172498
C12orf10,-+----,0.07103221,0.9911391402678417,0.016636655968058665,-1,0.03327331193611733,0.07251093257398555,0.11157445077298617,0.1450218651479711
