gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
RASAL1,---+,0.262114419,0.8171016958913608,0.21723434645336354,-1,0.43446869290672707,0.3373334689311502,0.4139544344995932,0.6746669378623004
COTL1,+-++,0.058005524,0.21728056740163626,0.5977407299647447,1,0.4345611348032725,0.3373677786818552,0.4140140343740466,0.6747355573637104
RAB6B,+---,0.173523034,0.8139862470236177,0.21729931912564715,-1,0.4345986382512943,0.33743516729380657,0.41405614320585843,0.6748703345876131
LPHN3,++++,0.247287172,0.21737802137562434,0.9440222362643038,1,0.4347560427512487,0.33746948738812044,0.41411573273670294,0.6749389747762409
NUDT12,--+-,0.155396629,0.8270894579005583,0.21746577083539373,-1,0.43493154167078746,0.3375368656564629,0.4141578519121237,0.6750737313129258
FAM24B,++--,0.036133521,0.2174916189703987,0.24977989974520254,1,0.4349832379407974,0.3375711960943857,0.4142174310993593,0.6751423921887714
BTNL3,+++-,0.248204588,0.21774977713808147,0.8649740668131302,1,0.43549955427616294,0.33767290480065093,0.4142174310993593,0.6753458096013019
GUCA1A,---+,0.226971816,0.8083999710196565,0.21793556179149268,-1,0.43587112358298535,0.3377402623817757,0.4142595606183889,0.6754805247635514
C21orf59,++--,0.052623034,0.21826037619094835,0.3348286184043745,1,0.4365207523818967,0.3377746135069162,0.41431912946201566,0.6755492270138324
RASIP1,-+++,0.034404588,0.5527776104242569,0.21832884175727757,-1,0.43665768351455514,0.337841960744432,0.41436126932465417,0.675683921488864
CLEC16A,++--,0.117975,0.21841498349167515,0.7144312589882313,1,0.4368299669833503,0.3378763222131814,0.41442082782467204,0.6757526444263628
RGS16,+++-,0.076765449,0.2185034448026786,0.46759885511901983,1,0.4370068896053572,0.3379780309194467,0.41442082782467204,0.6759560618388935
GABRG1,--++,0.173732678,0.21851346880690836,0.8495509751928632,1,0.4370269376138167,0.338079739625712,0.41442082782467204,0.676159479251424
CD70,-+--,0.178427903,0.8972944464628289,0.21852887915080618,-1,0.43705775830161236,0.3381470558324011,0.41446297803091947,0.6762941116648022
C17orf42,+-++,0.033804213,0.21853506155340366,0.26169538806833104,1,0.4370701231068073,0.3381814483319772,0.4145225261873284,0.6763628966639544
ARSK,+---,0.031305056,0.21856429972761093,0.485705108985206,1,0.43712859945522187,0.33828315703824247,0.4145225261873284,0.6765663140764849
ABCE1,+-+-,0.069020318,0.8170355470078168,0.2186977996338057,-1,0.4373955992676114,0.33835045255771384,0.4145646867371847,0.6767009051154277
OSBPL9,--++,0.135837266,0.8506529111161993,0.2188120570597091,-1,0.4376241141194182,0.33835045255771384,0.41466639544344996,0.6767009051154277
KLHL2,+--+,0.240761704,0.21882630770546363,0.8632287968642256,1,0.43765261541092726,0.3383848657445077,0.4147259229126411,0.6767697314890154
DNMT1,++--,0.145143165,0.5721696591295709,0.2188601845516922,-1,0.4377203691033844,0.3384521509203702,0.4147681041497152,0.6769043018407404
VKORC1,--+-,0.146773689,0.7133169462265572,0.21887509124492877,-1,0.43775018248985753,0.3384521509203702,0.41486981285598046,0.6769043018407404
PLAA,-++-,0.139249625,0.2189594766030909,0.6088396608543394,1,0.4379189532061818,0.33848657445077296,0.4149293196379538,0.6769731489015459
ABHD4,--+-,0.199427715,0.7996328586860434,0.2190187160850746,-1,0.4380374321701492,0.33855384928302656,0.4149715215622457,0.6771076985660531
ZNF200,--+-,0.134625375,0.7583753628883123,0.21929683886384532,-1,0.43859367772769065,0.33855384928302656,0.415073230268511,0.6771076985660531
NRM,---+,0.288741948,0.8538959800427219,0.21929905859051832,-1,0.43859811718103664,0.33855384928302656,0.41517493897477625,0.6771076985660531
TRAF3,+-+-,0.144326966,0.32884156483894794,0.2194091568527757,-1,0.4388183137055514,0.33855384928302656,0.4152766476810415,0.6771076985660531
KPNA3,----,0.297310674,0.938147862595078,0.2194493968926129,-1,0.4388987937852258,0.33855384928302656,0.41537835638730675,0.6771076985660531
VPS33A,++-+,0.129180899,0.2194591311812372,0.571621019665248,1,0.4389182623624744,0.33858828315703826,0.41543781145123565,0.6771765663140765
C9orf95,-+-+,0.151551592,0.6985332515924407,0.21948764059649511,-1,0.43897528119299023,0.3386555476456829,0.415480065093572,0.6773110952913658
SGPL1,+-++,0.028561891,0.48865293105365093,0.21949715936810785,-1,0.4389943187362157,0.3386555476456829,0.41558177379983724,0.6773110952913658
KIAA0802,-+-+,0.162214888,0.2195191678768391,0.6809180271024032,1,0.4390383357536782,0.3386899918633035,0.41564120817654837,0.677379983726607
TYW3,+-+-,0.044422472,0.5989648681389265,0.21955088575928325,-1,0.4391017715185665,0.3387572460083393,0.41568348250610254,0.6775144920166786
PTN,-+++,0.130666105,0.21955440837334705,0.899533956183942,1,0.4391088167466941,0.33879170056956875,0.4157429065392047,0.6775834011391375
WDR20,--++,0.089824625,0.21959407669856598,0.3612103137889789,1,0.43918815339713196,0.338893409275834,0.4157429065392047,0.677786818551668
TXNDC12,+++-,0.026066105,0.30780895740306974,0.21959881078866045,-1,0.4391976215773209,0.338960642733652,0.4157851912123678,0.677921285467304
MCFD2,++-+,0.066734831,0.21963082095223746,0.40980248160624894,1,0.4392616419044749,0.33899511798209925,0.4158446049018611,0.6779902359641985
ODC1,++++,0.36538633,0.2196624092722447,0.949812108779221,1,0.4393248185444894,0.33909682668836455,0.4158446049018611,0.6781936533767291
CES2,+--+,0.117424064,0.2197011258361219,0.299729613667019,1,0.4394022516722438,0.3391985353946298,0.4158446049018611,0.6783970707892596
GNAI3,+-++,0.179129775,0.21983156043443416,0.6607512133500706,1,0.43966312086886833,0.33930024410089504,0.4158446049018611,0.6786004882017901
DEAF1,-++-,0.058273315,0.21989755501723265,0.2625682878546083,1,0.4397951100344653,0.3394019528071603,0.4158446049018611,0.6788039056143206
PLCB1,++--,0.034112828,0.4568269104582802,0.22001944463418682,-1,0.44003888926837365,0.3394691345469338,0.41588689991863304,0.6789382690938676
SOLH,++-+,0.109680243,0.22020488219729456,0.7688827782687917,1,0.4404097643945891,0.33950366151342554,0.4159463032645174,0.6790073230268511
TPK1,----,0.335828277,0.9482382107588917,0.22069628331766625,-1,0.4413925666353325,0.33957083290959017,0.4159886086248983,0.6791416658191803
TSPAN11,--++,0.139699345,0.2207563345169435,0.821575611014137,1,0.441512669033887,0.3396053702196908,0.4160480016271738,0.6792107404393816
C1orf222,-+++,0.151135861,0.22076666179948873,0.8855929686707932,1,0.44153332359897746,0.3397070789259561,0.4160480016271738,0.6794141578519122
FTO,++--,0.110286423,0.5066814186278128,0.220859950198522,-1,0.441719900397044,0.3397742296349029,0.41609031733116353,0.6795484592698058
SMAD2,-+-+,0.102710019,0.3232000505931558,0.22093428202459162,-1,0.44186856404918323,0.3397742296349029,0.41619202603742883,0.6795484592698058
FES,-++-,0.24392294,0.22096957056635713,0.8906258034707913,1,0.44193914113271426,0.33980878763222133,0.41625139835248653,0.6796175752644427
TBC1D10B,++++,0.259862921,0.2210247068813416,0.9431955590853877,1,0.4420494137626832,0.3399104963384866,0.41625139835248653,0.6798209926769732
CRIP1,++++,0.328019007,0.22116935548457523,0.9558527794113649,1,0.44233871096915045,0.3400122050447518,0.41625139835248653,0.6800244100895037
CETN3,+-+-,0.163480524,0.2212493331132925,0.7255361586531394,1,0.442498666226585,0.34011391375101707,0.41625139835248653,0.6802278275020341
SLC30A10,+--+,0.136737266,0.8276302087425211,0.22129711721956316,-1,0.4425942344391263,0.34018102308552833,0.4162937347436941,0.6803620461710567
C22orf25,--+-,0.086005618,0.7540051981280962,0.2213022965354284,-1,0.4426045930708568,0.34018102308552833,0.4163954434499593,0.6803620461710567
C10orf26,-+++,0.124827996,0.22131972794650426,0.7225264687385928,1,0.4426394558930085,0.3402156224572823,0.41645479507779926,0.6804312449145646
MFAP1,-+--,0.092984551,0.6588248503373202,0.22135019211782744,-1,0.4427003842356549,0.34028272144818467,0.41649715215622457,0.6805654428963693
HINT3,+--+,0.177523034,0.6708842653905336,0.22136447764636583,-1,0.44272895529273165,0.34028272144818467,0.4165988608624898,0.6805654428963693
DACT1,++--,0.068307865,0.221430422976128,0.25741523268287747,1,0.442860845952256,0.3403173311635476,0.416658191803112,0.6806346623270952
GATAD2B,-+-+,0.052658521,0.22161225545831678,0.6444766709784234,1,0.44322451091663356,0.34041903986981287,0.416658191803112,0.6808380797396257
C10orf11,+--+,0.194019663,0.8105945050957469,0.2219698218065858,-1,0.4439396436131716,0.3404861181734974,0.41670056956875506,0.6809722363469948
UBAP2,-+-+,0.048833146,0.22197183805122486,0.4292317180012625,1,0.4439436761024497,0.3405207485760781,0.4167598901657683,0.6810414971521562
EIF4H,-++-,0.082365262,0.7161260311382068,0.22202628798823346,-1,0.4440525759764669,0.3405878165361538,0.41680227827502037,0.6811756330723076
GTF2H5,---+,0.240490262,0.8929418441252256,0.22204750127658543,-1,0.44409500255317086,0.3405878165361538,0.4169039869812856,0.6811756330723076
SNX26,+--+,0.054505337,0.22210904849176383,0.503229913300188,1,0.44421809698352765,0.34062245728234336,0.41696328689108103,0.6812449145646867
TMEM198,+-+-,0.045954869,0.22591219897519318,0.22211187957668244,-1,0.44422375915336487,0.3406895148988101,0.41700569568755086,0.6813790297976202
ANKZF1,+-++,0.108838764,0.22213268814166848,0.7729465268491957,1,0.44426537628333695,0.3407241659886086,0.4170649852537374,0.6814483319772172
TMED1,++--,0.036321161,0.22221673702406503,0.39060711472957715,1,0.44443347404813005,0.34082587469487385,0.4170649852537374,0.6816517493897477
CDC40,-+--,0.075718633,0.5148735625682767,0.22239757256336135,-1,0.4447951451267227,0.34089291162412283,0.4171074043938161,0.6817858232482457
VPS4B,-+--,0.162742135,0.9171750612642682,0.22245832767829715,-1,0.4449166553565943,0.34089291162412283,0.41720911310008135,0.6817858232482457
RBL2,--++,0.045127996,0.23976519076635291,0.22266456357947198,-1,0.44532912715894396,0.34089291162412283,0.4173108218063466,0.6817858232482457
GNA15,++--,0.061951592,0.22270143970636458,0.6736578157876233,1,0.44540287941272916,0.34092758340113916,0.4173700803417065,0.6818551668022783
C15orf40,---+,0.141686142,0.8656475308708768,0.22270702147089808,-1,0.44541404294179615,0.3409946099867792,0.4174125305126119,0.6819892199735584
FAM65A,++-+,0.027737547,0.22281215718237954,0.26379637625329583,1,0.4456243143647591,0.3410292921074044,0.41747177870436286,0.6820585842148088
CLCN2,----,0.359732678,0.9462216710363608,0.22298001181079496,-1,0.44596002362158993,0.34109630834943555,0.41751423921887715,0.6821926166988711
C17orf28,++-+,0.113927528,0.22304875679981068,0.7562568647445708,1,0.44609751359962135,0.34113100081366965,0.4175734770670192,0.6822620016273393
TBP,----,0.335221348,0.9519868562476055,0.22305776125372448,-1,0.44611552250744896,0.34119800671209194,0.4176159479251424,0.6823960134241839
COMMD9,+++-,0.149543727,0.22332549403846588,0.9041235777270796,1,0.44665098807693177,0.3412327095199349,0.4176751754296756,0.6824654190398698
SFRS15,---+,0.148293539,0.574234791478802,0.22335778705544923,-1,0.44671557411089846,0.34129970507474827,0.41771765663140764,0.6825994101494965
TMEM50A,+-+-,0.098733052,0.2844748610772221,0.22351464100526158,-1,0.44702928201052317,0.34129970507474827,0.4178193653376729,0.6825994101494965
PPP2R3C,-+-+,0.083144007,0.2235255404196462,0.3987329673825494,1,0.4470510808392924,0.34133441822620014,0.4178785721549883,0.6826688364524003
MLX,+++-,0.10730515,0.22361565207371345,0.4682018309664085,1,0.4472313041474269,0.34143612693246544,0.4178785721549883,0.6828722538649309
KCNN1,-+-+,0.05370618,0.659551505636977,0.22373780129344237,-1,0.44747560258688474,0.341503101800061,0.41792107404393813,0.683006203600122
C2orf34,+---,0.102091854,0.8490744294583209,0.22380340626754577,-1,0.44760681253509155,0.341503101800061,0.41802278275020344,0.683006203600122
EGLN1,--+-,0.317980243,0.9197631197004565,0.22391237035392644,-1,0.4478247407078529,0.341503101800061,0.4181244914564687,0.683006203600122
SIRT7,++++,0.343531461,0.22398340839535583,0.9448452958677864,1,0.44796681679071165,0.3415378356387307,0.4181836672429574,0.6830756712774614
RGP1,++-+,0.2343647,0.22401609206185552,0.8162281068299584,1,0.44803218412371104,0.34163954434499594,0.4181836672429574,0.6832790886899919
ECE1,----,0.173661236,0.9277045621602015,0.22403540940935537,-1,0.44807081881871075,0.3417064985253737,0.41822620016273393,0.6834129970507474
HDHD3,+---,0.159937734,0.7558505650611367,0.2240492279170862,-1,0.4480984558341724,0.3417064985253737,0.4183279088689992,0.6834129970507474
RETSAT,--++,0.05816133,0.2240918226384141,0.7412757335324855,1,0.4481836452768282,0.3417412530512612,0.41838706396827013,0.6834825061025224
CPNE4,+++-,0.094028277,0.2241209264384669,0.8626407192304038,1,0.4482418528769338,0.34184296175752643,0.41838706396827013,0.6836859235150529
CENPB,+-++,0.168134176,0.22419586631102364,0.5862729459591473,1,0.4483917326220473,0.3419446704637917,0.41838706396827013,0.6838893409275834
RUSC1,++--,0.15695721,0.22434152754537556,0.4362414222861217,1,0.4486830550907511,0.342046379170057,0.41838706396827013,0.684092758340114
TMEM63C,--++,0.058001966,0.22447936079364267,0.46115601981629467,1,0.44895872158728534,0.3421480878763222,0.41838706396827013,0.6842961757526445
ALKBH3,--+-,0.240820225,0.6955113709824399,0.22470443717533586,-1,0.4494088743506717,0.34221499033865554,0.4184296175752644,0.6844299806773111
ZAK,+-++,0.157931929,0.22484667277376605,0.8713330675652328,1,0.4496933455475321,0.3422497965825875,0.41848876233092647,0.684499593165175
HERPUD1,-+--,0.172037172,0.8437435344507387,0.22485070342995267,-1,0.44970140685990534,0.34231668870131193,0.4185313262815297,0.6846333774026239
DAB1,-+++,0.205658052,0.2250097870773493,0.8595606951151047,1,0.4500195741546986,0.3423515052888527,0.41859046069358286,0.6847030105777054
STRA13,+---,0.082097191,0.6010908071086327,0.22529626545698736,-1,0.4505925309139747,0.34241838706396827,0.41863303498779497,0.6848367741279365
HSD17B14,+-+-,0.086629869,0.5208918488038371,0.22529797763346593,-1,0.45059595526693186,0.34241838706396827,0.4187347436940602,0.6848367741279365
FKBP1B,-+-+,0.044372846,0.22537508941581325,0.3518070818098131,1,0.4507501788316265,0.34245321399511797,0.4187938574188956,0.6849064279902359
NOTUM,+++-,0.274943071,0.2255201833078011,0.8995196065562568,1,0.4510403666156022,0.3425549227013832,0.4187938574188956,0.6851098454027664
RPS6KC1,----,0.271657959,0.9445086200391786,0.225588898592556,-1,0.451177797185112,0.342621783789281,0.41883645240032547,0.685243567578562
AEBP1,+-+-,0.097726404,0.22573151376658612,0.7337236955724078,1,0.45146302753317225,0.3426566314076485,0.4188955557815519,0.685313262815297
GBAS,++--,0.08959073,0.6096742191073947,0.22585154782404493,-1,0.45170309564808986,0.3427234821519374,0.4189381611065907,0.6854469643038748
RBM19,---+,0.191955431,0.8063084274334883,0.2258810711482217,-1,0.4517621422964434,0.3427234821519374,0.41903986981285596,0.6854469643038748
RSPRY1,+-++,0.026354494,0.29418349810960553,0.22594018007888528,-1,0.45188036015777056,0.3427234821519374,0.41914157851912126,0.6854469643038748
ARPC2,-+-+,0.071502434,0.6083006566785765,0.22596083412910953,-1,0.45192166825821906,0.3427234821519374,0.4192432872253865,0.6854469643038748
LILRA4,++-+,0.160774064,0.22599188818418325,0.7688649665168038,1,0.4519837763683665,0.34275834011391376,0.41930234923217735,0.6855166802278275
DOM3Z,-++-,0.112010581,0.5912292186403348,0.22607001101901536,-1,0.4521400220380307,0.3428251805145937,0.41934499593165175,0.6856503610291874
FJX1,++--,0.147520506,0.5982353003019882,0.2260711106185612,-1,0.4521422212371224,0.3428251805145937,0.419446704637917,0.6856503610291874
SLC37A3,----,0.362866854,0.9484754035941437,0.22608712070175915,-1,0.4521742414035183,0.3428251805145937,0.41954841334418225,0.6856503610291874
CUGBP2,+--+,0.094701873,0.22612765157589554,0.3878442204543269,1,0.4522553031517911,0.342860048820179,0.41960744432014646,0.685720097640358
MGST2,++--,0.142706461,0.8551277328008616,0.2261388297599156,-1,0.4522776595198312,0.3429268788772501,0.4196501220504475,0.6858537577545002
KLF11,++-+,0.15974279,0.2261956271343109,0.8979901559220105,1,0.4523912542686218,0.34296175752644426,0.4197091426828028,0.6859235150528885
LOH12CR1,-++-,0.041567603,0.3953675667568905,0.22623173004128114,-1,0.4524634600825623,0.34302857723990643,0.4197518307567128,0.6860571544798129
SRP68,++--,0.079964888,0.22639655722184288,0.31867583417630374,1,0.45279311444368575,0.3430634662327095,0.4198108410454592,0.686126932465419
ZNF607,---+,0.260963577,0.9254657687894958,0.22666257357881364,-1,0.4533251471576273,0.3431302756025628,0.41985353946297804,0.6862605512051256
NUPL2,+-+-,0.069427528,0.6071687123969963,0.22671709067112192,-1,0.45343418134224384,0.3431302756025628,0.4199552481692433,0.6862605512051256
NFKBIE,-+--,0.265387172,0.824731600694752,0.22675339169571102,-1,0.45350678339142203,0.3431302756025628,0.42005695687550854,0.6862605512051256
WBP4,----,0.249787266,0.931298460605058,0.22692055238735362,-1,0.45384110477470724,0.3431302756025628,0.4201586655817738,0.6862605512051256
STK11,+-+-,0.040889045,0.22692380107170515,0.2270626396626144,1,0.4538476021434103,0.34316517493897475,0.4202176344960846,0.6863303498779495
RPS2,+++-,0.321405431,0.22694914217934054,0.9320985807103993,1,0.45389828435868107,0.34326688364524005,0.4202176344960846,0.6865337672904801
NCAPH2,-+++,0.029563577,0.22695931762663227,0.2532045718173106,1,0.45391863525326454,0.3433685923515053,0.4202176344960846,0.6867371847030106
PNPO,++-+,0.024011704,0.3600628389340991,0.22696822268320946,-1,0.4539364453664189,0.34343537069053187,0.42026037428803903,0.6868707413810637
CTNS,+---,0.1803897,0.785460554412747,0.2274161278607663,-1,0.4548322557215326,0.34343537069053187,0.42036208299430433,0.6868707413810637
RAB3B,++--,0.096407959,0.7096437500247081,0.22749046878120663,-1,0.45498093756241326,0.34343537069053187,0.4204637917005696,0.6868707413810637
