gene_symbol,female_AMY_male_AMY,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AP1B1,--,0.05689794,0.7101825932777641,0.09191843547042101,-1,0.18383687094084203
PIGF,-+,0.022404682,0.9934316858094733,0.00890977474368093,-1,0.01781954948736186
CIB1,++,0.048597566,0.7700775566561806,0.07478381803601171,-1,0.14956763607202342
ARG2,-+,0.036135393,0.8769510905983455,0.046648585333069516,-1,0.09329717066613903
MAPK9,--,0.151201966,0.38111421258378947,0.24410875984871938,-1,0.48821751969743876
KIAA1279,-+,0.035774719,0.8811000516191276,0.04565815130250683,-1,0.09131630260501367
NMT2,--,0.167002996,0.3545238703826401,0.26512988739390475,-1,0.5302597747878095
C17orf61,++,0.099843446,0.509014096172437,0.16820063726183102,-1,0.33640127452366203
ADA,+-,0.024794663,0.01627901323363601,0.9794603872766197,1,0.03255802646727202
FUNDC1,-+,0.028211423,0.9517279435786181,0.026124579382893892,-1,0.052249158765787784
PROCA1,++,0.150669476,0.2433023897384773,0.38285314110493635,1,0.4866047794769546
NTNG1,-+,0.028920506,0.945607967855755,0.028020267446082048,-1,0.056040534892164096
CLP1,--,0.191723502,0.3197426336834621,0.2963514501184352,-1,0.5927029002368704
PCTK3,+-,0.030833146,0.03303782048513984,0.928499222562212,1,0.06607564097027968
IL11RA,++,0.054220037,0.08614043724107616,0.7317900463885345,1,0.17228087448215232
UQCRFS1,-+,0.033206461,0.906984684825914,0.03901650999978455,-1,0.0780330199995691
CCDC109B,--,0.076326873,0.6044414582369404,0.12817608872913186,-1,0.2563521774582637
DLD,--,0.048203184,0.7770315933056775,0.07348375462948627,-1,0.14696750925897253
MARK4,++,0.102905618,0.5021493977876588,0.17278110267287738,-1,0.34556220534575477
COPG,+-,0.037129869,0.04839892069474906,0.8721341666372413,1,0.09679784138949812
PRPF18,-+,0.022215637,0.9956976754017121,0.007218416278889265,-1,0.01443683255777853
CPAMD8,--,0.132801217,0.21795937002542984,0.422238880188559,1,0.4359187400508597
FAM63B,++,0.083693446,0.14088170769306588,0.5736441876947873,1,0.28176341538613175
OAS3,++,0.200025936,0.3062002057015922,0.3115733599773251,1,0.6124004114031844
LGALS3,++,0.123707397,0.4446327829003823,0.20458662510615538,-1,0.40917325021231077
SH3BGRL3,-+,0.027082303,0.9647191430572775,0.022128254114232207,-1,0.044256508228464414
PPP2R5B,++,0.05811133,0.09353273376082417,0.7094973871688227,1,0.18706546752164835
BUB3,--,0.101221816,0.5093465130457724,0.16991075381074403,-1,0.33982150762148805
TMEM101,++,0.104024438,0.5003900331829483,0.17437246043933968,-1,0.34874492087867937
SELI,-+,0.023396629,0.9906488705169244,0.01088138686584519,-1,0.02176277373169038
DCTN6,--,0.046186049,0.7965570743522826,0.06869723298681076,-1,0.1373944659736215
MED23,--,0.101135487,0.16968660278059555,0.5104552563936172,1,0.3393732055611911
RASSF4,++,0.101886142,0.1708580965097564,0.5082951966273221,1,0.3417161930195128
RPL10,++,0.175814981,0.34556704413224104,0.27600976576166,-1,0.55201953152332
DUSP23,--,0.073330899,0.6239791699676065,0.12225935791477319,-1,0.24451871582954637
GRASP,--,0.07252088,0.12078113219052158,0.6280873188820597,1,0.24156226438104317
RAB1A,--,0.147882303,0.39294324614006354,0.2389662930842514,-1,0.4779325861685028
LOC390205,++,0.049771723,0.769767196520581,0.07625318379688424,-1,0.15250636759376848
ZNF259,--,0.144523783,0.2342569726885716,0.40010558746110575,1,0.4685139453771432
IDI1,--,0.112049064,0.18670658521999337,0.47828206813588975,1,0.37341317043998673
MRPS10,--,0.07573867,0.6136393849154164,0.12645271313709971,-1,0.25290542627419943
NDUFA12,--,0.072406929,0.6302926986943959,0.12040031763482519,-1,0.24080063526965037
LRRC49,-+,0.035380523999999997,0.8931488744003073,0.04339573224836941,-1,0.08679146449673882
TSR2,++,0.046564888,0.06911231082568607,0.7968308559113231,1,0.13822462165137214
MAT2A,++,0.118869195,0.46069227023698084,0.19697515219296072,-1,0.39395030438592143
HSPBAP1,++,0.113018258,0.1880231030402651,0.47718974865136576,1,0.3760462060805302
SFRP1,++,0.166775281,0.36201309533366494,0.26405615886482825,-1,0.5281123177296565
MYD88,++,0.044308052,0.8161651155275674,0.06402149085126417,-1,0.12804298170252834
RAI14,+-,0.031185019,0.03243812643779517,0.9331648525572334,1,0.06487625287559035
TPT1,--,0.063971442,0.10431745998214514,0.6791813581842178,1,0.2086349199642903
NUDT14,--,0.161474813,0.3715401565275731,0.25699165699660215,-1,0.5139833139932043
ACVR1B,+-,0.021268727,0.001789752856702558,0.9996041629401462,1,0.003579505713405116
SCN3A,--,0.200999345,0.31512678144421274,0.30683709155023103,-1,0.6136741831004621
CNOT3,+-,0.022157772,0.005180357330399881,0.9977591953522326,1,0.010360714660799762
CALM1,-+,0.02586236,0.9783966919609719,0.017224486116198253,-1,0.034448972232396506
MACROD2,++,0.100054494,0.5202238525003853,0.1673015556491671,-1,0.3346031112983342
PHACTR2,--,0.168110112,0.2655401855324776,0.36222069279620034,1,0.5310803710649552
CPSF3L,+-,0.030702341,0.030753414840228102,0.9394566678204131,1,0.061506829680456204
AARS,--,0.143278652,0.23201501033463032,0.4073229295447704,1,0.46403002066926063
TDRD7,-+,0.032805524,0.9211343999438815,0.03615691633815911,-1,0.07231383267631822
TSPAN31,++,0.100423034,0.5199495256838559,0.1677942390819005,-1,0.335588478163801
KIAA1211,++,0.161734738,0.2570800088560051,0.3734370432096999,1,0.5141600177120103
LYAR,++,0.145104963,0.40425262838615206,0.23449280639003234,-1,0.4689856127800647
DIS3L2,++,0.045440356,0.06595994331020343,0.8113054309423686,1,0.13191988662040685
LIPT1,++,0.111103839,0.18463447669372335,0.48682116884079907,1,0.3692689533874467
SAFB2,++,0.086027622,0.14382015807871754,0.5741380977501594,1,0.28764031615743507
TAF4,++,0.136105337,0.22178882456490412,0.42340327156326807,1,0.44357764912980824
NOTCH3,++,0.148260674,0.23882949874417153,0.3983008595505052,1,0.47765899748834306
CLYBL,-+,0.026015637,0.9788052740970893,0.017161754116742322,-1,0.034323508233484644
FLAD1,++,0.04876133,0.07291743810083261,0.7871964000746003,1,0.14583487620166521
NUAK1,+-,0.024318633,0.011764788431477562,0.9896418120129712,1,0.023529576862955124
THUMPD1,++,0.120111236,0.19818443381072623,0.46362754219753394,1,0.39636886762145246
ISCU,-+,0.038665356,0.8714458360613093,0.05011181408186349,-1,0.10022362816372699
MINA,-+,0.024632584,0.988223406339359,0.012608495324340161,-1,0.025216990648680323
PMS2L2,+-,0.027361423,0.020723285179395277,0.9702896355432676,1,0.041446570358790555
AZI2,--,0.160372191,0.37869264424068794,0.2549475123900684,-1,0.5098950247801368
ZNF33B,++,0.12383736,0.45535852079576977,0.20360592532277627,-1,0.40721185064555254
METTL6,--,0.176992322,0.27661391093907783,0.35190286115879554,1,0.5532278218781557
SF3B5,--,0.043424532,0.831894591367023,0.06093059242564928,-1,0.12186118485129856
ACTG1,--,0.178407491,0.34991018747390945,0.2784036071996119,-1,0.5568072143992238
FSTL3,+-,0.032414139,0.034418736805109096,0.9284505583177882,1,0.06883747361021819
CDKN3,--,0.179277809,0.3488219964919223,0.27948704326533375,-1,0.5589740865306675
CMTM5,+-,0.039226685,0.05115787961213215,0.8683990664242325,1,0.1023157592242643
ATP5G2,++,0.089421255,0.14911568255706112,0.5649395570582402,1,0.29823136511412224
ODF2,++,0.04998736,0.07514450577316832,0.7810314345015223,1,0.15028901154633664
NPPA,--,0.113530805,0.48405904583351234,0.18792738074974263,-1,0.37585476149948527
PHYHIPL,--,0.088049251,0.1467392048347602,0.570880765466376,1,0.2934784096695204
ROM1,++,0.075003184,0.6292198291586535,0.12383841605829514,-1,0.24767683211659028
TXNL1,--,0.063107116,0.6938709528194034,0.10158616183126679,-1,0.20317232366253357
TUBA1B,--,0.070256835,0.6536562899970328,0.1151206778484335,-1,0.230241355696867
PPM1H,++,0.128384644,0.4460544025329737,0.21010274603454984,-1,0.4202054920690997
ARMC7,++,0.170911798,0.26859894265379786,0.3630088823067032,1,0.5371978853075957
DDX39,++,0.06720206,0.10928313978493892,0.6713586425053861,1,0.21856627956987784
LOC650794,+-,0.031146161,0.03059240346936859,0.9418848143281191,1,0.06118480693873718
STX12,-+,0.041070037,0.8550002875039093,0.0550952040361778,-1,0.1101904080723556
COL18A1,++,0.107808708,0.17880982155199138,0.5031276813839933,1,0.35761964310398275
FKBP1A,--,0.156428839,0.24936427655258772,0.38839049784487667,1,0.49872855310517544
MTHFD1L,--,0.203287921,0.3088559492917167,0.31870876281260646,1,0.6177118985834334
RBBP6,++,0.134129775,0.21827036202136174,0.43416768137617273,1,0.4365407240427235
RASA2,++,0.068226404,0.11103598906371437,0.6672653102589791,1,0.22207197812742874
OBFC2A,-+,0.028562547,0.9644798402181363,0.023173831847289585,-1,0.04634766369457917
DNAJB5,+-,0.023432678,0.007296789199460348,0.9959485461155447,1,0.014593578398920696
ZNF785,+-,0.029561891,0.02592309445102036,0.9567079036869631,1,0.05184618890204072
CYCS,--,0.083915824,0.592242668253886,0.13919103549398984,-1,0.2783820709879797
GPR22,--,0.185656273,0.2870798120992735,0.3435362736494223,1,0.574159624198547
ADRBK1,+-,0.02336339,0.0068115168600152605,0.996454437919713,1,0.013623033720030521
PEA15,-+,0.02507191,0.988820221793709,0.012485252220851215,-1,0.02497050444170243
ANKRD35,-+,0.022488202,0.9989414834728754,0.0034617882960770725,-1,0.006923576592154145
MPHOSPH9,-+,0.023769476,0.9950782702655303,0.008117784126903527,-1,0.016235568253807054
BIRC2,--,0.158154494,0.38786260281192414,0.251398345768968,-1,0.502796691537936
FDPS,-+,0.026497753,0.9803825443904179,0.0168311870109581,-1,0.0336623740219162
FGF11,++,0.150213015,0.4027927540439849,0.240605224217859,-1,0.481210448435718
AHSA1,--,0.062930337,0.7011590515955229,0.1005321238776919,-1,0.2010642477553838
TRIO,-+,0.025500094,0.9869465831702513,0.013585960565735822,-1,0.027171921131471644
POMP,--,0.190132772,0.338560488384867,0.29250674466613275,-1,0.5850134893322655
CA8,-+,0.027748034,0.9724370094929236,0.02028871448299829,-1,0.04057742896599658
ZNF318,++,0.145958801,0.23458618111457266,0.4125125047009216,1,0.4691723622291453
ZNF468,++,0.172074906,0.2695771789889667,0.3658598070284769,1,0.5391543579779334
INA,--,0.065464045,0.687998161895276,0.10521323195843789,-1,0.21042646391687578
NIN,++,0.19580309,0.331900721094374,0.29937080856430043,-1,0.5987416171286009
SLC25A25,+-,0.028455524,0.022127946033064495,0.9678726847404885,1,0.04425589206612899
C16orf13,--,0.133782959,0.21729519867913366,0.4393078001673549,1,0.4345903973582673
STARD3,++,0.079539513,0.13109392212168397,0.6155716517446495,1,0.26218784424336794
STOX2,++,0.164791854,0.2600172423470434,0.3781952262562702,1,0.5200344846940868
PNPO,-+,0.024011704,0.994907852046244,0.008317882542767194,-1,0.01663576508553439
UBE2G1,--,0.102948502,0.17044486743114481,0.5246878728848599,1,0.34088973486228963
PMS2L1,+-,0.024583895,0.010225487517474267,0.9924645942741438,1,0.020450975034948533
ABI2,--,0.153865075,0.2453194801472536,0.39828995769513803,1,0.4906389602945072
CPLX2,+-,0.023403558,0.005979217249400248,0.9972617834254279,1,0.011958434498800496
PKP4,++,0.070676685,0.11485969327648106,0.6607522482548317,1,0.22971938655296212
EDF1,++,0.080306929,0.1322757191626835,0.613657485483741,1,0.264551438325367
C22orf30,-+,0.026728277,0.9810552505407453,0.016687713822216604,-1,0.03337542764443321
RHBDD1,++,0.155362079,0.24724380680491648,0.39644727847297145,1,0.49448761360983295
RAB3IP,+-,0.023652622,0.006684183757547959,0.996645745546477,1,0.013368367515095918
RPS24,++,0.127158333,0.45695170908532284,0.20744078434715943,-1,0.41488156869431886
MRPS22,--,0.071792603,0.6563348907348645,0.11676360229609095,-1,0.2335272045921819
GRPEL2,-+,0.034029213,0.9245976577515146,0.03657524618921958,-1,0.07315049237843917
DLK2,--,0.175184831,0.3637153434396269,0.27327589736948277,-1,0.5465517947389655
C2orf40,--,0.166402996,0.37797468231768555,0.26185680197036404,-1,0.5237136039407281
DBNL,--,0.118994382,0.47929445003065374,0.19512745920076907,-1,0.39025491840153814
TAF10,--,0.070868071,0.11491719048482024,0.6623698459213191,1,0.22983438096964048
SOX15,-+,0.022863109,0.9990711631839042,0.0032353606926364556,-1,0.006470721385272911
ROBO1,++,0.056387921,0.7496737322501704,0.08671318836571368,-1,0.17342637673142736
CNTFR,--,0.2018853,0.32756612428402776,0.30634412635488745,-1,0.6126882527097749
CSGALNACT2,--,0.129999813,0.21132751849800868,0.4525517246753684,1,0.42265503699601736
COL9A2,+-,0.03611882,0.041497566607025124,0.9084791152392595,1,0.08299513321405025
UNC13A,--,0.201504775,0.3283595805686037,0.30584883879898833,-1,0.6116976775979767
NT5DC3,-+,0.029548034,0.9631389737774745,0.024200773397040305,-1,0.04840154679408061
ADAMTS8,++,0.098460768,0.16261669620374256,0.5452020601864096,1,0.3252333924074851
RPS12,++,0.111233333,0.18295253747950746,0.5038750801993456,1,0.3659050749590149
DHPS,--,0.097173315,0.5500847350744019,0.16047497285040627,-1,0.32094994570081253
PRUNE2,++,0.104934738,0.17301969349732788,0.5236616410944822,1,0.34603938699465575
ULK3,++,0.072259082,0.6577571554187909,0.11718845305804494,-1,0.23437690611608988
POLR2D,--,0.144491479,0.2319032445097504,0.4212504127487875,1,0.4638064890195008
ARL1,--,0.099730243,0.5413913229185954,0.16461581933481517,-1,0.32923163866963034
GUSB,++,0.191551966,0.34228886839179073,0.2936066275505124,-1,0.5872132551010248
PTPN13,++,0.19927912,0.30305313495604264,0.3320943598180174,1,0.6061062699120853
SASH1,++,0.122491292,0.20004682887559613,0.47306881061909484,1,0.40009365775119227
MYT1L,--,0.193376124,0.34011982264709384,0.29581814390070515,-1,0.5916362878014103
RPL13,-+,0.035782678,0.9130428263321728,0.04035002582049224,-1,0.08070005164098448
CMTM6,++,0.193658333,0.29615401972565103,0.3398335668533423,1,0.5923080394513021
UBN1,--,0.078147097,0.6298412260871257,0.12774711667608601,-1,0.25549423335217203
SNTB2,+-,0.025956648,0.013097149171796297,0.9883153663285587,1,0.026194298343592593
SPRED2,--,0.16843867,0.37820556990149423,0.26411317702887266,-1,0.5282263540577453
TIGD5,++,0.124399157,0.20275689080134648,0.4693471812458435,1,0.40551378160269297
ARID5A,+-,0.03514279,0.03855078705265967,0.9194906826484284,1,0.07710157410531934
IMPDH1,-+,0.022950187,0.999441612641805,0.0023446924066356824,-1,0.004689384813271365
TUBB4,--,0.087700375,0.14428252923783985,0.5893255220124434,1,0.2885650584756797
ATG4A,--,0.069516854,0.6754215108220665,0.11172786565993445,-1,0.2234557313198689
ZNF322A,++,0.115019195,0.18846126375176642,0.495892705218755,1,0.37692252750353283
ATIC,++,0.147070225,0.23520997005334066,0.41849091559578583,1,0.4704199401066813
CIITA,--,0.081000655,0.6189034983774819,0.1325635727019929,-1,0.2651271454039858
RIMS4,+-,0.027267322,0.01674782821898516,0.9815757342196763,1,0.03349565643797032
INPPL1,++,0.099519850000000007,0.1639110647053659,0.54540314089813,1,0.3278221294107318
ZNF83,++,0.164737079,0.38577169710124015,0.25909630812578155,-1,0.5181926162515631
ZNF644,+-,0.037257959,0.043554422293743754,0.9029684463849195,1,0.08710884458748751
CNNM2,+-,0.02300515,0.0021728328796080244,0.9995007384761384,1,0.004345665759216049
DDT,-+,0.035387828,0.9193206259852066,0.03880101426253473,-1,0.07760202852506946
PPP1R1A,++,0.079292884,0.6279520754602653,0.12939878179012496,-1,0.2587975635802499
PHF19,++,0.189146161,0.2902911897989522,0.3485028769219357,1,0.5805823795979044
HUS1,--,0.062925936,0.09884377104862332,0.7154558668843518,1,0.19768754209724665
TATDN1,--,0.060358052,0.7312776575599894,0.09378696160077801,-1,0.18757392320155603
ACOT8,--,0.125391386,0.20381509097282702,0.4705361644297779,1,0.40763018194565404
DPY19L2,++,0.211951966,0.32050670504687584,0.31772225634919754,-1,0.6354445126983951
CBY1,--,0.078327903,0.634782954821548,0.12741294717242735,-1,0.2548258943448547
C17orf80,--,0.173801779,0.3732732852043442,0.27064685831711854,-1,0.5412937166342371
RPS3,++,0.090773783,0.14900953173450174,0.5814166630915637,1,0.2980190634690035
GLIPR1,-+,0.023113764,0.9996391110675023,0.0017112088646639137,-1,0.0034224177293278274
DNASE1L1,--,0.185691105,0.2857467431035798,0.35541683944167013,1,0.5714934862071596
DLX5,-+,0.033907584,0.9342153540939819,0.03449247185334554,-1,0.06898494370669107
ZNF430,+-,0.026792697,0.014504393162158681,0.9861795112228086,1,0.029008786324317363
RAMP3,++,0.074279213,0.11996475673935475,0.6555825262615617,1,0.2399295134787095
ESPNL,-+,0.033896816,0.9347253044167863,0.034373527901936485,-1,0.06874705580387297
FGF12,-+,0.03920103,0.8905647072487167,0.04758622091404588,-1,0.09517244182809176
CSMD3,++,0.159213296,0.3997279439726703,0.2512607315324737,-1,0.5025214630649474
NOC4L,-+,0.039139607,0.892193217187396,0.04724661929831206,-1,0.09449323859662412
LXN,--,0.095163858,0.5666738942372043,0.1561284092333905,-1,0.312256818466781
HSD17B7,++,0.064318539,0.10100478918883687,0.7116994210031925,1,0.20200957837767375
HYOU1,+-,0.039696536,0.04849854178999107,0.8880609384860019,1,0.09699708357998214
C9orf3,+-,0.032001873,0.02904327274189827,0.9513271738879739,1,0.05808654548379654
FAM122A,++,0.095862079,0.5646756182902004,0.1572194758312933,-1,0.3144389516625866
LOC93622,-+,0.043366479,0.8585725535073307,0.05700598228678297,-1,0.11401196457356594
LRCH2,--,0.123846067,0.20108853853288905,0.47832581105516936,1,0.4021770770657781
RTN4RL2,--,0.130543727,0.21097289073249773,0.46150654542151676,1,0.42194578146499545
RRM1,++,0.207520318,0.3121139102644035,0.32884814082439945,1,0.624227820528807
TSFM,-+,0.031420693,0.9568988705345198,0.02718545499893399,-1,0.05437090999786798
SERPING1,++,0.108899157,0.17810779061162785,0.5217263729408997,1,0.3562155812232557
TOPBP1,--,0.085473034,0.6078928731664581,0.1394035363638582,-1,0.2788070727277164
KIAA0146,--,0.154993727,0.24529661265813316,0.409891321034392,1,0.4905932253162663
CSNK1G3,-+,0.038968165,0.8964440588286808,0.04633853900111558,-1,0.09267707800223116
ANKRD37,+-,0.025055993,0.007597978008951163,0.9960251489222846,1,0.015195956017902326
CSNK1G1,--,0.155349719,0.24567058783282794,0.41016627419995483,1,0.4913411756656559
ANGEL1,++,0.065625281,0.103025580205669,0.7082285944884388,1,0.206051160411338
FN3KRP,--,0.092890356,0.5797157042171092,0.15183250799585735,-1,0.3036650159917147
SRA1,--,0.099785019,0.1632081524781138,0.5545895167074215,1,0.3264163049562276
CXXC5,+-,0.024003652,0.003507294515125067,0.9989859415934502,1,0.007014589030250134
ADAL,+-,0.027347659,0.014831656669844137,0.9859956250341337,1,0.029663313339688274
ILVBL,++,0.124736704,0.20205360721777493,0.479213041997356,1,0.40410721443554987
B3GNTL1,++,0.135642697,0.45264097761636524,0.21799973335090136,-1,0.43599946670180273
MGST2,--,0.106960581,0.17469313161635075,0.5309765748790488,1,0.3493862632327015
PNPLA2,--,0.112752809,0.513342848553849,0.1837486103316739,-1,0.3674972206633478
RBM3,+-,0.025191105,0.007582262422612909,0.9960726712268022,1,0.015164524845225819
LMO3,--,0.060951966,0.7383700567701806,0.09362729802712469,-1,0.18725459605424938
CNOT6L,--,0.140580056,0.4422807990477939,0.2249623379308729,-1,0.4499246758617458
GNB2,++,0.092913483,0.15167854762544408,0.581315514601489,1,0.30335709525088816
PROSC,-+,0.038379307,0.9042368145072149,0.04437480080343494,-1,0.08874960160686989
LHX6,-+,0.024536236,0.9980729386341334,0.0051303399977839035,-1,0.010260679995567807
NAP1L5,--,0.107843258,0.5292442438906478,0.175967867696316,-1,0.351935735392632
CAMK2N1,+-,0.025388109,0.008122276262767228,0.9955453849431581,1,0.016244552525534455
RNF2,-+,0.027495787,0.9859232088483557,0.014930443394307654,-1,0.029860886788615308
RGMB,++,0.074813296,0.6614813337937688,0.1199380452287361,-1,0.2398760904574722
SLC25A20,++,0.086213483,0.1402088256796618,0.6088933633044036,1,0.2804176513593236
BAALC,-+,0.025937172,0.9935551126720076,0.009891233366090737,-1,0.019782466732181474
WARS2,++,0.088544007,0.14418371561206006,0.5994765896628509,1,0.2883674312241201
BRPF1,++,0.114073783,0.18565226536196158,0.5106814176263837,1,0.37130453072392317
MTCH2,-+,0.035172753,0.9317260402476791,0.03607432654873548,-1,0.072148653097470955
LUC7L,++,0.102864139,0.547025787161403,0.16785278118206867,-1,0.33570556236413734
CNOT7,-+,0.024602528,0.9982000697182708,0.004951124664136347,-1,0.009902249328272694
DPP7,+-,0.025851311,0.009321979337734505,0.9942672220146102,1,0.01864395867546901
FAM119A,+-,0.023739794,0.0014577797233210653,0.9997039425822318,1,0.0029155594466421307
ZC3H12B,+-,0.024714513,0.005305732824490363,0.9979682326905052,1,0.010611465648980726
AAAS,+-,0.028138296,0.016484068003702047,0.9831839376196119,1,0.03296813600740409
C2orf64,--,0.05538221,0.08196694954056542,0.7774818659199174,1,0.16393389908113085
TMEM138,++,0.185582022,0.2847095109675129,0.363220837456996,1,0.5694190219350258
HLCS,++,0.06038221,0.7448583511723214,0.09212240672290366,-1,0.18424481344580732
DIRC2,-+,0.026085861,0.9935299126314723,0.009953349322444113,-1,0.019906698644888227
OTUD5,--,0.07417088,0.11845902330267982,0.6672565337396118,1,0.23691804660535964
VAC14,-+,0.040769101,0.8877336173432752,0.04960539875081348,-1,0.09921079750162697
MUC6,--,0.095654775,0.15581068206833854,0.574795603458289,1,0.31162136413667707
CHSY3,--,0.111332491,0.1810515886734514,0.5218879869912016,1,0.3621031773469028
ACVR2A,--,0.07946236,0.12785379827507634,0.6431278272609426,1,0.2557075965501527
LST1,-+,0.025867041,0.9949538090009644,0.008761273259767154,-1,0.017522546519534308
RPL37,++,0.194480712,0.35252010411398926,0.2955322831147579,-1,0.5910645662295158
SLC35A2,+-,0.033464794,0.030825387790849756,0.9485300606406293,1,0.06165077558169951
TALDO1,-+,0.038763109,0.9065004534678169,0.04430685714999889,-1,0.08861371429999779
C12orf65,-+,0.034519195,0.9404223177181588,0.03359249531196404,-1,0.06718499062392808
ARHGAP30,--,0.210323221,0.3323927662046972,0.31460259355078735,-1,0.6292051871015747
STRN4,--,0.052599906,0.8006713491916315,0.07560696701993429,-1,0.15121393403986857
FREM3,--,0.131689794,0.21152543916703345,0.4685230298887534,1,0.4230508783340669
RAC1,++,0.211789232,0.31630116400524616,0.3309048362219012,1,0.6326023280104923
MSRA,--,0.09933736,0.16158335653397501,0.5639745783171671,1,0.32316671306795003
WHSC1,++,0.189917603,0.2897468439870801,0.3601193197460181,1,0.5794936879741602
PAM,-+,0.031508333,0.9638701033472187,0.02527197908799193,-1,0.05054395817598386
ME1,-+,0.029041386,0.9802614149511121,0.01816511116883915,-1,0.0363302223376783
ECD,--,0.131514888,0.46981909467790783,0.21116956705372664,-1,0.4223391341074533
SEPHS2,--,0.048482959,0.8318573814119812,0.06653641379926276,-1,0.1330728275985255
C9orf130,++,0.080667978,0.12959360827598898,0.640997263641651,1,0.25918721655197796
PRKCA,++,0.149364232,0.23650061593389207,0.4302733288307202,1,0.47300123186778414
TUBA3D,--,0.082757865,0.6317166918431356,0.13326914979996102,-1,0.26653829959992204
DPP8,+-,0.028559551,0.01657512097917788,0.9834177454763138,1,0.03315024195835576
TIAF1,+-,0.02776236,0.014120623253023504,0.9877409290135097,1,0.028241246506047007
HSPBP1,--,0.076738951,0.660287392112114,0.12245435776872048,-1,0.24490871553744095
ABHD14B,+-,0.026826217,0.011001894178058419,0.9923773095781451,1,0.022003788356116837
CLPTM1L,+-,0.041673408,0.050806912783911605,0.8859057393584104,1,0.10161382556782321
OTUD6B,--,0.053380805,0.7981581580727815,0.0768453317413538,-1,0.1536906634827076
DOCK9,--,0.074054682,0.11743828312315295,0.6745521099050016,1,0.2348765662463059
PRPF4B,--,0.080994569,0.12998380934799447,0.6410976008004217,1,0.25996761869598894
EIF1AX,+-,0.02514794,0.005048464861383206,0.9981836594629602,1,0.010096929722766412
CCNL2,-+,0.035114794,0.9386858639116318,0.034466595628006365,-1,0.06893319125601273
RTTN,--,0.056351592,0.082870666605165,0.7791443596961463,1,0.16574133321033
GDAP1,-+,0.031602434,0.9653179023592254,0.024891229512433916,-1,0.04978245902486783
UCN,++,0.179973502,0.3777260961973189,0.2768959545801334,-1,0.5537919091602668
SEMA6D,++,0.05529176,0.08055612568772133,0.7871401233673965,1,0.16111225137544266
THUMPD3,--,0.136578652,0.46090842679582583,0.2181409776124078,-1,0.4362819552248156
SRP72,--,0.097145318,0.5770730068060139,0.15737562659772536,-1,0.3147512531954507
ZZEF1,+-,0.044136049,0.05607281260039655,0.86937631271002,1,0.1121456252007931
CPNE7,--,0.18339691,0.281133186466417,0.37337378232153573,1,0.562266372932834
S100A16,+-,0.046447378,0.06127356033344717,0.8519941497004095,1,0.12254712066689434
GRB2,--,0.072944101,0.6840680131123539,0.11491786347710596,-1,0.22983572695421192
CCDC58,-+,0.031135487,0.9701486310760757,0.02304916925983412,-1,0.04609833851966824
AGPAT5,-+,0.032566667,0.9606954955406108,0.026906265475644155,-1,0.05381253095128831
BDNF,--,0.116443352,0.5160266692000937,0.18788961040232066,-1,0.3757792208046413
INTS10,++,0.157607772,0.4190291826850873,0.24719289751493953,-1,0.49438579502987906
IL18,++,0.063184457,0.09598496004951895,0.7407934670634534,1,0.1919699200990379
PSMD2,--,0.067577809,0.7154449624781148,0.10449651911508114,-1,0.20899303823016227
SNN,--,0.085558333,0.62670496508518,0.13730693818845133,-1,0.27461387637690265
ARF5,++,0.057416479,0.08435058294027083,0.7773228711523974,1,0.16870116588054165
TNNT1,-+,0.034653839,0.9464276657170952,0.03224084853697874,-1,0.06448169707395748
TMEM209,++,0.097665918,0.15780849301423808,0.578798951646818,1,0.31561698602847615
OLFM2,+-,0.04732294,0.06268130495143538,0.8489152178989687,1,0.12536260990287076
NR2C1,++,0.101864981,0.16458810376369176,0.5646557070932776,1,0.3291762075273835
SMCR7L,--,0.197864981,0.2987171498756113,0.35583081109674153,1,0.5974342997512226
BRE,-+,0.034550936,0.9483924116084415,0.031664733496814805,-1,0.06332946699362961
NUCB1,--,0.087778839,0.6197948777473793,0.14085297676185507,-1,0.28170595352371014
KCNK10,+-,0.034920225,0.03252517430104992,0.9460914260151392,1,0.06505034860209984
PDLIM5,-+,0.035971816,0.9383540390002854,0.03522112812378192,-1,0.07044225624756384
NPC2,++,0.178323596,0.38570978049334587,0.2741390589350564,-1,0.5482781178701128
ATP5J,--,0.052900843,0.8108447873244048,0.07449756361171193,-1,0.14899512722342387
BLM,++,0.069049532,0.10675077183500518,0.7116276061788527,1,0.21350154367001037
DDX50,--,0.122408146,0.5038578643776744,0.19642798186083005,-1,0.3928559637216601
VBP1,-+,0.035620412,0.9421689576955816,0.03403060321185499,-1,0.06806120642370998
DAG1,++,0.109541948,0.1765048056394895,0.5423613528405306,1,0.353009611278979
RFPL3,--,0.195140356,0.36242742887861273,0.29502962374639713,-1,0.5900592474927943
TXNDC12,++,0.169929682,0.26298543598070107,0.4018871314296935,1,0.5259708719614021
MAGED2,-+,0.037415543,0.9296600116925343,0.03838198892264749,-1,0.07676397784529498
ZNF277,--,0.078484738,0.6648368409281159,0.12403247688577124,-1,0.24806495377154247
NME3,++,0.165419944,0.2570301436748055,0.40987696407232493,1,0.514060287349611
CD8A,--,0.099024157,0.57911454406776,0.15942325992401934,-1,0.3188465198480387
MAD2L2,+-,0.031776311,0.023317821758286644,0.9704726663549129,1,0.04663564351657329
