gene_symbol,male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
ZNF626,+--+,0.259071161,0.3529256878631039,0.5308004906026966,1,0.7058513757262078,0.3755467399043841,0.4733523189585028,0.7510934798087682
BRAP,---+,0.09060927,0.35320954420945416,0.5899380871982645,1,0.7064190884189083,0.3756484589563625,0.4733523189585028,0.751296917912725
SH3BGRL2,--+-,0.405779026,0.8891191089050068,0.3533277149201691,-1,0.7066554298403382,0.3757119609438568,0.4734004679076391,0.7514239218877136
SAR1B,++--,0.152126779,0.3533555387435822,0.4827763089609505,1,0.7067110774871644,0.375750178008341,0.47345402766476813,0.751500356016682
NDUFS2,++-+,0.205673876,0.35357150889603667,0.8346383176940604,1,0.7071430177920733,0.3758518970603194,0.47345402766476813,0.7517037941206388
TDG,+-++,0.147374064,0.35357954560475524,0.7196471390586809,1,0.7071590912095105,0.37595361611229783,0.47345402766476813,0.7519072322245957
CACHD1,+-+-,0.175070131,0.353604509653944,0.47166935268128873,1,0.707209019307888,0.37605533516427625,0.47345402766476813,0.7521106703285525
WDR37,+-+-,0.161743352,0.3537579292448331,0.3942541776312996,1,0.7075158584896662,0.3761570542162547,0.47345402766476813,0.7523141084325095
ARPC3,+-++,0.366703933,0.35395841561334546,0.7534534151473563,1,0.7079168312266909,0.37625877326823315,0.47345402766476813,0.7525175465364663
TGM2,-++-,0.214911049,0.354077757175249,0.6108118303485011,1,0.708155514350498,0.37636049232021157,0.47345402766476813,0.7527209846404231
FANCE,++++,0.262961517,0.3541595042253508,0.8689847340570274,1,0.7083190084507016,0.37646221137219,0.47345402766476813,0.75292442274438
PPP5C,++--,0.308283427,0.6562131328786043,0.3545136539794238,-1,0.7090273079588476,0.37652563059397887,0.47350218695961754,0.7530512611879577
TRIM41,+---,0.426296255,0.7733813524881885,0.35457151553042904,-1,0.7091430310608581,0.37652563059397887,0.47360390601159597,0.7530512611879577
C10orf137,+---,0.318177434,0.8288570014396157,0.3546464927378212,-1,0.7092929854756423,0.37652563059397887,0.4737056250635744,0.7530512611879577
RECK,+--+,0.151139513,0.3547918308423007,0.41696365639006044,1,0.7095836616846014,0.37656393042416847,0.47375915378356387,0.7531278608483369
NLE1,+--+,0.295580243,0.7593100859484804,0.35519700738924753,-1,0.7103940147784951,0.3766273393002441,0.47380734411555286,0.7532546786004882
PFKM,+++-,0.262377715,0.35520480904599755,0.6590012298075545,1,0.7104096180919951,0.3766656494761469,0.4738608624898291,0.7533312989522938
DDN,-++-,0.177857397,0.7011899583036396,0.35529378071070256,-1,0.7105875614214051,0.37672904800650936,0.4739090631675313,0.7534580960130187
LPPR2,--+-,0.252426124,0.7636923295558148,0.3553936650744845,-1,0.710787330148969,0.37672904800650936,0.4740107822195097,0.7534580960130187
SMARCD2,--+-,0.26194588,0.7977826490481446,0.35586270720273716,-1,0.7117254144054743,0.37672904800650936,0.47411250127148813,0.7534580960130187
OSGEPL1,+--+,0.142746161,0.4049475329524175,0.35589843063122867,-1,0.7117968612624573,0.37672904800650936,0.4742142203234666,0.7534580960130187
HSPA1A,-+-+,0.172092228,0.7242207817155462,0.35643056316359034,-1,0.7128611263271807,0.37672904800650936,0.47431593937544503,0.7534580960130187
MAP3K1,--+-,0.099368165,0.3564561553885621,0.5643690302241057,1,0.7129123107771242,0.3767673685281253,0.4743694060211554,0.7535347370562506
GBF1,++++,0.422230056,0.35654240083709676,0.8931952850025152,1,0.7130848016741935,0.37686908758010373,0.4743694060211554,0.7537381751602075
CYBRD1,-++-,0.152396348,0.35655739531350383,0.4806642261138188,1,0.7131147906270077,0.3769708066320822,0.4743694060211554,0.7539416132641644
CCPG1,-+++,0.365121536,0.35658005686349264,0.74784946846108,1,0.7131601137269853,0.37707252568406063,0.4743694060211554,0.7541450513681213
ORMDL2,++-+,0.173863764,0.3568255867995917,0.7615873089483374,1,0.7136511735991834,0.37717424473603905,0.4743694060211554,0.7543484894720781
LYAR,--+-,0.145104963,0.5077282937581326,0.35722967284894347,-1,0.7144593456978869,0.37723759153783565,0.47441765842742345,0.7544751830756713
TBC1D16,-+++,0.152103184,0.35729899135471743,0.6216027524717045,1,0.7145979827094349,0.3772759637880175,0.47447111472742065,0.754551927576035
PEX19,+--+,0.132018539,0.3576518543939435,0.6070145792683133,1,0.715303708787887,0.37737768283999595,0.47447111472742065,0.7547553656799919
LPIN1,-++-,0.157621536,0.3576631418992102,0.5053651920454213,1,0.7153262837984204,0.3774794018919744,0.47447111472742065,0.7549588037839488
NT5M,+---,0.326079588,0.7178449608662838,0.3576793494369358,-1,0.7153586988738716,0.3775427176566314,0.47451937747940187,0.7550854353132628
CLN3,-++-,0.097869382,0.37903757738357735,0.35771844963376653,-1,0.7154368992675331,0.3775427176566314,0.47462109653138035,0.7550854353132628
RASA3,++-+,0.296249251,0.35777447262797796,0.691994037450078,1,0.7155489452559559,0.3775811209439528,0.4746745321399512,0.7551622418879056
B4GALT3,+-+-,0.164494288,0.6597332225836391,0.35782361043950134,-1,0.7156472208790027,0.3776444263628967,0.47472281558335877,0.7552888527257934
LAMC1,+-+-,0.092432397,0.4691892610603924,0.3578620653087952,-1,0.7157241306175904,0.3776444263628967,0.4748245346353372,0.7552888527257934
C1orf144,-+--,0.270485112,0.6670665210630975,0.35788819703556674,-1,0.7157763940711335,0.3776444263628967,0.4749262536873156,0.7552888527257934
DMWD,+++-,0.247622566,0.35821672354739065,0.6270643217169349,1,0.7164334470947813,0.3776828399959312,0.47497965825874694,0.7553656799918624
AMBRA1,--++,0.159649064,0.6737621358308115,0.3582889330459969,-1,0.7165778660919938,0.37774613506916194,0.4750279727392941,0.7554922701383239
CCNT2,+-++,0.379628464,0.3583744303761011,0.8404806853183614,1,0.7167488607522022,0.3777845590479097,0.4750813669650122,0.7555691180958194
C6orf57,-+-+,0.158349438,0.5775166933592908,0.35838651303291463,-1,0.7167730260658293,0.3778478437754272,0.4751296917912725,0.7556956875508544
NOSTRIN,-+--,0.065437079,0.3646606114980783,0.35839481670555523,-1,0.7167896334111105,0.3778478437754272,0.47523141084325093,0.7556956875508544
ZUFSP,----,0.541925468,0.9133383141499049,0.35843548083077115,-1,0.7168709616615423,0.3778478437754272,0.47533312989522936,0.7556956875508544
RAB2B,+---,0.088742041,0.4148873794423005,0.35844706362609857,-1,0.7168941272521971,0.3778478437754272,0.47543484894720783,0.7556956875508544
C7orf25,+-++,0.156607865,0.35875076351097784,0.5449594180689671,1,0.7175015270219557,0.3778862780998881,0.47548820179007323,0.7557725561997762
PNOC,--++,0.123863202,0.3587794735168823,0.45529410823147615,1,0.7175589470337645,0.37798799715186654,0.47548820179007323,0.7559759943037331
RBM45,+---,0.069989607,0.35886293169642147,0.3898787389790461,1,0.7177258633928429,0.37808971620384496,0.47548820179007323,0.7561794324076899
RUNDC3A,+---,0.404101217,0.7643450422997107,0.3589314454276258,-1,0.7178628908552516,0.3781529698942229,0.47553656799918625,0.7563059397884458
SLC4A7,-++-,0.193000281,0.4755903550371849,0.3589899697696192,-1,0.7179799395392384,0.3781529698942229,0.4756382870511647,0.7563059397884458
LRP6,++--,0.185016573,0.7716895451652785,0.3593213904751792,-1,0.7186427809503584,0.3781529698942229,0.4757400061031431,0.7563059397884458
ANK2,--+-,0.393048315,0.8286928261341273,0.3593236510008428,-1,0.7186473020016856,0.3781529698942229,0.4758417251551216,0.7563059397884458
RGS16,+--+,0.219411704,0.6717008069076875,0.35941119330372273,-1,0.7188223866074455,0.3781529698942229,0.4759434442071,0.7563059397884458
GDAP1L1,--++,0.166715918,0.7639113785608906,0.3594786683546782,-1,0.7189573367093564,0.3781529698942229,0.4760451632590784,0.7563059397884458
GSK3A,+--+,0.141258521,0.3595742927512967,0.6842774942625609,1,0.7191485855025934,0.37819143525582344,0.47609845402766476,0.7563828705116469
XPO1,--+-,0.330844663,0.8137017947061959,0.3596149328863542,-1,0.7192298657727084,0.3782546786004882,0.47614688231105684,0.7565093572009765
RGS19,+-+-,0.330819476,0.7791302659330259,0.35975021458671697,-1,0.7195004291734339,0.3782546786004882,0.4762486013630353,0.7565093572009765
PDK4,-+--,0.070489981,0.39821582306672565,0.3597658197899162,-1,0.7195316395798323,0.3782546786004882,0.47635032041501374,0.7565093572009765
MEMO1,+---,0.344159738,0.749620304201493,0.35985531251560704,-1,0.7197106250312141,0.3782546786004882,0.47645203946699216,0.7565093572009765
PLEKHA8,+--+,0.29496133,0.359874195020668,0.7108932920889621,1,0.719748390041336,0.37829315430780186,0.4765052888527258,0.7565863086156037
ACCN2,--+-,0.292134925,0.7060996897198253,0.36005684641633096,-1,0.7201136928326619,0.37835638730675347,0.4765537585189706,0.7567127746135069
C2orf42,-+++,0.413828464,0.360087657015373,0.8605641809668915,1,0.720175314030746,0.3783948733597803,0.47660699755899105,0.7567897467195606
SLC37A4,+-+-,0.110919944,0.360181663924346,0.41731408939692444,1,0.720363327848692,0.3784965924117587,0.47660699755899105,0.7569931848235174
AMPH,+--+,0.107116948,0.3602226048868046,0.46061331014784407,1,0.7204452097736092,0.3785983114637372,0.47660699755899105,0.7571966229274744
RCSD1,++--,0.163847659,0.36022527395338333,0.7380746524244,1,0.7204505479067667,0.3787000305157156,0.47660699755899105,0.7574000610314312
ENOX1,+---,0.262668914,0.8230548210070986,0.3602684380022192,-1,0.7205368760044384,0.37876322213181446,0.47665547757094906,0.7575264442636289
KCNJ4,-+-+,0.129655243,0.707335137140837,0.3605224847140058,-1,0.7210449694280116,0.37876322213181446,0.4767571966229275,0.7575264442636289
BTBD9,--++,0.093341011,0.36058280902442796,0.4359381934520578,1,0.7211656180488559,0.378801749567694,0.47681041497152155,0.757603499135388
PRSS22,-+-+,0.228102622,0.579569200726517,0.36072296041114077,-1,0.7214459208222815,0.37886493083807976,0.4768589156749059,0.7577298616761595
WDR34,+-+-,0.17133118,0.4155312868583283,0.36075221375768457,-1,0.7215044275153691,0.37886493083807976,0.4769606347268843,0.7577298616761595
LILRA4,--+-,0.396085955,0.8409419927653156,0.3607574502795864,-1,0.7215149005591728,0.37886493083807976,0.4770623537788628,0.7577298616761595
HSPA12B,++-+,0.267928277,0.36108829982001894,0.6675791690403521,1,0.7221765996400379,0.37890346861967245,0.47711554109031734,0.7578069372393449
CCT3,+-++,0.100214045,0.6204918455332046,0.3612562331358634,-1,0.7225124662717268,0.378966639544345,0.4771640728308412,0.75793327908869
SCRN2,+-+-,0.180450936,0.4883922184383625,0.36126735725500286,-1,0.7225347145100057,0.378966639544345,0.47726579188281965,0.75793327908869
CSPG4,--++,0.194505712,0.7683029869098174,0.3613921287499312,-1,0.7227842574998624,0.378966639544345,0.47736751093479807,0.75793327908869
LMAN2L,++--,0.263988202,0.36161783919502327,0.6963667097332588,1,0.7232356783900465,0.3790051876716509,0.4774206672091131,0.7580103753433018
IRF3,---+,0.260398408,0.808540325515552,0.36169369430263965,-1,0.7233873886052793,0.37906834825061025,0.47746922998677654,0.7581366965012205
C10orf54,-++-,0.134401404,0.36190321339600706,0.5310035005253911,1,0.7238064267920141,0.37910690672362934,0.4775223759153784,0.7582138134472587
CLIP2,+---,0.220968258,0.6228572750447002,0.362022253455414,-1,0.724044506910828,0.3791700569568755,0.47757094903875497,0.758340113913751
E2F6,+--+,0.092217228,0.36203356543310433,0.39433311218321765,1,0.7240671308662087,0.37920862577560777,0.47762408462164363,0.7584172515512155
CCND3,-++-,0.215248502,0.5964883865066609,0.3620636011956543,-1,0.7241272023913086,0.37927176566314075,0.4776726680907334,0.7585435313262815
SH3BP5,+--+,0.161425936,0.36213866403971745,0.5352661390273094,1,0.7242773280794349,0.3793103448275862,0.4777257933279089,0.7586206896551724
SH3RF1,++-+,0.090097566,0.362275341576749,0.42480835275657836,1,0.724550683153498,0.37941206387956466,0.4777257933279089,0.7588241277591293
RPL8,-+-+,0.30697088,0.3624161364485185,0.6107519744835712,1,0.724832272897037,0.3795137829315431,0.4777257933279089,0.7590275658630862
HOMER1,--++,0.222327903,0.7731634481450818,0.36252595976987545,-1,0.7250519195397509,0.37957689178193654,0.4777743871427118,0.7591537835638731
TMIE,---+,0.150539794,0.5493624403175471,0.3625947198065224,-1,0.7251894396130448,0.37957689178193654,0.4778761061946903,0.7591537835638731
C6orf170,--++,0.10176985,0.36298815579051685,0.46691847998388686,1,0.7259763115810337,0.3796155019835215,0.47792921074043937,0.759231003967043
CCNK,-++-,0.123193446,0.36314149146040636,0.5052471970565654,1,0.7262829829208127,0.37971722103549993,0.47792921074043937,0.7594344420709999
FGD5,+-+-,0.2436897,0.36315909062764584,0.610313744773001,1,0.7263181812552917,0.3798189400874784,0.47792921074043937,0.7596378801749568
SRP68,++-+,0.192833333,0.36317712582474243,0.7866758382232257,1,0.7263542516494849,0.37992065913945683,0.47792921074043937,0.7598413182789137
LASS6,---+,0.075959363,0.41285135897086817,0.36323467102433493,-1,0.7264693420486699,0.3799837266069976,0.4779778252466687,0.7599674532139952
COPZ1,+-++,0.296212921,0.3632642889378308,0.8455783118761981,1,0.7265285778756616,0.38002237819143525,0.4780309194467046,0.7600447563828705
ADCY2,-+++,0.290699064,0.3632856446441021,0.6788590805940399,1,0.7265712892882042,0.38012409724341367,0.4780309194467046,0.7602481944868273
TMCC2,++--,0.219919944,0.7585914394969335,0.36331476146088276,-1,0.7266295229217655,0.3801871440195281,0.47807954429864713,0.7603742880390562
PPP2R5E,---+,0.115894944,0.48668436188138775,0.3633561612753465,-1,0.726712322550693,0.3801871440195281,0.47818126335062555,0.7603742880390562
SNAPIN,+--+,0.192631086,0.4791873228918241,0.36342708908631505,-1,0.7268541781726301,0.3801871440195281,0.47828298240260403,0.7603742880390562
ADORA2A,+-+-,0.290291011,0.838714848557139,0.36358433091982323,-1,0.7271686618396465,0.3801871440195281,0.47838470145458245,0.7603742880390562
JAK2,+-+-,0.187645225,0.7488101861246683,0.3639217334172777,-1,0.7278434668345554,0.3801871440195281,0.47848642050656087,0.7603742880390562
SYT4,---+,0.443397097,0.8549921929825772,0.3640349293303013,-1,0.7280698586606026,0.3801871440195281,0.4785881395585393,0.7603742880390562
EIF5A,-+-+,0.205362921,0.641393164164677,0.36405045793772367,-1,0.7281009158754473,0.3801871440195281,0.47868985861051777,0.7603742880390562
NLRX1,+-+-,0.154541292,0.3641269474014291,0.4707399203419752,1,0.7282538948028582,0.38022581629539215,0.47874288039056145,0.7604516325907843
TPRG1L,---+,0.300929682,0.716651391858705,0.3642685639280908,-1,0.7285371278561816,0.3802888527257933,0.4787915776624962,0.7605777054515866
PODNL1,+++-,0.31479073,0.3645241686589037,0.8547819261888586,1,0.7290483373178074,0.38032753534737057,0.4788445890968267,0.7606550706947411
TM2D3,-+-+,0.09587706,0.36454348976454365,0.42945015838960393,1,0.7290869795290873,0.380429254399349,0.4788445890968267,0.760858508798698
RTBDN,+---,0.284308614,0.6729978134778805,0.36456731567995754,-1,0.7291346313599151,0.3804922701383238,0.4788932967144746,0.7609845402766476
PSPC1,+--+,0.266576217,0.36457187840944977,0.8476814520639879,1,0.7291437568188995,0.3805309734513274,0.47894629780309195,0.7610619469026548
HEXIM1,---+,0.101834644,0.46217260631488327,0.3645964874365576,-1,0.7291929748731152,0.3805939788445891,0.47899501576645304,0.7611879576891782
FUK,--+-,0.313138577,0.7667409029305811,0.3647275496887413,-1,0.7294550993774827,0.3805939788445891,0.4790967348184315,0.7611879576891782
FRY,--+-,0.257745318,0.6966495872455247,0.36495326267245265,-1,0.7299065253449053,0.3805939788445891,0.47919845387040994,0.7611879576891782
ADD2,-+-+,0.246525655,0.36502757317820234,0.538263460506477,1,0.7300551463564047,0.3806326925033059,0.4792514239218877,0.7612653850066118
MDC1,+---,0.193799345,0.5898996438055141,0.3651421679551279,-1,0.7302843359102558,0.38069568755085437,0.47930017292238836,0.7613913751017087
DUSP12,--++,0.235573034,0.6815400375397009,0.36523952310338165,-1,0.7304790462067633,0.38069568755085437,0.4794018919743668,0.7613913751017087
CDK5R1,-+-+,0.297623127,0.36524891948307925,0.7015479865657761,1,0.7304978389661585,0.3807344115552843,0.47945484133441824,0.7614688231105686
CRBN,+--+,0.238754588,0.36529825201913624,0.48783008312496323,1,0.7305965040382725,0.38083613060726274,0.47945484133441824,0.7616722612145255
XBP1,-+++,0.139756554,0.3654692174686125,0.5909884893778452,1,0.730938434937225,0.38093784965924116,0.47945484133441824,0.7618756993184823
IARS2,-+++,0.188598315,0.3656374992602883,0.6091965284951194,1,0.7312749985205766,0.38103956871121963,0.47945484133441824,0.7620791374224393
ACVR1C,-++-,0.094875,0.43055964325602075,0.36576290527797545,-1,0.7315258105559509,0.38110252237591535,0.47950361102634526,0.7622050447518307
IGF1R,++--,0.289389888,0.5791958649934489,0.36589095562248863,-1,0.7317819112449773,0.38110252237591535,0.4796053300783237,0.7622050447518307
C19orf56,+-++,0.112925562,0.670845658038975,0.36595311982852086,-1,0.7319062396570417,0.38110252237591535,0.4797070491303021,0.7622050447518307
NADK,+---,0.204116948,0.6607897280732631,0.36597448317723397,-1,0.7319489663544679,0.38110252237591535,0.4798087681822805,0.7622050447518307
PPFIA1,-++-,0.286717509,0.36613634434999,0.6374262631039197,1,0.73227268869998,0.38114128776319806,0.4798616761594793,0.7622825755263961
OPTN,+--+,0.22482603,0.6058346242520961,0.3663228525350554,-1,0.7326457050701108,0.38120423108218066,0.479910487234259,0.7624084621643613
CCNDBP1,-+-+,0.152727528,0.3663725902265757,0.4691678005748788,1,0.7327451804531514,0.3812430068151765,0.4799633848657445,0.762486013630353
DCTD,--++,0.147528371,0.3664022119135663,0.4259117813717806,1,0.7328044238271326,0.3813447258671549,0.4799633848657445,0.7626894517343098
HSPC159,---+,0.44681339,0.8692012295915112,0.36666501607123253,-1,0.7333300321424651,0.38140764849471115,0.4800122062862374,0.7628152969894223
PTPN5,--++,0.14036573,0.45367918512715766,0.36677405413337677,-1,0.7335481082667535,0.38140764849471115,0.48011392533821584,0.7628152969894223
ZNF295,-+--,0.288006554,0.8442599288561794,0.36696305292349635,-1,0.7339261058469927,0.38140764849471115,0.48021564439019426,0.7628152969894223
TCF7,++--,0.103059551,0.367005889096063,0.4636615848627096,1,0.734011778192126,0.3814464449191334,0.48026851098454026,0.7628928898382668
SPRYD4,+--+,0.263332491,0.5835481750347256,0.36702397749733423,-1,0.7340479549946685,0.3815093572009764,0.48031736344217274,0.7630187144019528
TBC1D14,--+-,0.076954963,0.3670468776037506,0.5159450711427149,1,0.7340937552075012,0.3815481639711118,0.4803702196908055,0.7630963279422236
SST,---+,0.386815356,0.7726307458700605,0.3672942327287907,-1,0.7345884654575814,0.38161106590724164,0.48041908249415116,0.7632221318144833
GSR,--++,0.111207491,0.43010155615642626,0.3673288160065864,-1,0.7346576320131728,0.38161106590724164,0.4805208015461296,0.7632221318144833
SAAL1,+---,0.102987266,0.46625164385912937,0.367707454702467,-1,0.735414909404934,0.38161106590724164,0.480622520598108,0.7632221318144833
CTNNBL1,--+-,0.285874438,0.8599413975487618,0.3678984015968081,-1,0.7357968031936162,0.38161106590724164,0.4807242396500865,0.7632221318144833
C9orf95,-+-+,0.098656648,0.4681133406862194,0.36803412237064487,-1,0.7360682447412897,0.38161106590724164,0.4808259587020649,0.7632221318144833
MRPS9,+--+,0.110575094,0.5348226335385107,0.3680589154139459,-1,0.7361178308278918,0.38161106590724164,0.4809276777540433,0.7632221318144833
IKBKAP,---+,0.254277715,0.8370957136234453,0.3681021577079496,-1,0.7362043154158991,0.38161106590724164,0.48102939680602175,0.7632221318144833
N4BP2L1,-+-+,0.242148502,0.3681467367876858,0.6012183365342079,1,0.7362934735753716,0.3816498830230902,0.48108218063466235,0.7632997660461804
NFRKB,--++,0.191249719,0.38235697883479436,0.36844165947418295,-1,0.7368833189483659,0.3817127746135069,0.4811311158580002,0.7634255492270138
NEDD9,-+--,0.07088736,0.40346669453400447,0.3685667241281179,-1,0.7371334482562358,0.3817127746135069,0.48123283490997865,0.7634255492270138
ZFP2,-+-+,0.246428558,0.6929517170621644,0.3688583038115022,-1,0.7377166076230044,0.3817127746135069,0.48133455396195707,0.7634255492270138
RBP1,-++-,0.128646161,0.36911591254399867,0.6208509790854223,1,0.7382318250879973,0.38175160207506864,0.4813873067534581,0.7635032041501373
MNAT1,+---,0.248534363,0.7936186664276914,0.36955927134914146,-1,0.7391185426982829,0.3818144833197722,0.4814362730139355,0.7636289666395444
FXYD5,+---,0.139075375,0.5067160446236417,0.3696430232684855,-1,0.739286046536971,0.3818144833197722,0.48153799206591397,0.7636289666395444
FCHSD2,+--+,0.163578184,0.4679603892893526,0.36965991194266135,-1,0.7393198238853227,0.3818144833197722,0.4816397111178924,0.7636289666395444
PLOD3,++--,0.143700375,0.43023916972230464,0.3698675245091321,-1,0.7397350490182641,0.3818144833197722,0.4817414301698708,0.7636289666395444
ZBTB34,+++-,0.315323408,0.369881974634966,0.710150481620676,1,0.739763949269932,0.3818533211270471,0.48179414157851913,0.7637066422540942
GDAP2,++--,0.150744757,0.39707637809974144,0.36988943029866794,-1,0.7397788605973359,0.38191619202603744,0.48184314922184923,0.7638323840520749
ZBTB17,+--+,0.157656554,0.6513898450638378,0.3699125042091692,-1,0.7398250084183384,0.38191619202603744,0.4819448682738277,0.7638323840520749
ASAH2B,-+-+,0.215871536,0.5090143711293136,0.36991820005557313,-1,0.7398364001111463,0.38191619202603744,0.48204658732580613,0.7638323840520749
GLT25D2,+---,0.130623127,0.3699920677673224,0.6947238791466698,1,0.7399841355346448,0.38195504017902554,0.48209926769731487,0.7639100803580511
PPP4R1,+-+-,0.21870721,0.5394337422330648,0.37028985928185165,-1,0.7405797185637033,0.3820179007323027,0.48214830637778455,0.7640358014646054
SLC22A17,-++-,0.167451966,0.6084878746778064,0.3704812133760561,-1,0.7409624267521122,0.3820179007323027,0.482250025429763,0.7640358014646054
SUOX,-++-,0.233858614,0.7944575043154409,0.3706541889989493,-1,0.7413083779978986,0.3820179007323027,0.48235174448174145,0.7640358014646054
FBXO44,++-+,0.436570693,0.37065634597863195,0.8847016260545227,1,0.7413126919572639,0.38205675923100396,0.48240439381611067,0.7641135184620079
NET1,++-+,0.46952191,0.37069943847499603,0.8427390828057244,1,0.7413988769499921,0.3821584782829824,0.48240439381611067,0.7643169565659648
TOMM34,+-+-,0.186546816,0.38890965135712274,0.37070575752429674,-1,0.7414115150485935,0.3822213181448332,0.4824534635337199,0.7644426362896664
FXYD1,-+--,0.105309082,0.3707329826055678,0.6397463934970498,1,0.7414659652111356,0.38226019733496086,0.4825061025223759,0.7645203946699217
ODZ3,+-++,0.140770506,0.37073523245447093,0.5138842696978675,1,0.7414704649089419,0.3823619163869393,0.4825061025223759,0.7647238327738786
MORC2,--+-,0.357210581,0.7137332396460616,0.37088057276677233,-1,0.7417611455335447,0.3824247355573637,0.4825551825856983,0.7648494711147275
DUSP23,+--+,0.135781929,0.46702090307566596,0.37097175525209813,-1,0.7419435105041963,0.3824247355573637,0.4826569016376767,0.7648494711147275
SCG2,---+,0.099535393,0.46695674679207655,0.3710663669694167,-1,0.7421327339388334,0.3824247355573637,0.4827586206896552,0.7648494711147275
SLC15A4,--+-,0.375439513,0.8090971526029407,0.37119990182485946,-1,0.7423998036497189,0.3824247355573637,0.4828603397416336,0.7648494711147275
C22orf13,++++,0.358957303,0.37134801424043373,0.8842822954457197,1,0.7426960284808675,0.3824636354389177,0.48291293734743695,0.7649272708778354
HIST1H2BD,--++,0.175440543,0.5655612875068753,0.37136399948849746,-1,0.7427279989769949,0.382526444263629,0.48296205879361204,0.765052888527258
MRPL46,---+,0.072122378,0.3874133903387987,0.3714381201121013,-1,0.7428762402242026,0.382526444263629,0.48306377784559046,0.765052888527258
LRRC20,--+-,0.24467809,0.6407428247051368,0.3714515682618187,-1,0.7429031365236374,0.382526444263629,0.48316549689756894,0.765052888527258
SYTL2,-+-+,0.137114419,0.37145364016558735,0.3797170497900396,1,0.7429072803311747,0.3825653544908961,0.4832180634662327,0.7651307089817923
MED26,-+-+,0.225545412,0.584719086528921,0.3715696939207727,-1,0.7431393878415454,0.3826281529698942,0.48326721594954736,0.7652563059397884
CCDC12,--++,0.210616667,0.782055524752909,0.3715869802774505,-1,0.743173960554901,0.3826281529698942,0.4833689350015258,0.7652563059397884
GNPTAB,--+-,0.452483614,0.882773099547255,0.3718033946583683,-1,0.7436067893167366,0.3826281529698942,0.4834706540535042,0.7652563059397884
FAM91A1,++-+,0.261855243,0.3718713852735114,0.7610285056332369,1,0.7437427705470228,0.3826670735428746,0.4835231895850285,0.7653341470857492
C15orf41,--++,0.123208708,0.480107079997568,0.37189068599035147,-1,0.7437813719807029,0.38272986167615947,0.4835723731054827,0.7654597233523189
C9orf163,++++,0.351359176,0.3721153585231218,0.8699495944554829,1,0.7442307170462436,0.382768792594853,0.48362489829129374,0.765537585189706
NKIRAS1,---+,0.194550094,0.5985929566306205,0.3724639600912612,-1,0.7449279201825224,0.3828315703824247,0.4836740921574611,0.7656631407648494
SEPX1,-+--,0.211689888,0.5788223923771265,0.37249991125938003,-1,0.7449998225187601,0.3828315703824247,0.4837758112094395,0.7656631407648494
ID3,+++-,0.298923783,0.3725710328614561,0.810350529296304,1,0.7451420657229122,0.38287051164683145,0.48382831570382423,0.7657410232936629
MRPS23,--++,0.331926404,0.6888825645135427,0.3730249308567478,-1,0.7460498617134956,0.38293327908869,0.48387753026141794,0.76586655817738
TXNDC16,++--,0.183579775,0.37310766987886274,0.7471175715421823,1,0.7462153397577255,0.38297223069880987,0.4839300244100895,0.7659444613976197
IFITM2,-+--,0.294438577,0.7412749595080415,0.37311252191801303,-1,0.7462250438360261,0.38303498779495526,0.4839792493133964,0.7660699755899105
PARP2,--++,0.205018258,0.5482851667156532,0.3735447485899771,-1,0.7470894971799542,0.38303498779495526,0.48408096836537484,0.7660699755899105
MTF1,+-+-,0.353903933,0.7504193139627557,0.37364554725508053,-1,0.7472910945101611,0.38303498779495526,0.48418268741735326,0.7660699755899105
GTPBP3,++-+,0.109184176,0.6376257457755309,0.37366112603364277,-1,0.7473222520672855,0.38303498779495526,0.4842844064693317,0.7660699755899105
CPLX1,+---,0.312502341,0.8112330430277761,0.3737496887593615,-1,0.747499377518723,0.38303498779495526,0.48438612552131016,0.7660699755899105
DDX46,-+-+,0.239066667,0.37386731353142894,0.6475809724401171,1,0.7477346270628579,0.38307394975078835,0.48443856794141577,0.7661478995015767
SFRS15,++--,0.138648783,0.37387311049963784,0.49749731678277165,1,0.7477462209992757,0.38317566880276677,0.48443856794141577,0.7663513376055335
SENP2,---+,0.145638483,0.5292117094618979,0.37395503557107734,-1,0.7479100711421547,0.38323840520748575,0.4844878445732886,0.7664768104149715
SFMBT1,++-+,0.260999813,0.37396818769180284,0.6448995554084063,1,0.7479363753836057,0.3832773878547452,0.48454027664768107,0.7665547757094904
TTC7B,-+-+,0.30324485,0.3741268245596875,0.7126573107409777,1,0.748253649119375,0.3833791069067236,0.48454027664768107,0.7667582138134472
CNTD2,++-+,0.083726592,0.47431232548302316,0.3741342763439161,-1,0.7482685526878322,0.38344182262001625,0.484589563625267,0.7668836452400325
IL18,--+-,0.416162453,0.8434344573982046,0.37451240682744175,-1,0.7490248136548835,0.38344182262001625,0.4846912826772454,0.7668836452400325
GPX1,+-+-,0.186230618,0.6432793423503055,0.37477361695421835,-1,0.7495472339084367,0.38344182262001625,0.4847930017292239,0.7668836452400325
SHPRH,-+--,0.387598034,0.8232756656168303,0.3749117951270645,-1,0.749823590254129,0.38344182262001625,0.4848947207812023,0.7668836452400325
PARP1,--+-,0.429625843,0.8790796068663697,0.37492025645145477,-1,0.7498405129029095,0.38344182262001625,0.48499643983318075,0.7668836452400325
