gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
SF4,+--+,0.130757959,0.41596610031558806,0.4331658358371328,1,0.8319322006311761
TMEM203,++--,0.313644944,0.5881711853132613,0.4160793890269977,-1,0.8321587780539954
LRCH2,++--,0.193572846,0.41608305515165805,0.6393877523857028,1,0.8321661103033161
DENND3,+-++,0.235514045,0.41614872540336184,0.5794285582774114,1,0.8322974508067237
CCDC62,---+,0.321824719,0.6866958245992432,0.41614940179891236,-1,0.8322988035978247
MTSS1,-++-,0.200176124,0.4164062026380909,0.6224654808816219,1,0.8328124052761818
DPM2,-++-,0.116212079,0.41664577596684793,0.45895513233550184,1,0.8332915519336959
NLGN1,-+-+,0.416316011,0.4166795344809063,0.8172615589676883,1,0.8333590689618126
RPS27L,--+-,0.168504963,0.5179712981228762,0.4167157838737446,-1,0.8334315677474892
GRAMD2,-+-+,0.198815543,0.5532884197994911,0.4168654974568429,-1,0.8337309949136859
SGSM2,++-+,0.302441479,0.41688052433398914,0.6778877730685404,1,0.8337610486679783
SLITRK3,++--,0.301836517,0.41734316293898893,0.6137746748387509,1,0.8346863258779779
TRIP13,-+-+,0.140568352,0.4415775510111208,0.41763949160706476,-1,0.8352789832141295
TRMT1,-++-,0.398679494,0.4177440436047145,0.8466162629441798,1,0.835488087209429
IGFBP7,+-+-,0.425462172,0.41780758294628473,0.8343280339076963,1,0.8356151658925695
PJA2,+-+-,0.292759363,0.8089528296007225,0.4178772278159693,-1,0.8357544556319386
WIF1,++-+,0.385705899,0.4179110233741751,0.7145070864507743,1,0.8358220467483501
NDUFS6,-+++,0.142462921,0.4180408112867824,0.48675859263405313,1,0.8360816225735648
CCNK,--++,0.164506929,0.6278996830363994,0.41830478688905604,-1,0.8366095737781121
HEBP2,-+++,0.276928652,0.41843149040082234,0.8153972066425464,1,0.8368629808016447
KCTD5,--+-,0.128379588,0.41881347358352927,0.6045860735261007,1,0.8376269471670585
LRRC57,++--,0.240722285,0.4188186144644243,0.657686196405636,1,0.8376372289288486
FURIN,++-+,0.340626498,0.41885819303507776,0.6916972219142263,1,0.8377163860701555
ALKBH5,++-+,0.531993258,0.41891387696486776,0.8596109571962188,1,0.8378277539297355
NKRF,+++-,0.308110487,0.4191602333783844,0.8107533157818017,1,0.8383204667567687
DHX58,++--,0.261191386,0.41920249350302036,0.5638326982426124,1,0.8384049870060407
C17orf37,++--,0.182763202,0.500820222377432,0.4192291717956014,-1,0.8384583435912027
DMAP1,---+,0.280483333,0.7370219259550541,0.41923083898445623,-1,0.8384616779689125
CDC42BPA,+--+,0.146023596,0.44607702441677677,0.41971595794166633,-1,0.8394319158833327
C15orf27,++-+,0.1308647,0.4198918164242386,0.47100046646345795,1,0.8397836328484772
CTNNB1,+--+,0.248588858,0.4202411814742884,0.6372265971133177,1,0.8404823629485768
SPRR4,++-+,0.127458427,0.4204397298518261,0.47922722251372185,1,0.8408794597036522
PHKA2,+-+-,0.126563577,0.42054605201262196,0.5073906554156565,1,0.8410921040252439
MRPL49,++--,0.333091854,0.682661357209186,0.4206484468950375,-1,0.841296893790075
CAMK1D,+-+-,0.117900562,0.4578809117685986,0.42075539451481475,-1,0.8415107890296295
ANKRD13D,--+-,0.115906086,0.42089785769708893,0.5090210887321128,1,0.8417957153941779
SERP1,+-++,0.310595974,0.4209939889204479,0.674769511001866,1,0.8419879778408959
DOCK7,+---,0.39269588,0.7302747620588244,0.4213274310437497,-1,0.8426548620874994
FZD3,++--,0.211735674,0.5108850921314796,0.42134097911509466,-1,0.8426819582301893
ZNF354A,-+++,0.139617135,0.5902041929551374,0.4213439623690605,-1,0.842687924738121
SMARCA5,--+-,0.123567041,0.48158622946865715,0.42135456165255075,-1,0.8427091233051015
MDK,++-+,0.109311704,0.42926788683930145,0.4213604250120984,-1,0.8427208500241968
LOC440434,-+++,0.244805712,0.4214576731721128,0.7669414143131001,1,0.8429153463442256
BCAT2,--++,0.145985019,0.4215928262526202,0.454592892324552,1,0.8431856525052404
G6PC3,+++-,0.355028652,0.42167876320559566,0.8474711045369994,1,0.8433575264111913
STARD7,--+-,0.272171348,0.7094229832025811,0.4219329360468037,-1,0.8438658720936074
TTC9C,-+-+,0.158337172,0.4458898338550818,0.4221019025832554,-1,0.8442038051665108
AKR1CL2,-++-,0.228737266,0.4221256485159228,0.5560148588338475,1,0.8442512970318456
SHOC2,++--,0.244278184,0.4222205137021206,0.6671158394372427,1,0.8444410274042412
C1orf103,+---,0.125509551,0.4470021604363757,0.4222205882361859,-1,0.8444411764723718
TRIT1,+--+,0.329100655,0.4224655679072832,0.7869545074927604,1,0.8449311358145664
EFTUD2,-+++,0.289444944,0.4224836129601582,0.8198857463276678,1,0.8449672259203164
C16orf70,-+-+,0.178660674,0.42249381075125625,0.5758933330271261,1,0.8449876215025125
HECW2,--++,0.179643539,0.5094692709965066,0.42251179563319335,-1,0.8450235912663867
NRP1,+++-,0.192363483,0.42260457198544293,0.5712421407474602,1,0.8452091439708859
C5,+-+-,0.178285581,0.5047846938789196,0.42273033227180723,-1,0.8454606645436145
RINT1,-++-,0.254142135,0.6261922872515865,0.4227608312587928,-1,0.8455216625175856
SIAH1,+-+-,0.229658895,0.42298768607885523,0.5075432921187973,1,0.8459753721577105
MRAS,-++-,0.226884176,0.42387982577613903,0.5462200033476681,1,0.8477596515522781
SYT6,--++,0.26593764,0.4239864733794224,0.665221660004384,1,0.8479729467588448
HSDL2,+-++,0.131050749,0.5962409299917885,0.42449689964433535,-1,0.8489937992886707
PLD2,--++,0.149003839,0.4795946032782772,0.42461317628148637,-1,0.8492263525629727
KDELR2,--++,0.162138483,0.42468467740108934,0.5005658742548886,1,0.8493693548021787
PPAT,++-+,0.415486985,0.42471747988493097,0.7420371223117629,1,0.8494349597698619
PPP2R2A,+-+-,0.267755993,0.42483584209879677,0.5499326740365347,1,0.8496716841975935
CTSZ,+---,0.254386517,0.6291095390001498,0.42491059851255,-1,0.8498211970251
MEX3D,-++-,0.180647472,0.5696319199072928,0.4249507535633879,-1,0.8499015071267758
CHI3L1,--++,0.453872659,0.8026790330467795,0.4250870500462472,-1,0.8501741000924944
LRRC58,--++,0.284977903,0.49183026960401716,0.425165663894834,-1,0.850331327789668
LRFN2,+++-,0.193489888,0.4251683172499231,0.5616671907944543,1,0.8503366344998462
ZDHHC5,++--,0.322873408,0.6732370726245791,0.42524012036703346,-1,0.8504802407340669
C14orf162,++-+,0.360816105,0.4254824857199371,0.8191285949297491,1,0.8509649714398742
AHCY,++--,0.269986517,0.6967846428042528,0.4256885705765575,-1,0.851377141153115
YAP1,+-+-,0.166598315,0.4256894872120343,0.5895229313922715,1,0.8513789744240686
USP31,+-++,0.197733614,0.4259252887335463,0.5613455750235391,1,0.8518505774670926
TLE1,++--,0.225182491,0.4261541266352459,0.5207502335290666,1,0.8523082532704918
EIF3K,---+,0.153740918,0.5206607665865716,0.42637892282222184,-1,0.8527578456444437
ZNF423,+--+,0.270308146,0.4270126851507849,0.534667211535444,1,0.8540253703015698
C8orf59,++-+,0.234625281,0.4272471754901641,0.612938641930267,1,0.8544943509803282
DPY19L2,+-+-,0.214320037,0.5629197223733707,0.4278930956950798,-1,0.8557861913901595
GRP,++--,0.214320693,0.6732330710103555,0.4280587808321824,-1,0.8561175616643648
C6orf48,--+-,0.12919382,0.4649915734882273,0.42813320311218855,-1,0.8562664062243771
IFI30,---+,0.456567041,0.764560080392072,0.428289204194042,-1,0.856578408388084
CNN2,++--,0.142800187,0.5107895158073423,0.42883339692166483,-1,0.8576667938433297
SSPN,--+-,0.3182397,0.8171640159557025,0.4292246679274191,-1,0.8584493358548382
KBTBD7,-+-+,0.175196067,0.4296420725576248,0.5387364662754162,1,0.8592841451152496
GCHFR,+---,0.135409082,0.4733810596292182,0.43009907691057375,-1,0.8601981538211475
ZNF341,--++,0.182952809,0.5108072204601181,0.43017255705300406,-1,0.8603451141060081
CRMP1,++--,0.139031554,0.5044610123171813,0.430314089839213,-1,0.860628179678426
HRH1,-++-,0.271231461,0.4304878701058928,0.6682732748084588,1,0.8609757402117856
TSPAN9,++--,0.228961142,0.4308556744705255,0.5393020660677603,1,0.861711348941051
DPYSL4,-+-+,0.16403015,0.43117702817743636,0.5054872459149301,1,0.8623540563548727
ELOVL4,-+-+,0.334448408,0.4313250324973872,0.6139785851661944,1,0.8626500649947744
EMD,+++-,0.398405056,0.4314084876327941,0.7159326552047893,1,0.8628169752655882
NSMCE2,-+--,0.108382678,0.4314766975761889,0.4961471728893855,1,0.8629533951523778
TMEM100,++-+,0.339975655,0.4315287735884994,0.6943217570072241,1,0.8630575471769988
SPDEF,--+-,0.222984925,0.5883812244209803,0.43161945959389647,-1,0.8632389191877929
PPAPDC1B,+-++,0.25061985,0.43163878017734447,0.6230778562097818,1,0.8632775603546889
PDLIM1,--++,0.311460019,0.4319860255171726,0.6474864255104817,1,0.8639720510343452
SLC1A2,+-++,0.150661142,0.5981005875224977,0.4321777343656037,-1,0.8643554687312074
ARMC5,--+-,0.239674157,0.7006822497391771,0.4323666733668757,-1,0.8647333467337514
RNF19A,+--+,0.308304588,0.6373503682046765,0.4326107418074848,-1,0.8652214836149696
AIFM3,--++,0.196495599,0.6802270696584954,0.4327283829226606,-1,0.8654567658453212
SMPD3,--++,0.17402912,0.4329629940679318,0.5745586707155773,1,0.8659259881358636
NR2E1,+---,0.154898408,0.5074867809749651,0.4332545884816938,-1,0.8665091769633876
GPC5,++--,0.317580431,0.6331274451890074,0.43338207964644276,-1,0.8667641592928855
TTR,---+,0.142184925,0.43353630408612615,0.591305163336816,1,0.8670726081722523
RNF10,+-+-,0.201099625,0.6833530476860386,0.4335567973089084,-1,0.8671135946178168
RPS4Y1,++-+,0.42843867,0.4335757764855967,0.7445062232384994,1,0.8671515529711934
GCN1L1,++-+,0.508132116,0.4338391145467535,0.8093461893000117,1,0.867678229093507
C14orf149,-++-,0.255059457,0.5455549287378818,0.4341081181135943,-1,0.8682162362271886
FKBP9,+-+-,0.325974813,0.4343095337053287,0.6619146891485921,1,0.8686190674106574
ZGPAT,-+++,0.221920225,0.43521944128324236,0.5837733480285787,1,0.8704388825664847
SF3A2,--++,0.329362079,0.43530421723271995,0.6349042396670161,1,0.8706084344654399
XYLT1,-+++,0.363728184,0.4354057808009821,0.699886918899192,1,0.8708115616019642
GHR,+-++,0.384009925,0.43543426002229113,0.8040361878028736,1,0.8708685200445823
BRSK1,+--+,0.213782116,0.6448047570928506,0.4356533668710105,-1,0.871306733742021
FCHSD2,+-+-,0.285419476,0.4843374993465127,0.43575615666100087,-1,0.8715123133220017
ADRA2A,+---,0.382846723,0.7155014589615433,0.4358245459665306,-1,0.8716490919330612
HMG20A,--+-,0.156384176,0.43593410836974394,0.6502585897140265,1,0.8718682167394879
DSCR10,++++,0.61710927,0.4359490660000978,0.8752293086312632,1,0.8718981320001956
DHX29,++-+,0.284255056,0.4359663484836922,0.75327259968474,1,0.8719326969673844
ZFYVE19,+-++,0.642481367,0.4360495827895109,0.8701142183544823,1,0.8720991655790218
TMEM178,+--+,0.309524251,0.4361261977526529,0.6662556221011662,1,0.8722523955053058
AKAP5,++-+,0.352588577,0.4362344865162962,0.7373887341903553,1,0.8724689730325924
NUP54,+--+,0.364151873,0.4362637299192145,0.63912608640968,1,0.872527459838429
SLC43A2,+--+,0.247449064,0.7435746075646217,0.43634749789505906,-1,0.8726949957901181
CACNG1,---+,0.47555412,0.8072057779878756,0.43635500129025867,-1,0.8727100025805173
PWP2,--++,0.314434644,0.5694523861395832,0.4366922856270315,-1,0.873384571254063
PCDHB14,-+-+,0.171783708,0.5028909110442479,0.4367063017705822,-1,0.8734126035411643
HNRNPA1,--++,0.155055431,0.5002912714502245,0.4368576641265626,-1,0.8737153282531251
HPCA,---+,0.319604401,0.7244980609455525,0.4368726358254426,-1,0.8737452716508852
CAP2,++--,0.242670974,0.5566594436995574,0.43703007341823846,-1,0.8740601468364769
RPS17,-+++,0.122526685,0.43709976133806416,0.4590699735694202,1,0.8741995226761283
TMEM120A,--+-,0.127310581,0.4371400840919651,0.4952694460429634,1,0.8742801681839302
ECHS1,-+-+,0.189005618,0.43719983399151346,0.5341562715404268,1,0.8743996679830269
TNNI3K,+---,0.242275562,0.6787884189625414,0.437261161284399,-1,0.874522322568798
TMCO6,---+,0.13808118,0.43728754161267147,0.5050708562412715,1,0.8745750832253429
TSHZ3,---+,0.289546536,0.6634085347747012,0.4373263595452369,-1,0.8746527190904738
SERPINH1,-++-,0.169546629,0.43749439857557626,0.4862874758911617,1,0.8749887971511525
FAM102B,+---,0.172548408,0.5471055316520776,0.4378557405752857,-1,0.8757114811505714
SPSB2,+---,0.55805206,0.8013127328517443,0.4383845462493647,-1,0.8767690924987294
ACVR1C,-+--,0.508754682,0.8364808324667234,0.4391748586503745,-1,0.878349717300749
VTI1B,-+--,0.364135019,0.742906359986532,0.43951603169116704,-1,0.8790320633823341
C11orf48,+++-,0.572754401,0.44017933408463633,0.8091960424343597,1,0.8803586681692727
SRL,-++-,0.32803221,0.631040330202982,0.4407024201621185,-1,0.881404840324237
TRIM47,++--,0.203346348,0.5504361322977681,0.44084090981089924,-1,0.8816818196217985
ADSSL1,++--,0.18012809,0.44111042598264055,0.5407304541434338,1,0.8822208519652811
HDAC4,--++,0.270165356,0.6834325200419353,0.4411330811760281,-1,0.8822661623520562
SLN,-+-+,0.197178933,0.44134649610649385,0.49716021329371124,1,0.8826929922129877
TBCB,+-+-,0.3152603,0.4415967676209519,0.7099261885850591,1,0.8831935352419038
MAN2B2,++-+,0.121718071,0.4737966720855669,0.4416068123419994,-1,0.8832136246839988
C19orf54,-+-+,0.415339326,0.7485664392819358,0.44178491856587654,-1,0.8835698371317531
CYBA,---+,0.281483427,0.718581125402761,0.44185099812521667,-1,0.8837019962504333
MEIS3P1,+++-,0.12613867,0.5006989003564246,0.44233061296222265,-1,0.8846612259244453
SLC24A4,-++-,0.365593352,0.44237716789059334,0.7130314728458331,1,0.8847543357811867
KIAA1024,++--,0.263602903,0.47241394905371575,0.4425592680708396,-1,0.8851185361416792
LOC169834,+-++,0.442015637,0.4427586538674405,0.8252368803440118,1,0.885517307734881
AP4S1,--++,0.196461891,0.44286882288992574,0.6712688680414103,1,0.8857376457798515
PLCXD3,+-+-,0.329602715,0.5703096674863785,0.44286940471740216,-1,0.8857388094348043
FLII,+-++,0.284896723,0.44301308850123705,0.6365790542950689,1,0.8860261770024741
CSGALNACT1,-+-+,0.216013109,0.44301983663864464,0.6007329755124176,1,0.8860396732772893
NCKAP1L,-+-+,0.303920693,0.443026166188289,0.7589920367227672,1,0.886052332376578
SYT2,-+-+,0.293855805,0.4430664735058911,0.7830311901850513,1,0.8861329470117822
ACAD11,--++,0.268541854,0.7769298369613838,0.44307442960558313,-1,0.8861488592111663
RAB3A,++--,0.175381648,0.4896165500133971,0.44315500572863786,-1,0.8863100114572757
CHID1,++-+,0.420974438,0.44323708373491527,0.8331947991235175,1,0.8864741674698305
C16orf57,++--,0.251498408,0.4433822329650854,0.6118086958833185,1,0.8867644659301708
TMEM155,-++-,0.240999438,0.6393825845567971,0.4439798481279433,-1,0.8879596962558866
CENPC1,++--,0.347715169,0.4439864551445533,0.7914754080742441,1,0.8879729102891066
DVL2,-++-,0.216873783,0.44424823006141134,0.6752848905413869,1,0.8884964601228227
SLC35C1,-+++,0.139731367,0.44450641487605763,0.5066297190038126,1,0.8890128297521153
RAPGEF4,+---,0.282074719,0.7659801111143689,0.4445693533191027,-1,0.8891387066382054
SATB1,+--+,0.403953652,0.6987637476152243,0.44472788360739224,-1,0.8894557672147845
TKT,+--+,0.363821536,0.4447514693791052,0.7180783977608811,1,0.8895029387582104
PHF5A,--+-,0.131930337,0.44498443939375626,0.555223581604736,1,0.8899688787875125
MYO5B,-++-,0.286118352,0.4450055574069452,0.549406568254483,1,0.8900111148138904
KCTD13,+-++,0.355745131,0.4459251440159444,0.7877689121526427,1,0.8918502880318888
BLMH,++--,0.256331929,0.7310190194319384,0.44646755467404065,-1,0.8929351093480813
TSPAN7,-+--,0.205538577,0.5610575150252978,0.44660623238465635,-1,0.8932124647693127
RPS19BP1,+++-,0.532257116,0.4467375030251558,0.8252167671407751,1,0.8934750060503116
SNX19,-++-,0.208685674,0.44676174062924323,0.56952654661693,1,0.8935234812584865
TNNT1,-+--,0.170075749,0.446878069240675,0.6458330114505709,1,0.89375613848135
DUOXA2,+-++,0.374691948,0.4471058044580695,0.789680102668624,1,0.894211608916139
ARID4A,--+-,0.119679963,0.4472186306052254,0.4618898053202286,1,0.8944372612104508
ZNF251,-+++,0.289663015,0.4473206916208236,0.696145122987457,1,0.8946413832416472
FAM155B,+--+,0.427756554,0.4480152099234824,0.7247096385773337,1,0.8960304198469649
TBC1D13,--++,0.251810393,0.6069968828543194,0.44803607144111984,-1,0.8960721428822397
TSPYL5,-+--,0.172902809,0.44809903330848594,0.5728893293563811,1,0.8961980666169719
RPS25,-+++,0.303991854,0.4482697135982664,0.6579966358915939,1,0.8965394271965328
WDR45,-++-,0.205910768,0.448312797924849,0.6697542681487949,1,0.896625595849698
F8,+--+,0.240576592,0.5938298721514672,0.4485985731986073,-1,0.8971971463972146
MORN3,-+--,0.134739326,0.4567369337408083,0.4486787131260803,-1,0.8973574262521606
FKBP3,-+-+,0.292659082,0.5769185806292743,0.4490714779008851,-1,0.8981429558017702
TMEM104,-++-,0.166843914,0.4491731320324532,0.4715112256363042,1,0.8983462640649064
ZNF34,+--+,0.313698596,0.4492342680529886,0.678953003082114,1,0.8984685361059772
POLI,--++,0.420917697,0.4493136200777338,0.7179921808468988,1,0.8986272401554676
BLVRB,-+--,0.23799382,0.5751663800560262,0.449555063521435,-1,0.89911012704287
LYRM2,++--,0.263127903,0.44962447856595344,0.668441782019145,1,0.8992489571319069
BNIP2,+-++,0.347093258,0.4497330923052599,0.7045589622876665,1,0.8994661846105197
SEC24A,+--+,0.155076217,0.44993167802870204,0.525663153321968,1,0.8998633560574041
ARSF,-+-+,0.241458333,0.4506790517327142,0.6317521877916427,1,0.9013581034654284
TMEM141,-++-,0.275297097,0.7653935238198037,0.45072870191796666,-1,0.9014574038359333
TMEM95,-++-,0.194695412,0.45074045787298583,0.4844801625328749,1,0.9014809157459717
ZNF335,++++,0.635019288,0.4508280769356301,0.8719804707754977,1,0.9016561538712602
PABPC4,++--,0.250237547,0.4511636300077767,0.7379138547683712,1,0.9023272600155534
PPP1R11,+--+,0.266379869,0.45117048602708637,0.48679932926507513,1,0.9023409720541727
NAT6,+-++,0.488554494,0.45122265229158276,0.7616175456652515,1,0.9024453045831655
DPAGT1,-+--,0.273984831,0.7513121437581458,0.45135806558648583,-1,0.9027161311729717
PSMG3,++--,0.183525843,0.5537477588021115,0.45142914594971467,-1,0.9028582918994293
ZBTB48,-+++,0.522346536,0.4518157597970931,0.8554609219313282,1,0.9036315195941862
NXT1,++--,0.177732491,0.45200874756831233,0.5556050068690831,1,0.9040174951366247
COASY,-+++,0.465027715,0.45212884100050205,0.7525518299488894,1,0.9042576820010041
ID3,--+-,0.344041199,0.778211303356305,0.452394447053376,-1,0.904788894106752
KIAA0247,+++-,0.477047378,0.45256592181374816,0.7865111845643433,1,0.9051318436274963
PMM1,++-+,0.362296816,0.4529995840409163,0.6686762321066941,1,0.9059991680818326
AURKAIP1,-+-+,0.275694663,0.4530556810493947,0.5945110614524867,1,0.9061113620987894
PPP2R1A,+-+-,0.245810112,0.7057050652728353,0.4531579478148245,-1,0.906315895629649
FAM116B,++--,0.196659925,0.45349420905503735,0.5551512414155415,1,0.9069884181100747
ZBTB7B,+++-,0.384621629,0.4537661205363795,0.7086597495822329,1,0.907532241072759
DPYSL2,---+,0.517961704,0.8501223705907559,0.45404938940247647,-1,0.9080987788049529
LOC650392,+--+,0.158483521,0.45407395079078366,0.47637442962093873,1,0.9081479015815673
PTRH1,+++-,0.355942884,0.4542400054782481,0.8208174750769858,1,0.9084800109564962
GPR37L1,+++-,0.441315169,0.4545203334570134,0.7985553553507343,1,0.9090406669140269
CYP26B1,++--,0.286742041,0.7427235750551533,0.4547085454774291,-1,0.9094170909548582
BET1L,--++,0.234952528,0.4549257400596843,0.46926898318993615,1,0.9098514801193686
SPON2,+---,0.155769101,0.48048268106717557,0.4550178895308994,-1,0.9100357790617988
PI16,--+-,0.539621442,0.8456419126720285,0.455946118385785,-1,0.91189223677157
TPP1,--++,0.185209176,0.51061413277048,0.45605723542304916,-1,0.9121144708460983
LOC254559,-+--,0.307373315,0.7412401178085699,0.4561268184128022,-1,0.9122536368256045
RRM2B,-+-+,0.169958146,0.45623103176797797,0.47528893055957744,1,0.9124620635359559
PARP6,+--+,0.289902903,0.4696329130368458,0.4562681456610859,-1,0.9125362913221718
DRG2,-++-,0.28406367,0.456357404360712,0.474414542591393,1,0.912714808721424
PPOX,++--,0.155274532,0.4729036892381832,0.4566616609481357,-1,0.9133233218962714
