gene_symbol,female_AMY_male_AMY,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
HES4,-+,0.158381461,0.7582516210352459,0.18627168807332287,-1,0.37254337614664573,0.2639072510932574,0.310313262815297,0.5278145021865148
ISG15,-+,0.789064607,0.5280310618320619,0.6522462572622209,1,1.0560621236641239,0.4584011391375102,0.518865046272755,0.9168022782750204
AGRN,+-,0.148303839,0.23934740649799435,0.39398247367759853,1,0.4786948129959887,0.3052278275020342,0.35645276111054613,0.6104556550040684
C1orf159,+-,0.144165543,0.20236650768404293,0.6276290628994164,1,0.40473301536808587,0.27654597233523187,0.3242143801484796,0.5530919446704637
TTLL5,-+,0.029891386,0.20154515206458815,0.0745210953905686,-1,0.1490421907811372,0.15285263907251093,0.17493897477624085,0.30570527814502185
SDF4,++,0.177436985,0.10459935682758928,0.9456549767464093,1,0.20919871365517856,0.18897477624084622,0.21529543374351673,0.37794955248169243
B3GALT6,+-,0.09360824,0.17476129883751448,0.33093475780957504,1,0.34952259767502897,0.2525427176566314,0.2974677107698566,0.5050854353132628
UBE2J2,+-,0.326078839,0.517851999064934,0.3840271550656186,-1,0.7680543101312372,0.4017085324926269,0.45311228641171686,0.8034170649852538
SCNN1D,+-,0.308169663,0.4359233266176944,0.3883128017892802,-1,0.7766256035785604,0.40435268992169227,0.4557567127746135,0.8087053798433845
PUSL1,+-,0.597615918,0.5799646437786296,0.5175094194602012,-1,1.0350188389204025,0.4552018712498729,0.5169853539462979,0.9104037424997458
CPSF3L,+-,0.030702341,0.6751641851410716,0.058296989600782445,-1,0.11659397920156489,0.131190887826706,0.14879983726606996,0.262381775653412
GLTPD1,-+,0.090690449,0.7547361544625,0.12432597268852698,-1,0.24865194537705396,0.20837994508288415,0.24074450772986167,0.4167598901657683
DVL1,-+,0.167533333,0.24880842678250878,0.48959720259453793,1,0.49761685356501756,0.31204231082180633,0.36346994813383504,0.6240846216436127
AURKAIP1,-+,0.348399625,0.3812431699433256,0.5848004106933647,1,0.7624863398866512,0.4006305939788446,0.4514390318315875,0.8012611879576892
CCNL2,-+,0.035114794,0.0650301210907422,0.6748518301293778,1,0.1300602421814844,0.14137510170870626,0.15946303264517442,0.2827502034174125
MRPL20,-+,0.126728371,0.5705329475244029,0.1928085630507962,-1,0.3856171261015924,0.26899216922607544,0.3166192026037429,0.5379843384521509
VWA1,+-,0.006559738,0.01797765725070388,0.5402506769702262,1,0.03595531450140776,0.060211554109031735,0.0674260144411675,0.12042310821806347
ATAD3B,+-,0.442184176,0.4605926117457833,0.5234029434570191,1,0.9211852234915666,0.434906427990236,0.49466083596054106,0.869812855980472
ATAD3A,-+,0.575049625,0.7198766693974263,0.4256525779189139,-1,0.8513051558378278,0.42113291975999184,0.47497965825874694,0.8422658395199837
SSU72,--,0.031716292,0.9962713860340764,0.00870116445898792,-1,0.01740232891797584,0.035696125292382794,0.04109031733116355,0.07139225058476559
NADK,+-,0.006610581,0.015051441975470764,0.7311426738192662,1,0.030102883950941527,0.051668022782750206,0.06000203396725313,0.10333604556550041
GNB1,--,0.065089888,0.974550430706489,0.03773374768141713,-1,0.07546749536283426,0.10068137902979762,0.11350691619202603,0.20136275805959525
C1orf222,++,0.151135861,0.07144621452881406,0.968509925963725,1,0.1428924290576281,0.14869812855980472,0.16932777382284145,0.29739625711960943
KIAA1751,++,0.021650375,0.015516365147773702,0.9762971038058111,1,0.031032730295547404,0.05309194467046379,0.06183260449506763,0.10618388934092758
PRKCZ,--,0.002231273,0.9864279038458,0.0017116988724799212,-1,0.0034233977449598424,0.009864741177667039,0.011696501220504476,0.019729482355334078
C1orf86,+-,0.201419757,0.29162383203394393,0.436070355328925,1,0.5832476640678879,0.3423515052888527,0.39519983728261976,0.6847030105777054
SKI,++,0.193426124,0.10741186340664675,0.9476044325607655,1,0.2148237268132935,0.1923311635475997,0.21926166988711482,0.3846623270951994
RER1,--,0.405540356,0.8885912218195013,0.2248841536161107,-1,0.4497683072322214,0.2943150615275094,0.3423515052888527,0.5886301230550188
PEX10,--,0.017576498,0.9831932396904453,0.011234803415738341,-1,0.022469606831476682,0.0430184074036408,0.04963384865744508,0.0860368148072816
PLCH2,-+,0.901169195,0.5993463151957801,0.5880568770858913,-1,1.1761137541717825,0.4695413403844198,0.5300040683482506,0.9390826807688396
PANK4,-+,0.041804401,0.6219904789189886,0.07867933720674988,-1,0.15735867441349977,0.15854774738126717,0.1804312449145647,0.31709549476253435
HES5,++,0.126251404,0.09825150686348587,0.9256256327249338,1,0.19650301372697174,0.18114320585842147,0.2064476761924133,0.36228641171684295
TNFRSF14,-+,0.07538118,0.1291660873946974,0.5823722623631088,1,0.2583321747893948,0.2124694873881204,0.24641513271636326,0.4249389747762408
ARHGEF16,-+,0.347769569,0.40602749042026837,0.4939441302909116,1,0.8120549808405367,0.411920260374288,0.46516831079019627,0.823840520748576
TPRG1L,--,0.010444663,0.8632874436069324,0.01727600454638431,-1,0.03455200909276862,0.058273161802094985,0.06600895036615134,0.11654632360418997
WDR8,-+,0.201778558,0.20728150115005764,0.7937798421946162,1,0.4145630023001153,0.28020748576078114,0.32777382284145223,0.5604149715215623
LRRC47,-+,0.205764139,0.7947083907609203,0.20963603457045887,-1,0.41927206914091775,0.2825180514593715,0.32933279088689993,0.565036102918743
KIAA0562,-+,0.308605337,0.3580277359652666,0.5676860314091051,1,0.7160554719305332,0.38588283157038245,0.43964202176344963,0.7717656631407649
DFFB,++,0.040601685,0.015327336586817567,0.9919949878435393,1,0.030654673173635134,0.05268510984540277,0.06071392250584766,0.10537021969080554
AJAP1,-+,0.003712828,0.20833546128277095,0.0129104083682653,-1,0.0258208167365306,0.047188040272551614,0.05339707078925956,0.09437608054510323
NPHP4,-+,0.221789513,0.25653808348499807,0.6921837275295715,1,0.5130761669699961,0.318246541903987,0.37048713515712395,0.636493083807974
KCNAB2,--,0.033098502,0.9551856375186165,0.028823048661856053,-1,0.057646097323712106,0.08430794264212346,0.09367371847030105,0.16861588528424692
CHD5,-+,0.465072285,0.48509795269185946,0.4890587952186598,1,0.9701959053837189,0.44416192026037427,0.5055425607647717,0.8883238405207485
RPL22,--,0.013133708,0.9563154835282921,0.013249430074152876,-1,0.026498860148305752,0.04789992881114614,0.05471928397070789,0.09579985762229228
ICMT,+-,0.266144944,0.6438360554447885,0.30476682266313854,-1,0.6095336453262771,0.35157123970304077,0.40439381611065905,0.7031424794060815
GPR153,--,0.336207303,0.9427488779946966,0.13670966446621122,-1,0.27341932893242243,0.21987186006305298,0.25457689178193654,0.43974372012610596
ACOT7,--,1.70599e-4,0.8734795504900712,4.3625915683712015e-4,-1,8.725183136742403e-4,0.0028475541543781144,0.0028478437754271765,0.005695108308756229
TNFRSF25,+-,0.178584457,0.27916481936814247,0.344848748732757,1,0.5583296387362849,0.33390968266883647,0.38655547645682903,0.6678193653376729
PLEKHG5,--,0.128546442,0.8944198898288642,0.11583667608866587,-1,0.23167335217733173,0.20034577443303161,0.229759967453214,0.40069154886606323
NOL9,+-,0.005388764,0.01795872562482183,0.17581700295763128,1,0.03591745124964366,0.06000813669650122,0.0674260144411675,0.12001627339300244
ZBTB48,++,0.813738483,0.4648832300207843,0.7179611189212312,1,0.9297664600415686,0.4362286411716843,0.4971015966642937,0.8724572823433686
KLHL21,+-,0.078445131,0.127967899531575,0.6311979383861158,1,0.25593579906315,0.2113506916192026,0.2449913556391742,0.4227013832384052
PHF13,--,0.545364326,0.8230109923424701,0.3242086741824941,-1,0.6484173483649882,0.3642835350350859,0.41792107404393813,0.7285670700701719
THAP3,--,0.29602706,0.9465789225148104,0.12770623166334544,-1,0.2554124633266909,0.21112580087460592,0.2444060211554109,0.42225160174921184
DNAJC11,+-,0.114713951,0.6186584725148111,0.1724500529930058,-1,0.3449001059860116,0.25109325739855587,0.2951586655817738,0.5021865147971117
CAMTA1,+-,0.017947472,0.04688843800061064,0.3337941015465284,1,0.09377687600122128,0.1161513425549227,0.13047899928811146,0.2323026851098454
VAMP3,++,0.003750468,0.0050220946279999935,0.9425771281571205,1,0.010044189255999987,0.023494711147274208,0.025831384114715753,0.046989422294548416
PER3,++,0.207042884,0.1760158586848269,0.8667267668389235,1,0.3520317173696538,0.25335638730675347,0.2992982812976711,0.5067127746135069
PARK7,-+,0.308760674,0.6248890385072097,0.3414155620369559,-1,0.6828311240739118,0.37577545001525475,0.4282953620829943,0.7515509000305095
ERRFI1,--,0.183984738,0.9344456329414362,0.11750257507497076,-1,0.23500515014994153,0.20237974168615885,0.23199755899104962,0.4047594833723177
SLC45A1,--,4.10955e-4,0.9791997199601947,4.493710435496068e-4,-1,8.987420870992136e-4,0.0028475541543781144,0.0029495524816924327,0.005695108308756229
RERE,+-,0.057444288,0.27768207623662633,0.12237497463706982,-1,0.24474994927413965,0.20685446964303875,0.23728641171684295,0.4137089392860775
ENO1,-+,0.340972753,0.5007382857818333,0.39935031702186263,-1,0.7987006340437253,0.40903081460388485,0.46145240032546786,0.8180616292077697
SLC2A5,--,0.111581554,0.9011325963524419,0.10192839186711124,-1,0.20385678373422247,0.18559951184785925,0.21084214808787632,0.3711990236957185
SPSB1,+-,0.063028184,0.12478659178540843,0.40827551041938465,1,0.24957318357081687,0.20870626525630595,0.24122851622088884,0.4174125305126119
SLC25A33,++,0.603492603,0.37675915914554114,0.7826304261113501,1,0.7535183182910823,0.3974776240846216,0.4492016678531476,0.7949552481692432
PIK3CD,+-,0.024789888,0.05507705704236215,0.5340534481694655,1,0.1101541140847243,0.12693246541903988,0.14390318315875114,0.25386493083807976
CLSTN1,--,0.535163764,0.8658566879129649,0.26748688089456174,-1,0.5349737617891235,0.32675683921488863,0.37876322213181446,0.6535136784297773
CTNNBIP1,+-,0.533187172,0.5498578797119589,0.501205270883032,-1,1.002410541766064,0.45072714329299296,0.511493083807974,0.9014542865859859
LZIC,--,0.025052715,0.9644813742305316,0.020823375384757207,-1,0.041646750769514414,0.0674260144411675,0.07373881204231082,0.134852028882335
RBP7,+-,0.159784082,0.21369188648835913,0.6489550629186914,1,0.42738377297671826,0.28569975589910496,0.3325536458863012,0.5713995117982099
UBE4B,+-,0.096763951,0.38115310562223786,0.17551996328784367,-1,0.35103992657568733,0.2531272246516831,0.29831163547599676,0.5062544493033662
KIF1B,++,0.019225468,0.0014894039379555583,0.9996775874938912,1,0.0029788078759111166,0.00854353132628153,0.010271534628292485,0.01708706265256306
PGD,++,0.740444288,0.4732166994126578,0.7053750379240198,1,0.9464333988253156,0.43978844589096827,0.5001525475439845,0.8795768917819365
CORT,-+,0.001221536,0.6099250427354644,0.003933332151565962,-1,0.007866664303131925,0.019424387267364996,0.02146053702196908,0.03884877453472999
DFFA,++,0.022202528,0.005993942942304414,0.9970339278840624,1,0.011987885884608827,0.026647681041497152,0.031221397335502898,0.053295362082994305
PEX14,--,0.149977715,0.9840032660531866,0.04654038742457275,-1,0.0930807748491455,0.11552933997762636,0.12978030919446704,0.23105867995525273
TARDBP,++,0.245801124,0.14443395034435189,0.9273811667382661,1,0.28886790068870377,0.22681041497152157,0.26502593308247735,0.45362082994304315
SRM,-+,0.417146067,0.6164022880263323,0.41296797402932045,-1,0.8259359480586409,0.4148276212752975,0.46867371847030104,0.829655242550595
EXOSC10,++,0.326289139,0.21699041283613962,0.879023144246957,1,0.43398082567227925,0.28875101708706263,0.3357062951286484,0.5775020341741253
UBIAD1,--,0.035969663,0.8526418871941639,0.04981198244531847,-1,0.09962396489063693,0.12030916302247534,0.13537428803905616,0.24061832604495068
PTCHD2,++,0.080290543,0.017500717169459935,0.9948237125436541,1,0.03500143433891987,0.05909275834011391,0.06661242753991661,0.11818551668022782
FBXO2,++,0.359194382,0.17628961232313403,0.9196388991049238,1,0.35257922464626806,0.25386493083807976,0.29970507474829655,0.5077298616761595
FBXO44,+-,0.386965075,0.3365327983374322,0.7459837108614946,1,0.6730655966748644,0.3728641171684296,0.4248957591782772,0.7457282343368592
FBXO6,++,0.366872566,0.25749946350003367,0.8484342226255301,1,0.5149989270000673,0.31865337672904803,0.37160581714634394,0.6373067534580961
MAD2L2,+-,0.031776311,0.5486483927860598,0.06676503959584494,-1,0.13353007919168988,0.14319129462015662,0.16141171684296177,0.28638258924031323
AGTRAP,++,0.258667228,0.09237268556277188,0.9646082391003684,1,0.18474537112554376,0.17453213995117983,0.1988202989931862,0.34906427990235966
MTHFR,+-,0.017135674,0.11076311822002465,0.0483891412544894,-1,0.0967782825089788,0.11817349740669175,0.13211960943856793,0.2363469948133835
CLCN6,+-,0.057697659,0.12517804509707964,0.2177488059054316,1,0.2503560901941593,0.20911310008136696,0.241838706396827,0.41822620016273393
NPPA,--,0.113530805,0.9701705289046743,0.05912334218574609,-1,0.11824668437149218,0.13281806162920776,0.14981692432872254,0.2656361232584155
KIAA2013,+-,0.055169101,0.10906392572502077,0.46791242303515773,1,0.21812785145004154,0.19446704637917006,0.2213973355028984,0.3889340927583401
PLOD1,--,0.69198764,0.7471755059009566,0.42545413693744943,-1,0.8509082738748989,0.42113291975999184,0.4748779495524817,0.8422658395199837
MFN2,++,0.274120787,0.19467178895933285,0.8840160390373636,1,0.3893435779186657,0.2704434499593165,0.31801078002644156,0.540886899918633
TNFRSF1B,+-,0.5260397,0.4305093357602886,0.6876309786031659,1,0.8610186715205772,0.4227013832384052,0.4786941930234923,0.8454027664768105
VPS13D,-+,0.261114888,0.29534657706292045,0.6626231917463291,1,0.5906931541258409,0.34458909682668837,0.39814908979965424,0.6891781936533767
DHRS3,++,0.165472097,0.16364213781831238,0.8404671781698397,1,0.32728427563662477,0.24328722538649308,0.28556900233906235,0.48657445077298617
PRDM2,+-,0.121376873,0.2113217436423702,0.34180254825831957,1,0.4226434872847404,0.28386899918633035,0.33041798027051766,0.5677379983726607
EFHD2,--,0.016405805,0.9758382097920648,0.012428614995428997,-1,0.024857229990857994,0.04556086647004983,0.052379983726606995,0.09112173294009966
CASP9,+-,0.109418446,0.17251275540019348,0.5737102954667131,1,0.34502551080038696,0.2511187957689178,0.29523034679141663,0.5022375915378356
DNAJC16,--,0.028613577,0.9989528118198577,0.003929399024810532,-1,0.007858798049621064,0.019424387267364996,0.021358828315703824,0.03884877453472999
RSC1A1,--,0.244604307,0.8105283156655183,0.2270780600464425,-1,0.454156120092885,0.2963490287806366,0.3441822620016273,0.5926980575612733
PLEKHM2,+-,0.006764794,0.012681251898515296,0.8389944739781332,1,0.025362503797030592,0.04627746135069162,0.05308654530662056,0.09255492270138324
SLC25A34,+-,0.08169897,0.14006200221125717,0.5560590464417308,1,0.28012400442251434,0.2230471928397071,0.25983931658700293,0.4460943856794142
SPEN,+-,0.043624064,0.08259566880308541,0.6047493305154178,1,0.16519133760617083,0.1634458909682669,0.1865147971117665,0.3268917819365338
ZBTB17,+-,0.090958521,0.13716320556055184,0.6766564192802592,1,0.2743264111211037,0.2201993490642799,0.2554662869927794,0.4403986981285598
C1orf64,--,0.216569007,0.8090933935946967,0.21066399498699942,-1,0.42132798997399884,0.28353503508593514,0.3300447518307567,0.5670700701718703
FAM131C,--,0.498730993,0.8719433109842334,0.25721891523675056,-1,0.5144378304735011,0.3185192718397234,0.37123677786818554,0.6370385436794468
FBXO42,+-,0.320526404,0.43830338971355426,0.39779070261478583,-1,0.7955814052295717,0.40801383097732125,0.4602318958502848,0.8160276619546425
C1orf144,+-,0.593479026,0.5004312038646829,0.6105379970313606,1,1.0008624077293657,0.4503661513425549,0.5110342723482152,0.9007323026851098
NECAP2,++,0.008259925,0.0014440661898357755,0.9992065522284789,1,0.002888132379671551,0.008034987794955248,0.010068137902979762,0.016069975589910496
ATP13A2,--,0.34283839,0.8775748627806496,0.22331437774687765,-1,0.4466287554937553,0.2932980779009458,0.3407241659886086,0.5865961558018916
SDHB,-+,0.098073689,0.624145793340719,0.15263421277195266,-1,0.3052684255439053,0.23339774229634902,0.27451179820992677,0.46679548459269804
PADI1,+-,0.156585019,0.39379580619828775,0.24894111180123657,-1,0.49788222360247314,0.3123156717176854,0.36360862489829127,0.6246313434353707
RCC2,+-,0.464610955,0.4615204857154288,0.5589024684116055,1,0.9230409714308576,0.4354149715215622,0.4950676294111665,0.8708299430431244
ARHGEF10L,++,0.214871629,0.08242105016970272,0.9683296288050784,1,0.16484210033940544,0.16314076484947113,0.18631140038645377,0.32628152969894225
IGSF21,-+,0.056904775,0.5435895994936687,0.10669938839741326,-1,0.21339877679482652,0.19139631851927183,0.21806346623270953,0.38279263703854366
ALDH4A1,++,0.064701779,0.02184346204789836,0.9912378171366163,1,0.04368692409579672,0.0691619202603743,0.0755618834536764,0.1383238405207486
UBR4,+-,0.0855353,0.1943499789169234,0.17072775567079007,-1,0.34145551134158014,0.24966948032136682,0.29403986981285596,0.49933896064273364
KIAA0090,--,0.04207809,0.9871317272313422,0.019857230386342215,-1,0.03971446077268443,0.065595443913353,0.07211147274206672,0.131190887826706
MRTO4,+-,0.472955899,0.4853211133291984,0.5032513518120325,1,0.9706422266583968,0.44446704637917006,0.5055425607647717,0.8889340927583401
AKR7A3,-+,0.160833989,0.31452476621618536,0.26212412256194856,-1,0.5242482451238971,0.3224855079833215,0.3755085435313263,0.644971015966643
AKR7A2,-+,0.099237734,0.5045890188242445,0.16788150475894373,-1,0.33576300951788746,0.24651683107901962,0.290073230268511,0.49303366215803923
PQLC2,+-,0.074510019,0.12068604792096273,0.6518264202950582,1,0.24137209584192545,0.20565500406834825,0.23573680463744534,0.4113100081366965
CAPZB,++,0.089008146,0.029555088649376064,0.9890855935203352,1,0.05911017729875213,0.08574043938161106,0.0954947625343232,0.17148087876322213
NBL1,++,0.003929026,0.005577694202140192,0.932935081877821,1,0.011155388404280384,0.02532546786004882,0.028577239906437506,0.05065093572009764
OTUD3,--,0.129223221,0.986830160334246,0.038930873282156025,-1,0.07786174656431205,0.10271534628292485,0.11645646867371846,0.2054306925658497
PLA2G5,--,0.208714326,0.9028119590693525,0.15326424654999599,-1,0.30652849309999197,0.23360113902166174,0.2748169243287225,0.4672022780433235
CAMK2N1,+-,0.025388109,0.28255765653737325,0.06357859501440925,-1,0.1271571900288185,0.13942845520187125,0.15693653376729047,0.2788569104037425
FAM43B,--,0.148161517,0.9874180001259034,0.038853256594668414,-1,0.07770651318933683,0.10261364792026849,0.1161513425549227,0.20522729584053698
PINK1,--,0.148861985,0.8880079934531095,0.1314418974539843,-1,0.2628837949079686,0.21448184684226584,0.24867778681855165,0.4289636936845317
DDOST,-+,0.11383867,0.6495721246548724,0.16677960362848243,-1,0.33355920725696486,0.24560154581511237,0.2884458909682669,0.49120309163022474
KIF17,--,0.598029026,0.7785728835124539,0.38006997685454047,-1,0.7601399537090809,0.399776263602156,0.45046786004882017,0.799552527204312
SH2D5,--,0.156600281,0.9494445001648093,0.09385897281206687,-1,0.18771794562413374,0.17614156412081766,0.20056956875508544,0.3522831282416353
HP1BP3,+-,0.001349906,0.004308240671004938,0.6068800425106965,1,0.008616481342009876,0.021053702196908056,0.022780433235024915,0.04210740439381611
EIF4G3,++,0.03014279,0.002745389479680076,0.9993883112133414,1,0.005490778959360152,0.01515459723352319,0.016271738025017798,0.03030919446704638
ECE1,--,0.534956273,0.7922830920691724,0.35441938639352444,-1,0.7088387727870489,0.3833011288518255,0.43633034987794955,0.766602257703651
ALPL,-+,0.714245599,0.5002794770186725,0.6689712193649316,1,1.000558954037345,0.4502644426362897,0.5110342723482152,0.9005288852725793
RAP1GAP,-+,0.156996816,0.5459442533693445,0.22924849202140932,-1,0.45849698404281863,0.29736601240720023,0.3462164361269325,0.5947320248144005
USP48,+-,0.015556554,0.5034526582715647,0.038216541209984654,-1,0.07643308241996931,0.10180006101901759,0.11513425549227013,0.20360012203803518
CDC42,+-,0.157402434,0.2522115224717448,0.37256183960962314,1,0.5044230449434896,0.31438161106590723,0.36682599410149497,0.6287632221318145
ZBTB40,+-,0.296648127,0.35966683111827763,0.5252228602988364,1,0.7193336622365553,0.38720504475183076,0.4410657988406387,0.7744100895036615
EPHA8,--,0.494098783,0.8725135564572453,0.2561260247102119,-1,0.5122520494204238,0.3177056849384725,0.3700162733930024,0.635411369876945
C1QA,++,0.653229682,0.4299218466586521,0.737033435130367,1,0.8598436933173041,0.4224979658258747,0.47838909793552326,0.8449959316517494
C1QC,++,0.232743539,0.21943900692819368,0.8117673310178042,1,0.43887801385638736,0.290480065093572,0.3373334689311502,0.580960130187144
C1QB,-+,0.387778184,0.5207237980742574,0.42684488741540594,-1,0.8536897748308119,0.4215397132106173,0.4756916192026037,0.8430794264212346
EPHB2,+-,0.179472659,0.6261502430343383,0.23695091180755806,-1,0.4739018236151161,0.30356961252923825,0.3531326281529699,0.6071392250584765
LUZP1,--,0.182452809,0.9501472903699023,0.10144547904875699,-1,0.20289095809751398,0.18478592494660837,0.21013018714401951,0.36957184989321673
ZNF436,--,0.074490918,0.9253150866985721,0.06733193693897051,-1,0.13466387387794101,0.1445133733346893,0.16212367778681855,0.2890267466693786
TCEA3,-+,0.406463015,0.3905279399408906,0.6564681916324562,1,0.7810558798817812,0.4051057770545159,0.45703244177768737,0.8102115541090318
ID3,++,0.652611423,0.3583544533415043,0.802349871039876,1,0.7167089066830086,0.38628966639544343,0.4399471168514187,0.7725793327908869
RPL11,++,0.102179026,0.0471017878369776,0.9781769093522021,1,0.0942035756739552,0.11686330349877949,0.13078409437608055,0.23372660699755898
TCEB3,--,0.523913858,0.78379969504009706,0.3596202349907221,-1,0.7192404699814442,0.38706396827011086,0.44100895036615134,0.7741279365402217
C1orf128,--,0.144548408,0.9673269685575064,0.07125774082178063,-1,0.14251548164356126,0.14858130784094375,0.169039869812856,0.2971626156818875
LYPLA2,++,0.165263109,0.0500498348783081,0.9828506567418024,1,0.1000996697566162,0.12052481692432872,0.13607240923421132,0.24104963384865744
GALE,-+,0.136612453,0.2151864987758945,0.4858695074654685,1,0.430372997551789,0.2870219690805533,0.33438421641411575,0.5740439381611065
HMGCL,--,0.418324345,0.7898514730448938,0.3218751963637803,-1,0.6437503927275606,0.3632665514085223,0.41670056956875506,0.7265331028170446
FUCA1,--,0.248994569,0.892215132830302,0.17824913618879404,-1,0.3564982723775881,0.256483270619343,0.30217656631407647,0.512966541238686
PNRC2,--,0.021720974,0.9738605135010222,0.016233342353937183,-1,0.032466684707874366,0.05583240109834232,0.06346623270951994,0.11166480219668463
FUSIP1,+-,0.068464045,0.2588096744627858,0.14116332030034318,-1,0.28232664060068635,0.22434658801993287,0.26037428803905616,0.44869317603986575
C1orf201,-+,0.655325281,0.5490673640236646,0.5626605021362802,1,1.0981347280473293,0.46409682668836455,0.5243567578561985,0.9281936533767291
RCN3,-+,0.137319569,0.42196045266159393,0.22338838863146077,-1,0.44677677726292153,0.29350147462625853,0.34092758340113916,0.5870029492525171
SRRM1,+-,0.112909925,0.7646045618669387,0.1443627609753361,-1,0.2887255219506722,0.22678734872368556,0.2646460537021969,0.4535746974473711
CLIC4,++,0.07534176,0.06867632487171528,0.9232894858153653,1,0.13735264974343056,0.14574857607811229,0.16434455405267975,0.29149715215622457
SYF2,-+,0.030347285,0.7993653823666551,0.0486879128663995,-1,0.097375825732799,0.11868198921997355,0.13303498779495526,0.2373639784399471
C1orf63,-+,0.061485393,0.1137231465292886,0.5389919038151201,1,0.2274462930585772,0.1983319772172498,0.22709244381165464,0.3966639544344996
TMEM50A,++,0.371801217,0.19269720371377164,0.9092396567216608,1,0.3853944074275433,0.2684092758340114,0.3165870029492525,0.5368185516680228
TMEM57,--,0.367341199,0.9166106362703687,0.1816419445119928,-1,0.3632838890239856,0.25912742804840844,0.30573637103336043,0.5182548560968169
LDLRAP1,++,0.292168446,0.16455763834846723,0.9200083868505201,1,0.32911527669693447,0.2436940602115541,0.28648428760296957,0.4873881204231082
MAN1C1,-+,0.441576966,0.7483361714010617,0.35921634415419224,-1,0.7184326883083845,0.38675887318214175,0.4406021155410903,0.7735177463642835
SEPN1,++,0.110220693,0.024193352989710513,0.9927641307767532,1,0.048386705979421026,0.07577298616761595,0.08217227702633988,0.1515459723352319
PAQR7,++,0.287935581,0.12514266886320996,0.9476771521304153,1,0.2502853377264199,0.20901139137510172,0.241838706396827,0.41802278275020344
STMN1,--,0.071179307,0.9829552939175308,0.033004607563429954,-1,0.06600921512685991,0.09264720837994508,0.10292921074043938,0.18529441675989017
EXTL1,++,0.037032678,0.03994748551891802,0.9208108814359,1,0.07989497103783604,0.10486167615947925,0.11898708430794264,0.2097233523189585
PDIK1L,-+,0.166471442,0.7964954383001095,0.18083190652950504,-1,0.3616638130590101,0.25821214278450116,0.3052278275020342,0.5164242855690023
ZNF593,--,0.20447827700000001,0.9178661741746375,0.13964666953475455,-1,0.2792933390695091,0.22251601749211838,0.2591537835638731,0.44503203498423677
CCDC21,--,0.023503933,0.94605728723992,0.023551924137515112,-1,0.047103848275030225,0.07322282111258009,0.07953620829943044,0.14644564222516018
SH3BGRL3,-+,0.027082303,0.057181321626488965,0.5825826423823833,1,0.11436264325297793,0.12998372660699756,0.1471575307637547,0.2599674532139951
CD52,--,0.060396629,0.9971351179358566,0.010512888103488492,-1,0.021025776206976984,0.04139123360113902,0.047294548413344184,0.08278246720227804
ZNF683,-+,0.509747004,0.52347510386644025,0.49906345231811045,-1,0.9981269046362209,0.44971015966642935,0.5108828315703824,0.8994203193328587
DHDDS,+-,0.097979775,0.8097872830833026,0.12008425469961077,-1,0.24016850939922155,0.20522729584053698,0.23515052888527258,0.41045459168107395
HMGN2,++,0.487336891,0.2772868448118945,0.8559855794805533,1,0.554573689623789,0.3325874694873881,0.3848266042916709,0.6651749389747762
RPS6KA1,-+,0.174619944,0.6782443785820803,0.22094418083719594,-1,0.4418883616743919,0.2919759991864131,0.33899511798209925,0.5839519983728262
ARID1A,--,0.152048034,0.9431010868688947,0.09781732419108793,-1,0.19563464838217587,0.18041289535238483,0.20616354759967453,0.36082579070476967
PIGV,-+,0.014142041,0.1814030621996896,0.040526703293265375,-1,0.08105340658653075,0.10627478897589748,0.11971114727420668,0.21254957795179497
ZDHHC18,--,0.241338483,0.9463403242213189,0.120409345477367,-1,0.240818690954734,0.20553239092850606,0.2353539462978031,0.4110647818570121
GPATCH3,+-,9.84363e-4,0.4059890855863188,0.0037286716460712423,-1,0.007457343292142485,0.01881419709142683,0.02013832384052075,0.03762839418285366
NUDC,+-,0.600064888,0.49299285329483133,0.6288812357208072,1,0.9859857065896627,0.448026851098454,0.5082884165564935,0.896053702196908
SLC9A1,--,0.160078933,0.982412686928777,0.05061704775208215,-1,0.1012340955041643,0.12102105156106986,0.13679820992676972,0.24204210312213972
WDTC1,-+,0.452524813,0.4156881377946961,0.6541948569870529,1,0.8313762755893922,0.4169039869812856,0.47025322892301435,0.8338079739625712
WASF2,+-,1.8015e-4,7.155913812365338e-4,0.5976263370581453,1,0.0014311827624730676,0.0038649308380797396,0.004881521407505339,0.007729861676159479
AHDC1,++,0.072466667,0.02618566782512398,0.9892329953695996,1,0.05237133565024796,0.0798413344182262,0.08837587714837791,0.1596826688364524
IFI6,--,0.532172753,0.8035107025635009,0.3428873737662546,-1,0.6857747475325092,0.37658903691650564,0.4286004882017901,0.7531780738330113
FAM76A,--,0.222895693,0.8688768028144215,0.1829858482803776,-1,0.3659716965607552,0.26105969693887926,0.3070585842148088,0.5221193938777585
STX12,-+,0.041070037,0.8226534404100034,0.059442999289387004,-1,0.11888599857877401,0.13322485507983323,0.15022375915378355,0.26644971015966645
PPP1R8,--,0.054926966,0.993193897192716,0.017205238698801396,-1,0.03441047739760279,0.058069765076782263,0.06570382424735557,0.11613953015356453
RPA2,--,0.325768071,0.8652438595474632,0.22919084415947108,-1,0.45838168831894216,0.2972643140445439,0.34611472742066723,0.5945286280890878
