gene_symbol,female_AMY_male_AMY,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
GAK,+-,0.361218914,0.4237455807549339,0.4613836915413744,1,0.8474911615098678,0.4204637917005696,0.47391436997864334,0.8409275834011392
TMEM175,--,0.212745037,0.9160475941914176,0.1443902134765265,-1,0.288780426953053,0.22678734872368556,0.26474776240846215,0.4535746974473711
DGKQ,+-,0.243360019,0.6008717281240644,0.2984978944342663,-1,0.5969957888685326,0.3468931150208482,0.4004271765663141,0.6937862300416964
SAT1,-+,0.107891011,0.1311664758056232,0.8012181541788794,1,0.2623329516112464,0.21409682668836452,0.24865249669480322,0.42819365337672904
FGFRL1,+-,0.010245974,0.028611683683407246,0.39183133755140287,1,0.05722336736681449,0.08390968266883646,0.09315570019322689,0.16781936533767292
SPON2,--,0.261105524,0.8903206339877767,0.1845091331737414,-1,0.3690182663474828,0.26197498220278653,0.3090927583401139,0.5239499644055731
CTBP1,++,0.056329775,0.010225039836829188,0.9971524583189236,1,0.020450079673658375,0.04058177379983727,0.046171056645988,0.08116354759967453
MAEA,-+,0.027735487,0.804586026344297,0.044793986131603174,-1,0.08958797226320635,0.11319027763653006,0.12723759153783565,0.2263805552730601
KIAA1530,++,0.105216199,0.07747412955699831,0.9420568838532772,1,0.15494825911399662,0.15683482506102522,0.17939591172582123,0.31366965012205045
CRIPAK,++,0.102540637,0.04907038155830256,0.9765182840443978,1,0.09814076311660512,0.11930431244914565,0.13373334689311503,0.2386086248982913
SLBP,-+,0.089819382,0.7018249404245807,0.13216052553641724,-1,0.2643210510728345,0.21549883046882945,0.24918633034987794,0.4309976609376589
TMEM129,++,0.103081367,0.029723009311583087,0.9900888210195706,1,0.059446018623166175,0.08614727420667209,0.09600325434760501,0.17229454841334418
FGFR3,++,0.564591011,0.32614722875951124,0.8233369302494329,1,0.6522944575190225,0.36513425549227013,0.4186921590562392,0.7302685109845403
LETM1,+-,0.0360397,0.6082460129792903,0.07065135286464062,-1,0.14130270572928125,0.14776772093969287,0.16822620016273393,0.29553544187938574
WHSC1,++,0.189917603,0.06459479952506607,0.9766201472428218,1,0.12918959905013214,0.14086655817737997,0.1584460490186108,0.28173311635475995
WHSC2,++,0.642476311,0.4428732844935696,0.7200500749307776,1,0.8857465689871392,0.426973148901546,0.485914776772094,0.853946297803092
POLN,++,0.330429213,0.20274410156770556,0.8943790028087284,1,0.4054882031354111,0.2769528071602929,0.32482457032441775,0.5539056143205858
MXD4,++,0.209792603,0.07988368484438028,0.9694584155031016,1,0.15976736968876057,0.15947925142392189,0.18193837079223024,0.31895850284784377
ZFYVE28,+-,0.016458989,0.25644989717250727,0.044917661045930736,-1,0.08983532209186147,0.11319027763653006,0.12744100895036614,0.2263805552730601
RNF4,-+,0.006018727,0.6282672241554997,0.015560704467749981,-1,0.031121408935499962,0.05379843384521509,0.06194060211554109,0.10759686769043018
C4orf8,++,0.0064383900000000004,0.007669367392604541,0.9488853546649297,1,0.015338734785209081,0.032750203417412534,0.03742499745754093,0.06550040683482507
TNIP2,+-,0.314913764,0.37795133080615667,0.508053771967898,1,0.7559026616123133,0.3980878763222132,0.44971015966642935,0.7961757526444264
ADD1,+-,0.056370974,0.09800022782900772,0.6419290996350332,1,0.19600045565801544,0.18053295362082994,0.20634597782975694,0.3610659072416599
MFSD10,-+,0.304280056,0.4123845439884104,0.3896501926292867,-1,0.7793003852585734,0.4046577850096613,0.45616354759967453,0.8093155700193226
GRK4,++,0.034955524,0.0065988574147449,0.9979598693284708,1,0.0131977148294898,0.029088689991863304,0.03427234821519373,0.05817737998372661
RGS12,++,0.124317978,0.09130660216288888,0.9352835897950285,1,0.18261320432577777,0.1727013832384052,0.1983118071799044,0.3454027664768104
FADS3,+-,0.109381461,0.14664014912708062,0.7373682720877781,1,0.29328029825416124,0.2281326281529699,0.2677717888741991,0.4562652563059398
LRPAP1,--,0.284328745,0.9159079826491778,0.16739867513598247,-1,0.33479735027196494,0.2460083392657378,0.2891578519121237,0.4920166785314756
ADRA2C,--,0.543474345,0.8499945959397097,0.2903683526390132,-1,0.5807367052780265,0.3409946099867792,0.3945280716029292,0.6819892199735584
TMEM128,++,0.289941573,0.19279456933613304,0.892526025575024,1,0.3855891386722661,0.26891781936533765,0.3165870029492525,0.5378356387306753
LYAR,++,0.145104963,0.05842654448810906,0.9769192055108789,1,0.11685308897621811,0.13140764849471115,0.14908979965422556,0.2628152969894223
ZNF509,-+,0.532290824,0.7328830646458857,0.4028587607433131,-1,0.8057175214866262,0.41096308349435573,0.4633848657445077,0.8219261669887115
D4S234E,--,0.016562172,0.8604382660186702,0.02572030473913172,-1,0.05144060947826344,0.0792230245093054,0.08614727420667209,0.1584460490186108
STX18,++,0.177792135,0.13723583168045067,0.9052927919318149,1,0.27447166336090134,0.22030105777054515,0.2557713820807485,0.4406021155410903
MSX1,++,0.003069663,0.00474302399593379,0.9233883755040874,1,0.00948604799186758,0.022477624084621645,0.024407607037526695,0.04495524816924329
STK32B,+-,0.515028464,0.7140518027822133,0.4097988609300902,-1,0.8195977218601804,0.4134038441981084,0.4662327095199349,0.8268076883962168
CRMP1,-+,0.139031554,0.7832585829996812,0.16302356399411924,-1,0.3260471279882385,0.242957388386047,0.28458096013018713,0.485914776772094
JAKMIP1,--,0.342449532,0.8981202016988457,0.20147721254316162,-1,0.40295442508632323,0.2757042611613953,0.32282343368592353,0.5514085223227906
WFS1,--,0.409178839,0.9176626223296958,0.18276448317234087,-1,0.36552896634468174,0.26085630021356654,0.30695687550854356,0.5217126004271331
PPP2R2C,--,0.013819195,0.942809449118399,0.015468049443633121,-1,0.030936098887266242,0.05288314858130784,0.061432058584214806,0.10576629716261568
MAN2B2,--,0.121718071,0.8361677680199462,0.13312220089674306,-1,0.26624440179348613,0.21661751245804942,0.2505085435313263,0.43323502491609883
MRFAP1,--,0.24547706,0.8926415406207346,0.17650389673773373,-1,0.35300779347546746,0.25414420827824674,0.30034580960130186,0.5082884165564935
MRFAP1L1,++,0.045984082,0.042896645430218545,0.9381416417999423,1,0.08579329086043709,0.10994711147274207,0.12437709752872979,0.21989422294548414
CNO,-+,0.160261236,0.4176539982267356,0.2503398697066805,-1,0.500679739413361,0.31312925861893626,0.3647274206672091,0.6262585172378725
KIAA0232,--,0.222706367,0.9536127611713441,0.10681571348312374,-1,0.21363142696624748,0.19139631851927183,0.21826688364524002,0.38279263703854366
TBC1D14,++,0.029677622,0.004834999129228713,0.99858384193411,1,0.009669998258457426,0.022986167615947926,0.02501779721346486,0.04597233523189585
CCDC96,+-,0.533266011,0.6491591253557181,0.45530732029273235,-1,0.9106146405854647,0.4322180412895352,0.4918633034987795,0.8644360825790705
GRPEL1,--,0.019499625,0.9973786053028232,0.0051123359038421695,-1,0.010224671807684339,0.02389911522424489,0.02644426362896664,0.04779823044848978
SORCS2,++,0.096484644,0.09411684181066378,0.8947605996033328,1,0.18823368362132756,0.1762611879576892,0.20115936133428253,0.3525223759153784
ABLIM2,+-,0.042620225,0.257346104727501,0.09736331452342371,-1,0.19472662904684743,0.18010780026441575,0.20545158665581773,0.3602156005288315
SH3TC1,+-,0.229106929,0.55791151881768,0.29620462175437823,-1,0.5924092435087565,0.34557103630631547,0.39879983726607,0.6911420726126309
ACOX3,-+,0.111791386,0.5736772358302862,0.17530068786126465,-1,0.3506013757225293,0.25302552628902675,0.2978030919446705,0.5060510525780535
DRD5,--,0.822216105,0.6688994730840311,0.5173087885231056,-1,1.0346175770462112,0.4552018712498729,0.51678193653376725,0.9104037424997458
WDR1,-+,0.005154026,0.01595995941752094,0.3892184734965551,1,0.03191991883504188,0.05512611879576892,0.0629512864842876,0.11025223759153784
ZNF518B,-+,0.784851217,0.5656999215465898,0.6019775850095098,1,1.1313998430931795,0.46745321399511797,0.5272043120105766,0.9349064279902359
HS3ST1,-+,0.277900843,0.63849416186971,0.31508443145565296,-1,0.6301688629113059,0.3591986169022679,0.41141171684296174,0.7183972338045358
RAB28,-+,0.013828558,0.7100180686143289,0.028957900459538322,-1,0.057915800919076645,0.08440964100477982,0.09387713588283157,0.16881928200955965
CPEB2,--,0.534428933,0.7755189410681185,0.36957657702678015,-1,0.7391531540535603,0.39316587002949255,0.4455858421480879,0.7863317400589851
CC2D2A,+-,0.257630993,0.2776976143613808,0.7086978185113324,1,0.5553952287227616,0.33299430431244914,0.38513169937964,0.6659886086248983
FBXL5,-+,0.355289139,0.47258294026775716,0.4167410913340581,-1,0.8334821826681162,0.41726838197905014,0.47060618388934095,0.8345367639581003
PROM1,++,0.438058521,0.2503521144928614,0.8721881833250316,1,0.5007042289857228,0.31316110659072416,0.36479202684836776,0.6263222131814483
TAPT1,+-,0.009337266,0.027923527714206687,0.25897097433622035,1,0.055847055428413374,0.08268917819365337,0.09224041492931964,0.16537835638730675
LDB2,+-,0.572941667,0.5180633651144942,0.5550339919196466,1,1.0361267302289885,0.455553295362083,0.5171361741075968,0.911106590724166
QDPR,+-,0.196258427,0.38870997278464164,0.2928794714104387,-1,0.5857589428208774,0.34323197396521915,0.39625711960943855,0.6864639479304383
MED28,--,0.265176311,0.9475246346020116,0.1227086863815962,-1,0.2454173727631924,0.20736296145632055,0.23759153783563874,0.4147259229126411
LCORL,--,0.234664139,0.9477742934996709,0.11715510313926183,-1,0.23431020627852367,0.20207464659818977,0.23148901545972336,0.40414929319637954
SLIT2,--,0.495396067,0.8419141279741394,0.29518286504875774,-1,0.5903657300975155,0.34455405267975187,0.3979861676159479,0.6891081053595037
KCNIP4,--,0.157544101,0.8994932961763022,0.13030504005301724,-1,0.2606100801060345,0.21346486321570224,0.2481692432872254,0.4269297264314045
GPR125,+-,1.32303e-4,3.877203677909673e-4,0.832510136667625,1,7.754407355819346e-4,0.002339300244100895,0.002542459066409031,0.00467860048820179
PPARGC1A,-+,0.334648596,0.5151262912175574,0.3910782433796184,-1,0.7821564867592368,0.40516627682294315,0.4573840520748576,0.8103325536458863
DHX15,--,0.098902809,0.9881174137086886,0.03274975123046865,-1,0.0654995024609373,0.09193531984135056,0.10170870626525631,0.18387063968270112
SOD3,--,0.395975468,0.8956335589689766,0.21436750427216184,-1,0.42873500854432367,0.2860774941523441,0.3334011391375102,0.5721549883046883
CCDC149,+-,0.171066667,0.2149351084900256,0.6901913313567977,1,0.4298702169800512,0.2866151342554923,0.33428251805145937,0.5732302685109846
LGI2,--,0.011153652,0.9491801867705658,0.012278347998721005,-1,0.02455669599744201,0.04495067629411167,0.051973148901545974,0.08990135258822333
SLA,--,0.137404401,0.8652064265057663,0.13432634030984378,-1,0.26865268061968756,0.21732940099664397,0.2520341741253051,0.43465880199328794
ANAPC4,++,0.236568446,0.1817406683572536,0.8805987752556831,1,0.3634813367145072,0.2593572009764036,0.3059086748703346,0.5187144019528072
RBPJ,+-,0.167030243,0.20842443242427985,0.702286804660633,1,0.4168488648485597,0.28173311635475995,0.3285874097427031,0.5634662327095199
TBC1D19,--,0.054631648,0.9856164415573601,0.0253068186861073,-1,0.0506136373722146,0.07820604088274179,0.08502847843775427,0.15641208176548357
STIM2,++,0.117525468,0.09982855769517177,0.9136634001368404,1,0.19965711539034353,0.18348250610252237,0.20807484999491507,0.36696501220504474
PCDH7,+-,0.039809363,0.08702752959119181,0.4029755231271432,1,0.17405505918238362,0.16863303498779494,0.19190481033255363,0.3372660699755899
KIAA1239,--,0.042629869,0.9889263325763082,0.01864264664243892,-1,0.03728529328487784,0.062442794671005795,0.0693653376729048,0.12488558934201159
PGM2,++,0.14619794,0.14314440382551147,0.8583682499039319,1,0.28628880765102294,0.225793327908869,0.2627885691040374,0.451586655817738
TBC1D1,--,0.024247566,0.9352208610988045,0.02605709801779823,-1,0.05211419603559646,0.07973151632258721,0.08767290480065093,0.15946303264517442
KLF3,-+,0.079602247,0.4603842719731077,0.14559056206640486,-1,0.2911811241328097,0.22739753889962372,0.2659682668836452,0.45479507779924744
KLHL5,+-,0.070807022,0.13256571052830174,0.46695019111829417,1,0.2651314210566035,0.21582587469487388,0.24977117868402318,0.43165174938974776
WDR19,--,0.613427434,0.7570483313607235,0.40385024076682075,-1,0.8077004815336415,0.41136987694498117,0.46379170056956875,0.8227397538899623
RFC1,+-,0.29871676,0.3593741247690988,0.5331765070886638,1,0.7187482495381976,0.38689991863303497,0.44086240211532596,0.7737998372660699
RPL9,-+,0.356826124,0.44678134359435717,0.42388780327543313,-1,0.8477756065508663,0.42062442794671007,0.4741659886086249,0.8412488558934201
LIAS,+-,0.369068727,0.3436756244257364,0.7147869979179615,1,0.6873512488514728,0.37744100895036614,0.4291670904098444,0.7548820179007323
UGDH,+-,0.708772097,0.6762251048592853,0.4933366573013561,-1,0.9866733146027122,0.4480829858639276,0.508340113913751,0.8961659717278552
C4orf34,++,0.481934551,0.3209493882820733,0.8145991748530862,1,0.6418987765641466,0.3623881204231082,0.4157429065392047,0.7247762408462164
PDS5A,++,0.168663858,0.048587588458845546,0.9835857087654795,1,0.09717517691769109,0.11849064279902359,0.13291975999186414,0.23698128559804718
APBB2,--,0.254357303,0.9389114069288882,0.13286549918441,-1,0.26573099836882,0.21631241737008033,0.2502034174125305,0.43262483474016067
UCHL1,-+,0.00925,0.5299751269965374,0.024261923180454257,-1,0.048523846360908514,0.0760703752669582,0.082282343368592345,0.1521407505339164
LIMCH1,++,0.119638764,0.09464341007634405,0.9257161581834507,1,0.1892868201526881,0.1766680227827502,0.20136275805959525,0.3533360455655004
TMEM33,+-,0.361532584,0.5583245610626765,0.3981962418361316,-1,0.7963924836722632,0.40821722770263397,0.4607404393816111,0.8164344554052679
SLC30A9,--,0.098996348,0.9936261569298668,0.02152689602563037,-1,0.04305379205126074,0.06834129970507474,0.07506102522375915,0.13668259941014949
ATP8A1,--,0.208431461,0.9565308580411305,0.09998795080101268,-1,0.19997590160202536,0.18376894132004476,0.20819772172497966,0.3675378826400895
GUF1,-+,0.062402996,0.5460469295161025,0.11450065649321511,-1,0.22900131298643023,0.19902369571849893,0.22843775427176566,0.39804739143699785
GNPDA2,-+,0.237005056,0.372520983908734,0.3359645522759638,-1,0.6719291045519276,0.3725211024102512,0.42453213995117983,0.7450422048205024
GABRG1,++,0.173732678,0.05562974392209736,0.9804677130952417,1,0.11125948784419472,0.12794955248169243,0.1445133733346893,0.25589910496338486
GABRA2,-+,0.018706648,0.5477349405550781,0.043261825184561786,-1,0.08652365036912357,0.11074951693277738,0.12489829129373474,0.22149903386555475
GABRA4,--,0.57056779,0.8534340622080585,0.28632671431446044,-1,0.5726534286289209,0.3386555476456829,0.39137510170870626,0.6773110952913658
GABRB1,-+,0.4923147,0.624554671075156,0.44904445207757526,-1,0.8980889041551505,0.42926878877250074,0.4890154597233523,0.8585375775450015
COMMD8,-+,0.138716948,0.48726281884692196,0.21742702855546572,-1,0.43485405711093145,0.2889250483067223,0.3360455655004068,0.5778500966134446
ATP10D,-+,0.16968427,0.1842182923617039,0.7936754489345659,1,0.3684365847234078,0.2616965012205045,0.30865453066205634,0.523393002441009
LRP4,++,0.001144757,0.0012594010232700947,0.9735575170223625,1,0.0025188020465401893,0.0072213181448331975,0.008847757551103428,0.014442636289666395
NFXL1,+-,0.504702809,0.3915011157003573,0.7357678429740508,1,0.7830022314007146,0.40520748576078114,0.4575409335909692,0.8104149715215623
SLC10A4,-+,0.252459551,0.351466223713312,0.36700602165775476,1,0.702932447426624,0.38161106590724164,0.4343537069053188,0.7632221318144833
FRYL,+-,0.017213577,0.043964004929110116,0.40122492239129126,1,0.08792800985822023,0.11208299430431246,0.12580087460591885,0.2241659886086249
OCIAD1,+-,0.147112266,0.23500624623885313,0.42072449337425144,1,0.47001249247770627,0.30217656631407647,0.35157123970304077,0.6043531326281529
OCIAD2,-+,0.102316011,0.5839302473051333,0.1628033320310332,-1,0.3256066640620664,0.242957388386047,0.28417412530512615,0.485914776772094
DCUN1D4,--,0.488935581,0.7516501184976827,0.374805957922146,-1,0.749611915844292,0.3965219159971524,0.448026851098454,0.7930438319943048
SGCB,+-,0.082807584,0.12352116817769132,0.7066732908863639,1,0.24704233635538264,0.20758746948738813,0.23909285060510527,0.41517493897477625
USP46,+-,0.246631554,0.2993805519256897,0.6080159740724755,1,0.5987611038513794,0.3477420667209113,0.4010983423166887,0.6954841334418226
RASL11B,--,0.302967978,0.8255321602282936,0.249230465568135,-1,0.49846093113627,0.3125190684429981,0.36411716842961755,0.6250381368859962
SCFD2,-+,0.093789513,0.1708444176410966,0.3888782449166694,1,0.3416888352821932,0.24969487388120423,0.2943150615275094,0.49938974776240846
FIP1L1,++,0.01123867,0.006558778528777436,0.9883791503819004,1,0.013117557057554873,0.02888527257933279,0.03417064985253737,0.05777054515866558
LNX1,--,0.543405337,0.814208670545189,0.3337548827288237,-1,0.6675097654576474,0.37069053188243667,0.4229048006509357,0.7413810637648733
CHIC2,+-,0.79557088,0.6567247533198605,0.525196283007701,-1,1.050392566015402,0.4575409335909692,0.5184092758340114,0.9150818671819384
PDGFRA,++,0.076187547,0.012330669679121217,0.9966953456290449,1,0.024661339358242433,0.045158665581773796,0.05237465676802604,0.09031733116354759
KIT,-+,0.337484176,0.38685387905091156,0.5391653000405063,1,0.7737077581018231,0.403580146460537,0.4545916810739347,0.807160292921074
KDR,++,0.03694176,0.018975809908480985,0.9856230418248838,1,0.03795161981696197,0.06346623270951994,0.07047696532085833,0.12693246541903988
SRD5A3,+-,0.247965637,0.5873015232004959,0.30560109606907665,-1,0.6112021921381533,0.3525882233296044,0.4050040683482506,0.7051764466592088
TMEM165,+-,0.111361142,0.7216858509572301,0.1516744639020325,-1,0.303348927804065,0.2326858537577545,0.27288445890968266,0.465371707515509
CLOCK,++,0.099110674,0.03299938883865523,0.9879878286676642,1,0.06599877767731047,0.09255492270138324,0.10271534628292485,0.18510984540276648
NMU,-+,0.243255805,0.7382516439415691,0.2570552631192787,-1,0.5141105262385574,0.318417573477067,0.37093165174938975,0.636835146954134
EXOC1,--,0.406110674,0.7676853564560899,0.3321267160953499,-1,0.6642534321906998,0.3691650564425913,0.4225996745321399,0.7383301128851826
KIAA1211,++,0.161734738,0.058417788621040925,0.9784257704478847,1,0.11683557724208185,0.1313059397884459,0.14908979965422556,0.2626118795768918
AASDH,--,0.060487266,0.9627547788752167,0.042583740120979166,-1,0.08516748024195833,0.10942743821824469,0.12367778681855167,0.21885487643648938
PPAT,--,0.088417509,0.9678072685941808,0.05226002595310684,-1,0.10452005190621368,0.12305501881419709,0.13984947111472742,0.24611003762839417
PAICS,-+,0.250056835,0.26862691479792983,0.7193691674184609,1,0.5372538295958597,0.3277054515866558,0.3795382894335401,0.6554109031733116
SRP72,--,0.097145318,0.9549349710864161,0.06533599899296923,-1,0.13067199798593845,0.14156412081765485,0.15978437754271765,0.2831282416353097
ARL9,--,0.179223689,0.9538496342075218,0.09638854647467414,-1,0.19277709294934828,0.17868402318722668,0.20382424735557364,0.35736804637445335
HOPX,--,0.158665169,0.9511383639720926,0.0929424282399295,-1,0.185884856479859,0.1755313739448795,0.19934906427990237,0.351062747889759
C4orf14,--,0.117070974,0.8428294503406057,0.12733253734137098,-1,0.25466507468274197,0.21061730906132412,0.2436940602115541,0.42123461812264823
POLR2B,-+,0.176808427,0.6918181785908961,0.21958099960438252,-1,0.43916199920876503,0.29075561883453677,0.33746948738812044,0.5815112376690735
IGFBP7,++,0.377019757,0.20269822943734506,0.9023838022717549,1,0.4053964588746901,0.2767493897477624,0.32482457032441775,0.5534987794955248
LPHN3,++,0.43073867,0.3145208111031641,0.8051828106779437,1,0.6290416222063282,0.35842148087876324,0.4110647818570121,0.7168429617575265
EPHA5,--,0.460658521,0.7556976344287931,0.36178363500905425,-1,0.7235672700181085,0.388792840435269,0.4420260374288039,0.777585680870538
CENPC1,--,0.345900187,0.8668424061944544,0.23439984990128013,-1,0.46879969980256025,0.30184074036408015,0.35089503661513427,0.6036814807281603
UBA6,+-,0.043726217,0.6339618386872997,0.08070250024470972,-1,0.16140500048941944,0.16058171463439438,0.1831773799837266,0.32116342926878877
YTHDC1,+-,0.151047378,0.2461933462905341,0.3593344383086867,1,0.4923866925810682,0.31021155410903173,0.3612325841553951,0.6204231082180635
UTP3,-+,0.41711161,0.7178379621116063,0.36636925063546,-1,0.73273850127092,0.39123360113902167,0.44395850284784377,0.7824672022780433
RUFY3,-+,0.186930243,0.19929323626028073,0.7870904116479707,1,0.39858647252056145,0.27390154597233524,0.3215702227194142,0.5478030919446705
GRSF1,--,0.06894485,0.9600862110022386,0.04840257485997168,-1,0.09680514971994336,0.11817349740669175,0.1322213181448332,0.2363469948133835
MOBKL1A,--,0.264993539,0.954655118581143,0.11121814663557383,-1,0.22243629327114767,0.19637953828943355,0.2239625711960944,0.3927590765788671
DCK,-+,0.205047566,0.6622900066453018,0.2512005720959874,-1,0.5024011441919748,0.3137394487948744,0.36574450772986167,0.6274788975897488
DBP,-+,0.338698315,0.3849878399602841,0.5491480983973641,1,0.7699756799205681,0.4022579332790887,0.45377809417268383,0.8045158665581774
ADAMTS3,--,0.032148502,0.9962194077649514,0.008846688331483048,-1,0.017693376662966095,0.035899522017695515,0.04159886086248983,0.07179904403539103
COX18,+-,0.357126217,0.40472350081834013,0.5247850647876564,1,0.8094470016366803,0.41151342554922704,0.4640496288009763,0.8230268510984541
ANKRD17,-+,0.305013202,0.5630051687316282,0.35660455424515386,-1,0.7132091084903077,0.3848266042916709,0.43816110659072416,0.7696532085833419
MTHFD2L,+-,0.280807022,0.6834571882513693,0.3026106038815163,-1,0.6052212077630326,0.3498423675378826,0.402766476810415,0.6996847350757652
DKFZP564O0823,--,0.123535019,0.9622491466459343,0.07021191981035163,-1,0.14042383962070326,0.14736092748906743,0.16720911310008138,0.29472185497813486
RCHY1,+-,0.089644944,0.5728762622614763,0.14854077644300934,-1,0.2970815528860187,0.22973660124072,0.2691212367778682,0.45947320248144
THAP6,-+,0.118080618,0.15977600598149963,0.7147321330371489,1,0.31955201196299926,0.24084621643612694,0.2811959727448388,0.4816924328722539
CDKL2,-+,0.062770693,0.6055301542514645,0.11003897756258577,-1,0.22007795512517153,0.19536255466286992,0.22243694060211555,0.39072510932573984
G3BP2,--,0.010443071,0.9903986347157885,0.005661095303773457,-1,0.011322190607546913,0.025831384114715753,0.02919039869812856,0.051662768229431506
USO1,--,0.009282772,0.8477300742407657,0.01628473654022532,-1,0.03256947308045064,0.05603579782365504,0.06377135882831571,0.11207159564731008
SDAD1,--,0.203671067,0.935545887837598,0.1232378627941301,-1,0.2464757255882602,0.2074646598189769,0.23881204231082181,0.4149293196379538
ART3,--,0.376372846,0.9205482161941562,0.17645282262219547,-1,0.35290564524439094,0.25414420827824674,0.30014239218877137,0.5082884165564935
NUP54,--,0.386793258,0.8303420980212886,0.2793929643074651,-1,0.5587859286149301,0.3339774229634903,0.3867982099267697,0.6679548459269806
SCARB2,++,0.579874251,0.33270034314996494,0.819182038275398,1,0.6654006862999299,0.36991456468673717,0.4226583951998373,0.7398291293734743
STBD1,-+,0.393944288,0.4053466392182339,0.6002027170697628,1,0.8106932784364678,0.4116151342554923,0.4644564222516018,0.8232302685109846
CCNI,+-,0.065109457,0.1591953479542599,0.13975348392587916,-1,0.2795069678517583,0.22261771585477474,0.25925549227013833,0.4452354317095495
CCNG2,-+,0.072468071,0.12123752011398971,0.6231045326876479,1,0.24247504022797942,0.205960130187144,0.23614359808807078,0.411920260374288
CNOT6L,--,0.140580056,0.9726980704360946,0.06352199708989463,-1,0.12704399417978926,0.13922505847655853,0.1566314076484947,0.27845011695311706
MRPL1,--,0.502876124,0.8607892956575401,0.2728529304221064,-1,0.5457058608442128,0.33011288518254855,0.3824247355573637,0.6602257703650971
FRAS1,--,0.111972659,0.8835888088587552,0.10933824970903576,-1,0.21867649941807152,0.19485406284958812,0.2216232709519935,0.38970812569917623
ANXA3,-+,0.2019603,0.5264420878233572,0.27748237678401827,-1,0.5549647535680365,0.33275704261161393,0.3849674532139951,0.6655140852232279
PAQR3,--,0.035336236,0.9295565246827462,0.036676216799882505,-1,0.07335243359976501,0.0981389199633886,0.11106590724165989,0.1962778399267772
PRDM8,--,0.264744476,0.8979373782301325,0.17930942548061563,-1,0.35861885096123125,0.25719515915793756,0.3030919446704638,0.5143903183158751
HNRNPD,--,0.291746161,0.9434070529350791,0.13246320262098996,-1,0.2649264052419799,0.21570222719414217,0.24959316517493899,0.43140445438828434
HNRPDL,--,0.575044757,0.7587057485504665,0.39421129082732814,-1,0.7884225816546563,0.40618326044950676,0.45880797396257117,0.8123665208990135
ENOPH1,-+,0.326608146,0.3601879356583259,0.6046003035651586,1,0.7203758713166518,0.38771358828315705,0.4412691955659514,0.7754271765663141
SCD5,-+,0.12431779,0.40606339970094385,0.20923494602777518,-1,0.41846989205555035,0.28241635309671514,0.32902766476810413,0.5648327061934303
SEC31A,+-,0.242566292,0.3263133045371744,0.46511572724158756,1,0.6526266090743488,0.3653376729048006,0.4186921590562392,0.7306753458096013
COPS4,--,0.003885581,0.9412662534757931,0.005229201498289274,-1,0.010458402996578547,0.024204210312213974,0.027156224572823434,0.04840842062442795
COQ2,--,0.024881835,0.9867489898087939,0.01341360140853457,-1,0.02682720281706914,0.048205023899115226,0.05522782750203417,0.09641004779823045
MRPS18C,--,0.028456648,0.9115013826019289,0.03372234692618542,-1,0.06744469385237084,0.09407098545713415,0.10496338486574451,0.1881419709142683
CDS1,+-,0.401148221,0.6632728937297726,0.3846599821246566,-1,0.7693199642493131,0.40211532594325233,0.45362082994304315,0.8042306518865047
WDFY3,++,0.656886517,0.35518476450546116,0.804845926568468,1,0.7103695290109223,0.38354353132628155,0.4373029594223533,0.7670870626525631
MAPK10,--,0.369730712,0.8295646927229375,0.274034092169642,-1,0.548068184339284,0.33092647208379944,0.3831366965012205,0.6618529441675989
PTPN13,++,0.19927912,0.06130647901076449,0.9784169302879591,1,0.12261295802152898,0.1359845402766477,0.15356452761110545,0.2719690805532954
KLHL8,+-,0.012435112,0.5106519834343689,0.0315417669309146,-1,0.0630835338618292,0.08949455913759788,0.09947111472742066,0.17898911827519576
HSD17B11,-+,0.01374073,0.836598012796664,0.023343214670446078,-1,0.046686429340892156,0.07291772602461101,0.07923108218063467,0.14583545204922202
NUDT9,-+,0.11874382,0.7414546540997654,0.1549712834068623,-1,0.3099425668137246,0.2358385030001017,0.27654597233523187,0.4716770060002034
SPARCL1,--,0.638216479,0.7494831428734289,0.41553479960570455,-1,0.8310695992114091,0.4167598901657683,0.4701993490642799,0.8335197803315366
MEPE,-+,0.268117322,0.3338377156887493,0.5376182973510717,1,0.6676754313774986,0.3708299430431245,0.4231668870131191,0.741659886086249
SPP1,++,0.599559457,0.33259855199243116,0.8204938835910511,1,0.6651971039848623,0.3697111472742067,0.4226583951998373,0.7394222945484134
PKD2,++,0.146819476,0.07574662084496306,0.9640078733054398,1,0.15149324168992612,0.1548006509357201,0.17695515102206855,0.3096013018714402
ABCG2,++,0.336310112,0.22121079192148016,0.8777777077928299,1,0.4424215838429603,0.2923108218063466,0.33906234109630834,0.5846216436126932
PPM1K,+-,0.012175936,0.027039399475066846,0.6760708317275086,1,0.05407879895013369,0.0812652563059398,0.08969795586291061,0.1625305126118796
HERC6,++,0.135765449,0.1149387703482229,0.9051128538222377,1,0.2298775406964458,0.19945077298616762,0.2287196176141564,0.39890154597233524
HERC5,++,0.025607303,0.010667568815122687,0.99229475375363,1,0.021335137630245374,0.04149715215622457,0.04789992881114614,0.08299430431244914
PIGY,-+,0.13811264,0.6943901098438536,0.18354134025289565,-1,0.3670826805057913,0.2615681887521611,0.3079739625711961,0.5231363775043222
