gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC_male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
YY1AP1,++-++-++,0.012945037,0.0546799043888776,0.37297753447797766,1,0.1093598087777552,0.22711554109031734,0.5347843775427177,0.4542310821806347
LONRF2,+--+--++,0.00102603,0.35801198418687213,0.01976946015293099,-1,0.03953892030586198,0.5389544344995931,0.1501220504475183,0.3002441008950366
GORASP1,-+++----,0.0102353,0.0037167472373561437,0.7138255486718119,1,0.007433494474712287,0.05909275834011391,0.737286411716843,0.11818551668022782
NEK1,++-+++-+,0.055146629,0.4317668076306438,0.12277537230283367,-1,0.24555074460566734,0.5873677786818552,0.3360455655004068,0.6720911310008136
ABLIM2,+-++----,0.034016199,4.554372984210799e-4,0.9920176709621014,1,9.108745968421598e-4,0.02013832384052075,0.960740439381611,0.0402766476810415
ZNF664,++++++--,0.00170927,2.888607324768523e-4,0.8570315802101457,1,5.777214649537046e-4,0.014849471114727422,0.8255695687550855,0.029698942229454843
NNT,-----+-+,0.011050375,0.9806478217764129,4.239365365899982e-4,-1,8.478730731799964e-4,0.9543327908868999,0.019629780309194468,0.039259560618388936
MRPL37,++----++,0.007756554,0.21826260993958807,0.12805914859604398,-1,0.25611829719208795,0.43053295362082994,0.3430634662327095,0.686126932465419
ZMIZ2,-+++-++-,0.010677528,0.014140338123413735,0.6691775767558237,1,0.02828067624682747,0.11716842961757526,0.7101301871440195,0.23433685923515052
PICALM,+-+-++-+,0.013107491,0.054403318366289546,0.031223147980577123,-1,0.062446295961154245,0.2265052888527258,0.18917819365337674,0.37835638730675347
DHRS1,--------,0.007933801,0.10330281410896743,0.5883443543043267,1,0.20660562821793485,0.3044141578519121,0.6617168429617575,0.6088283157038242
UPF1,+++++-++,0.01273324,0.019840225223719674,0.9306921419367719,1,0.03968045044743935,0.13862896663954435,0.8843572009764036,0.2772579332790887
SERTAD4,----++--,0.004576311,0.4123210054564772,0.025364490299619312,-1,0.050728980599238624,0.5740439381611065,0.1701586655817738,0.3403173311635476
TTLL3,--+---+-,0.011961236,0.10272349150899805,0.15842493252513742,1,0.2054469830179961,0.30349877949552484,0.3763222131814483,0.6069975589910497
KIAA1967,-++-+---,1.18352e-4,6.44387525250829e-4,0.6081620796055881,1,0.001288775050501658,0.023901545972335233,0.6752441008950366,0.047803091944670466
RASSF5,-++-----,0.041072097,0.011360567579542843,0.7123711695441595,1,0.022721135159085686,0.10435313262815298,0.7364727420667209,0.20870626525630595
ESRRG,-+--+---,0.004561798,0.4988730238995687,0.06810691536953761,-1,0.13621383073907523,0.6320179007323027,0.2588486574450773,0.5176973148901546
WRNIP1,++-+---+,0.005051873,0.005148120370740645,0.4076883172377391,1,0.01029624074148129,0.06987388120423108,0.5564483319772172,0.13974776240846215
C7orf27,++-++-+-,0.010615449,0.0022477914473440757,0.9274403560840225,1,0.004495582894688151,0.04566720911310008,0.8821196094385679,0.09133441822620016
PRSS3,++------,0.075712828,0.01679361326514413,0.8570277935828554,1,0.03358722653028826,0.1266273393002441,0.8254678600488202,0.2532546786004882
RAB31,+-++-+++,0.05856573,0.4047466642598898,0.10385489655328531,-1,0.20770979310657062,0.5689585028478438,0.3117371847030106,0.6234743694060212
SMPDL3A,-+------,0.042467135,0.10965714425858508,0.5867974422414228,1,0.21931428851717016,0.31316110659072416,0.6605980471928397,0.6263222131814483
RAPH1,-+-+--+-,0.02456882,0.00612014300152032,0.6870868654319873,1,0.01224028600304064,0.07699349064279902,0.7209113100081367,0.15398698128559804
CABP4,+++-++++,0.001130805,0.1548636873404649,0.3145494244126948,1,0.3097273746809298,0.3659479251423922,0.4978641171684296,0.7318958502847844
EEF1E1,-+--+--+,0.002946442,0.9154356447375762,0.0017325395611152772,-1,0.0034650791222305545,0.8963588283157038,0.04709113100081367,0.09418226200162734
RORB,+-+-++++,0.039003652,0.891975903209796,0.009159500410735778,-1,0.018319000821471556,0.880187144019528,0.10537021969080554,0.21074043938161108
SNX1,--++-++-,4.13858e-4,0.05642165052924595,0.014489910358040883,-1,0.028979820716081767,0.2306753458096013,0.1298820179007323,0.2597640358014646
UNKL,+++++--+,0.041385581,0.012913009283553894,0.7510975620274609,1,0.025826018567107787,0.11076078112286411,0.7584418226200162,0.22152156224572822
SMARCD2,--++--+-,1.69288e-4,0.002112248547441782,0.5594585457216573,1,0.004224497094883564,0.043429617575264444,0.6459519934906428,0.08685923515052889
LRRC4,++------,0.042823034,0.051448455577981306,0.4673582219429353,1,0.10289691115596261,0.22172497965825874,0.5919446704637917,0.4434499593165175
GTF3C6,+++--+++,0.005374532,0.013289383950063391,0.6356065872213735,1,0.026578767900126782,0.11269324654190399,0.6907038242473555,0.22538649308380798
TSC2,--+++---,0.010526217,0.022172518475210345,0.4129067341238262,1,0.04434503695042069,0.14625711960943857,0.5597030105777054,0.29251423921887715
SAPS2,-+-+----,0.008393539,0.016020911006108102,0.3203449463686488,1,0.032041822012216205,0.12398291293734744,0.5019324654190399,0.24796582587469487
SLC23A2,+-+-++-+,0.017108989,0.4383306551288538,0.008230558953141244,-1,0.016461117906282487,0.592046379170057,0.10089503661513426,0.2017900732302685
SDC4,+-++++++,8.37547e-4,0.06297324199685791,0.6465462238370019,1,0.12594648399371583,0.24318551668022784,0.6960943856794142,0.4863710333604557
ERCC1,----+-+-,0.03512294,0.6056562256681817,0.04530435332405229,-1,0.09060870664810458,0.6999593165174939,0.22091131000813669,0.44182262001627337
OCEL1,-+----+-,0.050507491,0.3643206718209889,0.2190149915632298,-1,0.4380299831264596,0.5438364524003255,0.42951586655817736,0.8590317331163547
C1QBP,-+----++,3.02996e-4,0.9068273251964929,0.0032596481689597537,-1,0.006519296337919507,0.8904597233523189,0.06133034987794955,0.1226606997558991
POFUT2,---+---+,0.025105337,0.4642837835973109,0.04585723258591052,-1,0.09171446517182104,0.6097436940602116,0.2225386493083808,0.4450772986167616
LPHN1,++++--+-,0.002319382,1.0402703280546364e-4,0.9997228674847888,1,2.0805406561092728e-4,0.008645240032546787,0.9913547599674533,0.017290480065093573
PAIP2,-----+++,0.008574438,0.9998529509614966,2.161126824188181e-5,-1,4.322253648376362e-5,0.9965419039869813,0.0026444263628966637,0.0052888527257933275
SMCR7L,++------,0.011509551,0.005147911926067983,0.8193766512596021,1,0.010295823852135967,0.06977217249796583,0.7999389747762409,0.13954434499593166
SLC45A1,++-+----,4.10955e-4,0.010935494212213579,0.23356949227397672,1,0.021870988424427158,0.10292921074043938,0.44182262001627337,0.20585842148087877
SGCB,+-+-++-+,0.004447659,0.4699411569130112,0.007399581221727992,-1,0.014799162443455985,0.6124898291293734,0.09509764035801464,0.19019528071602929
HSCB,+-++++++,0.040586891,0.3031599596640374,0.2606368726278764,-1,0.5212737452557528,0.49806753458096015,0.46033360455655004,0.9206672091131001
CYB5R4,-------+,0.016858427,0.8542098023716878,0.017557036227115918,-1,0.035114072454231836,0.852013832384052,0.14168022782750203,0.28336045565500406
RNF41,+------+,0.029445693,0.10851579715525858,0.1981460402826556,1,0.21703159431051716,0.31163547599674535,0.411920260374288,0.6232709519934907
GTF3C2,----+---,0.02642294,0.6820668333460913,0.06724524474389784,-1,0.13449048948779568,0.7419650122050447,0.2572213181448332,0.5144426362896664
SLC22A4,------+-,0.036450468,0.4242407496390441,0.1597018509385177,-1,0.3194037018770354,0.5822823433685923,0.3778478437754272,0.7556956875508544
PKP4,-+++--++,0.019403371,0.017623592985215448,0.5923584854835668,1,0.035247185970430896,0.13018714401952808,0.6644629780309195,0.26037428803905616
CAMK2B,++++----,0.024622191,2.3870566954691323e-6,0.9999999681056525,1,4.7741133909382646e-6,0.0011187957689178193,0.9998982912937348,0.0022375915378356386
CRABP2,++-++++-,4.87734e-4,0.4816572873533706,0.03606247471318822,-1,0.07212494942637644,0.6200162733930025,0.2025020341741253,0.4050040683482506
MKNK2,+++++-+-,0.010800094,0.009840748434276183,0.8833329197972558,1,0.019681496868552365,0.09723352318958503,0.8458096013018714,0.19446704637917006
LOC81691,-+-+--++,0.005608052,0.16252217378907974,0.0067120727636313035,-1,0.013424145527262607,0.3757119609438568,0.09001220504475183,0.18002441008950365
PDGFRA,-++-+++-,0.006213951,0.05780097543936402,0.4029196322414875,1,0.11560195087872804,0.23382831570382426,0.5533970707892596,0.4676566314076485
DVL1,++-+--+-,9.07e-5,0.0016988923700024191,0.8122359896230413,1,0.0033977847400048383,0.038649308380797394,0.7956672091131001,0.07729861676159479
LRRC8B,--------,0.024373408,0.24797339473867272,0.37383274261288796,1,0.49594678947734544,0.45565500406834825,0.5355980471928397,0.9113100081366965
GPR17,--+--+++,0.009814419,0.5410497213032984,0.03787345770376592,-1,0.07574691540753184,0.6566314076484947,0.20534987794955248,0.41069975589910496
C6orf134,+-++-+++,0.015628933,0.05057074261284608,0.6546033415092947,1,0.10114148522569216,0.2187754271765663,0.700366151342555,0.4375508543531326
PXDN,--++-++-,0.005243258,0.16235248554057616,0.01888391031729678,-1,0.03776782063459356,0.37540683482506104,0.14635882831570382,0.29271765663140764
C3orf37,+++--+++,0.007518539,0.30765124141310385,0.1535754181616212,-1,0.3071508363232424,0.5008136696501221,0.37113506916192024,0.7422701383238405
HNRNPU,+-+-+---,0.007816386,0.027366502355994127,0.10955748502324429,1,0.054733004711988255,0.1638527257933279,0.3193653376729048,0.3277054515866558
ANGEL2,+-++-+++,0.011634363,0.0539620264335482,0.3179371609073632,1,0.1079240528670964,0.22609845402766476,0.5001017087062652,0.4521969080553295
NUMB,++++++++,0.112597846,0.4093936744855989,0.26635841998396537,-1,0.5327168399679307,0.5721114727420668,0.46480878763222133,0.9296175752644427
RCSD1,----++--,0.007933333,0.9915986058058489,0.0027015333729483305,-1,0.005403066745896661,0.9704027664768105,0.05614320585842148,0.11228641171684296
SLC2A6,---+----,0.028016948,0.15847728349315893,0.32090365977318447,1,0.31695456698631785,0.37113506916192024,0.5023393002441009,0.7422701383238405
HINT3,+--+++++,0.007417603,0.9823615475498748,0.0017995306943574085,-1,0.003599061388714817,0.9558584214808787,0.047803091944670466,0.09560618388934093
UTP14C,-+----++,0.025514419,0.6284995046416343,0.03456519777521712,-1,0.06913039555043424,0.7117575264442636,0.1983319772172498,0.3966639544344996
LRRC41,---++---,0.006032678,0.007651209641891323,0.7192368660010136,1,0.015302419283782646,0.0863506916192026,0.7400325467860048,0.1727013832384052
FBLN1,++++-+++,0.020922566,0.058875734803218,0.5794309833274814,1,0.117751469606436,0.23647274206672092,0.657139951179821,0.47294548413344184
SMG5,---++---,0.042791105,0.3138173231628087,0.26751229704829405,-1,0.5350245940965881,0.5057973962571196,0.4657241659886086,0.9314483319772172
HBP1,--+-++--,0.004685019,0.574121659473288,0.001713894176343917,-1,0.003427788352687834,0.6799227013832384,0.046887713588283156,0.09377542717656631
BTBD9,++++--++,0.008650749,0.010783533504963047,0.8699126632263373,1,0.021567067009926093,0.10140358014646053,0.8356387306753458,0.20280716029292106
PSMD12,+-+--+-+,0.00177809,0.0331150793921776,0.2604919919572295,1,0.0662301587843552,0.18022782750203417,0.4602318958502848,0.36045565500406834
ASB8,-+-----+,0.014208427,0.06728345014716161,0.09589720293910282,1,0.13456690029432322,0.25061025223759154,0.30065093572009766,0.5012205044751831
TACC1,++++-+-+,0.013410393,0.013065227685136748,0.7242380594537184,1,0.026130455370273496,0.1114727420667209,0.7428803905614321,0.2229454841334418
SEC14L2,+++-----,0.008243258,0.007819631964726976,0.6561929554628281,1,0.015639263929453952,0.08716436126932466,0.7017900732302685,0.1743287225386493
FAM96B,-------+,0.018208333,0.539266393019427,0.08886859786225067,-1,0.17773719572450133,0.6556143205858421,0.29068348250610254,0.5813669650122051
CDK5RAP2,--++-+-+,0.00833118,0.021707222601950203,0.22743940419346054,1,0.043414445203900406,0.14452807160292921,0.43734743694060213,0.28905614320585843
ANTXR1,+-+++-++,0.01039794,0.14435981105746198,0.22521487692671646,1,0.28871962211492397,0.3535394629780309,0.43582180634662326,0.7070789259560618
ARMC5,--+-----,0.030662734,0.017747011816179235,0.9114921032616964,1,0.03549402363235847,0.13100081366965013,0.869812855980472,0.26200162733930027
HIST1H2BK,----+++-,0.006744476,0.9866972781617079,0.006700730485368641,-1,0.013401460970737283,0.9626729048006509,0.08980878763222132,0.17961757526444264
ZBED3,--++-+--,5.06273e-4,0.4995045842654498,0.0026493609256358496,-1,0.005298721851271699,0.6325264442636289,0.055431244914564685,0.11086248982912937
TNIP2,+++++--+,0.006398315,0.00457465511917862,0.9854153007050915,1,0.00914931023835724,0.06661920260374288,0.9481285598047193,0.13323840520748575
THRAP3,-+------,0.019604963,0.24566487391459724,0.20470327688023218,-1,0.40940655376046436,0.4544344995931652,0.4171074043938161,0.8342148087876322
CRB1,+++-+-++,9.89607e-4,8.862415854206029e-4,0.6907394046393811,1,0.0017724831708412058,0.02756305939788446,0.7229454841334418,0.05512611879576892
ZNF770,+-++-+-+,0.01371236,0.12738495318967838,0.0865162796385016,-1,0.1730325592770032,0.33594385679414157,0.2877339300244101,0.5754678600488202
ABHD14A,-+------,0.016579682,0.020524845791199058,0.5694142772249499,1,0.041049691582398115,0.1403580146460537,0.6520545158665582,0.2807160292921074
CNKSR3,+-+-++++,6.41386e-4,0.9968212110568941,4.629082419302581e-5,-1,9.258164838605162e-5,0.98321806346623275,0.004475183075671277,0.008950366151342554
SSU72,-----+-+,0.031716292,0.7872771980172875,0.013453730973316471,-1,0.026907461946632943,0.807567127746135,0.12530512611879577,0.25061025223759154
NCALD,++-----+,0.007628745,0.014380661646220552,0.2558502497327747,1,0.028761323292441104,0.11767697314890155,0.45677379983726607,0.2353539462978031
ACBD5,--++---+,0.001319663,0.003007210692245595,0.5414557801651038,1,0.00601442138449119,0.05360048820179007,0.6352725793327909,0.10720097640358014
WIPI1,+++++-++,6.70131e-4,0.0016739118578809825,0.6331939124975017,1,0.003347823715761965,0.03814076484947111,0.6889747762408462,0.07628152969894222
SNX2,-+---+-+,0.001617603,0.9852306786361914,1.9195198924599203e-4,-1,3.8390397849198405e-4,0.9601301871440195,0.012510170870626525,0.02502034174125305
DNAJA3,------++,0.016616386,0.8637249804178215,0.007901775197289929,-1,0.015803550394579858,0.8590317331163547,0.0984540276647681,0.1969080553295362
PARL,++++-+--,0.014238483,0.005390739427434296,0.8896272434254988,1,0.010781478854868591,0.07129780309194467,0.8512001627339301,0.14259560618388933
GIT2,++------,0.026034738,0.023237057319740812,0.6334129871499115,1,0.046474114639481624,0.15052888527257932,0.689279902359642,0.30105777054515864
ATP6V1A,----+--+,0.002604869,0.9229703164946621,0.0010599040798991474,-1,0.0021198081597982948,0.9016476810414972,0.034784377542717654,0.06956875508543531
DIP2A,--++++-+,0.001376592,0.10920691063304841,0.032650694493727754,-1,0.06530138898745551,0.31234743694060213,0.19283970707892595,0.3856794141578519
RHOQ,+-+-++++,0.024033801,0.9667441396703992,9.114489735248361e-4,-1,0.0018228979470496722,0.9384662327095199,0.03163140764849471,0.06326281529698942
SH3GL2,-+-+----,0.002046161,0.07079520429149841,0.31789622993535516,1,0.14159040858299682,0.2574247355573637,0.5,0.5148494711147275
RPL41,-+----++,0.005995974,0.8464293175759451,0.005999407850717199,-1,0.011998815701434398,0.8477420667209113,0.0840113913751017,0.1680227827502034
SUPT5H,+-++++--,0.002593165,0.003989008298768286,0.9247077395779267,1,0.007978016597536572,0.06153376729048007,0.880187144019528,0.12306753458096013
TOMM70A,-+-----+,0.008775468,0.6334575815260264,0.010091360424539113,-1,0.020182720849078226,0.7146053702196908,0.11045565500406834,0.22091131000813669
MRPS7,-+-----+,0.010075655,0.5445632760344293,0.03079140273259833,-1,0.06158280546519666,0.6578519121236778,0.18775427176566314,0.3755085435313263
IL17RC,+-+---+-,5.79682e-4,0.0026886404984933884,0.681574332883728,1,0.005377280996986777,0.04963384865744508,0.7169446704637917,0.09926769731489016
BMP8B,--++++++,0.009464981,0.87335762562974,0.019173260083583565,-1,0.03834652016716713,0.8671684296175752,0.1475793327908869,0.2951586655817738
TAPT1,++++-+-+,0.009337266,0.004625421833052799,0.7184662061885492,1,0.009250843666105598,0.0670260374288039,0.7396257119609438,0.1340520748576078
SUDS3,+-++++-+,0.008614888,0.4729685498049483,0.07086917284904612,-1,0.14173834569809224,0.6142188771358829,0.2638323840520749,0.5276647681041498
PCNX,-+----++,0.002446255,0.19079012777553694,0.003959007788266451,-1,0.007918015576532902,0.40520748576078114,0.0684499593165175,0.136899918633035
TFRC,----+---,0.018638202,0.45181196954665265,0.17817315030620937,-1,0.35634630061241873,0.600793327908869,0.39401952807160295,0.7880390561432059
SIN3A,+-++----,0.012896255,3.980411506250797e-4,0.9923574169877603,1,7.960823012501594e-4,0.018510984540276647,0.9616558177379984,0.037021969080553295
INPP4A,++-----+,0.016132303,0.09295308907186861,0.026733335825875566,-1,0.05346667165175113,0.2902766476810415,0.17544751830756714,0.35089503661513427
TPCN2,---+----,0.028116667,0.00535786525631144,0.8889194709125414,1,0.01071573051262288,0.07109438567941416,0.8509967453213995,0.14218877135882832
CNNM4,++-++-+-,0.021318071,0.014837242238514755,0.7982527767731915,1,0.02967448447702951,0.11930431244914565,0.7889544344995931,0.2386086248982913
PNPO,++-+-+++,0.016905618,0.8191090361450882,0.00520208476473816,-1,0.01040416952947632,0.830146460537022,0.07770545158665582,0.15541090317331163
FANCG,+-+++-++,0.016595318,0.28216209519848,0.0898375613205583,-1,0.1796751226411166,0.4832180634662327,0.29220911310008135,0.5844182262001627
NCOR1,+---+---,0.02620103,0.34682593713813126,0.17766184535886687,-1,0.35532369071773373,0.5306143205858421,0.39351098454027666,0.7870219690805533
ATP9B,-+++----,0.001202809,4.76892412228132e-5,0.996993715611194,1,9.53784824456264e-5,0.0053905614320585845,0.9732506102522376,0.010781122864117169
ADAMTS3,---+----,0.014979494,0.07355806141725309,0.541251573769917,1,0.14711612283450617,0.26200162733930027,0.6350691619202604,0.5240032546786005
TICAM1,++-+--+-,0.010642603,0.03611936870132648,0.26611159166914095,1,0.07223873740265296,0.1887713588283157,0.4647070789259561,0.3775427176566314
DHRS9,-----+++,0.026811704,0.9984709174543395,2.877746375397439e-4,-1,5.755492750794878e-4,0.9884052074857608,0.01566314076484947,0.03132628152969894
C22orf39,-+-++-++,2.17228e-4,0.4988323077248749,0.0024568945477017397,-1,0.004913789095403479,0.6319161920260374,0.05360048820179007,0.10720097640358014
SYNJ1,-+--+--+,0.019595318,0.7033192561057215,0.003144860514651075,-1,0.00628972102930215,0.7563059397884458,0.06000813669650122,0.12001627339300244
MYLIP,----+--+,0.01316236,0.3470699455609818,0.026649154332406992,-1,0.053298308664813984,0.5308177379983726,0.1750406834825061,0.3500813669650122
NIPSNAP1,-------+,0.023216105,0.7357982105566936,0.019781947938693124,-1,0.03956389587738625,0.7758340113913751,0.15022375915378355,0.3004475183075671
IRAK2,----+-+-,0.012742884,0.7058633904993132,0.01874722586665922,-1,0.03749445173331844,0.7580349877949553,0.1459519934906428,0.2919039869812856
PLD5,--------,0.058435581,0.7319901837361995,0.08650154759397805,-1,0.1730030951879561,0.7744100895036615,0.2874288039056143,0.5748576078112286
CSNK1E,++++--+-,0.003243258,6.093263676773743e-4,0.9699163823885593,1,0.0012186527353547486,0.022986167615947926,0.9257526444263628,0.04597233523189585
OSBPL10,++-+++-+,0.010784082,0.5275837645392405,0.07228201117113253,-1,0.14456402234226506,0.648393002441009,0.2660699755899105,0.532139951179821
WDR86,++---+--,0.017389139,0.08293680624130986,0.3675237694143478,1,0.16587361248261973,0.2764442636289666,0.5320382424735557,0.5528885272579332
STXBP1,++------,0.016377809,0.018084273367948562,0.7936529060865828,1,0.036168546735897124,0.1331366965012205,0.7859031733116355,0.266273393002441
FH,-+--+--+,0.002341199,0.790612000304807,0.010733767823113428,-1,0.021467535646226856,0.8092961757526445,0.11350691619202603,0.22701383238405207
SLC25A37,+-+-+++-,0.004016292,0.255200367221422,8.154287187352963e-4,-1,0.0016308574374705926,0.4613506916192026,0.02949552481692433,0.05899104963384866
C14orf119,--+----+,0.008603371,0.5365338322099952,0.03479730588611749,-1,0.06959461177223498,0.6541903986981286,0.1990439381611066,0.3980878763222132
MRPL15,------++,0.0163603,0.8525783514709973,0.037385140330043413,-1,0.07477028066008683,0.8508950366151342,0.20443449959316518,0.40886899918633035
ABCA7,++++-++-,0.015102809,0.001695524553852448,0.6837681960682049,1,0.003391049107704896,0.03854759967453214,0.71826688364524,0.07709519934906428
SETD2,++++---+,0.034742322,0.0019342042275865116,0.9558803408523042,1,0.0038684084551730232,0.04139544344995932,0.9090724165988608,0.08279088689991863
FADS2,+-------,0.085617322,0.15925186844811154,0.4798214654122577,1,0.3185037368962231,0.37205044751830757,0.6008950366151342,0.7441008950366151
NR4A1,-++-----,0.021898408,0.04087290485843669,0.6465660285938121,1,0.08174580971687338,0.1987388120423108,0.6961960943856794,0.3974776240846216
FAM125A,-+-+++++,0.014157772,0.8558407575097123,0.036052127461822,-1,0.072104254923644,0.8536411716842962,0.20240032546786005,0.4048006509357201
CHD1L,+-++-+-+,0.017345599,0.010558210512357242,0.694122802579002,1,0.021116421024714484,0.10048820179007323,0.7250813669650122,0.20097640358014646
SESTD1,++++++++,0.05964382,0.47321843046796325,0.24264943738512457,-1,0.48529887477024913,0.6145240032546786,0.44863710333604556,0.8972742066720911
MTR,--+++++-,0.008716573,0.05704164211944078,0.081870236203919,1,0.11408328423888156,0.23189585028478438,0.2811228641171684,0.46379170056956875
C7orf50,++++-+--,0.003973315,2.5320338348309995e-4,0.9992218478170268,1,5.064067669661999e-4,0.01403580146460537,0.9859641985353946,0.02807160292921074
ZNF202,++-++---,0.001826873,0.001950246453937217,0.7486810781305884,1,0.003900492907874434,0.041802278275020345,0.7573230268510984,0.08360455655004069
C16orf53,--++-+--,0.002181086,0.464246732857413,0.035588893610411586,-1,0.07117778722082317,0.6096419853539463,0.20128152969894222,0.40256305939788445
PREP,++--+---,0.002276966,0.006330177356719669,0.7940346721482557,1,0.012660354713439338,0.07851912123677787,0.7862082994304312,0.15703824247355574
AXIN2,++++++-+,0.036343633,0.08319179690785877,0.43266764228677174,1,0.16638359381571755,0.2766476810414972,0.5731285598047193,0.5532953620829943
SRP9,+----+++,0.001225,0.9514786219403832,0.0014925875041086208,-1,0.0029851750082172416,0.9233116354759967,0.04322620016273393,0.08645240032546786
MZF1,+-----+-,0.03640721,0.30608829869184445,0.13454833362566387,-1,0.26909666725132775,0.5,0.3496745321399512,0.6993490642799024
ACP1,------++,0.001681273,0.9363518673383642,8.877528781151483e-4,-1,0.0017755057562302966,0.9117168429617575,0.031021155410903174,0.06204231082180635
PTPN2,-+---+++,9.08333e-4,0.905493854023069,1.797469788191038e-5,-1,3.594939576382076e-5,0.8894426362896664,0.0021358828315703824,0.004271765663140765
LSM10,-+----+-,0.013842603,0.12286451129745736,0.25378496686739777,1,0.24572902259491472,0.33096013018714404,0.45514646053702196,0.6619202603742881
MED10,----+-++,0.001323408,0.9940142957503774,4.88317567637448e-4,-1,9.76635135274896e-4,0.975386493083808,0.02166395443449959,0.04332790886899918
NUBP1,-+---+--,0.002114794,0.44803906492227197,0.06994167117918978,-1,0.13988334235837957,0.5988608624898292,0.2621033360455655,0.524206672091131
MTP18,----+--+,0.018041105,0.7175688466407981,0.02967472894530225,-1,0.0593494578906045,0.765052888527258,0.185313262815297,0.370626525630594
GRIA1,+++++-++,0.023296255,0.05565589930921796,0.4460172065925292,1,0.11131179861843592,0.22914971521562247,0.5797396257119609,0.45829943043124494
YAF2,+-+-+--+,0.016478277,0.12910527457747464,0.08593635904953706,-1,0.17187271809907412,0.3373677786818552,0.28641171684296174,0.5728234336859235
PNN,----++++,0.005205431,0.9999649728601891,1.6692602319077557e-4,-1,3.3385204638155115e-4,0.9984743694060212,0.011187957689178194,0.022375915378356388
ANKRD10,----+-+-,0.041346816,0.6701736590185732,0.0076520931967094296,-1,0.015304186393418859,0.7359641985353946,0.09631814483319773,0.19263628966639545
MYD88,+-+-++++,0.02104485,0.9843182839165976,0.0062207378547322395,-1,0.012441475709464479,0.9589096826688365,0.08594385679414158,0.17188771358828317
CNNM2,-+++-+--,0.02300515,0.0015191281347680164,0.6721758529635988,1,0.003038256269536033,0.03641171684296176,0.7118592351505288,0.07282343368592352
AADAT,----++-+,0.001020412,0.9720745712698091,0.0016680171200384544,-1,0.0033360342400769087,0.9441619202603743,0.046074043938161106,0.09214808787632221
ARMC10,-------+,7.38202e-4,0.9157756156481531,2.8034820792257443e-4,-1,5.606964158451489e-4,0.8966639544344996,0.015459723352318959,0.030919446704637917
DACT3,++--+-+-,0.00593736,0.020284862107640432,0.05625510537305198,1,0.040569724215280864,0.13995117982099267,0.23911716842961758,0.27990235964198534
STK32C,-+-+----,8.36517e-4,0.188214247573919,0.18644418196570953,-1,0.37288836393141905,0.4022579332790887,0.402766476810415,0.8045158665581774
ZNF44,+--++++-,0.010388858,0.27198981279794987,0.03091606292522383,-1,0.06183212585044766,0.4755899104963385,0.1880593978844589,0.3761187957689178
SLC15A2,+---+++-,6.19944e-4,0.92412387171682,3.221209063082681e-4,-1,6.442418126165362e-4,0.9026647681041498,0.016680227827502035,0.03336045565500407
TIAL1,--+-----,0.017832303,0.3637743020349041,0.13447872634025276,-1,0.2689574526805055,0.5433279088689992,0.3493694060211554,0.6987388120423108
CSNK1A1,+----+-+,0.019267978,0.30950711851137974,0.0031286049502659207,-1,0.0062572099005318415,0.5025427176566314,0.05980471928397071,0.11960943856794141
RASSF2,--+-++++,0.006651124,0.6821168964530111,0.00425822253960402,-1,0.00851644507920804,0.74206672091131,0.07078925956061839,0.14157851912123678
NEK11,+++-++--,0.005160019,0.05180938579957672,0.378421283162633,1,0.10361877159915343,0.22243694060211555,0.5386493083807974,0.4448738812042311
PNKD,++-+--++,0.009899438,0.04342582541078767,0.18851539784989177,1,0.08685165082157534,0.2039259560618389,0.40388527257933277,0.4078519121236778
KCTD6,+-----++,0.010501217,0.7144081371609826,0.02228326177454804,-1,0.04456652354909608,0.7629170056956875,0.1580553295362083,0.3161106590724166
GUSB,--+-+++-,0.002121816,0.9539181293863085,3.385956851420252e-4,-1,6.771913702840504e-4,0.9256509357200976,0.017188771358828316,0.03437754271765663
SMAP2,++-+----,0.003012734,0.0293993858180532,0.46806528281473125,1,0.0587987716361064,0.16965012205044752,0.5927583401139137,0.33930024410089504
PYCRL,-+------,0.026293071,0.050355962246110525,0.8418528171893289,1,0.10071192449222105,0.2185720097640358,0.8135679414157851,0.4371440195280716
NKIRAS1,-+-----+,0.001501966,0.6730531150394752,0.01858280768456468,-1,0.03716561536912936,0.7376932465419039,0.14564686737184704,0.2912937347436941
C9orf72,-------+,0.024496816,0.2694901937247839,0.1603750489556067,-1,0.3207500979112134,0.4730471928397071,0.3784580960130187,0.7569161920260374
AKAP7,-++++-++,0.012347191,0.12907574652885248,0.31479094798980284,1,0.25815149305770496,0.3372660699755899,0.49806753458096015,0.6745321399511798
DISP2,+++++-+-,0.019079869,0.007424506637533555,0.9127225224172366,1,0.01484901327506711,0.08523189585028479,0.8711350691619203,0.17046379170056958
PLEK,+-++++--,0.001279588,0.12983978567783672,0.04561400364352385,-1,0.0912280072870477,0.3383848657445077,0.22152156224572822,0.44304312449145644
CLTC,--------,0.075947753,0.20073497297325085,0.5304904263724014,1,0.4014699459465017,0.41466639544344996,0.6296786004882018,0.8293327908868999
DDX19A,++++-+-+,0.051533052,0.013075009512520948,0.9519207887167486,1,0.026150019025041896,0.11157445077298617,0.9052074857607811,0.22314890154597233
