gene_symbol,female_ACC.1_female_ACC.2_female_DLPFC_male_ACC.1_male_ACC.2_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
NDST2,+--+--,1.25281e-4,6.066612816654037e-4,0.0010795619482620639,1,0.0012133225633308073
AGA,------,2.84925e-4,0.5391082943291637,2.0029290059522653e-6,-1,4.005858011904531e-6
PM20D2,++++++,3.32678e-4,5.793837765058038e-4,0.07607903353699894,1,0.0011587675530116076
GGNBP2,++++-+,0.001093165,0.005224510293969064,0.017230480351076063,1,0.010449020587938129
RHEB,------,9.05e-5,0.05302410444695263,0.004143717643126227,-1,0.008287435286252453
FAM69B,-+-+--,2.81e-7,0.30882422443407387,6.38500989974165e-5,-1,1.27700197994833e-4
MPP3,++++++,6.30618e-4,0.057841843244828904,0.009844777207027705,-1,0.01968955441405541
FBXO32,-+++++,1.6339e-4,0.15504287543586137,5.931505304816457e-4,-1,0.0011863010609632913
C1orf115,+++--+,1.26498e-4,3.433784191204327e-6,0.9217837151891582,1,6.867568382408654e-6
SLCO1A2,---+++,3.41573e-4,0.9999742296374825,2.3015968671165206e-8,-1,4.603193734233041e-8
QKI,---+--,0.001551404,0.13937006068182375,0.001231132571676691,-1,0.002462265143353382
NSDHL,------,2.56835e-4,0.43410829572872445,6.683479939082464e-4,-1,0.0013366959878164928
ZMYM6,-----+,3.34551e-4,0.4805689179988265,1.9446294042360572e-4,-1,3.8892588084721145e-4
DNAJB12,+-----,0.006455243,0.003621437743143792,0.10327256538889669,1,0.007242875486287584
PLA2G5,------,8.33895e-4,0.2339729020561332,0.0037597349713646916,-1,0.007519469942729383
SYNGR1,------,0.008564888,0.006284439498571702,0.1772424532975768,1,0.012568878997143405
CLCN4,------,0.001162734,0.05702316890079232,0.01897790866828591,-1,0.03795581733657182
SEL1L,+-----,6.01311e-4,0.002378048748909727,0.13762404207284212,1,0.004756097497819454
NUDT1,------,0.001228745,0.10447299159924561,0.01223665658710414,-1,0.02447331317420828
LRRFIP1,+++++-,0.001119382,4.6498651277700214e-4,0.22147349139728234,1,9.299730255540043e-4
ATF4,------,0.002634363,0.01832311781102173,0.06956059971545564,1,0.03664623562204346
TMEM116,-----+,9.82678e-4,0.14642629164328078,0.0018231945064621142,-1,0.0036463890129242284
DDX58,+--++-,9.5e-5,0.29064381731797606,2.3689795383728965e-5,-1,4.737959076745793e-5
EXOC7,+++--+,7.08895e-4,2.0654598000094802e-6,0.9967695455350978,1,4.1309196000189605e-6
CALN1,++++++,0.006168633,0.2837026642080277,0.004404224593729972,-1,0.008808449187459945
SLC9A1,+++-+-,0.002194476,7.11919477563941e-6,0.7957451474683682,1,1.423838955127882e-5
CRH,+-----,0.004652528,0.05936976398884244,0.026401716292639103,-1,0.052803432585278205
OSBPL3,------,0.004191948,0.04473884250251132,0.04944045364297998,1,0.08947768500502264
C9orf64,++++++,1.20693e-4,0.005750786372353776,0.2567829291198896,1,0.011501572744707552
VGF,------,0.004039232,0.036457307309576505,0.061715201979172594,1,0.07291461461915301
NRXN1,+++-++,6.23315e-4,0.013024545230191727,0.05540256920767432,1,0.026049090460383454
FBXL18,--+---,0.00826264,0.004227922458698495,0.1386469917052675,1,0.00845584491739699
SLC39A8,---+--,0.007589607,0.11196156979090742,0.015092659398575469,-1,0.030185318797150938
TPMT,+++-++,2.40824e-4,0.09499150827149644,0.008494551796033695,-1,0.01698910359206739
PRDM2,+-----,0.002031554,0.02429063471421603,0.027860048771876842,1,0.04858126942843206
ZFP106,+++-++,3.28e-6,2.625115649323328e-5,0.9857485833456535,1,5.250231298646656e-5
APTX,------,0.001219476,0.20797712822518083,0.008897586005794907,-1,0.017795172011589814
FBXO38,-+----,0.001160674,0.031339773838356455,0.04434908156000672,1,0.06267954767671291
TNPO2,+++++-,6.41854e-4,0.018704429584201775,0.0709193102541871,1,0.03740885916840355
LIX1L,---+--,0.007870787,0.24097285711744862,0.00641888819136495,-1,0.0128377763827299
UGCG,+--+-+,1.49e-5,0.006620142008447527,0.0105793210930288,1,0.013240284016895055
U2AF1L4,------,0.004311049,0.0896746673947996,0.022866629413330456,-1,0.04573325882666091
RIOK3,-+++++,5.96536e-4,0.058616856013013474,0.0029002275554993137,-1,0.005800455110998627
PIPOX,-----+,2.47566e-4,0.02986083862471874,0.05121389826811215,1,0.05972167724943748
PDE4DIP,----+-,0.001728745,0.5704032094651279,1.0142934077851886e-4,-1,2.028586815570377e-4
MACROD1,++++++,0.006461049,0.0012569984162303536,0.6382059971932246,1,0.0025139968324607073
ELOVL5,------,0.00106573,0.006477439355407519,0.3202880068007183,1,0.012954878710815038
PIK3R1,++++++,0.028847191,0.024209109832013135,0.16061960244005724,1,0.04841821966402627
VSTM2L,+++---,1.43539e-4,7.0140113586080404e-9,0.9999999670991406,1,1.4028022717216081e-8
VEGFA,-----+,0.001792509,0.031015143676667085,0.021433915808147904,-1,0.04286783161629581
PDSS1,------,3.94e-5,0.264484816947139,0.0073975786365090635,-1,0.014795157273018127
SLC4A4,+----+,0.002032491,0.05873614864190499,0.021072203014780678,-1,0.042144406029561356
SQLE,---+-+,5.82e-5,0.9839077875437333,3.054091124212063e-6,-1,6.108182248424126e-6
DHFRL1,+-++++,3.63296e-4,0.07927923176364259,0.011225365193224115,-1,0.02245073038644823
NOL3,------,0.004336049,0.33101557722612357,0.008676329643667807,-1,0.017352659287335613
ARHGEF10L,+++-++,0.011266292,0.009360367441861342,0.24559976428010105,1,0.018720734883722685
PCDH9,-+++++,0.004988764,0.08020555485796674,0.021493471014509515,-1,0.04298694202901903
KCTD1,-+----,0.003428933,0.006588020874600019,0.16309846798933986,1,0.013176041749200038
TDRD3,+-++++,3.85768e-4,0.02546677845479943,0.06353012741976555,1,0.05093355690959886
NAP1L1,++++++,0.02640412,0.20254853168727646,0.019084640418716582,-1,0.038169280837433164
XRCC2,++++++,0.001595318,0.0013358290561733966,0.7417157974057121,1,0.0026716581123467933
ZC3H7B,+++++-,0.0024309930000000002,0.0011088738540981345,0.4594176168431188,1,0.002217747708196269
ATM,-+++++,0.001474719,0.10882140237774991,0.01342306136727905,-1,0.0268461227345581
LBH,------,0.058894569,0.048651395394917175,0.11414983337871479,1,0.09730279078983435
RNASE1,---+-+,0.003926311,0.7319272168372488,5.7240829911339365e-5,-1,1.1448165982267873e-4
NAB2,++----,0.001542884,3.587616855133384e-5,0.6450184508481737,1,7.175233710266768e-5
NEUROD6,----+-,2.46816e-4,0.4743994339617855,1.1730372783644529e-4,-1,2.3460745567289057e-4
ZHX2,--++-+,6.04213e-4,0.0504926894835241,0.012790457585377508,-1,0.025580915170755017
CMPK1,++-+++,0.004968258,0.21690642532316254,0.0018948802067807974,-1,0.0037897604135615948
LRP8,------,0.007779026,0.5219040915920831,0.004813866703747725,-1,0.00962773340749545
CAMK1G,+-----,0.003465169,1.729791397168994e-4,0.784394841611051,1,3.459582794337988e-4
LINGO2,+++--+,1.42322e-4,1.238016219371649e-5,0.9983673740131412,1,2.476032438743298e-5
HLA-DPA1,----+-,0.0069072100000000004,0.22715566746175592,0.009758965265770895,-1,0.01951793053154179
DBT,++++++,0.004911891,0.0537452724608564,0.10441618198790151,1,0.1074905449217128
KCNIP3,--+---,0.012039419,0.0133135811930596,0.16448564724584147,1,0.0266271623861192
EMG1,-+----,0.001649438,0.30676372780781014,0.003230715272945113,-1,0.006461430545890226
STAM2,------,0.008732772,0.24150498078903637,0.02139512901656619,-1,0.04279025803313238
CLCC1,+--+++,0.002747566,0.8427284867456163,1.2085545332546957e-5,-1,2.4171090665093915e-5
FBXO9,----++,9.29213e-4,0.9461851783141827,7.083377166200752e-6,-1,1.4166754332401504e-5
MAST2,------,0.021258989,0.04072750743546354,0.15492896352050609,1,0.08145501487092709
DGCR2,+++-++,7.42416e-4,0.0017714853496578551,0.6225252683457001,1,0.0035429706993157103
ZNF24,---+--,0.001666948,0.11444088634748543,0.005817622373479231,-1,0.011635244746958462
PLXNA2,++----,5.01217e-4,7.090235655482902e-5,0.8800889032030661,1,1.4180471310965803e-4
SFT2D1,------,0.010585487,0.06007435490269696,0.09537990526202247,1,0.12014870980539392
POLR1E,+++-++,0.00473324,0.011337191010684344,0.2988126077390113,1,0.022674382021368688
DAB2IP,------,0.002135581,0.014054279000294078,0.32640190722927603,1,0.028108558000588157
MAN1A1,-----+,9.38764e-4,0.09062848114647386,0.02931267085926061,-1,0.05862534171852122
PDCD7,++++-+,5.95506e-4,0.0030162573064831805,0.43906178222237024,1,0.006032514612966361
ZNF564,++++-+,1.26124e-4,6.273748582286354e-4,0.7822809585926026,1,0.0012547497164572708
PPIA,++----,0.00128221,0.0015656296862334835,0.3639323209122271,1,0.003131259372466967
GGA2,+++++-,0.002443727,7.241970670984852e-4,0.5131066673892968,1,0.0014483941341969704
RBBP6,+++++-,0.016409925,0.00900705112055224,0.18018613704676373,1,0.01801410224110448
USP25,------,0.016917228,0.19525923967628234,0.03482013380505371,-1,0.06964026761010741
MRPS12,---+--,0.004811985,0.5110379109556028,0.0042906420996629505,-1,0.008581284199325901
NFX1,-++++-,3.34363e-4,0.001128825734312789,0.2636799006652443,1,0.002257651468625578
LMO7,-+++++,0.004634831,0.14773787244157638,0.03013726228141572,-1,0.06027452456283144
BAT5,-+----,0.00225412,0.008103173885047922,0.30927809773681597,1,0.016206347770095844
C12orf57,-----+,0.00248427,0.16113814326290873,0.021705870708633664,-1,0.04341174141726733
AAK1,-++---,0.001023596,1.7248987751775622e-4,0.21440328622555002,1,3.4497975503551244e-4
PGAP1,---+--,0.001316292,0.2668666556419195,0.012409584590351895,-1,0.02481916918070379
STX17,--+--+,0.002264981,0.011037956244357232,0.009140303018959692,-1,0.018280606037919384
SCN2B,++++++,0.009017416,0.10018904727616862,0.07782728872573293,-1,0.15565457745146585
COL6A1,+++-+-,0.00292603,0.00675342358299741,0.2456642980672184,1,0.01350684716599482
KIAA0090,++++++,0.044293446,0.09447131167096491,0.09596663755666059,1,0.18894262334192982
NRF1,--+---,0.004883989,0.005092304323186192,0.20836423166010037,1,0.010184608646372384
CXorf26,-+---+,3.00468e-4,0.1440344571202191,0.009265060429433838,-1,0.018530120858867676
ANK3,--++--,6.35e-5,0.14825311910907818,6.545702755014447e-4,-1,0.0013091405510028895
NXPH2,++--++,6.43539e-4,0.0014229914591215084,0.35034975047273226,1,0.0028459829182430167
PCSK1,------,0.004344663,0.04317175054946108,0.14994926375188483,1,0.08634350109892217
ACLY,------,0.010828464,0.09157750655120357,0.09072141685661782,-1,0.18144283371323564
LAIR1,------,0.003169944,0.35305035093519405,0.012720715208815995,-1,0.02544143041763199
STAT6,+-----,9.99251e-4,0.00873028179644998,0.36573320770141343,1,0.01746056359289996
CDAN1,-+----,0.011898596000000001,0.010475962179347523,0.1254845269750486,1,0.020951924358695046
SLC25A42,++----,9.60861e-4,1.4873509111339071e-5,0.9286097667612492,1,2.9747018222678142e-5
ZNF518A,-++++-,0.013472004,0.04510669106119554,0.021597240662460562,-1,0.043194481324921125
REC8,------,0.001936517,0.2139145572858465,0.03657236382345309,-1,0.07314472764690617
FASN,---+--,0.001567416,0.13586295127381312,0.02269954877533372,-1,0.04539909755066744
RPAP1,++++--,0.001111704,0.00408476004614412,0.4693970519844825,1,0.00816952009228824
RPL5,-+++++,0.002186891,0.06330233516635957,0.10393307404566768,1,0.12660467033271913
MVK,------,0.003691105,0.032482938970486694,0.20975357622224922,1,0.06496587794097339
FAM122A,-+----,0.006032303,0.018472423376096527,0.24655539551694278,1,0.036944846752193054
SP110,+-++++,0.01335824,0.6536445438236345,0.0018746340073224701,-1,0.0037492680146449403
C6orf129,-+----,1.14607e-4,0.4249474701883344,0.0014825695950439258,-1,0.0029651391900878516
NAV3,------,0.003434176,0.059151859955230465,0.1303452133747712,1,0.11830371991046093
AKR1A1,---+-+,0.007477434,0.4676291802928506,0.0027016835494927264,-1,0.005403367098985453
PDRG1,-+----,1.29401e-4,0.5226763121256911,0.004496092796423517,-1,0.008992185592847033
RERE,+++-+-,6.1161e-4,1.78911396778485e-4,0.9370996111907567,1,3.5782279355697e-4
DERL1,++++++,0.001015918,0.18754052100258126,0.03886579108545657,-1,0.07773158217091314
FGFR2,---+--,0.006594195,0.16652446753257294,0.027649725801221412,-1,0.055299451602442824
NCAPH2,-++---,7.81e-5,0.0026049572541081093,0.5077771156293445,1,0.005209914508216219
INSIG1,---+-+,0.002387453,0.6598871569569215,2.563686159957697e-4,-1,5.127372319915393e-4
PAQR8,------,0.011591105,0.24910842111667522,0.026408903619586924,-1,0.05281780723917385
PSMA3,------,0.019225562,0.3806119500463283,0.019563551027019163,-1,0.039127102054038326
CLCN3,---+-+,8.88109e-4,0.19683614519814374,6.431673774697288e-4,-1,0.0012863347549394576
JPH3,+++-++,0.010283052,0.04699840303734861,0.10960655058365064,1,0.09399680607469722
SFI1,+++-++,0.001932397,0.010363419049887494,0.1635345329413806,1,0.020726838099774988
SNRPN,-+++++,0.004967228,0.023136373725756252,0.16799714431932453,1,0.046272747451512504
RNASEH2A,-+----,0.002391479,0.586168527437827,0.0036522854703850585,-1,0.007304570940770117
SBNO2,-----+,0.005802809,0.5069965909961406,0.007210633764803691,-1,0.014421267529607382
NDUFB7,++----,0.006272753,0.007682096820853264,0.3301794734401467,1,0.015364193641706528
SH3PXD2A,--++++,0.003387828,0.2644390577314249,0.0018825586420368528,-1,0.0037651172840737056
CCNY,----++,0.003007491,0.9527184190658259,1.486956316638261e-4,-1,2.973912633276522e-4
ATAD3A,+-----,5.66948e-4,0.003293224623326966,0.6570949917898153,1,0.006586449246653932
ZNF85,++++++,0.006494663,0.16416122702472183,0.06050224832955811,-1,0.12100449665911622
C1orf77,-----+,0.023568165,0.2752630938140928,0.004958613521501815,-1,0.00991722704300363
ATG7,------,0.030357772,0.05204179662148637,0.20901529369445945,1,0.10408359324297274
ZNF665,++++++,0.003455337,0.30153429788150804,0.028509801940096842,-1,0.057019603880193684
PSMD6,------,0.006529494,0.2187743212180009,0.04363180324681406,-1,0.08726360649362812
LGALS1,-+----,0.005916854,0.029030904594066567,0.21929670696358314,1,0.05806180918813313
CREBZF,-+-+++,0.006620787,0.6591575154892515,3.306784143873994e-5,-1,6.613568287747988e-5
NPTX2,------,0.02481676,0.0869523071070603,0.12996317539249236,1,0.1739046142141206
ETS2,+-----,0.029133146,0.005771417041010121,0.5214041853956379,1,0.011542834082020241
BXDC5,------,0.015132865,0.2512859828215374,0.03905952576803457,-1,0.07811905153606914
FUT6,++++-+,0.029336517,0.027885099137894005,0.1967735969360324,1,0.05577019827578801
TPP2,------,0.008191011,0.02514320995475436,0.3226106885345891,1,0.05028641990950872
SLC13A3,+++++-,0.004557491,0.022167751537342007,0.12023319869352977,1,0.044335503074684014
ZFYVE16,---+-+,0.002461798,0.7204308887391047,1.248607343234199e-4,-1,2.497214686468398e-4
ANKRD12,++++++,0.046403558,0.08467839537620929,0.14788761049784385,1,0.16935679075241858
GSK3B,+-----,0.019503652,0.03397774044852306,0.1347575079513075,1,0.06795548089704612
ANAPC13,------,0.001096161,0.5864370407513788,0.007392289987411485,-1,0.01478457997482297
ZNF207,------,0.005042884,0.4666256173647546,0.016259979047203613,-1,0.03251995809440723
EGFR,++++++,0.016223783,0.14068211187365395,0.08953926868115221,-1,0.17907853736230442
C22orf28,-----+,0.005040824,0.21371080346151045,0.009799301555977592,-1,0.019598603111955184
ASH2L,-+----,4.97659e-4,0.11205296097675302,0.03628239118072433,-1,0.07256478236144866
GALNT13,++-+++,0.004911423,0.4011444244200261,4.8564265007211425e-4,-1,9.712853001442285e-4
CTSH,+--+--,7.43e-5,0.002548147010843224,0.18479573583808284,1,0.005096294021686448
C17orf39,+++--+,1.06086e-4,6.439109659187195e-4,0.8557830659053445,1,0.001287821931837439
UBIAD1,---+--,0.011190356,0.28712461190877686,0.009698344965997236,-1,0.019396689931994473
FLAD1,---+--,0.003265449,0.20032707677119987,0.02181645051016416,-1,0.04363290102032832
CA12,++++++,0.003140449,0.5220124878156885,0.011477333368432112,-1,0.022954666736864224
FAM48A,--+++-,7.24345e-4,0.060945761992076054,0.004001105695310217,-1,0.008002211390620434
NDUFB2,------,0.021807116,0.17670352785310356,0.07010092149407579,-1,0.14020184298815158
MIAT,+-++++,0.008277154,0.1138956665745182,0.0479415852020145,-1,0.095883170404029
KIF13B,---+++,5.17884e-4,0.9999292158314242,8.117904736964692e-6,-1,1.6235809473929384e-5
PIAS1,++++++,0.020192228,0.05531754270594658,0.18581131728380715,1,0.11063508541189317
UPF3A,---++-,0.003779588,0.6459004835072581,0.0018822153747400285,-1,0.003764430749480057
ETV5,------,0.001538202,0.008877989964563253,0.5897213025635185,1,0.017755979929126506
USP22,-++-++,0.005581461,0.043758316280843375,0.0522928915510098,1,0.08751663256168675
BCAP29,-+----,0.004740262,0.011141950243168287,0.1402893252158973,1,0.022283900486336574
FAAH2,-+----,0.001305712,0.0015321014546971366,0.8396540224729379,1,0.0030642029093942732
GPR155,-+++++,0.009650281,0.09575520563472968,0.07887409245789503,-1,0.15774818491579007
CTNND1,----+-,0.001687079,0.36082190538016695,0.0022226848969688277,-1,0.0044453697939376554
PPP1R3C,+-----,0.00128633,0.03531539474772048,0.09207982733811251,1,0.07063078949544097
NDN,------,0.010858052,0.06643035645664414,0.15885606300727292,1,0.13286071291328827
AK2,---++-,0.003155431,0.953633769860967,1.0131016312917077e-4,-1,2.0262032625834153e-4
ELP3,++++++,0.003867041,0.07944522929925496,0.1571855987397515,1,0.15889045859850992
CSE1L,---+-+,0.005129588,0.38219136538864124,0.0014402859052182041,-1,0.0028805718104364083
ATF2,-+----,0.024152341,0.04002206225042209,0.19525311344186042,1,0.08004412450084418
HAX1,-+---+,0.005995412,0.0398888987524559,0.07900371606629845,1,0.0797777975049118
CYFIP1,+--+--,0.001645599,0.19696548865296198,0.01237755683497992,-1,0.02475511366995984
CTDSP2,+-+++-,9.41948e-4,0.016709650325396445,0.03458645068262523,1,0.03341930065079289
IGF1R,+++++-,0.003084925,9.552551204932698e-4,0.8847680440722847,1,0.0019105102409865396
ADAM33,-++---,0.002048502,8.092482977779787e-4,0.24034930540732005,1,0.0016184965955559575
PPP2R3A,--++++,3.6161e-4,0.9306488308151846,1.4204242187111982e-4,-1,2.8408484374223964e-4
LRRTM2,++++-+,0.002492041,0.00817247793282838,0.3864839889656617,1,0.01634495586565676
ATP2B4,++++-+,0.006337266,0.019397784579603623,0.2843683691991,1,0.03879556915920725
SHANK2,+++---,5.34925e-4,1.2129072527555232e-7,0.9999999582905299,1,2.4258145055110463e-7
SSR4,-+-+-+,6.81086e-4,0.7123600330875566,0.0022698180620017608,-1,0.0045396361240035215
CPSF6,+----+,0.005782022,0.3023675260551435,0.006019367673328998,-1,0.012038735346657996
ZNF688,-++---,0.004072378,3.4258800636630734e-4,0.3832383073480752,1,6.851760127326147e-4
NUP210,+-----,0.00407088,0.025309931020230533,0.21965753259411003,1,0.05061986204046107
HOPX,-+---+,2.67e-5,7.358038229359974e-4,0.5112905956909654,1,0.0014716076458719948
LRFN2,++----,0.00265927,5.146449871520213e-4,0.9109738235256539,1,0.0010292899743040427
CEP170,++++++,9.67228e-4,0.017526139089592288,0.40057611641113633,1,0.035052278179184576
ZNF74,-++-++,0.002409457,0.03700817806953754,0.05249520612636416,1,0.07401635613907508
CKS2,---+--,0.001113015,0.040818913136916816,0.08188314217205649,1,0.08163782627383363
STARD4,-----+,0.002602528,0.2746158682892968,0.006644212101381334,-1,0.013288424202762668
LOC201229,--+--+,0.001355337,0.02543071874335429,0.058542472899262545,1,0.05086143748670858
CHST10,++++--,6.14e-5,1.2953997082508143e-4,0.9665544484342372,1,2.5907994165016285e-4
CHERP,+++-++,9.56742e-4,0.004805088605755237,0.7081365852509061,1,0.009610177211510473
ARG2,+-----,0.005827528,0.04501077241031618,0.19190172467161773,1,0.09002154482063236
MAF,-----+,0.001806367,0.18120766814424608,0.002780625059798452,-1,0.005561250119596904
NR2F1,++++++,0.049560393,0.08981919099609369,0.1819690373751305,1,0.17963838199218737
MAPK8,+--+-+,3.87e-5,0.9339936094421015,1.1437670854986999e-4,-1,2.2875341709973997e-4
ZFP161,+-----,0.004814419,0.26339275488898306,0.021464936477798693,-1,0.04292987295559739
SYT7,------,0.010600375,0.08069300778212231,0.19923295694056245,1,0.16138601556424462
ZNF34,+-++++,0.005054682,0.8462478698157352,0.00211380614284257,-1,0.00422761228568514
SPP1,---+-+,0.004142228,0.5490254542652426,8.590425040472195e-5,-1,1.718085008094439e-4
EDIL3,---+--,0.02923633,0.610676306115271,0.002259949498238121,-1,0.004519898996476242
MAPKAP1,+++-++,0.013640918,0.053614041633065004,0.17000301379989743,1,0.10722808326613001
SFRS7,----++,0.008799719,0.8652070965131438,4.7885844777582665e-5,-1,9.577168955516533e-5
DOK5,+-----,0.005325,0.06001722251993932,0.18673645384691212,1,0.12003444503987865
NMU,-----+,0.002445506,0.33195882031408813,0.0213272016224968,-1,0.0426544032449936
LPAR5,----+-,0.004860674,0.6882469541491791,0.004699893383080879,-1,0.009399786766161758
SLC12A2,---+++,5.34363e-4,0.9999899504389889,4.0070741975414985e-6,-1,8.014148395082997e-6
GTF3C3,+-----,0.012016667,0.16300237301280976,0.05962709622586935,-1,0.1192541924517387
SPSB1,--++--,0.011575562,0.13657176600490428,0.02166524480058797,-1,0.04333048960117594
SORBS1,------,0.04281676,0.15941948398568745,0.10261163834316499,-1,0.20522327668632998
CDK7,-+---+,0.00422294,0.25210336345647,0.003447359265233729,-1,0.006894718530467458
CNDP1,---++-,0.009759738,0.9976905431146349,2.4594140457209464e-5,-1,4.918828091441893e-5
PCMTD1,++++++,0.00114794,0.5849886991852005,0.013629264723472204,-1,0.02725852944694441
LIMCH1,----+-,0.02244279,0.6485122446569569,0.005167611636945366,-1,0.010335223273890732
DPY19L1,---+--,0.002539513,0.2368969602367349,0.013019975339177207,-1,0.026039950678354414
DHRS7B,-+----,0.00317088,0.19902376697242868,0.05722820042496967,-1,0.11445640084993934
ARPC5,----+-,0.001097472,0.4488748441789804,0.006559274367509179,-1,0.013118548735018358
TGFBR2,------,0.017735955,0.5816222780428404,0.01639991291682697,-1,0.03279982583365394
G3BP1,---+-+,0.001698408,0.20060888940593444,0.0073619047135320866,-1,0.014723809427064173
LXN,------,0.025290824,0.24541940801926312,0.07049210904463553,-1,0.14098421808927106
SLC22A15,---+-+,0.011837266,0.925975468597034,7.947486791707269e-5,-1,1.5894973583414538e-4
KTN1,--++++,0.009738296,0.8762456351688788,0.0012118173336173727,-1,0.0024236346672347454
BPHL,++++++,0.032628184,0.0335094658186052,0.4270175683652582,1,0.0670189316372104
PRUNE2,----+-,0.013427341,0.6101461271441041,0.0036513832035364284,-1,0.007302766407072857
NAPEPLD,--++++,0.008271723,0.755033469720374,6.189231207901547e-4,-1,0.0012378462415803095
UBE2W,++--++,3.58989e-4,0.00989822220803771,0.19163361169210225,1,0.01979644441607542
PPP3CC,-+----,0.008598502,0.018128658492531473,0.18205745619873356,1,0.036257316985062946
RASEF,+++-++,0.014597097,0.005130606379363926,0.6781814057389004,1,0.010261212758727852
H2AFV,--++++,0.001548127,0.7830839457760195,2.5974806168651513e-4,-1,5.194961233730303e-4
SIGLEC15,+++++-,0.001662828,0.09630908770104073,0.10176771868819572,1,0.19261817540208145
TTL,++++-+,0.011910019,0.008174752865251225,0.5629108233038633,1,0.01634950573050245
MANEA,---+-+,0.028195693,0.6464070159256174,0.003276244273101373,-1,0.006552488546202746
PPM1D,------,0.002243446,0.8372873008370221,0.004305295076042805,-1,0.00861059015208561
NME5,-----+,2.82022e-4,0.8234187850230646,2.2430079848171229e-4,-1,4.4860159696342457e-4
MRPL11,-+---+,0.002830618,0.6140903818816348,0.004162150945498872,-1,0.008324301890997744
AP1G1,+-----,0.008820131,0.03301483467429141,0.2283247757204895,1,0.06602966934858281
SYNPO2,---+--,0.001738483,0.521876185438857,0.00824390074980199,-1,0.01648780149960398
CORT,------,0.002536142,0.2633400356011193,0.05265823406817211,-1,0.10531646813634422
MAFG,++----,0.009098315,0.0013208804349674238,0.50099588352922,1,0.0026417608699348476
TROVE2,--++++,0.004983521,0.7595359427402457,0.0014837782597403348,-1,0.0029675565194806695
RGS12,--+---,0.008896723,0.0052173547328245385,0.5750467587845315,1,0.010434709465649077
NLN,+++-++,0.002119382,0.00458887272067914,0.730495730584318,1,0.00917774544135828
GALNTL2,--++++,0.006315824,0.9040492942651277,0.001463125040353386,-1,0.002926250080706772
PNKP,-+----,4.15169e-4,0.004120064829195526,0.780868617999186,1,0.008240129658391052
FAM115A,++++-+,0.013059925,0.009210371017048446,0.5561783770448269,1,0.018420742034096892
ZBTB4,++++-+,0.009409738,0.007718291749295787,0.46461886964404087,1,0.015436583498591575
VPS41,-+-+++,0.005660112,0.4106804048768191,0.006597395377769849,-1,0.013194790755539698
BANP,------,0.026552715,0.052870228845394475,0.2636015614881802,1,0.10574045769078895
POLR2L,-+----,0.044399438,0.03927224650319859,0.21762593041080994,1,0.07854449300639718
PDE4C,-++++-,3.73783e-4,0.006386233273456588,0.5971808163412505,1,0.012772466546913176
EIF1B,-----+,0.005894476,0.21509924464488128,0.023483912503352446,-1,0.04696782500670489
SARM1,++++--,2.78558e-4,5.969466710285781e-5,0.9831712285253935,1,1.1938933420571562e-4
POLR3K,-+----,0.012169382,0.05290692745658327,0.22478577590858623,1,0.10581385491316654
RPS6KA3,-+----,0.002384457,0.39844267828406793,0.02508958383862825,-1,0.0501791676772565
POLR2C,----+-,8.77996e-4,0.5583997514289494,1.1630153694729305e-4,-1,2.326030738945861e-4
DPP9,+-----,0.004423689,0.0040557353172011226,0.7570546282350439,1,0.008111470634402245
IPO8,+-++++,0.011783708,0.09969429339827726,0.06688097577010482,-1,0.13376195154020964
LOC284998,+----+,8.84e-5,0.012645192581676571,0.05335043551341641,1,0.025290385163353142
EEPD1,+++-+-,0.011424625,9.035319361895828e-4,0.5058597593445023,1,0.0018070638723791657
ZNF394,+++-++,0.001145693,0.001941283010997267,0.9243329627709052,1,0.003882566021994534
TMEM86B,+-+---,6.91199e-4,4.4204237318655e-4,0.9317470480292601,1,8.840847463731e-4
LASS4,-----+,0.004351498,0.49200224107302776,0.01659981779771545,-1,0.0331996355954309
CKLF,------,0.006775655,0.27541856297942796,0.06449435827337534,-1,0.12898871654675068
P4HA1,+----+,7.94288e-4,0.025166900051817414,0.010644895375848682,-1,0.021289790751697363
IDI1,-----+,0.001010112,0.37287512173227066,0.019097940520456352,-1,0.038195881040912705
HHLA3,----+-,4.26124e-4,0.9671528762559886,1.2970055998027402e-4,-1,2.5940111996054804e-4
FOXF2,++-++-,1.97753e-4,0.3133649365860003,0.018603545555126694,-1,0.03720709111025339
EXOC6,-+----,0.005514888,0.0036080961433946662,0.33632721861786674,1,0.0072161922867893325
MYH11,++++++,0.011580524,0.08965953769635687,0.22042533347033724,1,0.17931907539271374
TMEM93,-+----,0.006480056,0.10950219024643239,0.053454869663741765,-1,0.10690973932748353
KIAA1279,-----+,0.002844757,0.7451468615913347,4.90234321744588e-4,-1,9.80468643489176e-4
TBC1D13,--+---,4.34457e-4,0.0036094193555406824,0.7680801800009738,1,0.007218838711081365
CTSB,++++-+,0.010516479,0.10095224010770087,0.0672854919626327,-1,0.1345709839252654
RASGEF1A,++----,0.019610674,0.004109545803037286,0.5474351802343668,1,0.008219091606074572
HS6ST3,-+---+,4.72472e-4,2.7198953143890345e-4,0.186515087565583,1,5.439790628778069e-4
RCHY1,++-+++,0.007729026,0.43338985863722473,0.0015816527828984097,-1,0.0031633055657968195
LDLR,---+--,0.009503558,0.06570394226554115,0.10771550920328413,1,0.1314078845310823
