gene_symbol,female_ACC.1_female_ACC.2_female_DLPFC_male_ACC.1_male_ACC.2_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AHCYL1,+-+--+,0.002915918,0.5636040678057564,0.06195691146499125,-1,0.1239138229299825
ITGA7,+-+-+-,0.015724625,0.06199870849119473,0.705736808652854,1,0.12399741698238946
RPS4X,+++-++,0.180584457,0.06200784093314479,0.9800967925826459,1,0.12401568186628958
PROX1,+--+++,0.050999345,0.0620098342406285,0.4071347912358959,1,0.124019668481257
GSPT1,+---++,0.022073783,0.2706635932051274,0.0620168852498652,-1,0.1240337704997304
PRPF38B,---+-+,0.102414794,0.8749206126611205,0.06203718717231747,-1,0.12407437434463495
DUSP28,-+---+,0.012130431,0.8625874314246373,0.062065238159304904,-1,0.12413047631860981
CBX5,+-++++,0.065103558,0.06210102200315461,0.7572577926549089,1,0.12420204400630921
MCM7,---++-,0.122302715,0.8812699417787223,0.0621372452999694,-1,0.1242744905999388
AJAP1,+-+--+,0.006062828,0.31447282403056,0.06220134338303579,-1,0.12440268676607158
PLCXD2,++++--,0.016151311,0.0622447116296109,0.8875499680193737,1,0.1244894232592218
CDKN2AIPNL,++--++,0.057813483,0.0623078745853952,0.7878891958498864,1,0.1246157491707904
SPG7,+-+--+,0.020809738,0.06236844643947737,0.4518775651751102,1,0.12473689287895474
APOLD1,+++--+,0.008456367,0.06248970036306265,0.3282617497549533,1,0.1249794007261253
ASPH,--++++,0.06243221,0.06250032696787228,0.6185147246155371,1,0.12500065393574455
FOSB,++++-+,0.084504494,0.06251063988694883,0.8106385232067653,1,0.12502127977389765
LOC255783,-+++--,0.053315169,0.9336437458341709,0.06252223752529534,-1,0.1250444750505907
CLIP4,+--+++,0.007464513,0.22641527605232384,0.0625252127231227,-1,0.1250504254462454
UBR5,-+++--,0.026031929,0.21974613463131226,0.06254817495671736,-1,0.1250963499134347
CIC,+-+---,0.027454682,0.8749740097489838,0.06261726108440759,-1,0.12523452216881517
GABRB3,+++--+,0.077241667,0.06262160571494872,0.5744521576007187,1,0.12524321142989744
LMTK3,+-+++-,0.040949719,0.06262972423348888,0.9040467250483785,1,0.12525944846697776
PHLDB1,---++-,0.033675468,0.52356643023662,0.06267569830931798,-1,0.12535139661863595
ZFYVE21,+---+-,0.046677903,0.6603523587870129,0.06277945395545075,-1,0.1255589079109015
HIST1H2BK,---++-,0.048113296,0.961119069859522,0.06279548609830482,-1,0.12559097219660964
SOX4,-+-+--,0.055260674,0.3000876610713902,0.06286578604368462,-1,0.12573157208736924
INTS9,+-----,0.019295599,0.46836005972470324,0.06287644967845178,-1,0.12575289935690356
RASL10A,-----+,0.034412453,0.9729787709628378,0.06289315923847513,-1,0.12578631847695027
TMEM63C,--+---,0.041569288,0.6681312424528415,0.06290019441779292,-1,0.12580038883558584
FLVCR1,+-+++-,0.084400094,0.06291987620147292,0.9312580940003203,1,0.12583975240294584
PARP2,-+---+,0.090515169,0.7125712444951056,0.06296469669174787,-1,0.12592939338349574
MX2,-----+,0.015631835,0.9348640498994183,0.06303232274356851,-1,0.12606464548713703
GRM1,--+---,0.096974157,0.9900288029153065,0.06309195448376392,-1,0.12618390896752785
MRFAP1L1,++--++,0.021424813,0.06309438130204782,0.8661287850656402,1,0.12618876260409564
YY1,+++---,0.027651966,0.16736216434548382,0.06310460072998793,-1,0.12620920145997586
UTS2R,++-+++,0.071536704,0.06311344762210515,0.9480793416092654,1,0.1262268952442103
SOX10,---++-,0.021701685,0.2232886836200308,0.0631616022502401,-1,0.1263232045004802
HIVEP3,+++-+-,0.070712266,0.06316188918562299,0.7762242531516607,1,0.12632377837124598
FAM120B,+++-+-,0.03041573,0.0631689337252861,0.8726012827915584,1,0.1263378674505722
ZBTB41,-+++++,0.056532959,0.06317931992956112,0.9642166226164514,1,0.12635863985912224
CADM4,---+--,0.109286517,0.9661910670111066,0.06319792899052412,-1,0.12639585798104824
OXR1,-+--++,0.013959082,0.06326423979066104,0.20372269103871654,1,0.12652847958132207
GATAD2A,+-+++-,0.094694569,0.06327707726707481,0.7818781731824839,1,0.12655415453414962
IRS2,-++---,0.004671348,0.6868239028246215,0.06327820252229202,-1,0.12655640504458404
CCDC41,-+----,0.070826592,0.7342693996858002,0.06328295542759288,-1,0.12656591085518576
GLT25D2,++++--,0.063026404,0.06333149611956519,0.9507541972618446,1,0.12666299223913038
GALNS,-+----,0.051949532,0.5970520946979317,0.06335947191942479,-1,0.12671894383884957
C10orf110,---+--,0.013731742,0.7355771751450695,0.06336407325750278,-1,0.12672814651500555
CAND1,----++,0.066519007,0.5940354609415501,0.06340435043453327,-1,0.12680870086906654
ITGAV,-+---+,0.031944476,0.5325650771079745,0.06342532906764355,-1,0.1268506581352871
SGK269,-++---,0.02000721,0.4934686920102671,0.06343679724648238,-1,0.12687359449296476
STAT3,-++-++,0.134668727,0.06346947138316522,0.8621278484905248,1,0.12693894276633044
GTPBP5,-+++++,0.145326311,0.06352985010375084,0.9850575063983278,1,0.12705970020750168
ANKRD43,+++--+,8.81461e-4,0.06356171419526048,0.08964981896550003,1,0.12712342839052096
GABARAPL1,++--++,0.027405524,0.06356805504038207,0.7172015008174821,1,0.12713611008076414
GLTPD1,++++--,0.015944101,0.29599360655462764,0.06361859178545785,-1,0.1272371835709157
C1orf128,---+-+,0.007799719,0.6372672814055456,0.06362632569519147,-1,0.12725265139038294
UBE2I,-+---+,0.050267509,0.7340982279589363,0.06363797077978091,-1,0.12727594155956182
DBR1,--++++,0.05715515,0.06364109656527206,0.31535848768857416,1,0.12728219313054412
LIMA1,+--+++,0.023284176,0.06365588956664651,0.4959209559414774,1,0.12731177913329303
AHRR,--+---,0.011773034,0.6573854786743065,0.06367634998898872,-1,0.12735269997797743
CCDC53,---+-+,0.040520412,0.9552537603521086,0.06368238308997975,-1,0.1273647661799595
AQP4,+----+,0.005124625,0.5373093027434891,0.06377246140788369,-1,0.12754492281576738
ST6GALNAC3,---+++,0.018475094,0.22759193276288422,0.06378570445932547,-1,0.12757140891865093
SMNDC1,+---++,0.011956742,0.341113374410205,0.06380539668011236,-1,0.1276107933602247
PCSK2,-++---,0.021760768,0.66613903169027,0.06380978891215189,-1,0.12761957782430378
KIAA0913,+-+---,0.077630618,0.9579562543176128,0.06382392670254065,-1,0.1276478534050813
LAMP2,---+++,0.04062397,0.5427409992583329,0.06388807719745429,-1,0.12777615439490858
GLTSCR1,+--++-,0.003442884,0.77497331931121,0.06391567311758208,-1,0.12783134623516415
NDUFA4,-+---+,0.019915449000000002,0.7231529008908633,0.06395273570616337,-1,0.12790547141232675
TAF7,-+--++,0.042603839,0.678960540979344,0.06396139888561443,-1,0.12792279777122886
COX6A1,++---+,0.004236049,0.4184063844243377,0.06396568302183854,-1,0.12793136604367708
BBS4,--++-+,0.002768633,0.06406009691861217,0.7643697087455974,1,0.12812019383722434
FIP1L1,-+---+,0.004169757,0.543663496730114,0.06406190148666537,-1,0.12812380297333073
XYLT1,-++---,0.045635674,0.8620350003758074,0.0640762675408051,-1,0.1281525350816102
ARFGEF2,-+--++,0.011556835,0.24256453913399825,0.06419342033079073,-1,0.12838684066158146
XKR4,+++++-,0.126310768,0.06424190426018309,0.9677149563220782,1,0.12848380852036617
DLAT,++--++,0.010970974,0.06426386196002236,0.15316398961203342,1,0.12852772392004472
SF3A1,+---++,0.038680899,0.06426492517696071,0.23928233779090016,1,0.12852985035392142
HBXIP,-+---+,0.0408397,0.5170643986545892,0.0643172497298405,-1,0.128634499459681
BAT3,+++---,0.009005899,0.06432294825383429,0.514788590132499,1,0.12864589650766858
PIK3C2A,+-+-++,0.050147378,0.06434231949790119,0.6071672760821443,1,0.12868463899580238
GNG3,++---+,0.054385955,0.6532335963746685,0.0643589996921413,-1,0.1287179993842826
C20orf160,++++++,0.120647191,0.06440329514184451,0.9948033273589115,1,0.12880659028368902
BRP44,++---+,0.007558708,0.29470801366343824,0.06440418955173974,-1,0.12880837910347948
HSPB2,------,0.047201779,0.9841617572605764,0.06442279234229176,-1,0.12884558468458351
RAB15,-++---,0.059275281,0.9452951995799711,0.0644402110658633,-1,0.1288804221317266
PRKCA,++--+-,0.019161236,0.09447744890018758,0.06445462278657815,-1,0.1289092455731563
ABCA2,+--+--,0.034702715,0.33998018862701507,0.06448648039815155,-1,0.1289729607963031
LRFN4,+++---,0.02045824,0.07317863783139696,0.064498693088261,-1,0.128997386176522
LSM3,-+---+,0.049193914,0.5991307409654756,0.0645040807932237,-1,0.1290081615864474
MEA1,+-----,0.137148502,0.928215118955659,0.06452366936763358,-1,0.12904733873526716
NUDT5,---+--,0.061600655,0.9676105479564995,0.06453370328278822,-1,0.12906740656557644
WBP5,----+-,0.034808895,0.6076314125018084,0.06453811188031294,-1,0.12907622376062589
FAM73B,+++---,0.01050309,0.3405514249608908,0.06458693462473393,-1,0.12917386924946786
FBXL3,+-+--+,0.001923596,0.06459180239277103,0.4865591553942526,1,0.12918360478554206
RPS6KL1,--++--,0.035472472,0.8787703394066902,0.06462573073091864,-1,0.12925146146183727
DAK,-+---+,0.0112353,0.8584620691160594,0.06469310362890965,-1,0.1293862072578193
CHRM1,++++--,0.087001404,0.0647158556328153,0.5185758087687189,1,0.1294317112656306
BDH1,+----+,0.018767135,0.34438941788680116,0.06473539532876046,-1,0.12947079065752093
ANXA1,--+---,0.102017228,0.9894061396558939,0.06475226981036945,-1,0.1295045396207389
PCDH18,+--+--,0.021471161,0.906787583266662,0.06478978957445616,-1,0.12957957914891233
TAF2,-+-+-+,0.038038483,0.8429085601851952,0.06485368440312402,-1,0.12970736880624803
MIB2,-++---,0.026782491,0.46118100892462116,0.06488176278511783,-1,0.12976352557023565
SOD2,+---+-,0.019169476,0.5175902033424028,0.06492988785392906,-1,0.12985977570785812
ARL9,+++-++,0.069520131,0.06494538790371229,0.7912810542077301,1,0.12989077580742459
PDCD1,------,0.078156461,0.9946249567970049,0.06495027595195414,-1,0.12990055190390828
TSN,++-+++,0.002634082,0.06496629762594926,0.19945606710907465,1,0.12993259525189851
CNOT3,+++---,0.019714513,0.06500884209651955,0.7136959174272086,1,0.1300176841930391
SMPDL3A,-+----,0.058233146,0.9769242035452987,0.06501245862253721,-1,0.13002491724507442
INPP5B,+-+-+-,0.03533661,0.06501774001884619,0.6946898415690024,1,0.13003548003769239
ASB8,-+---+,0.022450655,0.2083953763628427,0.06502988053122094,-1,0.13005976106244188
PXMP3,----+-,0.050985019,0.7240094648124642,0.06505488295182951,-1,0.13010976590365902
GNG7,+++-+-,0.034181648,0.06506724486919564,0.5896144814854308,1,0.13013448973839128
CCDC91,-++++-,0.067667603,0.06508715050045251,0.8948764019948718,1,0.13017430100090502
TNNT1,-+----,0.066218633,0.801236528476461,0.06511811738085688,-1,0.13023623476171375
GLRX,++----,0.010315449,0.8612151784719341,0.06517132933262201,-1,0.13034265866524403
ZNF226,----++,0.063036142,0.6226970952311952,0.06519939502450528,-1,0.13039879004901056
ATRN,++--+-,0.005705993,0.06520314312432104,0.12371179381251625,1,0.1304062862486421
AP3D1,+++---,0.030768071,0.06526244444300373,0.572387430425839,1,0.13052488888600747
DBP,+++---,0.007579963,0.06531478531000164,0.7696056926506004,1,0.13062957062000327
KBTBD4,-+--++,0.00846985,0.2387276809566314,0.0653210834285074,-1,0.1306421668570148
NDUFB3,-+---+,0.021809738,0.6414126939084794,0.0653840109099094,-1,0.1307680218198188
IQCG,+-+-++,0.032574532,0.06547760309042774,0.6235486517922264,1,0.1309552061808555
REEP6,+++-++,0.054618633,0.06549905631508011,0.793838169408208,1,0.13099811263016023
PSME4,+-++--,0.006175655,0.06550379036824774,0.31511099271065257,1,0.1310075807364955
ELOVL1,---+++,0.007836142,0.06807616549163112,0.06554091003502135,-1,0.1310818200700427
KCTD12,---+-+,0.02858839,0.3027638611129442,0.06557677264969342,-1,0.13115354529938683
NEFL,-+---+,0.009665169,0.06561110980823726,0.4094325748804508,1,0.1312222196164745
SON,-++-++,0.066095037,0.06564266488310092,0.6061269870887982,1,0.13128532976620183
CHCHD8,-----+,0.095174532,0.9738677066477937,0.0656469592097701,-1,0.1312939184195402
TXNL4A,++---+,0.042018258,0.8012236278881862,0.0656911846106998,-1,0.1313823692213996
AIG1,-++-++,0.023936049,0.06574702723250865,0.362931125349009,1,0.1314940544650173
ZNF800,--+--+,0.024499345,0.8666041745974207,0.06583914010041624,-1,0.13167828020083247
DLX1,++-+-+,0.035988109,0.06584316686438085,0.49067196274094577,1,0.1316863337287617
ZDHHC18,++++--,0.020951873,0.06585246972765381,0.762748999166768,1,0.13170493945530762
DNAJC19,++---+,0.015843258,0.3246028011426234,0.06585394363860096,-1,0.13170788727720192
TMCC2,+--++-,0.004465262,0.4862913833824211,0.06587590396094528,-1,0.13175180792189056
PXN,+-+-++,0.044260768,0.0658974783577051,0.7954398799898138,1,0.1317949567154102
ATP11A,--++++,0.055248221,0.06590963346995,0.5197450367367591,1,0.1318192669399
SGMS1,-+-++-,0.01080618,0.35824991441935466,0.06593504585229412,-1,0.13187009170458824
ARHGAP1,-++---,0.045217978,0.6811450653091822,0.06593941625453303,-1,0.13187883250906607
SH3BP5L,+-+--+,0.001830712,0.06595701740168616,0.47411856102875566,1,0.13191403480337233
RPN2,---+-+,0.041543539,0.44895340098905384,0.06600512587402664,-1,0.13201025174805328
SAFB2,+-+++-,0.04303427,0.0660166697990017,0.8810306329876929,1,0.1320333395980034
AGXT2L2,--++++,0.019506461,0.06602537799283635,0.36348494212174043,1,0.1320507559856727
TSSC4,-++---,0.045559363,0.7233690605530803,0.06604689892473727,-1,0.13209379784947453
PPFIA3,-++---,0.018946536,0.548003169232372,0.0660763581420127,-1,0.1321527162840254
STX7,---+++,0.019526124,0.20244057565923537,0.06610969794575623,-1,0.13221939589151246
MADCAM1,------,0.248300655,0.9964840145080864,0.06624978314886716,-1,0.13249956629773432
ECD,-+---+,0.048284738,0.8691417929310344,0.06627555147027109,-1,0.13255110294054218
SCUBE2,-++++-,0.02547397,0.06628384082219661,0.9562449455905654,1,0.13256768164439323
UVRAG,---+-+,0.047838015,0.49109313059899024,0.06630936125696647,-1,0.13261872251393295
SOBP,+-+---,0.033374532,0.32276178074134265,0.06635209852813194,-1,0.13270419705626388
GPKOW,+---++,0.018479963,0.0663680354928735,0.11125166793825561,1,0.132736070985747
KIAA1853,+++---,0.016258333,0.24015318366214983,0.06645969271602029,-1,0.13291938543204057
KLK7,---++-,0.042158989,0.21501527725783348,0.06646066437995252,-1,0.13292132875990503
AGTPBP1,+--+-+,0.060594101,0.06652009906918994,0.22388337829661467,1,0.1330401981383799
PLA2G4C,--++-+,0.043345225,0.48241376823331994,0.06652434248105447,-1,0.13304868496210895
CHST1,+++--+,0.115336704,0.06658984543782771,0.9463230125487158,1,0.13317969087565543
SALL1,---+++,0.008824345,0.06663179787214192,0.24650499485213365,1,0.13326359574428384
MRVI1,+-+---,0.006362828,0.6241445763684252,0.06665577246986931,-1,0.13331154493973862
TTC21A,++++++,0.125287921,0.06675521828147123,0.9899673799190332,1,0.13351043656294245
C18orf55,----++,0.002877996,0.06679731178177585,0.2579815039682321,1,0.1335946235635517
MOSC2,-+--++,0.017369382,0.2751358602454921,0.06681246010092061,-1,0.13362492020184122
CDKN1A,--+--+,0.153359551,0.9128382967163046,0.06682236013381013,-1,0.13364472026762025
CC2D2A,-++-++,0.011636142,0.06685611652728593,0.7930659038192169,1,0.13371223305457186
CISD1,-+---+,0.0299853,0.7601834666904971,0.06688501155987799,-1,0.13377002311975597
PMS2L11,++--++,0.00828221,0.0669253457144101,0.20034877000321627,1,0.1338506914288202
CCDC92,+++---,0.036311517,0.06695674609641356,0.5347464256273105,1,0.1339134921928271
SGCE,----++,0.023794476,0.42040338729367766,0.0669656873223087,-1,0.1339313746446174
TMEM22,++---+,0.022663109,0.4659846743563057,0.0669658871266354,-1,0.1339317742532708
SRP54,-----+,0.012009363,0.8138473350908624,0.06704222194806601,-1,0.13408444389613203
AKT2,+-++--,0.023096816,0.48974973959540335,0.06705635873093363,-1,0.13411271746186726
BRWD1,-+-+-+,0.017153558,0.11535751994514276,0.06707119269450797,-1,0.13414238538901593
TMTC2,---+++,0.010219195,0.19628783033228292,0.06707279359867885,-1,0.1341455871973577
ZNF646,+-----,0.032941199,0.6173192847807645,0.06707617027882555,-1,0.1341523405576511
GOT1,++--++,0.017495974,0.06709948989459734,0.3528018472679158,1,0.13419897978919468
ARPC1A,++---+,0.002616948,0.18753222750729065,0.06714027533052244,-1,0.13428055066104488
P2RX4,+--++-,0.015841011,0.25317590301651294,0.06715012982084388,-1,0.13430025964168776
SLC9A8,+-+++-,0.037073502,0.06717362985117926,0.88912762026100145,1,0.13434725970235853
FAM128B,+++--+,0.008940356,0.11053232908839902,0.06717500340707522,-1,0.13435000681415044
CHRNA2,-+----,0.092414045,0.9523386543308157,0.06721818912003714,-1,0.1344363782400743
C1orf35,--+---,0.108216854,0.9754040792742378,0.06727976294726122,-1,0.13455952589452244
DNAJC15,---+++,0.038538577,0.06728071408257215,0.24754740736652278,1,0.1345614281651443
C14orf159,+++---,0.053648127,0.0673281874929648,0.7803790034932704,1,0.1346563749859296
GLIPR1,---+++,0.012700749,0.18715751458840385,0.0673443267751357,-1,0.1346886535502714
INPP4A,++---+,0.017954494,0.0673885144759531,0.18252010644555677,1,0.1347770289519062
DHFR,+-++++,0.106866011,0.0674252540571283,0.9367826272578132,1,0.1348505081142566
TTC28,-++-++,0.037410019,0.06743668477192714,0.7931638039855639,1,0.1348733695438543
WDR48,----++,0.024107397,0.27661394570075515,0.06744030187173143,-1,0.13488060374346286
C12orf34,---+++,0.024421067,0.0674529590108351,0.1356942244647331,1,0.1349059180216702
PRR3,+---+-,0.029945974,0.8706797576452759,0.06753656128259082,-1,0.13507312256518164
UBC,-+---+,0.004952996,0.2831690153567493,0.06760137695049327,-1,0.13520275390098654
CFD,-+-+-+,0.004542509,0.38661230005692016,0.06763177981615931,-1,0.13526355963231862
MSRB2,+++--+,0.057578371,0.06769751227780578,0.7460743243865199,1,0.13539502455561156
VPS53,-++--+,0.025473783,0.06770495756898696,0.08593188371301444,1,0.13540991513797393
MARCH7,-+++--,0.007525468,0.06776534504844656,0.14865075196462443,1,0.13553069009689311
RILPL2,++---+,0.018359831,0.498654378082218,0.06782056107231244,-1,0.13564112214462487
DET1,+----+,0.10538633,0.8992801338811279,0.06782161919801118,-1,0.13564323839602235
KIAA1712,--+-++,0.028386236,0.1120917616398497,0.06785246046810954,-1,0.13570492093621908
ALDH3B1,-++-++,0.009337079,0.5188662357117357,0.06791318227216406,-1,0.13582636454432812
TOPORS,++++-+,0.072638109,0.06801152407135642,0.7447776509744046,1,0.13602304814271285
ASB6,++++--,0.010138764,0.09072162042298065,0.06806372220947073,-1,0.13612744441894145
RDH11,---+++,0.017471442,0.4160955949770643,0.06811199032962326,-1,0.1362239806592465
RAB5C,----++,0.015068352,0.06812219292766888,0.1889781780899998,1,0.13624438585533777
DCP2,+++-++,0.085868914,0.06812262070803696,0.9729266422544394,1,0.13624524141607391
PRPS1,-----+,0.012476217,0.3892838599965034,0.06813513128702865,-1,0.1362702625740573
SURF1,--+--+,0.087069663,0.9636703246277354,0.06813964918456719,-1,0.13627929836913438
CH25H,---+-+,0.042224064,0.810647592026293,0.06816795101036165,-1,0.1363359020207233
ASXL1,+++++-,0.112638951,0.06817389570018147,0.9240434665532178,1,0.13634779140036293
SRI,----++,0.065271255,0.29725609319331986,0.06817639183033102,-1,0.13635278366066203
IFNGR2,+++--+,0.060462921,0.06818732633177574,0.6501365861310895,1,0.13637465266355148
RBM8A,---+++,0.013736985,0.06821835621305897,0.0682869209800417,1,0.13643671242611793
MRPL45,++---+,0.001605431,0.06822615579182245,0.5105422755022553,1,0.1364523115836449
RCOR1,+-----,0.016094382,0.9575300201728266,0.06824725910432251,-1,0.13649451820864503
SFRS3,---+++,0.007310581,0.0682616667591232,0.10763395192179033,1,0.1365233335182464
GABARAPL2,----++,0.010968914,0.29797582161425984,0.06827413279492826,-1,0.13654826558985653
RPS15A,-+++--,0.023725936,0.5923729745457262,0.06828400247842435,-1,0.1365680049568487
PSMD8,++---+,0.051131648,0.8846286018044169,0.06836745895796675,-1,0.1367349179159335
CASQ1,++--++,0.005864607,0.36947390669785346,0.06837165871152648,-1,0.13674331742305296
PSMB10,++----,0.07050927,0.9758421936710686,0.06839153181901046,-1,0.13678306363802092
RPLP1,++-+--,0.06404485,0.9174369173075787,0.0684373515277818,-1,0.1368747030555636
RABL3,+--+++,0.009028558,0.06845550029131871,0.11210951381706862,1,0.13691100058263742
MLC1,+-++-+,0.003863296,0.3803884244579089,0.06852612727937415,-1,0.1370522545587483
MTRF1L,--+---,0.069185111999999993,0.9339639974281639,0.068526441348448,-1,0.137052882696896
PAQR4,--++--,0.068193446,0.7343106865278815,0.06859467193334604,-1,0.13718934386669207
RNF130,--++++,0.016846816,0.06859611481929771,0.19293532199728727,1,0.13719222963859543
PPIE,+----+,0.020945318,0.23710231542065902,0.06861506217224467,-1,0.13723012434448933
PACSIN1,+++---,0.002055243,0.07943226992033244,0.06861813568796803,-1,0.13723627137593605
MYOT,---+++,0.029577247,0.5906410132373784,0.068627875708480085,-1,0.13725575141696017
RHBDL3,++++--,0.034167603,0.06863490688410837,0.3911624640541609,1,0.13726981376821673
QSOX2,-++--+,0.065528558,0.06867174416151287,0.5859087917054782,1,0.13734348832302573
TOMM22,---+-+,0.007384551,0.662606181436828,0.06869928021383613,-1,0.13739856042767226
SRGAP3,+++---,0.010764981,0.06870955133187293,0.3402945113211337,1,0.13741910266374585
DHX16,--+---,0.072151311,0.9888284956328746,0.06881706710763363,-1,0.13763413421526727
TMEM25,+-+---,0.047112172,0.6951494392546711,0.06886758622941572,-1,0.13773517245883143
GM2A,+--+++,0.036525468,0.0688920440398205,0.3175933187119232,1,0.137784088079641
FARSB,+-+---,0.038097285,0.7354057686180387,0.06893555769241548,-1,0.13787111538483096
GALNT10,--++++,0.057806648,0.06894865415355445,0.4141824630090015,1,0.1378973083071089
PLXNA3,-++++-,0.123150375,0.06898282024762012,0.8984157502915733,1,0.13796564049524024
DPP8,++-+++,3.00562e-4,0.10604369395568848,0.06906639995709721,-1,0.13813279991419442
SEC11C,-+--++,0.019984176,0.24623561281087053,0.06907133428411076,-1,0.13814266856822152
TDRD9,+++--+,0.055535019,0.06907197279889403,0.6071621094262208,1,0.13814394559778806
GRLF1,--+-++,0.058995412,0.0691177758568888,0.2668662779867736,1,0.1382355517137776
DAGLB,+++--+,0.097951873,0.06915191619667913,0.7756018190100664,1,0.13830383239335825
TNFSF13B,+++---,0.018820506,0.06915193076835101,0.6427012451212917,1,0.13830386153670202
CHST12,+++---,0.017295412,0.0691596015669858,0.41279617600954405,1,0.1383192031339716
C17orf62,++++-+,0.19808427,0.06918750573577064,0.9816416543618111,1,0.13837501147154127
KNDC1,-++---,0.039204494,0.39705153433364637,0.0692508852357467,-1,0.1385017704714934
BCL11B,+-++--,0.009545225,0.16234388877809727,0.06932723244971326,-1,0.1386544648994265
OSGEPL1,---+-+,0.007088015,0.6603652664283848,0.0693546754342488,-1,0.1387093508684976
PHF19,--++--,0.12979897,0.9298022351315486,0.06935825385169517,-1,0.13871650770339033
TNFAIP2,++----,0.014641105,0.13167448326220652,0.06936522707464976,-1,0.13873045414929952
RUNDC3A,++++--,0.054703464,0.06945996737848835,0.8562649218776769,1,0.1389199347569767
DPP7,--+---,0.121567884,0.8367527938933107,0.06948011520205362,-1,0.13896023040410724
ZNF337,-+++--,0.014649251,0.06951515428562281,0.7226537927400503,1,0.13903030857124563
HRASLS,++++-+,0.197598034,0.06954267156186154,0.9833492993893505,1,0.1390853431237231
CCDC149,+++-++,0.026711142,0.0696264905958127,0.9408468354500013,1,0.1392529811916254
MXI1,--+++-,0.003859363,0.595457951877005,0.06962695526094839,-1,0.13925391052189678
GSPT2,-+----,0.116659457,0.9783640747461665,0.06964291789731591,-1,0.13928583579463183
ARHGAP30,--+--+,0.03284485,0.7562562987839551,0.06968611451527931,-1,0.13937222903055863
AGPAT1,--++--,0.061097378,0.8738608789792629,0.06972632141196124,-1,0.13945264282392247
ARMC8,++-+--,0.040739232,0.27247584623485255,0.06974017401713509,-1,0.13948034803427017
KLHL28,+++++-,0.137567135,0.06974709877448969,0.9904897734278691,1,0.13949419754897938
EPRS,-+-+-+,0.020208895,0.06976544854391602,0.49592489359761494,1,0.13953089708783203
CCT2,-+---+,0.003614419,0.06978306610464198,0.11120055487213065,1,0.13956613220928396
ZER1,++----,0.052544195,0.4672138749039405,0.06979147974544483,-1,0.13958295949088967
DEK,+--+-+,0.033278652,0.6750694453621209,0.06981260927230142,-1,0.13962521854460283
TMEM115,-+++--,0.017108427,0.3175210969966459,0.06985426441051396,-1,0.1397085288210279
SLC39A9,+---++,0.001386142,0.0733176448874834,0.06989159188466353,-1,0.13978318376932705
TBL3,+-+---,0.026291854,0.3875092814008788,0.06992069009536474,-1,0.13984138019072948
ALCAM,---+++,0.02317706,0.06996984811068953,0.11671273928447441,1,0.13993969622137906
SUCLG1,-+---+,0.038240824,0.8502688210238654,0.06999449272115035,-1,0.1399889854423007
PRMT5,---+-+,0.067654963,0.7139325564940092,0.07002609513010141,-1,0.14005219026020282
CACNB4,++--++,0.005683614,0.07004769897921218,0.18601727026134118,1,0.14009539795842435
KCNK12,+-+---,0.003723596,0.07007104350506724,0.47221133138083965,1,0.14014208701013448
ERMP1,+--+++,0.032137921,0.07007255487592613,0.4373552853707742,1,0.14014510975185226
PDGFRA,-+-++-,0.006213951,0.0700821981405461,0.6448927331463826,1,0.1401643962810922
ARNT2,+++-++,0.011536517,0.07010168225825925,0.43617267714576496,1,0.1402033645165185
UCHL1,-+++-+,0.06762603,0.07014998398655653,0.7733847361252008,1,0.14029996797311306
NPC1,---+++,0.05525103,0.32947055834441086,0.07018067555531098,-1,0.14036135111062195
NFU1,-+---+,0.024540918,0.48392748299671234,0.07021277464760213,-1,0.14042554929520426
KLHDC9,+++---,0.011228652,0.07022828911132818,0.38899142443676926,1,0.14045657822265636
ATR,--+--+,0.036908989,0.6492307475244481,0.07023588773055785,-1,0.1404717754611157
OPRL1,++-+-+,0.052313015,0.07025092097818138,0.7759548894912767,1,0.14050184195636276
COLQ,-++---,0.044597566,0.4729974960672445,0.07025954274502862,-1,0.14051908549005723
KBTBD2,---++-,0.011650187,0.7405548833319853,0.07026048881690715,-1,0.1405209776338143
RP9,+++-++,0.036706554,0.07027665667973755,0.8699426230399412,1,0.1405533133594751
IFI35,---+--,0.115333614,0.9846892824833614,0.07027928308178251,-1,0.14055856616356502
POLRMT,+++---,0.022053933,0.195884702389079,0.07035695300679193,-1,0.14071390601358386
KIAA0408,+++--+,0.066726124,0.07036673737864535,0.9037951938184313,1,0.1407334747572907
CSTF3,--+-++,0.00635103,0.6442579648409854,0.07039357172159193,-1,0.14078714344318385
PAPSS2,+---+-,0.053002715,0.873089334331688,0.07040952984295779,-1,0.14081905968591557
KIAA0495,+--+-+,0.014563296,0.07041024250844148,0.10997344072470167,1,0.14082048501688296
GABBR1,+---+-,0.011906742,0.3456720700731898,0.0704124510526036,-1,0.1408249021052072
ZNF274,+-++--,0.002535487,0.15541194424746524,0.07042415026318674,-1,0.14084830052637348
C1orf51,++++++,0.102303184,0.07057313200899566,0.988842448066073,1,0.14114626401799132
ASB16,-+++++,0.116022004,0.07063854416677333,0.961363838799939,1,0.14127708833354666
RAB22A,-----+,0.034969288,0.899622932364435,0.07068582167323556,-1,0.14137164334647112
SFRS14,+++---,0.022315449,0.07071951999784128,0.4520058252455994,1,0.14143903999568255
