gene_symbol,female_ACC.1_female_ACC.2_female_DLPFC_male_ACC.1_male_ACC.2_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
NDST2,+--+--,1.25281e-4,0.9451958921977188,1.1340418085164599e-8,-1,2.2680836170329197e-8
AGA,------,2.84925e-4,0.9998279150549567,4.393249075045041e-8,-1,8.786498150090082e-8
PM20D2,++++++,3.32678e-4,3.799863326973738e-7,0.9999967079258161,1,7.599726653947476e-7
GGNBP2,++++-+,0.001093165,1.2700857615223754e-6,0.9982998341944181,1,2.540171523044751e-6
RHEB,------,9.05e-5,0.9999956581250365,2.2077663516030467e-6,-1,4.415532703206093e-6
FAM69B,-+-+--,2.81e-7,0.8251545857812473,5.220047095640045e-6,-1,1.044009419128009e-5
MPP3,++++++,6.30618e-4,6.992664696364845e-6,0.9999957839355346,1,1.398532939272969e-5
FBXO32,-+++++,1.6339e-4,8.729730573661038e-6,0.9262581155188301,1,1.7459461147322077e-5
C1orf115,+++--+,1.26498e-4,8.895420197097725e-6,0.763092148433008,1,1.779084039419545e-5
SLCO1A2,---+++,3.41573e-4,0.20046561535821672,9.280012027316655e-6,-1,1.856002405463331e-5
QKI,---+--,0.001551404,0.9643885560129524,1.1105595493211173e-5,-1,2.2211190986422347e-5
NSDHL,------,2.56835e-4,0.9997839655975661,1.244079612942075e-5,-1,2.48815922588415e-5
ZMYM6,-----+,3.34551e-4,0.9592268565181543,1.5382283500407895e-5,-1,3.076456700081579e-5
DNAJB12,+-----,0.006455243,0.9835128598407404,1.731590493291841e-5,-1,3.463180986583682e-5
PLA2G5,------,8.33895e-4,0.99998427099583,2.0433881998760352e-5,-1,4.0867763997520704e-5
SYNGR1,------,0.008564888,0.9999983355407138,2.0476026623343546e-5,-1,4.095205324668709e-5
CLCN4,------,0.001162734,0.9998210759498427,2.0875961312393088e-5,-1,4.1751922624786175e-5
SEL1L,+-----,6.01311e-4,0.9667559950538447,2.1938713881519917e-5,-1,4.3877427763039834e-5
NUDT1,------,0.001228745,0.9999859855439046,2.27223249177288e-5,-1,4.54446498354576e-5
LRRFIP1,+++++-,0.001119382,2.8401803812067256e-5,0.7862478271808734,1,5.680360762413451e-5
ATF4,------,0.002634363,0.9994154234754674,3.070117416773612e-5,-1,6.140234833547223e-5
TMEM116,-----+,9.82678e-4,0.9064083541287414,3.180182740712575e-5,-1,6.36036548142515e-5
DDX58,+--++-,9.5e-5,0.24122668084658264,3.28891073167484e-5,-1,6.57782146334968e-5
EXOC7,+++--+,7.08895e-4,3.319299714602725e-5,0.6310560088224347,1,6.63859942920545e-5
CALN1,++++++,0.006168633,3.424455586708376e-5,0.9999844565228323,1,6.848911173416752e-5
SLC9A1,+++-+-,0.002194476,3.500846027745074e-5,0.4515714241352533,1,7.001692055490147e-5
CRH,+-----,0.004652528,0.9995286170030229,3.773433682927531e-5,-1,7.546867365855062e-5
OSBPL3,------,0.004191948,0.9999845831712217,4.110907827294983e-5,-1,8.221815654589966e-5
C9orf64,++++++,1.20693e-4,4.195854848782354e-5,0.9999597443506945,1,8.391709697564708e-5
VGF,------,0.004039232,0.9999791541083638,4.334119328513119e-5,-1,8.668238657026238e-5
NRXN1,+++-++,6.23315e-4,4.661360969465609e-5,0.959800546174123,1,9.322721938931218e-5
FBXL18,--+---,0.00826264,0.9575564150843071,4.749722986399705e-5,-1,9.49944597279941e-5
SLC39A8,---+--,0.007589607,0.9992450027206284,4.9520579869758405e-5,-1,9.904115973951681e-5
TPMT,+++-++,2.40824e-4,5.01052265716652e-5,0.9723339874490255,1,1.002104531433304e-4
PRDM2,+-----,0.002031554,0.9399843959323082,5.0268073702461994e-5,-1,1.0053614740492399e-4
ZFP106,+++-++,3.28e-6,5.5510215330257655e-5,0.925702060312159,1,1.1102043066051531e-4
APTX,------,0.001219476,0.9997597594284278,5.853336510375643e-5,-1,1.1706673020751286e-4
FBXO38,-+----,0.001160674,0.9883081125145541,6.320418100715254e-5,-1,1.264083620143051e-4
TNPO2,+++++-,6.41854e-4,6.333234077271229e-5,0.9877214783542889,1,1.2666468154542458e-4
LIX1L,---+--,0.007870787,0.9989335031378864,6.354887448378879e-5,-1,1.2709774896757758e-4
UGCG,+--+-+,1.49e-5,6.369570359065135e-5,0.3552257813531988,1,1.273914071813027e-4
U2AF1L4,------,0.004311049,0.9988873502691483,6.37166009492322e-5,-1,1.274332018984644e-4
RIOK3,-+++++,5.96536e-4,6.559961205651722e-5,0.6049426378168833,1,1.3119922411303445e-4
PIPOX,-----+,2.47566e-4,0.9867801429010533,7.469490578469211e-5,-1,1.4938981156938422e-4
PDE4DIP,----+-,0.001728745,0.6371341881016275,7.589104300709692e-5,-1,1.5178208601419383e-4
MACROD1,++++++,0.006461049,7.658426455890944e-5,0.9990732992679591,1,1.531685291178189e-4
ELOVL5,------,0.00106573,0.9998046068617394,8.338252496009735e-5,-1,1.667650499201947e-4
PIK3R1,++++++,0.028847191,9.085284259239091e-5,0.9999967599883979,1,1.8170568518478182e-4
VSTM2L,+++---,1.43539e-4,9.088891730949594e-5,0.022094889769692146,1,1.8177783461899188e-4
VEGFA,-----+,0.001792509,0.8449218172305069,9.474274336915296e-5,-1,1.8948548673830592e-4
PDSS1,------,3.94e-5,0.9982619364872838,9.563630016841452e-5,-1,1.9127260033682903e-4
SLC4A4,+----+,0.002032491,0.9526887063904531,9.744718945037389e-5,-1,1.9489437890074778e-4
SQLE,---+-+,5.82e-5,0.3814040063731219,9.754314818852609e-5,-1,1.9508629637705218e-4
DHFRL1,+-++++,3.63296e-4,9.881126216367175e-5,0.9110379843515093,1,1.976225243273435e-4
NOL3,------,0.004336049,0.9999832094022676,9.907602387842433e-5,-1,1.9815204775684866e-4
ARHGEF10L,+++-++,0.011266292,1.042107962857118e-4,0.9987415440359239,1,2.084215925714236e-4
PCDH9,-+++++,0.004988764,1.0911928055671304e-4,0.9778552867145054,1,2.182385611134261e-4
KCTD1,-+----,0.003428933,0.9487668788164118,1.1038606679443581e-4,-1,2.2077213358887162e-4
TDRD3,+-++++,3.85768e-4,1.1384549877330207e-4,0.9679146223559556,1,2.2769099754660414e-4
NAP1L1,++++++,0.02640412,1.146381812182049e-4,0.9999633208490046,1,2.292763624364098e-4
XRCC2,++++++,0.001595318,1.1639100287964798e-4,0.9995392653290905,1,2.3278200575929596e-4
ZC3H7B,+++++-,0.0024309930000000002,1.1666882237211519e-4,0.9293763666237886,1,2.3333764474423038e-4
ATM,-+++++,0.001474719,1.1725199937913059e-4,0.963512913949186,1,2.3450399875826118e-4
LBH,------,0.058894569,0.9999996849600297,1.1976062517707827e-4,-1,2.3952125035415654e-4
RNASE1,---+-+,0.003926311,0.5610658332000685,1.2130591651086414e-4,-1,2.4261183302172828e-4
NAB2,++----,0.001542884,0.37536822561972216,1.241721555365181e-4,-1,2.483443110730362e-4
NEUROD6,----+-,2.46816e-4,0.441528529178872,1.3667726895198927e-4,-1,2.7335453790397853e-4
ZHX2,--++-+,6.04213e-4,0.7732683241368954,1.370833458076461e-4,-1,2.741666916152922e-4
CMPK1,++-+++,0.004968258,1.3774221717258953e-4,0.762174541382509,1,2.7548443434517907e-4
LRP8,------,0.007779026,0.9999055164433546,1.489491648117165e-4,-1,2.97898329623433e-4
CAMK1G,+-----,0.003465169,0.8139401466364551,1.495193952825432e-4,-1,2.990387905650864e-4
LINGO2,+++--+,1.42322e-4,1.5027797157007793e-4,0.7099210591156138,1,3.0055594314015586e-4
HLA-DPA1,----+-,0.0069072100000000004,0.9900211696874278,1.5415821693075087e-4,-1,3.0831643386150173e-4
DBT,++++++,0.004911891,1.5533847302718934e-4,0.9999620058709475,1,3.106769460543787e-4
KCNIP3,--+---,0.012039419,0.9836135924723419,1.5565406026417605e-4,-1,3.113081205283521e-4
EMG1,-+----,0.001649438,0.9352790384463363,1.5987270745255843e-4,-1,3.1974541490511685e-4
STAM2,------,0.008732772,0.9999866822255858,1.6258927315190405e-4,-1,3.251785463038081e-4
CLCC1,+--+++,0.002747566,1.675750467998466e-4,0.2976601482286288,1,3.351500935996932e-4
FBXO9,----++,9.29213e-4,0.3321394128265686,1.686849095679513e-4,-1,3.373698191359026e-4
MAST2,------,0.021258989,0.9999935820894397,1.7083946021754853e-4,-1,3.4167892043509705e-4
DGCR2,+++-++,7.42416e-4,1.7278544227519347e-4,0.9903709216907399,1,3.4557088455038694e-4
ZNF24,---+--,0.001666948,0.7680915416418569,1.7341932015725524e-4,-1,3.468386403145105e-4
PLXNA2,++----,5.01217e-4,0.7023563124011083,1.7343621428775072e-4,-1,3.4687242857550144e-4
SFT2D1,------,0.010585487,0.9998257119844907,1.8314776639351353e-4,-1,3.6629553278702705e-4
POLR1E,+++-++,0.00473324,1.833175051580773e-4,0.998697949494957,1,3.666350103161546e-4
DAB2IP,------,0.002135581,0.9999403654869892,1.8689012036459041e-4,-1,3.7378024072918083e-4
MAN1A1,-----+,9.38764e-4,0.9776294365116772,1.8934252455510937e-4,-1,3.7868504911021874e-4
PDCD7,++++-+,5.95506e-4,1.9254425322072572e-4,0.9735767613988727,1,3.8508850644145145e-4
ZNF564,++++-+,1.26124e-4,1.9313953890832443e-4,0.9629095821868409,1,3.8627907781664886e-4
PPIA,++----,0.00128221,0.8308636560225873,1.9723672496795575e-4,-1,3.944734499359115e-4
GGA2,+++++-,0.002443727,2.011300063530648e-4,0.8074764311933564,1,4.022600127061296e-4
RBBP6,+++++-,0.016409925,2.0952169701411795e-4,0.9344079769969746,1,4.190433940282359e-4
USP25,------,0.016917228,0.9999858557484407,2.102611108751962e-4,-1,4.205222217503924e-4
MRPS12,---+--,0.004811985,0.9967571577442877,2.1104551180181201e-4,-1,4.2209102360362403e-4
NFX1,-++++-,3.34363e-4,2.1514368185129488e-4,0.6092399078929222,1,4.3028736370258976e-4
LMO7,-+++++,0.004634831,2.158626327368425e-4,0.9973912684839935,1,4.31725265473685e-4
BAT5,-+----,0.00225412,0.988230213324511,2.2163347623252235e-4,-1,4.432669524650447e-4
C12orf57,-----+,0.00248427,0.9906724028390602,2.2521639730408195e-4,-1,4.504327946081639e-4
AAK1,-++---,0.001023596,0.1794941196744373,2.280901200386491e-4,-1,4.561802400772982e-4
PGAP1,---+--,0.001316292,0.9942965578341703,2.2815270755395924e-4,-1,4.563054151079185e-4
STX17,--+--+,0.002264981,0.2165104554832756,2.2924121388315694e-4,-1,4.5848242776631387e-4
SCN2B,++++++,0.009017416,2.38130072932009e-4,0.9999642228177341,1,4.76260145864018e-4
COL6A1,+++-+-,0.00292603,2.4145087887111462e-4,0.9376280213368177,1,4.8290175774222925e-4
KIAA0090,++++++,0.044293446,2.427043158756612e-4,0.999998323938956,1,4.854086317513224e-4
NRF1,--+---,0.004883989,0.8483716217073451,2.4560240911412375e-4,-1,4.912048182282475e-4
CXorf26,-+---+,3.00468e-4,0.8628299938925089,2.517427461713882e-4,-1,5.034854923427764e-4
ANK3,--++--,6.35e-5,0.27310732064063514,2.524580488664896e-4,-1,5.049160977329792e-4
NXPH2,++--++,6.43539e-4,2.5307087768648554e-4,0.7435459153041653,1,5.061417553729711e-4
PCSK1,------,0.004344663,0.9995544397970576,2.5682141635275865e-4,-1,5.136428327055173e-4
ACLY,------,0.010828464,0.9999664041922216,2.576943580663508e-4,-1,5.153887161327016e-4
LAIR1,------,0.003169944,0.9992247016878814,2.600192547714785e-4,-1,5.20038509542957e-4
STAT6,+-----,9.99251e-4,0.9944791300366839,2.654608374101962e-4,-1,5.309216748203924e-4
CDAN1,-+----,0.011898596000000001,0.8341842991089093,2.772037521057072e-4,-1,5.544075042114144e-4
SLC25A42,++----,9.60861e-4,0.33743467347154177,2.8342115885654983e-4,-1,5.668423177130997e-4
ZNF518A,-++++-,0.013472004,2.840335044875923e-4,0.7172483318168288,1,5.680670089751846e-4
REC8,------,0.001936517,0.9999272695678036,2.9361168835634674e-4,-1,5.872233767126935e-4
FASN,---+--,0.001567416,0.9650374673947398,2.95130666110273e-4,-1,5.90261332220546e-4
RPAP1,++++--,0.001111704,3.0470773868350643e-4,0.974204783757085,1,6.094154773670129e-4
RPL5,-+++++,0.002186891,3.0485514807652547e-4,0.9983511733240896,1,6.097102961530509e-4
MVK,------,0.003691105,0.9994970727231348,3.0612492388186165e-4,-1,6.122498477637233e-4
FAM122A,-+----,0.006032303,0.995074375201576,0.00030651873411138473,-1,6.130374682227695e-4
SP110,+-++++,0.01335824,3.0661645071057423e-4,0.9710300139624327,1,6.132329014211485e-4
C6orf129,-+----,1.14607e-4,0.7884284073534267,3.1116639084103145e-4,-1,6.223327816820629e-4
NAV3,------,0.003434176,0.9995637331133649,3.1218575999465204e-4,-1,6.243715199893041e-4
AKR1A1,---+-+,0.007477434,0.9259586346133485,3.2068654255811404e-4,-1,6.413730851162281e-4
PDRG1,-+----,1.29401e-4,0.9879059085003331,3.2871775454340694e-4,-1,6.574355090868139e-4
RERE,+++-+-,6.1161e-4,3.3051584158084367e-4,0.8443868666011809,1,6.610316831616873e-4
DERL1,++++++,0.001015918,3.306944784806893e-4,0.9993769940650133,1,6.613889569613786e-4
FGFR2,---+--,0.006594195,0.9887262101591427,3.347659351698106e-4,-1,6.695318703396212e-4
NCAPH2,-++---,7.81e-5,0.9375885343636932,3.348280315242575e-4,-1,6.69656063048515e-4
INSIG1,---+-+,0.002387453,0.5963961847116015,3.354656074750275e-4,-1,6.70931214950055e-4
PAQR8,------,0.011591105,0.9991988826661709,3.361878376429675e-4,-1,6.72375675285935e-4
PSMA3,------,0.019225562,0.999978636287507,3.374753136821245e-4,-1,6.74950627364249e-4
CLCN3,---+-+,8.88109e-4,0.29194239382619147,3.3975870072604675e-4,-1,6.795174014520935e-4
JPH3,+++-++,0.010283052,3.4004079966165845e-4,0.9899570012726018,1,6.800815993233169e-4
SFI1,+++-++,0.001932397,3.4020452107377206e-4,0.8652780769305172,1,6.804090421475441e-4
SNRPN,-+++++,0.004967228,3.4400494974082767e-4,0.9777779007042835,1,6.880098994816553e-4
RNASEH2A,-+----,0.002391479,0.98683509289761,3.534189770517204e-4,-1,7.068379541034408e-4
SBNO2,-----+,0.005802809,0.997307863135181,3.535414806939786e-4,-1,7.070829613879572e-4
NDUFB7,++----,0.006272753,0.9635914782294793,3.558829336095565e-4,-1,7.11765867219113e-4
SH3PXD2A,--++++,0.003387828,3.563019261685923e-4,0.6177510851875512,1,7.126038523371846e-4
CCNY,----++,0.003007491,0.8205746243620043,3.6124598165733653e-4,-1,7.224919633146731e-4
ATAD3A,+-----,5.66948e-4,0.9925480268872938,3.6134628740019324e-4,-1,7.226925748003865e-4
ZNF85,++++++,0.006494663,3.6584634003682386e-4,0.9999344889943371,1,7.316926800736477e-4
C1orf77,-----+,0.023568165,0.852279765398459,3.6810080112868146e-4,-1,7.362016022573629e-4
ATG7,------,0.030357772,0.9999936129772081,3.6929450645320375e-4,-1,7.385890129064075e-4
ZNF665,++++++,0.003455337,3.7165267836769685e-4,0.9999475929822244,1,7.433053567353937e-4
PSMD6,------,0.006529494,0.9999361909919998,3.74603978757598e-4,-1,7.49207957515196e-4
LGALS1,-+----,0.005916854,0.9974821317580382,3.750502558799547e-4,-1,7.501005117599094e-4
CREBZF,-+-+++,0.006620787,3.8451954650664695e-4,0.19174825974447932,1,7.690390930132939e-4
NPTX2,------,0.02481676,0.9999751617423283,3.8795983682789014e-4,-1,7.759196736557803e-4
ETS2,+-----,0.029133146,0.9913080335276228,3.8971836545971663e-4,-1,7.794367309194333e-4
BXDC5,------,0.015132865,0.9999580062636759,3.939409725125391e-4,-1,7.878819450250782e-4
FUT6,++++-+,0.029336517,4.1055881379331463e-4,0.9908255170527633,1,8.211176275866293e-4
TPP2,------,0.008191011,0.9997313965730136,4.248319487632159e-4,-1,8.496638975264318e-4
SLC13A3,+++++-,0.004557491,4.258522455173049e-4,0.8991811591238295,1,8.517044910346098e-4
ZFYVE16,---+-+,0.002461798,0.43712651440787065,4.295555023223221e-4,-1,8.591110046446442e-4
ANKRD12,++++++,0.046403558,4.322329808570835e-4,0.999986613855789,1,8.64465961714167e-4
GSK3B,+-----,0.019503652,0.9710554156436815,4.382111945315122e-4,-1,8.764223890630244e-4
ANAPC13,------,0.001096161,0.99880066865705,4.391663442531233e-4,-1,8.783326885062466e-4
ZNF207,------,0.005042884,0.999941606416147,4.4178877657292655e-4,-1,8.835775531458531e-4
EGFR,++++++,0.016223783,4.4208624501252823e-4,0.9999819687229647,1,8.841724900250565e-4
C22orf28,-----+,0.005040824,0.8765066950066294,4.5066946386461095e-4,-1,9.013389277292219e-4
ASH2L,-+----,4.97659e-4,0.9532468519688618,4.520087518328264e-4,-1,9.040175036656528e-4
GALNT13,++-+++,0.004911423,4.6033690726559923e-4,0.41234674755261685,1,9.206738145311985e-4
CTSH,+--+--,7.43e-5,0.4979664135399118,4.6120652480140164e-4,-1,9.224130496028033e-4
C17orf39,+++--+,1.06086e-4,4.6177679869609565e-4,0.9100577224514913,1,9.235535973921913e-4
UBIAD1,---+--,0.011190356,0.9388153426930741,4.6518037610141145e-4,-1,9.303607522028229e-4
FLAD1,---+--,0.003265449,0.9708498438611108,4.6626266613771823e-4,-1,9.325253322754365e-4
CA12,++++++,0.003140449,0.00046927770383725377,0.9995683668793478,1,9.385554076745075e-4
FAM48A,--+++-,7.24345e-4,0.2819286199620636,4.695107924487708e-4,-1,9.390215848975416e-4
NDUFB2,------,0.021807116,0.9999598341128129,4.745879489176766e-4,-1,9.491758978353532e-4
MIAT,+-++++,0.008277154,4.7728524988855677e-4,0.9778023189953563,1,9.545704997771135e-4
KIF13B,---+++,5.17884e-4,4.8507033225192296e-4,0.44255871639202554,1,9.701406645038459e-4
PIAS1,++++++,0.020192228,5.003098893930193e-4,0.9994402021882868,1,0.0010006197787860386
UPF3A,---++-,0.003779588,0.9153931676839899,5.086285496750432e-4,-1,0.0010172570993500865
ETV5,------,0.001538202,0.9991724289997769,5.14031878219968e-4,-1,0.001028063756439936
USP22,-++-++,0.005581461,5.141670067175282e-4,0.8149499777391308,1,0.0010283340134350563
BCAP29,-+----,0.004740262,0.7512203199258689,5.196628611621534e-4,-1,0.0010393257223243067
FAAH2,-+----,0.001305712,0.977842633869029,5.231326567467606e-4,-1,0.0010462653134935213
GPR155,-+++++,0.009650281,5.249522324971702e-4,0.9915267010030118,1,0.0010499044649943405
CTNND1,----+-,0.001687079,0.6953431974347833,5.263747880106073e-4,-1,0.0010527495760212146
PPP1R3C,+-----,0.00128633,0.8954857559515466,5.278224788056339e-4,-1,0.0010556449576112677
NDN,------,0.010858052,0.9991856945820666,5.288246182901591e-4,-1,0.0010576492365803182
AK2,---++-,0.003155431,0.6544907744642889,5.291967548918119e-4,-1,0.0010583935097836239
ELP3,++++++,0.003867041,5.33245241438205e-4,0.9998436115685834,1,0.00106649048287641
CSE1L,---+-+,0.005129588,0.608537297656037,5.374872370229212e-4,-1,0.0010749744740458423
ATF2,-+----,0.024152341,0.9946101546523934,5.474935352747541e-4,-1,0.0010949870705495082
HAX1,-+---+,0.005995412,0.8791716178912772,5.525565557118076e-4,-1,0.0011051131114236151
CYFIP1,+--+--,0.001645599,0.8633207608167776,5.573079771515135e-4,-1,0.001114615954303027
CTDSP2,+-+++-,9.41948e-4,5.582605850554791e-4,0.4160020609632098,1,0.0011165211701109582
IGF1R,+++++-,0.003084925,5.675658261096589e-4,0.953462482409086,1,0.0011351316522193178
ADAM33,-++---,0.002048502,0.2962555135075396,5.732558917732071e-4,-1,0.0011465117835464142
PPP2R3A,--++++,3.6161e-4,5.796443370504159e-4,0.6609780223017325,1,0.0011592886741008319
LRRTM2,++++-+,0.002492041,5.797268218182301e-4,0.9517806024839449,1,0.0011594536436364603
ATP2B4,++++-+,0.006337266,5.827362488285809e-4,0.9832551635677759,1,0.0011654724976571619
SHANK2,+++---,5.34925e-4,0.03815903359368222,5.860713370917172e-4,-1,0.0011721426741834345
SSR4,-+-+-+,6.81086e-4,0.9545724751971234,5.863320035337772e-4,-1,0.0011726640070675544
CPSF6,+----+,0.005782022,0.8344335054430944,5.865743360017883e-4,-1,0.0011731486720035766
ZNF688,-++---,0.004072378,0.2832322177224368,5.881673757853681e-4,-1,0.0011763347515707362
NUP210,+-----,0.00407088,0.976126188417597,5.932134997038408e-4,-1,0.0011864269994076816
HOPX,-+---+,2.67e-5,0.5604204584749035,5.978393757789819e-4,-1,0.0011956787515579638
LRFN2,++----,0.00265927,0.886642837186887,6.036821197926715e-4,-1,0.001207364239585343
CEP170,++++++,9.67228e-4,6.04897493433194e-4,0.9970673680055169,1,0.001209794986866388
ZNF74,-++-++,0.002409457,6.188628861515773e-4,0.731062446655221,1,0.0012377257723031547
CKS2,---+--,0.001113015,0.8721158226209518,6.212048633854235e-4,-1,0.001242409726770847
STARD4,-----+,0.002602528,0.8109122808936067,6.243819083876292e-4,-1,0.0012487638167752585
LOC201229,--+--+,0.001355337,0.6543070975961429,6.275815297098989e-4,-1,0.0012551630594197978
CHST10,++++--,6.14e-5,6.372377132614572e-4,0.7013067203690695,1,0.0012744754265229144
CHERP,+++-++,9.56742e-4,6.566995938635168e-4,0.9932037263632387,1,0.0013133991877270336
ARG2,+-----,0.005827528,0.9929905203695646,6.582981742398053e-4,-1,0.0013165963484796106
MAF,-----+,0.001806367,0.43060057513632694,6.632335564945319e-4,-1,0.0013264671129890639
NR2F1,++++++,0.049560393,6.736490816549364e-4,0.9999693294508298,1,0.0013472981633098728
MAPK8,+--+-+,3.87e-5,0.5803670446631543,6.759073327479238e-4,-1,0.0013518146654958477
ZFP161,+-----,0.004814419,0.9735985914980664,6.800429349352312e-4,-1,0.0013600858698704624
SYT7,------,0.010600375,0.9999537608854729,6.925437613373393e-4,-1,0.0013850875226746786
ZNF34,+-++++,0.005054682,6.96096049151509e-4,0.982428423804186,1,0.001392192098303018
SPP1,---+-+,0.004142228,0.17384366915598942,6.978724101711175e-4,-1,0.001395744820342235
EDIL3,---+--,0.02923633,0.8726585462871868,6.99007784344687e-4,-1,0.001398015568689374
MAPKAP1,+++-++,0.013640918,7.057783677111686e-4,0.9920499642185145,1,0.0014115567354223372
SFRS7,----++,0.008799719,0.29379353459942137,7.1631600436645e-4,-1,0.0014326320087329
DOK5,+-----,0.005325,0.9974123434412724,7.222597168179374e-4,-1,0.0014445194336358748
NMU,-----+,0.002445506,0.9898601204547371,7.269900852462265e-4,-1,0.001453980170492453
LPAR5,----+-,0.004860674,0.9842854358850135,7.517037976637767e-4,-1,0.0015034075953275533
SLC12A2,---+++,5.34363e-4,0.262517559266629,7.538561882230937e-4,-1,0.0015077123764461874
GTF3C3,+-----,0.012016667,0.9920980193523747,7.574211481592744e-4,-1,0.0015148422963185489
SPSB1,--++--,0.011575562,0.8245239248962196,7.57461235497607e-4,-1,0.001514922470995214
SORBS1,------,0.04281676,0.9998579638802974,7.589155422941279e-4,-1,0.0015178310845882558
CDK7,-+---+,0.00422294,0.5697415525172285,7.60351304532077e-4,-1,0.001520702609064154
CNDP1,---++-,0.009759738,0.46733378542095827,7.613865472323114e-4,-1,0.0015227730944646228
PCMTD1,++++++,0.00114794,7.630960109307473e-4,0.9994708665602822,1,0.0015261920218614946
LIMCH1,----+-,0.02244279,0.9799661326367505,7.656074866051696e-4,-1,0.0015312149732103393
DPY19L1,---+--,0.002539513,0.8645960858262061,7.812851037648018e-4,-1,0.0015625702075296036
DHRS7B,-+----,0.00317088,0.9968021610860175,7.820344639849473e-4,-1,0.0015640689279698946
ARPC5,----+-,0.001097472,0.9226693663668561,7.8362554715988e-4,-1,0.00156725109431976
TGFBR2,------,0.017735955,0.9998553080091026,7.952429129109676e-4,-1,0.0015904858258219351
G3BP1,---+-+,0.001698408,0.6679709447427079,7.969333503832581e-4,-1,0.0015938667007665162
LXN,------,0.025290824,0.9999569270605332,8.001013014210829e-4,-1,0.0016002026028421657
SLC22A15,---+-+,0.011837266,0.4434891355017119,8.062584554534925e-4,-1,0.001612516910906985
KTN1,--++++,0.009738296,8.062874895366353e-4,0.9360167070171874,1,0.0016125749790732707
BPHL,++++++,0.032628184,8.14681470737489e-4,0.9999717360401116,1,0.001629362941474978
PRUNE2,----+-,0.013427341,0.9249493977460325,8.172955894557773e-4,-1,0.0016345911789115545
NAPEPLD,--++++,0.008271723,8.180309904760844e-4,0.6903977488042208,1,0.0016360619809521687
UBE2W,++--++,3.58989e-4,8.190522585185313e-4,0.7219638866482241,1,0.0016381045170370625
PPP3CC,-+----,0.008598502,0.8498650443608257,8.217814922967869e-4,-1,0.0016435629845935739
RASEF,+++-++,0.014597097,8.24624629865351e-4,0.9822190760404489,1,0.001649249259730702
H2AFV,--++++,0.001548127,8.30371363897904e-4,0.5122136683598201,1,0.001660742727795808
SIGLEC15,+++++-,0.001662828,8.351509899277558e-4,0.9873407765259445,1,0.0016703019798555115
TTL,++++-+,0.011910019,8.360715002479677e-4,0.9828994655757421,1,0.0016721430004959354
MANEA,---+-+,0.028195693,0.9258529507254237,8.409677506471744e-4,-1,0.0016819355012943488
PPM1D,------,0.002243446,0.9975199096130289,8.437435393426425e-4,-1,0.001687487078685285
NME5,-----+,2.82022e-4,0.520150406904745,8.444341695206982e-4,-1,0.0016888683390413964
MRPL11,-+---+,0.002830618,0.9391137729626978,8.505148319176624e-4,-1,0.0017010296638353248
AP1G1,+-----,0.008820131,0.9771196078776052,8.508614316880614e-4,-1,0.001701722863376123
SYNPO2,---+--,0.001738483,0.9712953317441243,8.581484515444023e-4,-1,0.0017162969030888047
CORT,------,0.002536142,0.9991438830591998,8.651980208242926e-4,-1,0.0017303960416485851
MAFG,++----,0.009098315,0.6023014336724173,8.678167217497258e-4,-1,0.0017356334434994517
TROVE2,--++++,0.004983521,8.710789223229733e-4,0.8685373501549486,1,0.0017421578446459465
RGS12,--+---,0.008896723,0.9451843827262104,8.724021910164642e-4,-1,0.0017448043820329285
NLN,+++-++,0.002119382,8.808282561459423e-4,0.9840725476030638,1,0.0017616565122918846
GALNTL2,--++++,0.006315824,8.843185846005698e-4,0.9636750883405307,1,0.0017686371692011396
PNKP,-+----,4.15169e-4,0.9886321453409616,8.847841402084097e-4,-1,0.0017695682804168193
FAM115A,++++-+,0.013059925,9.000588245487561e-4,0.9843299356345269,1,0.0018001176490975122
ZBTB4,++++-+,0.009409738,9.024482484850093e-4,0.9359802081716234,1,0.0018048964969700186
VPS41,-+-+++,0.005660112,9.05404725766644e-4,0.8747115273985209,1,0.001810809451533288
BANP,------,0.026552715,0.9988702741261982,9.096288904899875e-4,-1,0.001819257780979975
POLR2L,-+----,0.044399438,0.981021446283144,9.100893539993125e-4,-1,0.001820178707998625
PDE4C,-++++-,3.73783e-4,9.141367346902488e-4,0.969287598168369,1,0.0018282734693804976
EIF1B,-----+,0.005894476,0.9213205779759652,9.181090576963107e-4,-1,0.0018362181153926214
SARM1,++++--,2.78558e-4,9.245218615338409e-4,0.4972514815002229,1,0.0018490437230676818
POLR3K,-+----,0.012169382,0.9952809613741155,9.313712558185048e-4,-1,0.0018627425116370096
RPS6KA3,-+----,0.002384457,0.9965825948188324,9.367894280925506e-4,-1,0.0018735788561851012
POLR2C,----+-,8.77996e-4,0.17743932591909606,9.391051681730091e-4,-1,0.0018782103363460183
DPP9,+-----,0.004423689,0.9797640542794005,9.414208741234072e-4,-1,0.0018828417482468144
IPO8,+-++++,0.011783708,9.424489657813122e-4,0.939284242801733,1,0.0018848979315626243
LOC284998,+----+,8.84e-5,0.35206644542686444,9.472924097381651e-4,-1,0.0018945848194763303
EEPD1,+++-+-,0.011424625,9.497749091552806e-4,0.4941804748649691,1,0.0018995498183105612
ZNF394,+++-++,0.001145693,9.540731934846873e-4,0.9862641639499651,1,0.0019081463869693746
