gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p
GALNT15,++,+++-,-+,8.220261056582893e-7,1.1054811820917436e-6,+,1.64e-6,2.81e-5,4.42e-4,0.0289
GALNT15,++,+++-,++,8.220261056582893e-7,1.1054811820917436e-6,+,1.64e-6,2.81e-5,4.42e-4,0.0289
GALNT15,++,+++-,+-,8.220261056582893e-7,1.1054811820917436e-6,+,1.64e-6,2.81e-5,4.42e-4,0.0289
PPAP2C,-+,++++,--,1.74016551198493e-5,1.5732893725132045e-5,-,3.15e-5,4.55243e-4,0.00846,0.554
ALS2CL,-+,++++,NA,2.108507241877611e-4,2.498193488773888e-5,-,5e-5,7.092032401843758e-4,0.0134,0.88
NPAS4,--,---+,++,8.645410543147603e-5,3.158153192938523e-5,-,6.32e-5,2.11793e-4,0.017,1
RPH3AL,-+,+-++,NA,2.125733899708684e-4,3.371002530220741e-5,-,6.74e-5,6.508400741202351e-4,0.0181,1
USHBP1,-+,+-++,NA,3.4657649337036694e-4,5.3024508071980815e-5,-,1.06e-4,5.07620858896974e-4,0.0285,1
CD79B,-+,NA,NA,1.1407711613050422e-4,5.703530485370444e-5,-,1.14e-4,4.7147967022066376e-4,0.0307,1
CEACAM4,++,NA,NA,5.703855806525211e-5,5.703530485370444e-5,-,1.14e-4,6.704937778527911e-4,0.0307,1
KANK2,-+,+-++,++,1.5059484099159233e-4,7.910375071778246e-5,-,1.58e-4,0.002394195,0.0426,1
SST,-+,----,--,8.769984028482131e-5,8.681944712272284e-5,-,1.74e-4,3.35674e-4,0.0467,1
TIE1,-+,++++,NA,3.406233479990562e-4,8.725462188976197e-5,-,1.75e-4,0.002398653419051088,0.0469,1
PGBD3,++,NA,NA,7.415012548482775e-4,1.1407060970740888e-4,-,2.28e-4,0.01942669448816644,0.0614,1
ART5,-+,NA,NA,3.4223134839151266e-4,1.1407060970740888e-4,-,2.28e-4,7.425945297457628e-4,0.0614,1
GPR19,+-,----,--,4.682721243635316e-4,1.3125878616038862e-4,-,2.63e-4,0.003563828,0.0706,1
NR4A1,--,----,+-,3.54964962116934e-4,1.4674322103105212e-4,-,2.93e-4,7.75511e-5,0.0789,1
ZFP1,--,-+--,NA,7.963594926607473e-4,1.614346757469614e-4,-,3.23e-4,0.0024753968202982403,0.0869,1
DCST1,++,NA,NA,9.696554871092859e-4,1.7110591456111332e-4,-,3.42e-4,0.0026450715311294136,0.0921,1
GCGR,++,NA,NA,7.985398129135296e-4,1.7110591456111332e-4,-,3.42e-4,0.01608056283745097,0.0921,1
HLA-DOB,-+,NA,NA,0.0010836707922203845,1.7111567419575633e-4,-,3.42e-4,8.739610401742689e-4,0.0921,1
SLC6A2,-+,-+++,+-,8.763594770042308e-4,1.7309758465629962e-4,-,3.46e-4,0.006251498,0.0931,1
SLC6A2,-+,+-++,+-,8.763594770042308e-4,1.7309758465629962e-4,-,3.46e-4,0.006251498,0.0931,1
CRH,++,----,--,2.5340856389958116e-4,1.8120808504420673e-4,-,3.62e-4,8.36069e-4,0.0975,1
TSGA10,-+,++++,NA,1.9583026387081498e-4,1.8228418020151734e-4,-,3.65e-4,1.63682e-4,0.0981,1
CHAD,+-,+-++,-+,0.0015005026836619978,1.9448295828990926e-4,-,3.89e-4,6.755943732043269e-4,0.105,1
SVEP1,-+,++++,NA,3.1885700014460376e-4,1.9663934151851797e-4,-,3.93e-4,0.010835117,0.106,1
MRPS12,-+,++++,--,2.8713786950088874e-4,2.001223728909836e-4,-,4e-4,8.02e-5,0.108,1
FRA10AC1,++,++++,--,3.5306820350164306e-4,2.1470605252376033e-4,-,4.29e-4,8.73034e-4,0.116,1
ZNF184,+-,----,--,3.2916402477184306e-4,2.2445856968093234e-4,-,4.49e-4,0.02641683793734062,0.121,1
ALDH8A1,--,++++,--,4.250334822183713e-4,2.2517972406562977e-4,-,4.5e-4,0.004927793,0.121,1
OLFML2A,-+,--++,++,6.901557728240912e-4,2.2576221933116232e-4,-,4.52e-4,4.050295480158358e-4,0.121,1
XIRP1,--,NA,NA,0.0012547767067814977,2.2815423226100844e-4,-,4.56e-4,0.012762789349620326,0.123,1
MMAB,++,++++,++,2.622988229957159e-4,2.3160387084822766e-4,-,4.63e-4,0.008506461,0.125,1
PTGS2,--,----,NA,7.070582438325361e-4,2.4192344744519784e-4,-,4.84e-4,2.67881e-4,0.13,1
CPEB4,+-,----,++,5.80524415426899e-4,2.4560560977829045e-4,-,4.91e-4,0.006332491,0.132,1
FUOM,++,+-++,NA,0.0014860742328414568,2.4672012721871063e-4,-,4.93e-4,0.0011428162466805953,0.133,1
GGT5,++,--++,++,0.001280413872766323,2.49367602800236e-4,-,4.99e-4,0.0013037403471632728,0.134,1
ERRFI1,--,----,--,5.416502858015636e-4,2.56379649187511e-4,-,5.13e-4,0.010008088670738158,0.138,1
A4GALT,++,++++,-+,0.0016084256527937792,2.6625316787860965e-4,-,5.33e-4,0.0016713028811693239,0.143,1
TRPV6,-+,++++,+-,0.0013031760958673953,2.702812546820383e-4,-,5.41e-4,0.005795014,0.145,1
ZNF17,+-,-++-,--,9.677610714969145e-4,2.809630877564221e-4,-,5.62e-4,0.0012584407809455805,0.151,1
SLC13A4,-+,--+-,NA,0.0020980902413521036,2.8665589344408984e-4,-,5.73e-4,1.26386e-4,0.154,1
INAFM2,NA,----,NA,6.537846869097777e-4,2.9059208136578276e-4,-,5.81e-4,0.006520394,0.156,1
C8orf44-SGK3,+-,+--+,NA,0.0018032020082806577,2.9234557911576056e-4,-,5.85e-4,5.510731252920803e-4,0.157,1
TCFL5,-+,++++,++,0.0013442771428756053,2.930954840653729e-4,-,5.86e-4,0.006041642,0.158,1
HLA-A,++,++-+,++,9.523583166305353e-4,2.9551703184109e-4,-,5.91e-4,0.008004519526971142,0.159,1
CHMP1A,++,----,++,5.39617842277427e-4,3.1094485367830964e-4,-,6.22e-4,3.67697e-4,0.167,1
RDH16,-+,++++,NA,0.0012857290131814182,3.244556038930165e-4,-,0.00064899999999999995,3.24164e-4,0.175,1
NPFFR1,+-,-+--,NA,0.0014805107991406135,3.4246165751806746e-4,-,6.85e-4,0.0020832439481307035,0.184,1
ARL5B,+-,----,NA,7.952983070314125e-4,3.598247187590313e-4,-,7.2e-4,0.011660212872246976,0.194,1
AHSA2,-+,++++,++,0.0013880832620603437,3.757730059797276e-4,-,7.52e-4,0.001588407,0.202,1
MVP,++,+++-,+-,5.321311054731731e-4,3.801876764045002e-4,-,7.6e-4,5.81e-5,0.205,1
MYO1C,-+,+-++,++,4.757421648610632e-4,3.892951689861741e-4,-,7.79e-4,0.002695037,0.209,1
SNAI2,+-,-+--,NA,0.0018845167597372633,3.964654192531349e-4,-,7.93e-4,0.0019101378994718194,0.213,1
TAS2R13,+-,++++,NA,0.0018406832580880653,3.9720383803871844e-4,-,7.94e-4,0.004242935212800251,0.214,1
PTH1R,++,+-++,NA,0.0026367972555797156,4.066854003700914e-4,-,8.13e-4,0.0018362155915824555,0.219,1
TNNI3K,--,++++,--,0.0016194810655013,4.101997814734082e-4,-,8.2e-4,0.01568131068518371,0.221,1
HHATL,-+,++++,+-,8.752772507495598e-4,4.1640397663111466e-4,-,8.33e-4,0.007261865,0.224,1
BIN1,-+,++++,++,5.924568244103705e-4,4.1718580273085036e-4,-,8.34e-4,2.08146e-4,0.224,1
ATP2C2,--,---+,NA,0.003232341762602696,4.429196128265585e-4,-,8.86e-4,0.004532410032157394,0.238,1
PRKCDBP,++,-+-+,++,0.0017532309947304089,4.481099281021566e-4,-,8.96e-4,0.0017572784503536731,0.241,1
PDLIM2,-+,++-+,++,0.0017533615524902549,4.486345472327388e-4,-,8.97e-4,6.850799994274823e-4,0.241,1
IL17RC,-+,--+-,++,4.749846889318536e-4,4.496339019222614e-4,-,8.99e-4,5.79682e-4,0.242,1
FIGNL1,+-,--+-,--,9.582301060679129e-4,4.568629704087731e-4,-,9.14e-4,0.009286944863492208,0.246,1
NAV2,+-,+-++,++,7.54059694327778e-4,4.595298017920976e-4,-,9.19e-4,7.03745e-4,0.247,1
SLC25A45,-+,+-++,NA,0.0010086289456018216,4.5970858813137045e-4,-,9.19e-4,0.009713183661828516,0.247,1
CDO1,--,--+-,-+,8.283544494268188e-4,4.640621182090862e-4,-,9.28e-4,6.13e-5,0.25,1
SEMA3B,-+,++++,+-,8.770114481878191e-4,4.7721992714374966e-4,-,9.54e-4,3.57584e-4,0.257,1
CLTCL1,--,++++,--,8.248645503227781e-4,4.8154948377944425e-4,-,9.63e-4,0.001117366,0.259,1
LSP1,++,---+,NA,8.88200322355988e-4,4.8392158420710696e-4,-,9.68e-4,0.004623823,0.26,1
ATHL1,++,++++,++,0.0013354108461775369,5.188902834870996e-4,-,0.00104,0.006369944,0.279,1
CD248,++,+-+-,++,0.0023827154775247854,5.203980674179925e-4,-,0.00104,0.005548629374727373,0.28,1
ZC3H12C,+-,-+--,NA,0.0021476907475592344,5.208850493420382e-4,-,0.00104,0.00560833539605875,0.28,1
NPTX2,--,----,--,6.57190287232636e-4,5.215406606413988e-4,-,0.00104,0.009780972,0.281,1
GFM2,--,+++-,--,0.00178873123966687,5.218814047068122e-4,-,0.00104,0.0036318657011294923,0.281,1
P4HA1,--,++--,--,9.901805209828732e-4,5.307125640229614e-4,-,0.00106,0.022217884,0.286,1
HECTD2,--,----,--,0.001041618904694983,5.37875047516323e-4,-,0.00108,0.001753933,0.289,1
TLR5,++,-+--,++,5.648777938422152e-4,5.393007981883228e-4,-,0.00108,9.1133e-4,0.29,1
HPSE2,-+,++++,NA,0.0022136164969358907,5.522569359300609e-4,-,0.0011,0.0013810861694304119,0.297,1
RFTN1,++,+-+-,--,8.115676080535303e-4,5.642879079058661e-4,-,0.00113,1.22378e-4,0.304,1
CARD14,--,+++-,NA,8.233992278382354e-4,5.780055050440757e-4,-,0.00116,0.001777061,0.311,1
FRG1,++,++++,-+,0.0014039395936106787,5.833958644181419e-4,-,0.00117,0.004949529,0.314,1
ADRB2,++,++--,NA,0.002375536760522103,5.880349116832197e-4,-,0.00118,0.00459549307080939,0.316,1
CAPN3,--,++++,-+,9.313188980102901e-4,5.881441616180561e-4,-,0.00118,0.012722892,0.316,1
CLMP,-+,----,NA,0.002570920544933796,5.888772076265298e-4,-,0.00118,8.78953e-4,0.317,1
ENHO,-+,---+,NA,0.0022282456507896173,6.094737274668474e-4,-,0.00122,0.0032484891364441023,0.328,1
ST6GALNAC1,-+,++++,NA,9.559836794242587e-4,6.232750122560467e-4,-,0.00125,0.015975231,0.335,1
RAB44,--,NA,NA,0.0015969885359037243,6.274241387177732e-4,-,0.00125,0.0316812642238797,0.338,1
PID1,+-,---+,--,0.0012742212890862162,6.30811869937157e-4,-,0.00126,0.01656048918037672,0.339,1
PDZD9,-+,++++,NA,0.0024783091842474235,6.315954847197866e-4,-,0.00126,0.001992335,0.34,1
S100PBP,--,+++-,++,9.086360357926696e-4,6.428010147881772e-4,-,0.00129,0.025309064,0.346,1
GDNF,-+,--+-,-+,0.005540849832261135,6.508242210618946e-4,-,0.0013,0.046744523,0.35,1
GDNF,-+,--+-,--,0.005540849832261135,6.508242210618946e-4,-,0.0013,0.046744523,0.35,1
GDNF,-+,-+--,-+,0.005540849832261135,6.508242210618946e-4,-,0.0013,0.046744523,0.35,1
GDNF,-+,-+--,--,0.005540849832261135,6.508242210618946e-4,-,0.0013,0.046744523,0.35,1
RPS28,++,--++,++,0.00159579006398547,6.523180094774853e-4,-,0.0013,0.013268071,0.351,1
SFTPD,++,--+-,--,9.389848457146072e-4,6.547357610889961e-4,-,0.00131,0.004603362,0.352,1
TMEM235,-+,++++,NA,0.0023479833024493122,6.55592866700789e-4,-,0.00131,0.004388833552847117,0.353,1
SH3BGRL3,++,+++-,-+,0.0030385480359670838,6.650617312588387e-4,-,0.00133,0.01573179663342596,0.358,1
ATG7,--,+-++,--,0.001763055827732062,6.685852316945104e-4,-,0.00134,1.17509e-4,0.36,1
S100A13,-+,++++,++,0.0012415372319454826,6.800741699878729e-4,-,0.00136,0.013079491065840701,0.366,1
TEX43,-+,NA,NA,0.0015970796258270592,6.844236582444533e-4,-,0.00137,0.0016849197325320064,0.368,1
IFNA4,++,NA,NA,0.0017681953000228154,6.844236582444533e-4,-,0.00137,0.021369933333907194,0.368,1
C11orf53,++,NA,NA,0.001654118183892311,6.844236582444533e-4,-,0.00137,0.01392276581268609,0.368,1
MARCH2,-+,---+,NA,0.002691337347792307,7.278702068062176e-4,-,0.00146,0.0018842413362750632,0.392,1
CHST6,++,+++-,+-,0.0010437014239089706,7.411502184316287e-4,-,0.00148,2.58333e-4,0.399,1
KRTAP5-10,++,NA,NA,0.0021674652064795803,7.414589630981577e-4,-,0.00148,0.04472532646044665,0.399,1
STK31,-+,++++,NA,0.0014853454660581403,7.446379996351522e-4,-,0.00149,0.005098567,0.401,1
VAMP5,-+,-+++,++,0.0018053020181608152,7.571396425767712e-4,-,0.00151,0.0022836113266478946,0.407,1
NKD2,++,NA,--,0.0019010456528505135,7.618571558195746e-4,-,0.00152,0.0093705263629857,0.41,1
LUM,--,--+-,NA,0.002745016473046933,7.890989818662371e-4,-,0.00158,0.006869709216111024,0.425,1
ZNF304,+-,----,--,0.0015613096772042296,7.904988945183844e-4,-,0.00158,0.010150159846696481,0.425,1
ACSM5,++,++++,NA,0.002610227293877808,7.989135234669186e-4,-,0.0016,0.02130707954830995,0.43,1
SH3RF1,+-,----,--,0.0013703609324732455,8.084752607665256e-4,-,0.00162,0.031335984,0.435,1
CHCHD10,++,---+,NA,0.0031883401879047165,8.198356737985678e-4,-,0.00164,0.034322209,0.441,1
YTHDF2,+-,-+--,--,0.0014641198088509195,8.258326745022573e-4,-,0.00165,0.003796432,0.444,1
RNF139,+-,-+--,--,0.0019748801681004156,8.315566731050891e-4,-,0.00166,0.005257022,0.447,1
SLC25A19,++,----,-+,0.0016404423888430133,8.589622247256301e-4,-,0.00172,1.74906e-4,0.462,1
FAM101B,++,----,+-,0.003265652885123463,8.666085775460029e-4,-,0.00173,0.013075770239968426,0.466,1
BCAM,-+,--++,NA,0.004374718860039462,8.669395378669186e-4,-,0.00173,7.310047236850101e-4,0.466,1
PPP6R3,+-,+++-,++,9.046301446789293e-4,8.745965991035428e-4,-,0.00175,6.02715e-4,0.471,1
TDO2,++,----,NA,0.002525575849398709,8.823901876174469e-4,-,0.00176,0.03334124306883328,0.475,1
ISY1-RAB43,+-,+-++,++,0.002340446300694244,8.851831377842689e-4,-,0.00177,0.002089667276589625,0.476,1
BST2,-+,++++,++,0.0030695853914230937,8.88141295144289e-4,-,0.00178,0.0017470142768680709,0.478,1
ARHGEF15,-+,+-++,NA,0.003328511864595335,8.93507069560353e-4,-,0.00179,0.002213345420813612,0.481,1
AGPS,+-,++--,--,0.0012032936385911617,8.938098175997714e-4,-,0.00179,5.44e-5,0.481,1
PCDHA12,++,+-++,NA,0.003451384847576075,8.94088636245052e-4,-,0.00179,0.008800711906672622,0.481,1
TBX2,-+,+-++,NA,0.002062196199220579,8.992044973524532e-4,-,0.0018,0.015074619208082474,0.484,1
NDUFB8,++,-+--,--,0.002149920396519593,9.117179172950845e-4,-,0.00182,0.003676592,0.491,1
RNF17,++,NA,NA,0.0025096965548710927,9.12564877659271e-4,-,0.00183,0.011918977203011319,0.491,1
COX4I2,-+,NA,NA,0.0027948893451973534,9.12564877659271e-4,-,0.00183,0.0017328605021389005,0.491,1
ZBTB21,+-,----,+-,0.0013875041351290968,9.23477059819169e-4,-,0.00185,0.004311606,0.497,1
DUSP5,+-,----,+-,0.0016980890607605546,9.293696788881832e-4,-,0.0018600000000000001,0.006162679,0.5,1
SLC27A2,+-,--+-,-+,0.0029386488597939247,9.340158141530866e-4,-,0.00187,0.003169608443358047,0.503,1
TAC3,-+,----,--,0.0017229942281623768,9.356979612300534e-4,-,0.00187,0.001057116,0.503,1
LRP2,--,++++,NA,0.0025979134173683173,9.611889666966298e-4,-,0.00192,0.0177125,0.517,1
HIST1H4A,++,---+,NA,0.0020358503657699222,9.738778753517023e-4,-,0.00195,0.007236424,0.524,1
ZSWIM3,+-,----,--,0.0028593098242595863,9.740424904431177e-4,-,0.00195,0.006158285966190965,0.524,1
PCDH17,+-,---+,--,0.001698421344957388,9.816836183637516e-4,-,0.00196,0.001403492,0.528,1
REXO4,-+,--++,-+,0.0014265574421431291,0.001009635086688938,-,0.00202,0.00127912,0.543,1
RPS19,++,--++,++,0.0016278946765112472,0.0010152848850720666,-,0.00203,0.012581086,0.546,1
ZNF708,--,++--,+-,0.001650341494589523,0.0010299058614263018,-,0.00206,1.147e-4,0.554,1
ZW10,--,+++-,--,0.0025407898723058377,0.0010657445169191626,-,0.00213,0.012190597630771691,0.573,1
HLA-C,-+,++++,++,0.0027865290872230537,0.0010718367510599328,-,0.00214,0.006924618406254644,0.577,1
SP4,+-,----,++,0.0022138986169406606,0.001079727485536213,-,0.00216,0.016710393,0.581,1
GSC,++,NA,NA,0.003137120693588866,0.0010836707922203845,-,0.00217,0.04444215135060804,0.583,1
NLRP5,++,NA,NA,0.0031941592516541184,0.0010836707922203845,-,0.00217,0.016426380760844756,0.583,1
SLC19A2,+-,----,--,0.00316942739825734,0.0011056670722116976,-,0.00221,0.002849020813737122,0.595,1
MEST,--,-+--,+-,0.0040764036760673646,0.001112654875109037,-,0.00223,0.02283764,0.599,1
ADCY4,++,+-++,++,0.002964299814511875,0.0011174414597603312,-,0.00223,0.027576239683946947,0.601,1
NKX6-2,-+,+-++,NA,0.0036666719636479017,0.0011253342085696207,-,0.00225,0.004228213655684808,0.605,1
TBX6,-+,+-++,NA,0.0023681338401095307,0.00112870767180897,-,0.00226,0.0116676,0.607,1
CHRD,++,---+,++,0.003184865837571767,0.0011535839985299641,-,0.00231,0.011436998437738113,0.621,1
UBE2W,+-,-+--,--,0.0018753479561692083,0.0011579075915465894,-,0.00232,0.001360768,0.623,1
FAM109B,++,--+-,NA,0.003941772022805047,0.0011746278050044918,-,0.00235,0.006206155548259103,0.632,1
GIMAP1,-+,++++,NA,0.00432761996488298,0.0012208852730334957,-,0.00244,0.002590756808104264,0.657,1
CD320,-+,+---,++,0.0027765572949745537,0.0012673675485765142,-,0.00253,0.005325084035437163,0.682,1
TMEM205,-+,-++-,--,0.002203647805359571,0.0012736394716555304,-,0.00255,1.65075e-4,0.685,1
TGFB1I1,++,NA,NA,0.0033652749258498743,0.0013118120116352022,-,0.00262,0.01054765099367574,0.706,1
CDC42EP5,++,NA,NA,0.0034223134839151265,0.0013118120116352022,-,0.00262,0.02482223728378007,0.706,1
WDFY2,--,++++,++,0.002566382999086646,0.001330949309391822,-,0.00266,0.002454213,0.716,1
RPL27A,++,-+++,++,0.003020069471704928,0.001340307734528662,-,0.00268,0.056266821,0.721,1
PGAP1,+-,-+--,-+,0.002780078074886678,0.0013542813176958316,-,0.00271,0.00433736,0.729,1
NME7,-+,-+--,--,0.0021733823926751456,0.0013652073176830236,-,0.00273,0.00105927,0.734,1
GIMAP7,-+,+-++,+-,0.002897620360941893,0.0013801874160491623,-,0.00276,0.002859925,0.743,1
UBR2,--,+++-,++,0.0027272284032877855,0.001381468931349971,-,0.00276,0.001991667,0.743,1
FASTKD5,--,----,--,0.00434012874496478,0.001383742254209504,-,0.00277,0.0028014889419668426,0.744,1
STK24,+-,----,-+,0.0020123430834213902,0.001392698151491209,-,0.00279,0.001455899,0.749,1
C5orf63,++,++++,NA,0.005141869581889993,0.0014111912403500172,-,0.00282,0.023896056382810133,0.759,1
FOSL2,+-,----,--,0.0018198598987778983,0.0014146877114626626,-,0.00283,0.023749959,0.761,1
ZNF816,--,-+--,NA,0.005656010063864226,0.0014325340369803056,-,0.00287,0.02381018947031478,0.771,1
ELAVL2,-+,-+--,--,0.0019740429992012856,0.001437597163634993,-,0.00288,5.81273e-4,0.773,1
UBR7,+-,-+--,NA,0.0027750223588508803,0.001466527555281787,-,0.00293,0.00131274,0.789,1
ADGRD1,++,+++-,NA,0.0030842541586906633,0.0014683637753935724,-,0.00294,0.012421616,0.79,1
APOBEC3F,-+,++++,NA,0.005589380353013409,0.0014685462129647865,-,0.00294,0.003085788487534119,0.79,1
NR2F2,-+,++++,--,0.003773934782344442,0.0014732065700552948,-,0.00295,0.006387810283065876,0.793,1
PTGIS,++,++++,NA,0.0018714419942712167,0.001508722593567549,-,0.00302,0.008623127,0.812,1
LRRFIP2,-+,++++,++,0.0020676590653244697,0.0015215254655594325,-,0.00304,0.003901368,0.819,1
HCFC1R1,++,--++,-+,0.004339737586485971,0.0015507258892509292,-,0.0031,0.028572316823322345,0.834,1
RPS11,++,-+++,++,0.004236099806856384,0.0015604484923934226,-,0.00312,0.008967349908040215,0.84,1
TNFAIP8L2-SCNM1,-+,-++-,--,0.005880620570083366,0.0015691011144491316,-,0.00314,0.002148675980102305,0.844,1
SCNM1,-+,-++-,--,0.005880620570083366,0.0015691011144491316,-,0.00314,0.002148675980102305,0.844,1
TRPM4,-+,+-++,--,0.002943393252667964,0.0015785455401905028,-,0.00316,0.005714607,0.849,1
FAM118A,+-,----,++,0.0018281594171538707,0.001579959011945804,-,0.00316,0.031729004,0.85,1
NR4A3,--,----,NA,0.0033470166180853984,0.0015810156854649442,-,0.00316,0.10233304840848137,0.851,1
FAM110D,-+,-+++,NA,0.004980960789484483,0.0015829281069780295,-,0.00317,0.0043216731171896346,0.852,1
MLLT11,+-,-+--,--,0.0023866345964000902,0.0015901157457964045,-,0.00318,0.002535393,0.855,1
TNF,+-,NA,NA,0.003650467716176135,0.0015969885359037243,-,0.00319,0.0027757855713231995,0.859,1
KBTBD4,+-,NA,--,0.0023847189444967517,0.001622181322819088,-,0.00324,0.00655721152313232,0.873,1
PPDPF,++,+--+,NA,0.00566058189863447,0.0016305434023669648,-,0.00326,0.030806364195175864,0.877,1
MFNG,-+,++++,NA,0.005224480543811204,0.0016328114597514776,-,0.00327,0.0031188105429773246,0.878,1
SRL,++,----,+-,0.002678398924132052,0.0016357157913175985,-,0.00327,0.006744504,0.88,1
DESI2,+-,--+-,NA,0.0033587729636816435,0.0016730806518195818,-,0.00335,0.009462493,0.9,1
P2RX7,-+,++++,+-,0.004065694801760477,0.0016831935503473416,-,0.00337,0.010555304208740216,0.906,1
SPTY2D1,--,----,NA,0.0034597996710622773,0.001686998444763786,-,0.00337,0.026085752,0.908,1
LILRB1,++,++++,NA,0.004280539107278384,0.0016915333465782867,-,0.00338,0.017658907,0.91,1
TNFRSF8,++,NA,NA,0.0038215833903718914,0.0017110591456111332,-,0.00342,0.006520424483882969,0.921,1
CD1D,++,NA,NA,0.003707506274241387,0.0017110591456111332,-,0.00342,0.014248537619983364,0.921,1
CPB1,++,NA,NA,0.0037645448323066393,0.0017110591456111332,-,0.00342,0.005197892123133867,0.921,1
TBC1D4,--,+-++,++,0.00253387442041362,0.001730819266950686,-,0.00346,0.015892978,0.931,1
PFN2,+-,-+--,-+,0.00278187179588689,0.0017415371210283783,-,0.00348,0.001871723,0.937,1
EGFL7,++,++++,--,0.006254296069378753,0.0017416486212159773,-,0.00348,0.003733495688790399,0.937,1
CDK18,-+,++++,+-,0.0035491888447234258,0.0017584916715842472,-,0.00352,0.011424119,0.946,1
DDX55,-+,++++,-+,0.0019884459823058653,0.0017615357326934778,-,0.00352,1.07752e-4,0.948,1
NBL1,-+,----,++,0.0034296784778540964,0.0017960958569099455,-,0.00359,0.003929026,0.966,1
VWA5A,+-,-+++,NA,0.005325899424730279,0.0018020394464895294,-,0.0036,0.008487259020118987,0.969,1
B9D2,++,-++-,--,0.0023213676245779293,0.0018031845720917448,-,0.00361,3.67603e-4,0.97,1
BBS2,+-,+++-,++,0.0026400906064743056,0.0018119054806008707,-,0.00362,0.005478242,0.975,1
WWTR1,++,++++,++,0.0023568532450266378,0.0018238261515091884,-,0.00365,2.1985e-4,0.981,1
IFNB1,++,NA,NA,0.0038786219484371436,0.001825129755318542,-,0.00365,0.019544928737364672,0.982,1
ZNF138,+-,+++-,NA,0.004756038871298682,0.0018421107339703295,-,0.00368,0.007583355,0.991,1
USP15,--,-+--,--,0.0035863974902975203,0.0018550395940275153,-,0.00371,0.02802280370902889,0.998,1
ZNF276,-+,+-++,++,0.0022476626931527102,0.0018551433493381728,-,0.00371,0.004190543,0.998,1
PRMT5,--,----,--,0.0036342344148682874,0.001857071188745584,-,0.00371,0.003804775,0.999,1
FBLN7,++,+--+,-+,0.007504851431281716,0.0018760953049623053,-,0.00375,0.0022886221241339537,1.01,1
C9orf92,++,NA,NA,0.004106776180698152,0.0019392003650259512,-,0.00388,0.008110753571073978,1.04,1
LAIR1,++,+++-,++,0.003845968351760424,0.0019561230560250116,-,0.00391,0.012012778,1.05,1
COPB1,--,-+--,--,0.005001151276231108,0.0019697479318619556,-,0.00394,0.011889805738422245,1.06,1
STK10,++,++++,NA,0.0041103386685819015,0.0019737810172616227,-,0.00395,0.034002014,1.06,1
STARD9,-+,++++,NA,0.0040948128668673,0.001983361703611297,-,0.00397,0.018331384,1.07,1
CHGA,-+,---+,--,0.0019875142983572128,0.0020285067472679105,+,0.00398,6.68914e-4,1.07,1
WBP2NL,-+,++++,NA,0.005164241686519045,0.001990699504602158,-,0.00398,0.019895456211195598,1.07,1
IGFLR1,++,NA,NA,0.004163814738763404,0.0019962356698796555,-,0.00399,0.012090565692044449,1.07,1
MRI1,-+,++++,NA,0.0049670641211985375,0.0020047253344893977,-,0.00401,0.014283295030361002,1.08,1
GJC1,-+,+-++,++,0.00327956478484483,0.0020077298604896307,-,0.00402,0.003109925,1.08,1
PIEZO2,-+,++++,+-,0.0026718374326269974,0.002030053846315691,-,0.00406,0.00352397,1.09,1
CYP1B1,++,--+-,+-,0.0036940195877235658,0.002033786876910961,-,0.00407,8.58895e-4,1.09,1
PDE4D,+-,----,--,0.002373652063866207,0.002050795909194997,-,0.0041,0.018688896,1.1,1
GANC,-+,++++,NA,0.002863154246945009,0.0020511635260028597,-,0.0041,5.87023e-4,1.1,1
TRAPPC8,+-,-++-,--,0.003910578092399755,0.0020530396303943214,-,0.00411,0.006084321563922773,1.1,1
PRPSAP2,--,++--,--,0.0027557079406562235,0.002059071859095045,-,0.00412,2.27577e-4,1.11,1
ADH1B,++,++++,NA,0.005413596841196946,0.0020655183664612022,-,0.00413,0.019747251,1.11,1
AMPD3,--,++++,--,0.0026880467803509114,0.002075261176631269,-,0.00415,0.004266699,1.12,1
EDNRB,--,++-+,++,0.0062615989185595385,0.0020933962844192416,-,0.00419,0.0099354,1.13,1
NCBP1,--,-+--,NA,0.005949928735391106,0.0021131340601284183,-,0.00423,0.013925238712354803,1.14,1
VPS33A,+-,----,--,0.0034826158688679026,0.0021380039775094587,-,0.00428,0.020645911,1.15,1
CCDC117,--,----,--,0.005395062977951452,0.002156848997917911,-,0.00431,0.012039145549708032,1.16,1
NAALADL1,-+,NA,NA,0.004620123203285421,0.002167341584440769,-,0.00433,0.003747923490938021,1.17,1
CPSF7,+-,+-++,NA,0.006620868314935085,0.0021793743138607755,-,0.00436,0.005790859143257336,1.17,1
LCTL,-+,++++,NA,0.00296467803924705,0.002183283504023871,-,0.00437,0.010340479,1.17,1
SIGIRR,++,--++,++,0.005520222477393473,0.002185130900048355,-,0.00437,0.00405972446618735,1.18,1
CCNH,+-,--+-,--,0.004961528010948152,0.002185420796577681,-,0.00437,0.008509108480223853,1.18,1
EFCAB13,-+,++++,NA,0.0044155596145302204,0.0021859589698663587,-,0.00437,0.055979812291325245,1.18,1
SLC41A2,+-,--+-,NA,0.005427299744560847,0.002188872682155753,-,0.00438,0.003250939,1.18,1
