gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p
FAM160B1,++++,++++----,NA,0.003927186531157356,0.952848991799349,+,0.00785,3.98538e-4,2.11,1
POLD2,+-+-,+++-++++,NA,0.003929024734581833,0.9541580881566212,+,0.00786,0.01558156,2.11,1
NUFIP2,-+-+,-+++----,+-++-+,0.60544409991171,0.0039460214050078745,-,0.00789,0.006423197,2.12,1
ATP2B4,++++,---++---,++++-+,0.0039534986097354416,0.9496462882512096,+,0.00791,0.006337266,2.13,1
SIRPG,++--,++++++++,NA,0.003969392945586113,0.3390832969413469,+,0.00794,0.048464605,2.14,1
AZIN2,--+-,+-+-+-++,-+----,0.7498813930167012,0.003969827939537242,-,0.00794,0.015200375,2.14,1
AZIN2,--+-,+-+-+-++,--++++,0.7498813930167012,0.003969827939537242,-,0.00794,0.015200375,2.14,1
CBX4,--+-,+-++++++,++-+++,0.003971359681437205,0.9797958043320087,+,0.00794,0.062860742,2.14,1
ANKRD13A,-+--,++++----,--++-+,0.1685895330841234,0.003978560834677736,-,0.00796,0.001799438,2.14,1
ADRB1,+-+-,--------,+++---,0.36513939678004653,0.003978705420116842,-,0.00796,0.023580281,2.14,1
ADRA1A,++-+,--+-----,NA,0.9722296428441204,0.003980515667157051,-,0.00796,0.018573604,2.14,1
PHPT1,--+-,++++++++,-+---+,0.003987148645727386,0.7080747276173359,+,0.00797,0.01749805,2.15,1
PHIP,---+,++--+---,-++--+,0.5216123501050735,0.003993567795983192,-,0.00799,0.007171631,2.15,1
TMED7,-+--,++++----,----++,0.44447261515512265,0.004002449055393718,-,0.008,3.26372e-4,2.15,1
NOL4L,-+-+,------++,++----,0.9723659046386468,0.004005020001164972,-,0.00801,0.011144502,2.15,1
TUBA4A,+++-,+-++-+++,++++-+,0.004011360181201254,0.9041493985963918,+,0.00802,0.015294568,2.16,1
DNAJB1,-+--,--------,----+-,0.9908587612761414,0.004013536906365957,-,0.00803,0.007304494,2.16,1
C10orf128,----,+++++--+,---++-,0.514180662491084,0.004018719201832444,-,0.00804,0.028285550765003113,2.16,1
THAP8,+++-,++++++++,++-+++,0.004021633001993702,0.45101416531158145,+,0.00804,0.005825489,2.16,1
ZNF230,++--,++++--++,NA,0.004027602888451496,0.9378406113843699,+,0.00806,2.58881e-4,2.17,1
IVNS1ABP,-+--,-++-----,---+++,0.509202203027757,0.004040819026253834,-,0.00808,0.003493914,2.17,1
PLEKHM3,++++,++-+++++,+++-+-,0.004045271523729089,0.9948370543321412,+,0.00809,0.02386502,2.18,1
NDUFB10,+-+-,++++++++,++----,0.004064425227451725,0.03073798495053355,+,0.00813,0.005331848,2.19,1
FRMD4B,-+--,++++---+,----++,0.7573832181188378,0.004069083653367057,-,0.00814,0.022891011,2.19,1
KCNA1,-++-,-+++----,-++---,0.988959235066903,0.004071880495708561,-,0.00814,0.004524719,2.19,1
PRKAG2,+-++,-------+,----+-,0.8705763602530853,0.004079221380604487,-,0.00816,0.019529494,2.19,1
CSDC2,+-+-,------+-,--+---,0.9906155180889337,0.004089716545087851,-,0.00818,0.037649813,2.2,1
FFAR3,----,NA,NA,0.9987217196877164,0.0040940174174737935,-,0.00819,0.02473547946853128,2.2,1
IFFO1,+++-,-++-++++,NA,0.00410163947508957,0.7783178934077151,+,0.0082,7.99878e-4,2.21,1
SMC4,----,++-+----,NA,0.9937948061388175,0.004102425457067054,-,0.0082,0.009664684103509475,2.21,1
TSPYL1,++++,+--+++++,++++++,0.00411479106775927,0.9994642166790774,+,0.00823,0.017032303,2.21,1
TGM2,+++-,++++++++,+-+-+-,0.004117141877252811,0.7967396787426397,+,0.00823,0.028210393,2.22,1
DERL1,-+++,--+--++-,++++++,0.004117614624392139,0.9842115079271383,+,0.00824,0.001015918,2.22,1
VNN2,-+--,-+++++++,NA,0.004139692390019798,0.3930591181574708,+,0.00828,0.005483271,2.23,1
CALU,-+--,+-++----,+---++,0.957755974560923,0.004141564508273836,-,0.00828,0.015172004,2.23,1
ADGRD1,++++,+-+++--+,NA,0.004152044772795928,0.9985662155688232,+,0.0083,0.024391071881737305,2.23,1
RPS19,--+-,-++-++++,-++--+,0.004163787256588365,0.472042005455671,+,0.00833,0.003345392,2.24,1
SDHAF1,--+-,++++++++,NA,0.004174201486573956,0.8508033402371632,+,0.00835,0.025012041,2.25,1
TAF6L,+-+-,++++++++,-+-+--,0.0041787701484697825,0.5032422870520148,+,0.00836,0.002949823,2.25,1
LPIN1,++++,+++-++--,--+-+-,0.004184980629554824,0.8258526780936358,+,0.00837,0.005279148969787696,2.25,1
MOG,----,++++---+,---+++,0.10338004181623592,0.004194795192761297,-,0.00839,0.005836049,2.26,1
CD320,--+-,++++++++,-+-+--,0.00419789075275844,0.929172874541559,+,0.0084,0.006927402,2.26,1
EIF4A2,++++,++++++++,++-+++,0.004201008539817418,0.9733442756915033,+,0.0084,0.026694288,2.26,1
RBP4,+-++,++-+++++,+++--+,0.004210529260115901,0.9552206496349505,+,0.00842,0.002540824,2.27,1
MPND,+-+-,----++++,-+----,0.0042344330015590586,0.2741581793689188,+,0.00847,4.67658e-4,2.28,1
SCOC,+++-,++++++++,-+--++,0.004238957966244731,0.897303347222942,+,0.00848,0.017652257,2.28,1
ZNF418,++--,+-+-++++,++++++,0.004245068197762513,0.9799019148644498,+,0.00849,0.004992152,2.28,1
LRRC37A,--++,--------,NA,0.56161027127229,0.004245236860481372,-,0.00849,0.070951435,2.28,1
NAA50,-+++,++++--+-,+---++,0.004256904172941621,0.4736600177292573,+,0.00851,0.007504494,2.29,1
NAA50,-+++,++++--+-,-+---+,0.004256904172941621,0.4736600177292573,+,0.00851,0.007504494,2.29,1
FAM161B,-+++,-+++-+++,NA,0.004265088641250194,0.9381214903638331,+,0.00853,8.9703e-4,2.29,1
IRF3,----,++++++++,+-+--+,0.0042722178105988355,0.6957868341722,+,0.00854,0.00722052,2.3,1
FLOT1,+-+-,++++++++,-+++--,0.004272473736181468,0.49594910074131104,+,0.00854,0.014959392,2.3,1
CCM2,+-+-,-+++++++,+++---,0.004283535199238948,0.8603529403231234,+,0.00857,0.003153184,2.3,1
H2AFV,++++,-+------,--++++,0.004283862015434103,0.7053326143101677,+,0.00857,0.001548127,2.3,1
CCDC106,+-+-,++-+++++,++++--,0.004297471606136079,0.9051003762236413,+,0.00859,0.018178966,2.31,1
CCDC94,+-+-,++++++++,NA,0.004313328057165183,0.9461551870084559,+,0.00863,0.069541279,2.32,1
YWHAB,+-++,++-++-++,-+++-+,0.004320284036062416,0.9985155415482282,+,0.00864,0.032457303,2.32,1
KCNJ3,++++,++++++++,++-+-+,0.0043262791364631695,0.9606208514130861,+,0.00865,0.016688951,2.33,1
LAMTOR5,--+-,+-++++++,-+---+,0.004328059309382788,0.41304180020625975,+,0.00866,0.013666746,2.33,1
KCNB2,----,------+-,++----,0.9947637004090104,0.004362940783505622,-,0.00873,0.015127154,2.35,1
OR10G4,++--,NA,NA,0.953515224298013,0.004376677676040922,-,0.00875,0.003545382096479019,2.35,1
DLEC1,+---,-++-++-+,--+-+-,0.4456675109040412,0.0043787141179128545,-,0.00876,0.011487172,2.36,1
TP53BP2,++--,+++-----,---+--,0.7711553803975961,0.004383306431467125,-,0.00877,0.001115262,2.36,1
RAB3D,--+-,-------+,-+-+--,0.7965181108087832,0.0043839938003555744,-,0.00877,0.002358146,2.36,1
KIF26A,--++,+++-++++,NA,0.004391814352941683,0.783832668794042,+,0.00878,0.028683838,2.36,1
SGCB,++-+,-+-+----,+--+++,0.12557812407950064,0.004393339765634492,-,0.00879,4.68195e-4,2.36,1
DDA1,+-++,+-+-++++,-+---+,0.00439905311035321,0.12528441897166276,+,0.0088,9.74717e-5,2.37,1
MAF,--++,--+-++++,-----+,0.7940328386058451,0.004400556590342103,-,0.0088,0.001806367,2.37,1
NR2F1,+-++,----++++,++++++,0.004417268527129035,0.6438044603334132,+,0.00883,0.03264997,2.38,1
TPGS1,----,+-+-++++,+-----,0.42987130181411,0.004421879730146128,-,0.00884,0.003279854,2.38,1
TPGS1,----,+-+-++++,-++---,0.42987130181411,0.004421879730146128,-,0.00884,0.003279854,2.38,1
NT5E,-+--,+++-----,+-+---,0.9974717287921919,0.0044242580688369035,-,0.00885,0.01246294,2.38,1
HOXD1,----,NA,---+-+,0.42671079851671323,0.004427171789002246,-,0.00885,0.006104775,2.38,1
CLDND1,-+--,++++---+,---+-+,0.8018446718007276,0.004428555714832199,-,0.00886,0.02152706,2.38,1
XRCC2,+--+,+-+-----,++++++,0.004429551392396038,0.6008919528655658,+,0.00886,0.001595318,2.38,1
ANKRD55,---+,----+---,NA,0.9993089740032388,0.004429638787666846,-,0.00886,0.019204901,2.38,1
TTLL1,+-+-,++++++++,++-+-+,0.004442224011808726,0.7786101193174841,+,0.00888,0.003416016,2.39,1
SMARCC2,+-++,+---++++,+++-+-,0.004446356339103886,0.5461719230048424,+,0.00889,0.027579789,2.39,1
BIVM,+-++,+++-+---,++++-+,0.004465851003475319,0.5420183351526291,+,0.00893,0.003685487,2.4,1
RPUSD4,-++-,+++-++++,--+-++,0.004475471983220478,0.959448645387537,+,0.00895,0.044182999,2.41,1
MAT2B,++++,++++++++,----++,0.004476380274058477,0.10940730035374593,+,0.00895,0.016867603,2.41,1
UBE2E1,-++-,++++++++,-+-+++,0.004485583235584471,0.8973915098092222,+,0.00897,0.009486517,2.41,1
APRT,+-+-,+++-++++,-++---,0.0044884664667999554,0.09879138169271788,+,0.00898,0.00110347,2.41,1
PLA2G12B,--++,NA,NA,0.004497386171723717,0.9989418651662693,+,0.00899,0.04087114986356365,2.42,1
UNC5B,----,--++----,---+++,0.2749602701724576,0.004501566757166139,-,0.009,0.001716854,2.42,1
SPRED3,----,+----++-,NA,0.9656868420126692,0.004506685504088032,-,0.00901,0.001638763,2.42,1
DPEP3,++++,-++-++++,++++--,0.004523252610489157,0.969226748440438,+,0.00905,9.53578e-5,2.43,1
BIN2,---+,+-++++++,NA,0.004529086937687441,0.2721631282200342,+,0.00906,0.007719864,2.44,1
IRX3,----,NA,NA,0.9794629967281874,0.004533294856196416,-,0.00907,0.005486219464077487,2.44,1
KIAA1549,--++,----+-+-,-+++--,0.5995401471819456,0.004533344643090324,-,0.00907,0.018175062,2.44,1
WDR26,-+++,----+---,------,0.9920138699668679,0.004540278005038216,-,0.00908,0.036193639,2.44,1
CEBPE,--+-,NA,NA,0.8593518710108522,0.004544935930626031,-,0.00909,0.0022157094417267964,2.45,1
GPD1L,++++,++-+++++,++----,0.004544945794906885,0.992034005188516,+,0.00909,0.012407859,2.45,1
DHRS4L2,--++,++++++++,NA,0.004545200635288817,0.9778846602666983,+,0.00909,0.038926719,2.45,1
NUPL2,----,+++-++++,+----+,0.004545389482550215,0.45653832192350585,+,0.00909,0.004841763,2.45,1
RNF170,-+++,+++++---,+++-++,0.00455191045073307,0.8114987554652165,+,0.0091,0.031185359,2.45,1
CTSB,+++-,---+--+-,++++-+,0.004557985827445791,0.7411031580781569,+,0.00912,0.010516479,2.45,1
CPEB4,++++,--------,+-++++,0.010566261892136702,0.004565693195382647,-,0.00913,0.001845536,2.46,1
NUDCD3,+++-,++-+++++,+++--+,0.004571438301433826,0.784261662987467,+,0.00914,0.017769195,2.46,1
CCT6A,-++-,++++--++,++++++,0.004575151356054533,0.9997771058714713,+,0.00915,0.017205618,2.46,1
CASKIN1,+-+-,+---++++,++++++,0.004578770561722718,0.5090251892968558,+,0.00916,0.001148019,2.46,1
FOLH1,----,++++---+,---+++,0.05468673931454278,0.004586324239604499,-,0.00917,0.002446161,2.47,1
GRSF1,+++-,++++++++,+----+,0.004598801298879239,0.5558785700765118,+,0.0092,0.00756264,2.47,1
RAI14,-+--,+-+-+---,---++-,0.8727245399029403,0.004601017455169572,-,0.0092,0.008691292,2.48,1
AURKAIP1,+-+-,--+-++++,-++++-,0.0046020215229646555,0.8031146631745096,+,0.0092,1.71864e-4,2.48,1
TAS2R20,---+,-+------,NA,0.5103808047157996,0.004608639522813816,-,0.00922,0.013862858,2.48,1
SHISA4,+-+-,++++-+++,+-+---,0.004620692351704185,0.6735665897334812,+,0.00924,0.00157563,2.49,1
TMEM63A,----,++++---+,---+++,0.3195270282226032,0.004638049647675312,-,0.00928,0.012185428525708268,2.5,1
LDB3,----,++++---+,---+++,0.1422386083494049,0.004658658641742879,-,0.00932,0.029655618,2.51,1
TCP11L2,-+--,++++----,NA,0.7611407368033184,0.004662290917128718,-,0.00932,0.005418398420547601,2.51,1
C16orf92,+-++,NA,NA,0.004662905546298339,0.9979654297327943,+,0.00933,0.02052635240472806,2.51,1
USF1,+++-,++++++++,NA,0.004669305986996679,0.949456076321467,+,0.00934,0.024833009,2.51,1
CROT,++++,+++++---,+-+--+,0.0046734522849272,0.9767449689024104,+,0.00935,0.024367,2.51,1
FASN,+--+,----++++,---+--,0.8884499718158556,0.004676821766168211,-,0.00935,0.001567416,2.52,1
ALKBH5,-+--,++++++++,++++--,0.004680612042927417,0.26643704778663424,+,0.00936,0.005376104,2.52,1
ZNF548,-+--,----+-++,--++++,0.7403978205454534,0.004684737547163406,-,0.00937,0.005568704,2.52,1
PRKCD,+-++,----++++,-+----,0.8601871947304827,0.004690081106682662,-,0.00938,0.001903436,2.52,1
CASQ1,++++,----++++,++--++,0.004706254321660195,0.38816589727918793,+,0.00941,0.003184041,2.53,1
TPD52L1,++--,--------,++--+-,0.721630735720405,0.004709513999604058,-,0.00942,0.011319181,2.53,1
POP4,--+-,++++++++,-+++-+,0.004711708502300407,0.5735300145933738,+,0.00942,0.026543168,2.53,1
NF1,-+++,--------,---++-,0.9336737626559164,0.004711946283895503,-,0.00942,0.012866839,2.54,1
DPY19L2,++-+,--+-+---,+-----,0.5686083406328606,0.004716072755171147,-,0.00943,0.004393699,2.54,1
SCAF11,-+--,+++-+---,--+++-,0.3074035463049465,0.004727378019496337,-,0.00945,7.81086e-4,2.54,1
SCAF11,-+--,+++-+---,---+-+,0.3074035463049465,0.004727378019496337,-,0.00945,7.81086e-4,2.54,1
SPATA13,-+--,++++----,--++-+,0.7718082950686296,0.004734760804906811,-,0.00947,0.002496723,2.55,1
TROVE2,-+-+,++++----,--++++,0.004744716207236355,0.3163473726527103,+,0.00949,0.004983521,2.55,1
PRPSAP2,-+++,++++++-+,-+-+-+,0.004747620810665236,0.5302334491642028,+,0.0095,4.6457e-4,2.55,1
SUPT4H1,+++-,++++++++,+---++,0.004748090300078925,0.599139001687758,+,0.0095,0.020005618,2.55,1
UBXN7,-+--,-+------,NA,0.9909379527936547,0.004756376845636727,-,0.00951,0.002223326,2.56,1
RER1,--+-,-++-----,+--+--,0.9634510875907504,0.00475720961329173,-,0.00951,0.005897285,2.56,1
OR2K2,-+--,NA,NA,0.9979903854460048,0.004757362249954073,-,0.00951,0.021300940402110377,2.56,1
SLC45A4,+-++,-+--++++,++++--,0.004766577224661867,0.844212051113022,+,0.00953,0.011749269,2.56,1
CNBP,+++-,++++++++,--++++,0.0047708823608117856,0.9688986436241867,+,0.00954,0.018094101,2.57,1
UBE2D2,+++-,++++++++,+--+-+,0.004779460424437792,0.8371450980447398,+,0.00956,0.006923034,2.57,1
TRMT13,---+,++++----,---+++,0.8822064705092543,0.004781368896183835,-,0.00956,0.009999251,2.57,1
EIF4A3,-++-,--------,++---+,0.8677087872448169,0.0047940786693878275,-,0.00959,0.001950187,2.58,1
G3BP1,-++-,++++----,---+-+,0.7273711853272572,0.004800864930931704,-,0.0096,0.001698408,2.58,1
NFIA,-+-+,+-+-----,---+++,0.6144144624959014,0.0048032409573657816,-,0.00961,0.010416344,2.58,1
ALCAM,-+--,++++----,---+++,0.18620020947149987,0.004810581463918658,-,0.00962,0.006246646,2.59,1
LZTFL1,++++,+++++-+-,+---++,0.004814756129781219,0.506446142558859,+,0.00963,0.002213896,2.59,1
NOS1,----,+-++--++,----+-,0.9474311558195674,0.0048234641551067135,-,0.00965,0.001266199,2.6,1
UQCRC1,+++-,-+++-+++,-+----,0.004824146984291976,0.6679495798745149,+,0.00965,0.015689999,2.6,1
SUPT20H,-+-+,+++-+---,--+++-,0.32011513044031037,0.004835089080332725,-,0.00967,7.24345e-4,2.6,1
EIF3E,--++,++++++++,-+--++,0.004845498051296452,0.9963602269201675,+,0.00969,0.002179963,2.61,1
FAM110C,---+,---+--+-,-+---+,0.995137143986031,0.004858254513302927,-,0.00972,8.98689e-4,2.61,1
GNPDA2,++++,++++----,---+--,0.00487419425172799,0.3393250434796841,+,0.00975,0.007811182,2.62,1
MCHR2,++++,++++++++,-+--++,0.004887031322010117,0.8598586983080395,+,0.00977,0.034303741,2.63,1
BTG4,++++,NA,NA,0.004904193833750933,0.9933742249419808,+,0.00981,0.01073541272451178,2.64,1
ARMC1,--++,++++--+-,-+++-+,0.0049079480594884555,0.9618940745932749,+,0.00982,0.008546468,2.64,1
ARMC10,-+++,+++++++-,-----+,0.004911888014819207,0.4916443229919588,+,0.00982,7.38202e-4,2.64,1
PDIA4,----,++++----,+--+-+,0.922251037741628,0.0049189164047685405,-,0.00984,0.025283052,2.65,1
CCDC184,--+-,------+-,NA,0.9865653604975397,0.004920643395346815,-,0.00984,0.021066508,2.65,1
WDR4,----,+------+,NA,0.9992857600870619,0.004923990470553587,-,0.00985,0.025509739,2.65,1
FZD4,++++,++++----,+++-+-,0.004928475178578049,0.9150451963482933,+,0.00986,0.013227562139452611,2.65,1
SEMA4D,----,--++---+,---+--,0.5572634656825097,0.004932534861925407,-,0.00987,0.00147088,2.65,1
CMTM4,++++,-+++----,+++--+,0.004943242686691765,0.9089846506721679,+,0.00989,0.003586517,2.66,1
KLHL24,-+-+,+++-++-+,--++++,0.004945827435426233,0.26339345192443586,+,0.00989,0.003528745,2.66,1
TMEM2,-+++,------+-,--++--,0.6187592051383162,0.004946000709395226,-,0.00989,0.010406807,2.66,1
CHN2,-++-,--+-----,---+++,0.4974874096490885,0.00494992881491028,-,0.0099,0.003371433,2.66,1
RPL23,--+-,+++-++++,---+--,0.004961319890866295,0.3009181076330033,+,0.00992,0.01976993,2.67,1
IGF1,---+,----+++-,------,0.9885887372698291,0.004965937650066733,-,0.00993,0.038247541,2.67,1
FDPS,+-+-,++++-+++,-----+,0.004974907730118206,0.2799024369656092,+,0.00995,0.006406983,2.68,1
ERGIC1,+-+-,--+-+++-,+-+---,0.9252645332170543,0.004975152219278344,-,0.00995,0.007873928,2.68,1
GPR88,-+++,-+++++-+,+++---,0.004981510136351576,0.9247028643474358,+,0.00996,0.001426498,2.68,1
PSMB1,+++-,+++-++++,--++-+,0.004981836680347059,0.9607650147641212,+,0.00996,0.021180368,2.68,1
MYADM,----,-------+,+--+--,0.9978664228514242,0.004982568544200259,-,0.00997,0.036600505,2.68,1
ATP5J,--+-,++-+++++,++--++,0.004986570106354277,0.72426013205828,+,0.00997,0.013110418,2.68,1
RERE,++++,----++++,+++-+-,0.0049905808575212655,0.15155235862838765,+,0.00998,6.1161e-4,2.68,1
PRR11,+--+,+-+-+---,-+++++,0.005015145094591054,0.8910940793141003,+,0.01,0.003699157,2.7,1
ANKRD12,++-+,++-+----,++++++,0.005015877333868343,0.5515003524029155,+,0.01,0.046403558,2.7,1
HKDC1,++++,++++-+--,NA,0.005021504352069253,0.9340066179665999,+,0.01,0.028037739505281115,2.7,1
ACSL5,++++,++++++--,+-+-+-,0.005022237329835317,0.925150006410975,+,0.01,0.00805516,2.7,1
FAM43A,--+-,-----+++,+---+-,0.7582194298174844,0.0050228759048104605,-,0.01,0.011558407,2.7,1
CDK5RAP2,----,+-+-+--+,--+-++,0.3726851062572077,0.005026974374229947,-,0.0101,0.016476779,2.7,1
SLC35A3,-+-+,++++----,--++++,0.005040480133632808,0.41297595588339775,+,0.0101,0.009109831,2.71,1
ZNF34,+++-,+---++++,+-++++,0.005045127305281144,0.39826917775532034,+,0.0101,0.005054682,2.71,1
CD59,+++-,++++----,+++-+-,0.005047145625145894,0.9945360979732168,+,0.0101,0.033538949,2.72,1
RASGRP3,----,++++---+,---++-,0.7408038924784881,0.005048628054500139,-,0.0101,0.020321536,2.72,1
PDCD7,+-+-,+-------,++++-+,0.005053743083661853,0.46104241599486867,+,0.0101,5.95506e-4,2.72,1
ZBED5,-+-+,+++-----,------,0.8830790357799918,0.0050571049523613215,-,0.0101,0.019733476,2.72,1
CERS4,----,+-+----+,-----+,0.9325682316250867,0.005060886138509821,-,0.0101,0.004351498,2.72,1
TOMM70A,++++,++++++++,-+---+,0.005070101597935503,0.5995281314626825,+,0.0101,0.001366557,2.73,1
TMEM243,+-+-,+++++++-,++++--,0.005072858197371693,0.9362790580448632,+,0.0101,0.004033198,2.73,1
SMARCD3,+-++,+---++++,++++--,0.005087155280725817,0.6541369753826699,+,0.0102,0.016943728,2.74,1
CUX2,-+++,----++++,+++---,0.0050971056065891975,0.5057518693126593,+,0.0102,0.005047505,2.74,1
RPS27A,--++,++--++++,----++,0.005099126243427752,0.48349013896983045,+,0.0102,0.005221038,2.74,1
ITPRIPL1,++++,NA,NA,0.005136871437199404,0.9987688696385992,+,0.0103,0.04383597181346897,2.76,1
ENTPD3,-+++,-+++++++,++---+,0.005141227622967066,0.7688374292552945,+,0.0103,0.003454814,2.77,1
ST18,----,++++---+,---+++,0.20965702948643036,0.00516186496379618,-,0.0103,0.009678558,2.78,1
CYSLTR2,+++-,+++-++++,NA,0.0051744834287157275,0.9913470956908229,+,0.0103,0.026963241,2.78,1
CFAP57,++++,++++++-+,NA,0.005190916200045322,0.9371775446413677,+,0.0104,0.012253892,2.79,1
SLC6A15,++++,+++++---,--++-+,0.005192396864068218,0.08312930160553926,+,0.0104,1.39326e-4,2.79,1
KCNA5,+++-,+++-++-+,+++--+,0.005205792298630412,0.9942481108129543,+,0.0104,0.009682397,2.8,1
SNCB,+-+-,----++++,+-+-+-,0.005206500168047986,0.6414504594202775,+,0.0104,0.001066591,2.8,1
CLCC1,-+--,++++----,+--+++,0.005209003784924724,0.037271553682688655,+,0.0104,0.002747566,2.8,1
IGFBP2,--+-,-++---++,++-++-,0.005221336254597647,0.6168669761345805,+,0.0104,7.57555e-4,2.81,1
PQLC1,+-+-,-++-++++,+--+--,0.005222062967114032,0.17853859483102516,+,0.0104,0.004284092,2.81,1
CNKSR3,----,--+----+,+--+++,0.14599461128088814,0.005228493382021525,-,0.0105,6.41386e-4,2.81,1
ELAVL1,-+-+,-------+,+-+---,0.5276340747825472,0.005235979395065851,-,0.0105,0.003364981,2.82,1
GSPT1,-+++,+-------,+---++,0.596023138252382,0.005241997642568315,-,0.0105,0.022073783,2.82,1
PYURF,----,++++-+++,NA,0.005258708823918223,0.867302165081796,+,0.0105,0.008690498,2.83,1
IVD,++-+,+++-++++,-++--+,0.005266506184289217,0.5511638555497215,+,0.0105,0.031814419,2.83,1
YPEL1,++++,+--+++++,+++--+,0.005275980535311111,0.9301161552793429,+,0.0106,0.011537734,2.84,1
PSMA3,++-+,++++----,------,0.4508080350377104,0.005277019958692674,-,0.0106,0.019225562,2.84,1
SULF1,-+-+,--+----+,---+-+,0.9154831019389007,0.005279673012403614,-,0.0106,0.011260768,2.84,1
KIF20A,----,NA,NA,0.9933610749779459,0.005287803501275246,-,0.0106,0.011729829019933193,2.84,1
IKZF5,-+--,-+-+----,-+-+++,0.45427366916193934,0.005288968390960014,-,0.0106,2.05638e-4,2.85,1
NDUFA5,++++,++-+++++,+-+-++,0.005290936565111575,0.9865000279562195,+,0.0106,0.025679963,2.85,1
GGCX,----,+++--+--,+---++,0.9276748270957167,0.005294044603196915,-,0.0106,0.002990824,2.85,1
ATP5J2,+-+-,+-++++++,+----+,0.005296653430629805,0.28642511365016265,+,0.0106,0.002253766,2.85,1
GSTM1,--++,--------,----+-,0.8795883671720512,0.005311893450850345,-,0.0106,0.01001133,2.86,1
SYNJ2BP,-+--,--+-----,+-++++,0.5402902362121134,0.005316469305228982,-,0.0106,0.003063182,2.86,1
METTL23,--+-,++++++++,NA,0.0053698619918988045,0.8276143810552699,+,0.0107,0.015035481,2.89,1
ACLY,+++-,++++-+-+,------,0.4889129367056279,0.00538160813656556,-,0.0108,0.010828464,2.9,1
ADRA2A,++++,-++-++++,+---+-,0.005385590874994724,0.9247193043551066,+,0.0108,0.010756408,2.9,1
PPCS,+-+-,++++++++,+----+,0.0053869332372775865,0.8479333125376252,+,0.0108,0.03446714,2.9,1
C1orf216,++++,+++++-++,+++--+,0.005391518678613674,0.8381768538157697,+,0.0108,0.023952709,2.9,1
BOLA1,--+-,++++-+++,-+---+,0.005396324090662343,0.23090238795827372,+,0.0108,0.009520314,2.9,1
GRM7,++++,++--+++-,++++-+,0.005397180751889885,0.9863951742085331,+,0.0108,0.004752434,2.9,1
GTF2A2,+-+-,+++-++++,---+-+,0.005399231359734679,0.8044804910445472,+,0.0108,0.007887988,2.9,1
NEUROD4,++++,NA,NA,0.005399340773376686,0.9962226356092461,+,0.0108,0.016594449948189274,2.9,1
CSRP2BP,+++-,++++++++,++---+,0.005409305891195935,0.9196271300726924,+,0.0108,0.026402711,2.91,1
IP6K3,-+--,++++----,NA,0.0054111305427484106,0.026351075087435494,+,0.0108,0.004055764,2.91,1
BTBD9,++++,----++++,+++--+,0.005428359580285601,0.9590173612019757,+,0.0109,0.008650749,2.92,1
TRMT1L,-+-+,++++-+-+,+-++++,0.005428885006777202,0.9334462354347033,+,0.0109,0.021352715,2.92,1
PLOD2,-+--,+++-----,+-++-+,0.4702459615349325,0.005441070976242892,-,0.0109,0.005516948,2.93,1
AKR1A1,+-+-,++++-+++,---+-+,0.06933452278866503,0.00544374693323247,-,0.0109,0.006833339,2.93,1
MYNN,-+++,-+------,----+-,0.8352884268546086,0.0054456369414077836,-,0.0109,0.002002645,2.93,1
CADM1,++-+,++------,+-+---,0.7390573977573501,0.005469495943241522,-,0.0109,0.010877791,2.94,1
USP38,-+--,-+------,-+++++,0.3386227495731944,0.005474345736341462,-,0.0109,0.008177139,2.95,1
LIPA,-+--,++++----,---++-,0.5208825135326441,0.005477013951777375,-,0.011,0.007869569,2.95,1
CANX,-++-,+++++--+,----++,0.0054925369908654185,0.6642612931801832,+,0.011,0.01451807,2.95,1
ACBD3,-+--,+++++-+-,++++++,0.005497964650342455,0.8368484882532011,+,0.011,0.001445974,2.96,1
TOMM22,--+-,++++++++,---+-+,0.005505598949508013,0.3190730832701893,+,0.011,0.001412414,2.96,1
SCYL1,+++-,++++++++,-++---,0.0055095845862850774,0.6547602308610982,+,0.011,0.001734011,2.96,1
HLA-DRB5,++++,++++----,NA,0.005514175771952345,0.759030014738151,+,0.011,0.001867568,2.97,1
NIPA1,-+--,-+++----,-----+,0.8336297820394871,0.005520043497416414,-,0.011,0.012966634,2.97,1
AHCY,+-+-,++++++++,++-+--,0.005523408127703182,0.8947444377899954,+,0.011,0.025397561,2.97,1
HIST1H2AB,+++-,--------,NA,0.27326836139514693,0.005523702453073009,-,0.011,0.010505671,2.97,1
TNFSF13B,+-++,+++-+++-,+++---,0.005523843222803313,0.984562522102927,+,0.011,0.018820506,2.97,1
ATP5G2,--+-,+-++++++,+++--+,0.005525749527759039,0.9942597538660642,+,0.0111,0.087099502,2.97,1
GTF3C3,+++-,+++-----,+-----,0.2478995774169149,0.005528392671320671,-,0.0111,0.010024995,2.97,1
APOA1BP,+-+-,++++++++,-+-+-+,0.005528892287882412,0.7562472369826168,+,0.0111,0.009265734,2.97,1
RASSF2,----,-+++---+,---+++,0.5373620116674063,0.005531218748209417,-,0.0111,0.0196799142449416,2.98,1
PARL,+-++,+++-+++-,+++-+-,0.005534539277617939,0.9890855654900494,+,0.0111,0.038897566,2.98,1
