gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,Corrected_p,Bonferroni_meta_p
USP5,++-,-+++-+,+++-,0.02664522180829849,0.9968859708446993,+,0.0533,1.2733506644571884,0.017370787,14.3,1
MMP16,+++,------,+++-,0.026688451076366082,0.20093753869696773,+,0.0534,1.2726466350635812,0.02291104293209689,14.4,1
FAXDC2,--+,++++++,--+-,0.17458555562568262,0.02671015467518866,-,0.0534,1.2722936013619532,0.009882656068371997,14.4,1
KCNG2,+--,NA,NA,0.8779294107609841,0.02671193414622089,-,0.0534,1.2722646689683559,0.009581153994925134,14.4,1
ZNF367,-++,-+++-+,+--+,0.026713067532959166,0.6795425683115537,+,0.0534,1.2722462422546112,0.02275759732785661,14.4,1
ZNF778,+++,+-++-+,NA,0.02671975636195323,0.9955127328560551,+,0.0534,1.2721375105303288,0.05916788840821375,14.4,1
HOMER3,---,+-++++,--+-,0.8611523708604012,0.02674744005987829,-,0.0535,1.2716877813832435,0.032527341,14.4,1
LGI2,--+,---+--,+---,0.9857992900510915,0.026749506848288765,-,0.0535,1.2716542245223663,0.011153652,14.4,1
CELF5,-+-,------,++-+,0.6417242624213813,0.026771739735973615,-,0.0535,1.2712934100193447,0.050605960838252445,14.4,1
RDH11,+-+,++++++,----,0.02678843254250842,0.03603064246620282,+,0.0536,1.2710227016294395,0.017471442,14.4,1
B3GNT2,+++,-+---+,-+--,0.5480991239903428,0.026799267842356343,-,0.0536,1.2708470750970804,7.61704e-4,14.4,1
CD83,+++,++-+-+,++--,0.026799663379073982,0.9188128078715355,+,0.0536,1.2708406652896478,0.031023034,14.4,1
MTR,-++,+-+-++,--++,0.02683001527559799,0.5258561349541961,+,0.0537,1.2703490843995988,0.008716573,14.4,1
ACOT6,---,NA,NA,0.9929730860508901,0.02683022252538455,-,0.0537,1.2703457296832439,0.07016559998077845,14.4,1
RNF151,---,NA,NA,0.9935232340925866,0.02683778745055309,-,0.0537,1.2702232952840575,0.10423919931629365,14.4,1
AHCY,++-,++++-+,++--,0.026859468872724793,0.8772358153057508,+,0.0537,1.2698725837890787,0.025397561,14.5,1
KPNA5,+++,++++++,-+--,0.026862823605761685,0.5675687879559775,+,0.0537,1.2698183440319555,0.011387309,14.5,1
NPVF,+++,NA,NA,0.026893231563252677,0.9869847548828405,+,0.0538,1.269327012980549,0.07813560666571846,14.5,1
NDN,++-,++++-+,----,0.7493373622753867,0.026977156573663782,-,0.054,1.2679738317742038,0.016988483,14.5,1
TFB1M,+-+,+++-++,++-+,0.02698404199135128,0.9934391356076603,+,0.054,1.267863000324828,0.021982166,14.5,1
AQP9,-+-,---+--,++-+,0.6223664170017541,0.026988545193306672,-,0.054,1.2677905296182461,0.024571785461242886,14.5,1
HEATR6,+++,+++--+,+-++,0.026993756108381853,0.9621163095576826,+,0.054,1.2677066846685023,0.012833427,14.5,1
PADI3,+++,NA,NA,0.026995520571862507,0.9887826732277993,+,0.054,1.2676782976701737,0.04981783775169762,14.5,1
ERO1L,+++,++-+++,+---,0.02700964735558862,0.04061947490620017,+,0.054,1.2674510903641074,0.001886704,14.5,1
BTBD7,--+,-++---,--+-,0.9367684592197234,0.027037578584322573,-,0.0541,1.2670022096165432,0.034552996,14.5,1
MRI1,---,+++-++,NA,0.02704070720422261,0.3470669549779652,+,0.0541,1.2669519586760682,0.045414572,14.5,1
NKIRAS2,+-+,+++-+-,+-++,0.027061718870673556,0.5826871367954275,+,0.0541,1.2666146262525133,0.006554869,14.6,1
PPP4R1,+++,++--+-,+-++,0.027064946373418223,0.8668731488304996,+,0.0541,1.2665628334207297,0.016322378,14.6,1
LCE1C,+-+,NA,NA,0.02709031402775854,0.8376934584652845,+,0.0542,1.2661559649827234,0.029291259953134547,14.6,1
CDK2AP2,---,+-++-+,--+-,0.9188345961197011,0.027093024825797087,-,0.0542,1.2661125093871257,0.050229029,14.6,1
DMTN,++-,+-----,++++,0.027134520627128688,0.14280316630237472,+,0.0543,1.265447850830023,0.033700329505338425,14.6,1
BRPF3,+++,----+-,-+-+,0.8179203138074684,0.027139369143916316,-,0.0543,1.2653702560933728,0.017575179,14.6,1
GDPD3,---,+-++++,NA,0.575819670625693,0.027200766568082242,-,0.0544,1.2643888609048723,0.03905449556652467,14.6,1
DNAAF1,++-,+-+-++,-+-+,0.027216728689587053,0.9882901215080098,+,0.0544,1.2641340802886385,0.016569663,14.6,1
IKBKB,---,+-+-++,--+-,0.7668468707726461,0.027233575219786723,-,0.0545,1.2638653451370199,0.041524157,14.7,1
UCHL5,+++,-+-+-+,-+-+,0.027276903405025373,0.850559826965904,+,0.0546,1.2631749385877595,0.031957397,14.7,1
FBXO8,--+,++++++,+---,0.027285928385257237,0.10780209564494042,+,0.0546,1.2630312693894747,0.012645787,14.7,1
H3F3B,+++,-++-++,--+-,0.027289295813009717,0.45322131598315335,+,0.0546,1.2629776752791637,9.89139e-4,14.7,1
DRICH1,---,+-----,NA,0.9849678529159583,0.027318120023341504,-,0.0546,1.2625191955484094,0.040835821,14.7,1
CHCHD2,+--,++++++,-+--,0.2824425731210196,0.027330712564323602,-,0.0547,1.2623190496020276,0.008722472,14.7,1
SPTBN2,++-,------,+-++,0.2541365141009759,0.027342973631482657,-,0.0547,1.262124260690974,0.029767171,14.7,1
SCN2A,+++,++-+-+,++++,0.0273584944000994,0.9944177415968622,+,0.0547,1.261877810839129,0.062460861,14.7,1
CLTC,+++,++++-+,----,0.027362421513725844,0.5216389716298769,+,0.0547,1.2618154754870168,0.004383192,14.7,1
PITPNM1,++-,------,+--+,0.6146887604035984,0.02737326044194371,-,0.0547,1.2616434748246297,0.029278511049040723,14.7,1
JDP2,---,----+-,+-++,0.14052814926633245,0.027376651506701447,-,0.0548,1.2615896767211614,0.025569476,14.7,1
KIAA0368,+++,-+++-+,++-+,0.027380600957765452,0.9854535570147946,+,0.0548,1.2615270284059366,0.014925843,14.7,1
C7orf31,+++,+++++-,NA,0.027386462584410843,0.9979080188871858,+,0.0548,1.2614340647905027,0.05822656054050997,14.7,1
TLR10,--+,+++-++,NA,0.027391803701192676,0.8951867193078177,+,0.0548,1.2613493736270107,0.034556495,14.7,1
NDE1,---,+-++++,--++,0.03533650887221162,0.02742562385148516,-,0.0549,1.260813489067355,0.016230359,14.8,1
DNAJC24,-++,+++--+,NA,0.027426764923293212,0.9334170037902829,+,0.0549,1.260795420166407,0.02170959,14.8,1
TTC5,+++,++++++,+-+-,0.027462102570868334,0.9830273919807914,+,0.0549,1.260236219433497,0.019200749,14.8,1
ZNF266,+++,--+-++,++++,0.027464010566983773,0.9525191929764202,+,0.0549,1.260206046820238,0.029929775,14.8,1
CUL2,+++,-+++-+,-+-+,0.02748198820991112,0.9639591680397799,+,0.055,1.2599218553750602,0.034308146,14.8,1
P2RY13,---,++++++,NA,0.0568647863710486,0.027490369632083216,-,0.055,1.2597894249838255,0.02312543049836161,14.8,1
ILVBL,-+-,+++++-,+++-,0.027559419060173666,0.8766179554495437,+,0.0551,1.2586999457310564,0.05557912,14.8,1
ASB3,+-+,------,-+-+,0.16878041558793688,0.027561832559347733,-,0.0551,1.2586619143241762,0.008894101,14.8,1
FNDC3B,-++,-----+,NA,0.4761881917343453,0.02756456774789072,-,0.0551,1.2586188178300994,0.005794855,14.8,1
NPAS1,---,NA,+++-,0.8587932411339649,0.02758928605783345,-,0.0552,1.2582295421734373,0.006054175553614328,14.8,1
MTURN,---,++++++,--++,0.027603796452000316,0.7091345253348057,+,0.0552,1.2580011880400737,0.001885768,14.9,1
APPL1,+++,++++-+,-++-,0.027615349368628812,0.896010609502536,+,0.0552,1.257819462374445,0.04247088011923787,14.9,1
HAGH,+--,-+---+,++--,0.7473620570277577,0.027621548631960677,-,0.0552,1.257721980221549,0.007267419512262559,14.9,1
TIAM1,-++,------,-+--,0.8389122736105467,0.027628898030384617,-,0.0553,1.2576064407682968,0.011028745,14.9,1
COX11,+++,++++-+,++--,0.027653124043828897,0.9724898138815973,+,0.0553,1.25722580257034,0.08043102629842223,14.9,1
CORIN,---,++++-+,+-+-,0.027653371888495946,0.6536514762845522,+,0.0553,1.2572219101678488,0.001144757,14.9,1
TRAPPC13,-++,++++-+,NA,0.027666476649986577,0.9866248337276708,+,0.0553,1.2570161494559575,0.036541754,14.9,1
C1orf105,-+-,NA,NA,0.8621627512412462,0.02769339484256617,-,0.0554,1.256593806588958,0.007579916182260996,14.9,1
RASSF10,---,NA,NA,0.9834450946612424,0.027697911550461196,-,0.0554,1.2565229802644944,0.09287568653409058,14.9,1
CHN2,-++,--+--+,--+-,0.6874264648175015,0.02772575879749518,-,0.0555,1.2560865635975782,0.019370225,14.9,1
SF3B1,--+,+++-++,+-+-,0.027732652673114963,0.2698440211839071,+,0.0555,1.255978591801177,0.010551779,14.9,1
TCIRG1,---,+-+-++,NA,0.09254334582886613,0.02776129656869691,-,0.0555,1.2555302587102304,0.018579314,14.9,1
MTIF2,-++,++++++,-+++,0.027765987210394614,0.981227630130485,+,0.0555,1.2554568850577805,0.038383786,14.9,1
RUNDC1,+++,------,++-+,0.027772590912322065,0.2669387256172377,+,0.0555,1.2553536072491767,0.035574532,14.9,1
GOLGA3,-+-,------,++++,0.027772935944587063,0.13878978926037647,+,0.0555,1.255348211833299,0.014607772,14.9,1
FCGR2C,---,--+--+,NA,0.8746453385829673,0.027792130127673363,-,0.0556,1.2550481697845866,0.017707715835787334,15,1
ERAP1,-++,++++++,NA,0.027837304389657876,0.8885533332994853,+,0.0557,1.2543428260331488,0.081591031,15,1
ZUFSP,+++,++++-+,-+--,0.027842313560491272,0.11837545964572511,+,0.0557,1.254264684144328,0.031993366088314205,15,1
MYCL,-++,++++-+,NA,0.02785117411871573,0.6439890243365377,+,0.0557,1.2541264959382634,0.029829154353341013,15,1
SLC5A3,---,NA,++++,0.4334001478455845,0.02788752405875866,-,0.0558,1.2535600463751289,0.0013366411866719216,15,1
PAQR8,--+,+++-++,----,0.28072829275463,0.02789873884774658,-,0.0558,1.2533854327414127,0.029000936,15,1
ZNF451,-++,++++++,--++,0.027903743530867046,0.8904160066663316,+,0.0558,1.2533075327564631,0.006728464,15,1
GRM4,++-,------,++-+,0.838061378209697,0.027928401806539736,-,0.0559,1.2529239202805513,0.004183023,15,1
EIF4A1,+++,----++,+-+-,0.3399838235043356,0.027929494901318748,-,0.0559,1.2529069226827625,0.007218633,15,1
ZG16B,++-,NA,NA,0.027944488988774673,0.35256808795656247,+,0.0559,1.2526738321047788,0.010444236962413325,15,1
GIMAP1-GIMAP5,---,NA,NA,0.9864468996994495,0.027959021395761983,-,0.0559,1.2524480379010834,0.09211491602180981,15,1
AATK,---,+-+++-,--++,0.07860729321848478,0.027964910060257645,-,0.0559,1.252356577431867,0.0043628304862595325,15,1
ABHD16A,++-,--+--+,-+--,0.9372726208189515,0.027970772675897686,-,0.0559,1.2522655406729766,0.040879588,15,1
METTL12,-+-,+++--+,NA,0.027971285579492872,0.752992525042806,+,0.0559,1.2522575770331645,0.018340664,15,1
TAC4,+-+,+--+-+,++++,0.02797405139700998,0.8923880350784218,+,0.0559,1.2522146358569548,0.072846067,15.1,1
REC114,---,NA,NA,0.9906177736689945,0.028020668731200373,-,0.056,1.2514915085466995,0.09741041920167548,15.1,1
SCAF8,-++,------,+--+,0.8224739806042793,0.02803170942981592,-,0.0561,1.2513204216203493,0.058550067,15.1,1
PHLDB3,++-,+-+-++,NA,0.700239778804345,0.02806402214889061,-,0.0561,1.2508200898929038,0.00487279,15.1,1
GAB1,--+,++++++,--+-,0.07672948304310312,0.028067582318395665,-,0.0561,1.2507649992897603,0.021304517,15.1,1
SNX4,+++,++++++,++--,0.028086329381330932,0.8365137814487013,+,0.0562,1.2504750196234924,0.072933649,15.1,1
COMMD8,+-+,++++-+,-+--,0.028086870617353512,0.7907749061326816,+,0.0562,1.2504666506568667,0.011760193,15.1,1
ATP6V0B,++-,-++--+,++--,0.028098874315723457,0.536818082080453,+,0.0562,1.2502810825897344,5.34164e-5,15.1,1
PCDH12,---,+-+++-,-+--,0.549876567923561,0.028100325246337855,-,0.0562,1.2502586576739168,0.021421628944860927,15.1,1
CARD9,---,+-++++,NA,0.3044587413027828,0.028110865772009268,-,0.0562,1.2500957829115722,0.04760003058386395,15.1,1
UBE2V2,+++,+-++-+,++--,0.028113267940009387,0.6434350178904052,+,0.0562,1.250058672573402,0.003687547,15.1,1
KLF15,+-+,+-+-++,+++-,0.02816615396410703,0.8907718965254515,+,0.0563,1.24924245540489,0.014067135,15.2,1
CCDC150,+--,++++++,NA,0.02817170694535173,0.6511061354229599,+,0.0563,1.2491568423169395,0.025352756,15.2,1
PHF11,---,++++++,----,0.10529523207611853,0.02818159118646253,-,0.0564,1.249004493774492,0.031785143,15.2,1
CAMK2N2,---,------,++++,0.06544358795792382,0.028198224142937645,-,0.0564,1.2487482459885693,0.011316738784192053,15.2,1
ARNT2,+++,------,++++,0.028211147912268406,0.6937595701454295,+,0.0564,1.2485492463684902,0.056866948,15.2,1
ANTXR1,+++,--+-++,+-++,0.02826950753091764,0.6435269984102424,+,0.0565,1.2476517614095657,0.01039794,15.2,1
LAT,---,NA,NA,0.9911465511167146,0.02828367410142117,-,0.0566,1.2474341798925481,0.10053281611305367,15.2,1
RIMS1,+++,-+----,++--,0.6335122475625586,0.028309072895314546,-,0.0566,1.2470443576145758,0.009807116,15.2,1
PSMA5,+++,++++-+,-+--,0.09287697277401608,0.02831005096323183,-,0.0566,1.2470293531612924,0.005439419,15.2,1
ZNF766,+-+,+++-++,+-++,0.02831786736856426,0.979055875613984,+,0.0566,1.2469094610011793,0.069592697,15.2,1
SNRPN,++-,+---++,-+-+,0.028333094778353003,0.12276497070365928,+,0.0567,1.246675989937191,0.004917041,15.2,1
IFFO2,-++,----+-,NA,0.3770228381806262,0.028335213537697735,-,0.0567,1.2466435144488741,0.009970448,15.2,1
SIGLEC11,---,NA,NA,0.994473026515575,0.02835323280909148,-,0.0567,1.246367420433176,0.1074162292988343,15.3,1
ANKRD24,++-,----+-,+++-,0.10236772585566613,0.02835881090196361,-,0.0567,1.2462819876113909,0.010118097627175509,15.3,1
CD14,+++,++++-+,+-+-,0.02837091437019018,0.9871513680559597,+,0.0567,1.2460966713766575,0.006984424317255496,15.3,1
GARS,+++,++++-+,++++,0.0283769454078396,0.99497945000985,+,0.0568,1.2460043596527828,0.078234551,15.3,1
OGDH,+++,--+---,+-+-,0.02838541078543629,0.3968080382064846,+,0.0568,1.2458748207452643,0.040010206,15.3,1
PRKAA1,+++,++++-+,-+--,0.02838706150951673,0.625135725168161,+,0.0568,1.245849565535107,0.031221466,15.3,1
ZNF814,+--,--+-+-,NA,0.7434832867930998,0.028411560287871604,-,0.0568,1.2454749196519495,0.058748492,15.3,1
PANO1,---,NA,NA,0.9781049843797283,0.028431575138099442,-,0.0569,1.2451690836242864,0.02874770955900249,15.3,1
ZNF74,-++,----+-,-+-+,0.28883758961491385,0.028450493462620637,-,0.0569,1.244880200872605,9.86e-5,15.3,1
FUBP3,+++,+-+-++,-+++,0.02848989815539304,0.9605109887091505,+,0.057,1.244279107593203,0.011962921,15.3,1
LCOR,-++,-+--+-,++++,0.028493152230129725,0.6139782450422347,+,0.057,1.2442295059417006,0.03143867,15.3,1
POMT1,+--,--+-+-,----,0.9939498904917252,0.02849356615098291,-,0.057,1.244223196978925,0.018253494,15.3,1
ATP6V1A,-++,++++-+,----,0.040009960954938195,0.02851901470299201,-,0.057,1.2438354872391286,0.002604869,15.3,1
MYLK2,+--,+-++++,+++-,0.028520323941517423,0.2392963807904619,+,0.057,1.2438155502945325,0.008181130509806244,15.3,1
CD37,---,++++++,NA,0.02852098775204786,0.03292787026644617,+,0.057,1.24380544220824,0.011355427,15.3,1
SPINK14,--+,NA,NA,0.92955421747314,0.02852878222229622,-,0.0571,1.2436867705487118,0.020049234531512722,15.3,1
SUPT4H1,+-+,++++-+,+---,0.028529059478001887,0.317320655040473,+,0.0571,1.243682549897546,0.020005618,15.3,1
IFNLR1,+++,-++-++,NA,0.028543328109792297,0.9304859408437721,+,0.0571,1.243465394511486,0.0485504089667782,15.4,1
INSR,--+,-+--+-,+-+-,0.7886204908207521,0.028545490872831966,-,0.0571,1.243432488731651,0.012331554,15.4,1
REM1,---,NA,----,0.995380740355339,0.028546878325818394,-,0.0571,1.2434113803704292,0.015553379909425949,15.4,1
RCAN1,-++,-+++--,----,0.66505028509754,0.028554121525292825,-,0.0571,1.2433012008083149,0.025068071,15.4,1
ANKRD13A,--+,++++++,--++,0.028557076595850342,0.03545707292628912,+,0.0571,1.2432562579291553,0.001799438,15.4,1
DLX5,++-,---+--,-+-+,0.7877506770449478,0.02855786110166115,-,0.0571,1.2432443273709366,0.019016819,15.4,1
HOXD3,--+,NA,NA,0.9396648079922367,0.028591950326045477,-,0.0572,1.2427262236912056,0.027479799210932222,15.4,1
ITM2B,+++,++++++,-+--,0.02860386955799548,0.20595436951029344,+,0.0572,1.2425452154724288,0.015642895,15.4,1
ZNF665,-+-,++-+++,++-+,0.028619317379827394,0.9517026900507102,+,0.0572,1.242310733462565,0.039480108,15.4,1
NDUFB1,---,+++--+,---+,0.2799884671617687,0.028625632513349774,-,0.0573,1.2422149126903397,0.009829963,15.4,1
RIF1,-++,++++++,-++-,0.028660251968423294,0.1507794685550048,+,0.0573,1.2416900001304214,0.004775562,15.4,1
WDR18,++-,------,---+,0.43185912471928756,0.028666019538970956,-,0.0573,1.2416026117827956,0.03666582722439239,15.4,1
ZFP30,-++,++++++,-+-+,0.028684317036827656,0.9538421273978437,+,0.0574,1.2413254903883666,0.018284572,15.4,1
CARS,--+,+-+++-,-+-+,0.028687501036773543,0.9006307045562802,+,0.0574,1.2412772857591696,0.005972846,15.4,1
GJC1,---,-+--+-,-+++,0.1385448721515085,0.02869565502378537,-,0.0574,1.241153861680339,0.003109925,15.4,1
DDX19A,+-+,--++--,++++,0.028701106643846182,0.9090255542038871,+,0.0574,1.2410713619556797,0.051533052,15.4,1
RABL3,-++,++++++,+---,0.02870650755292867,0.03382124168265386,+,0.0574,1.2409896450945446,0.007304713,15.4,1
GLIS3,+++,--+-++,+-++,0.02872339483873226,0.6030577621900711,+,0.0574,1.2407342361544358,0.012779282902151834,15.5,1
HARBI1,--+,++++++,NA,0.02873059892945872,0.49632141763860493,+,0.0575,1.2406253247747099,0.031572196,15.5,1
BNIPL,---,+++--+,NA,0.8704636143429125,0.028731224727287244,-,0.0575,1.2406158652578887,0.028885774262018857,15.5,1
GUSB,---,+++---,--+-,0.8952289763923065,0.028744857950540628,-,0.0575,1.240409837516794,0.032891854,15.5,1
FRMD3,+++,----+-,--++,0.028754707696792833,0.18275090990153378,+,0.0575,1.240261047158496,0.021790470164313985,15.5,1
USP20,+++,++++--,++++,0.028761616731335437,0.950066401252492,+,0.0575,1.240156709629233,0.076972659,15.5,1
SLC11A1,+++,-++++-,++-+,0.02876329864383751,0.9830233738885723,+,0.0575,1.2401313138398038,0.008585872257052738,15.5,1
ZNF277,---,++++++,---+,0.2598243466978403,0.028767374946008024,-,0.0575,1.2400697704775685,0.023681742,15.5,1
GRIA2,-++,++-+-+,++++,0.028771429253942403,0.957537222747376,+,0.0575,1.240008567830373,0.03900412,15.5,1
TMEM154,---,-+++++,NA,0.028773654225844807,0.601365678662151,+,0.0575,1.2399749839701488,0.031187248,15.5,1
CSNK1E,---,----+-,++++,0.028776006067831216,0.05587308777533648,+,0.0576,1.23993948794837,0.003243258,15.5,1
UBXN6,++-,-+--+-,NA,0.8912935455175979,0.028792301135040322,-,0.0576,1.2396936284362874,0.007433061025681544,15.5,1
C17orf75,++-,++++-+,++++,0.028798594503237872,0.9333168513728733,+,0.0576,1.2395987115206406,0.025252001,15.5,1
MS4A4E,---,NA,NA,0.9935466529349374,0.028801765252561222,-,0.0576,1.2395508979673275,0.08909000847920598,15.5,1
PRKAB1,+++,+-+-++,-+++,0.028803554892547146,0.9927419220762583,+,0.0576,1.239523913280192,0.007827154,15.5,1
PBXIP1,+--,++++++,++++,0.028816479345538125,0.8146433619110023,+,0.0576,1.2393290845618838,0.10650644,15.5,1
RNF39,+++,+----+,NA,0.028826498537894023,0.28844561257350826,+,0.0577,1.2391781110987878,0.036476606,15.5,1
DCDC1,+-+,++++++,NA,0.028849997974897953,0.9836196669426366,+,0.0577,1.2388242173292139,0.026863188,15.5,1
DCDC5,+-+,++++++,NA,0.028849997974897953,0.9836196669426366,+,0.0577,1.2388242173292139,0.026863188,15.5,1
SGCE,---,++++-+,----,0.6843046602584444,0.02887682436220882,-,0.0578,1.2384205729800015,0.041151685,15.5,1
IAH1,+++,++++++,-+--,0.02887758299332165,0.5002889598241912,+,0.0578,1.2384091636583165,0.025112837,15.5,1
ADRA2B,---,NA,NA,0.9853107344951249,0.028902881290226588,-,0.0578,1.2380288651755798,0.040099339031172215,15.5,1
ZNF613,-++,++++++,NA,0.028909729824826806,0.946104862676598,+,0.0578,1.2379259713348574,0.056676219,15.6,1
PLAU,+++,+++--+,NA,0.028929602186997406,0.864727544978748,+,0.0579,1.2376275426610648,0.0462614168236128,15.6,1
MOB3C,+-+,-++-++,++++,0.028945052060454092,0.9980451569555213,+,0.0579,1.2373956693121875,0.03427701983893862,15.6,1
OR7G3,+++,NA,NA,0.028945636265021685,0.9850168210187289,+,0.0579,1.237386903936361,0.03781237603799881,15.6,1
HSPBP1,++-,-+----,---+,0.934084658385374,0.02898280176840991,-,0.058,1.2368296379094754,0.015741139313822396,15.6,1
MTFP1,+--,NA,----,0.9079527527190882,0.028988628726961937,-,0.058,1.2367423322855735,0.018041105,15.6,1
VIPR2,-+-,-+----,NA,0.9934907649043605,0.02898979944519443,-,0.058,1.2367247934703853,0.015250703,15.6,1
DUS2,+++,+++-++,-+--,0.028989925288807176,0.5152658727633821,+,0.058,1.23672290821871,0.027978039,15.6,1
KCNK4,++-,NA,-+--,0.6723359592539124,0.0290085610806247,-,0.058,1.2364438174238492,0.019879775,15.6,1
VWA1,---,++++++,--+-,0.029013287948481042,0.1688541542859678,+,0.058,1.2363730560584123,0.006559738,15.6,1
MYO1D,--+,-++-++,NA,0.3256815296825315,0.029048406234142638,-,0.0581,1.2358476948972779,0.016970263673308103,15.6,1
NODAL,---,NA,NA,0.993077909376146,0.02907291895221295,-,0.0581,1.2354813667452114,0.07358424412830823,15.6,1
SYCP2,+--,-+--+-,----,0.9981360637947274,0.029080055031162812,-,0.0582,1.2353747802883677,0.135167509,15.6,1
SLC25A36,+++,+++-++,+---,0.029105522460244185,0.05576948729096959,+,0.0582,1.2349946048187255,3.56929e-4,15.7,1
B3GAT1,-+-,----+-,++++,0.06299440824523658,0.029132549167339154,-,0.0583,1.2345915162455656,0.011247659,15.7,1
NLGN2,++-,----+-,++++,0.029132828738575683,0.4065356550551637,+,0.0583,1.2345873485477084,0.016338296,15.7,1
TBATA,+++,NA,NA,0.029137264384225304,0.9537065713827992,+,0.0583,1.2345212296750656,0.017386689988101507,15.7,1
ZSCAN29,--+,++++++,++++,0.029142117694696323,0.9414473400626338,+,0.0583,1.234448896514136,0.025123574084077352,15.7,1
F13B,+++,NA,NA,0.029162147030186974,0.9807988191694648,+,0.0583,1.2341505090715361,0.06055796592580703,15.7,1
TIGD3,++-,-+++-+,NA,0.029179224454923474,0.9902373009246482,+,0.0584,1.2338962595963794,0.048678041,15.7,1
LSM7,---,+++-++,-++-,0.6344986559267874,0.02918207701324663,-,0.0584,1.2338538050825534,0.008082491,15.7,1
GHITM,+++,++++-+,-+--,0.02918304128525871,0.03402993266224241,+,0.0584,1.2338394547984746,0.002629869,15.7,1
FBXO34,+++,++-+--,+---,0.02918683681082089,0.7037921860435605,+,0.0584,1.2337829744403286,0.035652701,15.7,1
CTSB,+++,---+--,++++,0.029194879313443698,0.46097544127610784,+,0.0584,1.2336633200428992,0.036750281,15.7,1
SCD,--+,-++-++,--+-,0.41264115088445846,0.029196900360615646,-,0.0584,1.2336332565771273,0.030006835,15.7,1
ADPGK,-++,+++--+,----,0.5892867979156118,0.02920708579362402,-,0.0584,1.2334817779645377,0.021648408,15.7,1
NREP,---,------,----,0.9977140535753604,0.029218910378846465,-,0.0584,1.2333059879902304,0.053830168,15.7,1
ZBED8,---,+++--+,NA,0.029225710324777526,0.15679023289082947,+,0.0585,1.2332049289373057,0.019196612,15.7,1
SLC7A6OS,+++,++++++,---+,0.029231328292792163,0.22557732372558326,+,0.0585,1.2331214538734476,0.025432959,15.7,1
DDAH2,+--,-+----,--+-,0.994549779524494,0.02923671062511108,-,0.0585,1.233041495069433,0.04442499,15.7,1
PCDHGB5,-++,NA,++++,0.029238329194003435,0.898062883855136,+,0.0585,1.2330174528271058,0.090113109,15.7,1
H1FX,++-,+-+++-,++++,0.029279665286424457,0.5607719435589686,+,0.0586,1.232403896604369,0.017637172,15.8,1
LAPTM5,-++,++++++,----,0.02930975971391855,0.08381179062657668,+,0.0586,1.2319577462983684,0.018261423,15.8,1
MROH1,+--,----+-,NA,0.7492554066126489,0.029335666064250327,-,0.0587,1.2315740510458268,0.034190471,15.8,1
TMEM204,---,+-+++-,NA,0.4800517674028895,0.029344980045153353,-,0.0587,1.231436185810425,0.046531811816217315,15.8,1
ATP2B2,+++,----+-,-+--,0.6803590949698226,0.02935090954505638,-,0.0587,1.2313484403442578,0.029467322,15.8,1
OPN1SW,+++,NA,NA,0.029360790629067143,0.9888991041219939,+,0.0587,1.2312022582276139,0.05244361433302685,15.8,1
CRYAA,+++,NA,NA,0.02936172083899465,0.9816112355313508,+,0.0587,1.2311884991076967,0.043144097688296704,15.8,1
PARS2,+++,-+++-+,+++-,0.029362214637285305,0.9925999801588836,+,0.0587,1.2311811953099838,0.03308116,15.8,1
HERC5,---,++++++,-+++,0.029376718816468,0.7131410521109741,+,0.0588,1.230966717969616,0.025607303,15.8,1
VPS9D1,+--,----+-,+-++,0.16787890433755695,0.029378409360635672,-,0.0588,1.2309417263126692,0.030741898,15.8,1
MSRB3,--+,+++---,+++-,0.029383505557404096,0.7760904113391616,+,0.0588,1.2308663969043658,0.016586798,15.8,1
SMUG1,++-,++++++,-+--,0.29294582147177267,0.02938350734637193,-,0.0588,1.2308663704630405,0.001625094,15.8,1
ABCC1,+++,------,-+++,0.6145704795440114,0.02940238379030497,-,0.0588,1.2305874621889181,0.012346536,15.8,1
WTIP,---,++--+-,+---,0.7185589854769574,0.029408825287857154,-,0.0588,1.230492327030259,0.0042987652666849575,15.8,1
CPNE2,---,-+++++,+---,0.10677842394822576,0.029410989991356842,-,0.0588,1.230460360973214,0.007851020103317624,15.8,1
TNFRSF17,++-,NA,NA,0.6068233556344104,0.029420732106439734,-,0.0588,1.2303165288122515,0.004226597770433688,15.8,1
ITGAV,-++,++++++,-++-,0.02942573636113207,0.8723723922198796,+,0.0589,1.2302426647296394,0.01593809401642653,15.8,1
SESN2,--+,+-++--,++++,0.029427770665551717,0.9515256627285409,+,0.0589,1.2302126414658119,0.01419382,15.8,1
ZCCHC14,-++,----+-,+++-,0.29385519248501546,0.029429378234345306,-,0.0589,1.2301889176439973,0.02746106,15.8,1
UBR3,-++,++-+-+,NA,0.029430621606161906,0.9906018663373767,+,0.0589,1.2301705693762282,0.060397071,15.8,1
ITGAL,--+,++++++,NA,0.02943106670265396,0.8122812249852464,+,0.0589,1.2301640013366095,0.03865153,15.8,1
ADIG,-++,NA,-+-+,0.029450840455289194,0.6260008133011716,+,0.0589,1.2298723113288184,0.010027996,15.8,1
CEP68,-++,-++++-,++++,0.029471635032161225,0.9789680840993189,+,0.0589,1.229565773957832,0.057985145,15.9,1
