gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,Corrected_p,Bonferroni_meta_p
KCNJ4,++-,+--++-,+-++,0.1552595071217541,0.6305602031640737,+,0.311,0.5079118011936794,0.060891302961835155,83.5,1
MCOLN2,+--,NA,NA,0.705637789935901,0.155289035599433,-,0.311,0.50782921149713,0.13265483371626632,83.5,1
NRP2,+--,+-++++,NA,0.15529940100034936,0.8539908518699205,+,0.311,0.5078002237056227,0.033113011,83.6,1
ENTPD6,++-,+-++-+,--++,0.15541996401614463,0.8524374762650897,+,0.311,0.5074632002625786,0.083563033,83.6,1
PTPRT,+++,---++-,++--,0.15550733815355525,0.7316471449147006,+,0.311,0.507219116796942,0.026488764,83.7,1
ZFP42,+--,NA,NA,0.8064905921182332,0.15552266379321045,-,0.311,0.5071763180913662,0.1206485286940516,83.7,1
TFAP2D,-++,NA,NA,0.7221104655138122,0.1555330720717583,-,0.311,0.5071472541171652,0.055923696567296115,83.7,1
NSMCE4A,-+-,+++-++,--+-,0.2776148474724109,0.15554785679399136,-,0.311,0.507105972748291,0.059948502,83.7,1
DDX46,---,+---++,++++,0.3408200419712773,0.155550684367714,-,0.311,0.5070980781457617,0.005504608,83.7,1
SCNN1G,+++,NA,NA,0.15555882427035583,0.9599885407711821,+,0.311,0.5070753522906963,0.3223152588438179,83.7,1
TRAM2,---,------,++++,0.29948363501201974,0.15556835290310358,-,0.311,0.507048750740415,0.068798962,83.7,1
MRTO4,++-,-++---,++++,0.15558774211568963,0.3127751203816732,+,0.311,0.506994625957515,0.010834559,83.7,1
GHRHR,-++,+-+--+,NA,0.2867243636304422,0.15562116902474005,-,0.311,0.50690133092846,0.022381446,83.7,1
ZNF438,--+,+-+-++,+++-,0.15566762948588322,0.8658011731305699,+,0.311,0.5067716923282435,0.015071498,83.7,1
CPA5,-+-,NA,NA,0.6986116286341255,0.1556715609993479,-,0.311,0.5067607240039496,0.054461323493927724,83.8,1
KIAA1671,-++,------,++-+,0.15571886543428293,0.34893475877806357,+,0.311,0.5066287735425615,0.058654213,83.8,1
RDH14,++-,++++-+,+---,0.3442352695888612,0.1557563067968489,-,0.312,0.5065243634406636,0.0023103,83.8,1
CLPTM1,++-,---++-,++++,0.15577272613577534,0.6786875846820861,+,0.312,0.506478583898181,0.031927809,83.8,1
ALKBH5,-++,++++--,++-+,0.15581823615750043,0.9329935494751285,+,0.312,0.5063517204532236,0.06929144,83.8,1
ZC3H12C,-++,+++--+,NA,0.15587022084876007,0.7353317688810499,+,0.312,0.5062068535885108,0.02475270745127939,83.9,1
NSRP1,++-,+-+-+-,-+-+,0.7547062940151807,0.15587570296887857,-,0.312,0.5061915792619843,0.003239803,83.9,1
BMPR1B,+-+,+++-++,+-+-,0.15595885693105163,0.29888186669148203,+,0.312,0.5059599608821118,0.005002622,83.9,1
CHST14,+++,--+-++,--+-,0.1559934727743708,0.9707628693300947,+,0.312,0.5058635777596274,0.027856453,83.9,1
NDUFB3,++-,++++-+,-+--,0.26971121244404594,0.15600200473348214,-,0.312,0.505839824961719,0.021809738,83.9,1
ZNF579,+--,-+--+-,++++,0.15600478632901443,0.6064684023681555,+,0.312,0.505832081338021,0.013722219,83.9,1
BOP1,+--,--+---,+-++,0.2824538837672891,0.15602828766007076,-,0.312,0.5057666620010004,0.008789981528707023,83.9,1
KRT33A,++-,NA,NA,0.15603002105570685,0.787732060524796,+,0.312,0.5057618372349955,0.10364901408110604,83.9,1
AGO1,--+,----+-,--++,0.7410116459370311,0.15603663720327307,-,0.312,0.5057434222181787,0.048834945,83.9,1
AAMP,++-,++++--,-+--,0.4221025297132876,0.15603982419124227,-,0.312,0.5057345520119301,0.008359644,83.9,1
GNAI3,--+,++--++,+-++,0.15604245699936595,0.9056551142076502,+,0.312,0.5057272243672096,0.05577102461607024,84,1
MAP3K1,-+-,+++--+,--+-,0.47938083654292474,0.15605822457971352,-,0.312,0.5056833425460672,0.063543446,84,1
SMCO3,---,NA,NA,0.9524605361392744,0.1561085068862555,-,0.312,0.5055434344376352,0.24189521207028075,84,1
CD52,+++,------,----,0.8641525360490359,0.15611944429762845,-,0.312,0.5055130075819388,0.091845131,84,1
CXCL11,---,NA,NA,0.9514112348757022,0.1561206822909033,-,0.312,0.5055095637347063,0.22901578595417396,84,1
LCE1E,--+,NA,NA,0.15613692264710335,0.6513399460103148,+,0.312,0.505464388872819,0.048113297600406675,84,1
PRKCA,-++,-+++-+,+++-,0.15613954830163995,0.9237063096710602,+,0.312,0.5054570856823276,0.092574532,84,1
SENP5,+++,-++-++,-+-+,0.1561726375407391,0.9314665659171177,+,0.312,0.5053650593403765,0.046696536,84,1
DYX1C1,---,-+--+-,NA,0.9234888686178673,0.15620318432016803,-,0.312,0.5052801212826923,0.10103109,84,1
UBA7,---,+++-++,---+,0.41371708284761316,0.15622317674629024,-,0.312,0.5052245395428739,0.028204419,84,1
CDH13,--+,---++-,++++,0.15624683591869568,0.2324959835224465,+,0.312,0.5051587729244771,0.00394136,84.1,1
PPP5C,+++,-+++--,+++-,0.15625366929303686,0.6166559226779194,+,0.313,0.5051397796958573,0.085849438,84.1,1
IL6ST,-++,++++++,-+--,0.15626561388521606,0.17221283248238256,+,0.313,0.5051065819333271,0.012028558,84.1,1
ABCC5,+++,----+-,++-+,0.15626791316481226,0.35101396493743753,+,0.313,0.5051001918064795,0.035853098,84.1,1
NDNF,---,-+-+--,NA,0.9405025850686063,0.15631579324057965,-,0.313,0.504967145506014,0.053250597,84.1,1
COX6A1,++-,+----+,++--,0.6955271246037192,0.1563424231217296,-,0.313,0.5048931656144909,0.004236049,84.1,1
PDGFB,++-,------,+++-,0.3106057387640259,0.1563771545609965,-,0.313,0.5047966978934998,0.02584172948583879,84.1,1
ZNF547,+-+,++++-+,NA,0.15639084582776386,0.9267816544305394,+,0.313,0.5047586758349533,0.09360648514916947,84.1,1
GSK3B,+++,---+-+,+-+-,0.3534498462963992,0.15644997722571127,-,0.313,0.5045945000736766,0.019988858,84.2,1
SAMD1,---,+-+---,+-++,0.9155045563934463,0.15646438937795223,-,0.313,0.5045544947631952,0.088436142,84.2,1
HDAC1,---,+++-++,--++,0.2857151443928754,0.156464644521075,-,0.313,0.5045537865690789,0.106119382,84.2,1
C12orf50,+--,+--+-+,NA,0.8351393345974918,0.1564648864303351,-,0.313,0.5045531151089169,0.016833485,84.2,1
METTL21C,+++,NA,NA,0.15651406903804757,0.950743087551503,+,0.313,0.5044166220001135,0.24958638505621175,84.2,1
METRN,---,+++-+-,+-++,0.6291722023951439,0.1565693841617098,-,0.313,0.5042631609789273,0.034930899,84.2,1
SLC15A1,+--,NA,NA,0.778480689463803,0.15663359489377743,-,0.313,0.5040850888093028,0.10552330038454404,84.3,1
POLG,+++,--+-+-,+--+,0.15665051661856058,0.4271154033881133,+,0.313,0.5040381728538829,0.022236517,84.3,1
TFPT,-+-,-++-+-,++++,0.4257699111800354,0.15667014402524485,-,0.313,0.5039837616675239,0.007939779963680475,84.3,1
CLYBL,+++,+-----,-+--,0.7190271538158484,0.1567177867177512,-,0.313,0.5038517147276889,0.026015637,84.3,1
GJD2,-++,------,NA,0.926061060778264,0.1567391612823757,-,0.313,0.5037924858253269,0.122685975,84.3,1
HIST1H4J,---,--+---,NA,0.9843698805905046,0.1567594590060243,-,0.314,0.5037362483249513,0.060372322,84.3,1
CCDC60,---,NA,++++,0.1567840039505793,0.5576673125785284,+,0.314,0.5036682530690457,0.047095131,84.3,1
SEC14L5,--+,-+++++,--++,0.15688147580936465,0.5222592409189951,+,0.314,0.5033983381787854,0.04053674045704568,84.4,1
TMBIM6,--+,++++-+,NA,0.15689416450633825,0.9259162960070495,+,0.314,0.5033632135204427,0.06485726,84.4,1
GLS2,+++,-+----,-+-+,0.15690260320855223,0.5385739786610335,+,0.314,0.5033398552058652,0.10235977605944656,84.4,1
PPP3CA,+++,-+-+-+,-+-+,0.15691617358930127,0.5078697660578309,+,0.314,0.5033022950474805,0.016769288,84.4,1
IFIH1,---,-+++++,NA,0.7007900465823897,0.15692700845286853,-,0.314,0.5032723085973644,0.05113932413812386,84.4,1
CRTAP,+--,+++-++,+-++,0.15695140334737193,0.9274959420419198,+,0.314,0.5032048011314637,0.017657772,84.4,1
SH2D1B,+-+,NA,NA,0.1569888795180651,0.8513771166677641,+,0.314,0.5031011145700345,0.22308440022189027,84.5,1
CNR1,-++,-+--+-,++--,0.42999722438826843,0.15702858491227836,-,0.314,0.5029912873428655,0.014328652,84.5,1
CDKL1,--+,------,NA,0.879670380487876,0.15705098859099448,-,0.314,0.5029293298335075,0.126488082,84.5,1
PPM1B,+++,+++-++,-+++,0.15706997546859924,0.5147091547516633,+,0.314,0.502876828427197,0.004846442,84.5,1
DDX47,+-+,++--++,----,0.8140754802738566,0.15709148766437464,-,0.314,0.5028173518265961,0.068623502,84.5,1
ZNF519,+++,+---+-,+-++,0.15714030236661466,0.4705987944237481,+,0.314,0.5026824198645115,0.035232022,84.5,1
ZNF280B,+++,+-----,++-+,0.15714755595290775,0.6284991774880996,+,0.314,0.5026623733217115,0.06785498998259643,84.5,1
GALNT4,+-+,NA,NA,0.31275215021195296,0.15718899394803945,-,0.314,0.5025478699797569,0.032321205994792886,84.6,1
MBD3L1,+--,NA,NA,0.7269082794781893,0.15721763742879397,-,0.314,0.5024687386610939,0.08158668092721193,84.6,1
ADAM32,+-+,-+---+,NA,0.7232186131657045,0.15722167282448493,-,0.314,0.5024575915174396,0.080109797,84.6,1
OXR1,--+,++-+++,-+--,0.23994052085620124,0.15726030021577933,-,0.315,0.5023509039206171,0.013959082,84.6,1
PCSK4,++-,+++++-,++++,0.15731403239774835,0.9852722351812115,+,0.315,0.5022025409555726,0.10792081,84.6,1
MMP27,-++,NA,NA,0.15732943937829805,0.8619705590385085,+,0.315,0.5021600092189178,0.09429816728914557,84.6,1
TSPAN9,+++,------,++--,0.6300541684867131,0.1573347866332854,-,0.315,0.5021452488289999,0.071125078,84.6,1
ORMDL3,+++,-++---,+-++,0.18348720332535656,0.15733682374841151,-,0.315,0.5021396257741765,0.025437325,84.6,1
MS4A6A,--+,++++-+,NA,0.15735488534914022,0.9294261752842098,+,0.315,0.5020897734691258,0.094630044,84.7,1
STK25,++-,-+----,++-+,0.6053101809872881,0.15737879736414276,-,0.315,0.5020237820817582,0.061767173,84.7,1
ARHGAP17,---,--+-++,--++,0.491496587582729,0.1573797670767581,-,0.315,0.5020211061206538,0.02197191,84.7,1
GPR12,-++,--++-+,++--,0.15742813069054715,0.3554831457040333,+,0.315,0.5018876656897897,0.020410955,84.7,1
PEX26,-+-,----+-,++++,0.41591497138996153,0.15747441695778674,-,0.315,0.5017599952676547,0.076295131,84.7,1
GPRC5C,+--,+-+-++,++++,0.22414543238359613,0.15747659840618733,-,0.315,0.5017539791511367,0.04341075005043437,84.7,1
TBC1D17,++-,--+-+-,+--+,0.7222223044318488,0.15747816793364325,-,0.315,0.5017496506748845,0.058296359,84.7,1
FBXW4,---,+-+---,--++,0.18998304494201976,0.15753938987886737,-,0.315,0.5015808451422559,0.006079213,84.8,1
TFPI,+--,+++-+-,NA,0.15759404172881922,0.8067604553769095,+,0.315,0.5014302105556507,0.106298436,84.8,1
HIST1H4L,-+-,NA,NA,0.8697112574040058,0.15760368169284011,-,0.315,0.5014036457496878,0.10391454972818093,84.8,1
ABHD14A,+--,-+++--,-+--,0.4598896125888839,0.15763900711579995,-,0.315,0.5013063135236207,0.035162547,84.8,1
TUBB1,--+,NA,NA,0.7994926375112923,0.15770845217394816,-,0.315,0.501115034950426,0.07336250548074166,84.8,1
FAM150B,-+-,++++--,NA,0.195037397252467,0.15774728408107971,-,0.315,0.5010081135593338,0.03979807314970266,84.9,1
TMEM127,+++,--+---,++-+,0.15782973936441258,0.35263543362538663,+,0.316,0.5007811650002837,0.053427102,84.9,1
UFM1,-++,++++-+,----,0.15784534767605138,0.21564143642857542,+,0.316,0.5007382182876645,0.042337453,84.9,1
SCN5A,---,--+---,NA,0.9860136001877234,0.1578962890736606,-,0.316,0.5005980811280436,0.107633122,84.9,1
ZDHHC4,++-,-++--+,NA,0.1579165172829298,0.6706166804106788,+,0.316,0.5005424469073939,0.019866403,85,1
C17orf59,++-,+++++-,+++-,0.1580131261660901,0.923632119573943,+,0.316,0.5002768389972967,0.058876137,85,1
GPATCH8,+-+,----+-,++-+,0.15802097369207793,0.23017452154596194,+,0.316,0.5002552708359157,0.04847240712542845,85,1
NSUN4,+++,-++++-,+--+,0.15808674655889832,0.9450727190070265,+,0.316,0.5000745426113181,0.120230337,85.1,1
KLK11,---,NA,NA,0.9360233654360348,0.15809489496759782,-,0.316,0.5000521579534476,0.2488079891137216,85.1,1
ARF5,++-,+--+--,+-+-,0.15810403535637443,0.6542959408019603,+,0.316,0.5000270495800248,0.057189046273589235,85.1,1
ARHGAP44,+++,------,NA,0.2429157753601452,0.15812458060559917,-,0.316,0.4999706176954336,0.108477255,85.1,1
PLS1,+-+,++----,----,0.285052185007896,0.15814733746308723,-,0.316,0.49990811971768123,0.021444476,85.1,1
MPRIP,+++,----+-,NA,0.6105839117771485,0.1581732466453141,-,0.316,0.4998369753441424,0.154889105,85.1,1
TRAPPC6B,+++,++++-+,-+-+,0.15823898865116318,0.7626419028899709,+,0.316,0.4996565057693574,0.099275,85.1,1
ADGRV1,+--,++----,-+++,0.15824779777717696,0.9019111820974087,+,0.316,0.499632329374113,0.038340356,85.1,1
NECAB2,++-,+-----,++-+,0.43471520029919486,0.15828151275957322,-,0.317,0.49953981199654246,0.08673446592447037,85.2,1
DUS1L,++-,-++---,+-++,0.15828711492336486,0.571346048565171,+,0.317,0.49952444099253934,0.02304691,85.2,1
ITIH3,---,NA,NA,0.9355802815169,0.15834062932080423,-,0.317,0.4993776376365222,0.17405562783265294,85.2,1
METTL7B,++-,-+++++,NA,0.1584070082127182,0.982847459510488,+,0.317,0.49919561268366336,0.0986159358570628,85.2,1
YPEL2,-++,++++++,-+-+,0.15842344479929174,0.40505577731190767,+,0.317,0.49915055187092416,0.01133605652056135,85.2,1
KDM7A,-++,----++,NA,0.15842484942601387,0.4544108021434519,+,0.317,0.4991467013112357,0.04810407051081392,85.2,1
C1QC,-++,++++-+,+-+-,0.15848756177491172,0.21642003620401193,+,0.317,0.49897482020802597,0.003145412,85.3,1
HIST1H3D,--+,+++--+,NA,0.15851330393028792,0.2287824321439934,+,0.317,0.498904286166853,0.01149207121771946,85.3,1
AGO4,-++,--+-+-,+---,0.15851338596601838,0.2567583304128037,+,0.317,0.49890406140555565,0.004242978,85.3,1
NANS,+-+,++++-+,-+-+,0.15852520331671968,0.6413436824270624,+,0.317,0.49887168547167154,0.042366199,85.3,1
RLN1,--+,NA,NA,0.5950341366632634,0.15854954851502645,-,0.317,0.49880499466614275,0.06816233390782421,85.3,1
SCN3B,-++,---+--,-+--,0.8372755101843599,0.15864207679610437,-,0.317,0.4985516177177914,0.056497472,85.3,1
RPL28,-+-,-+----,-+-+,0.9036798293941051,0.1586645315737418,-,0.317,0.49849015044431305,0.08088052572066855,85.4,1
FAM160A2,+++,--+---,NA,0.15881731739137267,0.25497961225705223,+,0.318,0.49807214832640384,0.060414831,85.4,1
EXOSC1,+--,++++++,NA,0.15882622473249536,0.882858072478645,+,0.318,0.4980477914068634,0.099494837,85.4,1
IFNA16,+++,NA,NA,0.15883657816161725,0.9291869734565195,+,0.318,0.4980194819095156,0.20779585477328655,85.5,1
COL10A1,+++,------,NA,0.3346822236366821,0.15890850486829441,-,0.318,0.49782286283332383,0.090987298,85.5,1
CBX2,-+-,+-+---,NA,0.4398387306188558,0.1589447348230675,-,0.318,0.49772385821395304,0.019908042,85.5,1
DSEL,-++,++++-+,-+++,0.1589826561677034,0.5355266930264084,+,0.318,0.49762025574831775,0.0249803703747062,85.5,1
FBXL20,-++,+-----,---+,0.8319827031822286,0.15905953672985795,-,0.318,0.4974102911253506,0.105098034,85.6,1
PLA2G1B,+++,NA,NA,0.1590670066372727,0.950443814210358,+,0.318,0.49738989584781856,0.31159465055933283,85.6,1
TTC39A,+++,+-+---,NA,0.15907634626217465,0.6574911503432281,+,0.318,0.4973643969805805,0.1610989377315516,85.6,1
MGAT2,-++,-+++-+,+---,0.45944895478053227,0.15915540473623155,-,0.318,0.4971486129827284,0.030186798,85.6,1
ZWINT,++-,++++++,-+-+,0.7468345433667738,0.15916776676608138,-,0.318,0.4971148814681404,0.012205859822574147,85.6,1
C2orf66,---,NA,NA,0.9352050733675439,0.1591806001065745,-,0.318,0.4970798666884617,0.23717869777657166,85.6,1
TMPRSS2,+--,NA,NA,0.7870002017667248,0.15922986143711632,-,0.318,0.49694548715776105,0.07317329724173466,85.7,1
GUCA1B,-+-,++++++,NA,0.15931439250953155,0.6516596100498344,+,0.319,0.4967149924700924,0.118508717,85.7,1
SYCE1,+--,------,NA,0.8868284459679368,0.15931584552906264,-,0.319,0.4967110315254668,0.18227104208279565,85.7,1
NMNAT2,+++,---+--,++--,0.4113283167279687,0.15939301894039443,-,0.319,0.4965007079914673,0.073978527,85.8,1
JAG2,+--,-++-+-,++++,0.26451428530849797,0.15940154586911148,-,0.319,0.4964774754869075,0.024393641597603405,85.8,1
WDR17,+++,------,++-+,0.15941141743383574,0.8016531919508867,+,0.319,0.49645058093378486,0.047024411647005736,85.8,1
SARS2,++-,----+-,--++,0.4320978099986644,0.15948931205931002,-,0.319,0.49623841957096865,0.060775835,85.8,1
FGF1,--+,-++-++,--++,0.15950416884545485,0.188793454305805,+,0.319,0.49619796595274496,0.049352903,85.8,1
SERBP1,-++,+-+++-,+-+-,0.15950490534445147,0.3185282486902265,+,0.319,0.4961959606339246,0.023523315,85.8,1
CC2D1A,+--,+---+-,NA,0.6478601472120328,0.15954078212213973,-,0.319,0.4960982875591504,0.08069114652486685,85.8,1
CALM1,+++,++-+-+,++-+,0.15956460154074065,0.7849797445351475,+,0.319,0.4960334522877364,0.02586236,85.8,1
TMEM11,+++,++++-+,----,0.1595661398508218,0.33790072845485897,+,0.319,0.4960292654170088,0.028615131549211862,85.8,1
ADCY8,+++,+++-++,+++-,0.15958419003655747,0.9902700754120506,+,0.319,0.4959801406294928,0.095885256,85.9,1
CSAD,---,+-+-+-,+-++,0.2197743967775371,0.15965399821425644,-,0.319,0.49579020528989115,0.071953229,85.9,1
SOST,+--,NA,NA,0.8813617380266113,0.15973609198817124,-,0.319,0.4955669493098928,0.15406018583773654,85.9,1
CEBPA,-+-,NA,+-++,0.44638861532670904,0.15974730445589547,-,0.319,0.49553646564208814,0.04673408198778353,85.9,1
SRSF10,-++,+-+--+,+-+-,0.3644921805968122,0.15975733292543176,-,0.32,0.49550920275777655,0.006643633,85.9,1
OR2M3,+-+,NA,NA,0.1597825103488313,0.3421556591544248,+,0.32,0.4954407642434332,0.07884011160577926,86,1
HCAR2,+-+,NA,NA,0.15980978796534479,0.7705694472942131,+,0.32,0.49536662905042306,0.1487005456420798,86,1
BACE1,-++,--++++,--++,0.2535650016817064,0.15985160070121446,-,0.32,0.4952530148248152,0.02469189558690491,86,1
GSTK1,---,+++-+-,-++-,0.7370309645523943,0.1598625667734975,-,0.32,0.495223222559304,0.030938858,86,1
LRRTM4,+-+,------,+--+,0.8620011443029402,0.15987638191720183,-,0.32,0.49518569293893216,0.067025187,86,1
C8orf74,---,NA,NA,0.9618143144139361,0.15990236496628563,-,0.32,0.4951151172989003,0.35392842812190156,86,1
LETM1,-++,------,++++,0.19467408672957176,0.15990288122269386,-,0.32,0.4951137151498611,0.022302857,86,1
CORO6,+--,------,++++,0.15992030103734178,0.23522690613414582,+,0.32,0.49506640570011207,0.030128184,86,1
F11R,++-,--+-+-,+-+-,0.835525218961574,0.1599236642459037,-,0.32,0.4950572723533647,0.021863296,86,1
CNRIP1,+++,++-+-+,++++,0.15996764913362707,0.9890747896661322,+,0.32,0.49493784182588985,0.12507301,86.1,1
RBM28,---,--+-++,+-++,0.7701311541404275,0.15997048288456273,-,0.32,0.4949301485735306,0.048202839,86.1,1
KIF2B,---,NA,NA,0.9381662900695931,0.15997919379827916,-,0.32,0.494906500468619,0.2184816589318792,86.1,1
CCDC144NL,+--,------,NA,0.8858276086744719,0.15998272060199342,-,0.32,0.49489692638293575,0.224450297,86.1,1
KIAA1919,---,+-+-+-,NA,0.9389949227856722,0.1600063201587209,-,0.32,0.49483286695604833,0.074343771,86.1,1
CTC1,+++,+---+-,++-+,0.1600181026779849,0.26977974171148533,+,0.32,0.4948008876273694,0.046637266,86.1,1
CIB4,-++,NA,NA,0.16008120950934393,0.8307022604266543,+,0.32,0.4946296473407383,0.20354882745621672,86.1,1
SHBG,---,NA,NA,0.8952545215840618,0.16009385216078145,-,0.32,0.49459534964290913,0.12461842808327335,86.1,1
FCRL2,---,NA,NA,0.92245129516583,0.16013048625579265,-,0.32,0.4944959818967786,0.16267361913487496,86.2,1
GABRG2,+++,-+-+-+,-+--,0.5451037989029031,0.16024983563290243,-,0.32,0.4941724115976448,0.022716948,86.2,1
TSGA10IP,+--,NA,NA,0.3084557163542451,0.16025822660238728,-,0.321,0.4941496717531585,0.07158806247776289,86.2,1
EPHB1,+-+,--+-++,++++,0.1602804722279319,0.5431150773280736,+,0.321,0.4940893910290445,0.030244725,86.2,1
OR5D14,+++,NA,NA,0.16041114240968848,0.9599869120991201,+,0.321,0.493735472563849,0.3378879144849738,86.3,1
NTN1,++-,-++---,NA,0.8937094217546595,0.16041838684593926,-,0.321,0.493715859539474,0.093305996,86.3,1
HSPA4,--+,++++-+,----,0.16044208663338821,0.19139030903158918,+,0.321,0.4936517027624272,0.027117603,86.3,1
PTGIR,+-+,NA,-+-+,0.16046013828649008,0.6244799750784217,+,0.321,0.49360284218913825,0.056075562,86.3,1
PLAC8,+--,NA,NA,0.5411822891940619,0.16048987243945492,-,0.321,0.49352237247010355,0.06964117414611279,86.3,1
ARHGEF5,+--,NA,NA,0.891574568002497,0.16050403730936544,-,0.321,0.4934840432391981,0.1490396169545111,86.4,1
SETD5,+-+,----+-,+--+,0.35975336950278763,0.16058641913727673,-,0.321,0.4932611903120076,0.039997753,86.4,1
PRICKLE2,--+,-----+,++++,0.6451044772695463,0.16061710473754176,-,0.321,0.4931782112291584,0.075713198,86.4,1
OVCH2,+-+,NA,NA,0.16064269742137632,0.8051835604701412,+,0.321,0.4931090163824003,0.10745513314544285,86.4,1
KCND3,+++,---+-+,++--,0.2852223251702283,0.16067643058743733,-,0.321,0.493017828982372,0.035783989,86.4,1
HTR3C,--+,NA,NA,0.4743437719147386,0.16072263876206622,-,0.321,0.4928929502424364,0.04575774947884633,86.5,1
PPID,--+,++++++,----,0.2363418957809165,0.16073644305600424,-,0.321,0.4928556507600038,0.079986113,86.5,1
RILPL2,---,+-+-+-,++--,0.6905552791837439,0.16087476916515578,-,0.322,0.492482067580505,0.036420199,86.6,1
GZMK,-+-,NA,NA,0.5263816463239401,0.16089202086498083,-,0.322,0.4924354977151441,0.16174630229284,86.6,1
PABPN1,+--,+-+-+-,+-+-,0.1609453416140134,0.18002753110479902,+,0.322,0.492291593308836,0.004580805,86.6,1
TDRP,+-+,+++-++,-+--,0.3995440742509944,0.1609600839652799,-,0.322,0.4922518144091901,0.003290637,86.6,1
FAM126B,-+-,-+-+-+,-+-+,0.16096028389804232,0.4800354518013431,+,0.322,0.4922512749609032,0.008623596,86.6,1
ATP5C1,+-+,++++-+,-+--,0.44922707604347256,0.16098621328591475,-,0.322,0.4921813192993571,0.023393914,86.6,1
TCEB3,-++,--+---,++-+,0.16101916504256175,0.7649844018106997,+,0.322,0.4920924340378434,0.063105805,86.6,1
FFAR2,---,NA,NA,0.9456322236919548,0.16104400486413556,-,0.322,0.4920254422271034,0.21141681959506994,86.6,1
CGB5,++-,NA,NA,0.7388052568009895,0.16108740498522353,-,0.322,0.49190841897112664,0.058727369025535374,86.7,1
NALCN,-++,++-+-+,----,0.5887002650802176,0.16109669020148817,-,0.322,0.49188338658592595,0.038663577,86.7,1
SBF2,-++,+---++,----,0.8341819340586653,0.1611003660558429,-,0.322,0.4918734771020768,0.101626873,86.7,1
TGFBRAP1,+++,-+---+,+-++,0.16110232958421142,0.9228310849500909,+,0.322,0.49186818385315584,0.06896882,86.7,1
MLLT3,+++,++--++,+--+,0.16111132991531207,0.9522281991121205,+,0.322,0.49184392172758734,0.04015113728878749,86.7,1
MRPS36,+-+,++++-+,-+--,0.37203187736130533,0.1611233885220662,-,0.322,0.4918114175554696,0.029337453,86.7,1
WDR19,+++,+++---,-+-+,0.16118071954246407,0.8672431594604306,+,0.322,0.4916569141194892,0.121094944,86.7,1
SEC31B,--+,+-+-+-,---+,0.9246703406425313,0.1612071361892238,-,0.322,0.491585741438882,0.065159529,86.7,1
TAF1C,++-,--+-+-,---+,0.7287865194423951,0.16122785283042626,-,0.322,0.4915299340775436,0.108355791,86.7,1
ALOX15,---,-+----,NA,0.9736040401828746,0.16123414814534182,-,0.322,0.49151297691346385,0.025735455,86.7,1
BHLHA15,+--,NA,NA,0.5606619248302565,0.16128772752318526,-,0.323,0.491368681409123,0.12091724018473617,86.8,1
RPL29,-+-,+-+---,++--,0.8391424312096809,0.16132123407057605,-,0.323,0.49127846873418746,0.026742603,86.8,1
SPINT2,++-,++++-+,++--,0.5921239123743777,0.1614028320048778,-,0.323,0.4910588536692928,0.006017769683785965,86.8,1
OCLM,+--,--+--+,NA,0.8561295101668105,0.16151181295177702,-,0.323,0.49076571226857224,0.035488793,86.9,1
TRIM16,-++,+-+-++,--+-,0.16156313660242028,0.6823791952042817,+,0.323,0.4906277283209851,0.018652532,86.9,1
CD28,---,NA,NA,0.9575067026498346,0.1615894209744879,-,0.323,0.49055707959791744,0.35767710271553504,86.9,1
HRNR,+--,--+--+,+-+-,0.5231068718718004,0.16160822896368165,-,0.323,0.49050653340159867,0.022955582747746832,86.9,1
LRRC1,--+,++++++,NA,0.1616142428533484,0.7946226876512459,+,0.323,0.4904903724021319,0.156487706,86.9,1
PAH,+++,-+--+-,NA,0.1616341974563305,0.3140041319458009,+,0.323,0.490436753124239,0.037450764,87,1
TRPM1,+-+,NA,NA,0.16164376475836412,0.5328331373740962,+,0.323,0.49041104752740433,0.18317747086111727,87,1
ANO8,+--,----+-,NA,0.49620670199681394,0.16166599747768506,-,0.323,0.49035131813805816,0.058557923,87,1
RBM47,+--,++++--,NA,0.1617065054350829,0.45906503737423227,+,0.323,0.49024251245851147,0.11767677484408848,87,1
ART1,+--,NA,NA,0.8772312904583699,0.16171593897122202,-,0.323,0.490217177589135,0.2510451043053673,87,1
SMAD7,--+,+++-+-,+-+-,0.16177767864604561,0.9701053092399454,+,0.324,0.4900514049187903,0.095247566,87,1
ZNF526,+-+,-++-++,NA,0.1617857336362854,0.9276889708210522,+,0.324,0.4900297817211057,0.20130681903632144,87,1
CSHL1,+-+,NA,NA,0.16178951133031746,0.8968951634887936,+,0.324,0.49001964107099083,0.13963189983242025,87,1
CEACAM21,--+,NA,NA,0.8561825227382325,0.16183269101410724,-,0.324,0.4899037485371927,0.17092242620840828,87.1,1
NFYC,+++,+-+---,+---,0.7100329497263139,0.16185897557584963,-,0.324,0.48983321697072196,0.04887088,87.1,1
PCP4L1,+++,--+-++,--+-,0.6565363033467377,0.1618945328314736,-,0.324,0.48973782143325173,0.031995611,87.1,1
KDELC1,--+,+++---,NA,0.8107458047416352,0.16192789892316842,-,0.324,0.48964832355950344,0.050959706,87.1,1
TEX264,---,++++--,-+-+,0.162006313101559,0.35300700128826945,+,0.324,0.48943806577024235,0.009248315,87.2,1
