gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
ZNF10,--+,------,++++,0.3595270238791276,1.1431177591454873e-4,-,2.29e-4,3.640879032459753,0.0030278759087957823,0.0615,1
DCTN3,++-,++++++,--++,1.1436060670778835e-4,0.8839500976385858,+,2.29e-4,3.640693553617664,5.09701e-4,0.0615,1
WBP2,++-,++++++,++-+,1.1547708190216427e-4,0.9314805149050627,+,2.31e-4,3.6364742035800552,1.74752e-4,0.0621,1
RINL,++-,++++++,NA,1.171685651646429e-4,0.7198091658300664,+,2.34e-4,3.630158892711089,0.001930082,0.063,1
ZNF442,+++,++++++,NA,1.1862621888075269e-4,0.9999037507629911,+,2.37e-4,3.624789316515292,0.013205769,0.0638,1
LDAH,---,----+-,---+,0.9962672068228315,1.1925136347740193e-4,-,2.39e-4,3.622506651027837,0.009952434,0.0642,1
CYP7B1,---,------,NA,0.9999965012166294,1.1995559665265742e-4,-,2.4e-4,3.6199494891004114,0.012500121340474499,0.0645,1
AKR1C2,++-,++++++,--+-,1.2085826396106316e-4,0.7221900871087059,+,2.42e-4,3.6166936526955125,0.01018392,0.065,1
CEP78,-+-,----+-,NA,0.964399385827891,1.217315829472116e-4,-,2.43e-4,3.613566734896316,0.008329126,0.0655,1
INSL6,-++,----+-,+--+,0.37337410314472913,1.2344734452049313e-4,-,2.47e-4,3.6074882520891327,0.003727931,0.0664,1
GUK1,++-,++++-+,--++,0.00012485328010768547,0.8166125778131041,+,2.5e-4,3.6025700478452465,5.48489e-4,0.0672,1
NDUFB4,+++,++++--,--++,1.2591515245382497e-4,0.45946292373090125,+,2.52e-4,3.598892008691096,4.69955e-5,0.0677,1
ATHL1,+++,++++++,--+-,1.2750656141929557e-4,0.9279647974258043,+,2.55e-4,3.593437470429785,0.003961934,0.0686,1
GPX4,++-,++++-+,--++,1.2915876588927888e-4,0.9109427975359661,+,2.58e-4,3.587846117650517,8.7679e-4,0.0695,1
PHIP,--+,+---++,---+,0.9607434098505843,1.299443669901205e-4,-,2.6e-4,3.5852125464946094,0.007171631,0.0699,1
DDX41,++-,++++-+,----,1.3230763098136467e-4,0.7502128446832764,+,2.65e-4,3.5773851110364663,0.005890925,0.0712,1
RPL35,-+-,++++++,--+-,1.3341510645739694e-4,0.765717541502743,+,2.67e-4,3.5737649972468932,0.002585066,0.0718,1
MYL9,++-,++++++,+++-,1.3345500248300665e-4,0.9946452675030536,+,2.67e-4,3.573635146631775,0.002376878350313861,0.0718,1
CNOT6L,+-+,------,-+--,0.1680807664320856,1.347273748515542e-4,-,2.69e-4,3.5695141566525903,0.001106929,0.0725,1
RPL4,++-,+++++-,--++,1.3527838168413844e-4,0.9967833103138811,+,2.71e-4,3.567741605117804,0.00471706,0.0728,1
RWDD2B,---,++++++,---+,0.03445698432125639,1.379633192854801e-4,-,2.76e-4,3.5592063697422422,0.003980618,0.0742,1
SCAND1,++-,-++++-,----,1.385017492023671e-4,0.030686781754530563,+,2.77e-4,3.557514745995922,7.81571e-7,0.0745,1
RBM12B,--+,------,-++-,0.9148926388232658,1.422310968182916e-4,-,2.84e-4,3.5459754452128536,0.008063764631912865,0.0765,1
SPIDR,+-+,++++++,-+-+,1.4250514839224588e-4,0.8180979447551556,+,2.85e-4,3.5451394496198882,0.012936018,0.0767,1
CADM1,--+,------,--+-,0.9721905391968568,1.4988743293296267e-4,-,3e-4,3.5232047826729436,0.010877791,0.0806,1
OXSR1,+--,------,----,0.9985007948406308,1.5990408367532792e-4,-,3.2e-4,3.495110449313897,0.004242959,0.086,1
TPM1,+++,+++++-,--++,1.5992287203523174e-4,0.9920381299369856,+,3.2e-4,3.495059423714623,0.012833614,0.086,1
NHP2L1,+--,++++-+,+-++,1.63272457580172e-4,0.9349705521786521,+,3.27e-4,3.4860570745276234,6.21323e-4,0.0878,1
SOCS4,+--,------,+-+-,0.7220276471982192,1.637320610447724e-4,-,3.27e-4,3.4848362756174898,5.17462e-4,0.0881,1
DDTL,+-+,+++++-,--++,1.665518681150668e-4,0.6594352444076609,+,3.33e-4,3.4774204960538544,5.17889e-4,0.0896,1
NFKBIZ,---,----+-,--++,0.9869779840753629,1.6925911509163506e-4,-,3.39e-4,3.4704179383383327,0.017331711627682524,0.0911,1
BAP1,+-+,+++++-,-++-,1.7160882693148088e-4,0.3393434628341769,+,3.43e-4,3.4644303817263493,7.89107e-4,0.0923,1
APRT,++-,++++++,----,1.7505328205060669e-4,0.06330904516339983,+,3.5e-4,3.455799746629394,0.00110347,0.0942,1
TMED7,---,------,-+++,0.5393711760751397,1.767906595637136e-4,-,3.54e-4,3.4515106882692304,3.26372e-4,0.0951,1
BRSK1,+++,++++-+,++++,1.7801058731708582e-4,0.9998660546894657,+,3.56e-4,3.448524171259425,0.005403006,0.0958,1
ARHGEF25,+++,++++--,NA,1.804586038671356e-4,0.994374856673628,+,3.61e-4,3.4425924112464394,0.00242952,0.0971,1
HERC6,+-+,++++++,+++-,1.8096164383005434e-4,0.6090225644492966,+,3.62e-4,3.4413834716668887,0.007982116,0.0974,1
MFAP3L,---,------,NA,0.9999087315873451,1.8194449087383617e-4,-,3.64e-4,3.439031094286342,0.018380803,0.0979,1
SESN3,+-+,------,-+-+,0.8464316218384671,1.8398408195723935e-4,-,3.68e-4,3.434189754245948,0.001293481,0.099,1
NDUFA4L2,++-,++++++,----,1.842952826778984e-4,0.8383757866612896,+,3.69e-4,3.4334557854119954,3.4907e-4,0.0992,1
MAP4K2,+++,++++++,-+--,1.8537922968096118e-4,0.5101820882471145,+,3.71e-4,3.4309089311632595,0.002308267,0.0997,1
ZC3H12C,+-+,------,NA,0.8866516526526449,1.8655217659619487e-4,-,3.73e-4,3.4281696838018285,0.00560833539605875,0.1,1
SPATA7,--+,------,----,0.9992109405886889,1.8826154236426996e-4,-,3.77e-4,3.424208391939032,0.005832596,0.101,1
CALN1,+-+,----+-,++++,1.8902075646603177e-4,0.09556840564973135,+,3.78e-4,3.4224605074447623,0.006168633,0.102,1
MPPE1,+-+,------,----,0.8123083968171612,1.9135052673189667e-4,-,3.83e-4,3.4171403422884805,0.003013764,0.103,1
PHKB,+-+,++-+++,++++,1.9195817658195985e-4,0.9995287561300814,+,3.84e-4,3.415763388435888,0.024153598,0.103,1
NAA15,---,------,---+,0.9899273212302221,1.9284983451628348e-4,-,3.86e-4,3.4137507338002573,0.002721547,0.104,1
EGR2,---,------,----,0.9999983875590008,1.9292693089858549e-4,-,3.86e-4,3.4135771487798205,0.033673751,0.104,1
ZMPSTE24,+-+,------,----,0.9868241880328215,1.9567084488330492e-4,-,3.91e-4,3.4074438840922756,0.003360976,0.105,1
RNF139,+--,------,+---,0.9714896806375858,1.9747801244582782e-4,-,3.95e-4,3.4034512568040878,0.005257022,0.106,1
C9orf16,++-,++++--,--+-,1.9751212981952192e-4,0.6890098092015413,+,3.95e-4,3.403376232211908,8.81537e-5,0.106,1
ASGR1,++-,++++++,+--+,1.9765746108498433e-4,0.9807047588570077,+,3.95e-4,3.403056791794747,0.027451133,0.106,1
FBXO30,---,------,-+--,0.9790211972788765,1.9786751152944536e-4,-,3.96e-4,3.4025955124124425,0.002150127,0.106,1
GUF1,+-+,------,-+++,0.43547955111662323,1.9858911292829464e-4,-,3.97e-4,3.40101456845847,0.012553861,0.107,1
MBOAT2,-+-,------,----,0.9986192568835548,1.994130810668136e-4,-,3.99e-4,3.399216360647249,0.01077439,0.107,1
C19orf70,++-,++++++,NA,1.9945442377798761e-4,0.9035102181405689,+,3.99e-4,3.399126331195484,1.45234e-5,0.107,1
VAMP5,++-,++++++,+++-,2.001118482721381e-4,0.9994682335460793,+,4e-4,3.3976972011227233,0.0022836113266478946,0.108,1
STARD10,++-,++++++,+--+,2.0070127905048445e-4,0.34414867999108084,+,4.01e-4,3.39641986412159,0.016346946,0.108,1
C7orf60,+-+,------,NA,0.7135072096457079,2.043949897719065e-4,-,4.09e-4,3.3884997583776606,0.012047676,0.11,1
RNF149,--+,------,+---,0.9966983790185389,2.0477463142366513e-4,-,4.1e-4,3.387693851422543,0.010158729,0.11,1
ITGAV,--+,------,--++,0.792947740434861,2.0701799417483774e-4,-,4.14e-4,3.382961908003761,0.01709809,0.111,1
KLHL28,+-+,------,++--,0.8250405389373309,2.0840146202338858e-4,-,4.17e-4,3.380069242940476,4.32442e-4,0.112,1
C6orf106,+-+,++++++,-+-+,2.105600160281814e-4,0.9549489033899108,+,4.21e-4,3.375594099342932,0.002620127,0.113,1
MED13,--+,------,+++-,0.46830157532139965,2.10989212338139e-4,-,4.22e-4,3.374709753501772,0.005020675,0.114,1
RPL13A,++-,++++++,--++,2.1310849229878796e-4,0.8468251356083872,+,4.26e-4,3.370369247793964,0.01279658,0.115,1
TCEB2,++-,++++++,--+-,2.1328553770510452e-4,0.8145439102584939,+,4.27e-4,3.370008596180584,1.7197e-4,0.115,1
MKLN1,+-+,------,-+-+,0.3699590599709603,2.14677603142546e-4,-,4.29e-4,3.3671832665554593,0.006264956,0.115,1
NRP1,+--,------,--+-,0.9538357179041997,2.186493994522072e-4,-,4.37e-4,3.35922171549736,0.012614639,0.118,1
WTIP,++-,++++++,+-+-,2.1925781852860152e-4,0.539188097835739,+,4.39e-4,3.3580149154870553,0.002954427,0.118,1
ARHGEF3,+-+,+-+---,----,0.7623852894854221,2.1975086178835972e-4,-,4.4e-4,3.3570394174311864,0.006276124,0.118,1
MINOS1,+++,++++-+,NA,2.2016688370127862e-4,0.9846787432781742,+,4.4e-4,3.356218008989066,0.009576649,0.118,1
EGR4,---,------,----,0.9999972262248831,2.20413985181072e-4,-,4.41e-4,3.3557308574671727,0.034943914,0.119,1
FLYWCH2,++-,-+++++,----,2.219192715779508e-4,0.39097577297845076,+,4.44e-4,3.3527749861213896,0.005700617,0.119,1
ZNF24,---,------,+---,0.9365700462621349,2.243808901336438e-4,-,4.49e-4,3.3479841377720034,0.001666948,0.121,1
TIPARP,---,------,+--+,0.800536535978304,2.2641957749859476e-4,-,4.53e-4,3.3440560286748373,0.007963871,0.122,1
PLXNA2,+--,+-+-++,----,0.9103969502933797,2.2722462637695794e-4,-,4.54e-4,3.3425146063461613,5.01217e-4,0.122,1
TEAD1,---,------,NA,0.9996827440843312,2.2818901494762496e-4,-,4.56e-4,3.3406752707501433,0.045816203,0.123,1
INSR,---,------,+---,0.9977196968500435,2.286557990793497e-4,-,4.57e-4,3.3397877840720858,0.010435322,0.123,1
PCOLCE,++-,++++++,NA,2.304602678317649e-4,0.995605386071985,+,4.61e-4,3.3363739420671177,0.010827236872436578,0.124,1
FNDC5,+++,++++++,-++-,2.3369323041109644e-4,0.9103989955154655,+,4.67e-4,3.3303238723361233,0.011633427,0.126,1
SLC35D1,--+,----+-,+---,0.9389545877360925,2.3406634491904198e-4,-,4.68e-4,3.3296310309071835,0.005007737,0.126,1
PPARG,+++,++++++,NA,2.3611264875591164e-4,0.9979521365616224,+,4.72e-4,3.3258507511084026,0.002468306,0.127,1
SEL1L3,--+,-----+,NA,0.9054409815830295,2.365901364486932e-4,-,4.73e-4,3.3249733696028465,0.003823645,0.127,1
SSSCA1,++-,++++++,----,2.372413302136879e-4,0.4795149048822034,+,4.74e-4,3.3237796538758984,0.001210416,0.128,1
ZNF615,+--,----+-,---+,0.9562577214249913,2.409845430008906e-4,-,4.82e-4,3.3169808169673796,0.010071255,0.13,1
KXD1,++-,++++++,+--+,2.51669779310216e-4,0.9285307374112914,+,5.03e-4,3.2981389360534146,0.014531759,0.135,1
ARHGEF15,+++,++++++,NA,2.5229957296444444e-4,0.9998029113408925,+,5.05e-4,3.2970534888931264,0.002213345420813612,0.136,1
SMIM5,---,---+--,NA,0.9979612420792064,2.560964226306059e-4,-,5.12e-4,3.290566492414402,0.006367172,0.138,1
CCDC144A,-+-,------,NA,0.9707816093907632,2.5805134440820543e-4,-,5.16e-4,3.287263878316043,0.011070412,0.139,1
EIF3L,+--,+++++-,NA,2.589675336796426e-4,0.9674226303982316,+,5.18e-4,3.285724683604516,6.37128e-4,0.139,1
MRPL36,++-,++++-+,--+-,2.641040637521641e-4,0.13364459317541194,+,5.28e-4,3.2771949206165516,7.38268e-6,0.142,1
KCNMB1,-+-,++++++,NA,2.6734679417437786e-4,0.833247991778963,+,5.35e-4,3.271895023607627,0.003132844,0.144,1
LZTS3,NA,++++++,NA,2.675721364034331e-4,0.9999712479835046,+,5.35e-4,3.2715291180962933,0.003424217,0.144,1
FGD3,-+-,++++++,+-+-,2.707010609957146e-4,0.7289665960109546,+,5.41e-4,3.2664800463723793,0.011945044,0.146,1
IKZF2,--+,------,NA,0.9966819309406714,2.735315669144369e-4,-,5.47e-4,3.261962551013344,0.015686088,0.147,1
DEGS2,+++,++++++,NA,2.73705533116202e-4,0.9977268197736968,+,5.47e-4,3.2616864273221498,0.004194542,0.147,1
KANK2,++-,++++++,--+-,2.7669414739494414e-4,0.37428938056946676,+,5.53e-4,3.256970031248416,0.012140502222460086,0.149,1
PAAF1,+++,++++++,++++,2.768219398465708e-4,0.9999794008756616,+,5.54e-4,3.2567694966701604,0.02587986,0.149,1
ZNF229,---,----+-,NA,0.9999922725702785,2.771825703370605e-4,-,5.54e-4,3.256204086637322,0.016708739,0.149,1
NOL6,---,+-+---,--+-,0.9979878193622659,2.7976074008036797e-4,-,5.6e-4,3.2521832361486607,0.002443757,0.151,1
FBXL19,++-,+++++-,+---,2.862913855460744e-4,0.4574307337363613,+,5.73e-4,3.242161723957068,6.51407e-4,0.154,1
RPS6KA4,++-,++++++,+++-,2.9084709716371035e-4,0.23209101499009627,+,5.82e-4,3.2353052707110828,2.40346e-4,0.156,1
TPP2,--+,----+-,----,0.9970994939777398,2.934373448363016e-4,-,5.87e-4,3.2314546200358403,0.008191011,0.158,1
LRRC75B,++-,++++++,++--,2.951660334941e-4,0.4565575359369738,+,5.9e-4,3.2289036251512027,0.004983861,0.159,1
PRRX1,-++,------,-+--,0.8857463511353317,2.965470221612288e-4,-,5.93e-4,3.2268764370033862,0.005571028,0.16,1
AURKC,+++,++-+++,NA,2.9931511170857287e-4,0.9999924717710335,+,5.99e-4,3.222841360446148,0.011506888,0.161,1
UBA7,+++,++++++,+++-,3.050424967677606e-4,0.9982850098443539,+,6.1e-4,3.2146096573627485,0.011917093048126144,0.164,1
MRO,+--,------,NA,0.9736574692389901,3.0663421828643045e-4,-,6.13e-4,3.2123493868125634,0.00891498,0.165,1
TMEM220,--+,------,NA,0.973929914901386,3.0837785034500907e-4,-,6.17e-4,3.2098868276237535,0.006029105,0.166,1
ART5,+++,NA,NA,3.124696636039399e-4,0.9986923374599238,+,6.25e-4,3.204162144476529,7.425945297457628e-4,0.168,1
ABLIM3,+--,++++++,++++,3.1250907492534646e-4,0.9785768334296816,+,6.25e-4,3.204107371031038,0.01513121,0.168,1
PROCR,++-,+++++-,NA,3.1650596281912485e-4,0.9878406933809936,+,6.33e-4,3.198588108007767,0.007670732,0.17,1
ATP9B,-++,++++++,----,3.16958429947987e-4,0.004867025315526133,+,6.34e-4,3.197967697411784,0.001202809,0.171,1
IFFO1,++-,++++++,NA,3.182443827120627e-4,0.7634183384720241,+,6.36e-4,3.1962092576149903,7.99878e-4,0.171,1
CTBP1,++-,++++-+,+-+-,3.219255279542406e-4,0.7785402389881,+,6.44e-4,3.191214587730938,7.86831e-4,0.173,1
CSNK2B,++-,++++++,+---,3.2289670848273356e-4,0.7339130931200859,+,6.46e-4,3.189906386370798,0.005124814,0.174,1
C19orf66,++-,+++++-,NA,3.249157011711685e-4,0.936479557446397,+,6.5e-4,3.1871993057111445,8.22176e-5,0.175,1
SUPT3H,+++,++++++,---+,0.00032496950721159085,0.8861354950604236,+,6.5e-4,3.1871273924987786,0.022147929,0.175,1
ZNF367,---,----+-,-+--,0.9920566691254993,3.2617245040991255e-4,-,6.52e-4,3.185522728012588,0.002865121,0.175,1
CCNH,---,----+-,----,0.9999619512284632,3.283945071523078e-4,-,6.57e-4,3.1825741199976076,0.005131359,0.177,1
ERRFI1,+--,-+----,----,0.9999068159078942,3.302627044145728e-4,-,6.61e-4,3.1801104714604405,0.010008088670738158,0.178,1
C19orf43,++-,-+++-+,+--+,3.3071339776243936e-4,0.9701994162093543,+,6.61e-4,3.1795182150575276,1.34628e-4,0.178,1
ZC3H7B,+++,++++-+,++--,3.3196841256971475e-4,0.8900590624855371,+,6.64e-4,3.177873242617851,0.002809492,0.179,1
SMKR1,+++,++++++,NA,3.3349358599460416e-4,0.9852791913283885,+,6.67e-4,3.17588251868896,0.01230879,0.179,1
PAQR8,---,------,----,0.9997898311822385,3.361320105735916e-4,-,6.72e-4,3.1724601311004212,0.011591105,0.181,1
CRABP1,+++,++++++,++-+,3.383067264170702e-4,0.999904108524698,+,6.77e-4,3.169659371559048,0.002094716,0.182,1
ARRB2,+++,++++--,-+++,3.407483200807502e-4,0.9979465990782741,+,6.81e-4,3.166536280934102,0.001218337,0.183,1
TMA7,+++,++++++,+-++,3.412315904454183e-4,0.9999285624761102,+,6.82e-4,3.1659207739828434,0.010901691,0.184,1
USP38,---,------,++-+,0.5337553103284212,3.419035078467791e-4,-,6.84e-4,3.1650664477608794,0.008177139,0.184,1
DPYSL5,---,---+++,----,0.9849628820620405,3.441085388904068e-4,-,6.88e-4,3.1622745547695095,0.001886142,0.185,1
FAM213B,+--,++++-+,NA,3.4542450514914733e-4,0.8754798749051926,+,6.91e-4,3.1606168602373383,6.03038e-4,0.186,1
MYO1C,-+-,-+++++,+-+-,3.4636580398785704e-4,0.561206465203349,+,6.93e-4,3.1594349959112193,0.003119416,0.186,1
TRNP1,++-,++++++,NA,3.4644293577669314e-4,0.9766337128678259,+,6.93e-4,3.1593382941565022,0.004668483,0.186,1
RPS5,++-,++++++,--+-,3.468457504055892e-4,0.6096596520478318,+,6.94e-4,3.158833626494295,0.00893023342628156,0.187,1
SLC4A4,--+,-----+,--++,0.9628210386353643,3.46894300906191e-4,-,6.94e-4,3.1587728394185035,0.002669663,0.187,1
SHISA2,---,----+-,NA,0.9993400271317292,3.4855423758918194e-4,-,6.97e-4,3.1566996372450995,0.002683791029221813,0.188,1
ARMC7,++-,-+++++,-++-,3.495759478483242e-4,0.7626403705638158,+,6.99e-4,3.1554284604540164,0.002748764,0.188,1
FOSL2,---,------,-+--,0.9998847837847387,3.5098136987178456e-4,-,7.02e-4,3.1536859396554138,0.017440449,0.189,1
FAM171B,--+,------,NA,0.9263734059076312,3.5159650276337734e-4,-,7.03e-4,3.152925457724162,0.009590907,0.189,1
SLC35F5,--+,------,++++,0.09296737255555111,3.541929175989979e-4,-,7.08e-4,3.149730131497846,0.001116404,0.191,1
LGR4,--+,------,NA,0.9875053312752206,3.54329034722295e-4,-,7.09e-4,3.1495632632277126,0.003349343,0.191,1
SLC1A3,--+,-----+,--+-,0.9780963637392752,3.5582627640718523e-4,-,7.12e-4,3.14773198842038,0.002692322,0.191,1
HES1,+++,------,---+,0.7518128759946356,3.567416111490063e-4,-,7.13e-4,3.1466162349516646,0.003550966,0.192,1
MFNG,+++,++++++,NA,3.5769887282710393e-4,0.9994476396000258,+,7.15e-4,3.1454524327242037,0.0031188105429773246,0.192,1
MTMR10,---,------,----,0.9998733203321504,3.6087021820223466e-4,-,7.22e-4,3.1416189621327755,0.002472004,0.194,1
KRT10,+++,++++++,++-+,3.670667316531089e-4,0.9992592751409697,+,7.34e-4,3.134224979445765,0.004800655,0.197,1
NAT8L,++-,++++++,NA,3.69373456461038e-4,0.6980835875668272,+,7.39e-4,3.1315043209380438,9.85477e-4,0.199,1
TOMM22,++-,++++++,+-++,3.726659546764721e-4,0.9910670421972128,+,7.45e-4,3.1276502852379457,0.001412414,0.2,1
ARHGEF10L,++-,++++++,-+++,3.738155330624449e-4,0.9951595177917223,+,7.48e-4,3.126312660789329,0.012717228,0.201,1
POLR2L,++-,+++++-,----,3.774536973673038e-4,0.07560052455254192,+,7.55e-4,3.122106320453518,1.99168e-5,0.203,1
RASGRP2,+++,++++++,+-++,3.779085296272224e-4,0.9608435333114939,+,7.56e-4,3.121583310015643,0.019256591,0.203,1
SNCB,++-,++++-+,-+--,3.7932040481317435e-4,0.8273853119089137,+,7.59e-4,3.119963798966704,0.001066591,0.204,1
LRRK1,+++,++++++,++--,3.860716915779674e-4,0.7591738861057531,+,7.72e-4,3.112302045867112,0.015314265,0.208,1
MTCL1,+--,++++++,----,3.8891889344358456e-4,0.1373697867430361,+,7.78e-4,3.109110962913977,0.009754643,0.209,1
KLF11,+++,++++-+,++-+,3.897360135180319e-4,0.9999698643131603,+,7.79e-4,3.108199465750142,0.01862179795660272,0.21,1
COPRS,++-,+++++-,---+,3.927064913798306e-4,0.7430751997320961,+,7.85e-4,3.104901924183146,9.94745e-4,0.211,1
OSR1,+++,------,----,0.5851997809635336,3.9298075068658816e-4,-,7.86e-4,3.10459872641692,0.004242959,0.211,1
ZNF34,+--,++++++,++-+,3.950352030592886e-4,0.5161069221207282,+,7.9e-4,3.102334205385084,0.005054682,0.213,1
IGIP,+-+,-----+,NA,0.5837530155849292,4.0091936701012717e-4,-,8.02e-4,3.095912968333755,0.001897794,0.216,1
TPMT,+++,+-++++,-+-+,4.102774402049205e-4,0.9682837604032707,+,8.21e-4,3.0858923671250884,2.40824e-4,0.221,1
FUOM,++-,-+++++,NA,4.1476548212774267e-4,0.9561098216019048,+,8.3e-4,3.081167398242022,0.0011428162466805953,0.223,1
PM20D2,--+,+-----,++++,0.024127773029286474,4.167260633795945e-4,-,8.33e-4,3.0791193408646746,6.04546e-4,0.224,1
TAOK1,--+,------,-+-+,0.7434808730695517,4.178474874467325e-4,-,8.36e-4,3.0779522092754497,0.005214149,0.225,1
GDAP1L1,++-,++++++,--++,4.240193339482934e-4,0.8891598381808331,+,8.48e-4,3.071584344829078,0.007026001,0.228,1
RPS15,++-,++++-+,--+-,4.2587519734808567e-4,0.12051022646161755,+,8.52e-4,3.069687656510505,2.56133e-4,0.229,1
ERCC2,+++,++++++,----,4.2694841627178903e-4,0.24831002998138146,+,8.54e-4,3.0685945974182447,0.001112135,0.23,1
RAC3,++-,++++++,+---,4.292549382103534e-4,0.49024656861348137,+,8.59e-4,3.0662547042883395,0.0081081050000000009,0.231,1
KLF12,+-+,-+----,+-+-,0.6923225219953785,4.2930700428905205e-4,-,8.59e-4,3.06620203013734,0.003692135,0.231,1
MGAT4C,+-+,------,--++,0.8188772934003573,4.314701590558465e-4,-,8.63e-4,3.064019239523552,0.002131326,0.232,1
CCM2,++-,++++++,--+-,4.3452998233888234e-4,0.8135503231890646,+,8.69e-4,3.060950256427987,0.0039711,0.234,1
ADCK2,++-,++++++,-+++,4.346414959607153e-4,0.9907305432911192,+,8.69e-4,3.060838817541429,0.042350231,0.234,1
MLLT6,++-,++++++,--+-,4.3855279173302824e-4,0.9741314115861525,+,8.77e-4,3.0569481243572527,0.001018653,0.236,1
DNAJC3,---,------,+---,0.9899839632989575,4.41817268986719e-4,-,8.84e-4,3.0537273175197783,0.005746634,0.238,1
HELZ,+-+,-----+,--+-,0.9269913573627131,4.4344630714675465e-4,-,8.87e-4,3.0521289617275467,0.013256811,0.239,1
CHRNA4,++-,++++++,NA,4.443955371582083e-4,0.9646148957700906,+,8.89e-4,3.0512003154472422,0.0013743,0.239,1
AGPAT4,---,------,+-++,0.3826514055138583,4.447043363130536e-4,-,8.89e-4,3.050898640059899,0.010332588,0.239,1
CD79B,+++,NA,NA,4.4494756185815896e-4,0.9670046089373128,+,8.9e-4,3.0506611729900346,4.7147967022066376e-4,0.239,1
ASPHD1,++-,++++++,---+,4.450943069636252e-4,0.6862641772556162,+,8.9e-4,3.050517964917785,0.00678247,0.239,1
ZNF772,--+,------,NA,0.9227756596838503,4.4656926420034396e-4,-,8.93e-4,3.0490811755413483,0.030771294,0.24,1
RPS27A,+++,++++++,-+-+,4.492373344830312e-4,0.8978595817849003,+,8.98e-4,3.046494162609919,0.005221038,0.242,1
UGP2,+-+,++++-+,++++,4.5132804038460416e-4,0.9990897433227995,+,9.03e-4,3.0444776878643953,0.002314326,0.243,1
ATP5I,-+-,++++++,--++,4.5529015538424314e-4,0.8977919453491863,+,9.11e-4,3.0406817445582988,0.002363734,0.245,1
TBC1D9B,++-,++++-+,----,0.5514834382870678,4.5739430718567655e-4,-,9.15e-4,3.038679249341268,0.001624251,0.246,1
KIAA0586,--+,+-----,----,0.9984070921505133,4.638141158313685e-4,-,9.28e-4,3.03262604240925,0.001547472,0.25,1
BCL11B,--+,------,+---,0.9529206781397539,4.6574389609870226e-4,-,9.31e-4,3.0308228324650495,0.009545225,0.251,1
ETS2,+--,--+--+,----,0.8921291255671641,4.6978033169042105e-4,-,9.4e-4,3.0270751741360806,0.024906232,0.253,1
RPS12,++-,++++++,+++-,4.711355048767754e-4,0.5056363249429708,+,9.42e-4,3.025824170335445,0.005951124,0.253,1
CHD1,-+-,+-----,+---,0.9857756138995184,4.715946189710905e-4,-,9.43e-4,3.025401163308419,0.002491281,0.254,1
BDNF,-+-,--+---,----,0.9899409757579904,4.791955942743769e-4,-,9.58e-4,3.0184571878410797,0.012750094,0.258,1
TPM2,-+-,++++++,----,4.7989179143265837e-4,0.044656510809144075,+,9.6e-4,3.017826682963693,0.016394646,0.258,1
GIMAP1,++-,++++++,NA,4.8309296440049156e-4,0.9985061603529701,+,9.66e-4,3.014939291718663,0.002590756808104264,0.26,1
CBX7,+--,++++++,-+-+,4.837798195258591e-4,0.6273476832547545,+,9.68e-4,3.0143222561666194,0.008582432,0.26,1
FNDC3A,--+,------,--++,0.9632551372349485,4.899475036574001e-4,-,9.8e-4,3.0088204551101203,0.003311957,0.264,1
CAND2,+-+,++++++,--++,5.002278848719663e-4,0.9489762315742079,+,0.001,2.999802106808631,0.009275163,0.269,1
UBA52,++-,++++++,+-+-,5.023835242898223e-4,0.39299152285990585,+,0.001,2.997934616097611,0.008313431,0.27,1
OSBPL6,+++,--+---,--+-,0.42253179455428963,5.045436828951859e-4,-,0.00101,2.99607123134673,0.001862636,0.271,1
ARID4A,---,------,+---,0.9575642726440086,5.063349559166338e-4,-,0.00101,2.9945320934657493,0.001366282,0.272,1
