gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p
KIAA1614,--+-,+---+-++,NA,0.3303487812314062,0.3215703272408865,-,0.643,0.075237246,173,1
ROBO3,----,+-+--+++,--+++-,0.32821123720919726,0.3216055431012891,-,0.643,0.046303277,173,1
UHRF2,-+-+,++--+---,-+-+-+,0.3272745225450072,0.3216068963363912,-,0.643,0.009584551,173,1
CCDC69,-++-,++++++++,NA,0.3269990813834513,0.3216627055817493,-,0.643,0.074141276,173,1
C1QTNF8,+---,NA,NA,0.33207848505589777,0.32173615467974676,-,0.643,0.33360833781251886,173,1
CLRN3,+---,NA,NA,0.3321736154679747,0.32175450604608713,-,0.644,0.06293983191608868,173,1
TRAPPC6B,++++,++++--+-,-++-++,0.32854039213718983,0.3218493496590234,-,0.644,0.07081676,173,1
SPATA5L1,---+,+++-+---,++++-+,0.32624354201575156,0.32185320110585836,-,0.644,0.01524588,173,1
NMT2,--++,++++--+-,++++++,0.3297924942904452,0.3219736045860435,-,0.644,0.052285674,173,1
FZD3,++++,-+++-++-,++---+,0.3308197896155368,0.32197694236757873,-,0.644,0.049335155,173,1
PTF1A,+++-,NA,NA,0.33240175668738947,0.32198266027834815,-,0.644,0.14278282176440968,173,1
OR4E2,-+++,NA,NA,0.33240175668738947,0.3220396988364134,-,0.644,0.13963189983242025,173,1
TLR4,-+--,+++-----,+---+-,0.32280322277763784,0.3220584204557228,-,0.644,0.068783521,173,1
UBE2K,++++,-+-+--+-,NA,0.3280637824546747,0.3220829364712905,-,0.644,0.09059783273564308,173,1
SOX11,---+,+-+-++--,+-+--+,0.3221494798308829,0.3376400870152415,+,0.644,0.022526966,173,1
PRG4,---+,NA,NA,0.3325158272970969,0.3221537759525439,-,0.644,0.13082406688405254,173,1
RBM44,++++,-+--++--,NA,0.32770923861514534,0.3221862687761472,-,0.644,0.026447823,173,1
ZFAND3,-+--,--+-+--+,+-+-+-,0.32218678606378093,0.3239016218900291,+,0.644,0.019227903,173,1
SLC24A2,-+++,--++----,NA,0.3223210762793849,0.32377017576073486,+,0.645,0.025095962,173,1
NUSAP1,---+,+++-+++-,NA,0.3264407450642615,0.3224070010132124,-,0.645,0.123476579,173,1
TNS1,-+--,--+-++-+,--+-+-,0.3256317471817015,0.322449983419982,-,0.645,0.022476356,173,1
TAF12,+---,+++--+++,---+-+,0.32245285223197406,0.3278367084966549,+,0.645,0.021554963,173,1
C11orf87,++++,-+-++-+-,NA,0.32893756282773307,0.3224669952578867,-,0.645,0.074420904,173,1
HHIPL2,--+-,NA,NA,0.3329150744310728,0.3224960073009354,-,0.645,0.17000863266398591,174,1
FAM24B,++--,-++-+---,++-+--,0.33198015224479427,0.32252442836571205,-,0.645,0.036133521,174,1
ZNF221,-+-+,++--++--,NA,0.326791106181972,0.3225325711001032,-,0.645,0.20408287533816943,174,1
OR6N1,-+-+,NA,NA,0.33316221765913756,0.3225346489476986,-,0.645,0.13963189983242025,174,1
