gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p
SRD5A2,++++++,NA,NA,0.021218343600273786,0.02851765242685222,+,0.0424,0.11071164881938876,11.4,1
AGK,++++--,-++--+-++-+-,----+---,0.021506608862769415,0.021226547975772916,-,0.0425,0.001906554,11.4,1
POLDIP2,++-++-,++++-++++--+,-+------,0.021236081379603946,0.02316168641859432,+,0.0425,0.012459499373982955,11.4,1
DHX8,++++-+,-++---+--+-+,++----+-,0.022491234079472625,0.021237679400403695,-,0.0425,0.004608146,11.4,1
CREBZF,--+--+,+++-++----+-,-++-++++,0.023131728586892775,0.02124021201420968,-,0.0425,0.006620787,11.4,1
NACAD,-++---,--+-+-+--+++,NA,0.026422189371130222,0.021255787839288616,-,0.0425,0.027513616572660236,11.4,1
MPPE1,++++-+,+++-++------,-+-+----,0.022039094438254327,0.02128788296259364,-,0.0426,0.003013764,11.5,1
MLN,+++---,NA,NA,0.021331204015285463,0.028633356148756558,+,0.0427,0.0839185662130456,11.5,1
KRT9,+-++++,NA,NA,0.021332420716404288,0.02903097017053556,+,0.0427,0.1645269550710763,11.5,1
PSMA1,+++++-,-+++-++++++-,++--+--+,0.023105854184994997,0.021370739899366567,-,0.0427,0.004157388,11.5,1
SH3BP5L,---+--,++-++-++++-+,+-++---+,0.02742815036958278,0.02137486418245107,-,0.0427,9.95412e-4,11.5,1
LASP1,++-+--,------++++++,-+------,0.026396632648478347,0.021400363661862508,-,0.0428,8.14e-5,11.5,1
ECSIT,++-++-,+++++--+++++,-+-+--+-,0.026028683725562326,0.02140266940101992,-,0.0428,2.37342e-4,11.5,1
SIRPB2,--+-++,++++++++++++,NA,0.027987144021340973,0.02141308568386967,-,0.0428,0.043231846,11.5,1
SKAP2,+++++-,++++-+++++-+,-+-+-+-+,0.025134833581981257,0.021416367074936275,-,0.0428,0.007041667,11.5,1
CERS2,--+---,++++++---++-,--+-++++,0.02303916623022874,0.021421390179655175,-,0.0428,0.003339326,11.5,1
NOD1,-++++-,++++++++--++,NA,0.03665567226953,0.02143175876301069,-,0.0429,0.023697825,11.5,1
SNX25,-+++-+,--+-------++,-+-----+,0.027215733414006855,0.021433282214974883,-,0.0429,0.001398221,11.5,1
CYSLTR2,+++++-,+++-+-++++++,NA,0.03634035783678158,0.021437169212836876,-,0.0429,0.026963241,11.5,1
GC,--++--,++++++++++++,++-+--+-,0.02144592873037826,0.027075961459725385,+,0.0429,0.007579963,11.5,1
