gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,Corrected_p,Bonferroni_meta_p
GALNT15,++,+++-,-+,1.7040931520727432e-5,0.7355538777378032,+,3.41e-5,4.46747667310403,2.81e-5,0.00917,0.6
GALNT15,++,+++-,++,1.7040931520727432e-5,0.7355538777378032,+,3.41e-5,4.46747667310403,2.81e-5,0.00917,0.6
GALNT15,++,+++-,+-,1.7040931520727432e-5,0.7355538777378032,+,3.41e-5,4.46747667310403,2.81e-5,0.00917,0.6
CHST6,++,+++-,+-,2.1079913123775115e-5,0.9785820740803969,+,4.22e-5,4.375101187640995,2.58333e-4,0.0113,0.742
REXO4,-+,--++,-+,0.9990114774800186,5.061698918783541e-5,-,1.01e-4,3.9946736955563997,0.00127912,0.0272,1
CCDC144A,-+,++--,NA,8.601614066846576e-5,0.5832988777472938,+,1.72e-4,3.764390051400316,0.001349185,0.0463,1
ZNF708,--,++--,+-,1.1376779564591394e-4,0.9914496116157281,+,2.28e-4,3.6429506610170854,1.147e-4,0.0612,1
CCBE1,-+,++--,+-,1.1778800673014006e-4,0.49583217330118046,+,2.36e-4,3.6278689318482944,2.96795e-4,0.0634,1
ENHO,-+,---+,NA,0.999296092592872,1.4889724502403556e-4,-,2.98e-4,3.5260833420568307,0.0032484891364441023,0.0801,1
DDX23,+-,+++-,+-,1.5168769457669023e-4,0.990081777706131,+,3.03e-4,3.518019653570409,3.35e-5,0.0816,1
CCAR2,+-,+-++,--,1.5405503488978895e-4,0.5829297114065743,+,3.08e-4,3.5112941076608597,1.18352e-4,0.0829,1
CCAR2,+-,+-++,+-,1.5405503488978895e-4,0.5829297114065743,+,3.08e-4,3.5112941076608597,1.18352e-4,0.0829,1
COX4I2,-+,NA,NA,0.9998808200810783,1.547789301212458e-4,-,3.1e-4,3.509258163976708,0.0017328605021389005,0.0833,1
KRBA2,++,+++-,+-,1.7915585674013146e-4,0.9701289527550512,+,3.58e-4,3.44573899418753,6.9e-5,0.0964,1
FBLN5,+-,-++-,++,2.0467686338450033e-4,0.9682118888315985,+,4.09e-4,3.3879012514260167,8.41479e-4,0.11,1
ISY1-RAB43,+-,+-++,++,2.136987611567119e-4,0.7035758338190682,+,4.27e-4,3.3691679998339215,0.002089667276589625,0.115,1
TCF25,++,+-++,-+,0.9796327202109598,2.9432559013330926e-4,-,5.89e-4,3.2301419808686362,3.10861e-4,0.158,1
NUFIP2,+-,++--,+-,3.041833921911008e-4,0.9999905519325458,+,6.08e-4,3.215834505587668,0.013799632794198182,0.164,1
ELMO1,+-,+-++,+-,3.128560307345339e-4,0.7315934244521229,+,6.26e-4,3.2036254733124383,2.79026e-4,0.168,1
USHBP1,-+,+-++,NA,0.9798073163656447,3.2115218786745706e-4,-,6.42e-4,3.192259119320082,5.07620858896974e-4,0.173,1
SST,-+,----,--,0.5595113018402484,0.00034566738062152905,-,6.91e-4,3.160311605656987,3.35674e-4,0.186,1
KIAA1429,+-,++--,+-,3.5099512510306506e-4,0.9995619372630674,+,7.02e-4,3.1536689196523624,0.001028652,0.189,1
ACOT11,-+,+++-,-+,0.9582009227779276,3.59453094527002e-4,-,7.19e-4,3.1433277775368413,4.77996e-4,0.193,1
SMG7,+-,+-++,+-,3.7560265048410766e-4,0.773488246658279,+,7.51e-4,3.12424135608124,3.32022e-4,0.202,1
BCAM,-+,--++,NA,0.9995879232282165,3.999767431448168e-4,-,8e-4,3.096935264551834,7.310047236850101e-4,0.215,1
KCNC4,-+,--++,-+,0.9999419432083625,4.1429131450840647e-4,-,8.29e-4,3.0816641757942094,0.001577154,0.223,1
CDO1,--,--+-,-+,0.6967234951371364,4.7649664054121656e-4,-,9.53e-4,3.0209101612704985,6.13e-5,0.256,1
NKX2-1,-+,+-++,-+,0.9999263518778445,4.8774252870861237e-4,-,9.75e-4,3.0107793787870927,0.010872378,0.262,1
COX4I1,++,--++,-+,0.9614904579159739,5.070365734318326e-4,-,0.00101,2.9939307174548366,3.78652e-4,0.273,1
ZNF236,++,--++,-+,0.8773183608819494,5.243490331652153e-4,-,0.00105,2.9793495327802466,0.001233989,0.282,1
MTRNR2L2,-+,NA,NA,0.9998221305942477,5.272725061334457e-4,-,0.00105,2.9769348780753564,0.006100964225848988,0.284,1
RPH3AL,-+,+-++,NA,0.9690100444972459,5.300106899755373e-4,-,0.00106,2.9746853752058557,6.508400741202351e-4,0.285,1
KANSL1,--,+---,++,5.413014482360349e-4,0.9999368483310803,+,0.00108,2.9655308153013458,0.030719569,0.291,1
KANSL1,--,+---,+-,5.413014482360349e-4,0.9999368483310803,+,0.00108,2.9655308153013458,0.030719569,0.291,1
RPL29,++,--++,-+,0.9550662732188426,5.601198912623346e-4,-,0.00112,2.950689008506989,0.02237681383236284,0.301,1
SELE,+-,NA,NA,5.725709685293719e-4,0.9994704793371874,+,0.00115,2.941140680432366,0.003438083148316652,0.308,1
MATR3,+-,-++-,+-,5.86765926987109e-4,0.9447512363477402,+,0.00117,2.930505117554545,0.001736423,0.316,1
FAM107B,-+,+++-,+-,5.987903818281973e-4,0.4080372186142144,+,0.0012,2.9216951885375617,0.002048876,0.322,1
PANX2,++,+--+,-+,0.8047159120901257,6.166244650447823e-4,-,0.00123,2.908949252639711,2.36049e-4,0.332,1
TBX2,-+,+-++,NA,0.9964056335310636,6.443279006152258e-4,-,0.00129,2.8898630668110536,0.015074619208082474,0.347,1
PITRM1,+-,+++-,+-,6.611455654189319e-4,0.9973614202635694,+,0.00132,2.8786729150496866,0.007315918,0.356,1
ZNF615,+-,+++-,+-,6.775051706883273e-4,0.9992545089820479,+,0.00136,2.8680573902614,0.010071255,0.364,1
ITIH5,-+,+-++,-+,0.9951885969159657,6.974981644861308e-4,-,0.00139,2.855426935264353,0.02252397,0.375,1
COX5A,++,-+-+,-+,0.8987075969625371,7.274063739043099e-4,-,0.00145,2.8371929020916977,1.04682e-4,0.391,1
HK2,++,++--,NA,7.339392071206009e-4,0.9275651401827159,+,0.00147,2.8333099159533046,0.001113167,0.395,1
MVP,++,+++-,+-,7.487310022790662e-4,0.6018090487658959,+,0.0015,2.8246441882508937,5.81e-5,0.403,1
PRRX1,++,++--,+-,7.625541963440105e-4,0.9970183254331293,+,0.00153,2.8166992889903693,0.011591752,0.41,1
TIE1,-+,++++,NA,0.6424525323060812,7.921936015353828e-4,-,0.00158,2.800138674004551,0.002398653419051088,0.426,1
PIEZO2,-+,++++,+-,7.948001908270326e-4,0.6416434564041731,+,0.00159,2.7987120416265787,0.00352397,0.428,1
RPS26,-+,-+++,--,0.989429878824017,8.239876076654034e-4,-,0.00165,2.7830493241474024,0.0022078621270659442,0.443,1
ADGRA3,--,++--,+-,8.291666959915238e-4,0.9821764161182169,+,0.00166,2.780328154278372,1.32303e-4,0.446,1
KAT8,++,--+-,-+,0.9701771545658884,8.350414568750877e-4,-,0.00167,2.777261967121698,0.001452809,0.449,1
OR51E1,-+,NA,NA,0.9995500837042272,8.370874477884508e-4,-,0.00167,2.7761991746483905,0.005956076524072994,0.45,1
AQP1,+-,++--,++,8.460588573865367e-4,0.9981160922280455,+,0.00169,2.7715694278820293,0.012965398,0.455,1
ACOX1,+-,-+--,++,8.949361951609807e-4,0.952169012433489,+,0.00179,2.747177931117629,0.001661704,0.481,1
FEM1C,--,-+--,+-,9.095752747392228e-4,0.992669881682773,+,0.00182,2.7401313580546094,0.001948502,0.489,1
CDK11A,-+,--++,NA,0.9997411517956405,9.136547906805189e-4,-,0.00183,2.738187868582332,0.007131600333936872,0.492,1
SLC13A4,-+,--+-,NA,0.8659928986093657,9.254777970573808e-4,-,0.00185,2.732604000189427,1.26386e-4,0.498,1
KLK2,++,++--,NA,9.805320035638208e-4,0.6745688241559264,+,0.00196,2.7075082311722545,0.001113167,0.528,1
SPHAR,-+,NA,NA,0.9996997086380575,0.001004941922724128,-,0.00201,2.6968290404593622,0.010101116740885182,0.541,1
MSX1,-+,--+-,++,0.9759371238966177,0.0010419499691420558,-,0.00208,2.6811231382008978,0.003069663,0.561,1
CD79B,-+,NA,NA,0.8880506495279181,0.001042364330525409,-,0.00208,2.680950462837395,4.7147967022066376e-4,0.561,1
RAB40C,++,--+-,-+,0.8304602274796911,0.001042688666741126,-,0.00209,2.6808153512310344,0.003071629,0.561,1
BAG4,+-,-+--,+-,0.0010769863736067174,0.9893420475332173,+,0.00215,2.66675979584291,0.007504307,0.579,1
HLA-DOB,-+,NA,NA,0.9646674326982418,0.0011194878926620916,-,0.00224,2.6499506033200118,8.739610401742689e-4,0.602,1
IPO13,--,++++,+-,0.0011255190141915943,0.9761612349953667,+,0.00225,2.6476171680925633,9.11049e-4,0.606,1
RNF139,+-,-+--,--,0.0011800613632769064,0.9524196775951874,+,0.00236,2.62706541309799,0.005257022,0.635,1
TAC3,-+,----,--,0.9006282292651663,0.0011897037382439866,-,0.00238,2.623531178123874,0.001057116,0.64,1
ISG15,-+,--++,-+,0.9923265449733046,0.0011945391246293677,-,0.00239,2.6217696256102094,0.011852393,0.643,1
CSRP1,-+,++-+,+-,0.0012245039560238914,0.8295997765081689,+,0.00245,2.611009811791112,0.001552809,0.659,1
ALS2CL,-+,++++,NA,0.6405388985941808,0.001241037482685215,-,0.00248,2.605185105772401,7.092032401843758e-4,0.668,1
CORT,-+,+--+,-+,0.9879185483248045,0.001267369400713504,-,0.00253,2.5960667869986676,0.001221536,0.682,1
YOD1,+-,++--,+-,0.0012878984738704145,0.9999668914119337,+,0.00258,2.5890883757654217,0.036290860706728705,0.693,1
NRG4,-+,--++,NA,0.9991528381146613,0.0012892235103836144,-,0.00258,2.5886417875944097,0.003636789,0.694,1
TRPM4,-+,+-++,--,0.8706431765529632,0.0013013549578201331,-,0.0026,2.5845742333725568,0.005714607,0.7,1
TTF1,++,+-++,-+,0.994803811621584,0.0013042804369986568,-,0.00261,2.5835990240239717,0.010872378,0.702,1
CRYGD,-+,NA,-+,0.9891024208292688,0.0013331246446278068,-,0.00267,2.5740992473127564,0.01350824,0.717,1
GJD3,--,+-++,-+,0.9604528030367498,0.0013513598030090064,-,0.0027,2.5681990078993597,0.007817516,0.727,1
NPFFR1,+-,-+--,NA,0.0013617362269054407,0.9701333575721253,+,0.00272,2.56487701298069,0.0020832439481307035,0.733,1
PPAP2C,-+,++++,--,0.10175865555288992,0.001370622406269982,-,0.00274,2.5620521771611697,4.55243e-4,0.737,1
PREX1,--,++++,+-,0.0013922030351615415,0.8027015824880555,+,0.00278,2.5552674280986705,2.83521e-4,0.749,1
COX8A,++,-+++,-+,0.8088468422989401,0.0013974781753985689,-,0.00279,2.553624970158941,4.8661e-4,0.752,1
TNPO1,+-,++--,+-,0.0014006056016583575,0.9979265513554829,+,0.0028,2.5526541453795586,0.001880431,0.754,1
GFAP,++,+++-,+-,0.0014114726315374068,0.9333555110066332,+,0.00282,2.5492975427439886,0.004480618,0.759,1
PPP6R3,+-,+++-,++,0.001435099498923869,0.7704654720915827,+,0.00287,2.5420879915339056,6.02715e-4,0.772,1
NR2F2,-+,++++,--,0.8771883414235064,0.0014375898671234988,-,0.00288,2.541335001356317,0.006387810283065876,0.773,1
RAB26,-+,--+-,-+,0.9957315865254809,0.001454762533912292,-,0.00291,2.536177896669233,4.21161e-4,0.783,1
RHCG,-+,--++,NA,0.9998682411744353,0.0014840713341543346,-,0.00297,2.527515227864011,0.019026442,0.798,1
PHLDB2,-+,+-++,NA,0.9989406051524111,0.0015110295719338853,-,0.00302,2.519697040458918,0.02233184,0.813,1
LSP1,++,---+,NA,0.965537445336105,0.001547287774767253,-,0.00309,2.509398910177362,0.004623823,0.832,1
CCM2L,-+,--++,+-,0.9396516181544221,0.0015514188356256986,-,0.0031,2.5082409444686373,0.0015444009438538085,0.835,1
ARHGAP19,++,++--,++,0.0016360626666752545,0.9031854691499783,+,0.00327,2.4851700697500863,3.18633e-4,0.88,1
TRIM44,+-,-+-+,+-,0.0016424451358046529,0.9957765408608745,+,0.00328,2.483479133023683,5.1882e-4,0.884,1
MRPS12,-+,++++,--,0.6046979900712188,0.0016584259292394792,-,0.00332,2.479273925068356,8.02e-5,0.892,1
ADAMTS17,--,--++,NA,0.9827805396712932,0.0016688818940546798,-,0.00334,2.47654440137473,0.005394062,0.898,1
LASP1,+-,--++,--,0.6030137187631609,0.001685285477534302,-,0.00337,2.472296525943851,8.14e-5,0.907,1
ART5,-+,NA,NA,0.8645948984118328,0.0016935287376026978,-,0.00339,2.470177433720659,7.425945297457628e-4,0.911,1
MRPS6,-+,----,-+,0.7507353880783552,0.001729598820553019,-,0.00346,2.461024623880513,1.16199e-4,0.931,1
EGFL8,-+,-+++,NA,0.9924729781377171,0.0017693656472093195,-,0.00354,2.4511524132827183,0.010767683,0.952,1
CCNT1,+-,-+--,+-,0.001782093733412414,0.999921688622536,+,0.00356,2.4480394612944227,0.037304401,0.959,1
SORT1,--,+++-,+-,0.001784234529203789,0.9908436202637014,+,0.00357,2.4475180645848185,0.032358614,0.96,1
BOLA3,++,-+-+,-+,0.9822273033756191,0.0018057596927093982,-,0.00361,2.4423100496510335,0.001102434,0.971,1
ZNF74,+-,+-++,-+,0.9259623981147822,0.0018285392961950922,-,0.00366,2.4368657063629087,9.86e-5,0.984,1
ST6GALNAC1,-+,++++,NA,0.9307382902802283,0.0018360469531914893,-,0.00367,2.4350862211248074,0.015975231,0.988,1
NAP1L4,+-,+++-,+-,0.0018417355620950206,0.9906517778652324,+,0.00368,2.43374273035751,8.1779e-4,0.991,1
TNF,+-,NA,NA,0.0018675712180332665,0.9893630872452159,+,0.00374,2.42769283213018,0.0027757855713231995,1,1
PPP3R1,+-,++--,+-,0.0019005793762359962,0.9999182658380881,+,0.0038,2.4200839920430863,0.009141105,1.02,1
DDX55,-+,++++,-+,0.975570290332583,0.001914086361390297,-,0.00383,2.417008475582173,1.07752e-4,1.03,1
BST2,-+,++++,++,0.9360557975669342,0.001921865186098416,-,0.00384,2.4152470845763445,0.0017470142768680709,1.03,1
TMCO2,-+,NA,NA,0.9995323016183135,0.0019401737659445974,-,0.00388,2.411129376358703,0.019629442768117088,1.04,1
NR2F1,-+,--++,++,0.9964890213892423,0.0019589637073508265,-,0.00392,2.406943614203086,0.004436142,1.05,1
GXYLT2,+-,+-++,+-,0.0019735566795555,0.9817509312641666,+,0.00395,2.4037204007062263,1.82397e-4,1.06,1
ZNF138,+-,+++-,NA,0.0020612553114479557,0.9943953842277411,+,0.00412,2.384838216590871,0.007583355,1.11,1
WDR11,+-,+++-,-+,0.0020656269032472813,0.8037131092577523,+,0.00413,2.3839181230156528,0.010409644,1.11,1
WDR11,+-,+++-,+-,0.0020656269032472813,0.8037131092577523,+,0.00413,2.3839181230156528,0.010409644,1.11,1
MKLN1,+-,-+--,+-,0.0020788074085588797,0.9983441102336661,+,0.00416,2.3811557484218207,0.015179213,1.12,1
SMARCD1,+-,+-++,++,0.002108857931075041,0.48200981688511785,+,0.00422,2.374922681034844,0.001623408,1.13,1
OLFML2A,-+,--++,++,0.7992264828594591,0.0021315119499917116,-,0.00426,2.3702822325412747,4.050295480158358e-4,1.15,1
WBSCR27,++,--++,NA,0.8641589122363215,0.0021371858707604865,-,0.00427,2.369127709998198,0.010620272,1.15,1
KANK2,-+,+-++,++,0.13646423800711932,0.0021466486244702495,-,0.00429,2.3672090418477048,0.002394195,1.15,1
TBC1D9B,++,---+,+-,0.002148284555091724,0.6767882282574889,+,0.0043,2.3668781982017904,0.003117697,1.16,1
MTERF4,-+,++++,+-,0.002149069521721387,0.8377897812949382,+,0.0043,2.366719539327777,0.001656367,1.16,1
KCNN3,--,++-+,++,0.002158798641683099,0.8771669630256257,+,0.00432,2.364757868201005,4.00749e-4,1.16,1
UNC119,--,----,-+,0.9601041814268438,0.0021943747896121216,-,0.00439,2.3576591991650084,3.99532e-4,1.18,1
PCOLCE,++,--++,NA,0.9825964706728963,0.0022091663808024345,-,0.00442,2.3547415788478796,0.010827236872436578,1.19,1
ADAM12,-+,+-++,NA,0.9853880555458325,0.0022114668609604766,-,0.00442,2.354289568525415,0.004116908,1.19,1
TEX43,-+,NA,NA,0.9552319160375571,0.0022292286359367865,-,0.00446,2.350815391112159,0.0016849197325320064,1.2,1
IPMK,+-,++--,NA,0.002238511545634378,0.9982819770747073,+,0.00448,2.3490106656378327,0.003877364934843776,1.2,1
CPNE4,+-,-+--,+-,0.0022450059149062046,0.9955620658310074,+,0.00449,2.3477525147616025,0.005133614,1.21,1
TPST2,-+,--++,-+,0.9999277783866055,0.0022689545942569866,-,0.00454,2.3431441993549815,0.01917912,1.22,1
LRRC20,+-,---+,-+,0.462954461042268,0.002299220243539755,-,0.0046,2.3373894297728577,0.010940449,1.24,1
CEACAM4,++,NA,NA,0.6005668071781209,0.0023271367407381076,-,0.00465,2.3321481014948207,6.704937778527911e-4,1.25,1
LOC81691,NA,NA,-+,0.9955234100216785,0.0023562589551733926,-,0.00471,2.326746986207902,0.005608052,1.27,1
MDH2,+-,-+--,-+,0.7378772263816276,0.0023650715075194625,-,0.00473,2.3251257282466975,6.34e-5,1.27,1
C15orf27,-+,---+,-+,0.9921047074157411,0.0023794304347004107,-,0.00476,2.3224969920986487,0.005240275,1.28,1
PHF14,++,+++-,-+,0.5863529825751157,0.002384375741246992,-,0.00477,2.321595309688964,0.003709925,1.28,1
ENAH,++,++--,+-,0.0023859312742042743,0.9735753730226802,+,0.00477,2.321312074500318,0.031382116,1.28,1
CLEC14A,-+,+-++,++,0.9679601779410363,0.002389490681058715,-,0.00478,2.3206646632112293,0.002500655,1.29,1
NTAN1,-+,+-++,-+,0.9667005794728432,0.002396788644883167,-,0.00479,2.31934026584179,0.004131929,1.29,1
VPREB3,-+,NA,NA,0.9968358559624217,0.002400127475920712,-,0.0048,2.318735695699948,0.006885523362166615,1.29,1
ARSA,-+,+-++,-+,0.9971057989181784,0.0024142259866848925,-,0.00483,2.316192083986202,0.009580243,1.3,1
MED31,--,++--,--,0.0024156848604561607,0.8620049128603562,+,0.00483,2.3159297268255936,0.002847439,1.3,1
CHGA,-+,---+,--,0.6282035443733142,0.00246313504216217,-,0.00493,2.3074817815110746,6.68914e-4,1.33,1
KLF13,++,+-++,+-,0.002466339488893536,0.6664339966264541,+,0.00493,2.3069171478081327,0.005064607,1.33,1
ZNFX1,++,+-++,+-,0.0024947615776648568,0.7431963701564103,+,0.00499,2.3019409575638794,1.18352e-4,1.34,1
ABHD11,-+,--++,-+,0.9988026475747988,0.0025442640675010886,-,0.00509,2.2934078198805046,0.050367287,1.37,1
PPME1,+-,-+--,+-,0.0025500738439813244,0.9830810535391921,+,0.0051,2.2924172476003886,0.011558146,1.37,1
MFNG,-+,++++,NA,0.7961951563922014,0.002561165123491622,-,0.00512,2.2905324251219903,0.0031188105429773246,1.38,1
CORO7,++,+-+-,++,0.0026039921779694368,0.8711307881943784,+,0.00521,2.2833303289981646,9.32e-5,1.4,1
KCNQ4,++,--++,-+,0.713907718863762,0.002605377013236503,-,0.00521,2.283099427210664,0.008327434,1.4,1
CORO7-PAM16,--,+-+-,++,0.0026076770807533216,0.8853842069583804,+,0.00522,2.282716194396514,9.32e-5,1.4,1
HP1BP3,+-,+-++,+-,0.002625596774248823,0.9385936915581437,+,0.00525,2.2797419741914418,0.001349906,1.41,1
SYNPO2,++,+-+-,+-,0.002625805302378,0.7451547884782228,+,0.00525,2.279707483358499,0.00190618,1.41,1
TMEM33,+-,++--,+-,0.0026418075939461686,0.9996486815470313,+,0.00528,2.2770688201000198,0.011924821098349667,1.42,1
LATS2,++,+++-,NA,0.002653532868724466,0.8542085538994799,+,0.00531,2.275145532827651,6.73417e-4,1.43,1
NPAS4,--,---+,++,0.4779923637107821,0.0026609901663122992,-,0.00532,2.2739267347166843,2.11793e-4,1.43,1
OPN1SW,+-,NA,NA,0.002672144445152017,0.9993037981440217,+,0.00534,2.272110073722287,0.022305537024094917,1.44,1
STAT5B,+-,+-++,+-,0.002701788262821708,0.6820131738603531,+,0.0054,2.26731869365864,0.001571536,1.45,1
TRIB3,-+,NA,-+,0.9914510898480778,0.0027041138344106735,-,0.00541,2.266945034294302,0.023877903,1.45,1
THBS2,--,+++-,+-,0.0027483338928071966,0.7236934349138513,+,0.0055,2.259900510666513,0.005137547,1.48,1
CSF3,+-,NA,+-,0.002761819857971311,0.9948400253981611,+,0.00552,2.2577746563933427,0.010913483,1.49,1
CAMK2D,--,-+-+,-+,0.7263560504887971,0.0028266799656839394,-,0.00565,2.2476933635172824,0.003687453,1.52,1
MGAM2,+-,--+-,NA,0.002830871897828038,0.4769208513155204,+,0.00566,2.247049787152179,0.005425927562086598,1.52,1
PCDH17,+-,---+,--,0.0028499907922973876,0.8357394055229899,+,0.0057,2.244126547436595,0.001403492,1.53,1
EXTL3,+-,--++,+-,0.002851783220992279,0.7773114650169135,+,0.0057,2.2438534949040934,0.005214607,1.53,1
ZNF223,+-,-+-+,+-,0.002882802392765135,0.9815947083606162,+,0.00577,2.2391551304781467,0.002075936,1.55,1
SLC25A19,++,----,-+,0.6764408029439881,0.002912632898901437,-,0.00583,2.2346842536692395,1.74906e-4,1.57,1
UNC5B,-+,+++-,+-,0.002925311037148132,0.31723929738695167,+,0.00585,2.2327979545894485,0.005692603,1.57,1
CORIN,-+,-+-+,++,0.002986445169948619,0.4023604892835569,+,0.00597,2.2238154586690837,0.001144757,1.61,1
ARHGEF15,-+,+-++,NA,0.9767253772508961,0.0030205472374497393,-,0.00604,2.218884372413773,0.002213345420813612,1.63,1
SERP2,++,--++,-+,0.9945239933506725,0.0030785146393095967,-,0.00616,2.210628781196155,0.005734644,1.66,1
B3GNT6,-+,-++-,-+,0.8404044707760746,0.003083178075158587,-,0.00617,2.209971395332729,0.01994176,1.66,1
HIGD1C,-+,NA,NA,0.9992573271189411,0.0030843686604925162,-,0.00617,2.2098037226196245,0.02776366879302988,1.66,1
PILRB,-+,--++,++,0.7464447969796315,0.0030876358758732524,-,0.00618,2.2093439258922496,0.03231906206839695,1.66,1
TMSB10,++,--++,-+,0.987821304249925,0.0030962048289696646,-,0.00619,2.208140320687969,0.002721536,1.67,1
VCAN,+-,++--,++,0.0031118687953610663,0.8534248914504956,+,0.00622,2.2059487266391633,0.005469101,1.67,1
ABCA9,-+,--++,NA,0.994363078222184,0.0031330799700035805,-,0.00627,2.2029985242043835,0.011938245,1.69,1
GAS7,+-,--++,+-,0.003138513876115249,0.562520114608302,+,0.00628,2.2022459512259944,0.00802088,1.69,1
LPPR4,NA,NA,-+,0.9959007864366862,0.0031393912458153265,-,0.00628,2.2021245614265585,0.008207772,1.69,1
FGFR4,-+,NA,NA,0.9989997381231132,0.003169588239527413,-,0.00634,2.19796715754924,0.020560944655399958,1.71,1
SLC15A4,--,+---,++,0.003208803337021385,0.9331118157689743,+,0.00642,2.19262690371408,0.002951124,1.73,1
GCDH,-+,--++,+-,0.9047791675300701,0.0032219559919474693,-,0.00644,2.1908504001537814,1.25616e-4,1.73,1
PSMD12,+-,-+--,+-,0.0033067999763180486,0.9899254510918963,+,0.00661,2.1795620784905245,0.00177809,1.78,1
RPS16,++,-+-+,++,0.880987484823981,0.0033317522697730233,-,0.00666,2.1762973020785465,8.06086e-4,1.79,1
NDST1,+-,+-++,+-,0.0033703832656529873,0.7362603914829349,+,0.00674,2.171290714534759,0.003744195,1.81,1
C22orf39,-+,++-+,-+,0.9570628656588467,0.003418117198810054,-,0.00684,2.165183054809146,2.17228e-4,1.84,1
TMEM205,-+,-++-,--,0.09996341892562588,0.0034373338343796516,-,0.00687,2.1627482914049714,1.65075e-4,1.85,1
SNAI2,+-,-+--,NA,0.0034456292584626605,0.7418015520234433,+,0.00689,2.1617014577666005,0.0019101378994718194,1.85,1
ZNF20,-+,NA,-+,0.9983148973952429,0.0034654165564975085,-,0.00693,2.159214558370906,0.035304494,1.86,1
ZAP70,-+,NA,NA,0.9992159832888247,0.0034857446943597744,-,0.00697,2.1566744293334588,0.03876636988906533,1.88,1
CHAD,+-,+-++,-+,0.00349194838354634,0.3939624284925694,+,0.00698,2.1559021888061167,6.755943732043269e-4,1.88,1
RC3H1,--,+--+,+-,0.003535073272439198,0.9737906145241286,+,0.00707,2.1505715843682416,0.011223221,1.9,1
NKX3-2,-+,NA,NA,0.9977535664988347,0.0035398753881540463,-,0.00708,2.1499820302169006,0.013379909189744844,1.9,1
RPSA,-+,--++,NA,0.994650836240583,0.003561146984802067,-,0.00712,2.14738010497486,0.022535727,1.92,1
RPS19,++,--++,++,0.4236357634030623,0.003568479842921023,-,0.00714,2.1464867564118806,0.012581086,1.92,1
CITED2,--,---+,-+,0.9197234629753201,0.003576999881425469,-,0.00715,2.145451078583545,0.004697846,1.92,1
MGST2,-+,++++,--,0.6643244831213256,0.0035850549508410746,-,0.00717,2.1444741875221145,0.0043920318502799465,1.93,1
MLIP,-+,---+,-+,0.9552927614297467,0.0035948305356675926,-,0.00719,2.1432915822622216,0.003042416,1.93,1
DAAM2,-+,++++,+-,0.0037167316726206636,0.6634929317940111,+,0.00743,2.1288087957575406,2.27341e-4,2,1
CCDC68,-+,+--+,++,0.673627051109027,0.003766348083332909,-,0.00753,2.123049549599355,0.006668856,2.03,1
MARCH5,+-,++--,NA,0.0037737962179085083,0.9969301584871207,+,0.00755,2.12219155944174,0.006822181,2.03,1
LPGAT1,+-,++++,+-,0.003776963432131031,0.98245078838611,+,0.00755,2.1218272242478604,0.010453933,2.03,1
ZNF728,+-,-+--,NA,0.0037990034438879854,0.9815766790025919,+,0.0076,2.1193003170827276,0.016039519,2.04,1
ZSWIM7,-+,--++,NA,0.9999091379603942,0.003805344431272659,-,0.00761,2.1185760323670704,0.037068393,2.05,1
AOC3,-+,++++,NA,0.9827429963498017,0.0038444647961030213,-,0.00769,2.1141341159274627,0.013867209,2.07,1
RRN3,+-,-++-,--,0.00384525891331894,0.9542734681712983,+,0.00769,2.114044416807152,0.012800039591613892,2.07,1
NAALADL1,-+,NA,NA,0.9692963943807685,0.0038567876342340025,-,0.00771,2.112744278308835,0.003747923490938021,2.07,1
ABHD12,++,++--,++,0.0038812966436531384,0.9175574659095057,+,0.00776,2.109993167630963,0.0030647,2.09,1
PPM1A,+-,++-+,+-,0.0038838918606737298,0.9926476344122445,+,0.00777,2.1097028750069735,0.00319279,2.09,1
KCNG1,++,----,-+,0.690884042553932,0.003984130307020846,-,0.00797,2.0986364700927314,0.006733895,2.14,1
TPM1,++,-++-,-+,0.8728836662158572,0.004003735851343342,-,0.00801,2.096504587398919,0.004082678,2.15,1
ANP32E,+-,++--,+-,0.004108886556918851,0.9998086934069491,+,0.00822,2.0852458534329372,0.0255103,2.21,1
WWTR1,++,++++,++,0.004150706253942667,0.8323201931072115,+,0.0083,2.0808480049507128,2.1985e-4,2.23,1
ZNF385D,-+,+--+,--,0.7821777904673689,0.0041551538622824884,-,0.00831,2.080382894313827,6.28933e-4,2.24,1
SLC25A45,-+,+-++,NA,0.5105260675489021,0.004217680473321988,-,0.00844,2.0738963293425625,0.009713183661828516,2.27,1
TCAF1,+-,-++-,++,0.00422578472078519,0.8913421064876543,+,0.00845,2.0730626358403876,0.002346629,2.27,1
CKAP5,+-,++--,++,0.00423385947438051,0.9528858030073692,+,0.00847,2.0722335650394728,0.008377903,2.28,1
AP2S1,++,-+--,-+,0.7727398455021008,0.004246246489475337,-,0.00849,2.070964803504651,3.36049e-4,2.28,1
SIRPA,+-,---+,+-,0.00426317240673437,0.8527193923792573,+,0.00853,2.069237108053103,0.001439139,2.29,1
GBP3,-+,++++,NA,0.004263568508030706,0.6917231194948952,+,0.00853,2.069196758613823,0.002975392,2.29,1
