gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_Correction
RPS27A,--++,++--++++,----++,0.9927011076599388,5.5338252486477795e-5,-,1.1067650497295559e-4,0.005221038,0.029771979837725053,1
FBXL19,+-+-,----++++,+--+--,0.5987106821057934,5.589409615298014e-5,-,1.1178819230596028e-4,6.51407e-4,0.030071023730303317,1
PDE4C,+--+,----+-++,-++++-,0.10235645358153303,5.613392357049543e-5,-,1.1226784714099086e-4,3.73783e-4,0.030200050880926543,1
GUK1,--+-,-+--++++,-+---+,0.9103490971693793,5.616657449441272e-5,-,1.1233314898882544e-4,5.48489e-4,0.030217617077994044,1
MYL9,--+-,+---++++,+-+++-,0.9546822986557305,5.67136303455374e-5,-,1.134272606910748e-4,0.002376878350313861,0.030511933125899122,1
PILRA,---+,--+-++++,NA,0.9999866431615148,5.6881474185036295e-5,-,1.1376294837007259e-4,0.022261231236720986,0.030602233111549526,1
MCM6,+++-,+++++-++,++---+,5.760835843776728e-5,0.8439063733327065,+,1.1521671687553456e-4,0.010518411,0.0309932968395188,1
AGPAT5,-+++,++++----,-+-+++,5.773170581547324e-5,0.6134071166154523,+,1.1546341163094648e-4,0.011332655,0.031059657728724602,1
HHEX,--++,+++-+-++,NA,0.8812492450596883,5.863769314222597e-5,-,1.1727538628445194e-4,0.0014887201827733685,0.03154707891051757,1
TNFSF10,--++,++++++++,---++-,0.7697698954598565,5.901838391406502e-5,-,1.1803676782813004e-4,0.002371629,0.03175189054576698,1
QPRT,----,++++++++,---+-+,0.554814261896944,5.9307132128024775e-5,-,1.1861426425604955e-4,6.52847e-5,0.03190723708487733,1
PRRX1,++-+,++++----,+---+-,6.060346850111195e-5,0.65539899533328,+,1.212069370022239e-4,0.005571028,0.03260466605359823,1
RPL6,--+-,+++-++++,++--++,0.9609831343125136,6.282961699576419e-5,-,1.2565923399152838e-4,0.0033906498390738893,0.03380233394372113,1
RBBP4,-+++,+++++---,++++--,6.283767750454179e-5,0.9987211777785695,+,1.2567535500908358e-4,0.006441011,0.03380667049744348,1
ICMT,+++-,-+++-+--,+++---,6.33242700390677e-5,0.9901994285914746,+,1.266485400781354e-4,0.015164737,0.03406845728101843,1
MINOS1,--++,-++-++++,NA,0.9999696415478293,6.440316769657138e-5,-,1.2880633539314276e-4,0.009576649,0.0346489042207554,1
TMF1,-+--,+-++----,+++---,6.519023872089259e-5,0.9992274771865002,+,1.3038047744178517e-4,0.011129869,0.03507234843184021,1
RSBN1,-+++,-+-+----,+++++-,6.526716792717027e-5,0.6428355528543594,+,1.3053433585434053e-4,0.005439128,0.035113736344817605,1
TNK2,+-+-,----++++,++++--,0.3392517267123009,6.56433368906648e-5,-,1.312866737813296e-4,9.67811e-5,0.03531611524717766,1
ASXL3,-+-+,----+++-,+++--+,0.331282208550574,6.582268024102804e-5,-,1.3164536048205607e-4,0.002256491,0.03541260196967309,1
PTP4A3,+++-,+-+-++++,+++---,6.713656625303199e-5,0.3587133932148952,+,1.3427313250606398e-4,0.00220354,0.036119472644131206,1
RPLP2,--+-,--+-++++,NA,0.9780895323767587,6.727844294641326e-5,-,1.3455688589282652e-4,0.005080981,0.03619580230517033,1
SFPQ,----,----+---,+--+-+,0.8044524826274924,6.77786744563571e-5,-,1.355573489127142e-4,0.001122515,0.03646492685752012,1
ROGDI,--+-,++++-+++,----++,0.9773014159872415,6.862995195106401e-5,-,1.3725990390212801e-4,0.001490499,0.036922914149672435,1
KCNIP3,--+-,-----+++,--+---,0.18080200795823026,6.879906740754525e-5,-,1.375981348150905e-4,0.00229084,0.037013898265259346,1
SESTD1,-+--,++++----,++++++,6.968406227496819e-5,0.7234664000560245,+,1.3936812454993638e-4,0.007387462,0.037490025503932885,1
FRMD4A,---+,----+-++,+-++-+,0.5652941001428707,7.007595595322777e-5,-,1.4015191190645555e-4,0.001780324,0.03770086430283654,1
EHBP1L1,----,+-+-++++,NA,0.9920411903456715,7.202163362364546e-5,-,1.4404326724729092e-4,0.006129588,0.038747638889521256,1
C9orf16,+-+-,+---++++,++----,0.6336072388074392,7.292078526125168e-5,-,1.4584157052250336e-4,8.81537e-5,0.039231382470553404,1
DLGAP4,+-++,----++++,+++-+-,7.362674619326343e-5,0.028128340492981727,+,1.4725349238652686e-4,3.1161e-4,0.039611189451975726,1
PIGF,-+++,++++----,---+++,7.443973424704581e-5,0.07534421645182995,+,1.4887946849409162e-4,0.010831869,0.040048577024910645,1
INTS1,+-+-,----++++,+++---,0.2497855879793612,7.493650649668311e-5,-,1.4987301299336622e-4,1.36703e-4,0.04031584049521551,1
ZYX,+-+-,----++++,--+++-,0.9748350986474572,7.577217361892038e-5,-,1.5154434723784076e-4,4.33333e-4,0.040765429406979165,1
GNB1,+-++,----++++,----++,0.989002330360403,7.589424386095948e-5,-,1.5178848772191895e-4,0.009050843,0.0408311031971962,1
PTMA,----,+-++--++,---+++,0.8816472624434863,7.612896286138287e-5,-,1.5225792572276574e-4,0.001949906,0.040957382019423984,1
SPATS2L,--+-,----++++,NA,0.9998406065661128,7.653565897333972e-5,-,1.5307131794667944e-4,0.002620065,0.04117618452765677,1
RGL1,++-+,++++----,-+++--,7.671749253841247e-5,0.9969779215170615,+,1.5343498507682494e-4,0.005196308,0.04127401098566591,1
PRDM8,+-++,----++++,++-+--,0.02529677138436244,7.829475103683566e-5,-,1.5658950207367132e-4,9.30056e-4,0.042122576057817586,1
LRRC75B,+-+-,-++-++++,-++++-,0.2889416498383751,7.840137588015022e-5,-,1.5680275176030043e-4,0.004983861,0.04217994022352082,1
PPM1A,++++,-+++-+--,---+++,0.17014505862548174,7.861740939564424e-5,-,1.5723481879128848e-4,0.003844569,0.042296166254856604,1
TRIB1,----,--------,++++-+,0.043459963034665684,7.870278614721018e-5,-,1.5740557229442035e-4,0.001304623,0.04234209894719908,1
DDT,+-++,+-++++++,-+---+,0.215984024223268,7.920444015753067e-5,-,1.5840888031506134e-4,5.17889e-4,0.042611988804751505,1
PITRM1,++++,++++++++,-++---,7.993550594481755e-5,0.9998503112609702,+,1.598710118896351e-4,0.003733333,0.04300530219831184,1
EGR2,----,--------,+-----,0.11241860914455618,8.132524732650238e-5,-,1.6265049465300475e-4,3.649272842769828e-4,0.04375298306165828,1
MYBBP1A,+-+-,----++++,-++--+,0.49632996015609643,8.180229912503011e-5,-,1.6360459825006022e-4,9.25225e-4,0.044009636929266203,1
YOD1,-+++,++++----,++-+++,8.236370004618726e-5,0.5520227726826529,+,1.6472740009237452e-4,0.006846365,0.04431167062484875,1
ANKRD24,+-+-,----++++,++-+--,0.3817781063789923,8.260334846866787e-5,-,1.6520669693733574e-4,0.002183442,0.044440601476143315,1
ZNF615,+++-,++++----,-+---+,8.280707520746868e-5,0.9808527648999518,+,1.6561415041493736e-4,0.014341461,0.04455020646161815,1
DPEP2,--++,++---+++,NA,0.9626760450749654,8.380304733566666e-5,-,1.6760609467133332e-4,0.007092015934311431,0.045086039466588665,1
DOCK10,----,+++++---,---+++,0.09689334746781586,8.400328064045664e-5,-,1.6800656128091327e-4,0.0011969377038520182,0.04519376498456567,1
KLHL5,-+-+,+++-----,---+++,0.5487718647984452,8.449912128930109e-5,-,1.6899824257860218e-4,0.008627247,0.04546052725364399,1
AGA,----,++++++-+,------,0.20261593966408153,8.49133653533831e-5,-,1.698267307067662e-4,2.84925e-4,0.04568339056012011,1
ANAPC5,---+,+++-----,---+++,0.25604518385087593,8.619976295270705e-5,-,1.723995259054141e-4,0.007747191,0.046375472468556396,1
CDK17,-+-+,++++----,++--++,8.665798329831522e-5,0.49735847670208166,+,1.7331596659663043e-4,0.003428266,0.046621995014493586,1
ARHGEF3,++++,-+-++-+-,+++---,8.784565672849928e-5,0.8254103099790282,+,1.7569131345699857e-4,0.006276124,0.04726096331993261,1
SST,----,+---++++,-----+,0.9570205002205088,8.816325910970943e-5,-,1.7632651821941885e-4,0.0033051588650170544,0.04743183340102367,1
HAP1,+++-,----++--,++---+,8.841326784422986e-5,0.7036026981160222,+,1.7682653568845973e-4,5.094659661746408e-4,0.047566338100195664,1
CDK10,+---,----+-++,+++---,8.949203637013327e-5,0.12082335666459307,+,1.7898407274026653e-4,0.00687397,0.048146715567131695,1
UGT8,-+--,++++---+,---+++,0.01322204932661358,8.961334753119352e-5,-,1.7922669506238704e-4,1.0200605864689112e-4,0.048211980971782115,1
ZNF367,-+--,-+++----,+-+-+-,9.034239791955219e-5,0.8399755784514367,+,1.8068479583910438e-4,0.002865121,0.04860421008071908,1
PLEKHG5,+-+-,----++++,+++---,0.1377292494039477,9.062902991796438e-5,-,1.8125805983592875e-4,0.005666393,0.048758418095864835,1
EBF1,--+-,-++-++++,NA,0.9999212573800126,9.420862941052754e-5,-,1.8841725882105508e-4,0.013760638930338024,0.050684242622863813,1
RGS11,+---,----++++,--+-++,0.8745210664154693,9.461848312518306e-5,-,1.892369662503661e-4,0.015461985,0.050904743921348486,1
TMEM98,----,++++---+,---++-,0.00394648811214776,9.470118830592146e-5,-,1.8940237661184292e-4,0.004186474627537884,0.05094923930858575,1
HK2,-+--,++++----,NA,9.56460507939811e-5,0.9994755652111567,+,1.912921015879622e-4,0.0031564839996182834,0.05145757532716183,1
MIS12,++-+,++++----,----++,9.661151231044381e-5,0.19903307225299385,+,1.9322302462088762e-4,0.005850567,0.05197699362301877,1
NTRK3,++++,----+++-,+++---,9.681182366383838e-5,0.3051122269647036,+,1.9362364732767676e-4,0.003217697,0.052084761131145046,1
GSS,+++-,+++++---,-++---,9.70899021737437e-5,0.9934387580829875,+,1.941798043474874e-4,0.009128348360584345,0.052234367369474115,1
GIMAP1,--+-,++++++++,NA,0.808945796379883,9.757230258788497e-5,-,1.9514460517576994e-4,0.002590756808104264,0.05249389879228211,1
SP3,-+++,++++----,+++--+,9.773017895879661e-5,0.968100319548451,+,1.9546035791759322e-4,0.016073408,0.05257883627983258,1
CYR61,+-+-,--------,++-+++,0.5377906232033756,9.786588712479505e-5,-,1.957317742495901e-4,9.6745e-4,0.052651847273139735,1
CKB,+-+-,++--++++,-++-+-,0.6656968135355952,9.816422212081602e-5,-,1.9632844424163204e-4,1.82118e-5,0.05281235150099902,1
EGR1,----,--------,++----,0.05884989796384648,9.817010907422127e-5,-,1.9634021814844254e-4,0.002214409,0.052815518681931045,1
MARCH7,++-+,++---+--,NA,9.940676045950948e-5,0.9932999792796301,+,1.9881352091901896e-4,0.001315912,0.0534808371272161,1
ERMP1,-+--,++++----,+--+++,9.964641008814224e-5,0.12735306759783702,+,1.9929282017628448e-4,0.006184434,0.05360976862742052,1
NDUFB9,--+-,++++++++,NA,0.9178966266564855,1.0008898870555216e-4,-,2.0017797741110431e-4,0.001398063,0.05384787592358706,1
GTF3C3,+++-,+++-----,+-----,1.0039858696099947e-4,0.45314151942724623,+,2.0079717392199894e-4,0.010024995,0.054014439785017715,1
PTPN13,-+-+,+++++---,+-+-+-,1.0071772911197424e-4,0.9756345519913683,+,2.0143545822394848e-4,0.003121536,0.05418613826224214,1
CLCN3,-++-,++++----,---+-+,1.0247978115721169e-4,0.02009615793959914,+,2.0495956231442338e-4,8.88109e-4,0.05513412226257989,1
CAV1,--++,-+++++-+,+--+--,0.9946820052229891,1.0363173813098161e-4,-,2.0726347626196323e-4,0.006259699943083739,0.05575387511446811,1
HLA-DOB,--++,NA,NA,0.9998542826792773,1.0424990525483474e-4,-,2.0849981050966948e-4,8.739610401742689e-4,0.05608644902710109,1
AMACR,++++,++++-+--,NA,1.05524542935896e-4,0.9290581549013415,+,2.11049085871792e-4,0.003676632,0.05677220409951205,1
SECISBP2L,-+--,++++----,NA,1.0565369006943779e-4,0.844281081372612,+,2.1130738013887558e-4,0.011828947,0.056841685257357534,1
TBKBP1,+-+-,----++++,---+-+,0.9855728346998786,1.0830072655061561e-4,-,2.1660145310123123e-4,0.001220055,0.0582657908842312,1
C15orf41,++-+,+++--+--,+++--+,1.0931107363087344e-4,0.999776816290708,+,2.1862214726174687e-4,0.006865356,0.058809357613409906,1
SCUBE1,-+--,-------+,NA,0.6751466433743082,1.0998898070581441e-4,-,2.1997796141162883e-4,3.81305e-4,0.05917407161972815,1
CADM1,++-+,++------,+-+---,1.1008759807805955e-4,0.9794749229507544,+,2.201751961561191e-4,0.010877791,0.059227127765996035,1
UBXN11,+-++,----++++,NA,0.8940125506226643,1.1017775793807733e-4,-,2.2035551587615466e-4,0.01775839838905882,0.05927563377068561,1
FOXL2,--++,NA,NA,0.999212534288713,1.1072047939283195e-4,-,2.214409587856639e-4,0.0023274191562202475,0.059567617913343585,1
RPL14,+-+-,+-+-++++,-++-+-,0.10846317302014809,1.1152838607872698e-4,-,2.2305677215745396e-4,0.001688182,0.06000227171035512,1
ALCAM,-+--,++++----,---+++,1.1183703298141771e-4,0.001431391315985802,+,2.2367406596283541e-4,6.600838066980823e-4,0.06016832374400272,1
ZNF678,++-+,++++----,NA,1.1192841750633045e-4,0.9999725927170039,+,2.238568350126609e-4,0.0120766571870975,0.060217488618405784,1
FUT8,-+--,-++----+,---+++,0.4391327611056443,1.1395650494713766e-4,-,2.279130098942753e-4,0.001759456294704613,0.06130859966156006,1
TMEM33,++++,-+++----,+--+++,1.149625049790219e-4,0.2275082474292771,+,2.299250099580438e-4,0.001588586,0.06184982767871378,1
AGAP3,+-+-,----++++,NA,0.7886203022507752,1.1647853755988e-4,-,2.3295707511976e-4,0.001262594,0.06266545320721544,1
PRKAA1,++++,++++----,-+--+-,1.1669093568234741e-4,0.6233122281336229,+,2.3338187136469482e-4,0.002669007,0.0627797233971029,1
GPR3,+---,------+-,NA,0.6145636371043711,1.1701226242575276e-4,-,2.340245248515055e-4,0.001015085,0.06295259718505498,1
ASPHD1,+-+-,+---++++,+-+--+,0.8232242104372065,1.1869422076494524e-4,-,2.3738844152989047e-4,0.00678247,0.06385749077154054,1
LSR,--+-,+-++++++,NA,0.8431156387090524,1.1895333829745393e-4,-,2.3790667659490786e-4,0.0016818394424748776,0.06399689600403022,1
TMEM30A,++++,++++----,++--++,1.1961809872071688e-4,0.22059552212401248,+,2.3923619744143377e-4,0.007608574,0.06435453711174569,1
HLA-DRB5,++++,++++----,NA,1.2073309365454091e-4,0.783118183573556,+,2.4146618730908181e-4,0.001867568,0.06495440438614301,1
TMEM56,++++,-+-+-+--,++++-+,1.2160797824219115e-4,0.9811832611126408,+,2.432159564843823e-4,0.023446908890581722,0.06542509229429884,1
TRIM59,-+--,++++----,NA,1.2181763842282497e-4,0.14583650865596515,+,2.4363527684564994e-4,0.004708426872757775,0.06553788947147983,1
FAM57B,+-+-,-----+++,NA,0.6445637868635266,1.2578519471728993e-4,-,2.5157038943457986e-4,0.001581969,0.06767243475790198,1
NUFIP2,-+-+,-+++----,+-++-+,1.27868829210118e-4,0.7342096583759035,+,2.55737658420236e-4,0.006423197,0.06879343011504348,1
ADGRE2,++--,++++---+,NA,1.2941872946883355e-4,0.9931890407932318,+,2.588374589376671e-4,0.010520218,0.06962727645423245,1
EXOC7,++++,-+--++++,+++--+,1.2975580125311887e-4,0.024523298680680962,+,2.5951160250623775e-4,7.08895e-4,0.06980862107417796,1
JKAMP,+++-,++++-+--,NA,1.3057679938227354e-4,0.9951033508043431,+,2.611535987645471e-4,0.001120276,0.07025031806766316,1
ASUN,-+--,++++----,NA,1.3231499934139736e-4,0.8717653700174095,+,2.646299986827947e-4,0.008160615,0.07118546964567178,1
INO80E,----,+-+-++++,NA,0.9750191717873857,1.3239388334981134e-4,-,2.647877666996227e-4,0.003972043,0.0712279092421985,1
ZNF780A,-+-+,++++----,NA,1.324569405212316e-4,0.9150351031839802,+,2.649138810424632e-4,0.023402314,0.0712618340004226,1
AURKAIP1,+-+-,--+-++++,-++++-,0.8986247081723341,1.3377734866550312e-4,-,2.6755469733100623e-4,1.71864e-4,0.07197221358204067,1
FBXL3,++++,++++----,+-+--+,1.3543128550099005e-4,0.9829487600122246,+,2.708625710019801e-4,0.001923596,0.07286203159953264,1
TMC6,----,++++---+,---+-+,0.11783047441968751,1.3961008022745223e-4,-,2.7922016045490446e-4,0.005869944,0.0751102231623693,1
RAB3GAP1,++++,++++--+-,+++---,1.4031531725526076e-4,0.999917950188963,+,2.806306345105215e-4,0.007154085,0.07548964068333029,1
TNC,++--,-++++--+,NA,1.404061156857236e-4,0.9736442712131661,+,2.808122313714472e-4,0.001667914097392927,0.0755384902389193,1
MPPE1,++++,+++-----,-++---,1.4059993602376453e-4,0.9922288755863196,+,2.8119987204752907e-4,0.003013764,0.07564276558078532,1
SMARCD1,++++,--+-++--,++++--,1.4238114878374638e-4,0.8964941238282744,+,2.8476229756749276e-4,0.003095131,0.07660105804565555,1
HOXD1,----,NA,---+-+,0.8819259082129145,1.429846117989534e-4,-,2.859692235979068e-4,0.006104775,0.07692572114783693,1
LINGO2,++++,-+--+++-,+++--+,1.4427771362447223e-4,0.7257440355910817,+,2.8855542724894447e-4,1.42322e-4,0.07762140992996606,1
CHST10,+++-,-+++-++-,++++--,1.456401675808126e-4,0.8767232227802758,+,2.912803351616252e-4,6.14e-5,0.07835441015847719,1
NEUROD6,+---,-+----+-,----+-,0.8397908408228063,1.4708742080129738e-4,-,2.9417484160259476e-4,2.46816e-4,0.079133032391098,1
SLC12A2,-+--,++++----,---+++,0.06858998817319215,1.4712609630514962e-4,-,2.9425219261029924e-4,5.34363e-4,0.0791538398121705,1
RPS15,--+-,+-++++++,-+----,0.1796893749984303,1.4723725706729368e-4,-,2.9447451413458736e-4,2.56133e-4,0.079213644302204,1
CNDP1,-+--,++++---+,---++-,0.0016054195663213692,1.4755928588050011e-4,-,2.9511857176100023e-4,0.008086068,0.07938689580370906,1
FBXO9,--+-,-++--++-,----++,0.9388354010701621,1.4804360942405242e-4,-,2.9608721884810484e-4,9.29213e-4,0.0796474618701402,1
ASPA,----,++++---+,---+++,0.18456421154365493,1.4918523023371998e-4,-,2.9837046046743995e-4,0.005592516426115587,0.08026165386574134,1
SMIM5,----,-+++---+,NA,1.4986553112271469e-4,0.6021276007872269,+,2.9973106224542937e-4,0.006367172,0.0806276557440205,1
ASPH,+++-,++++----,--++++,1.498863107142251e-4,0.3841279654818934,+,2.997726214284502e-4,0.008416954,0.0806388351642531,1
FAM171B,-+-+,++++----,NA,1.503235851422748e-4,0.8552405628978459,+,3.006471702845496e-4,0.009590907,0.08087408880654384,1
TOMM34,+++-,++++++++,++++--,1.5078141643383973e-4,0.9305757470790228,+,3.0156283286767946e-4,0.0024112383560317653,0.08112040204140578,1
VPS35,++++,++++-+-+,-++--+,1.5134456312285342e-4,0.7666522006667418,+,3.0268912624570684e-4,1.95494e-4,0.08142337496009514,1
AIP,+-+-,+++-++++,-+++--,0.873319355457653,1.5447684068159347e-4,-,3.0895368136318695e-4,8.51329e-4,0.08310854028669729,1
SNX13,-+++,++++----,--++++,0.00015528155960773068,0.02224048537931612,+,3.1056311921546137e-4,0.005744538,0.0835414790689591,1
FRYL,-+--,++++----,---+++,0.004903228389465808,1.5708896237473331e-4,-,3.1417792474946663e-4,0.004728130897409928,0.08451386175760653,1
ERP44,-++-,-+------,NA,1.588936387121641e-4,0.9332950539404357,+,3.177872774243282e-4,7.58422e-4,0.08548477762714428,1
CCDC103,+++-,NA,NA,1.609773897931496e-4,0.9821814695658089,+,3.219547795862992e-4,0.004062170867761208,0.0866058357087145,1
NDUFB7,----,++++++++,++----,0.07141509223877887,1.6419568874081027e-4,-,3.2839137748162054e-4,7.87668e-5,0.08833728054255592,1
HCFC2,-+-+,++++----,+-++-+,1.645704115929833e-4,0.25139238856184776,+,3.291408231859666e-4,0.005652478,0.08853888143702501,1
PPP1R9B,+-+-,+---++++,+----+,0.6845704209076624,1.6508115574109596e-4,-,3.3016231148219193e-4,0.002292779,0.08881366178870963,1
CCDC167,+-+-,----++++,-+----,0.9226358720377876,1.6567495962041827e-4,-,3.3134991924083654e-4,1.14607e-4,0.08913312827578503,1
CASQ1,++++,----++++,++--++,0.5824160022675758,1.6622931673500042e-4,-,3.3245863347000084e-4,0.003184041,0.08943137240343023,1
TIGD4,++++,+++++---,NA,1.6623758966239185e-4,0.8717559943347118,+,3.324751793247837e-4,0.007979596,0.08943582323836681,1
ITIH5,--+-,+++-++++,----++,0.9985430260793534,1.6711260505928286e-4,-,3.3422521011856573e-4,0.008163561944948572,0.08990658152189418,1
ARL16,+---,----++++,+--+++,0.988986592498066,1.7004420253003303e-4,-,3.4008840506006606e-4,0.005667264,0.09148378096115777,1
KMT2D,-+--,----+-++,-++++-,1.7186635749746786e-4,0.04530036223122536,+,3.4373271499493573e-4,0.014195859,0.09246410033363771,1
KMT2D,-+--,----+-++,+++---,1.7186635749746786e-4,0.04530036223122536,+,3.4373271499493573e-4,0.014195859,0.09246410033363771,1
FIG4,++++,+++++++-,+++---,1.7250186161927035e-4,0.998043612117237,+,3.450037232385407e-4,3.96231e-4,0.09280600155116744,1
ZBTB38,-+++,++++----,-+--++,1.7337128259955564e-4,0.5381832637870947,+,3.467425651991113e-4,0.005973955,0.09327375003856093,1
BCAM,--+-,----+++-,NA,0.9971642551728076,1.7346908574942442e-4,-,3.4693817149884885e-4,7.310047236850101e-4,0.09332636813319034,1
LST1,----,+-++++++,----++,0.767486274563476,1.7419550689029366e-4,-,3.483910137805873e-4,0.003058614,0.09371718270697799,1
DDA1,+-++,+-+-++++,-+---+,0.5313513548384838,1.752151968538579e-4,-,3.504303937077158e-4,9.74717e-5,0.09426577590737555,1
BRD2,+++-,----++++,+-++-+,0.11252494183658408,0.00017562052803063923,-,3.5124105606127847e-4,2.1607e-4,0.09448384408048391,1
SPTAN1,++++,-+--++++,++++--,1.7949042349359051e-4,0.2694285516282368,+,3.5898084698718103e-4,0.002189232,0.0965658478395517,1
ZNF680,++++,++++----,-++-++,1.7992856783606603e-4,0.8832476328444673,+,3.5985713567213205e-4,0.003373585,0.09680156949580353,1
