gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p
COX4I2,-+,NA,NA,0.9999429614419347,5.703855806525211e-5,-,1.14e-4,0.0017328605021389005,0.0307,1
CHST6,++,+++-,+-,7.387577175795012e-5,0.9685313003105085,+,1.48e-4,2.58333e-4,0.0397,1
ENHO,-+,---+,NA,0.9985977580622881,9.713058319192147e-5,-,1.94e-4,0.0032484891364441023,0.0523,1
REXO4,-+,--++,-+,0.9974499932530384,1.1913893951501728e-4,-,2.38e-4,0.00127912,0.0641,1
USHBP1,-+,+-++,NA,0.9681593520610252,1.7589943539584818e-4,-,3.52e-4,5.07620858896974e-4,0.0946,1
BCAM,-+,--++,NA,0.9991324498162323,2.1913403285174623e-4,-,4.38e-4,7.310047236850101e-4,0.118,1
SELE,+-,NA,NA,2.2815423226100844e-4,0.9998859228838695,+,4.56e-4,0.003438083148316652,0.123,1
MTRNR2L2,-+,NA,NA,0.9998859228838695,2.851927903262606e-4,-,5.7e-4,0.006100964225848988,0.153,1
GALNT15,++,+++-,-+,2.972527892495939e-4,0.9007229010550133,+,5.95e-4,2.81e-5,0.16,1
GALNT15,++,+++-,++,2.972527892495939e-4,0.9007229010550133,+,5.95e-4,2.81e-5,0.16,1
GALNT15,++,+++-,+-,2.972527892495939e-4,0.9007229010550133,+,5.95e-4,2.81e-5,0.16,1
FBLN5,+-,-++-,++,3.345877196519389e-4,0.9680023164302349,+,6.69e-4,8.41479e-4,0.18,1
ISY1-RAB43,+-,+-++,++,3.3522365414822766e-4,0.7156265932186672,+,6.7e-4,0.002089667276589625,0.18,1
NPFFR1,+-,-+--,NA,3.538093005923882e-4,0.9559736755907344,+,7.08e-4,0.0020832439481307035,0.19,1
SLC13A4,-+,--+-,NA,0.8264957770640828,4.522295323295235e-4,-,9.04e-4,1.26386e-4,0.243,1
RPH3AL,-+,+-++,NA,0.948857144137171,4.545746784982426e-4,-,9.09e-4,6.508400741202351e-4,0.245,1
TBX2,-+,+-++,NA,0.9929290737867432,5.004651477241871e-4,-,0.001,0.015074619208082474,0.269,1
NUFIP2,+-,++--,+-,5.196403418295666e-4,0.9999467485482938,+,0.00104,0.013799632794198182,0.28,1
ZNF708,--,++--,+-,5.768017294122641e-4,0.9809200524604558,+,0.00115,1.147e-4,0.31,1
CDO1,--,--+-,-+,0.6854593657888228,6.127017021254844e-4,-,0.00123,6.13e-5,0.33,1
TNF,+-,NA,NA,6.274241387177732e-4,0.9881359799224275,+,0.00125,0.0027757855713231995,0.338,1
CCDC144A,-+,++--,NA,6.582882996287065e-4,0.6036903293223647,+,0.00132,0.001349185,0.354,1
TIE1,-+,++++,NA,0.6367873636178616,7.11682434257566e-4,-,0.00142,0.002398653419051088,0.383,1
SMG7,+-,+-++,+-,7.312775353406533e-4,0.7744512334253434,+,0.00146,3.32022e-4,0.393,1
OR51E1,-+,NA,NA,0.999771845767739,7.415012548482775e-4,-,0.00148,0.005956076524072994,0.399,1
NRG4,-+,--++,NA,0.9983804834350963,7.573889302312171e-4,-,0.00151,0.003636789,0.407,1
CCBE1,-+,++--,+-,7.915684486555272e-4,0.5208078585175213,+,0.00158,2.96795e-4,0.426,1
OPN1SW,+-,NA,NA,7.985398129135296e-4,0.9997148072096738,+,0.0016,0.022305537024094917,0.43,1
IPMK,+-,++--,NA,8.239506559048303e-4,0.9982576030910317,+,0.00165,0.003877364934843776,0.443,1
SPHAR,-+,NA,NA,0.9998288843258042,8.555783709787816e-4,-,0.00171,0.010101116740885182,0.46,1
DDX23,+-,+++-,+-,8.626290651713559e-4,0.9819689356270547,+,0.00173,3.35e-5,0.464,1
CDK11A,-+,--++,NA,0.9994342167946653,8.74509149462314e-4,-,0.00175,0.007131600333936872,0.47,1
ALS2CL,-+,++++,NA,0.6340018822475996,8.775408731590284e-4,-,0.00176,7.092032401843758e-4,0.472,1
CD79B,-+,NA,NA,0.8532397900981064,9.126169290440338e-4,-,0.00183,4.7147967022066376e-4,0.491,1
ADAMTS17,--,--++,NA,0.9730033264341427,9.284316782250732e-4,-,0.0018600000000000001,0.005394062,0.499,1
WBSCR27,++,--++,NA,0.8539551550958087,9.665552930397838e-4,-,0.00193,0.010620272,0.52,1
HLA-DOB,-+,NA,NA,0.95134610997034,9.696554871092859e-4,-,0.00194,8.739610401742689e-4,0.522,1
ACOT11,-+,+++-,-+,0.9508519408305103,9.915118135550695e-4,-,0.00198,4.77996e-4,0.533,1
GCDH,-+,--++,+-,0.9236613438015824,0.001069334431060065,-,0.00214,1.25616e-4,0.575,1
ISG15,-+,--++,-+,0.9929261292410327,0.0010826139180285714,-,0.00217,0.011852393,0.582,1
ZNF236,++,--++,-+,0.8891443986271304,0.0011146674303495717,-,0.00223,0.001233989,0.6,1
ZNF138,+-,+++-,NA,0.001119974892861601,0.9915249970325176,+,0.00224,0.007583355,0.603,1
HK2,++,++--,NA,0.001144586430624876,0.8987159991560576,+,0.00229,0.001113167,0.616,1
CHAD,+-,+-++,-+,0.0011972287518008293,0.43893050886453194,+,0.00239,6.755943732043269e-4,0.644,1
TCF25,++,+-++,-+,0.9701314517987351,0.0012050349370693032,-,0.00241,3.10861e-4,0.648,1
RHCG,-+,--++,NA,0.999727598939369,0.0012063786048162784,-,0.00241,0.019026442,0.649,1
PRRX1,++,++--,+-,0.0012110056808728356,0.9913105814947601,+,0.00242,0.011591752,0.652,1
PHLDB2,-+,+-++,NA,0.9979787094724509,0.0012350587262780581,-,0.00247,0.02233184,0.664,1
KRBA2,++,+++-,+-,0.0012819123978024304,0.9593967072227831,+,0.00256,6.9e-5,0.69,1
SNAI2,+-,-+--,NA,0.001303293646755231,0.7524948259896977,+,0.00261,0.0019101378994718194,0.701,1
CCM2L,-+,--++,+-,0.9610026439091175,0.0013275852137129027,-,0.00266,0.0015444009438538085,0.714,1
ZNF728,+-,-+--,NA,0.00134263343693254,0.9817418769515631,+,0.00269,0.016039519,0.722,1
LSP1,++,---+,NA,0.9444979951256585,0.0013510445704570375,-,0.0027,0.004623823,0.727,1
DDX55,-+,++++,-+,0.9588823749726039,0.0013610961929916188,-,0.00272,1.07752e-4,0.732,1
NPAS4,--,---+,++,0.5491322694463889,0.0014040184173013859,-,0.00281,2.11793e-4,0.755,1
ST6GALNAC1,-+,++++,NA,0.906641973635882,0.001412529223791492,-,0.00283,0.015975231,0.76,1
ART5,-+,NA,NA,0.8272302076203514,0.0014259639516313028,-,0.00285,7.425945297457628e-4,0.767,1
RPS26,-+,-+++,--,0.9876937288229461,0.0014632821110123855,-,0.00293,0.0022078621270659442,0.787,1
ITIH5,-+,+-++,-+,0.9904186375035027,0.0014828124976477598,-,0.00297,0.02252397,0.798,1
KLK2,++,++--,NA,0.0014842522309627564,0.6816742915828922,+,0.00297,0.001113167,0.799,1
SST,-+,----,--,0.5335551163596212,0.001489164061758493,-,0.00298,3.35674e-4,0.801,1
EGFL8,-+,-+++,NA,0.986823474911605,0.00149437898108939,-,0.00299,0.010767683,0.804,1
TMCO2,-+,NA,NA,0.9997148072096738,0.001540041067761807,-,0.00308,0.019629442768117088,0.829,1
MGAM2,+-,--+-,NA,0.0015542346320210683,0.4957541951640291,+,0.00311,0.005425927562086598,0.836,1
GJD3,--,+-++,-+,0.9378419613084144,0.001570591887301875,-,0.00314,0.007817516,0.845,1
CLEC14A,-+,+-++,++,0.9717391540964357,0.001572186085554315,-,0.00314,0.002500655,0.846,1
TMEM33,+-,++--,+-,0.0016100077569483953,0.9987926690375044,+,0.00322,0.011924821098349667,0.866,1
ADAM12,-+,+-++,NA,0.9740135925373024,0.0016403076380668428,-,0.00328,0.004116908,0.882,1
TEX43,-+,NA,NA,0.9385124344056582,0.001654118183892311,-,0.00331,0.0016849197325320064,0.89,1
ELMO1,+-,+-++,+-,0.0016627511331423414,0.7353668396166341,+,0.00333,2.79026e-4,0.895,1
OR52B6,+-,NA,NA,0.0017681953000228154,0.9805498516997491,+,0.00354,0.007726954774983776,0.951,1
CEACAM4,++,NA,NA,0.5756901665525895,0.0017681953000228154,-,0.00354,6.704937778527911e-4,0.951,1
PITRM1,+-,+++-,+-,0.0017861590823907514,0.9952393646642559,+,0.00357,0.007315918,0.961,1
AQP1,+-,++--,++,0.0017943968303139317,0.9960360620429487,+,0.00359,0.012965398,0.965,1
LATS2,++,+++-,NA,0.0018749787077549135,0.8295151070929001,+,0.00375,6.73417e-4,1.01,1
VPREB3,-+,NA,NA,0.9963495322838238,0.0018822724161533196,-,0.00376,0.006885523362166615,1.01,1
C8orf44-SGK3,+-,+--+,NA,0.0018857602991241877,0.848364250335909,+,0.00377,5.510731252920803e-4,1.01,1
SLC27A2,+-,--+-,-+,0.0018955533205990633,0.7837555781003902,+,0.00379,0.003169608443358047,1.02,1
PCOLCE,++,--++,NA,0.972157220937135,0.0019116385624582985,-,0.00382,0.010827236872436578,1.03,1
ABCA9,-+,--++,NA,0.9899182707904992,0.002006815501564733,-,0.00401,0.011938245,1.08,1
KCNC4,-+,--++,-+,0.9998268969316031,0.0020167357675529175,-,0.00403,0.001577154,1.09,1
NR2F2,-+,++++,--,0.8676447258314458,0.002080718501526854,-,0.00416,0.006387810283065876,1.12,1
FAM107B,-+,+++-,+-,0.00208305237646268,0.4355029518478017,+,0.00417,0.002048876,1.12,1
FAM163A,+-,---+,NA,0.0020869013081353163,0.6746053692309262,+,0.00417,0.009317060512717676,1.12,1
IFIT1B,+-,NA,NA,0.002110426648414328,0.9834017796030117,+,0.00422,0.010476244408348163,1.14,1
BST2,-+,++++,++,0.9415835610307324,0.0021319568122211705,-,0.00426,0.0017470142768680709,1.15,1
OLFML2A,-+,--++,++,0.8788623671891584,0.0021345492936359184,-,0.00427,4.050295480158358e-4,1.15,1
NKX2-1,-+,+-++,-+,0.9997892613239717,0.0021741601697784813,-,0.00435,0.010872378,1.17,1
MFNG,-+,++++,NA,0.7854023450898593,0.0021881104649567537,-,0.00438,0.0031188105429773246,1.18,1
COX4I1,++,--++,-+,0.9563667286325543,0.002272000133856694,-,0.00454,3.78652e-4,1.22,1
MGST2,-+,++++,--,0.7673604748321344,0.00229946199967127,-,0.0046,0.0043920318502799465,1.24,1
ABHD11,-+,--++,-+,0.9971508629229422,0.002362522823404255,-,0.00473,0.050367287,1.27,1
RPL29,++,--++,-+,0.9528167028879416,0.0023873108081875548,-,0.00477,0.02237681383236284,1.28,1
EPX,+-,NA,NA,0.0023956194387405884,0.986881131644992,+,0.00479,0.012391475293862537,1.29,1
PCDHB8,+-,++++,NA,0.00239769258742277,0.6601747340140143,+,0.0048,0.017158491,1.29,1
RNF139,+-,-+--,--,0.0023977907785301205,0.9363572587985356,+,0.0048,0.005257022,1.29,1
GJC1,-+,+-++,++,0.24557417335991752,0.002420860652591983,-,0.00484,0.003109925,1.3,1
KIAA1429,+-,++--,+-,0.002484652564535104,0.998554766491437,+,0.00497,0.001028652,1.34,1
RRN3,+-,-++-,--,0.0025059193100363153,0.9621457499716692,+,0.00501,0.012800039591613892,1.35,1
CXCL3,+-,NA,NA,0.0025096965548710927,0.9980606890257814,+,0.00502,0.024167561512078,1.35,1
GBP3,-+,++++,NA,0.0025447587574859223,0.6905220900969334,+,0.00509,0.002975392,1.37,1
HIGD1C,-+,NA,NA,0.999315537303217,0.002623773671001597,-,0.00525,0.02776366879302988,1.41,1
YOD1,+-,++--,+-,0.0026312731965485205,0.9997970200237462,+,0.00526,0.036290860706728705,1.42,1
PANX2,++,+--+,-+,0.8073472927637785,0.002689918745578072,-,0.00538,2.36049e-4,1.45,1
UHMK1,+-,-+--,--,0.00278491403326991,0.676208002427521,+,0.00557,0.011061838,1.5,1
FGFR4,-+,NA,NA,0.9989733059548255,0.0027948893451973534,-,0.00559,0.020560944655399958,1.5,1
ZNF615,+-,+++-,+-,0.0028249787482246824,0.998548198920338,+,0.00565,0.010071255,1.52,1
CCAR2,+-,+-++,--,0.002889198181928964,0.6711672410109557,+,0.00578,1.18352e-4,1.55,1
CCAR2,+-,+-++,+-,0.002889198181928964,0.6711672410109557,+,0.00578,1.18352e-4,1.55,1
ARHGEF15,-+,+-++,NA,0.9604338639635589,0.0029301187683538417,-,0.00586,0.002213345420813612,1.58,1
PILRB,-+,--++,++,0.8566770907784155,0.0029395403101337885,-,0.00588,0.03231906206839695,1.58,1
SMARCD1,+-,+-++,++,0.0029567924986562957,0.508714166310182,+,0.00591,0.001623408,1.59,1
C15orf27,-+,---+,-+,0.9852589410083626,0.0029874234644573575,-,0.00597,0.005240275,1.61,1
MVP,++,+++-,+-,0.0029958647673872683,0.6181302372635398,+,0.00599,5.81e-5,1.61,1
ANGPTL7,+-,NA,NA,0.003023043577458362,0.9745608031028976,+,0.00605,0.011294479482549918,1.63,1
ACOX1,+-,-+--,++,0.0030475780052837973,0.9672350609528697,+,0.0061,0.001661704,1.64,1
RPSA,-+,--++,NA,0.9904727583933907,0.0030648449115411257,-,0.00613,0.022535727,1.65,1
ZAP70,-+,NA,NA,0.9992014601870864,0.003080082135523614,-,0.00616,0.03876636988906533,1.66,1
CD38,+-,++--,NA,0.0031114048065839658,0.9712773746407031,+,0.00622,0.008502587,1.67,1
NKX3-2,-+,NA,NA,0.9976614191193247,0.0031941592516541184,-,0.00639,0.013379909189744844,1.72,1
MARCH5,+-,++--,NA,0.00324124848226497,0.9917020364800676,+,0.00648,0.006822181,1.74,1
PIEZO2,-+,++++,+-,0.0032450136821132263,0.664518174202271,+,0.00649,0.00352397,1.75,1
KANK2,-+,+-++,++,0.32453064357758277,0.0033374554234645256,-,0.00667,0.002394195,1.8,1
MSX1,-+,--+-,++,0.9675482042705119,0.0033860596080743308,-,0.00677,0.003069663,1.82,1
KIF12,++,--++,NA,0.794406587144613,0.0034329357811623148,-,0.00687,0.006282339,1.85,1
SLC19A2,+-,----,--,0.0034505690495701606,0.7355441830028915,+,0.0069,0.002849020813737122,1.86,1
MATR3,+-,-++-,+-,0.0034959742275460118,0.9389225458471245,+,0.00699,0.001736423,1.88,1
ZC3H12C,+-,-+--,NA,0.003519916437265627,0.7744582941240016,+,0.00704,0.00560833539605875,1.89,1
KAT8,++,--+-,-+,0.9559116487844719,0.003534428658119712,-,0.00707,0.001452809,1.9,1
TRPM4,-+,+-++,--,0.8941339322604918,0.0035440402567222607,-,0.00709,0.005714607,1.91,1
RAB40C,++,--+-,-+,0.8389284648637378,0.0036324388224597457,-,0.00726,0.003071629,1.95,1
AOC3,-+,++++,NA,0.9725879456435106,0.0036742075042438915,-,0.00735,0.013867209,1.98,1
INAFM2,NA,----,NA,0.0037050490374137303,0.22150381402106792,+,0.00741,0.006520394,1.99,1
NAALADL1,-+,NA,NA,0.958361852612366,0.003707506274241387,-,0.00742,0.003747923490938021,1.99,1
PTGS2,--,----,NA,0.5025900667638263,0.0037379491704687593,-,0.00748,2.67881e-4,2.01,1
ZSWIM7,-+,--++,NA,0.9998325854159361,0.003746275363205257,-,0.00749,0.037068393,2.02,1
BAG4,+-,-+--,+-,0.0038549314191800525,0.9891513363168727,+,0.00771,0.007504307,2.07,1
KCNAB3,-+,+--+,NA,0.8216189789325925,0.0038927843906260053,-,0.00779,0.03002116428407633,2.09,1
COX5A,++,-+-+,-+,0.8752471710362024,0.003977093559058917,-,0.00795,1.04682e-4,2.14,1
MYL9,-+,+-++,++,0.9039280891323143,0.004003823985978813,-,0.00801,0.002376878350313861,2.15,1
SLC25A45,-+,+-++,NA,0.5106303001693736,0.004046595559545061,-,0.00809,0.009713183661828516,2.18,1
ZFP1,--,-+--,NA,0.00404665912205804,0.6419306032693172,+,0.00809,0.0024753968202982403,2.18,1
ZBED6CL,--,--++,NA,0.41332477179871885,0.004139558192190867,-,0.00828,0.033530171,2.23,1
CENPV,-+,--++,NA,0.9647031182819256,0.004144372360558811,-,0.00829,0.016842287,2.23,1
AQP4,+-,++--,+-,0.00428961029507387,0.9894025698563053,+,0.00858,0.003551867,2.31,1
MED31,--,++--,--,0.004310234923455083,0.8657600250707482,+,0.00862,0.002847439,2.32,1
PDE6H,-+,NA,NA,0.9988592288386949,0.004334930412959161,-,0.00867,0.03750247928182855,2.33,1
BHLHE41,+-,++-+,NA,0.0043897945948748445,0.9350029993964841,+,0.00878,0.005542234,2.36,1
TSGA10,-+,++++,NA,0.038137971742704654,0.004407341803171035,-,0.00881,1.63682e-4,2.37,1
KMO,-+,---+,NA,0.9430876083083253,0.004421365779765145,-,0.00884,0.013332938,2.38,1
ARL5B,+-,----,NA,0.004428547745130353,0.5080136608055303,+,0.00886,0.011660212872246976,2.38,1
ADGRA3,--,++--,+-,0.00443118368534122,0.9654256900067197,+,0.00886,1.32303e-4,2.38,1
MARCH2,-+,---+,NA,0.9543546729250183,0.004449237125013772,-,0.0089,0.0018842413362750632,2.39,1
FAM110D,-+,-+++,NA,0.9314488400810748,0.004520099054069061,-,0.00904,0.0043216731171896346,2.43,1
FIGNL1,+-,--+-,--,0.004536539887860909,0.3633743512867992,+,0.00907,0.009286944863492208,2.44,1
FUOM,++,+-++,NA,0.8970147703889341,0.004614988177542301,-,0.00923,0.0011428162466805953,2.48,1
IFI27,-+,+-++,++,0.9791081410038377,0.00465810558321142,-,0.00932,0.0015733365889031613,2.51,1
IMPAD1,+-,-+--,--,0.00467945218038475,0.9880293535203368,+,0.00936,0.01865276259506051,2.52,1
PDE4C,-+,--+-,+-,0.5871492920305207,0.004745634843684155,-,0.00949,0.00293972,2.55,1
CUX2,-+,---+,+-,0.8449557519440456,0.004833715976907735,-,0.00967,0.030477431,2.6,1
NR4A1,--,----,+-,0.4055334729575426,0.004842871176035542,-,0.00969,7.75511e-5,2.61,1
EBF3,-+,NA,NA,0.9987451517225645,0.0048482774355464294,-,0.0097,0.042439847528844075,2.61,1
TAC3,-+,----,--,0.889701273116603,0.004957684508440547,-,0.00992,0.001057116,2.67,1
LRRC4,+-,---+,--,0.7727100545922224,0.004968364787067344,-,0.00994,0.00586899,2.67,1
TPH1,-+,-+++,NA,0.9909829930615089,0.004987398702452295,-,0.00997,0.013918254,2.68,1
MTTP,+-,+++-,NA,0.00501695371479025,0.9512916557851488,+,0.01,0.006819702,2.7,1
PDZD9,-+,++++,NA,0.5591662976833189,0.0050188000187378345,-,0.01,0.001992335,2.7,1
RMI2,+-,----,-+,0.005057423092644322,0.871284363811583,+,0.0101,0.0017826370937681266,2.72,1
GFAP,++,+++-,+-,0.0050614286940316305,0.9238141133564652,+,0.0101,0.004480618,2.72,1
HOXD8,-+,NA,NA,0.9966917636322153,0.005076431667807438,-,0.0102,0.019830387503456195,2.73,1
CCNT1,+-,-+--,+-,0.005083342523900479,0.9996576723266005,+,0.0102,0.037304401,2.73,1
TTC13,+-,-++-,--,0.00523279225360701,0.4957952370080309,+,0.0105,0.015967322,2.82,1
UNC5C,--,++--,NA,0.005242213450972558,0.9639566780025285,+,0.0105,0.019370888,2.82,1
TTF1,++,+-++,-+,0.9912337152940072,0.005272709388455355,-,0.0105,0.010872378,2.84,1
RPLP2,++,--++,NA,0.7842823359754185,0.005311527958777798,-,0.0106,0.033820246,2.86,1
MYO1C,-+,+-++,++,0.2506243119329522,0.005338890153344286,-,0.0107,0.002695037,2.87,1
PPAP2C,-+,++++,--,0.12920343648313173,0.005409643549802662,-,0.0108,4.55243e-4,2.91,1
APOC4,-+,NA,NA,0.9949806068902578,0.0054757015742642025,-,0.011,0.017486424292179746,2.95,1
TPSB2,-+,NA,NA,0.9544832306639288,0.005589778690394707,-,0.0112,0.006228541983341123,3.01,1
CORT,-+,+--+,-+,0.980605978464561,0.005599024674558468,-,0.0112,0.001221536,3.01,1
CCDC68,-+,+--+,++,0.7664104738803825,0.005639442503319654,-,0.0113,0.006668856,3.03,1
LUM,--,--+-,NA,0.845918850378075,0.005641245892659636,-,0.0113,0.006869709216111024,3.03,1
ADAMTS15,-+,--++,NA,0.9981926629570291,0.005642696451247044,-,0.0113,0.021887535,3.04,1
PYGO1,+-,-+--,NA,0.0057370698069490154,0.9675160330202728,+,0.0115,0.010609802826174485,3.09,1
PTGDR2,-+,+-++,NA,0.9943798006591406,0.005777978781608205,-,0.0116,0.013951018700120974,3.11,1
LRRC20,+-,---+,-+,0.5332183608285657,0.0057843845252346735,-,0.0116,0.010940449,3.11,1
GIMAP1,-+,++++,NA,0.7596410116602293,0.005820947610127485,-,0.0116,0.002590756808104264,3.13,1
TNPO1,+-,++--,+-,0.00585052812386709,0.9928447108045093,+,0.0117,0.001880431,3.15,1
TSPYL6,--,--++,NA,0.8169157321371237,0.005863416193653259,-,0.0117,0.005750884,3.15,1
GRAP,-+,+-++,NA,0.9676312087499128,0.00588491757666788,-,0.0118,0.004069021806724267,3.17,1
CAV1,-+,+-++,++,0.9392265592438799,0.0058988137800513015,-,0.0118,0.020816517346652838,3.17,1
MUC16,+-,NA,NA,0.00593201003878622,0.9806639288158795,+,0.0119,0.017412785006189743,3.19,1
GFRA4,-+,NA,NA,0.9939539128450833,0.00593201003878622,-,0.0119,0.017237184880234707,3.19,1
GUF1,+-,-+--,-+,0.005952484028310041,0.519061110769223,+,0.0119,0.012553861,3.2,1
CSRP1,-+,++-+,+-,0.005991118872867972,0.8358020784843264,+,0.012,0.001552809,3.22,1
EBF1,-+,-+++,NA,0.9974966725078516,0.005997987792970837,-,0.012,0.01639654385265603,3.23,1
RCVRN,-+,--++,NA,0.9880193093157141,0.006025664356911374,-,0.0121,0.008681864823430472,3.24,1
OR8S1,-+,++++,NA,0.9227836979661612,0.006037297483008292,-,0.0121,0.002488946,3.25,1
DBX2,++,++-+,NA,0.006045190443464351,0.8362412465875699,+,0.0121,0.010488328,3.25,1
AFAP1L1,-+,+-++,NA,0.9497052419555783,0.006065632827850659,-,0.0121,0.032682893,3.26,1
RAB26,-+,--+-,-+,0.9908262088544363,0.006089842616323994,-,0.0122,4.21161e-4,3.28,1
SLC7A14,+-,-+--,--,0.006091812709853482,0.8548050012576136,+,0.0122,0.07801108970726725,3.28,1
OSBPL11,+-,+++-,--,0.0060919734839851745,0.9576814117847678,+,0.0122,0.016168218816687636,3.28,1
NR2F1,-+,--++,++,0.9939037297492427,0.006102999006002656,-,0.0122,0.004436142,3.28,1
ANTXRL,-+,NA,NA,0.9904175222450377,0.006103125712981976,-,0.0122,0.013913209506767664,3.28,1
SLC5A4,-+,--++,NA,0.9885872634581601,0.006125462980824334,-,0.0123,0.00147793,3.3,1
FEM1C,--,-+--,+-,0.006135194125965416,0.9853602432136982,+,0.0123,0.001948502,3.3,1
LASP1,+-,--++,--,0.6734037552611771,0.006196099441118503,-,0.0124,8.14e-5,3.33,1
COX8A,++,-+++,-+,0.8020801544326146,0.006198345775539889,-,0.0124,4.8661e-4,3.33,1
IPO13,--,++++,+-,0.006202110336565067,0.9647302606497434,+,0.0124,9.11049e-4,3.34,1
TMEM150B,-+,NA,NA,0.9865959388546658,0.00621720282911248,-,0.0124,0.01202514463403208,3.34,1
XRRA1,--,--+-,NA,0.6407283536369677,0.006237827848347608,-,0.0125,0.01397586,3.36,1
C5orf34,+-,+++-,--,0.006326318138199929,0.8575974296012618,+,0.0127,0.02887733434006942,3.4,1
HIGD1B,-+,---+,++,0.8709010185342624,0.0063343903438583,-,0.0127,0.0065347419128563445,3.41,1
MKLN1,+-,-+--,+-,0.006341198512837305,0.9938303503501267,+,0.0127,0.015179213,3.41,1
CRYGD,-+,NA,-+,0.9819343936795416,0.006353868624682725,-,0.0127,0.01350824,3.42,1
NDUFA4L2,-+,+-++,+-,0.9408063048372926,0.006365819992074113,-,0.0127,0.0018437250615655862,3.42,1
SMIM24,-+,---+,NA,0.9749407127105568,0.006372498368569234,-,0.0127,0.004240653623446402,3.43,1
TPST2,-+,--++,-+,0.9997878550092926,0.00637747542263245,-,0.0128,0.01917912,3.43,1
CHURC1,++,++-+,--,0.006394512516052138,0.8955817600329432,+,0.0128,0.004305976,3.44,1
TRPV6,-+,++++,+-,0.006433870454534329,0.3669231189973474,+,0.0129,0.005795014,3.46,1
SORT1,--,+++-,+-,0.006461178389620461,0.9835221965219247,+,0.0129,0.032358614,3.48,1
TNFAIP8L2-SCNM1,-+,-++-,--,0.8784959878706785,0.006504473809058879,-,0.013,0.002148675980102305,3.5,1
SCNM1,-+,-++-,--,0.8784959878706785,0.006504473809058879,-,0.013,0.002148675980102305,3.5,1
TRIB3,-+,NA,-+,0.9861887505959291,0.006527312500347833,-,0.0131,0.023877903,3.51,1
EPT1,+-,-+--,NA,0.006528989415199503,0.994987722764838,+,0.0131,0.03714845687636511,3.51,1
PREX1,--,++++,+-,0.0065378430921250435,0.80738015946781,+,0.0131,2.83521e-4,3.52,1
SLC9A3R2,-+,+-++,--,0.9446712617193959,0.006572610221836174,-,0.0131,0.015404996251878782,3.54,1
PHF14,++,+++-,-+,0.5679672860098489,0.006636164107162623,-,0.0133,0.003709925,3.57,1
SYNGR4,-+,NA,NA,0.9360597764088524,0.006673511293634497,-,0.0133,0.005985723054944983,3.59,1
ZNF107,+-,++--,NA,0.006704794741280901,0.969866986291452,+,0.0134,0.018993749716439027,3.61,1
HPSE2,-+,++++,NA,0.7296277443520736,0.0067074117395287255,-,0.0134,0.0013810861694304119,3.61,1
TDRKH,+-,++--,NA,0.006726607845313795,0.9981969574333401,+,0.0135,0.021713819288088018,3.62,1
SIN3A,+-,+-+-,+-,0.006754317040395236,0.9920108338586504,+,0.0135,0.012896255,3.63,1
PTHLH,-+,--++,--,0.941360375604986,0.006777859210160472,-,0.0136,0.00653612,3.65,1
ZNF737,+-,++--,NA,0.006844941689058734,0.9994506421215241,+,0.0137,0.03342729699690027,3.68,1
COL3A1,-+,--+-,NA,0.9898951666680301,0.006870841684943017,-,0.0137,0.05563969884188497,3.7,1
KRTAP10-11,-+,NA,NA,0.9385694729637235,0.0069016655258955055,-,0.0138,0.006169588069482373,3.71,1
HS3ST1,-+,---+,-+,0.9936523140666622,0.006905496539171644,-,0.0138,0.023546297511502265,3.72,1
C11orf42,+-,NA,NA,0.006958704083960757,0.8000798539812913,+,0.0139,0.0066953756772166395,3.74,1
XRCC4,+-,+++-,NA,0.006963004752030831,0.9417174437407254,+,0.0139,0.009210104,3.75,1
CYP7B1,+-,++--,NA,0.006984685488252617,0.9977064226222502,+,0.014,0.037544775,3.76,1
PCDH17,+-,---+,--,0.006992503756153133,0.8588086434199856,+,0.014,0.001403492,3.76,1
CCDC70,+-,NA,NA,0.00701574264202601,0.9960643394934976,+,0.014,0.03528922150952216,3.77,1
VWA5A,+-,-+++,NA,0.007151922745401143,0.2078071085064906,+,0.0143,0.008487259020118987,3.85,1
PTCHD4,-+,--++,NA,0.997713231294307,0.007171822637663171,-,0.0143,0.014927062,3.86,1
IFNA2,-+,NA,NA,0.9414784394250514,0.007186858316221766,-,0.0144,0.006691636533539762,3.87,1
CPNE4,+-,-+--,+-,0.007208011688663785,0.9888417273028223,+,0.0144,0.005133614,3.88,1
ADAMTS13,-+,--++,NA,0.9997110766559796,0.00722885416754717,-,0.0145,0.047656591,3.89,1
PPIF,++,++--,+-,0.007292526747942511,0.8835395633109074,+,0.0146,0.007678372,3.92,1
HUS1B,-+,++++,NA,0.8262375626369715,0.0072955594790973305,-,0.0146,0.001233468,3.93,1
PRSS44,-+,NA,NA,0.9701688341318732,0.00730093543235227,-,0.0146,0.009539291574530278,3.93,1
CRYBG3,+-,NA,NA,0.007357973990417523,0.9927561031257129,+,0.0147,0.027653141420158206,3.96,1
PLEKHA2,+-,+++-,+-,0.007360927069443432,0.9937571936323866,+,0.0147,0.076874438,3.96,1
MRPS12,-+,++++,--,0.6299586560317109,0.007398079435949615,-,0.0148,8.02e-5,3.98,1
