gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p
KATNAL2,----,+-------,NA,0.9974833199839327,0.02182329836921784,-,0.0436,0.040797750972085926,11.7,1
MOG,----,++++---+,---+++,0.4007199611820952,0.021872968986408992,-,0.0437,0.005836049,11.8,1
CACNG1,+-++,NA,--+-++,0.02191073024967885,0.9557760355564826,+,0.0438,0.026515855226375038,11.8,1
SLIT2,-+++,++-+++++,+++---,0.02194020070393048,0.961381352289831,+,0.0439,0.002379775,11.8,1
ZFP14,----,+++-----,-++--+,0.8420134718876379,0.02195804375181347,-,0.0439,1.79024e-4,11.8,1
RIN2,----,-++-----,------,0.9990977999881054,0.021990309888247288,-,0.044,0.008280056,11.8,1
BATF2,++++,+--+++++,NA,0.02199978261344246,0.9813928039507029,+,0.044,0.01494156,11.8,1
ZNF331,++--,--------,-+++-+,0.7344330395642769,0.022014983300013627,-,0.044,0.001591073,11.8,1
DEAF1,+-++,++--++++,-+---+,0.022086901469549777,0.5123333386848568,+,0.0442,0.001223482,11.9,1
SPTLC1,++++,++++----,----++,0.5798187765522315,0.02208948996289186,-,0.0442,0.001247492,11.9,1
C14orf119,-++-,++++++++,-----+,0.0220921422913517,0.22925151618112516,+,0.0442,0.005437918,11.9,1
NKD1,----,-----+-+,NA,0.9693520213422724,0.02215466962049502,-,0.0443,0.04175795297208052,11.9,1
CRIPT,----,----+--+,---+-+,0.9351831328483371,0.022173407774800744,-,0.0443,0.0027713872232930396,11.9,1
PRSS38,++++,NA,NA,0.02218799908738307,0.9037189139858545,+,0.0444,0.032778762100818655,11.9,1
ATP2B4,++++,---++---,++++-+,0.022200770692710075,0.9277185816983429,+,0.0444,0.006337266,11.9,1
ABHD16A,+-+-,--+-+-+-,-+----,0.8508481887684224,0.022204017507657825,-,0.0444,0.00225412,11.9,1
NFKBID,----,--------,NA,0.9946672701438837,0.02221398746737713,-,0.0444,0.060719742,12,1
PPIL6,++-+,++++++--,NA,0.02230448735169372,0.9638366337445529,+,0.0446,0.010226476,12,1
EIF4B,-+++,++++++++,+-++++,0.02232094175507134,0.9827849898746903,+,0.0446,0.019628813,12,1
IPO4,+++-,-++-++++,++-+--,0.022332861992923912,0.7823169958713813,+,0.0447,4.99604e-4,12,1
TUFT1,++++,++++--++,+-++-+,0.022341794299307664,0.9813523061135755,+,0.0447,0.01470541230507525,12,1
ALAS1,+++-,-+++-+++,-+---+,0.022363913705487064,0.6180566878631059,+,0.0447,0.002269006,12,1
SOD1,+-+-,++++++++,-+---+,0.02236621669609864,0.9675228988744407,+,0.0447,0.004808796,12,1
CPXM2,----,+++++---,NA,0.9571932570518278,0.022367527626792085,-,0.0447,0.04704948714423189,12,1
FDX1L,+-+-,NA,++---+,0.8648208014436687,0.022434317975684813,-,0.0449,0.001898221,12.1,1
FOLH1,----,++++---+,---+++,0.3163571323723525,0.022502520349483485,-,0.045,0.002446161,12.1,1
POLR2K,+++-,+++-++++,++---+,0.02255706258443235,0.8896520497190967,+,0.0451,0.008126685,12.1,1
PRKAB2,++++,++++--++,+--+++,0.022581690552291252,0.9930802128319907,+,0.0452,0.00237706,12.1,1
RDM1,---+,NA,NA,0.022587268993839837,0.7107004334930414,+,0.0452,0.021285023823545118,12.2,1
GCGR,+---,NA,NA,0.9880219028062971,0.022587268993839837,-,0.0452,0.09662385571242946,12.2,1
SOX17,--++,++++++++,NA,0.02260597926121191,0.7957277062750363,+,0.0452,0.00124281,12.2,1
SLC9A2,-+++,+++-++++,NA,0.02263384564767825,0.9980627741732121,+,0.0453,0.02637412,12.2,1
SQLE,-+--,++++----,---+-+,0.27363048262404854,0.02263608854434964,-,0.0453,5.82e-5,12.2,1
SLC13A2,++++,NA,NA,0.022644307551905087,0.9867100159707962,+,0.0453,0.097734998356656,12.2,1
LUZP6,++++,NA,NA,0.02270134610997034,0.9887634040611454,+,0.0454,0.11495117094795083,12.2,1
YY1AP1,+++-,--------,++++-+,0.02273594939505363,0.1855306766740325,+,0.0455,0.012945037,12.2,1
PSMA1,+++-,-+++++++,++-+-+,0.022766711196689063,0.9447332014795238,+,0.0455,0.004157388,12.2,1
PTK2B,++++,---+++++,-++-+-,0.02285258115936346,0.7764713679287039,+,0.0457,0.004077341,12.3,1
ARHGEF25,+-++,+---++++,NA,0.02287868062707901,0.8823751543938393,+,0.0458,0.00242952,12.3,1
ATM,-+-+,+++++---,-+++++,0.02291130590527499,0.07524534509509806,+,0.0458,0.001474719,12.3,1
BID,+++-,-++--+++,---+++,0.022914463092060286,0.38346311082225654,+,0.0458,0.00572028064960576,12.3,1
MMAB,++--,++++++++,-+----,0.022942647419678778,0.31867856926139365,+,0.0459,0.004268914,12.3,1
UNC5B,----,--++----,---+++,0.530499873889082,0.02294561278584971,-,0.0459,0.001716854,12.3,1
OR10W1,++++,NA,NA,0.022986538900296602,0.8482203969883642,+,0.046,0.027823876630454658,12.4,1
AK9,----,+++++--+,NA,0.710449180374913,0.02298959324310833,-,0.046,0.021052462819293936,12.4,1
SEC24D,++-+,------+-,NA,0.9101431455633507,0.022991472956921114,-,0.046,0.025471058,12.4,1
MESP2,+++-,NA,+++++-,0.023002245279781397,0.8440333013670727,+,0.046,0.03953260739694983,12.4,1
C2CD4D,----,NA,NA,0.9860255532740132,0.02304357745836185,-,0.0461,0.07616704365663718,12.4,1
OR11A1,+--+,NA,NA,0.02304357745836185,0.8511864020077572,+,0.0461,0.028138415971774727,12.4,1
MANEA,-+-+,++++----,---+-+,0.17516041736889862,0.023072600413243185,-,0.0461,7.71466e-4,12.4,1
MICAL2,++++,-----+++,--+---,0.8458138306080984,0.023083290334697436,-,0.0462,0.002482678,12.4,1
SPATA13,-+--,++++----,--++-+,0.8984900481770408,0.023139924282648265,-,0.0463,0.002496723,12.4,1
ASCL2,+-++,NA,NA,0.023157654574492356,0.9836869723933379,+,0.0463,0.08568922303328673,12.5,1
XKR9,++-+,++++++-+,NA,0.02318062085960711,0.9855728147242773,+,0.0464,3.36587e-4,12.5,1
NFIC,--+-,-----+++,--+---,0.9936183153055833,0.0231987993928764,-,0.0464,0.008100859,12.5,1
THAP5,-+++,++++----,NA,0.02324241104808252,0.35505167943114174,+,0.0465,0.008161931,12.5,1
MYO1D,-+--,-++----+,NA,0.9731599265561863,0.0232790234868237,-,0.0466,0.073318055807849,12.5,1
CEP78,----,+++-----,NA,0.8470839349081476,0.023291724874631457,-,0.0466,0.008329126,12.5,1
SLFN5,-+--,++++----,NA,0.7832296756028382,0.023295755272049547,-,0.0466,0.013905282,12.5,1
NPHS2,--+-,NA,NA,0.023328770248688114,0.7744125028519279,+,0.0467,0.02405085345973527,12.6,1
BEST1,-+--,++++++-+,--++--,0.6819305771845163,0.023331121349065294,-,0.0467,0.010850655,12.6,1
ZNF584,+++-,+++++-+-,-----+,0.023356785612686417,0.7031067531683628,+,0.0467,0.002895041200725492,12.6,1
RAI14,-+--,+-+-+---,---++-,0.9217282133499518,0.023388566595720795,-,0.0468,0.008691292,12.6,1
C20orf197,NA,++++-++-,NA,0.023392662549945514,0.9389756629131856,+,0.0468,0.007231844,12.6,1
PDE8A,----,++++---+,---+--,0.9535159333364511,0.023394887115727826,-,0.0468,0.024867228,12.6,1
NDUFS6,+-+-,++++++++,-++--+,0.023407532852271037,0.8336384327286066,+,0.0468,0.002055551,12.6,1
ACSL3,++++,++-+----,++++++,0.02344905702927229,0.9309316887320613,+,0.0469,0.003556242,12.6,1
CORO1A,+-+-,------+-,------,0.9829068783644179,0.02347572713483821,-,0.047,0.014885356,12.6,1
INHA,++++,--+-+---,NA,0.02350822389998828,0.7742659193939052,+,0.047,0.05382087790377799,12.6,1
TMED5,-+++,++++----,-+----,0.22242476108170314,0.02351602106763406,-,0.047,8.06631e-4,12.7,1
PHLDB2,--++,----++++,NA,0.8305571785038333,0.02354881788317561,-,0.0471,0.001950897,12.7,1
IFNA2,---+,NA,NA,0.8222678530686744,0.02355692448094912,-,0.0471,0.013938598658913497,12.7,1
ANKRD37,++++,-+-+----,++---+,0.06737807660901679,0.023597515512788277,-,0.0472,6.06648e-4,12.7,1
NXPH3,--+-,--+---+-,---+--,0.9954722421389859,0.023633452773492918,-,0.0473,0.010806267,12.7,1
PCDHA13,----,----++-+,NA,0.9887806550476185,0.02363743789122629,-,0.0473,0.0598209139065676,12.7,1
ZNF880,++++,++++++++,NA,0.023653135461906553,0.9983294727236112,+,0.0473,0.022158621,12.7,1
HELZ,-+++,--------,+-+---,0.7163776823340788,0.023710624595523217,-,0.0474,0.013256811,12.8,1
SLC37A2,----,--+-+-+-,NA,0.9258226537888558,0.023733924860079105,-,0.0475,0.03154413125369566,12.8,1
ANGPT1,----,++++++-+,NA,0.5310069180183746,0.023787970277429835,-,0.0476,0.014392849,12.8,1
ARHGAP24,++++,+-+-----,NA,0.023816429470648787,0.7573473198715982,+,0.0476,0.0505303749463204,12.8,1
JPH3,+-++,----++++,+++-++,0.023844959021665606,0.9361167705450057,+,0.0477,0.010283052,12.8,1
OLFM4,++++,++-++++-,NA,0.024017540724057557,0.9864932094633412,+,0.048,0.04493066573233237,12.9,1
ADGRE3,++++,NA,NA,0.024127310061601643,0.9563084645220169,+,0.0483,0.05081212710527462,13,1
MARCH4,--+-,----+++-,NA,0.9626086068826105,0.024190591022405714,-,0.0484,0.001438913,13,1
MRPL4,+-+-,++-+++++,+-----,0.024254821589004022,0.334040281727124,+,0.0485,4.65164e-4,13,1
RPL10A,--+-,+++-++++,------,0.02432503006793644,0.6291033054102737,+,0.0487,2.61478e-4,13.1,1
RINL,--+-,++++++++,NA,0.024342394871215974,0.4082372180186378,+,0.0487,0.001930082,13.1,1
CXCL6,++++,NA,NA,0.02435546429386265,0.9847136664385124,+,0.0487,0.09248121808534264,13.1,1
VDAC3,+++-,++++-+--,-+-+++,0.02437780466948467,0.7838290333634047,+,0.0488,0.009214063,13.1,1
GATC,-+++,--------,+++--+,0.024411684539522083,0.5751860021968691,+,0.0488,0.025597097,13.1,1
CHTOP,-+--,+-+-++-+,-----+,0.9514993563803033,0.024429205419433754,-,0.0489,0.023568165,13.1,1
PCSK6,-+--,++++---+,NA,0.7006952334253248,0.024447592744536544,-,0.0489,0.030707056,13.2,1
WNT2B,++++,++++++++,NA,0.024465104856231403,0.9911277635391033,+,0.0489,0.047122869227574346,13.2,1
TRMT13,---+,++++----,---+++,0.9070212086118029,0.024478384834188807,-,0.049,0.009999251,13.2,1
KIAA1958,-+--,--+-----,+----+,0.996970440796279,0.024522908582003455,-,0.049,0.021426601,13.2,1
AGXT2,++++,NA,NA,0.024526579968058407,0.971252566735113,+,0.0491,0.0629331927482804,13.2,1
ANKRD36C,----,+---+---,NA,0.990306500351364,0.02455179154302555,-,0.0491,0.055471164,13.2,1
PSD3,++++,++-++-+-,++-+-+,0.024599937845775136,0.9639646714500933,+,0.0492,0.033598689,13.2,1
SCGB1A1,-+++,NA,NA,0.024640657084188913,0.9757586128222678,+,0.0493,0.06957123563868475,13.3,1
SLC45A3,-+--,++++----,--++++,0.21357478312299916,0.024705886758554178,-,0.0494,0.001768539,13.3,1
FGFR1,--+-,--------,NA,0.9014201155611821,0.024722865907211438,-,0.0494,0.012991019,13.3,1
TREH,-+--,NA,NA,0.9281314168377823,0.024754734200319414,-,0.0495,0.024283826176141842,13.3,1
CARNS1,----,++++---+,NA,0.4695672020217067,0.02476733620615889,-,0.0495,0.014874134,13.3,1
NPVF,++++,NA,NA,0.024811772758384667,0.6651266255989049,+,0.0496,0.02145179730908117,13.3,1
SLC41A3,++++,-+--++++,++---+,0.024820509244911228,0.9118714415822196,+,0.0496,0.016960959,13.4,1
ACSL5,++++,++++++--,+-+-+-,0.024844320490021637,0.9789150218116763,+,0.0497,0.00805516,13.4,1
RNF185,++++,++++-+--,++++++,0.024849322950291464,0.9977648435362731,+,0.0497,0.044444288,13.4,1
ZBED6CL,--+-,----+-++,NA,0.8881203287009625,0.024856041339584866,-,0.0497,0.008629982,13.4,1
MYEOV2,--+-,++++++++,++--++,0.024870482102834324,0.8191162224107211,+,0.0497,2.72445e-4,13.4,1
KIF26B,----,----+++-,NA,0.8954997004401569,0.024876358244995272,-,0.0498,0.010458195,13.4,1
ERI3,+++-,-++-++++,NA,0.02487987116518361,0.9185451729122271,+,0.0498,0.009823872,13.4,1
FKBP8,+-+-,+++--+++,+-++--,0.024884591112966422,0.8332942546585694,+,0.0498,4.35437e-6,13.4,1
ATOH7,+---,------++,------,0.9948497832771015,0.024909447137238673,-,0.0498,0.030035581,13.4,1
STK17A,-+++,+++-----,NA,0.7226122682389893,0.02493012680106937,-,0.0499,0.002774788,13.4,1
YIPF3,+++-,++++-+++,-++++-,0.025009115771891046,0.9897942507529383,+,0.05,0.029699149200476456,13.5,1
ANGEL2,-+-+,+++-+---,+-+-++,0.02506702373421362,0.7828194671972546,+,0.0501,0.011634363,13.5,1
FNBP1L,-+-+,--------,--++++,0.6248562169091373,0.025075807808995588,-,0.0502,0.001051041,13.5,1
MYADM,----,-------+,+--+--,0.9966839758373536,0.0251251958113961,-,0.0503,0.036600505,13.5,1
TIE1,--++,++++++++,NA,0.02513137380117886,0.9636082696984714,+,0.0503,0.046109936,13.5,1
MCHR2,++++,++++++++,-+--++,0.025168472704224936,0.9671925021522977,+,0.0503,0.034303741,13.5,1
STOML3,+++-,NA,NA,0.025268081222906684,0.5609171800136893,+,0.0505,0.019469609508052366,13.6,1
PTPN2,++++,+++++---,-+--++,0.025272157534210363,0.22354090866877321,+,0.0505,9.08333e-4,13.6,1
MYH15,-+--,+---+--+,NA,0.9656486155008968,0.025304234613149283,-,0.0506,0.03355954571357013,13.6,1
NCAPH2,+-+-,-++-++++,-++---,0.5477599128947931,0.025305135884415443,-,0.0506,7.81e-5,13.6,1
MAN2A1,-+--,-++----+,---+++,0.8073586760196314,0.02530723810414568,-,0.0506,0.007579075851020899,13.6,1
COPZ1,+++-,++++++++,++-+-+,0.025313718605370995,0.8656473711464607,+,0.0506,2.97504e-4,13.6,1
FBXO9,--+-,-++--++-,----++,0.6732616869695935,0.02534662326179337,-,0.0507,9.29213e-4,13.6,1
STRN,-+--,++++----,NA,0.9460848020353736,0.02535824677608487,-,0.0507,0.0272579636290428,13.6,1
PLEK2,+-+-,NA,NA,0.02538215833903719,0.5034793520419804,+,0.0508,0.018624575833593848,13.7,1
FBXO38,++--,+++-+-+-,-+----,0.877683058062916,0.025437178394000642,-,0.0509,0.001160674,13.7,1
FOLR3,-+++,NA,NA,0.02543919689710244,0.8914556240018252,+,0.0509,0.03448224957167004,13.7,1
SOX5,++-+,--------,NA,0.9731624926977315,0.025456929688151872,-,0.0509,0.040092956,13.7,1
DNAAF3,----,----+++-,-++---,0.9322914763401529,0.025563921847553704,-,0.0511,0.041922506513553004,13.8,1
FAM184A,----,++--+---,NA,0.9908994758421639,0.02556957127186418,-,0.0511,0.046519969,13.8,1
LPAR5,---+,+-+-++++,----+-,0.8478048159657829,0.025589996507884596,-,0.0512,0.004860674,13.8,1
GPD1,----,++++-+-+,NA,0.6111061398942743,0.025592890959498165,-,0.0512,0.028642055,13.8,1
CMBL,--++,-+-+++-+,++++--,0.025595908725539067,0.9312790112729524,+,0.0512,0.006033708,13.8,1
HSD11B2,++++,NA,NA,0.025610312571298196,0.9872233629933835,+,0.0512,0.11878538116418756,13.8,1
C11orf52,--++,NA,NA,0.02566735112936345,0.953171343828428,+,0.0513,0.0513176596159078,13.8,1
TDGF1,----,++++++-+,NA,0.5438558637503937,0.025682222106221796,-,0.0514,0.03742741494707599,13.8,1
ADAMTS1,-+--,--------,---+-+,0.9942628547999954,0.025723498164004894,-,0.0514,0.001457023,13.8,1
SH3PXD2B,-+--,--------,--+-+-,0.9910725570149939,0.02575796585206499,-,0.0515,0.019893649,13.9,1
HHATL,----,++++-+++,---+-+,0.5179574885263278,0.025764502766190075,-,0.0515,0.005389607,13.9,1
ERBB3,----,++++---+,--+-++,0.3182624552627323,0.02581693544415706,-,0.0516,0.0139,13.9,1
FA2H,----,++++---+,---+++,0.3859653633789085,0.025834318641247887,-,0.0517,0.012717322,13.9,1
EPHX4,++++,++++++++,NA,0.025850691812828338,0.9966144620054889,+,0.0517,0.0807827491173614,13.9,1
UBXN7,-+--,-+------,NA,0.9794136766664149,0.025854405411792944,-,0.0517,0.002223326,13.9,1
PPP2R4,+-+-,++++++++,--++--,0.025864444178279218,0.5722165535222208,+,0.0517,0.001868699,13.9,1
MS4A5,-+-+,NA,NA,0.02589550536162446,0.3221537759525439,+,0.0518,0.016826783052856616,13.9,1
BOD1,--+-,+++-++++,NA,0.025896209932644826,0.9790799866213111,+,0.0518,0.010078063,13.9,1
MDGA2,-+-+,--------,++-+-+,0.6383935723742978,0.025907992446306625,-,0.0518,0.002616667,13.9,1
BCL7A,++++,++-+-+++,+-++++,0.025922384114222544,0.9992438185049081,+,0.0518,0.06494669632624557,13.9,1
ZNF229,++--,--+-----,NA,0.9894147774435402,0.025982912967688787,-,0.052,0.016708739,14,1
AK7,++++,++++----,NA,0.02598430978878279,0.9629704115477224,+,0.052,0.020320715,14,1
CYP2C8,++++,+++-+++-,NA,0.0260076640926594,0.867103339520557,+,0.052,0.05147997195773496,14,1
MMRN2,-++-,++++++++,-++---,0.026041874473048694,0.9150871752848373,+,0.0521,0.022135179,14,1
RPAP1,+++-,--+-++++,++++--,0.02604208599300896,0.9270736447256327,+,0.0521,0.001111704,14,1
CLDND1,-+--,++++---+,---+-+,0.8993083826765603,0.02605688952149315,-,0.0521,0.02152706,14,1
ZC3H10,-+--,-++--+-+,-----+,0.9728108516296861,0.02611174064247663,-,0.0522,0.009952327494502035,14,1
TBC1D27,----,NA,NA,0.8506160164271047,0.026123659593885466,-,0.0522,0.017408597179150626,14.1,1
CYP2C19,-+++,++-+++++,NA,0.026141887377160965,0.9520973838884748,+,0.0523,0.008150806,14.1,1
KLK6,-+--,++++---+,---+++,0.5913899432664258,0.026151065487511355,-,0.0523,0.009705337,14.1,1
SLC6A15,++++,+++++---,--++-+,0.026169183716919262,0.3250982154125842,+,0.0523,1.39326e-4,14.1,1
LGALS13,++++,NA,NA,0.026180698151950718,0.9601300479123888,+,0.0524,0.05621499747102106,14.1,1
GAB1,-+--,++++----,---++-,0.9065308633879455,0.026212478040419408,-,0.0524,0.044642416,14.1,1
KLHL14,----,NA,NA,0.9859685147159479,0.02623773671001597,-,0.0525,0.11127817288835658,14.1,1
C19orf47,----,+---+-++,NA,0.7434313287943413,0.026252820225231094,-,0.0525,0.016217411510203214,14.1,1
NEUROD1,+-++,NA,++-+--,0.026260819979907618,0.9522138030525003,+,0.0525,0.003110861,14.1,1
MAP3K7,++++,-+------,++----,0.8032579265721869,0.02628397743238777,-,0.0526,0.00360309,14.1,1
NDUFB4,--++,+++-++++,++---+,0.026301320461571274,0.5839889570624698,+,0.0526,4.69955e-5,14.2,1
NUB1,--+-,+++++-++,++++-+,0.026318548629458732,0.8761437403944206,+,0.0526,0.001718258,14.2,1
INO80D,-+-+,--------,NA,0.6812147537539782,0.026334886548788024,-,0.0527,0.004218863,14.2,1
SH3RF1,-+--,--------,---+++,0.9819432824675414,0.02641447907954598,-,0.0528,0.029254069,14.2,1
METTL21A,----,-+-+----,+-----,0.9934778881434754,0.026465986293173344,-,0.0529,0.005076592,14.2,1
HNRNPA2B1,--+-,----+---,NA,0.9247158201354426,0.026479836178889788,-,0.053,4.68196e-4,14.2,1
NDUFS8,+-+-,++++-+++,-++---,0.026491452226949475,0.9322965539688297,+,0.053,5.98836e-4,14.3,1
CITED2,--+-,-----+++,+---+-,0.9131787036919359,0.026594606429977817,-,0.0532,0.004709407,14.3,1
CKS2,+---,-------+,---+--,0.9658640791086615,0.026618286911292158,-,0.0532,0.001113015,14.3,1
DEXI,+-+-,++++++++,+++-++,0.026648687155185615,0.9359545123010513,+,0.0533,0.002397203,14.3,1
BANF2,++++,NA,NA,0.026694045174537988,0.9517453798767967,+,0.0534,0.052738386714081716,14.4,1
SEL1L3,-+-+,--------,NA,0.9377537679320487,0.02674801856865158,-,0.0535,0.021195982,14.4,1
LONRF1,++++,--------,+-+---,0.7684442056390428,0.026770668683213174,-,0.0535,0.004010672,14.4,1
ANKFY1,-+-+,--+-+---,++----,0.705989831908588,0.026851606353147667,-,0.0537,0.001429682,14.4,1
ZNF98,++++,--+-+++-,NA,0.02687516382422464,0.7745283485690746,+,0.0538,0.019379799,14.5,1
SLC35E2,----,+---+--+,NA,0.9766849132543083,0.026890712584029555,-,0.0538,0.035602625,14.5,1
FOXN4,++++,NA,NA,0.026922199406798995,0.9891056354095369,+,0.0538,0.16980671826041452,14.5,1
ERRFI1,+++-,-----+--,+-----,0.9717639850392354,0.026998337652851947,-,0.054,0.022911471,14.5,1
ALDH16A1,----,++++++++,NA,0.7279294432975978,0.02700340594180581,-,0.054,0.04577373829300267,14.5,1
CADM2,++++,-+++----,+--+++,0.027016312126877707,0.7516783012190739,+,0.054,5.46816e-4,14.5,1
ASRGL1,+-++,-++-----,+++-++,0.02702544155148951,0.6656825254288059,+,0.0541,0.012488483,14.5,1
TMEM30A,++++,++++----,++--++,0.027066378264356313,0.7216821214856168,+,0.0541,0.007608574,14.6,1
GNA13,-+--,++++----,+-----,0.92535481457099,0.027108892997885024,-,0.0542,0.005506367,14.6,1
C2orf50,----,-+++++++,NA,0.7878614637267107,0.027112049831889536,-,0.0542,0.04029364538100586,14.6,1
NT5E,-+--,+++-----,+-+---,0.9945336794217335,0.02711606150118996,-,0.0542,0.01246294,14.6,1
LMO2,--+-,++++++++,----++,0.027116469518980627,0.8688728796598651,+,0.0542,0.001281322,14.6,1
QPRT,----,++++++++,---+-+,0.027119302009203646,0.28369765994736185,+,0.0542,6.52847e-5,14.6,1
IFNK,+--+,NA,NA,0.7157768651608487,0.027150353639060005,-,0.0543,0.013296522353435695,14.6,1
ZNF462,---+,--------,+++++-,0.5022447628260422,0.02719979719310882,-,0.0544,0.009791043,14.6,1
RMND1,++++,++++++++,++---+,0.02724827871826145,0.9710504746025572,+,0.0545,0.004312921,14.7,1
TP73,----,NA,NA,0.9851129363449692,0.02726443075519051,-,0.0545,0.10932358478192758,14.7,1
KIF2B,---+,NA,NA,0.39128450832762945,0.027321469313255763,-,0.0546,0.009821693510339145,14.7,1
GADD45GIP1,+-+-,++++++++,-++--+,0.02732511329778689,0.8162653018990903,+,0.0547,1.26471e-6,14.7,1
LCP2,+++-,+-++++++,NA,0.027336213880087584,0.8879712997204572,+,0.0547,0.02670444,14.7,1
KAZN,--+-,--+----+,NA,0.9906114701937407,0.027386985353994708,-,0.0548,0.017239038,14.7,1
ARHGEF37,----,-+++---+,NA,0.8862046245109798,0.027452152217602006,-,0.0549,0.01904726716736002,14.8,1
EVI2B,----,++++--++,NA,0.5573352792255906,0.027492607164182274,-,0.055,0.004904129545975097,14.8,1
FTCD,----,-++-++++,+++--+,0.027509247454860997,0.48802926543838054,+,0.055,0.0108103,14.8,1
NKAIN1,+-++,-++---+-,+++++-,0.027539456941151633,0.9296645811219826,+,0.0551,0.019525030930535505,14.8,1
C7orf77,+---,NA,NA,0.8501597079625827,0.02754962354551677,-,0.0551,0.018407478016560574,14.8,1
ZNF816,-+--,-++----+,NA,0.992300741155518,0.02755527780707603,-,0.0551,0.07603027772711754,14.8,1
MIF,+-+-,++-+++++,-+----,0.02757332067465352,0.19353563628652184,+,0.0551,5.35398e-4,14.8,1
CCNE2,----,++++---+,NA,0.7250084859909405,0.02757350099606837,-,0.0551,0.04387188498446616,14.8,1
DDX41,+-+-,+--+++++,-+----,0.02759568450152988,0.7553384806304471,+,0.0552,0.005890925,14.8,1
CPA4,+---,NA,NA,0.8797627195984485,0.027606662103582022,-,0.0552,0.020891893236987796,14.9,1
RFFL,-+--,++++---+,---+++,0.6910579248935833,0.02763164753959658,-,0.0553,0.015941667,14.9,1
ZNF713,---+,--------,NA,0.9792938078144467,0.027707494670712294,-,0.0554,0.03986645403250221,14.9,1
TPSB2,--++,NA,NA,0.027720739219712527,0.9869952087611226,+,0.0554,0.13154131284545126,14.9,1
RWDD2B,++--,+-+-++++,+-+--+,0.24002736583153622,0.02772537284524354,-,0.0555,0.003980618,14.9,1
FCRLB,++++,++++++++,-+--++,0.027726028715152094,0.994630260123405,+,0.0555,0.024871277,14.9,1
TMEM130,++++,----++-+,+++--+,0.027736995867724545,0.9452215337462033,+,0.0555,0.017119195,14.9,1
RHBDL1,+-+-,++++-+++,+-+++-,0.02775471286094479,0.976189834600092,+,0.0555,0.00174657,14.9,1
TLE4,-+--,--+-----,---+-+,0.7871645913451712,0.027773706363813554,-,0.0555,0.004829869,14.9,1
GLRA1,++++,NA,NA,0.027777777777777776,0.9886493269450148,+,0.0556,0.16382087316028543,14.9,1
OR6V1,----,NA,NA,0.9832306639288159,0.02783481633584303,-,0.0557,0.09065012150299603,15,1
TMEM242,++++,++++++++,-+++-+,0.027868119992717176,0.9944931343784421,+,0.0557,5.11346e-4,15,1
IER2,----,--------,---+-+,0.994239279482974,0.027925668927394755,-,0.0559,0.003913232,15,1
BCL11B,---+,--------,+-++--,0.7781131153862663,0.0279315376757251,-,0.0559,0.009545225,15,1
RGS8,---+,----+++-,NA,0.8557444642344462,0.027948735352904115,-,0.0559,0.004128965,15,1
RILP,+-+-,-++++-++,-+-+--,0.027950745976781866,0.8838817821379386,+,0.0559,0.006347208321188471,15,1
HOXA4,+---,NA,NA,0.9808920830481406,0.028005932010038787,-,0.056,0.08026242408269721,15.1,1
NOL3,----,+++++-++,------,0.6003806128238519,0.028016410113360004,-,0.056,0.004336049,15.1,1
GNG4,----,--------,---+-+,0.9239002854839385,0.028069290915227366,-,0.0561,0.012694856,15.1,1
SKI,--+-,----+--+,--+---,0.9624991263840504,0.028084911236557958,-,0.0562,0.013831648,15.1,1
HYAL2,+++-,-+++++++,+++++-,0.02808921760019453,0.9991647809227685,+,0.0562,0.017392256,15.1,1
OXSR1,+++-,+-------,++----,0.9512708387337367,0.02809481422149095,-,0.0562,0.004242959,15.1,1
SVIP,-+++,++++++-+,NA,0.028134613490794255,0.9940495029259758,+,0.0563,0.005404181,15.1,1
RSAD1,+++-,-+--++++,+++---,0.028161881557404525,0.7937528878515017,+,0.0563,0.020750281,15.2,1
NGLY1,-+-+,++++----,+-++++,0.028226172269499025,0.6471305004037804,+,0.0565,0.006377247,15.2,1
TNNT2,+-+-,NA,+++---,0.02825918606721356,0.9642925122310494,+,0.0565,0.022274236216572662,15.2,1
RAP2B,++-+,++-++-+-,-+-+-+,0.02830314615934077,0.7668237830295969,+,0.0566,0.004913792968980625,15.2,1
SNAP47,++++,-+--++++,NA,0.028324674631877444,0.9697549405059558,+,0.0566,0.043259772,15.2,1
SPG21,-++-,++++++-+,+-++-+,0.028330061733395414,0.9831386601709197,+,0.0567,0.002846161,15.2,1
KRTAP9-1,++--,NA,NA,0.9754163814738763,0.0283481633584303,-,0.0567,0.06210000571698238,15.3,1
DNAI1,++++,+++-++-+,NA,0.028399363183205517,0.9390314556097525,+,0.0568,0.03091048754800913,15.3,1
ABCA1,-+-+,+++-----,+--+-+,0.9687605830247721,0.028401202831405507,-,0.0568,1.6573e-4,15.3,1
HMHB1,-+++,NA,NA,0.02840520191649555,0.9840862422997947,+,0.0568,0.10725621608617839,15.3,1
SPEN,----,--------,+-+---,0.9903203596764965,0.028414202450678584,-,0.0568,0.01265515,15.3,1
AP2S1,+-+-,+++-++++,-++--+,0.028426790710974172,0.855128796675193,+,0.0569,0.001044232,15.3,1
