gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,Corrected_p,Bonferroni_meta_p
RAB2B,+-,-++-,+-,0.9785728149385563,0.10677318097780844,-,0.214,0.6705078229543614,0.10250287420186868,57.4,1
SNIP1,+-,-+--,--,0.9535526553434062,0.10679808138118865,-,0.214,0.6704065536383051,0.085511704,57.5,1
EXOSC8,++,+++-,++,0.1068061667763875,0.9156119214170326,+,0.214,0.6703736756169096,0.057491082,57.5,1
PITX2,++,NA,NA,0.10680835253892024,0.8931916474610797,+,0.214,0.6703647879756595,0.21361670507784047,57.5,1
LY86,++,-+++,-+,0.10688865083269805,0.819537488393981,+,0.214,0.6700384089718828,0.053639018,57.5,1
PATZ1,+-,-+++,--,0.5431336036397516,0.10689080825312533,-,0.214,0.6700296433421937,0.066012453,57.5,1
JAK3,++,-+-+,NA,0.10692097964113446,0.9607282408825542,+,0.214,0.6699070751008469,0.15003652560623623,57.5,1
CEP131,++,+-++,NA,0.10694448749752158,0.845493278685685,+,0.214,0.6698116007590749,0.068866596,57.5,1
ARL14EP,+-,-++-,-+,0.9230279529644074,0.10694736436763284,-,0.214,0.6697999181371923,0.069890449,57.5,1
TMEM174,++,NA,NA,0.10697954239876632,0.8930204576012336,+,0.214,0.669669268452434,0.21395908479753264,57.6,1
COMMD3-BMI1,+-,-+--,++,0.6498213527018406,0.10699518107304792,-,0.214,0.6696057862817676,0.010826394,57.6,1
SLC15A1,-+,NA,NA,0.10699832553320195,0.8930016744667981,+,0.214,0.6695930230749282,0.2139966510664039,57.6,1
CFAP44,-+,+-+-,NA,0.1070451602760039,0.7825522855249678,+,0.214,0.6694029675765516,0.048338177,57.6,1
IZUMO1,-+,NA,NA,0.10704806308987572,0.8929519369101243,+,0.214,0.6693911906877106,0.21409612617975143,57.6,1
OR5AN1,++,NA,NA,0.10705096503520302,0.892949034964797,+,0.214,0.6693794176418117,0.21410193007040604,57.6,1
KMT2B,++,NA,--,0.11459159816188387,0.10705537918742511,-,0.214,0.6693615102606963,0.021148127,57.6,1
KMT2B,++,NA,++,0.11459159816188387,0.10705537918742511,-,0.214,0.6693615102606963,0.021148127,57.6,1
BRINP2,+-,---+,++,0.7777738127565237,0.10708323340634493,-,0.214,0.6692485279872399,0.058535911,57.6,1
PRKCD,+-,+-++,--,0.7131009655895677,0.10711560205364222,-,0.214,0.6691172712044036,0.022794476,57.6,1
SLCO6A1,++,NA,NA,0.10715183932287009,0.8928481606771299,+,0.214,0.6689703739799456,0.21430367864574018,57.6,1
DUS1L,++,---+,+-,0.10715465055471689,0.872067786518836,+,0.214,0.6689589799948248,0.02304691,57.6,1
TDRD1,-+,++--,NA,0.10720662308718716,0.9191524191989277,+,0.214,0.6687483879963618,0.102396141,57.7,1
RORB,--,+--+,++,0.2902625121410015,0.10726449262025577,-,0.215,0.668514021523198,0.002520664,57.7,1
PCDHGB5,+-,NA,++,0.536523058023913,0.1073332027588797,-,0.215,0.6682359156933831,0.049736383032882144,57.7,1
C3orf18,--,--++,-+,0.6095943409500427,0.10734773810893762,-,0.215,0.6681771063523506,0.012586423,57.8,1
HR,-+,+-++,--,0.1073489232941193,0.30644077476907283,+,0.215,0.6681723115001058,0.021715077,57.8,1
ARID2,+-,++++,--,0.5459513481673911,0.10735067461534807,-,0.215,0.668165226352736,0.12832912,57.8,1
GLUL,+-,-+-+,++,0.49038189718975594,0.1074365133068677,-,0.215,0.6678180988317131,0.048009183,57.8,1
TRA2B,--,----,NA,0.9766081714061764,0.10745349922820592,-,0.215,0.6677494414582449,0.193091701,57.8,1
HARBI1,-+,+++-,NA,0.10749116755875916,0.8399038561486742,+,0.215,0.6675972241595903,0.031572196,57.8,1
PPIL3,-+,+++-,+-,0.10751802864106008,0.45830485017137224,+,0.215,0.6674887114067583,0.03605663,57.8,1
SETBP1,++,---+,+-,0.6114943722410275,0.10751976529517841,-,0.215,0.6674816966463594,0.017789917,57.8,1
ZNF274,+-,++++,++,0.10752263878760769,0.9805880716365056,+,0.215,0.6674700901735688,0.110997846,57.8,1
HAPLN2,-+,++++,-+,0.10754368951715138,0.8980427993690447,+,0.215,0.6673850725347583,0.07472294,57.9,1
VSIG10,-+,+--+,NA,0.10757181718095112,0.9666593308589033,+,0.215,0.6672714992323574,0.11732232157337062,57.9,1
GRIK3,+-,---+,NA,0.750934102452705,0.10759277446997652,-,0.215,0.6671868976263188,0.073539225,57.9,1
TMEM170B,+-,-+--,NA,0.8421719123282082,0.1076219224727137,-,0.215,0.6670692586638828,0.139596258,57.9,1
KRI1,-+,+-++,--,0.10762269698505401,0.14955903368601173,+,0.215,0.6670661332297937,0.03005721,57.9,1
PCF11,--,++++,++,0.10770116184649449,0.9431160842376078,+,0.215,0.666749615979544,0.063922753,57.9,1
AGL,+-,-+--,++,0.10772819577895458,0.5506110585660958,+,0.215,0.6666406179499105,0.03738324,58,1
BEAN1,++,NA,NA,0.10775852601263095,0.8922414739873691,+,0.216,0.6665183621273897,0.2155170520252619,58,1
DBF4,+-,--+-,NA,0.937152709100691,0.10775884176917895,-,0.216,0.6665170895494269,0.042995394,58,1
ATP6V0E2,++,-+--,--,0.6561841329830688,0.10777563562749304,-,0.216,0.6664494114674928,0.028833146,58,1
SLC35F5,+-,+---,-+,0.5059025241844555,0.10777571627902369,-,0.216,0.666449086472874,0.048077996,58,1
PIK3C2B,--,++++,+-,0.10778311449273487,0.3384407153570673,+,0.216,0.6664192755541521,0.027754741,58,1
FAM81A,++,----,+-,0.9427090520366468,0.1077839856336358,-,0.216,0.6664157654481478,0.10950806,58,1
ABHD11,-+,--++,-+,0.1077853868835566,0.5148385847690515,+,0.216,0.6664101194224507,0.050367287,58,1
ACTR10,+-,-++-,--,0.7858553989056783,0.10778609851529879,-,0.216,0.6664072520883206,0.026177622,58,1
PGM1,--,++--,-+,0.9180227509701175,0.10779532080449034,-,0.216,0.666370094996383,0.07818736,58,1
PEX11G,-+,++++,--,0.10781299567513629,0.4910285809656793,+,0.216,0.6662988908894875,0.076662266,58,1
APCDD1L,-+,NA,NA,0.1078176409408721,0.8921823590591279,+,0.216,0.6662801791395432,0.2156352818817442,58,1
CASP3,--,-+--,NA,0.7297515968425821,0.1078564121444474,-,0.216,0.6661240349978627,0.07309381,58,1
CCL22,-+,NA,NA,0.10786677464325951,0.8921332253567406,+,0.216,0.6660823113785957,0.21573354928651903,58,1
PIGP,-+,-+-+,++,0.107874915045487,0.9628592171477137,+,0.216,0.6660495376316704,0.054325094,58,1
SERPINA6,--,NA,NA,0.8921093481407725,0.10789065185922754,-,0.216,0.6659861872882359,0.21578130371845508,58,1
SFTPA2,+-,+-+-,--,0.8705493029724738,0.10790622676357817,-,0.216,0.6659234978270114,0.025628745,58.1,1
TIGAR,++,-+--,--,0.5670358999178281,0.10795008171357964,-,0.216,0.6657470289233579,0.128172191,58.1,1
PINX1,++,+---,-+,0.6643895364837695,0.10795677618640515,-,0.216,0.6657200971932907,0.005558146,58.1,1
KCNN1,++,----,-+,0.5263640248303806,0.10797138448449067,-,0.216,0.6656613341006167,0.05370618,58.1,1
CNTRL,++,+-++,+-,0.1079971062336586,0.7059582767731338,+,0.216,0.6655578855489859,0.016080626,58.1,1
FBXO16,--,--++,++,0.2764168708070821,0.10814965904294968,-,0.216,0.6649448497333443,0.009923169,58.2,1
KLHDC10,+-,-+-+,NA,0.9742074838758134,0.10816653648605626,-,0.216,0.6648770806011555,0.1805004602371351,58.2,1
CADM2,+-,++-+,--,0.7627894881735022,0.10820651976094861,-,0.216,0.6647165752577177,0.078887213,58.2,1
STX12,+-,-+--,-+,0.8808998738748153,0.10821550763561533,-,0.216,0.6646805032883253,0.041070037,58.2,1
ZBTB34,+-,----,++,0.5803744457982282,0.1082674111622334,-,0.217,0.6644722520714751,0.03884862840269899,58.2,1
ZNF432,-+,-++-,++,0.10830335095761841,0.8785130721101091,+,0.217,0.6643281102232685,0.015909831,58.3,1
ZFP64,+-,+-++,+-,0.10832442842576723,0.43327442842150293,+,0.217,0.6642435981799427,0.01323194,58.3,1
ARRDC3,--,+-+-,--,0.846043892151766,0.10833205760771765,-,0.217,0.6642130123277993,0.027865637,58.3,1
TMEM238,++,NA,NA,0.10833623998885797,0.891663760011142,+,0.217,0.6641962458227699,0.21667247997771594,58.3,1
OPCML,+-,++--,--,0.9881457650678256,0.1083512006512933,-,0.217,0.664136276189713,0.17691764200000001,58.3,1
UTP6,-+,-++-,++,0.10835245492511264,0.9559270408174445,+,0.217,0.6641312488246038,0.153602353,58.3,1
C2orf61,--,NA,NA,0.891633152361052,0.10836684763894801,-,0.217,0.6640735642885838,0.21673369527789602,58.3,1
NCOR1,+-,+-++,--,0.7139911338433558,0.10841427443740184,-,0.217,0.6638835366976739,0.053615449,58.3,1
POMP,++,-+-+,--,0.10841879654979435,0.3621107283620298,+,0.217,0.6638654220397026,0.023524696,58.3,1
THUMPD2,-+,+-+-,++,0.10843702216662038,0.8859389484131847,+,0.217,0.6637924216020633,0.023777265,58.3,1
MYOZ1,-+,++-+,NA,0.10845501824351285,0.8897108482978717,+,0.217,0.6637203525958105,0.018615541,58.3,1
PRAP1,++,NA,NA,0.10850324429485758,0.8914967557051424,+,0.217,0.6635272803607833,0.21700648858971516,58.4,1
MTCH2,+-,-+--,-+,0.6414969316581208,0.1085184713782318,-,0.217,0.6634663367978294,0.035172753,58.4,1
ZPLD1,-+,NA,NA,0.10857249306253727,0.8914275069374628,+,0.217,0.6632501940399611,0.21714498612507455,58.4,1
VKORC1,++,+++-,+-,0.10859829900906778,0.7235713539654562,+,0.217,0.6631469814474726,0.083694454,58.4,1
OR13C8,++,NA,NA,0.10861359558134519,0.8913864044186548,+,0.217,0.6630858133705069,0.21722719116269038,58.4,1
OR2F1,++,NA,NA,0.10882370720371397,0.891176292796286,+,0.218,0.6622464877772303,0.21764741440742794,58.5,1
CHI3L1,+-,++--,++,0.10884318652066124,0.9730192460546723,+,0.218,0.6621687565270683,0.12520147411790197,58.6,1
HOMER1,+-,----,-+,0.9585510944571558,0.10887440663180267,-,0.218,0.6620442032294708,0.066513935,58.6,1
GGTLC1,+-,NA,NA,0.10888167832727608,0.8911183216727239,+,0.218,0.6620151977739406,0.21776335665455215,58.6,1
ARHGDIG,-+,---+,--,0.634941659841319,0.10890251901655391,-,0.218,0.6619320788287606,0.046032732,58.6,1
PRR5,++,---+,++,0.10892099108307286,0.5785865803830343,+,0.218,0.6618584199608625,0.034154213,58.6,1
CCL27,++,NA,NA,0.10892835216413788,0.8910716478358621,+,0.218,0.6618290705321156,0.21785670432827575,58.6,1
FAM3D,++,NA,NA,0.10894969554765846,0.8910503044523416,+,0.218,0.6617439833577524,0.21789939109531692,58.6,1
CA4,-+,+---,--,0.877560701871503,0.10897736877291524,-,0.218,0.6616336865561362,0.021003839,58.6,1
ADGRL3,--,---+,++,0.8440328252811343,0.10898069052532428,-,0.218,0.6616204489750507,0.07314473267329903,58.6,1
GOLGA4,++,+-++,+-,0.10900532200123829,0.6179302050527523,+,0.218,0.6615223021812071,0.023553492,58.6,1
ITM2B,+-,++--,-+,0.4795045204444614,0.10901318369547146,-,0.218,0.6614909810746391,0.015642895,58.6,1
ABO,-+,NA,NA,0.10901948525424157,0.8909805147457585,+,0.218,0.6614658772017636,0.21803897050848314,58.7,1
KDM3A,--,+++-,NA,0.7455387044927868,0.10909658747786517,-,0.218,0.6611588381904931,0.052710944060894514,58.7,1
PELI1,+-,-+--,++,0.26544412697385394,0.10913460111406044,-,0.218,0.6610075388944561,0.037833521,58.7,1
FAM46A,--,---+,NA,0.9354826650675191,0.10915191874705939,-,0.218,0.6609386298984115,0.106107624,58.7,1
KLC1,+-,+++-,-+,0.5780962202133768,0.1091555224665078,-,0.218,0.6609242916288388,0.01051339,58.7,1
STAT4,+-,--++,-+,0.9243059990925908,0.109207442666725,-,0.218,0.6607177670758789,0.130064805,58.8,1
SLCO1B7,-+,NA,NA,0.10923618926137386,0.8907638107386262,+,0.218,0.6606034631028916,0.21847237852274773,58.8,1
C9orf153,-+,++++,NA,0.10925840905511175,0.9826021662121358,+,0.219,0.6605151320053083,0.177849291,58.8,1
SAMSN1,--,++-+,NA,0.10926717246039816,0.6569117946470322,+,0.219,0.6604802994833289,0.014273532,58.8,1
WWC1,+-,+-+-,++,0.10927442377246603,0.8641576977990271,+,0.219,0.6604514792964804,0.056509738,58.8,1
MIA3,+-,-++-,--,0.9128740389391046,0.10929773540889846,-,0.219,0.6603588406443937,0.134792041,58.8,1
TMIGD2,-+,NA,NA,0.10938726373021677,0.8906127362697832,+,0.219,0.6600032455350089,0.21877452746043355,58.9,1
GLRX,++,-+--,-+,0.10939247913472966,0.5298258794045257,+,0.219,0.6599825395832457,0.050157626,58.9,1
HPR,--,++++,-+,0.43371805105618144,0.10939835767031315,-,0.219,0.6599592020833441,0.02916216319198735,58.9,1
SESTD1,+-,++++,++,0.10942700658815263,0.9456000232304009,+,0.219,0.6598454852201877,0.115436197,58.9,1
CCDC134,++,--++,NA,0.10943217059595636,0.9164432145175931,+,0.219,0.6598249907623089,0.040247653,58.9,1
IL15,++,-+--,NA,0.10944275044131958,0.6942949522868432,+,0.219,0.6597830054271008,0.054029422848312594,58.9,1
SCRIB,-+,+-++,++,0.10944640962841114,0.8751019877089774,+,0.219,0.659768485157922,0.069381554,58.9,1
NDUFV3,-+,++++,--,0.10945969482524132,0.7487716161680401,+,0.219,0.6597157713453417,0.109284886,58.9,1
GREM1,-+,+-++,++,0.10949138275154137,0.6755249158281621,+,0.219,0.6595900638879182,0.132359002,58.9,1
PTCHD4,-+,--++,NA,0.1095147050583791,0.7106167002928762,+,0.219,0.6594975664664587,0.014927062,58.9,1
WWP2,++,+-++,++,0.10952742224384124,0.48971431237390833,+,0.219,0.6594471377791028,0.019864144,58.9,1
HUNK,+-,----,--,0.9635484376124658,0.1095373007508518,-,0.219,0.6594079696188587,0.241122472,58.9,1
ZNF541,++,---+,NA,0.1095537435892553,0.327019851121339,+,0.219,0.6593427817968701,0.05390650882660153,58.9,1
FAAH,+-,+---,+-,0.10961035757488209,0.8671688396646344,+,0.219,0.6591184098128403,0.009922285,59,1
MCEMP1,-+,NA,NA,0.1096463690656326,0.8903536309343674,+,0.219,0.6589757497257513,0.2192927381312652,59,1
EFR3A,+-,-+-+,-+,0.90566228140416,0.10967416501048459,-,0.219,0.6588656676891196,0.020023221,59,1
DZANK1,--,+-++,--,0.5918172410212436,0.10968485095339991,-,0.219,0.6588233548985982,0.039727154,59,1
SCGN,+-,NA,NA,0.8902986062570065,0.10970139374299351,-,0.219,0.6587578590671768,0.21940278748598702,59,1
OTP,++,NA,NA,0.10973077525555432,0.8902692247444457,+,0.219,0.6586415568047544,0.21946155051110863,59,1
GMCL1,+-,--+-,-+,0.8975710802498821,0.10975563222098071,-,0.22,0.6585431885905966,0.033946775,59,1
NUDT16,++,++++,+-,0.10977768222759887,0.950005299666931,+,0.22,0.6584559471962191,0.179221723,59.1,1
MAN2C1,-+,--++,+-,0.1098583989894001,0.886156090367872,+,0.22,0.6581367387525856,0.060347659,59.1,1
EGR3,+-,----,-+,0.9735462023469621,0.10988931243765665,-,0.22,0.658014548264268,0.081863312,59.1,1
FANCM,+-,-+++,NA,0.10989360061799712,0.6442146527249161,+,0.22,0.6579976012411021,0.064403473,59.1,1
NGF,++,NA,+-,0.10989738361065636,0.7955169877768976,+,0.22,0.6579826512845066,0.168810393,59.1,1
AGTR1,-+,NA,NA,0.10989954065952745,0.8901004593404725,+,0.22,0.657974127103151,0.2197990813190549,59.1,1
ZSCAN1,-+,++-+,NA,0.10995429117634341,0.8465418294601001,+,0.22,0.6577578211363411,0.068316523,59.2,1
DPF3,-+,+++-,+-,0.10998753704476842,0.4194331929317445,+,0.22,0.6576265273535276,0.040783521,59.2,1
PTCHD2,--,+++-,++,0.1099943935575727,0.613371454838657,+,0.22,0.6575994547147085,0.080290543,59.2,1
ITGB8,+-,++--,+-,0.7393293845371668,0.11000121880438854,-,0.22,0.6575725072042661,0.071801404,59.2,1
MXRA7,+-,+++-,--,0.7540566851326124,0.11002293366009921,-,0.22,0.6574867835058861,0.0309,59.2,1
APPBP2,+-,++--,--,0.9013555011321989,0.11007366735487738,-,0.22,0.6572865681097615,0.08404994522440896,59.2,1
CCR3,--,NA,NA,0.8899184880739683,0.11008151192603167,-,0.22,0.657255618540664,0.22016302385206335,59.2,1
ONECUT1,-+,NA,NA,0.11008495984542936,0.8899150401545706,+,0.22,0.657242015993859,0.22016991969085872,59.2,1
PHLDA3,++,+--+,+-,0.11015107070751781,0.8342573777643447,+,0.22,0.6569812813321492,0.023355805,59.3,1
SLC2A11,++,--++,+-,0.1101712847535284,0.7994787169178716,+,0.22,0.6569015903843505,0.051103652,59.3,1
ADAMTS19,--,+-++,NA,0.11018675634719399,0.7372885307542619,+,0.22,0.656840605745599,0.049853653,59.3,1
DCBLD1,++,+--+,++,0.11021933309614773,0.9841258779070995,+,0.22,0.6567122254231885,0.08253548112618718,59.3,1
ADGRF2,++,NA,NA,0.11022472729403864,0.8897752727059614,+,0.22,0.6566909713202235,0.22044945458807727,59.3,1
SIL1,-+,++++,--,0.2991930761663521,0.11025231786959847,-,0.221,0.6565822757889329,0.007552434,59.3,1
RAP2A,+-,----,+-,0.9850985118128053,0.11027051567334745,-,0.221,0.6565105988052673,0.23802732116052666,59.3,1
ZKSCAN4,+-,-++-,--,0.9605060524236673,0.11034172687097493,-,0.221,0.656230227862143,0.1875082146922072,59.4,1
FBXW11,+-,-+--,-+,0.7732172284138533,0.11039240159551948,-,0.221,0.656030822778922,0.047500493,59.4,1
SUSD2,-+,NA,NA,0.11042520147849486,0.8895747985215051,+,0.221,0.6559018040042434,0.2208504029569897,59.4,1
FCHO1,-+,+-++,--,0.11042544416061764,0.6076217837843846,+,0.221,0.6559008495537234,0.024020607,59.4,1
KIAA1468,+-,-+--,--,0.9724329592143529,0.11047715936997994,-,0.221,0.6556975053639504,0.1762329593406803,59.4,1
SPTSSB,+-,---+,--,0.924261801682261,0.11057855792183019,-,0.221,0.6552990824218108,0.11640674,59.5,1
TMEM212,-+,NA,NA,0.11058583280805641,0.8894141671919437,+,0.221,0.655270511430475,0.22117166561611282,59.5,1
DYRK1B,++,--++,+-,0.11059583904437605,0.5305309194476738,+,0.221,0.6552312165541427,0.009189139,59.5,1
RBM14,--,+---,++,0.7557921691493139,0.11061084332387344,-,0.221,0.6551723008312461,0.0606675077252058,59.5,1
RB1,+-,++--,NA,0.9521357002016473,0.1106420948199619,-,0.221,0.6550496145292556,0.141161432,59.5,1
PLCB4,-+,+-++,NA,0.11065924246407313,0.9487496244159944,+,0.221,0.654982311481552,0.227970537,59.5,1
C3orf36,++,NA,NA,0.11069174341107758,0.8893082565889224,+,0.221,0.6548547766346997,0.22138348682215517,59.6,1
MTMR12,+-,--+-,-+,0.8074726144791242,0.11069228425377142,-,0.221,0.65485265466592,0.044430022,59.6,1
DGKG,+-,-+--,++,0.12823257335105936,0.11070244160701381,-,0.221,0.6548128047331824,0.010697659,59.6,1
EIF2S1,+-,-+--,--,0.9558097590377501,0.11070928295985533,-,0.221,0.6547859663912239,0.140582772,59.6,1
FYB,++,++-+,NA,0.11072141664063982,0.9525896666664113,+,0.221,0.6547383705463419,0.081280118,59.6,1
ST3GAL1,-+,---+,++,0.11074166261945267,0.7044377846109382,+,0.221,0.6546589648329108,0.109919944,59.6,1
APOF,-+,NA,NA,0.11076455208977404,0.889235447910226,+,0.222,0.6545692086994074,0.22152910417954808,59.6,1
ACBD7,--,-+-+,NA,0.9028160704580557,0.11077958832518103,-,0.222,0.6545102574307017,0.12678302059146063,59.6,1
WDR1,--,+---,-+,0.11084506884822208,0.31987303053042876,+,0.222,0.654253626864238,0.005154026,59.6,1
RNF165,++,--+-,++,0.11085924839238143,0.6498858312170983,+,0.222,0.6541980745153316,0.077371723,59.6,1
EFCAB7,--,-++-,--,0.9749922751704284,0.11086425000414626,-,0.222,0.6541784809909089,0.11498086749684795,59.6,1
ZNF618,++,--++,++,0.11087197512646069,0.8035214496206575,+,0.222,0.6541482200085859,0.081278652,59.6,1
RFX3,+-,----,NA,0.9636200028941206,0.11091783546472492,-,0.222,0.6539686185014009,0.10559969,59.7,1
C4orf19,++,-+-+,NA,0.11092205694944901,0.9748516914231592,+,0.222,0.6539520897562651,0.13161861021336413,59.7,1
BNIP3,-+,++--,--,0.9193888067335078,0.11093189750744968,-,0.222,0.6539135626085132,0.083788296,59.7,1
ZSCAN4,-+,NA,NA,0.11093770261410428,0.8890622973858957,+,0.222,0.6538908364145133,0.22187540522820856,59.7,1
E2F2,-+,NA,NA,0.1109649322666574,0.8890350677333426,+,0.222,0.653784251939627,0.2219298645333148,59.7,1
LRFN3,++,+--+,--,0.8283175797793618,0.11097182408046723,-,0.222,0.6537572796006766,0.044052996,59.7,1
PEX10,++,-+++,--,0.594270206010231,0.11100000255613611,-,0.222,0.6536470155483182,0.017576498,59.7,1
KIAA1217,+-,---+,-+,0.856019121832862,0.11102862963438759,-,0.222,0.6535350247472772,0.129766032,59.7,1
KATNA1,--,+++-,-+,0.6559325049327527,0.11103351451874331,-,0.222,0.6535159176785883,0.007389981,59.7,1
IL17A,++,NA,NA,0.11106919255152672,0.8889308074484733,+,0.222,0.653376389681828,0.22213838510305345,59.8,1
CAMK2A,+-,----,+-,0.7796320351067302,0.11107213329460565,-,0.222,0.653364891159551,0.031564899,59.8,1
SLC38A2,--,+++-,+-,0.7876757883554353,0.11110980741472287,-,0.222,0.6532176094985659,0.060687079,59.8,1
ERICH3,+-,-++-,-+,0.9480141256087451,0.11122003774104412,-,0.222,0.6527869662230421,0.082736404,59.8,1
GTF2E1,+-,++--,--,0.9114276298963726,0.11123642392646414,-,0.222,0.6527229857940909,0.018261423,59.8,1
KIAA1524,--,-+++,NA,0.11124546611218582,0.8650857304786806,+,0.222,0.6526876843017785,0.066986571,59.9,1
PGLS,++,+-++,++,0.11127948730570272,0.9709967021943098,+,0.223,0.652554888258006,0.124865262,59.9,1
DNAJC5,+-,----,--,0.9795383774617763,0.1112925830135643,-,0.223,0.6525037821721498,0.08429104,59.9,1
POLR2G,-+,+++-,++,0.11130957932018899,0.9440800262015365,+,0.223,0.6524374629404155,0.056286881,59.9,1
MRPL49,+-,-+-+,--,0.9906827290766178,0.11133876995038704,-,0.223,0.6523235853416598,0.068560138,59.9,1
SPINK14,--,NA,NA,0.8886412293678954,0.11135877063210464,-,0.223,0.6522455765257125,0.22271754126420928,59.9,1
FAM129B,-+,+-++,+-,0.1114129566235173,0.9267478866233885,+,0.223,0.6520343048547426,0.110402807367166,59.9,1
ADPRHL1,--,---+,NA,0.8647121150663748,0.1114225895042214,-,0.223,0.6519967569230062,0.065989814,59.9,1
RSBN1,+-,----,+-,0.874287072535564,0.11145259230458131,-,0.223,0.6518798300349524,0.109576779,60,1
PRKCI,+-,-++-,--,0.9814562679781508,0.11145799990120112,-,0.223,0.6518587589019069,0.138543681,60,1
LY96,++,++-+,-+,0.1114760245274661,0.8483121494372869,+,0.223,0.651788531885081,0.1334207129887568,60,1
SEMA3G,-+,+-++,++,0.11151318846145868,0.9221321813910659,+,0.223,0.65164377069783,0.029786069,60,1
VPS11,+-,++--,--,0.9857760109527062,0.11153182783194049,-,0.223,0.651571184671029,0.11348641,60,1
VOPP1,+-,---+,NA,0.8867323376652196,0.11171093948814877,-,0.223,0.6508743000950088,0.082933465,60.1,1
CAB39L,+-,--+-,+-,0.9309738523766928,0.11172608149777387,-,0.223,0.6508154370542634,0.122195311,60.1,1
SDF2L1,-+,-++-,++,0.11173317181607681,0.9206238833083837,+,0.223,0.6507878768967019,0.12607173280693512,60.1,1
ASF1B,-+,NA,NA,0.11174142429506334,0.8882585757049366,+,0.223,0.6507558016080573,0.22348284859012668,60.1,1
GBP6,-+,NA,NA,0.11174166378336861,0.8882583362166314,+,0.223,0.6507548708132455,0.22348332756673722,60.1,1
KANSL3,+-,++++,NA,0.11176294768318276,0.863526935840712,+,0.224,0.6506721568127606,0.099794881,60.1,1
DNAJA1,--,-+--,-+,0.953538156215266,0.111776445255846,-,0.224,0.6506197103848019,0.130535393,60.1,1
PPP1R16B,+-,---+,+-,0.18314319923753358,0.11178761626367588,-,0.224,0.6505763088914771,0.007634457,60.1,1
SERINC2,++,NA,NA,0.11178958373281542,0.8882104162671846,+,0.224,0.6505686653483014,0.22357916746563083,60.1,1
SUSD3,++,++--,NA,0.11182397462123102,0.943759984960408,+,0.224,0.6504350797706259,0.079899049,60.2,1
CARD16,-+,-+-+,NA,0.1118624723737678,0.8588103421057751,+,0.224,0.6502855905022139,0.03763595,60.2,1
SPOPL,+-,++--,--,0.9814141820198173,0.11188236768654308,-,0.224,0.6502083558757126,0.17322829301792642,60.2,1
TRAF3IP2,++,-+-+,NA,0.1119340619756221,0.9259146757521639,+,0.224,0.6500077401753726,0.08452872029852916,60.2,1
SLC16A7,+-,----,NA,0.8550773575607574,0.11197878922073429,-,0.224,0.6498342369941346,0.085555822,60.2,1
LRIG1,+-,++--,++,0.11199878920621095,0.8634291007582171,+,0.224,0.6497566767006914,0.052680128,60.3,1
CUL3,+-,-+--,+-,0.8977212104547992,0.1120027621265422,-,0.224,0.6497412712950876,0.061537243982258016,60.3,1
ZNF595,+-,++++,NA,0.11203598103158732,0.8281893645604022,+,0.224,0.6496124829698334,0.123088168,60.3,1
RAB27A,++,++++,NA,0.11210146969711482,0.9901942437277719,+,0.224,0.6493586979215724,0.16233765167404746,60.3,1
OGFOD2,++,-+++,++,0.11222486520473719,0.9907439317641844,+,0.224,0.6488809119007688,0.103355563,60.4,1
MSL2,+-,++-+,NA,0.8500608257819988,0.1122410942304929,-,0.224,0.648818112388875,0.060507752267949265,60.4,1
PRKRA,+-,+++-,-+,0.8575026407690625,0.11224538003224999,-,0.224,0.6488015296521201,0.024760206,60.4,1
C10orf142,-+,NA,NA,0.1122471622540998,0.8877528377459002,+,0.224,0.6487946340189109,0.2244943245081996,60.4,1
KRTAP5-3,--,NA,NA,0.8877510877613594,0.11224891223864063,-,0.224,0.6487878632223057,0.22449782447728125,60.4,1
SLC39A12,+-,----,-+,0.8284721906186105,0.11225550667024628,-,0.225,0.6487623499137272,0.083554792,60.4,1
ZNF728,+-,-+--,NA,0.4652206356718125,0.11227846212121644,-,0.225,0.6486735488670585,0.016039519,60.4,1
FIGN,--,++++,+-,0.11230378421501903,0.2733788097181155,+,0.225,0.6485756137378601,0.00188169,60.4,1
B4GAT1,+-,-++-,-+,0.22231157642186375,0.11230995808122132,-,0.225,0.6485517391877375,0.01994176,60.4,1
ZKSCAN1,++,++++,+-,0.11231027407300376,0.7048051643627269,+,0.225,0.6485505172720968,0.055769169,60.4,1
JDP2,-+,+-++,++,0.11235149534570237,0.8446059584441098,+,0.225,0.6483911472865648,0.033212266,60.4,1
IFT81,-+,--+-,NA,0.11235836826014868,0.9550382536304233,+,0.225,0.6483645808620059,0.13377309865118683,60.4,1
GSTM3,++,-+--,++,0.1123610099582628,0.9504079659568978,+,0.225,0.648354370127863,0.090308146,60.5,1
TXNRD3,++,+++-,NA,0.11244807151566144,0.9484206052654784,+,0.225,0.6480179926505257,0.078335451,60.5,1
TJAP1,-+,++++,+-,0.11245955546465619,0.6432309952473202,+,0.225,0.6479736418586013,0.011311156,60.5,1
NDUFAF4,++,-+--,NA,0.9447229584146977,0.11260944199584166,-,0.225,0.6473951978813041,0.148138816,60.6,1
CHD2,++,+--+,+-,0.34149909716774873,0.11265393773288876,-,0.225,0.6472236275768687,0.003776685,60.6,1
