gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
AHDC1,-+-+--,----+-++++++,++++-++-,0.20901366663656237,0.0675507328978896,-,0.135,0.8693399390344821,0.072466667,36.3,1
SP4,-++--+,-+-----+----,+-+++-+-,0.0676018375140828,0.3136206324326036,+,0.135,0.8690115034923002,0.016710393,36.4,1
TPMT,++-+++,++-+-++-++++,++++-+-+,0.3671900728836236,0.06762380728021122,-,0.135,0.8688703860541582,2.40824e-4,36.4,1
BNIPL,----+-,+++--+--+-++,NA,0.8328701815295125,0.0676523759357824,-,0.135,0.8686869508128697,0.028885774262018857,36.4,1
WDR19,+++--+,+++---+---+-,-+-+----,0.06767973486320833,0.9920868436031909,+,0.135,0.8685113556595304,0.0790453,36.4,1
TAX1BP1,+++-+-,++++-++---+-,-++++-++,0.06769166162680558,0.9991359217313383,+,0.135,0.8684348294839135,0.048832305,36.4,1
EHMT2,++-+--,+-+---++++++,++++----,0.13585028063334614,0.06770354501831093,-,0.135,0.8683585950071073,0.07336163,36.4,1
DAB2,---++-,-++-+-+++++-,NA,0.9906616307776889,0.0677214202738666,-,0.135,0.8682439466499338,0.024676516248507405,36.4,1
FAM151A,---++-,NA,NA,0.9820248610624721,0.0677725008088288,-,0.136,0.8679164929111911,0.09255799107857678,36.5,1
SLC25A51,-+---+,+++--+-+-+--,++++++-+,0.067818268394575415,0.9827518938486588,+,0.136,0.8676233076034973,0.019000749,36.5,1
TAGAP,----++,+++-+++-+---,NA,0.30501379136737,0.06782912187855128,-,0.136,0.8675538096470572,0.013620901049051816,36.5,1
TAF5L,++++-+,++++---+--+-,+++-+---,0.06787212815688383,0.997800616095202,+,0.136,0.8672785374592558,0.064403933,36.5,1
AKAP12,+-+---,++-+-------+,-+-----+,0.15385646877541184,0.06789621048133682,-,0.136,0.8671244688327125,0.005215918,36.5,1
STX12,++++-+,-+++-+-++---,-----+++,0.13765811567377748,0.06792626656296673,-,0.136,0.8669322592530225,0.006995506,36.5,1
NDFIP1,++++-+,+-++-+------,--+--+++,0.32236370854553187,0.06796824303388173,-,0.136,0.8666639606981796,0.00405824,36.6,1
TET1,--+-++,-++-+------+,NA,0.0679742675565992,0.7866810764409756,+,0.136,0.8666254677063605,0.006580502,36.6,1
C7orf31,+++---,+++++-----++,NA,0.06797838167442001,0.8603478906206774,+,0.136,0.86659918298623,0.021253508,36.6,1
CHRNA5,----+-,---+--++-+++,NA,0.8618064842255946,0.0679985706813565,-,0.136,0.8664702203316015,0.055286866,36.6,1
AKT1S1,---++-,+-+-+++++++-,-----+--,0.6407212869163511,0.06801171679321387,-,0.136,0.8663862666254234,0.013413695,36.6,1
LRRC10,+--+++,NA,NA,0.9666817027903641,0.06801442430284263,-,0.136,0.8663689779413197,0.059913090518042264,36.6,1
METAP2,+--+++,+-++++----+-,+-++++++,0.06801783630041018,0.6344564948967364,+,0.136,0.8663471917604594,6.78371e-4,36.6,1
COPS4,--++-+,++++-+-++---,-+---+-+,0.2542115391414377,0.06802147617585697,-,0.136,0.8663239517455996,0.003885581,36.6,1
SLC25A52,--++++,NA,NA,0.9852643718555317,0.06804903492571716,-,0.136,0.8661480339356467,0.1864220214336759,36.6,1
UBR1,-+++-+,++-+-+------,-++--+++,0.06805262613130635,0.3922448911397354,+,0.136,0.8661251151739062,0.0175028,36.6,1
HIP1R,----+-,--+-+++--+++,--++++--,0.36559150860980805,0.06805675383013714,-,0.136,0.8660987740528722,0.004459176,36.6,1
AFAP1L1,--+++-,+++++-+-+-++,NA,0.5582450663199604,0.0680900677516496,-,0.136,0.8658862380214896,0.024876045,36.6,1
KLKB1,------,+-+-++----+-,--+++---,0.06810789594513132,0.6999489439934266,+,0.136,0.8657725404905503,0.053722659,36.6,1
GIP,+++++-,NA,NA,0.0681256077100097,0.8263464066045858,+,0.136,0.8656596149386353,0.1044612577789479,36.7,1
ZNF676,-++--+,--+-++------,NA,0.06813038743289761,0.9433591183201497,+,0.136,0.8656291457137925,0.00602450347393817,36.7,1
SVIL,+++++-,+-+---++-+-+,NA,0.9362534649608094,0.06813311340129614,-,0.136,0.8656117694827954,0.012375355,36.7,1
FLG,+-++++,NA,NA,0.8957002062972461,0.06815962524816009,-,0.136,0.8654428103869932,0.042599527686879544,36.7,1
ZBP1,---+++,NA,NA,0.9902513652773701,0.06818241461046792,-,0.136,0.865297627075979,0.12223609836230384,36.7,1
NLGN1,-+++-+,-+++------+-,-+-++--+,0.06818868147703563,0.9734050179502721,+,0.136,0.8652577114978369,0.023922560490369338,36.7,1
CCR10,++--+-,----++++++++,NA,0.8783508257953397,0.06821691609714003,-,0.136,0.8650779221035134,0.019076058,36.7,1
FRRS1L,++++-+,-+-+-+------,++-+-+-+,0.06821992214801094,0.670618431601789,+,0.136,0.8650587848774892,0.012980524,36.7,1
ITGB1,--+-+-,+++++++--+++,--+-++-+,0.3032323352128357,0.06824544629776948,-,0.136,0.8648963261137615,0.006496255,36.7,1
ARL3,+++++-,++++-+++++++,+-+-++++,0.6675695316097938,0.06828049537411575,-,0.137,0.8646733410810127,0.011346932,36.7,1
TMEM183A,-+++--,-+-+--++++--,--------,0.5883827954345628,0.06830484771622888,-,0.137,0.8645184769107594,0.00355515,36.7,1
ACTA1,+--+++,---+--+-++-+,++--+-+-,0.8294764145843597,0.06832211833767914,-,0.137,0.8644086810797977,0.03081161,36.8,1
NOL7,---+++,++++-+++++-+,-----+++,0.9124824730087682,0.06832286736798708,-,0.137,0.8644039198406225,0.007755056,36.8,1
PNPLA6,++-++-,--+---++++++,+++++++-,0.641827628292546,0.06843129689321079,-,0.137,0.8637152336188559,0.031998169,36.8,1
ADA,+-+-+-,++-++-+--+++,--+-+--+,0.44328153716746427,0.06843841852104844,-,0.137,0.8636700390531261,0.005043165,36.8,1
GCAT,++-+++,-++--++-++--,+++++--+,0.06848487043729413,0.6581099003703904,+,0.137,0.8633753658557939,0.004791667,36.8,1
SYNJ1,++++-+,---+-+------,-+--+--+,0.1710909237800763,0.06848543285168197,-,0.137,0.863371799338683,0.019595318,36.8,1
ASIC1,++++--,+-+---++++-+,-+-+--+-,0.06852665188955306,0.3141904415855534,+,0.137,0.8631104909837208,0.00114691,36.9,1
PON2,+-+--+,+++-++-----+,+--++-++,0.06853250347205742,0.644668496484369,+,0.137,0.8630734075800346,0.007092135,36.9,1
SLC15A5,-++--+,NA,NA,0.06853819062928561,0.14550400032192068,+,0.137,0.8630373692274235,0.0012635865634501693,36.9,1
THRA,++-+--,+-+---+++++-,-+++++++,0.6256979369124748,0.06855328362780473,-,0.137,0.8629417424784337,0.009470037,36.9,1
CPOX,--+---,++++++----++,NA,0.06855707288480238,0.7996203584392358,+,0.137,0.8629177376775292,0.0672201,36.9,1
PARM1,++++-+,+++++-+-++++,++-+++-+,0.06857299878834804,0.7543973830825785,+,0.137,0.8628168621806246,0.030561488,36.9,1
PDE1B,++++-+,+++++-++++++,++----+-,0.06859730318676455,0.31475829001674227,+,0.137,0.8626629620130702,0.0016333545846687037,36.9,1
MAP3K4,-+++-+,++----+-+-++,+++++-+-,0.06859842823327669,0.6762730458057252,+,0.137,0.8626558393207377,0.028866479,36.9,1
IREB2,-+++-+,-+-+-+------,-+--++-+,0.06860256698844562,0.12558131627246272,+,0.137,0.8626296377829216,0.005774345,36.9,1
SLC27A5,----+-,--+--+++++++,+++-----,0.07309857697894051,0.06861137510457063,-,0.137,0.8625738808215522,0.033941145,36.9,1
CDC42SE1,--+-+-,+++-++-+--++,--+-+---,0.06864633901318555,0.968431691722361,+,0.137,0.8623526235610293,0.007737079,36.9,1
LCP2,+++++-,+-++++++++-+,NA,0.06866656508841794,0.24272655608346172,+,0.137,0.8622246811366084,0.02433327,36.9,1
LAT2,--+-+-,++++-+++++++,+--+-+--,0.06867092091604662,0.18988573726084487,+,0.137,0.8621971327671293,0.001439139,36.9,1
CPVL,-+----,+++------++-,NA,0.06869814056744941,0.772742061002883,+,0.137,0.8620250220395664,0.011317101,37,1
ADM5,----+-,NA,NA,0.9417816151753614,0.06872841475400042,-,0.137,0.8618336774723516,0.07230131077992778,37,1
TMEM11,+++++-,++++-+-+++--,--------,0.0687572949127123,0.6964409508133762,+,0.138,0.8616512222371139,0.028615131549211862,37,1
GRM7,++++-+,++----+++-++,++-++--+,0.06876532936385339,0.1790975545741345,+,0.138,0.8616004768733161,0.004752434,37,1
SWI5,+--++-,+++--+++++++,--+-+--+,0.7652671030995468,0.06879664083153764,-,0.138,0.861402771099677,0.029411689802273436,37,1
MORN4,++++-+,-+-----+++++,NA,0.7077412083246563,0.06880247680451725,-,0.138,0.8613659317520613,0.064476727,37,1
PTPRK,--++++,++-++++-+-++,+-+++-+-,0.0688372520828964,0.6388137998907046,+,0.138,0.8611464789538009,0.041441613,37,1
MBOAT7,++-+-+,-------+++--,++++--+-,0.06887417605421174,0.8482813996510761,+,0.138,0.860913587935337,0.087118914,37.1,1
IL6,-+++--,++-+----+---,NA,0.06888051729949081,0.9897245351913411,+,0.138,0.8608736042837024,0.057516179,37.1,1
TSPAN10,+---++,+++-++------,NA,0.06891235782262864,0.6282402208042976,+,0.138,0.8606728948677251,0.039811344,37.1,1
MTRNR2L3,+-+++-,NA,NA,0.06894624597217745,0.48443750431939675,+,0.138,0.8604593799148346,0.005277140478393164,37.1,1
HORMAD1,-+----,+-----++---+,NA,0.47879353888336734,0.06895291162292641,-,0.138,0.8604173948093227,0.004971578435047677,37.1,1
LGALS3BP,----+-,++++++------,--+-+-++,0.06898557499641056,0.0710836417242554,+,0.138,0.8602117158363642,0.008283614,37.1,1
ALDH1B1,+-+++-,+++-+-++++++,NA,0.9052732563747217,0.06899678820559497,-,0.138,0.8601411294980681,0.006572096,37.1,1
TTLL3,----++,+-+-++++-+++,--+---+-,0.4961146562305172,0.06903162968239972,-,0.138,0.8599218781051946,0.011961236,37.1,1
KCNE3,--+++-,-++--+++++++,NA,0.9954316730862832,0.06904747838611193,-,0.138,0.8598221815661012,0.027162112881116297,37.1,1
SLC2A1,+++++-,-++++-++-+-+,+++++-+-,0.06908949811564069,0.8759770647352794,+,0.138,0.8595579664704706,0.006877903,37.2,1
ADRA2C,---+++,++--+--++-++,++-+----,0.48431887368473797,0.06910857442762776,-,0.138,0.8594380699056169,0.01578737708065447,37.2,1
UTP20,--+---,--+-++------,NA,0.06912874756598308,0.8600372467646633,+,0.138,0.8593113156744696,0.038633213,37.2,1
SLC10A4,---+-+,--+---++--+-,------+-,0.8517029448217529,0.06914980083495419,-,0.138,0.8591790707425325,0.025107329,37.2,1
NAA20,++++--,-++--++-+++-,-+----++,0.6524254546293763,0.06915238500173349,-,0.138,0.8591628412178014,0.025006007,37.2,1
GTF3C6,---++-,+++++++--+--,+++--+++,0.06917928320424965,0.7490554628389143,+,0.138,0.8589939465427843,0.005374532,37.2,1
TMEM120B,++----,--+---++-++-,-++---+-,0.8147017212609562,0.06919852007651514,-,0.138,0.8588731978774676,0.076199352,37.2,1
NPAT,-++--+,-+-----+----,--+++-++,0.06921972664507614,0.7974498998241332,+,0.138,0.8587401244424786,0.012460674,37.2,1
ACHE,+--+--,+-+-++-+-+++,+-++----,0.06925375177516896,0.43372091773662,+,0.139,0.8585266983523518,0.011638933434417796,37.3,1
B3GNT9,-+--+-,-+++++-++++-,NA,0.06926356675699366,0.7051834051792885,+,0.139,0.8584651523666403,0.009067823,37.3,1
SLC25A29,-++---,--+-+-++-+++,--++--+-,0.09803919096219518,0.06926668249227932,-,0.139,0.8584456166096603,0.013295225,37.3,1
CNNM4,++++-+,----------++,++-++-+-,0.06930834080750968,0.8872457619114107,+,0.139,0.8581845020661572,0.021318071,37.3,1
PRR19,++-++-,NA,-++---+-,0.06931848456229257,0.6979524174853776,+,0.139,0.8581209447175112,0.056804963,37.3,1
ABHD4,+++---,--+-+++--+++,--+--+--,0.06932678526151104,0.7619962201320029,+,0.139,0.8580689422528702,0.026255770310222408,37.3,1
COX8C,----+-,NA,NA,0.5687482403203524,0.0693269002392438,-,0.139,0.8580682219807086,0.02675163901763778,37.3,1
VCL,-++---,------++--+-,-++-+---,0.6440037500881967,0.06933777947792277,-,0.139,0.858000074946512,8.66363e-4,37.3,1
ZER1,++++--,------++++++,+++---+-,0.06934420612247442,0.2118777035073586,+,0.139,0.857959823773934,0.052544195,37.3,1
ADORA2B,+-++-+,-----------+,+-----++,0.0693470768838522,0.6656508341737657,+,0.139,0.8579418449103979,0.012528933,37.3,1
RNF125,----+-,++++++---+++,NA,0.0693516650028113,0.11802142076200427,+,0.139,0.8579131122092951,0.010643465401262956,37.3,1
ATAD3A,+--++-,+-+---++++++,+-----+-,0.10140006658849084,0.06935522952232384,-,0.139,0.8578907910238837,5.66948e-4,37.3,1
TTC3,+++-++,++----++++++,++-+++++,0.9001808030973759,0.06936948627123411,-,0.139,0.857801526073972,0.030828371,37.3,1
GALNT10,+++---,--+----+-+++,--++++++,0.2546120095256915,0.06937680400373807,-,0.139,0.8577557151071611,2.24251e-4,37.3,1
GTF3C4,++++-+,---+-+------,++-----+,0.06938140822252757,0.9625880887860916,+,0.139,0.8577268939400041,0.05387758569418428,37.3,1
NDUFB1,----+-,+++--++++++-,---++---,0.5434837600022514,0.06939861501740754,-,0.139,0.8576192009748144,0.009829963,37.3,1
SERPINE3,+++---,-+-+++-+---+,NA,0.06940206130222575,0.9730971503179693,+,0.139,0.8575976347617439,0.08810422470221163,37.3,1
RNASEH1,+++-++,++++-++++++-,+------+,0.0694244206430442,0.4383021841874877,+,0.139,0.8574577401496447,0.018804261,37.4,1
PCBP4,----+-,+-+++-+-++++,--++++++,0.36272701283473974,0.06942540785692877,-,0.139,0.8574515645346343,1.92978e-4,37.4,1
ITIH2,---+++,-++----+----,NA,0.6632963945254733,0.06942551248846443,-,0.139,0.8574509100067643,0.070560913,37.4,1
GTPBP4,+++++-,++++-+---+--,-----+-+,0.06943861688378003,0.16848724292309558,+,0.139,0.8573689425956429,0.011837453,37.4,1
XYLB,----+-,------++--++,NA,0.9942053519275132,0.06945111969770842,-,0.139,0.8572907524680542,0.15575445638511,37.4,1
HAGHL,----+-,+++++---+++-,++----+-,0.15231496577396592,0.06946139406788633,-,0.139,0.8572265091229375,0.020267006,37.4,1
CLDND2,+---++,NA,NA,0.8952322753689217,0.06947319527851653,-,0.139,0.8571527305096648,0.12553468969501208,37.4,1
ZNF33A,-++--+,++++++-----+,++++++-+,0.06949621813727304,0.8033999916210751,+,0.139,0.8570088326495342,0.010326685,37.4,1
PHF23,++-++-,--+-+--+++-+,-+----+-,0.9562829519803652,0.06951507315572239,-,0.139,0.856891020197858,0.007496816,37.4,1
JMJD1C,--+---,----+-+---+-,---+-++-,0.3539916259783711,0.0695678327660191,-,0.139,0.8565615302642614,0.01358226503228695,37.4,1
PCDHGB3,-++--+,----+-+---++,NA,0.0695786820835541,0.7502861188909954,+,0.139,0.8564938059845336,0.0724872284012611,37.4,1
CSF3R,-+--++,+-+-++++++++,-+---++-,0.8632843606078557,0.06959126659220959,-,0.139,0.8564152634150574,0.037343890578150366,37.4,1
CADPS,++++-+,-----+-++---,-++---+-,0.06959866845997648,0.8581971329541633,+,0.139,0.8563690734325883,0.018122285,37.4,1
COMMD4,+---+-,+++++++--+--,--+++---,0.06960818713060658,0.48783029869314615,+,0.139,0.8563096811545483,0.001669382,37.4,1
PCMTD2,++++-+,++++------+-,-+------,0.06962299994013225,0.9045035439908473,+,0.139,0.8562172719522984,0.0163117,37.5,1
ERV3-1,+++++-,+-+-++-----+,NA,0.06963402427259624,0.9949572008355498,+,0.139,0.8561485097940827,0.02315211650544449,37.5,1
PLRG1,--++-+,+++--++-----,+-+-+--+,0.06964294052978649,0.50376556810087,+,0.139,0.8560929043131945,0.039068727,37.5,1
GPR183,-+----,-+++-++-----,NA,0.06977569816855676,0.8284217861774099,+,0.14,0.8552658136470852,0.06433387943868989,37.5,1
DCTD,++++++,++++-+++++++,-+----++,0.6324907654634396,0.06978201152578077,-,0.14,0.8552265201359986,0.005508801,37.5,1
PQLC2L,++++--,--+--+----++,NA,0.06979223260705829,0.14348693576107174,+,0.14,0.8551629129965379,0.00566483,37.5,1
PHYKPL,+-+-+-,+-+-+++--+++,--++++++,0.8059613982495457,0.06980425016188191,-,0.14,0.8550881380787858,0.019506461,37.6,1
GJA4,+++-+-,-+++---++-++,+++++-+-,0.06981763023217037,0.9369311504043112,+,0.14,0.8550049005418734,0.04107485041260186,37.6,1
ZNF781,-+-+-+,-----------+,NA,0.49395559052415416,0.06982022497778151,-,0.14,0.8549887604529369,0.003222268,37.6,1
TMEM107,+---++,++++-+++--+-,+--+---+,0.06986290989503066,0.8056345250098791,+,0.14,0.8547233336408065,0.005929494,37.6,1
ELL2,-++-+-,---+++--++--,-++-+-++,0.06987049354494844,0.5692115638053605,+,0.14,0.8546761933402895,0.00497706,37.6,1
KBTBD8,++++--,------------,+++-++-+,0.06987469680655944,0.5713253348154305,+,0.14,0.8546500678855299,0.030996022,37.6,1
CWF19L2,----+-,+-+-+++---++,--++++++,0.8524878981700781,0.0698761821254217,-,0.14,0.854640836232882,0.020953184,37.6,1
CYP26A1,----+-,NA,NA,0.7671305141902828,0.06989995404748012,-,0.14,0.8544931140972383,0.06187375311221555,37.6,1
TTLL6,+++-+-,--+--+++-+++,NA,0.66455629060432575,0.06990384147551672,-,0.14,0.8544689618410107,0.052732908,37.6,1
STRADA,++++-+,+-+-+++---++,NA,0.069936333241722215,0.7481211967286345,+,0.14,0.8542671458027685,0.027429931,37.6,1
SETD4,+++---,+++-+++---+-,++--+--+,0.06994095755942992,0.13934754471255592,+,0.14,0.8542384304101233,0.01304279,37.6,1
ZNF266,+++-++,--+-++----+-,++++-+-+,0.06999412351974804,0.9056218028652774,+,0.14,0.8539084247514396,0.008057116,37.7,1
YWHAQ,--++--,-+++++-+++--,-----+++,0.3646552304297364,0.07000093583787878,-,0.14,0.8538661582287629,0.010571723,37.7,1
RPTOR,++++--,------++++++,NA,0.3255008792390366,0.07001346156408346,-,0.14,0.8537884540227959,0.08095348843844852,37.7,1
HIPK3,++++--,+++--+++-+--,NA,0.07003117192195098,0.9783762239687264,+,0.14,0.8536786103173437,0.016399413,37.7,1
ADCK5,+--++-,-++--+++++-+,+-+-+-+-,0.3953883330320256,0.07006274651210194,-,0.14,0.8534828463519071,0.010717345,37.7,1
ARIH2OS,----++,-++--+++----,NA,0.2684010354447374,0.07007035701035311,-,0.14,0.8534356740947432,0.0077333459292257,37.7,1
PRCD,----++,+--+++++-+++,NA,0.8114793936825891,0.07008292337003086,-,0.14,0.8533577950659331,0.03394891699129719,37.7,1
E4F1,+---+-,+-+-+-++++-+,+-++---+,0.6392540247937541,0.07009652237257101,-,0.14,0.8532735320450627,0.001935701,37.7,1
TAB2,++++-+,-++-+------+,------++,0.1036399201862388,0.07013170846790681,-,0.14,0.8530555855264028,0.002067603,37.7,1
RNF130,-+++-+,+--++++--+-+,--++++-+,0.6390044666476759,0.0701330077365255,-,0.14,0.8530475398081795,0.016846816,37.7,1
MTG2,+---+-,+-+---+-++++,-+++++++,0.8744477561432376,0.07014973988118156,-,0.14,0.8529439393547753,0.023700758,37.7,1
ZNF211,+-+---,+++-+-+-----,+++++--+,0.07018748946437887,0.995009821785031,+,0.14,0.8527102959210463,0.04657667324455159,37.8,1
H2AFY,++-+-+,--+---+--+++,---+++-+,0.9264292948357769,0.07022007167321345,-,0.14,0.8525087359246412,0.022055243,37.8,1
DCUN1D5,+++--+,++++-++-+++-,++----+-,0.07022740450008703,0.4926004823775693,+,0.14,0.8524633864981137,0.010704213,37.8,1
ZDHHC22,+--+++,+-+--+--++-+,++-+---+,0.07026154635035874,0.6188525834112761,+,0.141,0.85225230061019,0.017257116,37.8,1
YWHAZ,++++--,+--+-+++++--,-+--++++,0.48137894863263214,0.07031261026969551,-,0.141,0.8519367834496968,0.01204541,37.8,1
ENPP1,----++,--+-++--+-++,NA,0.9663919601792008,0.07033922709516167,-,0.141,0.8517724124641441,0.09594623314556677,37.8,1
TRIM26,++++--,+-+-+-+--+++,--+--+++,0.771149696138901,0.07035034290660767,-,0.141,0.8517037856912731,0.0104825,37.8,1
CX3CL1,++-+--,--------+++-,+--+--+-,0.28570175193974046,0.07036588740623441,-,0.141,0.8516078352749737,0.022245596,37.9,1
NRXN2,++-+--,----+--+++-+,+++++-+-,0.07046061818698715,0.10212689755016705,+,0.141,0.851023555186799,0.016655435,37.9,1
POC1B,--+-+-,-+--++----++,--+-++++,0.3201817184908853,0.07047139133051407,-,0.141,0.8509571583928893,0.006970037,37.9,1
PLEKHG2,++--+-,-+--+-+++-+-,NA,0.5241090723996465,0.07048718500064112,-,0.141,0.8508598375488171,0.033774595,37.9,1
TXNDC9,------,++++-+-++++-,-----+--,0.5442423793057937,0.07048770012620925,-,0.141,0.8508566637041777,0.001161423,37.9,1
HSPA4L,--++--,++++-+++----,-----+-+,0.451416031654673,0.07052353486891581,-,0.141,0.850635931911375,0.010216573,37.9,1
RNH1,----+-,++++++--++++,NA,0.07052834397253305,0.6464787942167981,+,0.141,0.8506063177413004,0.013299375,37.9,1
ZCCHC7,+++---,+-----++++++,+-++++++,0.5823637586976266,0.07053391550955648,-,0.141,0.8505720110770637,0.05196236,37.9,1
SDR16C5,--++++,-+-+--+++--+,NA,0.9056588253600047,0.07057752884410705,-,0.141,0.8503035561516312,0.01530543671180789,38,1
CRYAA,++++--,NA,NA,0.07058518507546743,0.9149170968555123,+,0.141,0.8502564465581284,0.043144097688296704,38,1
PTPN1,-++---,----+-+++-+-,+-+-----,0.07061241759105909,0.3351082945676503,+,0.141,0.8500889234391364,0.043393071,38,1
CIPC,-+++-+,-+++-+------,NA,0.07062453369420252,0.9326307361961103,+,0.141,0.8500144109733492,0.077929052,38,1
UST,-+++-+,--+--------+,+-+-+-++,0.16751700041886738,0.07064261107108186,-,0.141,0.8499032612069702,0.002246584,38,1
AURKB,---++-,NA,NA,0.9731247190802209,0.07066385969647009,-,0.141,0.8497726492006896,0.10907551500036106,38,1
SYNJ2BP,-++-+-,--+--------+,+-++++-+,0.07066767136722336,0.42108343242813323,+,0.141,0.8497492236060905,0.003063182,38,1
XIRP1,------,NA,NA,0.07071224015151156,0.444469788870555,+,0.141,0.8494754085001854,0.012762789349620326,38,1
CKMT1A,++++--,--+--++-++++,NA,0.07072276446510375,0.15611427593686714,+,0.141,0.8494107759668217,0.04475202236633554,38,1
BARHL1,+++-+-,NA,NA,0.07072623483286804,0.959053012360901,+,0.141,0.8493894656489264,0.055141024037188374,38.1,1
TRAK2,-++-+-,--+-++-----+,--++++--,0.070734494980457,0.7929584179160314,+,0.141,0.8493387471700042,0.001137734,38.1,1
RIMBP2,-+-+-+,------+++---,++------,0.0707739441021724,0.14575391770218488,+,0.142,0.8490966056209657,0.031848637,38.1,1
SI,+++-+-,NA,NA,0.0707810840433093,0.9232497524543046,+,0.142,0.8490527945733453,0.08572297440933765,38.1,1
IARS,++++-+,++++-+--+---,-+----++,0.07080280478453545,0.18217139787884393,+,0.142,0.8489195421502134,0.00675103,38.1,1
FOXRED1,+--++-,--+---+-++++,--++----,0.5150484870333989,0.0708204515238451,-,0.142,0.8488113130112259,0.020677135,38.1,1
GGT1,----++,+-+-+--+++++,NA,0.9869925695273044,0.0708429504534437,-,0.142,0.8486733640290728,0.045578408,38.1,1
EWSR1,++-+--,+-+-+++---+-,+-+-++--,0.07085778662637893,0.35437416665453686,+,0.142,0.8485824221159302,0.013891573,38.1,1
CNOT4,++++--,+---+-----+-,+--++-++,0.07089270262064676,0.12605209439664367,+,0.142,0.848368471193744,0.017437675,38.1,1
MSRA,++--+-,----+-+++-+-,-+-----+,0.2296086143943885,0.07093707580086013,-,0.142,0.8480967225080391,0.02096161,38.2,1
BEND4,--++-+,---+--------,NA,0.07093998312534655,0.5444289044034251,+,0.142,0.8480789235066885,0.003839183,38.2,1
PDCD4,-+++-+,++++++++-+++,+-++-+-+,0.07095946463345466,0.8061863293684233,+,0.142,0.8479596741134414,0.010698122,38.2,1
TMPO,--++++,++-++------+,--+-+-++,0.4865443014352996,0.07096628299330436,-,0.142,0.8479179455883479,0.023438296,38.2,1
CWC25,----+-,----+-+--+++,++---+--,0.07104693466815988,0.2564917556128215,+,0.142,0.8474246593761418,0.001800562,38.2,1
WDYHV1,++++++,+++++---+-+-,NA,0.07109795329356933,0.8749057034714937,+,0.142,0.847112905520498,0.002152915,38.3,1
ACOX3,-++---,----+-++++++,+--+--+-,0.5596713445700402,0.0711195825527618,-,0.142,0.8469808055240879,0.071377973,38.3,1
HOXB4,--+++-,NA,NA,0.8371811359028609,0.07115059688660354,-,0.142,0.8467914565781063,0.12888422757588927,38.3,1
KRBOX1,++++--,NA,NA,0.07115350623632523,0.9902996649527432,+,0.142,0.8467736986287218,0.13541853959317915,38.3,1
HEATR5B,++++-+,++++-+-+--+-,+-------,0.07118830738620457,0.8903439314565808,+,0.142,0.8465613373095423,0.049589279984044235,38.3,1
GNG7,++--+-,---------+++,++++-++-,0.07122178442413221,0.26593776769769073,+,0.142,0.8463571538429716,0.032762605789267006,38.3,1
RSPO4,++----,NA,NA,0.07122250261265309,0.70129973535049706,+,0.142,0.8463527745123846,0.06719959542333041,38.3,1
SPDYA,------,--+-++----+-,NA,0.07124791394240212,0.7612508955864878,+,0.142,0.8461978511160513,0.027396424,38.3,1
RGS19,-+-+++,+++-++++++++,+-+-+-+-,0.5105988482185522,0.07128060446325526,-,0.143,0.8459986304516561,0.005040525,38.3,1
PYROXD2,----++,-++-++++-+++,NA,0.8903908191146752,0.07130247531155753,-,0.143,0.8458653974085528,0.03912083566574743,38.4,1
RBM11,++++-+,++-+-++++++-,-+----++,0.07133944938362946,0.0945929497337572,+,0.143,0.8456402513181832,0.024073783,38.4,1
DYNLL2,++-+--,+-++-+++++-+,+---+---,0.622261063733091,0.0714131630305343,-,0.143,0.8451917350718503,0.008756281,38.4,1
PHKG2,++-++-,++++-++++++-,+++---+-,0.07141442232400662,0.46764011355812873,+,0.143,0.8451840768284545,0.030135921,38.4,1
USP33,+-++-+,++++-+----+-,--+-++-+,0.07142106859641136,0.19370442183883307,+,0.143,0.8451436605507621,0.007816149,38.4,1
KCNH1,++++-+,-+----++++--,NA,0.39187200212203044,0.07146724666804606,-,0.143,0.8448629534494576,0.033301689,38.4,1
STOML2,+--++-,++++-+++++--,++----++,0.6237425553725257,0.07147448334349932,-,0.143,0.8448189796117392,9.76281e-4,38.5,1
RGS17,-+++-+,---+-+-----+,+-+---++,0.1359875174405988,0.07149939090112027,-,0.143,0.8446676622469542,0.002685487,38.5,1
EPB41L1,++++-+,------++++++,+-+++-++,0.13811411170105617,0.07150108108249881,-,0.143,0.8446573960368366,0.002832303,38.5,1
SNRNP27,-+--++,++-++++++-+-,NA,0.9295798746403572,0.07154402547644406,-,0.143,0.8443966319418169,3.7259e-4,38.5,1
VWC2,-+-+++,----+-+++--+,NA,0.9977944582976698,0.07156044734121579,-,0.143,0.8442969575550726,0.036128528,38.5,1
MS4A15,-+-+++,NA,NA,0.9441291419537177,0.07165335193924106,-,0.143,0.8437334928592348,0.019097131713159233,38.5,1
NTHL1,+--++-,+-+--++++-++,++--+---,0.5934467125995406,0.07166015580770949,-,0.143,0.8436922562363917,0.006373849782620305,38.6,1
LUC7L,+---+-,----+-+-+-+-,+-++--+-,0.07168806673443269,0.19259825424040933,+,0.143,0.8435231357352942,0.018055899,38.6,1
IKZF4,-++--+,----+-+--+++,++++++--,0.07172627251101185,0.36240724845103944,+,0.143,0.843291742439129,0.031823629716251245,38.6,1
